Orthogroup	NEMVE	CAEEL
OG0005640	NEMVE25019	CAEEL16150
OG0005644	NEMVE24184, NEMVE06976	CAEEL09242
OG0005645	NEMVE21292, NEMVE13413, NEMVE00525	CAEEL07575
OG0005646	NEMVE07216	CAEEL08001
OG0005649	NEMVE08781	CAEEL12678
OG0005652	NEMVE13761	CAEEL02073
OG0005656	NEMVE25719	CAEEL07991
OG0005660	NEMVE13076, NEMVE12999	CAEEL02202
OG0005681	NEMVE01950, NEMVE12509	CAEEL18801
OG0005685	NEMVE15988	CAEEL18876
OG0005690	NEMVE05999, NEMVE02293	CAEEL07345
OG0005692	NEMVE25673	CAEEL02905
OG0005696	NEMVE19431, NEMVE00658	CAEEL12982
OG0005700	NEMVE23315	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676
OG0005701	NEMVE05123	CAEEL20630, CAEEL20628
OG0005702	NEMVE21785	CAEEL15894, CAEEL18106
OG0005703	NEMVE05111	CAEEL09229
OG0005704	NEMVE00358, NEMVE00188, NEMVE02380	CAEEL18454
OG0005707	NEMVE02468	CAEEL01062
OG0005712	NEMVE14707	CAEEL10147
OG0005713	NEMVE20632	CAEEL05051
OG0005715	NEMVE09774	CAEEL06260
OG0005719	NEMVE14711	CAEEL05019
OG0005721	NEMVE20431, NEMVE15979	CAEEL02751
OG0005723	NEMVE13732	CAEEL12411
OG0005724	NEMVE11354, NEMVE16694	CAEEL06660
OG0005725	NEMVE23028, NEMVE20234, NEMVE11864	CAEEL16182
OG0005726	NEMVE13247	CAEEL02137
OG0005728	NEMVE13776	CAEEL00225
OG0005729	NEMVE12801, NEMVE05206, NEMVE19871	CAEEL01552
OG0005731	NEMVE07981	CAEEL09042
OG0005732	NEMVE11098	CAEEL07314
OG0005733	NEMVE13320	CAEEL11874
OG0005734	NEMVE12378, NEMVE14515	CAEEL05372
OG0005737	NEMVE14736, NEMVE12332	CAEEL00178
OG0005738	NEMVE22405	CAEEL19157
OG0005744	NEMVE11969, NEMVE22641	CAEEL10825, CAEEL00882
OG0005746	NEMVE21186, NEMVE14714	CAEEL04218
OG0005748	NEMVE07129	CAEEL05688
OG0005749	NEMVE04089	CAEEL14477
OG0005750	NEMVE09054	CAEEL02930
OG0005758	NEMVE07743	CAEEL07383, CAEEL07219
OG0005759	NEMVE13996	CAEEL04976
OG0005760	NEMVE19177, NEMVE07324	CAEEL11990
OG0005761	NEMVE06405	CAEEL02084
OG0005764	NEMVE01288, NEMVE24394	CAEEL00440
OG0005771	NEMVE25507	CAEEL18103
OG0005774	NEMVE21829	CAEEL07710
OG0005775	NEMVE14392	CAEEL08185
OG0005776	NEMVE07966	CAEEL08611, CAEEL02852
OG0005777	NEMVE24326, NEMVE12823	CAEEL09325
OG0005779	NEMVE20167, NEMVE24822	CAEEL11742
OG0005781	NEMVE14416	CAEEL16564
OG0005783	NEMVE13901	CAEEL15350
OG0005784	NEMVE19929, NEMVE04987, NEMVE20893	CAEEL06573
OG0005786	NEMVE13088	CAEEL10727
OG0005787	NEMVE03826	CAEEL09127, CAEEL07672
OG0005788	NEMVE24678	CAEEL10819
OG0005789	NEMVE13313	CAEEL03291
OG0005790	NEMVE06982	CAEEL02850
OG0005792	NEMVE15437	CAEEL16683
OG0005793	NEMVE16943	CAEEL01631
OG0005794	NEMVE08832, NEMVE08845	CAEEL07859
OG0005796	NEMVE06246	CAEEL03619
OG0005797	NEMVE14037	CAEEL01710
OG0005798	NEMVE14829	CAEEL07896
OG0005799	NEMVE10264	CAEEL16039
OG0005800	NEMVE13587	CAEEL07429
OG0005802	NEMVE03199	CAEEL08747
OG0005803	NEMVE13133	CAEEL05218
OG0005804	NEMVE07252	CAEEL00293
OG0005805	NEMVE16148, NEMVE23550	CAEEL07935
OG0005807	NEMVE06359	CAEEL00886
OG0005811	NEMVE17134, NEMVE11119	CAEEL09170
OG0005812	NEMVE14364	CAEEL15514
OG0005814	NEMVE14624	CAEEL05572
OG0005815	NEMVE25274	CAEEL08558
OG0005816	NEMVE08245	CAEEL07974
OG0005817	NEMVE20440, NEMVE15052	CAEEL09003
OG0005818	NEMVE14563	CAEEL06548
OG0005819	NEMVE21808	CAEEL05194
OG0005821	NEMVE23456	CAEEL06500
OG0005822	NEMVE25935	CAEEL08544
OG0005823	NEMVE05430, NEMVE20888	CAEEL11398
OG0005824	NEMVE14153	CAEEL01511
OG0005826	NEMVE18969, NEMVE25456, NEMVE16439	CAEEL11564
OG0005827	NEMVE04802	CAEEL15915
OG0005829	NEMVE24686	CAEEL01850, CAEEL14048
OG0005831	NEMVE05152	CAEEL07627
OG0005832	NEMVE22892	CAEEL01641
OG0005833	NEMVE13165	CAEEL14838
OG0005834	NEMVE23957, NEMVE10656	CAEEL18574
OG0005835	NEMVE13878	CAEEL06739, CAEEL08580
OG0005836	NEMVE20851, NEMVE02149	CAEEL15554
OG0005837	NEMVE14056	CAEEL01073
OG0005840	NEMVE13747	CAEEL06791
OG0005843	NEMVE21067, NEMVE02036, NEMVE22320	CAEEL06200
OG0005845	NEMVE13891	CAEEL04187
OG0005846	NEMVE01954, NEMVE02816	CAEEL06779
OG0005847	NEMVE05655	CAEEL00400
OG0005848	NEMVE22369	CAEEL00240
OG0005849	NEMVE13138	CAEEL07640
OG0005850	NEMVE13460	CAEEL07059
OG0005851	NEMVE09355	CAEEL19454, CAEEL03023
OG0005853	NEMVE14317	CAEEL05937
OG0005854	NEMVE14480	CAEEL10962
OG0005857	NEMVE24466, NEMVE14208	CAEEL08143
OG0005858	NEMVE13228	CAEEL08865
OG0005859	NEMVE14832	CAEEL09237
OG0005860	NEMVE13210	CAEEL11464
OG0005861	NEMVE14447, NEMVE11854	CAEEL07847
OG0005863	NEMVE22266	CAEEL02059
OG0005864	NEMVE04848	CAEEL03066
OG0005865	NEMVE07679	CAEEL10526
OG0005866	NEMVE05461	CAEEL03116
OG0005869	NEMVE13626	CAEEL01472
OG0005870	NEMVE14905	CAEEL18863
OG0005871	NEMVE17336	CAEEL07046
OG0005874	NEMVE23891	CAEEL06734
OG0005875	NEMVE23453	CAEEL11121
OG0005876	NEMVE23289	CAEEL12583
OG0005877	NEMVE02516, NEMVE05591	CAEEL03535
OG0005878	NEMVE02339, NEMVE14777	CAEEL00506
OG0005879	NEMVE09579	CAEEL05884
OG0005880	NEMVE22612	CAEEL09863
OG0005883	NEMVE14549	CAEEL06255
OG0005884	NEMVE00229, NEMVE06571	CAEEL16531
OG0005886	NEMVE17658	CAEEL01824
OG0005888	NEMVE03064	CAEEL00435
OG0005889	NEMVE14237	CAEEL02553
OG0005890	NEMVE01492	CAEEL06540
OG0005892	NEMVE05482	CAEEL01618
OG0005893	NEMVE00948	CAEEL11380
OG0005895	NEMVE17527, NEMVE20886	CAEEL06441
OG0005897	NEMVE18801	CAEEL01303
OG0005898	NEMVE02011	CAEEL01957
OG0005899	NEMVE06363, NEMVE06372, NEMVE16370	CAEEL11728
OG0005901	NEMVE22895	CAEEL01230
OG0005903	NEMVE20145, NEMVE14098	CAEEL02733
OG0005904	NEMVE14991	CAEEL18351
OG0005909	NEMVE21723	CAEEL09260
OG0005914	NEMVE13472	CAEEL12252
OG0005918	NEMVE23931	CAEEL07911
OG0005921	NEMVE13582	CAEEL07408
OG0005922	NEMVE13384	CAEEL15520
OG0005924	NEMVE05757	CAEEL10631
OG0005928	NEMVE21804	CAEEL04878
OG0005929	NEMVE13193	CAEEL05898
OG0005930	NEMVE24441	CAEEL00275
OG0005931	NEMVE24077	CAEEL09476
OG0005932	NEMVE21824	CAEEL11316
OG0005933	NEMVE09740	CAEEL14434
OG0005936	NEMVE20278, NEMVE22195	CAEEL07303
OG0005937	NEMVE03020	CAEEL10539
OG0005940	NEMVE05329	CAEEL04134
OG0005941	NEMVE18224	CAEEL08713
OG0005943	NEMVE14522	CAEEL02014
OG0005946	NEMVE23066	CAEEL11452, CAEEL11968
OG0005947	NEMVE14005	CAEEL19240
OG0005949	NEMVE05450	CAEEL12005
OG0005950	NEMVE14694	CAEEL02721
OG0005952	NEMVE22482	CAEEL08042
OG0005957	NEMVE15091	CAEEL13678, CAEEL02860
OG0005960	NEMVE13523	CAEEL18529, CAEEL16584
OG0005963	NEMVE25861	CAEEL02429, CAEEL11102
OG0005965	NEMVE06899	CAEEL17925
OG0005966	NEMVE19178, NEMVE00025	CAEEL05490
OG0005967	NEMVE22443	CAEEL08429
OG0005968	NEMVE14434	CAEEL01646
OG0005969	NEMVE13532	CAEEL01577
OG0005970	NEMVE05887	CAEEL16383
OG0005973	NEMVE11820, NEMVE14031	CAEEL13364
OG0005974	NEMVE14137	CAEEL11184
OG0005975	NEMVE25600	CAEEL05822
OG0005976	NEMVE13353	CAEEL15581
OG0005977	NEMVE14569	CAEEL04186
OG0005978	NEMVE22252	CAEEL08320
OG0005980	NEMVE23640	CAEEL05471
OG0005982	NEMVE13477	CAEEL04709
OG0005984	NEMVE24779	CAEEL06514, CAEEL07173
OG0005985	NEMVE20199	CAEEL11206
OG0005987	NEMVE21795	CAEEL05677
OG0005989	NEMVE00971	CAEEL14108
OG0005993	NEMVE11171	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	NEMVE02185	CAEEL09469
OG0005998	NEMVE05440	CAEEL12651
OG0006000	NEMVE18781	CAEEL06731
OG0006003	NEMVE06610	CAEEL12475
OG0006004	NEMVE24131	CAEEL01451
OG0006005	NEMVE08968, NEMVE00870	CAEEL08818
OG0006008	NEMVE24474, NEMVE00275	CAEEL11432
OG0006009	NEMVE06073	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	NEMVE22570	CAEEL07462
OG0006011	NEMVE14656	CAEEL06588
OG0006022	NEMVE19560	CAEEL20451
OG0006031	NEMVE14413	CAEEL00264
OG0006059	NEMVE05469	CAEEL09710
OG0006060	NEMVE21182, NEMVE04302, NEMVE06902, NEMVE04018, NEMVE04019	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082
OG0006062	NEMVE13363	CAEEL08027
OG0006063	NEMVE13540	CAEEL09563
OG0006064	NEMVE05721	CAEEL11646
OG0006066	NEMVE25661	CAEEL07776
OG0006069	NEMVE24988	CAEEL08597
OG0006072	NEMVE01149	CAEEL09063
OG0006073	NEMVE04741	CAEEL15279
OG0006074	NEMVE24416	CAEEL15694
OG0006075	NEMVE05322	CAEEL05481
OG0006079	NEMVE00907	CAEEL06022
OG0006080	NEMVE16967	CAEEL00753, CAEEL15093
OG0006083	NEMVE09309	CAEEL10880
OG0006085	NEMVE25339	CAEEL07121
OG0006086	NEMVE16210	CAEEL05357
OG0006087	NEMVE15939	CAEEL10339
OG0006090	NEMVE19748, NEMVE13984	CAEEL06249
OG0006095	NEMVE13885	CAEEL03714
OG0006096	NEMVE14691	CAEEL08930
OG0006098	NEMVE06004	CAEEL17792
OG0006101	NEMVE15100	CAEEL04363
OG0006102	NEMVE14968	CAEEL01860
OG0006104	NEMVE14961	CAEEL15552
OG0006106	NEMVE19009	CAEEL09939
OG0006108	NEMVE08391	CAEEL07908
OG0006111	NEMVE02016	CAEEL06592
OG0006113	NEMVE09892	CAEEL00297
OG0006115	NEMVE14785, NEMVE17721	CAEEL02174, CAEEL09766
OG0006116	NEMVE24918	CAEEL14600
OG0006117	NEMVE10567	CAEEL15839
OG0006118	NEMVE10454	CAEEL05175
OG0006119	NEMVE11800	CAEEL19837
OG0006120	NEMVE22945	CAEEL19875
OG0006121	NEMVE22058	CAEEL01535
OG0006122	NEMVE25204	CAEEL06423
OG0006124	NEMVE24761	CAEEL00683
OG0006125	NEMVE09196	CAEEL12098
OG0006126	NEMVE00064	CAEEL09062
OG0006127	NEMVE07015, NEMVE07020	CAEEL08699
OG0006128	NEMVE20876, NEMVE00022	CAEEL01734
OG0006129	NEMVE14942	CAEEL15436
OG0006130	NEMVE04868	CAEEL19047
OG0006131	NEMVE08917	CAEEL08997
OG0006134	NEMVE11232	CAEEL05080
OG0006135	NEMVE22868	CAEEL16406
OG0006137	NEMVE03361	CAEEL01021
OG0006140	NEMVE12679, NEMVE23573, NEMVE12694	CAEEL06530
OG0006141	NEMVE16961, NEMVE12186	CAEEL00813
OG0006144	NEMVE14741	CAEEL12775
OG0006145	NEMVE22056	CAEEL00765, CAEEL00923
OG0006147	NEMVE04643	CAEEL11314
OG0006152	NEMVE05428	CAEEL01636
OG0006156	NEMVE22637	CAEEL13825
OG0006160	NEMVE19207, NEMVE10555	CAEEL08936
OG0006163	NEMVE21775	CAEEL00653
OG0006164	NEMVE10175	CAEEL01158
OG0006165	NEMVE00991	CAEEL15774
OG0006168	NEMVE13971, NEMVE20353	CAEEL05152
OG0006169	NEMVE14671	CAEEL08537
OG0006172	NEMVE05065	CAEEL14351
OG0006176	NEMVE21887	CAEEL05930
OG0006177	NEMVE24866	CAEEL04212
OG0006180	NEMVE18458	CAEEL09925
OG0006181	NEMVE25734	CAEEL14722
OG0006182	NEMVE05762	CAEEL06387
OG0006183	NEMVE14948, NEMVE03107	CAEEL19366
OG0006185	NEMVE24611	CAEEL01692
OG0006187	NEMVE05382	CAEEL00902
OG0006188	NEMVE09360	CAEEL02058
OG0006191	NEMVE14192	CAEEL06280, CAEEL06279
OG0006194	NEMVE17786	CAEEL20600
OG0006196	NEMVE22533	CAEEL06224, CAEEL06189
OG0006198	NEMVE13914	CAEEL00819
OG0006200	NEMVE24742	CAEEL11329
OG0006202	NEMVE13627	CAEEL07568
OG0006208	NEMVE00290, NEMVE16123	CAEEL00204
OG0006210	NEMVE01490	CAEEL00160
OG0006213	NEMVE01050	CAEEL01145
OG0006214	NEMVE08088	CAEEL12120
OG0006215	NEMVE22459	CAEEL04734
OG0006216	NEMVE22955	CAEEL16326
OG0006217	NEMVE07259	CAEEL05235
OG0006220	NEMVE07122	CAEEL08309
OG0006224	NEMVE12014, NEMVE21951	CAEEL11548
OG0006225	NEMVE14367	CAEEL13901
OG0006226	NEMVE09907, NEMVE06472	CAEEL02716
OG0006230	NEMVE16928	CAEEL08542
OG0006231	NEMVE14090	CAEEL20582
OG0006232	NEMVE15602, NEMVE23130	CAEEL07512, CAEEL07511
OG0006234	NEMVE25467	CAEEL05918
OG0006235	NEMVE24526	CAEEL04462
OG0006237	NEMVE06237, NEMVE00882	CAEEL04160
OG0006239	NEMVE18923	CAEEL01539
OG0006240	NEMVE05672	CAEEL08852
OG0006245	NEMVE04926, NEMVE04589	CAEEL00941
OG0006247	NEMVE13374	CAEEL11988
OG0006248	NEMVE22580	CAEEL05883
OG0006249	NEMVE21889	CAEEL10060
OG0006254	NEMVE08534, NEMVE22025	CAEEL11539
OG0006257	NEMVE06919, NEMVE09259	CAEEL15240
OG0006259	NEMVE05775	CAEEL09792
OG0006260	NEMVE24580	CAEEL09587
OG0006262	NEMVE09180	CAEEL01377
OG0006263	NEMVE25155	CAEEL09474
OG0006264	NEMVE15072	CAEEL11589
OG0006265	NEMVE00668	CAEEL01463
OG0006267	NEMVE00987	CAEEL09521
OG0006268	NEMVE19453, NEMVE00515	CAEEL09373, CAEEL09395
OG0006269	NEMVE15813	CAEEL11344
OG0006270	NEMVE20878, NEMVE00161	CAEEL01876
OG0006271	NEMVE12840	CAEEL08264
OG0006275	NEMVE12634	CAEEL01989
OG0006277	NEMVE22696	CAEEL08057
OG0006279	NEMVE08460, NEMVE03244	CAEEL00237
OG0006280	NEMVE13464	CAEEL17987
OG0006281	NEMVE17531	CAEEL04765
OG0006283	NEMVE22907	CAEEL00881
OG0006284	NEMVE09500	CAEEL08923
OG0006285	NEMVE22191	CAEEL04794
OG0006288	NEMVE14534	CAEEL08712
OG0006289	NEMVE07416	CAEEL07964
OG0006290	NEMVE07329	CAEEL04712
OG0006291	NEMVE06491	CAEEL00609
OG0006293	NEMVE01946	CAEEL07928
OG0006294	NEMVE05761	CAEEL14462
OG0006295	NEMVE17572	CAEEL09568
OG0006297	NEMVE12058	CAEEL11872
OG0006301	NEMVE14030, NEMVE10171	CAEEL17598
OG0006306	NEMVE07331	CAEEL01065
OG0006307	NEMVE23833	CAEEL06264
OG0006309	NEMVE14028	CAEEL05232
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	CAEEL17612
OG0006313	NEMVE22686	CAEEL05123
OG0006315	NEMVE15833	CAEEL15905
OG0006319	NEMVE06270	CAEEL13894
OG0006322	NEMVE11564, NEMVE20664	CAEEL09507
OG0006323	NEMVE24425	CAEEL02251
OG0006326	NEMVE15759	CAEEL15323
OG0006329	NEMVE21689, NEMVE02772	CAEEL02571
OG0006331	NEMVE13643	CAEEL13794
OG0006332	NEMVE08037	CAEEL10865
OG0006334	NEMVE13329	CAEEL08411, CAEEL18378
OG0006339	NEMVE23824	CAEEL08069
OG0006340	NEMVE10948	CAEEL11454
OG0006341	NEMVE12553, NEMVE14094	CAEEL06023
OG0006343	NEMVE25328	CAEEL05583, CAEEL02498
OG0006344	NEMVE22317	CAEEL14876
OG0006345	NEMVE21962	CAEEL06549
OG0006346	NEMVE05891	CAEEL05783
OG0006347	NEMVE21968	CAEEL07567
OG0006350	NEMVE14391	CAEEL07674
OG0006352	NEMVE14684	CAEEL02603
OG0006353	NEMVE13981, NEMVE21258	CAEEL19140, CAEEL05676
OG0006354	NEMVE13631	CAEEL18116
OG0006355	NEMVE11281	CAEEL16514
OG0006356	NEMVE09654	CAEEL07675
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	CAEEL05277
OG0006361	NEMVE01570, NEMVE24246	CAEEL09060
OG0006362	NEMVE15117	CAEEL00998
OG0006363	NEMVE09625	CAEEL00971
OG0006365	NEMVE21950	CAEEL12631
OG0006370	NEMVE05218	CAEEL05220
OG0006372	NEMVE09290	CAEEL09848
OG0006375	NEMVE11513	CAEEL00741
OG0006376	NEMVE23782	CAEEL15051
OG0006377	NEMVE16226	CAEEL09247
OG0006378	NEMVE15636	CAEEL04747
OG0006381	NEMVE22611	CAEEL09800
OG0006385	NEMVE19329	CAEEL17878
OG0006386	NEMVE01150, NEMVE00239	CAEEL02065
OG0006387	NEMVE24021	CAEEL00319
OG0006389	NEMVE21903	CAEEL07348
OG0006391	NEMVE13206	CAEEL16380, CAEEL11908
OG0006392	NEMVE14704, NEMVE12102	CAEEL07571
OG0006393	NEMVE22326	CAEEL14337
OG0006395	NEMVE21779	CAEEL11636
OG0006399	NEMVE21124, NEMVE12570	CAEEL07489
OG0006402	NEMVE11176	CAEEL14843
OG0006405	NEMVE14193	CAEEL04608
OG0006408	NEMVE13922	CAEEL15120
OG0006442	NEMVE04542, NEMVE04555	CAEEL03041
OG0006443	NEMVE24139	CAEEL07304
OG0006448	NEMVE14631	CAEEL07841
OG0006449	NEMVE14465	CAEEL02036
OG0006454	NEMVE01525	CAEEL06995
OG0006456	NEMVE14689	CAEEL09794
OG0006457	NEMVE02219	CAEEL05605
OG0006459	NEMVE15405	CAEEL00244
OG0006460	NEMVE05063	CAEEL10630
OG0006461	NEMVE25171	CAEEL11863
OG0006462	NEMVE13915	CAEEL05709
OG0006464	NEMVE13731	CAEEL01413
OG0006467	NEMVE22709	CAEEL02861
OG0006468	NEMVE22441, NEMVE22470	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	NEMVE04638	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	NEMVE04607	CAEEL07206
OG0006475	NEMVE13355	CAEEL07548
OG0006476	NEMVE13672	CAEEL12092
OG0006478	NEMVE08604	CAEEL06158
OG0006479	NEMVE25506	CAEEL05626
OG0006480	NEMVE14859	CAEEL10265, CAEEL10266
OG0006481	NEMVE14750	CAEEL19099, CAEEL01638
OG0006482	NEMVE04768, NEMVE03006	CAEEL10834
OG0006485	NEMVE22268	CAEEL14223
OG0006488	NEMVE02068	CAEEL17648
OG0006490	NEMVE14501	CAEEL11637
OG0006491	NEMVE05407	CAEEL13015
OG0006496	NEMVE00019	CAEEL08493
OG0006497	NEMVE24844	CAEEL06461
OG0006498	NEMVE14543	CAEEL02503
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	CAEEL16016
OG0006503	NEMVE13506	CAEEL07188
OG0006505	NEMVE14629	CAEEL06783
OG0006506	NEMVE14719	CAEEL03029
OG0006509	NEMVE24726	CAEEL00006, CAEEL15373
OG0006511	NEMVE14251	CAEEL02676
OG0006512	NEMVE22978	CAEEL07313
OG0006514	NEMVE21783, NEMVE13023	CAEEL07858
OG0006515	NEMVE04937	CAEEL02554
OG0006516	NEMVE06592	CAEEL15132
OG0006517	NEMVE18893, NEMVE20520	CAEEL01423
OG0006520	NEMVE22333	CAEEL13792
OG0006522	NEMVE06557, NEMVE20051	CAEEL07957
OG0006523	NEMVE25529	CAEEL15760
OG0006525	NEMVE22491	CAEEL11800
OG0006528	NEMVE22210	CAEEL14466
OG0006532	NEMVE08321	CAEEL05678
OG0006533	NEMVE13804, NEMVE21453, NEMVE20690, NEMVE04409	CAEEL19649
OG0006535	NEMVE20581	CAEEL19419
OG0006536	NEMVE17923	CAEEL05174
OG0006538	NEMVE23417	CAEEL07903, CAEEL04060
OG0006540	NEMVE14709	CAEEL19898
OG0006542	NEMVE14992, NEMVE10018	CAEEL04749
OG0006543	NEMVE14466, NEMVE04354	CAEEL05304
OG0006544	NEMVE14328	CAEEL02597
OG0006545	NEMVE18966	CAEEL08394
OG0006546	NEMVE05077	CAEEL16446
OG0006547	NEMVE14179	CAEEL09736
OG0006550	NEMVE08614	CAEEL02186
OG0006552	NEMVE14982	CAEEL02725
OG0006553	NEMVE08520	CAEEL06508
OG0006554	NEMVE11077	CAEEL09071
OG0006556	NEMVE14156	CAEEL00553
OG0006557	NEMVE13737	CAEEL07597
OG0006560	NEMVE18516	CAEEL14360
OG0006561	NEMVE13352	CAEEL16404
OG0006565	NEMVE11088	CAEEL12176
OG0006567	NEMVE23190	CAEEL15749
OG0006568	NEMVE19392, NEMVE19291	CAEEL01944
OG0006569	NEMVE17890	CAEEL03290
OG0006570	NEMVE14036	CAEEL15966
OG0006571	NEMVE19259	CAEEL05447
OG0006572	NEMVE16268	CAEEL09940, CAEEL09371
OG0006573	NEMVE24473	CAEEL05442
OG0006574	NEMVE24947, NEMVE18114	CAEEL01738
OG0006577	NEMVE17589	CAEEL15281
OG0006578	NEMVE14360	CAEEL00045
OG0006583	NEMVE06578	CAEEL01627
OG0006584	NEMVE13873	CAEEL05880
OG0006587	NEMVE23322	CAEEL17957
OG0006588	NEMVE02714	CAEEL11640
OG0006589	NEMVE08161	CAEEL10276
OG0006590	NEMVE05361	CAEEL15655
OG0006591	NEMVE14253	CAEEL01066
OG0006594	NEMVE14133	CAEEL00833
OG0006595	NEMVE14900	CAEEL10661
OG0006596	NEMVE21882	CAEEL00560
OG0006597	NEMVE08474, NEMVE00517	CAEEL10448
OG0006598	NEMVE20869, NEMVE13702	CAEEL03295
OG0006602	NEMVE22737	CAEEL16562
OG0006603	NEMVE13346	CAEEL00624
OG0006604	NEMVE25234	CAEEL07198
OG0006606	NEMVE08978	CAEEL07376
OG0006607	NEMVE07507	CAEEL01560
OG0006608	NEMVE25300, NEMVE11908	CAEEL05698
OG0006609	NEMVE01863, NEMVE08901	CAEEL02187
OG0006610	NEMVE05164	CAEEL11386
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	CAEEL07953
OG0006613	NEMVE23363, NEMVE12419	CAEEL01845
OG0006614	NEMVE04847	CAEEL05124
OG0006615	NEMVE08793	CAEEL09131
OG0006618	NEMVE09184	CAEEL00041
OG0006621	NEMVE02138	CAEEL07639
OG0006622	NEMVE14827	CAEEL05834
OG0006624	NEMVE05837, NEMVE05866, NEMVE02389	CAEEL07631
OG0006625	NEMVE16423	CAEEL08791
OG0006626	NEMVE13430	CAEEL07560
OG0006627	NEMVE24706, NEMVE17757	CAEEL11375
OG0006628	NEMVE05340	CAEEL07329
OG0006630	NEMVE14529	CAEEL11696
OG0006631	NEMVE21598, NEMVE22840	CAEEL00720
OG0006633	NEMVE10562	CAEEL00427
OG0006636	NEMVE02023	CAEEL07724
OG0006637	NEMVE09116	CAEEL12125
OG0006642	NEMVE24819, NEMVE00921	CAEEL19634
OG0006645	NEMVE09395	CAEEL17855
OG0006646	NEMVE12960	CAEEL15891
OG0006647	NEMVE14917	CAEEL07174
OG0006648	NEMVE20212	CAEEL01435
OG0006649	NEMVE20949	CAEEL13032
OG0006651	NEMVE24687	CAEEL09522
OG0006655	NEMVE21990	CAEEL00324
OG0006658	NEMVE08447, NEMVE14700	CAEEL00269
OG0006660	NEMVE24206	CAEEL09560, CAEEL09561
OG0006662	NEMVE14723	CAEEL12773
OG0006663	NEMVE25118	CAEEL08458
OG0006664	NEMVE00897	CAEEL01906
OG0006666	NEMVE15097	CAEEL05999
OG0006667	NEMVE14509	CAEEL01250
OG0006668	NEMVE13784	CAEEL06992
OG0006669	NEMVE01621, NEMVE12149	CAEEL08205
OG0006670	NEMVE14438	CAEEL05160
OG0006673	NEMVE13899	CAEEL00769
OG0006675	NEMVE04979	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	NEMVE15058	CAEEL12368
OG0006681	NEMVE24851	CAEEL05335
OG0006683	NEMVE16605	CAEEL00441
OG0006684	NEMVE17767	CAEEL11224
OG0006686	NEMVE25052	CAEEL20085
OG0006690	NEMVE23260	CAEEL11346
OG0006691	NEMVE14331	CAEEL07500
OG0006692	NEMVE14555	CAEEL00770
OG0006693	NEMVE15971	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	NEMVE06376	CAEEL01422
OG0006695	NEMVE19387	CAEEL17851
OG0006702	NEMVE14025	CAEEL08311
OG0006703	NEMVE06399	CAEEL00186
OG0006706	NEMVE08399	CAEEL11633
OG0006709	NEMVE06920	CAEEL07440
OG0006710	NEMVE10954	CAEEL07165
OG0006712	NEMVE05787	CAEEL01534
OG0006714	NEMVE13528	CAEEL06631
OG0006716	NEMVE16253	CAEEL01171
OG0006717	NEMVE17875	CAEEL00315
OG0006720	NEMVE13949	CAEEL09628
OG0006722	NEMVE03981, NEMVE22551	CAEEL04109
OG0006723	NEMVE13754	CAEEL07804
OG0006726	NEMVE06858	CAEEL18959
OG0006727	NEMVE14653	CAEEL10628
OG0006730	NEMVE16598	CAEEL07386, CAEEL18705
OG0006732	NEMVE14487	CAEEL07406
OG0006735	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806	CAEEL20573
OG0006736	NEMVE24623	CAEEL01882
OG0006737	NEMVE09025	CAEEL18816
OG0006741	NEMVE13385	CAEEL11903
OG0006742	NEMVE25399	CAEEL06688, CAEEL06689
OG0006749	NEMVE24563	CAEEL08028
OG0006750	NEMVE25037	CAEEL02998
OG0006752	NEMVE20853, NEMVE23516	CAEEL12417
OG0006753	NEMVE10471	CAEEL06421
OG0006754	NEMVE23232	CAEEL15551
OG0006755	NEMVE22112	CAEEL08754
OG0006757	NEMVE06921	CAEEL05691
OG0006758	NEMVE23646	CAEEL05308
OG0006760	NEMVE21302, NEMVE15995	CAEEL14472
OG0006762	NEMVE08950	CAEEL06780, CAEEL14299
OG0006765	NEMVE11490	CAEEL01561
OG0006766	NEMVE03175	CAEEL04604
OG0006768	NEMVE18868, NEMVE25762	CAEEL07976
OG0006769	NEMVE01196, NEMVE13150	CAEEL00344
OG0006772	NEMVE25240	CAEEL06744, CAEEL20464
OG0006774	NEMVE16002	CAEEL01597, CAEEL17633, CAEEL01586
OG0006777	NEMVE10884	CAEEL17985
OG0006780	NEMVE06625	CAEEL03293
OG0006791	NEMVE14989	CAEEL11174
OG0006826	NEMVE13284	CAEEL07305
OG0006828	NEMVE07879	CAEEL01547
OG0006830	NEMVE08915	CAEEL01610
OG0006832	NEMVE22982	CAEEL18365
