Orthogroup	NEMVE	DANRE
OG0005368	NEMVE14971	DANRE23946
OG0005369	NEMVE19264	DANRE11257, DANRE11258
OG0005370	NEMVE22407	DANRE37074, DANRE37075
OG0005371	NEMVE13716	DANRE34774
OG0005372	NEMVE12002, NEMVE05840	DANRE26879
OG0005374	NEMVE05694	DANRE18198
OG0005375	NEMVE14110	DANRE29932
OG0005377	NEMVE06548	DANRE01020, DANRE33539
OG0005378	NEMVE14923	DANRE36662, DANRE36661
OG0005379	NEMVE13439	DANRE28814
OG0005380	NEMVE16857	DANRE08592, DANRE08591
OG0005381	NEMVE23937	DANRE34260
OG0005383	NEMVE13101	DANRE04137, DANRE38758, DANRE38757
OG0005384	NEMVE14176	DANRE24068, DANRE24067, DANRE27219
OG0005385	NEMVE09424	DANRE08251
OG0005386	NEMVE14008	DANRE15737, DANRE15735, DANRE15736
OG0005387	NEMVE07582, NEMVE07610	DANRE23517
OG0005388	NEMVE19846, NEMVE17179	DANRE01822, DANRE01821
OG0005389	NEMVE04707	DANRE20198
OG0005390	NEMVE23291	DANRE26690, DANRE26689
OG0005391	NEMVE24228	DANRE12672
OG0005391	NEMVE12403	DANRE12673
OG0005393	NEMVE03135	DANRE09013, DANRE09012
OG0005394	NEMVE09746	DANRE13635
OG0005395	NEMVE10566	DANRE03645
OG0005396	NEMVE13770, NEMVE12327	DANRE24333, DANRE24335, DANRE24334
OG0005397	NEMVE25779	DANRE14140, DANRE36916
OG0005398	NEMVE13488	DANRE42778
OG0005399	NEMVE19672	DANRE39369
OG0005400	NEMVE01303	DANRE24391, DANRE24390, DANRE24389, DANRE24392
OG0005401	NEMVE01057	DANRE33339, DANRE33338, DANRE33336, DANRE33340
OG0005402	NEMVE14998	DANRE13106
OG0005403	NEMVE08821	DANRE24963
OG0005404	NEMVE13711	DANRE24126, DANRE24125, DANRE24124, DANRE24127
OG0005405	NEMVE12916	DANRE15838
OG0005406	NEMVE13726	DANRE09765, DANRE13301
OG0005407	NEMVE13556	DANRE05296, DANRE16131, DANRE06180
OG0005408	NEMVE14356	DANRE05999
OG0005410	NEMVE14431	DANRE14131
OG0005412	NEMVE12334, NEMVE07116	DANRE02990, DANRE02992, DANRE02991
OG0005413	NEMVE20329, NEMVE22607	DANRE39064
OG0005414	NEMVE05119	DANRE04083, DANRE04081, DANRE04082
OG0005415	NEMVE24698	DANRE07954, DANRE07953, DANRE19742, DANRE19743
OG0005416	NEMVE23355	DANRE18146, DANRE18145
OG0005417	NEMVE07985	DANRE29997
OG0005418	NEMVE14357	DANRE41487, DANRE41486, DANRE41488
OG0005419	NEMVE23752	DANRE20627, DANRE20628
OG0005421	NEMVE17578	DANRE25252
OG0005422	NEMVE13144	DANRE35580
OG0005423	NEMVE02227	DANRE07286, DANRE41819, DANRE06520
OG0005424	NEMVE14286	DANRE43037
OG0005425	NEMVE22130	DANRE31361
OG0005427	NEMVE16623	DANRE29565
OG0005428	NEMVE04831, NEMVE08541	DANRE38113, DANRE38111, DANRE38112
OG0005429	NEMVE05178	DANRE30980, DANRE30981
OG0005430	NEMVE17316	DANRE39357
OG0005431	NEMVE21109, NEMVE00911	DANRE09200, DANRE09201
OG0005432	NEMVE13957	DANRE08285
OG0005433	NEMVE01023	DANRE19173
OG0005434	NEMVE24214	DANRE12767
OG0005435	NEMVE22904	DANRE35885, DANRE35886, DANRE35883, DANRE35882
OG0005436	NEMVE23543	DANRE34783, DANRE12872
OG0005437	NEMVE21721	DANRE37484
OG0005439	NEMVE13268	DANRE18501, DANRE18502
OG0005440	NEMVE26026, NEMVE23527	DANRE28407, DANRE28408
OG0005441	NEMVE23481	DANRE09160
OG0005442	NEMVE06967	DANRE01762
OG0005443	NEMVE14162	DANRE18748, DANRE17411
OG0005444	NEMVE22621	DANRE24370, DANRE24371, DANRE23295, DANRE23296
OG0005445	NEMVE05422	DANRE13527
OG0005446	NEMVE22502	DANRE18147
OG0005447	NEMVE08728	DANRE19850, DANRE07990, DANRE07991, DANRE19848, DANRE19849
OG0005448	NEMVE07608	DANRE40554, DANRE00566
OG0005449	NEMVE01968	DANRE28666, DANRE28667
OG0005450	NEMVE04631, NEMVE22782	DANRE33767, DANRE33768, DANRE33769, DANRE33770
OG0005451	NEMVE14862	DANRE26347
OG0005452	NEMVE13065, NEMVE00118	DANRE25984, DANRE25985, DANRE25983
OG0005453	NEMVE21054	DANRE20136, DANRE20135
OG0005455	NEMVE24879	DANRE27358, DANRE27359, DANRE38815
OG0005456	NEMVE14334	DANRE10714, DANRE10713
OG0005457	NEMVE20516, NEMVE17454	DANRE38620, DANRE38621
OG0005458	NEMVE00027, NEMVE01944	DANRE09409, DANRE15046, DANRE15047, DANRE15045
OG0005460	NEMVE13300	DANRE24305, DANRE24304
OG0005461	NEMVE23510	DANRE29223, DANRE29222, DANRE03827, DANRE03828
OG0005462	NEMVE24468	DANRE29636, DANRE29637, DANRE29638
OG0005463	NEMVE25457	DANRE12733
OG0005464	NEMVE18553	DANRE22331
OG0005465	NEMVE09135	DANRE05457
OG0005466	NEMVE13417	DANRE36578
OG0005467	NEMVE09512	DANRE05926, DANRE05927
OG0005469	NEMVE15103	DANRE30812
OG0005470	NEMVE08170	DANRE06466, DANRE06467
OG0005471	NEMVE17574	DANRE07422
OG0005472	NEMVE00104	DANRE36260, DANRE36259
OG0005474	NEMVE22052	DANRE03400
OG0005475	NEMVE00116	DANRE23370, DANRE23369
OG0005477	NEMVE18548, NEMVE06259	DANRE35368
OG0005478	NEMVE02004	DANRE22774, DANRE22775, DANRE02394, DANRE02395, DANRE02396
OG0005479	NEMVE14532	DANRE38869, DANRE38870
OG0005480	NEMVE01818	DANRE25077, DANRE25076
OG0005481	NEMVE12105, NEMVE16365	DANRE33798, DANRE33799
OG0005482	NEMVE09524	DANRE08077
OG0005483	NEMVE09606	DANRE36514, DANRE36513
OG0005484	NEMVE25513	DANRE15956, DANRE15955, DANRE15954
OG0005486	NEMVE08818	DANRE19600
OG0005487	NEMVE13311	DANRE42927, DANRE42926
OG0005488	NEMVE10989	DANRE00136, DANRE00135
OG0005489	NEMVE06352	DANRE29709
OG0005490	NEMVE15001	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832
OG0005491	NEMVE15891	DANRE19088, DANRE19089
OG0005492	NEMVE20469	DANRE14266, DANRE14269, DANRE14267, DANRE14270, DANRE14268
OG0005493	NEMVE03139	DANRE11814
OG0005494	NEMVE20276, NEMVE23985	DANRE13317, DANRE13316
OG0005495	NEMVE14014	DANRE34985, DANRE34986
OG0005497	NEMVE19298	DANRE05300
OG0005498	NEMVE24787	DANRE09835, DANRE09834
OG0005500	NEMVE14899	DANRE02835, DANRE02834
OG0005502	NEMVE11265	DANRE13277, DANRE13275, DANRE13276, DANRE26573, DANRE26572, DANRE26571, DANRE06519, DANRE06518, DANRE06516, DANRE06515, DANRE06517
OG0005503	NEMVE17209	DANRE10305
OG0005505	NEMVE19557	DANRE06243, DANRE06244
OG0005508	NEMVE14483	DANRE14976, DANRE14977
OG0005509	NEMVE23243	DANRE14408
OG0005510	NEMVE05240, NEMVE00297	DANRE30486, DANRE43061
OG0005511	NEMVE06467	DANRE21520
OG0005513	NEMVE21256	DANRE33222, DANRE33224
OG0005513	NEMVE05969	DANRE33223
OG0005514	NEMVE20630	DANRE39609, DANRE39607, DANRE39610, DANRE39608
OG0005516	NEMVE15131	DANRE34104, DANRE34103, DANRE34106, DANRE34105
OG0005517	NEMVE05907	DANRE24916, DANRE24915
OG0005518	NEMVE12270, NEMVE24038	DANRE13477, DANRE13476
OG0005520	NEMVE02562	DANRE30676, DANRE30675
OG0005521	NEMVE16867	DANRE13150, DANRE13151
OG0005522	NEMVE13937	DANRE34303, DANRE34304, DANRE34302
OG0005524	NEMVE21844	DANRE03090
OG0005525	NEMVE24754	DANRE04356, DANRE04355
OG0005527	NEMVE12171	DANRE25598, DANRE30947
OG0005528	NEMVE04812	DANRE25797, DANRE25798
OG0005529	NEMVE05360	DANRE33058
OG0005530	NEMVE21834	DANRE22881
OG0005532	NEMVE20698, NEMVE09040	DANRE11541, DANRE11540
OG0005533	NEMVE01936	DANRE12566
OG0005534	NEMVE10511	DANRE13329
OG0005535	NEMVE23214	DANRE20126
OG0005536	NEMVE25945	DANRE34862
OG0005537	NEMVE11592	DANRE14245, DANRE14246
OG0005538	NEMVE16938	DANRE29221
OG0005539	NEMVE15047	DANRE15118, DANRE15119
OG0005541	NEMVE07765	DANRE15122
OG0005542	NEMVE22812	DANRE05235
OG0005542	NEMVE09916	DANRE40952
OG0005543	NEMVE09837	DANRE19467, DANRE18254, DANRE19468, DANRE19469
OG0005544	NEMVE24095	DANRE29689, DANRE03844, DANRE03845
OG0005545	NEMVE14775	DANRE02887
OG0005546	NEMVE13997	DANRE04280, DANRE30373, DANRE30478, DANRE30477
OG0005547	NEMVE24634	DANRE04337, DANRE05009, DANRE05007, DANRE05008, DANRE05006
OG0005550	NEMVE05781	DANRE24061
OG0005551	NEMVE09941	DANRE03835, DANRE03834
OG0005552	NEMVE06492	DANRE14554, DANRE14556, DANRE14555, DANRE14558, DANRE14557
OG0005553	NEMVE07415	DANRE00372
OG0005554	NEMVE19424, NEMVE21796	DANRE39338, DANRE39339, DANRE39340
OG0005556	NEMVE21261, NEMVE14285	DANRE34261
OG0005557	NEMVE15598	DANRE36491, DANRE36492
OG0005558	NEMVE08298	DANRE11734, DANRE35234, DANRE35233
OG0005559	NEMVE19278	DANRE14662
OG0005560	NEMVE21325, NEMVE15697	DANRE36070, DANRE36069
OG0005561	NEMVE14147	DANRE23494
OG0005562	NEMVE13599	DANRE19787
OG0005563	NEMVE13362, NEMVE12533	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	NEMVE14553, NEMVE14276	DANRE19104, DANRE19105
OG0005565	NEMVE06975	DANRE29042
OG0005566	NEMVE21920, NEMVE12368	DANRE39659, DANRE00333
OG0005567	NEMVE19538	DANRE17037, DANRE17036, DANRE17038
OG0005568	NEMVE21820	DANRE30878, DANRE25717
OG0005569	NEMVE22877	DANRE25030
OG0005570	NEMVE09824	DANRE16077, DANRE16079, DANRE16078
OG0005572	NEMVE22437	DANRE15331, DANRE15330
OG0005573	NEMVE10955	DANRE25229
OG0005574	NEMVE13871	DANRE37569, DANRE37570
OG0005576	NEMVE17756	DANRE15203, DANRE15201, DANRE15200, DANRE15202
OG0005578	NEMVE07998	DANRE10384
OG0005579	NEMVE25366	DANRE05882, DANRE05883, DANRE10626
OG0005580	NEMVE22749	DANRE28264
OG0005581	NEMVE08250	DANRE16480, DANRE06576, DANRE06577
OG0005583	NEMVE13333	DANRE00285, DANRE00286, DANRE25147, DANRE25148
OG0005584	NEMVE13371	DANRE19587, DANRE19588
OG0005587	NEMVE18834	DANRE25681
OG0005588	NEMVE14078	DANRE24588, DANRE24587
OG0005589	NEMVE09365	DANRE41477
OG0005590	NEMVE21941	DANRE16067
OG0005591	NEMVE09575	DANRE18532, DANRE18533
OG0005592	NEMVE13249	DANRE30249
OG0005593	NEMVE10680, NEMVE15156	DANRE41927, DANRE41929, DANRE41928
OG0005594	NEMVE13772, NEMVE17569	DANRE10635
OG0005595	NEMVE24148	DANRE30852
OG0005596	NEMVE22114	DANRE43374, DANRE42738, DANRE42739, DANRE34936, DANRE34937
OG0005597	NEMVE11874, NEMVE06167	DANRE15269, DANRE15270
OG0005598	NEMVE00076, NEMVE13856	DANRE25018
OG0005599	NEMVE06209, NEMVE12520	DANRE36072
OG0005600	NEMVE13328	DANRE40275
OG0005602	NEMVE20246	DANRE11049, DANRE11048
OG0005603	NEMVE15069	DANRE39411
OG0005604	NEMVE04889	DANRE16557
OG0005605	NEMVE19346	DANRE34529
OG0005606	NEMVE23621	DANRE40630, DANRE27161, DANRE27162
OG0005608	NEMVE16522	DANRE18051, DANRE09029, DANRE09028
OG0005609	NEMVE02400	DANRE25008, DANRE25007
OG0005610	NEMVE06425	DANRE06351, DANRE06350, DANRE33795
OG0005611	NEMVE24061	DANRE28958, DANRE28959
OG0005612	NEMVE24444	DANRE16824, DANRE16823, DANRE11866, DANRE11865
OG0005613	NEMVE14558	DANRE11321, DANRE16822, DANRE16821
OG0005614	NEMVE03285	DANRE04930
OG0005615	NEMVE22399	DANRE31126
OG0005616	NEMVE05919	DANRE17489
OG0005617	NEMVE14623	DANRE36363, DANRE00407
OG0005618	NEMVE09358	DANRE00178, DANRE00176, DANRE00177
OG0005619	NEMVE08868	DANRE02647
OG0005620	NEMVE14729	DANRE31254
OG0005621	NEMVE05047	DANRE11716, DANRE11715
OG0005622	NEMVE09250	DANRE18660
OG0005623	NEMVE09978	DANRE05432, DANRE05431
OG0005624	NEMVE06828	DANRE30720, DANRE30721
OG0005625	NEMVE12772, NEMVE13788	DANRE06001
OG0005626	NEMVE02395, NEMVE14768	DANRE01117, DANRE07553
OG0005627	NEMVE01097, NEMVE10904, NEMVE21239, NEMVE12804	DANRE35938
OG0005628	NEMVE15041, NEMVE12760	DANRE34835, DANRE19005, DANRE19006
OG0005629	NEMVE13819	DANRE20590
OG0005630	NEMVE02111	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632
OG0005631	NEMVE22831	DANRE09424
OG0005632	NEMVE11004	DANRE17405, DANRE17404
OG0005633	NEMVE13712	DANRE05518, DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516
OG0005636	NEMVE14287	DANRE13481, DANRE13482
OG0005637	NEMVE10842	DANRE41703, DANRE41700, DANRE41702, DANRE41701
OG0005638	NEMVE25632	DANRE31127
OG0005639	NEMVE12532, NEMVE21748	DANRE10666, DANRE18080, DANRE18081
OG0005640	NEMVE25019	DANRE11136
OG0005642	NEMVE06116	DANRE21297, DANRE02697
OG0005643	NEMVE23240	DANRE36781
OG0005644	NEMVE24184, NEMVE06976	DANRE20309, DANRE08252
OG0005645	NEMVE21292, NEMVE13413, NEMVE00525	DANRE10983
OG0005646	NEMVE07216	DANRE42080, DANRE42078, DANRE42079
OG0005649	NEMVE08781	DANRE42185, DANRE42183, DANRE42184
OG0005652	NEMVE13761	DANRE02692, DANRE02690, DANRE02691
OG0005656	NEMVE25719	DANRE04885, DANRE04886, DANRE04884
OG0005659	NEMVE10920	DANRE31196, DANRE31197, DANRE31194, DANRE31195, DANRE31192, DANRE31193
OG0005660	NEMVE13076, NEMVE12999	DANRE34620
OG0005681	NEMVE01950, NEMVE12509	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168
OG0005685	NEMVE19840	DANRE05475
OG0005685	NEMVE15988	DANRE05474
OG0005690	NEMVE05999, NEMVE02293	DANRE10416
OG0005691	NEMVE18729	DANRE25058, DANRE25057, DANRE25059
OG0005692	NEMVE25673	DANRE21996, DANRE21995, DANRE42270
OG0005694	NEMVE07503	DANRE12317
OG0005695	NEMVE24999	DANRE29499
OG0005696	NEMVE19431, NEMVE00658	DANRE02901, DANRE02900
OG0005699	NEMVE05086	DANRE37803
OG0005701	NEMVE05123	DANRE05393, DANRE05394
OG0005702	NEMVE21785	DANRE08887
OG0005703	NEMVE05111	DANRE33923
OG0005704	NEMVE00358, NEMVE00188, NEMVE02380	DANRE41933, DANRE41932, DANRE41934
OG0005707	NEMVE02468	DANRE20947
OG0005708	NEMVE18782	DANRE10185, DANRE10184, DANRE10183
OG0005710	NEMVE11928, NEMVE07091	DANRE21928, DANRE21925, DANRE21927, DANRE21926
OG0005711	NEMVE22100	DANRE01182
OG0005712	NEMVE14707	DANRE30485
OG0005713	NEMVE01956, NEMVE20809	DANRE39302, DANRE39301
OG0005714	NEMVE16066	DANRE00374, DANRE00373
OG0005715	NEMVE09774	DANRE43098
OG0005717	NEMVE10797	DANRE09066, DANRE09067, DANRE09065
OG0005718	NEMVE08003, NEMVE17456	DANRE08143, DANRE08142
OG0005719	NEMVE14711	DANRE22979
OG0005720	NEMVE17361	DANRE04877, DANRE04878
OG0005721	NEMVE20431, NEMVE15979	DANRE35044
OG0005723	NEMVE13732	DANRE41011, DANRE41012, DANRE41010
OG0005724	NEMVE16694	DANRE20202
OG0005725	NEMVE23028, NEMVE20234, NEMVE11864	DANRE03552, DANRE03553
OG0005726	NEMVE13247	DANRE27236, DANRE27237
OG0005728	NEMVE13776	DANRE37055
OG0005731	NEMVE07981	DANRE30002
OG0005732	NEMVE11098	DANRE16848
OG0005733	NEMVE13320	DANRE03975
OG0005734	NEMVE14515	DANRE22995
OG0005735	NEMVE22451	DANRE34218
OG0005737	NEMVE14736, NEMVE12332	DANRE08970
OG0005738	NEMVE22405	DANRE26761
OG0005740	NEMVE07070	DANRE29852, DANRE36136
OG0005744	NEMVE22641	DANRE09821
OG0005745	NEMVE00282, NEMVE14038	DANRE04124
OG0005746	NEMVE21186, NEMVE14714	DANRE16685, DANRE16686
OG0005748	NEMVE07129	DANRE07742, DANRE07743
OG0005749	NEMVE04089	DANRE30710
OG0005750	NEMVE09054	DANRE07024
OG0005751	NEMVE05662	DANRE12107, DANRE12106
OG0005753	NEMVE21023, NEMVE23600, NEMVE23599	DANRE08124, DANRE08123
OG0005754	NEMVE01507	DANRE17368, DANRE17369, DANRE17367
OG0005757	NEMVE09144	DANRE10576
OG0005758	NEMVE07743	DANRE07527, DANRE07528
OG0005759	NEMVE13996	DANRE03860
OG0005761	NEMVE06405	DANRE33898
OG0005763	NEMVE08824	DANRE39518, DANRE39519, DANRE39517
OG0005764	NEMVE01288, NEMVE24394	DANRE09780
OG0005765	NEMVE25244	DANRE04820, DANRE04821, DANRE04819
OG0005767	NEMVE02010, NEMVE02285, NEMVE06659	DANRE03737, DANRE03736
OG0005768	NEMVE24099	DANRE35685
OG0005770	NEMVE22242	DANRE12661, DANRE12660
OG0005771	NEMVE25507	DANRE14116, DANRE14114, DANRE14115
OG0005772	NEMVE05695	DANRE39577, DANRE39576
OG0005773	NEMVE09414	DANRE36863, DANRE28398
OG0005774	NEMVE21829	DANRE22637
OG0005775	NEMVE14392	DANRE03621
OG0005776	NEMVE07966	DANRE05180
OG0005777	NEMVE12823	DANRE04532
OG0005778	NEMVE06697	DANRE18976, DANRE11584
OG0005779	NEMVE20167, NEMVE24822	DANRE40753, DANRE40752
OG0005781	NEMVE14416	DANRE42324, DANRE42323
OG0005782	NEMVE01543	DANRE06437
OG0005783	NEMVE13901	DANRE19394, DANRE19393
OG0005784	NEMVE04987, NEMVE20893	DANRE05427, DANRE05426, DANRE05425
OG0005785	NEMVE05160, NEMVE05143	DANRE30308
OG0005786	NEMVE13088	DANRE25576, DANRE25575, DANRE25574
OG0005787	NEMVE03826	DANRE38319
OG0005788	NEMVE24678	DANRE02080
OG0005789	NEMVE13313	DANRE38286
OG0005790	NEMVE06982	DANRE05586
OG0005791	NEMVE20528, NEMVE01297	DANRE35362
OG0005792	NEMVE15437	DANRE00903
OG0005793	NEMVE16943	DANRE26367
OG0005794	NEMVE08845	DANRE03459, DANRE03461, DANRE03460
OG0005796	NEMVE06246	DANRE35301
OG0005797	NEMVE14037	DANRE06686
OG0005798	NEMVE14829	DANRE36742, DANRE36741, DANRE36740, DANRE36739
OG0005799	NEMVE10264	DANRE07255, DANRE07256
OG0005800	NEMVE13587	DANRE14375, DANRE14374
OG0005801	NEMVE24237	DANRE10200
OG0005802	NEMVE06950, NEMVE03199	DANRE42619
OG0005803	NEMVE13133	DANRE42298
OG0005804	NEMVE07252	DANRE16177, DANRE26612
OG0005805	NEMVE16148, NEMVE23550	DANRE33433, DANRE33434
OG0005807	NEMVE06359	DANRE42401
OG0005808	NEMVE01129	DANRE36615
OG0005811	NEMVE17134, NEMVE11119	DANRE30619
OG0005812	NEMVE14364	DANRE06734, DANRE06736, DANRE06735
OG0005814	NEMVE14624	DANRE00480, DANRE00481, DANRE00482
OG0005815	NEMVE25274	DANRE35338, DANRE35339
OG0005816	NEMVE08245	DANRE33494, DANRE25870
OG0005817	NEMVE20440, NEMVE15052	DANRE08196
OG0005818	NEMVE14563	DANRE25883
OG0005819	NEMVE21808	DANRE29106
OG0005820	NEMVE16994	DANRE09807, DANRE09805, DANRE09806
OG0005821	NEMVE23456	DANRE09701, DANRE09702
OG0005822	NEMVE25935	DANRE11599, DANRE11598
OG0005823	NEMVE05430, NEMVE20888	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319
OG0005824	NEMVE14153	DANRE28405, DANRE28404, DANRE28406
OG0005825	NEMVE16739	DANRE16741, DANRE16740, DANRE16743
OG0005826	NEMVE18969, NEMVE25456, NEMVE16439	DANRE31098
OG0005827	NEMVE04802	DANRE04786
OG0005828	NEMVE23790	DANRE11026
OG0005829	NEMVE17728, NEMVE24686	DANRE18381, DANRE18383
OG0005830	NEMVE08526	DANRE30479, DANRE29292, DANRE29293, DANRE29294
OG0005831	NEMVE05152	DANRE03042, DANRE03041
OG0005832	NEMVE22892	DANRE12840
OG0005833	NEMVE13165	DANRE11533, DANRE13426
OG0005834	NEMVE23957, NEMVE10656	DANRE31116, DANRE31115, DANRE31117
OG0005835	NEMVE13878	DANRE22723
OG0005836	NEMVE20851, NEMVE02149	DANRE00571
OG0005837	NEMVE14056	DANRE28876
OG0005840	NEMVE13747	DANRE11184
OG0005842	NEMVE14687	DANRE01807
OG0005843	NEMVE02036, NEMVE22320	DANRE27852, DANRE27853
OG0005844	NEMVE23402	DANRE04542
OG0005845	NEMVE13891	DANRE08278, DANRE08279, DANRE08276, DANRE08277
OG0005846	NEMVE02816	DANRE43439
OG0005847	NEMVE05655	DANRE18614
OG0005848	NEMVE22369	DANRE29474
OG0005849	NEMVE13138	DANRE42620
OG0005850	NEMVE13460	DANRE02454
OG0005851	NEMVE09355	DANRE39994, DANRE39993
OG0005852	NEMVE01976	DANRE40523, DANRE40522
OG0005853	NEMVE14317	DANRE11871, DANRE11872, DANRE11870
OG0005854	NEMVE14480	DANRE26034, DANRE26032, DANRE26031, DANRE26033
OG0005855	NEMVE16343	DANRE03475
OG0005856	NEMVE01709	DANRE11367, DANRE11368, DANRE11366
OG0005857	NEMVE24466, NEMVE14208	DANRE08223, DANRE08222
OG0005858	NEMVE13228	DANRE33663
OG0005859	NEMVE14832	DANRE39604, DANRE43327
OG0005860	NEMVE13210	DANRE40800
OG0005861	NEMVE14447, NEMVE11854	DANRE35512, DANRE35510, DANRE35511
OG0005863	NEMVE22266	DANRE29066
OG0005864	NEMVE04848	DANRE00114
OG0005865	NEMVE07679	DANRE36625, DANRE36626
OG0005866	NEMVE05461	DANRE11579
OG0005869	NEMVE13626	DANRE36892, DANRE36893
OG0005870	NEMVE14905	DANRE26828, DANRE26829, DANRE24559, DANRE24560, DANRE24558
OG0005871	NEMVE17336	DANRE07208, DANRE07207, DANRE07206
OG0005872	NEMVE06649	DANRE10465, DANRE10464
OG0005875	NEMVE23453	DANRE12228
OG0005876	NEMVE23289	DANRE36601, DANRE36602, DANRE36600
OG0005877	NEMVE02516, NEMVE05591	DANRE02122
OG0005878	NEMVE14777	DANRE18819, DANRE18818
OG0005879	NEMVE09579	DANRE10234
OG0005880	NEMVE22612	DANRE21270, DANRE21271
OG0005881	NEMVE09607	DANRE17358
OG0005883	NEMVE14549	DANRE33540
OG0005884	NEMVE00229, NEMVE06571	DANRE17605
OG0005885	NEMVE00006	DANRE41185, DANRE41184, DANRE41186
OG0005886	NEMVE17658	DANRE11989
OG0005887	NEMVE21713	DANRE35050
OG0005888	NEMVE03064	DANRE30287
OG0005889	NEMVE14237	DANRE38035
OG0005890	NEMVE01492	DANRE23385, DANRE23386
OG0005892	NEMVE05482	DANRE12851
OG0005893	NEMVE00948	DANRE16112
OG0005894	NEMVE01396	DANRE15347, DANRE20229, DANRE20228, DANRE06636
OG0005895	NEMVE17527, NEMVE20886	DANRE01111
OG0005897	NEMVE18801	DANRE15609
OG0005898	NEMVE02011	DANRE42374
OG0005899	NEMVE06363, NEMVE06372, NEMVE16370	DANRE30256
OG0005900	NEMVE07074, NEMVE09348, NEMVE05277	DANRE27122, DANRE27121, DANRE27123
OG0005901	NEMVE22895	DANRE12702
OG0005902	NEMVE24968	DANRE14687
OG0005903	NEMVE14098	DANRE12234
OG0005904	NEMVE14991	DANRE25660, DANRE25661
OG0005907	NEMVE07086	DANRE25622, DANRE25623
OG0005908	NEMVE20350, NEMVE08825	DANRE12740, DANRE12741
OG0005909	NEMVE21723	DANRE26562, DANRE26561
OG0005911	NEMVE15528	DANRE00577, DANRE00578
OG0005913	NEMVE11608	DANRE08503, DANRE08504
OG0005914	NEMVE13472	DANRE02261
OG0005916	NEMVE22825	DANRE41384, DANRE41385, DANRE41386
OG0005917	NEMVE16681	DANRE37251
OG0005918	NEMVE23931	DANRE26860, DANRE26859
OG0005921	NEMVE13582	DANRE00770, DANRE00771, DANRE07756, DANRE07757
OG0005922	NEMVE13384	DANRE01622
OG0005923	NEMVE07997	DANRE37950
OG0005924	NEMVE05757	DANRE26067, DANRE26068, DANRE26069
OG0005926	NEMVE09581	DANRE27181
OG0005927	NEMVE11392	DANRE42189
OG0005928	NEMVE21804	DANRE01870, DANRE01871
OG0005929	NEMVE13193	DANRE28880, DANRE28882, DANRE28881, DANRE35644
OG0005930	NEMVE24441	DANRE18990, DANRE18989
OG0005931	NEMVE24077	DANRE37655
OG0005932	NEMVE21824	DANRE12427, DANRE12426
OG0005933	NEMVE09740	DANRE33836, DANRE33835, DANRE35227
OG0005936	NEMVE20278, NEMVE22195	DANRE39451, DANRE39450
OG0005937	NEMVE03020	DANRE12548, DANRE12547, DANRE12549
OG0005939	NEMVE13145	DANRE25188
OG0005940	NEMVE05329	DANRE18047
OG0005941	NEMVE18224	DANRE17403, DANRE17402
OG0005943	NEMVE14522	DANRE28508
OG0005944	NEMVE11808, NEMVE01376	DANRE04523, DANRE04524
OG0005946	NEMVE23066	DANRE40755, DANRE40756
OG0005947	NEMVE14005	DANRE16088
OG0005948	NEMVE12170	DANRE04336, DANRE05014, DANRE05013, DANRE05011, DANRE05012
OG0005949	NEMVE05450	DANRE36776
OG0005950	NEMVE14694	DANRE12068
OG0005951	NEMVE25097	DANRE01837, DANRE01838, DANRE01839, DANRE01836
OG0005952	NEMVE22482	DANRE00112, DANRE00113
OG0005954	NEMVE08788	DANRE25527
OG0005955	NEMVE24056	DANRE41176
OG0005956	NEMVE07065	DANRE19452
OG0005957	NEMVE15091	DANRE38099, DANRE38097
OG0005958	NEMVE06979	DANRE17947, DANRE11895
OG0005959	NEMVE24867	DANRE13565
OG0005960	NEMVE13523	DANRE06005
OG0005961	NEMVE08178	DANRE36709, DANRE36708
OG0005962	NEMVE17258	DANRE40347, DANRE40346
OG0005963	NEMVE25861	DANRE17985, DANRE17983, DANRE17984
OG0005964	NEMVE24196, NEMVE24662	DANRE31154, DANRE31155, DANRE31156
OG0005965	NEMVE06899	DANRE07318, DANRE07317, DANRE15870
OG0005966	NEMVE19178, NEMVE00025	DANRE30542, DANRE30541
OG0005967	NEMVE22443	DANRE29460, DANRE29461
OG0005968	NEMVE14434	DANRE17712
OG0005969	NEMVE13532	DANRE05968, DANRE22135, DANRE22134, DANRE22133
OG0005970	NEMVE05887	DANRE21493
OG0005971	NEMVE06732	DANRE42629
OG0005972	NEMVE18774	DANRE18881
OG0005973	NEMVE11820	DANRE05641
OG0005974	NEMVE14137	DANRE17648
OG0005975	NEMVE25600	DANRE42437, DANRE42436, DANRE20525
OG0005976	NEMVE13353	DANRE42119, DANRE42118
OG0005977	NEMVE14569	DANRE31405, DANRE31403, DANRE31404
OG0005978	NEMVE22252	DANRE15157
OG0005979	NEMVE11720, NEMVE19106	DANRE38778, DANRE38776, DANRE38777
OG0005980	NEMVE23640	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332
OG0005981	NEMVE09022	DANRE18909
