Orthogroup	NEMVE	BRALA
OG0005956	NEMVE07065	BRALA02568
OG0005957	NEMVE15091	BRALA15027
OG0005958	NEMVE06979	BRALA12058
OG0005959	NEMVE24867	BRALA21730
OG0005960	NEMVE13523	BRALA27463
OG0005961	NEMVE08178	BRALA19722
OG0005962	NEMVE17258	BRALA16229
OG0005963	NEMVE25861	BRALA20104, BRALA23156, BRALA03262
OG0005964	NEMVE24196, NEMVE24662	BRALA17348
OG0005965	NEMVE06899	BRALA34261
OG0005966	NEMVE19178, NEMVE00025	BRALA13003
OG0005967	NEMVE22443	BRALA23015
OG0005968	NEMVE14434	BRALA21244
OG0005969	NEMVE13532	BRALA29569
OG0005970	NEMVE05887	BRALA05175
OG0005971	NEMVE06732	BRALA02172
OG0005973	NEMVE14031	BRALA28986
OG0005974	NEMVE14137	BRALA28872
OG0005975	NEMVE25600	BRALA05898
OG0005976	NEMVE13353	BRALA18697
OG0005977	NEMVE14569	BRALA02505
OG0005978	NEMVE22252	BRALA24850, BRALA30513
OG0005979	NEMVE11720, NEMVE19106	BRALA10686
OG0005980	NEMVE23640	BRALA02131
OG0005982	NEMVE13477	BRALA22089, BRALA00674
OG0005984	NEMVE24779	BRALA01064
OG0005985	NEMVE24699, NEMVE20199	BRALA07951
OG0005986	NEMVE02799	BRALA17394
OG0005987	NEMVE21795	BRALA05961, BRALA05962
OG0005989	NEMVE00971	BRALA02066
OG0005993	NEMVE11171	BRALA23689
OG0005995	NEMVE02185	BRALA18996
OG0005998	NEMVE05440	BRALA11971
OG0006000	NEMVE18781	BRALA22625
OG0006001	NEMVE14112	BRALA08827
OG0006002	NEMVE13122	BRALA07483
OG0006003	NEMVE06610	BRALA00858
OG0006004	NEMVE24131	BRALA31968
OG0006005	NEMVE08968, NEMVE00870	BRALA19444
OG0006006	NEMVE24709	BRALA24915, BRALA06684, BRALA06685, BRALA06683
OG0006007	NEMVE25524	BRALA31018
OG0006009	NEMVE06073	BRALA13530
OG0006010	NEMVE22570	BRALA16402
OG0006011	NEMVE14656	BRALA22172
OG0006012	NEMVE23549	BRALA13528
OG0006013	NEMVE16371	BRALA02792
OG0006014	NEMVE00388, NEMVE07350	BRALA08205
OG0006024	NEMVE14551, NEMVE14550	BRALA12230, BRALA16164
OG0006026	NEMVE15230, NEMVE15382, NEMVE06724, NEMVE06714, NEMVE01875	BRALA03870, BRALA14758, BRALA20168, BRALA14759, BRALA30675, BRALA35107, BRALA32764, BRALA27644
OG0006031	NEMVE14413	BRALA18226
OG0006035	NEMVE22751, NEMVE18461, NEMVE16383, NEMVE18647, NEMVE05444	BRALA09719
OG0006035	NEMVE24520, NEMVE19598	BRALA34576, BRALA17438, BRALA29795, BRALA07535, BRALA07548, BRALA07526, BRALA07533, BRALA07532, BRALA07536, BRALA07537, BRALA04564, BRALA29793, BRALA32597, BRALA09004
OG0006059	NEMVE05469	BRALA20592
OG0006060	NEMVE04018, NEMVE04019	BRALA06248, BRALA06253, BRALA06240
OG0006061	NEMVE17553	BRALA15592
OG0006062	NEMVE13363	BRALA15941
OG0006063	NEMVE13540	BRALA06734
OG0006064	NEMVE05721	BRALA14773
OG0006065	NEMVE25805	BRALA13550
OG0006066	NEMVE25661	BRALA19215, BRALA08225, BRALA19214
OG0006067	NEMVE24894	BRALA05599
OG0006068	NEMVE21799	BRALA18087
OG0006069	NEMVE24988	BRALA18661
OG0006070	NEMVE15570	BRALA06176
OG0006071	NEMVE21756, NEMVE00491	BRALA02793
OG0006072	NEMVE01149	BRALA21649
OG0006073	NEMVE04741	BRALA10787, BRALA10912
OG0006074	NEMVE24416	BRALA11978
OG0006076	NEMVE14720	BRALA03105, BRALA03496
OG0006077	NEMVE13486	BRALA07392
OG0006078	NEMVE22623	BRALA08020
OG0006079	NEMVE00907	BRALA15093
OG0006081	NEMVE06868, NEMVE06886	BRALA22890
OG0006083	NEMVE09309	BRALA20328, BRALA35248, BRALA20329
OG0006084	NEMVE14424	BRALA22703
OG0006085	NEMVE25339	BRALA07626
OG0006086	NEMVE15619	BRALA05611
OG0006086	NEMVE16210	BRALA22009
OG0006087	NEMVE15939	BRALA19067
OG0006088	NEMVE25387	BRALA06231
OG0006090	NEMVE19748, NEMVE13984	BRALA24696
OG0006092	NEMVE13186	BRALA06254
OG0006094	NEMVE09647, NEMVE00091	BRALA12226
OG0006095	NEMVE13885	BRALA21272
OG0006096	NEMVE14691	BRALA22177
OG0006097	NEMVE05832	BRALA13786
OG0006098	NEMVE06004	BRALA17662
OG0006100	NEMVE22711	BRALA26595
OG0006101	NEMVE15100	BRALA15206
OG0006102	NEMVE14968	BRALA16591
OG0006103	NEMVE00283, NEMVE17723	BRALA28829
OG0006104	NEMVE14961	BRALA11198
OG0006106	NEMVE19009	BRALA01211, BRALA33233
OG0006107	NEMVE11460, NEMVE00688	BRALA02108
OG0006108	NEMVE08391	BRALA21328
OG0006109	NEMVE08206, NEMVE05427	BRALA14551, BRALA10615, BRALA10614, BRALA30029, BRALA30031, BRALA18826, BRALA18827
OG0006111	NEMVE02016	BRALA18696
OG0006112	NEMVE03287	BRALA19993
OG0006116	NEMVE24918	BRALA25932
OG0006117	NEMVE10567	BRALA04726
OG0006118	NEMVE10454	BRALA16477
OG0006119	NEMVE15295	BRALA11813
OG0006120	NEMVE22945	BRALA33378, BRALA33685
OG0006121	NEMVE22058	BRALA05259
OG0006122	NEMVE25204	BRALA25033
OG0006123	NEMVE23157	BRALA16397
OG0006124	NEMVE24761	BRALA25408
OG0006125	NEMVE09196	BRALA32023
OG0006126	NEMVE00064	BRALA11842
OG0006127	NEMVE07015, NEMVE07020	BRALA16273
OG0006128	NEMVE20876, NEMVE00022	BRALA13158
OG0006129	NEMVE14942	BRALA07415
OG0006130	NEMVE04868	BRALA33305
OG0006131	NEMVE08917	BRALA32298
OG0006133	NEMVE08114	BRALA14697
OG0006134	NEMVE11232	BRALA19095
OG0006135	NEMVE22868	BRALA16417
OG0006136	NEMVE09172	BRALA13730
OG0006137	NEMVE03361	BRALA15657
OG0006139	NEMVE20424	BRALA18046
OG0006140	NEMVE12679, NEMVE23573, NEMVE12694	BRALA12260
OG0006144	NEMVE14741	BRALA13419
OG0006145	NEMVE22056	BRALA05627
OG0006146	NEMVE13821	BRALA34369, BRALA34115
OG0006147	NEMVE04643	BRALA15350
OG0006148	NEMVE05857	BRALA02995
OG0006149	NEMVE05652	BRALA23452
OG0006152	NEMVE05428	BRALA01808
OG0006154	NEMVE04665	BRALA04200
OG0006156	NEMVE22637	BRALA13633
OG0006157	NEMVE22256	BRALA05522
OG0006158	NEMVE13934	BRALA17379, BRALA25331
OG0006159	NEMVE21764	BRALA05824
OG0006161	NEMVE14243	BRALA10731
OG0006163	NEMVE21775	BRALA04410
OG0006164	NEMVE10175, NEMVE01696	BRALA26593
OG0006165	NEMVE00991	BRALA35762, BRALA35272, BRALA35968
OG0006167	NEMVE16792	BRALA28703
OG0006168	NEMVE13971, NEMVE20353	BRALA10032
OG0006169	NEMVE14671	BRALA30756
OG0006172	NEMVE13167, NEMVE05065	BRALA24107
OG0006175	NEMVE18128	BRALA29221, BRALA29222
OG0006176	NEMVE21887	BRALA35451
OG0006177	NEMVE24866	BRALA11337, BRALA11340
OG0006178	NEMVE22323	BRALA21683
OG0006179	NEMVE19339	BRALA19293
OG0006180	NEMVE18458	BRALA34420
OG0006181	NEMVE25734	BRALA23439
OG0006182	NEMVE05762	BRALA05121
OG0006183	NEMVE14948, NEMVE03107	BRALA06437
OG0006184	NEMVE17784	BRALA06377
OG0006185	NEMVE24611	BRALA17091
OG0006186	NEMVE21867	BRALA13463
OG0006187	NEMVE05382	BRALA18223
OG0006188	NEMVE09360	BRALA05015
OG0006189	NEMVE13369	BRALA11205
OG0006190	NEMVE22544	BRALA21760
OG0006191	NEMVE14192	BRALA21722
OG0006192	NEMVE19051	BRALA07356
OG0006193	NEMVE01569	BRALA04868
OG0006194	NEMVE17786	BRALA26371
OG0006196	NEMVE22533	BRALA13696
OG0006198	NEMVE13914	BRALA16352
OG0006199	NEMVE13782	BRALA15507
OG0006200	NEMVE24742	BRALA06667
OG0006201	NEMVE09432	BRALA06369
OG0006202	NEMVE13627	BRALA22394
OG0006203	NEMVE13215	BRALA20894
OG0006204	NEMVE14772	BRALA26638
OG0006205	NEMVE24610, NEMVE08234	BRALA16511, BRALA16512
OG0006206	NEMVE22988	BRALA26945
OG0006207	NEMVE19532	BRALA12879
OG0006208	NEMVE00290, NEMVE16123	BRALA13508
OG0006210	NEMVE01490	BRALA20208
OG0006211	NEMVE02354, NEMVE06731	BRALA00198
OG0006213	NEMVE01050	BRALA04557
OG0006214	NEMVE08088	BRALA03387
OG0006215	NEMVE22459, NEMVE18725	BRALA01061
OG0006216	NEMVE22955	BRALA06312
OG0006217	NEMVE07259	BRALA05528
OG0006219	NEMVE09275	BRALA13593
OG0006220	NEMVE07122	BRALA18564
OG0006222	NEMVE01385	BRALA20270, BRALA09580
OG0006222	NEMVE10652	BRALA05621
OG0006223	NEMVE21837	BRALA00318
OG0006224	NEMVE12014, NEMVE21951	BRALA05440
OG0006225	NEMVE12661	BRALA26113
OG0006226	NEMVE09907, NEMVE06472	BRALA01075
OG0006227	NEMVE15408	BRALA22358
OG0006228	NEMVE25666	BRALA02124
OG0006230	NEMVE16928	BRALA00506
OG0006231	NEMVE14090	BRALA34256
OG0006232	NEMVE15602, NEMVE23130	BRALA14521
OG0006233	NEMVE12454, NEMVE11317	BRALA10666
OG0006234	NEMVE25467	BRALA05039
OG0006235	NEMVE24526	BRALA02255
OG0006237	NEMVE00882	BRALA19627
OG0006238	NEMVE04846	BRALA18241
OG0006239	NEMVE18923	BRALA12452
OG0006240	NEMVE05672	BRALA21843
OG0006241	NEMVE16895	BRALA10126
OG0006242	NEMVE09046	BRALA23178
OG0006243	NEMVE08148	BRALA08525
OG0006244	NEMVE14135	BRALA27763
OG0006245	NEMVE04926	BRALA06871
OG0006246	NEMVE09317	BRALA18204
OG0006247	NEMVE13374	BRALA09607
OG0006248	NEMVE22580	BRALA24689
OG0006250	NEMVE01589	BRALA30686
OG0006251	NEMVE05445	BRALA24626
OG0006252	NEMVE23338, NEMVE21684	BRALA15784
OG0006253	NEMVE10852	BRALA22989
OG0006254	NEMVE08534	BRALA06528
OG0006255	NEMVE12534	BRALA31165
OG0006256	NEMVE13397	BRALA12052
OG0006257	NEMVE06919, NEMVE09259	BRALA22284
OG0006258	NEMVE12417, NEMVE14713	BRALA04326
OG0006259	NEMVE05775	BRALA09660
OG0006260	NEMVE24580	BRALA19733
OG0006261	NEMVE10883, NEMVE12471	BRALA15304
OG0006262	NEMVE09180	BRALA19086
OG0006263	NEMVE25155	BRALA19960
OG0006264	NEMVE15072	BRALA14988
OG0006265	NEMVE00668	BRALA04894, BRALA07067
OG0006266	NEMVE08597	BRALA24825
OG0006267	NEMVE00987	BRALA27926
OG0006269	NEMVE15813	BRALA30664
OG0006270	NEMVE20878, NEMVE00161	BRALA21824
OG0006271	NEMVE12840	BRALA30606
OG0006274	NEMVE22745	BRALA08897
OG0006275	NEMVE12634	BRALA22474
OG0006276	NEMVE24771	BRALA03734
OG0006277	NEMVE22696	BRALA28928
OG0006278	NEMVE13767	BRALA22168
OG0006279	NEMVE08460, NEMVE03244	BRALA23718
OG0006280	NEMVE13464	BRALA11947
OG0006281	NEMVE17531	BRALA05664
OG0006282	NEMVE05748	BRALA04135
OG0006283	NEMVE22907	BRALA10662
OG0006284	NEMVE09500	BRALA24402
OG0006285	NEMVE22191	BRALA02914
OG0006287	NEMVE02387	BRALA24708
OG0006288	NEMVE14534	BRALA24258
OG0006289	NEMVE07416	BRALA19745
OG0006290	NEMVE07329	BRALA15792
OG0006291	NEMVE06491	BRALA11851
OG0006292	NEMVE11038	BRALA03311
OG0006293	NEMVE01946	BRALA34618, BRALA34423
OG0006294	NEMVE05761	BRALA15247
OG0006295	NEMVE17572	BRALA22152
OG0006296	NEMVE15015	BRALA24792
OG0006297	NEMVE12058	BRALA25722
OG0006298	NEMVE23496	BRALA29366
OG0006300	NEMVE17136	BRALA26246, BRALA26245
OG0006301	NEMVE10171	BRALA22608
OG0006302	NEMVE14020	BRALA17113, BRALA17112
OG0006304	NEMVE13935	BRALA18873
OG0006305	NEMVE22239	BRALA11410
OG0006306	NEMVE07331	BRALA28080
OG0006307	NEMVE23833	BRALA00986
OG0006308	NEMVE14134	BRALA16885
OG0006309	NEMVE14028	BRALA08741
OG0006310	NEMVE09818	BRALA08934
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	BRALA04781
OG0006312	NEMVE18372	BRALA03698
OG0006313	NEMVE22686	BRALA04098
OG0006314	NEMVE24333, NEMVE21005	BRALA04224
OG0006315	NEMVE15833	BRALA17398
OG0006316	NEMVE09340, NEMVE20670, NEMVE03501	BRALA05253
OG0006317	NEMVE22179, NEMVE24570	BRALA04048, BRALA23514
OG0006318	NEMVE07253	BRALA19707
OG0006319	NEMVE06270	BRALA18740
OG0006320	NEMVE02287	BRALA08392
OG0006321	NEMVE11987	BRALA16122
OG0006322	NEMVE11564, NEMVE20664	BRALA15375
OG0006323	NEMVE24425	BRALA22948
OG0006324	NEMVE23239	BRALA34114, BRALA33979
OG0006325	NEMVE12445, NEMVE02974	BRALA18370
OG0006326	NEMVE15759	BRALA10024
OG0006327	NEMVE24917	BRALA00337
OG0006329	NEMVE21689	BRALA25075
OG0006330	NEMVE14456	BRALA18518
OG0006331	NEMVE13643	BRALA23061
OG0006332	NEMVE08037	BRALA15040
OG0006334	NEMVE13329	BRALA05128
OG0006335	NEMVE23896	BRALA00520
OG0006336	NEMVE24651	BRALA01194
OG0006337	NEMVE14196	BRALA21642
OG0006338	NEMVE24080	BRALA01557
OG0006339	NEMVE23824	BRALA07229
OG0006340	NEMVE10948	BRALA03730
OG0006341	NEMVE12553, NEMVE14094	BRALA04141
OG0006343	NEMVE25328	BRALA30764, BRALA30765, BRALA13148
OG0006344	NEMVE22317	BRALA00595
OG0006345	NEMVE21962	BRALA13758
OG0006346	NEMVE05891	BRALA12899
OG0006347	NEMVE21968	BRALA09118, BRALA09195
OG0006348	NEMVE23591, NEMVE26005, NEMVE16247	BRALA07962
OG0006349	NEMVE06197	BRALA01289
OG0006350	NEMVE14391	BRALA04268
OG0006352	NEMVE14684	BRALA04530
OG0006353	NEMVE13981, NEMVE21258	BRALA13425
OG0006354	NEMVE13631	BRALA11438
OG0006355	NEMVE11281	BRALA19754
OG0006355	NEMVE04679	BRALA19757
OG0006356	NEMVE09654	BRALA22173
OG0006357	NEMVE24732	BRALA18742
OG0006358	NEMVE22790	BRALA28059
OG0006359	NEMVE21463, NEMVE10116	BRALA10059
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	BRALA02301
OG0006361	NEMVE24246	BRALA35163
OG0006362	NEMVE15117	BRALA22988
OG0006363	NEMVE09625	BRALA27462
OG0006364	NEMVE05230, NEMVE00679	BRALA04293, BRALA04292
OG0006365	NEMVE21950	BRALA11762
OG0006366	NEMVE11264	BRALA05885, BRALA35453
OG0006368	NEMVE22823	BRALA07339, BRALA07342
OG0006370	NEMVE05218	BRALA01047
OG0006371	NEMVE22625	BRALA30501, BRALA35210, BRALA27656
OG0006372	NEMVE09290	BRALA03212
OG0006373	NEMVE03917	BRALA17065
OG0006375	NEMVE11513	BRALA35312
OG0006376	NEMVE23782	BRALA02582
OG0006377	NEMVE16226	BRALA12745
OG0006378	NEMVE15636	BRALA21690
OG0006379	NEMVE15844	BRALA13357
OG0006381	NEMVE22611	BRALA28145
OG0006383	NEMVE13729	BRALA03662
OG0006384	NEMVE25542	BRALA02373
OG0006385	NEMVE19329	BRALA13372
OG0006386	NEMVE01150, NEMVE00239	BRALA17118
OG0006387	NEMVE24021	BRALA30260
OG0006389	NEMVE21903	BRALA15656
OG0006391	NEMVE13206	BRALA25117
OG0006392	NEMVE14704, NEMVE12102	BRALA12289
OG0006393	NEMVE22326	BRALA13557
OG0006394	NEMVE15490	BRALA06374
OG0006395	NEMVE21779	BRALA16655
OG0006396	NEMVE07776	BRALA00796
OG0006398	NEMVE12068	BRALA00645, BRALA22061
OG0006399	NEMVE05412	BRALA34381
OG0006401	NEMVE14644	BRALA30659
OG0006402	NEMVE11176	BRALA16948
OG0006405	NEMVE14193	BRALA02502
OG0006408	NEMVE13922	BRALA30169, BRALA30167
OG0006442	NEMVE04542, NEMVE04555	BRALA26582
OG0006443	NEMVE24139	BRALA15942
OG0006447	NEMVE14227	BRALA18461
OG0006448	NEMVE14631	BRALA14481
OG0006449	NEMVE14465	BRALA12969
OG0006452	NEMVE22045	BRALA18059
OG0006454	NEMVE01525	BRALA31920
OG0006456	NEMVE14689	BRALA07627
OG0006457	NEMVE02219	BRALA14722
OG0006458	NEMVE23830	BRALA35777, BRALA35074
OG0006459	NEMVE15405	BRALA21741
OG0006460	NEMVE05063	BRALA17443
OG0006461	NEMVE25171	BRALA17215
OG0006462	NEMVE13915	BRALA21972
OG0006463	NEMVE06047	BRALA15556
OG0006464	NEMVE13731	BRALA11660
OG0006468	NEMVE22441, NEMVE22470	BRALA20024
OG0006469	NEMVE10571	BRALA13138
OG0006470	NEMVE04834	BRALA03878
OG0006472	NEMVE04638	BRALA01349
OG0006474	NEMVE04607	BRALA29415
OG0006475	NEMVE13355	BRALA07446
OG0006476	NEMVE13672	BRALA08067
OG0006478	NEMVE08604	BRALA20796
OG0006479	NEMVE25506	BRALA32335
OG0006480	NEMVE14859	BRALA00269
OG0006481	NEMVE14750	BRALA01853
OG0006482	NEMVE03006	BRALA23441
OG0006483	NEMVE17969	BRALA29449
OG0006485	NEMVE22268	BRALA20858
OG0006486	NEMVE14560	BRALA17155
OG0006487	NEMVE07085	BRALA09409
OG0006488	NEMVE02068	BRALA22110
OG0006490	NEMVE14501	BRALA09290
OG0006491	NEMVE05407	BRALA16671
OG0006493	NEMVE19349	BRALA12232
OG0006494	NEMVE14035	BRALA12242
OG0006496	NEMVE00019	BRALA20624
OG0006497	NEMVE24844	BRALA29776
OG0006498	NEMVE14543	BRALA29822
OG0006500	NEMVE07205	BRALA23434
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	BRALA21471
OG0006502	NEMVE23114	BRALA33701
OG0006503	NEMVE13506	BRALA13583
OG0006504	NEMVE14016	BRALA17735
OG0006505	NEMVE14629	BRALA14552
OG0006506	NEMVE14719	BRALA02261
OG0006507	NEMVE00425, NEMVE01835	BRALA24795
OG0006508	NEMVE08993, NEMVE21341	BRALA28414
OG0006509	NEMVE24726	BRALA11787
OG0006510	NEMVE15703	BRALA26585
OG0006511	NEMVE14251	BRALA26583
OG0006512	NEMVE22978	BRALA15201
OG0006513	NEMVE15730	BRALA03556, BRALA28101
OG0006514	NEMVE21783	BRALA16975
OG0006516	NEMVE06592	BRALA22526
OG0006517	NEMVE18893, NEMVE20520	BRALA05623
OG0006518	NEMVE13789	BRALA27980
OG0006519	NEMVE13465	BRALA30968
OG0006520	NEMVE22333	BRALA26806
OG0006522	NEMVE06557, NEMVE20051	BRALA19190
OG0006523	NEMVE25529	BRALA28068
OG0006524	NEMVE24587, NEMVE06481	BRALA09322
OG0006525	NEMVE22491	BRALA12796
OG0006526	NEMVE14152	BRALA03451
OG0006527	NEMVE08764	BRALA25277
OG0006528	NEMVE22210	BRALA07058
OG0006530	NEMVE02091	BRALA21307
OG0006532	NEMVE08321	BRALA05058
OG0006533	NEMVE04409	BRALA12416
OG0006534	NEMVE19297	BRALA16302
OG0006535	NEMVE06896	BRALA07744
OG0006536	NEMVE17923	BRALA24028
OG0006537	NEMVE03134, NEMVE02559	BRALA30762
OG0006538	NEMVE23417	BRALA05308
OG0006539	NEMVE17675, NEMVE23628	BRALA18917, BRALA18918
OG0006540	NEMVE14709	BRALA14264
OG0006541	NEMVE16807	BRALA24036
OG0006542	NEMVE14992, NEMVE10018	BRALA26807
OG0006543	NEMVE14466, NEMVE04354	BRALA21134
OG0006544	NEMVE14328	BRALA08406
OG0006545	NEMVE18966	BRALA23681
OG0006546	NEMVE05077	BRALA13326
OG0006547	NEMVE14179	BRALA21713
OG0006548	NEMVE03418, NEMVE21513	BRALA24297
OG0006549	NEMVE14235, NEMVE01817	BRALA12819
OG0006550	NEMVE08614	BRALA27195
OG0006551	NEMVE18896	BRALA18331
OG0006552	NEMVE14982	BRALA18527
OG0006553	NEMVE08520	BRALA06295
OG0006554	NEMVE11077	BRALA14992
OG0006555	NEMVE16609	BRALA00368
OG0006556	NEMVE14156	BRALA24801
OG0006557	NEMVE13737	BRALA24618
OG0006559	NEMVE21703	BRALA00767
OG0006560	NEMVE18516	BRALA24104, BRALA34102
OG0006561	NEMVE13352	BRALA12061
OG0006562	NEMVE14938	BRALA11584
OG0006563	NEMVE13142	BRALA17770
OG0006564	NEMVE13427	BRALA23592
OG0006565	NEMVE11088	BRALA12752
OG0006566	NEMVE18626	BRALA11134
OG0006567	NEMVE23190	BRALA30066
OG0006568	NEMVE19392, NEMVE19291	BRALA01715
OG0006569	NEMVE17890	BRALA10919, BRALA10793
OG0006570	NEMVE14036	BRALA10044
OG0006571	NEMVE19259	BRALA01588
OG0006572	NEMVE16268	BRALA01125
OG0006573	NEMVE24473	BRALA25563
OG0006574	NEMVE18114	BRALA09517
OG0006575	NEMVE17612	BRALA03279
OG0006576	NEMVE17507	BRALA03868
OG0006577	NEMVE17589	BRALA10957
OG0006578	NEMVE14360	BRALA24046
OG0006580	NEMVE13359	BRALA07037
OG0006581	NEMVE04969	BRALA07413
OG0006583	NEMVE06578	BRALA12341
OG0006584	NEMVE13873	BRALA19370
OG0006585	NEMVE00796	BRALA35859
OG0006586	NEMVE02913, NEMVE05314	BRALA34705
OG0006587	NEMVE23322	BRALA22287
OG0006588	NEMVE13440, NEMVE13441	BRALA25723
OG0006589	NEMVE08161	BRALA28041
OG0006590	NEMVE05361	BRALA22902
OG0006591	NEMVE14253	BRALA17121
OG0006592	NEMVE02392	BRALA26584
OG0006593	NEMVE12550	BRALA00408, BRALA00407
OG0006594	NEMVE14133	BRALA24225
OG0006595	NEMVE14900	BRALA04703
OG0006596	NEMVE21882	BRALA26574
OG0006597	NEMVE08474, NEMVE00517	BRALA15919
OG0006598	NEMVE20869, NEMVE13702	BRALA18182
OG0006600	NEMVE09809	BRALA25769, BRALA23296
OG0006601	NEMVE21238, NEMVE06630, NEMVE23851	BRALA24176
OG0006602	NEMVE22737	BRALA19036
OG0006603	NEMVE13346	BRALA03443
OG0006604	NEMVE25234	BRALA33757
OG0006605	NEMVE14469	BRALA02624
OG0006606	NEMVE08978	BRALA27981
OG0006607	NEMVE07507	BRALA15151
OG0006608	NEMVE25300, NEMVE11908	BRALA16177
OG0006609	NEMVE01863	BRALA07455
OG0006610	NEMVE05164	BRALA23008, BRALA25297
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	BRALA14061
OG0006612	NEMVE25494	BRALA01028
OG0006613	NEMVE23363	BRALA04025
OG0006614	NEMVE04847	BRALA01003
OG0006615	NEMVE08793	BRALA13677
OG0006616	NEMVE20547, NEMVE13459	BRALA12229, BRALA16162
OG0006618	NEMVE09184	BRALA20589, BRALA12165, BRALA06279
OG0006619	NEMVE24711	BRALA16699
OG0006621	NEMVE02138	BRALA28416
OG0006622	NEMVE14827	BRALA12099
OG0006623	NEMVE12206, NEMVE10717	BRALA32109
OG0006624	NEMVE05837, NEMVE05866, NEMVE02389	BRALA20284
OG0006625	NEMVE16423	BRALA20997
OG0006626	NEMVE13430	BRALA15000
OG0006627	NEMVE24706, NEMVE17757	BRALA28820
OG0006628	NEMVE05340	BRALA05802
OG0006630	NEMVE14529	BRALA04522
OG0006631	NEMVE21598, NEMVE22840	BRALA21370
OG0006633	NEMVE10562	BRALA15776
OG0006636	NEMVE02023	BRALA13097
OG0006637	NEMVE09116	BRALA26648
OG0006638	NEMVE10130	BRALA03532, BRALA03533
OG0006639	NEMVE14232	BRALA10260, BRALA10259
OG0006640	NEMVE12612, NEMVE12487	BRALA03728
OG0006641	NEMVE23007	BRALA22281
OG0006642	NEMVE24819, NEMVE00921	BRALA23312
OG0006644	NEMVE09006	BRALA20583
OG0006645	NEMVE09395	BRALA06945, BRALA06894
OG0006646	NEMVE12960	BRALA13446
OG0006647	NEMVE14917	BRALA03119
OG0006648	NEMVE20212	BRALA24820
OG0006649	NEMVE20949	BRALA19902, BRALA28980
OG0006651	NEMVE24687	BRALA18794
OG0006652	NEMVE18100, NEMVE08941, NEMVE08952	BRALA10835
OG0006654	NEMVE00967, NEMVE02443	BRALA19298
OG0006655	NEMVE21990	BRALA00574
OG0006656	NEMVE22874	BRALA07528
OG0006657	NEMVE07568	BRALA07213
OG0006658	NEMVE08447, NEMVE14700	BRALA16629
OG0006659	NEMVE14197	BRALA15333
OG0006660	NEMVE24206	BRALA10958
OG0006661	NEMVE20209	BRALA12233
OG0006662	NEMVE14723	BRALA14712
OG0006663	NEMVE25118	BRALA16974
OG0006664	NEMVE00897	BRALA24834
OG0006666	NEMVE15097	BRALA34133
OG0006667	NEMVE14509	BRALA05144
OG0006668	NEMVE13784	BRALA08318
OG0006669	NEMVE01621, NEMVE12149	BRALA00985
OG0006670	NEMVE14438	BRALA02659
OG0006671	NEMVE22584	BRALA18774
OG0006672	NEMVE07938	BRALA25892, BRALA25898, BRALA21521, BRALA25891
OG0006673	NEMVE13899	BRALA29976
OG0006674	NEMVE22962, NEMVE20781	BRALA23672, BRALA33822, BRALA23673
OG0006675	NEMVE04979	BRALA09831
OG0006676	NEMVE15782	BRALA17355
OG0006677	NEMVE22635	BRALA06236
OG0006678	NEMVE15058	BRALA06274
OG0006679	NEMVE15890	BRALA33912, BRALA35182, BRALA31586
OG0006681	NEMVE24851	BRALA20996
OG0006682	NEMVE06772, NEMVE06745	BRALA13394
OG0006683	NEMVE16605	BRALA26678
OG0006684	NEMVE17767	BRALA12717
OG0006686	NEMVE25052	BRALA03046
OG0006687	NEMVE14655	BRALA25407
OG0006688	NEMVE02085	BRALA20025
OG0006689	NEMVE24146, NEMVE12853	BRALA08372
OG0006690	NEMVE23260	BRALA17356
OG0006691	NEMVE14331	BRALA14546
OG0006692	NEMVE14555	BRALA17480
OG0006693	NEMVE15971	BRALA06823
OG0006694	NEMVE06376	BRALA16849
OG0006695	NEMVE19387	BRALA18862
OG0006697	NEMVE13214	BRALA31820
OG0006698	NEMVE24243	BRALA19125
OG0006699	NEMVE17955	BRALA22179
OG0006700	NEMVE14095	BRALA11720
OG0006701	NEMVE16975	BRALA10896, BRALA03769, BRALA03768, BRALA06918, BRALA06917, BRALA06919, BRALA11772
OG0006702	NEMVE14025	BRALA01475
OG0006704	NEMVE09753	BRALA34768, BRALA15008
OG0006706	NEMVE08399	BRALA02737
OG0006707	NEMVE18156, NEMVE12324	BRALA23645
OG0006708	NEMVE23781	BRALA20874
OG0006709	NEMVE06920	BRALA09059
OG0006710	NEMVE10954	BRALA14570
OG0006711	NEMVE11839	BRALA08981
OG0006712	NEMVE05787	BRALA20215, BRALA20214
OG0006713	NEMVE06582	BRALA22528
OG0006715	NEMVE23580	BRALA12748
OG0006716	NEMVE16253	BRALA24459
OG0006717	NEMVE17875	BRALA26122
OG0006718	NEMVE09098	BRALA31418
OG0006719	NEMVE25006	BRALA13038
OG0006720	NEMVE13949	BRALA12683
OG0006721	NEMVE24868	BRALA21743
OG0006722	NEMVE22551	BRALA01042
OG0006723	NEMVE13754	BRALA05735
OG0006724	NEMVE17764, NEMVE10359	BRALA05734
OG0006725	NEMVE05867	BRALA28234
OG0006726	NEMVE06858	BRALA16670
OG0006727	NEMVE14653	BRALA01476
OG0006728	NEMVE16075	BRALA14826
OG0006729	NEMVE17861	BRALA01063
OG0006730	NEMVE16598	BRALA02164
