Orthogroup	NEMVE	MOUSE
OG0007783	NEMVE23094	MOUSE15132
OG0007784	NEMVE21852	MOUSE05739, MOUSE05738
OG0007785	NEMVE23583	MOUSE01821, MOUSE01818, MOUSE01819, MOUSE01820
OG0007786	NEMVE10346	MOUSE28028
OG0007789	NEMVE22184	MOUSE46412, MOUSE46411
OG0007790	NEMVE13911	MOUSE38635
OG0007791	NEMVE22262	MOUSE35041, MOUSE35040
OG0007793	NEMVE01965	MOUSE31973, MOUSE31976, MOUSE31974, MOUSE31975, MOUSE52036
OG0007794	NEMVE13881	MOUSE37966
OG0007795	NEMVE16217	MOUSE33672, MOUSE33670, MOUSE33673, MOUSE33669, MOUSE33671
OG0007796	NEMVE16045	MOUSE30281, MOUSE30280, MOUSE30279
OG0007798	NEMVE07652	MOUSE48319, MOUSE48315, MOUSE48316, MOUSE48317, MOUSE48318
OG0007800	NEMVE02246	MOUSE45061, MOUSE45062, MOUSE45060
OG0007801	NEMVE24803	MOUSE03771
OG0007802	NEMVE05110	MOUSE42192
OG0007803	NEMVE14259	MOUSE03002, MOUSE03005
OG0007804	NEMVE13958	MOUSE47672, MOUSE47673
OG0007805	NEMVE23683	MOUSE51053, MOUSE51054
OG0007807	NEMVE23161	MOUSE20979
OG0007809	NEMVE19397	MOUSE31100, MOUSE31102, MOUSE31101
OG0007810	NEMVE25323	MOUSE52594
OG0007811	NEMVE22619	MOUSE15468
OG0007812	NEMVE05957	MOUSE13322
OG0007813	NEMVE22957	MOUSE24718
OG0007814	NEMVE10610	MOUSE11542, MOUSE11543
OG0007816	NEMVE14681	MOUSE35062
OG0007820	NEMVE10824	MOUSE04393, MOUSE04392
OG0007823	NEMVE14069	MOUSE20989
OG0007825	NEMVE24335	MOUSE01564
OG0007826	NEMVE22606	MOUSE37786, MOUSE37790, MOUSE37789
OG0007827	NEMVE15793	MOUSE18781
OG0007829	NEMVE14463	MOUSE49570
OG0007830	NEMVE22401	MOUSE33419
OG0007831	NEMVE13120	MOUSE47902
OG0007832	NEMVE22265	MOUSE07921
OG0007833	NEMVE23699	MOUSE37304
OG0007834	NEMVE22860	MOUSE17193, MOUSE17192, MOUSE17194
OG0007835	NEMVE05299	MOUSE13198
OG0007836	NEMVE09417	MOUSE55028, MOUSE55027
OG0007837	NEMVE17939	MOUSE55360, MOUSE55363, MOUSE55362, MOUSE55361
OG0007838	NEMVE16374	MOUSE37302, MOUSE37303
OG0007839	NEMVE03369	MOUSE38612, MOUSE49899, MOUSE06404, MOUSE27374, MOUSE38611
OG0007840	NEMVE14835	MOUSE31992
OG0007841	NEMVE14118	MOUSE00984, MOUSE00983, MOUSE00982
OG0007842	NEMVE04751	MOUSE03717, MOUSE03716, MOUSE03715, MOUSE03713, MOUSE03714, MOUSE03712, MOUSE03711
OG0007843	NEMVE09373	MOUSE48259, MOUSE03608
OG0007845	NEMVE23748	MOUSE49620
OG0007847	NEMVE07339	MOUSE09763, MOUSE09761, MOUSE09760, MOUSE09762
OG0007848	NEMVE22567	MOUSE16356
OG0007850	NEMVE06247	MOUSE16398, MOUSE16397, MOUSE16399, MOUSE16400, MOUSE16396
OG0007851	NEMVE13904	MOUSE23831, MOUSE23830, MOUSE47483, MOUSE47481, MOUSE47482
OG0007852	NEMVE23585	MOUSE52551, MOUSE52550, MOUSE52552, MOUSE14214, MOUSE19695, MOUSE52549, MOUSE19175
OG0007854	NEMVE10266	MOUSE18111, MOUSE18110, MOUSE18109
OG0007858	NEMVE23921	MOUSE47886
OG0007859	NEMVE22571, NEMVE20885	MOUSE26347, MOUSE26348, MOUSE26349, MOUSE26350, MOUSE26346
OG0007860	NEMVE06761	MOUSE31201
OG0007908	NEMVE13340	MOUSE32018
OG0007911	NEMVE07983	MOUSE42137
OG0007913	NEMVE18005	MOUSE51666, MOUSE51665
OG0007915	NEMVE19232, NEMVE06531	MOUSE35626, MOUSE35629, MOUSE35627, MOUSE35628
OG0007916	NEMVE13298	MOUSE21990, MOUSE21989
OG0007918	NEMVE25851	MOUSE17541, MOUSE17542
OG0007920	NEMVE23461	MOUSE20090
OG0007922	NEMVE16510	MOUSE43402, MOUSE43374, MOUSE43404, MOUSE43405, MOUSE43373, MOUSE43403, MOUSE43376, MOUSE43377, MOUSE43375
OG0007924	NEMVE16716	MOUSE35763, MOUSE35762, MOUSE35761
OG0007926	NEMVE22555	MOUSE27541, MOUSE27542, MOUSE27543
OG0007927	NEMVE13085	MOUSE35407, MOUSE35408
OG0007930	NEMVE22670	MOUSE28936
OG0007931	NEMVE02001	MOUSE50034, MOUSE30067
OG0007932	NEMVE20940, NEMVE23396	MOUSE09308
OG0007933	NEMVE13492	MOUSE14474, MOUSE14473
OG0007934	NEMVE25429	MOUSE15701
OG0007936	NEMVE12282, NEMVE10998, NEMVE05778	MOUSE00427
OG0007937	NEMVE25331	MOUSE24537
OG0007938	NEMVE24777	MOUSE02315, MOUSE02316, MOUSE02317, MOUSE02314
OG0007940	NEMVE24639	MOUSE27351
OG0007941	NEMVE23201	MOUSE46203, MOUSE46204
OG0007942	NEMVE21277	MOUSE50455
OG0007943	NEMVE13601	MOUSE51293
OG0007944	NEMVE25215	MOUSE54456, MOUSE53645, MOUSE54453
OG0007945	NEMVE23257	MOUSE04562
OG0007946	NEMVE25132	MOUSE31106, MOUSE31105
OG0007947	NEMVE09699	MOUSE06423
OG0007948	NEMVE08238	MOUSE04295, MOUSE04293, MOUSE04294
OG0007951	NEMVE14182	MOUSE28728
OG0007952	NEMVE14869	MOUSE52446
OG0007953	NEMVE08477	MOUSE00696, MOUSE55395, MOUSE55394
OG0007954	NEMVE19250	MOUSE18113
OG0007955	NEMVE07888	MOUSE07201, MOUSE07202
OG0007956	NEMVE25554	MOUSE19526, MOUSE19524, MOUSE19525
OG0007957	NEMVE15377	MOUSE04805
OG0007958	NEMVE21992	MOUSE29272
OG0007959	NEMVE06212	MOUSE33616, MOUSE33614, MOUSE33615
OG0007960	NEMVE24065, NEMVE16826	MOUSE22271, MOUSE22270, MOUSE22266, MOUSE22267, MOUSE22269, MOUSE22268
OG0007962	NEMVE18122	MOUSE19256
OG0007963	NEMVE13861	MOUSE35094
OG0007964	NEMVE08711, NEMVE11799	MOUSE02840, MOUSE02841
OG0007965	NEMVE20506	MOUSE46016, MOUSE46015, MOUSE46014
OG0007966	NEMVE07836	MOUSE19459
OG0007968	NEMVE01617	MOUSE00817, MOUSE00816
OG0007969	NEMVE09301, NEMVE23413	MOUSE04390, MOUSE04389
OG0007970	NEMVE06256	MOUSE04005, MOUSE04004
OG0007971	NEMVE07956	MOUSE41054, MOUSE41053
OG0007972	NEMVE13341	MOUSE12463
OG0007973	NEMVE08897	MOUSE28287, MOUSE28288
OG0007974	NEMVE14826	MOUSE52376, MOUSE52375
OG0007975	NEMVE21874	MOUSE35061
OG0007977	NEMVE06275	MOUSE46146, MOUSE46145
OG0007978	NEMVE07101	MOUSE38964
OG0007979	NEMVE21700	MOUSE13976
OG0007980	NEMVE05723	MOUSE18152
OG0007981	NEMVE09517	MOUSE08100, MOUSE08102
OG0007982	NEMVE21094, NEMVE08716	MOUSE08980
OG0007983	NEMVE14172	MOUSE49934, MOUSE49933
OG0007984	NEMVE24343, NEMVE20219, NEMVE20180	MOUSE04214, MOUSE04213
OG0007985	NEMVE24004	MOUSE29638, MOUSE29637
OG0007988	NEMVE13338	MOUSE12273, MOUSE12272, MOUSE12274
OG0007990	NEMVE09182	MOUSE13625
OG0007991	NEMVE22986	MOUSE27470, MOUSE27471
OG0007993	NEMVE08910	MOUSE24793
OG0007994	NEMVE03520	MOUSE18237
OG0007995	NEMVE17198, NEMVE19132	MOUSE22157
OG0007996	NEMVE13646	MOUSE41392
OG0007997	NEMVE19513	MOUSE16634
OG0007998	NEMVE13103	MOUSE35513
OG0007999	NEMVE06729	MOUSE05858
OG0008000	NEMVE09345, NEMVE20611	MOUSE35615
OG0008001	NEMVE25418	MOUSE40259
OG0008002	NEMVE25367	MOUSE09190, MOUSE09188, MOUSE09189
OG0008003	NEMVE22529	MOUSE04039, MOUSE04040, MOUSE03055
OG0008004	NEMVE20153, NEMVE13316, NEMVE21249	MOUSE11865
OG0008005	NEMVE25176	MOUSE41524
OG0008006	NEMVE23911	MOUSE54878, MOUSE54877
OG0008007	NEMVE25115	MOUSE33098
OG0008008	NEMVE06561	MOUSE38553
OG0008009	NEMVE24576	MOUSE30632, MOUSE30631
OG0008011	NEMVE18294	MOUSE52842, MOUSE52843
OG0008012	NEMVE24882	MOUSE05679, MOUSE05680
OG0008013	NEMVE04911	MOUSE25100
OG0008016	NEMVE08957	MOUSE44552, MOUSE44554
OG0008017	NEMVE18181	MOUSE53612, MOUSE53611
OG0008019	NEMVE25415	MOUSE38391, MOUSE38392, MOUSE38393
OG0008020	NEMVE13173	MOUSE16705, MOUSE16706
OG0008021	NEMVE22596	MOUSE26159, MOUSE26158, MOUSE05616
OG0008022	NEMVE07871	MOUSE07125, MOUSE07123, MOUSE07124
OG0008023	NEMVE07050	MOUSE34579
OG0008025	NEMVE23311	MOUSE38601, MOUSE38602
OG0008026	NEMVE25695	MOUSE01841
OG0008027	NEMVE01124	MOUSE27459
OG0008028	NEMVE08557	MOUSE18970
OG0008029	NEMVE24281	MOUSE38049, MOUSE38051, MOUSE38050, MOUSE38048
OG0008030	NEMVE17479	MOUSE02676
OG0008031	NEMVE09401	MOUSE17165, MOUSE17164
OG0008033	NEMVE09724	MOUSE40502
OG0008036	NEMVE06791	MOUSE38494, MOUSE38495
OG0008037	NEMVE25946	MOUSE51727, MOUSE51728, MOUSE51726
OG0008038	NEMVE05260	MOUSE11252, MOUSE11251
OG0008039	NEMVE01393	MOUSE02803, MOUSE02801, MOUSE02802
OG0008040	NEMVE13650	MOUSE00546, MOUSE00547
OG0008041	NEMVE18872	MOUSE39464
OG0008043	NEMVE24564	MOUSE27473, MOUSE27472
OG0008044	NEMVE16270	MOUSE49718
OG0008046	NEMVE15065	MOUSE13966
OG0008047	NEMVE14161	MOUSE24941
OG0008048	NEMVE12973	MOUSE32098
OG0008049	NEMVE01869	MOUSE38264, MOUSE38265, MOUSE38263
OG0008050	NEMVE17669	MOUSE10211, MOUSE10210
OG0008051	NEMVE13844	MOUSE46156
OG0008052	NEMVE22576	MOUSE27478, MOUSE27479
OG0008053	NEMVE06850	MOUSE06924
OG0008054	NEMVE22146	MOUSE11400
OG0008055	NEMVE09826, NEMVE20692	MOUSE02341, MOUSE02340
OG0008056	NEMVE22900	MOUSE41869, MOUSE54587
OG0008057	NEMVE13357	MOUSE01159
OG0008058	NEMVE24600	MOUSE43492, MOUSE43491, MOUSE43493
OG0008059	NEMVE00213, NEMVE07562	MOUSE34246
OG0008061	NEMVE01400	MOUSE21557, MOUSE35671
OG0008062	NEMVE10166	MOUSE27723
OG0008063	NEMVE22876	MOUSE44235, MOUSE44236, MOUSE23518
OG0008064	NEMVE19831	MOUSE50499
OG0008065	NEMVE04900, NEMVE13327	MOUSE14444
OG0008068	NEMVE07690, NEMVE14715	MOUSE48257, MOUSE03609
OG0008069	NEMVE14728	MOUSE01436, MOUSE01435
OG0008071	NEMVE15806	MOUSE33353, MOUSE33351
OG0008072	NEMVE17950	MOUSE34512
OG0008073	NEMVE13515	MOUSE25534, MOUSE25536, MOUSE25535
OG0008074	NEMVE18779	MOUSE04904
OG0008075	NEMVE14443	MOUSE53504
OG0008077	NEMVE10448	MOUSE38437, MOUSE38438
OG0008079	NEMVE10412	MOUSE29279
OG0008080	NEMVE14239	MOUSE20489
OG0008081	NEMVE17317	MOUSE53380, MOUSE53379
OG0008083	NEMVE23989	MOUSE07873, MOUSE07872
OG0008084	NEMVE23003	MOUSE27355, MOUSE27354
OG0008085	NEMVE22309	MOUSE24926, MOUSE24925
OG0008088	NEMVE09143	MOUSE07403, MOUSE07402, MOUSE07404, MOUSE07405
OG0008090	NEMVE07296	MOUSE24879
OG0008091	NEMVE24934	MOUSE37931
OG0008093	NEMVE22789	MOUSE47969, MOUSE47970
OG0008094	NEMVE05228	MOUSE04003
OG0008098	NEMVE13839	MOUSE03050, MOUSE03051, MOUSE03048, MOUSE03049
OG0008099	NEMVE17671	MOUSE15084, MOUSE15083
OG0008100	NEMVE09715	MOUSE34299
OG0008102	NEMVE05914	MOUSE25295
OG0008103	NEMVE05057	MOUSE20324
OG0008104	NEMVE04771	MOUSE21169
OG0008105	NEMVE21942	MOUSE18640
OG0008106	NEMVE09754, NEMVE19826	MOUSE40744
OG0008107	NEMVE04951	MOUSE13346, MOUSE13345, MOUSE13343
OG0008108	NEMVE07420	MOUSE49141, MOUSE49140
OG0008109	NEMVE24545	MOUSE04381
OG0008110	NEMVE05743	MOUSE19115
OG0008111	NEMVE07727	MOUSE51658
OG0008112	NEMVE09048	MOUSE07048, MOUSE07049
OG0008113	NEMVE10318	MOUSE19677, MOUSE19678
OG0008117	NEMVE18767	MOUSE30491
OG0008119	NEMVE13736	MOUSE38287, MOUSE38288, MOUSE38286, MOUSE38285
OG0008120	NEMVE22599	MOUSE33881, MOUSE33880
OG0008124	NEMVE02297	MOUSE14905
OG0008126	NEMVE22642	MOUSE30359, MOUSE30358
OG0008127	NEMVE22668	MOUSE38827
OG0008136	NEMVE22687	MOUSE28809, MOUSE28808, MOUSE28786
OG0008138	NEMVE12828, NEMVE11818, NEMVE11909, NEMVE12449	MOUSE12476, MOUSE10597, MOUSE43867
OG0008143	NEMVE12162	MOUSE03472, MOUSE03471
OG0008156	NEMVE06523, NEMVE16455	MOUSE27925, MOUSE27926
OG0008194	NEMVE19530	MOUSE24365, MOUSE24364, MOUSE24366
OG0008199	NEMVE13276, NEMVE00110	MOUSE48254, MOUSE48255
OG0008201	NEMVE14732	MOUSE40639
OG0008202	NEMVE22079	MOUSE24115, MOUSE24113
OG0008203	NEMVE25423	MOUSE09562
OG0008205	NEMVE06832	MOUSE25529
OG0008206	NEMVE22519, NEMVE12130	MOUSE23600, MOUSE23598
OG0008208	NEMVE15800	MOUSE40748
OG0008209	NEMVE24399	MOUSE38456, MOUSE38454, MOUSE38453, MOUSE38455
OG0008211	NEMVE24869	MOUSE32435, MOUSE32437, MOUSE32436
OG0008212	NEMVE24884	MOUSE05306
OG0008213	NEMVE06358, NEMVE12480	MOUSE16108
OG0008214	NEMVE17191	MOUSE38398, MOUSE38397
OG0008215	NEMVE05583	MOUSE29766, MOUSE29768, MOUSE29767
OG0008216	NEMVE01716	MOUSE07747, MOUSE07748
OG0008217	NEMVE05131	MOUSE14169
OG0008219	NEMVE07971	MOUSE21536
OG0008220	NEMVE14539	MOUSE21741, MOUSE55013
OG0008221	NEMVE15711	MOUSE49185, MOUSE49186, MOUSE49183, MOUSE49184, MOUSE49182, MOUSE49180, MOUSE49181
OG0008223	NEMVE21473, NEMVE14007	MOUSE53844
OG0008225	NEMVE21899, NEMVE20595	MOUSE03205, MOUSE03206
OG0008227	NEMVE16143	MOUSE09612, MOUSE09611
OG0008228	NEMVE08177, NEMVE08181	MOUSE40851, MOUSE40852
OG0008229	NEMVE25333	MOUSE25293
OG0008230	NEMVE18242	MOUSE12257, MOUSE12256, MOUSE12255
OG0008231	NEMVE15184	MOUSE21427
OG0008232	NEMVE14148	MOUSE04305
OG0008234	NEMVE07566	MOUSE06514
OG0008235	NEMVE14636	MOUSE33786
OG0008236	NEMVE07107, NEMVE20294	MOUSE25027, MOUSE25026, MOUSE25029, MOUSE25024
OG0008237	NEMVE24150	MOUSE18526
OG0008238	NEMVE23486	MOUSE42133
OG0008240	NEMVE14050	MOUSE03130, MOUSE03131, MOUSE03129
OG0008244	NEMVE19525	MOUSE17159
OG0008245	NEMVE06377	MOUSE32837, MOUSE32836, MOUSE32834, MOUSE32835
OG0008246	NEMVE13099	MOUSE02515
OG0008249	NEMVE25364	MOUSE50402
OG0008250	NEMVE25890	MOUSE48584, MOUSE48582, MOUSE48583
OG0008251	NEMVE25689	MOUSE03565, MOUSE03564
OG0008253	NEMVE08540	MOUSE36185
OG0008254	NEMVE25670	MOUSE30294, MOUSE30293
OG0008255	NEMVE14574	MOUSE32452
OG0008256	NEMVE22958	MOUSE06806, MOUSE06805
OG0008257	NEMVE24826	MOUSE52380, MOUSE52379
OG0008258	NEMVE25567	MOUSE24600
OG0008259	NEMVE16553	MOUSE06588
OG0008260	NEMVE00888	MOUSE32573, MOUSE32574
OG0008262	NEMVE01887	MOUSE25792
OG0008263	NEMVE07916	MOUSE20129
OG0008264	NEMVE07155	MOUSE19474, MOUSE19475
OG0008265	NEMVE17159	MOUSE54252, MOUSE54253
OG0008266	NEMVE13343	MOUSE27562, MOUSE27560, MOUSE27559, MOUSE27561
OG0008267	NEMVE17564	MOUSE14481
OG0008268	NEMVE01321	MOUSE25991
OG0008269	NEMVE10105	MOUSE15742
OG0008270	NEMVE21725, NEMVE21733	MOUSE33910, MOUSE33909, MOUSE33908
OG0008271	NEMVE16549	MOUSE18408, MOUSE18409
OG0008272	NEMVE09402	MOUSE27157
OG0008273	NEMVE12232	MOUSE04041
OG0008275	NEMVE16981	MOUSE32147
OG0008277	NEMVE07710	MOUSE45807, MOUSE45808, MOUSE45806
OG0008278	NEMVE14533	MOUSE37521, MOUSE37522
OG0008279	NEMVE24904	MOUSE30023
OG0008280	NEMVE07638	MOUSE15649, MOUSE15650, MOUSE15651
OG0008281	NEMVE24642	MOUSE20422
OG0008282	NEMVE13187	MOUSE33644, MOUSE33643
OG0008283	NEMVE08120	MOUSE37554
OG0008285	NEMVE22654, NEMVE05069	MOUSE49674, MOUSE19869
OG0008288	NEMVE15738	MOUSE34482, MOUSE34483, MOUSE34484
OG0008289	NEMVE22449, NEMVE20358	MOUSE25931, MOUSE25928, MOUSE25929, MOUSE25930
OG0008290	NEMVE21697	MOUSE45820
OG0008292	NEMVE17607	MOUSE51354, MOUSE51357, MOUSE51356, MOUSE51355, MOUSE51353
OG0008293	NEMVE08887	MOUSE44885
OG0008294	NEMVE25650	MOUSE40379, MOUSE40378
OG0008295	NEMVE23337	MOUSE18641
OG0008296	NEMVE01829	MOUSE29831, MOUSE29833, MOUSE29832
OG0008297	NEMVE24309	MOUSE02733
OG0008298	NEMVE23136	MOUSE34796
OG0008299	NEMVE13573	MOUSE05064
OG0008300	NEMVE06439	MOUSE32479, MOUSE32478
OG0008301	NEMVE05011	MOUSE21452, MOUSE21454, MOUSE21453
OG0008303	NEMVE07919	MOUSE08135, MOUSE08134
OG0008304	NEMVE16043	MOUSE12873
OG0008305	NEMVE18097	MOUSE22982, MOUSE22981
OG0008307	NEMVE05421	MOUSE42015, MOUSE42014
OG0008308	NEMVE25859	MOUSE15830
OG0008309	NEMVE22503	MOUSE23667
OG0008312	NEMVE03436	MOUSE06342, MOUSE06343
OG0008313	NEMVE13998	MOUSE06076
OG0008314	NEMVE20605, NEMVE03422	MOUSE23295
OG0008315	NEMVE22753	MOUSE46587
OG0008316	NEMVE05962	MOUSE26226, MOUSE26227
OG0008317	NEMVE03363	MOUSE25313, MOUSE25314, MOUSE25312
OG0008318	NEMVE06801	MOUSE07051
OG0008319	NEMVE14402	MOUSE34558, MOUSE34557
OG0008320	NEMVE01620	MOUSE03245
OG0008324	NEMVE05417	MOUSE38215, MOUSE38211, MOUSE38212
OG0008325	NEMVE14879	MOUSE49672
OG0008326	NEMVE11429	MOUSE09200
OG0008327	NEMVE15591	MOUSE38338
OG0008328	NEMVE14718	MOUSE36237
OG0008329	NEMVE02236	MOUSE26603, MOUSE26604
OG0008331	NEMVE01852	MOUSE24779
OG0008333	NEMVE24255	MOUSE15471, MOUSE15470
OG0008335	NEMVE24652	MOUSE17521
OG0008336	NEMVE04688	MOUSE06998, MOUSE06997
OG0008337	NEMVE22628	MOUSE16044
OG0008338	NEMVE20504, NEMVE01990	MOUSE28787, MOUSE00281
OG0008341	NEMVE06947, NEMVE19995	MOUSE10989
OG0008345	NEMVE05829	MOUSE27623
OG0008346	NEMVE22837	MOUSE18622
OG0008347	NEMVE06716	MOUSE05732, MOUSE05731
OG0008348	NEMVE13454	MOUSE27879
OG0008350	NEMVE23102	MOUSE38590, MOUSE38589
OG0008351	NEMVE13763	MOUSE04900
OG0008352	NEMVE08435	MOUSE19537
OG0008353	NEMVE03427	MOUSE39137
OG0008354	NEMVE21284	MOUSE04001, MOUSE03998, MOUSE03999, MOUSE04000
OG0008355	NEMVE15123	MOUSE02946
OG0008356	NEMVE26001, NEMVE23081	MOUSE34752, MOUSE34753
OG0008357	NEMVE06016	MOUSE51709
OG0008358	NEMVE04534	MOUSE49467
OG0008358	NEMVE09418	MOUSE49468
OG0008359	NEMVE23193	MOUSE28624, MOUSE28623
OG0008361	NEMVE23200	MOUSE34215, MOUSE34216
OG0008363	NEMVE14712	MOUSE20096
OG0008364	NEMVE25717	MOUSE40460, MOUSE19202
OG0008365	NEMVE03762	MOUSE47488, MOUSE47487
OG0008367	NEMVE03025	MOUSE00805
OG0008368	NEMVE13421	MOUSE23007
OG0008369	NEMVE13591	MOUSE04340
OG0008371	NEMVE01091	MOUSE37803, MOUSE33620
OG0008374	NEMVE13827	MOUSE14511, MOUSE14510, MOUSE14509
OG0008376	NEMVE06388	MOUSE15941, MOUSE15940
OG0008377	NEMVE21921	MOUSE22163
OG0008378	NEMVE05932	MOUSE22334
OG0008380	NEMVE25944, NEMVE19174	MOUSE49927
OG0008381	NEMVE14757	MOUSE40504, MOUSE40505, MOUSE40503
OG0008382	NEMVE24022	MOUSE49441
OG0008383	NEMVE05320	MOUSE34762
OG0008384	NEMVE13561	MOUSE24715
OG0008386	NEMVE03630	MOUSE06103
OG0008388	NEMVE13484	MOUSE18115
OG0008391	NEMVE14213	MOUSE31808, MOUSE31810, MOUSE31807, MOUSE31809
OG0008394	NEMVE06217	MOUSE52758, MOUSE52756, MOUSE52757, MOUSE52753, MOUSE52755, MOUSE52754
OG0008399	NEMVE23704	MOUSE15178
OG0008400	NEMVE13407	MOUSE48926, MOUSE48925
OG0008401	NEMVE09990	MOUSE23402
OG0008404	NEMVE00255	MOUSE25508
OG0008406	NEMVE13155	MOUSE33617
OG0008408	NEMVE23736	MOUSE54715, MOUSE54712, MOUSE54713, MOUSE54714, MOUSE54708, MOUSE54707, MOUSE54706, MOUSE54705, MOUSE54709, MOUSE54711, MOUSE54710, MOUSE54703
OG0008410	NEMVE13542	MOUSE25136
OG0008412	NEMVE25691	MOUSE30174
OG0008414	NEMVE23366	MOUSE30701, MOUSE30700
OG0008415	NEMVE24203	MOUSE36483
OG0008416	NEMVE18536	MOUSE07359
OG0008418	NEMVE10633	MOUSE25043, MOUSE25044
OG0008419	NEMVE25180	MOUSE18765, MOUSE18766
OG0008422	NEMVE10466	MOUSE20240
OG0008424	NEMVE22481	MOUSE10607
OG0008427	NEMVE19248	MOUSE00582, MOUSE00581, MOUSE00583
OG0008432	NEMVE18587	MOUSE15901, MOUSE15902, MOUSE15903, MOUSE15900
OG0008443	NEMVE23347	MOUSE16518, MOUSE16519, MOUSE16517
OG0008444	NEMVE00472, NEMVE15154	MOUSE20166, MOUSE20165
OG0008448	NEMVE08650	MOUSE07043, MOUSE07042
OG0008453	NEMVE13263	MOUSE41761, MOUSE41760, MOUSE41763, MOUSE41765, MOUSE41764, MOUSE41762
OG0008460	NEMVE25831	MOUSE00489
OG0008468	NEMVE22563	MOUSE15011, MOUSE52479, MOUSE52478, MOUSE52476, MOUSE52475, MOUSE52477
OG0008478	NEMVE12551	MOUSE01086, MOUSE01079, MOUSE01085, MOUSE01080, MOUSE01084, MOUSE01078, MOUSE01076, MOUSE01075, MOUSE01082, MOUSE01083, MOUSE01077
OG0008507	NEMVE23548	MOUSE44759
OG0008509	NEMVE24848	MOUSE34577, MOUSE34578
OG0008513	NEMVE23772	MOUSE14257, MOUSE14258, MOUSE14256
OG0008514	NEMVE07954	MOUSE48251, MOUSE48252, MOUSE48253, MOUSE48250, MOUSE48249, MOUSE48248
OG0008516	NEMVE24923	MOUSE27413, MOUSE27412
OG0008524	NEMVE08942	MOUSE46417
OG0008526	NEMVE05005	MOUSE33339, MOUSE33340
OG0008528	NEMVE18744	MOUSE29923
OG0008530	NEMVE14076	MOUSE48146
OG0008531	NEMVE22168	MOUSE30013
OG0008532	NEMVE22851	MOUSE20164
OG0008533	NEMVE14654	MOUSE00669
OG0008534	NEMVE25794	MOUSE44356
OG0008535	NEMVE02986	MOUSE40365, MOUSE40364
OG0008536	NEMVE07110	MOUSE05717, MOUSE05718
OG0008538	NEMVE22562	MOUSE19255
OG0008539	NEMVE20331, NEMVE24445	MOUSE49159
OG0008540	NEMVE13698	MOUSE30667
OG0008542	NEMVE23528	MOUSE01620
OG0008544	NEMVE25090	MOUSE49388, MOUSE49387
OG0008545	NEMVE22652	MOUSE40415, MOUSE40414
OG0008546	NEMVE09008	MOUSE19697
OG0008550	NEMVE02008	MOUSE34884, MOUSE34885, MOUSE34886
OG0008551	NEMVE17840	MOUSE45026, MOUSE45027, MOUSE45028
OG0008554	NEMVE08384	MOUSE49137, MOUSE28900, MOUSE19939
OG0008557	NEMVE10366	MOUSE11863, MOUSE11864
OG0008559	NEMVE16554	MOUSE26387, MOUSE26386, MOUSE26388
OG0008560	NEMVE15191, NEMVE10222	MOUSE17224, MOUSE17225, MOUSE17223
OG0008561	NEMVE01691	MOUSE04564
OG0008562	NEMVE18414	MOUSE32165, MOUSE32166
OG0008563	NEMVE14418	MOUSE37460
OG0008565	NEMVE08499, NEMVE19384	MOUSE19497, MOUSE19496
OG0008566	NEMVE06878	MOUSE35881, MOUSE35883, MOUSE35882
OG0008570	NEMVE11670, NEMVE09705	MOUSE15045
OG0008572	NEMVE16357	MOUSE16447, MOUSE16448
OG0008573	NEMVE25781	MOUSE32284
OG0008574	NEMVE24557	MOUSE34297, MOUSE34295, MOUSE34296
OG0008575	NEMVE01012	MOUSE42012, MOUSE42013
OG0008576	NEMVE22319	MOUSE46861, MOUSE46862
OG0008577	NEMVE07448	MOUSE15114, MOUSE15112, MOUSE15113
OG0008579	NEMVE23697	MOUSE09302
OG0008583	NEMVE00007	MOUSE09329, MOUSE09327, MOUSE09328
OG0008587	NEMVE23850	MOUSE07482
OG0008588	NEMVE16313	MOUSE06241
OG0008590	NEMVE20336, NEMVE06282	MOUSE13846, MOUSE13845
OG0008592	NEMVE23818, NEMVE06605	MOUSE25992
OG0008596	NEMVE22506	MOUSE38977
OG0008597	NEMVE11500, NEMVE24375	MOUSE48235
OG0008600	NEMVE14012, NEMVE22366	MOUSE21094
OG0008601	NEMVE22610	MOUSE03478, MOUSE03477
OG0008602	NEMVE07908	MOUSE18676
OG0008603	NEMVE25178	MOUSE01334
OG0008607	NEMVE22525	MOUSE01695, MOUSE24018, MOUSE24015, MOUSE24014
OG0008611	NEMVE12141, NEMVE22359	MOUSE23927
OG0008612	NEMVE16329, NEMVE16328, NEMVE18634	MOUSE23807, MOUSE23806
OG0008613	NEMVE06475	MOUSE39325, MOUSE39323, MOUSE39324, MOUSE39326
OG0008614	NEMVE23737	MOUSE44456
OG0008616	NEMVE10331	MOUSE30863, MOUSE30865, MOUSE30864
OG0008620	NEMVE09312	MOUSE20745, MOUSE20744
OG0008621	NEMVE23279	MOUSE48700
OG0008622	NEMVE25590	MOUSE35415, MOUSE35414, MOUSE35416, MOUSE54894, MOUSE54895, MOUSE54892
OG0008623	NEMVE24602	MOUSE50997, MOUSE50999, MOUSE51000, MOUSE50998, MOUSE51001
OG0008624	NEMVE24986	MOUSE14025
OG0008626	NEMVE25563	MOUSE12442
OG0008627	NEMVE22795	MOUSE19246, MOUSE19248
OG0008628	NEMVE23285	MOUSE38786, MOUSE38788, MOUSE38787
OG0008629	NEMVE09319	MOUSE19794, MOUSE19795
OG0008630	NEMVE01080	MOUSE04614
