Orthogroup	NEMVE	XENTR
OG0005803	NEMVE13133	XENTR17154
OG0005804	NEMVE07252	XENTR00653, XENTR00022
OG0005807	NEMVE06359	XENTR12847
OG0005808	NEMVE01129	XENTR11121
OG0005811	NEMVE17134, NEMVE11119	XENTR03035
OG0005812	NEMVE14364	XENTR15789
OG0005814	NEMVE14624	XENTR04732, XENTR04731
OG0005815	NEMVE25274	XENTR06350
OG0005816	NEMVE08245	XENTR00536
OG0005817	NEMVE20440, NEMVE15052	XENTR13699
OG0005818	NEMVE14563	XENTR10792
OG0005819	NEMVE21808	XENTR13214
OG0005820	NEMVE16994	XENTR05126
OG0005821	NEMVE23456	XENTR10629
OG0005822	NEMVE25935	XENTR08490
OG0005823	NEMVE05430, NEMVE20888	XENTR09463
OG0005824	NEMVE14153	XENTR08106
OG0005825	NEMVE16739	XENTR00609
OG0005827	NEMVE04802	XENTR01649
OG0005828	NEMVE23790	XENTR12512, XENTR12511
OG0005829	NEMVE17728, NEMVE24686	XENTR09175, XENTR09176
OG0005830	NEMVE08526	XENTR05629
OG0005831	NEMVE05152	XENTR13713
OG0005832	NEMVE22892	XENTR09883
OG0005833	NEMVE13165	XENTR12701, XENTR11982
OG0005834	NEMVE23957, NEMVE10656	XENTR15796
OG0005835	NEMVE13878	XENTR13416
OG0005836	NEMVE20851, NEMVE02149	XENTR01905
OG0005837	NEMVE14056	XENTR12226
OG0005840	NEMVE13747	XENTR11551
OG0005841	NEMVE19596	XENTR12467
OG0005842	NEMVE14687	XENTR02998
OG0005843	NEMVE02036, NEMVE22320	XENTR06586
OG0005844	NEMVE23402	XENTR14444
OG0005845	NEMVE13891	XENTR09452
OG0005846	NEMVE01954	XENTR08903
OG0005847	NEMVE05655	XENTR15396
OG0005848	NEMVE22369	XENTR01693
OG0005849	NEMVE13138	XENTR16028
OG0005850	NEMVE13460	XENTR09236
OG0005851	NEMVE09355	XENTR00048
OG0005852	NEMVE01976	XENTR02341
OG0005853	NEMVE14317	XENTR11690
OG0005854	NEMVE14480	XENTR05947
OG0005855	NEMVE16343	XENTR06940
OG0005856	NEMVE01709	XENTR09508, XENTR11365
OG0005857	NEMVE24466, NEMVE14208	XENTR09453
OG0005858	NEMVE13228	XENTR01140
OG0005859	NEMVE14832	XENTR04008, XENTR19125
OG0005860	NEMVE13210	XENTR17203
OG0005861	NEMVE14447, NEMVE11854	XENTR00321
OG0005863	NEMVE22266	XENTR16855
OG0005864	NEMVE04848	XENTR01946
OG0005865	NEMVE07679	XENTR18360
OG0005866	NEMVE05461	XENTR14392
OG0005869	NEMVE13626	XENTR02475
OG0005870	NEMVE14905	XENTR03986
OG0005871	NEMVE17336	XENTR03471
OG0005872	NEMVE06649	XENTR11811
OG0005875	NEMVE23453	XENTR08470
OG0005876	NEMVE23289	XENTR11129
OG0005877	NEMVE02516, NEMVE05591	XENTR09830
OG0005878	NEMVE14777	XENTR04121
OG0005879	NEMVE09579	XENTR00215
OG0005880	NEMVE22612	XENTR06014
OG0005881	NEMVE09607	XENTR07990
OG0005883	NEMVE14549	XENTR00821
OG0005884	NEMVE00229, NEMVE06571	XENTR05536
OG0005885	NEMVE00006	XENTR14479
OG0005886	NEMVE17658	XENTR11697
OG0005887	NEMVE21713	XENTR14900
OG0005888	NEMVE03064	XENTR04928
OG0005889	NEMVE14237	XENTR00662
OG0005890	NEMVE01492	XENTR17071
OG0005892	NEMVE05482	XENTR09555
OG0005893	NEMVE00948	XENTR00920
OG0005894	NEMVE01396	XENTR00891, XENTR13041
OG0005895	NEMVE17527, NEMVE20886	XENTR04951
OG0005897	NEMVE18801	XENTR08676, XENTR08677
OG0005898	NEMVE02011	XENTR14156
OG0005899	NEMVE06363, NEMVE06372, NEMVE16370	XENTR04251
OG0005900	NEMVE07074, NEMVE09348, NEMVE05277	XENTR00304
OG0005901	NEMVE22895	XENTR00489
OG0005902	NEMVE24968	XENTR05146
OG0005903	NEMVE14098	XENTR08468
OG0005907	NEMVE07086	XENTR00375
OG0005908	NEMVE20350, NEMVE08825	XENTR02656
OG0005909	NEMVE21723	XENTR14750
OG0005910	NEMVE24624	XENTR16642
OG0005913	NEMVE11608	XENTR01053, XENTR04373
OG0005914	NEMVE13472	XENTR11305
OG0005916	NEMVE22825	XENTR04169
OG0005917	NEMVE16681	XENTR16822
OG0005918	NEMVE23931	XENTR03925
OG0005921	NEMVE13582	XENTR00634
OG0005922	NEMVE13384	XENTR19143
OG0005923	NEMVE07997	XENTR16075
OG0005924	NEMVE05757	XENTR10424
OG0005926	NEMVE09581	XENTR04964
OG0005927	NEMVE11392	XENTR00112
OG0005928	NEMVE21804	XENTR10650
OG0005929	NEMVE13193	XENTR12228
OG0005930	NEMVE24441	XENTR14085
OG0005931	NEMVE24077	XENTR01406
OG0005932	NEMVE21824	XENTR00959
OG0005933	NEMVE09740	XENTR12800
OG0005936	NEMVE20278, NEMVE22195	XENTR08342
OG0005937	NEMVE03020	XENTR01329
OG0005939	NEMVE13145	XENTR08339
OG0005940	NEMVE05329	XENTR13085
OG0005941	NEMVE18224	XENTR16921
OG0005943	NEMVE14522	XENTR05606
OG0005944	NEMVE11808, NEMVE01376	XENTR16564, XENTR16566, XENTR16565
OG0005946	NEMVE23066	XENTR06821
OG0005947	NEMVE14005	XENTR09350
OG0005948	NEMVE12170	XENTR11831, XENTR17664
OG0005949	NEMVE05450	XENTR12509
OG0005950	NEMVE14694	XENTR08032
OG0005951	NEMVE25097	XENTR05040
OG0005952	NEMVE22482	XENTR01948
OG0005954	NEMVE08788	XENTR00461
OG0005955	NEMVE24056	XENTR02212
OG0005956	NEMVE07065	XENTR09665
OG0005957	NEMVE15091	XENTR18017
OG0005958	NEMVE06979	XENTR06687
OG0005959	NEMVE24867	XENTR18932
OG0005960	NEMVE13523	XENTR04253, XENTR04254
OG0005961	NEMVE08178	XENTR07970
OG0005963	NEMVE25861	XENTR04988
OG0005964	NEMVE24196, NEMVE24662	XENTR11519
OG0005965	NEMVE06899	XENTR11562
OG0005966	NEMVE19178, NEMVE00025	XENTR07355
OG0005967	NEMVE22443	XENTR04824
OG0005968	NEMVE14434	XENTR13328
OG0005969	NEMVE13532	XENTR16955
OG0005970	NEMVE05887	XENTR04665
OG0005971	NEMVE06732	XENTR00136
OG0005972	NEMVE18774	XENTR02124
OG0005974	NEMVE14137	XENTR04691
OG0005975	NEMVE25600	XENTR02304
OG0005976	NEMVE13353	XENTR10013
OG0005977	NEMVE14569	XENTR12877
OG0005978	NEMVE22252	XENTR14183
OG0005979	NEMVE11720, NEMVE19106	XENTR01894
OG0005980	NEMVE23640	XENTR02536
OG0005982	NEMVE13477	XENTR04745
OG0005984	NEMVE24779	XENTR12144
OG0005985	NEMVE24699, NEMVE20199	XENTR06983
OG0005986	NEMVE02799	XENTR04122
OG0005987	NEMVE21795	XENTR08582, XENTR11918
OG0005989	NEMVE00971	XENTR16020
OG0005993	NEMVE11171	XENTR12270
OG0005994	NEMVE21776	XENTR04762, XENTR00302, XENTR15213
OG0005998	NEMVE05440	XENTR00864
OG0006000	NEMVE18781	XENTR14856
OG0006001	NEMVE14112	XENTR12132
OG0006002	NEMVE13122	XENTR00392
OG0006003	NEMVE06610	XENTR08305
OG0006004	NEMVE24131	XENTR06199
OG0006005	NEMVE08968, NEMVE00870	XENTR01598
OG0006007	NEMVE25524	XENTR03430, XENTR09817
OG0006008	NEMVE24474, NEMVE00275	XENTR10519
OG0006009	NEMVE06073	XENTR12472
OG0006010	NEMVE22570	XENTR14270
OG0006011	NEMVE14656	XENTR06316
OG0006012	NEMVE23549	XENTR02675
OG0006013	NEMVE16371	XENTR12938
OG0006014	NEMVE00388, NEMVE07350	XENTR03682, XENTR03683
OG0006022	NEMVE19560	XENTR19044, XENTR09688
OG0006024	NEMVE14551, NEMVE14550	XENTR16108, XENTR05162, XENTR05161
OG0006026	NEMVE15230, NEMVE15382, NEMVE06724, NEMVE06714, NEMVE01875	XENTR17607
OG0006031	NEMVE14413	XENTR01463
OG0006059	NEMVE05469	XENTR17303
OG0006061	NEMVE17553	XENTR12573
OG0006062	NEMVE13363	XENTR01805
OG0006063	NEMVE13540	XENTR07530
OG0006064	NEMVE05721	XENTR10338
OG0006065	NEMVE25805	XENTR04759
OG0006066	NEMVE25661	XENTR15153
OG0006067	NEMVE24894	XENTR16065
OG0006068	NEMVE21799	XENTR03642, XENTR08142
OG0006069	NEMVE24988	XENTR12713
OG0006070	NEMVE15570	XENTR07400
OG0006071	NEMVE21756, NEMVE00491	XENTR16097
OG0006072	NEMVE01149	XENTR09314, XENTR09315
OG0006073	NEMVE04741	XENTR14776
OG0006074	NEMVE24416	XENTR12108
OG0006076	NEMVE14720	XENTR04310, XENTR04309
OG0006077	NEMVE13486	XENTR07181
OG0006078	NEMVE22623	XENTR03424, XENTR18894
OG0006079	NEMVE00907	XENTR01421
OG0006081	NEMVE06868, NEMVE06886	XENTR12883
OG0006083	NEMVE09309	XENTR00742
OG0006084	NEMVE14424	XENTR03553, XENTR03554
OG0006085	NEMVE25339	XENTR01611
OG0006086	NEMVE16210	XENTR12930
OG0006087	NEMVE15939	XENTR04594
OG0006090	NEMVE19748, NEMVE13984	XENTR13443
OG0006092	NEMVE13186	XENTR01485
OG0006095	NEMVE13885	XENTR14710
OG0006096	NEMVE14691	XENTR06329
OG0006097	NEMVE05832	XENTR12426
OG0006098	NEMVE06004	XENTR08186
OG0006100	NEMVE22711	XENTR10987
OG0006101	NEMVE15100	XENTR01439
OG0006102	NEMVE14968	XENTR08091
OG0006103	NEMVE00283, NEMVE17723	XENTR08008
OG0006104	NEMVE14961	XENTR13714
OG0006107	NEMVE11460, NEMVE00688	XENTR14034, XENTR14033
OG0006108	NEMVE08391	XENTR12923
OG0006111	NEMVE02016	XENTR17823, XENTR17822
OG0006112	NEMVE03287	XENTR05885
OG0006113	NEMVE09892	XENTR04621
OG0006116	NEMVE24918	XENTR14543
OG0006117	NEMVE10567	XENTR13745
OG0006118	NEMVE10454	XENTR03384
OG0006119	NEMVE15295	XENTR08875
OG0006120	NEMVE22945	XENTR00584, XENTR09766
OG0006121	NEMVE22058	XENTR10914
OG0006122	NEMVE25204	XENTR13129
OG0006123	NEMVE23157	XENTR18981
OG0006124	NEMVE24761	XENTR07608
OG0006125	NEMVE09196	XENTR12664
OG0006127	NEMVE07015, NEMVE07020	XENTR07638
OG0006128	NEMVE20876, NEMVE00022	XENTR13569
OG0006129	NEMVE14942	XENTR03488, XENTR13796
OG0006130	NEMVE04868	XENTR12277
OG0006131	NEMVE08917	XENTR16174
OG0006132	NEMVE08985	XENTR09551
OG0006133	NEMVE08114	XENTR09837
OG0006134	NEMVE11232	XENTR14999
OG0006135	NEMVE22868	XENTR12446
OG0006136	NEMVE09172	XENTR05198
OG0006137	NEMVE03361	XENTR17758
OG0006139	NEMVE05201	XENTR17331
OG0006140	NEMVE12679, NEMVE23573, NEMVE12694	XENTR03667
OG0006141	NEMVE16961, NEMVE12186	XENTR00345
OG0006144	NEMVE14741	XENTR06622, XENTR06621
OG0006145	NEMVE22056	XENTR04064
OG0006146	NEMVE13821	XENTR07572, XENTR07573
OG0006147	NEMVE14761, NEMVE12736	XENTR06844
OG0006147	NEMVE04643	XENTR13313
OG0006148	NEMVE05857	XENTR04750
OG0006149	NEMVE15835, NEMVE05652	XENTR11705
OG0006152	NEMVE05428	XENTR07468
OG0006154	NEMVE04665	XENTR11239
OG0006156	NEMVE22637	XENTR16540
OG0006158	NEMVE13934	XENTR14287, XENTR03057
OG0006159	NEMVE21764	XENTR18552
OG0006160	NEMVE10555	XENTR06388
OG0006161	NEMVE14243	XENTR03324
OG0006162	NEMVE22665	XENTR09836, XENTR09835
OG0006163	NEMVE21775	XENTR02676
OG0006164	NEMVE10175, NEMVE01696	XENTR18051
OG0006165	NEMVE00991	XENTR02514
OG0006167	NEMVE16792	XENTR07924
OG0006168	NEMVE13971, NEMVE20353	XENTR04926
OG0006169	NEMVE14671	XENTR17131
OG0006175	NEMVE18128	XENTR04518
OG0006176	NEMVE21887	XENTR14826
OG0006177	NEMVE24866	XENTR13707
OG0006178	NEMVE22323	XENTR08742
OG0006179	NEMVE19339	XENTR11876
OG0006180	NEMVE18458	XENTR04977
OG0006182	NEMVE05762	XENTR17070
OG0006184	NEMVE17784	XENTR10398
OG0006185	NEMVE24611	XENTR04641
OG0006186	NEMVE21867	XENTR02839
OG0006187	NEMVE05382	XENTR12298, XENTR12297
OG0006188	NEMVE09360	XENTR08108
OG0006189	NEMVE13369	XENTR05613
OG0006190	NEMVE22544	XENTR15217
OG0006191	NEMVE14192	XENTR17542
OG0006192	NEMVE19051	XENTR14355
OG0006193	NEMVE01569	XENTR04349
OG0006194	NEMVE17786	XENTR15322
OG0006196	NEMVE22533	XENTR03085
OG0006198	NEMVE13914	XENTR13099
OG0006199	NEMVE13782	XENTR06761, XENTR06762
OG0006201	NEMVE09432	XENTR01161
OG0006202	NEMVE13627	XENTR15922
OG0006204	NEMVE14772	XENTR13371
OG0006205	NEMVE24610, NEMVE08234	XENTR08784, XENTR08783
OG0006206	NEMVE22988	XENTR14852, XENTR06668
OG0006207	NEMVE19532	XENTR03524
OG0006208	NEMVE00290, NEMVE16123	XENTR05045
OG0006210	NEMVE01490	XENTR02933
OG0006211	NEMVE02354, NEMVE06731	XENTR06206, XENTR06205
OG0006212	NEMVE18569	XENTR12988
OG0006213	NEMVE01050	XENTR08416
OG0006214	NEMVE08088	XENTR11798
OG0006215	NEMVE22459	XENTR04292
OG0006216	NEMVE22955	XENTR14792
OG0006217	NEMVE07259	XENTR09237
OG0006219	NEMVE09275	XENTR03243, XENTR03244
OG0006220	NEMVE07122	XENTR04214
OG0006222	NEMVE01385, NEMVE10652	XENTR05345
OG0006223	NEMVE21837	XENTR07943
OG0006224	NEMVE12014, NEMVE21951	XENTR13017
OG0006226	NEMVE09907, NEMVE06472	XENTR04747
OG0006227	NEMVE15408	XENTR01910
OG0006228	NEMVE25666	XENTR09481
OG0006230	NEMVE16928	XENTR04159
OG0006231	NEMVE14090	XENTR07806
OG0006232	NEMVE15602, NEMVE23130	XENTR16162
OG0006233	NEMVE12454, NEMVE11317	XENTR13560
OG0006234	NEMVE25467	XENTR00067
OG0006235	NEMVE24526	XENTR16645
OG0006237	NEMVE00882	XENTR16475
OG0006238	NEMVE04846	XENTR10713
OG0006239	NEMVE18923	XENTR09561
OG0006240	NEMVE05672	XENTR14524
OG0006241	NEMVE16895	XENTR09169, XENTR09168
OG0006242	NEMVE09046	XENTR00993
OG0006243	NEMVE08148	XENTR14329
OG0006244	NEMVE14135	XENTR01206
OG0006245	NEMVE04926	XENTR10382
OG0006246	NEMVE09317	XENTR08317, XENTR08316
OG0006247	NEMVE13374	XENTR15049
OG0006248	NEMVE22580	XENTR02044
OG0006249	NEMVE21889	XENTR18011
OG0006251	NEMVE05445	XENTR17672, XENTR17673
OG0006252	NEMVE23338, NEMVE21684	XENTR11356
OG0006254	NEMVE08534	XENTR04794
OG0006255	NEMVE14995, NEMVE12534	XENTR13581
OG0006256	NEMVE13397	XENTR12974
OG0006257	NEMVE06919, NEMVE09259	XENTR14368
OG0006258	NEMVE12417, NEMVE14713	XENTR05063
OG0006259	NEMVE05775	XENTR15431, XENTR15430
OG0006260	NEMVE24580	XENTR07975
OG0006261	NEMVE10883, NEMVE12471	XENTR02875
OG0006262	NEMVE09180	XENTR10478
OG0006263	NEMVE25155	XENTR16349
OG0006264	NEMVE15072	XENTR12516
OG0006265	NEMVE00668	XENTR07189
OG0006266	NEMVE08597	XENTR05490
OG0006267	NEMVE00987	XENTR08276
OG0006269	NEMVE15813	XENTR11232
OG0006270	NEMVE20878, NEMVE00161	XENTR07745
OG0006271	NEMVE12840	XENTR15420
OG0006274	NEMVE22745	XENTR10037
OG0006275	NEMVE12634	XENTR07622
OG0006276	NEMVE24771	XENTR13030
OG0006277	NEMVE22696	XENTR12192
OG0006278	NEMVE13767	XENTR17395
OG0006279	NEMVE08460, NEMVE03244	XENTR16888
OG0006280	NEMVE13464	XENTR01612
OG0006281	NEMVE17531	XENTR12028
OG0006282	NEMVE05748	XENTR15370
OG0006283	NEMVE22907	XENTR02905
OG0006284	NEMVE09500	XENTR06698
OG0006285	NEMVE22191	XENTR13372
OG0006287	NEMVE20843	XENTR09075
OG0006288	NEMVE14534	XENTR10301
OG0006289	NEMVE07416	XENTR14556
OG0006290	NEMVE07329	XENTR11599
OG0006291	NEMVE06491	XENTR03996
OG0006292	NEMVE11038	XENTR01719
OG0006293	NEMVE01946	XENTR13916
OG0006294	NEMVE05761	XENTR03051
OG0006295	NEMVE17572	XENTR01520
OG0006296	NEMVE15015	XENTR00735
OG0006297	NEMVE12058	XENTR11225
OG0006298	NEMVE23496	XENTR06203
OG0006299	NEMVE16974	XENTR08448
OG0006300	NEMVE17136	XENTR07486, XENTR07487
OG0006301	NEMVE14030, NEMVE10171	XENTR02417
OG0006302	NEMVE14020	XENTR12112
OG0006304	NEMVE13935	XENTR07711
OG0006305	NEMVE22239	XENTR17559, XENTR18952
OG0006306	NEMVE07331	XENTR05458
OG0006307	NEMVE23833	XENTR02770
OG0006308	NEMVE14134	XENTR08889
OG0006309	NEMVE14028	XENTR14030
OG0006310	NEMVE09818	XENTR04453
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	XENTR15701, XENTR15702
OG0006312	NEMVE18372	XENTR14039
OG0006313	NEMVE22686	XENTR12867
OG0006314	NEMVE24333, NEMVE21005	XENTR14429
OG0006315	NEMVE15833	XENTR14232
OG0006316	NEMVE09340, NEMVE20670, NEMVE03501	XENTR13989, XENTR13988
OG0006318	NEMVE07253	XENTR08794, XENTR10765
OG0006319	NEMVE06270	XENTR17260
OG0006320	NEMVE02287	XENTR10726
OG0006321	NEMVE11987	XENTR09888
OG0006322	NEMVE11564, NEMVE20664	XENTR02812
OG0006323	NEMVE24425	XENTR10824
OG0006324	NEMVE23239	XENTR04618
OG0006325	NEMVE12445, NEMVE02974	XENTR06243
OG0006326	NEMVE15759	XENTR11955
OG0006327	NEMVE24917	XENTR15639
OG0006329	NEMVE21689	XENTR01907
OG0006330	NEMVE14456	XENTR12116
OG0006331	NEMVE13643	XENTR02078
OG0006332	NEMVE08037	XENTR11820
OG0006334	NEMVE13329	XENTR11454
OG0006335	NEMVE23896	XENTR08558
OG0006336	NEMVE24651	XENTR14065
OG0006337	NEMVE14196	XENTR03411
OG0006338	NEMVE24080	XENTR00437
OG0006339	NEMVE23824	XENTR00791
OG0006340	NEMVE10948	XENTR08910
OG0006341	NEMVE12553, NEMVE14094	XENTR01670
OG0006343	NEMVE25328	XENTR14450
OG0006344	NEMVE22317	XENTR15368
OG0006345	NEMVE21962	XENTR09326
OG0006346	NEMVE05891	XENTR17064
OG0006347	NEMVE21968	XENTR05199
OG0006348	NEMVE23591, NEMVE26005, NEMVE16247	XENTR06843
OG0006349	NEMVE06197	XENTR07004
OG0006350	NEMVE14391	XENTR13659
OG0006352	NEMVE14684	XENTR04339
OG0006353	NEMVE13981, NEMVE21258	XENTR02093
OG0006355	NEMVE04679	XENTR14554, XENTR14553
OG0006356	NEMVE09654	XENTR11146
OG0006357	NEMVE24732	XENTR09643, XENTR09642
OG0006359	NEMVE21463, NEMVE10116	XENTR13253
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	XENTR11510
OG0006361	NEMVE24246	XENTR00506
OG0006362	NEMVE15117	XENTR05459
OG0006363	NEMVE09625	XENTR09507
OG0006364	NEMVE05230, NEMVE00679	XENTR09578
OG0006365	NEMVE21950	XENTR05265
OG0006366	NEMVE11264	XENTR03200
OG0006368	NEMVE22823	XENTR01724
OG0006370	NEMVE05218	XENTR06294
OG0006372	NEMVE09290	XENTR08472
OG0006373	NEMVE03917	XENTR15038
OG0006375	NEMVE11513	XENTR01833
OG0006376	NEMVE23782	XENTR07738
OG0006377	NEMVE16226	XENTR13700, XENTR18549, XENTR18550
OG0006378	NEMVE15636	XENTR05710
OG0006379	NEMVE15844	XENTR03826
OG0006381	NEMVE22611	XENTR06606
OG0006383	NEMVE13729	XENTR15954
OG0006384	NEMVE25542	XENTR13211
OG0006385	NEMVE19329	XENTR14544
OG0006386	NEMVE01150, NEMVE00239	XENTR12059
OG0006387	NEMVE24021	XENTR17469, XENTR08445
OG0006389	NEMVE21903	XENTR16925
OG0006391	NEMVE13206	XENTR02605
OG0006393	NEMVE22326	XENTR07149, XENTR11546
OG0006394	NEMVE15490	XENTR05625
OG0006395	NEMVE21779	XENTR18848, XENTR18849
OG0006396	NEMVE07776	XENTR05740
OG0006401	NEMVE14644	XENTR17593, XENTR13636
OG0006402	NEMVE11176	XENTR05561
OG0006405	NEMVE14193	XENTR18434
OG0006442	NEMVE04542, NEMVE04555	XENTR08173
OG0006443	NEMVE24139	XENTR09473
OG0006447	NEMVE14227	XENTR07741
OG0006448	NEMVE14631	XENTR02943
OG0006452	NEMVE22045	XENTR02590, XENTR02788
OG0006454	NEMVE01525	XENTR04050
OG0006456	NEMVE14689	XENTR08352
OG0006457	NEMVE02219	XENTR11459, XENTR11458
OG0006458	NEMVE23830	XENTR02651
OG0006459	NEMVE15405	XENTR08528
OG0006460	NEMVE05063	XENTR00159
OG0006461	NEMVE25171	XENTR07035
OG0006462	NEMVE13915	XENTR01277
OG0006463	NEMVE06047	XENTR14323
OG0006464	NEMVE13731	XENTR10541
OG0006468	NEMVE22441, NEMVE22470	XENTR05148
OG0006469	NEMVE10571	XENTR07325
OG0006470	NEMVE04834	XENTR15042
OG0006474	NEMVE04607	XENTR00813
OG0006475	NEMVE13355	XENTR10608
OG0006476	NEMVE13672	XENTR04361
OG0006478	NEMVE08604	XENTR14784
OG0006479	NEMVE25506	XENTR08062
OG0006480	NEMVE14859	XENTR17557
OG0006481	NEMVE14750	XENTR02608
OG0006482	NEMVE03006	XENTR03862
OG0006483	NEMVE17969	XENTR10963
OG0006485	NEMVE22268	XENTR16219
OG0006486	NEMVE14560	XENTR11132, XENTR15545
OG0006487	NEMVE07085	XENTR02802
OG0006488	NEMVE02068	XENTR02069
OG0006490	NEMVE14501	XENTR10811
OG0006491	NEMVE05407	XENTR07123
OG0006493	NEMVE19349	XENTR17127, XENTR17126
OG0006494	NEMVE14035	XENTR09027
OG0006496	NEMVE00019	XENTR00108
OG0006497	NEMVE24844	XENTR00921
OG0006498	NEMVE14543	XENTR16311
OG0006500	NEMVE07205	XENTR11715
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	XENTR12662
OG0006502	NEMVE23114	XENTR18276
OG0006503	NEMVE13506	XENTR17521
OG0006504	NEMVE14016	XENTR07120
OG0006505	NEMVE14629	XENTR02899
OG0006506	NEMVE14719	XENTR01492
OG0006508	NEMVE08993, NEMVE21341	XENTR12459, XENTR11779
OG0006509	NEMVE24726	XENTR13835
OG0006510	NEMVE15703	XENTR16128
OG0006511	NEMVE14251	XENTR06903
OG0006512	NEMVE22978	XENTR05619
OG0006513	NEMVE15730	XENTR00521
OG0006514	NEMVE21783	XENTR05648
OG0006515	NEMVE04937	XENTR13526
OG0006516	NEMVE06592	XENTR13095
OG0006517	NEMVE18893, NEMVE20520	XENTR09962
OG0006518	NEMVE13789	XENTR09393
OG0006519	NEMVE13465	XENTR05535
OG0006520	NEMVE22333	XENTR13195
OG0006522	NEMVE06557, NEMVE20051	XENTR10203
OG0006523	NEMVE25529	XENTR02071
OG0006524	NEMVE24587, NEMVE06481	XENTR02379
OG0006526	NEMVE14152	XENTR18522
OG0006527	NEMVE08764	XENTR17417
OG0006528	NEMVE22210	XENTR04191
OG0006530	NEMVE02091	XENTR16908
OG0006532	NEMVE08321	XENTR09832
OG0006534	NEMVE19297	XENTR11837
OG0006535	NEMVE06896, NEMVE20581	XENTR18789
OG0006536	NEMVE17923	XENTR11449
OG0006537	NEMVE03134, NEMVE02559	XENTR01017
OG0006538	NEMVE23417	XENTR03139
OG0006540	NEMVE14709	XENTR11917
OG0006541	NEMVE16807	XENTR13987
OG0006542	NEMVE14992, NEMVE10018	XENTR13194
OG0006543	NEMVE14466, NEMVE04354	XENTR05755
OG0006544	NEMVE14328	XENTR15901
OG0006545	NEMVE18966	XENTR06549
OG0006546	NEMVE05077	XENTR13406
OG0006549	NEMVE14235, NEMVE01817	XENTR02344
OG0006550	NEMVE08614	XENTR00769, XENTR00770
OG0006551	NEMVE18896	XENTR18892
OG0006552	NEMVE14982	XENTR05835
OG0006553	NEMVE08520	XENTR01394
OG0006554	NEMVE11077	XENTR10302
OG0006555	NEMVE16609	XENTR04187
OG0006556	NEMVE14156	XENTR16928
OG0006557	NEMVE13737	XENTR04539
OG0006559	NEMVE21703	XENTR13926, XENTR04712
OG0006560	NEMVE18516	XENTR12102
OG0006561	NEMVE13352	XENTR09007
OG0006562	NEMVE14938	XENTR12591, XENTR12589
OG0006563	NEMVE13142	XENTR14698
OG0006564	NEMVE13427	XENTR07133
OG0006565	NEMVE11088	XENTR05991, XENTR11310
OG0006566	NEMVE18626	XENTR07371
OG0006567	NEMVE23190	XENTR02458
OG0006568	NEMVE19392, NEMVE19291	XENTR09608
OG0006569	NEMVE17890	XENTR00615
OG0006570	NEMVE14036	XENTR12937
OG0006571	NEMVE19259	XENTR05803
OG0006572	NEMVE16268	XENTR00004
OG0006573	NEMVE24473	XENTR10805
OG0006574	NEMVE18114	XENTR04351
OG0006575	NEMVE17612	XENTR06177
OG0006577	NEMVE17589	XENTR14469
OG0006578	NEMVE14360	XENTR12631, XENTR12630
OG0006580	NEMVE13359	XENTR13958, XENTR13959
OG0006581	NEMVE04969	XENTR10059
OG0006583	NEMVE06578	XENTR16033
OG0006584	NEMVE13873	XENTR02296
OG0006585	NEMVE07777, NEMVE12311	XENTR12780
OG0006586	NEMVE02913, NEMVE05314	XENTR00497
OG0006587	NEMVE23322	XENTR11980
OG0006588	NEMVE02714, NEMVE13440, NEMVE13441	XENTR06817
OG0006589	NEMVE08161	XENTR01351
OG0006590	NEMVE05361	XENTR14263
OG0006591	NEMVE07569	XENTR11790
OG0006592	NEMVE02392	XENTR01236
OG0006593	NEMVE12550	XENTR12622
OG0006594	NEMVE14133	XENTR18025
OG0006595	NEMVE14900	XENTR09437
OG0006596	NEMVE21882	XENTR12773
OG0006597	NEMVE08474, NEMVE00517	XENTR00700
OG0006598	NEMVE20869, NEMVE13702	XENTR14326
OG0006600	NEMVE09809, NEMVE00613	XENTR13734, XENTR13733
OG0006601	NEMVE21238, NEMVE06630	XENTR18766, XENTR06297, XENTR01087
OG0006602	NEMVE22737	XENTR15212
OG0006603	NEMVE13346	XENTR10213
OG0006604	NEMVE25234	XENTR09447, XENTR09446
OG0006606	NEMVE08978	XENTR05954
OG0006607	NEMVE07507	XENTR13594
OG0006608	NEMVE25300, NEMVE11908	XENTR00251
OG0006609	NEMVE01863	XENTR06296
OG0006610	NEMVE05164	XENTR07341
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	XENTR05216
OG0006612	NEMVE25494	XENTR11538
OG0006614	NEMVE04847	XENTR18989
OG0006615	NEMVE08793	XENTR06546
OG0006616	NEMVE20547, NEMVE13459	XENTR09627
OG0006618	NEMVE09184	XENTR16353
OG0006619	NEMVE24711	XENTR02127, XENTR02126
OG0006621	NEMVE02138	XENTR16711
OG0006622	NEMVE14827	XENTR12562
OG0006623	NEMVE12206, NEMVE10717	XENTR09849
OG0006624	NEMVE05837, NEMVE05866, NEMVE02389	XENTR01731
OG0006625	NEMVE16423	XENTR04207
OG0006626	NEMVE13430	XENTR04565, XENTR13907
OG0006627	NEMVE24706, NEMVE17757	XENTR17718
OG0006628	NEMVE05340	XENTR02668
OG0006630	NEMVE14529	XENTR08125
OG0006631	NEMVE22840	XENTR19213
OG0006633	NEMVE10562	XENTR02142
