Orthogroup	NEMVE	AENJA_ok
OG0006242	NEMVE01436	AENJA_16693
OG0006243	NEMVE08148	AENJA_16698
OG0006244	NEMVE14135	AENJA_16795
OG0006245	NEMVE04926	AENJA_16829
OG0006246	NEMVE09317	AENJA_17039
OG0006247	NEMVE13374	AENJA_17041
OG0006248	NEMVE22580	AENJA_17259
OG0006249	NEMVE21889	AENJA_17261
OG0006250	NEMVE01589	AENJA_17439
OG0006251	NEMVE05445	AENJA_17441
OG0006252	NEMVE23338, NEMVE21684	AENJA_17447
OG0006253	NEMVE10852	AENJA_17599
OG0006254	NEMVE08534, NEMVE22025	AENJA_17640
OG0006255	NEMVE14995	AENJA_17672
OG0006256	NEMVE13397	AENJA_17761
OG0006257	NEMVE06919, NEMVE09259	AENJA_17769
OG0006258	NEMVE12417, NEMVE14713	AENJA_17969
OG0006259	NEMVE05775	AENJA_18025
OG0006260	NEMVE24580	AENJA_18129
OG0006261	NEMVE10883, NEMVE12471	AENJA_18176, AENJA_20158
OG0006262	NEMVE09180	AENJA_18244
OG0006263	NEMVE25155	AENJA_18245
OG0006264	NEMVE15072	AENJA_18267
OG0006265	NEMVE00668	AENJA_18276
OG0006266	NEMVE08597	AENJA_18308
OG0006267	NEMVE00987	AENJA_18383
OG0006268	NEMVE19453, NEMVE00515	AENJA_18486
OG0006269	NEMVE15813	AENJA_18662
OG0006270	NEMVE20878, NEMVE00161	AENJA_18694
OG0006271	NEMVE12840	AENJA_18740
OG0006274	NEMVE22745	AENJA_19064
OG0006275	NEMVE12634	AENJA_19065
OG0006276	NEMVE24771	AENJA_19069
OG0006277	NEMVE22696	AENJA_19169
OG0006278	NEMVE13767	AENJA_19171
OG0006279	NEMVE08460, NEMVE03244	AENJA_19295
OG0006280	NEMVE13464	AENJA_19369
OG0006281	NEMVE17531	AENJA_19582, AENJA_19578
OG0006282	NEMVE05748	AENJA_19605
OG0006283	NEMVE22907	AENJA_19606
OG0006284	NEMVE09500	AENJA_19713
OG0006285	NEMVE22191	AENJA_19755
OG0006287	NEMVE20843	AENJA_19820
OG0006288	NEMVE14534	AENJA_19866
OG0006289	NEMVE07416	AENJA_19932
OG0006290	NEMVE07329	AENJA_20061
OG0006291	NEMVE06491	AENJA_20076
OG0006292	NEMVE11038	AENJA_20113
OG0006293	NEMVE01946	AENJA_20143
OG0006294	NEMVE05761	AENJA_20284
OG0006295	NEMVE17572	AENJA_20394
OG0006296	NEMVE15015	AENJA_20618
OG0006297	NEMVE12058	AENJA_20620
OG0006299	NEMVE16974	AENJA_20827
OG0006300	NEMVE17136	AENJA_20948
OG0006301	NEMVE10171	AENJA_20997
OG0006302	NEMVE14020	AENJA_21163
OG0006304	NEMVE13935	AENJA_22197, AENJA_21343
OG0006305	NEMVE22239	AENJA_21522
OG0006306	NEMVE07331	AENJA_21664
OG0006307	NEMVE23833	AENJA_21672, AENJA_24271
OG0006308	NEMVE14134	AENJA_21750
OG0006309	NEMVE14028	AENJA_21854
OG0006310	NEMVE09818	AENJA_21860, AENJA_21859
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	AENJA_21861
OG0006312	NEMVE18372	AENJA_21921
OG0006313	NEMVE22686	AENJA_21937
OG0006314	NEMVE24333, NEMVE21005	AENJA_22087
OG0006315	NEMVE15833	AENJA_22252
OG0006316	NEMVE09340, NEMVE20670, NEMVE03501	AENJA_22338
OG0006317	NEMVE22179, NEMVE24570	AENJA_22566
OG0006318	NEMVE07253	AENJA_22571
OG0006319	NEMVE06270	AENJA_22630
OG0006320	NEMVE02287	AENJA_22758
OG0006321	NEMVE11987	AENJA_22824
OG0006322	NEMVE11564, NEMVE20664	AENJA_22831
OG0006323	NEMVE24425	AENJA_22914
OG0006325	NEMVE12445, NEMVE02974	AENJA_22933
OG0006326	NEMVE15759	AENJA_22955
OG0006327	NEMVE24917	AENJA_22981
OG0006329	NEMVE21689	AENJA_23040
OG0006330	NEMVE14456	AENJA_23067
OG0006331	NEMVE13643	AENJA_23112
OG0006332	NEMVE08037	AENJA_23127
OG0006334	NEMVE13329	AENJA_23288
OG0006335	NEMVE23896	AENJA_23454
OG0006336	NEMVE24651	AENJA_23469
OG0006337	NEMVE14196	AENJA_23475
OG0006338	NEMVE24080	AENJA_23490
OG0006339	NEMVE23824	AENJA_23637, AENJA_24037
OG0006340	NEMVE10948	AENJA_23711
OG0006341	NEMVE12553, NEMVE14094	AENJA_23741, AENJA_25917
OG0006343	NEMVE25328	AENJA_23930
OG0006344	NEMVE22317	AENJA_23992
OG0006345	NEMVE21962	AENJA_24082, AENJA_24083
OG0006347	NEMVE21968	AENJA_24626
OG0006348	NEMVE23591, NEMVE26005, NEMVE16247	AENJA_24680
OG0006349	NEMVE06197	AENJA_25019
OG0006350	NEMVE14391	AENJA_25064
OG0006352	NEMVE14684	AENJA_25150
OG0006353	NEMVE13981, NEMVE21258	AENJA_25212
OG0006354	NEMVE13631	AENJA_25512
OG0006355	NEMVE20104, NEMVE11281, NEMVE04679	AENJA_25525
OG0006356	NEMVE09654	AENJA_25547
OG0006357	NEMVE24732	AENJA_25611
OG0006358	NEMVE22790	AENJA_25645
OG0006359	NEMVE21463, NEMVE10116	AENJA_25669
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	AENJA_25814
OG0006361	NEMVE24246	AENJA_25897
OG0006362	NEMVE15117	AENJA_25951
OG0006363	NEMVE09625	AENJA_26238
OG0006364	NEMVE05230, NEMVE00679	AENJA_26381
OG0006365	NEMVE21950	AENJA_26404
OG0006366	NEMVE11264	AENJA_26566
OG0006442	NEMVE04542, NEMVE04555	AENJA_00020
OG0006443	NEMVE24139	AENJA_00055
OG0006447	NEMVE14227	AENJA_00097
OG0006448	NEMVE14631	AENJA_00147
OG0006449	NEMVE14465	AENJA_00161
OG0006452	NEMVE22045	AENJA_00377
OG0006454	NEMVE01525	AENJA_00458
OG0006455	NEMVE18944	AENJA_08151
OG0006456	NEMVE14689	AENJA_18569, AENJA_00534
OG0006457	NEMVE02219	AENJA_00607, AENJA_13698
OG0006458	NEMVE23830	AENJA_00698
OG0006459	NEMVE15405	AENJA_00708
OG0006460	NEMVE05063	AENJA_00719
OG0006461	NEMVE25171	AENJA_00796
OG0006462	NEMVE13915	AENJA_00971
OG0006463	NEMVE06047	AENJA_00994
OG0006464	NEMVE13731	AENJA_01149
OG0006467	NEMVE22709	AENJA_05912
OG0006468	NEMVE22441, NEMVE22470	AENJA_01370, AENJA_01371
OG0006469	NEMVE10571	AENJA_01523
OG0006470	NEMVE04834	AENJA_01586
OG0006472	NEMVE04638	AENJA_01675
OG0006474	NEMVE04607	AENJA_01839
OG0006475	NEMVE13355	AENJA_02093
OG0006476	NEMVE13672	AENJA_02142
OG0006478	NEMVE08604	AENJA_02289
OG0006479	NEMVE25506	AENJA_02378
OG0006480	NEMVE14859	AENJA_02386
OG0006481	NEMVE14750	AENJA_02402
OG0006482	NEMVE03006	AENJA_19144, AENJA_02493
OG0006483	NEMVE17969	AENJA_02646
OG0006484	NEMVE08744, NEMVE00650	AENJA_08102, AENJA_02795, AENJA_02793, AENJA_08107, AENJA_08103, AENJA_08101
OG0006485	NEMVE22268	AENJA_02849
OG0006486	NEMVE14560	AENJA_02954
OG0006487	NEMVE07085	AENJA_02956
OG0006488	NEMVE02068	AENJA_03064
OG0006490	NEMVE14501	AENJA_03091
OG0006491	NEMVE05407	AENJA_03152
OG0006493	NEMVE19349	AENJA_03180
OG0006494	NEMVE14035	AENJA_20315, AENJA_03322
OG0006496	NEMVE00019	AENJA_03702
OG0006497	NEMVE24844	AENJA_03829
OG0006498	NEMVE14543	AENJA_03890
OG0006500	NEMVE07205	AENJA_04169
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	AENJA_04172
OG0006502	NEMVE23114	AENJA_04209
OG0006503	NEMVE13506	AENJA_04398
OG0006504	NEMVE14016	AENJA_16898, AENJA_04416
OG0006505	NEMVE14629	AENJA_04476
OG0006506	NEMVE14719	AENJA_04631
OG0006507	NEMVE00425, NEMVE01835	AENJA_04788
OG0006508	NEMVE08993, NEMVE21341	AENJA_04922, AENJA_05266
OG0006509	NEMVE24726	AENJA_04936
OG0006510	NEMVE15703	AENJA_04994
OG0006511	NEMVE14251	AENJA_05001
OG0006512	NEMVE22978	AENJA_05769, AENJA_05293
OG0006513	NEMVE15730	AENJA_05398
OG0006514	NEMVE21783	AENJA_21274, AENJA_05458
OG0006515	NEMVE04937	AENJA_05502
OG0006516	NEMVE06592	AENJA_05505
OG0006517	NEMVE18893, NEMVE20520	AENJA_05578
OG0006518	NEMVE13789	AENJA_05643
OG0006519	NEMVE13465	AENJA_05867
OG0006520	NEMVE22333	AENJA_06121
OG0006522	NEMVE06557, NEMVE20051	AENJA_06377
OG0006523	NEMVE25529	AENJA_06540
OG0006524	NEMVE24587, NEMVE06481	AENJA_06594
OG0006525	NEMVE22491	AENJA_06860, AENJA_17669
OG0006526	NEMVE14152	AENJA_07051
OG0006527	NEMVE08764	AENJA_07056
OG0006528	NEMVE22210	AENJA_07246
OG0006529	NEMVE03722, NEMVE16536, NEMVE16719, NEMVE17851, NEMVE18029	AENJA_07267
OG0006529	NEMVE16878, NEMVE15941, NEMVE18661, NEMVE18374, NEMVE21326, NEMVE15175, NEMVE16608, NEMVE16735, NEMVE15902, NEMVE20766, NEMVE12113, NEMVE06277, NEMVE16673, NEMVE08267, NEMVE20223, NEMVE17703, NEMVE19344	AENJA_10729
OG0006530	NEMVE02091	AENJA_07598
OG0006532	NEMVE08321	AENJA_07693
OG0006533	NEMVE04409	AENJA_07742
OG0006534	NEMVE19297	AENJA_07783
OG0006535	NEMVE06896	AENJA_07888
OG0006535	NEMVE20581	AENJA_07886
OG0006536	NEMVE17923	AENJA_07956
OG0006537	NEMVE03134, NEMVE02559	AENJA_07985
OG0006538	NEMVE23417	AENJA_08050
OG0006540	NEMVE14709	AENJA_08316
OG0006541	NEMVE16807	AENJA_08362
OG0006542	NEMVE14992, NEMVE10018	AENJA_08392
OG0006543	NEMVE14466, NEMVE04354	AENJA_15795, AENJA_08614
OG0006544	NEMVE14328	AENJA_08630
OG0006545	NEMVE18966	AENJA_08841
OG0006546	NEMVE05077	AENJA_08937, AENJA_22524
OG0006547	NEMVE14179	AENJA_08999
OG0006548	NEMVE03418, NEMVE21513	AENJA_09104, AENJA_09103
OG0006549	NEMVE14235, NEMVE01817	AENJA_09178
OG0006550	NEMVE08614	AENJA_09213
OG0006551	NEMVE18896	AENJA_09272
OG0006552	NEMVE14982	AENJA_09303
OG0006553	NEMVE08520	AENJA_09463
OG0006554	NEMVE11077	AENJA_09668
OG0006555	NEMVE16609	AENJA_09715
OG0006556	NEMVE14156	AENJA_09923
OG0006557	NEMVE13737	AENJA_09970
OG0006558	NEMVE20402, NEMVE18825	AENJA_17742
OG0006558	NEMVE18072, NEMVE18176	AENJA_10006, AENJA_12958
OG0006559	NEMVE21703	AENJA_10109
OG0006560	NEMVE18516	AENJA_10117
OG0006561	NEMVE13352	AENJA_10164
OG0006562	NEMVE14938	AENJA_10204
OG0006563	NEMVE13142	AENJA_10372
OG0006564	NEMVE13427	AENJA_10383
OG0006565	NEMVE11088	AENJA_10416
OG0006566	NEMVE18626	AENJA_10456
OG0006567	NEMVE23190	AENJA_10471, AENJA_14106
OG0006568	NEMVE19392, NEMVE19291	AENJA_10472
OG0006569	NEMVE17890	AENJA_10690
OG0006570	NEMVE14036	AENJA_10767
OG0006571	NEMVE19259	AENJA_10794
OG0006572	NEMVE16268	AENJA_10980
OG0006573	NEMVE24473	AENJA_11033
OG0006574	NEMVE18114	AENJA_11193
OG0006575	NEMVE17612	AENJA_11220
OG0006576	NEMVE17507	AENJA_11248
OG0006577	NEMVE17589	AENJA_23377, AENJA_11258
OG0006578	NEMVE14360	AENJA_11264
OG0006580	NEMVE13359	AENJA_11583
OG0006581	NEMVE04969	AENJA_11836
OG0006583	NEMVE06578	AENJA_26093, AENJA_16765, AENJA_12483
OG0006584	NEMVE13873	AENJA_12500
OG0006585	NEMVE07777, NEMVE12311	AENJA_12538
OG0006586	NEMVE02913, NEMVE05314	AENJA_12567
OG0006587	NEMVE23322	AENJA_12821
OG0006588	NEMVE02714, NEMVE13440, NEMVE13441	AENJA_12912
OG0006589	NEMVE08161	AENJA_12916
OG0006590	NEMVE05361	AENJA_12964
OG0006591	NEMVE14253	AENJA_13044
OG0006592	NEMVE02392	AENJA_13142
OG0006593	NEMVE12550	AENJA_13291
OG0006594	NEMVE14133	AENJA_13414
OG0006595	NEMVE14900	AENJA_13536
OG0006596	NEMVE21882	AENJA_13622
OG0006597	NEMVE08474, NEMVE00517	AENJA_13689
OG0006598	NEMVE20869, NEMVE13702	AENJA_13737
OG0006600	NEMVE09809	AENJA_13874
OG0006601	NEMVE23851	AENJA_14018
OG0006602	NEMVE22737	AENJA_14087
OG0006603	NEMVE13346	AENJA_14155
OG0006604	NEMVE25234	AENJA_14442
OG0006605	NEMVE14469	AENJA_14456
OG0006606	NEMVE08978	AENJA_14515
OG0006607	NEMVE07507	AENJA_14537
OG0006608	NEMVE25300, NEMVE11908	AENJA_14551
OG0006609	NEMVE01863	AENJA_14599
OG0006610	NEMVE05164	AENJA_14663
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	AENJA_14698
OG0006612	NEMVE25494	AENJA_14752
OG0006613	NEMVE23363	AENJA_14809
OG0006614	NEMVE04847	AENJA_14867
OG0006615	NEMVE08793	AENJA_14938
OG0006616	NEMVE20547, NEMVE13459	AENJA_14986
OG0006618	NEMVE09184	AENJA_15455
OG0006619	NEMVE24711	AENJA_15520
OG0006621	NEMVE02138	AENJA_15590
OG0006622	NEMVE14827	AENJA_15726
OG0006623	NEMVE12206, NEMVE10717	AENJA_15760
OG0006624	NEMVE05837	AENJA_15910
OG0006625	NEMVE16423	AENJA_15915
OG0006626	NEMVE13430	AENJA_15948
OG0006627	NEMVE24706, NEMVE17757	AENJA_16100, AENJA_16099
OG0006628	NEMVE05340	AENJA_16181
OG0006630	NEMVE14529	AENJA_16229
OG0006631	NEMVE21598, NEMVE22840	AENJA_16356
OG0006633	NEMVE10562	AENJA_16566
OG0006636	NEMVE02023	AENJA_16904
OG0006637	NEMVE09116	AENJA_16936
OG0006638	NEMVE10130	AENJA_17173
OG0006639	NEMVE14232	AENJA_17226
OG0006640	NEMVE12612, NEMVE12487	AENJA_17469
OG0006640	NEMVE16586	AENJA_17468
OG0006641	NEMVE23007	AENJA_17771
OG0006642	NEMVE24819, NEMVE00921	AENJA_17957
OG0006644	NEMVE09006	AENJA_18104, AENJA_18105
OG0006645	NEMVE09395	AENJA_18153
OG0006646	NEMVE12960	AENJA_18164
OG0006647	NEMVE14917	AENJA_18241
OG0006648	NEMVE20212	AENJA_18295
OG0006649	NEMVE20949	AENJA_18466
OG0006651	NEMVE24687	AENJA_18736
OG0006652	NEMVE08952	AENJA_18766
OG0006654	NEMVE00967, NEMVE02443	AENJA_18933
OG0006655	NEMVE21990	AENJA_18965
OG0006656	NEMVE22874	AENJA_19052
OG0006657	NEMVE07568	AENJA_19172
OG0006658	NEMVE08447, NEMVE14700	AENJA_19247
OG0006659	NEMVE14197	AENJA_19263
OG0006660	NEMVE24206	AENJA_19330
OG0006661	NEMVE20209	AENJA_19414
OG0006662	NEMVE14723	AENJA_19418
OG0006663	NEMVE25118	AENJA_19913
OG0006664	NEMVE00897	AENJA_20021
OG0006666	NEMVE15097	AENJA_20282
OG0006667	NEMVE14509	AENJA_20411
OG0006668	NEMVE13784	AENJA_20635
OG0006669	NEMVE01621, NEMVE12149	AENJA_20657
OG0006670	NEMVE14438	AENJA_20698
OG0006671	NEMVE22584	AENJA_23400
OG0006672	NEMVE07938	AENJA_20943
OG0006673	NEMVE13899	AENJA_21048
OG0006674	NEMVE22962, NEMVE20781	AENJA_21094
OG0006675	NEMVE04979	AENJA_21328
OG0006676	NEMVE15782	AENJA_21402
OG0006677	NEMVE22635	AENJA_21488
OG0006678	NEMVE15058	AENJA_21492
OG0006679	NEMVE22315, NEMVE15890	AENJA_21515
OG0006681	NEMVE24851	AENJA_21662
OG0006682	NEMVE06762, NEMVE23914	AENJA_21769
OG0006683	NEMVE16605	AENJA_21886
OG0006684	NEMVE17767	AENJA_21920
OG0006686	NEMVE25052	AENJA_21966
OG0006687	NEMVE14655	AENJA_22023, AENJA_24383
OG0006688	NEMVE02085	AENJA_22121
OG0006689	NEMVE24146, NEMVE12853	AENJA_22172
OG0006690	NEMVE23260	AENJA_22269
OG0006691	NEMVE14331	AENJA_22370, AENJA_22371
OG0006692	NEMVE14555	AENJA_22551
OG0006693	NEMVE15971	AENJA_22852
OG0006694	NEMVE06376	AENJA_22901
OG0006695	NEMVE19387	AENJA_23014
OG0006696	NEMVE22693	AENJA_23027
OG0006697	NEMVE13214	AENJA_23078
OG0006698	NEMVE24243	AENJA_23158
OG0006699	NEMVE17955	AENJA_23190
OG0006700	NEMVE14095	AENJA_23253
OG0006701	NEMVE16975	AENJA_23318
OG0006702	NEMVE14025	AENJA_23319
OG0006703	NEMVE06399	AENJA_23320
OG0006704	NEMVE09753	AENJA_23386
OG0006706	NEMVE08399	AENJA_23532
OG0006707	NEMVE18156, NEMVE12324	AENJA_23660
OG0006708	NEMVE23781	AENJA_23725
OG0006709	NEMVE06920	AENJA_23753
OG0006710	NEMVE10954	AENJA_23788
OG0006711	NEMVE11839	AENJA_23790
OG0006712	NEMVE05787	AENJA_24048
OG0006713	NEMVE06582	AENJA_24077
OG0006714	NEMVE13528	AENJA_24177
OG0006715	NEMVE23580	AENJA_24364
OG0006716	NEMVE16253	AENJA_24408
OG0006717	NEMVE17875	AENJA_24478
OG0006718	NEMVE09098	AENJA_24834
OG0006719	NEMVE25006	AENJA_24866
OG0006720	NEMVE13949	AENJA_24982
OG0006721	NEMVE24868	AENJA_25013
OG0006722	NEMVE22551	AENJA_25021
OG0006723	NEMVE13754	AENJA_25106
OG0006724	NEMVE17764, NEMVE10359	AENJA_25107
OG0006725	NEMVE05867	AENJA_25269
OG0006726	NEMVE06858	AENJA_25361
OG0006727	NEMVE14653	AENJA_25527
OG0006728	NEMVE16075	AENJA_25577
OG0006729	NEMVE17861	AENJA_25600
OG0006730	NEMVE16598	AENJA_25804
OG0006731	NEMVE22494	AENJA_25830
OG0006732	NEMVE14487	AENJA_25873
OG0006733	NEMVE15467	AENJA_25909
OG0006734	NEMVE14116	AENJA_25913
OG0006735	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806	AENJA_25987
OG0006736	NEMVE24623	AENJA_26061
OG0006737	NEMVE09025	AENJA_26062
OG0006738	NEMVE17102	AENJA_26156
OG0006739	NEMVE00721	AENJA_26247
OG0006740	NEMVE17377, NEMVE12915	AENJA_26597
OG0006741	NEMVE13385	AENJA_26632
OG0006742	NEMVE25399	AENJA_26658
OG0006826	NEMVE13284	AENJA_00120
OG0006827	NEMVE02172	AENJA_00301, AENJA_11922
OG0006828	NEMVE07879	AENJA_00320
OG0006829	NEMVE13112	AENJA_26235, AENJA_00398
OG0006830	NEMVE08915	AENJA_00399
OG0006831	NEMVE24859	AENJA_00400
OG0006832	NEMVE22982	AENJA_00488
OG0006833	NEMVE24233	AENJA_00518
OG0006834	NEMVE24261	AENJA_00545
OG0006835	NEMVE16968	AENJA_00594
OG0006835	NEMVE07248	AENJA_00593
OG0006837	NEMVE23801, NEMVE25442	AENJA_00699
OG0006838	NEMVE13721	AENJA_07404, AENJA_01046
OG0006842	NEMVE22104, NEMVE04435	AENJA_01166
OG0006843	NEMVE13226	AENJA_01195
OG0006844	NEMVE13224	AENJA_01201
OG0006845	NEMVE17371	AENJA_01223
OG0006846	NEMVE24794	AENJA_01258
OG0006847	NEMVE13304	AENJA_01266
OG0006848	NEMVE16167	AENJA_01367
OG0006849	NEMVE22050	AENJA_01449
OG0006850	NEMVE06805	AENJA_01611, AENJA_09638
OG0006851	NEMVE25124	AENJA_01650
OG0006853	NEMVE23764	AENJA_01775, AENJA_26577
OG0006856	NEMVE09221	AENJA_02009
OG0006857	NEMVE25407	AENJA_02010
OG0006858	NEMVE23450	AENJA_02107
OG0006860	NEMVE18531, NEMVE21944	AENJA_02208
OG0006861	NEMVE07486	AENJA_02330
OG0006861	NEMVE20619, NEMVE17024	AENJA_02328
OG0006862	NEMVE23812	AENJA_02464, AENJA_02470
OG0006863	NEMVE15515	AENJA_17740, AENJA_02587
OG0006864	NEMVE08355	AENJA_02623
OG0006865	NEMVE25822	AENJA_02658
OG0006866	NEMVE08860	AENJA_02755
OG0006867	NEMVE14363	AENJA_02777
OG0006869	NEMVE16212, NEMVE00422	AENJA_02815
OG0006871	NEMVE04605, NEMVE09898	AENJA_03164, AENJA_23051, AENJA_23057, AENJA_10645, AENJA_03165
OG0006873	NEMVE01547	AENJA_03258
OG0006875	NEMVE25510	AENJA_03390
OG0006876	NEMVE02088	AENJA_23472
OG0006877	NEMVE14455	AENJA_03567
OG0006878	NEMVE07083	AENJA_03646
OG0006880	NEMVE06819	AENJA_03927
OG0006881	NEMVE07356	AENJA_03938
OG0006882	NEMVE15924	AENJA_03982
OG0006883	NEMVE02647	AENJA_03999
OG0006884	NEMVE08457	AENJA_04002
OG0006885	NEMVE22646	AENJA_04224
OG0006886	NEMVE21731	AENJA_04283
OG0006887	NEMVE06955	AENJA_04451
OG0006888	NEMVE13701, NEMVE21293	AENJA_04455, AENJA_16366
OG0006889	NEMVE13933	AENJA_04547
OG0006890	NEMVE05014	AENJA_04581
OG0006891	NEMVE04359	AENJA_04660
OG0006892	NEMVE20580	AENJA_04736
OG0006893	NEMVE17795	AENJA_04839
OG0006894	NEMVE06286, NEMVE11857	AENJA_04847
OG0006895	NEMVE06846, NEMVE12809	AENJA_05148
OG0006896	NEMVE22792	AENJA_05202
OG0006897	NEMVE10415	AENJA_05372
OG0006898	NEMVE19257	AENJA_05379
OG0006899	NEMVE06869	AENJA_05621
OG0006900	NEMVE01654	AENJA_05663
OG0006901	NEMVE14333	AENJA_05820
OG0006902	NEMVE18593, NEMVE20461	AENJA_05960
OG0006904	NEMVE14542	AENJA_06127
OG0006905	NEMVE07398	AENJA_06173
OG0006906	NEMVE13236	AENJA_06221
OG0006907	NEMVE24857	AENJA_06242
OG0006908	NEMVE26000	AENJA_06381
OG0006909	NEMVE07072	AENJA_06589
OG0006911	NEMVE19816	AENJA_06830
OG0006912	NEMVE18786	AENJA_16892
OG0006912	NEMVE18787	AENJA_06887
OG0006914	NEMVE06049	AENJA_06926
OG0006915	NEMVE09886	AENJA_07017
OG0006916	NEMVE23817	AENJA_07034
OG0006917	NEMVE08132	AENJA_07239
OG0006918	NEMVE15078	AENJA_07427
OG0006921	NEMVE24812	AENJA_07572
OG0006922	NEMVE16294, NEMVE15894	AENJA_07575
OG0006923	NEMVE13295	AENJA_07625
OG0006924	NEMVE01464	AENJA_07755
OG0006925	NEMVE13382, NEMVE02521	AENJA_07849
OG0006926	NEMVE23407	AENJA_07851
OG0006927	NEMVE24367	AENJA_07880
OG0006928	NEMVE09166	AENJA_07919
OG0006929	NEMVE08440	AENJA_08001
OG0006930	NEMVE25703, NEMVE25702	AENJA_25953, AENJA_08036, AENJA_25950
OG0006931	NEMVE13787	AENJA_08049
OG0006932	NEMVE05137	AENJA_08083
OG0006933	NEMVE15767, NEMVE24845	AENJA_08100, AENJA_22723, AENJA_22727
OG0006934	NEMVE24344	AENJA_08104
OG0006935	NEMVE13070	AENJA_08143
OG0006936	NEMVE03459, NEMVE10607	AENJA_08149
OG0006937	NEMVE21757	AENJA_08252
OG0006938	NEMVE06983	AENJA_25925, AENJA_08279
OG0006940	NEMVE13137	AENJA_08348
OG0006941	NEMVE04949	AENJA_08383, AENJA_11105
OG0006942	NEMVE13642	AENJA_08411
OG0006943	NEMVE05334	AENJA_08418
OG0006944	NEMVE06196	AENJA_08469
OG0006945	NEMVE08899	AENJA_08489
OG0006946	NEMVE14167	AENJA_08651
OG0006947	NEMVE05807	AENJA_08826
OG0006948	NEMVE13841, NEMVE20539	AENJA_08864
OG0006949	NEMVE22705	AENJA_08970
OG0006950	NEMVE16672	AENJA_09183
OG0006951	NEMVE22939	AENJA_09267
OG0006952	NEMVE05912	AENJA_09338
OG0006953	NEMVE17873	AENJA_09368
OG0006954	NEMVE22116	AENJA_09387
OG0006955	NEMVE06612	AENJA_09421
OG0006957	NEMVE04985	AENJA_09490
OG0006959	NEMVE12151	AENJA_09576
OG0006960	NEMVE13244	AENJA_09586
OG0006961	NEMVE16865, NEMVE21638	AENJA_14805, AENJA_09748
OG0006962	NEMVE14216	AENJA_09772
OG0006963	NEMVE16834	AENJA_17268, AENJA_09785, AENJA_17924
OG0006963	NEMVE18050	AENJA_09786
OG0006964	NEMVE09836	AENJA_09897
OG0006965	NEMVE21735, NEMVE20767	AENJA_09992
OG0006966	NEMVE24481	AENJA_10045
OG0006967	NEMVE19421	AENJA_10081
OG0006968	NEMVE00056	AENJA_10127
OG0006969	NEMVE15089	AENJA_10132
OG0006970	NEMVE23188	AENJA_10289
OG0006971	NEMVE23702, NEMVE20470	AENJA_10382
OG0006972	NEMVE13779	AENJA_10603
OG0006973	NEMVE21823	AENJA_10893
OG0006975	NEMVE13294	AENJA_11111
OG0006976	NEMVE05707	AENJA_11156
OG0006977	NEMVE15122	AENJA_11169
OG0006978	NEMVE08429, NEMVE20677	AENJA_11351
OG0006979	NEMVE07666	AENJA_11435
OG0006980	NEMVE14898	AENJA_11690, AENJA_11689
OG0006981	NEMVE02175	AENJA_11704
OG0006982	NEMVE06872	AENJA_11710
OG0006983	NEMVE25267	AENJA_11791
OG0006985	NEMVE04709	AENJA_12194
OG0006988	NEMVE05095	AENJA_12529
OG0006989	NEMVE14102	AENJA_12558
OG0006990	NEMVE23992	AENJA_12603
OG0006991	NEMVE25869	AENJA_12675
OG0006992	NEMVE06904	AENJA_16070
OG0006993	NEMVE25888	AENJA_12848
OG0006994	NEMVE06963	AENJA_12854
OG0006995	NEMVE10340	AENJA_12859
OG0006996	NEMVE23296	AENJA_12897
OG0006997	NEMVE23283	AENJA_12913
OG0006999	NEMVE22370, NEMVE03933	AENJA_12940
OG0007000	NEMVE24962	AENJA_13108
OG0007001	NEMVE01106, NEMVE12371	AENJA_13134
OG0007002	NEMVE25316	AENJA_13189
OG0007003	NEMVE18273	AENJA_13349
OG0007004	NEMVE25041	AENJA_13352
OG0007005	NEMVE06529	AENJA_13425
OG0007006	NEMVE25078, NEMVE07178	AENJA_13467
OG0007007	NEMVE06743	AENJA_13468
OG0007008	NEMVE08423	AENJA_25860, AENJA_13633
OG0007009	NEMVE17080	AENJA_13674
OG0007010	NEMVE07154	AENJA_13687
OG0007011	NEMVE14439	AENJA_13688
OG0007012	NEMVE08741	AENJA_13835
OG0007013	NEMVE23027, NEMVE20235	AENJA_13842
OG0007014	NEMVE07869	AENJA_13912
OG0007015	NEMVE01530	AENJA_13940
OG0007016	NEMVE14954	AENJA_14164
OG0007017	NEMVE09597	AENJA_14235
OG0007019	NEMVE19601	AENJA_14311
OG0007020	NEMVE13872	AENJA_14431
OG0007021	NEMVE19842, NEMVE16021	AENJA_14523
OG0007022	NEMVE13989	AENJA_15952, AENJA_14634
OG0007023	NEMVE19206	AENJA_14641
OG0007024	NEMVE22348	AENJA_14840
OG0007025	NEMVE24902	AENJA_14969
OG0007026	NEMVE10600	AENJA_15107
OG0007027	NEMVE14622	AENJA_15130
OG0007028	NEMVE14345	AENJA_15287
OG0007029	NEMVE14776	AENJA_15661
OG0007030	NEMVE25363	AENJA_15706
OG0007031	NEMVE10005	AENJA_15746
OG0007032	NEMVE08495	AENJA_15768
OG0007033	NEMVE13356	AENJA_15780
OG0007034	NEMVE13497	AENJA_15916
