Orthogroup	NEMVE	ORYLA
OG0006725	NEMVE05867	ORYLA13855
OG0006726	NEMVE06858	ORYLA18866
OG0006727	NEMVE14653	ORYLA11933
OG0006728	NEMVE16075	ORYLA05670
OG0006729	NEMVE17861	ORYLA17444
OG0006730	NEMVE16598	ORYLA15663
OG0006731	NEMVE22494	ORYLA05562
OG0006732	NEMVE14487	ORYLA18287
OG0006733	NEMVE15467	ORYLA01038
OG0006734	NEMVE14116	ORYLA19310
OG0006735	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806	ORYLA14353
OG0006737	NEMVE09025	ORYLA08275
OG0006738	NEMVE17102	ORYLA19668
OG0006739	NEMVE00721	ORYLA19509
OG0006741	NEMVE13385	ORYLA14536
OG0006742	NEMVE25399	ORYLA01030, ORYLA00302
OG0006743	NEMVE16849	ORYLA15287
OG0006745	NEMVE24739	ORYLA13304
OG0006749	NEMVE24563	ORYLA16853
OG0006750	NEMVE25037	ORYLA11676
OG0006752	NEMVE20853, NEMVE23516	ORYLA04133
OG0006753	NEMVE10471	ORYLA10479
OG0006754	NEMVE23232	ORYLA05668, ORYLA19170
OG0006755	NEMVE22112	ORYLA08778
OG0006756	NEMVE02436	ORYLA08007
OG0006757	NEMVE06921	ORYLA05170
OG0006759	NEMVE13478	ORYLA11258
OG0006760	NEMVE21302, NEMVE15995	ORYLA13106, ORYLA13107
OG0006762	NEMVE08950	ORYLA08143, ORYLA05165
OG0006764	NEMVE18314, NEMVE06948	ORYLA01520
OG0006765	NEMVE11490	ORYLA12661
OG0006766	NEMVE03175	ORYLA04462
OG0006768	NEMVE18868, NEMVE25762	ORYLA05533
OG0006770	NEMVE23535	ORYLA12620
OG0006772	NEMVE25240	ORYLA00394
OG0006774	NEMVE16002	ORYLA06740
OG0006775	NEMVE15139	ORYLA07771
OG0006776	NEMVE15379	ORYLA16494
OG0006777	NEMVE10884	ORYLA12364
OG0006780	NEMVE06625	ORYLA10161
OG0006787	NEMVE09873, NEMVE15414	ORYLA05621, ORYLA05622, ORYLA08245
OG0006791	NEMVE14989	ORYLA01324
OG0006826	NEMVE13284	ORYLA07190
OG0006827	NEMVE02172	ORYLA19112
OG0006828	NEMVE07879	ORYLA19553
OG0006829	NEMVE13112	ORYLA20486
OG0006830	NEMVE08915	ORYLA04099
OG0006831	NEMVE24859	ORYLA05295
OG0006832	NEMVE22982	ORYLA10081
OG0006833	NEMVE24233	ORYLA12166
OG0006837	NEMVE23801, NEMVE25442	ORYLA03273
OG0006838	NEMVE13721	ORYLA16929
OG0006842	NEMVE22104, NEMVE04435	ORYLA00868
OG0006843	NEMVE13226	ORYLA18591
OG0006844	NEMVE13224	ORYLA12172
OG0006845	NEMVE17371	ORYLA04346
OG0006846	NEMVE24794	ORYLA10163
OG0006848	NEMVE16167	ORYLA03872
OG0006849	NEMVE22050	ORYLA04862
OG0006850	NEMVE06805	ORYLA00398, ORYLA00397
OG0006851	NEMVE25124	ORYLA08359
OG0006853	NEMVE23764	ORYLA19226
OG0006856	NEMVE09221	ORYLA07978
OG0006857	NEMVE25407	ORYLA09522
OG0006860	NEMVE18531	ORYLA12394
OG0006861	NEMVE20619, NEMVE17024	ORYLA10051
OG0006862	NEMVE23812	ORYLA10430
OG0006863	NEMVE15515	ORYLA09121
OG0006864	NEMVE08355	ORYLA16704, ORYLA00881
OG0006865	NEMVE25822	ORYLA08635
OG0006866	NEMVE08860	ORYLA06893, ORYLA16133
OG0006869	NEMVE16212, NEMVE00422	ORYLA15879
OG0006871	NEMVE04605, NEMVE09898	ORYLA13504
OG0006873	NEMVE01547	ORYLA17413
OG0006875	NEMVE25510	ORYLA04531
OG0006876	NEMVE02088	ORYLA13231
OG0006877	NEMVE14455	ORYLA14665
OG0006878	NEMVE07083	ORYLA06366
OG0006880	NEMVE06819	ORYLA14486
OG0006881	NEMVE07356	ORYLA03213
OG0006882	NEMVE15924	ORYLA12470
OG0006886	NEMVE21731	ORYLA01362
OG0006887	NEMVE06955	ORYLA18327
OG0006888	NEMVE13701, NEMVE21293	ORYLA13676
OG0006889	NEMVE13933	ORYLA15285
OG0006890	NEMVE05014	ORYLA05057
OG0006891	NEMVE04359	ORYLA12282
OG0006892	NEMVE24012, NEMVE20580	ORYLA18584
OG0006893	NEMVE17795	ORYLA00800
OG0006894	NEMVE06286, NEMVE11857	ORYLA19918
OG0006895	NEMVE06846, NEMVE12809	ORYLA08207
OG0006896	NEMVE22792	ORYLA07408
OG0006897	NEMVE10415	ORYLA17654
OG0006898	NEMVE19257	ORYLA15253
OG0006899	NEMVE06869	ORYLA01888, ORYLA07590
OG0006900	NEMVE01654	ORYLA10711
OG0006901	NEMVE14333	ORYLA19363
OG0006904	NEMVE14542	ORYLA10752
OG0006905	NEMVE07398	ORYLA14337
OG0006906	NEMVE13236	ORYLA04358
OG0006907	NEMVE24857	ORYLA11869
OG0006908	NEMVE17575	ORYLA04532
OG0006909	NEMVE07072	ORYLA20226
OG0006911	NEMVE19816	ORYLA01075
OG0006912	NEMVE18786	ORYLA13590
OG0006914	NEMVE06049	ORYLA19783
OG0006917	NEMVE08132	ORYLA18342
OG0006918	NEMVE15078	ORYLA05445
OG0006923	NEMVE13295	ORYLA02242
OG0006924	NEMVE01464	ORYLA19320
OG0006925	NEMVE13382, NEMVE02521	ORYLA10136
OG0006926	NEMVE23407	ORYLA02117
OG0006927	NEMVE24367	ORYLA06863
OG0006929	NEMVE08440	ORYLA05323
OG0006930	NEMVE25703, NEMVE25702	ORYLA17500, ORYLA17499
OG0006931	NEMVE13787	ORYLA11673
OG0006932	NEMVE05137	ORYLA16938
OG0006934	NEMVE24344	ORYLA09930
OG0006935	NEMVE13070	ORYLA10774
OG0006936	NEMVE03459, NEMVE10607	ORYLA12502
OG0006937	NEMVE21757	ORYLA09224
OG0006938	NEMVE06983	ORYLA13900
OG0006940	NEMVE13137	ORYLA07819
OG0006942	NEMVE13642	ORYLA01085
OG0006943	NEMVE05334	ORYLA11269
OG0006944	NEMVE06196	ORYLA18190, ORYLA15875
OG0006945	NEMVE08899	ORYLA19364
OG0006946	NEMVE14167	ORYLA02739
OG0006948	NEMVE13841, NEMVE20539	ORYLA05268
OG0006949	NEMVE22705	ORYLA14891
OG0006951	NEMVE22939	ORYLA01790
OG0006952	NEMVE05912	ORYLA02149
OG0006953	NEMVE17873	ORYLA04011
OG0006954	NEMVE22116	ORYLA10656
OG0006955	NEMVE06612	ORYLA11271
OG0006957	NEMVE04985	ORYLA01524
OG0006959	NEMVE12151	ORYLA07529
OG0006960	NEMVE13244	ORYLA20075
OG0006962	NEMVE14216	ORYLA14243
OG0006964	NEMVE09836	ORYLA06047
OG0006967	NEMVE19421	ORYLA07736
OG0006968	NEMVE00056	ORYLA07011
OG0006969	NEMVE15089	ORYLA00904
OG0006970	NEMVE23188	ORYLA01120
OG0006971	NEMVE23702, NEMVE20470	ORYLA17898
OG0006972	NEMVE13779	ORYLA15222
OG0006973	NEMVE21823	ORYLA11601
OG0006975	NEMVE13294	ORYLA05959
OG0006976	NEMVE05707	ORYLA11643
OG0006977	NEMVE15122	ORYLA14070
OG0006978	NEMVE08429, NEMVE20677	ORYLA17389
OG0006979	NEMVE07666	ORYLA18967
OG0006980	NEMVE14898	ORYLA18420, ORYLA18419
OG0006981	NEMVE02175	ORYLA15231
OG0006982	NEMVE06872	ORYLA08562, ORYLA08563
OG0006983	NEMVE25267	ORYLA15643
OG0006988	NEMVE05095	ORYLA16944
OG0006989	NEMVE14102	ORYLA09680
OG0006990	NEMVE23992	ORYLA12859
OG0006991	NEMVE25869	ORYLA19862
OG0006992	NEMVE06904	ORYLA07859, ORYLA07860
OG0006993	NEMVE25888	ORYLA03063
OG0006994	NEMVE06963	ORYLA19038
OG0006995	NEMVE10340	ORYLA01996
OG0006996	NEMVE23296	ORYLA04870
OG0006997	NEMVE23283	ORYLA10925
OG0006999	NEMVE22370, NEMVE03933	ORYLA05329
OG0007000	NEMVE24962	ORYLA17381
OG0007001	NEMVE12371	ORYLA10882
OG0007002	NEMVE25316	ORYLA19238
OG0007003	NEMVE18273	ORYLA15348, ORYLA12075
OG0007004	NEMVE25041	ORYLA09056
OG0007005	NEMVE06529	ORYLA03067
OG0007006	NEMVE25078	ORYLA09127, ORYLA04167
OG0007007	NEMVE06743	ORYLA19143
OG0007008	NEMVE08423	ORYLA20301
OG0007009	NEMVE17080	ORYLA17311
OG0007010	NEMVE07154	ORYLA12802
OG0007011	NEMVE14439	ORYLA03574
OG0007012	NEMVE08741	ORYLA07702
OG0007013	NEMVE23027, NEMVE20235	ORYLA08186
OG0007015	NEMVE01530	ORYLA15619
OG0007016	NEMVE14954	ORYLA20315
OG0007017	NEMVE09597	ORYLA00928
OG0007021	NEMVE19842, NEMVE16021	ORYLA09538
OG0007022	NEMVE13989	ORYLA14380
OG0007023	NEMVE19206	ORYLA13776
OG0007024	NEMVE22348	ORYLA14743
OG0007025	NEMVE24902	ORYLA19770
OG0007026	NEMVE10600	ORYLA15372
OG0007027	NEMVE14622	ORYLA15909
OG0007028	NEMVE14345	ORYLA06937
OG0007029	NEMVE14776	ORYLA14229
OG0007030	NEMVE25363	ORYLA00487
OG0007031	NEMVE10005	ORYLA12964
OG0007032	NEMVE08495	ORYLA18196
OG0007033	NEMVE13356	ORYLA11802
OG0007034	NEMVE13497	ORYLA13978
OG0007035	NEMVE14476	ORYLA03436
OG0007036	NEMVE22685	ORYLA01654
OG0007037	NEMVE13503	ORYLA09849
OG0007038	NEMVE05760	ORYLA15687
OG0007039	NEMVE09028, NEMVE00545	ORYLA10444
OG0007040	NEMVE13790	ORYLA15293
OG0007041	NEMVE25405, NEMVE18865	ORYLA12169, ORYLA14638
OG0007042	NEMVE18027	ORYLA05629
OG0007044	NEMVE13670	ORYLA19075
OG0007047	NEMVE23774	ORYLA02086
OG0007048	NEMVE22617	ORYLA16978
OG0007049	NEMVE24890	ORYLA12565
OG0007050	NEMVE01542	ORYLA20452
OG0007052	NEMVE08596	ORYLA15339, ORYLA19989
OG0007053	NEMVE21766	ORYLA16394
OG0007055	NEMVE15080	ORYLA17619
OG0007056	NEMVE14420	ORYLA03250
OG0007058	NEMVE17442	ORYLA03722
OG0007059	NEMVE21382, NEMVE22940	ORYLA07836
OG0007060	NEMVE23768	ORYLA05548
OG0007061	NEMVE02935	ORYLA00894
OG0007062	NEMVE24553	ORYLA03640
OG0007063	NEMVE09723	ORYLA05804
OG0007064	NEMVE07349	ORYLA20409
OG0007065	NEMVE22963	ORYLA14600
OG0007066	NEMVE22679	ORYLA02140
OG0007068	NEMVE19134	ORYLA07348
OG0007069	NEMVE22785	ORYLA10663
OG0007070	NEMVE14725	ORYLA06946
OG0007071	NEMVE18624	ORYLA10456
OG0007073	NEMVE14833	ORYLA03515
OG0007074	NEMVE25050	ORYLA06899
OG0007075	NEMVE25698	ORYLA17760
OG0007076	NEMVE07000, NEMVE20249	ORYLA11263
OG0007077	NEMVE15227	ORYLA12778
OG0007078	NEMVE19867	ORYLA06143
OG0007082	NEMVE02341	ORYLA19534
OG0007083	NEMVE23773	ORYLA02087
OG0007084	NEMVE22005	ORYLA18994
OG0007086	NEMVE14980, NEMVE19924	ORYLA15347
OG0007088	NEMVE05070	ORYLA06446
OG0007090	NEMVE05876	ORYLA12938
OG0007091	NEMVE13797	ORYLA10611
OG0007092	NEMVE07545	ORYLA11433
OG0007093	NEMVE13401	ORYLA12432
OG0007094	NEMVE07935	ORYLA10462
OG0007095	NEMVE15027	ORYLA05795
OG0007096	NEMVE05490	ORYLA13346, ORYLA06995
OG0007097	NEMVE14580	ORYLA17535
OG0007098	NEMVE13689	ORYLA15262
OG0007099	NEMVE24293, NEMVE20476	ORYLA00040
OG0007100	NEMVE06130	ORYLA13677
OG0007101	NEMVE25623	ORYLA16042
OG0007102	NEMVE05323	ORYLA09553
OG0007103	NEMVE05668, NEMVE15842	ORYLA08342
OG0007104	NEMVE06182	ORYLA03154
OG0007105	NEMVE17115	ORYLA07523
OG0007106	NEMVE14945	ORYLA13818
OG0007107	NEMVE05263	ORYLA00560
OG0007108	NEMVE13433	ORYLA04528
OG0007111	NEMVE25144	ORYLA11279
OG0007112	NEMVE10814	ORYLA19964
OG0007113	NEMVE10653	ORYLA15522, ORYLA13775
OG0007114	NEMVE09146	ORYLA05387, ORYLA02077
OG0007115	NEMVE16071	ORYLA05459, ORYLA05458
OG0007117	NEMVE22757	ORYLA11159
OG0007118	NEMVE02206	ORYLA18746
OG0007119	NEMVE02886, NEMVE13562	ORYLA13244
OG0007120	NEMVE06186	ORYLA02860
OG0007121	NEMVE25193	ORYLA00087
OG0007122	NEMVE14233	ORYLA15640
OG0007124	NEMVE10468	ORYLA09552
OG0007125	NEMVE11876, NEMVE10855	ORYLA13532
OG0007126	NEMVE22756	ORYLA11848
OG0007127	NEMVE13588	ORYLA05546
OG0007128	NEMVE13615	ORYLA02979
OG0007129	NEMVE04898	ORYLA01220, ORYLA04646
OG0007130	NEMVE25495, NEMVE21143	ORYLA18855
OG0007131	NEMVE23758, NEMVE12360	ORYLA17663
OG0007132	NEMVE06535, NEMVE12522	ORYLA02165
OG0007133	NEMVE11996, NEMVE06036	ORYLA18527
OG0007134	NEMVE13156	ORYLA00740
OG0007135	NEMVE14282	ORYLA12420
OG0007136	NEMVE08828	ORYLA14799
OG0007137	NEMVE14801	ORYLA06230
OG0007139	NEMVE09713	ORYLA20254
OG0007141	NEMVE14565	ORYLA17064
OG0007142	NEMVE16109	ORYLA17213
OG0007143	NEMVE08778, NEMVE20919	ORYLA10676
OG0007145	NEMVE19580	ORYLA07062
OG0007147	NEMVE13817	ORYLA14416
OG0007148	NEMVE22073	ORYLA17738
OG0007150	NEMVE11424	ORYLA12660
OG0007151	NEMVE22467	ORYLA03573
OG0007153	NEMVE18215	ORYLA04856
OG0007154	NEMVE23811	ORYLA10421
OG0007158	NEMVE25894	ORYLA02201
OG0007159	NEMVE15742	ORYLA13649
OG0007161	NEMVE21945	ORYLA15162
OG0007163	NEMVE16742	ORYLA19100
OG0007164	NEMVE18934	ORYLA09721, ORYLA12288
OG0007165	NEMVE14929	ORYLA03664
OG0007166	NEMVE07634	ORYLA12340, ORYLA12341
OG0007171	NEMVE22675	ORYLA05245
OG0007173	NEMVE10079	ORYLA00375
OG0007174	NEMVE07400	ORYLA15845
OG0007175	NEMVE21931	ORYLA12365
OG0007176	NEMVE05885	ORYLA05563
OG0007177	NEMVE06930	ORYLA10550
OG0007178	NEMVE09946	ORYLA13591
OG0007179	NEMVE24920	ORYLA09261, ORYLA09260
OG0007181	NEMVE22672, NEMVE11674	ORYLA15718
OG0007182	NEMVE25249	ORYLA12514
OG0007183	NEMVE01494, NEMVE21223	ORYLA05418
OG0007184	NEMVE13898	ORYLA02171
OG0007186	NEMVE16937	ORYLA08238
OG0007187	NEMVE13089	ORYLA14366
OG0007188	NEMVE21925	ORYLA19593
OG0007189	NEMVE08515	ORYLA00633
OG0007190	NEMVE09045	ORYLA02310
OG0007191	NEMVE04826	ORYLA17462
OG0007192	NEMVE12614	ORYLA09692
OG0007195	NEMVE21446	ORYLA17219
OG0007199	NEMVE05797	ORYLA05345, ORYLA01726
OG0007200	NEMVE18894	ORYLA08097
OG0007201	NEMVE15153, NEMVE03813	ORYLA12849, ORYLA12850
OG0007204	NEMVE22074	ORYLA13239, ORYLA16562, ORYLA16561
OG0007208	NEMVE19982	ORYLA02408
OG0007209	NEMVE06647, NEMVE25525	ORYLA00656, ORYLA00655
OG0007214	NEMVE15542, NEMVE25539	ORYLA14774, ORYLA10980, ORYLA14775
OG0007248	NEMVE05909	ORYLA06298
OG0007250	NEMVE23608	ORYLA08747
OG0007251	NEMVE08156, NEMVE08153	ORYLA06850
OG0007253	NEMVE01126	ORYLA08898, ORYLA12436
OG0007254	NEMVE23140	ORYLA11846
OG0007256	NEMVE11220, NEMVE11514	ORYLA18423
OG0007258	NEMVE00047, NEMVE14648	ORYLA02983
OG0007261	NEMVE06464, NEMVE10739	ORYLA00423
OG0007264	NEMVE15060	ORYLA15263
OG0007266	NEMVE15550, NEMVE00843	ORYLA19225
OG0007267	NEMVE01298	ORYLA14269
OG0007268	NEMVE08006	ORYLA09609
OG0007270	NEMVE23267	ORYLA04915, ORYLA04916
OG0007271	NEMVE14749	ORYLA06700
OG0007272	NEMVE17086	ORYLA19327
OG0007273	NEMVE22414	ORYLA17133
OG0007274	NEMVE12604, NEMVE24366	ORYLA01401
OG0007275	NEMVE14669	ORYLA10992
OG0007277	NEMVE02383	ORYLA05155, ORYLA05156
OG0007279	NEMVE24542	ORYLA04478
OG0007280	NEMVE14013	ORYLA06789
OG0007281	NEMVE23664	ORYLA16781
OG0007282	NEMVE13645	ORYLA17269
OG0007286	NEMVE05488, NEMVE09092	ORYLA19380
OG0007287	NEMVE09473, NEMVE05342, NEMVE01264, NEMVE05872, NEMVE18858, NEMVE08747, NEMVE08291	ORYLA14854, ORYLA18171
OG0007288	NEMVE08146	ORYLA20472
OG0007289	NEMVE10504	ORYLA03622
OG0007290	NEMVE17402	ORYLA20279
OG0007291	NEMVE14746	ORYLA15418
OG0007292	NEMVE08212	ORYLA05899
OG0007293	NEMVE13245	ORYLA02154
OG0007294	NEMVE05938	ORYLA09264
OG0007295	NEMVE19179	ORYLA01411
OG0007296	NEMVE13425	ORYLA12441
OG0007297	NEMVE05122	ORYLA16040
OG0007299	NEMVE17700	ORYLA17998
OG0007300	NEMVE10414	ORYLA02105
OG0007302	NEMVE24421	ORYLA13509, ORYLA19833
OG0007303	NEMVE21168, NEMVE21934	ORYLA18273
OG0007304	NEMVE19345	ORYLA11541
OG0007306	NEMVE18933	ORYLA04055
OG0007307	NEMVE15849	ORYLA04750
OG0007309	NEMVE10518, NEMVE20201	ORYLA00123
OG0007310	NEMVE06728	ORYLA09847
OG0007312	NEMVE23732	ORYLA16909
OG0007314	NEMVE14601	ORYLA11660
OG0007316	NEMVE13237	ORYLA07711
OG0007317	NEMVE07571	ORYLA04703
OG0007318	NEMVE13190	ORYLA14192
OG0007319	NEMVE13526	ORYLA13973
OG0007320	NEMVE13887	ORYLA19939
OG0007321	NEMVE14743	ORYLA01035
OG0007322	NEMVE13884	ORYLA12070
OG0007325	NEMVE14080	ORYLA12467
OG0007326	NEMVE02450	ORYLA14944
OG0007328	NEMVE25409	ORYLA04937
OG0007329	NEMVE24680	ORYLA05886
OG0007331	NEMVE17405, NEMVE06097	ORYLA11072
OG0007333	NEMVE18252	ORYLA13227, ORYLA09947
OG0007334	NEMVE09677	ORYLA02101
OG0007335	NEMVE10469	ORYLA11672
OG0007336	NEMVE22461	ORYLA05981
OG0007337	NEMVE05791	ORYLA11944
OG0007339	NEMVE04953	ORYLA08865
OG0007340	NEMVE06786	ORYLA01911
OG0007341	NEMVE14964	ORYLA12520
OG0007342	NEMVE14032	ORYLA17313
OG0007343	NEMVE06113	ORYLA13486
OG0007344	NEMVE17645	ORYLA18957
OG0007347	NEMVE05928	ORYLA13816
OG0007348	NEMVE25081	ORYLA12246
OG0007349	NEMVE24138	ORYLA17364
OG0007351	NEMVE15176	ORYLA06166
OG0007352	NEMVE22263	ORYLA18525, ORYLA00412
OG0007353	NEMVE09891	ORYLA12576
OG0007354	NEMVE12447, NEMVE22312	ORYLA09048
OG0007355	NEMVE26015, NEMVE24494	ORYLA20163
OG0007356	NEMVE22435	ORYLA13760
OG0007357	NEMVE03442	ORYLA12581
OG0007358	NEMVE22472	ORYLA17406
OG0007360	NEMVE13667	ORYLA06936
OG0007361	NEMVE21896	ORYLA01623
OG0007362	NEMVE03247, NEMVE06199, NEMVE20257	ORYLA18700, ORYLA09464, ORYLA19487, ORYLA19664, ORYLA19554, ORYLA12419, ORYLA02825, ORYLA09644, ORYLA05401, ORYLA18470, ORYLA18181
OG0007363	NEMVE07823	ORYLA06682
OG0007364	NEMVE14072	ORYLA16985
OG0007365	NEMVE02500	ORYLA13386
OG0007366	NEMVE10651	ORYLA12817
OG0007367	NEMVE14913	ORYLA06765
OG0007368	NEMVE21985	ORYLA19704
OG0007369	NEMVE04959	ORYLA09751
OG0007370	NEMVE24854	ORYLA03491
OG0007371	NEMVE22865	ORYLA00696
OG0007372	NEMVE14160	ORYLA03828
OG0007373	NEMVE22902	ORYLA11366
OG0007374	NEMVE10037	ORYLA02701
OG0007377	NEMVE01324	ORYLA13383
OG0007380	NEMVE06086, NEMVE12199	ORYLA12839
OG0007381	NEMVE23101	ORYLA16653, ORYLA16655, ORYLA16654
OG0007382	NEMVE14758	ORYLA08742
OG0007385	NEMVE14990	ORYLA12485
OG0007386	NEMVE13865, NEMVE00269	ORYLA11303
OG0007387	NEMVE23956	ORYLA19178
OG0007388	NEMVE05194	ORYLA07499
OG0007389	NEMVE25345	ORYLA02496
OG0007390	NEMVE24823	ORYLA16509
OG0007391	NEMVE08201	ORYLA04353
OG0007392	NEMVE13961	ORYLA10645
OG0007393	NEMVE00582, NEMVE21768	ORYLA10500
OG0007394	NEMVE22615	ORYLA03499
OG0007395	NEMVE17435	ORYLA08169
OG0007396	NEMVE15920	ORYLA12727
OG0007397	NEMVE09462	ORYLA08942
OG0007399	NEMVE09265	ORYLA17904
OG0007401	NEMVE13443	ORYLA03561
OG0007402	NEMVE14824	ORYLA08019, ORYLA08020
OG0007403	NEMVE18192	ORYLA01385
OG0007405	NEMVE13995	ORYLA15003
OG0007407	NEMVE14797	ORYLA05302
OG0007408	NEMVE08149	ORYLA20365
OG0007409	NEMVE13321	ORYLA05521
OG0007411	NEMVE14384	ORYLA19807
OG0007412	NEMVE08446	ORYLA09356
OG0007413	NEMVE22933	ORYLA06066, ORYLA06065, ORYLA06064
OG0007415	NEMVE22466	ORYLA19464
OG0007416	NEMVE04678	ORYLA00938
OG0007417	NEMVE08802	ORYLA17547
OG0007418	NEMVE25117	ORYLA03744
OG0007419	NEMVE14407	ORYLA16934
OG0007421	NEMVE01648	ORYLA14356
OG0007422	NEMVE06450	ORYLA10067
OG0007423	NEMVE09572	ORYLA00567, ORYLA16921
OG0007424	NEMVE07064	ORYLA08021
OG0007425	NEMVE01463	ORYLA14998
OG0007426	NEMVE25299	ORYLA19382
OG0007431	NEMVE22905	ORYLA05544, ORYLA05545
OG0007432	NEMVE23141	ORYLA03130
OG0007433	NEMVE14283, NEMVE02780	ORYLA12091
OG0007436	NEMVE08293	ORYLA09770
OG0007437	NEMVE06897	ORYLA00941
OG0007438	NEMVE24737	ORYLA00047
OG0007439	NEMVE02374, NEMVE20588	ORYLA05166
OG0007440	NEMVE21710	ORYLA14401
OG0007441	NEMVE10398	ORYLA08960
OG0007442	NEMVE22223	ORYLA06331
OG0007443	NEMVE25371	ORYLA18835
OG0007445	NEMVE24684	ORYLA09137
OG0007446	NEMVE14884	ORYLA17366
OG0007447	NEMVE15214	ORYLA00461
OG0007449	NEMVE18235	ORYLA20219
OG0007450	NEMVE01821, NEMVE07887	ORYLA10095
OG0007451	NEMVE09386	ORYLA08969
OG0007452	NEMVE00170, NEMVE13609	ORYLA02553
OG0007453	NEMVE13424	ORYLA16527
OG0007454	NEMVE14909	ORYLA09677
OG0007455	NEMVE14702	ORYLA09348
OG0007456	NEMVE06082	ORYLA02608
OG0007457	NEMVE19632, NEMVE25342	ORYLA14661
OG0007459	NEMVE25566	ORYLA10805
OG0007460	NEMVE14451	ORYLA20039
OG0007463	NEMVE20726, NEMVE22590	ORYLA10835
OG0007465	NEMVE22007	ORYLA03646
OG0007466	NEMVE22832	ORYLA12595
OG0007467	NEMVE21131	ORYLA07191
OG0007470	NEMVE24480	ORYLA06567
OG0007471	NEMVE23466	ORYLA07475
OG0007472	NEMVE14194	ORYLA13056
OG0007473	NEMVE21682	ORYLA06701
OG0007475	NEMVE10836	ORYLA08013, ORYLA08012
OG0007476	NEMVE15012	ORYLA17195
OG0007477	NEMVE05313	ORYLA16341
OG0007478	NEMVE15694	ORYLA17253
OG0007480	NEMVE13266	ORYLA05285
OG0007481	NEMVE22561	ORYLA04396
OG0007482	NEMVE13581	ORYLA01730
OG0007483	NEMVE08075	ORYLA11513
OG0007484	NEMVE06907	ORYLA03268
OG0007485	NEMVE25477	ORYLA12574
OG0007488	NEMVE24850	ORYLA14033
OG0007489	NEMVE13290	ORYLA10665
OG0007490	NEMVE24955	ORYLA14538
OG0007491	NEMVE15400	ORYLA16759
OG0007492	NEMVE12352	ORYLA11759
OG0007494	NEMVE13649	ORYLA16845
OG0007495	NEMVE14337	ORYLA10015
OG0007496	NEMVE05960	ORYLA14535
OG0007497	NEMVE06046, NEMVE11399, NEMVE04682, NEMVE18627	ORYLA09420
OG0007498	NEMVE11016, NEMVE12879	ORYLA05446
OG0007500	NEMVE22504	ORYLA09788
OG0007501	NEMVE15355	ORYLA11099
OG0007503	NEMVE11611	ORYLA08089
OG0007504	NEMVE23039	ORYLA00574
OG0007506	NEMVE22395	ORYLA04773
OG0007507	NEMVE25891	ORYLA12533
OG0007509	NEMVE17668	ORYLA04370
OG0007510	NEMVE05795	ORYLA10564
OG0007515	NEMVE25353	ORYLA16511
OG0007518	NEMVE14498	ORYLA11226
OG0007519	NEMVE13604	ORYLA12456
OG0007522	NEMVE14092	ORYLA10477
OG0007524	NEMVE19720	ORYLA01439
OG0007525	NEMVE25128, NEMVE07761	ORYLA13393
OG0007527	NEMVE24239	ORYLA06523, ORYLA09269
OG0007528	NEMVE16685, NEMVE16684	ORYLA06326
OG0007533	NEMVE25147	ORYLA00001, ORYLA07509
OG0007539	NEMVE11229, NEMVE10534	ORYLA06018
OG0007543	NEMVE06335	ORYLA17239, ORYLA02488, ORYLA13221
OG0007546	NEMVE04938	ORYLA00285
OG0007548	NEMVE10764	ORYLA03026
OG0007552	NEMVE01711	ORYLA00262, ORYLA01465
OG0007582	NEMVE25110	ORYLA00751
OG0007583	NEMVE05002	ORYLA00014
OG0007586	NEMVE21958	ORYLA17497
OG0007587	NEMVE05439	ORYLA05351
OG0007588	NEMVE14974	ORYLA11210
OG0007589	NEMVE00133, NEMVE16108	ORYLA00327
OG0007591	NEMVE14305	ORYLA16433
OG0007592	NEMVE25777	ORYLA10014, ORYLA10285
OG0007593	NEMVE08761	ORYLA15589, ORYLA15588
OG0007594	NEMVE13798, NEMVE12256	ORYLA17725
OG0007597	NEMVE02017	ORYLA11901
OG0007598	NEMVE13275, NEMVE15766	ORYLA19609
OG0007601	NEMVE20762, NEMVE06284, NEMVE12569	ORYLA16630
OG0007602	NEMVE08220	ORYLA13457
OG0007603	NEMVE25916	ORYLA15288
OG0007604	NEMVE15922	ORYLA12471
OG0007605	NEMVE22713	ORYLA12711
OG0007606	NEMVE20242	ORYLA04738
OG0007606	NEMVE07882	ORYLA04737
OG0007607	NEMVE14803	ORYLA15596
OG0007608	NEMVE25259	ORYLA05477, ORYLA02256
OG0007609	NEMVE14141	ORYLA17969
OG0007610	NEMVE13618	ORYLA13853
OG0007613	NEMVE25112	ORYLA13617
OG0007614	NEMVE25043	ORYLA12458
OG0007615	NEMVE13394	ORYLA18029
OG0007616	NEMVE22755	ORYLA05381
OG0007619	NEMVE22719	ORYLA13054
OG0007621	NEMVE15854	ORYLA13396
OG0007624	NEMVE01610	ORYLA05976
OG0007626	NEMVE09273	ORYLA01317
OG0007631	NEMVE06747, NEMVE11236	ORYLA11934
OG0007632	NEMVE14960	ORYLA10408
OG0007633	NEMVE04946	ORYLA05304
OG0007634	NEMVE23401	ORYLA10749
OG0007637	NEMVE16744, NEMVE06908	ORYLA10427
OG0007638	NEMVE25858	ORYLA15010
OG0007640	NEMVE08959	ORYLA06572, ORYLA13195
OG0007643	NEMVE25518, NEMVE22109, NEMVE16341	ORYLA08582
OG0007645	NEMVE06297	ORYLA00783
