Orthogroup	NEMVE	DROME
OG0005622	NEMVE09250	DROME01204
OG0005623	NEMVE09978	DROME00550
OG0005624	NEMVE06828	DROME03085
OG0005625	NEMVE12772, NEMVE13788	DROME16840
OG0005626	NEMVE02395, NEMVE14768	DROME01163, DROME01164
OG0005627	NEMVE01097, NEMVE10904, NEMVE21239, NEMVE12804	DROME05020
OG0005628	NEMVE15041, NEMVE12760	DROME08416
OG0005629	NEMVE13819	DROME11049
OG0005631	NEMVE22831	DROME17841
OG0005632	NEMVE11004	DROME10651
OG0005633	NEMVE13712	DROME17761
OG0005636	NEMVE14287	DROME08136
OG0005637	NEMVE10842	DROME21544
OG0005639	NEMVE12532, NEMVE21748	DROME06385
OG0005640	NEMVE25019	DROME13728
OG0005641	NEMVE24789	DROME03027
OG0005642	NEMVE06116	DROME03379
OG0005644	NEMVE24184, NEMVE06976	DROME06427
OG0005645	NEMVE21292, NEMVE13413, NEMVE00525	DROME18577
OG0005646	NEMVE07216	DROME16294
OG0005649	NEMVE08781	DROME10772
OG0005652	NEMVE13761	DROME06700
OG0005656	NEMVE25719	DROME07968
OG0005660	NEMVE13076, NEMVE12999	DROME15890, DROME15891
OG0005681	NEMVE01950, NEMVE12509	DROME00945
OG0005685	NEMVE15988	DROME08832
OG0005690	NEMVE05999, NEMVE02293	DROME04761
OG0005692	NEMVE25673	DROME13230
OG0005694	NEMVE07503	DROME13864, DROME13863
OG0005696	NEMVE19431, NEMVE00658	DROME11286
OG0005700	NEMVE23315	DROME09873
OG0005702	NEMVE21785	DROME10890
OG0005703	NEMVE05111	DROME19473
OG0005704	NEMVE00358, NEMVE00188, NEMVE02380	DROME03784, DROME03785
OG0005707	NEMVE02468	DROME15744, DROME15745
OG0005708	NEMVE18782	DROME14710
OG0005710	NEMVE11928, NEMVE07091	DROME07052
OG0005712	NEMVE14707	DROME16333, DROME16334
OG0005713	NEMVE20632	DROME09588, DROME09589
OG0005714	NEMVE16066	DROME20712, DROME20711, DROME20713
OG0005715	NEMVE09774	DROME18763, DROME18764, DROME18762
OG0005717	NEMVE10797	DROME06471
OG0005718	NEMVE08003, NEMVE17456	DROME16901, DROME15117, DROME15116, DROME13404
OG0005719	NEMVE14711	DROME19860
OG0005721	NEMVE20431, NEMVE15979	DROME00178
OG0005723	NEMVE13732	DROME17035
OG0005724	NEMVE16694	DROME03509, DROME03507
OG0005725	NEMVE23028, NEMVE20234, NEMVE11864	DROME09268
OG0005726	NEMVE13247	DROME08962
OG0005728	NEMVE13776	DROME04547
OG0005729	NEMVE12801, NEMVE05206, NEMVE19871	DROME00800
OG0005731	NEMVE07981	DROME03369
OG0005732	NEMVE11098	DROME03588
OG0005733	NEMVE13320	DROME14541, DROME14542, DROME10332
OG0005734	NEMVE12378, NEMVE14515	DROME21588, DROME04119
OG0005735	NEMVE22451	DROME09661, DROME09662, DROME09660
OG0005737	NEMVE14736, NEMVE12332	DROME06704
OG0005738	NEMVE22405	DROME09090, DROME09091, DROME09093, DROME09092
OG0005740	NEMVE07070	DROME12219, DROME12220
OG0005744	NEMVE11969, NEMVE22641	DROME21042, DROME21041, DROME13505
OG0005746	NEMVE21186, NEMVE14714	DROME19187
OG0005748	NEMVE07129	DROME17506
OG0005749	NEMVE04089	DROME00192
OG0005750	NEMVE09054	DROME14187
OG0005751	NEMVE05662	DROME11468
OG0005754	NEMVE01507	DROME07364
OG0005758	NEMVE07743	DROME02962
OG0005759	NEMVE13996	DROME06016
OG0005760	NEMVE19177, NEMVE07324	DROME05727, DROME05728, DROME05730, DROME05729
OG0005761	NEMVE06405	DROME18137, DROME18138
OG0005764	NEMVE01288, NEMVE24394	DROME08532
OG0005765	NEMVE25244	DROME14596
OG0005767	NEMVE02285, NEMVE06659	DROME01379
OG0005770	NEMVE22242	DROME01271, DROME01270
OG0005771	NEMVE25507	DROME11559
OG0005772	NEMVE05695	DROME11383
OG0005774	NEMVE21829	DROME03197
OG0005775	NEMVE14392	DROME14248, DROME03634
OG0005776	NEMVE07966	DROME05892
OG0005777	NEMVE24326, NEMVE12823	DROME12481
OG0005778	NEMVE06697	DROME21770, DROME21769, DROME21768, DROME21767
OG0005779	NEMVE20167, NEMVE24822	DROME08845
OG0005783	NEMVE13901	DROME16358
OG0005784	NEMVE04987, NEMVE20893	DROME20576
OG0005787	NEMVE03826	DROME16644, DROME18583
OG0005788	NEMVE24678	DROME01890
OG0005789	NEMVE13313	DROME02052
OG0005790	NEMVE06982	DROME02319
OG0005791	NEMVE20528, NEMVE01297	DROME09196, DROME09195
OG0005792	NEMVE15437	DROME04031
OG0005793	NEMVE16943	DROME13741
OG0005794	NEMVE08845	DROME20570
OG0005796	NEMVE06246	DROME21579
OG0005797	NEMVE14037	DROME13677
OG0005798	NEMVE14829	DROME00436
OG0005799	NEMVE10264	DROME17772
OG0005800	NEMVE13587	DROME14692
OG0005801	NEMVE24237	DROME20251, DROME13442
OG0005802	NEMVE03199	DROME18658
OG0005803	NEMVE13133	DROME06804
OG0005804	NEMVE07252	DROME00221
OG0005805	NEMVE16148, NEMVE23550	DROME18523
OG0005807	NEMVE06359	DROME15016
OG0005808	NEMVE01129	DROME15577
OG0005811	NEMVE17134, NEMVE11119	DROME15005, DROME15004
OG0005812	NEMVE14364	DROME17684
OG0005815	NEMVE25274	DROME17829
OG0005817	NEMVE20440, NEMVE15052	DROME00446
OG0005818	NEMVE14563	DROME21049
OG0005819	NEMVE21808	DROME10881
OG0005821	NEMVE23456	DROME18765
OG0005822	NEMVE25935	DROME00384
OG0005823	NEMVE05430, NEMVE20888	DROME16943
OG0005824	NEMVE14153	DROME14993
OG0005827	NEMVE04802	DROME03179, DROME18655
OG0005829	NEMVE24686	DROME17916, DROME17917, DROME17918
OG0005830	NEMVE08526	DROME09394
OG0005831	NEMVE05152	DROME02056
OG0005832	NEMVE22892	DROME03903
OG0005833	NEMVE13165	DROME14025
OG0005834	NEMVE23957, NEMVE10656	DROME09861, DROME09860
OG0005835	NEMVE13878	DROME10113
OG0005836	NEMVE20851, NEMVE02149	DROME02540
OG0005837	NEMVE14056	DROME19685
OG0005840	NEMVE13747	DROME12810, DROME12811
OG0005842	NEMVE14687	DROME03001
OG0005843	NEMVE02036, NEMVE22320	DROME07738
OG0005845	NEMVE13891	DROME12524
OG0005846	NEMVE01954	DROME18114
OG0005847	NEMVE05655	DROME12864
OG0005848	NEMVE22369	DROME17120
OG0005849	NEMVE13138	DROME15063, DROME15062
OG0005850	NEMVE13460	DROME15741, DROME15742
OG0005851	NEMVE09355	DROME06389, DROME06388
OG0005853	NEMVE14317	DROME18489, DROME18488
OG0005857	NEMVE24466, NEMVE14208	DROME13133, DROME13132
OG0005858	NEMVE13228	DROME10288, DROME10287
OG0005859	NEMVE14832	DROME01874
OG0005860	NEMVE13210	DROME13592
OG0005861	NEMVE14447, NEMVE11854	DROME20036
OG0005863	NEMVE22266	DROME00631
OG0005864	NEMVE04848	DROME21983
OG0005865	NEMVE07679	DROME21095
OG0005866	NEMVE05461	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005869	NEMVE13626	DROME01674
OG0005870	NEMVE14905	DROME19873
OG0005871	NEMVE17336	DROME05632, DROME05631
OG0005872	NEMVE06649	DROME00389
OG0005874	NEMVE23891	DROME03501
OG0005875	NEMVE23453	DROME06773
OG0005877	NEMVE02516, NEMVE05591	DROME06392
OG0005878	NEMVE02339, NEMVE14777	DROME19123
OG0005879	NEMVE09579	DROME20321
OG0005880	NEMVE22612	DROME17652, DROME17653
OG0005883	NEMVE14549	DROME19395
OG0005884	NEMVE00229, NEMVE06571	DROME08061
OG0005886	NEMVE17658	DROME01867
OG0005888	NEMVE03064	DROME16104
OG0005889	NEMVE14237	DROME14304, DROME07617
OG0005890	NEMVE01492	DROME19088
OG0005892	NEMVE05482	DROME10375, DROME10374
OG0005893	NEMVE00948	DROME16783
OG0005894	NEMVE01396	DROME11886
OG0005895	NEMVE08141, NEMVE17527, NEMVE20886	DROME02103
OG0005897	NEMVE18801	DROME19090
OG0005898	NEMVE02011	DROME06116
OG0005899	NEMVE06363, NEMVE06372, NEMVE16370	DROME02184
OG0005901	NEMVE22895	DROME08625
OG0005902	NEMVE24968	DROME12748
OG0005903	NEMVE14098	DROME19765
OG0005904	NEMVE14991	DROME00138
OG0005909	NEMVE21723	DROME01192
OG0005914	NEMVE13472	DROME08503, DROME08502
OG0005921	NEMVE13582	DROME05740
OG0005922	NEMVE13384	DROME13644, DROME13643
OG0005923	NEMVE07997	DROME01141, DROME01142
OG0005925	NEMVE17210, NEMVE13945	DROME01094
OG0005926	NEMVE09581	DROME12066, DROME12065
OG0005928	NEMVE21804	DROME02019
OG0005929	NEMVE13193	DROME01196
OG0005931	NEMVE24077	DROME08847
OG0005932	NEMVE21824	DROME15731
OG0005933	NEMVE09740	DROME19096, DROME19097
OG0005936	NEMVE20278, NEMVE22195	DROME12077
OG0005937	NEMVE03020	DROME14657
OG0005940	NEMVE05329	DROME18687
OG0005941	NEMVE18224	DROME14278
OG0005943	NEMVE14522	DROME01109
OG0005944	NEMVE11808, NEMVE01376	DROME21720
OG0005946	NEMVE23066	DROME15326
OG0005949	NEMVE05450	DROME10426
OG0005950	NEMVE14694	DROME10950
OG0005952	NEMVE22482	DROME19643
OG0005957	NEMVE15091	DROME02682, DROME02681, DROME02683, DROME02684
OG0005960	NEMVE13523	DROME11094, DROME11095
OG0005963	NEMVE25861	DROME00894
OG0005965	NEMVE06899	DROME15552
OG0005966	NEMVE19178, NEMVE00025	DROME04950
OG0005967	NEMVE22443	DROME16596, DROME14482
OG0005968	NEMVE14434	DROME21030, DROME16013, DROME08290
OG0005969	NEMVE13532	DROME08256, DROME08257
OG0005970	NEMVE05887	DROME13325
OG0005972	NEMVE18774	DROME16733
OG0005973	NEMVE11820, NEMVE14031	DROME03261
OG0005974	NEMVE14137	DROME09177
OG0005975	NEMVE25600	DROME01949
OG0005976	NEMVE13353	DROME19287
OG0005977	NEMVE14569	DROME08531
OG0005978	NEMVE22252	DROME03284
OG0005980	NEMVE23640	DROME21461
OG0005980	NEMVE10708	DROME12535
OG0005981	NEMVE09022	DROME05700
OG0005982	NEMVE13477	DROME01959
OG0005983	NEMVE19799	DROME09503, DROME20869
OG0005984	NEMVE24779	DROME20805
OG0005985	NEMVE24699, NEMVE20199	DROME12892
OG0005986	NEMVE02799	DROME07616
OG0005987	NEMVE21795	DROME16681
OG0005988	NEMVE12558, NEMVE19559	DROME04858
OG0005989	NEMVE00971	DROME01935, DROME02497
OG0005993	NEMVE11171	DROME01845
OG0005995	NEMVE02185	DROME10672
OG0005998	NEMVE05440	DROME05475
OG0006002	NEMVE13122	DROME16784
OG0006003	NEMVE06610	DROME10360
OG0006004	NEMVE24131	DROME09659
OG0006005	NEMVE08968, NEMVE00870	DROME21221
OG0006009	NEMVE06073	DROME04529, DROME04530
OG0006010	NEMVE22570	DROME07208
OG0006011	NEMVE14656	DROME05625
OG0006012	NEMVE23549	DROME04986
OG0006031	NEMVE14413	DROME15258
OG0006059	NEMVE05469	DROME07767
OG0006061	NEMVE17553	DROME04698
OG0006062	NEMVE13363	DROME04067
OG0006063	NEMVE13540	DROME20838
OG0006064	NEMVE05721	DROME01128
OG0006065	NEMVE25805	DROME06304
OG0006066	NEMVE25661	DROME20062
OG0006069	NEMVE24988	DROME20187
OG0006070	NEMVE15570	DROME16601, DROME16602
OG0006072	NEMVE01149	DROME01673
OG0006073	NEMVE04741	DROME14553
OG0006074	NEMVE24416	DROME19848
OG0006077	NEMVE13486	DROME09385
OG0006078	NEMVE22623	DROME02001
OG0006079	NEMVE00907	DROME02616
OG0006081	NEMVE06868, NEMVE06886	DROME14279
OG0006085	NEMVE25339	DROME12364
OG0006087	NEMVE15939	DROME12774
OG0006090	NEMVE19748, NEMVE13984	DROME09888, DROME09890, DROME09891, DROME09889
OG0006095	NEMVE13885	DROME21969
OG0006096	NEMVE14691	DROME21245
OG0006098	NEMVE06004	DROME05931
OG0006100	NEMVE22711	DROME05018
OG0006101	NEMVE15100	DROME04360
OG0006102	NEMVE14968	DROME01980
OG0006103	NEMVE00283, NEMVE17723	DROME10210
OG0006104	NEMVE14961	DROME15737
OG0006106	NEMVE19009	DROME20870
OG0006108	NEMVE08391	DROME09376
OG0006111	NEMVE02016	DROME12496
OG0006113	NEMVE09892	DROME04342
OG0006115	NEMVE14785, NEMVE17721	DROME16296
OG0006116	NEMVE24918	DROME02301, DROME02300
OG0006117	NEMVE10567	DROME10279
OG0006118	NEMVE10454	DROME20483
OG0006119	NEMVE11800, NEMVE15295	DROME12941
OG0006120	NEMVE22945	DROME13128, DROME13130, DROME13129
OG0006121	NEMVE22058	DROME18148
OG0006122	NEMVE25204	DROME00796
OG0006123	NEMVE23157	DROME16430
OG0006124	NEMVE24761	DROME13739
OG0006125	NEMVE09196	DROME02053
OG0006127	NEMVE07015, NEMVE07020	DROME03260
OG0006128	NEMVE20876, NEMVE00022	DROME07922
OG0006129	NEMVE14942	DROME09781
OG0006130	NEMVE04868	DROME17498, DROME17499
OG0006131	NEMVE08917	DROME15971
OG0006132	NEMVE08985	DROME06118
OG0006133	NEMVE08114	DROME07717
OG0006134	NEMVE11232	DROME13718
OG0006135	NEMVE22868	DROME08697
OG0006136	NEMVE09172	DROME10851
OG0006137	NEMVE03361	DROME09569
OG0006140	NEMVE12679, NEMVE23573, NEMVE12694	DROME15748
OG0006141	NEMVE16961, NEMVE12186	DROME18067, DROME07431
OG0006144	NEMVE14741	DROME00549
OG0006145	NEMVE22056	DROME11050
OG0006147	NEMVE14761, NEMVE12736	DROME21657
OG0006148	NEMVE05857	DROME10799
OG0006152	NEMVE05428	DROME08871
OG0006156	NEMVE22637	DROME10247
OG0006159	NEMVE21764	DROME13858
OG0006160	NEMVE10555	DROME03637
OG0006161	NEMVE14243	DROME18089, DROME18090, DROME18088
OG0006164	NEMVE10175, NEMVE01696	DROME09119
OG0006165	NEMVE00991	DROME18757, DROME18756
OG0006168	NEMVE13971, NEMVE20353	DROME15944, DROME18911
OG0006169	NEMVE14671	DROME10283
OG0006172	NEMVE05065	DROME00114
OG0006176	NEMVE21887	DROME04325
OG0006179	NEMVE19339	DROME10214
OG0006180	NEMVE18458	DROME17033
OG0006181	NEMVE25734	DROME14871
OG0006182	NEMVE05762	DROME01649
OG0006183	NEMVE14948, NEMVE03107	DROME14997
OG0006184	NEMVE17784	DROME06994, DROME06993
OG0006185	NEMVE24611	DROME15598
OG0006186	NEMVE21867	DROME01316
OG0006187	NEMVE05382	DROME00876
OG0006188	NEMVE09360	DROME00301
OG0006191	NEMVE14192	DROME00877, DROME00878
OG0006192	NEMVE19051	DROME00106
OG0006193	NEMVE01569	DROME02189
OG0006194	NEMVE17786	DROME10099
OG0006196	NEMVE22533	DROME01357
OG0006199	NEMVE13782	DROME19122
OG0006200	NEMVE24742	DROME03216, DROME03215
OG0006202	NEMVE13627	DROME06452, DROME06451
OG0006204	NEMVE14772	DROME02906
OG0006206	NEMVE22988	DROME19558
OG0006208	NEMVE00290, NEMVE16123	DROME15732
OG0006210	NEMVE01490	DROME19094
OG0006211	NEMVE02354, NEMVE06731	DROME17799, DROME17798, DROME17797
OG0006212	NEMVE18569	DROME12458
OG0006213	NEMVE01050	DROME10052
OG0006214	NEMVE08088	DROME05227
OG0006216	NEMVE22955	DROME02380
OG0006217	NEMVE07259	DROME19224
OG0006220	NEMVE07122	DROME10027
OG0006224	NEMVE12014, NEMVE21951	DROME18810
OG0006225	NEMVE14367	DROME05230, DROME05229
OG0006226	NEMVE09907, NEMVE06472	DROME08310
OG0006227	NEMVE15408	DROME03457
OG0006228	NEMVE25666	DROME12195, DROME12196, DROME12194, DROME12193
OG0006230	NEMVE16928	DROME05693
OG0006231	NEMVE14090	DROME06401, DROME06402, DROME06407
OG0006232	NEMVE15602, NEMVE23130	DROME06119
OG0006233	NEMVE12454, NEMVE11317	DROME13881
OG0006234	NEMVE25467	DROME22062, DROME22061
OG0006235	NEMVE24526	DROME20311
OG0006238	NEMVE04846	DROME09754
OG0006239	NEMVE18923	DROME10114
OG0006240	NEMVE05672	DROME19140, DROME08600
OG0006241	NEMVE16895	DROME06012
OG0006242	NEMVE09046, NEMVE01436	DROME07675, DROME07676
OG0006243	NEMVE08148	DROME14457
OG0006244	NEMVE14135	DROME17166, DROME17165
OG0006245	NEMVE04926, NEMVE04589	DROME02108, DROME02107
OG0006246	NEMVE09317	DROME19004
OG0006247	NEMVE13374	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	NEMVE22580	DROME03264
OG0006249	NEMVE21889	DROME20245
OG0006250	NEMVE01589	DROME17023
OG0006251	NEMVE05445	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	NEMVE08534, NEMVE22025	DROME10801
OG0006258	NEMVE12417, NEMVE14713	DROME18180, DROME18181, DROME18179
OG0006259	NEMVE05775	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	NEMVE24580	DROME16552
OG0006262	NEMVE09180	DROME05994
OG0006263	NEMVE25155	DROME01003
OG0006264	NEMVE15072	DROME01178
OG0006265	NEMVE00668	DROME08925, DROME08926
OG0006267	NEMVE00987	DROME04482
OG0006268	NEMVE19453, NEMVE00515	DROME16986
OG0006270	NEMVE20878, NEMVE00161	DROME07884
OG0006271	NEMVE12840	DROME13584
OG0006275	NEMVE12634	DROME11545
OG0006276	NEMVE24771	DROME12088
OG0006277	NEMVE22696	DROME15668
OG0006278	NEMVE13767	DROME09293
OG0006279	NEMVE08460, NEMVE03244	DROME05154
OG0006280	NEMVE13464	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	NEMVE17531	DROME21723, DROME21724
OG0006283	NEMVE22907	DROME18093
OG0006284	NEMVE09500	DROME06978
OG0006285	NEMVE22191	DROME05155
OG0006288	NEMVE14534	DROME00223
OG0006289	NEMVE07416	DROME05895
OG0006290	NEMVE07329	DROME15754
OG0006291	NEMVE06491	DROME16421
OG0006292	NEMVE11038	DROME00480, DROME00481
OG0006293	NEMVE01946	DROME15892
OG0006294	NEMVE05761	DROME17637
OG0006295	NEMVE17572	DROME09339
OG0006296	NEMVE15015	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	NEMVE12058	DROME14064
OG0006298	NEMVE23496	DROME10104, DROME10103
OG0006301	NEMVE14030, NEMVE10171	DROME14417, DROME14418
OG0006302	NEMVE14020	DROME11859
OG0006305	NEMVE22239	DROME20608
OG0006306	NEMVE07331	DROME06607
OG0006308	NEMVE14134	DROME01926
OG0006309	NEMVE14028	DROME22059, DROME22060
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	DROME09053
OG0006313	NEMVE22686	DROME09638
OG0006315	NEMVE15833	DROME12826
OG0006318	NEMVE07253	DROME09391
OG0006319	NEMVE06270	DROME00483, DROME00484
OG0006321	NEMVE11987	DROME00074
OG0006322	NEMVE11564, NEMVE20664	DROME19674
OG0006323	NEMVE24425	DROME00186
OG0006329	NEMVE21689	DROME06117
OG0006330	NEMVE14456	DROME21856, DROME21857
OG0006331	NEMVE13643	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	NEMVE08037	DROME01006
OG0006334	NEMVE13329	DROME04357
OG0006339	NEMVE23824	DROME19031, DROME19030
OG0006340	NEMVE10948	DROME02471
OG0006341	NEMVE12553, NEMVE14094	DROME06095
OG0006344	NEMVE22317	DROME11878
OG0006345	NEMVE21962	DROME01528
OG0006346	NEMVE05891	DROME16623
OG0006347	NEMVE21968	DROME11544, DROME18372, DROME18373
OG0006350	NEMVE14391	DROME10882
OG0006352	NEMVE14684	DROME15718
OG0006353	NEMVE13981, NEMVE21258	DROME00751
OG0006355	NEMVE11281	DROME00424
OG0006356	NEMVE09654	DROME02890
OG0006358	NEMVE22790	DROME03318, DROME03317
OG0006359	NEMVE21463, NEMVE10116	DROME01311
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	DROME19840
OG0006362	NEMVE15117	DROME11093
OG0006363	NEMVE09625	DROME07012
OG0006364	NEMVE05230, NEMVE00679	DROME14912
OG0006365	NEMVE21950	DROME21616, DROME21617
OG0006370	NEMVE05218	DROME08234
OG0006372	NEMVE09290	DROME08788
OG0006375	NEMVE11513	DROME19928
OG0006376	NEMVE23782	DROME13198
OG0006377	NEMVE16226	DROME08417
OG0006378	NEMVE15636	DROME17931
OG0006379	NEMVE15844	DROME02858, DROME04856
OG0006381	NEMVE22611	DROME02707, DROME20650
OG0006383	NEMVE13729	DROME12394
OG0006385	NEMVE19329	DROME09556
OG0006387	NEMVE24021	DROME09390
OG0006389	NEMVE21903	DROME15710
OG0006392	NEMVE14704, NEMVE12102	DROME11920
OG0006393	NEMVE22326	DROME03463, DROME03462
OG0006395	NEMVE21779	DROME00130
OG0006398	NEMVE12068	DROME21615
OG0006402	NEMVE11176	DROME17310
OG0006405	NEMVE14193	DROME13750, DROME13751
OG0006408	NEMVE13922	DROME17398, DROME17397
OG0006442	NEMVE04542, NEMVE04555	DROME16371
OG0006443	NEMVE24139	DROME16038
OG0006447	NEMVE14227	DROME10748
OG0006448	NEMVE14631	DROME21414
OG0006449	NEMVE14465	DROME03272
OG0006454	NEMVE01525	DROME19164
OG0006456	NEMVE14689	DROME00779
OG0006458	NEMVE23830	DROME10373
OG0006459	NEMVE15405	DROME10282
OG0006460	NEMVE05063	DROME15064
OG0006461	NEMVE25171	DROME01188
OG0006462	NEMVE13915	DROME01832
OG0006463	NEMVE06047	DROME10850
OG0006464	NEMVE13731	DROME15553
OG0006469	NEMVE10571	DROME02304
OG0006470	NEMVE04834	DROME05726, DROME05725
OG0006471	NEMVE11087, NEMVE19585	DROME03198
OG0006472	NEMVE04638	DROME01113
OG0006474	NEMVE04607	DROME18594
OG0006475	NEMVE13355	DROME11340, DROME11339
OG0006476	NEMVE13672	DROME02188
OG0006478	NEMVE08604	DROME10803
OG0006479	NEMVE25506	DROME03631
OG0006480	NEMVE14859	DROME15425, DROME15426
OG0006481	NEMVE14750	DROME02142, DROME01455
OG0006482	NEMVE03006	DROME21719
OG0006483	NEMVE17969	DROME04426
OG0006485	NEMVE22268	DROME17756
OG0006487	NEMVE07085	DROME20891
OG0006488	NEMVE02068	DROME14000
OG0006490	NEMVE14501	DROME17521
OG0006491	NEMVE05407	DROME09727
OG0006494	NEMVE14035	DROME13014
OG0006497	NEMVE24844	DROME11986
OG0006498	NEMVE14543	DROME00774
OG0006500	NEMVE07205	DROME02408
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	DROME07620
OG0006504	NEMVE14016	DROME01726
OG0006505	NEMVE14629	DROME19279
OG0006507	NEMVE00425, NEMVE01835	DROME11241, DROME13160
OG0006509	NEMVE24726	DROME06735
OG0006510	NEMVE14264, NEMVE15703	DROME21078
OG0006511	NEMVE14251	DROME02030
OG0006512	NEMVE22978	DROME14203
OG0006514	NEMVE21783	DROME04973
OG0006515	NEMVE04937	DROME17220
OG0006516	NEMVE06592	DROME07746
OG0006517	NEMVE18893, NEMVE20520	DROME16077, DROME16076
OG0006518	NEMVE13789	DROME12457
OG0006519	NEMVE13465	DROME10463
OG0006520	NEMVE22333	DROME01601
OG0006522	NEMVE06557, NEMVE20051	DROME21565, DROME21563, DROME21564
OG0006523	NEMVE25529	DROME13324
OG0006524	NEMVE24587, NEMVE06481	DROME08322
OG0006525	NEMVE22491	DROME16242
OG0006526	NEMVE14152	DROME10066
OG0006528	NEMVE22210	DROME03901, DROME03902, DROME03900
OG0006530	NEMVE02091	DROME02632
OG0006532	NEMVE08321	DROME18743
OG0006533	NEMVE04409	DROME11744, DROME11742, DROME11745, DROME11743
OG0006535	NEMVE20581	DROME21449, DROME21448
OG0006536	NEMVE17923	DROME00110
OG0006537	NEMVE03134, NEMVE02559	DROME17569
OG0006538	NEMVE23417	DROME00930
OG0006540	NEMVE14709	DROME04024
OG0006543	NEMVE14466, NEMVE04354	DROME19675
OG0006544	NEMVE14328	DROME08098
OG0006545	NEMVE18966	DROME14793
OG0006546	NEMVE05077	DROME03836
OG0006547	NEMVE14179	DROME21566
OG0006549	NEMVE14235, NEMVE01817	DROME08226
OG0006550	NEMVE08614	DROME12314
OG0006551	NEMVE18896	DROME01560
OG0006552	NEMVE14982	DROME02022
OG0006553	NEMVE08520	DROME06750
OG0006554	NEMVE11077	DROME13465
OG0006556	NEMVE14156	DROME10784
OG0006557	NEMVE13737	DROME08144
OG0006560	NEMVE18516	DROME17786
OG0006561	NEMVE13352	DROME15269
OG0006567	NEMVE23190	DROME01202
OG0006568	NEMVE19392, NEMVE19291	DROME05220
OG0006569	NEMVE17890	DROME20993
OG0006570	NEMVE14036	DROME20261
OG0006571	NEMVE19259	DROME05601
OG0006573	NEMVE24473	DROME14640
OG0006574	NEMVE18114	DROME19778
OG0006577	NEMVE17589	DROME16628
OG0006578	NEMVE14360	DROME15457
OG0006580	NEMVE13359	DROME00474
OG0006582	NEMVE10731	DROME02599, DROME02598, DROME02600
OG0006583	NEMVE06578	DROME16903
OG0006584	NEMVE13873	DROME07289
OG0006585	NEMVE07777, NEMVE12311	DROME00295, DROME00294
OG0006586	NEMVE02913, NEMVE05314	DROME11738, DROME02891
OG0006587	NEMVE23322	DROME02493
OG0006588	NEMVE02714	DROME21457
OG0006590	NEMVE05361	DROME17574
OG0006591	NEMVE07569	DROME11557, DROME11556
OG0006593	NEMVE12550	DROME11713
OG0006594	NEMVE14133	DROME12981
OG0006595	NEMVE14900	DROME20933
OG0006596	NEMVE21882	DROME13730, DROME13731
OG0006597	NEMVE08474, NEMVE00517	DROME19349
OG0006598	NEMVE20869, NEMVE13702	DROME15235
OG0006602	NEMVE22737	DROME18117
OG0006603	NEMVE13346	DROME08268, DROME08267
OG0006604	NEMVE25234	DROME10779
OG0006607	NEMVE07507	DROME06763
OG0006608	NEMVE25300, NEMVE11908	DROME15074
OG0006609	NEMVE01863, NEMVE08901	DROME08965
OG0006610	NEMVE05164	DROME00685
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	DROME04706, DROME04707
OG0006612	NEMVE25494	DROME07454
OG0006613	NEMVE23363	DROME02162, DROME02161
OG0006614	NEMVE04847	DROME03471
OG0006615	NEMVE08793	DROME05191
OG0006616	NEMVE20547, NEMVE13459	DROME04436, DROME04435
OG0006618	NEMVE09184	DROME08665
OG0006619	NEMVE24711	DROME20837, DROME20836
OG0006621	NEMVE02138	DROME01854
OG0006622	NEMVE14827	DROME13807
OG0006623	NEMVE12206, NEMVE10717	DROME03084
OG0006625	NEMVE16423	DROME13491
OG0006628	NEMVE05340	DROME04083, DROME04082
OG0006630	NEMVE14529	DROME13179
OG0006631	NEMVE21598, NEMVE22840	DROME06287
OG0006633	NEMVE10562	DROME10769
OG0006636	NEMVE02023	DROME02119
OG0006637	NEMVE09116	DROME01008
OG0006638	NEMVE10130	DROME10155
OG0006640	NEMVE12612, NEMVE12487, NEMVE16586	DROME00615
OG0006642	NEMVE24819, NEMVE00921	DROME08951
OG0006646	NEMVE12960	DROME15373
OG0006647	NEMVE14917	DROME02033
OG0006648	NEMVE20212	DROME03907, DROME03908
OG0006649	NEMVE20949	DROME00086
OG0006651	NEMVE24687	DROME04694
OG0006654	NEMVE10531	DROME20173
OG0006655	NEMVE21990	DROME18847
OG0006657	NEMVE07568	DROME19456, DROME19455
OG0006658	NEMVE08447, NEMVE14700	DROME21096
OG0006662	NEMVE14723	DROME19864
OG0006663	NEMVE25118	DROME13134
OG0006664	NEMVE00897	DROME04463
OG0006666	NEMVE15097	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	NEMVE14509	DROME06736
OG0006668	NEMVE13784	DROME09203, DROME09202, DROME09204
OG0006669	NEMVE01621, NEMVE12149	DROME09383
OG0006670	NEMVE14438	DROME03282
