Orthogroup	NEMVE	PFLAV
OG0008305	NEMVE18097	TCONS_00003821.p1, TCONS_00003794.p1
OG0008307	NEMVE05421	TCONS_00006279.p1
OG0008308	NEMVE25859	TCONS_00049674.p1
OG0008309	NEMVE22503	TCONS_00029286.p1
OG0008312	NEMVE03436	TCONS_00012475.p1
OG0008313	NEMVE13998	TCONS_00013893.p1
OG0008314	NEMVE20605, NEMVE03422	TCONS_00056818.p1
OG0008315	NEMVE22753	TCONS_00004936.p1
OG0008316	NEMVE05962	TCONS_00055770.p1
OG0008317	NEMVE03363	TCONS_00015717.p1
OG0008318	NEMVE06801	TCONS_00014897.p1
OG0008319	NEMVE14402	TCONS_00050788.p1
OG0008320	NEMVE01620	TCONS_00026686.p1
OG0008321	NEMVE07290	TCONS_00036424.p1, TCONS_00036415.p1, TCONS_00052180.p1
OG0008322	NEMVE05413	TCONS_00046267.p1
OG0008324	NEMVE05417	TCONS_00005209.p1
OG0008325	NEMVE14879	TCONS_00008359.p1
OG0008326	NEMVE11429	TCONS_00016857.p1, TCONS_00016856.p1
OG0008327	NEMVE15591	TCONS_00010127.p1
OG0008328	NEMVE14718	TCONS_00041928.p1
OG0008329	NEMVE02236	TCONS_00055454.p1
OG0008331	NEMVE01852	TCONS_00011682.p1
OG0008332	NEMVE03236	TCONS_00003591.p1, TCONS_00010434.p1, TCONS_00026507.p1
OG0008333	NEMVE24255	TCONS_00050937.p1
OG0008335	NEMVE24652	TCONS_00054585.p1
OG0008336	NEMVE04688	TCONS_00047560.p1
OG0008337	NEMVE22628	TCONS_00045332.p2
OG0008338	NEMVE20504, NEMVE01990	TCONS_00045316.p1
OG0008341	NEMVE19995	TCONS_00009876.p1
OG0008344	NEMVE22921	TCONS_00056217.p1
OG0008346	NEMVE22837	TCONS_00004497.p1
OG0008347	NEMVE06716	TCONS_00004068.p1
OG0008348	NEMVE13454	TCONS_00014673.p1, TCONS_00015811.p1
OG0008350	NEMVE23102	TCONS_00012708.p1
OG0008351	NEMVE13763	TCONS_00057084.p1
OG0008352	NEMVE08435	TCONS_00028799.p1
OG0008353	NEMVE03427	TCONS_00049591.p1
OG0008354	NEMVE21284	TCONS_00028293.p1
OG0008355	NEMVE15123	TCONS_00011797.p1
OG0008356	NEMVE26001, NEMVE23081	TCONS_00051279.p1
OG0008357	NEMVE06016	TCONS_00029292.p1
OG0008358	NEMVE09418	TCONS_00008717.p1
OG0008359	NEMVE23193	TCONS_00046387.p1
OG0008360	NEMVE22894	TCONS_00007589.p1
OG0008361	NEMVE23200	TCONS_00045263.p1
OG0008363	NEMVE14712	TCONS_00003883.p1
OG0008364	NEMVE25717	TCONS_00026913.p1
OG0008365	NEMVE03762	TCONS_00021499.p1
OG0008366	NEMVE11207	TCONS_00013115.p1, TCONS_00014297.p1, TCONS_00014296.p1
OG0008366	NEMVE20866	TCONS_00019512.p1
OG0008366	NEMVE03489	TCONS_00009203.p1
OG0008367	NEMVE03025	TCONS_00030987.p1
OG0008368	NEMVE13421	TCONS_00002675.p1
OG0008369	NEMVE13591	TCONS_00005642.p1, TCONS_00005290.p1
OG0008371	NEMVE01091	TCONS_00048158.p1, TCONS_00027431.p1
OG0008374	NEMVE13827	TCONS_00048049.p1, TCONS_00048054.p1
OG0008376	NEMVE06388	TCONS_00039338.p1
OG0008377	NEMVE21921	TCONS_00056289.p1
OG0008378	NEMVE05932	TCONS_00019276.p1
OG0008380	NEMVE25944, NEMVE19174	TCONS_00056162.p1
OG0008381	NEMVE14757	TCONS_00026138.p1
OG0008382	NEMVE24022	TCONS_00008791.p1
OG0008383	NEMVE05320	TCONS_00056702.p1
OG0008384	NEMVE13561	TCONS_00010601.p1
OG0008386	NEMVE03630	TCONS_00053240.p1
OG0008388	NEMVE13484	TCONS_00011934.p1, TCONS_00014939.p1
OG0008389	NEMVE08687	TCONS_00013495.p1
OG0008391	NEMVE14213	TCONS_00015782.p1
OG0008394	NEMVE06217	TCONS_00048647.p1
OG0008398	NEMVE07450	TCONS_00050678.p1, TCONS_00051748.p1, TCONS_00050679.p1
OG0008399	NEMVE23704	TCONS_00004746.p1
OG0008400	NEMVE13407	TCONS_00053973.p1
OG0008401	NEMVE09990	TCONS_00047658.p1
OG0008404	NEMVE00255	TCONS_00016582.p1
OG0008405	NEMVE22061	TCONS_00003976.p1, TCONS_00003750.p1, TCONS_00003180.p1
OG0008406	NEMVE13155	TCONS_00053366.p1
OG0008410	NEMVE13542	TCONS_00056621.p1
OG0008412	NEMVE25691	TCONS_00027945.p1
OG0008414	NEMVE23366	TCONS_00055281.p1
OG0008415	NEMVE24203	TCONS_00044185.p1
OG0008417	NEMVE22824	TCONS_00057186.p1, TCONS_00057187.p1, TCONS_00057188.p1, TCONS_00057189.p1
OG0008418	NEMVE10633	TCONS_00056677.p1
OG0008419	NEMVE25180	TCONS_00011688.p1
OG0008420	NEMVE12625, NEMVE05714	TCONS_00002155.p1
OG0008422	NEMVE10466	TCONS_00011225.p1
OG0008423	NEMVE15335, NEMVE01996	TCONS_00038695.p1, TCONS_00044578.p1
OG0008424	NEMVE22481	TCONS_00028179.p1
OG0008427	NEMVE19248	TCONS_00000871.p1
OG0008429	NEMVE18251	TCONS_00026407.p1, TCONS_00027343.p1, TCONS_00027237.p1, TCONS_00007317.p1
OG0008432	NEMVE18587	TCONS_00042592.p1
OG0008443	NEMVE23347	TCONS_00001656.p1
OG0008444	NEMVE00472, NEMVE15154	TCONS_00009745.p2
OG0008448	NEMVE08650	TCONS_00011216.p1
OG0008453	NEMVE13263	TCONS_00025372.p1
OG0008460	NEMVE25831	TCONS_00022973.p1, TCONS_00022974.p1
OG0008475	NEMVE24692, NEMVE23454, NEMVE18510, NEMVE18757, NEMVE24972	TCONS_00002499.p1, TCONS_00003295.p1, TCONS_00025218.p1, TCONS_00021013.p1, TCONS_00023949.p1, TCONS_00012961.p1, TCONS_00021828.p1, TCONS_00038254.p1, TCONS_00021064.p1
OG0008507	NEMVE23548	TCONS_00028834.p1
OG0008509	NEMVE24848	TCONS_00051127.p1
OG0008512	NEMVE01085, NEMVE22190	TCONS_00016538.p1
OG0008513	NEMVE23772	TCONS_00012624.p1, TCONS_00012627.p1, TCONS_00012628.p1
OG0008514	NEMVE07954	TCONS_00043979.p1
OG0008515	NEMVE14721	TCONS_00022547.p1
OG0008516	NEMVE24923	TCONS_00010019.p1
OG0008524	NEMVE08942	TCONS_00006173.p1
OG0008528	NEMVE18744	TCONS_00050077.p1
OG0008529	NEMVE23344	TCONS_00002000.p1, TCONS_00002007.p1
OG0008530	NEMVE14076	TCONS_00030924.p1
OG0008531	NEMVE22168	TCONS_00020842.p1
OG0008532	NEMVE22851	TCONS_00026652.p1
OG0008533	NEMVE14654	TCONS_00002353.p1
OG0008534	NEMVE25794	TCONS_00055322.p1
OG0008535	NEMVE02986	TCONS_00023201.p1, TCONS_00023332.p1
OG0008536	NEMVE07110	TCONS_00020792.p1
OG0008538	NEMVE22562	TCONS_00041723.p1
OG0008539	NEMVE20331, NEMVE24445	TCONS_00009850.p1
OG0008540	NEMVE13698	TCONS_00019944.p1
OG0008542	NEMVE23528	TCONS_00028830.p1
OG0008543	NEMVE23492	TCONS_00002678.p1
OG0008544	NEMVE25090	TCONS_00030513.p1
OG0008545	NEMVE22652	TCONS_00031372.p1
OG0008546	NEMVE09008	TCONS_00009322.p1
OG0008547	NEMVE05307, NEMVE15615	TCONS_00051895.p1
OG0008550	NEMVE02008	TCONS_00055094.p1
OG0008551	NEMVE17840	TCONS_00002034.p1
OG0008552	NEMVE19311	TCONS_00007436.p1, TCONS_00043986.p1
OG0008559	NEMVE16554	TCONS_00019561.p1, TCONS_00019562.p1
OG0008560	NEMVE15191, NEMVE10222	TCONS_00038069.p1
OG0008561	NEMVE01691	TCONS_00006081.p1
OG0008562	NEMVE18414	TCONS_00001004.p1
OG0008563	NEMVE14418	TCONS_00006675.p1
OG0008564	NEMVE01000	TCONS_00048627.p1
OG0008565	NEMVE08499, NEMVE19384	TCONS_00028957.p1
OG0008566	NEMVE06878	TCONS_00054240.p1
OG0008569	NEMVE20507, NEMVE03034	TCONS_00009652.p1
OG0008570	NEMVE11670, NEMVE09705	TCONS_00027979.p1
OG0008572	NEMVE16357	TCONS_00000164.p1
OG0008573	NEMVE25781	TCONS_00028949.p1
OG0008574	NEMVE24557	TCONS_00056172.p1
OG0008575	NEMVE01012	TCONS_00025715.p1
OG0008576	NEMVE22319	TCONS_00027830.p1
OG0008577	NEMVE07448	TCONS_00014330.p1, TCONS_00014318.p1
OG0008579	NEMVE23697	TCONS_00045806.p1
OG0008580	NEMVE16162	TCONS_00018455.p1
OG0008583	NEMVE00007	TCONS_00018557.p1
OG0008586	NEMVE21154	TCONS_00029453.p1
OG0008587	NEMVE23850	TCONS_00055211.p1, TCONS_00041451.p1
OG0008588	NEMVE16313	TCONS_00012906.p1
OG0008589	NEMVE16206	TCONS_00048841.p1
OG0008590	NEMVE20336, NEMVE06282	TCONS_00014348.p1
OG0008592	NEMVE23818, NEMVE06605	TCONS_00016163.p1
OG0008596	NEMVE22506	TCONS_00056290.p1
OG0008597	NEMVE11500, NEMVE24375	TCONS_00044175.p1
OG0008600	NEMVE14012, NEMVE22366	TCONS_00026821.p1
OG0008601	NEMVE22610	TCONS_00042388.p1
OG0008602	NEMVE07908	TCONS_00009504.p1, TCONS_00010870.p1
OG0008603	NEMVE25178	TCONS_00003811.p1, TCONS_00003829.p1
OG0008607	NEMVE22525	TCONS_00015306.p1
OG0008608	NEMVE06815	TCONS_00051193.p1
OG0008611	NEMVE12141, NEMVE22359	TCONS_00014637.p1
OG0008612	NEMVE16329, NEMVE16328, NEMVE18634	TCONS_00015184.p1
OG0008613	NEMVE06475	TCONS_00049453.p1
OG0008614	NEMVE23737	TCONS_00043624.p1, TCONS_00043648.p1
OG0008616	NEMVE10331	TCONS_00027870.p1
OG0008617	NEMVE23327	TCONS_00048980.p1
OG0008624	NEMVE24986	TCONS_00012984.p1
OG0008625	NEMVE06748	TCONS_00008478.p1
OG0008626	NEMVE25563	TCONS_00007557.p1
OG0008627	NEMVE22795	TCONS_00042998.p1
OG0008628	NEMVE23285	TCONS_00043516.p1
OG0008629	NEMVE09319	TCONS_00027980.p1
OG0008630	NEMVE01080	TCONS_00005902.p1
OG0008633	NEMVE10982	TCONS_00012121.p1
OG0008634	NEMVE17397	TCONS_00004471.p1
OG0008635	NEMVE10470	TCONS_00050215.p1, TCONS_00050220.p1, TCONS_00050199.p1, TCONS_00051785.p1
OG0008637	NEMVE14857	TCONS_00051122.p1
OG0008638	NEMVE22850	TCONS_00020183.p1
OG0008639	NEMVE21171, NEMVE12268	TCONS_00000996.p1
OG0008641	NEMVE23562	TCONS_00010728.p1
OG0008642	NEMVE24420	TCONS_00008591.p1
OG0008643	NEMVE23065	TCONS_00048514.p1
OG0008644	NEMVE24046	TCONS_00027476.p1
OG0008645	NEMVE22648	TCONS_00018903.p1
OG0008646	NEMVE07234, NEMVE20723	TCONS_00002305.p1
OG0008647	NEMVE14049	TCONS_00017727.p1, TCONS_00044814.p1
OG0008648	NEMVE10181	TCONS_00010189.p1
OG0008649	NEMVE17297	TCONS_00012038.p1
OG0008650	NEMVE23432	TCONS_00005663.p1, TCONS_00032222.p1, TCONS_00033218.p1, TCONS_00027763.p1, TCONS_00050006.p1, TCONS_00005861.p1
OG0008651	NEMVE08227	TCONS_00035616.p1, TCONS_00035716.p1
OG0008653	NEMVE19895	TCONS_00020879.p1
OG0008654	NEMVE10286	TCONS_00013145.p1
OG0008655	NEMVE20852, NEMVE23305	TCONS_00048808.p1
OG0008656	NEMVE25532	TCONS_00012135.p1
OG0008657	NEMVE15312	TCONS_00023995.p1
OG0008658	NEMVE21840	TCONS_00017004.p1
OG0008660	NEMVE25509	TCONS_00029817.p1
OG0008661	NEMVE09084	TCONS_00026030.p1
OG0008664	NEMVE19637	TCONS_00010902.p1, TCONS_00010906.p1
OG0008666	NEMVE16034	TCONS_00039409.p1
OG0008669	NEMVE15256	TCONS_00056877.p1, TCONS_00056890.p1
OG0008671	NEMVE23500	TCONS_00010941.p1
OG0008672	NEMVE15025	TCONS_00028728.p1
OG0008674	NEMVE25341	TCONS_00042679.p1
OG0008675	NEMVE09494	TCONS_00011082.p1
OG0008676	NEMVE15691	TCONS_00005105.p1
OG0008677	NEMVE03819	TCONS_00018655.p1, TCONS_00018707.p1
OG0008680	NEMVE05250	TCONS_00027814.p1
OG0008681	NEMVE21715	TCONS_00018263.p1
OG0008682	NEMVE20684	TCONS_00044991.p1
OG0008683	NEMVE24361, NEMVE20837	TCONS_00051875.p1
OG0008684	NEMVE18907	TCONS_00020376.p1
OG0008698	NEMVE22870	TCONS_00027633.p1
OG0008705	NEMVE18622, NEMVE15948	TCONS_00018862.p1
OG0008714	NEMVE08385	TCONS_00057310.p1, TCONS_00055990.p1, TCONS_00030027.p1, TCONS_00030025.p1, TCONS_00027725.p1, TCONS_00000469.p1, TCONS_00001416.p1, TCONS_00024570.p1
OG0008757	NEMVE07975	TCONS_00012607.p1
OG0008760	NEMVE23306	TCONS_00052857.p1
OG0008762	NEMVE13502	TCONS_00029369.p1
OG0008765	NEMVE05722	TCONS_00056295.p1
OG0008766	NEMVE18267	TCONS_00029152.p1
OG0008767	NEMVE00346, NEMVE24728	TCONS_00016919.p1, TCONS_00016924.p1
OG0008771	NEMVE18021	TCONS_00019581.p1
OG0008772	NEMVE24987	TCONS_00011469.p1
OG0008773	NEMVE19145	TCONS_00003459.p1
OG0008774	NEMVE24527	TCONS_00037771.p1, TCONS_00037772.p1
OG0008778	NEMVE21311, NEMVE07876	TCONS_00028987.p1
OG0008779	NEMVE18889	TCONS_00017140.p1
OG0008780	NEMVE10258	TCONS_00010097.p1
OG0008781	NEMVE25127	TCONS_00049075.p1
OG0008782	NEMVE25361	TCONS_00041068.p1
OG0008784	NEMVE23625	TCONS_00053147.p1
OG0008786	NEMVE04596	TCONS_00048618.p1
OG0008789	NEMVE02946	TCONS_00025261.p1
OG0008792	NEMVE24560	TCONS_00020074.p1
OG0008794	NEMVE13692	TCONS_00042636.p1
OG0008795	NEMVE23613	TCONS_00056329.p1, TCONS_00016910.p1, TCONS_00038434.p1, TCONS_00041441.p1
OG0008797	NEMVE02425	TCONS_00005645.p1, TCONS_00005644.p1
OG0008798	NEMVE03471	TCONS_00042486.p1
OG0008799	NEMVE01885	TCONS_00014650.p1
OG0008800	NEMVE24734	TCONS_00035292.p1
OG0008801	NEMVE07367	TCONS_00037683.p1
OG0008802	NEMVE24980	TCONS_00013895.p1
OG0008803	NEMVE07399	TCONS_00026335.p1, TCONS_00026345.p1, TCONS_00003394.p1, TCONS_00027457.p1, TCONS_00026666.p1
OG0008804	NEMVE24643	TCONS_00009879.p1
OG0008809	NEMVE23164	TCONS_00017568.p1
OG0008811	NEMVE22500	TCONS_00009409.p1, TCONS_00009427.p1
OG0008812	NEMVE20858	TCONS_00011977.p1
OG0008814	NEMVE14088	TCONS_00030862.p1
OG0008815	NEMVE25686	TCONS_00006343.p1, TCONS_00056804.p1, TCONS_00032527.p1, TCONS_00019015.p1
OG0008817	NEMVE11583	TCONS_00030441.p1
OG0008821	NEMVE09368	TCONS_00000165.p1
OG0008822	NEMVE17023, NEMVE00443	TCONS_00013114.p1
OG0008824	NEMVE10117	TCONS_00016059.p1
OG0008825	NEMVE24499	TCONS_00006805.p1
OG0008826	NEMVE22979	TCONS_00054698.p1, TCONS_00054623.p1
OG0008828	NEMVE14527	TCONS_00003600.p1
OG0008829	NEMVE13410	TCONS_00032677.p1, TCONS_00032052.p1, TCONS_00032053.p1, TCONS_00032651.p1
OG0008831	NEMVE23959	TCONS_00027119.p1
OG0008832	NEMVE17274, NEMVE15116	TCONS_00050827.p1
OG0008833	NEMVE13511	TCONS_00009597.p1
OG0008834	NEMVE17736	TCONS_00044843.p1
OG0008835	NEMVE24188	TCONS_00022397.p1
OG0008836	NEMVE21572, NEMVE24925	TCONS_00004766.p1, TCONS_00006082.p1
OG0008838	NEMVE21811	TCONS_00017022.p1
OG0008840	NEMVE24969	TCONS_00007279.p1
OG0008841	NEMVE09802	TCONS_00012470.p1
OG0008844	NEMVE15923	TCONS_00009445.p1
OG0008845	NEMVE25073	TCONS_00001126.p1
OG0008847	NEMVE21949	TCONS_00010081.p1
OG0008849	NEMVE09039	TCONS_00006864.p1, TCONS_00046893.p2
OG0008850	NEMVE22858	TCONS_00026863.p1
OG0008851	NEMVE15128	TCONS_00014663.p1
OG0008853	NEMVE24891	TCONS_00052207.p1
OG0008855	NEMVE14784	TCONS_00026694.p1
OG0008856	NEMVE24718	TCONS_00018641.p1
OG0008857	NEMVE23148	TCONS_00051271.p1
OG0008859	NEMVE22947	TCONS_00026115.p1
OG0008861	NEMVE13686	TCONS_00009011.p1
OG0008862	NEMVE13832	TCONS_00054181.p1, TCONS_00054141.p1, TCONS_00053044.p1, TCONS_00053087.p1
OG0008864	NEMVE06626	TCONS_00049233.p1
OG0008866	NEMVE01590	TCONS_00022225.p1
OG0008868	NEMVE17919	TCONS_00013342.p1
OG0008871	NEMVE15359	TCONS_00040106.p1
OG0008872	NEMVE18394	TCONS_00053192.p1
OG0008873	NEMVE20129	TCONS_00030494.p1
OG0008875	NEMVE23545	TCONS_00028555.p1
OG0008876	NEMVE18124	TCONS_00030923.p1, TCONS_00030920.p1
OG0008877	NEMVE08680	TCONS_00002956.p1
OG0008878	NEMVE22956	TCONS_00048907.p1
OG0008879	NEMVE23362, NEMVE20066	TCONS_00005767.p1
OG0008880	NEMVE13802	TCONS_00001123.p1
OG0008881	NEMVE22144	TCONS_00056579.p1, TCONS_00056580.p1
OG0008882	NEMVE15368	TCONS_00057011.p1
OG0008883	NEMVE11560, NEMVE06298	TCONS_00005285.p1
OG0008884	NEMVE08657, NEMVE09519, NEMVE10173, NEMVE10179	TCONS_00031034.p1
OG0008884	NEMVE04855	TCONS_00006594.p1
OG0008885	NEMVE01728	TCONS_00019636.p1
OG0008886	NEMVE24860, NEMVE17978	TCONS_00023080.p1, TCONS_00023052.p1
OG0008887	NEMVE24276, NEMVE20282	TCONS_00006542.p1, TCONS_00006541.p1
OG0008888	NEMVE21296, NEMVE15442	TCONS_00012096.p1
OG0008892	NEMVE20121, NEMVE22953	TCONS_00026559.p1
OG0008893	NEMVE16874	TCONS_00051925.p1
OG0008894	NEMVE19509	TCONS_00023526.p1, TCONS_00003446.p1
OG0008896	NEMVE11625	TCONS_00019805.p1
OG0008897	NEMVE09429	TCONS_00005212.p1
OG0008900	NEMVE25048	TCONS_00010186.p1
OG0008901	NEMVE05337	TCONS_00049472.p1
OG0008907	NEMVE15561, NEMVE23098	TCONS_00014168.p1
OG0008908	NEMVE12317, NEMVE08002	TCONS_00035620.p1, TCONS_00035630.p1, TCONS_00035725.p1, TCONS_00035628.p1, TCONS_00035625.p1, TCONS_00004545.p1, TCONS_00035723.p1
OG0008909	NEMVE15912	TCONS_00013369.p3, TCONS_00043143.p1, TCONS_00047158.p1, TCONS_00037141.p1, TCONS_00019037.p1, TCONS_00041828.p1, TCONS_00023721.p1
OG0008910	NEMVE08652	TCONS_00010401.p1
OG0008911	NEMVE15422	TCONS_00048580.p1
OG0008914	NEMVE22768	TCONS_00043928.p1
OG0008915	NEMVE16801	TCONS_00026052.p1
OG0008919	NEMVE24671	TCONS_00024347.p1
OG0008921	NEMVE17180	TCONS_00013616.p1, TCONS_00013613.p1, TCONS_00013614.p1, TCONS_00013615.p1, TCONS_00013611.p1
OG0008922	NEMVE17980	TCONS_00036379.p1
OG0008923	NEMVE11826, NEMVE22474	TCONS_00026497.p1
OG0008924	NEMVE06034	TCONS_00048434.p1
OG0008925	NEMVE06125	TCONS_00049783.p1
OG0008927	NEMVE06465	TCONS_00019244.p1
OG0008929	NEMVE23325	TCONS_00012209.p1
OG0008931	NEMVE14692	TCONS_00046199.p1
OG0008932	NEMVE13475	TCONS_00054207.p1, TCONS_00016652.p1
OG0008934	NEMVE07552	TCONS_00009842.p1
OG0008935	NEMVE15735, NEMVE22890	TCONS_00031171.p1
OG0008936	NEMVE01680	TCONS_00027977.p1
OG0008937	NEMVE24703	TCONS_00001309.p1
OG0008938	NEMVE15314	TCONS_00026251.p1
OG0008940	NEMVE17127	TCONS_00004979.p1
OG0008941	NEMVE07363	TCONS_00014974.p1
OG0008942	NEMVE13682	TCONS_00054098.p1
OG0008946	NEMVE22543	TCONS_00043769.p1
OG0008953	NEMVE04939	TCONS_00056969.p1
OG0008977	NEMVE08157	TCONS_00043743.p1
OG0009000	NEMVE16003, NEMVE20088, NEMVE19654	TCONS_00022084.p1
OG0009003	NEMVE24591	TCONS_00054416.p1, TCONS_00054408.p1, TCONS_00054410.p1, TCONS_00039775.p1, TCONS_00046845.p1, TCONS_00054403.p1, TCONS_00054409.p1, TCONS_00054414.p1, TCONS_00054400.p1, TCONS_00039774.p1, TCONS_00052991.p1, TCONS_00054401.p1, TCONS_00054415.p1, TCONS_00053301.p1
OG0009012	NEMVE18349	TCONS_00055424.p1, TCONS_00055434.p1
OG0009022	NEMVE17003, NEMVE16614, NEMVE17221, NEMVE15263, NEMVE25798, NEMVE20315, NEMVE18487, NEMVE20862, NEMVE24689, NEMVE17729, NEMVE25675, NEMVE21243, NEMVE17431, NEMVE17432, NEMVE16078, NEMVE17787, NEMVE24722	TCONS_00041186.p1, TCONS_00041172.p1
OG0009023	NEMVE23555	TCONS_00054843.p1, TCONS_00015090.p1, TCONS_00054666.p1, TCONS_00004567.p1, TCONS_00044633.p1, TCONS_00010144.p1, TCONS_00054664.p1, TCONS_00015091.p1, TCONS_00054665.p1, TCONS_00048819.p1, TCONS_00036029.p1, TCONS_00041580.p1, TCONS_00008195.p1, TCONS_00054124.p1, TCONS_00029854.p1, TCONS_00024472.p1, TCONS_00044634.p1, TCONS_00020076.p1, TCONS_00041643.p1
OG0009044	NEMVE17552	TCONS_00028334.p1
OG0009045	NEMVE09504	TCONS_00052830.p1
OG0009048	NEMVE17145	TCONS_00010085.p1
OG0009052	NEMVE22170	TCONS_00021324.p1
OG0009053	NEMVE20227	TCONS_00040216.p1, TCONS_00050615.p1, TCONS_00034736.p1, TCONS_00022616.p1
OG0009054	NEMVE23753	TCONS_00043933.p1
OG0009055	NEMVE23919	TCONS_00022433.p1
OG0009056	NEMVE06944	TCONS_00009666.p1
OG0009057	NEMVE22655	TCONS_00015437.p1
OG0009058	NEMVE15848, NEMVE15847	TCONS_00011262.p1, TCONS_00011263.p1, TCONS_00011264.p1
OG0009059	NEMVE25837	TCONS_00008173.p1
OG0009062	NEMVE24704	TCONS_00001328.p1, TCONS_00001330.p1
OG0009063	NEMVE06303	TCONS_00012388.p1
OG0009064	NEMVE14107	TCONS_00050225.p1
OG0009067	NEMVE24091	TCONS_00032720.p2
OG0009069	NEMVE25330	TCONS_00015166.p1
OG0009070	NEMVE19901	TCONS_00017271.p1
OG0009075	NEMVE23541	TCONS_00028394.p1
OG0009076	NEMVE05526	TCONS_00009969.p1
OG0009077	NEMVE05192	TCONS_00029671.p1
OG0009082	NEMVE18671	TCONS_00055738.p1, TCONS_00055737.p1
OG0009083	NEMVE01706	TCONS_00044906.p1
OG0009084	NEMVE23371	TCONS_00049269.p1
OG0009085	NEMVE13932	TCONS_00051025.p1
OG0009086	NEMVE19089	TCONS_00030188.p1
OG0009089	NEMVE07195	TCONS_00030969.p1
OG0009090	NEMVE14902, NEMVE07093, NEMVE02969, NEMVE21247, NEMVE23309	TCONS_00048330.p1
OG0009091	NEMVE24985	TCONS_00013435.p1
OG0009093	NEMVE18478	TCONS_00015912.p1
OG0009094	NEMVE13184	TCONS_00014339.p1, TCONS_00014328.p1
OG0009095	NEMVE00935	TCONS_00008859.p1
OG0009096	NEMVE02034	TCONS_00051168.p1
OG0009098	NEMVE24490	TCONS_00047943.p1, TCONS_00047944.p1
OG0009099	NEMVE15307	TCONS_00044297.p1
OG0009100	NEMVE25582	TCONS_00004996.p1
OG0009102	NEMVE25125	TCONS_00055800.p1
OG0009103	NEMVE23934	TCONS_00013439.p1
OG0009104	NEMVE13849	TCONS_00014422.p1
OG0009105	NEMVE09034	TCONS_00009606.p1
OG0009106	NEMVE02506	TCONS_00028119.p1, TCONS_00028107.p1, TCONS_00028106.p1
OG0009107	NEMVE13219, NEMVE17941	TCONS_00027411.p1
OG0009109	NEMVE09642	TCONS_00022110.p1
OG0009111	NEMVE15303	TCONS_00024697.p1
OG0009113	NEMVE14241	TCONS_00006393.p1
OG0009115	NEMVE12320	TCONS_00053459.p1
OG0009117	NEMVE13894	TCONS_00011337.p1
OG0009119	NEMVE16587	TCONS_00009042.p1
OG0009120	NEMVE25786	TCONS_00028775.p1
OG0009123	NEMVE08603	TCONS_00022901.p1
OG0009126	NEMVE13004, NEMVE21966	TCONS_00049313.p1
OG0009128	NEMVE23617	TCONS_00047217.p1
OG0009129	NEMVE23939	TCONS_00015167.p1
OG0009130	NEMVE18153	TCONS_00013075.p1, TCONS_00041771.p1
OG0009133	NEMVE14940	TCONS_00046700.p1
OG0009135	NEMVE09950	TCONS_00050274.p1
OG0009136	NEMVE09245	TCONS_00009759.p1
OG0009137	NEMVE23013	TCONS_00009786.p1
OG0009138	NEMVE24315	TCONS_00024142.p1
OG0009141	NEMVE13943	TCONS_00038481.p1, TCONS_00038519.p1
OG0009143	NEMVE21916	TCONS_00047800.p1
OG0009145	NEMVE25059	TCONS_00021917.p1
OG0009146	NEMVE19754	TCONS_00034794.p1
OG0009147	NEMVE17907	TCONS_00013931.p1
OG0009148	NEMVE22060	TCONS_00046200.p1
OG0009150	NEMVE17649	TCONS_00009811.p1
OG0009151	NEMVE22001	TCONS_00030780.p1
OG0009154	NEMVE09952	TCONS_00020631.p1
OG0009157	NEMVE14412	TCONS_00026402.p1
OG0009160	NEMVE23025	TCONS_00014119.p1
OG0009163	NEMVE05603	TCONS_00013279.p1
OG0009164	NEMVE06188	TCONS_00053640.p1
OG0009165	NEMVE13240, NEMVE07810	TCONS_00043929.p1
OG0009168	NEMVE22215	TCONS_00016563.p1
OG0009174	NEMVE25243	TCONS_00027430.p1
OG0009178	NEMVE21747	TCONS_00049300.p1
OG0009179	NEMVE17596	TCONS_00022680.p1
OG0009180	NEMVE13456	TCONS_00006550.p1
OG0009182	NEMVE15605, NEMVE05517	TCONS_00016686.p1
OG0009183	NEMVE07161	TCONS_00056276.p1
OG0009185	NEMVE17685	TCONS_00020757.p1
OG0009190	NEMVE16861	TCONS_00003584.p1
OG0009193	NEMVE25453	TCONS_00018096.p1
OG0009194	NEMVE25685	TCONS_00009723.p1
OG0009195	NEMVE19124	TCONS_00005757.p1
OG0009196	NEMVE13098	TCONS_00004142.p1
OG0009207	NEMVE24861	TCONS_00037093.p1
OG0009216	NEMVE14209	TCONS_00009916.p1, TCONS_00046146.p1
OG0009217	NEMVE23796	TCONS_00023695.p1, TCONS_00006439.p1
OG0009222	NEMVE15982	TCONS_00055952.p1, TCONS_00057131.p1
OG0009231	NEMVE24461	TCONS_00012212.p1
OG0009232	NEMVE23421	TCONS_00051738.p1
OG0009234	NEMVE10710	TCONS_00026259.p1
OG0009238	NEMVE24535, NEMVE19944, NEMVE20485	TCONS_00024245.p1, TCONS_00012227.p1, TCONS_00024246.p1, TCONS_00054466.p1, TCONS_00054467.p1, TCONS_00013906.p1, TCONS_00054471.p1, TCONS_00054468.p1, TCONS_00038390.p1, TCONS_00038436.p1, TCONS_00038391.p1, TCONS_00038392.p1
