Orthogroup	NEMVE	STRPU_ok
OG0006308	NEMVE14134	STRPU_15214, STRPU_15161
OG0006309	NEMVE14028	STRPU_12063, STRPU_01235
OG0006310	NEMVE09818	STRPU_11996, STRPU_01662
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	STRPU_11654
OG0006312	NEMVE18372	STRPU_23848, STRPU_23814
OG0006313	NEMVE22686	STRPU_07370
OG0006314	NEMVE24333, NEMVE21005	STRPU_23080, STRPU_00665
OG0006315	NEMVE15833	STRPU_21474
OG0006316	NEMVE09340, NEMVE20670, NEMVE03501	STRPU_19017
OG0006317	NEMVE22179, NEMVE24570	STRPU_10725
OG0006318	NEMVE07253	STRPU_18034
OG0006319	NEMVE06270	STRPU_10938
OG0006320	NEMVE02287	STRPU_22674
OG0006321	NEMVE11987	STRPU_25993
OG0006322	NEMVE11564, NEMVE20664	STRPU_00885, STRPU_23011
OG0006323	NEMVE24425	STRPU_05565, STRPU_05622
OG0006324	NEMVE23239	STRPU_26127
OG0006325	NEMVE12445, NEMVE02974	STRPU_19352
OG0006326	NEMVE15759	STRPU_01188, STRPU_19957
OG0006327	NEMVE24917	STRPU_23568
OG0006329	NEMVE21689	STRPU_10024
OG0006330	NEMVE14456	STRPU_26973
OG0006331	NEMVE13643	STRPU_20670
OG0006332	NEMVE08037	STRPU_12324, STRPU_10717
OG0006334	NEMVE13329	STRPU_19104
OG0006335	NEMVE23896	STRPU_23723
OG0006336	NEMVE24651	STRPU_18473, STRPU_18430
OG0006337	NEMVE14196	STRPU_27122
OG0006338	NEMVE24080	STRPU_18386
OG0006339	NEMVE23824	STRPU_15481
OG0006340	NEMVE10948	STRPU_04236, STRPU_04198
OG0006341	NEMVE12553, NEMVE14094	STRPU_18283, STRPU_01173
OG0006343	NEMVE25328	STRPU_05776, STRPU_05315
OG0006344	NEMVE22317	STRPU_22520
OG0006345	NEMVE21962	STRPU_24011
OG0006346	NEMVE05891	STRPU_03986
OG0006347	NEMVE21968	STRPU_13365, STRPU_13385
OG0006348	NEMVE23591, NEMVE26005, NEMVE16247	STRPU_16050, STRPU_16039
OG0006349	NEMVE06197	STRPU_18761, STRPU_18762
OG0006350	NEMVE14391	STRPU_08881, STRPU_00940
OG0006352	NEMVE14684	STRPU_05719, STRPU_05712
OG0006353	NEMVE13981, NEMVE21258	STRPU_21115
OG0006354	NEMVE13631	STRPU_09765, STRPU_09721
OG0006355	NEMVE20104, NEMVE11281, NEMVE04679	STRPU_22379
OG0006356	NEMVE09654	STRPU_14596
OG0006357	NEMVE24732	STRPU_10912, STRPU_10702
OG0006358	NEMVE22790	STRPU_22374
OG0006359	NEMVE21463, NEMVE10116	STRPU_19635, STRPU_19681
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	STRPU_11561
OG0006361	NEMVE24246	STRPU_26003
OG0006362	NEMVE15117	STRPU_18132
OG0006363	NEMVE09625	STRPU_09319
OG0006364	NEMVE05230, NEMVE00679	STRPU_23794
OG0006365	NEMVE21950	STRPU_05270, STRPU_05254
OG0006366	NEMVE11264	STRPU_21760, STRPU_21695, STRPU_21696, STRPU_21761
OG0006368	NEMVE22823	STRPU_13584, STRPU_01602
OG0006370	NEMVE05218	STRPU_19241
OG0006371	NEMVE22625	STRPU_14922, STRPU_14920, STRPU_14917, STRPU_14918
OG0006372	NEMVE09290	STRPU_17261
OG0006375	NEMVE11513	STRPU_01472, STRPU_08700
OG0006376	NEMVE23782	STRPU_19494
OG0006377	NEMVE16226	STRPU_26959
OG0006378	NEMVE15636	STRPU_09953, STRPU_09976
OG0006379	NEMVE15844	STRPU_21808
OG0006381	NEMVE22611	STRPU_22693
OG0006383	NEMVE13729	STRPU_03091
OG0006384	NEMVE25542	STRPU_11959, STRPU_01620
OG0006385	NEMVE19329	STRPU_21175
OG0006386	NEMVE01150, NEMVE00239	STRPU_11720
OG0006387	NEMVE24021	STRPU_17511
OG0006389	NEMVE21903	STRPU_17172, STRPU_17167
OG0006391	NEMVE13206	STRPU_16884
OG0006392	NEMVE14704, NEMVE12102	STRPU_17229
OG0006393	NEMVE22326	STRPU_27287
OG0006394	NEMVE15490	STRPU_09231, STRPU_02196
OG0006395	NEMVE21779	STRPU_07573
OG0006396	NEMVE07776	STRPU_19134
OG0006398	NEMVE12068	STRPU_18220, STRPU_01275
OG0006399	NEMVE05412	STRPU_14310
OG0006401	NEMVE14644	STRPU_14011
OG0006402	NEMVE11176	STRPU_16542, STRPU_16564
OG0006405	NEMVE14193	STRPU_11573, STRPU_01369
OG0006408	NEMVE13922	STRPU_21447
OG0006442	NEMVE04542, NEMVE04555	STRPU_25425
OG0006443	NEMVE24139	STRPU_03428
OG0006447	NEMVE14227	STRPU_19468
OG0006448	NEMVE14631	STRPU_13247
OG0006449	NEMVE14465	STRPU_24008
OG0006452	NEMVE22045	STRPU_23318
OG0006454	NEMVE01525	STRPU_14766, STRPU_02558
OG0006456	NEMVE14689	STRPU_12981
OG0006457	NEMVE02219	STRPU_18652
OG0006458	NEMVE23830	STRPU_02922
OG0006459	NEMVE15405	STRPU_26656
OG0006460	NEMVE05063	STRPU_20721
OG0006461	NEMVE25171	STRPU_22710, STRPU_00693
OG0006462	NEMVE13915	STRPU_09115, STRPU_02084
OG0006463	NEMVE06047	STRPU_26991
OG0006464	NEMVE13731	STRPU_06886
OG0006468	NEMVE22441, NEMVE22470	STRPU_25336, STRPU_25337, STRPU_25338
OG0006469	NEMVE10571	STRPU_08991
OG0006470	NEMVE04834	STRPU_09449, STRPU_01513
OG0006472	NEMVE04638	STRPU_06355
OG0006474	NEMVE04607	STRPU_14515
OG0006475	NEMVE13355	STRPU_02451, STRPU_13611
OG0006476	NEMVE13672	STRPU_05356
OG0006478	NEMVE08604	STRPU_26958
OG0006479	NEMVE25506	STRPU_10820
OG0006480	NEMVE14859	STRPU_16289
OG0006481	NEMVE14750	STRPU_03450
OG0006482	NEMVE03006	STRPU_20632
OG0006483	NEMVE17969	STRPU_21478, STRPU_21479
OG0006485	NEMVE22268	STRPU_21413
OG0006486	NEMVE14560	STRPU_23799
OG0006487	NEMVE07085	STRPU_23585
OG0006488	NEMVE02068	STRPU_21848
OG0006490	NEMVE14501	STRPU_22719, STRPU_00703
OG0006491	NEMVE05407	STRPU_07329
OG0006493	NEMVE19349	STRPU_06811
OG0006494	NEMVE14035	STRPU_06616
OG0006496	NEMVE00019	STRPU_19486
OG0006497	NEMVE24844	STRPU_00496, STRPU_15927
OG0006498	NEMVE14543	STRPU_05287
OG0006500	NEMVE07205	STRPU_21059
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	STRPU_20764
OG0006502	NEMVE23114	STRPU_08339
OG0006503	NEMVE13506	STRPU_06604
OG0006504	NEMVE14016	STRPU_14410
OG0006505	NEMVE14629	STRPU_13908
OG0006506	NEMVE14719	STRPU_11643, STRPU_01307
OG0006507	NEMVE00425, NEMVE01835	STRPU_22570
OG0006508	NEMVE08993, NEMVE21341	STRPU_09544
OG0006509	NEMVE24726	STRPU_10367
OG0006510	NEMVE15703	STRPU_25970, STRPU_00228
OG0006511	NEMVE14251	STRPU_00229, STRPU_25971
OG0006512	NEMVE22978	STRPU_21460
OG0006513	NEMVE15730	STRPU_26297, STRPU_26271
OG0006514	NEMVE21783	STRPU_05328
OG0006515	NEMVE04937	STRPU_21616
OG0006516	NEMVE06592	STRPU_21000
OG0006517	NEMVE18893, NEMVE20520	STRPU_22079
OG0006518	NEMVE13789	STRPU_17445
OG0006519	NEMVE13465	STRPU_20703
OG0006520	NEMVE22333	STRPU_04978
OG0006522	NEMVE06557, NEMVE20051	STRPU_00417, STRPU_14209
OG0006523	NEMVE25529	STRPU_21580
OG0006524	NEMVE24587, NEMVE06481	STRPU_23918
OG0006525	NEMVE22491	STRPU_23588
OG0006527	NEMVE08764	STRPU_08594, STRPU_00311
OG0006528	NEMVE22210	STRPU_25024
OG0006530	NEMVE02091	STRPU_26422
OG0006532	NEMVE08321	STRPU_18757
OG0006533	NEMVE04409	STRPU_02314, STRPU_18116
OG0006534	NEMVE19297	STRPU_10089, STRPU_10152
OG0006535	NEMVE06896	STRPU_12315
OG0006536	NEMVE17923	STRPU_09828
OG0006537	NEMVE03134, NEMVE02559	STRPU_05666
OG0006538	NEMVE23417	STRPU_25056
OG0006540	NEMVE14709	STRPU_05939
OG0006541	NEMVE16807	STRPU_10007
OG0006542	NEMVE14992, NEMVE10018	STRPU_04977
OG0006543	NEMVE14466, NEMVE04354	STRPU_24071
OG0006544	NEMVE14328	STRPU_25609
OG0006545	NEMVE18966	STRPU_01501, STRPU_13748
OG0006546	NEMVE05077	STRPU_21327
OG0006547	NEMVE14179	STRPU_16023
OG0006548	NEMVE03418, NEMVE21513	STRPU_12868
OG0006549	NEMVE14235, NEMVE01817	STRPU_22378
OG0006550	NEMVE08614	STRPU_23342
OG0006551	NEMVE18896	STRPU_19779, STRPU_00791
OG0006552	NEMVE14982	STRPU_26952
OG0006553	NEMVE08520	STRPU_08086
OG0006554	NEMVE11077	STRPU_14643
OG0006555	NEMVE16609	STRPU_22013
OG0006556	NEMVE14156	STRPU_17934
OG0006557	NEMVE13737	STRPU_15383
OG0006559	NEMVE21703	STRPU_19326
OG0006560	NEMVE18516	STRPU_20993
OG0006561	NEMVE13352	STRPU_20587
OG0006562	NEMVE14938	STRPU_06844
OG0006563	NEMVE13142	STRPU_20622
OG0006564	NEMVE13427	STRPU_14809
OG0006565	NEMVE11088	STRPU_22690
OG0006566	NEMVE18626	STRPU_09269
OG0006567	NEMVE23190	STRPU_07104
OG0006568	NEMVE19392, NEMVE19291	STRPU_08066
OG0006569	NEMVE17890	STRPU_21109
OG0006570	NEMVE14036	STRPU_20410
OG0006571	NEMVE19259	STRPU_26805
OG0006572	NEMVE16268	STRPU_18818
OG0006573	NEMVE24473	STRPU_14878
OG0006574	NEMVE18114	STRPU_26558
OG0006575	NEMVE17612	STRPU_26181, STRPU_26182
OG0006576	NEMVE17507	STRPU_22950, STRPU_04618
OG0006577	NEMVE17589	STRPU_19110
OG0006578	NEMVE14360	STRPU_09315
OG0006580	NEMVE13359	STRPU_24020
OG0006581	NEMVE04969	STRPU_01609, STRPU_13590, STRPU_01610
OG0006582	NEMVE10731	STRPU_26817
OG0006583	NEMVE06578	STRPU_17816, STRPU_17825
OG0006584	NEMVE13873	STRPU_13851
OG0006585	NEMVE07777, NEMVE12311	STRPU_21817
OG0006586	NEMVE02913, NEMVE05314	STRPU_16079
OG0006587	NEMVE23322	STRPU_21289
OG0006588	NEMVE02714, NEMVE13440, NEMVE13441	STRPU_23525
OG0006589	NEMVE08161	STRPU_23251
OG0006590	NEMVE05361	STRPU_15244, STRPU_15188, STRPU_15243
OG0006591	NEMVE14253	STRPU_07131
OG0006592	NEMVE02392	STRPU_24085
OG0006593	NEMVE12550	STRPU_23492
OG0006594	NEMVE14133	STRPU_14656
OG0006595	NEMVE14900	STRPU_04349
OG0006596	NEMVE21882	STRPU_26147
OG0006597	NEMVE08474, NEMVE00517	STRPU_05370
OG0006598	NEMVE20869, NEMVE13702	STRPU_27035
OG0006600	NEMVE09809	STRPU_25880
OG0006601	NEMVE21238, NEMVE06630, NEMVE23851	STRPU_13192
OG0006602	NEMVE22737	STRPU_16001, STRPU_15987
OG0006603	NEMVE13346	STRPU_25457
OG0006604	NEMVE25234	STRPU_15381
OG0006605	NEMVE14469	STRPU_01316
OG0006606	NEMVE08978	STRPU_11628, STRPU_17508
OG0006607	NEMVE07507	STRPU_00854, STRPU_14066
OG0006608	NEMVE25300, NEMVE11908	STRPU_06790
OG0006610	NEMVE05164	STRPU_08550
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	STRPU_13531
OG0006612	NEMVE25494	STRPU_16771, STRPU_01741
OG0006613	NEMVE23363	STRPU_00899, STRPU_23025
OG0006614	NEMVE04847	STRPU_17418
OG0006615	NEMVE08793	STRPU_13873, STRPU_13881, STRPU_13874
OG0006616	NEMVE20547, NEMVE13459	STRPU_06882
OG0006618	NEMVE09184	STRPU_09575, STRPU_09582
OG0006619	NEMVE24711	STRPU_07564, STRPU_07569, STRPU_00595
OG0006621	NEMVE02138	STRPU_15128, STRPU_02508
OG0006622	NEMVE14827	STRPU_06660
OG0006623	NEMVE12206, NEMVE10717	STRPU_13116, STRPU_13085
OG0006624	NEMVE05837	STRPU_13857
OG0006625	NEMVE16423	STRPU_00444, STRPU_02374
OG0006626	NEMVE13430	STRPU_15047
OG0006627	NEMVE24706, NEMVE17757	STRPU_17425
OG0006628	NEMVE05340	STRPU_10460
OG0006630	NEMVE14529	STRPU_23183
OG0006631	NEMVE21598, NEMVE22840	STRPU_25117
OG0006633	NEMVE10562	STRPU_07751
OG0006636	NEMVE02023	STRPU_02074, STRPU_09103
OG0006637	NEMVE09116	STRPU_09068, STRPU_02044
OG0006638	NEMVE10130	STRPU_25844, STRPU_25845
OG0006640	NEMVE16586	STRPU_15081
OG0006641	NEMVE23007	STRPU_20953
OG0006642	NEMVE24819, NEMVE00921	STRPU_08420
OG0006644	NEMVE09006	STRPU_25597, STRPU_25595
OG0006645	NEMVE09395	STRPU_14446, STRPU_14429
OG0006646	NEMVE12960	STRPU_26576
OG0006647	NEMVE14917	STRPU_25982, STRPU_25981, STRPU_25980
OG0006648	NEMVE20212	STRPU_17476, STRPU_17460
OG0006649	NEMVE20949	STRPU_21293
OG0006651	NEMVE24687	STRPU_17251
OG0006652	NEMVE08952	STRPU_21444
OG0006654	NEMVE00967, NEMVE02443	STRPU_17381
OG0006655	NEMVE21990	STRPU_26342
OG0006656	NEMVE22874	STRPU_12656
OG0006657	NEMVE07568	STRPU_15484
OG0006658	NEMVE08447, NEMVE14700	STRPU_07917, STRPU_07946
OG0006659	NEMVE14197	STRPU_22398
OG0006660	NEMVE24206	STRPU_22389
OG0006661	NEMVE20209	STRPU_06601
OG0006662	NEMVE14723	STRPU_03424
OG0006663	NEMVE25118	STRPU_14390
OG0006664	NEMVE00897	STRPU_20210
OG0006666	NEMVE15097	STRPU_22001
OG0006667	NEMVE14509	STRPU_23811, STRPU_03706, STRPU_23845
OG0006668	NEMVE13784	STRPU_05689
OG0006669	NEMVE01621, NEMVE12149	STRPU_18180
OG0006670	NEMVE14438	STRPU_19873, STRPU_19899
OG0006671	NEMVE22584	STRPU_10970, STRPU_11401, STRPU_11402
OG0006672	NEMVE07938	STRPU_21262
OG0006673	NEMVE13899	STRPU_10186
OG0006674	NEMVE22962, NEMVE20781	STRPU_01780, STRPU_18092
OG0006675	NEMVE04979	STRPU_09507
OG0006676	NEMVE15782	STRPU_23124, STRPU_23127
OG0006677	NEMVE22635	STRPU_06954, STRPU_08321
OG0006678	NEMVE15058	STRPU_08345
OG0006679	NEMVE22315, NEMVE15890	STRPU_09874
OG0006681	NEMVE24851	STRPU_16624
OG0006682	NEMVE06762, NEMVE23914	STRPU_03469
OG0006683	NEMVE16605	STRPU_10523
OG0006684	NEMVE17767	STRPU_23507
OG0006686	NEMVE25052	STRPU_20136
OG0006687	NEMVE14655	STRPU_17488
OG0006688	NEMVE02085	STRPU_25259
OG0006689	NEMVE24146, NEMVE12853	STRPU_26811
OG0006690	NEMVE23260	STRPU_23730
OG0006691	NEMVE14331	STRPU_13569, STRPU_01588
OG0006692	NEMVE14555	STRPU_24141
OG0006693	NEMVE15971	STRPU_04135
OG0006694	NEMVE06376	STRPU_17221
OG0006695	NEMVE19387	STRPU_20663
OG0006696	NEMVE22693	STRPU_22669
OG0006697	NEMVE13214	STRPU_10226
OG0006698	NEMVE24243	STRPU_25630
OG0006699	NEMVE17955	STRPU_15457
OG0006700	NEMVE14095	STRPU_09508
OG0006702	NEMVE14025	STRPU_08072
OG0006703	NEMVE06399	STRPU_07739
OG0006704	NEMVE09753	STRPU_14516
OG0006706	NEMVE08399	STRPU_19558
OG0006707	NEMVE18156, NEMVE12324	STRPU_00777, STRPU_19793
OG0006708	NEMVE23781	STRPU_26392
OG0006709	NEMVE06920	STRPU_13686, STRPU_02389
OG0006710	NEMVE10954	STRPU_26369
OG0006711	NEMVE11839	STRPU_17666, STRPU_02255
OG0006712	NEMVE05787	STRPU_25296
OG0006713	NEMVE06582	STRPU_21001
OG0006714	NEMVE13528	STRPU_09756, STRPU_09712
OG0006715	NEMVE23580	STRPU_22299
OG0006716	NEMVE16253	STRPU_12323, STRPU_10718
OG0006717	NEMVE17875	STRPU_21004
OG0006718	NEMVE09098	STRPU_09616
OG0006719	NEMVE25006	STRPU_08647
OG0006720	NEMVE13949	STRPU_16064
OG0006721	NEMVE24868	STRPU_26848
OG0006722	NEMVE22551	STRPU_18749
OG0006723	NEMVE13754	STRPU_25900
OG0006724	NEMVE17764, NEMVE10359	STRPU_10675, STRPU_00564
OG0006725	NEMVE05867	STRPU_23338
OG0006726	NEMVE06858	STRPU_07687, STRPU_07700
OG0006727	NEMVE14653	STRPU_17833
OG0006728	NEMVE16075	STRPU_02468, STRPU_13597
OG0006729	NEMVE17861	STRPU_18897
OG0006730	NEMVE16598	STRPU_11531
OG0006731	NEMVE22494	STRPU_23901
OG0006732	NEMVE14487	STRPU_22092
OG0006733	NEMVE15467	STRPU_21005
OG0006734	NEMVE14116	STRPU_15759, STRPU_20707
OG0006735	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806	STRPU_22010
OG0006736	NEMVE24623	STRPU_26075
OG0006737	NEMVE09025	STRPU_26074
OG0006738	NEMVE17102	STRPU_13647
OG0006739	NEMVE00721	STRPU_09891, STRPU_09895
OG0006740	NEMVE17377, NEMVE12915	STRPU_20437
OG0006741	NEMVE13385	STRPU_22289
OG0006742	NEMVE25399	STRPU_05005
OG0006743	NEMVE16849	STRPU_22847
OG0006745	NEMVE24739	STRPU_11060
OG0006749	NEMVE24563	STRPU_05015, STRPU_05016
OG0006750	NEMVE25037	STRPU_24309
OG0006751	NEMVE07529	STRPU_15153, STRPU_02535
OG0006752	NEMVE20853, NEMVE23516	STRPU_03141
OG0006753	NEMVE10471	STRPU_21351
OG0006754	NEMVE23232	STRPU_25256
OG0006755	NEMVE22112	STRPU_05751
OG0006756	NEMVE09108	STRPU_08381
OG0006757	NEMVE06921	STRPU_21092
OG0006758	NEMVE23646	STRPU_16693, STRPU_16666
OG0006759	NEMVE13478	STRPU_23476, STRPU_08369
OG0006760	NEMVE21302, NEMVE15995	STRPU_19230
OG0006762	NEMVE08950	STRPU_21058
OG0006764	NEMVE18314, NEMVE06948	STRPU_05646
OG0006765	NEMVE11490	STRPU_26318
OG0006766	NEMVE03175	STRPU_06955, STRPU_06937
OG0006768	NEMVE18868, NEMVE25762	STRPU_02902
OG0006770	NEMVE23535	STRPU_27293
OG0006772	NEMVE25240	STRPU_09775, STRPU_09732
OG0006774	NEMVE16002	STRPU_25262
OG0006775	NEMVE15139	STRPU_08762, STRPU_01401
OG0006776	NEMVE15379	STRPU_02465, STRPU_13600
OG0006777	NEMVE10884	STRPU_21177
OG0006780	NEMVE06625	STRPU_20877, STRPU_20840
OG0006791	NEMVE14989	STRPU_09881
OG0006826	NEMVE13284	STRPU_05449
OG0006827	NEMVE02172	STRPU_19224
OG0006828	NEMVE07879	STRPU_27026
OG0006829	NEMVE13112	STRPU_09872
OG0006830	NEMVE08915	STRPU_15278
OG0006831	NEMVE24859	STRPU_09873
OG0006832	NEMVE22982	STRPU_20777
OG0006833	NEMVE24233	STRPU_26024
OG0006834	NEMVE24261	STRPU_10673, STRPU_00567, STRPU_00566
OG0006835	NEMVE07248	STRPU_17940
OG0006837	NEMVE23801, NEMVE25442	STRPU_02920
OG0006838	NEMVE13721	STRPU_08275
OG0006842	NEMVE22104, NEMVE04435	STRPU_18785
OG0006843	NEMVE13226	STRPU_26234
OG0006844	NEMVE13224	STRPU_26824
OG0006845	NEMVE17371	STRPU_21842
OG0006846	NEMVE24794	STRPU_21562
OG0006847	NEMVE13304	STRPU_22196
OG0006848	NEMVE16167	STRPU_04780
OG0006849	NEMVE22050	STRPU_20584
OG0006850	NEMVE06805	STRPU_17760
OG0006851	NEMVE25124	STRPU_09338
OG0006853	NEMVE23764	STRPU_22284
OG0006856	NEMVE09221	STRPU_06068
OG0006857	NEMVE25407	STRPU_06069
OG0006858	NEMVE23450	STRPU_06698
OG0006860	NEMVE18531	STRPU_25395
OG0006861	NEMVE07486, NEMVE20619, NEMVE17024	STRPU_25033
OG0006862	NEMVE23812	STRPU_21836
OG0006863	NEMVE15515	STRPU_18218, STRPU_01273
OG0006864	NEMVE08355	STRPU_05446
OG0006865	NEMVE25822	STRPU_06290, STRPU_06335
OG0006866	NEMVE08860	STRPU_11341, STRPU_11342
OG0006867	NEMVE14363	STRPU_20626
OG0006869	NEMVE16212, NEMVE00422	STRPU_23709
OG0006871	NEMVE04605, NEMVE09898	STRPU_06422
OG0006873	NEMVE01547	STRPU_15075, STRPU_15074
OG0006875	NEMVE25510	STRPU_14351
OG0006876	NEMVE02088	STRPU_18689
OG0006877	NEMVE14455	STRPU_05713, STRPU_05720
OG0006878	NEMVE07083	STRPU_18839
OG0006880	NEMVE06819	STRPU_20211
OG0006881	NEMVE07356	STRPU_05245
OG0006883	NEMVE02647	STRPU_01814
OG0006884	NEMVE08457	STRPU_17050, STRPU_01815
OG0006885	NEMVE22646	STRPU_08329
OG0006886	NEMVE21731	STRPU_18058
OG0006887	NEMVE06955	STRPU_02379, STRPU_13697
OG0006888	NEMVE13701, NEMVE21293	STRPU_24426
OG0006890	NEMVE05014	STRPU_10389
OG0006891	NEMVE04359	STRPU_02239, STRPU_15565
OG0006892	NEMVE20580	STRPU_13969
OG0006893	NEMVE17795	STRPU_08081
OG0006894	NEMVE06286, NEMVE11857	STRPU_08715, STRPU_01459
OG0006895	NEMVE06846, NEMVE12809	STRPU_12876
OG0006896	NEMVE22792	STRPU_04551
OG0006897	NEMVE10415	STRPU_27425
OG0006898	NEMVE19257	STRPU_25382
OG0006899	NEMVE06869	STRPU_12587
OG0006900	NEMVE01654	STRPU_18033
OG0006901	NEMVE14333	STRPU_13971
OG0006902	NEMVE18593, NEMVE20461	STRPU_21923
OG0006904	NEMVE14542	STRPU_05387
OG0006905	NEMVE07398	STRPU_26050
OG0006906	NEMVE13236	STRPU_15338
OG0006907	NEMVE24857	STRPU_07420
OG0006908	NEMVE26000, NEMVE17575	STRPU_14728
OG0006909	NEMVE07072	STRPU_22846
OG0006911	NEMVE19816	STRPU_19546, STRPU_19540
OG0006912	NEMVE18786	STRPU_19507
OG0006914	NEMVE06049	STRPU_27336
OG0006915	NEMVE09886	STRPU_25657
OG0006916	NEMVE23817	STRPU_26458
OG0006917	NEMVE08132	STRPU_11048, STRPU_00388
OG0006918	NEMVE15078	STRPU_07106
OG0006921	NEMVE24812	STRPU_05900
OG0006923	NEMVE13295	STRPU_16895
OG0006924	NEMVE01464	STRPU_18317, STRPU_01130
OG0006925	NEMVE13382, NEMVE02521	STRPU_26381
OG0006926	NEMVE23407	STRPU_24428
OG0006927	NEMVE24367	STRPU_16519
OG0006928	NEMVE09174	STRPU_24366
OG0006929	NEMVE08440	STRPU_17960
OG0006930	NEMVE25703, NEMVE25702	STRPU_01800, STRPU_17035
OG0006931	NEMVE13787	STRPU_24300
OG0006932	NEMVE05137	STRPU_09106, STRPU_02077
OG0006933	NEMVE15767, NEMVE24845	STRPU_22665, STRPU_04088, STRPU_04089
OG0006934	NEMVE24344	STRPU_06012
OG0006935	NEMVE13070	STRPU_01515, STRPU_09444, STRPU_00104
OG0006936	NEMVE03459, NEMVE10607	STRPU_09697, STRPU_09740
OG0006937	NEMVE21757	STRPU_12967
OG0006938	NEMVE06983	STRPU_22292
OG0006940	NEMVE13137	STRPU_22437
OG0006941	NEMVE04949	STRPU_23178
OG0006942	NEMVE13642	STRPU_20945
OG0006943	NEMVE05334	STRPU_22648
OG0006944	NEMVE06196	STRPU_22694
OG0006945	NEMVE08899	STRPU_01504
OG0006946	NEMVE14167	STRPU_19536
OG0006947	NEMVE05807	STRPU_12615
OG0006948	NEMVE13841, NEMVE20539	STRPU_08353
OG0006949	NEMVE22705	STRPU_23783
OG0006950	NEMVE16672	STRPU_00121, STRPU_23747
OG0006951	NEMVE22939	STRPU_24627
OG0006952	NEMVE05912	STRPU_26196
OG0006953	NEMVE17873	STRPU_13466
OG0006954	NEMVE22116	STRPU_21450
OG0006955	NEMVE06612	STRPU_23524
OG0006957	NEMVE04985	STRPU_09536
OG0006959	NEMVE12151	STRPU_02959, STRPU_02945
OG0006960	NEMVE13244	STRPU_01808, STRPU_17043
OG0006961	NEMVE16865, NEMVE21638	STRPU_04998
OG0006962	NEMVE14216	STRPU_11184
OG0006964	NEMVE09836	STRPU_17888
OG0006965	NEMVE21735, NEMVE20767	STRPU_04103
OG0006966	NEMVE24481	STRPU_05944
OG0006967	NEMVE19421	STRPU_08109, STRPU_08122
OG0006968	NEMVE00056	STRPU_10225
OG0006969	NEMVE15089	STRPU_10221
OG0006970	NEMVE23188	STRPU_15599, STRPU_02208
OG0006971	NEMVE23702, NEMVE20470	STRPU_14388
OG0006972	NEMVE13779	STRPU_25333
OG0006973	NEMVE21823	STRPU_17936
OG0006975	NEMVE13294	STRPU_17207
OG0006976	NEMVE05707	STRPU_17257
OG0006977	NEMVE15122	STRPU_22692
OG0006978	NEMVE08429, NEMVE20677	STRPU_26927
OG0006979	NEMVE07666	STRPU_16204, STRPU_16243
OG0006980	NEMVE14898	STRPU_11247, STRPU_11286
OG0006981	NEMVE02175	STRPU_12995
OG0006982	NEMVE06872	STRPU_10293
OG0006983	NEMVE25267	STRPU_11349
OG0006985	NEMVE04709	STRPU_23875, STRPU_23837
OG0006988	NEMVE05095	STRPU_20731, STRPU_00728
OG0006989	NEMVE14102	STRPU_01490, STRPU_13757
OG0006990	NEMVE23992	STRPU_04188
OG0006991	NEMVE25869	STRPU_07950, STRPU_07959
OG0006992	NEMVE06904	STRPU_09753, STRPU_09709
OG0006993	NEMVE25888	STRPU_06236
OG0006994	NEMVE06963	STRPU_02630, STRPU_24034
OG0006995	NEMVE10340	STRPU_25036
OG0006996	NEMVE23296	STRPU_20637
OG0006997	NEMVE23283	STRPU_13193
OG0006999	NEMVE22370, NEMVE03933	STRPU_14022
OG0007000	NEMVE24962	STRPU_09475
OG0007001	NEMVE12371	STRPU_11944, STRPU_11904
OG0007002	NEMVE25316	STRPU_19686, STRPU_19629
OG0007003	NEMVE18273	STRPU_26168
OG0007004	NEMVE25041	STRPU_25931
OG0007005	NEMVE06529	STRPU_14730
OG0007006	NEMVE25078	STRPU_02883, STRPU_02841
OG0007007	NEMVE06743	STRPU_02770
OG0007008	NEMVE08423	STRPU_27238
OG0007009	NEMVE17080	STRPU_22226
OG0007010	NEMVE07154	STRPU_05041, STRPU_05116
OG0007011	NEMVE14439	STRPU_05236
OG0007012	NEMVE08741	STRPU_04694
OG0007013	NEMVE23027, NEMVE20235	STRPU_08358
OG0007014	NEMVE07869	STRPU_01570, STRPU_00169, STRPU_09389
OG0007015	NEMVE01530	STRPU_25403
OG0007016	NEMVE14954	STRPU_25267
OG0007017	NEMVE09597	STRPU_06053
OG0007019	NEMVE19601	STRPU_08876
OG0007020	NEMVE13872	STRPU_09538
OG0007021	NEMVE19842, NEMVE16021	STRPU_06352
OG0007022	NEMVE13989	STRPU_13308
OG0007023	NEMVE19206	STRPU_00640, STRPU_23052
OG0007024	NEMVE22348	STRPU_22752, STRPU_01907
OG0007025	NEMVE24902	STRPU_16699, STRPU_16670
OG0007026	NEMVE10600	STRPU_12581
OG0007027	NEMVE14622	STRPU_23916
OG0007028	NEMVE14345	STRPU_02611, STRPU_24049
OG0007029	NEMVE14776	STRPU_01326, STRPU_11623
OG0007030	NEMVE25363	STRPU_04457
OG0007031	NEMVE10005	STRPU_24541
