Orthogroup	NEMVE	SCHMD
OG0005858	NEMVE13228	SCHMD20485
OG0005859	NEMVE14832	SCHMD08568, SCHMD09228
OG0005860	NEMVE13210	SCHMD03591
OG0005863	NEMVE22266	SCHMD02497
OG0005864	NEMVE04848	SCHMD10925
OG0005865	NEMVE07679	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	NEMVE05461	SCHMD03734
OG0005869	NEMVE13626	SCHMD26507, SCHMD23591
OG0005870	NEMVE14905	SCHMD09476
OG0005871	NEMVE17336	SCHMD00778
OG0005874	NEMVE23891	SCHMD05420
OG0005875	NEMVE23453	SCHMD00264
OG0005876	NEMVE23289	SCHMD17997, SCHMD16591
OG0005877	NEMVE02516, NEMVE05591	SCHMD25314
OG0005880	NEMVE22612	SCHMD29444, SCHMD13249, SCHMD04126
OG0005882	NEMVE20575	SCHMD00272
OG0005883	NEMVE14549	SCHMD01141
OG0005886	NEMVE17658	SCHMD18383
OG0005887	NEMVE21713	SCHMD01687
OG0005888	NEMVE03064	SCHMD13482
OG0005889	NEMVE14237	SCHMD11972
OG0005890	NEMVE01492	SCHMD09184, SCHMD12140
OG0005892	NEMVE05482	SCHMD08931, SCHMD12929
OG0005895	NEMVE08141, NEMVE17527, NEMVE20886	SCHMD12191
OG0005897	NEMVE18801	SCHMD08042
OG0005899	NEMVE06363, NEMVE06372, NEMVE16370	SCHMD12880
OG0005900	NEMVE09348, NEMVE05277	SCHMD03686
OG0005901	NEMVE22895	SCHMD15462
OG0005903	NEMVE20145, NEMVE14098	SCHMD00050
OG0005909	NEMVE21723	SCHMD20781
OG0005910	NEMVE24624	SCHMD09520, SCHMD06408
OG0005913	NEMVE11608, NEMVE13807	SCHMD08000
OG0005917	NEMVE16681	SCHMD29553, SCHMD28782
OG0005918	NEMVE23931	SCHMD16076, SCHMD19461
OG0005921	NEMVE13582	SCHMD20283
OG0005922	NEMVE13384	SCHMD00392
OG0005923	NEMVE07997	SCHMD07170
OG0005924	NEMVE05757	SCHMD07545
OG0005926	NEMVE09581	SCHMD04836
OG0005927	NEMVE11392	SCHMD05874
OG0005928	NEMVE21804	SCHMD22733, SCHMD16359
OG0005929	NEMVE13193	SCHMD10353, SCHMD25481, SCHMD18026
OG0005930	NEMVE24441	SCHMD12780
OG0005932	NEMVE21824	SCHMD11131, SCHMD00511
OG0005933	NEMVE09740	SCHMD09471
OG0005935	NEMVE20365	SCHMD06109
OG0005936	NEMVE20278, NEMVE22195	SCHMD24148, SCHMD16917
OG0005937	NEMVE03020	SCHMD13453
OG0005939	NEMVE13145	SCHMD09857
OG0005940	NEMVE05329	SCHMD20079
OG0005946	NEMVE23066	SCHMD17764, SCHMD14112
OG0005947	NEMVE14005	SCHMD04554
OG0005948	NEMVE12170	SCHMD05630
OG0005949	NEMVE05450	SCHMD04688
OG0005950	NEMVE14694	SCHMD24842
OG0005952	NEMVE22482	SCHMD14057
OG0005955	NEMVE24056	SCHMD28997
OG0005956	NEMVE07065	SCHMD02817
OG0005959	NEMVE24867	SCHMD19013
OG0005963	NEMVE25861	SCHMD01826
OG0005965	NEMVE06899	SCHMD08437
OG0005966	NEMVE19178, NEMVE00025	SCHMD21323, SCHMD27755
OG0005967	NEMVE22443	SCHMD05472
OG0005969	NEMVE13532	SCHMD09557
OG0005970	NEMVE05887	SCHMD01213
OG0005971	NEMVE06732	SCHMD02682
OG0005973	NEMVE11820	SCHMD13962
OG0005974	NEMVE14137	SCHMD07776
OG0005977	NEMVE14569	SCHMD05711
OG0005978	NEMVE22252	SCHMD07295, SCHMD07297
OG0005979	NEMVE11720, NEMVE19106	SCHMD12835, SCHMD02124
OG0005982	NEMVE13477	SCHMD25871, SCHMD22233
OG0005984	NEMVE24779	SCHMD15039, SCHMD22394
OG0005986	NEMVE02799	SCHMD08044
OG0005987	NEMVE21795	SCHMD00944
OG0005989	NEMVE00971	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	NEMVE11171	SCHMD11427, SCHMD18715
OG0005994	NEMVE21776	SCHMD29551, SCHMD27858
OG0005995	NEMVE02185	SCHMD29351, SCHMD08037
OG0005998	NEMVE05440	SCHMD02380, SCHMD09950
OG0006000	NEMVE18781	SCHMD01538
OG0006001	NEMVE14112	SCHMD09796
OG0006002	NEMVE02860	SCHMD10400
OG0006002	NEMVE13122	SCHMD03942
OG0006003	NEMVE06610	SCHMD28801, SCHMD05202
OG0006005	NEMVE08968, NEMVE00870	SCHMD22182, SCHMD08878
OG0006009	NEMVE06073	SCHMD19529
OG0006010	NEMVE22570	SCHMD15502
OG0006011	NEMVE14656	SCHMD19974, SCHMD20066
OG0006012	NEMVE23549	SCHMD04480, SCHMD08297, SCHMD18940
OG0006031	NEMVE14413	SCHMD16657
OG0006062	NEMVE13363	SCHMD23812, SCHMD24107
OG0006063	NEMVE13540	SCHMD23310, SCHMD03030
OG0006064	NEMVE05721	SCHMD10442
OG0006065	NEMVE25805	SCHMD02636
OG0006066	NEMVE25661	SCHMD10156
OG0006069	NEMVE24988	SCHMD05080
OG0006070	NEMVE15570	SCHMD12482, SCHMD20456
OG0006074	NEMVE24416	SCHMD10253
OG0006079	NEMVE00907	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	NEMVE06868, NEMVE06886	SCHMD03767, SCHMD03768
OG0006083	NEMVE09309	SCHMD05588
OG0006084	NEMVE14424	SCHMD04050
OG0006085	NEMVE25339	SCHMD06820, SCHMD25134
OG0006087	NEMVE15939	SCHMD02837
OG0006094	NEMVE09647, NEMVE00091	SCHMD22247
OG0006095	NEMVE13885	SCHMD01933
OG0006097	NEMVE05832	SCHMD02082
OG0006098	NEMVE06004	SCHMD03761
OG0006100	NEMVE22711	SCHMD13497
OG0006101	NEMVE15100	SCHMD20998, SCHMD13053
OG0006102	NEMVE14968	SCHMD05671
OG0006104	NEMVE14961	SCHMD02621
OG0006106	NEMVE19009	SCHMD07924
OG0006108	NEMVE08391	SCHMD01135
OG0006111	NEMVE02016	SCHMD21835, SCHMD08002
OG0006112	NEMVE03287	SCHMD08098
OG0006113	NEMVE09892	SCHMD19939, SCHMD12223
OG0006115	NEMVE14785, NEMVE17721	SCHMD11076, SCHMD17247
OG0006116	NEMVE24918	SCHMD23071, SCHMD20841
OG0006118	NEMVE10454	SCHMD01132
OG0006119	NEMVE11800, NEMVE15295	SCHMD11970
OG0006120	NEMVE22945	SCHMD01574
OG0006121	NEMVE22058	SCHMD07418
OG0006122	NEMVE25204	SCHMD04954, SCHMD29174, SCHMD29768
OG0006123	NEMVE23157	SCHMD01986
OG0006124	NEMVE24761	SCHMD06412
OG0006125	NEMVE09196	SCHMD18618
OG0006127	NEMVE07015, NEMVE07020	SCHMD21305
OG0006128	NEMVE20876, NEMVE00022	SCHMD10897
OG0006129	NEMVE14942	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	NEMVE11232	SCHMD03678
OG0006136	NEMVE09172	SCHMD24287, SCHMD09864
OG0006137	NEMVE03361	SCHMD12111, SCHMD06962
OG0006141	NEMVE16961, NEMVE12186	SCHMD14525
OG0006144	NEMVE14741	SCHMD00428, SCHMD04861
OG0006145	NEMVE22056	SCHMD01605
OG0006146	NEMVE13821	SCHMD09246
OG0006147	NEMVE04643	SCHMD22070
OG0006148	NEMVE05857	SCHMD13560, SCHMD22230
OG0006152	NEMVE05428	SCHMD06866
OG0006156	NEMVE22637	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	NEMVE13934	SCHMD08900
OG0006159	NEMVE21764	SCHMD22266
OG0006160	NEMVE19207, NEMVE10555	SCHMD05454
OG0006163	NEMVE21775	SCHMD15384
OG0006164	NEMVE10175, NEMVE01696	SCHMD06001
OG0006165	NEMVE00991	SCHMD04333, SCHMD04332
OG0006167	NEMVE16792	SCHMD07995
OG0006168	NEMVE13971, NEMVE20353	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	NEMVE14671	SCHMD23567
OG0006172	NEMVE05065	SCHMD16388
OG0006177	NEMVE24866	SCHMD21293
OG0006178	NEMVE11078, NEMVE05347	SCHMD24387
OG0006180	NEMVE12426, NEMVE18458	SCHMD14399, SCHMD04884
OG0006181	NEMVE25734	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	NEMVE14948, NEMVE03107	SCHMD11899
OG0006184	NEMVE17784	SCHMD09309
OG0006185	NEMVE24611	SCHMD16220, SCHMD19381
OG0006186	NEMVE12274, NEMVE21867	SCHMD00394
OG0006187	NEMVE05382	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	NEMVE09360	SCHMD05423
OG0006189	NEMVE13369	SCHMD01559
OG0006191	NEMVE14192	SCHMD07313
OG0006192	NEMVE19051	SCHMD08338
OG0006196	NEMVE22533	SCHMD07677, SCHMD07676
OG0006198	NEMVE13914	SCHMD06672, SCHMD06669, SCHMD06670
OG0006199	NEMVE13782	SCHMD04415, SCHMD04413
OG0006202	NEMVE13627	SCHMD08868
OG0006204	NEMVE14772	SCHMD16863
OG0006205	NEMVE24610, NEMVE08234	SCHMD14314
OG0006208	NEMVE00290, NEMVE16123	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006215	NEMVE22459	SCHMD09655
OG0006215	NEMVE18725	SCHMD09656
OG0006216	NEMVE22955	SCHMD09510
OG0006217	NEMVE07259	SCHMD21927, SCHMD16840
OG0006219	NEMVE09275	SCHMD06440
OG0006220	NEMVE07122	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006222	NEMVE01385	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999
OG0006224	NEMVE12014, NEMVE21951	SCHMD00469
OG0006225	NEMVE14367	SCHMD06338
OG0006226	NEMVE09907, NEMVE06472	SCHMD17067, SCHMD16763
OG0006227	NEMVE15408	SCHMD16189, SCHMD22872, SCHMD24494
OG0006230	NEMVE16928	SCHMD02493
OG0006232	NEMVE15602, NEMVE23130	SCHMD02032
OG0006233	NEMVE12454, NEMVE11317	SCHMD06976, SCHMD06979, SCHMD25784, SCHMD06980
OG0006234	NEMVE25467	SCHMD13683, SCHMD14118
OG0006235	NEMVE24526	SCHMD04538
OG0006239	NEMVE18923	SCHMD01406
OG0006240	NEMVE05672	SCHMD29814
OG0006245	NEMVE04589	SCHMD05704
OG0006246	NEMVE09317	SCHMD00484
OG0006247	NEMVE13374	SCHMD22174
OG0006248	NEMVE22580	SCHMD12206, SCHMD10060
OG0006249	NEMVE21889	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	NEMVE01589	SCHMD16390
OG0006252	NEMVE23338, NEMVE21684	SCHMD16745, SCHMD16993
OG0006253	NEMVE10852	SCHMD09135
OG0006254	NEMVE08534	SCHMD04705
OG0006254	NEMVE22025	SCHMD29411
OG0006258	NEMVE12417, NEMVE14713	SCHMD05887
OG0006259	NEMVE05775	SCHMD06837
OG0006260	NEMVE24580	SCHMD09985, SCHMD17439
OG0006261	NEMVE10883, NEMVE12471	SCHMD24384
OG0006263	NEMVE25155	SCHMD00121
OG0006267	NEMVE00987	SCHMD03685
OG0006268	NEMVE19453, NEMVE00515	SCHMD06847
OG0006269	NEMVE15813	SCHMD04606, SCHMD04607
OG0006271	NEMVE12840	SCHMD07857
OG0006274	NEMVE22745	SCHMD00455
OG0006275	NEMVE12634	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	NEMVE22696	SCHMD24774
OG0006279	NEMVE08460, NEMVE03244	SCHMD04231
OG0006280	NEMVE13464	SCHMD15524, SCHMD19210
OG0006281	NEMVE17531	SCHMD02340
OG0006282	NEMVE05748	SCHMD08230
OG0006283	NEMVE22907	SCHMD06325
OG0006284	NEMVE09500	SCHMD20607, SCHMD19598
OG0006285	NEMVE22191	SCHMD01607, SCHMD01606
OG0006287	NEMVE02387	SCHMD02771
OG0006289	NEMVE07416	SCHMD08039
OG0006290	NEMVE07329	SCHMD00955
OG0006291	NEMVE06491	SCHMD09043
OG0006293	NEMVE01946	SCHMD16297
OG0006294	NEMVE05761	SCHMD15450, SCHMD16229
OG0006295	NEMVE17572	SCHMD02966
OG0006297	NEMVE12058	SCHMD09759
OG0006298	NEMVE23496	SCHMD01046, SCHMD24624
OG0006301	NEMVE14030, NEMVE10171	SCHMD09923
OG0006304	NEMVE13935	SCHMD06368
OG0006305	NEMVE22239	SCHMD12627
OG0006306	NEMVE07331	SCHMD12510, SCHMD15396
OG0006309	NEMVE14028	SCHMD24369, SCHMD08923
OG0006310	NEMVE09818	SCHMD12354
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	SCHMD23312
OG0006313	NEMVE22686	SCHMD09169
OG0006314	NEMVE24333, NEMVE21005	SCHMD08096
OG0006315	NEMVE15833	SCHMD05407
OG0006316	NEMVE09340, NEMVE20670, NEMVE03501	SCHMD26139, SCHMD20052
OG0006319	NEMVE06270	SCHMD10541, SCHMD13166
OG0006321	NEMVE11987	SCHMD08365
OG0006322	NEMVE11564, NEMVE20664	SCHMD10221
OG0006323	NEMVE24425	SCHMD04105
OG0006325	NEMVE12445, NEMVE02974	SCHMD16004
OG0006327	NEMVE24917	SCHMD15773
OG0006329	NEMVE21689	SCHMD08342
OG0006330	NEMVE14456	SCHMD08411
OG0006331	NEMVE13643	SCHMD09182, SCHMD12138
OG0006332	NEMVE08037	SCHMD14581
OG0006334	NEMVE13329	SCHMD05752, SCHMD05753
OG0006335	NEMVE23896	SCHMD11650, SCHMD08469
OG0006337	NEMVE14196	SCHMD11987, SCHMD11989
OG0006340	NEMVE10948	SCHMD19432
OG0006341	NEMVE12553, NEMVE14094	SCHMD05125
OG0006344	NEMVE22317	SCHMD21084, SCHMD09358
OG0006347	NEMVE21968	SCHMD07723
OG0006349	NEMVE06197	SCHMD05182
OG0006350	NEMVE14391	SCHMD09296
OG0006352	NEMVE14684	SCHMD07373
OG0006353	NEMVE13981, NEMVE21258	SCHMD10639
OG0006357	NEMVE24732	SCHMD03473
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	SCHMD08060
OG0006362	NEMVE15117	SCHMD03337
OG0006363	NEMVE09625	SCHMD19238
OG0006364	NEMVE05230, NEMVE00679	SCHMD06510, SCHMD06511
OG0006365	NEMVE21950	SCHMD14860
OG0006370	NEMVE05218	SCHMD28920
OG0006372	NEMVE09290	SCHMD07447
OG0006373	NEMVE03917	SCHMD11946
OG0006375	NEMVE11513	SCHMD00652
OG0006376	NEMVE23782	SCHMD06608
OG0006377	NEMVE16226	SCHMD10116
OG0006378	NEMVE15636	SCHMD10668, SCHMD11255
OG0006379	NEMVE15844	SCHMD18267
OG0006381	NEMVE22611	SCHMD24227, SCHMD16114
OG0006383	NEMVE13729	SCHMD26033, SCHMD18774
OG0006386	NEMVE01150, NEMVE00239	SCHMD13835, SCHMD19804
OG0006387	NEMVE24021	SCHMD14692
OG0006392	NEMVE14704, NEMVE12102	SCHMD15116, SCHMD12579
OG0006395	NEMVE21779	SCHMD08199
OG0006397	NEMVE01703	SCHMD03254
OG0006399	NEMVE21124, NEMVE12570	SCHMD08267
OG0006401	NEMVE14644	SCHMD19581, SCHMD26470
OG0006402	NEMVE11176	SCHMD13826, SCHMD09114
OG0006408	NEMVE13922	SCHMD11225
OG0006442	NEMVE04542, NEMVE04555	SCHMD29787, SCHMD29760
OG0006443	NEMVE24139	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	NEMVE14631	SCHMD18654
OG0006449	NEMVE11606, NEMVE14465	SCHMD06362
OG0006452	NEMVE22045	SCHMD23102, SCHMD15046
OG0006454	NEMVE01525	SCHMD07698, SCHMD07699
OG0006456	NEMVE14689	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	NEMVE02219	SCHMD16313
OG0006459	NEMVE15405	SCHMD21368
OG0006460	NEMVE05063	SCHMD24130, SCHMD18002
OG0006461	NEMVE25171	SCHMD19693, SCHMD11861
OG0006462	NEMVE13915	SCHMD07729
OG0006463	NEMVE06047	SCHMD07130
OG0006464	NEMVE13731	SCHMD12787, SCHMD19777
OG0006467	NEMVE22709	SCHMD04209
OG0006469	NEMVE10571	SCHMD02780
OG0006470	NEMVE04834	SCHMD16861
OG0006472	NEMVE04638	SCHMD23852, SCHMD12162
OG0006474	NEMVE04607	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	NEMVE13355	SCHMD12763
OG0006476	NEMVE13672	SCHMD29103, SCHMD25388
OG0006478	NEMVE08604	SCHMD01744
OG0006479	NEMVE25506	SCHMD20030
OG0006480	NEMVE14859	SCHMD01089, SCHMD15519, SCHMD24778, SCHMD01088
OG0006481	NEMVE14750	SCHMD02855
OG0006482	NEMVE04768, NEMVE03006	SCHMD06492
OG0006484	NEMVE08744, NEMVE00650	SCHMD20779, SCHMD21905, SCHMD18928, SCHMD26840, SCHMD17566, SCHMD19702, SCHMD29583, SCHMD24056
OG0006486	NEMVE14560	SCHMD12934, SCHMD02395
OG0006488	NEMVE02068	SCHMD29514, SCHMD21588
OG0006490	NEMVE14501	SCHMD00433
OG0006494	NEMVE14035	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	SCHMD05406
OG0006503	NEMVE13506	SCHMD07908
OG0006504	NEMVE14016	SCHMD04702, SCHMD29580
OG0006505	NEMVE14629	SCHMD08554, SCHMD08796
OG0006507	NEMVE00425, NEMVE01835	SCHMD22063
OG0006509	NEMVE24726	SCHMD13705
OG0006510	NEMVE14264, NEMVE15703	SCHMD11921
OG0006511	NEMVE14251	SCHMD03048
OG0006512	NEMVE22978	SCHMD12217, SCHMD11205
OG0006514	NEMVE21783, NEMVE13023	SCHMD08264
OG0006515	NEMVE04937	SCHMD03249
OG0006517	NEMVE18893, NEMVE20520	SCHMD00950
OG0006518	NEMVE13789	SCHMD03959
OG0006519	NEMVE13465	SCHMD25528
OG0006520	NEMVE22333	SCHMD00155
OG0006523	NEMVE25529	SCHMD12246, SCHMD13301
OG0006525	NEMVE12877	SCHMD07674
OG0006525	NEMVE22491	SCHMD21904
OG0006526	NEMVE14152	SCHMD14233
OG0006527	NEMVE08764	SCHMD10447, SCHMD13054
OG0006528	NEMVE22210	SCHMD09670
OG0006532	NEMVE08321	SCHMD27245
OG0006533	NEMVE13804, NEMVE21453, NEMVE20690	SCHMD18626
OG0006533	NEMVE04409	SCHMD18625
OG0006536	NEMVE17923	SCHMD28548
OG0006537	NEMVE03134, NEMVE02559	SCHMD07012
OG0006538	NEMVE23417	SCHMD09434
OG0006540	NEMVE14709	SCHMD24252, SCHMD19265
OG0006542	NEMVE14992, NEMVE10018	SCHMD07956
OG0006543	NEMVE14466, NEMVE04354	SCHMD05909
OG0006544	NEMVE14328	SCHMD05488
OG0006545	NEMVE18966	SCHMD08819
OG0006546	NEMVE05077	SCHMD22666, SCHMD26503
OG0006547	NEMVE14179	SCHMD01454
OG0006548	NEMVE03418, NEMVE21513	SCHMD28704
OG0006549	NEMVE14235, NEMVE01817	SCHMD07432
OG0006550	NEMVE08614	SCHMD05608
OG0006552	NEMVE14982	SCHMD16090
OG0006553	NEMVE08520	SCHMD03817
OG0006554	NEMVE11077	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	NEMVE14156	SCHMD10898, SCHMD08118
OG0006557	NEMVE13737	SCHMD15751
OG0006561	NEMVE13352	SCHMD07629
OG0006563	NEMVE13142	SCHMD08352
OG0006564	NEMVE13427	SCHMD15011
OG0006566	NEMVE18626	SCHMD10136, SCHMD13813
OG0006567	NEMVE23190	SCHMD25728, SCHMD21897, SCHMD15731
OG0006570	NEMVE14036	SCHMD12205, SCHMD05328
OG0006571	NEMVE19259	SCHMD00180, SCHMD27487
OG0006573	NEMVE24473	SCHMD10554
OG0006574	NEMVE24947, NEMVE18114	SCHMD18201
OG0006583	NEMVE06578	SCHMD08738
OG0006586	NEMVE02913, NEMVE05314	SCHMD14590
OG0006588	NEMVE02714	SCHMD29130
OG0006590	NEMVE05361	SCHMD02740
OG0006591	NEMVE07569	SCHMD02097
OG0006593	NEMVE12550	SCHMD08560
OG0006594	NEMVE14133	SCHMD00507
OG0006595	NEMVE14900	SCHMD08252
OG0006596	NEMVE21882	SCHMD05657
OG0006597	NEMVE08474, NEMVE00517	SCHMD04098
OG0006598	NEMVE20869, NEMVE13702	SCHMD23134
OG0006600	NEMVE09809, NEMVE00613	SCHMD12543, SCHMD20580
OG0006603	NEMVE13346	SCHMD13311, SCHMD24906
OG0006604	NEMVE25234	SCHMD12610
OG0006606	NEMVE08978	SCHMD11990
OG0006607	NEMVE07507	SCHMD00025
OG0006608	NEMVE25300, NEMVE11908	SCHMD21063
OG0006610	NEMVE05164	SCHMD10412
OG0006614	NEMVE04847	SCHMD05476
OG0006615	NEMVE08793	SCHMD02189
OG0006616	NEMVE20547, NEMVE13459	SCHMD12397
OG0006619	NEMVE24711	SCHMD14686
OG0006621	NEMVE02138	SCHMD06932
OG0006622	NEMVE14827	SCHMD16418, SCHMD16456
OG0006623	NEMVE12206, NEMVE10717	SCHMD00154
OG0006624	NEMVE05837, NEMVE05866, NEMVE02389	SCHMD28658, SCHMD27359
OG0006626	NEMVE13430	SCHMD05850
OG0006628	NEMVE05340	SCHMD10378
OG0006630	NEMVE14529	SCHMD02436
OG0006631	NEMVE22840	SCHMD24627, SCHMD24745
OG0006633	NEMVE10562	SCHMD06460
OG0006636	NEMVE02023	SCHMD09363
OG0006637	NEMVE09116	SCHMD17064, SCHMD26047
OG0006640	NEMVE12612, NEMVE12487, NEMVE16586	SCHMD09877
OG0006646	NEMVE12960	SCHMD10329
OG0006647	NEMVE14917	SCHMD12770, SCHMD12371
OG0006648	NEMVE20212	SCHMD13489, SCHMD23341
OG0006651	NEMVE24687	SCHMD07289, SCHMD06082
OG0006652	NEMVE18100, NEMVE08941	SCHMD08119
OG0006655	NEMVE21990	SCHMD00645
OG0006656	NEMVE22874	SCHMD15425
OG0006658	NEMVE08447, NEMVE14700	SCHMD07703, SCHMD19832
OG0006659	NEMVE14197	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915, SCHMD00917
OG0006662	NEMVE14723	SCHMD11088, SCHMD02344
OG0006663	NEMVE25118	SCHMD05461
OG0006664	NEMVE00897	SCHMD01212
OG0006666	NEMVE15097	SCHMD00843
OG0006667	NEMVE14509	SCHMD02023
OG0006668	NEMVE13784	SCHMD00035
OG0006669	NEMVE01621, NEMVE12149	SCHMD15456
OG0006670	NEMVE14438	SCHMD06283
OG0006671	NEMVE22584	SCHMD02649
OG0006673	NEMVE13899	SCHMD11139, SCHMD01947
OG0006674	NEMVE22962, NEMVE20781	SCHMD28901
OG0006675	NEMVE04979	SCHMD10065, SCHMD21124
OG0006677	NEMVE22635	SCHMD28844
OG0006678	NEMVE15058	SCHMD02351
OG0006682	NEMVE06762	SCHMD01820
OG0006682	NEMVE06772	SCHMD13232
OG0006683	NEMVE16605	SCHMD12055
OG0006684	NEMVE17767	SCHMD03196
OG0006686	NEMVE25052	SCHMD05511
OG0006688	NEMVE02085	SCHMD02782
OG0006689	NEMVE24146, NEMVE12853	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	NEMVE23260	SCHMD02600
OG0006691	NEMVE14331	SCHMD14621
OG0006692	NEMVE14555	SCHMD15336
OG0006693	NEMVE15971	SCHMD00589
OG0006694	NEMVE06376	SCHMD05629
OG0006695	NEMVE19387	SCHMD06025
OG0006697	NEMVE13214	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	NEMVE24243	SCHMD12118
OG0006700	NEMVE14095	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	NEMVE14025	SCHMD29672
OG0006703	NEMVE06399	SCHMD00739
OG0006704	NEMVE09753	SCHMD28226
OG0006706	NEMVE08399	SCHMD12854
OG0006707	NEMVE18156, NEMVE12324	SCHMD19389
OG0006708	NEMVE23781	SCHMD01518
OG0006709	NEMVE06920	SCHMD06005
OG0006712	NEMVE05787	SCHMD13757
OG0006713	NEMVE06582	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	NEMVE17875	SCHMD09869
OG0006718	NEMVE09098	SCHMD28286
OG0006720	NEMVE13949	SCHMD15330, SCHMD18737
OG0006721	NEMVE24868	SCHMD06116
OG0006722	NEMVE03981, NEMVE22551	SCHMD18971, SCHMD24284
OG0006723	NEMVE13754	SCHMD12671
OG0006725	NEMVE05867	SCHMD15226
OG0006725	NEMVE21160	SCHMD29785
OG0006726	NEMVE06858	SCHMD22403
OG0006727	NEMVE14653	SCHMD01781
OG0006728	NEMVE16075	SCHMD09693
OG0006729	NEMVE17861	SCHMD09997, SCHMD07849
OG0006730	NEMVE16598	SCHMD15242
OG0006731	NEMVE22494	SCHMD21262, SCHMD19367
OG0006733	NEMVE15467	SCHMD02938
OG0006734	NEMVE14116	SCHMD13149, SCHMD15306
OG0006735	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806	SCHMD23549, SCHMD18150, SCHMD22619
OG0006736	NEMVE24623	SCHMD17556, SCHMD11091
OG0006737	NEMVE09025	SCHMD05655
OG0006741	NEMVE13385	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000
OG0006742	NEMVE25399	SCHMD14364
OG0006743	NEMVE16849	SCHMD06609
OG0006749	NEMVE24563	SCHMD17570, SCHMD17569
OG0006750	NEMVE25037	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	NEMVE20853, NEMVE23516	SCHMD12442
OG0006753	NEMVE10471	SCHMD08285
OG0006754	NEMVE23232	SCHMD13342
OG0006755	NEMVE22112	SCHMD10228
OG0006757	NEMVE06921	SCHMD08426
OG0006758	NEMVE23646	SCHMD05008, SCHMD10024
OG0006764	NEMVE18314, NEMVE06948	SCHMD22289
OG0006766	NEMVE03175	SCHMD07248
OG0006768	NEMVE18868, NEMVE25762	SCHMD03977
OG0006769	NEMVE01196, NEMVE13150	SCHMD02572
OG0006772	NEMVE25240	SCHMD01476
OG0006776	NEMVE15379	SCHMD10792
OG0006777	NEMVE10884	SCHMD08214
OG0006780	NEMVE06625	SCHMD13525, SCHMD14457
OG0006791	NEMVE14989	SCHMD15752
OG0006814	NEMVE06749	SCHMD03891, SCHMD27064, SCHMD12248, SCHMD06282, SCHMD20611, SCHMD05852, SCHMD00192, SCHMD07867, SCHMD21674, SCHMD26872, SCHMD12095, SCHMD23411, SCHMD22184, SCHMD26706, SCHMD24556, SCHMD11732, SCHMD20275, SCHMD29208, SCHMD20013, SCHMD20743, SCHMD06384, SCHMD20582, SCHMD06475, SCHMD19604, SCHMD28830, SCHMD24834, SCHMD14608
OG0006826	NEMVE13284	SCHMD05426
OG0006829	NEMVE13112	SCHMD18846
OG0006830	NEMVE08915	SCHMD01740
OG0006833	NEMVE24233	SCHMD25705, SCHMD22029
OG0006835	NEMVE16968	SCHMD11727, SCHMD11726
OG0006838	NEMVE13721	SCHMD01402
OG0006839	NEMVE13308, NEMVE15904, NEMVE20489	SCHMD11239
OG0006842	NEMVE22104, NEMVE04435	SCHMD07853
OG0006843	NEMVE13226	SCHMD10166
OG0006844	NEMVE13224	SCHMD10998
OG0006846	NEMVE24794	SCHMD24471
OG0006847	NEMVE13304	SCHMD10920
OG0006848	NEMVE16167	SCHMD15273, SCHMD24879
OG0006851	NEMVE25124	SCHMD13891, SCHMD10310
OG0006853	NEMVE23764	SCHMD21179
OG0006856	NEMVE09221	SCHMD03115
OG0006857	NEMVE25407	SCHMD03719
OG0006858	NEMVE23450	SCHMD17672
OG0006860	NEMVE18531, NEMVE21944	SCHMD14888, SCHMD01768
OG0006862	NEMVE23812	SCHMD08954
OG0006864	NEMVE08355	SCHMD09900
OG0006864	NEMVE16255	SCHMD04996
