Orthogroup	NEMVE	CAPO3
OG0006200	NEMVE24742	CAPO306047
OG0006202	NEMVE13627	CAPO307311
OG0006204	NEMVE14772	CAPO307074
OG0006205	NEMVE24610, NEMVE08234	CAPO306928
OG0006206	NEMVE22988	CAPO308060
OG0006210	NEMVE01490	CAPO301051, CAPO305579
OG0006211	NEMVE02354, NEMVE06731	CAPO305755
OG0006213	NEMVE01050	CAPO301176
OG0006214	NEMVE08088	CAPO305313
OG0006216	NEMVE22955	CAPO304328
OG0006225	NEMVE12661, NEMVE14367, NEMVE20774	CAPO307529
OG0006226	NEMVE09907, NEMVE06472	CAPO303955
OG0006227	NEMVE15408	CAPO304192
OG0006230	NEMVE16928	CAPO303003
OG0006233	NEMVE12454, NEMVE11317	CAPO307263
OG0006234	NEMVE25467	CAPO305546
OG0006235	NEMVE24526	CAPO300217
OG0006237	NEMVE06237, NEMVE00882	CAPO302524
OG0006239	NEMVE18923	CAPO305262
OG0006243	NEMVE08148	CAPO301646
OG0006244	NEMVE14135	CAPO306900
OG0006245	NEMVE04926, NEMVE04589	CAPO307777
OG0006248	NEMVE22580	CAPO307601
OG0006249	NEMVE21889	CAPO304667
OG0006250	NEMVE01589	CAPO301165
OG0006251	NEMVE05445	CAPO302342
OG0006252	NEMVE23338, NEMVE21684	CAPO304131
OG0006253	NEMVE10852	CAPO307341
OG0006254	NEMVE08534, NEMVE22025	CAPO305073
OG0006257	NEMVE06919, NEMVE09259	CAPO305440
OG0006258	NEMVE12417, NEMVE14713	CAPO300398
OG0006260	NEMVE24580	CAPO300587
OG0006261	NEMVE10883, NEMVE12471	CAPO305676
OG0006262	NEMVE09180	CAPO307596
OG0006263	NEMVE25155	CAPO307994
OG0006264	NEMVE15072	CAPO304943
OG0006267	NEMVE00987	CAPO300629
OG0006268	NEMVE19453, NEMVE00515	CAPO305663
OG0006271	NEMVE12840	CAPO306714
OG0006275	NEMVE12634	CAPO304219
OG0006276	NEMVE24771	CAPO306041
OG0006277	NEMVE22696	CAPO307602
OG0006278	NEMVE13767	CAPO305153
OG0006279	NEMVE08460, NEMVE03244	CAPO307288
OG0006280	NEMVE13464	CAPO308182
OG0006281	NEMVE17531	CAPO302129
OG0006284	NEMVE09500	CAPO301681
OG0006285	NEMVE22191	CAPO301258
OG0006287	NEMVE20843, NEMVE02387	CAPO302795
OG0006288	NEMVE14534	CAPO300129
OG0006289	NEMVE07416	CAPO306652
OG0006291	NEMVE06491	CAPO308081
OG0006293	NEMVE01946	CAPO307067
OG0006294	NEMVE05761	CAPO301151
OG0006295	NEMVE17572	CAPO307143
OG0006297	NEMVE12058	CAPO301937
OG0006298	NEMVE23496	CAPO306805
OG0006299	NEMVE16974	CAPO305899
OG0006301	NEMVE14030, NEMVE10171	CAPO306072
OG0006305	NEMVE22239	CAPO303850
OG0006306	NEMVE07331	CAPO303905
OG0006309	NEMVE14028	CAPO304441
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	CAPO300748
OG0006313	NEMVE22686	CAPO306539
OG0006314	NEMVE24333, NEMVE21005	CAPO308085, CAPO301326
OG0006317	NEMVE22179, NEMVE24570	CAPO301551
OG0006319	NEMVE06270	CAPO306239
OG0006320	NEMVE02287	CAPO303864
OG0006322	NEMVE11564, NEMVE20664	CAPO305971
OG0006323	NEMVE24425	CAPO300361
OG0006324	NEMVE23239	CAPO307431
OG0006329	NEMVE21689, NEMVE02772	CAPO306283
OG0006330	NEMVE14456	CAPO301590
OG0006331	NEMVE13643	CAPO301721
OG0006332	NEMVE08037	CAPO306801
OG0006334	NEMVE13329	CAPO302140
OG0006335	NEMVE23896	CAPO305790
OG0006338	NEMVE24080	CAPO300367
OG0006339	NEMVE23824	CAPO306751
OG0006340	NEMVE10948	CAPO306725
OG0006341	NEMVE12553, NEMVE14094	CAPO303256
OG0006344	NEMVE22317	CAPO307345
OG0006346	NEMVE05891	CAPO305832
OG0006347	NEMVE21968	CAPO305184
OG0006349	NEMVE06197	CAPO304057
OG0006350	NEMVE14391	CAPO302433
OG0006352	NEMVE14684	CAPO301346
OG0006353	NEMVE13981, NEMVE21258	CAPO301517
OG0006355	NEMVE20104, NEMVE11281, NEMVE04679	CAPO307129
OG0006356	NEMVE09654	CAPO305164
OG0006358	NEMVE22790	CAPO303299
OG0006359	NEMVE21463, NEMVE10116	CAPO300583
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	CAPO304103
OG0006361	NEMVE01570, NEMVE24246	CAPO308070
OG0006362	NEMVE15117	CAPO308308
OG0006363	NEMVE09625	CAPO301002
OG0006365	NEMVE21950	CAPO300671
OG0006370	NEMVE05218	CAPO300348
OG0006371	NEMVE22625	CAPO302658
OG0006372	NEMVE09290	CAPO304608
OG0006375	NEMVE11513	CAPO306256
OG0006377	NEMVE16226	CAPO307494
OG0006378	NEMVE15636	CAPO304918
OG0006381	NEMVE22611	CAPO301472
OG0006383	NEMVE13729	CAPO303174
OG0006384	NEMVE25542	CAPO305941
OG0006385	NEMVE19329	CAPO301074
OG0006386	NEMVE01150, NEMVE00239	CAPO303165
OG0006387	NEMVE24021	CAPO306319
OG0006389	NEMVE21903	CAPO302170
OG0006392	NEMVE14704, NEMVE12102	CAPO305806
OG0006394	NEMVE15490	CAPO302470
OG0006395	NEMVE21779	CAPO300149
OG0006399	NEMVE21124, NEMVE12570	CAPO304307
OG0006399	NEMVE05412	CAPO307228
OG0006443	NEMVE24139	CAPO300234
OG0006447	NEMVE14227	CAPO302283
OG0006448	NEMVE14631	CAPO301094
OG0006449	NEMVE11606, NEMVE14465	CAPO305961
OG0006456	NEMVE14689	CAPO300992
OG0006457	NEMVE02219	CAPO306648
OG0006459	NEMVE15405	CAPO307843
OG0006460	NEMVE05063	CAPO308313
OG0006461	NEMVE25171	CAPO306350
OG0006462	NEMVE13915	CAPO300662
OG0006464	NEMVE13731	CAPO307754
OG0006467	NEMVE22709	CAPO301292
OG0006468	NEMVE22441, NEMVE22470	CAPO303390
OG0006469	NEMVE10571	CAPO302486
OG0006470	NEMVE04834	CAPO300984
OG0006471	NEMVE11087, NEMVE19585	CAPO303440
OG0006474	NEMVE04607	CAPO300155
OG0006475	NEMVE13355	CAPO301888
OG0006476	NEMVE13672	CAPO300216
OG0006478	NEMVE08604	CAPO301079
OG0006479	NEMVE25506	CAPO304002
OG0006480	NEMVE14859	CAPO300197
OG0006481	NEMVE14750	CAPO307580
OG0006482	NEMVE04768, NEMVE03006	CAPO305654
OG0006485	NEMVE22268	CAPO307612
OG0006487	NEMVE07085	CAPO300649
OG0006488	NEMVE02068	CAPO301772
OG0006490	NEMVE14501	CAPO301539
OG0006491	NEMVE05407	CAPO300606
OG0006493	NEMVE19349	CAPO306548
OG0006496	NEMVE00019	CAPO304473
OG0006498	NEMVE14543	CAPO301440
OG0006501	NEMVE11638, NEMVE12339, NEMVE13908	CAPO307734
OG0006502	NEMVE23114	CAPO301087
OG0006503	NEMVE13506	CAPO304660
OG0006504	NEMVE14016	CAPO302154
OG0006505	NEMVE14629	CAPO301510
OG0006507	NEMVE00425, NEMVE01835	CAPO301032
OG0006508	NEMVE08993, NEMVE21341	CAPO301635
OG0006509	NEMVE24726	CAPO304681
OG0006510	NEMVE14264, NEMVE15703	CAPO300081
OG0006512	NEMVE22978	CAPO301701
OG0006514	NEMVE21783	CAPO304095
OG0006515	NEMVE04937	CAPO306459
OG0006516	NEMVE06592	CAPO305607
OG0006517	NEMVE18893, NEMVE20520	CAPO300477
OG0006519	NEMVE13465	CAPO308006
OG0006520	NEMVE22333	CAPO300668
OG0006523	NEMVE25529	CAPO302914
OG0006526	NEMVE14152	CAPO303623
OG0006532	NEMVE08321	CAPO304147
OG0006533	NEMVE13804, NEMVE21453, NEMVE20690, NEMVE04409	CAPO305463
OG0006534	NEMVE19297	CAPO305714
OG0006536	NEMVE17923	CAPO305735
OG0006538	NEMVE23417	CAPO305091
OG0006540	NEMVE14709	CAPO304760
OG0006541	NEMVE16807	CAPO302376, CAPO304688, CAPO300243
OG0006542	NEMVE14992, NEMVE10018	CAPO305168
OG0006543	NEMVE14466, NEMVE04354	CAPO305452
OG0006544	NEMVE14328	CAPO306101
OG0006545	NEMVE18966	CAPO307929
OG0006546	NEMVE05077	CAPO305234
OG0006547	NEMVE14179	CAPO301259
OG0006549	NEMVE14235, NEMVE01817, NEMVE19827	CAPO306040
OG0006550	NEMVE08614	CAPO307487
OG0006552	NEMVE14982	CAPO301957
OG0006553	NEMVE08520	CAPO308128
OG0006554	NEMVE11077	CAPO306525
OG0006555	NEMVE16609	CAPO305951
OG0006556	NEMVE14156	CAPO304941
OG0006557	NEMVE13737	CAPO300124
OG0006561	NEMVE13352	CAPO300890
OG0006562	NEMVE14938	CAPO303607
OG0006566	NEMVE18626	CAPO303944
OG0006568	NEMVE19392, NEMVE19291	CAPO303043
OG0006569	NEMVE17890	CAPO300856
OG0006570	NEMVE14036	CAPO302571
OG0006571	NEMVE19259	CAPO306740
OG0006572	NEMVE16268	CAPO302175
OG0006573	NEMVE24473	CAPO306413
OG0006575	NEMVE17612	CAPO304950
OG0006577	NEMVE17589	CAPO300858
OG0006578	NEMVE14360	CAPO303393
OG0006580	NEMVE13359	CAPO306179
OG0006581	NEMVE04969	CAPO300223
OG0006582	NEMVE10731	CAPO305399
OG0006583	NEMVE06578	CAPO308147
OG0006584	NEMVE13873	CAPO304380
OG0006586	NEMVE02913, NEMVE05314	CAPO300241
OG0006590	NEMVE05361	CAPO304634
OG0006591	NEMVE14253, NEMVE07569	CAPO306654
OG0006592	NEMVE02392	CAPO302105
OG0006594	NEMVE14133	CAPO305352
OG0006595	NEMVE14900	CAPO306726
OG0006596	NEMVE21882	CAPO305496
OG0006597	NEMVE08474, NEMVE00517	CAPO306143
OG0006598	NEMVE20869, NEMVE13702	CAPO303505
OG0006600	NEMVE09809, NEMVE00613	CAPO300993
OG0006602	NEMVE22737	CAPO306545
OG0006603	NEMVE13346	CAPO305246
OG0006604	NEMVE25234	CAPO301632
OG0006606	NEMVE08978	CAPO300627, CAPO305047
OG0006607	NEMVE07507	CAPO302836
OG0006608	NEMVE25300, NEMVE11908	CAPO304829
OG0006609	NEMVE01863, NEMVE08901	CAPO304156
OG0006610	NEMVE05164	CAPO305635
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	CAPO303370
OG0006612	NEMVE25494	CAPO303674
OG0006613	NEMVE23363	CAPO305926
OG0006614	NEMVE04847	CAPO307923
OG0006615	NEMVE08793	CAPO300892
OG0006616	NEMVE20547, NEMVE13459	CAPO302496
OG0006619	NEMVE24711	CAPO305225
OG0006622	NEMVE14827	CAPO307274
OG0006625	NEMVE16423	CAPO304287
OG0006627	NEMVE24706, NEMVE17757	CAPO300634
OG0006630	NEMVE14529	CAPO301318
OG0006631	NEMVE21598, NEMVE22840	CAPO302816
OG0006633	NEMVE10562	CAPO306794
OG0006636	NEMVE02023	CAPO304383
OG0006637	NEMVE09116	CAPO304312
OG0006638	NEMVE10130	CAPO302167
OG0006640	NEMVE12612, NEMVE12487, NEMVE16586	CAPO308241
OG0006642	NEMVE24819, NEMVE00921	CAPO303206
OG0006646	NEMVE12960	CAPO308061
OG0006648	NEMVE20212	CAPO300638
OG0006651	NEMVE24687	CAPO306376
OG0006655	NEMVE21990	CAPO306982
OG0006657	NEMVE07568	CAPO304665
OG0006658	NEMVE08447, NEMVE14700	CAPO301723
OG0006662	NEMVE14723	CAPO305585
OG0006663	NEMVE25118	CAPO301399
OG0006664	NEMVE00897	CAPO302941
OG0006666	NEMVE15097	CAPO301682
OG0006667	NEMVE14509	CAPO305573
OG0006668	NEMVE13784	CAPO301053
OG0006669	NEMVE01621, NEMVE12149	CAPO301280
OG0006670	NEMVE14438	CAPO306366
OG0006671	NEMVE22584	CAPO307485
OG0006673	NEMVE13899	CAPO302685
OG0006677	NEMVE22635	CAPO304250
OG0006678	NEMVE15058	CAPO300092
OG0006681	NEMVE24851	CAPO305354
OG0006684	NEMVE17767	CAPO305512
OG0006686	NEMVE25052	CAPO307531
OG0006688	NEMVE20158	CAPO302794
OG0006690	NEMVE23260	CAPO302172
OG0006691	NEMVE14331	CAPO305670
OG0006692	NEMVE14555	CAPO302647
OG0006693	NEMVE15971	CAPO302616
OG0006694	NEMVE06376	CAPO302438
OG0006695	NEMVE19387	CAPO302533
OG0006696	NEMVE22693, NEMVE17934	CAPO303681
OG0006698	NEMVE24243	CAPO305852
OG0006702	NEMVE14025	CAPO307269
OG0006703	NEMVE06399	CAPO302601
OG0006704	NEMVE09753	CAPO305136
OG0006706	NEMVE08399	CAPO303773
OG0006707	NEMVE18156, NEMVE12324	CAPO304129
OG0006708	NEMVE23781	CAPO304327
OG0006709	NEMVE06920	CAPO302993
OG0006710	NEMVE10954	CAPO307958
OG0006712	NEMVE05787	CAPO307469
OG0006714	NEMVE13528	CAPO301000
OG0006716	NEMVE16253	CAPO302196
OG0006717	NEMVE17875	CAPO305633
OG0006718	NEMVE09098	CAPO306293
OG0006719	NEMVE25006	CAPO302454
OG0006721	NEMVE24868	CAPO307315
OG0006722	NEMVE03981, NEMVE22551	CAPO304555
OG0006723	NEMVE13754	CAPO300019
OG0006724	NEMVE17764, NEMVE10359	CAPO300231
OG0006725	NEMVE05867	CAPO301206
OG0006726	NEMVE06858	CAPO303375
OG0006727	NEMVE14653	CAPO306447
OG0006728	NEMVE16075	CAPO303411
OG0006729	NEMVE17861	CAPO302448
OG0006730	NEMVE16598	CAPO307696
OG0006732	NEMVE14487	CAPO301757
OG0006733	NEMVE15467	CAPO306420
OG0006735	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806	CAPO307764
OG0006736	NEMVE24623	CAPO301670
OG0006737	NEMVE09025	CAPO302977
OG0006738	NEMVE17102	CAPO305285
OG0006740	NEMVE17377, NEMVE12915	CAPO304581
OG0006741	NEMVE13385	CAPO306132
OG0006745	NEMVE24739	CAPO304913
OG0006750	NEMVE25037	CAPO306076
OG0006751	NEMVE07529	CAPO305160
OG0006752	NEMVE20853, NEMVE23516	CAPO301753
OG0006753	NEMVE10471	CAPO304199
OG0006754	NEMVE23232	CAPO307231
OG0006755	NEMVE22112	CAPO304099
OG0006757	NEMVE06921	CAPO308250
OG0006758	NEMVE23646	CAPO303486
OG0006759	NEMVE13478	CAPO301178
OG0006760	NEMVE21302, NEMVE15995	CAPO300357
OG0006766	NEMVE03175	CAPO300327
OG0006769	NEMVE01196, NEMVE13150	CAPO304104
OG0006772	NEMVE25240	CAPO306103
OG0006775	NEMVE15139	CAPO303956
OG0006776	NEMVE15379	CAPO307354, CAPO307229
OG0006777	NEMVE10884	CAPO308320
OG0006791	NEMVE14989	CAPO302265
OG0006826	NEMVE13284	CAPO306575
OG0006827	NEMVE02172	CAPO306579
OG0006830	NEMVE08915	CAPO304885
OG0006833	NEMVE24233	CAPO307011
OG0006838	NEMVE13721	CAPO304346
OG0006842	NEMVE22104, NEMVE04435	CAPO303033
OG0006843	NEMVE13226	CAPO301783
OG0006844	NEMVE13224	CAPO303858
OG0006845	NEMVE17371	CAPO304222
OG0006846	NEMVE24794	CAPO305985, CAPO301436
OG0006848	NEMVE16167	CAPO302750
OG0006849	NEMVE22050	CAPO306709
OG0006850	NEMVE06805	CAPO300307
OG0006853	NEMVE23764	CAPO305011
OG0006856	NEMVE09221	CAPO306926
OG0006857	NEMVE25407	CAPO304592
OG0006860	NEMVE18531	CAPO304880
OG0006862	NEMVE23812	CAPO306834
OG0006864	NEMVE08355, NEMVE16255	CAPO300266
OG0006865	NEMVE25822	CAPO300579
OG0006867	NEMVE03866, NEMVE14363	CAPO304561
OG0006869	NEMVE16212, NEMVE00422	CAPO303718
OG0006875	NEMVE25510	CAPO300245
OG0006876	NEMVE02088	CAPO301384
OG0006877	NEMVE14455	CAPO303758
OG0006880	NEMVE06819	CAPO300637
OG0006881	NEMVE07356	CAPO307302
OG0006886	NEMVE21731	CAPO308008
OG0006887	NEMVE06955	CAPO303330
OG0006888	NEMVE13701, NEMVE21293	CAPO300481
OG0006889	NEMVE13933	CAPO305411
OG0006890	NEMVE05014	CAPO301774
OG0006892	NEMVE24012, NEMVE20580	CAPO306271
OG0006893	NEMVE17795	CAPO308281
OG0006894	NEMVE06286, NEMVE11857	CAPO305493
OG0006895	NEMVE06846, NEMVE12809	CAPO305321
OG0006897	NEMVE10415	CAPO305270
OG0006898	NEMVE19257	CAPO307616
OG0006901	NEMVE14333	CAPO301222
OG0006904	NEMVE14542	CAPO301235
OG0006906	NEMVE13236	CAPO307116
OG0006912	NEMVE18786, NEMVE18787	CAPO306387
OG0006914	NEMVE06049	CAPO302212
OG0006915	NEMVE09886	CAPO305363
OG0006916	NEMVE23817	CAPO306266
OG0006918	NEMVE15078	CAPO303362
OG0006923	NEMVE13295	CAPO302381, CAPO303076
OG0006924	NEMVE01464	CAPO304320
OG0006925	NEMVE13382, NEMVE02521	CAPO306734
OG0006926	NEMVE23407	CAPO303493
OG0006927	NEMVE24367	CAPO303700
OG0006930	NEMVE25703, NEMVE25702	CAPO301522
OG0006931	NEMVE13787	CAPO300460
OG0006932	NEMVE05137	CAPO305813
OG0006934	NEMVE24344	CAPO304656
OG0006935	NEMVE13070	CAPO305404
OG0006936	NEMVE03459	CAPO301255
OG0006937	NEMVE21757	CAPO300724
OG0006938	NEMVE06983	CAPO307064
OG0006940	NEMVE13137	CAPO308295
OG0006942	NEMVE13642	CAPO305131
OG0006943	NEMVE05334	CAPO300653
OG0006944	NEMVE06196	CAPO301423
OG0006945	NEMVE08899	CAPO304257
OG0006947	NEMVE24776, NEMVE01200, NEMVE05807	CAPO303778
OG0006948	NEMVE13841, NEMVE20539	CAPO307507
OG0006949	NEMVE22705	CAPO300866
OG0006951	NEMVE22939	CAPO302915
OG0006952	NEMVE05912	CAPO308002
OG0006953	NEMVE17873	CAPO302825
OG0006957	NEMVE04985	CAPO304410
OG0006959	NEMVE12151	CAPO305847
OG0006960	NEMVE13244	CAPO306688
OG0006962	NEMVE14216	CAPO307572
OG0006964	NEMVE09836	CAPO306352
OG0006966	NEMVE24481	CAPO304695
OG0006967	NEMVE19421	CAPO303820
OG0006968	NEMVE00056	CAPO301435
OG0006969	NEMVE15089	CAPO306618
OG0006970	NEMVE23188	CAPO304851
OG0006971	NEMVE23702, NEMVE20470	CAPO303658
OG0006973	NEMVE21823	CAPO306305
OG0006975	NEMVE13294	CAPO306893
OG0006977	NEMVE15122	CAPO305268
OG0006978	NEMVE08429, NEMVE20677	CAPO304336
OG0006979	NEMVE07666	CAPO300168
OG0006980	NEMVE14898	CAPO305562
OG0006982	NEMVE06872	CAPO305716
OG0006983	NEMVE25267	CAPO300916
OG0006989	NEMVE14102	CAPO302679
OG0006990	NEMVE23992	CAPO300763
OG0006991	NEMVE25869	CAPO303392
OG0006992	NEMVE06904	CAPO305740
OG0006993	NEMVE25888	CAPO305954
OG0006994	NEMVE06963	CAPO306564
OG0006995	NEMVE10340	CAPO306435
OG0006997	NEMVE23283	CAPO304873
OG0006998	NEMVE20185, NEMVE21505	CAPO301390
OG0006999	NEMVE22370, NEMVE03933	CAPO303913
OG0007001	NEMVE01106, NEMVE12371	CAPO305444
OG0007002	NEMVE25316	CAPO304225
OG0007003	NEMVE18273	CAPO302304
OG0007005	NEMVE06529	CAPO303654
OG0007007	NEMVE06743	CAPO302408
OG0007009	NEMVE17080	CAPO305960
OG0007010	NEMVE07154	CAPO301780
OG0007011	NEMVE14439	CAPO301128
OG0007012	NEMVE08741	CAPO304946
OG0007013	NEMVE23027, NEMVE20235	CAPO303300
OG0007015	NEMVE01530	CAPO305278
OG0007016	NEMVE14954	CAPO304972
OG0007017	NEMVE09597	CAPO301345
OG0007019	NEMVE19601	CAPO304408
OG0007020	NEMVE13872	CAPO303562, CAPO308296
OG0007021	NEMVE19842, NEMVE16021	CAPO306622
OG0007022	NEMVE13989	CAPO303253
OG0007024	NEMVE22348	CAPO302054
OG0007025	NEMVE24902	CAPO302785
OG0007026	NEMVE10600	CAPO304159
OG0007029	NEMVE14776	CAPO302104
OG0007030	NEMVE25363	CAPO303845
OG0007032	NEMVE08495	CAPO304830
OG0007033	NEMVE13356	CAPO305180
OG0007034	NEMVE13497	CAPO306932
OG0007038	NEMVE05760	CAPO302068
OG0007040	NEMVE13790	CAPO306537
OG0007042	NEMVE18027	CAPO307996
OG0007043	NEMVE05818	CAPO305780
OG0007044	NEMVE13670	CAPO307221
OG0007045	NEMVE11946, NEMVE11342	CAPO305958
OG0007047	NEMVE23774	CAPO305693
OG0007048	NEMVE22617	CAPO302164
OG0007049	NEMVE24890	CAPO305031
OG0007050	NEMVE01542	CAPO307898
OG0007055	NEMVE15080	CAPO304778
OG0007057	NEMVE14004	CAPO304630
OG0007058	NEMVE17442	CAPO301734, CAPO304572
OG0007059	NEMVE21382, NEMVE22940	CAPO303590, CAPO303318
OG0007061	NEMVE02935, NEMVE18869	CAPO305340
OG0007062	NEMVE24553	CAPO302545
OG0007063	NEMVE09723	CAPO308261
OG0007065	NEMVE22963	CAPO301537
OG0007068	NEMVE19134	CAPO307887
OG0007069	NEMVE22785	CAPO307200
OG0007071	NEMVE18624	CAPO301761
OG0007073	NEMVE14833	CAPO302936
OG0007074	NEMVE25050	CAPO306910
OG0007076	NEMVE07000, NEMVE20249	CAPO300474
OG0007084	NEMVE22005	CAPO307673
OG0007086	NEMVE14980, NEMVE19924	CAPO306079
OG0007089	NEMVE11263	CAPO300706
OG0007090	NEMVE05876	CAPO300368
OG0007091	NEMVE13797	CAPO304945
OG0007092	NEMVE07545	CAPO304498, CAPO305528
OG0007093	NEMVE13401	CAPO308175
OG0007094	NEMVE07935	CAPO301835
OG0007095	NEMVE15027	CAPO304293
OG0007097	NEMVE14580	CAPO302515
OG0007098	NEMVE13689	CAPO301993
OG0007099	NEMVE24293, NEMVE20476	CAPO304218
OG0007100	NEMVE06130	CAPO302645
OG0007105	NEMVE17115	CAPO303780
OG0007106	NEMVE14945	CAPO302226
OG0007112	NEMVE10814	CAPO303793
OG0007114	NEMVE09146	CAPO305243
OG0007118	NEMVE02206	CAPO306502
OG0007119	NEMVE02886, NEMVE13562	CAPO303656
OG0007121	NEMVE25193	CAPO305337
OG0007122	NEMVE14233	CAPO302728
OG0007124	NEMVE10468	CAPO307876
OG0007127	NEMVE13588	CAPO305077
OG0007128	NEMVE13615	CAPO303539
OG0007130	NEMVE25495, NEMVE21143	CAPO302224
OG0007131	NEMVE23758, NEMVE12360	CAPO304315
OG0007132	NEMVE06535, NEMVE12522	CAPO301608
OG0007133	NEMVE11996, NEMVE06036	CAPO305338
OG0007134	NEMVE13156	CAPO302517
OG0007137	NEMVE14801	CAPO303287
OG0007138	NEMVE09440, NEMVE12478	CAPO307436
OG0007139	NEMVE09713	CAPO302325
OG0007141	NEMVE14565	CAPO306130
OG0007143	NEMVE08778, NEMVE20919	CAPO307276
OG0007145	NEMVE19580	CAPO305008
OG0007146	NEMVE18006	CAPO306800
OG0007147	NEMVE13817	CAPO305032
OG0007150	NEMVE11424	CAPO304704
OG0007151	NEMVE22467	CAPO304299
OG0007154	NEMVE23811	CAPO302715
OG0007158	NEMVE25894	CAPO303011
OG0007162	NEMVE16258	CAPO305815
OG0007163	NEMVE16742	CAPO306908
OG0007165	NEMVE14929	CAPO300764
OG0007166	NEMVE07634	CAPO301841
OG0007173	NEMVE10079	CAPO300679
OG0007174	NEMVE07400	CAPO304732
OG0007175	NEMVE21931	CAPO300929
OG0007176	NEMVE05885	CAPO305825
OG0007178	NEMVE09946	CAPO306843
OG0007180	NEMVE22211	CAPO300869
OG0007181	NEMVE22672, NEMVE11674	CAPO302549
OG0007182	NEMVE25249	CAPO302258
OG0007183	NEMVE01494, NEMVE21223	CAPO303453
OG0007184	NEMVE13898	CAPO304626
OG0007186	NEMVE16937	CAPO306272
OG0007191	NEMVE04826	CAPO307327
OG0007192	NEMVE12614	CAPO307148
OG0007199	NEMVE05797	CAPO300510
OG0007201	NEMVE15153, NEMVE03813	CAPO305686
OG0007202	NEMVE12584	CAPO307173
OG0007202	NEMVE02900	CAPO305202
OG0007202	NEMVE21082	CAPO307014
OG0007202	NEMVE20108, NEMVE12216	CAPO301887, CAPO303248, CAPO302882, CAPO304706
OG0007202	NEMVE03801, NEMVE12996	CAPO305939
OG0007204	NEMVE22074	CAPO305874
OG0007208	NEMVE19982	CAPO306253
OG0007248	NEMVE05909	CAPO305807
OG0007249	NEMVE03114	CAPO304279
OG0007251	NEMVE08156, NEMVE08153	CAPO307515
OG0007254	NEMVE23140	CAPO300342
OG0007258	NEMVE00047, NEMVE14648	CAPO301895
OG0007261	NEMVE06464, NEMVE10739	CAPO306348
OG0007266	NEMVE15550, NEMVE00843	CAPO305560
OG0007272	NEMVE17086	CAPO303817, CAPO303673
OG0007273	NEMVE22414, NEMVE22011	CAPO305134
OG0007279	NEMVE24542	CAPO302557
OG0007281	NEMVE23664	CAPO304423
OG0007282	NEMVE13645	CAPO300960
OG0007291	NEMVE14746	CAPO307621
OG0007292	NEMVE08212	CAPO302024
OG0007293	NEMVE13245	CAPO301970
OG0007297	NEMVE05122	CAPO305876
OG0007299	NEMVE17700	CAPO308254
OG0007300	NEMVE10414	CAPO301046
OG0007301	NEMVE05910	CAPO301996
OG0007302	NEMVE24421	CAPO307174
OG0007303	NEMVE21168, NEMVE21934	CAPO302064
OG0007304	NEMVE19345	CAPO306505
OG0007305	NEMVE18637	CAPO303443
OG0007307	NEMVE15849	CAPO304518, CAPO304185
OG0007309	NEMVE10518, NEMVE20201	CAPO300726
OG0007313	NEMVE13991, NEMVE11990	CAPO302761
OG0007314	NEMVE14601	CAPO307151
OG0007317	NEMVE07571	CAPO306655
OG0007319	NEMVE13526	CAPO300742
OG0007320	NEMVE13887	CAPO300324
OG0007321	NEMVE14743	CAPO307651
OG0007322	NEMVE13884	CAPO301300
OG0007325	NEMVE14080	CAPO305675
OG0007326	NEMVE02450	CAPO304342
OG0007329	NEMVE24680	CAPO306408
OG0007335	NEMVE13032, NEMVE10469	CAPO304929
OG0007336	NEMVE22461	CAPO304895
OG0007339	NEMVE04953	CAPO300192
OG0007341	NEMVE14964	CAPO300898
OG0007342	NEMVE14032	CAPO300397
OG0007343	NEMVE06113	CAPO305744
OG0007347	NEMVE05928	CAPO302872
OG0007348	NEMVE25081	CAPO307161
OG0007352	NEMVE22263	CAPO306052
OG0007353	NEMVE09891	CAPO302025
OG0007354	NEMVE12447, NEMVE22312	CAPO303485
OG0007355	NEMVE26015, NEMVE24494	CAPO307111
OG0007356	NEMVE22435	CAPO306331
OG0007357	NEMVE03442	CAPO304967
OG0007358	NEMVE22472	CAPO304741
OG0007361	NEMVE21896	CAPO305039
OG0007363	NEMVE07823	CAPO304834
OG0007364	NEMVE14072, NEMVE12530	CAPO303075
OG0007365	NEMVE02500	CAPO306500
OG0007366	NEMVE10651	CAPO305485
OG0007367	NEMVE14913	CAPO305088
OG0007368	NEMVE21985	CAPO305250
OG0007369	NEMVE09186, NEMVE04959	CAPO300391
OG0007371	NEMVE22865	CAPO305453
OG0007372	NEMVE14160	CAPO307960
OG0007373	NEMVE22902	CAPO301099
OG0007376	NEMVE14158	CAPO302556
OG0007377	NEMVE01324	CAPO306927
OG0007378	NEMVE23117	CAPO307557
OG0007380	NEMVE06086, NEMVE12199	CAPO300141
OG0007381	NEMVE23101	CAPO303646
OG0007382	NEMVE14758	CAPO305525
OG0007385	NEMVE14990	CAPO304120
OG0007387	NEMVE23956	CAPO304030
OG0007388	NEMVE05194	CAPO306166
OG0007391	NEMVE08201	CAPO304827
OG0007392	NEMVE13961	CAPO303501
OG0007393	NEMVE00582, NEMVE21768	CAPO301859
OG0007395	NEMVE17435	CAPO302788
OG0007396	NEMVE15920	CAPO302581
