Orthogroup	NEMVE	YEAST
OG0004526	NEMVE00195	YEAST02603
OG0004529	NEMVE14754	YEAST03981
OG0004535	NEMVE14895	YEAST02221
OG0004538	NEMVE20187, NEMVE11904, NEMVE14557	YEAST02750
OG0004541	NEMVE09057, NEMVE10568	YEAST02645, YEAST03788, YEAST04781
OG0004542	NEMVE22875	YEAST04816, YEAST04623
OG0004545	NEMVE09905	YEAST02071
OG0004546	NEMVE24991	YEAST04485
OG0004551	NEMVE05944	YEAST00426
OG0004554	NEMVE24554, NEMVE20303	YEAST04172
OG0004559	NEMVE09979	YEAST04428
OG0004563	NEMVE20984, NEMVE13109, NEMVE21039, NEMVE16625	YEAST04325
OG0004566	NEMVE05423	YEAST02192
OG0004567	NEMVE23222, NEMVE08979	YEAST05747
OG0004571	NEMVE12245, NEMVE02107	YEAST02127
OG0004573	NEMVE10987, NEMVE20146	YEAST00677
OG0004577	NEMVE25631	YEAST02283
OG0004579	NEMVE14497	YEAST00134
OG0004581	NEMVE20283, NEMVE10061	YEAST03583, YEAST04618
OG0004582	NEMVE02471, NEMVE09353	YEAST04377
OG0004583	NEMVE13969	YEAST05833
OG0004584	NEMVE24702	YEAST03457
OG0004585	NEMVE22328	YEAST01153
OG0004590	NEMVE25895, NEMVE18908	YEAST03622, YEAST00886
OG0004593	NEMVE14593	YEAST01231
OG0004606	NEMVE10087	YEAST05926
OG0004609	NEMVE13242	YEAST05326
OG0004610	NEMVE14987	YEAST04487, YEAST01427
OG0004611	NEMVE16538	YEAST04613
OG0004612	NEMVE06661	YEAST02359
OG0004616	NEMVE13537	YEAST00250, YEAST02830
OG0004619	NEMVE14883, NEMVE00286	YEAST03531
OG0004621	NEMVE15548	YEAST00178
OG0004623	NEMVE23629, NEMVE12720	YEAST04421
OG0004626	NEMVE14880, NEMVE03566, NEMVE12350	YEAST00427
OG0004633	NEMVE14514, NEMVE14238	YEAST03510
OG0004634	NEMVE04611	YEAST00262, YEAST00249
OG0004635	NEMVE12750, NEMVE15016	YEAST02703
OG0004639	NEMVE18292	YEAST02924
OG0004642	NEMVE12541	YEAST01912
OG0004648	NEMVE14967	YEAST04721, YEAST05892
OG0004649	NEMVE13434	YEAST02284
OG0004651	NEMVE14682	YEAST01146
OG0004654	NEMVE23143	YEAST00988
OG0004655	NEMVE09086, NEMVE00666	YEAST01640
OG0004656	NEMVE08568	YEAST04281
OG0004657	NEMVE07292	YEAST00473
OG0004658	NEMVE00155, NEMVE13379	YEAST04140
OG0004659	NEMVE07785, NEMVE00194, NEMVE11615	YEAST02251
OG0004660	NEMVE15866	YEAST06221, YEAST00721
OG0004663	NEMVE13231	YEAST01161
OG0004664	NEMVE12499, NEMVE19719	YEAST05162
OG0004668	NEMVE07904, NEMVE11886	YEAST01610
OG0004669	NEMVE14751	YEAST00949
OG0004670	NEMVE13348	YEAST03416
OG0004671	NEMVE15017	YEAST02606
OG0004674	NEMVE15105	YEAST05448
OG0004675	NEMVE19531, NEMVE12308	YEAST05072, YEAST02983
OG0004676	NEMVE06939	YEAST05785, YEAST00056, YEAST02694
OG0004678	NEMVE09441	YEAST02777, YEAST04846
OG0004682	NEMVE16012	YEAST02876
OG0004683	NEMVE10379	YEAST00676
OG0004684	NEMVE15028	YEAST05643
OG0004685	NEMVE13564, NEMVE20938	YEAST04200
OG0004687	NEMVE11074	YEAST00982
OG0004691	NEMVE07925	YEAST00819
OG0004699	NEMVE08956	YEAST05453
OG0004703	NEMVE23725	YEAST00841
OG0004705	NEMVE13269	YEAST05591
OG0004708	NEMVE22362	YEAST04540
OG0004711	NEMVE22209	YEAST03281
OG0004728	NEMVE24238, NEMVE02716	YEAST04662, YEAST00882
OG0004733	NEMVE08830	YEAST06337
OG0004735	NEMVE05167	YEAST04508
OG0004739	NEMVE15022	YEAST01817
OG0004740	NEMVE22822, NEMVE13094	YEAST04029
OG0004743	NEMVE21851, NEMVE20722	YEAST04299
OG0004747	NEMVE09582, NEMVE25622	YEAST01134
OG0004748	NEMVE24482, NEMVE00840	YEAST03942
OG0004749	NEMVE21861	YEAST05904
OG0004753	NEMVE12732, NEMVE14959, NEMVE00501	YEAST04746
OG0004755	NEMVE14496	YEAST03690
OG0004756	NEMVE14252	YEAST03704
OG0004759	NEMVE05670	YEAST02912
OG0004760	NEMVE22531	YEAST01847
OG0004764	NEMVE10488	YEAST04443, YEAST04345
OG0004765	NEMVE21803	YEAST02487
OG0004766	NEMVE23449	YEAST01053
OG0004767	NEMVE13831	YEAST03559
OG0004768	NEMVE14625, NEMVE17029	YEAST02666
OG0004769	NEMVE09060	YEAST06228
OG0004770	NEMVE10973	YEAST03432
OG0004774	NEMVE11891, NEMVE13846, NEMVE08683	YEAST06062
OG0004785	NEMVE14332, NEMVE12269	YEAST04153
OG0004786	NEMVE03480, NEMVE16746	YEAST01015
OG0004787	NEMVE25138	YEAST02164
OG0004792	NEMVE22524	YEAST02299
OG0004795	NEMVE17130, NEMVE09760	YEAST02163
OG0004797	NEMVE14389	YEAST00371
OG0004805	NEMVE06909	YEAST03570
OG0004808	NEMVE23142, NEMVE00017	YEAST02354
OG0004811	NEMVE14893	YEAST01683
OG0004814	NEMVE22496	YEAST05710
OG0004816	NEMVE24963	YEAST04664
OG0004819	NEMVE10396, NEMVE20374	YEAST00279
OG0004820	NEMVE22650	YEAST05404
OG0004822	NEMVE13105	YEAST03199
OG0004833	NEMVE13547	YEAST01309
OG0004836	NEMVE22477	YEAST00658
OG0004840	NEMVE08926	YEAST01399
OG0004841	NEMVE13314	YEAST01375
OG0004842	NEMVE21848	YEAST05083
OG0004843	NEMVE13339, NEMVE11986	YEAST03163
OG0004844	NEMVE18136	YEAST01571
OG0004848	NEMVE05365	YEAST02387
OG0004849	NEMVE14210	YEAST06335
OG0004850	NEMVE20542, NEMVE22350	YEAST05082, YEAST02977
OG0004851	NEMVE14191	YEAST02907
OG0004852	NEMVE25433	YEAST00825
OG0004854	NEMVE22394	YEAST00889, YEAST04304
OG0004855	NEMVE05574	YEAST03252
OG0004856	NEMVE04745, NEMVE05569	YEAST05973
OG0004858	NEMVE22404	YEAST04268
OG0004863	NEMVE22313	YEAST00862
OG0004864	NEMVE23293	YEAST00264
OG0004874	NEMVE08254	YEAST04564
OG0004875	NEMVE13402	YEAST02491
OG0004877	NEMVE12565, NEMVE13079, NEMVE04687	YEAST05247
OG0004879	NEMVE10578	YEAST01311
OG0004880	NEMVE13009, NEMVE12954	YEAST06046
OG0004881	NEMVE02049	YEAST00141
OG0004886	NEMVE12702, NEMVE10250, NEMVE18342	YEAST05077
OG0004887	NEMVE22398	YEAST05734
OG0004893	NEMVE23196	YEAST04667, YEAST00405
OG0004896	NEMVE11249	YEAST06193
OG0004897	NEMVE13596	YEAST03127, YEAST00642
OG0004898	NEMVE05893, NEMVE21394	YEAST01269
OG0004902	NEMVE14740	YEAST00933
OG0004903	NEMVE13217	YEAST03539
OG0004906	NEMVE07063	YEAST02770
OG0004911	NEMVE19493	YEAST04765
OG0004913	NEMVE18631	YEAST01636
OG0004914	NEMVE25557	YEAST03369
OG0004917	NEMVE09895, NEMVE22754	YEAST00244
OG0004922	NEMVE25720, NEMVE22660	YEAST03302
OG0004924	NEMVE08496	YEAST03555, YEAST03277
OG0004928	NEMVE25903	YEAST00311
OG0004932	NEMVE25699	YEAST04654
OG0004940	NEMVE03181	YEAST05107, YEAST05559
OG0004941	NEMVE12882, NEMVE15741	YEAST03194
OG0004948	NEMVE04863	YEAST02275
OG0004949	NEMVE14010	YEAST04201
OG0004952	NEMVE22987	YEAST02477
OG0004954	NEMVE13769, NEMVE13543	YEAST06058
OG0004962	NEMVE08838	YEAST04400
OG0004963	NEMVE09267	YEAST04940
OG0004964	NEMVE14109	YEAST04104
OG0004968	NEMVE14001, NEMVE12446	YEAST03489
OG0004969	NEMVE15653, NEMVE14164, NEMVE21390	YEAST02591
OG0004970	NEMVE24152	YEAST04414
OG0004971	NEMVE14811, NEMVE20816	YEAST05364
OG0004972	NEMVE22512	YEAST03511
OG0004975	NEMVE12292, NEMVE01450, NEMVE11552	YEAST00144, YEAST01994
OG0004976	NEMVE07826, NEMVE07806	YEAST05983
OG0004977	NEMVE20344, NEMVE16863, NEMVE02192, NEMVE00253	YEAST06017
OG0004979	NEMVE09400	YEAST06027
OG0004980	NEMVE25421	YEAST05221
OG0004981	NEMVE21260, NEMVE15079	YEAST03914, YEAST04639
OG0004982	NEMVE25620	YEAST03625
OG0004985	NEMVE22448	YEAST03498
OG0004988	NEMVE13432	YEAST05990
OG0004989	NEMVE14722	YEAST04576
OG0004990	NEMVE00215, NEMVE21079, NEMVE14471	YEAST04419
OG0004992	NEMVE21226, NEMVE19613	YEAST05627
OG0004996	NEMVE12979, NEMVE05000	YEAST04793
OG0004997	NEMVE04870, NEMVE21142	YEAST01342
OG0005002	NEMVE14489	YEAST05414
OG0005003	NEMVE02750	YEAST02467, YEAST00216
OG0005006	NEMVE22541	YEAST06096
OG0005007	NEMVE11282	YEAST03893
OG0005014	NEMVE04481, NEMVE12690, NEMVE14836	YEAST02538
OG0005015	NEMVE22631	YEAST01649, YEAST01932
OG0005038	NEMVE21936	YEAST02861
OG0005040	NEMVE05703, NEMVE15873	YEAST04778
OG0005047	NEMVE13364	YEAST01837
OG0005053	NEMVE05596, NEMVE22444, NEMVE10981	YEAST00680
OG0005055	NEMVE08898	YEAST02159
OG0005059	NEMVE18371	YEAST03737
OG0005067	NEMVE21762, NEMVE00117, NEMVE21170	YEAST06051
OG0005069	NEMVE11714, NEMVE05735	YEAST03130
OG0005073	NEMVE24556	YEAST00873
OG0005076	NEMVE19049, NEMVE19050	YEAST04563
OG0005081	NEMVE04796	YEAST03124
OG0005083	NEMVE19791, NEMVE09115	YEAST00678, YEAST05235
OG0005085	NEMVE07572	YEAST06159
OG0005086	NEMVE07482	YEAST00205
OG0005087	NEMVE14760, NEMVE21110	YEAST00816
OG0005088	NEMVE15972, NEMVE13405	YEAST05769, YEAST03125
OG0005089	NEMVE15030	YEAST04644
OG0005090	NEMVE11209, NEMVE18162	YEAST00338
OG0005091	NEMVE08357	YEAST05089
OG0005093	NEMVE10149	YEAST01810
OG0005095	NEMVE14185	YEAST04437
OG0005096	NEMVE13847, NEMVE03089	YEAST00667
OG0005097	NEMVE09977	YEAST05071
OG0005099	NEMVE24801	YEAST01396
OG0005100	NEMVE10899	YEAST02389
OG0005104	NEMVE09153	YEAST05248
OG0005106	NEMVE22627	YEAST06065, YEAST00421
OG0005107	NEMVE20157, NEMVE08261	YEAST06099
OG0005109	NEMVE04941	YEAST05204, YEAST00612
OG0005111	NEMVE13580	YEAST06212, YEAST04032
OG0005114	NEMVE08411	YEAST02131
OG0005117	NEMVE13209	YEAST06050
OG0005121	NEMVE07563	YEAST02052
OG0005124	NEMVE13707, NEMVE07910	YEAST04099
OG0005130	NEMVE12121, NEMVE07830	YEAST03863
OG0005139	NEMVE00951, NEMVE10974	YEAST04015
OG0005142	NEMVE07142, NEMVE12077	YEAST03890
OG0005143	NEMVE12617, NEMVE00974, NEMVE13415	YEAST00443
OG0005144	NEMVE06213	YEAST04065
OG0005146	NEMVE05099	YEAST02971
OG0005149	NEMVE10144	YEAST03025, YEAST02738
OG0005151	NEMVE13659	YEAST03382
OG0005152	NEMVE13218	YEAST00847
OG0005157	NEMVE22505	YEAST02981
OG0005160	NEMVE06389	YEAST06113
OG0005164	NEMVE09725	YEAST06283
OG0005167	NEMVE02902, NEMVE22515	YEAST03924
OG0005168	NEMVE22833	YEAST06272
OG0005169	NEMVE21118, NEMVE05682	YEAST00459
OG0005175	NEMVE02029	YEAST05445
OG0005176	NEMVE08801	YEAST00218
OG0005178	NEMVE04033	YEAST04497
OG0005179	NEMVE21436, NEMVE07829	YEAST05659
OG0005183	NEMVE14067	YEAST05308
OG0005184	NEMVE06431	YEAST00492
OG0005187	NEMVE13161	YEAST05234
OG0005188	NEMVE12845, NEMVE06643	YEAST01554
OG0005191	NEMVE09257	YEAST00993
OG0005192	NEMVE17292, NEMVE12464, NEMVE07764	YEAST05720
OG0005194	NEMVE03180	YEAST04086
OG0005196	NEMVE19466	YEAST01388
OG0005198	NEMVE22645	YEAST00327
OG0005200	NEMVE13636	YEAST01016
OG0005201	NEMVE02021	YEAST00082
OG0005203	NEMVE13297	YEAST02207
OG0005204	NEMVE14965	YEAST01178
OG0005205	NEMVE14634	YEAST01046
OG0005208	NEMVE24981	YEAST01429
OG0005212	NEMVE14478	YEAST06147
OG0005221	NEMVE22950, NEMVE21059	YEAST03209
OG0005222	NEMVE05750	YEAST05518
OG0005224	NEMVE07924	YEAST06324
OG0005225	NEMVE24257	YEAST05094
OG0005227	NEMVE13281	YEAST05529
OG0005228	NEMVE20296, NEMVE02199	YEAST05916
OG0005229	NEMVE05889	YEAST04766
OG0005231	NEMVE05026, NEMVE04973	YEAST02681
OG0005233	NEMVE22334	YEAST00564
OG0005237	NEMVE14603, NEMVE02535	YEAST05398
OG0005238	NEMVE15748	YEAST00351
OG0005239	NEMVE24300, NEMVE14697	YEAST04499
OG0005240	NEMVE23501	YEAST03058
OG0005244	NEMVE24681	YEAST06021
OG0005247	NEMVE13246, NEMVE14263	YEAST06314
OG0005249	NEMVE01081	YEAST03446
OG0005251	NEMVE14226	YEAST00934
OG0005254	NEMVE08513, NEMVE11856, NEMVE12824	YEAST00814
OG0005259	NEMVE14915	YEAST04276
OG0005261	NEMVE18820, NEMVE12103	YEAST01831
OG0005262	NEMVE10313	YEAST05458
OG0005264	NEMVE01596	YEAST03506
OG0005267	NEMVE13171	YEAST03513
OG0005269	NEMVE23738	YEAST03314
OG0005273	NEMVE15021	YEAST04916
OG0005275	NEMVE17303	YEAST03695
OG0005277	NEMVE23614	YEAST04186
OG0005279	NEMVE08263	YEAST05219
OG0005280	NEMVE14921	YEAST00305
OG0005281	NEMVE14436	YEAST05694
OG0005285	NEMVE22305, NEMVE22017, NEMVE12118	YEAST03115
OG0005289	NEMVE13264	YEAST03438
OG0005292	NEMVE13978, NEMVE20613	YEAST01718
OG0005293	NEMVE11769, NEMVE01003	YEAST03033
OG0005294	NEMVE00896	YEAST01981
OG0005298	NEMVE13862, NEMVE00037	YEAST03696
OG0005299	NEMVE14083	YEAST00788
OG0005300	NEMVE15071	YEAST04941
OG0005304	NEMVE14113	YEAST05397
OG0005309	NEMVE07005	YEAST03670
OG0005312	NEMVE10517	YEAST05201, YEAST04689
OG0005314	NEMVE07238	YEAST05231, YEAST01835
OG0005316	NEMVE13569	YEAST02690
OG0005317	NEMVE14531	YEAST03232
OG0005318	NEMVE14087, NEMVE12599	YEAST02932
OG0005323	NEMVE11130, NEMVE05390	YEAST01809
OG0005324	NEMVE02099	YEAST02894
OG0005326	NEMVE19394, NEMVE25692	YEAST02113
OG0005342	NEMVE21630	YEAST03421
OG0005360	NEMVE24149	YEAST05037
OG0005365	NEMVE21047	YEAST00555
OG0005370	NEMVE22407	YEAST06092
OG0005371	NEMVE13716	YEAST06170
OG0005374	NEMVE05694	YEAST05714
OG0005375	NEMVE14110	YEAST03962
OG0005379	NEMVE13439	YEAST03216
OG0005390	NEMVE23291	YEAST03532
OG0005391	NEMVE24228, NEMVE12403	YEAST02166
OG0005393	NEMVE03135	YEAST04280
OG0005394	NEMVE09746	YEAST00853
OG0005396	NEMVE13770, NEMVE12327	YEAST05100
OG0005399	NEMVE19672	YEAST03052
OG0005402	NEMVE14998	YEAST00454, YEAST00455
OG0005403	NEMVE08821	YEAST03894
OG0005406	NEMVE13726	YEAST00801
OG0005412	NEMVE12334, NEMVE07116	YEAST00286
OG0005413	NEMVE20329, NEMVE22607, NEMVE12897	YEAST00212
OG0005417	NEMVE07985	YEAST02517
OG0005422	NEMVE13144	YEAST00744
OG0005430	NEMVE17316	YEAST02046
OG0005431	NEMVE21109, NEMVE00911	YEAST00653
OG0005432	NEMVE13957	YEAST00083
OG0005433	NEMVE01023	YEAST00126
OG0005435	NEMVE22904	YEAST02973
OG0005437	NEMVE21721	YEAST04554
OG0005439	NEMVE13268	YEAST00480, YEAST02388
OG0005446	NEMVE22024, NEMVE22502	YEAST02856
OG0005448	NEMVE07608	YEAST00061
OG0005451	NEMVE14862	YEAST02174
OG0005455	NEMVE24879	YEAST01906
OG0005464	NEMVE18553	YEAST03289
OG0005465	NEMVE09135	YEAST02925
OG0005466	NEMVE13417	YEAST04413
OG0005469	NEMVE15103	YEAST03750
OG0005470	NEMVE08170	YEAST05805
OG0005471	NEMVE17574	YEAST02704
OG0005474	NEMVE22052	YEAST05625
OG0005479	NEMVE14532	YEAST06140
OG0005481	NEMVE12105, NEMVE16365	YEAST02988
OG0005482	NEMVE09524	YEAST06080
OG0005484	NEMVE25513	YEAST05993
OG0005488	NEMVE10989	YEAST02834
OG0005489	NEMVE06352	YEAST02006
OG0005490	NEMVE15001	YEAST02289
OG0005493	NEMVE03139	YEAST03669
OG0005495	NEMVE14014	YEAST04982
OG0005498	NEMVE24787	YEAST02944
OG0005503	NEMVE17209	YEAST01883
OG0005508	NEMVE14483	YEAST05735
OG0005511	NEMVE06467	YEAST04889
OG0005514	NEMVE18212, NEMVE20630	YEAST00756
OG0005524	NEMVE21844	YEAST04752
OG0005527	NEMVE01715, NEMVE09089, NEMVE12171	YEAST05177
OG0005531	NEMVE21678	YEAST02508
OG0005533	NEMVE01936	YEAST05670
OG0005535	NEMVE23214	YEAST03305
OG0005537	NEMVE17735, NEMVE11592	YEAST00932
OG0005539	NEMVE15047	YEAST01881
OG0005545	NEMVE14775	YEAST06273
OG0005554	NEMVE19424, NEMVE21796	YEAST01003
OG0005556	NEMVE21261, NEMVE14285	YEAST01807
OG0005559	NEMVE19278	YEAST02680
OG0005560	NEMVE21325, NEMVE15697	YEAST01996
OG0005561	NEMVE14147	YEAST05048
OG0005562	NEMVE13599	YEAST02317
OG0005563	NEMVE13362, NEMVE12533	YEAST03552
OG0005564	NEMVE14553, NEMVE14276	YEAST02525
OG0005566	NEMVE21920, NEMVE12368	YEAST02934
OG0005569	NEMVE22877	YEAST01288
OG0005570	NEMVE09824	YEAST05155
OG0005572	NEMVE22437	YEAST04844
OG0005573	NEMVE10955	YEAST00059
OG0005574	NEMVE13871	YEAST02083
OG0005580	NEMVE22749	YEAST03612
OG0005582	NEMVE00898, NEMVE12286	YEAST06134
OG0005584	NEMVE13371	YEAST03140, YEAST03524
OG0005586	NEMVE23537, NEMVE22169, NEMVE21722	YEAST00364
OG0005589	NEMVE09365	YEAST06142
OG0005590	NEMVE21941	YEAST05462
OG0005592	NEMVE13249	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	NEMVE13772, NEMVE17569	YEAST04980
OG0005595	NEMVE24148	YEAST01803
OG0005597	NEMVE11874, NEMVE06167	YEAST02753
OG0005598	NEMVE00076, NEMVE13856	YEAST01870
OG0005599	NEMVE06209, NEMVE12520	YEAST01798
OG0005600	NEMVE13328	YEAST00206
OG0005604	NEMVE04889	YEAST03276
OG0005605	NEMVE19346	YEAST01083
OG0005613	NEMVE14558	YEAST02714
OG0005617	NEMVE14623	YEAST02068
OG0005618	NEMVE09358	YEAST04830
OG0005620	NEMVE14729	YEAST04915
OG0005622	NEMVE09250	YEAST05142
OG0005623	NEMVE09978	YEAST01590
OG0005626	NEMVE02395, NEMVE14768	YEAST02896
OG0005632	NEMVE11004	YEAST01025
OG0005636	NEMVE14287	YEAST04250, YEAST02533
OG0005641	NEMVE24789	YEAST05413
OG0005643	NEMVE23240	YEAST05368
OG0005645	NEMVE21292, NEMVE13413, NEMVE00525	YEAST03386
OG0005649	NEMVE08781	YEAST03683
OG0005652	NEMVE13761	YEAST02748
OG0005656	NEMVE25719	YEAST05558
OG0005660	NEMVE13076, NEMVE12999	YEAST04813
OG0005681	NEMVE01950, NEMVE12509	YEAST01514
OG0005694	NEMVE07503	YEAST02311
OG0005701	NEMVE05123	YEAST03349
OG0005702	NEMVE21785	YEAST02337
OG0005703	NEMVE05111	YEAST00484
OG0005707	NEMVE02468	YEAST01682
OG0005715	NEMVE09774	YEAST05111
OG0005719	NEMVE14711	YEAST01866
OG0005723	NEMVE13732	YEAST05629
OG0005724	NEMVE11354, NEMVE16694	YEAST03029
OG0005728	NEMVE13776	YEAST03877
OG0005729	NEMVE12801, NEMVE05206, NEMVE19871	YEAST04879
OG0005731	NEMVE07981	YEAST04127
OG0005732	NEMVE11098	YEAST05411, YEAST00067
OG0005734	NEMVE12378, NEMVE14515	YEAST03845
OG0005749	NEMVE04089	YEAST00550
OG0005750	NEMVE09054	YEAST05318
OG0005758	NEMVE07743	YEAST03970
OG0005764	NEMVE01288, NEMVE24394	YEAST03256
OG0005774	NEMVE21829	YEAST01218
OG0005775	NEMVE14392	YEAST04199
OG0005779	NEMVE20167, NEMVE24822	YEAST03322
OG0005783	NEMVE13901	YEAST04090
OG0005784	NEMVE19929, NEMVE04987, NEMVE20893	YEAST06131
OG0005787	NEMVE03826	YEAST03651
OG0005789	NEMVE13313	YEAST06245
OG0005790	NEMVE06982	YEAST01022
OG0005792	NEMVE15437	YEAST02379
OG0005793	NEMVE16943	YEAST03437
OG0005794	NEMVE08832, NEMVE08845	YEAST03999
OG0005796	NEMVE06246	YEAST02169
OG0005797	NEMVE14037	YEAST04949
OG0005799	NEMVE10264	YEAST05573
OG0005800	NEMVE13587	YEAST03278
OG0005801	NEMVE24237	YEAST00340
OG0005803	NEMVE13133	YEAST05968
OG0005805	NEMVE16148, NEMVE23550	YEAST01806
OG0005807	NEMVE06359	YEAST01275
OG0005811	NEMVE17134, NEMVE11119	YEAST01007
OG0005812	NEMVE14364	YEAST06095, YEAST02696, YEAST03626
OG0005814	NEMVE14624	YEAST01475
OG0005815	NEMVE25274	YEAST03739
OG0005819	NEMVE21808, NEMVE17382	YEAST04896
OG0005823	NEMVE05430, NEMVE20888	YEAST01415
OG0005828	NEMVE23790	YEAST00547
OG0005831	NEMVE05152	YEAST05339
OG0005832	NEMVE22892	YEAST00468
OG0005835	NEMVE13878	YEAST01714
OG0005837	NEMVE14056	YEAST02139
OG0005842	NEMVE14687	YEAST02254
OG0005843	NEMVE21067, NEMVE02036, NEMVE22320	YEAST02236
OG0005845	NEMVE13891	YEAST00903
OG0005848	NEMVE22369	YEAST01451, YEAST02858
OG0005849	NEMVE13138	YEAST01002
OG0005850	NEMVE13460	YEAST01618
OG0005860	NEMVE13210	YEAST01211
OG0005864	NEMVE04848	YEAST04171
OG0005865	NEMVE07679	YEAST02036
OG0005866	NEMVE05461	YEAST02662, YEAST00926, YEAST05389
OG0005869	NEMVE13626	YEAST04361
OG0005872	NEMVE06649	YEAST00119
OG0005874	NEMVE23891	YEAST05241
OG0005880	NEMVE22612	YEAST00456
OG0005886	NEMVE17658	YEAST01320
OG0005887	NEMVE21713	YEAST02429, YEAST01660
OG0005888	NEMVE03064	YEAST01289, YEAST02921
OG0005889	NEMVE14237	YEAST02568
OG0005893	NEMVE00948	YEAST05434
OG0005897	NEMVE18801	YEAST04730
OG0005898	NEMVE02011	YEAST04411
OG0005899	NEMVE06363, NEMVE06372, NEMVE16370	YEAST01832
OG0005901	NEMVE22895	YEAST04462
OG0005902	NEMVE24968	YEAST03800
OG0005909	NEMVE21723	YEAST01623
OG0005921	NEMVE13582	YEAST01856
OG0005922	NEMVE13384	YEAST03364
OG0005925	NEMVE17210, NEMVE13945	YEAST05583
OG0005928	NEMVE21804	YEAST02001
OG0005931	NEMVE24077	YEAST04950
OG0005932	NEMVE21824	YEAST02495
OG0005933	NEMVE09740	YEAST05705
OG0005936	NEMVE20278, NEMVE22195	YEAST03224
OG0005940	NEMVE05329	YEAST04035
OG0005943	NEMVE14522	YEAST00579
OG0005944	NEMVE11808, NEMVE01376	YEAST01316
OG0005946	NEMVE23066	YEAST05608
OG0005949	NEMVE05450	YEAST06253
OG0005952	NEMVE22482	YEAST03507
OG0005954	NEMVE08788	YEAST01233
OG0005955	NEMVE24056	YEAST00616
OG0005960	NEMVE13523	YEAST04608
OG0005961	NEMVE08178	YEAST00672
OG0005965	NEMVE06899	YEAST02033
OG0005966	NEMVE19178, NEMVE00025	YEAST04113
OG0005968	NEMVE14434	YEAST05417
OG0005969	NEMVE13532	YEAST04558, YEAST04559
OG0005970	NEMVE05887	YEAST05328
OG0005974	NEMVE14137	YEAST06068
OG0005976	NEMVE13353	YEAST02136
OG0005978	NEMVE22252	YEAST01891
OG0005980	NEMVE23640, NEMVE10708	YEAST06132
OG0005984	NEMVE24779	YEAST04078, YEAST01479
OG0005985	NEMVE24699, NEMVE20199	YEAST00726
OG0005986	NEMVE02799	YEAST02056
OG0005987	NEMVE21795	YEAST05748
OG0005989	NEMVE00971	YEAST04850
OG0005993	NEMVE11171	YEAST04496
OG0005995	NEMVE02185	YEAST01813
OG0005998	NEMVE05440	YEAST04034
OG0006001	NEMVE14112	YEAST02335
OG0006003	NEMVE06610	YEAST05889
OG0006005	NEMVE08968, NEMVE00870	YEAST05024
OG0006011	NEMVE14656	YEAST02553
OG0006031	NEMVE14413	YEAST00879
OG0006059	NEMVE05469	YEAST03490
OG0006063	NEMVE13540	YEAST00475
OG0006064	NEMVE05721	YEAST03138
OG0006065	NEMVE25805	YEAST06018
OG0006069	NEMVE24988	YEAST00670
OG0006071	NEMVE21756, NEMVE00491	YEAST02732
OG0006072	NEMVE01149	YEAST03317
OG0006073	NEMVE04741	YEAST06328
OG0006074	NEMVE24416	YEAST00045
OG0006079	NEMVE00907	YEAST05794
OG0006084	NEMVE14424	YEAST02308
OG0006087	NEMVE15939	YEAST02260
OG0006090	NEMVE19748, NEMVE13984	YEAST03852
OG0006095	NEMVE13885	YEAST03334
OG0006096	NEMVE14691	YEAST03331
OG0006098	NEMVE06004	YEAST06192
OG0006103	NEMVE00283, NEMVE17723	YEAST01110
OG0006104	NEMVE14961	YEAST03697
OG0006106	NEMVE19009	YEAST00295
OG0006113	NEMVE09892	YEAST06164
OG0006115	NEMVE14785, NEMVE17721	YEAST01346
OG0006116	NEMVE24918	YEAST05770
OG0006117	NEMVE10567	YEAST05899
OG0006122	NEMVE25204	YEAST05199
OG0006127	NEMVE07015, NEMVE07020	YEAST04711
OG0006134	NEMVE11232	YEAST00416
OG0006135	NEMVE22868	YEAST00161
OG0006136	NEMVE09172	YEAST05740
OG0006140	NEMVE12679, NEMVE23573, NEMVE12694	YEAST05182
OG0006141	NEMVE16961, NEMVE12186	YEAST02626
OG0006144	NEMVE14741	YEAST04770
OG0006145	NEMVE22056	YEAST01394
OG0006147	NEMVE14761, NEMVE12736, NEMVE04643	YEAST05179
OG0006149	NEMVE15835, NEMVE05652	YEAST05979
OG0006152	NEMVE05428	YEAST03796
OG0006156	NEMVE22637	YEAST00437
OG0006157	NEMVE22256	YEAST02465
OG0006159	NEMVE21764	YEAST06098
OG0006160	NEMVE19207, NEMVE10555	YEAST01548
OG0006161	NEMVE14243	YEAST04301
OG0006168	NEMVE13971, NEMVE20353	YEAST01411
OG0006169	NEMVE14671	YEAST02933
OG0006176	NEMVE21887	YEAST03164
OG0006177	NEMVE24866	YEAST01871, YEAST01295
OG0006180	NEMVE12426, NEMVE18458	YEAST00504
OG0006181	NEMVE25734	YEAST02419
OG0006185	NEMVE24611	YEAST05986
OG0006186	NEMVE12274, NEMVE21867	YEAST01010
OG0006188	NEMVE09360	YEAST05311
OG0006189	NEMVE13369	YEAST00844, YEAST06269
OG0006191	NEMVE14192	YEAST02336
OG0006192	NEMVE19051	YEAST06153
OG0006196	NEMVE22533	YEAST03954
OG0006199	NEMVE13782	YEAST06121
OG0006200	NEMVE24742	YEAST05079
OG0006202	NEMVE13627	YEAST00362
OG0006204	NEMVE14772	YEAST02271
OG0006210	NEMVE01490	YEAST00201
OG0006213	NEMVE01050	YEAST03554
