Orthogroup	NEMVE	OWEFU
OG0006853	NEMVE23764	OFUSG06439.1.p1
OG0006856	NEMVE09221	OFUSG20694.1.p1
OG0006857	NEMVE25407	OFUSG14086.1.p1
OG0006858	NEMVE23450	OFUSG14668.1.p1
OG0006860	NEMVE18531, NEMVE21944	OFUSG20553.1.p1
OG0006861	NEMVE07486, NEMVE20619, NEMVE17024	OFUSG04617.1.p1
OG0006862	NEMVE23812	OFUSG11640.1.p1
OG0006864	NEMVE08355	OFUSG03675.2.p1, OFUSG03675.1.p1
OG0006865	NEMVE25822	OFUSG13822.1.p1, OFUSG13831.1.p1
OG0006867	NEMVE14363	OFUSG26803.1.p1
OG0006871	NEMVE04605, NEMVE09898	OFUSG24981.1.p1
OG0006873	NEMVE01547	OFUSG14822.1.p1
OG0006875	NEMVE25510	OFUSG12528.1.p1
OG0006876	NEMVE02088	OFUSG23465.1.p1
OG0006877	NEMVE14455	OFUSG16387.1.p1
OG0006878	NEMVE07083	OFUSG13546.1.p1
OG0006880	NEMVE06819	OFUSG26215.1.p1
OG0006881	NEMVE07356	OFUSG02889.1.p1
OG0006882	NEMVE15924	OFUSG05203.1.p1
OG0006883	NEMVE02647	OFUSG01761.1.p1
OG0006884	NEMVE08457	OFUSG01760.1.p1, OFUSG01760.2.p1
OG0006885	NEMVE22646	OFUSG10131.1.p1
OG0006886	NEMVE21731	OFUSG01889.1.p1
OG0006887	NEMVE06955	OFUSG04466.1.p1
OG0006888	NEMVE13701, NEMVE21293	OFUSG13161.1.p1
OG0006890	NEMVE05014	OFUSG06585.1.p1
OG0006891	NEMVE04359	OFUSG24176.1.p1
OG0006892	NEMVE24012, NEMVE20580	OFUSG15808.1.p1
OG0006893	NEMVE17795	OFUSG09968.1.p1
OG0006894	NEMVE06286, NEMVE11857	OFUSG18389.1.p1
OG0006895	NEMVE06846, NEMVE12809	OFUSG21761.1.p1
OG0006896	NEMVE22792	OFUSG17847.1.p1
OG0006897	NEMVE10415	OFUSG09082.1.p1
OG0006898	NEMVE19257	OFUSG20735.1.p1
OG0006899	NEMVE06869	OFUSG26219.2.p1, OFUSG26219.1.p1
OG0006900	NEMVE01654	OFUSG00348.1.p1
OG0006902	NEMVE18593, NEMVE20461	OFUSG00931.1.p1
OG0006904	NEMVE14542	OFUSG01695.1.p2
OG0006905	NEMVE07398	OFUSG04975.1.p1, OFUSG04976.2.p1, OFUSG04976.1.p1
OG0006906	NEMVE13236	OFUSG15448.1.p1
OG0006907	NEMVE24857	OFUSG13562.1.p1
OG0006908	NEMVE26000, NEMVE17575	OFUSG15397.1.p1
OG0006909	NEMVE07072	OFUSG06834.1.p1
OG0006911	NEMVE19816	OFUSG26598.1.p1, OFUSG26593.1.p1
OG0006912	NEMVE18786	OFUSG25692.1.p1
OG0006914	NEMVE06049	OFUSG09464.1.p1
OG0006915	NEMVE09886	OFUSG20354.1.p1
OG0006916	NEMVE23817	OFUSG09124.1.p1
OG0006918	NEMVE15078	OFUSG26318.1.p1
OG0006921	NEMVE24812	OFUSG02442.1.p1, OFUSG23584.1.p1
OG0006922	NEMVE16294, NEMVE15894	OFUSG10452.1.p1, OFUSG10786.1.p1, OFUSG09946.1.p1
OG0006923	NEMVE13295	OFUSG00467.1.p1
OG0006924	NEMVE01464	OFUSG17158.1.p1
OG0006925	NEMVE13382, NEMVE02521	OFUSG07572.1.p1, OFUSG07572.2.p1
OG0006926	NEMVE23407	OFUSG17276.1.p1
OG0006927	NEMVE24367	OFUSG07179.1.p1
OG0006928	NEMVE09174	OFUSG23551.1.p1
OG0006930	NEMVE25703, NEMVE25702	OFUSG00936.1.p1
OG0006931	NEMVE13787	OFUSG23547.1.p1
OG0006932	NEMVE05137	OFUSG10417.1.p1
OG0006933	NEMVE15767, NEMVE24845	OFUSG05653.1.p1
OG0006934	NEMVE24344	OFUSG14725.1.p1
OG0006935	NEMVE13070	OFUSG15458.1.p1
OG0006936	NEMVE03459, NEMVE10607	OFUSG06570.1.p1
OG0006937	NEMVE21757	OFUSG26075.1.p1
OG0006938	NEMVE06983	OFUSG12471.1.p1
OG0006940	NEMVE13137	OFUSG13186.1.p1
OG0006941	NEMVE04949	OFUSG16102.1.p1, OFUSG16101.1.p1, OFUSG20970.1.p1, OFUSG11516.1.p1, OFUSG25657.1.p1, OFUSG25657.2.p1, OFUSG18879.2.p1, OFUSG18879.1.p1, OFUSG25656.2.p1, OFUSG25656.1.p1
OG0006942	NEMVE13642	OFUSG11727.1.p1, OFUSG11727.2.p1
OG0006943	NEMVE05334	OFUSG08404.1.p1
OG0006944	NEMVE06196	OFUSG05635.1.p1
OG0006945	NEMVE08899	OFUSG24270.1.p1
OG0006946	NEMVE14167	OFUSG07877.1.p1
OG0006947	NEMVE05807	OFUSG07408.1.p1
OG0006948	NEMVE13841, NEMVE20539	OFUSG18459.1.p1
OG0006949	NEMVE22705	OFUSG15878.1.p1
OG0006950	NEMVE16672	OFUSG18775.2.p1, OFUSG18775.1.p1
OG0006951	NEMVE22939	OFUSG15980.1.p1, OFUSG15980.2.p1
OG0006952	NEMVE05912	OFUSG20628.1.p1
OG0006953	NEMVE17873	OFUSG00884.1.p1
OG0006954	NEMVE22116	OFUSG25075.1.p1
OG0006957	NEMVE04985	OFUSG05470.1.p1
OG0006959	NEMVE12151	OFUSG09250.1.p1
OG0006960	NEMVE13244	OFUSG10847.2.p1, OFUSG10847.1.p1
OG0006961	NEMVE16865, NEMVE21638	OFUSG23655.1.p1
OG0006962	NEMVE14216	OFUSG20929.1.p1
OG0006964	NEMVE09836	OFUSG00362.1.p1
OG0006965	NEMVE21735, NEMVE20767	OFUSG18386.1.p1
OG0006966	NEMVE24481	OFUSG24778.1.p1
OG0006967	NEMVE19421	OFUSG10677.1.p1
OG0006968	NEMVE00056	OFUSG23129.1.p1
OG0006969	NEMVE15089	OFUSG19497.1.p1
OG0006970	NEMVE23188	OFUSG24014.1.p1
OG0006971	NEMVE23702, NEMVE20470	OFUSG22447.1.p1
OG0006972	NEMVE13779	OFUSG20620.2.p1, OFUSG20620.1.p1
OG0006973	NEMVE21823	OFUSG00129.1.p1
OG0006975	NEMVE13294	OFUSG00620.1.p1
OG0006976	NEMVE05707	OFUSG00399.1.p1
OG0006977	NEMVE15122	OFUSG18645.1.p1
OG0006979	NEMVE07666	OFUSG07394.1.p1
OG0006980	NEMVE14898	OFUSG21476.1.p1
OG0006981	NEMVE02175	OFUSG07719.2.p1, OFUSG07719.3.p1, OFUSG07719.1.p1
OG0006982	NEMVE06872	OFUSG06527.1.p1
OG0006985	NEMVE04709	OFUSG07556.1.p1
OG0006988	NEMVE05095	OFUSG26800.1.p1
OG0006989	NEMVE14102	OFUSG04394.1.p1
OG0006990	NEMVE23992	OFUSG10161.1.p1
OG0006991	NEMVE25869	OFUSG17185.1.p1
OG0006992	NEMVE06904	OFUSG19003.1.p1
OG0006993	NEMVE25888	OFUSG14670.1.p1, OFUSG14670.2.p1
OG0006994	NEMVE06963	OFUSG16405.1.p1
OG0006995	NEMVE10340	OFUSG08451.1.p1
OG0006996	NEMVE23296	OFUSG25256.1.p1, OFUSG25256.2.p1
OG0006997	NEMVE23283	OFUSG06281.1.p1
OG0006998	NEMVE21505	OFUSG16627.1.p1
OG0006999	NEMVE22370, NEMVE03933	OFUSG13743.1.p1
OG0007000	NEMVE24962	OFUSG06445.1.p1, OFUSG06445.2.p1
OG0007001	NEMVE12371	OFUSG00420.1.p1
OG0007002	NEMVE25316	OFUSG07702.1.p1
OG0007003	NEMVE18273	OFUSG18628.1.p1
OG0007004	NEMVE25041	OFUSG05431.1.p1
OG0007005	NEMVE06529	OFUSG24056.1.p1
OG0007006	NEMVE25078, NEMVE07178	OFUSG09513.1.p1
OG0007007	NEMVE06743	OFUSG08895.1.p1
OG0007008	NEMVE08423	OFUSG09347.1.p1
OG0007009	NEMVE17080	OFUSG04231.1.p1
OG0007010	NEMVE07154	OFUSG04162.1.p1, OFUSG02296.1.p1
OG0007011	NEMVE14439	OFUSG02616.1.p1
OG0007012	NEMVE08741	OFUSG18164.1.p1
OG0007013	NEMVE23027, NEMVE20235	OFUSG17828.1.p1
OG0007014	NEMVE07869	OFUSG06966.1.p1
OG0007015	NEMVE01530	OFUSG20280.1.p1
OG0007016	NEMVE14954	OFUSG23182.2.p1, OFUSG23182.1.p1
OG0007017	NEMVE09597	OFUSG24635.1.p1
OG0007019	NEMVE19601	OFUSG18149.1.p1
OG0007020	NEMVE13872	OFUSG18698.1.p1
OG0007021	NEMVE19842, NEMVE16021	OFUSG14112.1.p1
OG0007022	NEMVE13989	OFUSG16190.1.p1
OG0007023	NEMVE19206	OFUSG06199.1.p1
OG0007024	NEMVE22348	OFUSG06084.1.p1, OFUSG06084.2.p1
OG0007025	NEMVE24902	OFUSG07910.1.p1
OG0007026	NEMVE10600	OFUSG07544.1.p1
OG0007027	NEMVE14622	OFUSG05641.1.p1, OFUSG05641.2.p1
OG0007028	NEMVE14345	OFUSG13370.1.p1
OG0007029	NEMVE14776	OFUSG00068.1.p1
OG0007031	NEMVE10005	OFUSG21245.2.p1, OFUSG21245.1.p1
OG0007032	NEMVE08495	OFUSG15967.1.p1
OG0007033	NEMVE13356	OFUSG12337.1.p1
OG0007034	NEMVE13497	OFUSG15969.1.p1
OG0007035	NEMVE14476	OFUSG19610.1.p1
OG0007036	NEMVE22685	OFUSG25686.1.p1
OG0007037	NEMVE13503	OFUSG15937.1.p1, OFUSG15937.2.p1
OG0007038	NEMVE05760	OFUSG18813.1.p1
OG0007039	NEMVE09028, NEMVE00545	OFUSG21948.1.p1, OFUSG21947.1.p1
OG0007040	NEMVE13790	OFUSG07700.1.p1
OG0007041	NEMVE25405, NEMVE18865	OFUSG16729.2.p1, OFUSG16729.1.p1
OG0007042	NEMVE18027	OFUSG04668.1.p1
OG0007043	NEMVE05818	OFUSG06723.1.p1
OG0007045	NEMVE11342	OFUSG00867.1.p1
OG0007047	NEMVE23774	OFUSG25608.1.p1
OG0007048	NEMVE22617	OFUSG17875.1.p1
OG0007049	NEMVE24890	OFUSG13313.1.p1
OG0007050	NEMVE01542	OFUSG05674.1.p1
OG0007053	NEMVE21766	OFUSG21516.1.p1
OG0007054	NEMVE10860	OFUSG15022.1.p1
OG0007055	NEMVE15080	OFUSG15353.1.p1
OG0007056	NEMVE14420	OFUSG24154.1.p1
OG0007058	NEMVE17442	OFUSG08816.1.p1
OG0007059	NEMVE21382, NEMVE22940	OFUSG06271.1.p1
OG0007060	NEMVE23768	OFUSG01914.1.p1, OFUSG01914.2.p1
OG0007061	NEMVE02935	OFUSG06485.1.p1
OG0007062	NEMVE24553	OFUSG21319.1.p1
OG0007063	NEMVE09723	OFUSG10493.1.p1
OG0007064	NEMVE07349	OFUSG03352.1.p1
OG0007065	NEMVE22963	OFUSG07963.1.p1
OG0007066	NEMVE22679	OFUSG14815.1.p1
OG0007067	NEMVE22891	OFUSG20308.1.p1
OG0007068	NEMVE19134	OFUSG17951.1.p1
OG0007069	NEMVE22785	OFUSG17864.1.p1
OG0007071	NEMVE18624	OFUSG12865.1.p1
OG0007073	NEMVE14833	OFUSG17728.1.p1
OG0007074	NEMVE25050	OFUSG17382.1.p1
OG0007075	NEMVE25698	OFUSG18110.1.p1, OFUSG18110.2.p1, OFUSG18111.1.p1
OG0007076	NEMVE07000, NEMVE20249	OFUSG21424.1.p1
OG0007077	NEMVE15227	OFUSG03074.1.p1, OFUSG03074.2.p1
OG0007078	NEMVE19867, NEMVE14244	OFUSG24579.1.p1, OFUSG24582.1.p1
OG0007079	NEMVE25540	OFUSG23538.1.p1
OG0007083	NEMVE23773	OFUSG25609.1.p1, OFUSG25609.2.p1
OG0007084	NEMVE22005	OFUSG23130.1.p1
OG0007085	NEMVE25338	OFUSG07005.1.p1
OG0007086	NEMVE14980, NEMVE19924	OFUSG06679.1.p1, OFUSG06679.2.p1, OFUSG06679.3.p1
OG0007087	NEMVE07751	OFUSG26516.1.p1
OG0007088	NEMVE05070	OFUSG17574.1.p1
OG0007089	NEMVE11263	OFUSG14491.1.p1, OFUSG14492.1.p1
OG0007090	NEMVE05876	OFUSG13138.1.p1
OG0007091	NEMVE13797	OFUSG13179.1.p1
OG0007092	NEMVE07545	OFUSG12355.1.p1
OG0007093	NEMVE13401	OFUSG13021.1.p1
OG0007094	NEMVE07935	OFUSG21965.1.p1
OG0007095	NEMVE15027	OFUSG18269.1.p1
OG0007096	NEMVE05490	OFUSG05022.1.p1
OG0007097	NEMVE14580	OFUSG08779.1.p1
OG0007098	NEMVE13689	OFUSG20568.1.p1
OG0007099	NEMVE24293, NEMVE20476	OFUSG11706.1.p1
OG0007100	NEMVE06130	OFUSG19539.1.p1
OG0007102	NEMVE05323	OFUSG02403.1.p1
OG0007103	NEMVE05668, NEMVE15842	OFUSG18537.1.p1
OG0007104	NEMVE06182	OFUSG14180.1.p1
OG0007105	NEMVE17115	OFUSG24155.1.p1
OG0007106	NEMVE14945	OFUSG18964.1.p1
OG0007108	NEMVE13433	OFUSG22296.1.p1
OG0007109	NEMVE14175, NEMVE20323, NEMVE20593, NEMVE02385	OFUSG00752.1.p1
OG0007111	NEMVE25144	OFUSG20801.1.p1
OG0007112	NEMVE10814	OFUSG19617.1.p1
OG0007113	NEMVE10653	OFUSG06597.1.p1
OG0007114	NEMVE09146	OFUSG20430.1.p1
OG0007115	NEMVE16071	OFUSG11124.1.p1
OG0007117	NEMVE22757	OFUSG05699.1.p1
OG0007118	NEMVE02206	OFUSG00366.1.p1
OG0007119	NEMVE02886, NEMVE13562	OFUSG23664.1.p1
OG0007120	NEMVE06186	OFUSG21210.1.p1
OG0007121	NEMVE25193	OFUSG11479.1.p1
OG0007122	NEMVE14233	OFUSG12932.1.p1
OG0007124	NEMVE10468	OFUSG02914.1.p1
OG0007125	NEMVE11876, NEMVE10855	OFUSG08572.1.p1, OFUSG08572.2.p1
OG0007126	NEMVE22756	OFUSG12192.1.p1
OG0007127	NEMVE13588	OFUSG21273.1.p1
OG0007128	NEMVE13615	OFUSG16640.1.p1
OG0007129	NEMVE04898	OFUSG06978.1.p1
OG0007130	NEMVE25495, NEMVE21143	OFUSG06200.1.p1
OG0007131	NEMVE23758, NEMVE12360	OFUSG23463.1.p1
OG0007133	NEMVE11996, NEMVE06036	OFUSG09267.1.p1
OG0007134	NEMVE13156	OFUSG05978.1.p1
OG0007135	NEMVE14282	OFUSG04246.1.p1
OG0007136	NEMVE08828	OFUSG19905.1.p1
OG0007137	NEMVE14801	OFUSG10871.1.p1
OG0007138	NEMVE09440, NEMVE12478	OFUSG08302.1.p1
OG0007139	NEMVE09713	OFUSG12636.1.p1
OG0007141	NEMVE14565	OFUSG11137.1.p1
OG0007142	NEMVE16109	OFUSG02544.1.p1
OG0007143	NEMVE08778, NEMVE20919	OFUSG17545.1.p1
OG0007145	NEMVE19580	OFUSG20934.1.p1
OG0007146	NEMVE18006	OFUSG09570.1.p1
OG0007147	NEMVE13817	OFUSG13469.1.p1
OG0007148	NEMVE22073	OFUSG19136.1.p1
OG0007149	NEMVE12301	OFUSG07733.1.p1
OG0007150	NEMVE11424	OFUSG05344.1.p1
OG0007151	NEMVE22467	OFUSG02774.1.p1
OG0007152	NEMVE25856	OFUSG04148.3.p1, OFUSG04148.1.p1, OFUSG04148.2.p1
OG0007153	NEMVE18215	OFUSG11582.2.p1, OFUSG11582.1.p1
OG0007154	NEMVE23811	OFUSG08565.1.p1
OG0007158	NEMVE25894	OFUSG04790.1.p1
OG0007159	NEMVE15742, NEMVE05524	OFUSG08420.1.p1
OG0007161	NEMVE21945	OFUSG05396.1.p1
OG0007162	NEMVE16258	OFUSG09344.2.p1, OFUSG09344.1.p1
OG0007163	NEMVE16742	OFUSG19036.1.p1
OG0007164	NEMVE18934	OFUSG06600.1.p1
OG0007170	NEMVE22134	OFUSG01643.1.p1
OG0007171	NEMVE22675	OFUSG12524.1.p1
OG0007173	NEMVE10079	OFUSG04330.1.p1
OG0007174	NEMVE07400	OFUSG04748.2.p1, OFUSG04748.1.p1
OG0007175	NEMVE21931	OFUSG07608.1.p1
OG0007176	NEMVE05885	OFUSG26974.1.p1
OG0007177	NEMVE06930	OFUSG25028.1.p1
OG0007178	NEMVE09946	OFUSG08058.1.p1
OG0007179	NEMVE24920	OFUSG13214.1.p1
OG0007180	NEMVE22211	OFUSG23382.1.p1
OG0007181	NEMVE22672, NEMVE11674	OFUSG05668.1.p1
OG0007182	NEMVE25249	OFUSG13896.2.p1, OFUSG13896.1.p1
OG0007183	NEMVE01494, NEMVE21223	OFUSG00271.1.p1
OG0007184	NEMVE13898	OFUSG13288.1.p1
OG0007186	NEMVE16937	OFUSG03968.1.p1
OG0007187	NEMVE13089	OFUSG13325.1.p1, OFUSG13325.2.p1, OFUSG13325.3.p1
OG0007188	NEMVE21925	OFUSG16212.1.p1, OFUSG16210.1.p1
OG0007189	NEMVE08515	OFUSG09971.1.p1, OFUSG09971.2.p1
OG0007190	NEMVE09045	OFUSG17858.1.p1
OG0007191	NEMVE04826	OFUSG13466.1.p1
OG0007192	NEMVE12614	OFUSG04047.1.p1
OG0007201	NEMVE15153, NEMVE03813	OFUSG17829.1.p1
OG0007204	NEMVE22074	OFUSG17521.1.p1
OG0007236	NEMVE18388	OFUSG00705.1.p1
OG0007236	NEMVE02628	OFUSG14589.1.p1, OFUSG14772.1.p1, OFUSG14694.1.p1, OFUSG18416.1.p1, OFUSG18413.1.p1, OFUSG18408.1.p1, OFUSG20067.1.p1, OFUSG22809.1.p1, OFUSG21603.1.p1, OFUSG01775.1.p1, OFUSG20184.1.p1, OFUSG01870.1.p1, OFUSG01807.1.p1, OFUSG01868.1.p1, OFUSG01709.1.p1, OFUSG01758.2.p1, OFUSG01758.1.p1, OFUSG14445.1.p1, OFUSG14443.1.p1, OFUSG15419.1.p1, OFUSG15424.1.p1, OFUSG15423.1.p1, OFUSG20091.1.p1, OFUSG20172.1.p1
OG0007248	NEMVE05909	OFUSG05380.1.p1
OG0007249	NEMVE19970	OFUSG03804.1.p1
OG0007249	NEMVE03114	OFUSG03803.1.p1
OG0007249	NEMVE25503	OFUSG09002.1.p1, OFUSG09003.1.p1
OG0007250	NEMVE23608	OFUSG06871.1.p1
OG0007251	NEMVE08153	OFUSG19641.1.p1
OG0007252	NEMVE24745	OFUSG11013.1.p1
OG0007253	NEMVE01126	OFUSG20806.1.p1
OG0007254	NEMVE23140	OFUSG26478.1.p1
OG0007255	NEMVE06734	OFUSG19857.2.p1, OFUSG19857.1.p1
OG0007256	NEMVE11220, NEMVE11514	OFUSG10664.2.p1, OFUSG10664.1.p1, OFUSG10664.4.p1, OFUSG10664.3.p1
OG0007258	NEMVE00047, NEMVE14648	OFUSG20033.1.p1
OG0007261	NEMVE06464, NEMVE10739	OFUSG13481.1.p1
OG0007264	NEMVE15060	OFUSG22910.1.p1
OG0007266	NEMVE15550, NEMVE00843	OFUSG18654.1.p1, OFUSG18654.2.p1
OG0007267	NEMVE01298, NEMVE18408	OFUSG17347.1.p1
OG0007268	NEMVE08006	OFUSG07744.1.p1
OG0007270	NEMVE23267	OFUSG03691.1.p1
OG0007271	NEMVE14749	OFUSG10232.1.p1
OG0007272	NEMVE17086	OFUSG17273.1.p1
OG0007273	NEMVE22414	OFUSG01106.1.p1
OG0007274	NEMVE12604, NEMVE24366	OFUSG19415.1.p1
OG0007275	NEMVE14669	OFUSG05642.1.p1
OG0007277	NEMVE02383	OFUSG25004.2.p1, OFUSG25004.3.p1, OFUSG25004.1.p1
OG0007280	NEMVE14013	OFUSG21322.1.p1
OG0007281	NEMVE23664	OFUSG10005.1.p1
OG0007282	NEMVE13645	OFUSG14906.1.p1
OG0007286	NEMVE05488, NEMVE09092	OFUSG12715.1.p1
OG0007288	NEMVE08146	OFUSG11110.1.p1
OG0007289	NEMVE10504	OFUSG26003.1.p1
OG0007290	NEMVE17402	OFUSG04836.1.p1
OG0007291	NEMVE14746	OFUSG20575.1.p1
OG0007292	NEMVE08212	OFUSG09326.1.p1
OG0007293	NEMVE13245	OFUSG16859.1.p1
OG0007294	NEMVE05938	OFUSG17062.1.p1
OG0007295	NEMVE19179	OFUSG17861.2.p1, OFUSG17861.1.p1
OG0007296	NEMVE13425	OFUSG07471.1.p1
OG0007297	NEMVE05122	OFUSG17821.1.p1
OG0007299	NEMVE17700	OFUSG09792.1.p1
OG0007300	NEMVE10414	OFUSG15976.1.p1
OG0007301	NEMVE05910	OFUSG04824.1.p1
OG0007302	NEMVE24421	OFUSG02825.1.p1
OG0007303	NEMVE21168, NEMVE21934	OFUSG11757.1.p1
OG0007304	NEMVE19345	OFUSG04479.1.p1
OG0007305	NEMVE18637	OFUSG08566.1.p1
OG0007306	NEMVE18933	OFUSG00027.1.p1, OFUSG00027.2.p1
OG0007307	NEMVE15849	OFUSG15381.1.p1
OG0007309	NEMVE20201	OFUSG12545.1.p1
OG0007310	NEMVE06728	OFUSG04200.1.p1, OFUSG04200.2.p1
OG0007312	NEMVE23732	OFUSG18290.1.p1
OG0007313	NEMVE13991, NEMVE11990	OFUSG08189.1.p1
OG0007314	NEMVE14601	OFUSG11556.1.p1
OG0007316	NEMVE13237	OFUSG15327.1.p1
OG0007317	NEMVE07571	OFUSG23619.1.p1
OG0007318	NEMVE13190	OFUSG06457.1.p1
OG0007319	NEMVE13526	OFUSG21180.1.p1
OG0007320	NEMVE13887	OFUSG09270.1.p1
OG0007321	NEMVE14743	OFUSG11477.1.p1
OG0007322	NEMVE13884	OFUSG09904.1.p1
OG0007323	NEMVE15965	OFUSG09943.1.p1
OG0007324	NEMVE05288	OFUSG11755.1.p1
OG0007325	NEMVE14080	OFUSG20353.1.p1
OG0007326	NEMVE02450	OFUSG16635.1.p1
OG0007327	NEMVE09633	OFUSG13789.1.p1
OG0007328	NEMVE25409	OFUSG06146.1.p1
OG0007329	NEMVE24680	OFUSG25701.1.p1
OG0007331	NEMVE17405, NEMVE06097	OFUSG13160.1.p1
OG0007332	NEMVE06433	OFUSG03446.1.p1
OG0007333	NEMVE18252	OFUSG14787.1.p1
OG0007334	NEMVE09677	OFUSG04651.1.p1
OG0007335	NEMVE10469	OFUSG12346.1.p1
OG0007336	NEMVE22461	OFUSG01140.1.p1
OG0007337	NEMVE05791	OFUSG08247.1.p1
OG0007338	NEMVE08790	OFUSG00512.1.p1
OG0007339	NEMVE04953	OFUSG16021.1.p1
OG0007340	NEMVE06786	OFUSG07490.1.p1, OFUSG07490.2.p1
OG0007341	NEMVE14964	OFUSG08079.1.p1
OG0007342	NEMVE14032	OFUSG21114.1.p1
OG0007343	NEMVE06113	OFUSG23516.1.p1
OG0007344	NEMVE17645	OFUSG11551.1.p1
OG0007347	NEMVE05928	OFUSG12292.1.p1
OG0007348	NEMVE25081	OFUSG24927.1.p1, OFUSG24927.2.p1
OG0007349	NEMVE24138	OFUSG23871.1.p1
OG0007351	NEMVE15176	OFUSG23667.1.p1
OG0007352	NEMVE22263	OFUSG15050.1.p1, OFUSG15050.2.p1
OG0007353	NEMVE09891	OFUSG23180.1.p1
OG0007354	NEMVE12447, NEMVE22312	OFUSG17364.1.p1
OG0007355	NEMVE26015, NEMVE24494	OFUSG14831.1.p1
OG0007356	NEMVE22435	OFUSG25027.1.p1
OG0007357	NEMVE03442	OFUSG12168.1.p1
OG0007358	NEMVE22472	OFUSG09680.1.p1
OG0007360	NEMVE13667	OFUSG25473.1.p1
OG0007361	NEMVE21896	OFUSG09488.1.p1
OG0007363	NEMVE07823	OFUSG02740.1.p1
OG0007364	NEMVE14072	OFUSG01952.1.p1
OG0007365	NEMVE02500	OFUSG13323.1.p1
OG0007366	NEMVE10651	OFUSG08778.1.p1
OG0007367	NEMVE14913	OFUSG17700.1.p1
OG0007368	NEMVE21985	OFUSG07565.1.p1
OG0007369	NEMVE09186, NEMVE04959	OFUSG16560.1.p1
OG0007370	NEMVE24854	OFUSG23988.1.p1
OG0007371	NEMVE22865	OFUSG05965.1.p1
OG0007372	NEMVE14160	OFUSG02717.1.p1
OG0007373	NEMVE22902	OFUSG16818.1.p1
OG0007374	NEMVE10037	OFUSG19004.1.p1
OG0007377	NEMVE01324	OFUSG25397.1.p1
OG0007378	NEMVE23117	OFUSG24752.1.p1
OG0007380	NEMVE06086, NEMVE12199	OFUSG02808.1.p1
OG0007381	NEMVE23101	OFUSG11065.1.p1
OG0007382	NEMVE14758	OFUSG12635.1.p1
OG0007383	NEMVE20839	OFUSG00895.2.p1, OFUSG00895.1.p1
OG0007385	NEMVE14990	OFUSG26112.1.p1
OG0007386	NEMVE13865, NEMVE00269	OFUSG21256.1.p1
OG0007387	NEMVE23956	OFUSG08047.1.p1, OFUSG08047.2.p1
OG0007388	NEMVE05194	OFUSG17284.1.p1
OG0007389	NEMVE25345	OFUSG07228.1.p1
OG0007390	NEMVE24823	OFUSG18344.1.p1
OG0007391	NEMVE08201	OFUSG15504.1.p1
OG0007392	NEMVE13961	OFUSG13438.1.p1, OFUSG13438.3.p1, OFUSG13438.2.p1
OG0007393	NEMVE00582, NEMVE21768	OFUSG12565.1.p1
OG0007394	NEMVE22615	OFUSG13494.1.p1
OG0007395	NEMVE17435	OFUSG10757.1.p1
OG0007396	NEMVE15920	OFUSG22886.1.p1
OG0007397	NEMVE09462	OFUSG13056.1.p1
OG0007399	NEMVE09265	OFUSG01818.1.p1
OG0007401	NEMVE13443	OFUSG10106.1.p1
OG0007403	NEMVE18192	OFUSG19277.1.p1
OG0007404	NEMVE24746	OFUSG23183.1.p1
OG0007405	NEMVE13995	OFUSG22414.1.p1
OG0007407	NEMVE14797	OFUSG18627.1.p1
OG0007408	NEMVE08149	OFUSG16878.1.p1
OG0007409	NEMVE13321	OFUSG16872.1.p1
OG0007411	NEMVE14384	OFUSG04653.1.p1
OG0007412	NEMVE08446	OFUSG01834.1.p1
OG0007413	NEMVE22933	OFUSG16703.1.p1
OG0007415	NEMVE22466	OFUSG04618.1.p1
OG0007416	NEMVE04678	OFUSG03058.1.p1
OG0007417	NEMVE08802	OFUSG22448.1.p1
OG0007418	NEMVE25117	OFUSG15358.1.p1
OG0007419	NEMVE14407	OFUSG18337.1.p1
OG0007421	NEMVE01648	OFUSG07551.1.p1
OG0007423	NEMVE09572	OFUSG10921.1.p1
OG0007424	NEMVE07064	OFUSG18027.1.p1, OFUSG18027.2.p1
OG0007425	NEMVE01463	OFUSG05643.1.p1
OG0007426	NEMVE25299	OFUSG09786.1.p1
OG0007427	NEMVE11584, NEMVE11585	OFUSG11080.2.p1, OFUSG11080.1.p1
OG0007431	NEMVE22905	OFUSG17080.1.p1
OG0007432	NEMVE23141	OFUSG12825.1.p1
OG0007433	NEMVE14283, NEMVE02780	OFUSG00326.1.p1
OG0007434	NEMVE21333	OFUSG10491.1.p1
OG0007435	NEMVE14771, NEMVE22934	OFUSG04448.1.p1
OG0007437	NEMVE06897	OFUSG05591.1.p1
OG0007438	NEMVE24737	OFUSG03119.1.p1
OG0007439	NEMVE12642, NEMVE02374, NEMVE20588	OFUSG12912.1.p1
OG0007440	NEMVE21710	OFUSG06409.1.p1
OG0007441	NEMVE10398	OFUSG21002.1.p1
OG0007442	NEMVE22223	OFUSG26591.1.p1
OG0007443	NEMVE25371	OFUSG24141.1.p1
OG0007445	NEMVE24684	OFUSG00336.1.p1
OG0007446	NEMVE14884	OFUSG15616.1.p1
OG0007447	NEMVE15214	OFUSG03015.1.p1
OG0007449	NEMVE18234	OFUSG20567.1.p1
OG0007450	NEMVE07887	OFUSG11749.1.p1
OG0007451	NEMVE09386	OFUSG04847.1.p1
OG0007452	NEMVE00170, NEMVE13609	OFUSG02426.2.p1, OFUSG02426.1.p1
OG0007453	NEMVE13424	OFUSG05211.1.p1
