Orthogroup	NEMVE	HUMAN
OG0006607	NEMVE07507	HUMAN00747, HUMAN00746
OG0006608	NEMVE25300, NEMVE11908	HUMAN21771, HUMAN21770
OG0006609	NEMVE01863	HUMAN27322
OG0006610	NEMVE05164	HUMAN10217
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	HUMAN06625
OG0006612	NEMVE25494	HUMAN14429, HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	NEMVE23363	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	NEMVE04847	HUMAN06112, HUMAN06113
OG0006615	NEMVE08793	HUMAN13872
OG0006618	NEMVE09184	HUMAN14073
OG0006619	NEMVE24711	HUMAN24501
OG0006621	NEMVE02138	HUMAN26752
OG0006622	NEMVE14827	HUMAN28527, HUMAN29955
OG0006623	NEMVE12206, NEMVE10717	HUMAN04365, HUMAN04366
OG0006624	NEMVE05837, NEMVE05866, NEMVE02389	HUMAN20606
OG0006625	NEMVE16423	HUMAN18256
OG0006626	NEMVE13430	HUMAN20006, HUMAN21273
OG0006627	NEMVE24706, NEMVE17757	HUMAN13668, HUMAN13665, HUMAN13667
OG0006628	NEMVE05340	HUMAN09710
OG0006630	NEMVE14529	HUMAN09502
OG0006631	NEMVE22840	HUMAN17541
OG0006633	NEMVE10562	HUMAN24475
OG0006636	NEMVE02023	HUMAN16299
OG0006637	NEMVE09116	HUMAN13012
OG0006638	NEMVE10130	HUMAN28340, HUMAN28339
OG0006639	NEMVE14232	HUMAN28928
OG0006640	NEMVE16586	HUMAN22776
OG0006641	NEMVE23007	HUMAN08764, HUMAN08760
OG0006642	NEMVE24819, NEMVE00921	HUMAN03282
OG0006644	NEMVE09006	HUMAN21498, HUMAN21497
OG0006645	NEMVE09395	HUMAN28961, HUMAN28960
OG0006646	NEMVE12960	HUMAN10004
OG0006647	NEMVE14917	HUMAN11131
OG0006648	NEMVE20212	HUMAN25312
OG0006649	NEMVE20949	HUMAN08947
OG0006651	NEMVE24687	HUMAN19384
OG0006652	NEMVE18100, NEMVE08941	HUMAN08636, HUMAN08637
OG0006654	NEMVE10531	HUMAN25445
OG0006654	NEMVE00967, NEMVE02443	HUMAN25444
OG0006655	NEMVE21990	HUMAN23490
OG0006656	NEMVE22874	HUMAN05804
OG0006657	NEMVE07568	HUMAN07133
OG0006658	NEMVE08447, NEMVE14700	HUMAN08547
OG0006660	NEMVE24206	HUMAN20944, HUMAN20943
OG0006661	NEMVE20209	HUMAN30226, HUMAN05192, HUMAN05191
OG0006662	NEMVE14723	HUMAN05526
OG0006663	NEMVE25118	HUMAN18303
OG0006664	NEMVE00897	HUMAN23221
OG0006666	NEMVE15097	HUMAN28875
OG0006667	NEMVE14509	HUMAN09839
OG0006668	NEMVE13784	HUMAN17409
OG0006669	NEMVE01621, NEMVE12149	HUMAN23253
OG0006670	NEMVE14438	HUMAN02070, HUMAN02071
OG0006672	NEMVE07938	HUMAN00506
OG0006673	NEMVE13899	HUMAN18662, HUMAN18663
OG0006675	NEMVE04979	HUMAN27406, HUMAN27405
OG0006676	NEMVE15782	HUMAN26868
OG0006677	NEMVE22635	HUMAN16360, HUMAN16361
OG0006678	NEMVE15058	HUMAN13325, HUMAN13324
OG0006679	NEMVE22315	HUMAN03663
OG0006681	NEMVE24851	HUMAN27423, HUMAN27424
OG0006683	NEMVE16605	HUMAN00125
OG0006684	NEMVE17767	HUMAN26898, HUMAN26899, HUMAN26900
OG0006686	NEMVE25052	HUMAN29261
OG0006687	NEMVE14655	HUMAN00731, HUMAN00732
OG0006688	NEMVE02085	HUMAN07994
OG0006689	NEMVE24146, NEMVE12853	HUMAN09931
OG0006690	NEMVE23260	HUMAN01353
OG0006691	NEMVE14331	HUMAN12920, HUMAN12921
OG0006692	NEMVE14555	HUMAN12863, HUMAN12864
OG0006693	NEMVE15971	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	NEMVE06376	HUMAN25673
OG0006695	NEMVE19387	HUMAN05347, HUMAN05346
OG0006696	NEMVE22693	HUMAN17071, HUMAN08548
OG0006697	NEMVE13214	HUMAN03758
OG0006698	NEMVE24243	HUMAN28004
OG0006699	NEMVE17955	HUMAN07333
OG0006700	NEMVE14095	HUMAN18335
OG0006702	NEMVE14025	HUMAN00468
OG0006703	NEMVE06399	HUMAN27810
OG0006704	NEMVE09753	HUMAN01256
OG0006706	NEMVE08399	HUMAN01180
OG0006707	NEMVE18156, NEMVE12324	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	NEMVE23781	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	NEMVE06920	HUMAN17846
OG0006710	NEMVE10954	HUMAN28677
OG0006711	NEMVE11839	HUMAN21244
OG0006712	NEMVE05787	HUMAN19027
OG0006713	NEMVE06582	HUMAN08608
OG0006714	NEMVE13528	HUMAN24242, HUMAN24241
OG0006715	NEMVE23580	HUMAN28884, HUMAN28887, HUMAN29933
OG0006716	NEMVE16253	HUMAN28602, HUMAN28603, HUMAN28601
OG0006717	NEMVE17875	HUMAN04735
OG0006718	NEMVE09098	HUMAN03526
OG0006719	NEMVE25006	HUMAN12021
OG0006720	NEMVE13949	HUMAN29778
OG0006721	NEMVE24868	HUMAN15069, HUMAN15065
OG0006722	NEMVE22551	HUMAN10116
OG0006723	NEMVE13754	HUMAN01452
OG0006724	NEMVE17764, NEMVE10359	HUMAN00251, HUMAN00252
OG0006725	NEMVE05867	HUMAN20956
OG0006726	NEMVE06858	HUMAN25679
OG0006727	NEMVE14653	HUMAN25384
OG0006728	NEMVE16075	HUMAN13864, HUMAN13865
OG0006729	NEMVE17861	HUMAN23307
OG0006730	NEMVE16598	HUMAN01413
OG0006731	NEMVE22494	HUMAN15325
OG0006732	NEMVE14487	HUMAN17586
OG0006733	NEMVE15467	HUMAN04919
OG0006734	NEMVE14116	HUMAN25074
OG0006735	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806	HUMAN06599
OG0006736	NEMVE24623	HUMAN20713
OG0006737	NEMVE09025	HUMAN10669
OG0006738	NEMVE17102	HUMAN17555, HUMAN17554
OG0006739	NEMVE00721	HUMAN28943, HUMAN28944
OG0006740	NEMVE17377, NEMVE12915	HUMAN08566, HUMAN08565, HUMAN08564, HUMAN08563
OG0006741	NEMVE13385	HUMAN20918
OG0006742	NEMVE25399	HUMAN30051, HUMAN22412
OG0006743	NEMVE16849	HUMAN29392, HUMAN29393, HUMAN09528
OG0006745	NEMVE24739	HUMAN21637
OG0006749	NEMVE24563	HUMAN10255, HUMAN10254
OG0006750	NEMVE25037	HUMAN16679
OG0006751	NEMVE07529	HUMAN04997, HUMAN04996
OG0006752	NEMVE20853, NEMVE23516	HUMAN05470
OG0006753	NEMVE10471	HUMAN08651
OG0006754	NEMVE23232	HUMAN28391
OG0006755	NEMVE22112	HUMAN17392
OG0006756	NEMVE02436	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188
OG0006757	NEMVE06921	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	NEMVE23646	HUMAN20524
OG0006759	NEMVE13478	HUMAN06777
OG0006760	NEMVE21302, NEMVE15995	HUMAN23407
OG0006762	NEMVE08950	HUMAN16948
OG0006764	NEMVE18314, NEMVE06948	HUMAN24101, HUMAN24102
OG0006765	NEMVE11490	HUMAN11017
OG0006766	NEMVE03175	HUMAN30336
OG0006768	NEMVE18868, NEMVE25762	HUMAN15305
OG0006770	NEMVE23535	HUMAN09788
OG0006772	NEMVE25240	HUMAN17212
OG0006774	NEMVE16002	HUMAN08153, HUMAN22081, HUMAN22082, HUMAN22083
OG0006775	NEMVE15139	HUMAN25975
OG0006776	NEMVE15379	HUMAN12695, HUMAN12694
OG0006777	NEMVE10884	HUMAN15487
OG0006780	NEMVE06625	HUMAN08729
OG0006787	NEMVE09873, NEMVE15414	HUMAN26093, HUMAN26094, HUMAN12889, HUMAN12890
OG0006791	NEMVE14989	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238
OG0006826	NEMVE13284	HUMAN23918
OG0006827	NEMVE02172	HUMAN01037
OG0006828	NEMVE07879	HUMAN23672
OG0006829	NEMVE13112	HUMAN17262
OG0006830	NEMVE08915	HUMAN12476
OG0006831	NEMVE24859	HUMAN03695, HUMAN03694
OG0006832	NEMVE22982	HUMAN08384, HUMAN08383
OG0006833	NEMVE24233	HUMAN11220
OG0006835	NEMVE16968	HUMAN05300
OG0006837	NEMVE23801, NEMVE25442	HUMAN05482
OG0006838	NEMVE13721	HUMAN10291
OG0006842	NEMVE22104, NEMVE04435	HUMAN14862
OG0006843	NEMVE13226	HUMAN28655
OG0006844	NEMVE13224	HUMAN09468
OG0006845	NEMVE17371	HUMAN04886, HUMAN04887
OG0006846	NEMVE24794	HUMAN08740, HUMAN08738
OG0006847	NEMVE13304	HUMAN19861, HUMAN19860, HUMAN19862
OG0006848	NEMVE16167	HUMAN03233, HUMAN23824
OG0006849	NEMVE22050	HUMAN16918
OG0006850	NEMVE06805	HUMAN22747
OG0006851	NEMVE25124	HUMAN03180
OG0006853	NEMVE23764	HUMAN06735
OG0006856	NEMVE09221	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	NEMVE25407	HUMAN29744
OG0006860	NEMVE18531	HUMAN11386
OG0006861	NEMVE20619, NEMVE17024	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238
OG0006862	NEMVE23812	HUMAN08983
OG0006863	NEMVE15515	HUMAN21315
OG0006864	NEMVE08355	HUMAN10411
OG0006865	NEMVE25822	HUMAN07621
OG0006866	NEMVE08860	HUMAN00414, HUMAN00412
OG0006867	NEMVE14363	HUMAN16895
OG0006869	NEMVE16212, NEMVE00422	HUMAN21448, HUMAN21447
OG0006871	NEMVE04605, NEMVE09898	HUMAN02101
OG0006873	NEMVE01547	HUMAN07171
OG0006875	NEMVE25510	HUMAN05504
OG0006876	NEMVE02088	HUMAN01056
OG0006877	NEMVE14455	HUMAN09886
OG0006878	NEMVE07083	HUMAN01136
OG0006880	NEMVE06819	HUMAN21476
OG0006881	NEMVE07356	HUMAN04095
OG0006882	NEMVE15924	HUMAN11464
OG0006883	NEMVE02647	HUMAN16684
OG0006884	NEMVE08457	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681
OG0006885	NEMVE22646	HUMAN20135
OG0006886	NEMVE21731	HUMAN29974
OG0006887	NEMVE06955	HUMAN12500
OG0006888	NEMVE13701, NEMVE21293	HUMAN25053
OG0006889	NEMVE13933	HUMAN11509
OG0006890	NEMVE05014	HUMAN03527
OG0006891	NEMVE04359	HUMAN04608
OG0006892	NEMVE24012, NEMVE20580	HUMAN18023
OG0006893	NEMVE17795	HUMAN13212, HUMAN13211, HUMAN13213
OG0006894	NEMVE06286, NEMVE11857	HUMAN13291
OG0006895	NEMVE06846, NEMVE12809	HUMAN03555
OG0006896	NEMVE22792	HUMAN22142
OG0006897	NEMVE10415	HUMAN23447
OG0006898	NEMVE19257	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309
OG0006899	NEMVE06869	HUMAN07006
OG0006900	NEMVE01654	HUMAN25793
OG0006901	NEMVE14333	HUMAN18029, HUMAN18028
OG0006902	NEMVE18593, NEMVE20461	HUMAN27525
OG0006904	NEMVE14542	HUMAN22374
OG0006905	NEMVE07398	HUMAN19217, HUMAN19218
OG0006906	NEMVE13236	HUMAN11694
OG0006907	NEMVE24857	HUMAN16729, HUMAN16728, HUMAN16727
OG0006908	NEMVE17575	HUMAN13051, HUMAN13052, HUMAN13050
OG0006909	NEMVE07072	HUMAN29823
OG0006911	NEMVE19816	HUMAN04725
OG0006912	NEMVE18786	HUMAN02108, HUMAN02109
OG0006914	NEMVE06049	HUMAN28656
OG0006915	NEMVE09886	HUMAN15921, HUMAN15920
OG0006916	NEMVE23817	HUMAN11501
OG0006917	NEMVE08132	HUMAN18466, HUMAN18467
OG0006918	NEMVE15078	HUMAN28188
OG0006921	NEMVE24812	HUMAN07563, HUMAN07564, HUMAN07562
OG0006922	NEMVE16294, NEMVE15894	HUMAN10671
OG0006923	NEMVE13295	HUMAN00553, HUMAN00554
OG0006924	NEMVE01464	HUMAN23650
OG0006925	NEMVE13382, NEMVE02521	HUMAN09328
OG0006926	NEMVE23407	HUMAN00625
OG0006927	NEMVE24367	HUMAN14265
OG0006928	NEMVE09174	HUMAN16715
OG0006929	NEMVE08440	HUMAN25390
OG0006930	NEMVE25703, NEMVE25702	HUMAN28830
OG0006931	NEMVE13787	HUMAN27632, HUMAN27633
OG0006932	NEMVE05137	HUMAN20250
OG0006934	NEMVE24344	HUMAN07628
OG0006935	NEMVE13070	HUMAN28718
OG0006936	NEMVE03459, NEMVE10607	HUMAN03224
OG0006937	NEMVE21757	HUMAN13657
OG0006938	NEMVE06983	HUMAN20508, HUMAN20507
OG0006940	NEMVE13137	HUMAN12719
OG0006942	NEMVE13642	HUMAN04879, HUMAN04878
OG0006943	NEMVE05334	HUMAN03534
OG0006944	NEMVE06196	HUMAN20962
OG0006945	NEMVE08899	HUMAN18030
OG0006946	NEMVE14167	HUMAN29373, HUMAN29374, HUMAN29372
OG0006947	NEMVE01200	HUMAN13223, HUMAN13224
OG0006947	NEMVE05807	HUMAN25930
OG0006948	NEMVE13841, NEMVE20539	HUMAN20132, HUMAN20131
OG0006949	NEMVE22705	HUMAN09677
OG0006951	NEMVE22939	HUMAN26563
OG0006952	NEMVE05912	HUMAN29995, HUMAN28013
OG0006953	NEMVE17873	HUMAN11732
OG0006954	NEMVE22116	HUMAN08336
OG0006955	NEMVE06612	HUMAN26505, HUMAN26506
OG0006957	NEMVE04985	HUMAN24327
OG0006959	NEMVE12151	HUMAN02003
OG0006960	NEMVE13244	HUMAN21367
OG0006962	NEMVE14216	HUMAN00835, HUMAN00834
OG0006964	NEMVE09836	HUMAN25417
OG0006965	NEMVE21735, NEMVE20767	HUMAN22591, HUMAN22590
OG0006966	NEMVE24481	HUMAN21659
OG0006967	NEMVE19421	HUMAN20241
OG0006968	NEMVE00056	HUMAN28378
OG0006969	NEMVE15089	HUMAN22092, HUMAN22091
OG0006970	NEMVE23188	HUMAN04563
OG0006971	NEMVE23702, NEMVE20470	HUMAN07273
OG0006972	NEMVE13779	HUMAN11350, HUMAN11349
OG0006973	NEMVE21823	HUMAN25475
OG0006975	NEMVE13294	HUMAN00754
OG0006976	NEMVE05707	HUMAN25513, HUMAN25515
OG0006977	NEMVE15122	HUMAN21112
OG0006978	NEMVE08429, NEMVE20677	HUMAN23552
OG0006979	NEMVE07666	HUMAN09404
OG0006980	NEMVE14898	HUMAN21874
OG0006981	NEMVE02175	HUMAN04430, HUMAN04429, HUMAN04428
OG0006982	NEMVE06872	HUMAN18636, HUMAN18637
OG0006983	NEMVE25267	HUMAN00205, HUMAN00204
OG0006985	NEMVE04709	HUMAN20423
OG0006988	NEMVE05095	HUMAN15597, HUMAN15598
OG0006989	NEMVE14102	HUMAN18220
OG0006990	NEMVE23992	HUMAN03535, HUMAN03537, HUMAN03536
OG0006991	NEMVE25869	HUMAN19260
OG0006992	NEMVE06904	HUMAN03662
OG0006993	NEMVE25888	HUMAN18314, HUMAN18313
OG0006994	NEMVE06963	HUMAN17956
OG0006995	NEMVE10340	HUMAN20603
OG0006996	NEMVE23296	HUMAN16905, HUMAN16903, HUMAN16904
OG0006997	NEMVE23283	HUMAN20333, HUMAN20332
OG0006999	NEMVE22370, NEMVE03933	HUMAN28121
OG0007000	NEMVE24962	HUMAN17347, HUMAN17373
OG0007001	NEMVE12371	HUMAN06080
OG0007002	NEMVE25316	HUMAN29202
OG0007003	NEMVE18273	HUMAN15197
OG0007004	NEMVE25041	HUMAN14061
OG0007005	NEMVE06529	HUMAN26374
OG0007006	NEMVE25078	HUMAN21322
OG0007006	NEMVE07178	HUMAN21323
OG0007007	NEMVE06743	HUMAN05696, HUMAN05695
OG0007008	NEMVE08423	HUMAN13956
OG0007009	NEMVE17080	HUMAN28810
OG0007010	NEMVE07154	HUMAN22418
OG0007011	NEMVE14439	HUMAN05430
OG0007012	NEMVE08741	HUMAN22710
OG0007013	NEMVE23027, NEMVE20235	HUMAN12055
OG0007014	NEMVE07869	HUMAN03563, HUMAN03564
OG0007015	NEMVE01530	HUMAN19068
OG0007016	NEMVE14954	HUMAN11135
OG0007017	NEMVE09597	HUMAN26658
OG0007019	NEMVE19601	HUMAN13523, HUMAN13524
OG0007020	NEMVE13872	HUMAN17277, HUMAN17276
OG0007021	NEMVE19842, NEMVE16021	HUMAN07675, HUMAN07676
OG0007022	NEMVE13989	HUMAN17994
OG0007023	NEMVE19206	HUMAN21002
OG0007024	NEMVE22348	HUMAN26989
OG0007025	NEMVE24902	HUMAN13355, HUMAN13354
OG0007026	NEMVE10600	HUMAN04469
OG0007027	NEMVE14622	HUMAN20548, HUMAN20547
OG0007028	NEMVE14345	HUMAN02161
OG0007029	NEMVE14776	HUMAN02371
OG0007030	NEMVE25363	HUMAN23013, HUMAN23012
OG0007031	NEMVE10005	HUMAN01168, HUMAN01167
OG0007032	NEMVE08495	HUMAN19463
OG0007033	NEMVE13356	HUMAN18746
OG0007034	NEMVE13497	HUMAN06574, HUMAN06572, HUMAN06573
OG0007035	NEMVE14476	HUMAN05630
OG0007036	NEMVE22685	HUMAN24835
OG0007037	NEMVE13503	HUMAN17832, HUMAN17833
OG0007038	NEMVE05760	HUMAN01446
OG0007039	NEMVE09028, NEMVE00545	HUMAN08824, HUMAN08823
OG0007040	NEMVE13790	HUMAN30265
OG0007041	NEMVE25405, NEMVE18865	HUMAN10016
OG0007042	NEMVE18027	HUMAN26067
OG0007043	NEMVE05818	HUMAN03790
OG0007044	NEMVE13670	HUMAN05262, HUMAN22902
OG0007045	NEMVE11342	HUMAN00605
OG0007047	NEMVE23774	HUMAN24736
OG0007048	NEMVE22617	HUMAN26613, HUMAN26612
OG0007049	NEMVE24890	HUMAN11321, HUMAN11320
OG0007050	NEMVE01542	HUMAN22442
OG0007052	NEMVE08596	HUMAN19695, HUMAN19693, HUMAN19694
OG0007053	NEMVE21766	HUMAN12939, HUMAN12938, HUMAN12937
OG0007054	NEMVE10860	HUMAN10365
OG0007055	NEMVE15080	HUMAN19997
OG0007056	NEMVE14420	HUMAN11685, HUMAN11684
OG0007057	NEMVE14004	HUMAN03899
OG0007058	NEMVE17442	HUMAN05676
OG0007059	NEMVE21382, NEMVE22940	HUMAN03647
OG0007060	NEMVE23768	HUMAN28197
OG0007061	NEMVE02935	HUMAN03639
OG0007062	NEMVE24553	HUMAN21701
OG0007063	NEMVE09723	HUMAN15926
OG0007064	NEMVE07349	HUMAN22838
OG0007065	NEMVE22963	HUMAN04174
OG0007066	NEMVE22679	HUMAN05386
OG0007068	NEMVE19134	HUMAN22802, HUMAN22803
OG0007069	NEMVE22785	HUMAN08305
OG0007070	NEMVE14725	HUMAN18532, HUMAN18533
OG0007071	NEMVE18624	HUMAN01176
OG0007073	NEMVE14833	HUMAN18294
OG0007074	NEMVE25050	HUMAN21855
OG0007075	NEMVE25698	HUMAN27538
OG0007076	NEMVE07000, NEMVE20249	HUMAN06733
OG0007077	NEMVE15227	HUMAN22402
OG0007078	NEMVE19867	HUMAN20580
OG0007079	NEMVE25540	HUMAN16618
OG0007082	NEMVE02341	HUMAN06040
OG0007083	NEMVE23773	HUMAN24737
OG0007084	NEMVE22005	HUMAN28379
OG0007085	NEMVE25338	HUMAN11177, HUMAN11176
OG0007086	NEMVE14980, NEMVE19924	HUMAN06730
OG0007087	NEMVE07751	HUMAN25159
OG0007088	NEMVE05070	HUMAN28245, HUMAN28246
OG0007089	NEMVE11263	HUMAN05187
OG0007090	NEMVE05876	HUMAN01309
OG0007091	NEMVE13797	HUMAN00782
OG0007092	NEMVE07545	HUMAN08546
OG0007093	NEMVE13401	HUMAN11063
OG0007094	NEMVE07935	HUMAN08444
OG0007095	NEMVE15027	HUMAN16273
OG0007096	NEMVE05490	HUMAN24538
OG0007097	NEMVE14580	HUMAN07307, HUMAN07306, HUMAN07305
OG0007098	NEMVE13689	HUMAN11106
OG0007099	NEMVE24293, NEMVE20476	HUMAN02624
OG0007100	NEMVE06130	HUMAN25051
OG0007102	NEMVE05323	HUMAN17403
OG0007103	NEMVE05668, NEMVE15842	HUMAN03151, HUMAN03152
OG0007104	NEMVE06182	HUMAN07585, HUMAN30241
OG0007105	NEMVE17115	HUMAN17174
OG0007106	NEMVE14945	HUMAN21445
OG0007107	NEMVE05263	HUMAN24797
OG0007108	NEMVE13433	HUMAN26396
OG0007111	NEMVE25144	HUMAN14065, HUMAN14067
OG0007112	NEMVE10814	HUMAN09877
OG0007113	NEMVE10653	HUMAN20963
OG0007114	NEMVE09146	HUMAN20779
OG0007115	NEMVE16071	HUMAN28189, HUMAN28190
OG0007117	NEMVE22757	HUMAN06756
OG0007118	NEMVE02206	HUMAN25504
OG0007119	NEMVE02886, NEMVE13562	HUMAN01099
OG0007120	NEMVE06186	HUMAN23269, HUMAN23270
OG0007121	NEMVE25193	HUMAN25079
OG0007122	NEMVE14233	HUMAN00210, HUMAN00211
OG0007124	NEMVE10468	HUMAN17402, HUMAN17399
OG0007125	NEMVE11876, NEMVE10855	HUMAN21228
OG0007126	NEMVE22756	HUMAN02640, HUMAN04895
OG0007127	NEMVE13588	HUMAN26224
OG0007128	NEMVE13615	HUMAN13992, HUMAN13994
OG0007129	NEMVE04898	HUMAN24170, HUMAN24169, HUMAN03476
OG0007130	NEMVE25495, NEMVE21143	HUMAN06959
OG0007131	NEMVE23758, NEMVE12360	HUMAN23398
OG0007132	NEMVE06535, NEMVE12522	HUMAN28401, HUMAN28402
OG0007133	NEMVE11996, NEMVE06036	HUMAN23555
OG0007134	NEMVE13156	HUMAN03574, HUMAN03575
OG0007135	NEMVE14282	HUMAN09538
OG0007136	NEMVE08828	HUMAN09655
OG0007137	NEMVE14801	HUMAN15907
OG0007138	NEMVE09440, NEMVE12478	HUMAN02269
OG0007139	NEMVE09713	HUMAN24643
OG0007141	NEMVE14565	HUMAN20130
OG0007142	NEMVE16109	HUMAN07698, HUMAN17519
OG0007143	NEMVE20919	HUMAN16614
OG0007145	NEMVE19580	HUMAN13652
OG0007146	NEMVE18006	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379
OG0007147	NEMVE13817	HUMAN21018
OG0007148	NEMVE22073	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566
OG0007149	NEMVE12301	HUMAN19282, HUMAN09208
OG0007150	NEMVE11424	HUMAN11018
OG0007151	NEMVE22467	HUMAN05431
OG0007152	NEMVE25856	HUMAN01901
OG0007153	NEMVE18215	HUMAN16995, HUMAN16996
OG0007154	NEMVE23811	HUMAN08481
OG0007158	NEMVE25894	HUMAN19159, HUMAN19160, HUMAN22170
OG0007159	NEMVE15742	HUMAN02195
OG0007161	NEMVE21945	HUMAN27982, HUMAN11267
OG0007162	NEMVE16258	HUMAN15309
OG0007163	NEMVE16742	HUMAN01780
OG0007164	NEMVE18934	HUMAN21192
OG0007165	NEMVE14929	HUMAN05595
OG0007166	NEMVE07634	HUMAN04674, HUMAN04671, HUMAN04673
OG0007171	NEMVE22675	HUMAN02655, HUMAN02654
OG0007173	NEMVE10079	HUMAN05355, HUMAN05354
OG0007174	NEMVE07400	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951
OG0007175	NEMVE21931	HUMAN04157
OG0007176	NEMVE05885	HUMAN15324, HUMAN15323
OG0007177	NEMVE06930	HUMAN09300, HUMAN09299, HUMAN09301
OG0007178	NEMVE09946	HUMAN02113
OG0007179	NEMVE24920	HUMAN21518
OG0007180	NEMVE22211	HUMAN15073
OG0007181	NEMVE22672, NEMVE11674	HUMAN30517
OG0007182	NEMVE25249	HUMAN11844
OG0007183	NEMVE01494, NEMVE21223	HUMAN25330
OG0007184	NEMVE13898	HUMAN28058, HUMAN28057, HUMAN28055
OG0007186	NEMVE16937	HUMAN12868
OG0007187	NEMVE13089	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523
OG0007188	NEMVE21925	HUMAN17704
OG0007189	NEMVE08515	HUMAN20179, HUMAN20178
OG0007190	NEMVE09045	HUMAN26235
OG0007191	NEMVE04826	HUMAN23393, HUMAN23394
OG0007192	NEMVE12614	HUMAN17983
OG0007195	NEMVE21446	HUMAN19946, HUMAN10352
OG0007199	NEMVE05797	HUMAN28097
OG0007200	NEMVE18894	HUMAN03586, HUMAN03587
OG0007201	NEMVE15153, NEMVE03813	HUMAN24731, HUMAN24730
OG0007204	NEMVE22074	HUMAN01107, HUMAN14619
OG0007208	NEMVE19982	HUMAN28457
OG0007209	NEMVE06647, NEMVE25525	HUMAN24910
OG0007214	NEMVE15542, NEMVE25539	HUMAN06095, HUMAN02381
OG0007248	NEMVE05909	HUMAN13700
OG0007250	NEMVE23608	HUMAN07633
OG0007251	NEMVE08156, NEMVE08153	HUMAN14332
OG0007252	NEMVE24745	HUMAN22688, HUMAN22689
OG0007253	NEMVE01126	HUMAN24536, HUMAN11254, HUMAN11253
OG0007254	NEMVE23140	HUMAN02644
OG0007255	NEMVE06734	HUMAN26073, HUMAN26075, HUMAN26074
OG0007256	NEMVE11220, NEMVE11514	HUMAN27031
OG0007258	NEMVE00047, NEMVE14648	HUMAN14003
OG0007261	NEMVE06464, NEMVE10739	HUMAN28587
OG0007264	NEMVE15060	HUMAN11107
OG0007266	NEMVE15550, NEMVE00843	HUMAN20046
OG0007267	NEMVE01298	HUMAN00847
OG0007268	NEMVE08006	HUMAN21302
OG0007270	NEMVE23267	HUMAN07724
OG0007271	NEMVE14749	HUMAN13263
OG0007272	NEMVE17086	HUMAN00327
OG0007273	NEMVE22414	HUMAN16012
OG0007274	NEMVE12604, NEMVE24366	HUMAN05717
OG0007275	NEMVE14669	HUMAN24919, HUMAN06744
OG0007277	NEMVE02383	HUMAN25865
OG0007279	NEMVE24542	HUMAN11856
OG0007280	NEMVE14013	HUMAN27834, HUMAN27835, HUMAN27833
OG0007281	NEMVE23664	HUMAN25958
OG0007282	NEMVE13645	HUMAN07231
OG0007286	NEMVE05488, NEMVE09092	HUMAN10108
OG0007288	NEMVE08146	HUMAN22785
OG0007289	NEMVE10504	HUMAN11499
OG0007290	NEMVE17402	HUMAN15228
OG0007291	NEMVE14746	HUMAN18973
OG0007292	NEMVE08212	HUMAN15636
OG0007293	NEMVE13245	HUMAN28207
OG0007294	NEMVE05938	HUMAN20782, HUMAN20781
OG0007295	NEMVE19179	HUMAN22795
OG0007296	NEMVE13425	HUMAN11360
OG0007297	NEMVE05122	HUMAN29826, HUMAN29827
OG0007299	NEMVE17700	HUMAN27718, HUMAN27719
OG0007300	NEMVE10414	HUMAN26544
OG0007301	NEMVE05910	HUMAN23169, HUMAN23170
OG0007302	NEMVE24421	HUMAN09166
OG0007303	NEMVE21168, NEMVE21934	HUMAN18735
OG0007304	NEMVE19345	HUMAN16563
OG0007305	NEMVE18637	HUMAN02006
OG0007306	NEMVE18933	HUMAN19439, HUMAN19440, HUMAN19442
OG0007307	NEMVE15849	HUMAN17065, HUMAN17066
OG0007309	NEMVE10518, NEMVE20201	HUMAN17011
OG0007310	NEMVE06728	HUMAN05294
OG0007312	NEMVE23732	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186
OG0007314	NEMVE14601	HUMAN02534
OG0007316	NEMVE13237	HUMAN23083
OG0007317	NEMVE07571	HUMAN17014
OG0007318	NEMVE13190	HUMAN20909
OG0007319	NEMVE13526	HUMAN19188
OG0007320	NEMVE13887	HUMAN09645
OG0007321	NEMVE14743	HUMAN04956, HUMAN04955
OG0007322	NEMVE13884	HUMAN29064
OG0007323	NEMVE15965	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943
