Orthogroup	HUMAN	SACKO_ok
OG0007195	HUMAN19946, HUMAN10352	SACKO_26980
OG0007198	HUMAN24981	SACKO_16848
OG0007199	HUMAN28097	SACKO_11812
OG0007200	HUMAN03586, HUMAN03587	SACKO_18551
OG0007201	HUMAN24731, HUMAN24730	SACKO_28668
OG0007204	HUMAN01107, HUMAN14619	SACKO_25673
OG0007209	HUMAN24910	SACKO_30174
OG0007213	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181	SACKO_28190
OG0007214	HUMAN06095, HUMAN02381	SACKO_22679
OG0007248	HUMAN13700	SACKO_27874
OG0007250	HUMAN07633	SACKO_33899
OG0007251	HUMAN14332	SACKO_12297
OG0007252	HUMAN22688, HUMAN22689	SACKO_05958
OG0007253	HUMAN24536, HUMAN11254, HUMAN11253	SACKO_26804
OG0007254	HUMAN02644	SACKO_20296
OG0007255	HUMAN26073, HUMAN26075, HUMAN26074	SACKO_06656
OG0007256	HUMAN27031	SACKO_27202
OG0007258	HUMAN14003	SACKO_02451
OG0007260	HUMAN04843, HUMAN04844	SACKO_10789
OG0007261	HUMAN28587	SACKO_25008
OG0007264	HUMAN11107	SACKO_19011
OG0007266	HUMAN20046	SACKO_05789
OG0007267	HUMAN00847, HUMAN00846	SACKO_19715
OG0007268	HUMAN21302	SACKO_21120
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	SACKO_20712
OG0007270	HUMAN07724	SACKO_20380
OG0007271	HUMAN13263	SACKO_18099
OG0007272	HUMAN00327	SACKO_14207
OG0007273	HUMAN16012	SACKO_19181, SACKO_24711
OG0007274	HUMAN05717	SACKO_28207
OG0007275	HUMAN24919, HUMAN06744	SACKO_02847
OG0007276	HUMAN28796	SACKO_16517
OG0007277	HUMAN25865	SACKO_20437
OG0007279	HUMAN11856	SACKO_11089
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	SACKO_25255
OG0007281	HUMAN25958	SACKO_22381
OG0007282	HUMAN07231	SACKO_29535
OG0007283	HUMAN12155	SACKO_27350
OG0007284	HUMAN00555, HUMAN29707, HUMAN29706	SACKO_31572
OG0007285	HUMAN25396, HUMAN25395	SACKO_29524
OG0007286	HUMAN10108	SACKO_29279
OG0007288	HUMAN22785	SACKO_06459
OG0007289	HUMAN11499	SACKO_32879
OG0007290	HUMAN15228	SACKO_06597
OG0007291	HUMAN18973	SACKO_04875
OG0007292	HUMAN15636	SACKO_32636
OG0007293	HUMAN28207	SACKO_21270
OG0007294	HUMAN20782, HUMAN20781	SACKO_04291
OG0007295	HUMAN22795	SACKO_05858
OG0007296	HUMAN11360	SACKO_28513
OG0007297	HUMAN29826, HUMAN29827	SACKO_13440
OG0007298	HUMAN22758	SACKO_20404
OG0007299	HUMAN27718, HUMAN27719	SACKO_21476
OG0007300	HUMAN26544	SACKO_30319
OG0007301	HUMAN23169, HUMAN23170	SACKO_17413
OG0007302	HUMAN09166	SACKO_14579
OG0007303	HUMAN18735	SACKO_09372
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	SACKO_08660
OG0007305	HUMAN02006	SACKO_26897
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	SACKO_18914
OG0007307	HUMAN17065, HUMAN17066	SACKO_04769
OG0007308	HUMAN20559	SACKO_18620
OG0007309	HUMAN17011	SACKO_11958
OG0007310	HUMAN05294	SACKO_06175, SACKO_06181
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	SACKO_16657
OG0007314	HUMAN02534	SACKO_09098
OG0007316	HUMAN23083	SACKO_07774
OG0007317	HUMAN17014	SACKO_26981
OG0007318	HUMAN20909	SACKO_08716
OG0007319	HUMAN19188	SACKO_25268
OG0007320	HUMAN09645	SACKO_12083
OG0007321	HUMAN04956, HUMAN04955	SACKO_15330
OG0007322	HUMAN29064	SACKO_21358
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	SACKO_32999
OG0007325	HUMAN11525	SACKO_13504
OG0007326	HUMAN09593	SACKO_01111
OG0007327	HUMAN11975, HUMAN11976	SACKO_17831
OG0007328	HUMAN03776	SACKO_24054
OG0007329	HUMAN24733	SACKO_22780
OG0007330	HUMAN05264	SACKO_30586
OG0007331	HUMAN26953, HUMAN26952	SACKO_27716
OG0007333	HUMAN29576	SACKO_32006
OG0007334	HUMAN01738, HUMAN01739	SACKO_00762, SACKO_00753
OG0007335	HUMAN08862	SACKO_12354
OG0007336	HUMAN00761	SACKO_09463
OG0007337	HUMAN25483	SACKO_18361
OG0007338	HUMAN06830, HUMAN06827, HUMAN06828	SACKO_04618, SACKO_09256
OG0007339	HUMAN26218, HUMAN26219	SACKO_24568
OG0007340	HUMAN24905	SACKO_03946
OG0007341	HUMAN25872	SACKO_17570
OG0007342	HUMAN28838	SACKO_14494
OG0007343	HUMAN14176, HUMAN14177	SACKO_25659
OG0007344	HUMAN25001	SACKO_07280
OG0007345	HUMAN22717	SACKO_31848
OG0007347	HUMAN20415	SACKO_30253
OG0007348	HUMAN07623	SACKO_03593
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	SACKO_10188
OG0007351	HUMAN26020, HUMAN26021	SACKO_11196
OG0007352	HUMAN04641	SACKO_07748
OG0007353	HUMAN11061, HUMAN11060	SACKO_16413
OG0007354	HUMAN23192	SACKO_06474
OG0007355	HUMAN28384	SACKO_03780
OG0007356	HUMAN24980	SACKO_16209
OG0007357	HUMAN11281	SACKO_11982
OG0007359	HUMAN24471	SACKO_13450
OG0007360	HUMAN02160	SACKO_02884
OG0007361	HUMAN01585, HUMAN01584	SACKO_22476
OG0007363	HUMAN07700	SACKO_14533
OG0007364	HUMAN20228	SACKO_04078
OG0007365	HUMAN01007	SACKO_20999
OG0007366	HUMAN15080, HUMAN15079	SACKO_15845
OG0007367	HUMAN00909	SACKO_27045
OG0007368	HUMAN04400	SACKO_03601
OG0007369	HUMAN18171	SACKO_30325
OG0007370	HUMAN12243, HUMAN12242	SACKO_19093
OG0007371	HUMAN03496	SACKO_13724
OG0007372	HUMAN15886	SACKO_04765
OG0007373	HUMAN25169	SACKO_01409
OG0007374	HUMAN17107	SACKO_12783
OG0007375	HUMAN25512	SACKO_13685
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	SACKO_30158
OG0007377	HUMAN02116, HUMAN02117	SACKO_03931
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	SACKO_28900
OG0007379	HUMAN08973, HUMAN08972	SACKO_02167
OG0007381	HUMAN13546	SACKO_28784
OG0007382	HUMAN19380	SACKO_05172
OG0007384	HUMAN16675	SACKO_27376
OG0007385	HUMAN04317	SACKO_04570
OG0007386	HUMAN16767	SACKO_01652
OG0007387	HUMAN29057	SACKO_09468
OG0007388	HUMAN22118	SACKO_14877
OG0007389	HUMAN29100, HUMAN29099	SACKO_26727
OG0007390	HUMAN25915	SACKO_33338, SACKO_33332
OG0007391	HUMAN05345	SACKO_21964
OG0007392	HUMAN28583	SACKO_27481
OG0007393	HUMAN08660	SACKO_14611
OG0007394	HUMAN15894, HUMAN15893	SACKO_03844
OG0007395	HUMAN13460	SACKO_31545
OG0007396	HUMAN11000	SACKO_26791
OG0007397	HUMAN00870	SACKO_15113
OG0007399	HUMAN16123	SACKO_31407
OG0007400	HUMAN22018	SACKO_33808
OG0007401	HUMAN30125	SACKO_08238
OG0007402	HUMAN10240, HUMAN10238	SACKO_04236
OG0007403	HUMAN17254, HUMAN17253	SACKO_01258
OG0007405	HUMAN20387	SACKO_04392
OG0007406	HUMAN19713	SACKO_00715
OG0007407	HUMAN03483	SACKO_29878
OG0007408	HUMAN28141, HUMAN28142	SACKO_14246
OG0007409	HUMAN25552	SACKO_14248
OG0007410	HUMAN20271, HUMAN12126	SACKO_23508
OG0007411	HUMAN23663	SACKO_17084
OG0007412	HUMAN17545	SACKO_32563
OG0007413	HUMAN20818	SACKO_07464
OG0007414	HUMAN01057	SACKO_27621
OG0007415	HUMAN12759	SACKO_12609
OG0007416	HUMAN22361	SACKO_12977
OG0007417	HUMAN07346	SACKO_18265
OG0007418	HUMAN13111, HUMAN13110	SACKO_04419
OG0007419	HUMAN12142	SACKO_18390
OG0007421	HUMAN06697	SACKO_24530
OG0007422	HUMAN08465	SACKO_18085
OG0007423	HUMAN10490	SACKO_05691
OG0007424	HUMAN10237	SACKO_04235
OG0007425	HUMAN06193	SACKO_04075
OG0007427	HUMAN03785	SACKO_06540
OG0007428	HUMAN20678	SACKO_01408
OG0007429	HUMAN06934	SACKO_06357
OG0007430	HUMAN21194	SACKO_33825
OG0007431	HUMAN26226	SACKO_10373
OG0007432	HUMAN05574	SACKO_30749
OG0007433	HUMAN04271	SACKO_22715
OG0007434	HUMAN10246	SACKO_33383
OG0007435	HUMAN20583	SACKO_30923
OG0007436	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665	SACKO_26218
OG0007437	HUMAN17137	SACKO_25222
OG0007438	HUMAN02955	SACKO_00922
OG0007439	HUMAN16947	SACKO_29991
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419	SACKO_10814
OG0007441	HUMAN13782	SACKO_14251
OG0007442	HUMAN00969	SACKO_27570
OG0007444	HUMAN09409, HUMAN28835	SACKO_22410
OG0007445	HUMAN21386	SACKO_00305
OG0007446	HUMAN07376	SACKO_21720
OG0007447	HUMAN22922	SACKO_20393
OG0007448	HUMAN14222, HUMAN14221	SACKO_14073
OG0007450	HUMAN08573, HUMAN08574	SACKO_02178
OG0007451	HUMAN08166	SACKO_11696
OG0007452	HUMAN22554	SACKO_14474
OG0007453	HUMAN10744	SACKO_27404
OG0007454	HUMAN18226	SACKO_17444
OG0007455	HUMAN29667	SACKO_20785
OG0007456	HUMAN07199	SACKO_29043
OG0007457	HUMAN09838	SACKO_15961
OG0007458	HUMAN28978	SACKO_15110
OG0007459	HUMAN16778	SACKO_17963
OG0007460	HUMAN16831, HUMAN16829	SACKO_17949
OG0007461	HUMAN08943	SACKO_11988
OG0007462	HUMAN19637, HUMAN19636	SACKO_05918
OG0007463	HUMAN06999	SACKO_30515
OG0007464	HUMAN26087	SACKO_02099
OG0007465	HUMAN13093	SACKO_29080, SACKO_32543
OG0007466	HUMAN09405	SACKO_24925
OG0007467	HUMAN28516	SACKO_15531
OG0007468	HUMAN22128	SACKO_33602
OG0007470	HUMAN00938, HUMAN00332, HUMAN00937	SACKO_27006
OG0007471	HUMAN07932	SACKO_29617
OG0007472	HUMAN23723	SACKO_03865
OG0007473	HUMAN18188, HUMAN18186	SACKO_32479
OG0007474	HUMAN05615	SACKO_11041
OG0007476	HUMAN14444	SACKO_28051, SACKO_29210
OG0007477	HUMAN12723	SACKO_32955
OG0007479	HUMAN25924, HUMAN25925, HUMAN25923	SACKO_22023
OG0007480	HUMAN03711	SACKO_24951, SACKO_07055
OG0007481	HUMAN11840	SACKO_31380
OG0007482	HUMAN01581	SACKO_14127
OG0007483	HUMAN25804	SACKO_08109
OG0007484	HUMAN15505	SACKO_15258
OG0007485	HUMAN08408	SACKO_05144
OG0007487	HUMAN00801	SACKO_21985
OG0007488	HUMAN24932	SACKO_30038
OG0007489	HUMAN08300, HUMAN08303, HUMAN08301	SACKO_17921
OG0007490	HUMAN18581, HUMAN18580	SACKO_14226
OG0007491	HUMAN10273	SACKO_28499, SACKO_28496
OG0007492	HUMAN25121	SACKO_12362
OG0007494	HUMAN16086	SACKO_33017
OG0007495	HUMAN19626, HUMAN19624	SACKO_02132
OG0007496	HUMAN21064	SACKO_31428
OG0007497	HUMAN02092, HUMAN02091	SACKO_06621, SACKO_06624
OG0007498	HUMAN28184	SACKO_12831
OG0007499	HUMAN04823	SACKO_02321
OG0007500	HUMAN21907	SACKO_06865
OG0007501	HUMAN06876, HUMAN06874, HUMAN06875	SACKO_28161
OG0007503	HUMAN03263, HUMAN03264, HUMAN03265	SACKO_18498
OG0007504	HUMAN26616	SACKO_24887
OG0007507	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725	SACKO_12372
OG0007508	HUMAN29445	SACKO_33462, SACKO_17595
OG0007509	HUMAN12458	SACKO_09775
OG0007510	HUMAN00670, HUMAN00669	SACKO_33713
OG0007513	HUMAN02838	SACKO_26100
OG0007514	HUMAN23377, HUMAN00924	SACKO_14729
OG0007516	HUMAN06240, HUMAN06238, HUMAN06239	SACKO_00310
OG0007517	HUMAN04257	SACKO_15428
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	SACKO_23420
OG0007520	HUMAN17640, HUMAN17646, HUMAN20798	SACKO_33530
OG0007522	HUMAN08876	SACKO_01536
OG0007524	HUMAN26701, HUMAN30360	SACKO_31649
OG0007525	HUMAN01310	SACKO_33529
OG0007527	HUMAN14056	SACKO_19027
OG0007528	HUMAN01170	SACKO_03947
OG0007529	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629	SACKO_33380
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	SACKO_32475
OG0007533	HUMAN18647	SACKO_09857
OG0007540	HUMAN06550, HUMAN06547, HUMAN17944, HUMAN06549, HUMAN06548, HUMAN17943	SACKO_17273
OG0007541	HUMAN02477	SACKO_04013
OG0007547	HUMAN11448, HUMAN20774	SACKO_03022, SACKO_05673, SACKO_31679
OG0007548	HUMAN05244, HUMAN05245, HUMAN05246, HUMAN05243, HUMAN05247, HUMAN05248	SACKO_10526
OG0007551	HUMAN07662, HUMAN30353, HUMAN30352	SACKO_27093
OG0007582	HUMAN23412, HUMAN23413, HUMAN23411	SACKO_07951
OG0007583	HUMAN03503	SACKO_06128
OG0007584	HUMAN10216, HUMAN10215	SACKO_06741
OG0007586	HUMAN28828	SACKO_00312
OG0007587	HUMAN28082	SACKO_05614
OG0007589	HUMAN23044	SACKO_11244
OG0007591	HUMAN12931	SACKO_03097
OG0007592	HUMAN19604	SACKO_33691, SACKO_22355, SACKO_16990
OG0007593	HUMAN00152, HUMAN00151	SACKO_24740
OG0007595	HUMAN26771, HUMAN26772	SACKO_30826
OG0007597	HUMAN07406	SACKO_27307
OG0007600	HUMAN07630, HUMAN21662	SACKO_26359
OG0007601	HUMAN12973	SACKO_28761
OG0007602	HUMAN00917	SACKO_07011
OG0007603	HUMAN11097	SACKO_10669
OG0007604	HUMAN11462, HUMAN11463	SACKO_25768
OG0007605	HUMAN25002	SACKO_03702
OG0007606	HUMAN16824, HUMAN16823	SACKO_04022
OG0007607	HUMAN00121	SACKO_00869
OG0007608	HUMAN24575, HUMAN24576	SACKO_13781
OG0007609	HUMAN07130	SACKO_26161
OG0007610	HUMAN20947	SACKO_13184, SACKO_06041, SACKO_06046
OG0007611	HUMAN08580	SACKO_09113
OG0007612	HUMAN06201	SACKO_01553, SACKO_01534
OG0007613	HUMAN14918, HUMAN14919, HUMAN14917	SACKO_06224
OG0007614	HUMAN11569, HUMAN11570, HUMAN11567	SACKO_24609
OG0007615	HUMAN17636	SACKO_01232
OG0007616	HUMAN16740	SACKO_21264
OG0007617	HUMAN28528	SACKO_21291
OG0007618	HUMAN05174, HUMAN05173	SACKO_03711
OG0007619	HUMAN21829	SACKO_22280
OG0007621	HUMAN01027, HUMAN06000	SACKO_14513
OG0007622	HUMAN21098	SACKO_30364
OG0007623	HUMAN14413	SACKO_12653
OG0007623	HUMAN02716	SACKO_09103
OG0007624	HUMAN00744	SACKO_14810
OG0007626	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030	SACKO_03616
OG0007628	HUMAN22378	SACKO_14537
OG0007629	HUMAN23337	SACKO_09383
OG0007630	HUMAN05291	SACKO_28371
OG0007631	HUMAN25386, HUMAN17448	SACKO_18917
OG0007632	HUMAN16885	SACKO_09374
OG0007633	HUMAN13873	SACKO_23538
OG0007634	HUMAN22721	SACKO_20090
OG0007635	HUMAN22830	SACKO_20074
OG0007637	HUMAN08470	SACKO_12029
OG0007638	HUMAN25473	SACKO_07783
OG0007640	HUMAN14964, HUMAN14963	SACKO_12075
OG0007641	HUMAN23720, HUMAN23721, HUMAN23719	SACKO_28283
OG0007642	HUMAN02914	SACKO_32075, SACKO_29099
OG0007643	HUMAN26301	SACKO_28502
OG0007645	HUMAN10615, HUMAN10616	SACKO_00394
OG0007646	HUMAN29544	SACKO_25081
OG0007647	HUMAN02929	SACKO_02077
OG0007648	HUMAN29976	SACKO_14781
OG0007649	HUMAN01321	SACKO_03387
OG0007650	HUMAN16337, HUMAN16338	SACKO_27113
OG0007651	HUMAN16641	SACKO_19390
OG0007652	HUMAN29441	SACKO_14558
OG0007653	HUMAN17027, HUMAN17025, HUMAN17026	SACKO_09123
OG0007655	HUMAN14130	SACKO_11857
OG0007656	HUMAN02869	SACKO_33780
OG0007657	HUMAN04204	SACKO_17563
OG0007658	HUMAN30007	SACKO_19832
OG0007659	HUMAN18167, HUMAN18165, HUMAN18169	SACKO_15000
OG0007660	HUMAN02075	SACKO_27436
OG0007662	HUMAN05169	SACKO_22201
OG0007663	HUMAN19568	SACKO_10239
OG0007664	HUMAN10066	SACKO_25907
OG0007665	HUMAN27691, HUMAN27690	SACKO_30285
OG0007666	HUMAN10319	SACKO_13425
OG0007667	HUMAN15603	SACKO_23245
OG0007668	HUMAN07341	SACKO_05429
OG0007669	HUMAN26809, HUMAN26810	SACKO_07965
OG0007670	HUMAN25254	SACKO_01689
OG0007671	HUMAN18044	SACKO_21333
OG0007673	HUMAN30108, HUMAN00583	SACKO_05611
OG0007674	HUMAN08286	SACKO_04017
OG0007675	HUMAN25956, HUMAN25982	SACKO_07485
OG0007676	HUMAN24899	SACKO_09344
OG0007677	HUMAN29231, HUMAN29232	SACKO_22757
OG0007679	HUMAN23101	SACKO_03418
OG0007680	HUMAN17909	SACKO_19963
OG0007681	HUMAN09648	SACKO_23100
OG0007684	HUMAN15836	SACKO_31399
OG0007685	HUMAN18793	SACKO_02336
OG0007686	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599	SACKO_21044
OG0007687	HUMAN20268	SACKO_22730
OG0007688	HUMAN27313, HUMAN27311	SACKO_31215
OG0007689	HUMAN07121	SACKO_20190
OG0007690	HUMAN27678	SACKO_21477
OG0007691	HUMAN27822	SACKO_17993
OG0007692	HUMAN02061	SACKO_21757
OG0007694	HUMAN20746	SACKO_16387
OG0007695	HUMAN28172	SACKO_08133
OG0007696	HUMAN05784	SACKO_23616
OG0007698	HUMAN29272	SACKO_16983
OG0007700	HUMAN07314	SACKO_07734
OG0007701	HUMAN07269	SACKO_05449
OG0007702	HUMAN20314	SACKO_22135
OG0007703	HUMAN22827	SACKO_05214
OG0007704	HUMAN21556	SACKO_21329
OG0007705	HUMAN03246	SACKO_31826
OG0007706	HUMAN10609, HUMAN10610	SACKO_15584
OG0007707	HUMAN21958, HUMAN11921	SACKO_31111, SACKO_31070, SACKO_32555
OG0007708	HUMAN06488	SACKO_32858
OG0007709	HUMAN23750, HUMAN01625	SACKO_19206
OG0007711	HUMAN25855	SACKO_12258, SACKO_12263
OG0007712	HUMAN03420	SACKO_17853
OG0007713	HUMAN06586	SACKO_13553
OG0007714	HUMAN30023	SACKO_09495
OG0007715	HUMAN19961	SACKO_03292
OG0007716	HUMAN10202, HUMAN10203	SACKO_29379
OG0007717	HUMAN03284	SACKO_27159
OG0007718	HUMAN02952, HUMAN02953	SACKO_27314
OG0007719	HUMAN26223	SACKO_05504
OG0007721	HUMAN03623	SACKO_00359
OG0007722	HUMAN03285	SACKO_21315
OG0007723	HUMAN26538	SACKO_22375
OG0007725	HUMAN29154	SACKO_22785
OG0007726	HUMAN04435	SACKO_31067, SACKO_31072
OG0007728	HUMAN27883	SACKO_25994
OG0007729	HUMAN11128, HUMAN11127	SACKO_12242
OG0007730	HUMAN27996, HUMAN27997, HUMAN27995	SACKO_33885
OG0007732	HUMAN24163, HUMAN24162	SACKO_25242
OG0007733	HUMAN01349	SACKO_01172
OG0007734	HUMAN00972, HUMAN17214	SACKO_22438
OG0007735	HUMAN12324	SACKO_07149
OG0007736	HUMAN13041	SACKO_05397
OG0007738	HUMAN19368	SACKO_13809
OG0007739	HUMAN01347	SACKO_24318
OG0007740	HUMAN05471, HUMAN05472	SACKO_09899, SACKO_09916
OG0007741	HUMAN02503	SACKO_31482
OG0007743	HUMAN09883, HUMAN06357	SACKO_20056
OG0007744	HUMAN26813, HUMAN26814	SACKO_07961
OG0007745	HUMAN11543, HUMAN11542	SACKO_29321
OG0007746	HUMAN25134	SACKO_17938
OG0007747	HUMAN01081	SACKO_31683, SACKO_12801
OG0007748	HUMAN02622	SACKO_04761
OG0007749	HUMAN26822	SACKO_23696
OG0007750	HUMAN14835, HUMAN14833	SACKO_30938, SACKO_30936
OG0007751	HUMAN17117, HUMAN17120	SACKO_24128
OG0007752	HUMAN05362	SACKO_31962
OG0007753	HUMAN23321	SACKO_26393
OG0007754	HUMAN21523	SACKO_29412
OG0007755	HUMAN02406	SACKO_08875
OG0007756	HUMAN18795	SACKO_22252
OG0007757	HUMAN01101	SACKO_25858
OG0007758	HUMAN29935	SACKO_31444
OG0007759	HUMAN01276	SACKO_14466
OG0007760	HUMAN19195	SACKO_25119
OG0007761	HUMAN00323	SACKO_04635
OG0007762	HUMAN07584	SACKO_26164
OG0007763	HUMAN01210	SACKO_25652
OG0007766	HUMAN10522	SACKO_22720
OG0007767	HUMAN17614	SACKO_20294
OG0007768	HUMAN11819, HUMAN11818	SACKO_09255, SACKO_20283
OG0007769	HUMAN10250	SACKO_19751
OG0007770	HUMAN07203, HUMAN07205	SACKO_10199
OG0007771	HUMAN06957	SACKO_14098
OG0007772	HUMAN21301	SACKO_25819
OG0007773	HUMAN22030	SACKO_06918
OG0007774	HUMAN17885, HUMAN17884	SACKO_06888
OG0007775	HUMAN13077	SACKO_18835
OG0007776	HUMAN13908, HUMAN13907, HUMAN13906	SACKO_29280
OG0007779	HUMAN18212	SACKO_32915
OG0007780	HUMAN08419, HUMAN08418	SACKO_18507
OG0007781	HUMAN02870	SACKO_29554
OG0007782	HUMAN10939	SACKO_31505
OG0007783	HUMAN10560	SACKO_05677
OG0007784	HUMAN12802	SACKO_30310
OG0007786	HUMAN18705	SACKO_17939
OG0007788	HUMAN10906, HUMAN10907	SACKO_18836
OG0007789	HUMAN10825, HUMAN10824	SACKO_31381
OG0007790	HUMAN25976	SACKO_02775
OG0007793	HUMAN01140, HUMAN01141	SACKO_27057
OG0007794	HUMAN07379, HUMAN07378	SACKO_21998
OG0007795	HUMAN00877, HUMAN00879, HUMAN00878	SACKO_03891
OG0007796	HUMAN01833	SACKO_29278
OG0007797	HUMAN10834	SACKO_03273
OG0007798	HUMAN23022	SACKO_17480
OG0007799	HUMAN26285	SACKO_13913
OG0007800	HUMAN05271, HUMAN05270	SACKO_30647
OG0007801	HUMAN12139, HUMAN12140, HUMAN12141	SACKO_22027
OG0007802	HUMAN16301	SACKO_33354
OG0007803	HUMAN17024	SACKO_09104
OG0007804	HUMAN27359	SACKO_19761
OG0007805	HUMAN05569	SACKO_23158
OG0007806	HUMAN28143, HUMAN18582	SACKO_14881, SACKO_04602
OG0007807	HUMAN03444	SACKO_13726
OG0007808	HUMAN20964	SACKO_25440
OG0007809	HUMAN01412	SACKO_10593
OG0007810	HUMAN20972	SACKO_23665
OG0007811	HUMAN21891	SACKO_30681
OG0007812	HUMAN23209	SACKO_15371
OG0007813	HUMAN02512	SACKO_16286
OG0007814	HUMAN03364	SACKO_25945
OG0007815	HUMAN18937, HUMAN18939, HUMAN18936, HUMAN18938	SACKO_10372
OG0007816	HUMAN00100, HUMAN00099	SACKO_29422
OG0007817	HUMAN15877	SACKO_06067
OG0007818	HUMAN07509, HUMAN07511, HUMAN07510	SACKO_06525
OG0007820	HUMAN11761	SACKO_07760
OG0007823	HUMAN03449	SACKO_21670
OG0007824	HUMAN05341	SACKO_33799, SACKO_33797
OG0007825	HUMAN14274	SACKO_19207
OG0007826	HUMAN07299	SACKO_02728, SACKO_31246
OG0007827	HUMAN16930, HUMAN16931, HUMAN16929	SACKO_29096
OG0007828	HUMAN13883, HUMAN13882	SACKO_21013, SACKO_21014
OG0007829	HUMAN11339	SACKO_03508
OG0007830	HUMAN01001	SACKO_13921
OG0007831	HUMAN27771	SACKO_28956
OG0007832	HUMAN08812	SACKO_22222
OG0007833	HUMAN19927, HUMAN19926	SACKO_03298
OG0007834	HUMAN24234, HUMAN24235, HUMAN24233, HUMAN24232	SACKO_24185
OG0007835	HUMAN23278	SACKO_20863
OG0007836	HUMAN30213	SACKO_33363
OG0007837	HUMAN29610	SACKO_25106
OG0007838	HUMAN19928	SACKO_05760
OG0007840	HUMAN27820	SACKO_21485
OG0007841	HUMAN03161	SACKO_24882
OG0007842	HUMAN02588, HUMAN02589	SACKO_12854
OG0007843	HUMAN23053, HUMAN24119	SACKO_14457
OG0007845	HUMAN11436, HUMAN11435	SACKO_08242
OG0007847	HUMAN28900, HUMAN28899	SACKO_16737
OG0007848	HUMAN19483	SACKO_31285
OG0007849	HUMAN08686	SACKO_14909
OG0007850	HUMAN19514	SACKO_33205
OG0007851	HUMAN02220, HUMAN10989	SACKO_16153, SACKO_32124
OG0007852	HUMAN20988, HUMAN20989	SACKO_01205, SACKO_10185
OG0007854	HUMAN25144, HUMAN25143	SACKO_13336
OG0007857	HUMAN22885, HUMAN24371	SACKO_16119, SACKO_16095
OG0007858	HUMAN27701	SACKO_10318
OG0007859	HUMAN17826	SACKO_28232
OG0007860	HUMAN01367	SACKO_24577
OG0007862	HUMAN02592, HUMAN12841, HUMAN12840	SACKO_07162
OG0007866	HUMAN13544	SACKO_28640
OG0007907	HUMAN18079, HUMAN18078	SACKO_07922
OG0007908	HUMAN27841	SACKO_04919, SACKO_04886
OG0007911	HUMAN16282, HUMAN16283	SACKO_26226
OG0007913	HUMAN09685	SACKO_15777
OG0007915	HUMAN16719, HUMAN16718	SACKO_22534
OG0007916	HUMAN17441	SACKO_16673
OG0007917	HUMAN07730	SACKO_21201
OG0007918	HUMAN24900, HUMAN24901	SACKO_10285
OG0007920	HUMAN04967	SACKO_12056
OG0007922	HUMAN15444, HUMAN15445	SACKO_32448
OG0007924	HUMAN16777	SACKO_29201
OG0007925	HUMAN18631, HUMAN18632	SACKO_24172
OG0007926	HUMAN09355, HUMAN09356	SACKO_22090
OG0007927	HUMAN26473	SACKO_26457
OG0007929	HUMAN14120	SACKO_26800
OG0007930	HUMAN19209	SACKO_25167
OG0007932	HUMAN24557	SACKO_08501
OG0007933	HUMAN17540, HUMAN20405	SACKO_11881
OG0007934	HUMAN21422	SACKO_27739
OG0007935	HUMAN25433	SACKO_23767
OG0007936	HUMAN25542, HUMAN25541	SACKO_15169
OG0007937	HUMAN02729	SACKO_33970
OG0007938	HUMAN06734	SACKO_28883
OG0007939	HUMAN02969	SACKO_27931
OG0007940	HUMAN09227, HUMAN09226	SACKO_20460
OG0007941	HUMAN10745	SACKO_28903
OG0007942	HUMAN14706, HUMAN14708, HUMAN14707	SACKO_20830
OG0007943	HUMAN05448	SACKO_19871
OG0007944	HUMAN22561, HUMAN22559, HUMAN22563, HUMAN22562, HUMAN22560	SACKO_24229
OG0007945	HUMAN11683, HUMAN11682	SACKO_29127
OG0007946	HUMAN01410	SACKO_00895
OG0007948	HUMAN11837	SACKO_04422
OG0007951	HUMAN19098	SACKO_15503
OG0007952	HUMAN21513	SACKO_28506
OG0007953	HUMAN29593	SACKO_33599
OG0007954	HUMAN25141, HUMAN25140	SACKO_18934
OG0007955	HUMAN08358, HUMAN08359	SACKO_05195
OG0007956	HUMAN23725	SACKO_11838
OG0007957	HUMAN12395	SACKO_18987
OG0007958	HUMAN10130	SACKO_29325
OG0007959	HUMAN00914	SACKO_09778
