Orthogroup	HUMAN	DROME
OG0006556	HUMAN25766	DROME10784
OG0006557	HUMAN19957	DROME08144
OG0006560	HUMAN08721	DROME17786
OG0006561	HUMAN08528, HUMAN08523	DROME15269
OG0006567	HUMAN19016	DROME01202
OG0006568	HUMAN25683	DROME05220
OG0006569	HUMAN17062	DROME20993
OG0006570	HUMAN24735	DROME20261
OG0006571	HUMAN23449	DROME05601
OG0006573	HUMAN12290, HUMAN12289	DROME14640
OG0006574	HUMAN14370	DROME19778
OG0006577	HUMAN05518, HUMAN05517	DROME16628
OG0006578	HUMAN22134	DROME15457
OG0006580	HUMAN12502, HUMAN12504	DROME00474
OG0006583	HUMAN25717	DROME16903
OG0006584	HUMAN20560	DROME07289
OG0006585	HUMAN17034	DROME00295, DROME00294
OG0006586	HUMAN11398	DROME11738, DROME02891
OG0006587	HUMAN15554, HUMAN15555, HUMAN15553	DROME02493
OG0006588	HUMAN29928	DROME21457
OG0006590	HUMAN05824, HUMAN05823	DROME17574
OG0006591	HUMAN28224	DROME11557, DROME11556
OG0006593	HUMAN20736	DROME11713
OG0006594	HUMAN10868, HUMAN10810	DROME12981
OG0006595	HUMAN03332	DROME20933
OG0006596	HUMAN19063, HUMAN19062	DROME13730, DROME13731
OG0006597	HUMAN30289	DROME19349
OG0006598	HUMAN28610	DROME15235
OG0006599	HUMAN17165, HUMAN22523	DROME13830, DROME13829
OG0006602	HUMAN14818	DROME18117
OG0006603	HUMAN11393	DROME08268, DROME08267
OG0006604	HUMAN11730, HUMAN11731	DROME10779
OG0006607	HUMAN00747, HUMAN00746	DROME06763
OG0006608	HUMAN21771, HUMAN21770	DROME15074
OG0006609	HUMAN27322	DROME08965
OG0006610	HUMAN10217	DROME00685
OG0006611	HUMAN06625	DROME04706, DROME04707
OG0006612	HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427	DROME07454
OG0006613	HUMAN09458, HUMAN09457, HUMAN09459	DROME02162, DROME02161
OG0006614	HUMAN06112, HUMAN06113	DROME03471
OG0006615	HUMAN13872	DROME05191
OG0006619	HUMAN24501	DROME20837, DROME20836
OG0006621	HUMAN26752	DROME01854
OG0006622	HUMAN28527, HUMAN29955	DROME13807
OG0006623	HUMAN04366	DROME03084
OG0006625	HUMAN18256	DROME13491
OG0006628	HUMAN09710	DROME04083, DROME04082
OG0006630	HUMAN09502	DROME13179
OG0006631	HUMAN17541	DROME06287
OG0006633	HUMAN24475	DROME10769
OG0006635	HUMAN27593, HUMAN20098	DROME12947
OG0006636	HUMAN16299	DROME02119
OG0006637	HUMAN13012	DROME01008
OG0006638	HUMAN28339	DROME10155
OG0006640	HUMAN22776	DROME00615
OG0006642	HUMAN03282	DROME08951
OG0006646	HUMAN10004	DROME15373
OG0006649	HUMAN08947	DROME00086
OG0006650	HUMAN11219	DROME04683, DROME04682
OG0006651	HUMAN19384	DROME04694
OG0006653	HUMAN13701	DROME10989, DROME10990
OG0006654	HUMAN25445	DROME20173
OG0006655	HUMAN23490, HUMAN23489	DROME18847
OG0006657	HUMAN07133	DROME19456, DROME19455
OG0006658	HUMAN08547	DROME21096
OG0006662	HUMAN05526	DROME19864
OG0006663	HUMAN18303	DROME13134
OG0006664	HUMAN23221	DROME04463
OG0006666	HUMAN28875	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	HUMAN09839	DROME06736
OG0006668	HUMAN17409	DROME09203, DROME09202, DROME09204
OG0006669	HUMAN23253	DROME09383
OG0006670	HUMAN02070, HUMAN02071	DROME03282
OG0006673	HUMAN18662, HUMAN18663	DROME03524
OG0006676	HUMAN26868	DROME04549
OG0006677	HUMAN16360, HUMAN16361	DROME21382
OG0006678	HUMAN13325, HUMAN13324	DROME02009
OG0006679	HUMAN03663	DROME03949, DROME03948
OG0006681	HUMAN27423, HUMAN27424	DROME07359, DROME07360
OG0006684	HUMAN26898, HUMAN26899, HUMAN26900	DROME10607
OG0006686	HUMAN29261	DROME10194
OG0006689	HUMAN09931	DROME16220, DROME06540
OG0006690	HUMAN01353	DROME00556
OG0006691	HUMAN12920, HUMAN12921	DROME16256
OG0006692	HUMAN12863, HUMAN12864	DROME03538
OG0006694	HUMAN25673	DROME08808
OG0006695	HUMAN05347, HUMAN05346	DROME15570
OG0006697	HUMAN03758	DROME13987
OG0006698	HUMAN28004	DROME10462, DROME10461
OG0006702	HUMAN00468	DROME02407
OG0006703	HUMAN27810	DROME12345
OG0006705	HUMAN21830, HUMAN21831	DROME10883
OG0006706	HUMAN01180	DROME18775
OG0006707	HUMAN20459, HUMAN20457, HUMAN20458	DROME19785
OG0006708	HUMAN28636, HUMAN28634, HUMAN28635	DROME07913
OG0006709	HUMAN17846	DROME12082
OG0006710	HUMAN28677	DROME13063, DROME13065, DROME13064
OG0006712	HUMAN19027	DROME09518, DROME09519
OG0006714	HUMAN24242, HUMAN24241	DROME13246
OG0006717	HUMAN04735	DROME10030
OG0006721	HUMAN15069, HUMAN15065	DROME06897
OG0006722	HUMAN10116	DROME04394
OG0006723	HUMAN01452	DROME17509
OG0006724	HUMAN00251, HUMAN00252	DROME13169
OG0006725	HUMAN20956	DROME01185
OG0006726	HUMAN25679	DROME11357
OG0006728	HUMAN13864, HUMAN13865	DROME19775
OG0006730	HUMAN01413	DROME10467
OG0006731	HUMAN15325	DROME07141
OG0006732	HUMAN17586	DROME16398
OG0006733	HUMAN04919	DROME12191, DROME12192
OG0006734	HUMAN25074	DROME14590
OG0006735	HUMAN06599	DROME21577
OG0006737	HUMAN10669	DROME08119
OG0006739	HUMAN28943	DROME14549
OG0006741	HUMAN20918	DROME13025
OG0006742	HUMAN30051, HUMAN22412	DROME17425
OG0006743	HUMAN29393	DROME14112
OG0006745	HUMAN21637	DROME12660
OG0006748	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505, HUMAN18506	DROME00422
OG0006749	HUMAN10255, HUMAN10254	DROME18950
OG0006750	HUMAN16679	DROME09705
OG0006753	HUMAN08651	DROME16826
OG0006754	HUMAN28391	DROME03000
OG0006755	HUMAN17392	DROME13740
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	DROME14155
OG0006758	HUMAN20524	DROME17868, DROME17867
OG0006760	HUMAN23407	DROME19427
OG0006762	HUMAN16948	DROME14028
OG0006765	HUMAN11017	DROME10592, DROME10591
OG0006766	HUMAN30336	DROME03426
OG0006768	HUMAN15305	DROME02900
OG0006769	HUMAN03966	DROME06420
OG0006770	HUMAN09788	DROME13620
OG0006772	HUMAN17212	DROME15798, DROME09251
OG0006777	HUMAN15487	DROME18870, DROME18871
OG0006780	HUMAN08729	DROME20962
OG0006791	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238	DROME09378, DROME09358, DROME12573
OG0006826	HUMAN23918	DROME14383
OG0006828	HUMAN23672	DROME08100, DROME08101, DROME21318
OG0006830	HUMAN12476	DROME11906
OG0006832	HUMAN08384, HUMAN08383	DROME16492, DROME16493
OG0006833	HUMAN11220	DROME06375
OG0006835	HUMAN05300	DROME02280, DROME02306
OG0006838	HUMAN10291	DROME08307
OG0006842	HUMAN14862	DROME20782
OG0006843	HUMAN28655	DROME06952
OG0006844	HUMAN09468	DROME01743
OG0006845	HUMAN04886	DROME17007
OG0006846	HUMAN08740, HUMAN08738	DROME08329
OG0006849	HUMAN16918	DROME03499
OG0006851	HUMAN03180	DROME10053
OG0006852	HUMAN26914	DROME13239
OG0006856	HUMAN10703, HUMAN10702, HUMAN10701	DROME17826
OG0006857	HUMAN29744	DROME13855
OG0006860	HUMAN11386	DROME20680, DROME20679
OG0006862	HUMAN08983	DROME15144
OG0006864	HUMAN10411	DROME02889
OG0006865	HUMAN07621	DROME12006
OG0006868	HUMAN20940	DROME14011, DROME14010
OG0006870	HUMAN17467, HUMAN17468	DROME14456
OG0006871	HUMAN02101	DROME13968
OG0006874	HUMAN21129	DROME19509
OG0006875	HUMAN05504	DROME18909
OG0006876	HUMAN01056	DROME04074
OG0006877	HUMAN09886	DROME14060
OG0006878	HUMAN01136	DROME10685, DROME10684
OG0006880	HUMAN21476	DROME13822
OG0006881	HUMAN04095	DROME07121
OG0006882	HUMAN11464	DROME09123
OG0006885	HUMAN20135	DROME10284
OG0006886	HUMAN29974	DROME21253
OG0006887	HUMAN12500	DROME13817
OG0006888	HUMAN25053	DROME19638
OG0006889	HUMAN11509	DROME21560, DROME21559
OG0006890	HUMAN03527	DROME08143
OG0006891	HUMAN04608	DROME18748
OG0006892	HUMAN18023	DROME00140
OG0006893	HUMAN13212, HUMAN13211, HUMAN13213	DROME12133
OG0006894	HUMAN13291	DROME05303
OG0006895	HUMAN03555	DROME01866
OG0006897	HUMAN23447	DROME19217
OG0006898	HUMAN11309	DROME10588, DROME10587
OG0006900	HUMAN25793	DROME09764, DROME09765
OG0006901	HUMAN18029, HUMAN18028	DROME11048, DROME14826
OG0006902	HUMAN27525	DROME14332
OG0006905	HUMAN19217	DROME14624, DROME14623
OG0006906	HUMAN11694	DROME15670
OG0006907	HUMAN16729, HUMAN16728, HUMAN16727	DROME02137, DROME02136
OG0006909	HUMAN29823	DROME06225
OG0006911	HUMAN04725	DROME14763
OG0006914	HUMAN28656	DROME08141
OG0006918	HUMAN28188	DROME03248
OG0006919	HUMAN22288	DROME06069
OG0006920	HUMAN07463	DROME01129
OG0006923	HUMAN00553, HUMAN00554	DROME11746
OG0006924	HUMAN23650	DROME14721
OG0006925	HUMAN09328	DROME11109
OG0006926	HUMAN00625	DROME00053
OG0006927	HUMAN14265	DROME11010
OG0006931	HUMAN27632, HUMAN27633	DROME11546
OG0006932	HUMAN20250	DROME16429
OG0006934	HUMAN07629, HUMAN07628	DROME00627
OG0006935	HUMAN28718	DROME17600
OG0006936	HUMAN03224	DROME12923
OG0006937	HUMAN13657	DROME00527
OG0006938	HUMAN20508, HUMAN20507	DROME14949
OG0006940	HUMAN12719	DROME19018, DROME19017
OG0006942	HUMAN04879, HUMAN04878	DROME17406
OG0006943	HUMAN03534	DROME05311, DROME05310, DROME05312
OG0006944	HUMAN20962	DROME07597
OG0006945	HUMAN18030	DROME04092, DROME04093
OG0006946	HUMAN29372	DROME06810
OG0006948	HUMAN20132, HUMAN20131	DROME10887
OG0006949	HUMAN09677	DROME17510
OG0006951	HUMAN26563	DROME19073
OG0006952	HUMAN29995, HUMAN28013	DROME11379
OG0006953	HUMAN11732	DROME15970
OG0006954	HUMAN08336	DROME13996, DROME13995
OG0006957	HUMAN24327	DROME16961
OG0006958	HUMAN29194, HUMAN29193	DROME12297
OG0006959	HUMAN02003	DROME10650
OG0006960	HUMAN21367	DROME21228
OG0006962	HUMAN00835, HUMAN00834	DROME03277
OG0006964	HUMAN25417	DROME19570
OG0006965	HUMAN22591, HUMAN22590	DROME01022, DROME14680, DROME01021
OG0006966	HUMAN21659	DROME12638, DROME12639
OG0006967	HUMAN20241	DROME01193
OG0006968	HUMAN28378	DROME19323
OG0006969	HUMAN22092, HUMAN22091	DROME16910
OG0006970	HUMAN04563	DROME11918
OG0006971	HUMAN07273	DROME11799, DROME11798
OG0006973	HUMAN25475	DROME15580
OG0006975	HUMAN00754	DROME07368
OG0006977	HUMAN21112	DROME16367
OG0006979	HUMAN09404	DROME08887
OG0006980	HUMAN21874	DROME12138
OG0006982	HUMAN18636, HUMAN18637	DROME16125
OG0006983	HUMAN00205, HUMAN00204	DROME07189
OG0006984	HUMAN06255	DROME08885
OG0006985	HUMAN20423	DROME14217
OG0006988	HUMAN15597, HUMAN15598	DROME01608
OG0006989	HUMAN18220	DROME21716, DROME21715, DROME01750
OG0006990	HUMAN03535, HUMAN03537, HUMAN03536	DROME10642
OG0006991	HUMAN19260	DROME04692
OG0006992	HUMAN03662	DROME13157
OG0006994	HUMAN17958, HUMAN17957, HUMAN17956	DROME04632
OG0006995	HUMAN20603	DROME04021
OG0006996	HUMAN16905, HUMAN16903, HUMAN16904	DROME01798
OG0006997	HUMAN20334, HUMAN20333, HUMAN20332	DROME06801
OG0006998	HUMAN13149	DROME01960
OG0006999	HUMAN28121	DROME11377
OG0007000	HUMAN17347, HUMAN17373	DROME11064, DROME16292
OG0007001	HUMAN06080	DROME08011
OG0007002	HUMAN29202	DROME07791
OG0007003	HUMAN15197	DROME00287
OG0007005	HUMAN26374	DROME09757
OG0007007	HUMAN05696, HUMAN05695	DROME00847
OG0007009	HUMAN28810	DROME17681
OG0007010	HUMAN22418	DROME01605
OG0007011	HUMAN05430	DROME20885
OG0007012	HUMAN22710	DROME22023
OG0007013	HUMAN12055	DROME01987
OG0007014	HUMAN03563, HUMAN03564	DROME08628
OG0007015	HUMAN19068	DROME19728
OG0007016	HUMAN11135	DROME20048
OG0007017	HUMAN26658	DROME16395
OG0007018	HUMAN24153	DROME04944
OG0007022	HUMAN17994	DROME14811
OG0007023	HUMAN21002	DROME06431
OG0007024	HUMAN26989	DROME17667, DROME19376
OG0007025	HUMAN13355, HUMAN13354	DROME04842
OG0007027	HUMAN20548, HUMAN20547	DROME20714
OG0007028	HUMAN02161	DROME21651
OG0007029	HUMAN02371	DROME01489
OG0007030	HUMAN23013, HUMAN23012	DROME20793
OG0007032	HUMAN19463	DROME01322
OG0007033	HUMAN18746	DROME18841
OG0007034	HUMAN06574, HUMAN06572, HUMAN06573	DROME06058
OG0007035	HUMAN05630	DROME00441, DROME00440
OG0007036	HUMAN24835	DROME10185
OG0007037	HUMAN17832, HUMAN17833	DROME13026
OG0007039	HUMAN08824, HUMAN08823	DROME20966, DROME20965
OG0007040	HUMAN30265	DROME02611
OG0007041	HUMAN10016	DROME00583, DROME00582
OG0007042	HUMAN26067	DROME08739
OG0007043	HUMAN03790	DROME02534
OG0007044	HUMAN05262, HUMAN22902	DROME05564
OG0007045	HUMAN00605	DROME14367, DROME14366
OG0007046	HUMAN25422, HUMAN25421	DROME15728
OG0007047	HUMAN24736	DROME00193, DROME00194
OG0007048	HUMAN26613, HUMAN26612	DROME01791, DROME19143
OG0007049	HUMAN11321, HUMAN11320	DROME16917
OG0007050	HUMAN22442	DROME06887
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	DROME16115
OG0007055	HUMAN19997	DROME01836
OG0007056	HUMAN11685, HUMAN11684	DROME21912
OG0007057	HUMAN03899	DROME16884
OG0007058	HUMAN05676	DROME16980
OG0007059	HUMAN03647	DROME17512, DROME17511, DROME17513
OG0007061	HUMAN03639	DROME21168
OG0007062	HUMAN21701	DROME01875
OG0007063	HUMAN15926	DROME04000
OG0007068	HUMAN22802, HUMAN22803	DROME19884
OG0007069	HUMAN08305	DROME19398
OG0007073	HUMAN18294	DROME16763
OG0007074	HUMAN21855	DROME01655
OG0007075	HUMAN27538	DROME11946
OG0007081	HUMAN12784, HUMAN12785	DROME01767, DROME01766
OG0007082	HUMAN06040	DROME01955, DROME01957, DROME01956, DROME01954
OG0007083	HUMAN24737	DROME03474
OG0007084	HUMAN28379	DROME17683, DROME09532
OG0007088	HUMAN28245, HUMAN28246	DROME22014
OG0007089	HUMAN05187	DROME12957
OG0007090	HUMAN01309	DROME20794
OG0007091	HUMAN00782	DROME06753
OG0007092	HUMAN08546	DROME18902, DROME06271
OG0007093	HUMAN11063	DROME16944
OG0007095	HUMAN16273	DROME11360
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	DROME14761
OG0007098	HUMAN11106	DROME02756
OG0007099	HUMAN02624	DROME16425
OG0007100	HUMAN25051	DROME01519, DROME01520
OG0007102	HUMAN17403	DROME07635, DROME09291, DROME09290
OG0007103	HUMAN03151, HUMAN03152	DROME15968, DROME15969
OG0007105	HUMAN17174	DROME03967
OG0007106	HUMAN21445	DROME13665
OG0007107	HUMAN24797	DROME06221
OG0007112	HUMAN09877	DROME21664, DROME21665
OG0007113	HUMAN20963	DROME08212
OG0007114	HUMAN20779	DROME08700
OG0007116	HUMAN06067	DROME18939
OG0007117	HUMAN06756	DROME09414
OG0007118	HUMAN25504	DROME16742
OG0007119	HUMAN01099	DROME02006
OG0007120	HUMAN23269, HUMAN23270	DROME12932
OG0007121	HUMAN25080, HUMAN25079	DROME14887
OG0007124	HUMAN17402, HUMAN17399	DROME19157
OG0007125	HUMAN21228	DROME00216
OG0007126	HUMAN02640, HUMAN04895	DROME01679
OG0007127	HUMAN26224	DROME14552
OG0007128	HUMAN13992, HUMAN13994	DROME09591
OG0007129	HUMAN24170, HUMAN24169, HUMAN03476	DROME09207, DROME09208
OG0007130	HUMAN06959	DROME03247
OG0007131	HUMAN23398	DROME17642
OG0007132	HUMAN28401, HUMAN28402	DROME04510
OG0007134	HUMAN03574, HUMAN03575	DROME13786, DROME13787
OG0007136	HUMAN09655	DROME06497
OG0007137	HUMAN15907	DROME08116
OG0007138	HUMAN02269	DROME13828
OG0007139	HUMAN24643	DROME20628, DROME22010, DROME22009, DROME19837
OG0007140	HUMAN14631	DROME15375, DROME15374
OG0007143	HUMAN16614	DROME02690
OG0007144	HUMAN02639	DROME12565, DROME12567, DROME12566
OG0007145	HUMAN13652	DROME13245
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	DROME11547
OG0007147	HUMAN21018	DROME17710
OG0007148	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566	DROME15555
OG0007150	HUMAN11018	DROME13333
OG0007151	HUMAN05431	DROME07790
OG0007153	HUMAN16995, HUMAN16996	DROME14766
OG0007154	HUMAN08481	DROME05203
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	DROME10619
OG0007160	HUMAN10993	DROME04948
OG0007163	HUMAN01780	DROME03396
OG0007164	HUMAN21192	DROME07185, DROME07184
OG0007165	HUMAN05595	DROME14270
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	DROME05148, DROME04552
OG0007171	HUMAN02655, HUMAN02654	DROME12461
OG0007173	HUMAN05355, HUMAN05354	DROME02748
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	DROME04393
OG0007175	HUMAN04157	DROME21360
OG0007176	HUMAN15324, HUMAN15323	DROME06904
OG0007177	HUMAN09300, HUMAN09299, HUMAN09301	DROME20944
OG0007178	HUMAN02113	DROME03988
OG0007180	HUMAN15073	DROME20745
OG0007181	HUMAN30517	DROME05345
OG0007183	HUMAN25330	DROME07166
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	DROME21036, DROME17546
OG0007186	HUMAN12868	DROME00062
OG0007187	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523	DROME15404
OG0007188	HUMAN17704	DROME20960
OG0007189	HUMAN20179, HUMAN20178	DROME05467
OG0007190	HUMAN26235	DROME16734
OG0007191	HUMAN23393, HUMAN23394	DROME03633
OG0007192	HUMAN17983	DROME21735
OG0007198	HUMAN24981	DROME19511, DROME19512
OG0007199	HUMAN28097	DROME11470, DROME11469
OG0007200	HUMAN03586, HUMAN03587	DROME00880, DROME00879
OG0007201	HUMAN24731, HUMAN24730	DROME18595
OG0007209	HUMAN24910	DROME20678
OG0007213	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181	DROME01745, DROME01746
OG0007248	HUMAN13700	DROME21365
OG0007251	HUMAN14332	DROME21854
OG0007253	HUMAN24536, HUMAN11254, HUMAN11253	DROME00305
OG0007254	HUMAN02644	DROME17212, DROME17211
OG0007256	HUMAN27031	DROME15121
OG0007258	HUMAN14003	DROME03306
OG0007260	HUMAN04843, HUMAN04844	DROME22107
OG0007261	HUMAN28587	DROME07070
OG0007264	HUMAN11107	DROME04401
OG0007266	HUMAN20046	DROME03348
OG0007267	HUMAN00847	DROME07785
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	DROME10599
OG0007271	HUMAN13263	DROME10780, DROME10781
OG0007274	HUMAN05717	DROME13219
OG0007275	HUMAN24919	DROME08181
OG0007279	HUMAN11856	DROME12978, DROME12980, DROME12979
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	DROME20512
OG0007281	HUMAN25958	DROME11415, DROME11416
OG0007282	HUMAN07231	DROME02027
OG0007288	HUMAN22785	DROME07470
OG0007289	HUMAN11499	DROME03667
OG0007291	HUMAN18973	DROME13803
OG0007292	HUMAN15636	DROME04984
OG0007296	HUMAN11360	DROME06821
OG0007298	HUMAN22758	DROME03253
OG0007299	HUMAN27718, HUMAN27719	DROME20621
OG0007300	HUMAN26544	DROME05437
OG0007301	HUMAN23169, HUMAN23170	DROME00949
OG0007302	HUMAN09166	DROME10695
OG0007303	HUMAN18735	DROME16338
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	DROME05565
OG0007305	HUMAN02006	DROME06380
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	DROME09353
OG0007307	HUMAN17065, HUMAN17066	DROME21844
OG0007309	HUMAN17011	DROME00052
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	DROME15097
OG0007316	HUMAN23083	DROME03218
OG0007317	HUMAN17014	DROME05767
OG0007319	HUMAN19188	DROME02096
OG0007321	HUMAN04956, HUMAN04955	DROME14886
OG0007322	HUMAN29064	DROME01656
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	DROME06979
OG0007325	HUMAN11525	DROME00772
OG0007329	HUMAN24733	DROME03540
OG0007330	HUMAN05264	DROME06616
OG0007331	HUMAN26953, HUMAN26952	DROME00081
OG0007333	HUMAN29576	DROME16724
OG0007334	HUMAN01738, HUMAN01739	DROME14550
OG0007335	HUMAN08862	DROME20744
OG0007336	HUMAN00761	DROME19792
OG0007339	HUMAN26218, HUMAN26219	DROME15967
OG0007340	HUMAN24905	DROME01190
OG0007341	HUMAN25872	DROME11695
OG0007342	HUMAN28838	DROME20920, DROME20921
OG0007343	HUMAN14176, HUMAN14177	DROME05240
OG0007344	HUMAN25001	DROME20098
OG0007345	HUMAN22717	DROME03586
OG0007347	HUMAN20415	DROME13215
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	DROME04078
OG0007351	HUMAN26021	DROME10598
OG0007352	HUMAN04641	DROME21703
OG0007354	HUMAN23192	DROME05477, DROME05476
OG0007355	HUMAN28384	DROME17231
OG0007356	HUMAN24980	DROME08592
OG0007357	HUMAN11281	DROME00169
OG0007358	HUMAN23692	DROME20269, DROME20268
OG0007359	HUMAN24471	DROME19146
OG0007360	HUMAN02160	DROME19459
OG0007361	HUMAN01585, HUMAN01584	DROME13934
OG0007363	HUMAN07700	DROME13676
OG0007364	HUMAN20228	DROME21809
OG0007365	HUMAN01007	DROME04793
OG0007366	HUMAN15080, HUMAN15079	DROME08151
OG0007367	HUMAN00909	DROME04903
OG0007368	HUMAN04400	DROME12399
OG0007370	HUMAN12243, HUMAN12242	DROME03968
OG0007371	HUMAN03496	DROME02186
OG0007374	HUMAN17107	DROME19817, DROME06981, DROME06980
OG0007375	HUMAN25512	DROME20148
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	DROME12395
OG0007377	HUMAN02116, HUMAN02117	DROME11841
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	DROME12005
OG0007379	HUMAN08973, HUMAN08972	DROME14877
OG0007382	HUMAN19380	DROME00478
OG0007385	HUMAN04317	DROME05965
OG0007386	HUMAN16767	DROME08936
OG0007387	HUMAN29057	DROME11857
OG0007388	HUMAN22118	DROME07430
OG0007389	HUMAN29100, HUMAN29099	DROME20485
OG0007391	HUMAN05345	DROME08685, DROME08686
OG0007393	HUMAN08660	DROME14294
OG0007394	HUMAN15894, HUMAN15893	DROME19789
OG0007395	HUMAN13460	DROME15690
OG0007396	HUMAN11000	DROME11407
OG0007397	HUMAN00870	DROME14953
OG0007399	HUMAN16123	DROME04756
OG0007400	HUMAN22018	DROME05763
OG0007401	HUMAN05484	DROME20204
OG0007403	HUMAN17254, HUMAN17253	DROME05771
OG0007405	HUMAN20387	DROME10897, DROME10896
OG0007407	HUMAN03483	DROME09567
OG0007408	HUMAN28141, HUMAN28142	DROME15350, DROME15352
OG0007409	HUMAN25552	DROME12956
OG0007411	HUMAN23663	DROME09875
OG0007412	HUMAN17545	DROME16298
OG0007413	HUMAN20818	DROME04023
OG0007414	HUMAN01057	DROME09035, DROME09036
OG0007416	HUMAN22361	DROME19013, DROME13286
OG0007417	HUMAN07346	DROME06465
OG0007418	HUMAN13111, HUMAN13110	DROME19454, DROME19453
OG0007419	HUMAN12142	DROME15814
OG0007421	HUMAN06697	DROME18796
OG0007422	HUMAN08465	DROME18166, DROME18165
OG0007423	HUMAN10490	DROME21225
OG0007424	HUMAN10237	DROME15021
OG0007425	HUMAN06193	DROME18621
OG0007427	HUMAN03785	DROME13387
OG0007431	HUMAN26226	DROME18094
OG0007432	HUMAN05575, HUMAN05574	DROME11099
OG0007433	HUMAN04271	DROME15002, DROME15003
OG0007438	HUMAN02955	DROME05724
OG0007439	HUMAN16947	DROME11359
OG0007442	HUMAN00969	DROME17214
OG0007445	HUMAN21386	DROME12184, DROME12185
OG0007446	HUMAN07376	DROME18838
OG0007450	HUMAN08573, HUMAN08574	DROME18174
OG0007451	HUMAN08166	DROME01044
OG0007452	HUMAN22554	DROME05562
OG0007453	HUMAN10744	DROME08632, DROME08631
OG0007454	HUMAN18226	DROME01936
OG0007455	HUMAN29667	DROME05407
OG0007456	HUMAN07199	DROME08553
OG0007457	HUMAN09838	DROME09037
OG0007458	HUMAN28978	DROME06115
OG0007459	HUMAN16778	DROME15675
OG0007460	HUMAN16832, HUMAN16830, HUMAN16831, HUMAN16829	DROME11931
OG0007461	HUMAN08943	DROME04326
OG0007462	HUMAN19637, HUMAN19636	DROME09094
OG0007463	HUMAN06999	DROME11508
OG0007470	HUMAN00938	DROME12837
OG0007472	HUMAN23723	DROME12085
OG0007473	HUMAN18188, HUMAN18186	DROME00942
OG0007476	HUMAN14444	DROME01998
OG0007477	HUMAN12723	DROME18579
OG0007478	HUMAN19940	DROME11578
OG0007480	HUMAN03711	DROME01310
OG0007481	HUMAN11840	DROME06787
OG0007482	HUMAN01581	DROME19386
OG0007483	HUMAN25804	DROME16379
OG0007484	HUMAN15505	DROME13008
OG0007488	HUMAN24932	DROME15720
OG0007490	HUMAN18581, HUMAN18580	DROME19319, DROME05428
OG0007491	HUMAN10273	DROME16108
OG0007492	HUMAN25121	DROME03070
OG0007493	HUMAN22084	DROME06082
OG0007495	HUMAN19626, HUMAN19624	DROME21169
OG0007496	HUMAN21064	DROME02361
OG0007498	HUMAN28184	DROME07302
OG0007499	HUMAN04823	DROME15554
OG0007501	HUMAN06876, HUMAN06874, HUMAN06875	DROME05481
OG0007503	HUMAN03266, HUMAN03263, HUMAN03264, HUMAN03265	DROME05006
OG0007504	HUMAN26616	DROME09511
OG0007507	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725	DROME07477, DROME07281
OG0007508	HUMAN29445	DROME11676, DROME11677
OG0007509	HUMAN12458	DROME00425, DROME08833
OG0007510	HUMAN00670, HUMAN00669	DROME16224
OG0007515	HUMAN25910	DROME00112
OG0007517	HUMAN04257	DROME17380, DROME17379
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	DROME00450
OG0007519	HUMAN15216, HUMAN15215	DROME11576
OG0007522	HUMAN08876	DROME12681, DROME06917
OG0007525	HUMAN01310	DROME18795
OG0007527	HUMAN14056	DROME11575
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	DROME18150
OG0007533	HUMAN18647	DROME10145
OG0007546	HUMAN20275	DROME08927, DROME08928, DROME08929, DROME08932, DROME08931, DROME12517, DROME12516, DROME12518, DROME12519, DROME00187
OG0007550	HUMAN14033, HUMAN11371	DROME03286
OG0007552	HUMAN10432, HUMAN10431, HUMAN20058	DROME14368
OG0007586	HUMAN28828	DROME07523
OG0007589	HUMAN23044	DROME13237
