Orthogroup	HUMAN	MOUSE
OG0011026	HUMAN00453	MOUSE34412
OG0011027	HUMAN04186	MOUSE45888
OG0011028	HUMAN22019	MOUSE15640, MOUSE15644, MOUSE15643, MOUSE15642, MOUSE15641
OG0011029	HUMAN07737	MOUSE13027
OG0011030	HUMAN09027	MOUSE08293
OG0011031	HUMAN03657	MOUSE21376, MOUSE21375, MOUSE21372, MOUSE21373, MOUSE21374, MOUSE21371
OG0011032	HUMAN13536, HUMAN13535, HUMAN13534	MOUSE06407
OG0011033	HUMAN20788	MOUSE53435
OG0011034	HUMAN22256	MOUSE36161
OG0011034	HUMAN21667, HUMAN21665, HUMAN21666, HUMAN21668	MOUSE29859, MOUSE29858, MOUSE29860
OG0011036	HUMAN19389, HUMAN19388	MOUSE16203
OG0011037	HUMAN23839, HUMAN23837	MOUSE09583
OG0011037	HUMAN23838	MOUSE09582
OG0011038	HUMAN08682, HUMAN08681	MOUSE07690
OG0011039	HUMAN30335	MOUSE54010
OG0011040	HUMAN02328	MOUSE23615
OG0011041	HUMAN00923	MOUSE33591
OG0011042	HUMAN05511	MOUSE51184, MOUSE51185
OG0011042	HUMAN05510	MOUSE51186
OG0011043	HUMAN15571	MOUSE43191, MOUSE43189, MOUSE43190, MOUSE43192, MOUSE43188, MOUSE43187
OG0011044	HUMAN03102	MOUSE11454, MOUSE11453, MOUSE11451, MOUSE11452, MOUSE11455
OG0011045	HUMAN27163	MOUSE39595, MOUSE39593, MOUSE39594
OG0011047	HUMAN16600, HUMAN16599	MOUSE06782, MOUSE06783, MOUSE06781
OG0011048	HUMAN16763	MOUSE35728, MOUSE35729, MOUSE35726, MOUSE35727, MOUSE35725
OG0011049	HUMAN29999	MOUSE54590
OG0011049	HUMAN05159	MOUSE45276
OG0011050	HUMAN05738	MOUSE50544
OG0011051	HUMAN17175	MOUSE40397, MOUSE40399
OG0011051	HUMAN17176	MOUSE40398
OG0011052	HUMAN05618	MOUSE50924, MOUSE40323, MOUSE50923, MOUSE50916, MOUSE50922
OG0011053	HUMAN00475	MOUSE34373
OG0011053	HUMAN25359	MOUSE32212
OG0011054	HUMAN16363, HUMAN16362	MOUSE42279, MOUSE42280, MOUSE42278
OG0011055	HUMAN20091	MOUSE14028
OG0011055	HUMAN20090	MOUSE14027
OG0011056	HUMAN01791	MOUSE24510, MOUSE24508, MOUSE01599, MOUSE30381, MOUSE30380, MOUSE30379, MOUSE30378, MOUSE30377
OG0011057	HUMAN25646	MOUSE00222
OG0011057	HUMAN25644	MOUSE00224, MOUSE00223
OG0011058	HUMAN24914	MOUSE17220
OG0011058	HUMAN29175	MOUSE25889, MOUSE25890
OG0011059	HUMAN29644	MOUSE55301, MOUSE55300
OG0011060	HUMAN24445, HUMAN24444	MOUSE09121, MOUSE09120, MOUSE09119
OG0011061	HUMAN23478	MOUSE10385
OG0011062	HUMAN07952	MOUSE11899
OG0011062	HUMAN07953	MOUSE11900, MOUSE11926, MOUSE11639, MOUSE11638, MOUSE11906
OG0011064	HUMAN05579, HUMAN05577, HUMAN05578	MOUSE51040, MOUSE51038, MOUSE51037, MOUSE51041, MOUSE51044, MOUSE51042, MOUSE51043
OG0011065	HUMAN23713	MOUSE19512, MOUSE19511, MOUSE19510
OG0011066	HUMAN17785, HUMAN17783, HUMAN17786, HUMAN17784, HUMAN17782	MOUSE26264, MOUSE26263, MOUSE26262, MOUSE26261, MOUSE26265
OG0011067	HUMAN29001	MOUSE32664, MOUSE32665, MOUSE32663
OG0011067	HUMAN29002	MOUSE32662
OG0011068	HUMAN24063	MOUSE19592
OG0011069	HUMAN20328	MOUSE14367
OG0011069	HUMAN20329, HUMAN20327	MOUSE14366
OG0011070	HUMAN15279	MOUSE43594, MOUSE43595, MOUSE43596, MOUSE43593
OG0011071	HUMAN01042	MOUSE33328, MOUSE33330, MOUSE33329
OG0011072	HUMAN02960	MOUSE25117
OG0011073	HUMAN21181, HUMAN21182	MOUSE16110
OG0011073	HUMAN07901	MOUSE47625
OG0011074	HUMAN18438	MOUSE22987, MOUSE22986, MOUSE22984, MOUSE22985
OG0011075	HUMAN22937	MOUSE48706, MOUSE48705, MOUSE48704, MOUSE48701, MOUSE48703, MOUSE48702
OG0011076	HUMAN12340	MOUSE04745, MOUSE04744, MOUSE04746
OG0011077	HUMAN06134, HUMAN06133	MOUSE41976, MOUSE41977, MOUSE41975, MOUSE41978
OG0011101	HUMAN19561	MOUSE17366
OG0011101	HUMAN19559	MOUSE17365
OG0011101	HUMAN19562	MOUSE17367
OG0011123	HUMAN01712, HUMAN01711, HUMAN01710, HUMAN01709, HUMAN01708	MOUSE30532, MOUSE30533, MOUSE30536, MOUSE30537, MOUSE30534, MOUSE30528, MOUSE30529, MOUSE30527, MOUSE30539
OG0011125	HUMAN28643	MOUSE32324, MOUSE55680, MOUSE32335, MOUSE55710, MOUSE32313, MOUSE32309, MOUSE32311, MOUSE32323, MOUSE55681, MOUSE55709, MOUSE32310
OG0011125	HUMAN23319	MOUSE10653
OG0011126	HUMAN23353	MOUSE10584
OG0011127	HUMAN24872	MOUSE17592, MOUSE17591, MOUSE17593
OG0011127	HUMAN24869, HUMAN24871	MOUSE17594
OG0011127	HUMAN24865, HUMAN24866	MOUSE17597, MOUSE17598
OG0011199	HUMAN22828	MOUSE40011, MOUSE40014
OG0011199	HUMAN22829	MOUSE40012, MOUSE40013
OG0011202	HUMAN04930	MOUSE20126
OG0011217	HUMAN10324	MOUSE16911, MOUSE16910
OG0011227	HUMAN03642	MOUSE21332
OG0011229	HUMAN06373	MOUSE14677
OG0011232	HUMAN11447	MOUSE49636, MOUSE49637
OG0011234	HUMAN25377	MOUSE32187, MOUSE32186
OG0011238	HUMAN06163	MOUSE42027
OG0011238	HUMAN04119	MOUSE45740
OG0011242	HUMAN08828	MOUSE07949, MOUSE07948
OG0011246	HUMAN25666	MOUSE00186
OG0011246	HUMAN25665	MOUSE00185
OG0011258	HUMAN09231	MOUSE27344
OG0011259	HUMAN20660	MOUSE53100
OG0011260	HUMAN24225	MOUSE03155, MOUSE03154
OG0011265	HUMAN23445	MOUSE10434, MOUSE10433
OG0011270	HUMAN03074	MOUSE11409
OG0011277	HUMAN17417	MOUSE21933, MOUSE21932, MOUSE21935, MOUSE21934
OG0011291	HUMAN16376	MOUSE42298, MOUSE42297
OG0011291	HUMAN16377	MOUSE42299
OG0011293	HUMAN30181	MOUSE54969
OG0011298	HUMAN19540	MOUSE16480
OG0011298	HUMAN02022	MOUSE24265
OG0011305	HUMAN22437, HUMAN22438	MOUSE36561
OG0011306	HUMAN15212	MOUSE43748, MOUSE43746, MOUSE43747
OG0011312	HUMAN28301, HUMAN28300	MOUSE13768
OG0011315	HUMAN09846	MOUSE51359, MOUSE51358
OG0011315	HUMAN22524	MOUSE36735, MOUSE36736
OG0011316	HUMAN07975	MOUSE11962, MOUSE11961, MOUSE11960, MOUSE11959, MOUSE11958
OG0011316	HUMAN07976	MOUSE11964, MOUSE11963
OG0011317	HUMAN24150	MOUSE02722
OG0011318	HUMAN12709	MOUSE05586, MOUSE05585
OG0011322	HUMAN22029	MOUSE15623
OG0011334	HUMAN29523	MOUSE53459
OG0011346	HUMAN04845	MOUSE20242
OG0011346	HUMAN04846	MOUSE20243
OG0011367	HUMAN07073	MOUSE01800, MOUSE01798
OG0011371	HUMAN29525	MOUSE53461
OG0011372	HUMAN23435, HUMAN23434	MOUSE48524, MOUSE48525, MOUSE48528, MOUSE48527, MOUSE48529, MOUSE48526, MOUSE33587, MOUSE33586, MOUSE10458
OG0011373	HUMAN21044	MOUSE11250, MOUSE11249
OG0011375	HUMAN17390, HUMAN17391	MOUSE21887
OG0011392	HUMAN21381	MOUSE15780, MOUSE15781, MOUSE15782
OG0011393	HUMAN29989	MOUSE54576
OG0011393	HUMAN07832	MOUSE47490, MOUSE47489
OG0011395	HUMAN00866, HUMAN00867	MOUSE33687
OG0011395	HUMAN14446, HUMAN14447	MOUSE18473
OG0011396	HUMAN19229	MOUSE29089, MOUSE29090, MOUSE29091, MOUSE29088, MOUSE29087
OG0011397	HUMAN00678, HUMAN00677	MOUSE34045, MOUSE34046, MOUSE34047
OG0011399	HUMAN25286	MOUSE52083, MOUSE52084
OG0011400	HUMAN03553, HUMAN03554, HUMAN03552	MOUSE21168
OG0011401	HUMAN01397	MOUSE31145, MOUSE31146
OG0011401	HUMAN21148	MOUSE40854, MOUSE40856, MOUSE40857, MOUSE40855
OG0011402	HUMAN26325	MOUSE39952, MOUSE39949, MOUSE39950
OG0011403	HUMAN20306	MOUSE14348, MOUSE14346, MOUSE14347
OG0011404	HUMAN02883	MOUSE24919, MOUSE24916, MOUSE24917, MOUSE24918
OG0011406	HUMAN04714	MOUSE20451
OG0011407	HUMAN23761	MOUSE03533, MOUSE03535, MOUSE03529, MOUSE03536
OG0011408	HUMAN23070	MOUSE48229, MOUSE48230
OG0011409	HUMAN22868	MOUSE29715, MOUSE29714, MOUSE29716, MOUSE29717
OG0011410	HUMAN23514	MOUSE10303
OG0011412	HUMAN28157	MOUSE13534, MOUSE13533, MOUSE13535, MOUSE13536, MOUSE13539, MOUSE13538, MOUSE13537
OG0011413	HUMAN21887	MOUSE15463
OG0011413	HUMAN21886, HUMAN21888	MOUSE15462
OG0011414	HUMAN16780	MOUSE35771, MOUSE35770
OG0011415	HUMAN29727	MOUSE53648
OG0011415	HUMAN19675, HUMAN30117	MOUSE54871
OG0011416	HUMAN00195, HUMAN00196	MOUSE34891, MOUSE34890
OG0011417	HUMAN17668	MOUSE23340
OG0011418	HUMAN19660, HUMAN19659	MOUSE01149, MOUSE01150
OG0011419	HUMAN00150	MOUSE34968, MOUSE34969
OG0011419	HUMAN05878, HUMAN05879	MOUSE41434
OG0011420	HUMAN23455	MOUSE10416, MOUSE10418, MOUSE10417
OG0011421	HUMAN14360	MOUSE18393
OG0011421	HUMAN28632	MOUSE32296
OG0011422	HUMAN03103, HUMAN03104	MOUSE11446
OG0011424	HUMAN23224	MOUSE13280
OG0011425	HUMAN07069	MOUSE01786
OG0011425	HUMAN26532	MOUSE35207, MOUSE35214
OG0011426	HUMAN14188	MOUSE01432
OG0011426	HUMAN14186, HUMAN14187	MOUSE01430, MOUSE01431
OG0011427	HUMAN07696	MOUSE47758, MOUSE47759, MOUSE47760
OG0011428	HUMAN29087	MOUSE32867, MOUSE32865, MOUSE32866
OG0011429	HUMAN21356	MOUSE15824
OG0011430	HUMAN23421	MOUSE10465, MOUSE10466, MOUSE10464, MOUSE10468, MOUSE10467
OG0011431	HUMAN12028	MOUSE03957
OG0011432	HUMAN24098	MOUSE03576, MOUSE03577
OG0011433	HUMAN02630	MOUSE49908, MOUSE49907, MOUSE49909
OG0011434	HUMAN03292	MOUSE11031, MOUSE11032, MOUSE11033
OG0011435	HUMAN02877	MOUSE24922
OG0011436	HUMAN11808	MOUSE04249, MOUSE04250
OG0011436	HUMAN18384	MOUSE22881
OG0011437	HUMAN04737	MOUSE20432
OG0011437	HUMAN18675	MOUSE27991
OG0011438	HUMAN13671	MOUSE18615
OG0011439	HUMAN19948	MOUSE02789, MOUSE02787, MOUSE02792
OG0011439	HUMAN19949	MOUSE02788
OG0011440	HUMAN11725	MOUSE04495, MOUSE04496, MOUSE04494, MOUSE04497, MOUSE04493, MOUSE04498
OG0011440	HUMAN11724	MOUSE04492
OG0011443	HUMAN30539, HUMAN30538, HUMAN30537, HUMAN30536	MOUSE54327
OG0011444	HUMAN05739	MOUSE50539, MOUSE50540
OG0011444	HUMAN05740	MOUSE50541, MOUSE50542
OG0011445	HUMAN29097	MOUSE32881, MOUSE32882
OG0011446	HUMAN28641, HUMAN28640, HUMAN28642	MOUSE32325, MOUSE32336, MOUSE55679, MOUSE55711, MOUSE32298
OG0011447	HUMAN12073, HUMAN12072, HUMAN12074, HUMAN12166, HUMAN12071	MOUSE03896, MOUSE03894, MOUSE03895
OG0011448	HUMAN02380	MOUSE23520, MOUSE23521, MOUSE23523, MOUSE23522
OG0011449	HUMAN23707, HUMAN23708	MOUSE19499, MOUSE19501, MOUSE19506, MOUSE19505, MOUSE19500
OG0011450	HUMAN02538	MOUSE24668, MOUSE24667, MOUSE24669
OG0011451	HUMAN23212	MOUSE13311, MOUSE13312, MOUSE13316, MOUSE13314, MOUSE13313, MOUSE13315, MOUSE13310
OG0011452	HUMAN18311	MOUSE22716, MOUSE22717, MOUSE22718, MOUSE22719
OG0011453	HUMAN20571, HUMAN20570	MOUSE18358, MOUSE18359
OG0011456	HUMAN05949	MOUSE41312, MOUSE41311
OG0011456	HUMAN00820	MOUSE33787
OG0011457	HUMAN23986	MOUSE19355, MOUSE19352, MOUSE19351, MOUSE19353, MOUSE19356, MOUSE19358, MOUSE19354, MOUSE19357
OG0011458	HUMAN09901	MOUSE52215, MOUSE52212, MOUSE52211
OG0011459	HUMAN24440	MOUSE09117, MOUSE09118
OG0011459	HUMAN24441, HUMAN24442, HUMAN24443	MOUSE09116
OG0011460	HUMAN14889, HUMAN14888, HUMAN14887	MOUSE17419
OG0011461	HUMAN13663	MOUSE18838
OG0011462	HUMAN18496	MOUSE23075, MOUSE23076, MOUSE23077, MOUSE23078
OG0011463	HUMAN10219	MOUSE17084
OG0011486	HUMAN20802	MOUSE53060
OG0011509	HUMAN02651, HUMAN02650	MOUSE49935, MOUSE49938, MOUSE49939, MOUSE49936, MOUSE49937, MOUSE49940
OG0011511	HUMAN23113	MOUSE48134, MOUSE48136, MOUSE48125, MOUSE48126
OG0011511	HUMAN23114, HUMAN23115	MOUSE48137, MOUSE48129, MOUSE48133, MOUSE48127, MOUSE48132
OG0011514	HUMAN10946, HUMAN10944, HUMAN10943	MOUSE46569, MOUSE46568
OG0011517	HUMAN26723	MOUSE38310
OG0011517	HUMAN26721	MOUSE38312, MOUSE38311
OG0011532	HUMAN01221, HUMAN01220	MOUSE31762
OG0011532	HUMAN01223	MOUSE31758, MOUSE31759, MOUSE31760, MOUSE31755, MOUSE31761, MOUSE31757, MOUSE31756
OG0011534	HUMAN08855	MOUSE08002, MOUSE08006, MOUSE08003, MOUSE08004, MOUSE08009, MOUSE08008, MOUSE08001, MOUSE08010, MOUSE07999, MOUSE07998, MOUSE08007, MOUSE08000
OG0011535	HUMAN10380, HUMAN15377, HUMAN15380, HUMAN15420, HUMAN15419, HUMAN15372, HUMAN15541, HUMAN15540, HUMAN15542, HUMAN15544, HUMAN15543, HUMAN15416	MOUSE43427
OG0011536	HUMAN11114	MOUSE49152
OG0011536	HUMAN11113	MOUSE49148, MOUSE49155, MOUSE49156, MOUSE49153, MOUSE49146, MOUSE49154, MOUSE49149, MOUSE49151, MOUSE49150, MOUSE49147
OG0011538	HUMAN14228	MOUSE01496, MOUSE01492, MOUSE01493, MOUSE01485, MOUSE01489, MOUSE01495, MOUSE01490, MOUSE01487, MOUSE01488, MOUSE01486, MOUSE01494, MOUSE01491
OG0011539	HUMAN14902	MOUSE17475
OG0011539	HUMAN14903, HUMAN14904	MOUSE01282
OG0011539	HUMAN14901	MOUSE17472, MOUSE17473, MOUSE17470, MOUSE17468, MOUSE17471, MOUSE17469
OG0011540	HUMAN16293, HUMAN16292, HUMAN16288, HUMAN16308, HUMAN16290, HUMAN16305, HUMAN16307, HUMAN16289, HUMAN16287, HUMAN16310, HUMAN16309, HUMAN16291	MOUSE42196
OG0011541	HUMAN20189	MOUSE14149, MOUSE14148, MOUSE14152, MOUSE14151, MOUSE14145, MOUSE14153, MOUSE14144, MOUSE14154, MOUSE14143, MOUSE14147, MOUSE14150, MOUSE14146
OG0011542	HUMAN20826	MOUSE52969
OG0011542	HUMAN20827	MOUSE52972, MOUSE52968, MOUSE52966, MOUSE52977, MOUSE52976, MOUSE52975, MOUSE52973, MOUSE52974, MOUSE52970, MOUSE52971
OG0011543	HUMAN24701	MOUSE17999
OG0011543	HUMAN24702, HUMAN24703	MOUSE17995, MOUSE17993, MOUSE17992, MOUSE17994, MOUSE17991, MOUSE17990, MOUSE17989
OG0011544	HUMAN25213	MOUSE52028
OG0011544	HUMAN25214	MOUSE52032, MOUSE52031, MOUSE52023, MOUSE52030, MOUSE52024, MOUSE52027, MOUSE52025, MOUSE52022, MOUSE52026, MOUSE52029
OG0011545	HUMAN27126, HUMAN27122, HUMAN27101, HUMAN27104, HUMAN27099, HUMAN27096, HUMAN27084, HUMAN27087, HUMAN27089, HUMAN27095, HUMAN27093, HUMAN27109	MOUSE39524
OG0011546	HUMAN27391, HUMAN27380, HUMAN27392, HUMAN27378, HUMAN27395, HUMAN27376, HUMAN27394, HUMAN27374, HUMAN27379, HUMAN27393, HUMAN27375	MOUSE47685, MOUSE47684
OG0011618	HUMAN07034, HUMAN07033, HUMAN07032	MOUSE01733
OG0011618	HUMAN07031	MOUSE01732
OG0011624	HUMAN25153	MOUSE18091
OG0011637	HUMAN00699	MOUSE33990
OG0011663	HUMAN11471	MOUSE49663, MOUSE49664
OG0011676	HUMAN00435	MOUSE34431
OG0011705	HUMAN14771, HUMAN14772	MOUSE48913
OG0011707	HUMAN09493	MOUSE51314, MOUSE51315
OG0011723	HUMAN02166	MOUSE23977, MOUSE23979
OG0011726	HUMAN05266	MOUSE45068
OG0011732	HUMAN22656	MOUSE39946
OG0011739	HUMAN22667	MOUSE39991
OG0011739	HUMAN22669	MOUSE39992, MOUSE39993
OG0011756	HUMAN21756	MOUSE06348
OG0011759	HUMAN22017	MOUSE15647
OG0011773	HUMAN01214	MOUSE31775
OG0011780	HUMAN30276	MOUSE53865
OG0011784	HUMAN23597	MOUSE10090
OG0011786	HUMAN16056, HUMAN16057	MOUSE33745
OG0011789	HUMAN05006	MOUSE20020
OG0011789	HUMAN10865	MOUSE46312, MOUSE46311, MOUSE46310
OG0011807	HUMAN24923	MOUSE17235, MOUSE06479, MOUSE17234
OG0011820	HUMAN28196	MOUSE13594, MOUSE13593
OG0011820	HUMAN18902	MOUSE28398
OG0011821	HUMAN29527	MOUSE53463
OG0011825	HUMAN29839, HUMAN29841	MOUSE53578, MOUSE53577, MOUSE53572
OG0011825	HUMAN29843	MOUSE53573
OG0011864	HUMAN25918	MOUSE38563, MOUSE38562
OG0011868	HUMAN04353	MOUSE27164
OG0011869	HUMAN20839	MOUSE52917
OG0011870	HUMAN01961	MOUSE24372, MOUSE24371, MOUSE24374, MOUSE24373, MOUSE24370
OG0011872	HUMAN08241	MOUSE07024
OG0011873	HUMAN13458	MOUSE06297
OG0011873	HUMAN10474	MOUSE15036
OG0011874	HUMAN03079	MOUSE11488, MOUSE11487
OG0011875	HUMAN15264	MOUSE43623, MOUSE43625, MOUSE43624, MOUSE43621, MOUSE43620, MOUSE43622, MOUSE43619
OG0011877	HUMAN06824	MOUSE02177
OG0011878	HUMAN06792	MOUSE02220
OG0011878	HUMAN04677	MOUSE20483
OG0011879	HUMAN05620	MOUSE50929, MOUSE50930, MOUSE50927, MOUSE50925, MOUSE50926, MOUSE50928
OG0011881	HUMAN30028	MOUSE54647, MOUSE54645, MOUSE54646
OG0011882	HUMAN01313	MOUSE31307, MOUSE31308, MOUSE31306
OG0011884	HUMAN19539	MOUSE16476, MOUSE16472, MOUSE16474, MOUSE16475, MOUSE16473
OG0011885	HUMAN29139	MOUSE26041, MOUSE26042
OG0011885	HUMAN29138	MOUSE26040
OG0011886	HUMAN27621, HUMAN27620	MOUSE12690, MOUSE12691
OG0011887	HUMAN21225	MOUSE16047, MOUSE16045
OG0011887	HUMAN21226, HUMAN21227	MOUSE16046
OG0011888	HUMAN29188	MOUSE25858
OG0011889	HUMAN24290	MOUSE09502, MOUSE09503, MOUSE09501, MOUSE09500
OG0011890	HUMAN24005	MOUSE19393, MOUSE19392, MOUSE19391
OG0011891	HUMAN11723	MOUSE04501, MOUSE04500, MOUSE04499
OG0011892	HUMAN15784	MOUSE42803
OG0011893	HUMAN22058	MOUSE37143
OG0011893	HUMAN24060	MOUSE19596
OG0011894	HUMAN00400	MOUSE34510
OG0011895	HUMAN11928	MOUSE04076
OG0011895	HUMAN11930	MOUSE04074, MOUSE04075
OG0011895	HUMAN11929	MOUSE04073
OG0011897	HUMAN15878	MOUSE42641, MOUSE42640
OG0011897	HUMAN15879	MOUSE42639, MOUSE42638
OG0011899	HUMAN09676, HUMAN09675, HUMAN09674	MOUSE51686
OG0011900	HUMAN21014	MOUSE11328, MOUSE11331
OG0011900	HUMAN21013	MOUSE11330, MOUSE11329
OG0011901	HUMAN02235	MOUSE23805, MOUSE23804
OG0011902	HUMAN05847, HUMAN05850, HUMAN05849, HUMAN05848	MOUSE41502, MOUSE41503, MOUSE41505, MOUSE41504
OG0011903	HUMAN06893	MOUSE02059, MOUSE02058, MOUSE02060, MOUSE02057
OG0011904	HUMAN26877	MOUSE39097, MOUSE39096, MOUSE39095, MOUSE39094, MOUSE39092, MOUSE39093
OG0011905	HUMAN20725	MOUSE53298, MOUSE53302, MOUSE53300, MOUSE53301, MOUSE53299
OG0011906	HUMAN18470, HUMAN18469, HUMAN18468	MOUSE23029
OG0011907	HUMAN24903	MOUSE17535, MOUSE17536
OG0011908	HUMAN30272	MOUSE53860
OG0011908	HUMAN21930, HUMAN16243	MOUSE15056
OG0011909	HUMAN23602	MOUSE10085
OG0011909	HUMAN23605	MOUSE10084
OG0011910	HUMAN29016	MOUSE32699, MOUSE32698, MOUSE32697, MOUSE32696, MOUSE32695, MOUSE32693, MOUSE32694
OG0011911	HUMAN07456	MOUSE12503
OG0011911	HUMAN07457	MOUSE12506, MOUSE12505
OG0011912	HUMAN02942	MOUSE25089, MOUSE25087, MOUSE25088
OG0011913	HUMAN23177	MOUSE09977, MOUSE09974, MOUSE09975, MOUSE09972, MOUSE09973
OG0011914	HUMAN22821	MOUSE31429, MOUSE31428, MOUSE31430, MOUSE31427, MOUSE31425, MOUSE31426
OG0011915	HUMAN12684	MOUSE05535, MOUSE05537, MOUSE05538, MOUSE05536
OG0011917	HUMAN16909	MOUSE18757, MOUSE18756, MOUSE18755
OG0011918	HUMAN03383, HUMAN03384	MOUSE11501
OG0011919	HUMAN27546, HUMAN27549, HUMAN27545	MOUSE12793, MOUSE12792, MOUSE12791
OG0011920	HUMAN26056	MOUSE35457
OG0011921	HUMAN09420	MOUSE27651
OG0011922	HUMAN17493, HUMAN17494, HUMAN17495	MOUSE27798, MOUSE27797
OG0011923	HUMAN19916	MOUSE37333
OG0011924	HUMAN23335	MOUSE10618
OG0011925	HUMAN14838, HUMAN14837	MOUSE48825
OG0011926	HUMAN17792	MOUSE26273, MOUSE26274
OG0011927	HUMAN14463, HUMAN14462	MOUSE18485, MOUSE18484
OG0011928	HUMAN21473	MOUSE40617, MOUSE40618, MOUSE40615, MOUSE40616
OG0011929	HUMAN09555, HUMAN09556	MOUSE51865, MOUSE51866, MOUSE51864
OG0011930	HUMAN24160	MOUSE03244
OG0011931	HUMAN22977, HUMAN22976	MOUSE30069, MOUSE30072, MOUSE30070, MOUSE30071, MOUSE30073
OG0011932	HUMAN12121, HUMAN12120	MOUSE03745
OG0011933	HUMAN15288	MOUSE43580, MOUSE43581, MOUSE43577, MOUSE43578, MOUSE43579
OG0011935	HUMAN21931	MOUSE15535
OG0011935	HUMAN21937	MOUSE15541
OG0011936	HUMAN08191	MOUSE12389, MOUSE12390, MOUSE12387, MOUSE12388, MOUSE12386
OG0011936	HUMAN08192	MOUSE12391
OG0011937	HUMAN02023	MOUSE24264
OG0011938	HUMAN14695	MOUSE50446
OG0011938	HUMAN14697	MOUSE50448, MOUSE50447
OG0011939	HUMAN30399	MOUSE54118
OG0011940	HUMAN23436	MOUSE10449, MOUSE10447, MOUSE10446
OG0011941	HUMAN22377, HUMAN22376	MOUSE36419, MOUSE36422, MOUSE36420, MOUSE36418, MOUSE36421
OG0011942	HUMAN10714	MOUSE46153, MOUSE46151, MOUSE46155, MOUSE46152, MOUSE46150
OG0011943	HUMAN00113	MOUSE35033, MOUSE35032
OG0011944	HUMAN24476	MOUSE09179, MOUSE09180
OG0011945	HUMAN20629	MOUSE53146, MOUSE53147
OG0011945	HUMAN20630	MOUSE53148
OG0011946	HUMAN02338, HUMAN02337	MOUSE23601, MOUSE23602
OG0011946	HUMAN06813	MOUSE02192, MOUSE02193, MOUSE02194
OG0011947	HUMAN22060	MOUSE37144
OG0011948	HUMAN22151	MOUSE36072, MOUSE36070, MOUSE36075, MOUSE36076, MOUSE36071, MOUSE36069, MOUSE36068
OG0011949	HUMAN03055	MOUSE41140
OG0011949	HUMAN03056	MOUSE41139, MOUSE41138
OG0011951	HUMAN10315, HUMAN10316, HUMAN10314	MOUSE16925, MOUSE16926, MOUSE16924, MOUSE16927, MOUSE16923
OG0011952	HUMAN09497	MOUSE52008, MOUSE52009, MOUSE52007, MOUSE52006
OG0011953	HUMAN07613, HUMAN07612	MOUSE12930, MOUSE12929
OG0011975	HUMAN10031	MOUSE44760
OG0011975	HUMAN10033	MOUSE44761
OG0011977	HUMAN14617	MOUSE50330
OG0011978	HUMAN20920	MOUSE52739, MOUSE52740, MOUSE52741, MOUSE52742, MOUSE52738, MOUSE52736
OG0011978	HUMAN20921	MOUSE52737
OG0011981	HUMAN07974	MOUSE11949, MOUSE11946, MOUSE11948, MOUSE11952, MOUSE11950, MOUSE11947
OG0012008	HUMAN03046	MOUSE41153, MOUSE41155, MOUSE41154
OG0012008	HUMAN15265, HUMAN15268, HUMAN15266, HUMAN15267	MOUSE43618, MOUSE43616
OG0012009	HUMAN24642, HUMAN00538	MOUSE34267, MOUSE34264, MOUSE34266, MOUSE34263, MOUSE48655, MOUSE18732, MOUSE18242, MOUSE34265
OG0012010	HUMAN30046, HUMAN30047	MOUSE13423, MOUSE33854
OG0012036	HUMAN05201	MOUSE26765
OG0012038	HUMAN08007	MOUSE12067, MOUSE12107, MOUSE12068, MOUSE12108, MOUSE12153, MOUSE12152, MOUSE12164, MOUSE12028, MOUSE12044, MOUSE12134, MOUSE12084
OG0012039	HUMAN09274	MOUSE27437, MOUSE27431, MOUSE27430
OG0012039	HUMAN09275, HUMAN09273	MOUSE27436, MOUSE27429, MOUSE27433, MOUSE27434, MOUSE27435, MOUSE27432
OG0012040	HUMAN11184	MOUSE49282, MOUSE49283, MOUSE49292, MOUSE49290, MOUSE49281, MOUSE49284, MOUSE49288, MOUSE49285, MOUSE49286, MOUSE49287, MOUSE49289
OG0012174	HUMAN09503	MOUSE51995
OG0012200	HUMAN03612	MOUSE21278
OG0012202	HUMAN04833	MOUSE20278, MOUSE20277, MOUSE20279, MOUSE20282, MOUSE20283, MOUSE20280, MOUSE20276
OG0012205	HUMAN19048, HUMAN19046, HUMAN19045, HUMAN19047	MOUSE13422
OG0012208	HUMAN04567	MOUSE26644, MOUSE26645, MOUSE26646
OG0012215	HUMAN00094, HUMAN00095	MOUSE35070, MOUSE35072, MOUSE35071, MOUSE35073
OG0012215	HUMAN00093	MOUSE35069
OG0012219	HUMAN28081	MOUSE13405
OG0012237	HUMAN22294	MOUSE36227, MOUSE36226
OG0012290	HUMAN08582	MOUSE07484, MOUSE07483
OG0012298	HUMAN02284	MOUSE23691, MOUSE23690
OG0012333	HUMAN15495	MOUSE43290
OG0012340	HUMAN24513	MOUSE09227
OG0012345	HUMAN12492	MOUSE05293
OG0012350	HUMAN25837	MOUSE55242
OG0012350	HUMAN00542	MOUSE55241
OG0012364	HUMAN15343	MOUSE43464
OG0012371	HUMAN07237	MOUSE37520, MOUSE37518
OG0012394	HUMAN04087	MOUSE45654, MOUSE45653
OG0012395	HUMAN07813	MOUSE13137, MOUSE13135, MOUSE13136
OG0012396	HUMAN15209	MOUSE43753, MOUSE43754, MOUSE43751
OG0012396	HUMAN15208	MOUSE43752
OG0012397	HUMAN27403	MOUSE48034, MOUSE48033
OG0012398	HUMAN09777	MOUSE51504
