Orthogroup	HUMAN	APOSC_ok
OG0007069	HUMAN08305	APOSC_05193
OG0007071	HUMAN01176	APOSC_27041
OG0007072	HUMAN15242	APOSC_14835
OG0007073	HUMAN18294	APOSC_00327
OG0007074	HUMAN21855	APOSC_19473
OG0007075	HUMAN27538	APOSC_03866
OG0007076	HUMAN06733	APOSC_05680, APOSC_05681
OG0007077	HUMAN22402	APOSC_28490
OG0007078	HUMAN20580	APOSC_08234
OG0007079	HUMAN16618	APOSC_23613
OG0007080	HUMAN16649, HUMAN16648	APOSC_29043
OG0007081	HUMAN12784, HUMAN12785	APOSC_19187
OG0007082	HUMAN06040	APOSC_05786
OG0007083	HUMAN24737	APOSC_23920
OG0007084	HUMAN28379	APOSC_07815
OG0007085	HUMAN11176	APOSC_12901
OG0007086	HUMAN06730	APOSC_01919
OG0007087	HUMAN25159	APOSC_20929
OG0007088	HUMAN28245, HUMAN28246	APOSC_03055
OG0007089	HUMAN05187	APOSC_22753
OG0007090	HUMAN01309	APOSC_18836
OG0007091	HUMAN00782	APOSC_23447
OG0007092	HUMAN08546	APOSC_10609
OG0007093	HUMAN11063	APOSC_27296
OG0007094	HUMAN08444	APOSC_17231
OG0007095	HUMAN16273	APOSC_12306
OG0007096	HUMAN24538	APOSC_21381
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	APOSC_22424
OG0007098	HUMAN11106	APOSC_27550
OG0007099	HUMAN02624	APOSC_13497
OG0007100	HUMAN25051	APOSC_06224
OG0007102	HUMAN17403	APOSC_04717
OG0007103	HUMAN03151, HUMAN03152	APOSC_20501
OG0007104	HUMAN07585, HUMAN30241	APOSC_20485
OG0007105	HUMAN17174	APOSC_00982
OG0007106	HUMAN21445	APOSC_15406
OG0007107	HUMAN24797	APOSC_13860
OG0007108	HUMAN26396	APOSC_08652
OG0007111	HUMAN14065, HUMAN14067	APOSC_24673
OG0007112	HUMAN09877	APOSC_07955
OG0007113	HUMAN20963	APOSC_26888
OG0007114	HUMAN20779	APOSC_24702
OG0007116	HUMAN06067	APOSC_21841
OG0007117	HUMAN06756	APOSC_03236, APOSC_03235
OG0007118	HUMAN25504	APOSC_04848
OG0007119	HUMAN01099	APOSC_26478
OG0007120	HUMAN23269, HUMAN23270	APOSC_09342
OG0007121	HUMAN25079	APOSC_06429, APOSC_06430
OG0007122	HUMAN00210, HUMAN00211	APOSC_21045
OG0007123	HUMAN03448	APOSC_11213, APOSC_12000, APOSC_11999
OG0007124	HUMAN17402, HUMAN17399	APOSC_18196
OG0007125	HUMAN21228	APOSC_16964
OG0007126	HUMAN02640, HUMAN04895	APOSC_04894
OG0007127	HUMAN26224	APOSC_05902
OG0007128	HUMAN13992, HUMAN13994	APOSC_24957
OG0007130	HUMAN06959	APOSC_03999
OG0007131	HUMAN23398	APOSC_10588
OG0007132	HUMAN28401, HUMAN28402	APOSC_16704
OG0007133	HUMAN23555	APOSC_06050
OG0007134	HUMAN03574	APOSC_24007
OG0007135	HUMAN09538	APOSC_09007
OG0007136	HUMAN09655	APOSC_19499
OG0007137	HUMAN15907	APOSC_15395
OG0007138	HUMAN02269	APOSC_25998
OG0007139	HUMAN24643	APOSC_13534
OG0007140	HUMAN14631	APOSC_28245
OG0007141	HUMAN20130	APOSC_12832
OG0007142	HUMAN07698, HUMAN17519	APOSC_05928
OG0007143	HUMAN16614	APOSC_09027
OG0007144	HUMAN02639	APOSC_18396
OG0007145	HUMAN13652	APOSC_05978
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	APOSC_01991
OG0007147	HUMAN21018	APOSC_00758
OG0007148	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566	APOSC_24246
OG0007149	HUMAN19282, HUMAN09208	APOSC_26311, APOSC_16822
OG0007150	HUMAN11018	APOSC_13696
OG0007151	HUMAN05431	APOSC_16201
OG0007152	HUMAN01901	APOSC_26651, APOSC_26652
OG0007153	HUMAN16995, HUMAN16996	APOSC_21808, APOSC_21809
OG0007154	HUMAN08481	APOSC_09623
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	APOSC_06197, APOSC_06198
OG0007160	HUMAN10993	APOSC_27732
OG0007161	HUMAN27982, HUMAN11267	APOSC_15986
OG0007162	HUMAN15307, HUMAN15308	APOSC_04745
OG0007162	HUMAN15309	APOSC_06296
OG0007163	HUMAN01780	APOSC_06910
OG0007164	HUMAN21192	APOSC_03942
OG0007165	HUMAN05594	APOSC_19324
OG0007165	HUMAN05595	APOSC_07907
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	APOSC_23211
OG0007168	HUMAN19655, HUMAN19656	APOSC_08582, APOSC_08583, APOSC_15837, APOSC_15836, APOSC_28706
OG0007171	HUMAN02655, HUMAN02654	APOSC_13248
OG0007173	HUMAN05355, HUMAN05354	APOSC_26787
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	APOSC_10018
OG0007175	HUMAN04157	APOSC_18003
OG0007176	HUMAN15324, HUMAN15323	APOSC_24850
OG0007177	HUMAN09300, HUMAN09299	APOSC_15721, APOSC_15720
OG0007178	HUMAN02113	APOSC_26910
OG0007179	HUMAN21518	APOSC_05209
OG0007180	HUMAN15073	APOSC_09778
OG0007181	HUMAN30517	APOSC_25559
OG0007182	HUMAN11844	APOSC_09478
OG0007183	HUMAN25330	APOSC_18541
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	APOSC_00822, APOSC_17205
OG0007186	HUMAN12868	APOSC_13894
OG0007187	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523	APOSC_08009
OG0007188	HUMAN17704	APOSC_25381
OG0007189	HUMAN20179, HUMAN20178	APOSC_00608
OG0007190	HUMAN26235	APOSC_04882, APOSC_05549
OG0007191	HUMAN23393, HUMAN23394	APOSC_12579
OG0007192	HUMAN17983	APOSC_09506
OG0007198	HUMAN24981	APOSC_09976
OG0007199	HUMAN28097	APOSC_10274
OG0007200	HUMAN03586, HUMAN03587	APOSC_12718
OG0007201	HUMAN24731, HUMAN24730	APOSC_14691
OG0007248	HUMAN13700	APOSC_03737, APOSC_03736
OG0007250	HUMAN07633	APOSC_24667
OG0007251	HUMAN14332	APOSC_28896
OG0007252	HUMAN22688, HUMAN22689	APOSC_19542
OG0007253	HUMAN24536, HUMAN11254, HUMAN11253	APOSC_09890
OG0007254	HUMAN02644	APOSC_05593
OG0007255	HUMAN26073, HUMAN26075, HUMAN26074	APOSC_02937
OG0007256	HUMAN27031	APOSC_13604
OG0007258	HUMAN14003	APOSC_09346
OG0007260	HUMAN04843, HUMAN04844	APOSC_02101, APOSC_02137
OG0007261	HUMAN28587	APOSC_15857
OG0007264	HUMAN11107	APOSC_03686
OG0007266	HUMAN20046	APOSC_11708
OG0007267	HUMAN00847, HUMAN00846	APOSC_12090
OG0007268	HUMAN21302	APOSC_14984
OG0007270	HUMAN07724	APOSC_12135
OG0007271	HUMAN13263	APOSC_24548
OG0007272	HUMAN00327	APOSC_03969
OG0007273	HUMAN16012	APOSC_01670
OG0007274	HUMAN05717	APOSC_15030
OG0007275	HUMAN24919, HUMAN06744	APOSC_04072
OG0007276	HUMAN28796	APOSC_28587
OG0007277	HUMAN25865	APOSC_08684
OG0007279	HUMAN11856	APOSC_06293, APOSC_26833
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	APOSC_05359
OG0007281	HUMAN25958	APOSC_24565
OG0007282	HUMAN07231	APOSC_22102
OG0007283	HUMAN12155	APOSC_17484
OG0007284	HUMAN00555, HUMAN29707, HUMAN29706	APOSC_15160
OG0007285	HUMAN25396, HUMAN25395	APOSC_09662
OG0007288	HUMAN22785	APOSC_01075, APOSC_25609
OG0007289	HUMAN11499	APOSC_19502
OG0007290	HUMAN15228	APOSC_09809
OG0007291	HUMAN18973	APOSC_20720, APOSC_20719
OG0007292	HUMAN15636	APOSC_15788
OG0007293	HUMAN28207	APOSC_05980
OG0007294	HUMAN20782, HUMAN20781	APOSC_17131
OG0007295	HUMAN22795	APOSC_20953, APOSC_20952
OG0007296	HUMAN11360	APOSC_15801
OG0007297	HUMAN29826, HUMAN29827	APOSC_18063
OG0007298	HUMAN22758	APOSC_22995
OG0007300	HUMAN26544	APOSC_25712
OG0007301	HUMAN23169, HUMAN23170	APOSC_25373
OG0007302	HUMAN09166	APOSC_29071
OG0007303	HUMAN18735	APOSC_26419, APOSC_26418
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	APOSC_17074
OG0007305	HUMAN02006	APOSC_13539
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	APOSC_00386
OG0007307	HUMAN17065, HUMAN17066	APOSC_26088
OG0007308	HUMAN20559	APOSC_03628, APOSC_03629
OG0007309	HUMAN17011	APOSC_15232
OG0007310	HUMAN05294	APOSC_26420
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	APOSC_28830
OG0007314	HUMAN02534	APOSC_00085
OG0007316	HUMAN23083	APOSC_20938
OG0007317	HUMAN17014	APOSC_09236
OG0007318	HUMAN20909	APOSC_27333
OG0007319	HUMAN19188	APOSC_28563
OG0007320	HUMAN09645	APOSC_09070
OG0007321	HUMAN04956, HUMAN04955	APOSC_08246
OG0007322	HUMAN29064	APOSC_15004
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	APOSC_21806
OG0007325	HUMAN11525	APOSC_16460
OG0007326	HUMAN09593	APOSC_06448
OG0007327	HUMAN11975, HUMAN11976	APOSC_00135
OG0007328	HUMAN03776	APOSC_01312
OG0007329	HUMAN24733	APOSC_17623
OG0007330	HUMAN05264	APOSC_23615
OG0007331	HUMAN26953, HUMAN26952	APOSC_06014, APOSC_12252
OG0007333	HUMAN29576	APOSC_01580
OG0007334	HUMAN01738, HUMAN01739	APOSC_17842
OG0007335	HUMAN08862	APOSC_14641
OG0007336	HUMAN00761	APOSC_00569
OG0007337	HUMAN25483	APOSC_02309
OG0007338	HUMAN06830, HUMAN06827, HUMAN06828	APOSC_05870
OG0007339	HUMAN26218, HUMAN26219	APOSC_03135
OG0007341	HUMAN25872	APOSC_24434
OG0007342	HUMAN28838	APOSC_22103
OG0007343	HUMAN14176, HUMAN14177	APOSC_25429
OG0007344	HUMAN25001	APOSC_25620
OG0007345	HUMAN22717	APOSC_24827
OG0007347	HUMAN20415	APOSC_08865
OG0007348	HUMAN07623	APOSC_20245
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	APOSC_23223
OG0007351	HUMAN26020, HUMAN26021	APOSC_10204
OG0007352	HUMAN04641	APOSC_08520
OG0007353	HUMAN11061, HUMAN11060	APOSC_26202
OG0007354	HUMAN23192	APOSC_14859
OG0007355	HUMAN28384	APOSC_15367
OG0007356	HUMAN24980	APOSC_03184
OG0007357	HUMAN11281	APOSC_21551
OG0007358	HUMAN23692	APOSC_06636
OG0007359	HUMAN24471	APOSC_02421
OG0007360	HUMAN02160	APOSC_08047
OG0007361	HUMAN01585, HUMAN01584	APOSC_07077
OG0007363	HUMAN07700	APOSC_09409
OG0007364	HUMAN20228	APOSC_17982
OG0007365	HUMAN01007	APOSC_27987
OG0007366	HUMAN15080, HUMAN15079	APOSC_07261
OG0007367	HUMAN00909	APOSC_14422
OG0007368	HUMAN04400	APOSC_00449
OG0007369	HUMAN18171	APOSC_21876
OG0007370	HUMAN12243, HUMAN12242	APOSC_07343
OG0007371	HUMAN03496	APOSC_05073, APOSC_05074
OG0007372	HUMAN15886	APOSC_14301
OG0007373	HUMAN25169	APOSC_14544
OG0007374	HUMAN17107	APOSC_22886
OG0007375	HUMAN25512	APOSC_08016
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	APOSC_17658
OG0007377	HUMAN02116, HUMAN02117	APOSC_24138
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	APOSC_02419, APOSC_02420
OG0007379	HUMAN08973, HUMAN08972	APOSC_16042
OG0007380	HUMAN13807	APOSC_13102
OG0007381	HUMAN13546	APOSC_27746, APOSC_27745
OG0007382	HUMAN19380	APOSC_16338
OG0007384	HUMAN16675	APOSC_20809
OG0007385	HUMAN04317	APOSC_03876
OG0007386	HUMAN16767	APOSC_04054
OG0007387	HUMAN29057	APOSC_06916
OG0007388	HUMAN22118	APOSC_17547
OG0007389	HUMAN29100, HUMAN29099	APOSC_03633
OG0007390	HUMAN25915	APOSC_28975, APOSC_09958
OG0007391	HUMAN05345	APOSC_00054
OG0007392	HUMAN28583	APOSC_20092
OG0007393	HUMAN08660	APOSC_12259
OG0007394	HUMAN15894, HUMAN15893	APOSC_00711
OG0007395	HUMAN13460	APOSC_23644
OG0007396	HUMAN11000	APOSC_12497
OG0007397	HUMAN00870	APOSC_04277
OG0007399	HUMAN16123	APOSC_10673
OG0007400	HUMAN22018	APOSC_25122
OG0007401	HUMAN05484	APOSC_10465
OG0007402	HUMAN10240, HUMAN10238	APOSC_00968
OG0007403	HUMAN17254, HUMAN17253	APOSC_28964
OG0007405	HUMAN20387	APOSC_09312
OG0007406	HUMAN19713	APOSC_15372
OG0007407	HUMAN03483	APOSC_10545
OG0007408	HUMAN28141, HUMAN28142	APOSC_27587
OG0007409	HUMAN25552	APOSC_14637
OG0007410	HUMAN20271, HUMAN12126	APOSC_13940
OG0007411	HUMAN23663	APOSC_14970
OG0007412	HUMAN17545	APOSC_03576
OG0007413	HUMAN20818	APOSC_08895
OG0007414	HUMAN01057	APOSC_19745
OG0007415	HUMAN12759	APOSC_03560
OG0007416	HUMAN22361	APOSC_12793
OG0007417	HUMAN07346	APOSC_21158
OG0007418	HUMAN13111, HUMAN13110	APOSC_05342
OG0007419	HUMAN12142	APOSC_03939
OG0007421	HUMAN06697	APOSC_01857
OG0007422	HUMAN08465	APOSC_09386
OG0007423	HUMAN10490	APOSC_13864
OG0007424	HUMAN10237	APOSC_14283
OG0007425	HUMAN06193	APOSC_10510
OG0007427	HUMAN03785	APOSC_17844
OG0007428	HUMAN20678	APOSC_18209
OG0007429	HUMAN06934	APOSC_15937, APOSC_15938
OG0007430	HUMAN21194	APOSC_07726
OG0007431	HUMAN26226	APOSC_16398
OG0007432	HUMAN05574	APOSC_27468
OG0007433	HUMAN04271	APOSC_15519
OG0007434	HUMAN10246	APOSC_05301, APOSC_15399
OG0007435	HUMAN20583	APOSC_02032
OG0007437	HUMAN17137	APOSC_08991
OG0007438	HUMAN02955	APOSC_24617
OG0007439	HUMAN16947	APOSC_15942
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419	APOSC_25156
OG0007441	HUMAN13782	APOSC_09470
OG0007442	HUMAN00969	APOSC_05686
OG0007443	HUMAN07149	APOSC_06512
OG0007445	HUMAN21386	APOSC_27335
OG0007446	HUMAN07376	APOSC_06202
OG0007447	HUMAN22922	APOSC_04248
OG0007448	HUMAN14222, HUMAN14221	APOSC_21259
OG0007450	HUMAN08573, HUMAN08574	APOSC_24868
OG0007451	HUMAN08166	APOSC_03436
OG0007452	HUMAN22554	APOSC_13061
OG0007453	HUMAN10744	APOSC_11031
OG0007454	HUMAN18226	APOSC_23331
OG0007455	HUMAN29667	APOSC_14525
OG0007456	HUMAN07199	APOSC_27800
OG0007457	HUMAN09838	APOSC_18601
OG0007458	HUMAN28978	APOSC_00473
OG0007459	HUMAN16778	APOSC_03345
OG0007460	HUMAN16831, HUMAN16829	APOSC_13905
OG0007461	HUMAN08943	APOSC_28835
OG0007462	HUMAN19637, HUMAN19636	APOSC_13842
OG0007463	HUMAN06999	APOSC_09528
OG0007464	HUMAN26087	APOSC_25571, APOSC_25570
OG0007465	HUMAN13093	APOSC_11740
OG0007466	HUMAN09405	APOSC_17418
OG0007467	HUMAN28516	APOSC_13611
OG0007468	HUMAN22128	APOSC_12434
OG0007470	HUMAN00938, HUMAN00332, HUMAN00937	APOSC_28856
OG0007471	HUMAN07932	APOSC_14448
OG0007472	HUMAN23723	APOSC_01349
OG0007473	HUMAN18188, HUMAN18186	APOSC_27428, APOSC_27429
OG0007473	HUMAN18187	APOSC_20119
OG0007474	HUMAN05615	APOSC_06877
OG0007476	HUMAN14444	APOSC_12767
OG0007477	HUMAN12723	APOSC_11620
OG0007478	HUMAN19940	APOSC_00149
OG0007479	HUMAN25924, HUMAN25925, HUMAN25923	APOSC_05417
OG0007480	HUMAN03711	APOSC_16083
OG0007481	HUMAN11840	APOSC_11072
OG0007482	HUMAN01581	APOSC_11382
OG0007483	HUMAN25804	APOSC_19340
OG0007484	HUMAN15505	APOSC_03384, APOSC_10885
OG0007485	HUMAN08408	APOSC_01104, APOSC_01105
OG0007486	HUMAN03242	APOSC_15650
OG0007487	HUMAN00801	APOSC_28323
OG0007488	HUMAN24932	APOSC_10046
OG0007489	HUMAN08300, HUMAN08303, HUMAN08301	APOSC_15853, APOSC_13134
OG0007490	HUMAN18581, HUMAN18580	APOSC_06228
OG0007491	HUMAN10273	APOSC_20172
OG0007492	HUMAN25121	APOSC_19304, APOSC_19305
OG0007493	HUMAN22084	APOSC_15913, APOSC_15912
OG0007494	HUMAN16086	APOSC_05908
OG0007495	HUMAN19626, HUMAN19624	APOSC_17790
OG0007496	HUMAN21064	APOSC_07260, APOSC_23340
OG0007497	HUMAN02092, HUMAN02091	APOSC_08478
OG0007498	HUMAN28184	APOSC_08188
OG0007499	HUMAN04823	APOSC_16910, APOSC_16911
OG0007500	HUMAN21907	APOSC_21410
OG0007501	HUMAN06876, HUMAN06874, HUMAN06875	APOSC_28090, APOSC_28089
OG0007503	HUMAN03263, HUMAN03264, HUMAN03265	APOSC_15711
OG0007504	HUMAN26616	APOSC_22782
OG0007507	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725	APOSC_18497, APOSC_18498
OG0007508	HUMAN29445	APOSC_13088
OG0007509	HUMAN12458	APOSC_28922
OG0007510	HUMAN00670, HUMAN00669	APOSC_02927
OG0007513	HUMAN02838	APOSC_24535
OG0007514	HUMAN23377, HUMAN00924	APOSC_03963
OG0007515	HUMAN25910	APOSC_21428
OG0007517	HUMAN04257	APOSC_06793
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	APOSC_11498
OG0007519	HUMAN15216, HUMAN15215	APOSC_16685
OG0007520	HUMAN20799, HUMAN17640, HUMAN17646, HUMAN20798	APOSC_15336
OG0007522	HUMAN08876	APOSC_14152
OG0007524	HUMAN26701, HUMAN30360	APOSC_20152
OG0007525	HUMAN01310	APOSC_09924
OG0007527	HUMAN14056	APOSC_24874
OG0007528	HUMAN01170	APOSC_26491, APOSC_26492
OG0007529	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629	APOSC_12650
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	APOSC_03072
OG0007533	HUMAN18647	APOSC_01449
OG0007582	HUMAN23412, HUMAN23413, HUMAN23411	APOSC_22783
OG0007583	HUMAN03503	APOSC_01595, APOSC_14627
OG0007584	HUMAN10216, HUMAN10215	APOSC_04466, APOSC_04467
OG0007586	HUMAN28828	APOSC_20350
OG0007587	HUMAN28082	APOSC_15890
OG0007588	HUMAN05800	APOSC_12209
OG0007589	HUMAN23044	APOSC_12502
OG0007591	HUMAN12931	APOSC_10553
OG0007592	HUMAN19604	APOSC_00525
OG0007594	HUMAN28778, HUMAN28779, HUMAN28780	APOSC_03024
OG0007595	HUMAN26771, HUMAN26772	APOSC_13562
OG0007597	HUMAN07406	APOSC_05814, APOSC_05815
OG0007598	HUMAN22979	APOSC_26583
OG0007600	HUMAN07630, HUMAN21662	APOSC_26819
OG0007601	HUMAN12973	APOSC_27809
OG0007602	HUMAN00917	APOSC_06477
OG0007603	HUMAN11097	APOSC_24609
OG0007604	HUMAN11462, HUMAN11463	APOSC_23480
OG0007605	HUMAN25002	APOSC_17292
OG0007606	HUMAN16824, HUMAN16823	APOSC_26148
OG0007607	HUMAN00121	APOSC_11532
OG0007608	HUMAN24575, HUMAN24576	APOSC_02832
OG0007609	HUMAN07130	APOSC_27864
OG0007610	HUMAN20947	APOSC_24658
OG0007611	HUMAN08580	APOSC_23742
OG0007612	HUMAN06201	APOSC_26052, APOSC_26051
OG0007613	HUMAN14918, HUMAN14919, HUMAN14917	APOSC_02165, APOSC_02166
OG0007614	HUMAN11569, HUMAN11570, HUMAN11567	APOSC_11198, APOSC_11199
OG0007615	HUMAN17636	APOSC_12637
OG0007616	HUMAN16740	APOSC_02217
OG0007617	HUMAN28528	APOSC_22847
OG0007618	HUMAN05174, HUMAN05173	APOSC_20263, APOSC_20264
OG0007619	HUMAN21829	APOSC_14017
OG0007621	HUMAN01027, HUMAN06000	APOSC_26719
OG0007622	HUMAN21098	APOSC_09858
OG0007623	HUMAN14413	APOSC_01924, APOSC_01923
OG0007624	HUMAN00744	APOSC_27965
OG0007626	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030	APOSC_06523
OG0007628	HUMAN22378	APOSC_19416
OG0007629	HUMAN23337	APOSC_19061
OG0007630	HUMAN05291	APOSC_16305
OG0007631	HUMAN25386, HUMAN17448	APOSC_07643
OG0007632	HUMAN16885	APOSC_20965
OG0007633	HUMAN13873	APOSC_19734
OG0007634	HUMAN22721	APOSC_23117
OG0007635	HUMAN22830	APOSC_18622
OG0007637	HUMAN08470	APOSC_04953
OG0007638	HUMAN25473	APOSC_28435
OG0007639	HUMAN03357, HUMAN03356	APOSC_24431, APOSC_17528
OG0007640	HUMAN14964, HUMAN14963	APOSC_13852
OG0007641	HUMAN23720, HUMAN23721, HUMAN23719	APOSC_25347, APOSC_25346, APOSC_25348
OG0007642	HUMAN02914	APOSC_00752
OG0007643	HUMAN26301	APOSC_15984
OG0007645	HUMAN10615, HUMAN10616	APOSC_22609
OG0007646	HUMAN29544	APOSC_17349
OG0007647	HUMAN02929	APOSC_14665
OG0007648	HUMAN29976	APOSC_18620
OG0007649	HUMAN01321	APOSC_15988
OG0007650	HUMAN16337, HUMAN16338	APOSC_01972
OG0007651	HUMAN16641	APOSC_17594
OG0007652	HUMAN29441	APOSC_12442
OG0007653	HUMAN17027, HUMAN17025, HUMAN17026	APOSC_07917
OG0007656	HUMAN02869	APOSC_03159
OG0007658	HUMAN30007	APOSC_01597, APOSC_17037
OG0007659	HUMAN18167, HUMAN18165, HUMAN18169	APOSC_09490
OG0007660	HUMAN02075	APOSC_28292
OG0007662	HUMAN05169	APOSC_20466
OG0007663	HUMAN19568	APOSC_02728
OG0007664	HUMAN10066	APOSC_02524
OG0007665	HUMAN27691, HUMAN27690	APOSC_24468
OG0007667	HUMAN15603	APOSC_10901
OG0007668	HUMAN07341	APOSC_19055
OG0007670	HUMAN25254	APOSC_19925
OG0007671	HUMAN18044	APOSC_20704
OG0007673	HUMAN30108, HUMAN00583	APOSC_27200
OG0007674	HUMAN08286	APOSC_01693
OG0007675	HUMAN25956, HUMAN25982	APOSC_17091
OG0007676	HUMAN24899	APOSC_05879
OG0007677	HUMAN29231, HUMAN29232	APOSC_22422
OG0007679	HUMAN23101	APOSC_28369, APOSC_08460
OG0007680	HUMAN17909	APOSC_28293
OG0007681	HUMAN09648	APOSC_17846
OG0007684	HUMAN15836	APOSC_25918
OG0007685	HUMAN18793	APOSC_12938
OG0007686	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599	APOSC_16986, APOSC_16987
OG0007687	HUMAN20268	APOSC_20932
OG0007689	HUMAN07121	APOSC_00574
OG0007690	HUMAN27678	APOSC_18618
OG0007691	HUMAN27822	APOSC_18370
OG0007692	HUMAN02061	APOSC_16094
OG0007694	HUMAN20746	APOSC_23594, APOSC_17087, APOSC_00189, APOSC_16752, APOSC_08967, APOSC_03406
OG0007695	HUMAN28172	APOSC_21620
OG0007696	HUMAN05784	APOSC_17052
OG0007698	HUMAN29272	APOSC_12163
OG0007700	HUMAN07314	APOSC_12981, APOSC_12982
OG0007701	HUMAN07269	APOSC_00228
OG0007702	HUMAN20314	APOSC_07178
OG0007703	HUMAN22827	APOSC_06165
OG0007704	HUMAN21556	APOSC_15384
OG0007705	HUMAN03246	APOSC_02342, APOSC_14271
OG0007706	HUMAN10609, HUMAN10610	APOSC_23602
OG0007708	HUMAN06488	APOSC_16373
OG0007711	HUMAN25855	APOSC_14750
OG0007712	HUMAN03420	APOSC_08827, APOSC_08828
OG0007713	HUMAN06586	APOSC_19438
OG0007714	HUMAN30023	APOSC_11333
OG0007715	HUMAN19961	APOSC_19107
OG0007716	HUMAN10202, HUMAN10203	APOSC_07645
OG0007718	HUMAN02952, HUMAN02953	APOSC_07512
OG0007719	HUMAN26223	APOSC_09388
OG0007721	HUMAN03623	APOSC_14451
OG0007722	HUMAN03285	APOSC_17122
OG0007723	HUMAN26538	APOSC_14079
OG0007728	HUMAN27883	APOSC_18281
OG0007729	HUMAN11128, HUMAN11127	APOSC_12073
OG0007730	HUMAN27996, HUMAN27997, HUMAN27995	APOSC_11616
OG0007732	HUMAN24163, HUMAN24162	APOSC_23886
OG0007733	HUMAN01349	APOSC_23441
OG0007734	HUMAN00972, HUMAN17214	APOSC_09736
OG0007735	HUMAN12324	APOSC_16156, APOSC_22290
OG0007736	HUMAN13041	APOSC_05621
OG0007738	HUMAN19368	APOSC_09799
OG0007739	HUMAN01347	APOSC_06240
OG0007740	HUMAN05471, HUMAN05472	APOSC_26788
OG0007743	HUMAN09883, HUMAN06357	APOSC_06572
OG0007744	HUMAN26813, HUMAN26814	APOSC_09925
OG0007745	HUMAN11543, HUMAN11542	APOSC_13500
OG0007746	HUMAN25134	APOSC_14936
OG0007747	HUMAN01081	APOSC_12022
OG0007748	HUMAN02622	APOSC_10507
OG0007749	HUMAN26822	APOSC_16625
OG0007750	HUMAN14835, HUMAN14833	APOSC_14979
OG0007751	HUMAN17117, HUMAN17120	APOSC_11823
OG0007752	HUMAN05362	APOSC_03918
OG0007753	HUMAN23321	APOSC_28077
OG0007754	HUMAN21523	APOSC_02480
OG0007755	HUMAN02406	APOSC_06648
OG0007756	HUMAN18795	APOSC_14705
OG0007757	HUMAN01101	APOSC_22966
OG0007758	HUMAN29935	APOSC_21644
OG0007759	HUMAN01276	APOSC_15672, APOSC_15671
OG0007760	HUMAN19195	APOSC_10797
OG0007761	HUMAN00323	APOSC_23778
OG0007762	HUMAN07584	APOSC_14023
OG0007763	HUMAN01210	APOSC_14363
OG0007766	HUMAN10522	APOSC_07061
OG0007767	HUMAN17614	APOSC_28554
OG0007768	HUMAN11819, HUMAN11818	APOSC_26432
OG0007769	HUMAN10250	APOSC_21393
OG0007770	HUMAN07204, HUMAN07203, HUMAN07205	APOSC_21431
OG0007771	HUMAN06957	APOSC_05662
OG0007772	HUMAN21301	APOSC_13501
OG0007773	HUMAN22030	APOSC_03995
OG0007774	HUMAN17885, HUMAN17884	APOSC_13250
OG0007775	HUMAN13077	APOSC_06585
OG0007776	HUMAN13908, HUMAN13907, HUMAN13906	APOSC_15731
OG0007779	HUMAN18212	APOSC_20163
OG0007780	HUMAN08419, HUMAN08418	APOSC_18415
OG0007781	HUMAN02870	APOSC_21561
OG0007782	HUMAN10939	APOSC_19048
OG0007783	HUMAN10560	APOSC_08633
OG0007786	HUMAN18705	APOSC_27963
OG0007788	HUMAN10906, HUMAN10907	APOSC_11066
OG0007789	HUMAN10825, HUMAN10824	APOSC_27516
OG0007790	HUMAN25976	APOSC_12725
OG0007791	HUMAN00111	APOSC_15286
OG0007794	HUMAN07379, HUMAN07378	APOSC_01078
OG0007795	HUMAN00877, HUMAN00879, HUMAN00878	APOSC_14033
OG0007796	HUMAN01833	APOSC_00173
OG0007797	HUMAN10834	APOSC_06904
OG0007798	HUMAN23022	APOSC_19232
OG0007799	HUMAN26285	APOSC_07729
OG0007800	HUMAN05271, HUMAN05270	APOSC_04185
