Orthogroup	HUMAN	HELIO_ok
OG0006759	HUMAN06777	HELIO_00719
OG0006760	HUMAN23407	HELIO_01833
OG0006761	HUMAN22866, HUMAN22865	HELIO_08292
OG0006762	HUMAN16948	HELIO_02010
OG0006763	HUMAN20641, HUMAN12652	HELIO_06010
OG0006764	HUMAN24101, HUMAN24102	HELIO_03493
OG0006765	HUMAN11017	HELIO_06109
OG0006768	HUMAN15305	HELIO_12787
OG0006769	HUMAN03966	HELIO_11443
OG0006772	HUMAN17212	HELIO_05481
OG0006775	HUMAN25975	HELIO_01233
OG0006776	HUMAN12695, HUMAN12694	HELIO_12504
OG0006777	HUMAN15487	HELIO_07723
OG0006780	HUMAN08729	HELIO_01407
OG0006787	HUMAN26093, HUMAN26094, HUMAN12889, HUMAN12890	HELIO_07288
OG0006824	HUMAN21478	HELIO_05300, HELIO_06194, HELIO_11865
OG0006826	HUMAN23918	HELIO_00390
OG0006827	HUMAN01037	HELIO_07804
OG0006828	HUMAN23672	HELIO_02011
OG0006829	HUMAN17262	HELIO_07838
OG0006830	HUMAN12476	HELIO_02103
OG0006831	HUMAN03695, HUMAN03694	HELIO_02840
OG0006832	HUMAN08383	HELIO_01148
OG0006833	HUMAN11220	HELIO_05301
OG0006837	HUMAN05482	HELIO_03233
OG0006838	HUMAN10291	HELIO_12316
OG0006843	HUMAN28655	HELIO_07672
OG0006844	HUMAN09468	HELIO_02360
OG0006845	HUMAN04886	HELIO_05531
OG0006846	HUMAN08740, HUMAN08738	HELIO_02303
OG0006847	HUMAN19861, HUMAN19860, HUMAN19862	HELIO_04305
OG0006848	HUMAN03233, HUMAN23824	HELIO_10864
OG0006849	HUMAN16918	HELIO_05945
OG0006851	HUMAN03180	HELIO_01136
OG0006852	HUMAN26914	HELIO_02486, HELIO_04562
OG0006853	HUMAN06735	HELIO_02737
OG0006856	HUMAN10703, HUMAN10702, HUMAN10701	HELIO_07178
OG0006857	HUMAN29744	HELIO_10880
OG0006860	HUMAN11386	HELIO_05728
OG0006861	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238	HELIO_03418
OG0006862	HUMAN08983	HELIO_06074
OG0006863	HUMAN21315	HELIO_10528
OG0006864	HUMAN10411	HELIO_07403
OG0006865	HUMAN07621	HELIO_03278, HELIO_03277
OG0006867	HUMAN16895	HELIO_00909
OG0006869	HUMAN21448, HUMAN21447	HELIO_10982
OG0006870	HUMAN17467, HUMAN17468	HELIO_07470
OG0006871	HUMAN02101	HELIO_03606
OG0006872	HUMAN11636	HELIO_07875
OG0006873	HUMAN07171	HELIO_02802
OG0006874	HUMAN21129	HELIO_08686
OG0006875	HUMAN05504	HELIO_10647
OG0006876	HUMAN01056	HELIO_12562
OG0006877	HUMAN09886	HELIO_09562
OG0006878	HUMAN01136	HELIO_02141
OG0006879	HUMAN20296	HELIO_10499
OG0006880	HUMAN21476	HELIO_05383
OG0006881	HUMAN04095	HELIO_09282, HELIO_09283
OG0006882	HUMAN11464	HELIO_00837
OG0006883	HUMAN16684	HELIO_10209
OG0006884	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681	HELIO_08370
OG0006885	HUMAN20135	HELIO_07678
OG0006886	HUMAN29974	HELIO_01710
OG0006887	HUMAN12500	HELIO_00170
OG0006888	HUMAN25053	HELIO_11291
OG0006889	HUMAN11509	HELIO_07081
OG0006890	HUMAN03527	HELIO_01755
OG0006891	HUMAN04608	HELIO_06848
OG0006892	HUMAN18023	HELIO_10025
OG0006893	HUMAN13212, HUMAN13211	HELIO_02287
OG0006894	HUMAN13291	HELIO_01525
OG0006895	HUMAN03555	HELIO_00885
OG0006896	HUMAN22142	HELIO_11058, HELIO_11057
OG0006897	HUMAN23447	HELIO_06557
OG0006899	HUMAN07006	HELIO_06042
OG0006900	HUMAN25793	HELIO_06595
OG0006901	HUMAN18029, HUMAN18028	HELIO_03815
OG0006902	HUMAN27525	HELIO_01197
OG0006903	HUMAN12933	HELIO_08134
OG0006904	HUMAN22374	HELIO_03416
OG0006905	HUMAN19217	HELIO_02801
OG0006906	HUMAN11694	HELIO_04811
OG0006907	HUMAN16729, HUMAN16728, HUMAN16727	HELIO_02666
OG0006908	HUMAN13051, HUMAN13052, HUMAN13050	HELIO_08017
OG0006909	HUMAN29823	HELIO_01498
OG0006911	HUMAN04725	HELIO_04412
OG0006912	HUMAN02108, HUMAN02109	HELIO_01132
OG0006913	HUMAN01275	HELIO_09871, HELIO_09872
OG0006914	HUMAN28656	HELIO_07176
OG0006915	HUMAN15921, HUMAN15920	HELIO_09309
OG0006916	HUMAN11501	HELIO_11109
OG0006917	HUMAN18466, HUMAN18467	HELIO_00862
OG0006918	HUMAN28188	HELIO_00387
OG0006919	HUMAN22288	HELIO_12526
OG0006921	HUMAN07563, HUMAN07564, HUMAN07562	HELIO_03601
OG0006923	HUMAN00553, HUMAN00554	HELIO_08623
OG0006924	HUMAN23650	HELIO_10197
OG0006925	HUMAN09328	HELIO_06577
OG0006926	HUMAN00625	HELIO_01892
OG0006927	HUMAN14265	HELIO_01236
OG0006928	HUMAN16715	HELIO_10460
OG0006929	HUMAN25390	HELIO_05023
OG0006931	HUMAN27632, HUMAN27633	HELIO_10024
OG0006932	HUMAN20250	HELIO_03552
OG0006934	HUMAN07628	HELIO_02300
OG0006935	HUMAN28718	HELIO_02305
OG0006936	HUMAN03224	HELIO_01325
OG0006937	HUMAN13657	HELIO_10195
OG0006939	HUMAN00665	HELIO_09910
OG0006940	HUMAN12719	HELIO_02426
OG0006943	HUMAN03534	HELIO_00593
OG0006944	HUMAN20962	HELIO_10544
OG0006946	HUMAN29372	HELIO_08697
OG0006949	HUMAN09677	HELIO_00053
OG0006951	HUMAN26563	HELIO_06091
OG0006954	HUMAN08336	HELIO_00977
OG0006955	HUMAN26505, HUMAN26506	HELIO_06102
OG0006956	HUMAN03801	HELIO_03837
OG0006957	HUMAN24327	HELIO_09843
OG0006958	HUMAN29194, HUMAN29193	HELIO_03705
OG0006959	HUMAN02003	HELIO_03367
OG0006960	HUMAN21367	HELIO_11955
OG0006962	HUMAN00834	HELIO_04139
OG0006964	HUMAN25417	HELIO_05324
OG0006965	HUMAN22591, HUMAN22590	HELIO_01499
OG0006966	HUMAN21659	HELIO_00843
OG0006967	HUMAN20241	HELIO_03858
OG0006968	HUMAN28378	HELIO_10124
OG0006969	HUMAN22092, HUMAN22091	HELIO_04692
OG0006970	HUMAN04563	HELIO_03853
OG0006971	HUMAN07273	HELIO_04205
OG0006972	HUMAN11350, HUMAN11349	HELIO_12289
OG0006973	HUMAN25475	HELIO_05811
OG0006975	HUMAN00754	HELIO_00766
OG0006976	HUMAN25513, HUMAN25515	HELIO_09447
OG0006977	HUMAN21112	HELIO_03745
OG0006979	HUMAN09404	HELIO_08949
OG0006980	HUMAN21874	HELIO_06927
OG0006981	HUMAN04430, HUMAN04429, HUMAN04428	HELIO_10873
OG0006982	HUMAN18636, HUMAN18637	HELIO_09182
OG0006983	HUMAN00205, HUMAN00204	HELIO_09699
OG0006985	HUMAN20423	HELIO_08249
OG0006988	HUMAN15597, HUMAN15598	HELIO_01745, HELIO_10587
OG0006989	HUMAN18220	HELIO_01925
OG0006990	HUMAN03535, HUMAN03537, HUMAN03536	HELIO_06240
OG0006991	HUMAN19260	HELIO_08801
OG0006992	HUMAN03662	HELIO_03687
OG0006993	HUMAN18314, HUMAN18313	HELIO_04356
OG0006994	HUMAN17956	HELIO_10742
OG0006995	HUMAN20603	HELIO_00974
OG0006997	HUMAN20333, HUMAN20332	HELIO_04050
OG0006998	HUMAN13149	HELIO_01286
OG0006999	HUMAN28121	HELIO_01742
OG0007000	HUMAN17347, HUMAN17373	HELIO_00263
OG0007001	HUMAN06080	HELIO_09912
OG0007002	HUMAN29202	HELIO_00186
OG0007003	HUMAN15197	HELIO_03021
OG0007004	HUMAN14061	HELIO_03743
OG0007006	HUMAN21322	HELIO_05841
OG0007007	HUMAN05696, HUMAN05695	HELIO_04354
OG0007008	HUMAN13956	HELIO_04065
OG0007009	HUMAN28810	HELIO_10006
OG0007010	HUMAN22418	HELIO_01679
OG0007011	HUMAN05430	HELIO_12793
OG0007012	HUMAN22710	HELIO_04259
OG0007013	HUMAN12055	HELIO_10913
OG0007014	HUMAN03563, HUMAN03564	HELIO_00547
OG0007015	HUMAN19068	HELIO_01841
OG0007016	HUMAN11135	HELIO_09219
OG0007018	HUMAN24153	HELIO_07831
OG0007019	HUMAN13523	HELIO_10142
OG0007020	HUMAN17277, HUMAN17276	HELIO_10783
OG0007022	HUMAN17994	HELIO_00686
OG0007023	HUMAN21002	HELIO_05749
OG0007024	HUMAN26989	HELIO_03505
OG0007025	HUMAN13355, HUMAN13354	HELIO_12627
OG0007026	HUMAN04469	HELIO_11609, HELIO_11608
OG0007028	HUMAN02161	HELIO_09657
OG0007030	HUMAN23013, HUMAN23012	HELIO_05278
OG0007031	HUMAN01168, HUMAN01167	HELIO_11089
OG0007032	HUMAN19463	HELIO_10519
OG0007033	HUMAN18746	HELIO_06756
OG0007034	HUMAN06574, HUMAN06572, HUMAN06573	HELIO_05240
OG0007035	HUMAN05630	HELIO_05074
OG0007036	HUMAN24835	HELIO_08854
OG0007037	HUMAN17832, HUMAN17833	HELIO_03215
OG0007038	HUMAN01446	HELIO_07154
OG0007039	HUMAN08824, HUMAN08823	HELIO_03673
OG0007040	HUMAN30265	HELIO_09696
OG0007041	HUMAN10016	HELIO_00355
OG0007042	HUMAN26067	HELIO_08465
OG0007043	HUMAN03790	HELIO_10787
OG0007044	HUMAN05262, HUMAN22902	HELIO_03336
OG0007045	HUMAN00605	HELIO_03028
OG0007046	HUMAN25422, HUMAN25421	HELIO_06285
OG0007047	HUMAN24736	HELIO_01873
OG0007048	HUMAN26613, HUMAN26612	HELIO_01435
OG0007049	HUMAN11321, HUMAN11320	HELIO_01113
OG0007050	HUMAN22442	HELIO_10158
OG0007052	HUMAN19695, HUMAN19693, HUMAN19694	HELIO_03698
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	HELIO_01740
OG0007054	HUMAN10365	HELIO_03935
OG0007055	HUMAN19997	HELIO_05430
OG0007056	HUMAN11685, HUMAN11684	HELIO_04173
OG0007058	HUMAN05676	HELIO_12181
OG0007059	HUMAN03647	HELIO_11121
OG0007060	HUMAN28197	HELIO_03894
OG0007061	HUMAN03639	HELIO_03172
OG0007062	HUMAN21701	HELIO_03299
OG0007063	HUMAN15926	HELIO_02537
OG0007064	HUMAN22838	HELIO_02033
OG0007066	HUMAN05386	HELIO_08282
OG0007068	HUMAN22802, HUMAN22803	HELIO_11494
OG0007069	HUMAN08305	HELIO_10927
OG0007070	HUMAN18532, HUMAN18533	HELIO_05878
OG0007071	HUMAN01176	HELIO_10140
OG0007072	HUMAN15242	HELIO_09568
OG0007073	HUMAN18294	HELIO_12235
OG0007074	HUMAN21855	HELIO_10084
OG0007075	HUMAN27538	HELIO_12580
OG0007076	HUMAN06733	HELIO_04699
OG0007077	HUMAN22402	HELIO_03036
OG0007078	HUMAN20580	HELIO_12420
OG0007079	HUMAN16618	HELIO_12708
OG0007080	HUMAN16649, HUMAN16648	HELIO_10930
OG0007081	HUMAN12784, HUMAN12785	HELIO_01321
OG0007082	HUMAN06040	HELIO_01470
OG0007083	HUMAN24737	HELIO_01256
OG0007084	HUMAN28379	HELIO_06919
OG0007085	HUMAN11177, HUMAN11176	HELIO_09227, HELIO_06691, HELIO_06359
OG0007086	HUMAN06730	HELIO_09327
OG0007087	HUMAN25159	HELIO_06229
OG0007088	HUMAN28245, HUMAN28246	HELIO_10934
OG0007089	HUMAN05187	HELIO_01728
OG0007090	HUMAN01309	HELIO_02778
OG0007091	HUMAN00782	HELIO_05646
OG0007093	HUMAN11063	HELIO_04228
OG0007094	HUMAN08444	HELIO_03665
OG0007095	HUMAN16273	HELIO_05715
OG0007096	HUMAN24538	HELIO_05063
OG0007098	HUMAN11106	HELIO_07500
OG0007099	HUMAN02624	HELIO_11777
OG0007100	HUMAN25051	HELIO_02603
OG0007103	HUMAN03151, HUMAN03152	HELIO_04990
OG0007104	HUMAN07585, HUMAN30241	HELIO_08624
OG0007105	HUMAN17174	HELIO_06453
OG0007106	HUMAN21445	HELIO_08071
OG0007107	HUMAN24797	HELIO_08096
OG0007108	HUMAN26396	HELIO_10721
OG0007111	HUMAN14065, HUMAN14067	HELIO_07676
OG0007112	HUMAN09877	HELIO_05754
OG0007113	HUMAN20963	HELIO_02963
OG0007114	HUMAN20779	HELIO_02430
OG0007116	HUMAN06067	HELIO_03595
OG0007117	HUMAN06756	HELIO_10452
OG0007118	HUMAN25504	HELIO_00216
OG0007119	HUMAN01099	HELIO_03351
OG0007120	HUMAN23269, HUMAN23270	HELIO_08636
OG0007121	HUMAN25079	HELIO_08982
OG0007122	HUMAN00210, HUMAN00211	HELIO_01530
OG0007123	HUMAN03448	HELIO_06300
OG0007124	HUMAN17402, HUMAN17399	HELIO_03243
OG0007126	HUMAN02640, HUMAN04895	HELIO_07784
OG0007127	HUMAN26224	HELIO_02372
OG0007128	HUMAN13992, HUMAN13994	HELIO_07471
OG0007129	HUMAN24170, HUMAN24169, HUMAN03476	HELIO_01993
OG0007130	HUMAN06959	HELIO_08635, HELIO_08634
OG0007131	HUMAN23398	HELIO_04431
OG0007132	HUMAN28401, HUMAN28402	HELIO_12686
OG0007133	HUMAN23555	HELIO_05837
OG0007134	HUMAN03574	HELIO_02796
OG0007135	HUMAN09538	HELIO_03512
OG0007136	HUMAN09655	HELIO_11083
OG0007137	HUMAN15907	HELIO_01264
OG0007138	HUMAN02269	HELIO_11268
OG0007139	HUMAN24643	HELIO_03311
OG0007140	HUMAN14631	HELIO_09262
OG0007141	HUMAN20130	HELIO_02202
OG0007142	HUMAN07698, HUMAN17519	HELIO_09138
OG0007143	HUMAN16614	HELIO_02069
OG0007144	HUMAN02639	HELIO_02773
OG0007145	HUMAN13652	HELIO_02042
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	HELIO_08477
OG0007148	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566	HELIO_11799
OG0007151	HUMAN05431	HELIO_01847
OG0007152	HUMAN01901	HELIO_07347
OG0007153	HUMAN16995, HUMAN16996	HELIO_04064
OG0007154	HUMAN08481	HELIO_05052
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	HELIO_04172
OG0007160	HUMAN10993	HELIO_04515
OG0007161	HUMAN27982, HUMAN11267	HELIO_03043
OG0007162	HUMAN15309	HELIO_11780
OG0007163	HUMAN01780	HELIO_04816
OG0007164	HUMAN21192	HELIO_04104
OG0007165	HUMAN05595	HELIO_07174
OG0007168	HUMAN19655, HUMAN19656	HELIO_01974
OG0007173	HUMAN05355, HUMAN05354	HELIO_07975
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	HELIO_10174
OG0007175	HUMAN04157	HELIO_01496
OG0007176	HUMAN15324, HUMAN15323	HELIO_09685
OG0007177	HUMAN09300, HUMAN09299	HELIO_09991
OG0007178	HUMAN02113	HELIO_08375
OG0007179	HUMAN21518	HELIO_01221
OG0007180	HUMAN15073	HELIO_05806
OG0007181	HUMAN30517	HELIO_00946
OG0007182	HUMAN11844	HELIO_05171
OG0007183	HUMAN25330	HELIO_10857
OG0007187	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523	HELIO_08131
OG0007188	HUMAN17704	HELIO_00663
OG0007191	HUMAN23393, HUMAN23394	HELIO_12367
OG0007192	HUMAN17983	HELIO_11714
OG0007198	HUMAN24981	HELIO_12458
OG0007200	HUMAN03586, HUMAN03587	HELIO_01173
OG0007209	HUMAN24910	HELIO_03954
OG0007248	HUMAN13700	HELIO_03566
OG0007250	HUMAN07633	HELIO_11796
OG0007251	HUMAN14332	HELIO_11645
OG0007252	HUMAN22688, HUMAN22689	HELIO_11869
OG0007253	HUMAN24536, HUMAN11254, HUMAN11253	HELIO_05519
OG0007254	HUMAN02644	HELIO_04453
OG0007255	HUMAN26073, HUMAN26075, HUMAN26074	HELIO_05330
OG0007256	HUMAN27031	HELIO_08417
OG0007258	HUMAN14003	HELIO_08742
OG0007260	HUMAN04843, HUMAN04844	HELIO_06588
OG0007261	HUMAN28587	HELIO_02263
OG0007264	HUMAN11107	HELIO_05781
OG0007266	HUMAN20046	HELIO_07853
OG0007267	HUMAN00847, HUMAN00846	HELIO_10107
OG0007268	HUMAN21302	HELIO_01343
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	HELIO_06147
OG0007270	HUMAN07724	HELIO_02939
OG0007271	HUMAN13263	HELIO_05682
OG0007272	HUMAN00327	HELIO_10735
OG0007273	HUMAN16012	HELIO_09450
OG0007275	HUMAN24919, HUMAN06744	HELIO_03674
OG0007276	HUMAN28796	HELIO_06599
OG0007277	HUMAN25865	HELIO_09947
OG0007279	HUMAN11856	HELIO_03749
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	HELIO_00512
OG0007281	HUMAN25958	HELIO_07427
OG0007282	HUMAN07231	HELIO_12150
OG0007283	HUMAN12155	HELIO_09223
OG0007285	HUMAN25396, HUMAN25395	HELIO_10648, HELIO_10649
OG0007286	HUMAN10108	HELIO_00622
OG0007288	HUMAN22785	HELIO_09454
OG0007289	HUMAN11499	HELIO_09914
OG0007290	HUMAN15228	HELIO_02482
OG0007291	HUMAN18973	HELIO_12578
OG0007292	HUMAN15636	HELIO_01083
OG0007295	HUMAN22795	HELIO_00595
OG0007296	HUMAN11360	HELIO_03612
OG0007297	HUMAN29826, HUMAN29827	HELIO_08956
OG0007298	HUMAN22758	HELIO_08869
OG0007299	HUMAN27718, HUMAN27719	HELIO_08694
OG0007300	HUMAN26544	HELIO_02004
OG0007301	HUMAN23169, HUMAN23170	HELIO_00411
OG0007302	HUMAN09166	HELIO_02030
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	HELIO_12205
OG0007305	HUMAN02006	HELIO_03112
OG0007307	HUMAN17065, HUMAN17066	HELIO_05717
OG0007308	HUMAN20559	HELIO_09689
OG0007309	HUMAN17011	HELIO_10219
OG0007310	HUMAN05294	HELIO_05771
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	HELIO_09830
OG0007314	HUMAN02534	HELIO_12687
OG0007316	HUMAN23083	HELIO_07362
OG0007317	HUMAN17014	HELIO_09791
OG0007318	HUMAN20909	HELIO_03980
OG0007319	HUMAN19188	HELIO_07489
OG0007320	HUMAN09645	HELIO_09747
OG0007321	HUMAN04956, HUMAN04955	HELIO_04170
OG0007322	HUMAN29064	HELIO_07072
OG0007325	HUMAN11525	HELIO_09200
OG0007326	HUMAN09593	HELIO_09034
OG0007327	HUMAN11975, HUMAN11976	HELIO_05229
OG0007328	HUMAN03776	HELIO_09442
OG0007329	HUMAN24733	HELIO_09968, HELIO_09969
OG0007330	HUMAN05264	HELIO_04133
OG0007331	HUMAN26953, HUMAN26952	HELIO_08039
OG0007333	HUMAN29576	HELIO_07199
OG0007334	HUMAN01738, HUMAN01739	HELIO_03472
OG0007335	HUMAN08862	HELIO_11949
OG0007336	HUMAN00761	HELIO_06667
OG0007337	HUMAN25483	HELIO_10954
OG0007338	HUMAN06830, HUMAN06827, HUMAN06828	HELIO_10759
OG0007339	HUMAN26218, HUMAN26219	HELIO_09640
OG0007340	HUMAN24905	HELIO_03582
OG0007341	HUMAN25872	HELIO_11684
OG0007343	HUMAN14176, HUMAN14177	HELIO_03412
OG0007344	HUMAN25001	HELIO_08609
OG0007345	HUMAN22717	HELIO_06260
OG0007347	HUMAN20415	HELIO_09177
OG0007348	HUMAN07623	HELIO_09120
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	HELIO_06468
OG0007351	HUMAN26020, HUMAN26021	HELIO_08688
OG0007352	HUMAN04641	HELIO_08083
OG0007353	HUMAN11061, HUMAN11060	HELIO_01295
OG0007354	HUMAN23192	HELIO_02659
OG0007355	HUMAN28384	HELIO_04351
OG0007356	HUMAN24980	HELIO_07064
OG0007357	HUMAN11281	HELIO_06223
OG0007358	HUMAN23692	HELIO_03013
OG0007359	HUMAN24471	HELIO_11166
OG0007360	HUMAN02160	HELIO_05459
OG0007361	HUMAN01585, HUMAN01584	HELIO_01627
OG0007363	HUMAN07700	HELIO_01853
OG0007364	HUMAN20228	HELIO_03012
OG0007365	HUMAN01007	HELIO_09060
OG0007366	HUMAN15080, HUMAN15079	HELIO_05623
OG0007367	HUMAN00909	HELIO_11916
OG0007368	HUMAN04400	HELIO_09902
OG0007369	HUMAN18171	HELIO_07842
OG0007370	HUMAN12243, HUMAN12242	HELIO_02554
OG0007371	HUMAN03496	HELIO_02928
OG0007372	HUMAN15886	HELIO_05741
OG0007373	HUMAN25169	HELIO_10252
OG0007375	HUMAN25512	HELIO_06007
OG0007377	HUMAN02116, HUMAN02117	HELIO_08244
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	HELIO_05336
OG0007379	HUMAN08973, HUMAN08972	HELIO_03559
OG0007380	HUMAN13807	HELIO_02244, HELIO_04235
OG0007381	HUMAN13546	HELIO_07625
OG0007384	HUMAN16675	HELIO_05152
OG0007385	HUMAN04317	HELIO_03304
OG0007386	HUMAN16767	HELIO_09551
OG0007387	HUMAN29057	HELIO_09254
OG0007388	HUMAN22118	HELIO_11355
OG0007389	HUMAN29100, HUMAN29099	HELIO_03631
OG0007390	HUMAN25915	HELIO_04593
OG0007391	HUMAN05345	HELIO_09468
OG0007392	HUMAN28583	HELIO_06732
OG0007393	HUMAN08660	HELIO_09515
OG0007395	HUMAN13460	HELIO_10203
OG0007396	HUMAN11000	HELIO_00896
OG0007397	HUMAN00870	HELIO_06855
OG0007399	HUMAN16123	HELIO_10834
OG0007400	HUMAN22018	HELIO_02129
OG0007402	HUMAN10240, HUMAN10238	HELIO_00636
OG0007403	HUMAN17254, HUMAN17253	HELIO_01171
OG0007405	HUMAN20387	HELIO_03624
OG0007406	HUMAN19713	HELIO_00793
OG0007407	HUMAN03483	HELIO_01901
OG0007408	HUMAN28141, HUMAN28142	HELIO_09431
OG0007409	HUMAN25552	HELIO_06116
OG0007410	HUMAN20271, HUMAN12126	HELIO_07916
OG0007411	HUMAN23663	HELIO_05076
OG0007412	HUMAN17545	HELIO_02238
OG0007413	HUMAN20818	HELIO_09705
OG0007414	HUMAN01057	HELIO_08640
OG0007415	HUMAN12759	HELIO_02421
OG0007416	HUMAN22361	HELIO_02849
OG0007417	HUMAN07346	HELIO_08832
OG0007418	HUMAN13111, HUMAN13110	HELIO_11504
OG0007419	HUMAN12142	HELIO_03480
OG0007421	HUMAN06697	HELIO_09011
OG0007422	HUMAN08465	HELIO_02252
OG0007423	HUMAN10490	HELIO_11673
OG0007424	HUMAN10237	HELIO_07951
OG0007425	HUMAN06193	HELIO_11448
OG0007427	HUMAN03785	HELIO_07421
OG0007428	HUMAN20678	HELIO_08646
OG0007429	HUMAN06934	HELIO_00502, HELIO_04959
OG0007430	HUMAN21194	HELIO_03736
OG0007432	HUMAN05574	HELIO_05478
OG0007433	HUMAN04271	HELIO_09161
OG0007434	HUMAN10246	HELIO_06087
OG0007435	HUMAN20583	HELIO_03578
OG0007436	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665	HELIO_09859
OG0007437	HUMAN17137	HELIO_01196
OG0007438	HUMAN02955	HELIO_06570
OG0007439	HUMAN16947	HELIO_07267
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419	HELIO_03640
OG0007441	HUMAN13782	HELIO_06686
OG0007442	HUMAN00969	HELIO_05360
OG0007443	HUMAN07149	HELIO_11491
OG0007445	HUMAN21386	HELIO_06761
OG0007446	HUMAN07376	HELIO_07395
OG0007447	HUMAN22922	HELIO_12442
OG0007449	HUMAN18814	HELIO_12368
OG0007450	HUMAN08573, HUMAN08574	HELIO_00508
OG0007451	HUMAN08167, HUMAN08166	HELIO_04606
OG0007452	HUMAN22554	HELIO_07764
OG0007453	HUMAN10744	HELIO_06244
OG0007454	HUMAN18226	HELIO_11972
OG0007455	HUMAN29667	HELIO_12355
OG0007456	HUMAN07199	HELIO_09549
OG0007458	HUMAN28978	HELIO_09868
OG0007459	HUMAN16778	HELIO_01507
OG0007460	HUMAN16831, HUMAN16829	HELIO_08692
OG0007461	HUMAN08943	HELIO_01865
OG0007463	HUMAN06999	HELIO_00691
OG0007464	HUMAN26087	HELIO_06851, HELIO_11577
OG0007465	HUMAN13093	HELIO_12224
OG0007466	HUMAN09405	HELIO_11051
OG0007467	HUMAN28516	HELIO_08827
OG0007468	HUMAN22128	HELIO_07899, HELIO_07898, HELIO_07900
OG0007471	HUMAN07932	HELIO_09730
OG0007472	HUMAN23723	HELIO_11248
OG0007474	HUMAN05615	HELIO_11271
OG0007475	HUMAN10446, HUMAN10445	HELIO_09366
OG0007476	HUMAN14444	HELIO_04585
OG0007477	HUMAN12723	HELIO_10040
OG0007478	HUMAN19940	HELIO_04114
OG0007479	HUMAN25924, HUMAN25925, HUMAN25923	HELIO_09941
OG0007480	HUMAN03711	HELIO_07958
OG0007481	HUMAN11840	HELIO_12489
OG0007482	HUMAN01581	HELIO_12170
OG0007483	HUMAN25804	HELIO_09027
OG0007484	HUMAN15505	HELIO_06327
OG0007485	HUMAN08408	HELIO_11680
OG0007486	HUMAN03242	HELIO_11596
OG0007487	HUMAN00801	HELIO_02561
OG0007488	HUMAN24932	HELIO_09301
OG0007490	HUMAN18581, HUMAN18580	HELIO_03991
OG0007491	HUMAN10273	HELIO_08829
OG0007492	HUMAN25121	HELIO_02672
OG0007494	HUMAN16086	HELIO_12427
OG0007495	HUMAN19626, HUMAN19624	HELIO_09614
OG0007496	HUMAN21064	HELIO_05033
OG0007497	HUMAN02092, HUMAN02091	HELIO_04536
OG0007498	HUMAN28184	HELIO_11706
OG0007499	HUMAN04823	HELIO_04404
OG0007500	HUMAN21907	HELIO_05327
OG0007501	HUMAN06876, HUMAN06874, HUMAN06875	HELIO_06537
OG0007503	HUMAN03263, HUMAN03264, HUMAN03265	HELIO_10821
OG0007504	HUMAN26616	HELIO_07294
OG0007507	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725	HELIO_05954
OG0007508	HUMAN29445	HELIO_01803
OG0007509	HUMAN12458	HELIO_08680
OG0007510	HUMAN00670, HUMAN00669	HELIO_08253
OG0007513	HUMAN02838	HELIO_03291
OG0007514	HUMAN23377, HUMAN00924	HELIO_08449
OG0007515	HUMAN25910	HELIO_02726
OG0007517	HUMAN04257	HELIO_00725
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	HELIO_10823
OG0007519	HUMAN15216, HUMAN15215	HELIO_05000
OG0007520	HUMAN20799, HUMAN17640, HUMAN17646, HUMAN20798	HELIO_01165
OG0007521	HUMAN03514	HELIO_08679
OG0007525	HUMAN01310	HELIO_06830
OG0007527	HUMAN14056	HELIO_08185
OG0007528	HUMAN01170	HELIO_01539
OG0007529	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629	HELIO_11571
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	HELIO_12240
OG0007533	HUMAN18647	HELIO_06152
OG0007582	HUMAN23412, HUMAN23413, HUMAN23411	HELIO_04559
OG0007583	HUMAN03503	HELIO_07177
OG0007584	HUMAN10216, HUMAN10215	HELIO_07569
OG0007586	HUMAN28828	HELIO_01877
OG0007587	HUMAN28082	HELIO_10037
OG0007588	HUMAN05800	HELIO_09210
OG0007589	HUMAN23044	HELIO_07736
OG0007591	HUMAN12931	HELIO_10985
OG0007595	HUMAN26771, HUMAN26772	HELIO_10971
OG0007597	HUMAN07406	HELIO_09185
OG0007598	HUMAN22979	HELIO_02686
