Orthogroup	HUMAN	AMPFI_ok
OG0005943	HUMAN20273	AMPFI_06122
OG0005944	HUMAN25114	AMPFI_09325
OG0005946	HUMAN29857	AMPFI_02248
OG0005947	HUMAN07805	AMPFI_07847
OG0005948	HUMAN03557	AMPFI_01836
OG0005949	HUMAN07213	AMPFI_00381
OG0005950	HUMAN16572, HUMAN16573, HUMAN16574, HUMAN16571	AMPFI_08191
OG0005951	HUMAN14961, HUMAN14960, HUMAN14959, HUMAN14958	AMPFI_24131
OG0005952	HUMAN26262	AMPFI_08552
OG0005953	HUMAN23466, HUMAN23460	AMPFI_23074
OG0005954	HUMAN11144	AMPFI_00246
OG0005955	HUMAN27556	AMPFI_10511
OG0005956	HUMAN29076	AMPFI_11976
OG0005957	HUMAN28675	AMPFI_13292
OG0005959	HUMAN01860, HUMAN01861	AMPFI_17636, AMPFI_17188
OG0005960	HUMAN22222	AMPFI_21562
OG0005961	HUMAN20444, HUMAN20443	AMPFI_06441
OG0005962	HUMAN24946	AMPFI_22529
OG0005963	HUMAN24419	AMPFI_09480
OG0005964	HUMAN06772, HUMAN06773, HUMAN06771	AMPFI_11507
OG0005965	HUMAN22249	AMPFI_25841
OG0005966	HUMAN10284	AMPFI_00202
OG0005967	HUMAN20085, HUMAN20084	AMPFI_07645
OG0005968	HUMAN19241, HUMAN13818	AMPFI_02265
OG0005969	HUMAN25091	AMPFI_05971
OG0005970	HUMAN01307	AMPFI_08520
OG0005971	HUMAN17982	AMPFI_12097
OG0005972	HUMAN24535, HUMAN24534, HUMAN24533, HUMAN24532	AMPFI_22709
OG0005973	HUMAN08375, HUMAN08374, HUMAN08373	AMPFI_24156
OG0005974	HUMAN02132	AMPFI_23260
OG0005975	HUMAN29764, HUMAN30591	AMPFI_05524
OG0005976	HUMAN18021	AMPFI_12033, AMPFI_00199
OG0005977	HUMAN26922	AMPFI_22794
OG0005978	HUMAN12549, HUMAN12548	AMPFI_25985
OG0005979	HUMAN27318	AMPFI_08189
OG0005980	HUMAN25057	AMPFI_09676
OG0005982	HUMAN23416	AMPFI_06280
OG0005983	HUMAN09153, HUMAN09152	AMPFI_09310
OG0005984	HUMAN23298, HUMAN23297	AMPFI_24385
OG0005985	HUMAN28784, HUMAN28783	AMPFI_02791
OG0005986	HUMAN04923	AMPFI_14970
OG0005987	HUMAN17615, HUMAN30224	AMPFI_21081
OG0005989	HUMAN04205	AMPFI_00165
OG0005991	HUMAN27054, HUMAN27055	AMPFI_01419
OG0005993	HUMAN24934	AMPFI_06032
OG0005994	HUMAN23396, HUMAN00910, HUMAN14824, HUMAN14825	AMPFI_07225
OG0005995	HUMAN25084	AMPFI_08072
OG0005996	HUMAN28222, HUMAN28223	AMPFI_25425, AMPFI_16927
OG0005997	HUMAN13831	AMPFI_09215
OG0005998	HUMAN19908, HUMAN19909	AMPFI_10189
OG0006000	HUMAN02530	AMPFI_13395
OG0006001	HUMAN09832, HUMAN09831	AMPFI_13702, AMPFI_21077
OG0006002	HUMAN06869	AMPFI_13724
OG0006003	HUMAN14618	AMPFI_14194
OG0006004	HUMAN17755, HUMAN06434	AMPFI_14518
OG0006005	HUMAN24132	AMPFI_15191
OG0006007	HUMAN23629, HUMAN10074, HUMAN14199	AMPFI_15668
OG0006008	HUMAN13449	AMPFI_15988
OG0006009	HUMAN28513	AMPFI_16082
OG0006010	HUMAN04565, HUMAN04564	AMPFI_16750
OG0006011	HUMAN13057, HUMAN13058	AMPFI_19165
OG0006012	HUMAN09413, HUMAN09412	AMPFI_20017
OG0006013	HUMAN24739	AMPFI_20123
OG0006014	HUMAN29649	AMPFI_22379
OG0006015	HUMAN28939, HUMAN28940, HUMAN28937, HUMAN28938	AMPFI_23792
OG0006059	HUMAN28374	AMPFI_19289, AMPFI_07653
OG0006062	HUMAN10402	AMPFI_15800
OG0006063	HUMAN23816	AMPFI_10125
OG0006064	HUMAN23900, HUMAN23901	AMPFI_10479
OG0006065	HUMAN23399	AMPFI_00707
OG0006066	HUMAN21362	AMPFI_19701
OG0006069	HUMAN26614, HUMAN26615	AMPFI_24819
OG0006070	HUMAN13404	AMPFI_18117, AMPFI_13971, AMPFI_19027
OG0006071	HUMAN29164	AMPFI_06844
OG0006072	HUMAN17123, HUMAN17124	AMPFI_25885
OG0006073	HUMAN15872, HUMAN15873	AMPFI_18545
OG0006074	HUMAN08735	AMPFI_01066
OG0006075	HUMAN25111, HUMAN25113, HUMAN25112	AMPFI_10508
OG0006076	HUMAN28987, HUMAN28988	AMPFI_00903
OG0006077	HUMAN17920, HUMAN17919	AMPFI_16056
OG0006078	HUMAN23620	AMPFI_14356
OG0006081	HUMAN26915	AMPFI_06176
OG0006082	HUMAN26545, HUMAN30106	AMPFI_22608
OG0006083	HUMAN26973	AMPFI_02840
OG0006084	HUMAN22958, HUMAN22957	AMPFI_21479
OG0006085	HUMAN05831, HUMAN05833, HUMAN05832	AMPFI_12724
OG0006086	HUMAN24766, HUMAN24767	AMPFI_20798
OG0006087	HUMAN09228, HUMAN09229	AMPFI_17531
OG0006090	HUMAN02549, HUMAN02551	AMPFI_09756
OG0006092	HUMAN10224, HUMAN10222, HUMAN10221	AMPFI_00688, AMPFI_16416
OG0006094	HUMAN21732, HUMAN21731	AMPFI_14580
OG0006095	HUMAN14590, HUMAN14591	AMPFI_05328
OG0006096	HUMAN07332	AMPFI_15060
OG0006097	HUMAN08203	AMPFI_23191
OG0006098	HUMAN24463	AMPFI_18314
OG0006099	HUMAN20246, HUMAN20247, HUMAN10485	AMPFI_24240
OG0006100	HUMAN11634, HUMAN11631	AMPFI_08247
OG0006101	HUMAN09927	AMPFI_24203
OG0006102	HUMAN14312	AMPFI_22372
OG0006103	HUMAN25641, HUMAN25642	AMPFI_03153
OG0006104	HUMAN13307, HUMAN13306	AMPFI_13805
OG0006106	HUMAN01288	AMPFI_21458
OG0006107	HUMAN06814	AMPFI_09456
OG0006108	HUMAN19308, HUMAN24804	AMPFI_05510
OG0006110	HUMAN00146	AMPFI_15361, AMPFI_22999
OG0006111	HUMAN04097	AMPFI_08928
OG0006112	HUMAN11099, HUMAN11100	AMPFI_06094
OG0006113	HUMAN27782	AMPFI_22280
OG0006114	HUMAN20880, HUMAN20878	AMPFI_02697
OG0006115	HUMAN25466	AMPFI_05027
OG0006116	HUMAN04926	AMPFI_12560
OG0006117	HUMAN13387	AMPFI_07331
OG0006118	HUMAN23165	AMPFI_01625
OG0006119	HUMAN22102	AMPFI_12632
OG0006120	HUMAN17280	AMPFI_09581
OG0006121	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269	AMPFI_08623
OG0006123	HUMAN17179	AMPFI_20795
OG0006124	HUMAN17199	AMPFI_07050
OG0006125	HUMAN15346	AMPFI_03499
OG0006126	HUMAN14608	AMPFI_09361
OG0006127	HUMAN11301	AMPFI_02019
OG0006128	HUMAN11291	AMPFI_13981
OG0006129	HUMAN22337	AMPFI_05212
OG0006130	HUMAN24930	AMPFI_25932
OG0006131	HUMAN10340, HUMAN10341	AMPFI_13673, AMPFI_13674
OG0006132	HUMAN03519	AMPFI_06640
OG0006133	HUMAN14156	AMPFI_04080
OG0006134	HUMAN23158, HUMAN23157	AMPFI_06352
OG0006136	HUMAN22424, HUMAN17420	AMPFI_11966
OG0006137	HUMAN00743	AMPFI_23575
OG0006138	HUMAN25102, HUMAN25101	AMPFI_10915
OG0006139	HUMAN06941	AMPFI_04819
OG0006140	HUMAN26387	AMPFI_08309
OG0006141	HUMAN09892	AMPFI_05969
OG0006144	HUMAN04932	AMPFI_06238
OG0006145	HUMAN00147	AMPFI_23447, AMPFI_19918
OG0006146	HUMAN03067, HUMAN03068	AMPFI_16230
OG0006147	HUMAN01348	AMPFI_23905
OG0006148	HUMAN23409, HUMAN23408	AMPFI_08258
OG0006149	HUMAN08668, HUMAN08667	AMPFI_00527, AMPFI_00771, AMPFI_19561
OG0006151	HUMAN00256	AMPFI_07849
OG0006152	HUMAN25623	AMPFI_08291, AMPFI_08292
OG0006155	HUMAN01881, HUMAN01880	AMPFI_06316
OG0006158	HUMAN08816	AMPFI_13685
OG0006159	HUMAN18627	AMPFI_07707
OG0006160	HUMAN02882	AMPFI_14878
OG0006161	HUMAN26115, HUMAN26114, HUMAN26113	AMPFI_22307
OG0006162	HUMAN14159	AMPFI_01274
OG0006163	HUMAN09410	AMPFI_25469
OG0006164	HUMAN04454, HUMAN04456	AMPFI_12889
OG0006165	HUMAN18893	AMPFI_06300
OG0006168	HUMAN14603	AMPFI_05556
OG0006169	HUMAN05182	AMPFI_11768
OG0006170	HUMAN18106	AMPFI_12994, AMPFI_22006
OG0006171	HUMAN00716	AMPFI_19804, AMPFI_05636
OG0006174	HUMAN23536, HUMAN09956	AMPFI_00422
OG0006175	HUMAN13786, HUMAN13787	AMPFI_24543
OG0006176	HUMAN15034	AMPFI_10520
OG0006177	HUMAN04270, HUMAN04269	AMPFI_05594, AMPFI_04013
OG0006178	HUMAN24297	AMPFI_13097
OG0006179	HUMAN19533, HUMAN19532, HUMAN19531, HUMAN19530	AMPFI_12364
OG0006180	HUMAN14035	AMPFI_00899
OG0006181	HUMAN15352	AMPFI_03759
OG0006182	HUMAN12689	AMPFI_12280
OG0006183	HUMAN20217, HUMAN20218	AMPFI_24216
OG0006184	HUMAN10559	AMPFI_24315
OG0006185	HUMAN27818	AMPFI_09297
OG0006186	HUMAN21213, HUMAN21214	AMPFI_24925
OG0006187	HUMAN01890	AMPFI_06260
OG0006188	HUMAN28717	AMPFI_07880
OG0006189	HUMAN20704	AMPFI_11168
OG0006190	HUMAN01849, HUMAN01850, HUMAN01851, HUMAN01852, HUMAN01848	AMPFI_06360
OG0006191	HUMAN23679	AMPFI_21306
OG0006192	HUMAN17512	AMPFI_12685
OG0006193	HUMAN14368, HUMAN14367	AMPFI_06596
OG0006194	HUMAN10520	AMPFI_15367
OG0006195	HUMAN10454, HUMAN10455	AMPFI_22865
OG0006196	HUMAN21725	AMPFI_02836
OG0006198	HUMAN03715	AMPFI_07883
OG0006199	HUMAN10536	AMPFI_09853
OG0006200	HUMAN23006, HUMAN23007, HUMAN23008	AMPFI_25110
OG0006201	HUMAN19925, HUMAN10840	AMPFI_02013
OG0006202	HUMAN08133	AMPFI_12051
OG0006203	HUMAN25094, HUMAN25093	AMPFI_13657, AMPFI_13218
OG0006204	HUMAN18056	AMPFI_01294
OG0006205	HUMAN30034	AMPFI_12052
OG0006206	HUMAN02535, HUMAN02536, HUMAN08296	AMPFI_09977
OG0006207	HUMAN11853, HUMAN11852	AMPFI_08531
OG0006208	HUMAN15001	AMPFI_00556
OG0006209	HUMAN23230	AMPFI_16406
OG0006209	HUMAN23231	AMPFI_04793
OG0006210	HUMAN23180	AMPFI_09052
OG0006211	HUMAN06304	AMPFI_06849
OG0006213	HUMAN21555	AMPFI_05568
OG0006214	HUMAN07072	AMPFI_01488
OG0006216	HUMAN14806	AMPFI_10203
OG0006217	HUMAN22494	AMPFI_17673
OG0006219	HUMAN18491	AMPFI_07566
OG0006220	HUMAN17684, HUMAN17685, HUMAN17683	AMPFI_07819
OG0006221	HUMAN26511, HUMAN12774	AMPFI_00150, AMPFI_21215
OG0006223	HUMAN00723	AMPFI_07597
OG0006224	HUMAN00219	AMPFI_06836
OG0006225	HUMAN25075	AMPFI_17092
OG0006226	HUMAN23414	AMPFI_06544
OG0006227	HUMAN17359	AMPFI_11009
OG0006228	HUMAN03879	AMPFI_06507
OG0006229	HUMAN22948	AMPFI_12998
OG0006230	HUMAN17688	AMPFI_23278
OG0006231	HUMAN27851	AMPFI_07940
OG0006232	HUMAN17570, HUMAN17571	AMPFI_18260
OG0006233	HUMAN21229, HUMAN21231	AMPFI_19163
OG0006234	HUMAN01013	AMPFI_04221
OG0006235	HUMAN06038	AMPFI_04700
OG0006237	HUMAN00401	AMPFI_22763, AMPFI_25948
OG0006238	HUMAN19681, HUMAN19682	AMPFI_19131
OG0006239	HUMAN11201	AMPFI_24438
OG0006240	HUMAN29061	AMPFI_03635
OG0006241	HUMAN02189	AMPFI_00986
OG0006242	HUMAN10654, HUMAN10653	AMPFI_24255
OG0006243	HUMAN30316, HUMAN30317, HUMAN28619	AMPFI_09339
OG0006244	HUMAN07280	AMPFI_12017
OG0006245	HUMAN18087	AMPFI_05666
OG0006246	HUMAN13922	AMPFI_06509
OG0006248	HUMAN30385	AMPFI_12231
OG0006249	HUMAN11927	AMPFI_02549
OG0006250	HUMAN23876	AMPFI_08516
OG0006251	HUMAN12332	AMPFI_08696
OG0006252	HUMAN05954, HUMAN05956, HUMAN05955	AMPFI_07736
OG0006254	HUMAN20127, HUMAN20128	AMPFI_10561
OG0006255	HUMAN03423	AMPFI_10712
OG0006256	HUMAN21324, HUMAN21325	AMPFI_07679
OG0006257	HUMAN18727, HUMAN18726	AMPFI_16037
OG0006258	HUMAN14002	AMPFI_10117
OG0006259	HUMAN28344	AMPFI_08846
OG0006260	HUMAN20497	AMPFI_09166
OG0006261	HUMAN26805	AMPFI_21809
OG0006262	HUMAN20747	AMPFI_21311
OG0006263	HUMAN14070, HUMAN14069, HUMAN14068	AMPFI_15958
OG0006264	HUMAN07077	AMPFI_18486
OG0006265	HUMAN21410	AMPFI_19076
OG0006266	HUMAN22408	AMPFI_10633
OG0006268	HUMAN29838	AMPFI_22965
OG0006269	HUMAN20430	AMPFI_11603
OG0006270	HUMAN29317, HUMAN29316	AMPFI_11518, AMPFI_11517
OG0006271	HUMAN17447, HUMAN17446	AMPFI_05497
OG0006273	HUMAN13702, HUMAN13703	AMPFI_12803
OG0006274	HUMAN04287	AMPFI_02692
OG0006275	HUMAN02519	AMPFI_11056
OG0006276	HUMAN03057	AMPFI_22661
OG0006277	HUMAN12337	AMPFI_05401
OG0006278	HUMAN00416	AMPFI_13328
OG0006279	HUMAN19507	AMPFI_12209
OG0006280	HUMAN25747	AMPFI_13354
OG0006281	HUMAN00064, HUMAN00065	AMPFI_08305
OG0006283	HUMAN02975	AMPFI_09857
OG0006284	HUMAN14241	AMPFI_15640
OG0006285	HUMAN18055, HUMAN18054	AMPFI_09442
OG0006286	HUMAN27261	AMPFI_00384
OG0006287	HUMAN18673	AMPFI_23322
OG0006290	HUMAN00026, HUMAN00028, HUMAN00027	AMPFI_15621
OG0006291	HUMAN01280	AMPFI_03057
OG0006292	HUMAN11024, HUMAN11025, HUMAN19092	AMPFI_02156
OG0006293	HUMAN07177	AMPFI_20336
OG0006294	HUMAN08808	AMPFI_08840
OG0006295	HUMAN26422	AMPFI_12168
OG0006296	HUMAN26959	AMPFI_00354
OG0006297	HUMAN20419	AMPFI_03538
OG0006298	HUMAN06371	AMPFI_22421
OG0006299	HUMAN00504	AMPFI_15652
OG0006300	HUMAN02710	AMPFI_04147, AMPFI_18641
OG0006301	HUMAN09238	AMPFI_05956
OG0006302	HUMAN09795, HUMAN09794	AMPFI_24529
OG0006304	HUMAN08877	AMPFI_12955
OG0006305	HUMAN03641	AMPFI_06288
OG0006307	HUMAN23322	AMPFI_07621
OG0006308	HUMAN11839	AMPFI_13919
OG0006309	HUMAN06820	AMPFI_22246
OG0006310	HUMAN05065	AMPFI_18263, AMPFI_21010
OG0006311	HUMAN06167	AMPFI_05300
OG0006312	HUMAN20048	AMPFI_19065
OG0006313	HUMAN00601, HUMAN00602	AMPFI_08699
OG0006314	HUMAN01546	AMPFI_00274
OG0006315	HUMAN17337	AMPFI_12726
OG0006316	HUMAN23371	AMPFI_25657
OG0006317	HUMAN01667, HUMAN01666, HUMAN01665	AMPFI_10347
OG0006319	HUMAN04099	AMPFI_18169
OG0006320	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778	AMPFI_02196
OG0006321	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151	AMPFI_06467, AMPFI_03793
OG0006322	HUMAN20861	AMPFI_18871
OG0006323	HUMAN07594	AMPFI_09840
OG0006324	HUMAN27779, HUMAN27778	AMPFI_15910, AMPFI_03322, AMPFI_04965
OG0006325	HUMAN29195	AMPFI_00434, AMPFI_12380
OG0006326	HUMAN02266, HUMAN02265	AMPFI_18484
OG0006327	HUMAN21564, HUMAN21563	AMPFI_08527
OG0006328	HUMAN24587	AMPFI_12066
OG0006330	HUMAN09633, HUMAN09634	AMPFI_04855
OG0006331	HUMAN15803, HUMAN15802	AMPFI_14220
OG0006332	HUMAN04311	AMPFI_14914
OG0006334	HUMAN14773	AMPFI_25859
OG0006335	HUMAN06483, HUMAN06484	AMPFI_07444
OG0006336	HUMAN15046, HUMAN15045	AMPFI_10265
OG0006339	HUMAN07408, HUMAN07407	AMPFI_08797
OG0006340	HUMAN03191	AMPFI_12532
OG0006341	HUMAN14510	AMPFI_15945
OG0006343	HUMAN27487	AMPFI_00277, AMPFI_00654, AMPFI_19184
OG0006344	HUMAN28604	AMPFI_17205
OG0006345	HUMAN27906	AMPFI_19089, AMPFI_21303
OG0006347	HUMAN06637	AMPFI_08973
OG0006348	HUMAN23566	AMPFI_23765
OG0006350	HUMAN23685	AMPFI_24714
OG0006351	HUMAN22851	AMPFI_03732
OG0006352	HUMAN28597	AMPFI_00995
OG0006353	HUMAN15771	AMPFI_06451
OG0006354	HUMAN17172	AMPFI_07811
OG0006355	HUMAN21127	AMPFI_04748
OG0006356	HUMAN12204	AMPFI_25376
OG0006357	HUMAN18357	AMPFI_23363
OG0006358	HUMAN26475	AMPFI_00524, AMPFI_03642
OG0006359	HUMAN01182	AMPFI_13107
OG0006360	HUMAN06791	AMPFI_21111
OG0006361	HUMAN11008	AMPFI_13719
OG0006362	HUMAN00550	AMPFI_21721
OG0006363	HUMAN04865	AMPFI_07540
OG0006364	HUMAN28809	AMPFI_05920
OG0006365	HUMAN17577, HUMAN30443	AMPFI_25333
OG0006367	HUMAN16619, HUMAN16620	AMPFI_00225
OG0006368	HUMAN12731, HUMAN12730	AMPFI_14390, AMPFI_00586
OG0006369	HUMAN04390	AMPFI_01929, AMPFI_23024, AMPFI_04376
OG0006370	HUMAN27328	AMPFI_02001
OG0006372	HUMAN05301	AMPFI_02843
OG0006375	HUMAN10310, HUMAN10309	AMPFI_05100
OG0006376	HUMAN29330, HUMAN29329	AMPFI_06042
OG0006377	HUMAN23254	AMPFI_06121
OG0006378	HUMAN22618	AMPFI_06173
OG0006379	HUMAN08621	AMPFI_06346
OG0006380	HUMAN24188	AMPFI_14500
OG0006381	HUMAN06920, HUMAN30425, HUMAN06919	AMPFI_07193
OG0006382	HUMAN08589	AMPFI_08946
OG0006383	HUMAN19516	AMPFI_09418
OG0006384	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667	AMPFI_10036
OG0006385	HUMAN04983	AMPFI_10081
OG0006386	HUMAN03914, HUMAN03913	AMPFI_10106
OG0006387	HUMAN19461, HUMAN19462, HUMAN00501	AMPFI_10442
OG0006388	HUMAN10177, HUMAN30153, HUMAN30163, HUMAN13637	AMPFI_10875
OG0006389	HUMAN29747, HUMAN25835	AMPFI_10944
OG0006390	HUMAN02874, HUMAN02872, HUMAN02873	AMPFI_11153
OG0006391	HUMAN05598	AMPFI_19852
OG0006392	HUMAN01485	AMPFI_11646
OG0006393	HUMAN28534, HUMAN14443	AMPFI_13332
OG0006394	HUMAN20260, HUMAN20262, HUMAN20261	AMPFI_13378
OG0006395	HUMAN18809, HUMAN18808	AMPFI_13661
OG0006396	HUMAN28914	AMPFI_14971
OG0006397	HUMAN11967	AMPFI_16051
OG0006398	HUMAN01047, HUMAN01046	AMPFI_17211
OG0006399	HUMAN07113, HUMAN07112, HUMAN07111	AMPFI_19186
OG0006401	HUMAN18158, HUMAN26324	AMPFI_20278
OG0006402	HUMAN22757, HUMAN22756	AMPFI_21913
OG0006442	HUMAN24428	AMPFI_02612
OG0006442	HUMAN24430, HUMAN24429	AMPFI_22897
OG0006443	HUMAN04869	AMPFI_07202
OG0006446	HUMAN29158	AMPFI_10817
OG0006447	HUMAN29322, HUMAN29323	AMPFI_11947
OG0006448	HUMAN23211	AMPFI_06560
OG0006452	HUMAN02398, HUMAN20893	AMPFI_16030
OG0006454	HUMAN13113, HUMAN13112	AMPFI_05834
OG0006457	HUMAN14767	AMPFI_21736
OG0006458	HUMAN05481	AMPFI_20948
OG0006459	HUMAN09471	AMPFI_24708
OG0006460	HUMAN02631, HUMAN02632	AMPFI_05880
OG0006461	HUMAN20951	AMPFI_09416
OG0006462	HUMAN20252	AMPFI_25276
OG0006463	HUMAN13877, HUMAN13876, HUMAN13878, HUMAN13879, HUMAN13880, HUMAN13875	AMPFI_13065
OG0006464	HUMAN30209, HUMAN22027	AMPFI_20431
OG0006465	HUMAN02673	AMPFI_08854
OG0006467	HUMAN17163, HUMAN17162	AMPFI_07080
OG0006468	HUMAN28005	AMPFI_25686
OG0006469	HUMAN12113	AMPFI_03365
OG0006470	HUMAN22261	AMPFI_09779
OG0006471	HUMAN18729	AMPFI_12192
OG0006472	HUMAN26665	AMPFI_15114
OG0006474	HUMAN19727	AMPFI_10985
OG0006475	HUMAN26136	AMPFI_07654
OG0006476	HUMAN07555, HUMAN07556	AMPFI_06528
OG0006477	HUMAN05076	AMPFI_11262
OG0006478	HUMAN14445	AMPFI_19049
OG0006479	HUMAN00009	AMPFI_06142
OG0006480	HUMAN03645	AMPFI_11426
OG0006481	HUMAN05570, HUMAN20279	AMPFI_25723
OG0006482	HUMAN08453	AMPFI_24557
OG0006483	HUMAN08362	AMPFI_16128
OG0006485	HUMAN04789	AMPFI_08915
OG0006486	HUMAN21434, HUMAN21433, HUMAN06954	AMPFI_16684
OG0006487	HUMAN20882	AMPFI_17903
OG0006488	HUMAN15844	AMPFI_11034
OG0006490	HUMAN07030	AMPFI_17883
OG0006491	HUMAN13791, HUMAN13790	AMPFI_11842
OG0006492	HUMAN11565	AMPFI_23136
OG0006493	HUMAN05189, HUMAN05188, HUMAN05190	AMPFI_02164
OG0006494	HUMAN21838, HUMAN21837	AMPFI_05737
OG0006495	HUMAN11902, HUMAN11903	AMPFI_07176
OG0006496	HUMAN02167	AMPFI_10689
OG0006497	HUMAN07721, HUMAN07722, HUMAN07720	AMPFI_06696
OG0006498	HUMAN29984	AMPFI_12161
OG0006499	HUMAN02242, HUMAN02243, HUMAN02244	AMPFI_10067
OG0006500	HUMAN08688, HUMAN08687, HUMAN08690, HUMAN08689	AMPFI_10686
OG0006501	HUMAN15460	AMPFI_25980
OG0006502	HUMAN12374, HUMAN12375	AMPFI_01184
OG0006503	HUMAN27658	AMPFI_14175
OG0006505	HUMAN02985, HUMAN02984	AMPFI_09747
OG0006506	HUMAN21266	AMPFI_20331
OG0006507	HUMAN17635, HUMAN17633, HUMAN17634	AMPFI_10834
OG0006508	HUMAN22149	AMPFI_11788
OG0006509	HUMAN22918, HUMAN22917	AMPFI_18650
OG0006510	HUMAN19222	AMPFI_07648
OG0006511	HUMAN18611, HUMAN09163	AMPFI_09796
OG0006512	HUMAN20059	AMPFI_15002
OG0006513	HUMAN10996, HUMAN10995	AMPFI_10162
OG0006514	HUMAN22995	AMPFI_21552
OG0006515	HUMAN08961	AMPFI_23080
OG0006516	HUMAN09318	AMPFI_09518
OG0006517	HUMAN13704	AMPFI_09029
OG0006518	HUMAN25430, HUMAN25432, HUMAN25431	AMPFI_09733
OG0006519	HUMAN02479	AMPFI_09462
OG0006520	HUMAN07570	AMPFI_20008
OG0006523	HUMAN15810, HUMAN15811	AMPFI_01535
OG0006525	HUMAN28845	AMPFI_11251
OG0006526	HUMAN28412	AMPFI_14770
OG0006527	HUMAN13585	AMPFI_06100
OG0006528	HUMAN18246	AMPFI_10398
OG0006530	HUMAN01857	AMPFI_21867, AMPFI_16011
OG0006532	HUMAN14164	AMPFI_11984
OG0006534	HUMAN03546, HUMAN03547	AMPFI_20504
OG0006535	HUMAN06136	AMPFI_14352
OG0006536	HUMAN14779	AMPFI_12044
OG0006537	HUMAN22896	AMPFI_10341
OG0006538	HUMAN17787	AMPFI_02030
OG0006540	HUMAN30223	AMPFI_19290
OG0006541	HUMAN23369	AMPFI_18892
OG0006542	HUMAN07571	AMPFI_14637
OG0006543	HUMAN25209	AMPFI_06101
OG0006544	HUMAN18899	AMPFI_06224
OG0006545	HUMAN29010, HUMAN29009	AMPFI_13489
OG0006546	HUMAN08888	AMPFI_15044
OG0006547	HUMAN06438	AMPFI_12172
OG0006549	HUMAN06269	AMPFI_05684
OG0006550	HUMAN02858	AMPFI_17947
OG0006551	HUMAN01474	AMPFI_11025
OG0006552	HUMAN23496	AMPFI_07606
OG0006553	HUMAN25917	AMPFI_10454
OG0006554	HUMAN07135	AMPFI_04096
OG0006555	HUMAN18243, HUMAN18244	AMPFI_14579
OG0006556	HUMAN25766	AMPFI_03232
OG0006559	HUMAN14395, HUMAN28495	AMPFI_02145
OG0006560	HUMAN08721	AMPFI_19755
OG0006562	HUMAN30594	AMPFI_09623
OG0006563	HUMAN03286	AMPFI_21613
OG0006564	HUMAN26384, HUMAN26375	AMPFI_05981
OG0006565	HUMAN26889, HUMAN21101	AMPFI_11901
OG0006566	HUMAN12988	AMPFI_03736
OG0006568	HUMAN25683	AMPFI_09823
OG0006569	HUMAN17062	AMPFI_04736
OG0006571	HUMAN23449	AMPFI_23157
OG0006572	HUMAN00888, HUMAN00887, HUMAN00889	AMPFI_16777
OG0006573	HUMAN12290, HUMAN12289	AMPFI_04218
OG0006574	HUMAN14370	AMPFI_19066
OG0006575	HUMAN29419	AMPFI_01666
OG0006576	HUMAN23000	AMPFI_06671
OG0006577	HUMAN05518, HUMAN05517	AMPFI_00642
OG0006578	HUMAN22134	AMPFI_06349
OG0006579	HUMAN28507	AMPFI_03149
OG0006580	HUMAN12502	AMPFI_23358
OG0006581	HUMAN09574	AMPFI_11462
OG0006583	HUMAN25717	AMPFI_07167
OG0006584	HUMAN20560	AMPFI_02572
OG0006585	HUMAN17034, HUMAN17035	AMPFI_01004
OG0006586	HUMAN11398	AMPFI_11910
OG0006587	HUMAN15554, HUMAN15555, HUMAN15553	AMPFI_08526
OG0006588	HUMAN29928	AMPFI_22279
OG0006589	HUMAN17150	AMPFI_07432
OG0006590	HUMAN05823	AMPFI_10661
OG0006591	HUMAN28224	AMPFI_00838
OG0006592	HUMAN01445	AMPFI_11061
OG0006593	HUMAN20736	AMPFI_11869
OG0006594	HUMAN10868, HUMAN10810	AMPFI_22653
OG0006595	HUMAN03332	AMPFI_07066
OG0006596	HUMAN19063, HUMAN19062	AMPFI_14571
OG0006597	HUMAN30289	AMPFI_14301
OG0006598	HUMAN28610	AMPFI_19501
OG0006600	HUMAN13359, HUMAN13358	AMPFI_22394
OG0006601	HUMAN18406	AMPFI_11850
OG0006602	HUMAN14818	AMPFI_07168
OG0006603	HUMAN11393	AMPFI_06187
OG0006604	HUMAN11730, HUMAN11731	AMPFI_05937
OG0006606	HUMAN11489	AMPFI_17025, AMPFI_02730
OG0006607	HUMAN00747, HUMAN00746	AMPFI_08824
OG0006608	HUMAN21771, HUMAN21770	AMPFI_09810
OG0006609	HUMAN27322	AMPFI_06978
OG0006610	HUMAN10217	AMPFI_09328
OG0006611	HUMAN06625	AMPFI_21041
OG0006612	HUMAN14429, HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427	AMPFI_15592
OG0006613	HUMAN09458, HUMAN09457, HUMAN09459	AMPFI_15015
OG0006614	HUMAN06112, HUMAN06113	AMPFI_10524
OG0006615	HUMAN13872	AMPFI_13199
OG0006618	HUMAN14073	AMPFI_03713
OG0006619	HUMAN24501	AMPFI_23367
OG0006620	HUMAN00655, HUMAN27431	AMPFI_11795
OG0006622	HUMAN28527, HUMAN29955	AMPFI_08817
OG0006623	HUMAN04366	AMPFI_15671
OG0006624	HUMAN20606	AMPFI_06811
