Orthogroup	HUMAN	APOSJ_ok
OG0005865	HUMAN05412, HUMAN00325	APOSJ_61153, APOSJ_61151
OG0005866	HUMAN09287	APOSJ_00147
OG0005867	HUMAN02860	APOSJ_31457, APOSJ_31458
OG0005869	HUMAN18879	APOSJ_60086
OG0005870	HUMAN01294	APOSJ_55202, APOSJ_36769
OG0005871	HUMAN22356	APOSJ_44184, APOSJ_44186
OG0005872	HUMAN25988	APOSJ_40239
OG0005874	HUMAN18205, HUMAN18204	APOSJ_46412
OG0005875	HUMAN05239	APOSJ_61627, APOSJ_42044, APOSJ_61624, APOSJ_61626, APOSJ_61625, APOSJ_61623
OG0005876	HUMAN21436	APOSJ_32843, APOSJ_32842, APOSJ_32838, APOSJ_32837, APOSJ_32840
OG0005877	HUMAN14167, HUMAN14166	APOSJ_22102, APOSJ_22103
OG0005878	HUMAN08616	APOSJ_25403, APOSJ_25399, APOSJ_25401, APOSJ_25402, APOSJ_19184, APOSJ_25400
OG0005879	HUMAN28048, HUMAN28050, HUMAN28049	APOSJ_55723, APOSJ_55724, APOSJ_10197, APOSJ_10192, APOSJ_63136, APOSJ_55722
OG0005880	HUMAN21082, HUMAN21083	APOSJ_33168
OG0005881	HUMAN25585, HUMAN25586	APOSJ_16550, APOSJ_16551
OG0005882	HUMAN06145	APOSJ_31294, APOSJ_31296, APOSJ_31295, APOSJ_31297
OG0005884	HUMAN02481	APOSJ_13538, APOSJ_56250
OG0005885	HUMAN00246	APOSJ_44623, APOSJ_21182, APOSJ_63037
OG0005886	HUMAN08656, HUMAN08655	APOSJ_44930, APOSJ_27125, APOSJ_27126, APOSJ_27127, APOSJ_27124
OG0005887	HUMAN10938, HUMAN10937	APOSJ_23833
OG0005888	HUMAN14602, HUMAN14601	APOSJ_60925, APOSJ_30594
OG0005889	HUMAN30596, HUMAN30597	APOSJ_59086, APOSJ_59088, APOSJ_59087, APOSJ_59085
OG0005890	HUMAN24995	APOSJ_45453
OG0005891	HUMAN13205, HUMAN13206	APOSJ_23613, APOSJ_09038
OG0005892	HUMAN11062	APOSJ_43478, APOSJ_43477
OG0005894	HUMAN07756, HUMAN23997	APOSJ_28992
OG0005895	HUMAN13085	APOSJ_01825, APOSJ_01827, APOSJ_01826, APOSJ_11252
OG0005897	HUMAN28934, HUMAN28935	APOSJ_36990, APOSJ_57802
OG0005898	HUMAN15792	APOSJ_55596, APOSJ_55597, APOSJ_55595, APOSJ_55598
OG0005899	HUMAN15102, HUMAN15101	APOSJ_58569
OG0005900	HUMAN00908	APOSJ_04552, APOSJ_04555, APOSJ_04554, APOSJ_04553
OG0005901	HUMAN11352	APOSJ_02110
OG0005902	HUMAN28008	APOSJ_24484, APOSJ_24478, APOSJ_24482, APOSJ_24481, APOSJ_24479, APOSJ_24480, APOSJ_24483, APOSJ_24485
OG0005903	HUMAN05250	APOSJ_44290, APOSJ_44289
OG0005906	HUMAN17806	APOSJ_52878, APOSJ_60250
OG0005907	HUMAN06964	APOSJ_01971, APOSJ_01972, APOSJ_54652, APOSJ_01970
OG0005908	HUMAN09687, HUMAN09686	APOSJ_19768, APOSJ_19767, APOSJ_19766
OG0005909	HUMAN15058	APOSJ_64923
OG0005910	HUMAN05276, HUMAN05275	APOSJ_21373, APOSJ_21375
OG0005912	HUMAN00030, HUMAN18465, HUMAN18464	APOSJ_61256, APOSJ_03371
OG0005914	HUMAN21110	APOSJ_31914, APOSJ_31915, APOSJ_31913, APOSJ_31912
OG0005916	HUMAN16424, HUMAN30347, HUMAN18219	APOSJ_42293, APOSJ_42291, APOSJ_42290, APOSJ_42292
OG0005917	HUMAN29360	APOSJ_15012, APOSJ_24329, APOSJ_06935, APOSJ_24323, APOSJ_22043, APOSJ_22034
OG0005918	HUMAN02249	APOSJ_34539
OG0005919	HUMAN02147	APOSJ_38000, APOSJ_38001
OG0005920	HUMAN20786	APOSJ_32568, APOSJ_32566, APOSJ_32564, APOSJ_32567
OG0005921	HUMAN21169	APOSJ_35499
OG0005922	HUMAN21472, HUMAN21471	APOSJ_38159
OG0005923	HUMAN11954	APOSJ_38408, APOSJ_60927
OG0005924	HUMAN20767, HUMAN20766	APOSJ_10793
OG0005926	HUMAN23223, HUMAN23222	APOSJ_11149, APOSJ_11150, APOSJ_11147, APOSJ_11148
OG0005927	HUMAN21919	APOSJ_46960, APOSJ_46958, APOSJ_46959, APOSJ_46961
OG0005928	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021	APOSJ_24820
OG0005929	HUMAN14787	APOSJ_49015
OG0005930	HUMAN23533	APOSJ_31290
OG0005931	HUMAN10003, HUMAN10001	APOSJ_26827, APOSJ_37610, APOSJ_25998, APOSJ_26828, APOSJ_25999, APOSJ_26826
OG0005932	HUMAN02887	APOSJ_32251, APOSJ_32252, APOSJ_32249, APOSJ_32250
OG0005933	HUMAN04904, HUMAN04903	APOSJ_61993, APOSJ_53206
OG0005935	HUMAN28359, HUMAN28358	APOSJ_20762, APOSJ_20761
OG0005936	HUMAN05060, HUMAN05059	APOSJ_59913
OG0005937	HUMAN20373	APOSJ_18008, APOSJ_19166
OG0005938	HUMAN23271	APOSJ_15691
OG0005939	HUMAN03861	APOSJ_20729, APOSJ_01162, APOSJ_12433, APOSJ_20730, APOSJ_20732, APOSJ_20731
OG0005940	HUMAN09306	APOSJ_61683, APOSJ_42446
OG0005941	HUMAN16850	APOSJ_54972, APOSJ_54969, APOSJ_54970, APOSJ_54966, APOSJ_54971, APOSJ_54967, APOSJ_54973, APOSJ_54968
OG0005942	HUMAN13074, HUMAN13075, HUMAN13073	APOSJ_54718, APOSJ_30050, APOSJ_54725
OG0005943	HUMAN20273	APOSJ_23878, APOSJ_45350
OG0005944	HUMAN25114	APOSJ_43317, APOSJ_43319, APOSJ_43316, APOSJ_43318
OG0005946	HUMAN29857	APOSJ_09386, APOSJ_44027
OG0005947	HUMAN07805	APOSJ_23672, APOSJ_23670, APOSJ_23671
OG0005948	HUMAN03557	APOSJ_32793
OG0005950	HUMAN16572, HUMAN16573, HUMAN16574, HUMAN16571	APOSJ_26616, APOSJ_33484, APOSJ_33486
OG0005951	HUMAN14961, HUMAN14960, HUMAN14959, HUMAN14958	APOSJ_46414, APOSJ_46413
OG0005952	HUMAN26262	APOSJ_03405, APOSJ_03404, APOSJ_03402, APOSJ_03403
OG0005953	HUMAN23466, HUMAN23460	APOSJ_39284
OG0005954	HUMAN11144	APOSJ_48271, APOSJ_48274, APOSJ_48277, APOSJ_48275, APOSJ_48276, APOSJ_48273, APOSJ_50173, APOSJ_50064
OG0005955	HUMAN27556	APOSJ_41814, APOSJ_64243
OG0005956	HUMAN29076	APOSJ_11722, APOSJ_55736, APOSJ_11716
OG0005957	HUMAN28675	APOSJ_63559, APOSJ_62892, APOSJ_63557
OG0005958	HUMAN09347, HUMAN09348	APOSJ_56986, APOSJ_52401
OG0005959	HUMAN01860, HUMAN01861	APOSJ_22602, APOSJ_22603
OG0005960	HUMAN22222	APOSJ_33847, APOSJ_33846
OG0005961	HUMAN20444, HUMAN20443	APOSJ_61218, APOSJ_61217
OG0005962	HUMAN24946	APOSJ_51749, APOSJ_51746, APOSJ_51747, APOSJ_53740
OG0005963	HUMAN24419	APOSJ_31516
OG0005964	HUMAN06772, HUMAN06773, HUMAN06771	APOSJ_30777, APOSJ_36869, APOSJ_65283
OG0005965	HUMAN22249	APOSJ_13674, APOSJ_12547
OG0005966	HUMAN10284	APOSJ_62810, APOSJ_41906
OG0005967	HUMAN20085, HUMAN20084	APOSJ_06057, APOSJ_06056
OG0005968	HUMAN19241, HUMAN13818	APOSJ_60390
OG0005969	HUMAN25091	APOSJ_34996
OG0005970	HUMAN01307	APOSJ_36943, APOSJ_43466
OG0005971	HUMAN17982	APOSJ_60718, APOSJ_60720, APOSJ_60722, APOSJ_60719, APOSJ_60723
OG0005972	HUMAN24535, HUMAN24534, HUMAN24533, HUMAN24532	APOSJ_38108, APOSJ_38131, APOSJ_24398
OG0005973	HUMAN08375, HUMAN08374, HUMAN08373	APOSJ_57208, APOSJ_57209, APOSJ_57211, APOSJ_16652
OG0005974	HUMAN02132	APOSJ_38224, APOSJ_38226, APOSJ_38225, APOSJ_38223
OG0005975	HUMAN29764, HUMAN30591	APOSJ_44778
OG0005976	HUMAN18021	APOSJ_64764, APOSJ_62779, APOSJ_62777, APOSJ_64746, APOSJ_62778, APOSJ_49050
OG0005977	HUMAN26922	APOSJ_21509
OG0005978	HUMAN12549, HUMAN12548	APOSJ_42439, APOSJ_42438
OG0005979	HUMAN27318	APOSJ_22361, APOSJ_22360
OG0005980	HUMAN25057	APOSJ_46417
OG0005981	HUMAN24436, HUMAN24437, HUMAN24439, HUMAN24438, HUMAN24435	APOSJ_62909, APOSJ_32017, APOSJ_49950, APOSJ_32016, APOSJ_32015, APOSJ_32014
OG0005982	HUMAN23416	APOSJ_29056, APOSJ_29055
OG0005983	HUMAN09153, HUMAN09152	APOSJ_64770, APOSJ_61301
OG0005984	HUMAN23298, HUMAN23297	APOSJ_30462
OG0005986	HUMAN04923	APOSJ_47491
OG0005987	HUMAN17615, HUMAN30224	APOSJ_20158
OG0005988	HUMAN03816, HUMAN03817, HUMAN03818	APOSJ_17696, APOSJ_17694, APOSJ_17695, APOSJ_17697
OG0005989	HUMAN04205	APOSJ_53200, APOSJ_53201
OG0005991	HUMAN27054, HUMAN27055	APOSJ_12577, APOSJ_12576
OG0005993	HUMAN24934	APOSJ_24106, APOSJ_24105
OG0005994	HUMAN23396, HUMAN00910, HUMAN14824, HUMAN14825	APOSJ_15570
OG0005995	HUMAN25084	APOSJ_18956, APOSJ_18957, APOSJ_18958, APOSJ_18959
OG0005998	HUMAN19908, HUMAN19909	APOSJ_58163, APOSJ_62099, APOSJ_64869, APOSJ_64873
OG0006000	HUMAN02530	APOSJ_01788, APOSJ_09278, APOSJ_59190, APOSJ_59194, APOSJ_28845, APOSJ_59192
OG0006001	HUMAN09832, HUMAN09831	APOSJ_52001, APOSJ_55028
OG0006002	HUMAN06869	APOSJ_08645, APOSJ_08644, APOSJ_55131, APOSJ_08646
OG0006003	HUMAN14618	APOSJ_50270, APOSJ_50272, APOSJ_50271
OG0006004	HUMAN17755, HUMAN06434	APOSJ_39661, APOSJ_39664, APOSJ_39662, APOSJ_39660
OG0006005	HUMAN24132	APOSJ_13961, APOSJ_13962, APOSJ_13960
OG0006007	HUMAN23629, HUMAN10074, HUMAN14199	APOSJ_06311, APOSJ_11317
OG0006008	HUMAN13449	APOSJ_11789, APOSJ_11793, APOSJ_11794, APOSJ_08941, APOSJ_11788, APOSJ_11791, APOSJ_34963, APOSJ_11792
OG0006010	HUMAN04565, HUMAN04564	APOSJ_00136, APOSJ_00137, APOSJ_13985, APOSJ_00844
OG0006011	HUMAN13057, HUMAN13058	APOSJ_21061, APOSJ_21060, APOSJ_21059, APOSJ_02826
OG0006012	HUMAN09413, HUMAN09412	APOSJ_37795
OG0006013	HUMAN24739	APOSJ_24909, APOSJ_58462
OG0006014	HUMAN29649	APOSJ_34162, APOSJ_34163, APOSJ_34160
OG0006015	HUMAN28939, HUMAN28940, HUMAN28937, HUMAN28938	APOSJ_37168, APOSJ_37165, APOSJ_37166, APOSJ_37163, APOSJ_37164, APOSJ_37167
OG0006018	HUMAN03367	APOSJ_36221
OG0006021	HUMAN08755, HUMAN04796, HUMAN18711	APOSJ_55856
OG0006059	HUMAN28374	APOSJ_43617, APOSJ_43616
OG0006061	HUMAN10107	APOSJ_64008
OG0006062	HUMAN10402	APOSJ_05442
OG0006063	HUMAN23816	APOSJ_12899, APOSJ_00777
OG0006064	HUMAN23900, HUMAN23901	APOSJ_56062, APOSJ_60724, APOSJ_56061
OG0006065	HUMAN23399	APOSJ_02297, APOSJ_02296
OG0006066	HUMAN21362	APOSJ_05451
OG0006069	HUMAN26614	APOSJ_40708
OG0006070	HUMAN13404	APOSJ_48605, APOSJ_48604, APOSJ_24321
OG0006071	HUMAN29164	APOSJ_36540
OG0006072	HUMAN17123, HUMAN17124	APOSJ_53132, APOSJ_33732
OG0006073	HUMAN15872, HUMAN15873	APOSJ_43312, APOSJ_28775
OG0006074	HUMAN08735	APOSJ_25151, APOSJ_25150
OG0006075	HUMAN25111, HUMAN25113, HUMAN25112	APOSJ_07678, APOSJ_52920, APOSJ_52921
OG0006076	HUMAN28987, HUMAN28988	APOSJ_55781, APOSJ_27549, APOSJ_27550, APOSJ_27551, APOSJ_41689
OG0006077	HUMAN17920, HUMAN17919	APOSJ_60639, APOSJ_60638, APOSJ_60640, APOSJ_60641
OG0006078	HUMAN23620, HUMAN01532	APOSJ_54658
OG0006079	HUMAN10020	APOSJ_46360, APOSJ_27614
OG0006081	HUMAN26915	APOSJ_63461, APOSJ_63459
OG0006082	HUMAN26545, HUMAN30106	APOSJ_64255, APOSJ_44148, APOSJ_16596, APOSJ_64226, APOSJ_16597, APOSJ_38836, APOSJ_09984, APOSJ_44149
OG0006083	HUMAN26973	APOSJ_56162
OG0006084	HUMAN22958, HUMAN22957	APOSJ_41691, APOSJ_61500, APOSJ_41693, APOSJ_41692
OG0006085	HUMAN05831, HUMAN05833, HUMAN05832	APOSJ_55006
OG0006087	HUMAN09228, HUMAN09229	APOSJ_06533, APOSJ_06532
OG0006090	HUMAN02549, HUMAN02551	APOSJ_54117, APOSJ_54116, APOSJ_54113
OG0006092	HUMAN10224, HUMAN10222, HUMAN10221	APOSJ_43830, APOSJ_43831, APOSJ_43829
OG0006095	HUMAN14590, HUMAN14591	APOSJ_60289
OG0006096	HUMAN07332	APOSJ_47052, APOSJ_26295, APOSJ_47053, APOSJ_47055
OG0006097	HUMAN08203	APOSJ_39208
OG0006098	HUMAN24463	APOSJ_54535, APOSJ_18896
OG0006099	HUMAN20246, HUMAN20247, HUMAN10485	APOSJ_03329
OG0006100	HUMAN11634, HUMAN11631	APOSJ_07555, APOSJ_07557, APOSJ_48443, APOSJ_07556
OG0006101	HUMAN09927	APOSJ_11193
OG0006102	HUMAN14312	APOSJ_23284
OG0006103	HUMAN25641, HUMAN25642	APOSJ_12519, APOSJ_12521, APOSJ_22745, APOSJ_22748
OG0006104	HUMAN13307, HUMAN13306	APOSJ_33402
OG0006106	HUMAN01288	APOSJ_48794
OG0006107	HUMAN06814	APOSJ_60954, APOSJ_60955
OG0006108	HUMAN19308, HUMAN24804	APOSJ_43335, APOSJ_43334
OG0006111	HUMAN04097	APOSJ_45645
OG0006112	HUMAN11099, HUMAN11100	APOSJ_18519, APOSJ_51585, APOSJ_18503, APOSJ_40805, APOSJ_18516, APOSJ_18506, APOSJ_60866, APOSJ_23725
OG0006113	HUMAN27782	APOSJ_43058
OG0006114	HUMAN20880, HUMAN20878	APOSJ_52790
OG0006115	HUMAN25466	APOSJ_49256
OG0006116	HUMAN04926	APOSJ_23622, APOSJ_23623
OG0006117	HUMAN13387	APOSJ_22363, APOSJ_22367, APOSJ_22364, APOSJ_22366, APOSJ_22365, APOSJ_22368
OG0006118	HUMAN23165	APOSJ_28228, APOSJ_52478
OG0006119	HUMAN22102	APOSJ_05495, APOSJ_05494
OG0006120	HUMAN17280	APOSJ_03091
OG0006121	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269	APOSJ_11872, APOSJ_02329, APOSJ_02094
OG0006122	HUMAN12964, HUMAN12963	APOSJ_48102, APOSJ_48101
OG0006123	HUMAN17179	APOSJ_50227, APOSJ_31379, APOSJ_64870
OG0006124	HUMAN17199	APOSJ_60039, APOSJ_60038, APOSJ_60036, APOSJ_60037
OG0006125	HUMAN15346	APOSJ_31100, APOSJ_31098, APOSJ_31097, APOSJ_31099, APOSJ_63429, APOSJ_31101
OG0006126	HUMAN14607	APOSJ_13664, APOSJ_02252
OG0006126	HUMAN14608	APOSJ_64455
OG0006127	HUMAN11301	APOSJ_27402, APOSJ_27403
OG0006128	HUMAN11291	APOSJ_08247, APOSJ_08246
OG0006129	HUMAN22337	APOSJ_03899
OG0006130	HUMAN24930	APOSJ_15946, APOSJ_30828
OG0006131	HUMAN10340, HUMAN10341	APOSJ_41419
OG0006132	HUMAN03519	APOSJ_44770, APOSJ_44769
OG0006133	HUMAN14156	APOSJ_64690, APOSJ_64691
OG0006134	HUMAN23158, HUMAN23157	APOSJ_08298, APOSJ_08299
OG0006135	HUMAN03432	APOSJ_50461, APOSJ_50464, APOSJ_50463, APOSJ_18603, APOSJ_50460, APOSJ_46168
OG0006136	HUMAN22424, HUMAN17420	APOSJ_26737
OG0006137	HUMAN00743	APOSJ_47954
OG0006138	HUMAN25102, HUMAN25101	APOSJ_63734, APOSJ_20258, APOSJ_63736, APOSJ_20260, APOSJ_20259
OG0006139	HUMAN06941	APOSJ_40115
OG0006140	HUMAN26387	APOSJ_12439
OG0006141	HUMAN09892	APOSJ_31030, APOSJ_11443
OG0006144	HUMAN04932	APOSJ_19188
OG0006145	HUMAN00147	APOSJ_39421, APOSJ_46538, APOSJ_21408, APOSJ_39422
OG0006146	HUMAN03067, HUMAN03068	APOSJ_13386, APOSJ_13387
OG0006148	HUMAN23409, HUMAN23408	APOSJ_56787
OG0006149	HUMAN08668, HUMAN08667	APOSJ_61290
OG0006151	HUMAN00256	APOSJ_05270, APOSJ_05272
OG0006152	HUMAN25623	APOSJ_59116, APOSJ_28597
OG0006153	HUMAN22991	APOSJ_09105, APOSJ_09110
OG0006155	HUMAN01881, HUMAN01880	APOSJ_15782
OG0006158	HUMAN08816	APOSJ_10238
OG0006159	HUMAN18627	APOSJ_09856
OG0006160	HUMAN02882	APOSJ_60422, APOSJ_60421, APOSJ_60418, APOSJ_60417
OG0006161	HUMAN26115, HUMAN26114, HUMAN26113	APOSJ_31942
OG0006162	HUMAN14159	APOSJ_27431, APOSJ_27434, APOSJ_27429, APOSJ_27430, APOSJ_27433
OG0006163	HUMAN09410	APOSJ_57927, APOSJ_11874, APOSJ_11873
OG0006164	HUMAN04454, HUMAN04456	APOSJ_41863, APOSJ_41862
OG0006165	HUMAN18893	APOSJ_37400
OG0006167	HUMAN17145	APOSJ_22236, APOSJ_22235, APOSJ_22233, APOSJ_22232
OG0006168	HUMAN14603	APOSJ_27091, APOSJ_27092
OG0006169	HUMAN05182	APOSJ_53638, APOSJ_63561
OG0006170	HUMAN18106	APOSJ_59715, APOSJ_52807
OG0006171	HUMAN00716	APOSJ_23591, APOSJ_23587, APOSJ_44869, APOSJ_47930, APOSJ_25217
OG0006174	HUMAN23536, HUMAN09956	APOSJ_56342, APOSJ_10097, APOSJ_10096, APOSJ_10095
OG0006175	HUMAN13786, HUMAN13787	APOSJ_60834, APOSJ_40930
OG0006176	HUMAN15034	APOSJ_17258, APOSJ_43090, APOSJ_43088, APOSJ_17257, APOSJ_20656, APOSJ_14110
OG0006177	HUMAN04270, HUMAN04269	APOSJ_04030
OG0006178	HUMAN24297	APOSJ_25569, APOSJ_25568
OG0006179	HUMAN19533, HUMAN19532, HUMAN19531, HUMAN19530	APOSJ_12733, APOSJ_12735, APOSJ_12732, APOSJ_12736
OG0006180	HUMAN14035	APOSJ_18057, APOSJ_51355
OG0006181	HUMAN15352	APOSJ_42220, APOSJ_42221, APOSJ_64805
OG0006182	HUMAN12689	APOSJ_39398, APOSJ_39399, APOSJ_39401, APOSJ_39400
OG0006183	HUMAN20217, HUMAN20218	APOSJ_17533
OG0006184	HUMAN10559	APOSJ_22791
OG0006185	HUMAN27818	APOSJ_09104, APOSJ_09103
OG0006186	HUMAN21213, HUMAN21214	APOSJ_07631, APOSJ_07632, APOSJ_07629, APOSJ_07630
OG0006187	HUMAN01890	APOSJ_37981, APOSJ_37982
OG0006188	HUMAN28717	APOSJ_23972, APOSJ_23973, APOSJ_23968, APOSJ_17049
OG0006189	HUMAN20704	APOSJ_60379
OG0006190	HUMAN01849, HUMAN01850, HUMAN01851, HUMAN01852, HUMAN01848	APOSJ_29858, APOSJ_55890, APOSJ_55889
OG0006191	HUMAN23679	APOSJ_43076, APOSJ_43075, APOSJ_43074
OG0006192	HUMAN17512	APOSJ_28620
OG0006193	HUMAN14368, HUMAN14367	APOSJ_12640
OG0006194	HUMAN10520	APOSJ_43196, APOSJ_43195
OG0006195	HUMAN10454, HUMAN10455	APOSJ_38220, APOSJ_38219
OG0006196	HUMAN21725	APOSJ_28434, APOSJ_28433
OG0006198	HUMAN03715	APOSJ_10452, APOSJ_41858
OG0006199	HUMAN10536	APOSJ_32051
OG0006200	HUMAN23006, HUMAN23007, HUMAN23008	APOSJ_65040, APOSJ_65041
OG0006201	HUMAN19925, HUMAN10840	APOSJ_34184, APOSJ_48897
OG0006202	HUMAN08133	APOSJ_65343, APOSJ_65342
OG0006203	HUMAN25094, HUMAN25093	APOSJ_31767
OG0006204	HUMAN18056	APOSJ_02798, APOSJ_02799, APOSJ_17202
OG0006205	HUMAN30034	APOSJ_41078, APOSJ_41076, APOSJ_41075, APOSJ_41079
OG0006206	HUMAN02535, HUMAN02536, HUMAN08296	APOSJ_62383
OG0006207	HUMAN11853, HUMAN11852	APOSJ_18467, APOSJ_24349, APOSJ_51508, APOSJ_18469, APOSJ_28772
OG0006208	HUMAN15001	APOSJ_43954, APOSJ_43955, APOSJ_50084
OG0006209	HUMAN23230	APOSJ_01121
OG0006209	HUMAN23231	APOSJ_28870
OG0006210	HUMAN23180	APOSJ_53672
OG0006211	HUMAN06304	APOSJ_50960
OG0006212	HUMAN10475, HUMAN10477, HUMAN10478	APOSJ_39389, APOSJ_07249, APOSJ_38239, APOSJ_39387, APOSJ_45652, APOSJ_59683, APOSJ_07250, APOSJ_38242, APOSJ_38240
OG0006213	HUMAN21555	APOSJ_01430, APOSJ_01429, APOSJ_01431
OG0006214	HUMAN07072	APOSJ_57399, APOSJ_30103, APOSJ_30102
OG0006216	HUMAN14806	APOSJ_26417, APOSJ_58741, APOSJ_26416
OG0006217	HUMAN22494	APOSJ_04976, APOSJ_04975
OG0006219	HUMAN18491	APOSJ_31627, APOSJ_31628
OG0006220	HUMAN17684, HUMAN17685, HUMAN17683	APOSJ_38846
OG0006223	HUMAN00723	APOSJ_59673, APOSJ_59679, APOSJ_59678, APOSJ_23372, APOSJ_59680, APOSJ_23373, APOSJ_59677, APOSJ_59676, APOSJ_59674, APOSJ_59675
OG0006224	HUMAN00219	APOSJ_07698
OG0006225	HUMAN25075	APOSJ_28584
OG0006226	HUMAN23414	APOSJ_57755, APOSJ_57756
OG0006227	HUMAN17359	APOSJ_58183, APOSJ_46993, APOSJ_25916, APOSJ_25917
OG0006228	HUMAN03879	APOSJ_42285
OG0006229	HUMAN22948	APOSJ_44182, APOSJ_44183
OG0006230	HUMAN17688	APOSJ_52827, APOSJ_52829, APOSJ_52828
OG0006231	HUMAN27851	APOSJ_07158, APOSJ_31850
OG0006232	HUMAN17570, HUMAN17571	APOSJ_37789, APOSJ_37790
OG0006233	HUMAN21229, HUMAN21231	APOSJ_00373
OG0006234	HUMAN01013	APOSJ_30418, APOSJ_36835, APOSJ_36836
OG0006235	HUMAN06038	APOSJ_35101, APOSJ_05590
OG0006237	HUMAN00401	APOSJ_57393, APOSJ_16535, APOSJ_30099, APOSJ_57391
OG0006238	HUMAN19681, HUMAN19682	APOSJ_52361, APOSJ_18584, APOSJ_18585, APOSJ_18586
OG0006239	HUMAN11201	APOSJ_21256, APOSJ_40654
OG0006240	HUMAN29061	APOSJ_15164, APOSJ_29795, APOSJ_15165
OG0006241	HUMAN02189	APOSJ_38786, APOSJ_38783, APOSJ_38784, APOSJ_38785, APOSJ_27418
OG0006242	HUMAN10654, HUMAN10653	APOSJ_24932, APOSJ_24930, APOSJ_24931, APOSJ_24933
OG0006243	HUMAN30316, HUMAN30317, HUMAN28619	APOSJ_31029
OG0006244	HUMAN07280	APOSJ_61689, APOSJ_25593, APOSJ_61691
OG0006245	HUMAN18087	APOSJ_54611
OG0006246	HUMAN13922	APOSJ_52944, APOSJ_46449, APOSJ_52840
OG0006247	HUMAN23517	APOSJ_29164, APOSJ_29166
OG0006248	HUMAN30385	APOSJ_65305, APOSJ_35912, APOSJ_50864, APOSJ_35904, APOSJ_60444
OG0006249	HUMAN11927	APOSJ_02249
OG0006250	HUMAN23876	APOSJ_31972, APOSJ_31974, APOSJ_31971, APOSJ_03417, APOSJ_31973
OG0006251	HUMAN12332	APOSJ_27203, APOSJ_10288, APOSJ_10287
OG0006252	HUMAN05954, HUMAN05956, HUMAN05955	APOSJ_56878, APOSJ_56877, APOSJ_41073, APOSJ_41071, APOSJ_41072
OG0006253	HUMAN01544	APOSJ_62342, APOSJ_62340, APOSJ_62341, APOSJ_62339, APOSJ_16314
OG0006254	HUMAN20127, HUMAN20128	APOSJ_39117, APOSJ_17334
OG0006255	HUMAN03423	APOSJ_55215
OG0006256	HUMAN21324, HUMAN21325	APOSJ_60600
OG0006257	HUMAN18727, HUMAN18726	APOSJ_14187, APOSJ_14185, APOSJ_14186, APOSJ_14188, APOSJ_06880, APOSJ_14189
OG0006258	HUMAN14002	APOSJ_32818, APOSJ_32820, APOSJ_32819
OG0006259	HUMAN28344	APOSJ_13586
OG0006260	HUMAN20497	APOSJ_51931, APOSJ_11844, APOSJ_11871, APOSJ_51930
OG0006261	HUMAN26805	APOSJ_45150, APOSJ_17594
OG0006262	HUMAN20747	APOSJ_49154
OG0006263	HUMAN14070, HUMAN14069, HUMAN14068	APOSJ_15707, APOSJ_15708
OG0006264	HUMAN07077	APOSJ_15051
OG0006265	HUMAN17934, HUMAN21410	APOSJ_47685, APOSJ_47682, APOSJ_47683, APOSJ_47684
OG0006266	HUMAN22408	APOSJ_50067, APOSJ_50065
OG0006267	HUMAN22613, HUMAN22612	APOSJ_55811, APOSJ_55812
OG0006268	HUMAN29838	APOSJ_56524, APOSJ_32530, APOSJ_20020
OG0006270	HUMAN29317, HUMAN29316	APOSJ_37549
OG0006271	HUMAN17446	APOSJ_07222
OG0006273	HUMAN13702, HUMAN13703	APOSJ_26233, APOSJ_34161, APOSJ_26234, APOSJ_34165
OG0006274	HUMAN04287	APOSJ_64069, APOSJ_64070
OG0006275	HUMAN02519	APOSJ_11088
OG0006276	HUMAN03057	APOSJ_24753
OG0006277	HUMAN12337	APOSJ_45461
OG0006278	HUMAN00416	APOSJ_55756, APOSJ_17631
OG0006279	HUMAN19507	APOSJ_64917, APOSJ_61543
OG0006280	HUMAN25747	APOSJ_02182, APOSJ_20935
OG0006281	HUMAN00064, HUMAN00065	APOSJ_54169
OG0006282	HUMAN14206, HUMAN14207	APOSJ_65191
OG0006283	HUMAN02975	APOSJ_02407, APOSJ_02408
OG0006284	HUMAN14241	APOSJ_59652
OG0006285	HUMAN18055, HUMAN18054	APOSJ_56222
OG0006286	HUMAN27261	APOSJ_60701, APOSJ_60699, APOSJ_60700
OG0006287	HUMAN18673	APOSJ_37934, APOSJ_58175
OG0006288	HUMAN07138	APOSJ_53588, APOSJ_63550
OG0006289	HUMAN21130	APOSJ_06892, APOSJ_06894, APOSJ_06893
OG0006290	HUMAN00026, HUMAN00028, HUMAN00027	APOSJ_09837, APOSJ_09836
OG0006291	HUMAN01280	APOSJ_57814, APOSJ_21575, APOSJ_33137, APOSJ_57815
OG0006292	HUMAN11024, HUMAN11025, HUMAN19092	APOSJ_27724, APOSJ_27723
OG0006293	HUMAN07177	APOSJ_06678, APOSJ_06679
OG0006294	HUMAN08808	APOSJ_48736, APOSJ_36731, APOSJ_48737
OG0006295	HUMAN26422	APOSJ_07872, APOSJ_07869, APOSJ_07871, APOSJ_07873
OG0006297	HUMAN20419	APOSJ_02945, APOSJ_65154
OG0006298	HUMAN06371	APOSJ_55644
OG0006299	HUMAN00504	APOSJ_33991, APOSJ_33990
OG0006300	HUMAN02710	APOSJ_44880, APOSJ_44882, APOSJ_44881
OG0006301	HUMAN09238	APOSJ_05444
