Orthogroup	HUMAN	PFLAV
OG0007616	HUMAN16740	TCONS_00045337.p1
OG0007617	HUMAN28528	TCONS_00028755.p1
OG0007618	HUMAN05174, HUMAN05173	TCONS_00002351.p1
OG0007619	HUMAN21829	TCONS_00051121.p1
OG0007621	HUMAN01027, HUMAN06000	TCONS_00042782.p1
OG0007622	HUMAN21098	TCONS_00048817.p1
OG0007623	HUMAN14413	TCONS_00022489.p1
OG0007623	HUMAN02716	TCONS_00009662.p1
OG0007624	HUMAN00744	TCONS_00000852.p1
OG0007626	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030	TCONS_00022439.p1
OG0007628	HUMAN22378	TCONS_00044142.p1
OG0007630	HUMAN05291	TCONS_00022042.p1
OG0007632	HUMAN16885	TCONS_00003461.p1
OG0007633	HUMAN13873	TCONS_00019502.p1
OG0007634	HUMAN22721	TCONS_00031483.p1
OG0007635	HUMAN22830	TCONS_00030629.p1
OG0007637	HUMAN08470	TCONS_00011139.p1
OG0007638	HUMAN25473	TCONS_00048910.p1
OG0007639	HUMAN03357, HUMAN03356	TCONS_00030093.p1
OG0007640	HUMAN14964, HUMAN14963	TCONS_00029159.p1
OG0007641	HUMAN23720, HUMAN23721, HUMAN23719	TCONS_00028340.p1
OG0007642	HUMAN02914	TCONS_00015833.p1, TCONS_00020704.p1
OG0007643	HUMAN26301	TCONS_00002995.p1
OG0007645	HUMAN10615, HUMAN10616	TCONS_00013025.p1
OG0007646	HUMAN29544	TCONS_00044005.p1
OG0007647	HUMAN02929	TCONS_00056859.p1
OG0007648	HUMAN29976	TCONS_00001270.p1
OG0007649	HUMAN01321	TCONS_00026433.p1
OG0007650	HUMAN16337, HUMAN16338	TCONS_00015610.p1
OG0007651	HUMAN16641	TCONS_00056695.p1, TCONS_00009716.p1
OG0007652	HUMAN29441	TCONS_00016043.p1
OG0007653	HUMAN17027, HUMAN17025, HUMAN17026	TCONS_00011069.p1
OG0007655	HUMAN14130	TCONS_00028825.p1
OG0007656	HUMAN02869	TCONS_00048545.p1
OG0007657	HUMAN04204	TCONS_00036175.p1
OG0007658	HUMAN30007	TCONS_00007816.p1, TCONS_00007835.p1, TCONS_00007815.p1
OG0007659	HUMAN18167, HUMAN18165, HUMAN18169	TCONS_00020526.p1
OG0007660	HUMAN02075	TCONS_00015904.p1
OG0007662	HUMAN05169	TCONS_00010765.p1
OG0007663	HUMAN19568	TCONS_00054988.p1
OG0007665	HUMAN27691, HUMAN27690	TCONS_00025915.p1
OG0007666	HUMAN10319	TCONS_00014134.p1
OG0007667	HUMAN15603	TCONS_00004476.p1
OG0007668	HUMAN07341	TCONS_00005532.p1
OG0007669	HUMAN26809, HUMAN26810	TCONS_00048639.p1
OG0007670	HUMAN25254	TCONS_00018865.p1
OG0007671	HUMAN18044	TCONS_00044650.p1
OG0007673	HUMAN30108, HUMAN00583	TCONS_00045388.p1
OG0007674	HUMAN08286	TCONS_00010380.p1
OG0007675	HUMAN25956, HUMAN25982	TCONS_00045118.p1
OG0007676	HUMAN24899	TCONS_00016320.p1
OG0007677	HUMAN29231, HUMAN29232	TCONS_00016523.p1
OG0007679	HUMAN23101	TCONS_00027063.p1
OG0007680	HUMAN17909	TCONS_00027847.p1
OG0007681	HUMAN09648	TCONS_00028523.p1
OG0007684	HUMAN15836	TCONS_00002541.p1
OG0007685	HUMAN18793	TCONS_00011974.p1
OG0007686	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599	TCONS_00009166.p1
OG0007687	HUMAN20268	TCONS_00012619.p1
OG0007689	HUMAN07121	TCONS_00004752.p1
OG0007690	HUMAN27678	TCONS_00025906.p1
OG0007691	HUMAN27822	TCONS_00045076.p1
OG0007692	HUMAN02061	TCONS_00012253.p1
OG0007694	HUMAN20746	TCONS_00007559.p1
OG0007695	HUMAN28172	TCONS_00016848.p1
OG0007696	HUMAN05784	TCONS_00048269.p1
OG0007698	HUMAN29272	TCONS_00027879.p1
OG0007700	HUMAN07314	TCONS_00005375.p1
OG0007701	HUMAN07269	TCONS_00006365.p1
OG0007702	HUMAN20314	TCONS_00022997.p1
OG0007703	HUMAN22827	TCONS_00030277.p1
OG0007704	HUMAN21556	TCONS_00020277.p1
OG0007705	HUMAN03246	TCONS_00030893.p1
OG0007706	HUMAN10609, HUMAN10610	TCONS_00013018.p1
OG0007707	HUMAN21958, HUMAN11921	TCONS_00001553.p1
OG0007708	HUMAN06488	TCONS_00056281.p1
OG0007709	HUMAN23750, HUMAN01625	TCONS_00033233.p1
OG0007711	HUMAN25855	TCONS_00001132.p1
OG0007712	HUMAN03420	TCONS_00027070.p1
OG0007713	HUMAN06586	TCONS_00056171.p1
OG0007714	HUMAN30023	TCONS_00044242.p1
OG0007715	HUMAN19961	TCONS_00005015.p1
OG0007716	HUMAN10202, HUMAN10203	TCONS_00054367.p1
OG0007717	HUMAN03284	TCONS_00020795.p1
OG0007718	HUMAN02952, HUMAN02953	TCONS_00056410.p1
OG0007719	HUMAN26223	TCONS_00051886.p1
OG0007721	HUMAN03623	TCONS_00025937.p1
OG0007722	HUMAN03285	TCONS_00029664.p1
OG0007723	HUMAN26538	TCONS_00003218.p1
OG0007726	HUMAN04435	TCONS_00051035.p1
OG0007728	HUMAN27883	TCONS_00042990.p1
OG0007729	HUMAN11128, HUMAN11127	TCONS_00008094.p1
OG0007730	HUMAN27996, HUMAN27997, HUMAN27995	TCONS_00008201.p1
OG0007732	HUMAN24163, HUMAN24162	TCONS_00027259.p1
OG0007733	HUMAN01349	TCONS_00041133.p1, TCONS_00038935.p1
OG0007734	HUMAN00972, HUMAN17214	TCONS_00052703.p1
OG0007735	HUMAN12324	TCONS_00006450.p1
OG0007736	HUMAN13041	TCONS_00006108.p1
OG0007738	HUMAN19368	TCONS_00039489.p1
OG0007739	HUMAN01347	TCONS_00001041.p1
OG0007740	HUMAN05471, HUMAN05472	TCONS_00040381.p1, TCONS_00039234.p1
OG0007741	HUMAN02503	TCONS_00011823.p1
OG0007743	HUMAN09883, HUMAN06357	TCONS_00004286.p1
OG0007744	HUMAN26813, HUMAN26814	TCONS_00047303.p1
OG0007745	HUMAN11543, HUMAN11542	TCONS_00007839.p1, TCONS_00008596.p1
OG0007746	HUMAN25134	TCONS_00011182.p1
OG0007747	HUMAN01081	TCONS_00053195.p1
OG0007748	HUMAN02622	TCONS_00003490.p1
OG0007749	HUMAN26822	TCONS_00049303.p1
OG0007750	HUMAN14835, HUMAN14833	TCONS_00052600.p1
OG0007751	HUMAN17117, HUMAN17120	TCONS_00027679.p1
OG0007752	HUMAN05362	TCONS_00020869.p1
OG0007753	HUMAN23321	TCONS_00021657.p1
OG0007754	HUMAN21523	TCONS_00050991.p1
OG0007755	HUMAN02406	TCONS_00023536.p1, TCONS_00023573.p1
OG0007756	HUMAN18795	TCONS_00010764.p1
OG0007757	HUMAN01101	TCONS_00052660.p1
OG0007758	HUMAN29935	TCONS_00048344.p1
OG0007759	HUMAN01276	TCONS_00014965.p1
OG0007760	HUMAN19195	TCONS_00002867.p1
OG0007761	HUMAN00323	TCONS_00051649.p1
OG0007762	HUMAN07584	TCONS_00021925.p1
OG0007763	HUMAN01210	TCONS_00053736.p1
OG0007766	HUMAN10522	TCONS_00013847.p1
OG0007767	HUMAN17614	TCONS_00052065.p1, TCONS_00052071.p1
OG0007768	HUMAN11819, HUMAN11818	TCONS_00050962.p1, TCONS_00050973.p1
OG0007769	HUMAN10250	TCONS_00013347.p1
OG0007771	HUMAN06957	TCONS_00049529.p1
OG0007772	HUMAN21301	TCONS_00021495.p1
OG0007773	HUMAN22030	TCONS_00021313.p1, TCONS_00022320.p1
OG0007774	HUMAN17885, HUMAN17884	TCONS_00055592.p1
OG0007775	HUMAN13077	TCONS_00005585.p1
OG0007776	HUMAN13908, HUMAN13907, HUMAN13906	TCONS_00029043.p1
OG0007779	HUMAN18212	TCONS_00055791.p1
OG0007780	HUMAN08419, HUMAN08418	TCONS_00010777.p1
OG0007781	HUMAN02870	TCONS_00011085.p1
OG0007782	HUMAN10939	TCONS_00030973.p1
OG0007783	HUMAN10560	TCONS_00014436.p1
OG0007784	HUMAN12802	TCONS_00057050.p1
OG0007786	HUMAN18705	TCONS_00010304.p1
OG0007788	HUMAN10906, HUMAN10907	TCONS_00005604.p1
OG0007789	HUMAN10825, HUMAN10824	TCONS_00006466.p1
OG0007790	HUMAN25976	TCONS_00013913.p1
OG0007791	HUMAN00111	TCONS_00046054.p1
OG0007793	HUMAN01140, HUMAN01141	TCONS_00054253.p1
OG0007794	HUMAN07379, HUMAN07378	TCONS_00005639.p1
OG0007795	HUMAN00877, HUMAN00879, HUMAN00878	TCONS_00053219.p1
OG0007796	HUMAN01833	TCONS_00029847.p1
OG0007797	HUMAN10834	TCONS_00005266.p1
OG0007798	HUMAN23022	TCONS_00035284.p1
OG0007799	HUMAN26285	TCONS_00020335.p1
OG0007800	HUMAN05271, HUMAN05270	TCONS_00042611.p1
OG0007801	HUMAN12139, HUMAN12140, HUMAN12141	TCONS_00013160.p1
OG0007802	HUMAN16301	TCONS_00014260.p1
OG0007803	HUMAN17024	TCONS_00011075.p1
OG0007804	HUMAN27359	TCONS_00046880.p1, TCONS_00045601.p1
OG0007805	HUMAN05569	TCONS_00034468.p1
OG0007806	HUMAN28143, HUMAN18582	TCONS_00052149.p1, TCONS_00052161.p1
OG0007807	HUMAN03444	TCONS_00027474.p1
OG0007808	HUMAN20964	TCONS_00048621.p1
OG0007809	HUMAN01412	TCONS_00042854.p1
OG0007810	HUMAN20972	TCONS_00049548.p1
OG0007811	HUMAN21891	TCONS_00039538.p1
OG0007812	HUMAN23209	TCONS_00019011.p1
OG0007813	HUMAN02512	TCONS_00010597.p1
OG0007814	HUMAN03364	TCONS_00030696.p1
OG0007815	HUMAN18937, HUMAN18939, HUMAN18936, HUMAN18938	TCONS_00019269.p1
OG0007816	HUMAN00100, HUMAN00099	TCONS_00051033.p1
OG0007818	HUMAN07509, HUMAN07511, HUMAN07510	TCONS_00042428.p1
OG0007820	HUMAN11761	TCONS_00004697.p1
OG0007823	HUMAN03449	TCONS_00026099.p1
OG0007825	HUMAN14274	TCONS_00020063.p1
OG0007826	HUMAN07299	TCONS_00005832.p1, TCONS_00005866.p1
OG0007827	HUMAN16930, HUMAN16931, HUMAN16929	TCONS_00003607.p1
OG0007828	HUMAN13883, HUMAN13882	TCONS_00018966.p1
OG0007829	HUMAN11339	TCONS_00011101.p1
OG0007830	HUMAN01001	TCONS_00020303.p1
OG0007831	HUMAN27771	TCONS_00026164.p1
OG0007832	HUMAN08812	TCONS_00011370.p1
OG0007833	HUMAN19927, HUMAN19926	TCONS_00006612.p1, TCONS_00006644.p1
OG0007834	HUMAN24234, HUMAN24235, HUMAN24233, HUMAN24232	TCONS_00027363.p1
OG0007835	HUMAN23278	TCONS_00052777.p1, TCONS_00052821.p1
OG0007836	HUMAN30213	TCONS_00013500.p1
OG0007837	HUMAN29610	TCONS_00044166.p1
OG0007838	HUMAN19928	TCONS_00005286.p1
OG0007840	HUMAN27820	TCONS_00045842.p1
OG0007841	HUMAN03161	TCONS_00031020.p1
OG0007842	HUMAN02588, HUMAN02589	TCONS_00056322.p1, TCONS_00056383.p1
OG0007843	HUMAN23053, HUMAN24119	TCONS_00042751.p1
OG0007845	HUMAN11436, HUMAN11435	TCONS_00042237.p1, TCONS_00042291.p1
OG0007847	HUMAN28900, HUMAN28899	TCONS_00054384.p1
OG0007848	HUMAN19483	TCONS_00002380.p1, TCONS_00002373.p1
OG0007849	HUMAN08686	TCONS_00002911.p1
OG0007850	HUMAN19514	TCONS_00051270.p1, TCONS_00050100.p1
OG0007851	HUMAN02220, HUMAN10989	TCONS_00007485.p1
OG0007857	HUMAN22885, HUMAN24371	TCONS_00041622.p1
OG0007858	HUMAN27701	TCONS_00027054.p1
OG0007859	HUMAN17826	TCONS_00054876.p1
OG0007860	HUMAN01367	TCONS_00036778.p1
OG0007862	HUMAN02592, HUMAN12841, HUMAN12840	TCONS_00003659.p1
OG0007867	HUMAN21239, HUMAN21238, HUMAN21237	TCONS_00041222.p1, TCONS_00035912.p1, TCONS_00022558.p1, TCONS_00022559.p1
OG0007872	HUMAN15600, HUMAN15602, HUMAN15601, HUMAN18778, HUMAN08646	TCONS_00021634.p1
OG0007907	HUMAN18079, HUMAN18078	TCONS_00011086.p1
OG0007908	HUMAN27841	TCONS_00008952.p1
OG0007911	HUMAN16282, HUMAN16283	TCONS_00013377.p1
OG0007913	HUMAN09685	TCONS_00029441.p1
OG0007915	HUMAN16719, HUMAN16718	TCONS_00045868.p1
OG0007916	HUMAN17441	TCONS_00001800.p1
OG0007917	HUMAN07730	TCONS_00043404.p1
OG0007918	HUMAN24900, HUMAN24901	TCONS_00015815.p1
OG0007920	HUMAN04967	TCONS_00029346.p1
OG0007922	HUMAN15444, HUMAN15445	TCONS_00010886.p1
OG0007924	HUMAN16777	TCONS_00029623.p1
OG0007925	HUMAN18631, HUMAN18632	TCONS_00026279.p1
OG0007926	HUMAN09355, HUMAN09356	TCONS_00013549.p1
OG0007927	HUMAN26473	TCONS_00049435.p1
OG0007929	HUMAN14120	TCONS_00019819.p1
OG0007930	HUMAN19209	TCONS_00007184.p1
OG0007932	HUMAN24557	TCONS_00018383.p1
OG0007933	HUMAN17540, HUMAN20405	TCONS_00038185.p1
OG0007934	HUMAN21422	TCONS_00020622.p1
OG0007935	HUMAN25433	TCONS_00001797.p1
OG0007936	HUMAN25542, HUMAN25541	TCONS_00018789.p1
OG0007937	HUMAN02729	TCONS_00010772.p1
OG0007938	HUMAN06734	TCONS_00048548.p1
OG0007939	HUMAN02969	TCONS_00047821.p1
OG0007940	HUMAN09227, HUMAN09226	TCONS_00012035.p1
OG0007941	HUMAN10745	TCONS_00045262.p1
OG0007943	HUMAN05448	TCONS_00002346.p1
OG0007944	HUMAN22561, HUMAN22559, HUMAN22563, HUMAN22562, HUMAN22560	TCONS_00042360.p1
OG0007945	HUMAN11683, HUMAN11682	TCONS_00015421.p1, TCONS_00016510.p1
OG0007946	HUMAN01410	TCONS_00025570.p1
OG0007948	HUMAN11837	TCONS_00004989.p1
OG0007949	HUMAN13796, HUMAN13795	TCONS_00046532.p1
OG0007952	HUMAN21513	TCONS_00003580.p1
OG0007953	HUMAN29593	TCONS_00027159.p1
OG0007954	HUMAN25141, HUMAN25140	TCONS_00001019.p1
OG0007955	HUMAN08358, HUMAN08359	TCONS_00011220.p1
OG0007956	HUMAN23725	TCONS_00028826.p1
OG0007957	HUMAN12395	TCONS_00020530.p1
OG0007958	HUMAN10130	TCONS_00017230.p1
OG0007959	HUMAN00914	TCONS_00054449.p1
OG0007960	HUMAN18089, HUMAN18088	TCONS_00037916.p1, TCONS_00037963.p1
OG0007962	HUMAN23916	TCONS_00042128.p1
OG0007963	HUMAN00077	TCONS_00052236.p1, TCONS_00052235.p1
OG0007964	HUMAN26269	TCONS_00012968.p1
OG0007965	HUMAN10628	TCONS_00012868.p1
OG0007966	HUMAN23684	TCONS_00020648.p1
OG0007968	HUMAN03235	TCONS_00052542.p1
OG0007969	HUMAN11764	TCONS_00054636.p1
OG0007970	HUMAN11987, HUMAN11988	TCONS_00051156.p3
OG0007971	HUMAN20515	TCONS_00018241.p1
OG0007972	HUMAN08234, HUMAN08235	TCONS_00008711.p1
OG0007973	HUMAN18842, HUMAN18843	TCONS_00010771.p1
OG0007974	HUMAN21538	TCONS_00022218.p1
OG0007975	HUMAN00101	TCONS_00054492.p1
OG0007976	HUMAN10652	TCONS_00014019.p1
OG0007977	HUMAN10711	TCONS_00012824.p1
OG0007978	HUMAN26591, HUMAN26590	TCONS_00020830.p1
OG0007979	HUMAN28431	TCONS_00042723.p1
OG0007980	HUMAN25126	TCONS_00010113.p1
OG0007981	HUMAN08911, HUMAN08912	TCONS_00004494.p1
OG0007982	HUMAN24581	TCONS_00056241.p1, TCONS_00056252.p1, TCONS_00025370.p1, TCONS_00023993.p1
OG0007984	HUMAN11790	TCONS_00021952.p1
OG0007985	HUMAN22845	TCONS_00013490.p1
OG0007986	HUMAN23732	TCONS_00029807.p1
OG0007988	HUMAN08136	TCONS_00009433.p1
OG0007990	HUMAN28217, HUMAN28218, HUMAN28216	TCONS_00007374.p1
OG0007991	HUMAN09310	TCONS_00011604.p1
OG0007992	HUMAN15218	TCONS_00028829.p1
OG0007993	HUMAN02476	TCONS_00010046.p1
OG0007995	HUMAN30442, HUMAN30445, HUMAN30643, HUMAN30641, HUMAN30642, HUMAN30644, HUMAN30645, HUMAN30640	TCONS_00007177.p1
OG0007996	HUMAN05904	TCONS_00006814.p1
OG0007997	HUMAN25806	TCONS_00006382.p1
OG0007998	HUMAN27286	TCONS_00004185.p1
OG0007999	HUMAN13157	TCONS_00056652.p1
OG0008000	HUMAN16710	TCONS_00046590.p1, TCONS_00046561.p1
OG0008001	HUMAN17244, HUMAN17245, HUMAN17243	TCONS_00030050.p1
OG0008002	HUMAN24480	TCONS_00017530.p1
OG0008003	HUMAN11963	TCONS_00050420.p1
OG0008004	HUMAN07936	TCONS_00009004.p1
OG0008006	HUMAN30122	TCONS_00021725.p1
OG0008007	HUMAN28574, HUMAN28573	TCONS_00053190.p1
OG0008008	HUMAN25914	TCONS_00013247.p1
OG0008009	HUMAN01656	TCONS_00033031.p1, TCONS_00033501.p1
OG0008011	HUMAN20883	TCONS_00049252.p1
OG0008012	HUMAN12766	TCONS_00056819.p1
OG0008013	HUMAN02948, HUMAN02949, HUMAN02950	TCONS_00055292.p1
OG0008014	HUMAN13088	TCONS_00012288.p1
OG0008016	HUMAN17122	TCONS_00028821.p1
OG0008017	HUMAN29822	TCONS_00048018.p1
OG0008018	HUMAN03518	TCONS_00027214.p1
OG0008019	HUMAN26686	TCONS_00051028.p1
OG0008020	HUMAN25874	TCONS_00012138.p1
OG0008021	HUMAN17724, HUMAN12729	TCONS_00055128.p1
OG0008023	HUMAN00347	TCONS_00054781.p1, TCONS_00052132.p1, TCONS_00052133.p1
OG0008025	HUMAN25944	TCONS_00012859.p1
OG0008026	HUMAN07017	TCONS_00046692.p1
OG0008027	HUMAN09297, HUMAN09295	TCONS_00011108.p1
OG0008028	HUMAN13789, HUMAN13788	TCONS_00016871.p1
OG0008029	HUMAN26373	TCONS_00006381.p1
OG0008030	HUMAN20023	TCONS_00006069.p1
OG0008031	HUMAN10154	TCONS_00043800.p1
OG0008035	HUMAN00302, HUMAN04540, HUMAN02066	TCONS_00042261.p1
OG0008036	HUMAN25880	TCONS_00013040.p1
OG0008037	HUMAN09652	TCONS_00027944.p1
OG0008038	HUMAN21043	TCONS_00047578.p1
OG0008039	HUMAN19944	TCONS_00006399.p1
OG0008040	HUMAN25453, HUMAN25452	TCONS_00000188.p1
OG0008041	HUMAN27061	TCONS_00049755.p1
OG0008043	HUMAN09312	TCONS_00044161.p1
OG0008044	HUMAN11521	TCONS_00008071.p1
OG0008046	HUMAN28416, HUMAN28418	TCONS_00008381.p1
OG0008047	HUMAN02867, HUMAN02866	TCONS_00018836.p1
OG0008048	HUMAN28014, HUMAN28015	TCONS_00009027.p1, TCONS_00009032.p1
OG0008049	HUMAN26750	TCONS_00005114.p1
OG0008050	HUMAN23560, HUMAN23558, HUMAN23559	TCONS_00052721.p1
OG0008051	HUMAN10716	TCONS_00014584.p1
OG0008052	HUMAN09315, HUMAN09316	TCONS_00010498.p1
OG0008053	HUMAN26036	TCONS_00025511.p1
OG0008054	HUMAN20568	TCONS_00056761.p1
OG0008055	HUMAN06710	TCONS_00048233.p1
OG0008056	HUMAN29996	TCONS_00020391.p1
OG0008057	HUMAN19652, HUMAN19653	TCONS_00057067.p1
OG0008058	HUMAN15328, HUMAN15329, HUMAN15330	TCONS_00024535.p1, TCONS_00024514.p1
OG0008059	HUMAN00551, HUMAN00552	TCONS_00029458.p1
OG0008060	HUMAN01458	TCONS_00036833.p1
OG0008061	HUMAN27886	TCONS_00045794.p1
OG0008062	HUMAN09476	TCONS_00016900.p1
OG0008063	HUMAN15954, HUMAN02382	TCONS_00023124.p1
OG0008064	HUMAN26176	TCONS_00007128.p1
OG0008065	HUMAN20388	TCONS_00024829.p1
OG0008066	HUMAN09760	TCONS_00028104.p1, TCONS_00028116.p1, TCONS_00028103.p1
OG0008067	HUMAN25616	TCONS_00046780.p1
OG0008068	HUMAN23056, HUMAN24120	TCONS_00043977.p1
OG0008069	HUMAN14189	TCONS_00054208.p1
OG0008070	HUMAN13658, HUMAN13659, HUMAN13660	TCONS_00045673.p1, TCONS_00046759.p1
OG0008071	HUMAN01032	TCONS_00053525.p1
OG0008073	HUMAN29336, HUMAN29335	TCONS_00015891.p1
OG0008074	HUMAN12463	TCONS_00006416.p1
OG0008075	HUMAN29868	TCONS_00043488.p1
OG0008076	HUMAN06293, HUMAN06291, HUMAN06292, HUMAN06290	TCONS_00002976.p1
OG0008077	HUMAN26662, HUMAN26661	TCONS_00010823.p1, TCONS_00009553.p1
OG0008078	HUMAN06472	TCONS_00056338.p1, TCONS_00056307.p1
OG0008079	HUMAN27934	TCONS_00050833.p1
OG0008080	HUMAN04666	TCONS_00036084.p1
OG0008081	HUMAN20765	TCONS_00007371.p1
OG0008083	HUMAN08783	TCONS_00010524.p1
OG0008084	HUMAN09222	TCONS_00003544.p1
OG0008085	HUMAN02875	TCONS_00048120.p1
OG0008086	HUMAN03738	TCONS_00026144.p1
OG0008087	HUMAN18084	TCONS_00020564.p1
OG0008088	HUMAN08520, HUMAN08522, HUMAN08521	TCONS_00012111.p1
OG0008089	HUMAN26782	TCONS_00048989.p1
OG0008090	HUMAN02903, HUMAN02904	TCONS_00057221.p1, TCONS_00056055.p1
OG0008091	HUMAN07361, HUMAN07360	TCONS_00005043.p1
OG0008092	HUMAN04427	TCONS_00023028.p1, TCONS_00023016.p1
OG0008093	HUMAN27677	TCONS_00029770.p1
OG0008094	HUMAN11989	TCONS_00049074.p1
OG0008098	HUMAN17004, HUMAN17003	TCONS_00011027.p1
OG0008100	HUMAN00523	TCONS_00036085.p1
OG0008102	HUMAN29480	TCONS_00015683.p1
OG0008103	HUMAN04801, HUMAN04800	TCONS_00010757.p1
OG0008104	HUMAN03550, HUMAN03549, HUMAN03551	TCONS_00027076.p1
OG0008105	HUMAN16819	TCONS_00010922.p1
OG0008106	HUMAN20536, HUMAN20534	TCONS_00047563.p1
OG0008107	HUMAN23200, HUMAN23199	TCONS_00002769.p1
OG0008108	HUMAN11110	TCONS_00020693.p1, TCONS_00014257.p1
OG0008109	HUMAN11770, HUMAN11769, HUMAN11771	TCONS_00005350.p1
OG0008110	HUMAN17613	TCONS_00050270.p1
OG0008111	HUMAN09690	TCONS_00028948.p1
OG0008112	HUMAN08268, HUMAN08270, HUMAN08269	TCONS_00010436.p1
OG0008113	HUMAN14020	TCONS_00019862.p1
OG0008114	HUMAN12413, HUMAN12415, HUMAN12417, HUMAN12412, HUMAN12414, HUMAN12416	TCONS_00013686.p1, TCONS_00027822.p1
OG0008115	HUMAN08321	TCONS_00009612.p1
OG0008116	HUMAN12994, HUMAN10179	TCONS_00055400.p1
OG0008117	HUMAN01737	TCONS_00014749.p1
OG0008119	HUMAN26741	TCONS_00005382.p1
OG0008120	HUMAN00765	TCONS_00000635.p1
OG0008123	HUMAN04954	TCONS_00003468.p1
OG0008125	HUMAN24198, HUMAN24197	TCONS_00048579.p1
OG0008126	HUMAN01802	TCONS_00028321.p1
OG0008127	HUMAN07524	TCONS_00041696.p1
OG0008136	HUMAN19121	TCONS_00008390.p1
OG0008143	HUMAN23788, HUMAN23787	TCONS_00041732.p1
OG0008148	HUMAN25344, HUMAN00793, HUMAN25346, HUMAN25345	TCONS_00009932.p1
OG0008151	HUMAN03088, HUMAN22588	TCONS_00030691.p1
OG0008156	HUMAN18652	TCONS_00017252.p1, TCONS_00017251.p1
OG0008199	HUMAN23058, HUMAN23057	TCONS_00042666.p1
OG0008201	HUMAN21455	TCONS_00048104.p1
OG0008202	HUMAN02093	TCONS_00001733.p1
OG0008203	HUMAN23819	TCONS_00031107.p1
OG0008204	HUMAN11260	TCONS_00007987.p1
OG0008205	HUMAN29340	TCONS_00015366.p1
OG0008206	HUMAN02339	TCONS_00055789.p1
OG0008208	HUMAN20538	TCONS_00049607.p1
OG0008209	HUMAN26670, HUMAN26672, HUMAN26671	TCONS_00021163.p1
OG0008211	HUMAN28680, HUMAN28681	TCONS_00028638.p1
OG0008212	HUMAN12505	TCONS_00019275.p1
OG0008213	HUMAN21183, HUMAN21184	TCONS_00001410.p1
OG0008214	HUMAN20614, HUMAN20616, HUMAN20615, HUMAN26684	TCONS_00051487.p1
OG0008215	HUMAN07579, HUMAN07580, HUMAN07578	TCONS_00043300.p1
OG0008216	HUMAN08718	TCONS_00010959.p1
OG0008217	HUMAN20199	TCONS_00012970.p1
OG0008218	HUMAN12038	TCONS_00012331.p1
OG0008219	HUMAN27873	TCONS_00012416.p1
OG0008220	HUMAN30201	TCONS_00042670.p1
OG0008221	HUMAN11125	TCONS_00009201.p1
OG0008222	HUMAN17180	TCONS_00026415.p1
OG0008223	HUMAN30263	TCONS_00042111.p1
OG0008224	HUMAN11586	TCONS_00008388.p1
OG0008225	HUMAN24187	TCONS_00043601.p1, TCONS_00043628.p1
OG0008227	HUMAN28826	TCONS_00028062.p1
OG0008228	HUMAN21146	TCONS_00048004.p1
OG0008229	HUMAN29482	TCONS_00015422.p2
OG0008230	HUMAN08125	TCONS_00009368.p1
OG0008231	HUMAN03677	TCONS_00027257.p1
OG0008232	HUMAN11841	TCONS_00016605.p1
OG0008234	HUMAN13620, HUMAN13618, HUMAN13619	TCONS_00013274.p1
OG0008235	HUMAN00821	TCONS_00051131.p1
OG0008237	HUMAN23647	TCONS_00038662.p1
OG0008238	HUMAN16279	TCONS_00009342.p1
OG0008239	HUMAN03298, HUMAN03297	TCONS_00030558.p1
OG0008240	HUMAN10132, HUMAN10131	TCONS_00018259.p1
OG0008242	HUMAN01163, HUMAN01162, HUMAN01161, HUMAN01160	TCONS_00045727.p1
OG0008243	HUMAN25428	TCONS_00002384.p1
OG0008244	HUMAN10161	TCONS_00014030.p1
OG0008245	HUMAN29072	TCONS_00006729.p1
OG0008246	HUMAN06614	TCONS_00003451.p1
OG0008247	HUMAN03620	TCONS_00007378.p1
OG0008249	HUMAN14662	TCONS_00053524.p1
OG0008250	HUMAN14966	TCONS_00028157.p1
OG0008251	HUMAN23749	TCONS_00038738.p1
OG0008252	HUMAN23703	TCONS_00028021.p1
OG0008253	HUMAN22268, HUMAN22269, HUMAN22270, HUMAN22271	TCONS_00026357.p1, TCONS_00026348.p1
OG0008254	HUMAN01824	TCONS_00014505.p1
OG0008256	HUMAN16605, HUMAN16606	TCONS_00054220.p1
OG0008257	HUMAN21537	TCONS_00022342.p1, TCONS_00022343.p1
OG0008258	HUMAN02572	TCONS_00011309.p1, TCONS_00011285.p1
OG0008259	HUMAN16697	TCONS_00017570.p1
OG0008260	HUMAN28949	TCONS_00007412.p1
OG0008261	HUMAN05256, HUMAN05253, HUMAN05254, HUMAN05257	TCONS_00042941.p1
OG0008262	HUMAN29219	TCONS_00015720.p1
OG0008263	HUMAN04927	TCONS_00011021.p1
OG0008264	HUMAN23694	TCONS_00028692.p1
OG0008265	HUMAN30496, HUMAN30495	TCONS_00048315.p1
OG0008267	HUMAN06220, HUMAN06219	TCONS_00049070.p1
OG0008269	HUMAN21396	TCONS_00020161.p1
OG0008270	HUMAN00750	TCONS_00008816.p1
OG0008271	HUMAN14372	TCONS_00020657.p1
OG0008272	HUMAN04358	TCONS_00023969.p1
OG0008274	HUMAN21051	TCONS_00048272.p1
OG0008275	HUMAN25394	TCONS_00001002.p1
OG0008277	HUMAN04134	TCONS_00036027.p1
