Orthogroup	HUMAN	OWEFU
OG0006679	HUMAN03663	OFUSG05521.1.p1
OG0006680	HUMAN18867	OFUSG25575.1.p1
OG0006681	HUMAN27423, HUMAN27424	OFUSG07984.1.p1, OFUSG07984.2.p1
OG0006683	HUMAN00125	OFUSG05321.1.p1
OG0006684	HUMAN26898, HUMAN26899, HUMAN26900	OFUSG18660.1.p1
OG0006686	HUMAN29261	OFUSG07659.1.p1
OG0006688	HUMAN07994	OFUSG20459.1.p1
OG0006689	HUMAN09931	OFUSG08609.1.p1
OG0006690	HUMAN01353	OFUSG06696.1.p1
OG0006691	HUMAN12920, HUMAN12921	OFUSG16702.1.p1
OG0006692	HUMAN12863, HUMAN12864	OFUSG24594.1.p1
OG0006693	HUMAN22772, HUMAN22771, HUMAN22773	OFUSG10949.2.p1, OFUSG10949.1.p1
OG0006694	HUMAN25673	OFUSG00920.1.p1
OG0006695	HUMAN05347, HUMAN05346	OFUSG11942.2.p1, OFUSG11942.1.p1
OG0006697	HUMAN03758	OFUSG19206.1.p1
OG0006698	HUMAN28004	OFUSG23145.1.p1
OG0006699	HUMAN07333	OFUSG24018.1.p1
OG0006700	HUMAN18335	OFUSG14553.1.p1, OFUSG14553.2.p1
OG0006702	HUMAN00468	OFUSG17468.1.p1
OG0006703	HUMAN27810	OFUSG17467.1.p1
OG0006704	HUMAN01256	OFUSG24049.1.p1, OFUSG24049.2.p1
OG0006705	HUMAN21830, HUMAN21831	OFUSG26369.1.p1
OG0006706	HUMAN01180	OFUSG08397.1.p1
OG0006707	HUMAN20459, HUMAN20457, HUMAN20458	OFUSG08099.1.p1
OG0006708	HUMAN28636, HUMAN28634, HUMAN28635	OFUSG09261.1.p1
OG0006709	HUMAN17844, HUMAN17845, HUMAN17846	OFUSG15942.1.p1
OG0006710	HUMAN28677	OFUSG08433.1.p1
OG0006711	HUMAN21244	OFUSG08216.2.p1, OFUSG08216.1.p1
OG0006712	HUMAN19027	OFUSG20365.1.p1
OG0006713	HUMAN08608	OFUSG12181.1.p1
OG0006714	HUMAN24242, HUMAN24241	OFUSG05991.1.p1
OG0006715	HUMAN28884, HUMAN28887, HUMAN29933	OFUSG05666.2.p1, OFUSG05666.1.p1
OG0006716	HUMAN28602, HUMAN28603, HUMAN28601	OFUSG19704.1.p1
OG0006717	HUMAN04735	OFUSG11275.1.p1
OG0006718	HUMAN03526	OFUSG06334.1.p1
OG0006719	HUMAN12021	OFUSG17863.1.p1, OFUSG17863.2.p1
OG0006720	HUMAN29778	OFUSG25754.1.p1
OG0006721	HUMAN15069, HUMAN15065	OFUSG19919.1.p1
OG0006722	HUMAN10116	OFUSG21212.1.p1
OG0006723	HUMAN01452	OFUSG26548.1.p1, OFUSG26548.2.p1
OG0006724	HUMAN00251, HUMAN00252	OFUSG21328.1.p1
OG0006725	HUMAN20956	OFUSG08266.1.p1, OFUSG08266.2.p1
OG0006726	HUMAN25679	OFUSG13177.1.p1
OG0006727	HUMAN25384	OFUSG00260.1.p1
OG0006728	HUMAN13864, HUMAN13865	OFUSG16443.1.p1
OG0006729	HUMAN23307	OFUSG13327.1.p1
OG0006730	HUMAN01413	OFUSG01430.1.p1
OG0006731	HUMAN15325	OFUSG06606.1.p1
OG0006732	HUMAN17586	OFUSG12612.1.p1
OG0006733	HUMAN04919	OFUSG12388.1.p1
OG0006734	HUMAN25074	OFUSG12554.2.p1, OFUSG12554.1.p1
OG0006735	HUMAN06599	OFUSG06383.1.p1
OG0006736	HUMAN20713	OFUSG20663.1.p1
OG0006737	HUMAN10669	OFUSG20388.1.p1
OG0006738	HUMAN17555, HUMAN17554	OFUSG04512.1.p1, OFUSG04512.2.p1
OG0006740	HUMAN08566, HUMAN08565, HUMAN08564, HUMAN08563	OFUSG26806.1.p1, OFUSG26806.2.p1
OG0006741	HUMAN20918	OFUSG06701.1.p1
OG0006742	HUMAN30051, HUMAN22412	OFUSG03313.1.p1
OG0006743	HUMAN29392, HUMAN29393, HUMAN09528	OFUSG06349.1.p1
OG0006745	HUMAN21637	OFUSG12641.1.p1
OG0006748	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505	OFUSG19703.1.p1
OG0006749	HUMAN10255, HUMAN10254	OFUSG03600.1.p1
OG0006750	HUMAN16679	OFUSG21225.1.p1
OG0006752	HUMAN05470	OFUSG07006.1.p1
OG0006753	HUMAN08651	OFUSG11357.1.p1
OG0006754	HUMAN28391	OFUSG20799.2.p1, OFUSG20799.1.p1
OG0006755	HUMAN17392	OFUSG03174.1.p1
OG0006756	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188	OFUSG10391.1.p1
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	OFUSG10397.1.p1, OFUSG10397.2.p1
OG0006758	HUMAN20524	OFUSG25525.1.p1
OG0006759	HUMAN06777	OFUSG06758.4.p1, OFUSG06758.1.p1, OFUSG06758.2.p1, OFUSG06758.3.p1
OG0006760	HUMAN23407	OFUSG21191.1.p1
OG0006761	HUMAN22866, HUMAN22865	OFUSG02527.1.p1
OG0006762	HUMAN16948	OFUSG25265.1.p1
OG0006763	HUMAN20641, HUMAN12652	OFUSG07768.2.p1
OG0006764	HUMAN24101, HUMAN24102	OFUSG03696.1.p1, OFUSG02469.1.p1, OFUSG01080.1.p1
OG0006765	HUMAN11017	OFUSG05142.1.p1
OG0006766	HUMAN30336	OFUSG14742.1.p1
OG0006768	HUMAN15305	OFUSG09331.1.p1
OG0006769	HUMAN03966	OFUSG26103.1.p1
OG0006770	HUMAN09788	OFUSG20130.1.p1
OG0006772	HUMAN17212	OFUSG05966.1.p1
OG0006774	HUMAN22081, HUMAN22082, HUMAN22083	OFUSG05261.1.p1
OG0006775	HUMAN25975	OFUSG11034.1.p1
OG0006776	HUMAN12695, HUMAN12694	OFUSG15876.1.p1
OG0006777	HUMAN15487	OFUSG11705.1.p1
OG0006780	HUMAN08729	OFUSG26802.1.p1, OFUSG26802.2.p1
OG0006784	HUMAN29013	OFUSG04222.1.p1
OG0006787	HUMAN26093, HUMAN26094, HUMAN12889, HUMAN12890	OFUSG13124.1.p1
OG0006788	HUMAN07499, HUMAN25464, HUMAN00571	OFUSG03607.1.p1
OG0006792	HUMAN08508, HUMAN08509, HUMAN08510, HUMAN25745	OFUSG19580.1.p1
OG0006824	HUMAN21478	OFUSG03315.1.p1, OFUSG23986.1.p1, OFUSG06565.1.p1
OG0006826	HUMAN23918	OFUSG03216.1.p1
OG0006827	HUMAN01037	OFUSG26518.1.p1
OG0006828	HUMAN23672	OFUSG08532.1.p1
OG0006830	HUMAN12476	OFUSG24087.1.p1
OG0006831	HUMAN03695, HUMAN03694	OFUSG05716.1.p1
OG0006832	HUMAN08383	OFUSG11995.1.p1
OG0006833	HUMAN11220	OFUSG20872.1.p1
OG0006835	HUMAN05300	OFUSG15724.1.p1
OG0006837	HUMAN05482	OFUSG09601.1.p1, OFUSG09601.2.p1
OG0006838	HUMAN10291	OFUSG10401.1.p1
OG0006842	HUMAN14862	OFUSG13281.1.p1
OG0006843	HUMAN28655	OFUSG09822.1.p1
OG0006844	HUMAN09468	OFUSG08788.1.p1
OG0006845	HUMAN04886	OFUSG11239.2.p1, OFUSG11239.1.p1
OG0006846	HUMAN08740, HUMAN08738	OFUSG11488.1.p1
OG0006847	HUMAN19861, HUMAN19860, HUMAN19862	OFUSG07278.1.p1
OG0006848	HUMAN03233, HUMAN23824	OFUSG10911.1.p1
OG0006849	HUMAN16918	OFUSG11537.1.p1
OG0006850	HUMAN22747	OFUSG00970.2.p1, OFUSG00970.3.p1, OFUSG00970.1.p1
OG0006852	HUMAN26914	OFUSG23389.1.p1
OG0006853	HUMAN06735	OFUSG06439.1.p1
OG0006856	HUMAN10703, HUMAN10702, HUMAN10701	OFUSG20694.1.p1
OG0006857	HUMAN29744	OFUSG14086.1.p1
OG0006860	HUMAN11386	OFUSG20553.1.p1
OG0006861	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238	OFUSG04617.1.p1
OG0006862	HUMAN08983	OFUSG11640.1.p1
OG0006864	HUMAN10411	OFUSG03675.2.p1, OFUSG03675.1.p1
OG0006865	HUMAN07621	OFUSG13822.1.p1, OFUSG13831.1.p1
OG0006867	HUMAN16895	OFUSG26803.1.p1
OG0006868	HUMAN20940	OFUSG25217.1.p1
OG0006870	HUMAN17467, HUMAN17468	OFUSG14003.1.p1
OG0006871	HUMAN02101	OFUSG24981.1.p1
OG0006872	HUMAN11636	OFUSG05241.1.p1
OG0006873	HUMAN07171	OFUSG14822.1.p1
OG0006874	HUMAN21129	OFUSG17867.2.p1, OFUSG17867.1.p1
OG0006875	HUMAN05504	OFUSG12528.1.p1
OG0006876	HUMAN01056	OFUSG23465.1.p1
OG0006877	HUMAN09886	OFUSG16387.1.p1
OG0006878	HUMAN01136	OFUSG13546.1.p1
OG0006880	HUMAN21476	OFUSG26215.1.p1
OG0006881	HUMAN04095	OFUSG02889.1.p1
OG0006882	HUMAN11464	OFUSG05203.1.p1
OG0006883	HUMAN16684	OFUSG01761.1.p1
OG0006884	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681	OFUSG01760.1.p1, OFUSG01760.2.p1
OG0006885	HUMAN20135	OFUSG10131.1.p1
OG0006886	HUMAN29974	OFUSG01889.1.p1
OG0006887	HUMAN12500	OFUSG04466.1.p1
OG0006888	HUMAN25053	OFUSG13161.1.p1
OG0006890	HUMAN03527	OFUSG06585.1.p1
OG0006891	HUMAN04608	OFUSG24176.1.p1
OG0006892	HUMAN18023	OFUSG15808.1.p1
OG0006893	HUMAN13212, HUMAN13211	OFUSG09968.1.p1
OG0006894	HUMAN13291	OFUSG18389.1.p1
OG0006895	HUMAN03555	OFUSG21761.1.p1
OG0006896	HUMAN22142	OFUSG17847.1.p1
OG0006897	HUMAN23447	OFUSG09082.1.p1
OG0006898	HUMAN11306, HUMAN11310, HUMAN11307, HUMAN11309	OFUSG20735.1.p1
OG0006899	HUMAN07006	OFUSG26219.2.p1, OFUSG26219.1.p1
OG0006900	HUMAN25793	OFUSG00348.1.p1
OG0006902	HUMAN27525	OFUSG00931.1.p1
OG0006904	HUMAN22374	OFUSG01695.1.p2
OG0006905	HUMAN19217	OFUSG04975.1.p1
OG0006905	HUMAN19218	OFUSG04976.2.p1, OFUSG04976.1.p1
OG0006906	HUMAN11694	OFUSG15448.1.p1
OG0006907	HUMAN16729, HUMAN16728, HUMAN16727	OFUSG13562.1.p1
OG0006908	HUMAN13051, HUMAN13052, HUMAN13050	OFUSG15397.1.p1
OG0006909	HUMAN29823	OFUSG06834.1.p1
OG0006911	HUMAN04725	OFUSG26598.1.p1, OFUSG26593.1.p1
OG0006912	HUMAN02108, HUMAN02109	OFUSG25692.1.p1
OG0006913	HUMAN01275	OFUSG08028.1.p1
OG0006914	HUMAN28656	OFUSG09464.1.p1
OG0006915	HUMAN15921, HUMAN15920	OFUSG20354.1.p1
OG0006916	HUMAN11501	OFUSG09124.1.p1
OG0006918	HUMAN28188	OFUSG26318.1.p1
OG0006919	HUMAN22288	OFUSG19194.1.p1
OG0006921	HUMAN07563, HUMAN07564, HUMAN07562	OFUSG23584.1.p1
OG0006923	HUMAN00553, HUMAN00554	OFUSG00467.1.p1
OG0006924	HUMAN23650	OFUSG17158.1.p1
OG0006925	HUMAN09328	OFUSG07572.1.p1, OFUSG07572.2.p1
OG0006926	HUMAN00625	OFUSG17276.1.p1
OG0006927	HUMAN14265	OFUSG07179.1.p1
OG0006928	HUMAN16715	OFUSG23551.1.p1
OG0006930	HUMAN28830	OFUSG00936.1.p1
OG0006931	HUMAN27632, HUMAN27633	OFUSG23547.1.p1
OG0006932	HUMAN20250	OFUSG10417.1.p1
OG0006934	HUMAN07628	OFUSG14725.1.p1
OG0006935	HUMAN28718	OFUSG15458.1.p1
OG0006936	HUMAN03224	OFUSG06570.1.p1
OG0006937	HUMAN13657	OFUSG26075.1.p1
OG0006938	HUMAN20508, HUMAN20507	OFUSG12471.1.p1
OG0006939	HUMAN00665	OFUSG17603.1.p1
OG0006940	HUMAN12719	OFUSG13186.1.p1
OG0006942	HUMAN04879, HUMAN04878	OFUSG11727.1.p1, OFUSG11727.2.p1
OG0006943	HUMAN03534	OFUSG08404.1.p1
OG0006944	HUMAN20962	OFUSG05635.1.p1
OG0006945	HUMAN18030	OFUSG24270.1.p1
OG0006946	HUMAN29372	OFUSG07877.1.p1
OG0006947	HUMAN25930	OFUSG07408.1.p1
OG0006948	HUMAN20132, HUMAN20131	OFUSG18459.1.p1
OG0006949	HUMAN09677	OFUSG15878.1.p1
OG0006951	HUMAN26563	OFUSG15980.1.p1, OFUSG15980.2.p1
OG0006952	HUMAN29995, HUMAN28013	OFUSG20628.1.p1
OG0006953	HUMAN11732	OFUSG00884.1.p1
OG0006954	HUMAN08336	OFUSG25075.1.p1
OG0006956	HUMAN03801	OFUSG06080.2.p1, OFUSG06080.1.p1
OG0006957	HUMAN24327	OFUSG05470.1.p1
OG0006958	HUMAN29194, HUMAN29193	OFUSG07736.1.p1
OG0006959	HUMAN02003	OFUSG09250.1.p1
OG0006960	HUMAN21367	OFUSG10847.2.p1, OFUSG10847.1.p1
OG0006962	HUMAN00834	OFUSG20929.1.p1
OG0006964	HUMAN25417	OFUSG00362.1.p1
OG0006965	HUMAN22591, HUMAN22590	OFUSG18386.1.p1
OG0006966	HUMAN21659	OFUSG24778.1.p1
OG0006967	HUMAN20241	OFUSG10677.1.p1
OG0006968	HUMAN28378	OFUSG23129.1.p1
OG0006969	HUMAN22092, HUMAN22091	OFUSG19497.1.p1
OG0006970	HUMAN04563	OFUSG24014.1.p1
OG0006971	HUMAN07273	OFUSG22447.1.p1
OG0006972	HUMAN11350, HUMAN11349	OFUSG20620.2.p1, OFUSG20620.1.p1
OG0006973	HUMAN25475	OFUSG00129.1.p1
OG0006974	HUMAN15890, HUMAN25069	OFUSG07891.1.p1
OG0006975	HUMAN00754	OFUSG00620.1.p1
OG0006976	HUMAN25513, HUMAN25515	OFUSG00399.1.p1
OG0006977	HUMAN21112	OFUSG18645.1.p1
OG0006979	HUMAN09404	OFUSG07394.1.p1
OG0006980	HUMAN21874	OFUSG21476.1.p1
OG0006981	HUMAN04430, HUMAN04429, HUMAN04428	OFUSG07719.2.p1, OFUSG07719.3.p1, OFUSG07719.1.p1
OG0006982	HUMAN18636, HUMAN18637	OFUSG06527.1.p1
OG0006984	HUMAN04268, HUMAN06255	OFUSG07203.1.p1, OFUSG07204.1.p1
OG0006985	HUMAN20423	OFUSG07556.1.p1
OG0006987	HUMAN02240	OFUSG25536.1.p1
OG0006988	HUMAN15597, HUMAN15598	OFUSG26800.1.p1
OG0006989	HUMAN18220	OFUSG04394.1.p1
OG0006990	HUMAN03535, HUMAN03537, HUMAN03536	OFUSG10161.1.p1
OG0006991	HUMAN19260	OFUSG17185.1.p1
OG0006992	HUMAN03662	OFUSG19003.1.p1
OG0006993	HUMAN18314, HUMAN18313	OFUSG14670.1.p1, OFUSG14670.2.p1
OG0006994	HUMAN17956	OFUSG16405.1.p1
OG0006995	HUMAN20603	OFUSG08451.1.p1
OG0006996	HUMAN16905, HUMAN16903, HUMAN16904	OFUSG25256.1.p1, OFUSG25256.2.p1
OG0006997	HUMAN20333, HUMAN20332	OFUSG06281.1.p1
OG0006998	HUMAN13149	OFUSG16627.1.p1
OG0006999	HUMAN28121	OFUSG13743.1.p1
OG0007000	HUMAN17347, HUMAN17373	OFUSG06445.1.p1, OFUSG06445.2.p1
OG0007001	HUMAN06080	OFUSG00420.1.p1
OG0007002	HUMAN29202	OFUSG07702.1.p1
OG0007003	HUMAN15197	OFUSG18628.1.p1
OG0007004	HUMAN14061	OFUSG05431.1.p1
OG0007005	HUMAN26374	OFUSG24056.1.p1
OG0007006	HUMAN21322, HUMAN21323	OFUSG09513.1.p1
OG0007007	HUMAN05696, HUMAN05695	OFUSG08895.1.p1
OG0007008	HUMAN13956	OFUSG09347.1.p1
OG0007009	HUMAN28810	OFUSG04231.1.p1
OG0007010	HUMAN22418	OFUSG04162.1.p1, OFUSG02296.1.p1
OG0007011	HUMAN05430	OFUSG02616.1.p1
OG0007012	HUMAN22710	OFUSG18164.1.p1
OG0007013	HUMAN12055	OFUSG17828.1.p1
OG0007014	HUMAN03563, HUMAN03564	OFUSG06966.1.p1
OG0007015	HUMAN19068	OFUSG20280.1.p1
OG0007016	HUMAN11135	OFUSG23182.2.p1, OFUSG23182.1.p1
OG0007017	HUMAN26658	OFUSG24635.1.p1
OG0007018	HUMAN24153	OFUSG17974.1.p1
OG0007019	HUMAN13523	OFUSG18149.1.p1
OG0007020	HUMAN17277, HUMAN17276	OFUSG18698.1.p1
OG0007021	HUMAN07675, HUMAN07676	OFUSG14112.1.p1
OG0007022	HUMAN17994	OFUSG16190.1.p1
OG0007023	HUMAN21002	OFUSG06199.1.p1
OG0007024	HUMAN26989	OFUSG06084.1.p1, OFUSG06084.2.p1
OG0007025	HUMAN13355, HUMAN13354	OFUSG07910.1.p1
OG0007026	HUMAN04469	OFUSG07544.1.p1
OG0007027	HUMAN20548, HUMAN20547	OFUSG05641.1.p1, OFUSG05641.2.p1
OG0007028	HUMAN02161	OFUSG13370.1.p1
OG0007029	HUMAN02371	OFUSG00068.1.p1
OG0007031	HUMAN01168, HUMAN01167	OFUSG21245.2.p1, OFUSG21245.1.p1
OG0007032	HUMAN19463	OFUSG15967.1.p1
OG0007033	HUMAN18746	OFUSG12337.1.p1
OG0007034	HUMAN06574, HUMAN06572, HUMAN06573	OFUSG15969.1.p1
OG0007035	HUMAN05630	OFUSG19610.1.p1
OG0007036	HUMAN24835	OFUSG25686.1.p1
OG0007037	HUMAN17832, HUMAN17833	OFUSG15937.1.p1, OFUSG15937.2.p1
OG0007038	HUMAN01446	OFUSG18813.1.p1
OG0007039	HUMAN08824, HUMAN08823	OFUSG21947.1.p1
OG0007040	HUMAN30265	OFUSG07700.1.p1
OG0007041	HUMAN10016	OFUSG16729.2.p1, OFUSG16729.1.p1
OG0007042	HUMAN26067	OFUSG04668.1.p1
OG0007043	HUMAN03790	OFUSG06723.1.p1
OG0007045	HUMAN00605	OFUSG00867.1.p1
OG0007046	HUMAN25422, HUMAN25421	OFUSG01801.1.p1
OG0007047	HUMAN24736	OFUSG25608.1.p1
OG0007048	HUMAN26613, HUMAN26612	OFUSG17875.1.p1
OG0007049	HUMAN11321, HUMAN11320	OFUSG13313.1.p1
OG0007050	HUMAN22442	OFUSG05674.1.p1
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	OFUSG21516.1.p1
OG0007054	HUMAN10365	OFUSG15022.1.p1
OG0007055	HUMAN19997	OFUSG15353.1.p1
OG0007056	HUMAN11685, HUMAN11684	OFUSG24154.1.p1
OG0007058	HUMAN05676	OFUSG08816.1.p1
OG0007059	HUMAN03647	OFUSG06271.1.p1
OG0007060	HUMAN28197	OFUSG01914.1.p1, OFUSG01914.2.p1
OG0007061	HUMAN03639	OFUSG06485.1.p1
OG0007062	HUMAN21701	OFUSG21319.1.p1
OG0007063	HUMAN15926	OFUSG10493.1.p1
OG0007064	HUMAN22838	OFUSG03352.1.p1
OG0007065	HUMAN04174	OFUSG07963.1.p1
OG0007066	HUMAN05386	OFUSG14815.1.p1
OG0007068	HUMAN22802, HUMAN22803	OFUSG17951.1.p1
OG0007069	HUMAN08305	OFUSG17864.1.p1
OG0007071	HUMAN01176	OFUSG12865.1.p1
OG0007072	HUMAN15242	OFUSG20497.1.p1
OG0007073	HUMAN18294	OFUSG17728.1.p1
OG0007074	HUMAN21855	OFUSG17382.1.p1
OG0007075	HUMAN27538	OFUSG18111.1.p1
OG0007076	HUMAN06733	OFUSG21424.1.p1
OG0007077	HUMAN22402	OFUSG03074.1.p1, OFUSG03074.2.p1
OG0007078	HUMAN20580	OFUSG24579.1.p1, OFUSG24582.1.p1
OG0007079	HUMAN16618	OFUSG23538.1.p1
OG0007080	HUMAN16649, HUMAN16648	OFUSG26258.1.p1
OG0007081	HUMAN12784, HUMAN12785	OFUSG21477.1.p1
OG0007083	HUMAN24737	OFUSG25609.1.p1, OFUSG25609.2.p1
OG0007084	HUMAN28379	OFUSG23130.1.p1
OG0007085	HUMAN11177, HUMAN11176	OFUSG07005.1.p1
OG0007086	HUMAN06730	OFUSG06679.1.p1, OFUSG06679.2.p1, OFUSG06679.3.p1
OG0007087	HUMAN25159	OFUSG26516.1.p1
OG0007088	HUMAN28245, HUMAN28246	OFUSG17574.1.p1
OG0007089	HUMAN05187	OFUSG14491.1.p1, OFUSG14492.1.p1
OG0007090	HUMAN01309	OFUSG13138.1.p1
OG0007091	HUMAN00782	OFUSG13179.1.p1
OG0007092	HUMAN08546	OFUSG12355.1.p1
OG0007093	HUMAN11063	OFUSG13021.1.p1
OG0007094	HUMAN08444	OFUSG21965.1.p1
OG0007095	HUMAN16273	OFUSG18269.1.p1
OG0007096	HUMAN24538	OFUSG05022.1.p1
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	OFUSG08779.1.p1
OG0007098	HUMAN11106	OFUSG20568.1.p1
OG0007099	HUMAN02624	OFUSG11706.1.p1
OG0007100	HUMAN25051	OFUSG19539.1.p1
OG0007102	HUMAN17403	OFUSG02403.1.p1
OG0007103	HUMAN03151, HUMAN03152	OFUSG18537.1.p1
OG0007104	HUMAN07585, HUMAN30241	OFUSG14180.1.p1
OG0007105	HUMAN17174	OFUSG24155.1.p1
OG0007106	HUMAN21445	OFUSG18964.1.p1
OG0007108	HUMAN26396	OFUSG22296.1.p1
OG0007109	HUMAN20295	OFUSG00752.1.p1
OG0007111	HUMAN14065, HUMAN14067	OFUSG20801.1.p1
OG0007112	HUMAN09877	OFUSG19617.1.p1
OG0007113	HUMAN20963	OFUSG06597.1.p1
OG0007114	HUMAN20779	OFUSG20430.1.p1
OG0007115	HUMAN28189, HUMAN28190	OFUSG11124.1.p1
OG0007116	HUMAN06067	OFUSG10614.1.p1
OG0007117	HUMAN06756	OFUSG05699.1.p1
OG0007118	HUMAN25504	OFUSG00366.1.p1
OG0007119	HUMAN01099	OFUSG23664.1.p1
OG0007120	HUMAN23269, HUMAN23270	OFUSG21210.1.p1
OG0007121	HUMAN25079	OFUSG11479.1.p1
OG0007122	HUMAN00210, HUMAN00211	OFUSG12932.1.p1
OG0007123	HUMAN03448	OFUSG06078.1.p1, OFUSG06079.1.p1, OFUSG06079.2.p1
OG0007124	HUMAN17402, HUMAN17399	OFUSG02914.1.p1
OG0007125	HUMAN21228	OFUSG08572.1.p1, OFUSG08572.2.p1
OG0007126	HUMAN02640, HUMAN04895	OFUSG12192.1.p1
OG0007127	HUMAN26224	OFUSG21273.1.p1
OG0007128	HUMAN13992, HUMAN13994	OFUSG16640.1.p1
OG0007129	HUMAN24170, HUMAN24169, HUMAN03476	OFUSG06978.1.p1
OG0007130	HUMAN06959	OFUSG06200.1.p1
OG0007131	HUMAN23398	OFUSG23463.1.p1
OG0007133	HUMAN23555	OFUSG09267.1.p1
OG0007134	HUMAN03574	OFUSG05978.1.p1
OG0007135	HUMAN09538	OFUSG04246.1.p1
OG0007136	HUMAN09655	OFUSG19905.1.p1
OG0007137	HUMAN15907	OFUSG10871.1.p1
OG0007138	HUMAN02269	OFUSG08302.1.p1
OG0007139	HUMAN24643	OFUSG12636.1.p1
OG0007141	HUMAN20130	OFUSG11137.1.p1
OG0007142	HUMAN07698, HUMAN17519	OFUSG02544.1.p1
OG0007143	HUMAN16614	OFUSG17545.1.p1
OG0007144	HUMAN02639	OFUSG21801.1.p1
OG0007145	HUMAN13652	OFUSG20934.1.p1
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	OFUSG09570.1.p1
OG0007147	HUMAN21018	OFUSG13469.1.p1
OG0007148	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566	OFUSG19136.1.p1
OG0007149	HUMAN19282, HUMAN09208	OFUSG07733.1.p1
OG0007150	HUMAN11018	OFUSG05344.1.p1
OG0007151	HUMAN05431	OFUSG02774.1.p1
OG0007152	HUMAN01901	OFUSG04148.3.p1, OFUSG04148.1.p1, OFUSG04148.2.p1
OG0007153	HUMAN16995, HUMAN16996	OFUSG11582.2.p1, OFUSG11582.1.p1
OG0007154	HUMAN08481	OFUSG08565.1.p1
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	OFUSG04790.1.p1
OG0007159	HUMAN02195	OFUSG08420.1.p1
OG0007160	HUMAN10993	OFUSG05249.1.p1
OG0007161	HUMAN27982, HUMAN11267	OFUSG05396.1.p1
OG0007162	HUMAN15309	OFUSG09344.2.p1, OFUSG09344.1.p1
OG0007163	HUMAN01780	OFUSG19036.1.p1
OG0007164	HUMAN21192	OFUSG06600.1.p1
OG0007171	HUMAN02655, HUMAN02654	OFUSG12524.1.p1
OG0007173	HUMAN05355, HUMAN05354	OFUSG04330.1.p1
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	OFUSG04748.2.p1, OFUSG04748.1.p1
OG0007175	HUMAN04157	OFUSG07608.1.p1
OG0007176	HUMAN15324, HUMAN15323	OFUSG26974.1.p1
OG0007177	HUMAN09300, HUMAN09299, HUMAN09301	OFUSG25028.1.p1
OG0007178	HUMAN02113	OFUSG08058.1.p1
OG0007179	HUMAN21518	OFUSG13214.1.p1
OG0007180	HUMAN15073	OFUSG23382.1.p1
OG0007181	HUMAN30517	OFUSG05668.1.p1
OG0007182	HUMAN11844	OFUSG13896.2.p1, OFUSG13896.1.p1
OG0007183	HUMAN25330	OFUSG00271.1.p1
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	OFUSG13288.1.p1
OG0007185	HUMAN13405, HUMAN13406	OFUSG26363.1.p1
OG0007186	HUMAN12868	OFUSG03968.1.p1
OG0007187	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523	OFUSG13325.1.p1, OFUSG13325.2.p1, OFUSG13325.3.p1
OG0007188	HUMAN17704	OFUSG16212.1.p1
OG0007189	HUMAN20179, HUMAN20178	OFUSG09971.1.p1, OFUSG09971.2.p1
OG0007190	HUMAN26235	OFUSG17858.1.p1
OG0007191	HUMAN23393, HUMAN23394	OFUSG13466.1.p1
OG0007192	HUMAN17983	OFUSG04047.1.p1
OG0007198	HUMAN24981	OFUSG07047.1.p1, OFUSG07870.1.p1
OG0007201	HUMAN24731, HUMAN24730	OFUSG17829.1.p1
OG0007204	HUMAN01107, HUMAN14619	OFUSG17521.1.p1
OG0007211	HUMAN25603, HUMAN25604	OFUSG19396.1.p1
OG0007213	HUMAN10182, HUMAN10184, HUMAN10183, HUMAN10180, HUMAN10181	OFUSG18498.1.p1
OG0007248	HUMAN13700	OFUSG05380.1.p1
OG0007250	HUMAN07633	OFUSG06871.1.p1
OG0007251	HUMAN14332	OFUSG19641.1.p1
OG0007252	HUMAN22688, HUMAN22689	OFUSG11013.1.p1
OG0007253	HUMAN24536, HUMAN11254, HUMAN11253	OFUSG20806.1.p1
OG0007254	HUMAN02644	OFUSG26478.1.p1
OG0007255	HUMAN26073, HUMAN26075, HUMAN26074	OFUSG19857.2.p1, OFUSG19857.1.p1
OG0007256	HUMAN27031	OFUSG10664.2.p1, OFUSG10664.1.p1, OFUSG10664.4.p1, OFUSG10664.3.p1
OG0007258	HUMAN14003	OFUSG20033.1.p1
OG0007260	HUMAN04843, HUMAN04844	OFUSG11954.1.p1, OFUSG11954.2.p1
OG0007261	HUMAN28587	OFUSG13481.1.p1
OG0007264	HUMAN11107	OFUSG22910.1.p1
OG0007266	HUMAN20046	OFUSG18654.1.p1, OFUSG18654.2.p1
OG0007267	HUMAN00847, HUMAN00846	OFUSG17347.1.p1
OG0007268	HUMAN21302	OFUSG07744.1.p1
