Orthogroup	HUMAN	AENJA_ok
OG0007064	HUMAN22838	AENJA_18220
OG0007065	HUMAN04174	AENJA_18236
OG0007066	HUMAN05386	AENJA_18310
OG0007068	HUMAN22802, HUMAN22803	AENJA_18386
OG0007069	HUMAN08305	AENJA_18431
OG0007070	HUMAN18532, HUMAN18533	AENJA_18751
OG0007071	HUMAN01176	AENJA_20432
OG0007072	HUMAN15242	AENJA_18830
OG0007073	HUMAN18294	AENJA_18861
OG0007074	HUMAN21855	AENJA_19061
OG0007075	HUMAN27538	AENJA_19073
OG0007076	HUMAN06733	AENJA_19406
OG0007077	HUMAN22402	AENJA_19554
OG0007078	HUMAN20580	AENJA_19777
OG0007079	HUMAN16618	AENJA_19825
OG0007080	HUMAN16649, HUMAN16648	AENJA_19826
OG0007081	HUMAN12784, HUMAN12785	AENJA_19829
OG0007082	HUMAN06040	AENJA_19832
OG0007083	HUMAN24737	AENJA_20083
OG0007084	HUMAN28379	AENJA_20378
OG0007085	HUMAN11176	AENJA_20429
OG0007086	HUMAN06730	AENJA_20436
OG0007087	HUMAN25159	AENJA_20498
OG0007088	HUMAN28245, HUMAN28246	AENJA_20551
OG0007089	HUMAN05187	AENJA_20594
OG0007090	HUMAN01309	AENJA_20659
OG0007091	HUMAN00782	AENJA_23355, AENJA_20692
OG0007092	HUMAN08546	AENJA_20784
OG0007093	HUMAN11063	AENJA_20890
OG0007094	HUMAN08444	AENJA_20950
OG0007095	HUMAN16273	AENJA_21007
OG0007096	HUMAN24538	AENJA_21049
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	AENJA_21089
OG0007098	HUMAN11106	AENJA_21303
OG0007099	HUMAN02624	AENJA_21375
OG0007100	HUMAN25052, HUMAN25051	AENJA_21409
OG0007102	HUMAN17403	AENJA_21655, AENJA_26402
OG0007103	HUMAN03151, HUMAN03152	AENJA_21675
OG0007104	HUMAN07585, HUMAN30241	AENJA_21723
OG0007105	HUMAN17174	AENJA_21751
OG0007106	HUMAN21445	AENJA_21772
OG0007107	HUMAN24797	AENJA_21819
OG0007108	HUMAN26396	AENJA_21851
OG0007111	HUMAN14065, HUMAN14067	AENJA_22302
OG0007112	HUMAN09877	AENJA_22684
OG0007113	HUMAN20963	AENJA_22726
OG0007114	HUMAN20779	AENJA_22816
OG0007115	HUMAN28189, HUMAN28190	AENJA_22820
OG0007117	HUMAN06756	AENJA_23028
OG0007118	HUMAN25504	AENJA_23161
OG0007119	HUMAN01099	AENJA_23375
OG0007120	HUMAN23269, HUMAN23270	AENJA_23378
OG0007121	HUMAN25079	AENJA_23568
OG0007122	HUMAN00210, HUMAN00211	AENJA_23581
OG0007123	HUMAN03448	AENJA_23635
OG0007124	HUMAN17402, HUMAN17399	AENJA_23735
OG0007125	HUMAN21228	AENJA_23965
OG0007126	HUMAN02640, HUMAN04895	AENJA_24234
OG0007127	HUMAN26224	AENJA_24302
OG0007128	HUMAN13992, HUMAN13994	AENJA_24308
OG0007129	HUMAN24170, HUMAN24169, HUMAN03476	AENJA_24361
OG0007130	HUMAN06959	AENJA_24363
OG0007131	HUMAN23398	AENJA_24469
OG0007132	HUMAN28401, HUMAN28402	AENJA_24649
OG0007133	HUMAN23555	AENJA_24825
OG0007134	HUMAN03574	AENJA_24826
OG0007135	HUMAN09538	AENJA_25007
OG0007136	HUMAN09655	AENJA_25014
OG0007137	HUMAN15907	AENJA_25069
OG0007138	HUMAN02269	AENJA_25134
OG0007139	HUMAN24643	AENJA_25183
OG0007140	HUMAN14631	AENJA_25250
OG0007141	HUMAN20130	AENJA_25287
OG0007142	HUMAN07698, HUMAN17519	AENJA_25343
OG0007143	HUMAN16614	AENJA_25363
OG0007144	HUMAN02639	AENJA_25491
OG0007145	HUMAN13652	AENJA_25560
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	AENJA_25582
OG0007147	HUMAN21018	AENJA_25613
OG0007148	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566	AENJA_25762
OG0007149	HUMAN19282, HUMAN09208	AENJA_25859
OG0007150	HUMAN11018	AENJA_26056
OG0007151	HUMAN05431	AENJA_26211
OG0007152	HUMAN01901	AENJA_26373
OG0007153	HUMAN16995, HUMAN16996	AENJA_26504
OG0007154	HUMAN08481	AENJA_26509
OG0007248	HUMAN13700	AENJA_00004
OG0007250	HUMAN07633	AENJA_00139
OG0007251	HUMAN14332	AENJA_00324
OG0007252	HUMAN22688, HUMAN22689	AENJA_00397
OG0007253	HUMAN24536, HUMAN11254, HUMAN11253	AENJA_00767
OG0007254	HUMAN02644	AENJA_00931
OG0007255	HUMAN26073, HUMAN26075, HUMAN26074	AENJA_00979
OG0007256	HUMAN27031	AENJA_01044
OG0007258	HUMAN14003	AENJA_01436, AENJA_11453
OG0007260	HUMAN04843, HUMAN04844	AENJA_01550
OG0007261	HUMAN28587	AENJA_01593
OG0007264	HUMAN11107	AENJA_02217
OG0007266	HUMAN20046	AENJA_08462, AENJA_02257
OG0007268	HUMAN21302	AENJA_02432
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	AENJA_02569
OG0007270	HUMAN07724	AENJA_02688, AENJA_06355
OG0007271	HUMAN13263	AENJA_02740
OG0007272	HUMAN00327	AENJA_02756
OG0007273	HUMAN16012	AENJA_02792
OG0007274	HUMAN05717	AENJA_02816
OG0007275	HUMAN24919, HUMAN06744	AENJA_02862
OG0007276	HUMAN28796	AENJA_02931
OG0007277	HUMAN25865	AENJA_03125, AENJA_24804
OG0007279	HUMAN11856	AENJA_03339
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	AENJA_03407
OG0007281	HUMAN25958	AENJA_03420
OG0007282	HUMAN07231	AENJA_03431
OG0007283	HUMAN12155	AENJA_03462
OG0007284	HUMAN00555, HUMAN29707, HUMAN29706	AENJA_03468
OG0007285	HUMAN25396, HUMAN25395	AENJA_03475
OG0007286	HUMAN10108	AENJA_18798, AENJA_10022, AENJA_03618
OG0007288	HUMAN22785	AENJA_03747
OG0007289	HUMAN11499	AENJA_03836
OG0007290	HUMAN15228	AENJA_03954
OG0007291	HUMAN18973	AENJA_03983
OG0007292	HUMAN15636	AENJA_04105
OG0007293	HUMAN28207	AENJA_04148
OG0007294	HUMAN20782, HUMAN20781	AENJA_04367
OG0007295	HUMAN22795	AENJA_04369
OG0007296	HUMAN11360	AENJA_04461
OG0007297	HUMAN29826, HUMAN29827	AENJA_04494
OG0007298	HUMAN22758	AENJA_04527
OG0007299	HUMAN27718, HUMAN27719	AENJA_04574
OG0007300	HUMAN26544	AENJA_04647
OG0007301	HUMAN23169, HUMAN23170	AENJA_04686
OG0007302	HUMAN09166	AENJA_04963
OG0007303	HUMAN18735	AENJA_05104
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	AENJA_05122
OG0007305	HUMAN02006	AENJA_05241
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	AENJA_05277
OG0007307	HUMAN17065, HUMAN17066	AENJA_05325
OG0007308	HUMAN20559	AENJA_07715, AENJA_05754
OG0007309	HUMAN17011	AENJA_05768
OG0007310	HUMAN05294	AENJA_05858, AENJA_19852
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	AENJA_05894
OG0007314	HUMAN02534	AENJA_06139
OG0007316	HUMAN23083	AENJA_06485, AENJA_20879
OG0007317	HUMAN17014	AENJA_06549
OG0007318	HUMAN20909	AENJA_06588
OG0007319	HUMAN19188	AENJA_06656
OG0007320	HUMAN09645	AENJA_06780
OG0007321	HUMAN04956, HUMAN04955	AENJA_06818
OG0007322	HUMAN29064	AENJA_06900
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	AENJA_06960
OG0007325	HUMAN11525	AENJA_07023
OG0007326	HUMAN09593	AENJA_07134
OG0007327	HUMAN11975, HUMAN11976	AENJA_07205
OG0007328	HUMAN03776	AENJA_07462
OG0007329	HUMAN24733	AENJA_07623
OG0007330	HUMAN05264	AENJA_07724
OG0007331	HUMAN26953, HUMAN26952	AENJA_07941, AENJA_07938
OG0007333	HUMAN29576	AENJA_08327
OG0007334	HUMAN01738, HUMAN01739	AENJA_08344, AENJA_10683
OG0007335	HUMAN08862	AENJA_08730
OG0007336	HUMAN00761	AENJA_08744
OG0007337	HUMAN25483	AENJA_08756
OG0007338	HUMAN06830, HUMAN06827, HUMAN06828	AENJA_08801
OG0007339	HUMAN26218, HUMAN26219	AENJA_08839
OG0007340	HUMAN24905	AENJA_08960
OG0007341	HUMAN25872	AENJA_08963
OG0007342	HUMAN28838	AENJA_09009
OG0007343	HUMAN14177	AENJA_09011
OG0007344	HUMAN25001	AENJA_18427, AENJA_09089
OG0007345	HUMAN22717	AENJA_09249
OG0007347	HUMAN20415	AENJA_09485
OG0007348	HUMAN07623	AENJA_09604
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	AENJA_09661
OG0007351	HUMAN26020, HUMAN26021	AENJA_09717
OG0007352	HUMAN04641	AENJA_09848
OG0007353	HUMAN11061, HUMAN11060	AENJA_10075
OG0007354	HUMAN23192	AENJA_10138
OG0007355	HUMAN28384	AENJA_10292, AENJA_10291
OG0007356	HUMAN24980	AENJA_10363
OG0007357	HUMAN11281	AENJA_10365
OG0007358	HUMAN23692	AENJA_10512
OG0007359	HUMAN24471	AENJA_10652
OG0007360	HUMAN02160	AENJA_10766
OG0007361	HUMAN01585, HUMAN01584	AENJA_10793
OG0007363	HUMAN07700	AENJA_10957
OG0007364	HUMAN20228	AENJA_10959
OG0007365	HUMAN01007	AENJA_10977
OG0007366	HUMAN15080, HUMAN15079	AENJA_11206
OG0007367	HUMAN00909	AENJA_11272
OG0007368	HUMAN04400	AENJA_11301
OG0007369	HUMAN18171	AENJA_11422
OG0007370	HUMAN12243, HUMAN12242	AENJA_11425
OG0007371	HUMAN03496	AENJA_11627
OG0007372	HUMAN15886	AENJA_11631
OG0007373	HUMAN25169	AENJA_11675
OG0007374	HUMAN17107	AENJA_11711
OG0007375	HUMAN25512	AENJA_12896, AENJA_17943, AENJA_11754
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	AENJA_11779
OG0007377	HUMAN02116, HUMAN02117	AENJA_11839
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	AENJA_11927
OG0007379	HUMAN08973, HUMAN08972	AENJA_12106
OG0007380	HUMAN13807	AENJA_12373
OG0007381	HUMAN13546	AENJA_12457
OG0007382	HUMAN19380	AENJA_12498
OG0007384	HUMAN16675	AENJA_12685, AENJA_24990
OG0007385	HUMAN04317	AENJA_12739
OG0007386	HUMAN16767	AENJA_12898
OG0007387	HUMAN29057	AENJA_12902
OG0007388	HUMAN22118	AENJA_13027
OG0007389	HUMAN29100, HUMAN29099	AENJA_13187
OG0007390	HUMAN25915	AENJA_13202
OG0007391	HUMAN05345	AENJA_13207
OG0007392	HUMAN28583	AENJA_13312
OG0007394	HUMAN15894, HUMAN15893	AENJA_13338
OG0007395	HUMAN13460	AENJA_13363
OG0007396	HUMAN11000	AENJA_13626
OG0007397	HUMAN00870	AENJA_13692
OG0007399	HUMAN16123	AENJA_14225
OG0007400	HUMAN22018	AENJA_14239
OG0007401	HUMAN05484	AENJA_14395
OG0007402	HUMAN10240, HUMAN10238	AENJA_14648
OG0007403	HUMAN17254, HUMAN17253	AENJA_14745
OG0007405	HUMAN20387	AENJA_15366
OG0007406	HUMAN19713	AENJA_15368
OG0007408	HUMAN28141, HUMAN28142	AENJA_15439
OG0007409	HUMAN25552	AENJA_15440
OG0007410	HUMAN20271, HUMAN12126	AENJA_15452
OG0007411	HUMAN23663	AENJA_15681
OG0007412	HUMAN17545	AENJA_15771
OG0007413	HUMAN20818	AENJA_15882
OG0007414	HUMAN01057	AENJA_16065
OG0007415	HUMAN12759	AENJA_16254
OG0007416	HUMAN22361	AENJA_16466
OG0007417	HUMAN07346	AENJA_16596
OG0007418	HUMAN13111, HUMAN13110	AENJA_20071
OG0007419	HUMAN12142	AENJA_16935
OG0007421	HUMAN06697	AENJA_17319
OG0007422	HUMAN08465	AENJA_17772
OG0007423	HUMAN10490	AENJA_17845
OG0007424	HUMAN10237	AENJA_17849
OG0007425	HUMAN06193	AENJA_17864
OG0007427	HUMAN03785	AENJA_18085
OG0007428	HUMAN20678	AENJA_18355
OG0007429	HUMAN06934	AENJA_19005
OG0007430	HUMAN21194	AENJA_19078
OG0007431	HUMAN26226	AENJA_19346
OG0007432	HUMAN05574	AENJA_19403, AENJA_19402
OG0007433	HUMAN04271	AENJA_19654
OG0007434	HUMAN10246	AENJA_19687, AENJA_19688
OG0007435	HUMAN20583	AENJA_19773
OG0007436	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665	AENJA_19801
OG0007437	HUMAN17137	AENJA_19860
OG0007438	HUMAN02955	AENJA_20029
OG0007439	HUMAN16947	AENJA_20396
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419	AENJA_20434
OG0007441	HUMAN13782	AENJA_20556
OG0007442	HUMAN00969	AENJA_20655
OG0007443	HUMAN07149	AENJA_20689
OG0007444	HUMAN09409, HUMAN28835	AENJA_20813
OG0007445	HUMAN21386	AENJA_20821
OG0007446	HUMAN07376	AENJA_20884
OG0007447	HUMAN22922	AENJA_20921
OG0007448	HUMAN14222, HUMAN14221	AENJA_20930
OG0007450	HUMAN08573, HUMAN08574	AENJA_21381
OG0007451	HUMAN08166	AENJA_21528
OG0007452	HUMAN22554	AENJA_21651
OG0007453	HUMAN10744	AENJA_21726
OG0007454	HUMAN18226	AENJA_21740
OG0007455	HUMAN29667	AENJA_21828
OG0007456	HUMAN07199	AENJA_21979
OG0007457	HUMAN09838	AENJA_22032
OG0007458	HUMAN28978	AENJA_22067
OG0007459	HUMAN16778	AENJA_22258
OG0007460	HUMAN16831, HUMAN16829	AENJA_22264
OG0007461	HUMAN08943	AENJA_22317
OG0007462	HUMAN19637, HUMAN19636	AENJA_22556
OG0007463	HUMAN06999	AENJA_22661
OG0007464	HUMAN26087	AENJA_22697
OG0007465	HUMAN13093	AENJA_22699
OG0007466	HUMAN09405	AENJA_22881
OG0007467	HUMAN28516	AENJA_23010
OG0007468	HUMAN22128	AENJA_23214
OG0007470	HUMAN00938, HUMAN00332, HUMAN00937	AENJA_23296
OG0007471	HUMAN07932	AENJA_23384
OG0007472	HUMAN23723	AENJA_23719
OG0007473	HUMAN18188, HUMAN18186	AENJA_23755
OG0007474	HUMAN05615	AENJA_23962
OG0007476	HUMAN14444	AENJA_24225
OG0007477	HUMAN12723	AENJA_24292
OG0007478	HUMAN19940	AENJA_24685
OG0007479	HUMAN25924, HUMAN25925, HUMAN25923	AENJA_24748
OG0007480	HUMAN03711	AENJA_24812
OG0007481	HUMAN11840	AENJA_24944
OG0007482	HUMAN01581	AENJA_25120
OG0007483	HUMAN25804	AENJA_25192
OG0007484	HUMAN15505	AENJA_25231
OG0007485	HUMAN08408	AENJA_25331
OG0007486	HUMAN03242	AENJA_25437
OG0007487	HUMAN00801	AENJA_25922
OG0007488	HUMAN24932	AENJA_26049
OG0007489	HUMAN08300, HUMAN08303, HUMAN08301	AENJA_26107
OG0007490	HUMAN18581, HUMAN18580	AENJA_26187
OG0007491	HUMAN10273	AENJA_26237
OG0007492	HUMAN25121	AENJA_26511
OG0007493	HUMAN22084	AENJA_26529
OG0007494	HUMAN16086	AENJA_26703
OG0007495	HUMAN19626, HUMAN19624	AENJA_26715
OG0007496	HUMAN21064	AENJA_26719
OG0007497	HUMAN02092, HUMAN02091	AENJA_26773
OG0007498	HUMAN28184	AENJA_26807
OG0007582	HUMAN23412, HUMAN23413, HUMAN23411	AENJA_00047
OG0007583	HUMAN03503	AENJA_00226
OG0007584	HUMAN10216, HUMAN10215	AENJA_25290, AENJA_00242
OG0007586	HUMAN28828	AENJA_00380
OG0007587	HUMAN28082	AENJA_00432
OG0007588	HUMAN05802, HUMAN05800	AENJA_00505
OG0007589	HUMAN23044	AENJA_00571
OG0007591	HUMAN12931	AENJA_01019
OG0007592	HUMAN19604	AENJA_01059
OG0007593	HUMAN00152, HUMAN00151	AENJA_01095
OG0007595	HUMAN26771, HUMAN26772	AENJA_01322
OG0007597	HUMAN07406	AENJA_01698
OG0007598	HUMAN22979	AENJA_01726
OG0007600	HUMAN07630, HUMAN21662	AENJA_01841
OG0007601	HUMAN12973	AENJA_02054
OG0007602	HUMAN00917	AENJA_02165
OG0007603	HUMAN11097	AENJA_02214
OG0007604	HUMAN11462, HUMAN11463	AENJA_02267
OG0007605	HUMAN25002	AENJA_02353
OG0007606	HUMAN16824, HUMAN16823	AENJA_02354
OG0007607	HUMAN00121	AENJA_02368
OG0007608	HUMAN24575, HUMAN24576	AENJA_02633
OG0007609	HUMAN07130	AENJA_02689
OG0007610	HUMAN20947	AENJA_02817
OG0007611	HUMAN08580	AENJA_03132
OG0007612	HUMAN06201	AENJA_03149
OG0007613	HUMAN14918, HUMAN14919, HUMAN14917	AENJA_03179
OG0007614	HUMAN11569, HUMAN11570, HUMAN11567	AENJA_03537, AENJA_03213
OG0007615	HUMAN17636	AENJA_03386
OG0007616	HUMAN16740	AENJA_03409
OG0007617	HUMAN28528	AENJA_03469, AENJA_22388
OG0007618	HUMAN05174, HUMAN05173	AENJA_03470
OG0007619	HUMAN21829	AENJA_03762
OG0007621	HUMAN01027, HUMAN06000	AENJA_03833
OG0007622	HUMAN21098	AENJA_03944
OG0007623	HUMAN14413	AENJA_08941
OG0007624	HUMAN00744	AENJA_04295
OG0007626	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030	AENJA_04777
OG0007628	HUMAN22378	AENJA_04962
OG0007629	HUMAN23337	AENJA_05160
OG0007630	HUMAN05291	AENJA_05194
OG0007631	HUMAN25386, HUMAN17448	AENJA_05278
OG0007632	HUMAN16885	AENJA_05484
OG0007633	HUMAN13873	AENJA_05570
OG0007634	HUMAN22721	AENJA_05650
OG0007635	HUMAN22830	AENJA_05652
OG0007637	HUMAN08470	AENJA_05864
OG0007638	HUMAN25473	AENJA_06211
OG0007639	HUMAN03357, HUMAN03356	AENJA_06285
OG0007640	HUMAN14964, HUMAN14963	AENJA_06871
OG0007641	HUMAN23720, HUMAN23721, HUMAN23719	AENJA_07028
OG0007642	HUMAN02914	AENJA_07087
OG0007643	HUMAN26301	AENJA_07280
OG0007645	HUMAN10615, HUMAN10616	AENJA_07676
OG0007646	HUMAN29544	AENJA_07683
OG0007647	HUMAN02929	AENJA_07698
OG0007648	HUMAN29976	AENJA_07744
OG0007649	HUMAN01321	AENJA_08154
OG0007650	HUMAN16337, HUMAN16338	AENJA_08417
OG0007651	HUMAN16641	AENJA_08420
OG0007652	HUMAN29441	AENJA_08655
OG0007653	HUMAN17027, HUMAN17025, HUMAN17026	AENJA_08664
OG0007655	HUMAN14130	AENJA_08878
OG0007656	HUMAN02869	AENJA_08929
OG0007658	HUMAN30007	AENJA_15160, AENJA_09640
OG0007659	HUMAN18167, HUMAN18165, HUMAN18169	AENJA_09749
OG0007660	HUMAN02075	AENJA_10005
OG0007662	HUMAN05169	AENJA_10163
OG0007663	HUMAN19568	AENJA_10256
OG0007664	HUMAN10066	AENJA_10276
OG0007665	HUMAN27691, HUMAN27690	AENJA_10282
OG0007666	HUMAN10319	AENJA_10298
OG0007667	HUMAN15603	AENJA_10341
OG0007668	HUMAN07341	AENJA_10381
OG0007669	HUMAN26809, HUMAN26810	AENJA_10464
OG0007670	HUMAN25254	AENJA_10480
OG0007671	HUMAN18044	AENJA_12064
OG0007672	HUMAN02090	AENJA_10564
OG0007673	HUMAN30108, HUMAN00583	AENJA_10620
OG0007674	HUMAN08286	AENJA_10687
OG0007675	HUMAN25956, HUMAN25982	AENJA_10692, AENJA_10689
OG0007676	HUMAN24899	AENJA_10773
OG0007677	HUMAN29231, HUMAN29232	AENJA_10946
OG0007679	HUMAN23101	AENJA_11083
OG0007680	HUMAN17909	AENJA_11179
OG0007681	HUMAN09648	AENJA_11196
OG0007684	HUMAN15836	AENJA_11323
OG0007685	HUMAN18793	AENJA_11330
OG0007686	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599	AENJA_11496
OG0007687	HUMAN20268	AENJA_11514
OG0007688	HUMAN27313, HUMAN27311	AENJA_11595
OG0007689	HUMAN07121	AENJA_11622
OG0007690	HUMAN27678	AENJA_11693
OG0007691	HUMAN27822	AENJA_11787
OG0007692	HUMAN02061	AENJA_11895
OG0007694	HUMAN20746	AENJA_12365
OG0007695	HUMAN28172	AENJA_12489
OG0007696	HUMAN05784	AENJA_12919
OG0007698	HUMAN29272	AENJA_13006
OG0007700	HUMAN07314	AENJA_13417
OG0007701	HUMAN07269	AENJA_13421
OG0007702	HUMAN20314	AENJA_13485
OG0007703	HUMAN22827	AENJA_13781, AENJA_13780
OG0007704	HUMAN21556	AENJA_13789
OG0007705	HUMAN03246	AENJA_13836
OG0007706	HUMAN10609, HUMAN10610	AENJA_13921
OG0007707	HUMAN21958, HUMAN11921	AENJA_18792, AENJA_20617, AENJA_13925
OG0007708	HUMAN06488	AENJA_14019
OG0007709	HUMAN23750, HUMAN01625	AENJA_14142
OG0007711	HUMAN25855	AENJA_14168, AENJA_14167
OG0007712	HUMAN03420	AENJA_14241
OG0007713	HUMAN06586	AENJA_14256
OG0007714	HUMAN30023	AENJA_14298
OG0007715	HUMAN19961	AENJA_14420
OG0007717	HUMAN03284	AENJA_14512
OG0007718	HUMAN02952, HUMAN02953	AENJA_14607
OG0007719	HUMAN26223	AENJA_14796
OG0007721	HUMAN03623	AENJA_15418
OG0007722	HUMAN03285	AENJA_15592
OG0007723	HUMAN26538	AENJA_15656
OG0007724	HUMAN03962	AENJA_15747
OG0007726	HUMAN04435	AENJA_15888
OG0007728	HUMAN27883	AENJA_16033
OG0007729	HUMAN11128, HUMAN11127	AENJA_16470
OG0007730	HUMAN27996, HUMAN27997, HUMAN27995	AENJA_16479
OG0007732	HUMAN24163, HUMAN24162	AENJA_16743
OG0007733	HUMAN01349	AENJA_16976
OG0007734	HUMAN00972, HUMAN17214	AENJA_17060
OG0007735	HUMAN12324	AENJA_17384
OG0007736	HUMAN13041	AENJA_17393
OG0007738	HUMAN19368	AENJA_17519
OG0007739	HUMAN01347	AENJA_17580
OG0007740	HUMAN05471, HUMAN05472	AENJA_17729
OG0007741	HUMAN02503	AENJA_17929
OG0007743	HUMAN09883, HUMAN06357	AENJA_18237
OG0007744	HUMAN26813, HUMAN26814	AENJA_18288
OG0007745	HUMAN11543, HUMAN11542	AENJA_18335
OG0007746	HUMAN25134	AENJA_18434
OG0007747	HUMAN01081	AENJA_18844
OG0007748	HUMAN02622	AENJA_18894
OG0007749	HUMAN26822	AENJA_19022
OG0007750	HUMAN14835, HUMAN14833	AENJA_19185
OG0007751	HUMAN17117, HUMAN17120	AENJA_19310
OG0007752	HUMAN05362	AENJA_19359
OG0007753	HUMAN23321	AENJA_19363
OG0007754	HUMAN21523	AENJA_19398
OG0007755	HUMAN02406	AENJA_19613
OG0007756	HUMAN18795	AENJA_19709
OG0007757	HUMAN01101	AENJA_20316, AENJA_19847
OG0007758	HUMAN29935	AENJA_19933
OG0007759	HUMAN01276	AENJA_20025
OG0007760	HUMAN19195	AENJA_20050
OG0007761	HUMAN00323	AENJA_20064
OG0007762	HUMAN07584	AENJA_23767, AENJA_25729, AENJA_20187
OG0007763	HUMAN01210	AENJA_20330
OG0007765	HUMAN26181, HUMAN26182	AENJA_21016, AENJA_21017
OG0007766	HUMAN10522	AENJA_21034
OG0007767	HUMAN17614	AENJA_21313
OG0007768	HUMAN11819, HUMAN11818	AENJA_21314
OG0007769	HUMAN10250	AENJA_21372
OG0007770	HUMAN07204, HUMAN07203, HUMAN07205	AENJA_21605
OG0007771	HUMAN06957	AENJA_21609
OG0007772	HUMAN21301	AENJA_21724
OG0007773	HUMAN22030	AENJA_21739
OG0007774	HUMAN17885, HUMAN17884	AENJA_21779
OG0007775	HUMAN13077	AENJA_21848, AENJA_21916
OG0007776	HUMAN13908, HUMAN13907, HUMAN13906	AENJA_22036
OG0007779	HUMAN18212	AENJA_22377
OG0007780	HUMAN08419, HUMAN08418	AENJA_22486
OG0007781	HUMAN02870	AENJA_22495
OG0007782	HUMAN10939	AENJA_22500
OG0007783	HUMAN10560	AENJA_22584
OG0007784	HUMAN12802	AENJA_22600
OG0007786	HUMAN18705	AENJA_22814
OG0007788	HUMAN10906, HUMAN10907	AENJA_22872
OG0007789	HUMAN10825, HUMAN10824	AENJA_22873
OG0007790	HUMAN25977, HUMAN25978	AENJA_22969
OG0007790	HUMAN25976	AENJA_22970
OG0007791	HUMAN00111	AENJA_23000
OG0007793	HUMAN01140, HUMAN01141	AENJA_23139
OG0007794	HUMAN07379, HUMAN07378	AENJA_23230
OG0007795	HUMAN00877, HUMAN00879, HUMAN00878	AENJA_23273
OG0007796	HUMAN01833	AENJA_23473
OG0007797	HUMAN10834	AENJA_23789
OG0007798	HUMAN23022	AENJA_23971
OG0007800	HUMAN05271, HUMAN05270	AENJA_24733
OG0007801	HUMAN12139, HUMAN12140, HUMAN12141	AENJA_24750
OG0007802	HUMAN16301	AENJA_24870
OG0007803	HUMAN17024	AENJA_24900
OG0007804	HUMAN27359	AENJA_24903
OG0007805	HUMAN05569	AENJA_25156
OG0007806	HUMAN28143, HUMAN18582	AENJA_25558
OG0007807	HUMAN03444	AENJA_25659
OG0007808	HUMAN20964	AENJA_25757
OG0007809	HUMAN01412	AENJA_25815
OG0007810	HUMAN20972	AENJA_25829
OG0007811	HUMAN21891	AENJA_26163
OG0007812	HUMAN23209	AENJA_26416
OG0007813	HUMAN02512	AENJA_26599
OG0007814	HUMAN03364	AENJA_26751
OG0007815	HUMAN18937, HUMAN18939, HUMAN18936, HUMAN18938	AENJA_26766
OG0007907	HUMAN18079, HUMAN18078	AENJA_00084, AENJA_00085
OG0007908	HUMAN27841	AENJA_00151
OG0007911	HUMAN16282, HUMAN16283	AENJA_00247
OG0007913	HUMAN09685	AENJA_00322
OG0007915	HUMAN16719, HUMAN16718	AENJA_00437
OG0007916	HUMAN17441	AENJA_00507
OG0007917	HUMAN07728, HUMAN07729, HUMAN07730	AENJA_00555
OG0007918	HUMAN24900, HUMAN24901	AENJA_00566
OG0007922	HUMAN15444, HUMAN15445	AENJA_00734, AENJA_00733
OG0007924	HUMAN16777	AENJA_00993
OG0007925	HUMAN18631, HUMAN18632	AENJA_01050, AENJA_01051
OG0007926	HUMAN09355, HUMAN09356	AENJA_01125
OG0007927	HUMAN26473	AENJA_01207, AENJA_01458
OG0007929	HUMAN14120	AENJA_01377
OG0007930	HUMAN19209	AENJA_05381
OG0007931	HUMAN05429, HUMAN22978	AENJA_01727
OG0007932	HUMAN24557	AENJA_01753
OG0007933	HUMAN17540, HUMAN20405	AENJA_02051
OG0007934	HUMAN21422	AENJA_02342
OG0007935	HUMAN25433	AENJA_02345
OG0007936	HUMAN25542, HUMAN25541	AENJA_02595
OG0007937	HUMAN02729	AENJA_02784
OG0007938	HUMAN06734	AENJA_02811
OG0007939	HUMAN02969	AENJA_13491
OG0007940	HUMAN09227, HUMAN09226	AENJA_03128
OG0007941	HUMAN10745	AENJA_03147
OG0007942	HUMAN14706, HUMAN14708, HUMAN14707	AENJA_03272
OG0007943	HUMAN05448	AENJA_03467
OG0007944	HUMAN22561, HUMAN22559, HUMAN22563, HUMAN22562, HUMAN22560	AENJA_03606
OG0007945	HUMAN11683, HUMAN11682	AENJA_03801
OG0007946	HUMAN01410	AENJA_03832
OG0007948	HUMAN11837	AENJA_04332
OG0007949	HUMAN13796, HUMAN13795	AENJA_09184, AENJA_04554
OG0007951	HUMAN19098	AENJA_04818
