Orthogroup	HUMAN	STRPU_ok
OG0006223	HUMAN00723	STRPU_09883
OG0006224	HUMAN00219	STRPU_10868
OG0006225	HUMAN25075	STRPU_20911, STRPU_20910
OG0006226	HUMAN23414	STRPU_00415, STRPU_19272
OG0006227	HUMAN17359	STRPU_09462
OG0006228	HUMAN03879	STRPU_12262
OG0006229	HUMAN22948	STRPU_05866
OG0006230	HUMAN17688	STRPU_23107, STRPU_23110
OG0006231	HUMAN27851	STRPU_24403
OG0006232	HUMAN17570, HUMAN17571	STRPU_13820
OG0006233	HUMAN21229, HUMAN21231	STRPU_13467
OG0006234	HUMAN01013	STRPU_01742, STRPU_16772
OG0006235	HUMAN06038	STRPU_01370, STRPU_11572
OG0006237	HUMAN00401	STRPU_10564
OG0006238	HUMAN19681, HUMAN19682	STRPU_12641
OG0006239	HUMAN11201	STRPU_26094
OG0006240	HUMAN29061	STRPU_19611, STRPU_19704
OG0006241	HUMAN02189	STRPU_20065
OG0006242	HUMAN10654, HUMAN10653	STRPU_08446
OG0006243	HUMAN30316, HUMAN30317, HUMAN28619	STRPU_27273, STRPU_27257, STRPU_27274
OG0006244	HUMAN07280	STRPU_00436, STRPU_14193
OG0006245	HUMAN18087	STRPU_13947
OG0006246	HUMAN13922	STRPU_27021
OG0006247	HUMAN23517	STRPU_27023
OG0006248	HUMAN30385	STRPU_12984
OG0006249	HUMAN11927	STRPU_06207, STRPU_06179
OG0006250	HUMAN23876	STRPU_10406
OG0006251	HUMAN12332	STRPU_14982, STRPU_14951
OG0006252	HUMAN05954, HUMAN05956, HUMAN05955	STRPU_11094
OG0006253	HUMAN01544	STRPU_06180, STRPU_06208
OG0006254	HUMAN20127, HUMAN20128	STRPU_16653
OG0006255	HUMAN03423	STRPU_09306
OG0006256	HUMAN21324, HUMAN21325	STRPU_03708
OG0006257	HUMAN18727, HUMAN18726	STRPU_21221
OG0006258	HUMAN14002	STRPU_22243
OG0006259	HUMAN28344	STRPU_24286
OG0006260	HUMAN20497	STRPU_23807, STRPU_23840
OG0006261	HUMAN26805	STRPU_23637, STRPU_23663
OG0006262	HUMAN20747	STRPU_26187, STRPU_26186
OG0006263	HUMAN14070, HUMAN14069, HUMAN14068	STRPU_26005
OG0006264	HUMAN07077	STRPU_16839
OG0006265	HUMAN17934, HUMAN21410	STRPU_25030
OG0006266	HUMAN22408	STRPU_19599
OG0006267	HUMAN22613	STRPU_00713
OG0006268	HUMAN29838	STRPU_22660
OG0006270	HUMAN29317, HUMAN29316	STRPU_20068
OG0006271	HUMAN17446	STRPU_18098, STRPU_01786
OG0006272	HUMAN13896, HUMAN13895, HUMAN13894	STRPU_13152, STRPU_13173
OG0006273	HUMAN13702, HUMAN13703	STRPU_26237
OG0006274	HUMAN04287	STRPU_11320, STRPU_18043, STRPU_26835, STRPU_18044, STRPU_26836, STRPU_20426, STRPU_20425
OG0006275	HUMAN02519	STRPU_12142, STRPU_12107
OG0006276	HUMAN03057	STRPU_21466
OG0006277	HUMAN12337	STRPU_14370
OG0006278	HUMAN00416	STRPU_14888
OG0006279	HUMAN19507	STRPU_16950, STRPU_02016
OG0006280	HUMAN25747	STRPU_20964
OG0006281	HUMAN00064, HUMAN00065	STRPU_11014, STRPU_00353
OG0006282	HUMAN14206, HUMAN14207	STRPU_01932, STRPU_22773
OG0006283	HUMAN02975	STRPU_22252
OG0006284	HUMAN14241	STRPU_21728, STRPU_21666
OG0006286	HUMAN27261	STRPU_16014
OG0006287	HUMAN18673	STRPU_21397
OG0006288	HUMAN07138	STRPU_14900
OG0006289	HUMAN21130	STRPU_22296
OG0006290	HUMAN00026, HUMAN00028, HUMAN00027	STRPU_10553
OG0006291	HUMAN01280	STRPU_20014
OG0006292	HUMAN11024, HUMAN11025, HUMAN19092	STRPU_26178
OG0006293	HUMAN07177	STRPU_14168
OG0006294	HUMAN08808	STRPU_21748, STRPU_21683
OG0006295	HUMAN26422	STRPU_14216
OG0006296	HUMAN26959	STRPU_22009
OG0006297	HUMAN20419	STRPU_22310, STRPU_22329
OG0006298	HUMAN06371	STRPU_25124
OG0006299	HUMAN00504	STRPU_18039
OG0006300	HUMAN02710	STRPU_21603
OG0006301	HUMAN09238	STRPU_21245
OG0006302	HUMAN09795, HUMAN09794	STRPU_27009
OG0006303	HUMAN02005, HUMAN15648	STRPU_01681, STRPU_02684
OG0006304	HUMAN08877	STRPU_21283
OG0006305	HUMAN03641	STRPU_09519
OG0006306	HUMAN00547	STRPU_15639
OG0006307	HUMAN23322	STRPU_18934, STRPU_18863
OG0006308	HUMAN11839	STRPU_15214, STRPU_15161
OG0006309	HUMAN06820	STRPU_12063, STRPU_01235
OG0006310	HUMAN05065	STRPU_11996, STRPU_01662
OG0006311	HUMAN06167	STRPU_11654
OG0006312	HUMAN20048	STRPU_23848, STRPU_23814
OG0006313	HUMAN00601, HUMAN00602	STRPU_07370
OG0006314	HUMAN01546	STRPU_23080, STRPU_00665
OG0006315	HUMAN17337	STRPU_21474
OG0006316	HUMAN23371	STRPU_19017
OG0006317	HUMAN01667, HUMAN01666, HUMAN01665	STRPU_10725
OG0006318	HUMAN05453	STRPU_18034
OG0006319	HUMAN04099	STRPU_10938
OG0006320	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778	STRPU_22674
OG0006321	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151	STRPU_25993
OG0006322	HUMAN20861	STRPU_00885, STRPU_23011
OG0006323	HUMAN07594	STRPU_05565, STRPU_05622
OG0006324	HUMAN27779, HUMAN27778	STRPU_26127
OG0006325	HUMAN29195	STRPU_19352
OG0006326	HUMAN02266, HUMAN02265	STRPU_01188, STRPU_19957
OG0006327	HUMAN21564, HUMAN21563	STRPU_23568
OG0006328	HUMAN24587	STRPU_07872
OG0006329	HUMAN17356	STRPU_10024
OG0006330	HUMAN09633	STRPU_26973
OG0006331	HUMAN15803, HUMAN15802	STRPU_20670
OG0006332	HUMAN04311	STRPU_12324, STRPU_10717
OG0006333	HUMAN21171, HUMAN25511	STRPU_17334
OG0006334	HUMAN14773	STRPU_19104
OG0006335	HUMAN06483	STRPU_23723
OG0006336	HUMAN15046, HUMAN15045	STRPU_18473, STRPU_18430
OG0006337	HUMAN09564, HUMAN09563, HUMAN23595	STRPU_27122
OG0006338	HUMAN01207, HUMAN01206	STRPU_18386
OG0006339	HUMAN07408, HUMAN07407	STRPU_15481
OG0006340	HUMAN03191	STRPU_04236, STRPU_04198
OG0006341	HUMAN14510	STRPU_18283, STRPU_01173
OG0006343	HUMAN27487	STRPU_05776, STRPU_05315
OG0006344	HUMAN28604	STRPU_22520
OG0006345	HUMAN27906	STRPU_24011
OG0006346	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485	STRPU_03986
OG0006347	HUMAN06637	STRPU_13365, STRPU_13385
OG0006348	HUMAN23566	STRPU_16050, STRPU_16039
OG0006349	HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437	STRPU_18761, STRPU_18762
OG0006350	HUMAN23687, HUMAN23686, HUMAN23685	STRPU_08881, STRPU_00940
OG0006351	HUMAN22851	STRPU_05847
OG0006352	HUMAN28597	STRPU_05719, STRPU_05712
OG0006353	HUMAN15771	STRPU_21115
OG0006354	HUMAN17172	STRPU_09765, STRPU_09721
OG0006355	HUMAN21127	STRPU_22379
OG0006356	HUMAN12205, HUMAN12204	STRPU_14596
OG0006357	HUMAN18357	STRPU_10912, STRPU_10702
OG0006358	HUMAN26475	STRPU_22374
OG0006359	HUMAN01182	STRPU_19635, STRPU_19681
OG0006360	HUMAN06791	STRPU_11561
OG0006361	HUMAN11008	STRPU_26003
OG0006362	HUMAN00550	STRPU_18132
OG0006363	HUMAN04865	STRPU_09319
OG0006364	HUMAN28809	STRPU_23794
OG0006365	HUMAN17577, HUMAN30443	STRPU_05270, STRPU_05254
OG0006366	HUMAN18333	STRPU_21760, STRPU_21695, STRPU_21696, STRPU_21761
OG0006367	HUMAN16619, HUMAN16620	STRPU_07291, STRPU_07275
OG0006368	HUMAN12731, HUMAN12730	STRPU_13584, STRPU_01602
OG0006370	HUMAN27328	STRPU_19241
OG0006372	HUMAN05301	STRPU_17261
OG0006375	HUMAN10310, HUMAN10309	STRPU_01472, STRPU_08700
OG0006376	HUMAN29330, HUMAN29329	STRPU_19494
OG0006377	HUMAN23254	STRPU_26959
OG0006378	HUMAN22618	STRPU_09953, STRPU_09976
OG0006379	HUMAN08621	STRPU_21808
OG0006380	HUMAN24188	STRPU_05753
OG0006381	HUMAN06920, HUMAN30425, HUMAN06919	STRPU_22693
OG0006382	HUMAN08589	STRPU_21384
OG0006383	HUMAN19516	STRPU_03091
OG0006384	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667	STRPU_11959, STRPU_01620
OG0006385	HUMAN04983	STRPU_21175
OG0006386	HUMAN03914, HUMAN03913	STRPU_11720
OG0006387	HUMAN19461, HUMAN19462, HUMAN00501	STRPU_17511
OG0006388	HUMAN10177, HUMAN30153, HUMAN30163, HUMAN13637	STRPU_08530
OG0006389	HUMAN29747, HUMAN25835	STRPU_17172, STRPU_17167
OG0006390	HUMAN02874, HUMAN02872, HUMAN02873	STRPU_21914
OG0006391	HUMAN05598	STRPU_16884
OG0006392	HUMAN01485	STRPU_17229
OG0006393	HUMAN28534, HUMAN14443	STRPU_27287
OG0006394	HUMAN20260, HUMAN20262, HUMAN20261	STRPU_09231, STRPU_02196
OG0006395	HUMAN18809, HUMAN18808	STRPU_07573
OG0006396	HUMAN28914	STRPU_19134
OG0006398	HUMAN01047, HUMAN01046	STRPU_18220, STRPU_01275
OG0006399	HUMAN07113, HUMAN07112, HUMAN07111	STRPU_14310
OG0006401	HUMAN18158, HUMAN26324	STRPU_14011
OG0006402	HUMAN22757, HUMAN22756	STRPU_16542, STRPU_16564
OG0006405	HUMAN04667, HUMAN03885, HUMAN03882, HUMAN03883, HUMAN03884	STRPU_11573, STRPU_01369
OG0006406	HUMAN13006, HUMAN15941, HUMAN13007	STRPU_05827
OG0006407	HUMAN21252, HUMAN15339, HUMAN15338	STRPU_03639, STRPU_03657
OG0006408	HUMAN09012, HUMAN09011	STRPU_21447
OG0006414	HUMAN03409	STRPU_27415
OG0006442	HUMAN24428, HUMAN24430, HUMAN24429	STRPU_25425
OG0006443	HUMAN04869	STRPU_03428
OG0006446	HUMAN29158	STRPU_20195
OG0006447	HUMAN29322, HUMAN29323	STRPU_19468
OG0006448	HUMAN23211	STRPU_13247
OG0006449	HUMAN28069	STRPU_24008
OG0006452	HUMAN02398, HUMAN20893	STRPU_23318
OG0006454	HUMAN13113, HUMAN13112	STRPU_14766, STRPU_02558
OG0006456	HUMAN14116, HUMAN14117, HUMAN14118	STRPU_12981
OG0006457	HUMAN14767	STRPU_18652
OG0006458	HUMAN05481	STRPU_02922
OG0006459	HUMAN09471	STRPU_26656
OG0006460	HUMAN02631	STRPU_20721
OG0006461	HUMAN20951	STRPU_22710, STRPU_00693
OG0006462	HUMAN20252	STRPU_09115, STRPU_02084
OG0006463	HUMAN13877, HUMAN13876, HUMAN13878, HUMAN13879, HUMAN13880, HUMAN13875	STRPU_26991
OG0006464	HUMAN30209, HUMAN22027	STRPU_06886
OG0006465	HUMAN02673	STRPU_21220
OG0006467	HUMAN17163, HUMAN17162	STRPU_25722
OG0006468	HUMAN28005	STRPU_25336, STRPU_25337, STRPU_25338
OG0006469	HUMAN12113	STRPU_08991
OG0006470	HUMAN22261	STRPU_09449, STRPU_01513
OG0006471	HUMAN18729	STRPU_22946
OG0006472	HUMAN26665	STRPU_06355
OG0006474	HUMAN19727	STRPU_14515
OG0006475	HUMAN26136	STRPU_02451, STRPU_13611
OG0006476	HUMAN07555, HUMAN07556	STRPU_05356
OG0006477	HUMAN05076	STRPU_04195, STRPU_04232
OG0006478	HUMAN14445	STRPU_26958
OG0006479	HUMAN00009	STRPU_10820
OG0006480	HUMAN03645	STRPU_16289
OG0006481	HUMAN05570, HUMAN20279	STRPU_03450
OG0006482	HUMAN08453	STRPU_20632
OG0006483	HUMAN08362	STRPU_21478, STRPU_21479
OG0006485	HUMAN04789	STRPU_21413
OG0006486	HUMAN21434, HUMAN21433, HUMAN06954	STRPU_23799
OG0006487	HUMAN20882	STRPU_23585
OG0006488	HUMAN15844	STRPU_21848
OG0006490	HUMAN07030	STRPU_22719, STRPU_00703
OG0006491	HUMAN13791, HUMAN13790	STRPU_07329
OG0006492	HUMAN11565	STRPU_26169
OG0006493	HUMAN05189, HUMAN05188, HUMAN05190	STRPU_06811
OG0006494	HUMAN21838, HUMAN21837	STRPU_06616
OG0006495	HUMAN11902, HUMAN11903	STRPU_11323
OG0006496	HUMAN02167	STRPU_19486
OG0006497	HUMAN07721, HUMAN07722, HUMAN07720	STRPU_00496, STRPU_15927
OG0006498	HUMAN29984	STRPU_05287
OG0006499	HUMAN02242, HUMAN02243, HUMAN02244	STRPU_19493
OG0006500	HUMAN08688, HUMAN08687, HUMAN08690, HUMAN08689	STRPU_21059
OG0006501	HUMAN15460	STRPU_20764
OG0006502	HUMAN12374, HUMAN12375	STRPU_08339
OG0006503	HUMAN27658	STRPU_06604
OG0006505	HUMAN02985, HUMAN02984	STRPU_13908
OG0006506	HUMAN21266	STRPU_11643, STRPU_01307
OG0006507	HUMAN17635, HUMAN17633, HUMAN17634	STRPU_22570
OG0006508	HUMAN22149	STRPU_09544
OG0006509	HUMAN22918, HUMAN22917	STRPU_10367
OG0006510	HUMAN19222	STRPU_25970, STRPU_00228
OG0006511	HUMAN18611, HUMAN09163	STRPU_00229, STRPU_25971
OG0006512	HUMAN20059	STRPU_21460
OG0006513	HUMAN10996, HUMAN10995	STRPU_26297, STRPU_26271
OG0006514	HUMAN22995	STRPU_05328
OG0006515	HUMAN08961	STRPU_21616
OG0006516	HUMAN09318	STRPU_21000
OG0006517	HUMAN13704	STRPU_22079
OG0006518	HUMAN25430, HUMAN25432, HUMAN25431	STRPU_17445
OG0006519	HUMAN02479	STRPU_20703
OG0006520	HUMAN07570	STRPU_04978
OG0006522	HUMAN12255, HUMAN12266	STRPU_00417, STRPU_14209
OG0006523	HUMAN15810, HUMAN15811	STRPU_21580
OG0006524	HUMAN26841	STRPU_23918
OG0006525	HUMAN28845	STRPU_23588
OG0006527	HUMAN13585	STRPU_08594, STRPU_00311
OG0006528	HUMAN18246	STRPU_25024
OG0006530	HUMAN01857	STRPU_26422
OG0006531	HUMAN05816, HUMAN05815	STRPU_01675, STRPU_02691
OG0006532	HUMAN14164	STRPU_18757
OG0006534	HUMAN03546, HUMAN03547	STRPU_10089, STRPU_10152
OG0006535	HUMAN06136	STRPU_12315
OG0006536	HUMAN14779	STRPU_09828
OG0006537	HUMAN22896	STRPU_05666
OG0006538	HUMAN17787	STRPU_25056
OG0006540	HUMAN30223	STRPU_05939
OG0006541	HUMAN23369	STRPU_10007
OG0006542	HUMAN07571	STRPU_04977
OG0006543	HUMAN25209	STRPU_24071
OG0006544	HUMAN18899	STRPU_25609
OG0006545	HUMAN29010, HUMAN29009	STRPU_01501, STRPU_13748
OG0006546	HUMAN08888	STRPU_21327
OG0006547	HUMAN06438	STRPU_16023
OG0006549	HUMAN06269	STRPU_22378
OG0006550	HUMAN02858	STRPU_23342
OG0006551	HUMAN01474	STRPU_19779, STRPU_00791
OG0006552	HUMAN23496	STRPU_26952
OG0006553	HUMAN25917	STRPU_08086
OG0006554	HUMAN07135	STRPU_14643
OG0006555	HUMAN18243, HUMAN18244	STRPU_22013
OG0006556	HUMAN25766	STRPU_17934
OG0006557	HUMAN19957	STRPU_15383
OG0006559	HUMAN14395, HUMAN28495	STRPU_19326
OG0006560	HUMAN08721	STRPU_20993
OG0006561	HUMAN08528, HUMAN08523	STRPU_20587
OG0006562	HUMAN30594	STRPU_06844
OG0006563	HUMAN03286	STRPU_20622
OG0006564	HUMAN26384, HUMAN26375	STRPU_14809
OG0006565	HUMAN26889, HUMAN21101	STRPU_22690
OG0006566	HUMAN12988	STRPU_09269
OG0006568	HUMAN25683	STRPU_08066
OG0006569	HUMAN17062	STRPU_21109
OG0006570	HUMAN24735	STRPU_20410
OG0006571	HUMAN23449	STRPU_26805
OG0006572	HUMAN00888, HUMAN00887, HUMAN00889	STRPU_18818
OG0006573	HUMAN12290, HUMAN12289	STRPU_14878
OG0006574	HUMAN14370	STRPU_26558
OG0006575	HUMAN29420	STRPU_26181
OG0006575	HUMAN29419	STRPU_26182
OG0006576	HUMAN23000	STRPU_22950
OG0006577	HUMAN05518, HUMAN05517	STRPU_19110
OG0006578	HUMAN22134	STRPU_09315
OG0006579	HUMAN28507	STRPU_19335
OG0006580	HUMAN12502	STRPU_24020
OG0006581	HUMAN09574	STRPU_01609, STRPU_13590, STRPU_01610
OG0006583	HUMAN25717	STRPU_17816, STRPU_17825
OG0006584	HUMAN20560	STRPU_13851
OG0006585	HUMAN17034	STRPU_21817
OG0006586	HUMAN11398	STRPU_16079
OG0006587	HUMAN15554, HUMAN15555, HUMAN15553	STRPU_21289
OG0006588	HUMAN29928	STRPU_23525
OG0006589	HUMAN17150	STRPU_23251
OG0006590	HUMAN05823	STRPU_15244, STRPU_15188, STRPU_15243
OG0006592	HUMAN01445	STRPU_24085
OG0006593	HUMAN20736	STRPU_23492
OG0006594	HUMAN10868, HUMAN10810	STRPU_14656
OG0006595	HUMAN03332	STRPU_04349
OG0006596	HUMAN19063, HUMAN19062	STRPU_26147
OG0006597	HUMAN30289	STRPU_05370
OG0006598	HUMAN28610	STRPU_27035
OG0006599	HUMAN17165, HUMAN22523	STRPU_04862
OG0006600	HUMAN13359, HUMAN13358	STRPU_25880
OG0006601	HUMAN18405, HUMAN18407, HUMAN18409, HUMAN18406	STRPU_13192
OG0006602	HUMAN14818	STRPU_16001, STRPU_15987
OG0006603	HUMAN11393	STRPU_25457
OG0006604	HUMAN11730, HUMAN11731	STRPU_15381
OG0006605	HUMAN28716, HUMAN28714, HUMAN28715	STRPU_01316
OG0006606	HUMAN11489	STRPU_11628, STRPU_17508
OG0006607	HUMAN00747, HUMAN00746	STRPU_00854, STRPU_14066
OG0006608	HUMAN21771, HUMAN21770	STRPU_06790
OG0006609	HUMAN27322	STRPU_02383, STRPU_13693
OG0006610	HUMAN10217	STRPU_08550
OG0006611	HUMAN06625	STRPU_13531
OG0006612	HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427	STRPU_16771, STRPU_01741
OG0006613	HUMAN09458, HUMAN09457, HUMAN09459	STRPU_00899, STRPU_23025
OG0006614	HUMAN06112, HUMAN06113	STRPU_17418
OG0006615	HUMAN13872	STRPU_13873, STRPU_13881, STRPU_13874
OG0006618	HUMAN14073	STRPU_09575, STRPU_09582
OG0006619	HUMAN24501	STRPU_07564, STRPU_07569, STRPU_00595
OG0006620	HUMAN00655, HUMAN27431	STRPU_25068
OG0006621	HUMAN26752	STRPU_15128, STRPU_02508
OG0006622	HUMAN28527, HUMAN29955	STRPU_06660
OG0006623	HUMAN04366	STRPU_13116, STRPU_13085
OG0006624	HUMAN20606	STRPU_13857
OG0006625	HUMAN18256	STRPU_00444, STRPU_02374
OG0006626	HUMAN20006, HUMAN21273	STRPU_15047
OG0006627	HUMAN13668, HUMAN13665, HUMAN13667	STRPU_17425
OG0006628	HUMAN09710	STRPU_10460
OG0006630	HUMAN09502	STRPU_23183
OG0006631	HUMAN17541	STRPU_25117
OG0006633	HUMAN24475	STRPU_07751
OG0006635	HUMAN27593, HUMAN20098	STRPU_09579, STRPU_09573
OG0006636	HUMAN16299	STRPU_02074, STRPU_09103
OG0006637	HUMAN13012	STRPU_09068, STRPU_02044
OG0006638	HUMAN28340	STRPU_25844
OG0006638	HUMAN28339	STRPU_25845
OG0006640	HUMAN22776	STRPU_15081
OG0006641	HUMAN08764, HUMAN08760	STRPU_20953
OG0006642	HUMAN03282	STRPU_08420
OG0006645	HUMAN28961, HUMAN28960	STRPU_14446, STRPU_14429
OG0006646	HUMAN10004	STRPU_26576
OG0006648	HUMAN25312	STRPU_17476, STRPU_17460
OG0006649	HUMAN08947	STRPU_21293
OG0006650	HUMAN11219	STRPU_05409
OG0006651	HUMAN19384	STRPU_17251
OG0006653	HUMAN13701	STRPU_25531
OG0006654	HUMAN25444	STRPU_17381
OG0006655	HUMAN23490	STRPU_26342
OG0006656	HUMAN05804	STRPU_12656
OG0006657	HUMAN07133	STRPU_15484
OG0006658	HUMAN08547	STRPU_07917, STRPU_07946
OG0006660	HUMAN20944, HUMAN20943	STRPU_22389
OG0006661	HUMAN30226, HUMAN05192	STRPU_06601
OG0006662	HUMAN05526	STRPU_03424
OG0006663	HUMAN18303	STRPU_14390
OG0006664	HUMAN23221	STRPU_20210
OG0006666	HUMAN28875	STRPU_22001
OG0006667	HUMAN09839	STRPU_23845
OG0006668	HUMAN17409	STRPU_05689
OG0006669	HUMAN23253	STRPU_18180
OG0006670	HUMAN02070, HUMAN02071	STRPU_19873, STRPU_19899
OG0006672	HUMAN00506	STRPU_21262
OG0006673	HUMAN18662, HUMAN18663	STRPU_10186
OG0006675	HUMAN27406, HUMAN27405	STRPU_09507
OG0006676	HUMAN26868	STRPU_23124, STRPU_23127
OG0006677	HUMAN16360, HUMAN16361	STRPU_06954, STRPU_08321
OG0006678	HUMAN13325, HUMAN13324	STRPU_08345
OG0006679	HUMAN03663	STRPU_09874
OG0006680	HUMAN18867	STRPU_15636
OG0006681	HUMAN27423, HUMAN27424	STRPU_16624
OG0006683	HUMAN00125	STRPU_10523
OG0006684	HUMAN26898, HUMAN26899, HUMAN26900	STRPU_23507
OG0006685	HUMAN16707, HUMAN13839, HUMAN13838	STRPU_07043, STRPU_08069
OG0006686	HUMAN29261	STRPU_20136
OG0006688	HUMAN07994	STRPU_25259
OG0006689	HUMAN09931	STRPU_26811
OG0006690	HUMAN01353	STRPU_23730
OG0006692	HUMAN12863, HUMAN12864	STRPU_24141
OG0006693	HUMAN22772, HUMAN22771, HUMAN22773	STRPU_04135
OG0006694	HUMAN25673	STRPU_17221
OG0006695	HUMAN05347, HUMAN05346	STRPU_20663
OG0006696	HUMAN17071, HUMAN08548	STRPU_22669
OG0006697	HUMAN03758	STRPU_10226
OG0006698	HUMAN28004	STRPU_25630
OG0006699	HUMAN07333	STRPU_15457
OG0006700	HUMAN18335	STRPU_09508
OG0006702	HUMAN00468	STRPU_08072
OG0006703	HUMAN27810	STRPU_07739
OG0006704	HUMAN01256	STRPU_14516
OG0006705	HUMAN21830, HUMAN21831	STRPU_10965
OG0006706	HUMAN01180	STRPU_19558
OG0006707	HUMAN20459, HUMAN20457, HUMAN20458	STRPU_00777, STRPU_19793
OG0006708	HUMAN28636, HUMAN28634, HUMAN28635	STRPU_26392
OG0006709	HUMAN17846	STRPU_13686, STRPU_02389
OG0006710	HUMAN28677	STRPU_26369
OG0006711	HUMAN21244	STRPU_17666, STRPU_02255
OG0006712	HUMAN19027	STRPU_25296
OG0006713	HUMAN08608	STRPU_21001
OG0006714	HUMAN24242, HUMAN24241	STRPU_09756, STRPU_09712
OG0006715	HUMAN28884, HUMAN28887, HUMAN29933	STRPU_22299
OG0006716	HUMAN28602, HUMAN28603, HUMAN28601	STRPU_12323, STRPU_10718
OG0006717	HUMAN04735	STRPU_21004
OG0006718	HUMAN03526	STRPU_09616
OG0006719	HUMAN12021	STRPU_08647
OG0006720	HUMAN29778	STRPU_16064
OG0006721	HUMAN15069, HUMAN15065	STRPU_26848
OG0006722	HUMAN10116	STRPU_18749
OG0006723	HUMAN01452	STRPU_25900
OG0006724	HUMAN00251, HUMAN00252	STRPU_10675, STRPU_00564
OG0006725	HUMAN20956	STRPU_23338
OG0006726	HUMAN25679	STRPU_07687, STRPU_07700
OG0006727	HUMAN25384	STRPU_17833
OG0006728	HUMAN13864, HUMAN13865	STRPU_02468, STRPU_13597
OG0006729	HUMAN23307	STRPU_18897
OG0006730	HUMAN01413	STRPU_11531
OG0006731	HUMAN15325	STRPU_23901
OG0006732	HUMAN17586	STRPU_22092
OG0006733	HUMAN04919	STRPU_21005
OG0006734	HUMAN25074	STRPU_15759, STRPU_20707
OG0006735	HUMAN06599	STRPU_22010
OG0006736	HUMAN20713	STRPU_26075
OG0006737	HUMAN10669	STRPU_26074
OG0006738	HUMAN17555, HUMAN17554	STRPU_13647
OG0006739	HUMAN28943	STRPU_09891
OG0006740	HUMAN08565, HUMAN08564, HUMAN08563	STRPU_20437
OG0006741	HUMAN20918	STRPU_22289
OG0006742	HUMAN30051, HUMAN22412	STRPU_05005
OG0006743	HUMAN29392, HUMAN29393, HUMAN09528	STRPU_22847
OG0006744	HUMAN18493, HUMAN02331	STRPU_19434, STRPU_19428
OG0006745	HUMAN21637	STRPU_11060
OG0006748	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505	STRPU_00148, STRPU_02912, STRPU_02911
OG0006749	HUMAN10255, HUMAN10254	STRPU_05015, STRPU_05016
OG0006750	HUMAN16679	STRPU_24309
OG0006751	HUMAN04997, HUMAN04996	STRPU_15153, STRPU_02535
OG0006752	HUMAN05470	STRPU_03141
OG0006753	HUMAN08651	STRPU_21351
OG0006754	HUMAN28391	STRPU_25256
OG0006755	HUMAN17392	STRPU_05751
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	STRPU_21092
OG0006758	HUMAN20524	STRPU_16693, STRPU_16666
OG0006759	HUMAN06777	STRPU_23476, STRPU_08369
OG0006760	HUMAN23407	STRPU_19230
OG0006761	HUMAN22866, HUMAN22865	STRPU_05907, STRPU_05908
OG0006762	HUMAN16948	STRPU_21058
OG0006764	HUMAN24101, HUMAN24102	STRPU_05646
OG0006765	HUMAN11017	STRPU_26318
OG0006766	HUMAN30336	STRPU_06955, STRPU_06937
OG0006768	HUMAN15305	STRPU_02902
OG0006769	HUMAN03966	STRPU_12966
OG0006770	HUMAN09788	STRPU_27293
OG0006772	HUMAN17212	STRPU_09775, STRPU_09732
OG0006774	HUMAN22081, HUMAN22082, HUMAN22083	STRPU_25262
OG0006775	HUMAN25975	STRPU_08762, STRPU_01401
OG0006776	HUMAN12695, HUMAN12694	STRPU_02465, STRPU_13600
OG0006777	HUMAN15487	STRPU_21177
OG0006780	HUMAN08729	STRPU_20877, STRPU_20840
OG0006791	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226, HUMAN24239, HUMAN24238	STRPU_09881
OG0006824	HUMAN21478	STRPU_22414
OG0006826	HUMAN23918	STRPU_05449
OG0006827	HUMAN01037	STRPU_19224
OG0006828	HUMAN23672	STRPU_27026
OG0006829	HUMAN17262	STRPU_09872
OG0006830	HUMAN12476	STRPU_15278
OG0006831	HUMAN03695, HUMAN03694	STRPU_09873
OG0006832	HUMAN08383	STRPU_20777
OG0006833	HUMAN11220	STRPU_26024
OG0006837	HUMAN05482	STRPU_02920
OG0006838	HUMAN10291	STRPU_08275
OG0006842	HUMAN14862	STRPU_18785
OG0006843	HUMAN28655	STRPU_26234
OG0006844	HUMAN09468	STRPU_26827, STRPU_26824
OG0006845	HUMAN04886	STRPU_21842
OG0006846	HUMAN08740, HUMAN08738	STRPU_21562
OG0006847	HUMAN19861, HUMAN19860, HUMAN19862	STRPU_22196
OG0006848	HUMAN03233, HUMAN23824	STRPU_04780
OG0006849	HUMAN16918	STRPU_20584
OG0006850	HUMAN22747	STRPU_17760
OG0006851	HUMAN03180	STRPU_09338
OG0006852	HUMAN26914	STRPU_24270
OG0006853	HUMAN06735	STRPU_22284
OG0006856	HUMAN10703, HUMAN10702, HUMAN10701	STRPU_06068
OG0006857	HUMAN29744	STRPU_06069
OG0006860	HUMAN11386	STRPU_25395
OG0006861	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238	STRPU_25033
