Orthogroup	HUMAN	BRALA
OG0007006	HUMAN21322	BRALA02592
OG0007007	HUMAN05696, HUMAN05695	BRALA31860
OG0007009	HUMAN28810	BRALA30026
OG0007010	HUMAN22418	BRALA31317
OG0007011	HUMAN05430	BRALA15920
OG0007012	HUMAN22710	BRALA25249
OG0007013	HUMAN12055	BRALA13128
OG0007014	HUMAN03563, HUMAN03564	BRALA11522
OG0007015	HUMAN19068	BRALA34981
OG0007016	HUMAN11135	BRALA22412
OG0007017	HUMAN26658	BRALA06141
OG0007018	HUMAN24153	BRALA27379
OG0007019	HUMAN13523	BRALA06320
OG0007020	HUMAN17277, HUMAN17276	BRALA29840
OG0007021	HUMAN07675, HUMAN07676	BRALA06075
OG0007022	HUMAN17994	BRALA18137
OG0007023	HUMAN21002	BRALA17210
OG0007024	HUMAN26989	BRALA17168
OG0007025	HUMAN13355, HUMAN13354	BRALA11867
OG0007026	HUMAN04469	BRALA23387
OG0007027	HUMAN20548, HUMAN20547	BRALA34106
OG0007028	HUMAN02161	BRALA14732
OG0007029	HUMAN02371	BRALA02101
OG0007032	HUMAN19463	BRALA16865
OG0007033	HUMAN18746	BRALA15267
OG0007034	HUMAN06574, HUMAN06572, HUMAN06573	BRALA09189
OG0007035	HUMAN05630	BRALA23080
OG0007036	HUMAN24835	BRALA18395
OG0007037	HUMAN17832, HUMAN17833	BRALA14465
OG0007038	HUMAN01446	BRALA17300
OG0007040	HUMAN30265	BRALA10094
OG0007041	HUMAN10016	BRALA17597
OG0007042	HUMAN26067	BRALA06916
OG0007043	HUMAN03790	BRALA29990
OG0007044	HUMAN05262, HUMAN22902	BRALA08279
OG0007045	HUMAN00605	BRALA29234
OG0007046	HUMAN25422, HUMAN25421	BRALA28196
OG0007047	HUMAN24736	BRALA10122
OG0007048	HUMAN26612	BRALA18662
OG0007049	HUMAN11321, HUMAN11320	BRALA19591
OG0007050	HUMAN22442	BRALA21668, BRALA21669
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	BRALA19607
OG0007055	HUMAN19997	BRALA27573
OG0007056	HUMAN11685, HUMAN11684	BRALA28152
OG0007057	HUMAN03899	BRALA29582
OG0007058	HUMAN05676	BRALA23895
OG0007059	HUMAN03647	BRALA27465
OG0007060	HUMAN28197	BRALA15146
OG0007061	HUMAN03639	BRALA21466
OG0007062	HUMAN21701	BRALA05692
OG0007063	HUMAN15926	BRALA16766
OG0007064	HUMAN22838	BRALA08073
OG0007065	HUMAN04174	BRALA16383
OG0007066	HUMAN05386	BRALA06127
OG0007068	HUMAN22802, HUMAN22803	BRALA03721
OG0007069	HUMAN08305	BRALA31451, BRALA33696
OG0007070	HUMAN18532, HUMAN18533	BRALA05975
OG0007071	HUMAN01176	BRALA34937, BRALA13812
OG0007072	HUMAN15242	BRALA16137
OG0007073	HUMAN18294	BRALA15855
OG0007074	HUMAN21855	BRALA01990
OG0007075	HUMAN27538	BRALA06827
OG0007076	HUMAN06733	BRALA20649
OG0007077	HUMAN22402	BRALA11892
OG0007079	HUMAN16618	BRALA12975
OG0007080	HUMAN16649, HUMAN16648	BRALA09798
OG0007081	HUMAN12784, HUMAN12785	BRALA22949
OG0007082	HUMAN06040	BRALA23650
OG0007083	HUMAN24737	BRALA10123
OG0007085	HUMAN11176	BRALA17038
OG0007086	HUMAN06730	BRALA15363
OG0007087	HUMAN25159	BRALA01446
OG0007088	HUMAN28245, HUMAN28246	BRALA21736, BRALA20662
OG0007089	HUMAN05187	BRALA04691
OG0007090	HUMAN01309	BRALA00803
OG0007091	HUMAN00782	BRALA23753
OG0007092	HUMAN08546	BRALA10801, BRALA10923
OG0007093	HUMAN11063	BRALA16275
OG0007094	HUMAN08444	BRALA21518, BRALA25900
OG0007095	HUMAN16273	BRALA25279
OG0007096	HUMAN24538	BRALA32115
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	BRALA04240
OG0007098	HUMAN11106	BRALA19999
OG0007099	HUMAN02624	BRALA17437
OG0007100	HUMAN25051	BRALA17146
OG0007102	HUMAN17403	BRALA28967
OG0007103	HUMAN03151, HUMAN03152	BRALA06722
OG0007104	HUMAN07585, HUMAN30241	BRALA29967
OG0007105	HUMAN17174	BRALA14961
OG0007106	HUMAN21445	BRALA18050
OG0007107	HUMAN24797	BRALA11156
OG0007108	HUMAN26396	BRALA34762, BRALA34954, BRALA34329
OG0007109	HUMAN20295	BRALA02036
OG0007111	HUMAN14065, HUMAN14067	BRALA25617
OG0007112	HUMAN09877	BRALA08342
OG0007113	HUMAN20963	BRALA22691
OG0007114	HUMAN20779	BRALA31771, BRALA16434
OG0007115	HUMAN28189, HUMAN28190	BRALA20572
OG0007116	HUMAN06067	BRALA18648
OG0007117	HUMAN06756	BRALA19759
OG0007118	HUMAN25504	BRALA23004
OG0007119	HUMAN01099	BRALA00190, BRALA00189
OG0007120	HUMAN23269, HUMAN23270	BRALA01237
OG0007121	HUMAN25079	BRALA13421
OG0007122	HUMAN00210, HUMAN00211	BRALA15769
OG0007123	HUMAN03448	BRALA27474
OG0007124	HUMAN17402, HUMAN17399	BRALA13189, BRALA13193
OG0007125	HUMAN21228	BRALA29057, BRALA29058
OG0007126	HUMAN02640, HUMAN04895	BRALA17434, BRALA17435
OG0007127	HUMAN26224	BRALA00288
OG0007128	HUMAN13992, HUMAN13994	BRALA04403
OG0007129	HUMAN24170, HUMAN24169, HUMAN03476	BRALA27464
OG0007130	HUMAN06959	BRALA15297
OG0007131	HUMAN23398	BRALA20793
OG0007132	HUMAN28401, HUMAN28402	BRALA01544
OG0007133	HUMAN23555	BRALA09605
OG0007134	HUMAN03574	BRALA13846
OG0007135	HUMAN09538	BRALA07941
OG0007136	HUMAN09655	BRALA01589
OG0007137	HUMAN15907	BRALA16723
OG0007138	HUMAN02269	BRALA10025
OG0007139	HUMAN24643	BRALA14595
OG0007140	HUMAN14631	BRALA00922
OG0007142	HUMAN07698, HUMAN17519	BRALA22930
OG0007143	HUMAN16614	BRALA18546
OG0007144	HUMAN02639	BRALA14968
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	BRALA14239
OG0007147	HUMAN21018	BRALA14352
OG0007148	HUMAN01389, HUMAN30564, HUMAN30565, HUMAN30566	BRALA20040
OG0007149	HUMAN19282	BRALA08536
OG0007150	HUMAN11018	BRALA28102, BRALA03555
OG0007151	HUMAN05431	BRALA18700
OG0007152	HUMAN01901	BRALA26948
OG0007153	HUMAN16995, HUMAN16996	BRALA22622
OG0007154	HUMAN08481	BRALA30790
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	BRALA16495
OG0007159	HUMAN02195	BRALA02977
OG0007160	HUMAN10993	BRALA26571
OG0007161	HUMAN27982, HUMAN11267	BRALA34728, BRALA17627
OG0007163	HUMAN01780	BRALA17109
OG0007164	HUMAN21192	BRALA24802
OG0007165	HUMAN05595	BRALA25940
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	BRALA26413
OG0007168	HUMAN19655, HUMAN19656	BRALA07437
OG0007171	HUMAN02655, HUMAN02654	BRALA22109
OG0007173	HUMAN05355, HUMAN05354	BRALA35315
OG0007174	HUMAN18950, HUMAN18952, HUMAN18953, HUMAN18951	BRALA34219
OG0007175	HUMAN04157	BRALA09886
OG0007176	HUMAN15324, HUMAN15323	BRALA32780
OG0007177	HUMAN09300, HUMAN09299	BRALA22645
OG0007178	HUMAN02113	BRALA02696
OG0007179	HUMAN21518	BRALA00366
OG0007180	HUMAN15073	BRALA13499
OG0007181	HUMAN30517	BRALA28125
OG0007182	HUMAN11844	BRALA14277
OG0007183	HUMAN25330	BRALA00051
OG0007184	HUMAN28058, HUMAN28057, HUMAN28055	BRALA16251, BRALA12218
OG0007185	HUMAN13405, HUMAN13406	BRALA34535, BRALA34427, BRALA34517
OG0007186	HUMAN12868	BRALA22761
OG0007187	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523	BRALA00112
OG0007188	HUMAN17704	BRALA17130
OG0007189	HUMAN20179, HUMAN20178	BRALA23034
OG0007190	HUMAN26235	BRALA03952
OG0007191	HUMAN23393, HUMAN23394	BRALA05241
OG0007192	HUMAN17983	BRALA14056
OG0007195	HUMAN19946, HUMAN10352	BRALA16325, BRALA16326
OG0007198	HUMAN24981	BRALA18279
OG0007199	HUMAN28097	BRALA13738
OG0007200	HUMAN03586, HUMAN03587	BRALA16225
OG0007201	HUMAN24731, HUMAN24730	BRALA13129
OG0007204	HUMAN01107, HUMAN14619	BRALA00866
OG0007205	HUMAN02181, HUMAN29181	BRALA03054
OG0007209	HUMAN24910	BRALA02539
OG0007248	HUMAN13700	BRALA16141
OG0007250	HUMAN07633	BRALA13592
OG0007251	HUMAN14332	BRALA15601
OG0007252	HUMAN22688, HUMAN22689	BRALA03894
OG0007254	HUMAN02644	BRALA15786
OG0007255	HUMAN26073, HUMAN26075, HUMAN26074	BRALA14805
OG0007256	HUMAN27031	BRALA01128
OG0007258	HUMAN14003	BRALA01613
OG0007260	HUMAN04843, HUMAN04844	BRALA20373, BRALA35407
OG0007261	HUMAN28587	BRALA01249
OG0007264	HUMAN11107	BRALA12516
OG0007266	HUMAN20046	BRALA09231
OG0007267	HUMAN00847, HUMAN00846	BRALA05179
OG0007268	HUMAN21302	BRALA12188
OG0007269	HUMAN16581, HUMAN16580, HUMAN16579	BRALA27876
OG0007270	HUMAN07724	BRALA26812
OG0007271	HUMAN13263	BRALA06361
OG0007272	HUMAN00327	BRALA05677
OG0007273	HUMAN16012	BRALA08923
OG0007274	HUMAN05717	BRALA24356
OG0007275	HUMAN24919, HUMAN06744	BRALA09361
OG0007276	HUMAN28796	BRALA15590
OG0007277	HUMAN25865	BRALA22637
OG0007279	HUMAN11856	BRALA33921
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	BRALA09494, BRALA26108
OG0007281	HUMAN25958	BRALA06305, BRALA06306
OG0007282	HUMAN07231	BRALA19380
OG0007283	HUMAN12155	BRALA33333, BRALA33331, BRALA19278
OG0007284	HUMAN00555, HUMAN29707, HUMAN29706	BRALA33311, BRALA16651
OG0007285	HUMAN25396, HUMAN25395	BRALA28210
OG0007286	HUMAN10108	BRALA33636, BRALA21723, BRALA21724, BRALA21725
OG0007288	HUMAN22785	BRALA06735
OG0007289	HUMAN11499	BRALA05887
OG0007290	HUMAN15228	BRALA03132
OG0007291	HUMAN18973	BRALA21233
OG0007292	HUMAN15636	BRALA02935
OG0007293	HUMAN28207	BRALA17074
OG0007294	HUMAN20782, HUMAN20781	BRALA10694
OG0007295	HUMAN22795	BRALA03986
OG0007297	HUMAN29826, HUMAN29827	BRALA13069
OG0007299	HUMAN27718, HUMAN27719	BRALA28383
OG0007300	HUMAN26544	BRALA14038
OG0007301	HUMAN23169, HUMAN23170	BRALA27287
OG0007302	HUMAN09166	BRALA08130
OG0007303	HUMAN18735	BRALA32134
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	BRALA14327
OG0007305	HUMAN02006	BRALA05988
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	BRALA29356
OG0007307	HUMAN17065, HUMAN17066	BRALA35494
OG0007308	HUMAN20559	BRALA04705
OG0007309	HUMAN17011	BRALA20888
OG0007310	HUMAN05294	BRALA21054
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	BRALA10433
OG0007314	HUMAN02534	BRALA24702
OG0007316	HUMAN23083	BRALA07238
OG0007317	HUMAN17014	BRALA16631
OG0007319	HUMAN19188	BRALA18245
OG0007320	HUMAN09645	BRALA13547
OG0007321	HUMAN04956, HUMAN04955	BRALA13420
OG0007322	HUMAN29064	BRALA16163
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	BRALA14738
OG0007325	HUMAN11525	BRALA03154
OG0007326	HUMAN09593	BRALA06343
OG0007327	HUMAN11975, HUMAN11976	BRALA12100
OG0007328	HUMAN03776	BRALA25600
OG0007329	HUMAN24733	BRALA02913
OG0007330	HUMAN05264	BRALA18712
OG0007331	HUMAN26953, HUMAN26952	BRALA30460
OG0007333	HUMAN29576	BRALA14246
OG0007334	HUMAN01738, HUMAN01739	BRALA04311
OG0007335	HUMAN08862	BRALA25943
OG0007336	HUMAN00761	BRALA30607
OG0007337	HUMAN25483	BRALA18705
OG0007338	HUMAN06830, HUMAN06827, HUMAN06828	BRALA02099
OG0007339	HUMAN26218, HUMAN26219	BRALA23677
OG0007340	HUMAN24905	BRALA02660
OG0007341	HUMAN25872	BRALA10192
OG0007343	HUMAN14176, HUMAN14177	BRALA17838
OG0007344	HUMAN25001	BRALA24424
OG0007345	HUMAN22717	BRALA25248
OG0007347	HUMAN20415	BRALA07020
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	BRALA14778
OG0007351	HUMAN26020, HUMAN26021	BRALA00217
OG0007352	HUMAN04641	BRALA35566
OG0007353	HUMAN11061, HUMAN11060	BRALA19998
OG0007354	HUMAN23192	BRALA00412
OG0007355	HUMAN28384	BRALA02332
OG0007356	HUMAN24980	BRALA25647
OG0007357	HUMAN11281	BRALA17388
OG0007358	HUMAN23692	BRALA08494
OG0007359	HUMAN24471	BRALA12442
OG0007360	HUMAN02160	BRALA10063
OG0007361	HUMAN01585, HUMAN01584	BRALA13539
OG0007363	HUMAN07700	BRALA08293
OG0007364	HUMAN20228	BRALA08059
OG0007365	HUMAN01007	BRALA05325
OG0007366	HUMAN15080, HUMAN15079	BRALA31025
OG0007367	HUMAN00909	BRALA00971
OG0007368	HUMAN04400	BRALA07746
OG0007369	HUMAN18171	BRALA09020
OG0007370	HUMAN12243, HUMAN12242	BRALA14953
OG0007371	HUMAN03496	BRALA11443
OG0007372	HUMAN15886	BRALA20327
OG0007373	HUMAN25169	BRALA16176
OG0007374	HUMAN17107	BRALA18990
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	BRALA21288
OG0007377	HUMAN02116, HUMAN02117	BRALA03029
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	BRALA13639
OG0007379	HUMAN08973, HUMAN08972	BRALA24434
OG0007380	HUMAN13807	BRALA28437
OG0007381	HUMAN13546	BRALA13126
OG0007382	HUMAN19380	BRALA16494
OG0007384	HUMAN16675	BRALA03269
OG0007385	HUMAN04317	BRALA25387
OG0007386	HUMAN16767	BRALA15131
OG0007387	HUMAN29057	BRALA24094
OG0007388	HUMAN22118	BRALA05214
OG0007389	HUMAN29100, HUMAN29099	BRALA20644
OG0007390	HUMAN25915	BRALA11138
OG0007391	HUMAN05345	BRALA28883
OG0007392	HUMAN28583	BRALA00840
OG0007393	HUMAN08660	BRALA13386
OG0007394	HUMAN15894, HUMAN15893	BRALA12036
OG0007395	HUMAN13460	BRALA06410
OG0007396	HUMAN11000	BRALA03114
OG0007397	HUMAN00870	BRALA01278
OG0007399	HUMAN16123	BRALA14407
OG0007400	HUMAN22018	BRALA06164
OG0007401	HUMAN05484	BRALA12586
OG0007401	HUMAN30125	BRALA22765
OG0007402	HUMAN10240, HUMAN10238	BRALA19511
OG0007403	HUMAN17253	BRALA16422
OG0007405	HUMAN20387	BRALA33876
OG0007406	HUMAN19713	BRALA15019
OG0007407	HUMAN03483	BRALA06603
OG0007408	HUMAN28141, HUMAN28142	BRALA16019
OG0007409	HUMAN25552	BRALA16018
OG0007410	HUMAN20271, HUMAN12126	BRALA25283
OG0007411	HUMAN23663	BRALA07828
OG0007412	HUMAN17545	BRALA24506
OG0007413	HUMAN20818	BRALA14117
OG0007414	HUMAN01057	BRALA00794
OG0007415	HUMAN12759	BRALA11329
OG0007416	HUMAN22361	BRALA22926
OG0007417	HUMAN07346	BRALA28685
OG0007418	HUMAN13111	BRALA07233
OG0007419	HUMAN12142	BRALA32702
OG0007422	HUMAN08465	BRALA31055
OG0007423	HUMAN10490	BRALA06360
OG0007424	HUMAN10237	BRALA19512
OG0007425	HUMAN06193	BRALA18724
OG0007427	HUMAN03785	BRALA13862
OG0007428	HUMAN20678	BRALA14474
OG0007429	HUMAN06934	BRALA17344
OG0007430	HUMAN21194	BRALA18805
OG0007431	HUMAN26226	BRALA00289
OG0007432	HUMAN05574	BRALA05560
OG0007433	HUMAN04271	BRALA02285
OG0007434	HUMAN10246	BRALA19496
OG0007435	HUMAN20583	BRALA07083
OG0007436	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665	BRALA04652
OG0007437	HUMAN17137	BRALA11467
OG0007438	HUMAN02955	BRALA35881, BRALA35657, BRALA35687, BRALA29625
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419	BRALA15364
OG0007441	HUMAN13782	BRALA25793
OG0007442	HUMAN00969	BRALA00948
OG0007443	HUMAN07149	BRALA28425
OG0007444	HUMAN09409, HUMAN28835	BRALA08462
OG0007445	HUMAN21386	BRALA34871
OG0007446	HUMAN07376	BRALA24916
OG0007448	HUMAN14222, HUMAN14221	BRALA01881
OG0007449	HUMAN18814	BRALA03186
OG0007450	HUMAN08573, HUMAN08574	BRALA35694, BRALA30877
OG0007451	HUMAN08166	BRALA19075
OG0007452	HUMAN22554	BRALA30585
OG0007453	HUMAN10744	BRALA02538
OG0007454	HUMAN18226	BRALA11674, BRALA11657
OG0007455	HUMAN29667	BRALA23733
OG0007456	HUMAN07199	BRALA10347
OG0007457	HUMAN09838	BRALA01396
OG0007458	HUMAN28978	BRALA00936
OG0007459	HUMAN16778	BRALA25784
OG0007460	HUMAN16831, HUMAN16829	BRALA31050
OG0007461	HUMAN08943	BRALA26165, BRALA26166
OG0007462	HUMAN19637, HUMAN19636	BRALA04774
OG0007463	HUMAN06999	BRALA34987
OG0007464	HUMAN26087	BRALA10754
OG0007465	HUMAN13093	BRALA29322
OG0007466	HUMAN09405	BRALA04313
OG0007467	HUMAN28516	BRALA26104, BRALA09490
OG0007468	HUMAN22128	BRALA29159
OG0007470	HUMAN00938, HUMAN00332, HUMAN00937	BRALA00749
OG0007471	HUMAN07932	BRALA03355
OG0007472	HUMAN23723	BRALA15060
OG0007473	HUMAN18188, HUMAN18186	BRALA14480
OG0007474	HUMAN05615	BRALA13792
OG0007475	HUMAN10446, HUMAN10445	BRALA07629
OG0007476	HUMAN14444	BRALA05145
OG0007477	HUMAN12723	BRALA20995
OG0007478	HUMAN19940	BRALA07242
OG0007479	HUMAN25924, HUMAN25925, HUMAN25923	BRALA23042
OG0007480	HUMAN03711	BRALA27468
OG0007481	HUMAN11840	BRALA28931
OG0007482	HUMAN01581	BRALA05483
OG0007483	HUMAN25804	BRALA14638
OG0007484	HUMAN15505	BRALA34970, BRALA25018
OG0007485	HUMAN08408	BRALA17403
OG0007487	HUMAN00801	BRALA12117
OG0007488	HUMAN24932	BRALA07730
OG0007489	HUMAN08300, HUMAN08303, HUMAN08301	BRALA29818
OG0007490	HUMAN18581, HUMAN18580	BRALA09759
OG0007491	HUMAN10273	BRALA27933
OG0007492	HUMAN25121	BRALA34455
OG0007493	HUMAN22084	BRALA18995, BRALA33487, BRALA33486
OG0007494	HUMAN16086	BRALA27579
OG0007495	HUMAN19626, HUMAN19624	BRALA07064
OG0007496	HUMAN21064	BRALA04764
OG0007497	HUMAN02092, HUMAN02091	BRALA11633
OG0007498	HUMAN28184	BRALA18534
OG0007499	HUMAN04823	BRALA22115
OG0007500	HUMAN21907	BRALA11287
OG0007501	HUMAN06876, HUMAN06874, HUMAN06875	BRALA02351
OG0007503	HUMAN03263, HUMAN03264, HUMAN03265	BRALA05826
OG0007504	HUMAN26616	BRALA06373
OG0007507	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725	BRALA10832
OG0007509	HUMAN12458	BRALA01191
OG0007510	HUMAN00670, HUMAN00669	BRALA26388
OG0007513	HUMAN02838	BRALA26098
OG0007515	HUMAN25910	BRALA19434
OG0007516	HUMAN06240, HUMAN06238, HUMAN06239	BRALA09263
OG0007517	HUMAN04257	BRALA23390
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	BRALA11045
OG0007519	HUMAN15216, HUMAN15215	BRALA16478
OG0007520	HUMAN17640, HUMAN17646, HUMAN20798	BRALA00804
OG0007521	HUMAN03514	BRALA26589, BRALA15415, BRALA15417
OG0007522	HUMAN08876	BRALA23421
OG0007524	HUMAN26701, HUMAN30360	BRALA12115
OG0007525	HUMAN01310	BRALA00802
OG0007527	HUMAN14056	BRALA03350
OG0007528	HUMAN01170	BRALA02975
OG0007529	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629	BRALA16768
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	BRALA17602
OG0007533	HUMAN18647	BRALA21270
OG0007540	HUMAN06550, HUMAN06547, HUMAN17944, HUMAN06549, HUMAN06548, HUMAN17943	BRALA34575
OG0007541	HUMAN02477	BRALA24666, BRALA31281
OG0007543	HUMAN02253, HUMAN29119	BRALA17372, BRALA17373, BRALA03035
OG0007546	HUMAN20275	BRALA06575
OG0007548	HUMAN05244, HUMAN05245, HUMAN05246, HUMAN05243, HUMAN05247, HUMAN05248	BRALA29916
OG0007550	HUMAN14033, HUMAN11371	BRALA12482
OG0007551	HUMAN07662, HUMAN30353, HUMAN30352	BRALA16228
OG0007553	HUMAN06169	BRALA12789, BRALA26526, BRALA26523, BRALA26525, BRALA21226, BRALA21230, BRALA26363, BRALA21223, BRALA30307, BRALA10280
OG0007582	HUMAN23412, HUMAN23413, HUMAN23411	BRALA17102
OG0007583	HUMAN03503	BRALA23625
OG0007584	HUMAN10216, HUMAN10215	BRALA25296
OG0007586	HUMAN28828	BRALA09264
OG0007587	HUMAN28082	BRALA17088
OG0007588	HUMAN05800	BRALA22913
OG0007589	HUMAN23044	BRALA11876
OG0007591	HUMAN12931	BRALA06678
OG0007592	HUMAN19604	BRALA11294
OG0007593	HUMAN00152, HUMAN00151	BRALA12415
OG0007594	HUMAN28778, HUMAN28779, HUMAN28780	BRALA01388
OG0007595	HUMAN26771, HUMAN26772	BRALA03796
OG0007597	HUMAN07406	BRALA14989
OG0007598	HUMAN22979	BRALA33645, BRALA16967
OG0007600	HUMAN21662	BRALA05995
OG0007601	HUMAN12973	BRALA06275
OG0007602	HUMAN00917	BRALA01092
OG0007603	HUMAN11097	BRALA03223
OG0007604	HUMAN11462, HUMAN11463	BRALA03083
OG0007605	HUMAN25002	BRALA22620
OG0007606	HUMAN16824, HUMAN16823	BRALA22619
OG0007607	HUMAN00121	BRALA18781
OG0007608	HUMAN24575, HUMAN24576	BRALA17891, BRALA01779
OG0007609	HUMAN07130	BRALA13610
OG0007610	HUMAN20947	BRALA10955
OG0007611	HUMAN08580	BRALA10782, BRALA10908
OG0007612	HUMAN06201	BRALA02328
OG0007613	HUMAN14918, HUMAN14919, HUMAN14917	BRALA26105, BRALA09491
OG0007614	HUMAN11569, HUMAN11570, HUMAN11567	BRALA19107
OG0007615	HUMAN17636	BRALA18987
OG0007616	HUMAN16740	BRALA21884
OG0007617	HUMAN28528	BRALA14633
OG0007618	HUMAN05174, HUMAN05173	BRALA31856
OG0007619	HUMAN21829	BRALA15804
OG0007621	HUMAN01027, HUMAN06000	BRALA05330
OG0007622	HUMAN21098	BRALA12768
OG0007623	HUMAN14413, HUMAN02716	BRALA19897
OG0007624	HUMAN00744	BRALA09011
OG0007626	HUMAN30032, HUMAN30031, HUMAN30033, HUMAN30030	BRALA05808
OG0007628	HUMAN22378	BRALA22740
OG0007629	HUMAN23337	BRALA14609
OG0007630	HUMAN05291	BRALA05804
OG0007631	HUMAN25386, HUMAN17448	BRALA34085
OG0007632	HUMAN16885	BRALA28977
OG0007633	HUMAN13873	BRALA00395
OG0007634	HUMAN22721	BRALA03596
OG0007635	HUMAN22830	BRALA03646
OG0007637	HUMAN08470	BRALA13282
OG0007638	HUMAN25473	BRALA15707
OG0007639	HUMAN03357, HUMAN03356	BRALA03855
OG0007640	HUMAN14964, HUMAN14963	BRALA13545
OG0007642	HUMAN02914	BRALA00230
OG0007643	HUMAN26301	BRALA21368
OG0007645	HUMAN10615, HUMAN10616	BRALA24158
OG0007646	HUMAN29544	BRALA28662
OG0007647	HUMAN02929	BRALA07390
OG0007648	HUMAN29976	BRALA16886
OG0007649	HUMAN01321	BRALA25057
OG0007650	HUMAN16337, HUMAN16338	BRALA08919
OG0007651	HUMAN16641	BRALA13660
OG0007652	HUMAN29441	BRALA02699
OG0007653	HUMAN17027, HUMAN17025, HUMAN17026	BRALA01387
OG0007655	HUMAN14130	BRALA08398, BRALA08376
OG0007656	HUMAN02869	BRALA28227
OG0007657	HUMAN04204	BRALA02507
OG0007658	HUMAN30007	BRALA19665
OG0007659	HUMAN18167, HUMAN18165, HUMAN18169	BRALA00241
OG0007660	HUMAN02075	BRALA24102
OG0007662	HUMAN05169	BRALA33820
OG0007663	HUMAN19568	BRALA23722
OG0007664	HUMAN10066	BRALA16373
OG0007665	HUMAN27691, HUMAN27690	BRALA09676
OG0007666	HUMAN10319	BRALA33167
OG0007667	HUMAN15603	BRALA11935
OG0007669	HUMAN26809, HUMAN26810	BRALA15303
OG0007670	HUMAN25254	BRALA27732
OG0007671	HUMAN18044	BRALA11310
OG0007672	HUMAN02090	BRALA19316
OG0007675	HUMAN25956, HUMAN25982	BRALA16652
OG0007676	HUMAN24899	BRALA24716
OG0007677	HUMAN29231, HUMAN29232	BRALA27552
OG0007679	HUMAN23101	BRALA16387
OG0007680	HUMAN17909	BRALA00113
OG0007681	HUMAN09648	BRALA14645
OG0007684	HUMAN15836	BRALA03746
OG0007685	HUMAN18793	BRALA23469
OG0007686	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599	BRALA03570
OG0007687	HUMAN20268	BRALA27367
OG0007689	HUMAN07121	BRALA07296
OG0007690	HUMAN27678	BRALA07457
OG0007691	HUMAN27822	BRALA07253
OG0007692	HUMAN02061	BRALA06346
OG0007694	HUMAN20746	BRALA20549
OG0007695	HUMAN28172	BRALA26267
OG0007696	HUMAN05784	BRALA35435
OG0007698	HUMAN29272	BRALA16601
OG0007701	HUMAN07269	BRALA24156
OG0007702	HUMAN20314	BRALA23855
OG0007703	HUMAN22827	BRALA06713
OG0007704	HUMAN21558, HUMAN21556	BRALA04558
OG0007705	HUMAN03246	BRALA25250
OG0007706	HUMAN10609, HUMAN10610	BRALA13007
OG0007707	HUMAN21958, HUMAN11921	BRALA07684
OG0007708	HUMAN06488	BRALA21010
OG0007709	HUMAN23750, HUMAN01625	BRALA04067
OG0007711	HUMAN25855	BRALA30419
OG0007712	HUMAN03420	BRALA21710
OG0007713	HUMAN06586	BRALA14454
OG0007714	HUMAN30023	BRALA19211
OG0007715	HUMAN19961	BRALA24223
OG0007716	HUMAN10202, HUMAN10203	BRALA18986
OG0007717	HUMAN03284	BRALA00050
OG0007719	HUMAN26223	BRALA15824
OG0007721	HUMAN03623	BRALA22357
OG0007722	HUMAN03285	BRALA21943
OG0007723	HUMAN26538	BRALA06924
OG0007724	HUMAN03962	BRALA10331, BRALA24088, BRALA10326, BRALA10324, BRALA35284, BRALA10325
OG0007725	HUMAN29154	BRALA28869
OG0007726	HUMAN04436, HUMAN04435	BRALA08687
OG0007728	HUMAN27883	BRALA21819
OG0007729	HUMAN11128, HUMAN11127	BRALA03408
OG0007732	HUMAN24163, HUMAN24162	BRALA11518
OG0007733	HUMAN01349	BRALA10960
OG0007734	HUMAN00972, HUMAN17214	BRALA05301
OG0007735	HUMAN12324	BRALA19368
OG0007736	HUMAN13041	BRALA27663
OG0007738	HUMAN19368	BRALA13436, BRALA29831
OG0007739	HUMAN01347	BRALA18839
OG0007740	HUMAN05471, HUMAN05472	BRALA01795
OG0007741	HUMAN02503	BRALA28913
OG0007743	HUMAN09883, HUMAN06357	BRALA11275
OG0007744	HUMAN26813, HUMAN26814	BRALA05195
