Orthogroup	HUMAN	LYTVA_ok
OG0006730	HUMAN01413	LYTVA_26842, LYTVA_09573
OG0006731	HUMAN15325	LYTVA_14636, LYTVA_20696
OG0006732	HUMAN17586	LYTVA_27994
OG0006733	HUMAN04919	LYTVA_04666
OG0006734	HUMAN25074	LYTVA_09848, LYTVA_16010, LYTVA_10461
OG0006736	HUMAN20713	LYTVA_29486
OG0006737	HUMAN10669	LYTVA_29487
OG0006739	HUMAN28943	LYTVA_17045
OG0006740	HUMAN08566	LYTVA_20145
OG0006740	HUMAN08565, HUMAN08564, HUMAN08563	LYTVA_24577
OG0006741	HUMAN20918	LYTVA_07167
OG0006742	HUMAN30051, HUMAN22412	LYTVA_12227
OG0006743	HUMAN29392, HUMAN29393, HUMAN09528	LYTVA_12900
OG0006744	HUMAN18493, HUMAN02331	LYTVA_25656
OG0006745	HUMAN21637	LYTVA_14746
OG0006748	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505	LYTVA_27286
OG0006749	HUMAN10255, HUMAN10254	LYTVA_12229
OG0006751	HUMAN04997, HUMAN04996	LYTVA_29422
OG0006752	HUMAN05470	LYTVA_28315
OG0006753	HUMAN08651	LYTVA_13933
OG0006757	HUMAN15606, HUMAN15607, HUMAN15605	LYTVA_23576
OG0006758	HUMAN20524	LYTVA_06304
OG0006760	HUMAN23407	LYTVA_07257, LYTVA_20797
OG0006761	HUMAN22866, HUMAN22865	LYTVA_06182
OG0006762	HUMAN16948	LYTVA_02692
OG0006763	HUMAN20641, HUMAN12652	LYTVA_22010
OG0006764	HUMAN24101, HUMAN24102	LYTVA_25681
OG0006766	HUMAN30336	LYTVA_28194
OG0006769	HUMAN03966	LYTVA_29698
OG0006770	HUMAN09788	LYTVA_04844
OG0006772	HUMAN17212	LYTVA_12214, LYTVA_14428
OG0006775	HUMAN25975	LYTVA_15090
OG0006776	HUMAN12695, HUMAN12694	LYTVA_22877
OG0006777	HUMAN15487	LYTVA_13418
OG0006780	HUMAN08729	LYTVA_14471, LYTVA_01364
OG0006787	HUMAN26093, HUMAN26094, HUMAN12889, HUMAN12890	LYTVA_11265
OG0006824	HUMAN21478	LYTVA_28802
OG0006826	HUMAN23918	LYTVA_11589
OG0006827	HUMAN01037	LYTVA_29607, LYTVA_23359
OG0006828	HUMAN23672	LYTVA_18128
OG0006829	HUMAN17262	LYTVA_26171, LYTVA_11011
OG0006830	HUMAN12476	LYTVA_03690
OG0006831	HUMAN03695, HUMAN03694	LYTVA_11012
OG0006832	HUMAN08383	LYTVA_03098
OG0006837	HUMAN05482	LYTVA_26125, LYTVA_14948
OG0006838	HUMAN10291	LYTVA_08816
OG0006842	HUMAN14862	LYTVA_10835, LYTVA_21530
OG0006844	HUMAN09468	LYTVA_10802
OG0006845	HUMAN04886	LYTVA_21346
OG0006846	HUMAN08740, HUMAN08738	LYTVA_05173
OG0006847	HUMAN19861	LYTVA_09927
OG0006850	HUMAN22747	LYTVA_19496
OG0006851	HUMAN03180	LYTVA_05387, LYTVA_26308
OG0006852	HUMAN26914	LYTVA_26432
OG0006853	HUMAN06735	LYTVA_07171
OG0006856	HUMAN10703, HUMAN10702, HUMAN10701	LYTVA_24415
OG0006857	HUMAN29744	LYTVA_12258
OG0006860	HUMAN11386	LYTVA_03678
OG0006861	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238	LYTVA_16403, LYTVA_25528
OG0006862	HUMAN08983	LYTVA_26775
OG0006864	HUMAN10411	LYTVA_00261
OG0006865	HUMAN07621	LYTVA_05819
OG0006866	HUMAN00414, HUMAN00412	LYTVA_12396
OG0006867	HUMAN16895	LYTVA_03041, LYTVA_04798
OG0006868	HUMAN20940	LYTVA_19737
OG0006869	HUMAN21448, HUMAN21447	LYTVA_01897
OG0006871	HUMAN02101	LYTVA_14404
OG0006872	HUMAN11636	LYTVA_01971
OG0006873	HUMAN07171	LYTVA_17188
OG0006874	HUMAN21129	LYTVA_28249
OG0006875	HUMAN05504	LYTVA_03423, LYTVA_15770
OG0006876	HUMAN01056	LYTVA_02849
OG0006877	HUMAN09886	LYTVA_19179
OG0006878	HUMAN01136	LYTVA_11522
OG0006879	HUMAN20296	LYTVA_26103
OG0006882	HUMAN11464	LYTVA_07357
OG0006883	HUMAN16684	LYTVA_28217
OG0006884	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681	LYTVA_28218
OG0006885	HUMAN20135	LYTVA_05028
OG0006887	HUMAN12500	LYTVA_13116
OG0006888	HUMAN25053	LYTVA_00517, LYTVA_00518
OG0006889	HUMAN11509	LYTVA_01644
OG0006890	HUMAN03527	LYTVA_18386
OG0006892	HUMAN18023	LYTVA_15888
OG0006893	HUMAN13212, HUMAN13211	LYTVA_24058
OG0006894	HUMAN13291	LYTVA_09646
OG0006895	HUMAN03555	LYTVA_00144
OG0006896	HUMAN22142	LYTVA_24349
OG0006898	HUMAN11309	LYTVA_07336
OG0006899	HUMAN07006	LYTVA_21244
OG0006900	HUMAN25793	LYTVA_04930, LYTVA_08638
OG0006901	HUMAN18029, HUMAN18028	LYTVA_26182
OG0006903	HUMAN12933	LYTVA_12367
OG0006904	HUMAN22374	LYTVA_10834
OG0006905	HUMAN19217	LYTVA_15524, LYTVA_28132
OG0006906	HUMAN11694	LYTVA_06059, LYTVA_24234
OG0006907	HUMAN16729, HUMAN16728, HUMAN16727	LYTVA_03614, LYTVA_05381
OG0006908	HUMAN13051, HUMAN13052, HUMAN13050	LYTVA_27883
OG0006909	HUMAN29823	LYTVA_12899
OG0006911	HUMAN04725	LYTVA_16725, LYTVA_24818
OG0006912	HUMAN02108, HUMAN02109	LYTVA_23371
OG0006913	HUMAN01275	LYTVA_29960, LYTVA_18567
OG0006914	HUMAN28656	LYTVA_19647
OG0006915	HUMAN15921, HUMAN15920	LYTVA_13564, LYTVA_19160
OG0006916	HUMAN11501	LYTVA_08740, LYTVA_21571
OG0006917	HUMAN18466, HUMAN18467	LYTVA_21371
OG0006918	HUMAN28188	LYTVA_08198
OG0006919	HUMAN22288	LYTVA_22591
OG0006921	HUMAN07563, HUMAN07564, HUMAN07562	LYTVA_05031
OG0006924	HUMAN23650	LYTVA_28512
OG0006925	HUMAN09328	LYTVA_15745
OG0006926	HUMAN00625	LYTVA_19475
OG0006928	HUMAN16715	LYTVA_16738
OG0006930	HUMAN28830	LYTVA_06357
OG0006931	HUMAN27632, HUMAN27633	LYTVA_24387
OG0006932	HUMAN20250	LYTVA_25041
OG0006934	HUMAN07628	LYTVA_28488
OG0006935	HUMAN28718	LYTVA_12955
OG0006936	HUMAN03224	LYTVA_18797
OG0006937	HUMAN13657	LYTVA_10646
OG0006938	HUMAN20508, HUMAN20507	LYTVA_24454
OG0006939	HUMAN00665	LYTVA_09864
OG0006940	HUMAN12720, HUMAN12719	LYTVA_03459, LYTVA_25735
OG0006942	HUMAN04879, HUMAN04878	LYTVA_27753
OG0006943	HUMAN03534	LYTVA_03946, LYTVA_08311
OG0006944	HUMAN20962	LYTVA_17001
OG0006946	HUMAN29372	LYTVA_16720, LYTVA_12777
OG0006947	HUMAN25930	LYTVA_04623, LYTVA_13161
OG0006949	HUMAN09677	LYTVA_21246
OG0006951	HUMAN26563	LYTVA_07399
OG0006953	HUMAN11732	LYTVA_06163, LYTVA_00099
OG0006955	HUMAN26505, HUMAN26506	LYTVA_08321
OG0006956	HUMAN03801	LYTVA_13833, LYTVA_01826
OG0006957	HUMAN24327	LYTVA_15138
OG0006958	HUMAN29194, HUMAN29193	LYTVA_10518, LYTVA_08854
OG0006960	HUMAN21367	LYTVA_14371
OG0006962	HUMAN00834	LYTVA_04008, LYTVA_21258
OG0006964	HUMAN25417	LYTVA_06159
OG0006965	HUMAN22591, HUMAN22590	LYTVA_27805, LYTVA_03920
OG0006966	HUMAN21659	LYTVA_20757
OG0006967	HUMAN20241	LYTVA_21312
OG0006968	HUMAN28378	LYTVA_08012
OG0006970	HUMAN04563	LYTVA_09988
OG0006971	HUMAN07273	LYTVA_20324
OG0006972	HUMAN11350, HUMAN11349	LYTVA_26752
OG0006973	HUMAN25475	LYTVA_29631
OG0006975	HUMAN00754	LYTVA_12975
OG0006976	HUMAN25513, HUMAN25515	LYTVA_21308
OG0006977	HUMAN21112	LYTVA_13712
OG0006979	HUMAN09404	LYTVA_23814
OG0006981	HUMAN04430, HUMAN04429, HUMAN04428	LYTVA_06536
OG0006982	HUMAN18636, HUMAN18637	LYTVA_29353
OG0006983	HUMAN00205, HUMAN00204	LYTVA_04126, LYTVA_12399
OG0006984	HUMAN04268, HUMAN06255	LYTVA_12065, LYTVA_09670
OG0006985	HUMAN20423	LYTVA_25748
OG0006988	HUMAN15597, HUMAN15598	LYTVA_10584
OG0006989	HUMAN18220	LYTVA_20012
OG0006991	HUMAN19260	LYTVA_02424
OG0006992	HUMAN03662	LYTVA_18795
OG0006994	HUMAN17956	LYTVA_20166
OG0006995	HUMAN20603	LYTVA_16401
OG0006997	HUMAN20333, HUMAN20332	LYTVA_17736
OG0006999	HUMAN28121	LYTVA_28772
OG0007000	HUMAN17347, HUMAN17373	LYTVA_20475
OG0007001	HUMAN06080	LYTVA_06692
OG0007002	HUMAN29202	LYTVA_13388
OG0007003	HUMAN15197	LYTVA_05469
OG0007004	HUMAN14061	LYTVA_12825, LYTVA_12036
OG0007005	HUMAN26374	LYTVA_24522
OG0007006	HUMAN21323	LYTVA_04815
OG0007007	HUMAN05696, HUMAN05695	LYTVA_14776
OG0007008	HUMAN13956	LYTVA_15804, LYTVA_29575
OG0007009	HUMAN28810	LYTVA_21384
OG0007011	HUMAN05430	LYTVA_09381
OG0007012	HUMAN22710	LYTVA_14288
OG0007013	HUMAN12055	LYTVA_08506
OG0007014	HUMAN03563, HUMAN03564	LYTVA_27858
OG0007018	HUMAN24153	LYTVA_25072
OG0007019	HUMAN13523	LYTVA_21051
OG0007020	HUMAN17277, HUMAN17276	LYTVA_13475
OG0007021	HUMAN07675, HUMAN07676	LYTVA_03142
OG0007022	HUMAN17994	LYTVA_21360
OG0007023	HUMAN21002	LYTVA_18718
OG0007024	HUMAN26989	LYTVA_19875
OG0007025	HUMAN13355, HUMAN13354	LYTVA_21668, LYTVA_06308
OG0007026	HUMAN04469	LYTVA_14407, LYTVA_15405, LYTVA_28480
OG0007027	HUMAN20548, HUMAN20547	LYTVA_04486
OG0007028	HUMAN02161	LYTVA_14210
OG0007030	HUMAN23013, HUMAN23012	LYTVA_01479, LYTVA_10244
OG0007031	HUMAN01168, HUMAN01167	LYTVA_28304
OG0007032	HUMAN19463	LYTVA_26058
OG0007033	HUMAN18746	LYTVA_03101, LYTVA_13194
OG0007034	HUMAN06574, HUMAN06572, HUMAN06573	LYTVA_11469
OG0007035	HUMAN05630	LYTVA_29982
OG0007036	HUMAN24835	LYTVA_23010
OG0007037	HUMAN17832, HUMAN17833	LYTVA_10072
OG0007040	HUMAN30265	LYTVA_11635
OG0007041	HUMAN10016	LYTVA_08520
OG0007042	HUMAN26067	LYTVA_10226
OG0007043	HUMAN03790	LYTVA_28853
OG0007044	HUMAN05262, HUMAN22902	LYTVA_15729, LYTVA_04229
OG0007045	HUMAN00605	LYTVA_13338
OG0007046	HUMAN25422, HUMAN25421	LYTVA_13334
OG0007047	HUMAN24736	LYTVA_02580
OG0007049	HUMAN11321, HUMAN11320	LYTVA_03854
OG0007052	HUMAN19695, HUMAN19693, HUMAN19694	LYTVA_27707, LYTVA_17367
OG0007053	HUMAN12939, HUMAN12938, HUMAN12937	LYTVA_18588
OG0007054	HUMAN10365	LYTVA_29935
OG0007055	HUMAN19997	LYTVA_09990
OG0007056	HUMAN11685, HUMAN11684	LYTVA_16440
OG0007057	HUMAN03899	LYTVA_15614, LYTVA_29163
OG0007058	HUMAN05676	LYTVA_24894
OG0007059	HUMAN03647	LYTVA_29456
OG0007060	HUMAN28197	LYTVA_21121, LYTVA_00825, LYTVA_25826, LYTVA_08605
OG0007061	HUMAN03639	LYTVA_00448
OG0007063	HUMAN15926	LYTVA_03435, LYTVA_04569
OG0007064	HUMAN22838	LYTVA_28203, LYTVA_06177
OG0007066	HUMAN05386	LYTVA_04446
OG0007068	HUMAN22802, HUMAN22803	LYTVA_09404
OG0007069	HUMAN08305	LYTVA_12053
OG0007070	HUMAN18532, HUMAN18533	LYTVA_00406, LYTVA_00407
OG0007071	HUMAN01176	LYTVA_30209
OG0007072	HUMAN15242	LYTVA_13910, LYTVA_22708
OG0007073	HUMAN18294	LYTVA_27421
OG0007076	HUMAN06733	LYTVA_03998
OG0007077	HUMAN22402	LYTVA_15284
OG0007078	HUMAN20580	LYTVA_12361
OG0007079	HUMAN16618	LYTVA_29297
OG0007080	HUMAN16649, HUMAN16648	LYTVA_18452, LYTVA_00714
OG0007082	HUMAN06040	LYTVA_19995
OG0007083	HUMAN24737	LYTVA_26952
OG0007085	HUMAN11177, HUMAN11176	LYTVA_28266
OG0007086	HUMAN06730	LYTVA_03344
OG0007087	HUMAN25159	LYTVA_10958
OG0007088	HUMAN28245, HUMAN28246	LYTVA_08325
OG0007090	HUMAN01309	LYTVA_07259
OG0007091	HUMAN00782	LYTVA_15856, LYTVA_00688
OG0007092	HUMAN08546	LYTVA_30009
OG0007093	HUMAN11063	LYTVA_02317
OG0007094	HUMAN08444	LYTVA_10484
OG0007095	HUMAN16273	LYTVA_26694
OG0007096	HUMAN24538	LYTVA_21852
OG0007097	HUMAN07307, HUMAN07306, HUMAN07305	LYTVA_18947
OG0007099	HUMAN02624	LYTVA_18939
OG0007102	HUMAN17403	LYTVA_08090
OG0007104	HUMAN07585, HUMAN30241	LYTVA_30224, LYTVA_04647
OG0007106	HUMAN21445	LYTVA_18310
OG0007107	HUMAN24797	LYTVA_20795
OG0007108	HUMAN26396	LYTVA_09162
OG0007112	HUMAN09877	LYTVA_21113, LYTVA_17175
OG0007113	HUMAN20963	LYTVA_10291, LYTVA_23019
OG0007114	HUMAN20779	LYTVA_10798
OG0007115	HUMAN28189, HUMAN28190	LYTVA_03773
OG0007116	HUMAN06067	LYTVA_00813
OG0007117	HUMAN06756	LYTVA_13331
OG0007118	HUMAN25504	LYTVA_06751
OG0007120	HUMAN23269, HUMAN23270	LYTVA_01280
OG0007121	HUMAN25079	LYTVA_23219
OG0007122	HUMAN00210, HUMAN00211	LYTVA_11786
OG0007123	HUMAN03448	LYTVA_14860
OG0007125	HUMAN21228	LYTVA_15618
OG0007126	HUMAN02640, HUMAN04895	LYTVA_08493
OG0007128	HUMAN13992, HUMAN13994	LYTVA_25613
OG0007129	HUMAN24170, HUMAN24169, HUMAN03476	LYTVA_17050
OG0007131	HUMAN23398	LYTVA_16333
OG0007132	HUMAN28401, HUMAN28402	LYTVA_07096, LYTVA_10959
OG0007133	HUMAN23555	LYTVA_06766
OG0007134	HUMAN03574	LYTVA_20762, LYTVA_28832
OG0007135	HUMAN09538	LYTVA_14457
OG0007136	HUMAN09655	LYTVA_16524, LYTVA_20525
OG0007137	HUMAN15907	LYTVA_09390
OG0007138	HUMAN02269	LYTVA_03653
OG0007139	HUMAN24643	LYTVA_25562
OG0007140	HUMAN14631	LYTVA_23363
OG0007141	HUMAN20130	LYTVA_16084
OG0007143	HUMAN16614	LYTVA_15805
OG0007144	HUMAN02639	LYTVA_10155
OG0007145	HUMAN13652	LYTVA_15266, LYTVA_19982
OG0007146	HUMAN24377, HUMAN24376, HUMAN24380, HUMAN24378, HUMAN24379	LYTVA_19996
OG0007147	HUMAN21018	LYTVA_11114
OG0007149	HUMAN19282, HUMAN09208	LYTVA_15882, LYTVA_21404
OG0007150	HUMAN11018	LYTVA_25594, LYTVA_18677
OG0007151	HUMAN05431	LYTVA_07846
OG0007152	HUMAN01901	LYTVA_22748
OG0007153	HUMAN16995, HUMAN16996	LYTVA_30218, LYTVA_10839
OG0007154	HUMAN08481	LYTVA_07855, LYTVA_07854
OG0007158	HUMAN19159, HUMAN19160, HUMAN22170	LYTVA_24864
OG0007160	HUMAN10993	LYTVA_21774
OG0007161	HUMAN27982, HUMAN11267	LYTVA_25409, LYTVA_03328
OG0007162	HUMAN15309	LYTVA_17298
OG0007163	HUMAN01780	LYTVA_07875
OG0007164	HUMAN21192	LYTVA_21647
OG0007165	HUMAN05595	LYTVA_27280
OG0007166	HUMAN04674, HUMAN04671, HUMAN04673	LYTVA_08751, LYTVA_25662
OG0007168	HUMAN19655, HUMAN19656	LYTVA_13106
OG0007169	HUMAN20576, HUMAN18039, HUMAN20577, HUMAN20578	LYTVA_05891
OG0007171	HUMAN02655, HUMAN02654	LYTVA_13400
OG0007172	HUMAN23034, HUMAN23035, HUMAN23033	LYTVA_03182, LYTVA_03184
OG0007173	HUMAN05355, HUMAN05354	LYTVA_15493
OG0007177	HUMAN09300, HUMAN09299	LYTVA_10874
OG0007178	HUMAN02113	LYTVA_18565, LYTVA_28282
OG0007179	HUMAN21518	LYTVA_03339
OG0007181	HUMAN30517	LYTVA_11702
OG0007182	HUMAN11844	LYTVA_13310
OG0007183	HUMAN25330	LYTVA_17814, LYTVA_04494
OG0007186	HUMAN12868	LYTVA_19820
OG0007187	HUMAN06522, HUMAN06521, HUMAN06520, HUMAN06523	LYTVA_07722, LYTVA_23165
OG0007188	HUMAN17704	LYTVA_19548
OG0007189	HUMAN20179, HUMAN20178	LYTVA_08827
OG0007192	HUMAN17983	LYTVA_12538
OG0007198	HUMAN24981	LYTVA_26853, LYTVA_26234, LYTVA_07966
OG0007199	HUMAN28097	LYTVA_00515
OG0007200	HUMAN03586, HUMAN03587	LYTVA_09502
OG0007201	HUMAN24731, HUMAN24730	LYTVA_25108
OG0007209	HUMAN24910	LYTVA_12343
OG0007248	HUMAN13700	LYTVA_01206, LYTVA_22776
OG0007250	HUMAN07633	LYTVA_12323
OG0007251	HUMAN14332	LYTVA_10607
OG0007252	HUMAN22688, HUMAN22689	LYTVA_16063
OG0007253	HUMAN24536, HUMAN11254, HUMAN11253	LYTVA_07358
OG0007254	HUMAN02644	LYTVA_17075
OG0007256	HUMAN27031	LYTVA_16363
OG0007258	HUMAN14003	LYTVA_04807
OG0007260	HUMAN04843, HUMAN04844	LYTVA_08717
OG0007261	HUMAN28587	LYTVA_16329
OG0007264	HUMAN11107	LYTVA_15357
OG0007266	HUMAN20046	LYTVA_03338
OG0007267	HUMAN00847, HUMAN00846	LYTVA_02310
OG0007270	HUMAN07724	LYTVA_28460
OG0007271	HUMAN13263	LYTVA_24259
OG0007272	HUMAN00327	LYTVA_23152
OG0007273	HUMAN16012	LYTVA_24239, LYTVA_02079
OG0007274	HUMAN05717	LYTVA_00331
OG0007275	HUMAN24919, HUMAN06744	LYTVA_19066
OG0007280	HUMAN27834, HUMAN27835, HUMAN27833	LYTVA_21703
OG0007281	HUMAN25958	LYTVA_00393
OG0007282	HUMAN07231	LYTVA_20254
OG0007283	HUMAN12155	LYTVA_06398, LYTVA_22306
OG0007284	HUMAN00555, HUMAN29707, HUMAN29706	LYTVA_17810
OG0007285	HUMAN25396, HUMAN25395	LYTVA_06497
OG0007289	HUMAN11499	LYTVA_02881
OG0007291	HUMAN18973	LYTVA_21801
OG0007293	HUMAN28207	LYTVA_07215
OG0007294	HUMAN20782, HUMAN20781	LYTVA_23269
OG0007295	HUMAN22795	LYTVA_06189
OG0007296	HUMAN11360	LYTVA_20748, LYTVA_17621
OG0007298	HUMAN22758	LYTVA_07185
OG0007300	HUMAN26544	LYTVA_18529
OG0007301	HUMAN23169, HUMAN23170	LYTVA_05959
OG0007303	HUMAN18735	LYTVA_10989
OG0007304	HUMAN16563, HUMAN16562, HUMAN16564	LYTVA_09281
OG0007305	HUMAN02006	LYTVA_16586, LYTVA_20937
OG0007306	HUMAN19439, HUMAN19440, HUMAN19442	LYTVA_16572
OG0007307	HUMAN17065, HUMAN17066	LYTVA_18744
OG0007308	HUMAN20559	LYTVA_15824, LYTVA_10193
OG0007310	HUMAN05294	LYTVA_04236
OG0007312	HUMAN12184, HUMAN12183, HUMAN12187, HUMAN12186	LYTVA_25929
OG0007314	HUMAN02534	LYTVA_10156
OG0007316	HUMAN23083	LYTVA_17190
OG0007317	HUMAN17014	LYTVA_22574
OG0007318	HUMAN20909	LYTVA_12895
OG0007319	HUMAN19188	LYTVA_01930
OG0007320	HUMAN09645	LYTVA_07334
OG0007321	HUMAN04956, HUMAN04955	LYTVA_14764
OG0007322	HUMAN29064	LYTVA_23565
OG0007323	HUMAN27944, HUMAN27945, HUMAN27946, HUMAN27943	LYTVA_28988
OG0007325	HUMAN11525	LYTVA_13185, LYTVA_25303
OG0007327	HUMAN11975, HUMAN11976	LYTVA_13869, LYTVA_23810
OG0007328	HUMAN03776	LYTVA_28320, LYTVA_17079
OG0007329	HUMAN24733	LYTVA_09881, LYTVA_17097
OG0007330	HUMAN05264	LYTVA_26367
OG0007331	HUMAN26953, HUMAN26952	LYTVA_05890
OG0007334	HUMAN01738, HUMAN01739	LYTVA_06945
OG0007336	HUMAN00761	LYTVA_26129
OG0007337	HUMAN25483	LYTVA_20082, LYTVA_05737
OG0007338	HUMAN06830, HUMAN06827, HUMAN06828	LYTVA_02353
OG0007339	HUMAN26218, HUMAN26219	LYTVA_07201
OG0007340	HUMAN24905	LYTVA_14005
OG0007341	HUMAN25872	LYTVA_06630
OG0007342	HUMAN28838	LYTVA_13753
OG0007343	HUMAN14176, HUMAN14177	LYTVA_03841
OG0007345	HUMAN22717	LYTVA_09108
OG0007347	HUMAN20415	LYTVA_01386
OG0007348	HUMAN07623	LYTVA_09877
OG0007349	HUMAN19722, HUMAN19724, HUMAN19723	LYTVA_12788
OG0007351	HUMAN26020, HUMAN26021	LYTVA_29566
OG0007352	HUMAN04641	LYTVA_11993, LYTVA_09786
OG0007353	HUMAN11061, HUMAN11060	LYTVA_17240
OG0007354	HUMAN23192	LYTVA_23171
OG0007355	HUMAN28384	LYTVA_09986
OG0007356	HUMAN24980	LYTVA_06628
OG0007357	HUMAN11281	LYTVA_04535
OG0007358	HUMAN23692	LYTVA_02726
OG0007359	HUMAN24471	LYTVA_10799
OG0007360	HUMAN02160	LYTVA_01643
OG0007361	HUMAN01585, HUMAN01584	LYTVA_06556
OG0007363	HUMAN07700	LYTVA_06669
OG0007364	HUMAN20228	LYTVA_15849
OG0007365	HUMAN01007	LYTVA_02308, LYTVA_06457
OG0007366	HUMAN15080, HUMAN15079	LYTVA_11005
OG0007367	HUMAN00909	LYTVA_04852
OG0007368	HUMAN04400	LYTVA_17542, LYTVA_00624
OG0007369	HUMAN18171	LYTVA_19408, LYTVA_18884
OG0007370	HUMAN12242	LYTVA_06055
OG0007371	HUMAN03496	LYTVA_08968
OG0007372	HUMAN15886	LYTVA_18746
OG0007373	HUMAN25169	LYTVA_15629
OG0007374	HUMAN17107	LYTVA_08561
OG0007375	HUMAN25512	LYTVA_29369
OG0007376	HUMAN27825, HUMAN27824, HUMAN27826	LYTVA_19972
OG0007377	HUMAN02116, HUMAN02117	LYTVA_26494
OG0007378	HUMAN11793, HUMAN11794, HUMAN11795	LYTVA_05887
OG0007379	HUMAN08973, HUMAN08972	LYTVA_05996, LYTVA_05995
OG0007380	HUMAN13807	LYTVA_29427
OG0007382	HUMAN19380	LYTVA_04728
OG0007385	HUMAN04317	LYTVA_19121
OG0007386	HUMAN16767	LYTVA_07566
OG0007387	HUMAN29057	LYTVA_11399
OG0007388	HUMAN22118	LYTVA_28469
OG0007389	HUMAN29100, HUMAN29099	LYTVA_27684
OG0007390	HUMAN25915	LYTVA_17759
OG0007391	HUMAN05345	LYTVA_27612
OG0007392	HUMAN28583	LYTVA_00208
OG0007393	HUMAN08660	LYTVA_16834
OG0007394	HUMAN15894, HUMAN15893	LYTVA_29547
OG0007395	HUMAN13460	LYTVA_10851
OG0007396	HUMAN11000	LYTVA_21805
OG0007397	HUMAN00870	LYTVA_06439
OG0007399	HUMAN16123	LYTVA_24113
OG0007400	HUMAN22018	LYTVA_13880
OG0007401	HUMAN05484	LYTVA_25998
OG0007401	HUMAN30125	LYTVA_24442
OG0007402	HUMAN10240, HUMAN10238	LYTVA_04009
OG0007403	HUMAN17254, HUMAN17253	LYTVA_10578
OG0007405	HUMAN20387	LYTVA_23328
OG0007406	HUMAN19713	LYTVA_23327
OG0007407	HUMAN03483	LYTVA_24874
OG0007408	HUMAN28141, HUMAN28142	LYTVA_17573
OG0007409	HUMAN25552	LYTVA_06962
OG0007410	HUMAN20271, HUMAN12126	LYTVA_19785
OG0007412	HUMAN17545	LYTVA_13953
OG0007413	HUMAN20818	LYTVA_12200
OG0007414	HUMAN01057	LYTVA_02207
OG0007415	HUMAN12759	LYTVA_24128, LYTVA_22964
OG0007416	HUMAN22361	LYTVA_05946
OG0007417	HUMAN07346	LYTVA_01637
OG0007418	HUMAN13111, HUMAN13110	LYTVA_20251
OG0007421	HUMAN06697	LYTVA_21519
OG0007423	HUMAN10490	LYTVA_22179
OG0007424	HUMAN10237	LYTVA_28915
OG0007425	HUMAN06193	LYTVA_25706
OG0007428	HUMAN20678	LYTVA_18257
OG0007429	HUMAN06934	LYTVA_16880, LYTVA_16876
OG0007430	HUMAN21194	LYTVA_01743
OG0007432	HUMAN05575, HUMAN05574	LYTVA_30029
OG0007433	HUMAN04271	LYTVA_26445
OG0007435	HUMAN20583	LYTVA_04168, LYTVA_12359
OG0007436	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665	LYTVA_21950
OG0007437	HUMAN17137	LYTVA_12547
OG0007438	HUMAN02955	LYTVA_08752
OG0007439	HUMAN16947	LYTVA_15776
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419	LYTVA_03341
OG0007441	HUMAN13782	LYTVA_02745
OG0007443	HUMAN07149	LYTVA_22108
OG0007445	HUMAN21386	LYTVA_25194
OG0007446	HUMAN07376	LYTVA_20327
OG0007447	HUMAN22922	LYTVA_26906
OG0007448	HUMAN14222, HUMAN14221	LYTVA_05884
OG0007449	HUMAN18814	LYTVA_05951
OG0007450	HUMAN08573, HUMAN08574	LYTVA_00850
OG0007451	HUMAN08167, HUMAN08166	LYTVA_21924, LYTVA_18802
OG0007452	HUMAN22554	LYTVA_06058
OG0007454	HUMAN18226	LYTVA_28426
OG0007455	HUMAN29667	LYTVA_13341
OG0007456	HUMAN07199	LYTVA_23476
OG0007457	HUMAN09838	LYTVA_13606
OG0007458	HUMAN28978	LYTVA_22841
OG0007459	HUMAN16778	LYTVA_09289
OG0007460	HUMAN16831, HUMAN16829	LYTVA_08625
OG0007461	HUMAN08943	LYTVA_18774
OG0007462	HUMAN19637, HUMAN19636	LYTVA_09490, LYTVA_13057
OG0007464	HUMAN26087	LYTVA_10781
OG0007465	HUMAN13093	LYTVA_26141
OG0007466	HUMAN09405	LYTVA_10130
OG0007467	HUMAN28516	LYTVA_02679
OG0007468	HUMAN22128	LYTVA_03501
OG0007471	HUMAN07932	LYTVA_12320
OG0007472	HUMAN23723	LYTVA_00584
OG0007473	HUMAN18187	LYTVA_05234
OG0007474	HUMAN05615	LYTVA_15161, LYTVA_03974
OG0007475	HUMAN10446, HUMAN10445	LYTVA_27620
OG0007476	HUMAN14444	LYTVA_27412
OG0007477	HUMAN12723	LYTVA_29029
OG0007478	HUMAN19940	LYTVA_19699
OG0007479	HUMAN25924, HUMAN25925, HUMAN25923	LYTVA_01291
OG0007480	HUMAN03711	LYTVA_24798
OG0007481	HUMAN11840	LYTVA_08388
OG0007482	HUMAN01581	LYTVA_29492
OG0007483	HUMAN25804	LYTVA_15083
OG0007484	HUMAN15505	LYTVA_07505
OG0007486	HUMAN03242	LYTVA_20001
OG0007487	HUMAN00801	LYTVA_02756
OG0007489	HUMAN08300, HUMAN08303, HUMAN08301	LYTVA_00864
