Orthogroup	HUMAN	CAEEL
OG0005631	HUMAN20810	CAEEL09720
OG0005632	HUMAN16849	CAEEL16405
OG0005633	HUMAN09317	CAEEL16151
OG0005636	HUMAN03886	CAEEL10088
OG0005639	HUMAN09224	CAEEL07472
OG0005640	HUMAN08733, HUMAN08732, HUMAN08731, HUMAN08734, HUMAN08730	CAEEL16150
OG0005641	HUMAN02669, HUMAN02668	CAEEL11862
OG0005644	HUMAN11743	CAEEL09242
OG0005645	HUMAN16776	CAEEL07575
OG0005646	HUMAN18480, HUMAN18483, HUMAN18482, HUMAN18484, HUMAN18481	CAEEL08001
OG0005649	HUMAN21368	CAEEL12678
OG0005650	HUMAN06273	CAEEL18626
OG0005652	HUMAN01359	CAEEL02073
OG0005655	HUMAN28174, HUMAN28175, HUMAN19314	CAEEL06868
OG0005656	HUMAN17281	CAEEL07991
OG0005660	HUMAN12094, HUMAN12095, HUMAN12093	CAEEL02202
OG0005661	HUMAN00378, HUMAN18291	CAEEL05585
OG0005681	HUMAN00107, HUMAN00106	CAEEL18801
OG0005690	HUMAN01531	CAEEL07345
OG0005692	HUMAN20475	CAEEL02905
OG0005696	HUMAN07712, HUMAN07713	CAEEL12982
OG0005697	HUMAN10064	CAEEL02949
OG0005698	HUMAN11322	CAEEL01389
OG0005701	HUMAN03113	CAEEL20630, CAEEL20628
OG0005702	HUMAN05428	CAEEL15894, CAEEL18106
OG0005703	HUMAN29507	CAEEL09229
OG0005704	HUMAN07459	CAEEL18454
OG0005707	HUMAN14525, HUMAN14524	CAEEL01062
OG0005712	HUMAN13420, HUMAN13421	CAEEL10147
OG0005715	HUMAN28793	CAEEL06260
OG0005719	HUMAN00420	CAEEL05019
OG0005721	HUMAN26437, HUMAN26438	CAEEL02751
OG0005723	HUMAN20886	CAEEL12411
OG0005724	HUMAN23859, HUMAN23858	CAEEL06660
OG0005725	HUMAN25955, HUMAN25983	CAEEL16182
OG0005726	HUMAN23195	CAEEL02137
OG0005728	HUMAN19135, HUMAN19134	CAEEL00225
OG0005729	HUMAN25462, HUMAN25463	CAEEL01552
OG0005730	HUMAN16059, HUMAN20204	CAEEL20471
OG0005731	HUMAN12154, HUMAN12153	CAEEL09042
OG0005732	HUMAN10297	CAEEL07314
OG0005733	HUMAN03650	CAEEL11874
OG0005734	HUMAN00365	CAEEL05372
OG0005737	HUMAN24571	CAEEL00178
OG0005738	HUMAN21605, HUMAN21602, HUMAN21604	CAEEL19157
OG0005744	HUMAN28959	CAEEL10825, CAEEL00882
OG0005746	HUMAN22762	CAEEL04218
OG0005747	HUMAN00226	CAEEL11656
OG0005748	HUMAN21571	CAEEL05688
OG0005749	HUMAN06837	CAEEL14477
OG0005750	HUMAN24141	CAEEL02930
OG0005758	HUMAN21743	CAEEL07383, CAEEL07219
OG0005759	HUMAN12981	CAEEL04976
OG0005761	HUMAN19748	CAEEL02084
OG0005764	HUMAN04102	CAEEL00440
OG0005766	HUMAN21710, HUMAN21711, HUMAN21709, HUMAN21708	CAEEL03004
OG0005771	HUMAN01836, HUMAN01838	CAEEL18103
OG0005774	HUMAN06314	CAEEL07710
OG0005775	HUMAN20242	CAEEL08185
OG0005776	HUMAN03822	CAEEL08611, CAEEL02852
OG0005777	HUMAN25822, HUMAN25823	CAEEL09325
OG0005779	HUMAN26255	CAEEL11742
OG0005781	HUMAN07800, HUMAN07801, HUMAN07802	CAEEL16564
OG0005783	HUMAN18617	CAEEL15350
OG0005784	HUMAN03494, HUMAN03493	CAEEL06573
OG0005786	HUMAN26853, HUMAN26852	CAEEL10727
OG0005787	HUMAN09566	CAEEL09127, CAEEL07672
OG0005788	HUMAN19301	CAEEL10819
OG0005789	HUMAN11351	CAEEL03291
OG0005790	HUMAN16973	CAEEL02850
OG0005792	HUMAN04755	CAEEL16683
OG0005793	HUMAN02603	CAEEL01631
OG0005794	HUMAN26157	CAEEL07859
OG0005796	HUMAN17241, HUMAN17242	CAEEL03619
OG0005797	HUMAN24259, HUMAN24258, HUMAN24261, HUMAN24260	CAEEL01710
OG0005798	HUMAN20999, HUMAN21000	CAEEL07896
OG0005799	HUMAN04889	CAEEL16039
OG0005800	HUMAN20575	CAEEL07429
OG0005802	HUMAN19641, HUMAN19643, HUMAN19642, HUMAN19640	CAEEL08747
OG0005803	HUMAN29621, HUMAN29620	CAEEL05218
OG0005804	HUMAN21187, HUMAN00939	CAEEL00293
OG0005805	HUMAN11786	CAEEL07935
OG0005807	HUMAN19470, HUMAN19481	CAEEL00886
OG0005811	HUMAN25063	CAEEL09170
OG0005812	HUMAN04715	CAEEL15514
OG0005813	HUMAN07422	CAEEL04957
OG0005814	HUMAN28461	CAEEL05572
OG0005815	HUMAN07357, HUMAN07358, HUMAN07359	CAEEL08558
OG0005816	HUMAN17030	CAEEL07974
OG0005817	HUMAN23252, HUMAN23251	CAEEL09003
OG0005818	HUMAN07049	CAEEL06548
OG0005819	HUMAN14639	CAEEL05194
OG0005821	HUMAN15709, HUMAN15710	CAEEL06500
OG0005822	HUMAN08942, HUMAN08941	CAEEL08544
OG0005823	HUMAN12262, HUMAN12261	CAEEL11398
OG0005824	HUMAN15087	CAEEL01511
OG0005826	HUMAN19678	CAEEL11564
OG0005827	HUMAN16910	CAEEL15915
OG0005829	HUMAN25667	CAEEL01850, CAEEL14048
OG0005831	HUMAN13302	CAEEL07627
OG0005832	HUMAN11415	CAEEL01641
OG0005833	HUMAN15567, HUMAN02506, HUMAN02505, HUMAN15566	CAEEL14838
OG0005834	HUMAN28669	CAEEL18574
OG0005835	HUMAN06641	CAEEL06739, CAEEL08580
OG0005836	HUMAN17354	CAEEL15554
OG0005837	HUMAN14796, HUMAN14797, HUMAN14795	CAEEL01073
OG0005838	HUMAN06200	CAEEL01222
OG0005840	HUMAN03637	CAEEL06791
OG0005843	HUMAN27874	CAEEL06200
OG0005845	HUMAN11736	CAEEL04187
OG0005846	HUMAN16998	CAEEL06779
OG0005847	HUMAN02578	CAEEL00400
OG0005848	HUMAN12726, HUMAN12725	CAEEL00240
OG0005849	HUMAN17993, HUMAN17992, HUMAN17991, HUMAN17990	CAEEL07640
OG0005850	HUMAN00822	CAEEL07059
OG0005851	HUMAN00983	CAEEL19454, CAEEL03023
OG0005853	HUMAN08638	CAEEL05937
OG0005854	HUMAN11426	CAEEL10962
OG0005857	HUMAN12246	CAEEL08143
OG0005858	HUMAN07107, HUMAN07110	CAEEL08865
OG0005859	HUMAN13950	CAEEL09237
OG0005860	HUMAN28799, HUMAN28798	CAEEL11464
OG0005861	HUMAN00857, HUMAN00856	CAEEL07847
OG0005863	HUMAN10279, HUMAN10278	CAEEL02059
OG0005864	HUMAN26271, HUMAN26272	CAEEL03066
OG0005865	HUMAN05412, HUMAN00325	CAEEL10526
OG0005866	HUMAN09287	CAEEL03116
OG0005869	HUMAN18879	CAEEL01472
OG0005870	HUMAN01294	CAEEL18863
OG0005871	HUMAN22356	CAEEL07046
OG0005874	HUMAN18205, HUMAN18204	CAEEL06734
OG0005875	HUMAN05239	CAEEL11121
OG0005876	HUMAN21436	CAEEL12583
OG0005877	HUMAN14167, HUMAN14166	CAEEL03535
OG0005878	HUMAN08616	CAEEL00506
OG0005879	HUMAN28048, HUMAN28050, HUMAN28049	CAEEL05884
OG0005880	HUMAN21082, HUMAN21083	CAEEL09863
OG0005883	HUMAN19804	CAEEL06255
OG0005884	HUMAN02481	CAEEL16531
OG0005886	HUMAN08656, HUMAN08655	CAEEL01824
OG0005888	HUMAN14602, HUMAN14601	CAEEL00435
OG0005889	HUMAN30596, HUMAN30597	CAEEL02553
OG0005890	HUMAN24996, HUMAN24995	CAEEL06540
OG0005892	HUMAN11062	CAEEL01618
OG0005893	HUMAN07723	CAEEL11380
OG0005895	HUMAN13085	CAEEL06441
OG0005897	HUMAN28934, HUMAN28935	CAEEL01303
OG0005898	HUMAN15791, HUMAN15792	CAEEL01957
OG0005899	HUMAN15102, HUMAN15101	CAEEL11728
OG0005901	HUMAN11352	CAEEL01230
OG0005903	HUMAN05251, HUMAN05250	CAEEL02733
OG0005909	HUMAN15058	CAEEL09260
OG0005914	HUMAN21110	CAEEL12252
OG0005918	HUMAN02249	CAEEL07911
OG0005919	HUMAN02147	CAEEL15775
OG0005921	HUMAN21169	CAEEL07408
OG0005922	HUMAN21472, HUMAN21471	CAEEL15520
OG0005924	HUMAN20767, HUMAN20766	CAEEL10631
OG0005928	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021	CAEEL04878
OG0005929	HUMAN14787	CAEEL05898
OG0005930	HUMAN23533	CAEEL00275
OG0005931	HUMAN10003, HUMAN10001	CAEEL09476
OG0005932	HUMAN02887	CAEEL11316
OG0005933	HUMAN04904, HUMAN04903	CAEEL14434
OG0005936	HUMAN05060, HUMAN05059	CAEEL07303
OG0005937	HUMAN20373	CAEEL10539
OG0005938	HUMAN23271	CAEEL06000, CAEEL09583
OG0005940	HUMAN09306	CAEEL04134
OG0005941	HUMAN16850	CAEEL08713
OG0005943	HUMAN20274, HUMAN20273	CAEEL02014
OG0005946	HUMAN29857	CAEEL11452, CAEEL11968
OG0005947	HUMAN07807, HUMAN07805	CAEEL19240
OG0005949	HUMAN07213	CAEEL12005
OG0005950	HUMAN16572, HUMAN16573, HUMAN16574, HUMAN16571	CAEEL02721
OG0005952	HUMAN26262	CAEEL08042
OG0005953	HUMAN23466, HUMAN23460	CAEEL01826
OG0005957	HUMAN28675	CAEEL13678, CAEEL02860
OG0005960	HUMAN22222	CAEEL18529, CAEEL16584
OG0005963	HUMAN24419	CAEEL02429, CAEEL11102
OG0005965	HUMAN22249	CAEEL17925
OG0005966	HUMAN10284	CAEEL05490
OG0005967	HUMAN20085, HUMAN20084	CAEEL08429
OG0005968	HUMAN19242, HUMAN19241, HUMAN13818	CAEEL01646
OG0005969	HUMAN25091	CAEEL01577
OG0005970	HUMAN01307	CAEEL16383
OG0005973	HUMAN08375, HUMAN08374, HUMAN08373	CAEEL13364
OG0005974	HUMAN02132	CAEEL11184
OG0005975	HUMAN29764, HUMAN30591	CAEEL05822
OG0005976	HUMAN18021	CAEEL15581
OG0005977	HUMAN26922	CAEEL04186
OG0005978	HUMAN12549, HUMAN12548	CAEEL08320
OG0005980	HUMAN25057	CAEEL05471
OG0005982	HUMAN23416	CAEEL04709
OG0005984	HUMAN23298, HUMAN23297	CAEEL06514, CAEEL07173
OG0005985	HUMAN28784, HUMAN28783	CAEEL11206
OG0005987	HUMAN17615, HUMAN30224	CAEEL05677
OG0005989	HUMAN04205	CAEEL14108
OG0005991	HUMAN27054, HUMAN27055	CAEEL07604
OG0005993	HUMAN24934	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	HUMAN25084	CAEEL09469
OG0005997	HUMAN13831	CAEEL11505, CAEEL13118
OG0005998	HUMAN19908, HUMAN19909	CAEEL12651
OG0006000	HUMAN02530	CAEEL06731
OG0006003	HUMAN14618	CAEEL12475
OG0006004	HUMAN17755, HUMAN06434	CAEEL01451
OG0006005	HUMAN24132	CAEEL08818
OG0006008	HUMAN13449	CAEEL11432
OG0006009	HUMAN28513	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	HUMAN04565, HUMAN04564	CAEEL07462
OG0006011	HUMAN13059, HUMAN13057, HUMAN13058	CAEEL06588
OG0006022	HUMAN01463, HUMAN01964	CAEEL20451
OG0006025	HUMAN28193, HUMAN28198, HUMAN19003, HUMAN19004	CAEEL03361, CAEEL12698
OG0006031	HUMAN09397, HUMAN09398, HUMAN09399, HUMAN23463, HUMAN23457, HUMAN23465, HUMAN23459, HUMAN23458, HUMAN23464	CAEEL00264
OG0006059	HUMAN28374	CAEEL09710
OG0006062	HUMAN10403, HUMAN10404, HUMAN10402	CAEEL08027
OG0006063	HUMAN23816	CAEEL09563
OG0006064	HUMAN23900, HUMAN23901	CAEEL11646
OG0006066	HUMAN21362	CAEEL07776
OG0006069	HUMAN26614, HUMAN26615	CAEEL08597
OG0006072	HUMAN17123, HUMAN17124	CAEEL09063
OG0006073	HUMAN15872, HUMAN15873, HUMAN15874	CAEEL15279
OG0006074	HUMAN08735	CAEEL15694
OG0006075	HUMAN25111, HUMAN25113, HUMAN25112	CAEEL05481
OG0006079	HUMAN10020	CAEEL06022
OG0006083	HUMAN26973	CAEEL10880
OG0006085	HUMAN05831, HUMAN05833, HUMAN05832	CAEEL07121
OG0006086	HUMAN24766, HUMAN24767	CAEEL05357
OG0006087	HUMAN09228, HUMAN09229	CAEEL10339
OG0006090	HUMAN02549, HUMAN02551	CAEEL06249
OG0006095	HUMAN14590, HUMAN14591	CAEEL03714
OG0006096	HUMAN07332	CAEEL08930
OG0006098	HUMAN24463	CAEEL17792
OG0006101	HUMAN09929, HUMAN09927	CAEEL04363
OG0006104	HUMAN13307, HUMAN13306	CAEEL15552
OG0006106	HUMAN01288	CAEEL09939
OG0006108	HUMAN19308, HUMAN24804	CAEEL07908
OG0006110	HUMAN00146	CAEEL15606
OG0006111	HUMAN04097	CAEEL06592
OG0006113	HUMAN27782	CAEEL00297
OG0006114	HUMAN20879	CAEEL02929
OG0006116	HUMAN04926	CAEEL14600
OG0006117	HUMAN13387	CAEEL15839
OG0006118	HUMAN23165	CAEEL05175
OG0006119	HUMAN22103	CAEEL19837
OG0006120	HUMAN17280	CAEEL19875
OG0006121	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269	CAEEL01535
OG0006122	HUMAN12964, HUMAN12963	CAEEL06423
OG0006124	HUMAN17200, HUMAN17199	CAEEL00683
OG0006125	HUMAN15346	CAEEL12098
OG0006126	HUMAN14608	CAEEL09062
OG0006127	HUMAN11301	CAEEL08699
OG0006128	HUMAN11291	CAEEL01734
OG0006129	HUMAN22337	CAEEL15436
OG0006130	HUMAN24930	CAEEL19047
OG0006131	HUMAN10340, HUMAN10341	CAEEL08997
OG0006134	HUMAN23158, HUMAN23157	CAEEL05080
OG0006135	HUMAN03432	CAEEL16406
OG0006137	HUMAN00743	CAEEL01021
OG0006140	HUMAN26387	CAEEL06530
OG0006141	HUMAN09892	CAEEL00813
OG0006144	HUMAN04932	CAEEL12775
OG0006145	HUMAN00147	CAEEL00765, CAEEL00923
OG0006147	HUMAN01348	CAEEL11314
OG0006152	HUMAN25623	CAEEL01636
OG0006153	HUMAN22991	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	HUMAN26659	CAEEL13825
OG0006160	HUMAN02882	CAEEL08936
OG0006162	HUMAN14160	CAEEL06160
OG0006163	HUMAN09410	CAEEL00653
OG0006164	HUMAN04454, HUMAN04456	CAEEL01158
OG0006165	HUMAN18893	CAEEL15774
OG0006168	HUMAN14603	CAEEL05152
OG0006169	HUMAN05182	CAEEL08537
OG0006171	HUMAN00716	CAEEL01756
OG0006172	HUMAN08772, HUMAN08771	CAEEL14351
OG0006176	HUMAN15034	CAEEL05930
OG0006177	HUMAN04270, HUMAN04269	CAEEL04212
OG0006180	HUMAN14035	CAEEL09925
OG0006181	HUMAN15352	CAEEL14722
OG0006182	HUMAN12689	CAEEL06387
OG0006183	HUMAN20217, HUMAN20218	CAEEL19366
OG0006185	HUMAN27818	CAEEL01692
OG0006187	HUMAN01890	CAEEL00902
OG0006188	HUMAN28717	CAEEL02058
OG0006191	HUMAN23679	CAEEL06280, CAEEL06279
OG0006195	HUMAN10454, HUMAN10455	CAEEL08079
OG0006196	HUMAN21725	CAEEL06224, CAEEL06189
OG0006200	HUMAN23006, HUMAN23007, HUMAN23008	CAEEL11329
OG0006202	HUMAN08134, HUMAN08133	CAEEL07568
OG0006208	HUMAN15001	CAEEL00204
OG0006209	HUMAN23230, HUMAN23231	CAEEL11287
OG0006210	HUMAN23180	CAEEL00160
OG0006213	HUMAN21555	CAEEL01145
OG0006214	HUMAN07072	CAEEL12120
OG0006215	HUMAN28577, HUMAN28576	CAEEL04734
OG0006216	HUMAN14806	CAEEL16326
OG0006217	HUMAN22494	CAEEL05235
OG0006224	HUMAN00219	CAEEL11548
OG0006226	HUMAN23414	CAEEL02716
OG0006229	HUMAN22948	CAEEL06963
OG0006230	HUMAN17688	CAEEL08542
OG0006231	HUMAN27851	CAEEL20582
OG0006232	HUMAN17571	CAEEL07512, CAEEL07511
OG0006234	HUMAN01013	CAEEL05918
OG0006235	HUMAN06038	CAEEL04462
OG0006237	HUMAN00401	CAEEL04160
OG0006239	HUMAN11201	CAEEL01539
OG0006240	HUMAN29061	CAEEL08852
OG0006245	HUMAN18087	CAEEL00941
OG0006247	HUMAN23517	CAEEL11988
OG0006248	HUMAN30385	CAEEL05883
OG0006249	HUMAN11927	CAEEL10060
OG0006254	HUMAN20127, HUMAN20128	CAEEL11539
OG0006257	HUMAN18727, HUMAN18726	CAEEL15240
OG0006259	HUMAN28344	CAEEL09792
OG0006260	HUMAN20497	CAEEL09587
OG0006262	HUMAN20747	CAEEL01377
OG0006263	HUMAN14070, HUMAN14069, HUMAN14068	CAEEL09474
OG0006264	HUMAN07077	CAEEL11589
OG0006267	HUMAN22613, HUMAN22612	CAEEL09521
OG0006268	HUMAN29838	CAEEL09373, CAEEL09395
OG0006269	HUMAN20430	CAEEL11344
OG0006270	HUMAN29317	CAEEL01876
OG0006271	HUMAN17446	CAEEL08264
OG0006275	HUMAN02519	CAEEL01989
OG0006277	HUMAN12337	CAEEL08057
OG0006279	HUMAN19507	CAEEL00237
OG0006280	HUMAN25747	CAEEL17987
OG0006281	HUMAN00064, HUMAN00065	CAEEL04765
OG0006283	HUMAN02975	CAEEL00881
OG0006284	HUMAN14241	CAEEL08923
OG0006285	HUMAN18055, HUMAN18054	CAEEL04794
OG0006286	HUMAN27261	CAEEL00158
OG0006288	HUMAN07138	CAEEL08712
OG0006289	HUMAN21130	CAEEL07964
OG0006290	HUMAN00026, HUMAN00028, HUMAN00027	CAEEL04712
OG0006291	HUMAN01280	CAEEL00609
OG0006293	HUMAN07177	CAEEL07928
OG0006294	HUMAN08808	CAEEL14462
OG0006295	HUMAN26422	CAEEL09568
OG0006297	HUMAN20419	CAEEL11872
OG0006301	HUMAN09238	CAEEL17598
OG0006306	HUMAN00547	CAEEL01065
OG0006307	HUMAN23322	CAEEL06264
OG0006309	HUMAN06820	CAEEL05232
OG0006311	HUMAN06167	CAEEL17612
OG0006313	HUMAN00601, HUMAN00602, HUMAN00603	CAEEL05123
OG0006315	HUMAN17337	CAEEL15905
OG0006319	HUMAN04099	CAEEL13894
OG0006322	HUMAN20861	CAEEL09507
OG0006323	HUMAN07594	CAEEL02251
OG0006326	HUMAN02266, HUMAN02265	CAEEL15323
OG0006329	HUMAN17356	CAEEL02571
OG0006330	HUMAN09634	CAEEL06542
OG0006331	HUMAN15803, HUMAN15802	CAEEL13794
OG0006332	HUMAN04311	CAEEL10865
OG0006334	HUMAN14773	CAEEL08411, CAEEL18378
OG0006335	HUMAN06484	CAEEL04124, CAEEL00475
OG0006339	HUMAN07408, HUMAN07407	CAEEL08069
OG0006340	HUMAN03191	CAEEL11454
OG0006341	HUMAN14510	CAEEL06023
OG0006343	HUMAN27487	CAEEL05583, CAEEL02498
OG0006344	HUMAN28604	CAEEL14876
OG0006345	HUMAN27906	CAEEL06549
OG0006346	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485	CAEEL05783
OG0006347	HUMAN06637	CAEEL07567
OG0006350	HUMAN23687, HUMAN23686, HUMAN23685	CAEEL07674
OG0006352	HUMAN28597	CAEEL02603
OG0006353	HUMAN15771	CAEEL19140, CAEEL05676
OG0006354	HUMAN17172	CAEEL18116
OG0006356	HUMAN12205, HUMAN12204	CAEEL07675
OG0006360	HUMAN06791	CAEEL05277
OG0006361	HUMAN11009, HUMAN11008	CAEEL09060
OG0006362	HUMAN00550	CAEEL00998
OG0006363	HUMAN04865	CAEEL00971
OG0006365	HUMAN17577, HUMAN30443	CAEEL12631
OG0006370	HUMAN27328	CAEEL05220
OG0006372	HUMAN05301	CAEEL09848
OG0006375	HUMAN10310, HUMAN10309	CAEEL00741
OG0006377	HUMAN23254	CAEEL09247
OG0006378	HUMAN22618	CAEEL04747
OG0006381	HUMAN06920, HUMAN30425, HUMAN06919	CAEEL09800
OG0006385	HUMAN04983	CAEEL17878
OG0006386	HUMAN03914, HUMAN03913	CAEEL02065
OG0006387	HUMAN19461, HUMAN19462, HUMAN00501	CAEEL00319
OG0006389	HUMAN29747, HUMAN25835	CAEEL07348
OG0006390	HUMAN02874, HUMAN02872, HUMAN02873	CAEEL13360
OG0006391	HUMAN05598	CAEEL16380, CAEEL11908
OG0006392	HUMAN01485	CAEEL07571
OG0006393	HUMAN28534, HUMAN14443	CAEEL14337
OG0006395	HUMAN18810, HUMAN18809, HUMAN18808	CAEEL11636
OG0006402	HUMAN22757	CAEEL14843
OG0006405	HUMAN04667, HUMAN03885, HUMAN03882, HUMAN03883, HUMAN03884	CAEEL04608
OG0006406	HUMAN13006, HUMAN15941, HUMAN13007	CAEEL04927, CAEEL07538
OG0006407	HUMAN21252, HUMAN15339, HUMAN15338	CAEEL20555
OG0006408	HUMAN09012, HUMAN09011	CAEEL15120
OG0006414	HUMAN03409	CAEEL18847
OG0006415	HUMAN04551, HUMAN04550, HUMAN04549, HUMAN19756, HUMAN11729	CAEEL20504
OG0006442	HUMAN24428	CAEEL03041
OG0006443	HUMAN04869	CAEEL07304
OG0006448	HUMAN23211	CAEEL07841
OG0006449	HUMAN28069	CAEEL02036
OG0006454	HUMAN13113, HUMAN13112	CAEEL06995
OG0006456	HUMAN14116, HUMAN14117, HUMAN14118	CAEEL09794
OG0006457	HUMAN14767	CAEEL05605
OG0006459	HUMAN09471	CAEEL00244
OG0006460	HUMAN02632	CAEEL10630
OG0006461	HUMAN20951	CAEEL11863
OG0006462	HUMAN20252	CAEEL05709
OG0006464	HUMAN30209, HUMAN22027	CAEEL01413
OG0006465	HUMAN02673	CAEEL10921
OG0006468	HUMAN28005	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	HUMAN26665	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	HUMAN19727	CAEEL07206
OG0006475	HUMAN26136	CAEEL07548
OG0006476	HUMAN07555, HUMAN07556	CAEEL12092
OG0006478	HUMAN14445	CAEEL06158
OG0006479	HUMAN00009	CAEEL05626
OG0006480	HUMAN03645	CAEEL10265, CAEEL10266
OG0006481	HUMAN05570, HUMAN20279	CAEEL19099, CAEEL01638
OG0006482	HUMAN08453	CAEEL10834
OG0006485	HUMAN04789	CAEEL14223
OG0006488	HUMAN15844	CAEEL17648
OG0006490	HUMAN07030	CAEEL11637
OG0006491	HUMAN13791, HUMAN13790	CAEEL13015
OG0006496	HUMAN02167	CAEEL08493
OG0006497	HUMAN07721, HUMAN07722, HUMAN07720	CAEEL06461
OG0006498	HUMAN29984	CAEEL02503
OG0006499	HUMAN02242, HUMAN02243, HUMAN02244	CAEEL20101
OG0006501	HUMAN15460	CAEEL16016
OG0006503	HUMAN27658	CAEEL07188
OG0006505	HUMAN02985, HUMAN02984	CAEEL06783
OG0006506	HUMAN21266	CAEEL03029
OG0006509	HUMAN22918, HUMAN22917	CAEEL00006, CAEEL15373
OG0006511	HUMAN18612, HUMAN18611, HUMAN09163	CAEEL02676
OG0006512	HUMAN20060, HUMAN20059	CAEEL07313
OG0006514	HUMAN22995	CAEEL07858
OG0006515	HUMAN08961	CAEEL02554
OG0006516	HUMAN09318	CAEEL15132
OG0006517	HUMAN13704	CAEEL01423
OG0006520	HUMAN07570	CAEEL13792
OG0006522	HUMAN12255, HUMAN12266	CAEEL07957
OG0006523	HUMAN15810, HUMAN15811	CAEEL15760
OG0006525	HUMAN28845	CAEEL11800
OG0006528	HUMAN18246	CAEEL14466
OG0006532	HUMAN14164	CAEEL05678
OG0006535	HUMAN06136	CAEEL19419
OG0006536	HUMAN14779	CAEEL05174
OG0006538	HUMAN17787	CAEEL07903, CAEEL04060
OG0006540	HUMAN30223	CAEEL19898
OG0006542	HUMAN07571	CAEEL04749
OG0006543	HUMAN25209	CAEEL05304
OG0006544	HUMAN18899	CAEEL02597
OG0006545	HUMAN29010, HUMAN29009	CAEEL08394
OG0006546	HUMAN08888	CAEEL16446
OG0006547	HUMAN06438	CAEEL09736
OG0006550	HUMAN02858	CAEEL02186
OG0006552	HUMAN23496	CAEEL02725
OG0006553	HUMAN25917	CAEEL06508
OG0006554	HUMAN07135	CAEEL09071
OG0006556	HUMAN25766	CAEEL00553
OG0006557	HUMAN19957	CAEEL07597
OG0006560	HUMAN08721	CAEEL14360
OG0006561	HUMAN08528, HUMAN08523	CAEEL16404
OG0006565	HUMAN26889, HUMAN21101	CAEEL12176
OG0006568	HUMAN25683	CAEEL01944
OG0006569	HUMAN17062	CAEEL03290
OG0006570	HUMAN24735	CAEEL15966
OG0006571	HUMAN23449	CAEEL05447
OG0006572	HUMAN00888, HUMAN00887, HUMAN00889	CAEEL09940, CAEEL09371
OG0006573	HUMAN12290, HUMAN12289	CAEEL05442
OG0006574	HUMAN14371, HUMAN14370	CAEEL01738
OG0006577	HUMAN05518, HUMAN05517	CAEEL15281
OG0006578	HUMAN22134	CAEEL00045
OG0006579	HUMAN28507	CAEEL07922
OG0006580	HUMAN12504	CAEEL07590
OG0006583	HUMAN25717	CAEEL01627
OG0006584	HUMAN20560	CAEEL05880
OG0006587	HUMAN15554, HUMAN15555, HUMAN15553	CAEEL17957
OG0006588	HUMAN29928	CAEEL11640
OG0006589	HUMAN17150	CAEEL10276
OG0006590	HUMAN05824, HUMAN05823	CAEEL15655
OG0006594	HUMAN10868, HUMAN10810	CAEEL00833
OG0006595	HUMAN03332	CAEEL10661
OG0006596	HUMAN19063, HUMAN19062	CAEEL00560
OG0006597	HUMAN30289	CAEEL10448
OG0006598	HUMAN28610	CAEEL03295
OG0006602	HUMAN14818	CAEEL16562
OG0006603	HUMAN11393	CAEEL00624
OG0006604	HUMAN11730, HUMAN11731	CAEEL07198
OG0006606	HUMAN11489, HUMAN11491, HUMAN11490	CAEEL07376
OG0006607	HUMAN00747, HUMAN00746	CAEEL01560
OG0006608	HUMAN21771, HUMAN21770	CAEEL05698
OG0006609	HUMAN27322	CAEEL02187
OG0006610	HUMAN10217	CAEEL11386
OG0006611	HUMAN06625	CAEEL07953
OG0006613	HUMAN09458, HUMAN09457, HUMAN09459	CAEEL01845
OG0006614	HUMAN06112, HUMAN06113	CAEEL05124
OG0006615	HUMAN13872	CAEEL09131
OG0006621	HUMAN26752	CAEEL07639
OG0006622	HUMAN28527, HUMAN29955	CAEEL05834
OG0006624	HUMAN20606	CAEEL07631
OG0006625	HUMAN18256	CAEEL08791
OG0006626	HUMAN20006, HUMAN21273	CAEEL07560
OG0006627	HUMAN13668, HUMAN13665, HUMAN13667	CAEEL11375
OG0006628	HUMAN09710	CAEEL07329
OG0006630	HUMAN09502	CAEEL11696
OG0006631	HUMAN17541	CAEEL00720
OG0006632	HUMAN24257, HUMAN22067	CAEEL20160, CAEEL00199
OG0006633	HUMAN24475	CAEEL00427
OG0006636	HUMAN16299	CAEEL07724
OG0006637	HUMAN13012	CAEEL12125
OG0006645	HUMAN28961, HUMAN28960	CAEEL17855
OG0006646	HUMAN10004	CAEEL15891
OG0006647	HUMAN11131	CAEEL07174
OG0006648	HUMAN25312	CAEEL01435
OG0006651	HUMAN19384	CAEEL09522
OG0006655	HUMAN23490, HUMAN23489	CAEEL00324
OG0006658	HUMAN08547	CAEEL00269
OG0006660	HUMAN20944, HUMAN20943	CAEEL09560, CAEEL09561
OG0006662	HUMAN05526	CAEEL12773
OG0006663	HUMAN18303	CAEEL08458
OG0006664	HUMAN23221	CAEEL01906
OG0006666	HUMAN28875	CAEEL05999
OG0006667	HUMAN09839	CAEEL01250
OG0006668	HUMAN17409	CAEEL06992
