Orthogroup	HUMAN	BRAFL
OG0007399	HUMAN16123	bflo_24010
OG0007400	HUMAN22018	bflo_22433
OG0007401	HUMAN05484	bflo_14612
OG0007402	HUMAN10240, HUMAN10238	bflo_23426
OG0007403	HUMAN17253	bflo_10174
OG0007405	HUMAN20387	bflo_20962
OG0007406	HUMAN19713	bflo_20357
OG0007407	HUMAN03483	bflo_08514
OG0007408	HUMAN28141, HUMAN28142	bflo_02032
OG0007409	HUMAN25552	bflo_02035
OG0007411	HUMAN23663	bflo_07704
OG0007412	HUMAN17545	bflo_17518
OG0007413	HUMAN20818	bflo_18831, bflo_19664
OG0007414	HUMAN01057	bflo_25464
OG0007415	HUMAN12759	bflo_02381
OG0007416	HUMAN22361	bflo_14951
OG0007417	HUMAN07346	bflo_20677
OG0007418	HUMAN13111, HUMAN13110	bflo_20034
OG0007419	HUMAN12142	bflo_22990
OG0007421	HUMAN06697	bflo_12217
OG0007422	HUMAN08465	bflo_19655
OG0007423	HUMAN10490	bflo_23596
OG0007424	HUMAN10237	bflo_23127
OG0007425	HUMAN06193	bflo_14507
OG0007426	HUMAN10114, HUMAN10115	bflo_18604
OG0007427	HUMAN03785	bflo_09574
OG0007428	HUMAN20678	bflo_19134
OG0007429	HUMAN06934	bflo_11389
OG0007430	HUMAN21194	bflo_17946
OG0007431	HUMAN26226	bflo_00171
OG0007432	HUMAN05574	bflo_24342
OG0007433	HUMAN04271	bflo_03234
OG0007434	HUMAN10246	bflo_23083
OG0007435	HUMAN20583	bflo_02346
OG0007436	HUMAN19667, HUMAN19666, HUMAN19668, HUMAN19665	bflo_02613
OG0007438	HUMAN02955	bflo_09397
OG0007439	HUMAN16947	bflo_01560
OG0007440	HUMAN01515, HUMAN01510, HUMAN02417, HUMAN01506, HUMAN02418, HUMAN01507, HUMAN02419	bflo_12274
OG0007441	HUMAN13782	bflo_20302, bflo_15083
OG0007442	HUMAN00969	bflo_25641
OG0007443	HUMAN07149	bflo_20276
OG0007444	HUMAN09409, HUMAN28835	bflo_00595
OG0007445	HUMAN21386	bflo_17572
OG0007446	HUMAN07376	bflo_07107
OG0007447	HUMAN22922	bflo_15402
OG0007448	HUMAN14222, HUMAN14221	bflo_05489, bflo_06846
OG0007449	HUMAN18814	bflo_12540
OG0007450	HUMAN08573, HUMAN08574	bflo_10846
OG0007451	HUMAN08166	bflo_13811
OG0007452	HUMAN22554	bflo_14825, bflo_14722
OG0007453	HUMAN10744	bflo_16585
OG0007454	HUMAN18226	bflo_22118
OG0007455	HUMAN29667	bflo_17706
OG0007456	HUMAN07199	bflo_01583
OG0007457	HUMAN09838	bflo_26814, bflo_06127
OG0007458	HUMAN28978	bflo_25670
OG0007459	HUMAN16778	bflo_20243
OG0007460	HUMAN16831, HUMAN16829	bflo_10847
OG0007461	HUMAN08943	bflo_09747
OG0007462	HUMAN19637, HUMAN19636	bflo_18941
OG0007463	HUMAN06999	bflo_10590
OG0007464	HUMAN26087	bflo_00445
OG0007465	HUMAN13093	bflo_21112
OG0007466	HUMAN09405	bflo_08000
OG0007467	HUMAN28516	bflo_05624
OG0007468	HUMAN22128	bflo_08789
OG0007471	HUMAN07932	bflo_13019
OG0007472	HUMAN23723	bflo_05935
OG0007474	HUMAN05615	bflo_01427
OG0007475	HUMAN10446, HUMAN10445	bflo_08869
OG0007476	HUMAN14444	bflo_25779
OG0007477	HUMAN12723	bflo_19128
OG0007478	HUMAN19940	bflo_20152
OG0007479	HUMAN25924, HUMAN25925, HUMAN25923	bflo_23681
OG0007480	HUMAN03711	bflo_09770
OG0007481	HUMAN11840	bflo_20525, bflo_20940
OG0007482	HUMAN01581	bflo_24643
OG0007483	HUMAN25804	bflo_05915
OG0007484	HUMAN15505	bflo_15769
OG0007485	HUMAN08408	bflo_22291
OG0007486	HUMAN03242	bflo_08093
OG0007487	HUMAN00801	bflo_21834
OG0007488	HUMAN24932	bflo_09156
OG0007489	HUMAN08300, HUMAN08303, HUMAN08301	bflo_01354
OG0007490	HUMAN18581, HUMAN18580	bflo_01534
OG0007491	HUMAN10273	bflo_08894
OG0007492	HUMAN25121	bflo_11532
OG0007493	HUMAN22084	bflo_12341, bflo_12486, bflo_10771
OG0007494	HUMAN16086	bflo_21044
OG0007495	HUMAN19626, HUMAN19624	bflo_02160
OG0007496	HUMAN21064	bflo_02927
OG0007497	HUMAN02092, HUMAN02091	bflo_21756
OG0007498	HUMAN28184	bflo_05937
OG0007499	HUMAN04823	bflo_23609
OG0007500	HUMAN21907	bflo_02362
OG0007501	HUMAN06876, HUMAN06874, HUMAN06875	bflo_03458
OG0007503	HUMAN03263, HUMAN03264, HUMAN03265	bflo_22154
OG0007504	HUMAN26616	bflo_23410
OG0007507	HUMAN02724, HUMAN02723, HUMAN02726, HUMAN02725	bflo_20339
OG0007508	HUMAN29445	bflo_16429
OG0007509	HUMAN12458	bflo_25337
OG0007510	HUMAN00670, HUMAN00669	bflo_23353
OG0007513	HUMAN02838	bflo_12370
OG0007516	HUMAN06240, HUMAN06238, HUMAN06239	bflo_11093
OG0007517	HUMAN04257	bflo_09839
OG0007518	HUMAN06937, HUMAN06939, HUMAN06936, HUMAN06938	bflo_12220
OG0007519	HUMAN15216, HUMAN15215	bflo_13950
OG0007520	HUMAN17640, HUMAN17646, HUMAN20798	bflo_25745
OG0007521	HUMAN03514	bflo_13860, bflo_19698, bflo_19701
OG0007522	HUMAN08876	bflo_03362
OG0007524	HUMAN26701, HUMAN30360	bflo_21710
OG0007525	HUMAN01310	bflo_25748
OG0007527	HUMAN14056	bflo_12687
OG0007528	HUMAN01170	bflo_15800
OG0007529	HUMAN13627, HUMAN13630, HUMAN13626, HUMAN13628, HUMAN13629	bflo_22763
OG0007531	HUMAN23525, HUMAN23527, HUMAN23526	bflo_06234
OG0007533	HUMAN18647	bflo_05908
OG0007541	HUMAN02477	bflo_23902, bflo_15686
OG0007543	HUMAN02253, HUMAN29119	bflo_22019, bflo_04485, bflo_16718
OG0007546	HUMAN20275	bflo_23694
OG0007550	HUMAN14033, HUMAN11371	bflo_12697
OG0007551	HUMAN07662, HUMAN30353, HUMAN30352	bflo_21944
OG0007553	HUMAN06169	bflo_13631, bflo_12555, bflo_14014, bflo_11573, bflo_13238, bflo_12956, bflo_26691, bflo_02744, bflo_01012
OG0007582	HUMAN23412, HUMAN23413, HUMAN23411	bflo_06722
OG0007583	HUMAN03503	bflo_10280, bflo_09617
OG0007584	HUMAN10216, HUMAN10215	bflo_23456
OG0007587	HUMAN28082	bflo_05425
OG0007588	HUMAN05800	bflo_08932
OG0007589	HUMAN23044	bflo_15014
OG0007591	HUMAN12931	bflo_06991
OG0007592	HUMAN19604	bflo_02567
OG0007593	HUMAN00152, HUMAN00151	bflo_18115
OG0007594	HUMAN28778, HUMAN28779, HUMAN28780	bflo_06134
OG0007595	HUMAN26771, HUMAN26772	bflo_08716
OG0007597	HUMAN07406	bflo_20205
OG0007598	HUMAN22979	bflo_14696
OG0007600	HUMAN07630	bflo_22319
OG0007600	HUMAN21662	bflo_22546
OG0007601	HUMAN12973	bflo_22835
OG0007602	HUMAN00917	bflo_25731
OG0007603	HUMAN11097	bflo_13403
OG0007604	HUMAN11462, HUMAN11463	bflo_13109
OG0007605	HUMAN25002	bflo_14084
OG0007606	HUMAN16824, HUMAN16823	bflo_09037
OG0007607	HUMAN00121	bflo_24972
OG0007608	HUMAN24575, HUMAN24576	bflo_00905, bflo_01074
OG0007609	HUMAN07130	bflo_21985
OG0007610	HUMAN20947	bflo_12438
OG0007612	HUMAN06201	bflo_03626
OG0007613	HUMAN14918, HUMAN14919, HUMAN14917	bflo_05631
OG0007614	HUMAN11569, HUMAN11570, HUMAN11567	bflo_13306
OG0007615	HUMAN17636	bflo_11806
OG0007616	HUMAN16740	bflo_05802
OG0007617	HUMAN28528	bflo_05912
OG0007618	HUMAN05174, HUMAN05173	bflo_17677
OG0007619	HUMAN21829	bflo_24408
OG0007621	HUMAN01027, HUMAN06000	bflo_25877
OG0007622	HUMAN21098	bflo_12432, bflo_11562
OG0007623	HUMAN14413, HUMAN02716	bflo_09081
OG0007624	HUMAN00744	bflo_03915
OG0007628	HUMAN22378	bflo_14113
OG0007629	HUMAN23337	bflo_04302
OG0007630	HUMAN05291	bflo_22203
OG0007631	HUMAN25386, HUMAN17448	bflo_18020
OG0007632	HUMAN16885	bflo_12731
OG0007633	HUMAN13873	bflo_00693
OG0007634	HUMAN22721	bflo_07145
OG0007635	HUMAN22830	bflo_07343
OG0007637	HUMAN08470	bflo_09449
OG0007638	HUMAN25473	bflo_17731
OG0007639	HUMAN03357, HUMAN03356	bflo_07577
OG0007642	HUMAN02914	bflo_00179
OG0007643	HUMAN26301	bflo_02155
OG0007645	HUMAN10615, HUMAN10616	bflo_20312
OG0007646	HUMAN29544	bflo_08412
OG0007647	HUMAN02929	bflo_19093
OG0007648	HUMAN29976	bflo_17312
OG0007649	HUMAN01321	bflo_10016
OG0007650	HUMAN16337, HUMAN16338	bflo_03304
OG0007651	HUMAN16641	bflo_21344
OG0007652	HUMAN29441	bflo_16698
OG0007653	HUMAN17027, HUMAN17025, HUMAN17026	bflo_06136
OG0007655	HUMAN14130	bflo_05609, bflo_06739
OG0007656	HUMAN02869	bflo_11407
OG0007657	HUMAN04204	bflo_03371
OG0007658	HUMAN30007	bflo_17413
OG0007659	HUMAN18167, HUMAN18165, HUMAN18169	bflo_00447
OG0007660	HUMAN02075	bflo_16535
OG0007662	HUMAN05169	bflo_24186
OG0007663	HUMAN19568	bflo_17347
OG0007664	HUMAN10066	bflo_10773
OG0007665	HUMAN27691, HUMAN27690	bflo_01695
OG0007666	HUMAN10319	bflo_23297
OG0007667	HUMAN15603	bflo_12556
OG0007668	HUMAN07341	bflo_20338
OG0007669	HUMAN26809, HUMAN26810	bflo_11142
OG0007670	HUMAN25254	bflo_05622
OG0007671	HUMAN18044	bflo_02418
OG0007672	HUMAN02090	bflo_17487
OG0007673	HUMAN30108, HUMAN00583	bflo_06491
OG0007674	HUMAN08286	bflo_23563
OG0007675	HUMAN25956, HUMAN25982	bflo_06363
OG0007676	HUMAN24899	bflo_08407
OG0007677	HUMAN29231, HUMAN29232	bflo_16920
OG0007679	HUMAN23101	bflo_10208
OG0007680	HUMAN17909	bflo_00308
OG0007681	HUMAN09648	bflo_03450
OG0007684	HUMAN15836	bflo_07569, bflo_08134
OG0007685	HUMAN18793	bflo_18881
OG0007686	HUMAN11598, HUMAN11597, HUMAN11595, HUMAN11599	bflo_13479
OG0007687	HUMAN20268	bflo_22973
OG0007688	HUMAN27313, HUMAN27311	bflo_18763
OG0007689	HUMAN07121	bflo_20780
OG0007690	HUMAN27678	bflo_18798
OG0007691	HUMAN27822	bflo_20819
OG0007692	HUMAN02061	bflo_23407
OG0007694	HUMAN20746	bflo_13350
OG0007695	HUMAN28172	bflo_01847
OG0007696	HUMAN05784	bflo_11039
OG0007698	HUMAN29272	bflo_25937
OG0007700	HUMAN07314	bflo_20560
OG0007701	HUMAN07269	bflo_20311
OG0007703	HUMAN22827	bflo_08727
OG0007704	HUMAN21558, HUMAN21556	bflo_02614
OG0007705	HUMAN03246	bflo_08400
OG0007706	HUMAN10609, HUMAN10610	bflo_22700
OG0007707	HUMAN21958, HUMAN11921	bflo_10464
OG0007708	HUMAN06488	bflo_19064
OG0007709	HUMAN23750, HUMAN01625	bflo_07606
OG0007711	HUMAN25855	bflo_07586
OG0007712	HUMAN03420	bflo_10106
OG0007713	HUMAN06586	bflo_18812
OG0007714	HUMAN30023	bflo_15303
OG0007715	HUMAN19961	bflo_20286
OG0007716	HUMAN10202, HUMAN10203	bflo_11425
OG0007717	HUMAN03284	bflo_04203
OG0007718	HUMAN02952, HUMAN02953	bflo_18866
OG0007719	HUMAN26223	bflo_24402
OG0007721	HUMAN03623	bflo_08960
OG0007722	HUMAN03285	bflo_23699
OG0007723	HUMAN26538	bflo_02387
OG0007724	HUMAN03962	bflo_05312, bflo_16516, bflo_01307, bflo_01302
OG0007725	HUMAN29154	bflo_15815
OG0007726	HUMAN04436, HUMAN04435	bflo_24372
OG0007728	HUMAN27883	bflo_05034
OG0007729	HUMAN11128, HUMAN11127	bflo_12977
OG0007730	HUMAN27996, HUMAN27997, HUMAN27995	bflo_12998
OG0007732	HUMAN24163, HUMAN24162	bflo_08778
OG0007733	HUMAN01349	bflo_11525
OG0007734	HUMAN00972, HUMAN17214	bflo_25678
OG0007735	HUMAN12324	bflo_03867, bflo_03872
OG0007736	HUMAN13041	bflo_20418
OG0007738	HUMAN19368	bflo_06705, bflo_06706
OG0007739	HUMAN01347	bflo_18458
OG0007740	HUMAN05471, HUMAN05472	bflo_04368
OG0007741	HUMAN02503	bflo_11053
OG0007743	HUMAN09883, HUMAN06357	bflo_02840
OG0007744	HUMAN26813, HUMAN26814	bflo_26182
OG0007745	HUMAN11543, HUMAN11542	bflo_12671
OG0007746	HUMAN25134	bflo_06579
OG0007747	HUMAN01081	bflo_26277
OG0007748	HUMAN02622	bflo_21605
OG0007749	HUMAN26822	bflo_05007
OG0007750	HUMAN14835, HUMAN14833	bflo_25715
OG0007751	HUMAN17117, HUMAN17120	bflo_10650, bflo_08743
OG0007752	HUMAN05362	bflo_21959
OG0007753	HUMAN23321	bflo_22394
OG0007754	HUMAN21523	bflo_26220
OG0007755	HUMAN02406	bflo_11338, bflo_10030
OG0007756	HUMAN18795	bflo_16250
OG0007757	HUMAN01101	bflo_27501, bflo_25642
OG0007758	HUMAN29935	bflo_10877
OG0007759	HUMAN01276	bflo_16310
OG0007760	HUMAN19195	bflo_13020
OG0007761	HUMAN00323	bflo_24923
OG0007762	HUMAN07584	bflo_10652, bflo_15443, bflo_22270
OG0007763	HUMAN01210	bflo_25707
OG0007765	HUMAN26181, HUMAN26182	bflo_13995
OG0007766	HUMAN10522	bflo_23712
OG0007767	HUMAN17614	bflo_24566
OG0007768	HUMAN11819, HUMAN11818	bflo_24479
OG0007769	HUMAN10250	bflo_23531
OG0007770	HUMAN07203, HUMAN07205	bflo_20500
OG0007771	HUMAN06957	bflo_11433
OG0007772	HUMAN21301	bflo_22115
OG0007773	HUMAN22030	bflo_03725, bflo_21510
OG0007774	HUMAN17885, HUMAN17884	bflo_19564
OG0007775	HUMAN13077	bflo_21066
OG0007776	HUMAN13908, HUMAN13907, HUMAN13906	bflo_06131
OG0007779	HUMAN18212	bflo_18703
OG0007780	HUMAN08419, HUMAN08418	bflo_17991
OG0007781	HUMAN02870	bflo_07603
OG0007782	HUMAN10939	bflo_06893
OG0007783	HUMAN10560	bflo_23885
OG0007784	HUMAN12802	bflo_19072
OG0007786	HUMAN18705	bflo_16999
OG0007788	HUMAN10906, HUMAN10907	bflo_03873
OG0007789	HUMAN10825, HUMAN10824	bflo_21102
OG0007790	HUMAN25976	bflo_11705
OG0007791	HUMAN00111	bflo_23951
OG0007793	HUMAN01140, HUMAN01141, HUMAN01142	bflo_25655
OG0007794	HUMAN07379, HUMAN07378	bflo_20585
OG0007795	HUMAN00877, HUMAN00879, HUMAN00878	bflo_15425, bflo_14831
OG0007796	HUMAN01833	bflo_02054
OG0007797	HUMAN10834	bflo_21105
OG0007798	HUMAN23022	bflo_18226
OG0007799	HUMAN26285	bflo_00372
OG0007800	HUMAN05271, HUMAN05270	bflo_14344
OG0007801	HUMAN12139, HUMAN12140, HUMAN12141	bflo_23404
OG0007802	HUMAN16301	bflo_23831
OG0007803	HUMAN17024	bflo_06509
OG0007804	HUMAN27359	bflo_06653
OG0007806	HUMAN28143, HUMAN18582	bflo_06303
OG0007807	HUMAN03444	bflo_05294
OG0007808	HUMAN20964	bflo_11247
OG0007809	HUMAN01412	bflo_03965
OG0007810	HUMAN20972	bflo_10987
OG0007811	HUMAN21891	bflo_24096
OG0007812	HUMAN23209	bflo_00281
OG0007813	HUMAN02512	bflo_21210
OG0007814	HUMAN03364	bflo_06730
OG0007815	HUMAN18937, HUMAN18939, HUMAN18936, HUMAN18938	bflo_00749, bflo_00769, bflo_00543
OG0007816	HUMAN00100, HUMAN00099	bflo_24433
OG0007818	HUMAN07509, HUMAN07511, HUMAN07510	bflo_15495
OG0007820	HUMAN11761	bflo_20895
OG0007823	HUMAN03449	bflo_01549
OG0007826	HUMAN07299	bflo_20018
OG0007827	HUMAN16930, HUMAN16931, HUMAN16929	bflo_06413
OG0007828	HUMAN13883, HUMAN13882	bflo_07281
OG0007829	HUMAN11339	bflo_01959
OG0007830	HUMAN01001	bflo_08474
OG0007831	HUMAN27771	bflo_08904
OG0007832	HUMAN08812	bflo_03510, bflo_19382
OG0007833	HUMAN19927, HUMAN19926	bflo_21063
OG0007834	HUMAN24234, HUMAN24235, HUMAN24233, HUMAN24232	bflo_09024
OG0007835	HUMAN23278	bflo_25222
OG0007836	HUMAN30213	bflo_00713
OG0007837	HUMAN29610	bflo_19677
OG0007838	HUMAN19928	bflo_01372
OG0007840	HUMAN27820	bflo_06242
OG0007841	HUMAN03161	bflo_07375
OG0007842	HUMAN02588, HUMAN02589	bflo_04890
OG0007843	HUMAN23053, HUMAN24119	bflo_14088
OG0007845	HUMAN11436, HUMAN11435	bflo_27016, bflo_11683, bflo_14689
OG0007847	HUMAN28900, HUMAN28899	bflo_00441
OG0007848	HUMAN19483	bflo_17671
OG0007849	HUMAN08686	bflo_11783
OG0007851	HUMAN02220, HUMAN10989	bflo_13474
OG0007854	HUMAN25144, HUMAN25143	bflo_18378
OG0007858	HUMAN27701	bflo_09176
OG0007859	HUMAN17826	bflo_19258
OG0007860	HUMAN01367	bflo_10535, bflo_10715
OG0007862	HUMAN02592, HUMAN12841, HUMAN12840	bflo_02553
OG0007863	HUMAN28871, HUMAN28870, HUMAN06902, HUMAN02364	bflo_13618
OG0007866	HUMAN13544	bflo_22935
OG0007867	HUMAN21239, HUMAN21238, HUMAN21237	bflo_23587, bflo_13371
OG0007871	HUMAN27537, HUMAN03154, HUMAN03155	bflo_07333
OG0007907	HUMAN18079, HUMAN18078	bflo_02235
OG0007908	HUMAN27841	bflo_20499
OG0007911	HUMAN16282, HUMAN16283	bflo_22860
OG0007913	HUMAN09685	bflo_05599
OG0007915	HUMAN16719, HUMAN16718	bflo_05663
OG0007916	HUMAN17441	bflo_17716
OG0007917	HUMAN07730	bflo_15056
OG0007918	HUMAN24900, HUMAN24901	bflo_15667
OG0007920	HUMAN04967	bflo_06190
OG0007922	HUMAN15444, HUMAN15445	bflo_10350
OG0007925	HUMAN18631, HUMAN18632	bflo_10568
OG0007926	HUMAN09355, HUMAN09356	bflo_23868
OG0007927	HUMAN26473	bflo_11079
OG0007929	HUMAN14120	bflo_13452
OG0007930	HUMAN19209	bflo_12616
OG0007931	HUMAN05429, HUMAN22978	bflo_14695
OG0007932	HUMAN24557	bflo_13897
OG0007934	HUMAN21422	bflo_26432
OG0007935	HUMAN25433	bflo_17663
OG0007936	HUMAN25542, HUMAN25541	bflo_01563
OG0007937	HUMAN02729	bflo_14531
OG0007938	HUMAN06734	bflo_12211
OG0007940	HUMAN09227, HUMAN09226	bflo_18637
OG0007941	HUMAN10745	bflo_04799
OG0007943	HUMAN05448	bflo_17585
OG0007944	HUMAN22561, HUMAN22559, HUMAN22563, HUMAN22562, HUMAN22560	bflo_08272
OG0007945	HUMAN11683, HUMAN11682	bflo_16266
OG0007946	HUMAN01410	bflo_10287
OG0007948	HUMAN11837	bflo_21118
OG0007949	HUMAN13796, HUMAN13795	bflo_01732
OG0007951	HUMAN19098	bflo_13301
OG0007952	HUMAN21513	bflo_02620
OG0007953	HUMAN29593	bflo_00434
OG0007954	HUMAN25141, HUMAN25140	bflo_17425
OG0007955	HUMAN08358, HUMAN08359	bflo_10996
OG0007956	HUMAN23725	bflo_06064
OG0007957	HUMAN12395	bflo_00714
OG0007958	HUMAN10130	bflo_06296
OG0007959	HUMAN00914	bflo_26327
OG0007962	HUMAN23916	bflo_15039
OG0007963	HUMAN00079, HUMAN00077	bflo_24596
OG0007964	HUMAN26269	bflo_01247, bflo_07079
OG0007965	HUMAN10628	bflo_23151
OG0007966	HUMAN23684	bflo_07594
OG0007967	HUMAN14599, HUMAN14598, HUMAN14597	bflo_07105
OG0007968	HUMAN03235	bflo_06274
OG0007969	HUMAN11764	bflo_25712
OG0007970	HUMAN11987, HUMAN11988	bflo_24089
OG0007971	HUMAN20515	bflo_16346
OG0007972	HUMAN08234, HUMAN08235	bflo_13428
OG0007973	HUMAN18842, HUMAN18843	bflo_05021
OG0007974	HUMAN21538	bflo_24762
OG0007975	HUMAN00101	bflo_24764
OG0007976	HUMAN10652	bflo_23117
OG0007977	HUMAN10711	bflo_22929
OG0007978	HUMAN26591, HUMAN26590	bflo_25199, bflo_05322
OG0007979	HUMAN28431	bflo_14680
OG0007981	HUMAN08911, HUMAN08912	bflo_07631
OG0007982	HUMAN24581	bflo_02109
OG0007983	HUMAN02648, HUMAN02647, HUMAN02649	bflo_04850
OG0007984	HUMAN11790	bflo_21333, bflo_21994
OG0007985	HUMAN22845	bflo_14993, bflo_27135
OG0007986	HUMAN23732	bflo_06825
OG0007988	HUMAN08136	bflo_12561
OG0007991	HUMAN09310	bflo_12744
OG0007993	HUMAN02476	bflo_06048
OG0007994	HUMAN25068	bflo_07557
OG0007995	HUMAN30442, HUMAN30445, HUMAN30643, HUMAN30641, HUMAN30642, HUMAN30644, HUMAN30645, HUMAN30640	bflo_21217, bflo_08775, bflo_13624
OG0007996	HUMAN05904	bflo_20570
OG0007997	HUMAN25806	bflo_20061
OG0007998	HUMAN27286	bflo_02590
OG0007999	HUMAN13157	bflo_18850
OG0008000	HUMAN16710	bflo_01750
OG0008001	HUMAN17244, HUMAN17245, HUMAN17243	bflo_07295
OG0008002	HUMAN24480	bflo_26652, bflo_02053
OG0008003	HUMAN11963	bflo_24744
OG0008004	HUMAN07936	bflo_15702
OG0008006	HUMAN30122	bflo_22376, bflo_22210
OG0008007	HUMAN28574, HUMAN28573	bflo_26231
OG0008008	HUMAN25914	bflo_23803
OG0008009	HUMAN01656	bflo_07134
OG0008011	HUMAN20883	bflo_12071
OG0008012	HUMAN12766	bflo_19537
OG0008013	HUMAN02948, HUMAN02949, HUMAN02950	bflo_18671
OG0008014	HUMAN13088	bflo_22732
OG0008016	HUMAN17122	bflo_06044
OG0008017	HUMAN29822	bflo_11048
OG0008018	HUMAN03518	bflo_10614
OG0008019	HUMAN26686	bflo_24197
OG0008020	HUMAN25874	bflo_17017
OG0008021	HUMAN17724, HUMAN12729	bflo_18650
OG0008023	HUMAN00347	bflo_24601
OG0008025	HUMAN25944	bflo_23461
OG0008026	HUMAN07017	bflo_05857
OG0008027	HUMAN09297, HUMAN09295	bflo_05641
OG0008028	HUMAN13789, HUMAN13788	bflo_01481
OG0008029	HUMAN26373	bflo_20622
OG0008030	HUMAN20023	bflo_20783
OG0008031	HUMAN10154	bflo_15505
OG0008033	HUMAN17141, HUMAN17142	bflo_09244
OG0008035	HUMAN00302, HUMAN04540, HUMAN02066	bflo_25021
OG0008036	HUMAN25880	bflo_23597
OG0008037	HUMAN09652	bflo_05998
OG0008038	HUMAN21043	bflo_04254
OG0008039	HUMAN19944	bflo_21143
OG0008040	HUMAN25453, HUMAN25452	bflo_18362
OG0008041	HUMAN27061	bflo_12110
OG0008043	HUMAN09312	bflo_19743, bflo_15192
OG0008044	HUMAN11521	bflo_12978
OG0008046	HUMAN28416, HUMAN28418	bflo_12522
OG0008047	HUMAN02867, HUMAN02866	bflo_03031
OG0008048	HUMAN28014, HUMAN28015	bflo_13158
OG0008049	HUMAN26750	bflo_20285
OG0008050	HUMAN23560, HUMAN23558, HUMAN23559	bflo_25880
OG0008052	HUMAN09315, HUMAN09316	bflo_12650
OG0008053	HUMAN26036	bflo_10200
OG0008054	HUMAN20568	bflo_19172
OG0008055	HUMAN06710	bflo_11673
OG0008056	HUMAN29996	bflo_22457
OG0008057	HUMAN19652	bflo_14159, bflo_26941
OG0008058	HUMAN15328, HUMAN15329, HUMAN15330	bflo_06146
OG0008059	HUMAN00551, HUMAN00552	bflo_22099
OG0008060	HUMAN01458	bflo_14419
OG0008061	HUMAN27886	bflo_06829
OG0008062	HUMAN09476	bflo_01328
OG0008065	HUMAN20388	bflo_09932
OG0008066	HUMAN09760	bflo_03563
OG0008067	HUMAN25616	bflo_06241
OG0008068	HUMAN23056, HUMAN24120	bflo_14995
OG0008069	HUMAN14189	bflo_25318
OG0008070	HUMAN13658, HUMAN13659, HUMAN13660	bflo_22630
OG0008071	HUMAN01032	bflo_20776
OG0008073	HUMAN29336, HUMAN29335	bflo_15996
OG0008074	HUMAN12463	bflo_20249
OG0008075	HUMAN29868	bflo_14400
OG0008076	HUMAN06293, HUMAN06291, HUMAN06292, HUMAN06290	bflo_19297, bflo_14887
OG0008077	HUMAN26662, HUMAN26661	bflo_14852
OG0008078	HUMAN06472	bflo_21633
OG0008079	HUMAN27934	bflo_24655
OG0008081	HUMAN20765	bflo_13733
OG0008083	HUMAN08783	bflo_19745
OG0008084	HUMAN09222	bflo_05884
OG0008085	HUMAN02875	bflo_14047
OG0008086	HUMAN03738	bflo_04886
OG0008087	HUMAN18084	bflo_00892
OG0008088	HUMAN08520, HUMAN08522, HUMAN08521	bflo_17624
OG0008089	HUMAN26782	bflo_11402
OG0008090	HUMAN02903, HUMAN02904	bflo_04469
OG0008091	HUMAN07361, HUMAN07360	bflo_20178
OG0008092	HUMAN04427	bflo_10744
OG0008094	HUMAN11989	bflo_11003
OG0008098	HUMAN17004, HUMAN17003	bflo_16350
OG0008099	HUMAN10505, HUMAN10506	bflo_25711
OG0008100	HUMAN00523	bflo_06252
OG0008102	HUMAN29480	bflo_16606
OG0008103	HUMAN04801, HUMAN04800	bflo_23153
OG0008104	HUMAN03550, HUMAN03549, HUMAN03551	bflo_07082
OG0008105	HUMAN16819	bflo_24175
OG0008107	HUMAN23200, HUMAN23199	bflo_02513
OG0008108	HUMAN14058, HUMAN11110	bflo_12718
OG0008109	HUMAN11770, HUMAN11769, HUMAN11771	bflo_20239
OG0008110	HUMAN17613	bflo_09748
OG0008111	HUMAN09690	bflo_06012
OG0008112	HUMAN08268, HUMAN08270, HUMAN08269	bflo_19831
OG0008113	HUMAN14020	bflo_08464
OG0008115	HUMAN08321	bflo_23862
OG0008116	HUMAN12994, HUMAN10179	bflo_23115
OG0008117	HUMAN01737	bflo_16568
OG0008119	HUMAN26741	bflo_20529
OG0008120	HUMAN00765	bflo_17432
OG0008123	HUMAN04954	bflo_11111, bflo_27008
OG0008124	HUMAN06531	bflo_21059
OG0008125	HUMAN24198, HUMAN24197	bflo_11403
OG0008126	HUMAN01802	bflo_02173
OG0008127	HUMAN07524	bflo_14260
OG0008136	HUMAN19121	bflo_13975
OG0008143	HUMAN23788, HUMAN23787	bflo_14244
OG0008149	HUMAN19295, HUMAN00607	bflo_01301
OG0008151	HUMAN03088, HUMAN22588	bflo_08210
OG0008154	HUMAN22672, HUMAN03375	bflo_01934, bflo_01369, bflo_07428, bflo_21240
OG0008156	HUMAN18652	bflo_22234, bflo_09568
OG0008194	HUMAN01965	bflo_14434
OG0008199	HUMAN23058, HUMAN23057	bflo_14179
OG0008201	HUMAN21455	bflo_11543
OG0008202	HUMAN02093	bflo_17727
OG0008204	HUMAN11260	bflo_13453
OG0008205	HUMAN29340	bflo_15599
OG0008206	HUMAN02339	bflo_11270
OG0008208	HUMAN20538	bflo_12074
OG0008209	HUMAN26672, HUMAN26671	bflo_21208, bflo_22352
OG0008211	HUMAN28680, HUMAN28681	bflo_05922
OG0008212	HUMAN12505	bflo_00959, bflo_00737, bflo_26501
OG0008213	HUMAN21183, HUMAN21184	bflo_17603
OG0008214	HUMAN26684	bflo_24619
OG0008215	HUMAN07579, HUMAN07580, HUMAN07578	bflo_14211
