Orthogroup	APOSC_ok	DANRE
OG0005102	APOSC_05258	DANRE04032
OG0005103	APOSC_02095	DANRE10268, DANRE10267, DANRE18538
OG0005104	APOSC_08795	DANRE13004, DANRE13003
OG0005105	APOSC_23692	DANRE03075, DANRE30456, DANRE30457, DANRE30428
OG0005106	APOSC_09445, APOSC_18297, APOSC_27833, APOSC_27723, APOSC_09444, APOSC_09446, APOSC_09443, APOSC_08826	DANRE24272
OG0005107	APOSC_07985	DANRE12455
OG0005109	APOSC_20304	DANRE23362
OG0005110	APOSC_08573	DANRE29438, DANRE29439
OG0005111	APOSC_22230, APOSC_23587	DANRE23178
OG0005113	APOSC_26041	DANRE11990
OG0005114	APOSC_01758	DANRE26941, DANRE36248
OG0005115	APOSC_27028	DANRE38809, DANRE38810, DANRE34081
OG0005116	APOSC_27238	DANRE12951, DANRE12950
OG0005117	APOSC_15922	DANRE27662
OG0005118	APOSC_10212	DANRE43411
OG0005119	APOSC_22395	DANRE18942, DANRE18847
OG0005120	APOSC_14997, APOSC_24079	DANRE03037, DANRE03036
OG0005121	APOSC_02873	DANRE01576, DANRE01578, DANRE01577
OG0005122	APOSC_14463, APOSC_26172	DANRE21476
OG0005123	APOSC_19221, APOSC_19220	DANRE05966
OG0005124	APOSC_11877	DANRE18006
OG0005125	APOSC_10638	DANRE04168, DANRE04169, DANRE15586, DANRE15588, DANRE15587
OG0005126	APOSC_18168, APOSC_15948	DANRE14921
OG0005127	APOSC_23106	DANRE07655, DANRE07654
OG0005128	APOSC_08557, APOSC_27615	DANRE23252, DANRE01052, DANRE01053
OG0005129	APOSC_25801	DANRE35772, DANRE30401
OG0005130	APOSC_22518	DANRE07303
OG0005131	APOSC_00695	DANRE09839, DANRE09840
OG0005132	APOSC_07584	DANRE18785, DANRE18786
OG0005134	APOSC_06544	DANRE30511
OG0005135	APOSC_22902	DANRE04041, DANRE04042, DANRE04043
OG0005137	APOSC_06914	DANRE22970, DANRE22969
OG0005138	APOSC_26291	DANRE18143, DANRE18142, DANRE18141, DANRE18144
OG0005139	APOSC_20983	DANRE41899, DANRE41900
OG0005140	APOSC_15239	DANRE38916, DANRE25160
OG0005142	APOSC_03160	DANRE33975
OG0005143	APOSC_28229	DANRE22177
OG0005144	APOSC_23591	DANRE21482
OG0005145	APOSC_03464	DANRE39072
OG0005146	APOSC_08851, APOSC_08852	DANRE11790, DANRE11791
OG0005147	APOSC_02705	DANRE15278, DANRE34789, DANRE34790
OG0005149	APOSC_11564	DANRE15553
OG0005150	APOSC_13925	DANRE07237, DANRE05613, DANRE13163
OG0005151	APOSC_05387	DANRE03020, DANRE03018, DANRE03019, DANRE03021, DANRE03022
OG0005152	APOSC_03938	DANRE31499, DANRE31498
OG0005153	APOSC_12242	DANRE38981
OG0005154	APOSC_06041	DANRE23790, DANRE28297, DANRE28298
OG0005155	APOSC_02172	DANRE37939, DANRE42243
OG0005156	APOSC_19033	DANRE42116
OG0005157	APOSC_20579	DANRE29206, DANRE03135
OG0005158	APOSC_16706	DANRE41778, DANRE15365
OG0005159	APOSC_28659	DANRE17992
OG0005160	APOSC_07551, APOSC_07525, APOSC_07524, APOSC_07523	DANRE39238, DANRE39237, DANRE39236
OG0005161	APOSC_19821	DANRE30678
OG0005162	APOSC_05708	DANRE27136, DANRE27135, DANRE21724
OG0005163	APOSC_17701	DANRE27119
OG0005164	APOSC_04082, APOSC_04081	DANRE13847, DANRE13848
OG0005165	APOSC_00122, APOSC_00121	DANRE10937, DANRE10936, DANRE10935
OG0005166	APOSC_00657	DANRE04322, DANRE11164, DANRE18088, DANRE15127, DANRE10657
OG0005167	APOSC_28668, APOSC_15342	DANRE24830, DANRE09311
OG0005168	APOSC_23189	DANRE18805
OG0005169	APOSC_18812	DANRE11119, DANRE11120
OG0005170	APOSC_18292	DANRE07871, DANRE07872, DANRE19690, DANRE19689, DANRE19691
OG0005171	APOSC_22251	DANRE17629, DANRE19949, DANRE06283
OG0005172	APOSC_10631	DANRE12694, DANRE12692, DANRE12693, DANRE40538
OG0005173	APOSC_08840	DANRE04545, DANRE17554, DANRE17553
OG0005174	APOSC_22866	DANRE15405, DANRE15404, DANRE41388, DANRE38782, DANRE27203
OG0005175	APOSC_04557	DANRE06724, DANRE06725
OG0005176	APOSC_10835	DANRE33630
OG0005178	APOSC_07458	DANRE08563, DANRE08562, DANRE08561
OG0005179	APOSC_17938	DANRE15889
OG0005180	APOSC_27666	DANRE07320, DANRE15873
OG0005181	APOSC_28263	DANRE15271, DANRE15272
OG0005182	APOSC_08639	DANRE29803, DANRE29805, DANRE29804, DANRE00168, DANRE00169
OG0005183	APOSC_02247	DANRE39320
OG0005184	APOSC_08836	DANRE42892, DANRE42893, DANRE42894
OG0005185	APOSC_20519	DANRE09154, DANRE09153, DANRE09155, DANRE09156, DANRE09157, DANRE09158
OG0005186	APOSC_26855	DANRE15246, DANRE15245
OG0005187	APOSC_22345	DANRE31608, DANRE31609
OG0005188	APOSC_01270	DANRE35694
OG0005189	APOSC_25521	DANRE24214, DANRE24213
OG0005190	APOSC_17134	DANRE42537, DANRE42536, DANRE24233
OG0005191	APOSC_15284	DANRE40015
OG0005192	APOSC_10280	DANRE27430, DANRE27429
OG0005194	APOSC_14176	DANRE23734, DANRE06460
OG0005195	APOSC_27328	DANRE06512, DANRE06514, DANRE06513
OG0005196	APOSC_23626	DANRE25769, DANRE25770
OG0005197	APOSC_27282	DANRE38676, DANRE38677, DANRE38674, DANRE38673, DANRE38675
OG0005198	APOSC_06398	DANRE28866
OG0005199	APOSC_06976	DANRE11688, DANRE18103
OG0005200	APOSC_02650	DANRE13770, DANRE09299, DANRE09300, DANRE09301
OG0005201	APOSC_25032	DANRE20651, DANRE20652
OG0005202	APOSC_15525	DANRE03843, DANRE03841, DANRE03842
OG0005203	APOSC_16024	DANRE04644
OG0005204	APOSC_11657	DANRE34891, DANRE34890
OG0005205	APOSC_12094	DANRE23986, DANRE23987, DANRE23988
OG0005206	APOSC_25642, APOSC_25643, APOSC_08792	DANRE43373, DANRE43372
OG0005208	APOSC_28717	DANRE36133, DANRE36134, DANRE36135
OG0005209	APOSC_18225	DANRE28585
OG0005211	APOSC_09561	DANRE10266, DANRE10265
OG0005212	APOSC_26707	DANRE25992, DANRE25993
OG0005213	APOSC_09816, APOSC_09817	DANRE22345, DANRE10236
OG0005214	APOSC_16179	DANRE20280
OG0005215	APOSC_21000, APOSC_21001	DANRE28386, DANRE28387
OG0005217	APOSC_12083	DANRE43132, DANRE43133
OG0005218	APOSC_25331	DANRE10019, DANRE10020
OG0005220	APOSC_21177	DANRE29881, DANRE29882, DANRE29883
OG0005221	APOSC_04169	DANRE39242
OG0005222	APOSC_18699	DANRE12281, DANRE12282
OG0005223	APOSC_23774	DANRE14873, DANRE14874
OG0005224	APOSC_01367	DANRE04400, DANRE04399, DANRE04398
OG0005225	APOSC_13244	DANRE30698
OG0005226	APOSC_21601	DANRE31449, DANRE31450, DANRE31448
OG0005227	APOSC_25532	DANRE19809, DANRE19810
OG0005228	APOSC_05215, APOSC_05216	DANRE00611
OG0005229	APOSC_07019	DANRE20286, DANRE20287
OG0005230	APOSC_24455	DANRE38591, DANRE38588, DANRE38589, DANRE38590, DANRE38587
OG0005231	APOSC_11920	DANRE29725, DANRE29724, DANRE29721, DANRE29723, DANRE29722
OG0005232	APOSC_04643	DANRE08508, DANRE08507, DANRE01054, DANRE01055
OG0005233	APOSC_01508	DANRE22891, DANRE22892
OG0005234	APOSC_18433, APOSC_18434	DANRE35287
OG0005235	APOSC_02016	DANRE42648, DANRE42647, DANRE23301, DANRE23300, DANRE23302
OG0005237	APOSC_01769	DANRE19986
OG0005238	APOSC_20097	DANRE19343
OG0005239	APOSC_01099, APOSC_27645	DANRE18728
OG0005240	APOSC_18208	DANRE09845, DANRE22727, DANRE22726, DANRE22725, DANRE22728
OG0005241	APOSC_02378	DANRE27082
OG0005243	APOSC_10996	DANRE03398
OG0005244	APOSC_04805, APOSC_04804	DANRE14577
OG0005245	APOSC_22390	DANRE23841, DANRE23840
OG0005247	APOSC_00062	DANRE14607, DANRE14608
OG0005248	APOSC_09861	DANRE09650, DANRE09649, DANRE36891
OG0005249	APOSC_08128	DANRE34087, DANRE34086, DANRE19455
OG0005250	APOSC_23839	DANRE10650, DANRE10651
OG0005251	APOSC_02584	DANRE09070, DANRE09072, DANRE09071
OG0005252	APOSC_19744	DANRE03227, DANRE03228, DANRE19631
OG0005253	APOSC_27501	DANRE20220
OG0005254	APOSC_19056	DANRE36035, DANRE36036
OG0005255	APOSC_05290	DANRE11820, DANRE11821
OG0005256	APOSC_17187, APOSC_17188	DANRE25504, DANRE25505, DANRE23176
OG0005257	APOSC_14047	DANRE04815
OG0005258	APOSC_18260	DANRE36655
OG0005259	APOSC_17384	DANRE36606, DANRE36722
OG0005260	APOSC_03100, APOSC_03101	DANRE38220, DANRE12944, DANRE12946, DANRE12945
OG0005261	APOSC_05476	DANRE17491, DANRE18309
OG0005262	APOSC_23044	DANRE22648, DANRE22647
OG0005263	APOSC_28858, APOSC_28859	DANRE04030, DANRE04031
OG0005264	APOSC_21606	DANRE14760, DANRE14761
OG0005265	APOSC_21740	DANRE00189
OG0005266	APOSC_03872	DANRE24649
OG0005267	APOSC_21073	DANRE16736, DANRE04469, DANRE04468
OG0005268	APOSC_08152	DANRE38437, DANRE38439, DANRE38438
OG0005269	APOSC_17989	DANRE01789, DANRE01790, DANRE01786, DANRE01788
OG0005269	APOSC_18360	DANRE01787
OG0005270	APOSC_04302	DANRE06279
OG0005270	APOSC_25656	DANRE06280
OG0005271	APOSC_11306, APOSC_01047	DANRE05156, DANRE05155
OG0005272	APOSC_20560	DANRE36550, DANRE36551
OG0005273	APOSC_26791	DANRE00867
OG0005274	APOSC_19467	DANRE11153, DANRE17441
OG0005275	APOSC_26865	DANRE36697, DANRE36699, DANRE36698
OG0005276	APOSC_24211, APOSC_24210, APOSC_28713, APOSC_24209, APOSC_04404	DANRE04607, DANRE04608, DANRE04609
OG0005277	APOSC_00848	DANRE18726, DANRE18727
OG0005278	APOSC_26566	DANRE12167
OG0005279	APOSC_15390	DANRE26142
OG0005281	APOSC_10918	DANRE20087, DANRE38747
OG0005282	APOSC_13327	DANRE40575, DANRE40574
OG0005283	APOSC_20765	DANRE05699, DANRE22282
OG0005284	APOSC_17918	DANRE33833
OG0005285	APOSC_00649	DANRE40750
OG0005286	APOSC_10965	DANRE20528
OG0005287	APOSC_09794	DANRE09921, DANRE09920, DANRE13538
OG0005288	APOSC_12365	DANRE10848, DANRE10847, DANRE10849
OG0005289	APOSC_00709, APOSC_14321	DANRE08757
OG0005290	APOSC_26456, APOSC_26457	DANRE21512, DANRE21511, DANRE21510
OG0005292	APOSC_15515	DANRE37125, DANRE37126
OG0005293	APOSC_19487	DANRE07536
OG0005294	APOSC_10411	DANRE19668, DANRE19667, DANRE33427, DANRE33428
OG0005295	APOSC_10487	DANRE11854
OG0005297	APOSC_08638	DANRE02572
OG0005298	APOSC_28447	DANRE12766
OG0005299	APOSC_07146	DANRE25389
OG0005300	APOSC_06284	DANRE31485
OG0005301	APOSC_10500	DANRE40592, DANRE40591
OG0005302	APOSC_06309	DANRE25178, DANRE25177
OG0005303	APOSC_26348	DANRE31333
OG0005304	APOSC_12735	DANRE43101, DANRE43102
OG0005305	APOSC_19827	DANRE22385, DANRE22384
OG0005307	APOSC_22209, APOSC_22208	DANRE09747, DANRE14542, DANRE14543
OG0005309	APOSC_13912	DANRE04988, DANRE04987, DANRE41130
OG0005310	APOSC_08001	DANRE03628, DANRE03627
OG0005312	APOSC_18279	DANRE02196, DANRE02195
OG0005314	APOSC_00909	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592
OG0005315	APOSC_01239, APOSC_14458	DANRE28056, DANRE28057
OG0005316	APOSC_02719	DANRE26300, DANRE26301
OG0005317	APOSC_06639, APOSC_10096	DANRE42290
OG0005318	APOSC_15034	DANRE27185
OG0005319	APOSC_01868, APOSC_01867	DANRE05294
OG0005321	APOSC_28111	DANRE11319, DANRE11320
OG0005322	APOSC_22385	DANRE23798, DANRE23797, DANRE03472
OG0005323	APOSC_15229	DANRE41154, DANRE41153
OG0005324	APOSC_25734	DANRE23731
OG0005325	APOSC_14994	DANRE37921, DANRE37920, DANRE15543
OG0005326	APOSC_16865, APOSC_16866	DANRE19808, DANRE38806
OG0005328	APOSC_27286	DANRE30973
OG0005329	APOSC_23238	DANRE18860
OG0005359	APOSC_15626, APOSC_15627	DANRE31365
OG0005360	APOSC_11549	DANRE37597
OG0005361	APOSC_24341	DANRE12225
OG0005362	APOSC_05386	DANRE25649, DANRE31387, DANRE31386, DANRE31385
OG0005364	APOSC_06355	DANRE09792
OG0005365	APOSC_23013	DANRE15803
OG0005366	APOSC_18159, APOSC_18158	DANRE35231, DANRE35230
OG0005368	APOSC_25453, APOSC_26558	DANRE23946
OG0005370	APOSC_19516	DANRE37074, DANRE37075
OG0005371	APOSC_04544	DANRE34774
OG0005372	APOSC_06206	DANRE26879
OG0005373	APOSC_12500	DANRE17209
OG0005374	APOSC_13436	DANRE18198
OG0005375	APOSC_15874	DANRE29932
OG0005377	APOSC_01331	DANRE01020, DANRE33539
OG0005378	APOSC_25053	DANRE36662, DANRE36661
OG0005379	APOSC_12666	DANRE28814
OG0005380	APOSC_08215, APOSC_28651	DANRE08592, DANRE08591
OG0005383	APOSC_18635	DANRE04137, DANRE38758, DANRE38757
OG0005384	APOSC_09845	DANRE24068, DANRE24067, DANRE27219
OG0005385	APOSC_27204	DANRE08251
OG0005386	APOSC_20621	DANRE15737, DANRE15735, DANRE15736
OG0005387	APOSC_02972, APOSC_17617	DANRE23517
OG0005388	APOSC_04968, APOSC_04967	DANRE01822, DANRE01821
OG0005389	APOSC_04842	DANRE20198
OG0005390	APOSC_26686	DANRE26690, DANRE26689
OG0005391	APOSC_08891	DANRE12672
OG0005393	APOSC_02481	DANRE09013, DANRE09012
OG0005394	APOSC_20423	DANRE13635
OG0005395	APOSC_01572, APOSC_01573	DANRE03645
OG0005396	APOSC_19850	DANRE24333, DANRE24335, DANRE24334
OG0005397	APOSC_10331	DANRE14140, DANRE36916
OG0005398	APOSC_11119	DANRE42778
OG0005399	APOSC_00331	DANRE39369
OG0005400	APOSC_12333	DANRE24391, DANRE24390, DANRE24389, DANRE24392
OG0005401	APOSC_20225, APOSC_20223, APOSC_20224	DANRE33339, DANRE33338, DANRE33336, DANRE33340
OG0005402	APOSC_05157	DANRE13106
OG0005403	APOSC_22572	DANRE24963
OG0005404	APOSC_28890, APOSC_28889	DANRE24127
OG0005405	APOSC_00614	DANRE15838
OG0005406	APOSC_01761	DANRE09765, DANRE13301
OG0005407	APOSC_00555	DANRE05296, DANRE16131, DANRE06180
OG0005408	APOSC_12533	DANRE05999
OG0005409	APOSC_19973	DANRE12530, DANRE12531
OG0005410	APOSC_21052	DANRE14131
OG0005412	APOSC_24830	DANRE02990, DANRE02992, DANRE02991
OG0005413	APOSC_00881	DANRE39064
OG0005414	APOSC_19790	DANRE04083, DANRE04081, DANRE04082
OG0005416	APOSC_00108, APOSC_00109	DANRE18146, DANRE18145
OG0005417	APOSC_26063	DANRE29997
OG0005418	APOSC_16714	DANRE41487, DANRE41486, DANRE41488
OG0005419	APOSC_25809	DANRE20627, DANRE20628
OG0005420	APOSC_07898	DANRE34250, DANRE02596, DANRE29716, DANRE21504
OG0005421	APOSC_11706, APOSC_21357	DANRE25252
OG0005422	APOSC_15411	DANRE35580
OG0005423	APOSC_19064	DANRE07286, DANRE41819, DANRE06520
OG0005424	APOSC_10535	DANRE43037
OG0005425	APOSC_04615	DANRE31361
OG0005427	APOSC_02382	DANRE29565
OG0005428	APOSC_19498	DANRE38113, DANRE38111, DANRE38112
OG0005430	APOSC_00253, APOSC_02038, APOSC_17625, APOSC_17624	DANRE39357
OG0005432	APOSC_00828, APOSC_00829	DANRE08285
OG0005433	APOSC_02868, APOSC_19406	DANRE19173
OG0005434	APOSC_05369	DANRE12767
OG0005435	APOSC_05679	DANRE35885, DANRE35886, DANRE35883, DANRE35882
OG0005436	APOSC_12964	DANRE34783, DANRE12872
OG0005437	APOSC_22987	DANRE37484
OG0005438	APOSC_25592, APOSC_14497	DANRE36447
OG0005439	APOSC_07393	DANRE18501, DANRE18502
OG0005440	APOSC_14558	DANRE28407, DANRE28408
OG0005441	APOSC_26150, APOSC_26149	DANRE09160
OG0005442	APOSC_29096	DANRE01762
OG0005443	APOSC_28451	DANRE18748, DANRE17411
OG0005444	APOSC_21406	DANRE24370, DANRE24371, DANRE23295, DANRE23296
OG0005445	APOSC_15586	DANRE13527
OG0005446	APOSC_24089	DANRE18147
OG0005447	APOSC_15145, APOSC_15144	DANRE19850, DANRE07990, DANRE07991, DANRE19848, DANRE19849
OG0005448	APOSC_13808	DANRE40554, DANRE00566
OG0005449	APOSC_13711	DANRE28666, DANRE28667
OG0005450	APOSC_21498	DANRE33767, DANRE33768, DANRE33769, DANRE33770
OG0005451	APOSC_17133	DANRE26347
OG0005452	APOSC_20510	DANRE25984, DANRE25985, DANRE25983
OG0005453	APOSC_20620	DANRE20136, DANRE20135
OG0005454	APOSC_07340	DANRE08856, DANRE08857
OG0005455	APOSC_02718	DANRE27358, DANRE27359, DANRE38815
OG0005456	APOSC_26020	DANRE10714, DANRE10713
OG0005457	APOSC_08568	DANRE38620, DANRE38621
OG0005458	APOSC_25002	DANRE09409, DANRE15046, DANRE15047, DANRE15045
OG0005459	APOSC_24084	DANRE12592, DANRE12590, DANRE12591
OG0005460	APOSC_00537	DANRE24305, DANRE24304
OG0005461	APOSC_17183	DANRE29223, DANRE29222, DANRE03827, DANRE03828
OG0005462	APOSC_08871	DANRE29636, DANRE29637, DANRE29638
OG0005463	APOSC_08021	DANRE12733
OG0005464	APOSC_13285	DANRE22331
OG0005465	APOSC_13790	DANRE05457
OG0005466	APOSC_21409	DANRE36578
OG0005467	APOSC_21888	DANRE05926, DANRE05927
OG0005468	APOSC_14025	DANRE27698, DANRE27699, DANRE27700, DANRE27697
OG0005469	APOSC_12047, APOSC_12048	DANRE30812
OG0005470	APOSC_25929, APOSC_25928	DANRE06466, DANRE06467
OG0005471	APOSC_09020, APOSC_09021	DANRE07422
OG0005472	APOSC_04578, APOSC_04577	DANRE36260, DANRE36259
OG0005474	APOSC_18607	DANRE03400
OG0005475	APOSC_27416	DANRE23370, DANRE23369
OG0005476	APOSC_27342	DANRE31627
OG0005478	APOSC_02995	DANRE22774, DANRE22775, DANRE02394, DANRE02395, DANRE02396
OG0005479	APOSC_15360	DANRE38869, DANRE38870
OG0005480	APOSC_13897	DANRE25077, DANRE25076
OG0005481	APOSC_07097	DANRE33798, DANRE33799
OG0005482	APOSC_10124, APOSC_04261	DANRE08077
OG0005483	APOSC_15431	DANRE36514, DANRE36513
OG0005484	APOSC_28256	DANRE15956, DANRE15955, DANRE15954
OG0005486	APOSC_12133, APOSC_12134	DANRE19600
OG0005487	APOSC_20299	DANRE42927, DANRE42926
OG0005488	APOSC_28867	DANRE00136, DANRE00135
OG0005490	APOSC_05837	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832
OG0005491	APOSC_15327	DANRE19088, DANRE19089
OG0005492	APOSC_12319	DANRE14266, DANRE14269, DANRE14267, DANRE14270, DANRE14268
OG0005493	APOSC_17244	DANRE11814
OG0005494	APOSC_05152	DANRE13317, DANRE13316
OG0005495	APOSC_29139	DANRE34985, DANRE34986
OG0005497	APOSC_09761, APOSC_09760	DANRE05300
OG0005498	APOSC_27536	DANRE09835, DANRE09834
OG0005499	APOSC_09979	DANRE01400, DANRE01401
OG0005500	APOSC_12881	DANRE02835, DANRE02834
OG0005501	APOSC_28183	DANRE13891, DANRE13890, DANRE10355
OG0005502	APOSC_09563	DANRE13277, DANRE13275, DANRE13276, DANRE26573, DANRE26572, DANRE26571, DANRE06519, DANRE06518, DANRE06516, DANRE06515, DANRE06517
OG0005503	APOSC_02386	DANRE10305
OG0005504	APOSC_08715	DANRE07863, DANRE07864
OG0005505	APOSC_24911	DANRE06243, DANRE06244
OG0005507	APOSC_04300	DANRE28650, DANRE36200
OG0005508	APOSC_13240	DANRE14976, DANRE14977
OG0005509	APOSC_18477	DANRE14408
OG0005510	APOSC_18070, APOSC_25067	DANRE30486, DANRE43061
OG0005511	APOSC_12481	DANRE21520
OG0005512	APOSC_06251, APOSC_06252	DANRE43266, DANRE41560
OG0005513	APOSC_03880	DANRE33222, DANRE33224, DANRE33223
OG0005514	APOSC_06981	DANRE39609, DANRE39607, DANRE39610, DANRE39608
OG0005516	APOSC_28579	DANRE34104, DANRE34103, DANRE34106, DANRE34105
OG0005517	APOSC_11062, APOSC_12196	DANRE24916, DANRE24915
OG0005518	APOSC_20365	DANRE13478
OG0005519	APOSC_05143	DANRE12764
OG0005520	APOSC_02498	DANRE30676, DANRE30675
OG0005521	APOSC_04396	DANRE13150, DANRE13151
OG0005523	APOSC_21882	DANRE21306
OG0005524	APOSC_24851	DANRE03090
OG0005525	APOSC_05492	DANRE04356, DANRE04355
OG0005527	APOSC_07570	DANRE25598, DANRE30947
OG0005528	APOSC_19337	DANRE25797, DANRE25798
OG0005529	APOSC_18681	DANRE33058
OG0005531	APOSC_00674	DANRE31418, DANRE31417
OG0005532	APOSC_09917	DANRE11541, DANRE11540
OG0005533	APOSC_09307	DANRE12566
OG0005534	APOSC_06858	DANRE13329
OG0005535	APOSC_29103	DANRE20126
OG0005536	APOSC_10824	DANRE34862
OG0005537	APOSC_00609	DANRE14245, DANRE14246
OG0005538	APOSC_28954	DANRE29221
OG0005539	APOSC_07113	DANRE15118, DANRE15119
OG0005540	APOSC_21989	DANRE13556, DANRE13552, DANRE13553, DANRE13554
OG0005541	APOSC_28861	DANRE15122
OG0005542	APOSC_00778	DANRE05235
OG0005543	APOSC_24847	DANRE19467, DANRE18254, DANRE19468, DANRE19469
OG0005544	APOSC_08560	DANRE29689, DANRE03844, DANRE03845
OG0005545	APOSC_03692	DANRE02887
OG0005546	APOSC_21439	DANRE04280, DANRE30373, DANRE30478, DANRE30477
OG0005548	APOSC_16873	DANRE05420, DANRE05419, DANRE03109, DANRE34545
OG0005550	APOSC_01954	DANRE24061
OG0005551	APOSC_12730, APOSC_12729	DANRE03834
OG0005553	APOSC_28171	DANRE00372
OG0005554	APOSC_24518	DANRE39338, DANRE39339, DANRE39340
OG0005555	APOSC_01135, APOSC_01136	DANRE30999, DANRE01795, DANRE01794
OG0005556	APOSC_10450, APOSC_11770, APOSC_14425, APOSC_04868	DANRE34261
OG0005557	APOSC_03714	DANRE36491, DANRE36492
OG0005558	APOSC_22802	DANRE11734, DANRE35234, DANRE35233
OG0005559	APOSC_11473	DANRE14662
OG0005560	APOSC_17985	DANRE36070, DANRE36069
OG0005561	APOSC_16153, APOSC_16154	DANRE23494
OG0005562	APOSC_08357, APOSC_08358	DANRE19787
OG0005563	APOSC_28144	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	APOSC_20209	DANRE19104, DANRE19105
OG0005565	APOSC_14885	DANRE29042
OG0005566	APOSC_19603	DANRE39659, DANRE00333
OG0005568	APOSC_19986	DANRE30878, DANRE25717
OG0005569	APOSC_20016	DANRE25030
OG0005570	APOSC_06764	DANRE16077, DANRE16079, DANRE16078
OG0005572	APOSC_17569	DANRE15331, DANRE15330
OG0005573	APOSC_01745	DANRE25229
OG0005574	APOSC_08231	DANRE37569, DANRE37570
OG0005575	APOSC_09207, APOSC_24505	DANRE03463, DANRE03462
OG0005576	APOSC_03163	DANRE15201, DANRE15200, DANRE15202
OG0005577	APOSC_26521	DANRE02646, DANRE23480
OG0005578	APOSC_24175	DANRE10384
OG0005580	APOSC_22347	DANRE28264
OG0005581	APOSC_01266	DANRE16480, DANRE06576, DANRE06577
OG0005583	APOSC_01842	DANRE00285, DANRE00286, DANRE25147, DANRE25148
OG0005584	APOSC_21383	DANRE19587, DANRE19588
OG0005586	APOSC_22411	DANRE21731, DANRE13942
OG0005587	APOSC_17320	DANRE25681
OG0005588	APOSC_09400, APOSC_09401	DANRE24588, DANRE24587
OG0005589	APOSC_03104	DANRE41477
OG0005590	APOSC_24905	DANRE16067
OG0005591	APOSC_25725	DANRE18532, DANRE18533
OG0005592	APOSC_23739	DANRE30249
OG0005593	APOSC_14995	DANRE41927, DANRE41929, DANRE41928
OG0005594	APOSC_05460	DANRE10635
OG0005595	APOSC_18442	DANRE30852
OG0005596	APOSC_02442, APOSC_02441	DANRE43374, DANRE42738, DANRE42739, DANRE34936, DANRE34937
OG0005597	APOSC_10722	DANRE15269, DANRE15270
OG0005598	APOSC_21335	DANRE25018
OG0005599	APOSC_10884	DANRE36072
OG0005600	APOSC_04102	DANRE40275
OG0005602	APOSC_23065, APOSC_23064	DANRE11049, DANRE11048
OG0005603	APOSC_25874	DANRE39411
OG0005604	APOSC_28715	DANRE16557
OG0005605	APOSC_26356	DANRE34529
OG0005606	APOSC_20708, APOSC_28857	DANRE40630, DANRE27161, DANRE27162
OG0005607	APOSC_00434	DANRE40098, DANRE04474
OG0005608	APOSC_07942	DANRE18051, DANRE09029, DANRE09028
OG0005609	APOSC_07013	DANRE25008, DANRE25007
OG0005610	APOSC_18623	DANRE06351, DANRE06350, DANRE33795
OG0005611	APOSC_23394	DANRE28958, DANRE28959
OG0005612	APOSC_08907	DANRE16824, DANRE16823, DANRE11866, DANRE11865
OG0005613	APOSC_22849	DANRE11321, DANRE16822, DANRE16821
OG0005614	APOSC_17688	DANRE04930
OG0005615	APOSC_22875	DANRE31126
OG0005616	APOSC_01017	DANRE17489
OG0005617	APOSC_28064	DANRE36363, DANRE00407
OG0005618	APOSC_13510, APOSC_13509	DANRE00178, DANRE00176, DANRE00177
OG0005619	APOSC_06500	DANRE02647
OG0005620	APOSC_13245	DANRE31254
OG0005621	APOSC_20480	DANRE11716, DANRE11715
OG0005622	APOSC_25982, APOSC_25983	DANRE18660
OG0005623	APOSC_10313	DANRE05432, DANRE05431
OG0005624	APOSC_19457	DANRE30720, DANRE30721
OG0005625	APOSC_26327	DANRE06001
OG0005626	APOSC_18946	DANRE01117, DANRE07553
OG0005627	APOSC_22205	DANRE35938
OG0005628	APOSC_10168	DANRE34835, DANRE19005, DANRE19006
OG0005629	APOSC_23153	DANRE20590
OG0005630	APOSC_04512	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632
OG0005631	APOSC_14983	DANRE09424
OG0005632	APOSC_03653, APOSC_03652	DANRE17405, DANRE17404
OG0005633	APOSC_09079	DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516
OG0005634	APOSC_25657	DANRE33369, DANRE40678, DANRE33370
OG0005636	APOSC_16065	DANRE13481, DANRE13482
OG0005637	APOSC_04197	DANRE41703, DANRE41700, DANRE41702, DANRE41701
OG0005638	APOSC_03748	DANRE31127
OG0005639	APOSC_04226, APOSC_29003	DANRE10666, DANRE18080, DANRE18081
OG0005640	APOSC_28133	DANRE11136
OG0005641	APOSC_09084	DANRE02949, DANRE02948, DANRE02947
OG0005642	APOSC_27637	DANRE21297, DANRE02697
OG0005643	APOSC_10799	DANRE36781
OG0005644	APOSC_15900	DANRE20309, DANRE08252
OG0005645	APOSC_21057, APOSC_21058, APOSC_00031	DANRE10983
OG0005646	APOSC_16215	DANRE42080, DANRE42078, DANRE42079
OG0005648	APOSC_17174, APOSC_17173, APOSC_17175	DANRE23229, DANRE23227, DANRE23226, DANRE23228, DANRE21829, DANRE21830
OG0005649	APOSC_24376	DANRE42185, DANRE42183, DANRE42184
OG0005650	APOSC_11309	DANRE23343, DANRE36528, DANRE36529
OG0005651	APOSC_14645	DANRE20915, DANRE20916
