Orthogroup	APOSC_ok	AENJA_ok
OG0007957	APOSC_02795	AENJA_05563
OG0007958	APOSC_13077	AENJA_05678
OG0007959	APOSC_23624	AENJA_23496
OG0007961	APOSC_04664	AENJA_06200, AENJA_16860
OG0007962	APOSC_17861	AENJA_06266
OG0007963	APOSC_07038	AENJA_06564, AENJA_24525
OG0007964	APOSC_03858	AENJA_06717
OG0007965	APOSC_13907	AENJA_07054
OG0007966	APOSC_24056	AENJA_07217
OG0007967	APOSC_14865, APOSC_18355, APOSC_18356	AENJA_15664, AENJA_07274, AENJA_07275
OG0007968	APOSC_13647	AENJA_07308
OG0007969	APOSC_22956	AENJA_07425
OG0007970	APOSC_06446	AENJA_07816
OG0007971	APOSC_25406	AENJA_07915
OG0007972	APOSC_08717	AENJA_08033
OG0007973	APOSC_09594	AENJA_08075
OG0007974	APOSC_08616	AENJA_08318
OG0007975	APOSC_11633	AENJA_08715
OG0007976	APOSC_23057	AENJA_08860
OG0007977	APOSC_09009, APOSC_09008	AENJA_08865
OG0007978	APOSC_20326	AENJA_09030
OG0007979	APOSC_06426, APOSC_06427	AENJA_09318
OG0007980	APOSC_27208	AENJA_09355
OG0007981	APOSC_08505	AENJA_09647, AENJA_24645
OG0007983	APOSC_02662	AENJA_10038
OG0007984	APOSC_28885	AENJA_10051
OG0007985	APOSC_01049	AENJA_10225
OG0007986	APOSC_20381	AENJA_10340
OG0007987	APOSC_17823	AENJA_10379
OG0007988	APOSC_23468	AENJA_10830
OG0007990	APOSC_13512	AENJA_10859
OG0007991	APOSC_14722	AENJA_10934
OG0007992	APOSC_05605	AENJA_11203
OG0007993	APOSC_21612	AENJA_11287
OG0007994	APOSC_12623	AENJA_11379
OG0007996	APOSC_17440	AENJA_11555
OG0007997	APOSC_21698	AENJA_11624
OG0007998	APOSC_22204	AENJA_18597
OG0007999	APOSC_09847	AENJA_12234
OG0008000	APOSC_03861	AENJA_12523
OG0008001	APOSC_01709	AENJA_12599
OG0008002	APOSC_09739	AENJA_12792
OG0008003	APOSC_25748	AENJA_13113
OG0008004	APOSC_21640	AENJA_13236
OG0008005	APOSC_09035	AENJA_13251
OG0008006	APOSC_17172	AENJA_13422
OG0008007	APOSC_10197	AENJA_13516
OG0008008	APOSC_08380	AENJA_13549
OG0008009	APOSC_17890	AENJA_13677
OG0008011	APOSC_14830	AENJA_13712
OG0008012	APOSC_23151, APOSC_23150	AENJA_13763
OG0008013	APOSC_01356	AENJA_13764
OG0008014	APOSC_20124	AENJA_13875
OG0008016	APOSC_23825	AENJA_14093
OG0008017	APOSC_11078, APOSC_28705, APOSC_14160	AENJA_14642
OG0008018	APOSC_17034	AENJA_14739
OG0008019	APOSC_07865	AENJA_14792
OG0008020	APOSC_27780	AENJA_14835
OG0008021	APOSC_00387	AENJA_14875
OG0008022	APOSC_16216	AENJA_14929
OG0008023	APOSC_18944	AENJA_14935
OG0008024	APOSC_19717, APOSC_07532, APOSC_11242	AENJA_14990
OG0008026	APOSC_09936	AENJA_15525
OG0008027	APOSC_06386	AENJA_15598
OG0008028	APOSC_27294, APOSC_27293	AENJA_15742
OG0008029	APOSC_12999	AENJA_15949
OG0008030	APOSC_03982	AENJA_16003
OG0008031	APOSC_25984	AENJA_16038
OG0008032	APOSC_01757	AENJA_16210
OG0008036	APOSC_28420	AENJA_16682
OG0008037	APOSC_17986	AENJA_16697
OG0008038	APOSC_15782	AENJA_16974
OG0008039	APOSC_17831	AENJA_17386
OG0008040	APOSC_13491	AENJA_17581
OG0008041	APOSC_27285	AENJA_18132
OG0008042	APOSC_09787	AENJA_18630
OG0008043	APOSC_17796	AENJA_18655
OG0008044	APOSC_16040, APOSC_05678, APOSC_28172	AENJA_19162
OG0008044	APOSC_13590	AENJA_19161
OG0008045	APOSC_18023	AENJA_19218
OG0008046	APOSC_16451	AENJA_19488
OG0008047	APOSC_28616	AENJA_19880
OG0008048	APOSC_26085, APOSC_26086	AENJA_20241
OG0008049	APOSC_26885	AENJA_20688
OG0008050	APOSC_13160	AENJA_20740
OG0008051	APOSC_03468	AENJA_20858
OG0008052	APOSC_17885	AENJA_21000
OG0008053	APOSC_05241, APOSC_05242	AENJA_21398
OG0008054	APOSC_27130	AENJA_21562
OG0008055	APOSC_14003	AENJA_21571
OG0008056	APOSC_08885	AENJA_21612
OG0008057	APOSC_02687	AENJA_21692
OG0008058	APOSC_01268	AENJA_21768
OG0008059	APOSC_15499	AENJA_21844
OG0008060	APOSC_06577	AENJA_21856
OG0008061	APOSC_10219	AENJA_21931
OG0008062	APOSC_12388	AENJA_21983
OG0008063	APOSC_22434	AENJA_22028
OG0008064	APOSC_05171, APOSC_14780	AENJA_22298
OG0008065	APOSC_07629	AENJA_22503
OG0008066	APOSC_19369	AENJA_22565
OG0008067	APOSC_16252	AENJA_22996
OG0008068	APOSC_03814	AENJA_23036
OG0008069	APOSC_20472	AENJA_23295
OG0008070	APOSC_26005	AENJA_23324
OG0008071	APOSC_24421	AENJA_23380
OG0008072	APOSC_28694	AENJA_23402
OG0008073	APOSC_12795	AENJA_23533
OG0008074	APOSC_02323, APOSC_25769	AENJA_23838
OG0008075	APOSC_08341	AENJA_24721
OG0008076	APOSC_28908	AENJA_24761
OG0008077	APOSC_00127	AENJA_24893
OG0008078	APOSC_20882	AENJA_24980
OG0008079	APOSC_14186	AENJA_25100
OG0008080	APOSC_05343	AENJA_25141
OG0008081	APOSC_19170	AENJA_25170
OG0008082	APOSC_24746	AENJA_25191
OG0008083	APOSC_01221	AENJA_25219
OG0008084	APOSC_05751	AENJA_25324
OG0008085	APOSC_06211	AENJA_25493
OG0008086	APOSC_23185, APOSC_23184	AENJA_25596
OG0008087	APOSC_17002	AENJA_25872
OG0008088	APOSC_08897	AENJA_25970
OG0008089	APOSC_26494	AENJA_26262, AENJA_26264
OG0008091	APOSC_18409	AENJA_26699
OG0008092	APOSC_18004	AENJA_26787
OG0008194	APOSC_20535	AENJA_00146
OG0008196	APOSC_02373, APOSC_02372	AENJA_00317
OG0008198	APOSC_05695, APOSC_12177	AENJA_22905, AENJA_00866
OG0008199	APOSC_01389	AENJA_01001
OG0008201	APOSC_24486	AENJA_01208
OG0008202	APOSC_07690	AENJA_01325
OG0008203	APOSC_03043, APOSC_03044	AENJA_01357
OG0008204	APOSC_13083, APOSC_16534	AENJA_01376
OG0008205	APOSC_26162	AENJA_01532
OG0008206	APOSC_07352, APOSC_07351	AENJA_11972, AENJA_01666
OG0008208	APOSC_03726	AENJA_01852
OG0008209	APOSC_28279	AENJA_01880
OG0008211	APOSC_15417	AENJA_01948
OG0008212	APOSC_24996	AENJA_17139
OG0008213	APOSC_04494	AENJA_02352
OG0008214	APOSC_22778	AENJA_02373
OG0008216	APOSC_02181	AENJA_02643
OG0008217	APOSC_26604	AENJA_03020
OG0008218	APOSC_25714	AENJA_03029
OG0008219	APOSC_01816	AENJA_03031
OG0008220	APOSC_16489	AENJA_03211
OG0008221	APOSC_25923	AENJA_03408
OG0008222	APOSC_08179, APOSC_03671	AENJA_03415
OG0008223	APOSC_07003	AENJA_03483
OG0008224	APOSC_13569	AENJA_03538
OG0008225	APOSC_06204	AENJA_03573
OG0008227	APOSC_13416	AENJA_03715
OG0008228	APOSC_00526	AENJA_03787
OG0008229	APOSC_04449	AENJA_03931
OG0008230	APOSC_01050	AENJA_04035
OG0008231	APOSC_17787	AENJA_04312
OG0008232	APOSC_13954	AENJA_04401
OG0008234	APOSC_19378	AENJA_04854
OG0008235	APOSC_12595	AENJA_05077
OG0008236	APOSC_13471	AENJA_05551
OG0008237	APOSC_26561, APOSC_26562	AENJA_05577
OG0008238	APOSC_09010	AENJA_05620
OG0008239	APOSC_00770	AENJA_05646
OG0008240	APOSC_04944	AENJA_05677
OG0008242	APOSC_19748	AENJA_05732
OG0008243	APOSC_12489	AENJA_05790
OG0008244	APOSC_24320, APOSC_24319	AENJA_05897
OG0008245	APOSC_09282	AENJA_05910
OG0008246	APOSC_21974	AENJA_06048
OG0008248	APOSC_14203	AENJA_06229
OG0008249	APOSC_23287	AENJA_06670
OG0008250	APOSC_19147	AENJA_06779
OG0008251	APOSC_06719, APOSC_06718	AENJA_06866
OG0008252	APOSC_11414	AENJA_06985
OG0008253	APOSC_06136	AENJA_07477
OG0008254	APOSC_24820	AENJA_07508
OG0008255	APOSC_29147	AENJA_07942
OG0008257	APOSC_21547	AENJA_08319
OG0008258	APOSC_18575, APOSC_18576, APOSC_18577	AENJA_08403
OG0008259	APOSC_03340, APOSC_03341	AENJA_08568
OG0008260	APOSC_14790	AENJA_08627
OG0008261	APOSC_23556, APOSC_14888	AENJA_08637
OG0008262	APOSC_16435	AENJA_08652
OG0008263	APOSC_05613	AENJA_08668
OG0008264	APOSC_16007, APOSC_10532	AENJA_08758
OG0008265	APOSC_15181	AENJA_09054
OG0008266	APOSC_07633	AENJA_13356
OG0008267	APOSC_26204	AENJA_09216
OG0008268	APOSC_11254	AENJA_09330
OG0008269	APOSC_11767	AENJA_09331
OG0008270	APOSC_21885	AENJA_09342
OG0008271	APOSC_15408	AENJA_09398
OG0008272	APOSC_11704	AENJA_09453
OG0008273	APOSC_18538	AENJA_09471
OG0008274	APOSC_21892, APOSC_14394	AENJA_09504
OG0008275	APOSC_09999, APOSC_09998	AENJA_09593
OG0008276	APOSC_28062	AENJA_09753
OG0008277	APOSC_08947	AENJA_09854
OG0008278	APOSC_27090	AENJA_09972, AENJA_09971
OG0008279	APOSC_16364	AENJA_10024
OG0008280	APOSC_17344	AENJA_10050
OG0008281	APOSC_25564	AENJA_10162
OG0008282	APOSC_11226	AENJA_10248
OG0008283	APOSC_15446	AENJA_10286
OG0008284	APOSC_13171	AENJA_10377
OG0008286	APOSC_09059	AENJA_10651
OG0008288	APOSC_08896	AENJA_10917
OG0008289	APOSC_26477	AENJA_10942
OG0008290	APOSC_25138	AENJA_10991
OG0008291	APOSC_08804	AENJA_10998
OG0008292	APOSC_07124	AENJA_11346
OG0008293	APOSC_05615	AENJA_11450
OG0008294	APOSC_06970	AENJA_11713
OG0008295	APOSC_28274	AENJA_16657, AENJA_11908
OG0008296	APOSC_00591	AENJA_11913
OG0008298	APOSC_20933	AENJA_12089
OG0008299	APOSC_00588	AENJA_12113
OG0008300	APOSC_08101, APOSC_08102	AENJA_12144
OG0008301	APOSC_03172	AENJA_12441
OG0008302	APOSC_25290, APOSC_20456	AENJA_13275, AENJA_25201, AENJA_12478
OG0008303	APOSC_25797	AENJA_12536
OG0008304	APOSC_26151	AENJA_12570
OG0008305	APOSC_26364	AENJA_12858
OG0008306	APOSC_03469, APOSC_03470	AENJA_12994, AENJA_12995
OG0008307	APOSC_00812	AENJA_13011
OG0008308	APOSC_06610	AENJA_13121
OG0008309	APOSC_25328	AENJA_13239
OG0008311	APOSC_15212	AENJA_13375
OG0008312	APOSC_03983	AENJA_13879
OG0008313	APOSC_25393	AENJA_13915
OG0008314	APOSC_16183	AENJA_14054
OG0008316	APOSC_22296	AENJA_14601
OG0008317	APOSC_08409	AENJA_14783
OG0008318	APOSC_07399	AENJA_14785
OG0008319	APOSC_10042	AENJA_14790
OG0008321	APOSC_02801, APOSC_02802	AENJA_15203
OG0008321	APOSC_22099	AENJA_17446
OG0008322	APOSC_09495	AENJA_15312
OG0008324	APOSC_22951, APOSC_22952	AENJA_15588
OG0008325	APOSC_22229	AENJA_15718, AENJA_15717
OG0008326	APOSC_04883	AENJA_15744
OG0008327	APOSC_17199	AENJA_15788
OG0008328	APOSC_27235	AENJA_15866
OG0008329	APOSC_00099	AENJA_16020
OG0008330	APOSC_26936, APOSC_21628	AENJA_16127
OG0008331	APOSC_27801	AENJA_16317
OG0008332	APOSC_15743	AENJA_16512
OG0008333	APOSC_25210	AENJA_16988
OG0008334	APOSC_28477	AENJA_16992
OG0008335	APOSC_24989	AENJA_17118
OG0008336	APOSC_28759	AENJA_17129
OG0008337	APOSC_01570, APOSC_25004	AENJA_17300
OG0008338	APOSC_01979, APOSC_20836	AENJA_17786
OG0008339	APOSC_24725	AENJA_17825
OG0008340	APOSC_17621	AENJA_18345
OG0008341	APOSC_06989	AENJA_18514
OG0008343	APOSC_10336	AENJA_18563
OG0008344	APOSC_02612	AENJA_18634
OG0008345	APOSC_10582	AENJA_18699
OG0008346	APOSC_02989	AENJA_18767
OG0008347	APOSC_27237	AENJA_18947
OG0008348	APOSC_04923	AENJA_19233
OG0008349	APOSC_24760	AENJA_19677
OG0008350	APOSC_15062	AENJA_19686
OG0008351	APOSC_03421	AENJA_19747
OG0008352	APOSC_21115	AENJA_19927
OG0008353	APOSC_05405	AENJA_19936
OG0008355	APOSC_07250	AENJA_20829
OG0008356	APOSC_26700	AENJA_25615, AENJA_20990
OG0008357	APOSC_20364	AENJA_21156
OG0008358	APOSC_18427	AENJA_21304
OG0008359	APOSC_10441	AENJA_21350
OG0008360	APOSC_27767	AENJA_21540
OG0008361	APOSC_27978	AENJA_21933
OG0008363	APOSC_12772	AENJA_22641
OG0008364	APOSC_25191	AENJA_23223
OG0008365	APOSC_03291	AENJA_23252
OG0008367	APOSC_02351	AENJA_23708
OG0008368	APOSC_02327	AENJA_23984
OG0008369	APOSC_20701	AENJA_24036
OG0008370	APOSC_24562	AENJA_24205
OG0008371	APOSC_02750	AENJA_24359
OG0008372	APOSC_26621, APOSC_26622	AENJA_24405
OG0008373	APOSC_20839	AENJA_24428
OG0008374	APOSC_23546	AENJA_25266
OG0008377	APOSC_05161	AENJA_25580
OG0008378	APOSC_02583	AENJA_25875
OG0008379	APOSC_11653	AENJA_25898
OG0008380	APOSC_16416, APOSC_16417	AENJA_25998
OG0008381	APOSC_18144	AENJA_26202
OG0008382	APOSC_04243	AENJA_26241
OG0008383	APOSC_27193	AENJA_26281
OG0008384	APOSC_21382	AENJA_26604
OG0008386	APOSC_04675	AENJA_26631
OG0008387	APOSC_03023	AENJA_26702
OG0008388	APOSC_08414	AENJA_26785
OG0008507	APOSC_16679	AENJA_00318
OG0008509	APOSC_12873	AENJA_00544
OG0008512	APOSC_09316	AENJA_00753
OG0008513	APOSC_28038	AENJA_00836
OG0008514	APOSC_08578	AENJA_01000
OG0008515	APOSC_15829	AENJA_23531
OG0008516	APOSC_08682	AENJA_01225
OG0008517	APOSC_20463	AENJA_04917
OG0008519	APOSC_03342	AENJA_01960
OG0008522	APOSC_13449	AENJA_02195
OG0008524	APOSC_11614	AENJA_03437
OG0008526	APOSC_16496	AENJA_03570
OG0008527	APOSC_24661	AENJA_03625
OG0008528	APOSC_24325	AENJA_03759
OG0008529	APOSC_16531	AENJA_04298
OG0008530	APOSC_07553	AENJA_04370
OG0008531	APOSC_03955	AENJA_04402
OG0008532	APOSC_28549	AENJA_04571
OG0008533	APOSC_14916	AENJA_04666
OG0008534	APOSC_12537	AENJA_05019
OG0008535	APOSC_16888	AENJA_05023
OG0008536	APOSC_00561	AENJA_09792
OG0008537	APOSC_05810	AENJA_05331, AENJA_05330
OG0008538	APOSC_13890	AENJA_05378, AENJA_19445
OG0008539	APOSC_07394	AENJA_05486
OG0008540	APOSC_01144	AENJA_05568
OG0008541	APOSC_13348, APOSC_13344, APOSC_13346, APOSC_13345	AENJA_05622
OG0008543	APOSC_21508, APOSC_21507	AENJA_06054
OG0008544	APOSC_18440	AENJA_06389
OG0008545	APOSC_18171	AENJA_06390
OG0008546	APOSC_03316	AENJA_06435
OG0008547	APOSC_16879	AENJA_06697
OG0008550	APOSC_26921	AENJA_07554
OG0008551	APOSC_24128	AENJA_07562
OG0008552	APOSC_07933	AENJA_07719
OG0008553	APOSC_12916, APOSC_12827	AENJA_07731
OG0008555	APOSC_18215	AENJA_08099
OG0008556	APOSC_04241	AENJA_08409, AENJA_19340
OG0008557	APOSC_10961	AENJA_08760
OG0008558	APOSC_03129	AENJA_09242
OG0008559	APOSC_01566	AENJA_09341
OG0008560	APOSC_19103	AENJA_09842
OG0008561	APOSC_07820	AENJA_09967
OG0008562	APOSC_01224	AENJA_19559, AENJA_10327
OG0008563	APOSC_22957	AENJA_10384
OG0008564	APOSC_14376	AENJA_10469
OG0008565	APOSC_05366	AENJA_10798
OG0008566	APOSC_25409	AENJA_10865
OG0008569	APOSC_09585	AENJA_11178
OG0008570	APOSC_17751	AENJA_11204
OG0008571	APOSC_27123	AENJA_11214
OG0008572	APOSC_18400	AENJA_11295
OG0008573	APOSC_20777	AENJA_11526
OG0008574	APOSC_13409	AENJA_11798
OG0008575	APOSC_27790	AENJA_11846
OG0008577	APOSC_22641	AENJA_12355
OG0008578	APOSC_22254	AENJA_12374
OG0008579	APOSC_14078	AENJA_12437
OG0008580	APOSC_19538	AENJA_12554
OG0008582	APOSC_25269	AENJA_12734
OG0008583	APOSC_24512	AENJA_12791
OG0008585	APOSC_28685, APOSC_28684	AENJA_13157
OG0008586	APOSC_12856	AENJA_13261
OG0008588	APOSC_24866	AENJA_13917
OG0008589	APOSC_18690	AENJA_14057, AENJA_14580
OG0008590	APOSC_13223	AENJA_14290
OG0008591	APOSC_14208	AENJA_14308
OG0008595	APOSC_25396	AENJA_14825
OG0008596	APOSC_20789, APOSC_20790	AENJA_14880
OG0008597	APOSC_00321	AENJA_15095
OG0008598	APOSC_20359	AENJA_15227
OG0008599	APOSC_10818	AENJA_15360
OG0008600	APOSC_10335	AENJA_15422
OG0008602	APOSC_02048, APOSC_02047	AENJA_16318
OG0008603	APOSC_18259	AENJA_16664
OG0008604	APOSC_15157	AENJA_16683
OG0008605	APOSC_07908	AENJA_16741
OG0008606	APOSC_02702	AENJA_16811
OG0008607	APOSC_16388	AENJA_16928
OG0008608	APOSC_26685	AENJA_17807
OG0008609	APOSC_10190	AENJA_17846
OG0008610	APOSC_24806	AENJA_17913
OG0008611	APOSC_21770	AENJA_17945
OG0008612	APOSC_26856	AENJA_17949
OG0008613	APOSC_19271	AENJA_18131
OG0008614	APOSC_25993	AENJA_18225
OG0008615	APOSC_07721, APOSC_05125, APOSC_12886, APOSC_16602	AENJA_18615
OG0008617	APOSC_20053	AENJA_19004
OG0008618	APOSC_27155	AENJA_19021
OG0008619	APOSC_11304	AENJA_19147
OG0008620	APOSC_16989	AENJA_19257
OG0008621	APOSC_26027	AENJA_22916, AENJA_19459
OG0008623	APOSC_20855	AENJA_20206
OG0008624	APOSC_18663	AENJA_20222
OG0008625	APOSC_00884	AENJA_20379
OG0008626	APOSC_24115	AENJA_20823
OG0008627	APOSC_10330	AENJA_20874
OG0008628	APOSC_12508	AENJA_20919
OG0008629	APOSC_05375	AENJA_20932
OG0008630	APOSC_19682	AENJA_21211
OG0008631	APOSC_22666, APOSC_00303, APOSC_00304, APOSC_05465, APOSC_11326, APOSC_05249, APOSC_18514, APOSC_08546	AENJA_21250
OG0008632	APOSC_24199	AENJA_21695
OG0008633	APOSC_09510	AENJA_22194
OG0008634	APOSC_25934	AENJA_22521
OG0008636	APOSC_10482, APOSC_10481	AENJA_23071
OG0008638	APOSC_20532	AENJA_23413
OG0008639	APOSC_01209	AENJA_23500
OG0008640	APOSC_24046, APOSC_04145	AENJA_23515
OG0008641	APOSC_18535	AENJA_23577
OG0008642	APOSC_03488	AENJA_24043
OG0008643	APOSC_18055	AENJA_24368
OG0008644	APOSC_10925	AENJA_24833
OG0008645	APOSC_25362	AENJA_26189
OG0008646	APOSC_15865	AENJA_26201
OG0008647	APOSC_18127	AENJA_26274
OG0008648	APOSC_15634	AENJA_26508
OG0008649	APOSC_24972	AENJA_26543
OG0008753	APOSC_15261	AENJA_00095
OG0008757	APOSC_22627, APOSC_22628	AENJA_00248
OG0008758	APOSC_11952	AENJA_00351
OG0008760	APOSC_13885	AENJA_01013
OG0008763	APOSC_23708	AENJA_01556
OG0008765	APOSC_20577	AENJA_01760
OG0008767	APOSC_25484, APOSC_25485	AENJA_02095
OG0008769	APOSC_07776	AENJA_13637
OG0008769	APOSC_16003, APOSC_09095	AENJA_06989, AENJA_12867, AENJA_02552, AENJA_02551
OG0008770	APOSC_04540	AENJA_02618
OG0008771	APOSC_08466	AENJA_02681
OG0008772	APOSC_19090	AENJA_02760
OG0008773	APOSC_23489	AENJA_02765
OG0008774	APOSC_23351	AENJA_02797, AENJA_10155
OG0008775	APOSC_29134, APOSC_29133	AENJA_02882
OG0008776	APOSC_28163	AENJA_02888
OG0008778	APOSC_04051	AENJA_02933
OG0008779	APOSC_06278, APOSC_06280, APOSC_06279	AENJA_02940
OG0008781	APOSC_05999, APOSC_06000	AENJA_03283
OG0008782	APOSC_16554	AENJA_03320
OG0008784	APOSC_13589	AENJA_03639
OG0008786	APOSC_26534	AENJA_04275
OG0008789	APOSC_10786	AENJA_09108
OG0008790	APOSC_00052	AENJA_05031, AENJA_05032
OG0008791	APOSC_09414, APOSC_07094	AENJA_24085
OG0008792	APOSC_24832, APOSC_24833	AENJA_05562
OG0008793	APOSC_20314	AENJA_05592
OG0008794	APOSC_18114	AENJA_05734
OG0008797	APOSC_22921	AENJA_06113
OG0008798	APOSC_02514	AENJA_06124
OG0008799	APOSC_15675	AENJA_06238
OG0008800	APOSC_25054	AENJA_06407
OG0008801	APOSC_23581, APOSC_23580	AENJA_06718
OG0008802	APOSC_03014	AENJA_06725
OG0008804	APOSC_22636	AENJA_06815
OG0008805	APOSC_07529, APOSC_07527	AENJA_06865
OG0008806	APOSC_07131	AENJA_07194
OG0008807	APOSC_08951	AENJA_07579, AENJA_07582
OG0008810	APOSC_10753	AENJA_08241
OG0008811	APOSC_21791	AENJA_08631
OG0008812	APOSC_12288	AENJA_08728
OG0008813	APOSC_26934	AENJA_08776
OG0008814	APOSC_23948	AENJA_08992
OG0008815	APOSC_11117	AENJA_09066
OG0008816	APOSC_22805	AENJA_09134
OG0008817	APOSC_19191	AENJA_09251
OG0008818	APOSC_03186	AENJA_09454
OG0008819	APOSC_02679	AENJA_09984, AENJA_09981, AENJA_15199
OG0008820	APOSC_22423	AENJA_10295
OG0008821	APOSC_26717, APOSC_26716	AENJA_11288
OG0008822	APOSC_13517	AENJA_11337
OG0008823	APOSC_01637	AENJA_11424
OG0008824	APOSC_02746	AENJA_11564
OG0008825	APOSC_14567	AENJA_11797, AENJA_11788
OG0008826	APOSC_17428	AENJA_11861
OG0008827	APOSC_06063	AENJA_11907
OG0008828	APOSC_10392	AENJA_12062
OG0008831	APOSC_02245	AENJA_12451
OG0008832	APOSC_12428	AENJA_12665
OG0008833	APOSC_12317	AENJA_12892
OG0008834	APOSC_24622	AENJA_12899
OG0008835	APOSC_02199	AENJA_12987
OG0008836	APOSC_19777	AENJA_12998
OG0008837	APOSC_17582	AENJA_13420
OG0008838	APOSC_26453	AENJA_13576
OG0008840	APOSC_18501	AENJA_13926
OG0008841	APOSC_01161	AENJA_14009
OG0008844	APOSC_17788	AENJA_14159
OG0008845	APOSC_23551	AENJA_14223
OG0008847	APOSC_17876	AENJA_15154
OG0008848	APOSC_16337	AENJA_15357
OG0008851	APOSC_20275	AENJA_18696, AENJA_16522
OG0008852	APOSC_02509	AENJA_25035, AENJA_16909, AENJA_23462
OG0008853	APOSC_25488	AENJA_17015
OG0008854	APOSC_13129	AENJA_17058
OG0008856	APOSC_06409	AENJA_17229
OG0008857	APOSC_24498	AENJA_17323, AENJA_18000
OG0008858	APOSC_23092	AENJA_17385
OG0008859	APOSC_24752	AENJA_18088
OG0008860	APOSC_12664	AENJA_18102
OG0008861	APOSC_25323	AENJA_18107
OG0008862	APOSC_23936	AENJA_18122, AENJA_18121
OG0008863	APOSC_02685, APOSC_23378, APOSC_24529, APOSC_24495	AENJA_18272
OG0008864	APOSC_18567	AENJA_18513
OG0008865	APOSC_14181, APOSC_14182	AENJA_18608
OG0008867	APOSC_10514, APOSC_10515	AENJA_19211
OG0008868	APOSC_05975	AENJA_19679
OG0008869	APOSC_14820, APOSC_14823, APOSC_14824	AENJA_19846
OG0008870	APOSC_09152	AENJA_20147
OG0008871	APOSC_19250, APOSC_19251	AENJA_20500
OG0008872	APOSC_16181	AENJA_20547
OG0008874	APOSC_21741	AENJA_21104, AENJA_21105
OG0008875	APOSC_22839	AENJA_21167
OG0008876	APOSC_09453	AENJA_21340
OG0008877	APOSC_12195	AENJA_21368
OG0008878	APOSC_20528	AENJA_21403
OG0008879	APOSC_19737	AENJA_21532
OG0008880	APOSC_20590, APOSC_20591	AENJA_21634
OG0008881	APOSC_18026	AENJA_21661
OG0008882	APOSC_01175	AENJA_21696
OG0008883	APOSC_23015	AENJA_22131
OG0008884	APOSC_06406	AENJA_22183
OG0008885	APOSC_16891	AENJA_22404
OG0008886	APOSC_05398	AENJA_22472
OG0008887	APOSC_26570, APOSC_26568, APOSC_26569	AENJA_23123
OG0008888	APOSC_19715	AENJA_23206
OG0008890	APOSC_19028, APOSC_14937, APOSC_12216	AENJA_24535
OG0008891	APOSC_24313	AENJA_24806
OG0008892	APOSC_06416	AENJA_24831
OG0008893	APOSC_26299	AENJA_25102
OG0008894	APOSC_18312	AENJA_25240
OG0008896	APOSC_23761	AENJA_26177
OG0008897	APOSC_07001	AENJA_26287
OG0008898	APOSC_28843	AENJA_26382
OG0008899	APOSC_16915	AENJA_26437
OG0008900	APOSC_06374	AENJA_26512
OG0009043	APOSC_22918	AENJA_00478
OG0009044	APOSC_08072	AENJA_00709
OG0009046	APOSC_04259	AENJA_22056, AENJA_10665, AENJA_12356, AENJA_08653, AENJA_22941, AENJA_00813
OG0009047	APOSC_09162	AENJA_00923
OG0009048	APOSC_11191	AENJA_01448
OG0009049	APOSC_17192	AENJA_01736
OG0009052	APOSC_20867	AENJA_01879
OG0009053	APOSC_16407	AENJA_17016, AENJA_01906
OG0009055	APOSC_24510	AENJA_02462
OG0009057	APOSC_02431, APOSC_02428, APOSC_23347, APOSC_02430, APOSC_02429	AENJA_02709
OG0009059	APOSC_05172	AENJA_03049
OG0009060	APOSC_26546	AENJA_03495
OG0009061	APOSC_19671	AENJA_09879, AENJA_03753
OG0009062	APOSC_02241	AENJA_03997
OG0009063	APOSC_20139	AENJA_04246
OG0009064	APOSC_22287	AENJA_04611
OG0009065	APOSC_28013	AENJA_04676
OG0009066	APOSC_22563	AENJA_04891
OG0009067	APOSC_28943	AENJA_05140
OG0009068	APOSC_04322	AENJA_05155, AENJA_22361
OG0009068	APOSC_16603	AENJA_21885, AENJA_19962, AENJA_09321, AENJA_21887, AENJA_10697, AENJA_19408
OG0009069	APOSC_12839	AENJA_05231
OG0009070	APOSC_28592, APOSC_28593	AENJA_05554
OG0009071	APOSC_17785	AENJA_05666
OG0009074	APOSC_22732	AENJA_06408
OG0009075	APOSC_19781	AENJA_06924
OG0009076	APOSC_27378	AENJA_07353
OG0009079	APOSC_24660	AENJA_07739
OG0009080	APOSC_15483	AENJA_19235, AENJA_07817
OG0009081	APOSC_20316	AENJA_07819
OG0009082	APOSC_05138	AENJA_07881
OG0009083	APOSC_04921	AENJA_08096
OG0009084	APOSC_24044	AENJA_08640
OG0009085	APOSC_11543	AENJA_08785
OG0009087	APOSC_28904	AENJA_09701
OG0009089	APOSC_17345	AENJA_18387
OG0009090	APOSC_25579, APOSC_25578, APOSC_25580	AENJA_10494
OG0009091	APOSC_12929	AENJA_10589
OG0009093	APOSC_24823, APOSC_24822, APOSC_24824	AENJA_10769
OG0009095	APOSC_25679	AENJA_11278
OG0009096	APOSC_27722	AENJA_11395
OG0009099	APOSC_04896	AENJA_12330
OG0009100	APOSC_15826	AENJA_13016
OG0009101	APOSC_16387	AENJA_13418
OG0009103	APOSC_15587	AENJA_13876
OG0009104	APOSC_26847	AENJA_14011
OG0009105	APOSC_17534	AENJA_14046
OG0009106	APOSC_00626	AENJA_14380, AENJA_20447, AENJA_14381
OG0009107	APOSC_09336, APOSC_09337	AENJA_14439
OG0009109	APOSC_28525, APOSC_28526	AENJA_14962
