Orthogroup	APOSC_ok	ORYLA
OG0006078	APOSC_17814	ORYLA17648, ORYLA01729
OG0006079	APOSC_12851	ORYLA15110
OG0006082	APOSC_11170	ORYLA01781
OG0006083	APOSC_17176	ORYLA20342
OG0006084	APOSC_16434	ORYLA00533
OG0006085	APOSC_28275	ORYLA15317
OG0006087	APOSC_15292	ORYLA07572
OG0006089	APOSC_22809	ORYLA06648
OG0006092	APOSC_18412	ORYLA18231
OG0006095	APOSC_05048	ORYLA00577
OG0006096	APOSC_23249	ORYLA02341
OG0006097	APOSC_05185	ORYLA08979
OG0006098	APOSC_25956	ORYLA08847
OG0006099	APOSC_20927	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	APOSC_17808	ORYLA15271
OG0006102	APOSC_22067	ORYLA13664, ORYLA14108
OG0006103	APOSC_08410	ORYLA11324
OG0006104	APOSC_09268, APOSC_06210, APOSC_19494	ORYLA19385
OG0006106	APOSC_06595	ORYLA08883, ORYLA08882
OG0006107	APOSC_07294	ORYLA14542
OG0006108	APOSC_15898	ORYLA05895
OG0006111	APOSC_03391	ORYLA04074, ORYLA03212
OG0006112	APOSC_24403	ORYLA15289
OG0006113	APOSC_26235	ORYLA07029
OG0006114	APOSC_22417	ORYLA15533
OG0006115	APOSC_09124	ORYLA11548
OG0006117	APOSC_07439	ORYLA00077
OG0006118	APOSC_07828	ORYLA05452
OG0006119	APOSC_11399	ORYLA20488
OG0006120	APOSC_20718	ORYLA10724
OG0006121	APOSC_27870	ORYLA19436
OG0006122	APOSC_16541	ORYLA08367
OG0006123	APOSC_12556	ORYLA20495
OG0006124	APOSC_22257	ORYLA11506
OG0006125	APOSC_04763	ORYLA09691
OG0006126	APOSC_20086	ORYLA16568
OG0006127	APOSC_15621	ORYLA15251
OG0006128	APOSC_06200	ORYLA15261
OG0006129	APOSC_02978	ORYLA00354
OG0006130	APOSC_06548, APOSC_13669	ORYLA14031
OG0006131	APOSC_09740	ORYLA16375, ORYLA07912
OG0006132	APOSC_13478	ORYLA05048
OG0006133	APOSC_18362	ORYLA12772
OG0006134	APOSC_24225	ORYLA05638
OG0006136	APOSC_19976	ORYLA09430
OG0006137	APOSC_12184	ORYLA02042
OG0006138	APOSC_12176, APOSC_27850, APOSC_27851	ORYLA04799
OG0006139	APOSC_02031	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	APOSC_23359	ORYLA15551
OG0006141	APOSC_05712	ORYLA12129
OG0006144	APOSC_11441	ORYLA07543
OG0006145	APOSC_09691	ORYLA20229
OG0006146	APOSC_20265	ORYLA05029
OG0006148	APOSC_19000	ORYLA02358
OG0006149	APOSC_14242	ORYLA10488
OG0006150	APOSC_01714, APOSC_22351, APOSC_22352, APOSC_01713, APOSC_10278	ORYLA13302
OG0006151	APOSC_09261, APOSC_09262	ORYLA14513
OG0006152	APOSC_28211	ORYLA11733
OG0006153	APOSC_25551	ORYLA20426
OG0006155	APOSC_02722	ORYLA06089
OG0006156	APOSC_24618	ORYLA00926
OG0006158	APOSC_27578	ORYLA10442
OG0006159	APOSC_15246	ORYLA19153
OG0006160	APOSC_05551	ORYLA19637
OG0006161	APOSC_05129	ORYLA01833, ORYLA05612
OG0006162	APOSC_18054	ORYLA13159
OG0006163	APOSC_12748	ORYLA14800, ORYLA12332
OG0006164	APOSC_18639	ORYLA19800
OG0006165	APOSC_18182	ORYLA20003
OG0006167	APOSC_09956, APOSC_09955	ORYLA07176, ORYLA00415
OG0006168	APOSC_24765	ORYLA16569
OG0006169	APOSC_09033	ORYLA04271
OG0006170	APOSC_23360, APOSC_08104	ORYLA09909
OG0006171	APOSC_15964	ORYLA02054
OG0006172	APOSC_05391	ORYLA10481
OG0006174	APOSC_00455	ORYLA17661, ORYLA02384, ORYLA12208
OG0006176	APOSC_15825	ORYLA10315
OG0006177	APOSC_12821	ORYLA12090
OG0006178	APOSC_07148, APOSC_07147	ORYLA04504
OG0006179	APOSC_23268	ORYLA03657
OG0006180	APOSC_03152	ORYLA06973
OG0006181	APOSC_03481	ORYLA03672
OG0006182	APOSC_28042	ORYLA08344
OG0006183	APOSC_19486	ORYLA16825
OG0006184	APOSC_12695	ORYLA00792
OG0006185	APOSC_09138	ORYLA06316
OG0006186	APOSC_20197	ORYLA13046
OG0006187	APOSC_02281	ORYLA18889
OG0006188	APOSC_16452	ORYLA20449
OG0006189	APOSC_22882	ORYLA17086, ORYLA00060
OG0006190	APOSC_03905	ORYLA01121
OG0006191	APOSC_13840	ORYLA17482
OG0006192	APOSC_15421	ORYLA04658
OG0006193	APOSC_13831	ORYLA12955
OG0006194	APOSC_10741	ORYLA00610
OG0006195	APOSC_15441	ORYLA17204
OG0006196	APOSC_22172	ORYLA03362
OG0006198	APOSC_19038	ORYLA05262
OG0006199	APOSC_27250	ORYLA07760
OG0006200	APOSC_15844	ORYLA00176
OG0006201	APOSC_06891	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	APOSC_24490	ORYLA06744
OG0006203	APOSC_10963	ORYLA04805
OG0006204	APOSC_17513	ORYLA07934
OG0006205	APOSC_06222	ORYLA19412
OG0006206	APOSC_07404	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	APOSC_13200	ORYLA03254
OG0006208	APOSC_00172	ORYLA03811, ORYLA13086
OG0006209	APOSC_02034	ORYLA18078
OG0006210	APOSC_24919	ORYLA02264
OG0006211	APOSC_27330	ORYLA16185
OG0006214	APOSC_01407	ORYLA11041
OG0006216	APOSC_06952	ORYLA19823
OG0006217	APOSC_18136, APOSC_18135	ORYLA13873, ORYLA13874
OG0006219	APOSC_04015	ORYLA13291
OG0006220	APOSC_19990	ORYLA18843
OG0006223	APOSC_09113, APOSC_09114	ORYLA10674
OG0006224	APOSC_26870	ORYLA15635
OG0006225	APOSC_24236	ORYLA00226
OG0006226	APOSC_17729	ORYLA02359
OG0006227	APOSC_13147, APOSC_13146	ORYLA17980
OG0006228	APOSC_05084	ORYLA16946, ORYLA20325
OG0006229	APOSC_01024, APOSC_01023	ORYLA00480
OG0006230	APOSC_19352	ORYLA20084
OG0006231	APOSC_21161	ORYLA08845
OG0006232	APOSC_24357	ORYLA19680
OG0006233	APOSC_15042	ORYLA13531
OG0006234	APOSC_21894	ORYLA13453
OG0006235	APOSC_24879	ORYLA14597
OG0006237	APOSC_24918	ORYLA15408
OG0006240	APOSC_04652	ORYLA20183
OG0006242	APOSC_10594	ORYLA00598, ORYLA00599
OG0006243	APOSC_01950, APOSC_01949	ORYLA14098
OG0006244	APOSC_24967	ORYLA02710
OG0006245	APOSC_00921	ORYLA08633
OG0006246	APOSC_07736, APOSC_07735	ORYLA02819
OG0006247	APOSC_13444, APOSC_13445, APOSC_13443	ORYLA14475
OG0006249	APOSC_25692	ORYLA07428
OG0006250	APOSC_27267	ORYLA01481
OG0006251	APOSC_15876	ORYLA03699
OG0006252	APOSC_17057	ORYLA05842
OG0006253	APOSC_15972, APOSC_15973, APOSC_15971	ORYLA12949
OG0006254	APOSC_09754	ORYLA01467
OG0006255	APOSC_12367	ORYLA04827
OG0006256	APOSC_27700	ORYLA09128
OG0006257	APOSC_22535	ORYLA05204
OG0006258	APOSC_28143	ORYLA02984
OG0006259	APOSC_27968, APOSC_27967	ORYLA13353
OG0006260	APOSC_09774	ORYLA18938
OG0006261	APOSC_06934	ORYLA11026, ORYLA14160
OG0006262	APOSC_16097	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	APOSC_28291	ORYLA09051
OG0006264	APOSC_09598	ORYLA17584
OG0006265	APOSC_06482	ORYLA09470
OG0006266	APOSC_04471	ORYLA12795
OG0006267	APOSC_20000	ORYLA02355
OG0006268	APOSC_23154	ORYLA16048
OG0006270	APOSC_24411	ORYLA02562, ORYLA02561
OG0006271	APOSC_01767	ORYLA08585
OG0006273	APOSC_14698	ORYLA06300
OG0006275	APOSC_03010	ORYLA10683
OG0006277	APOSC_18887	ORYLA03972, ORYLA03476
OG0006278	APOSC_26547	ORYLA06895, ORYLA16134
OG0006279	APOSC_21488	ORYLA09965
OG0006280	APOSC_05701	ORYLA11567
OG0006281	APOSC_16932	ORYLA20123
OG0006282	APOSC_20699	ORYLA13164
OG0006283	APOSC_21898	ORYLA09291
OG0006284	APOSC_17077	ORYLA09690
OG0006285	APOSC_26526	ORYLA17251
OG0006286	APOSC_10357	ORYLA07043
OG0006287	APOSC_17884	ORYLA04687
OG0006288	APOSC_09696	ORYLA10709
OG0006289	APOSC_23398	ORYLA14057, ORYLA16007
OG0006290	APOSC_09719, APOSC_09720	ORYLA16144
OG0006291	APOSC_15695	ORYLA13632
OG0006292	APOSC_13130	ORYLA19865
OG0006294	APOSC_25798	ORYLA11427
OG0006295	APOSC_27816	ORYLA20007
OG0006296	APOSC_09402, APOSC_09403	ORYLA11079
OG0006297	APOSC_06137	ORYLA13740
OG0006298	APOSC_23078, APOSC_21654	ORYLA16187
OG0006299	APOSC_15235	ORYLA10630, ORYLA02251, ORYLA11710
OG0006301	APOSC_14170	ORYLA10259
OG0006302	APOSC_07364	ORYLA12680, ORYLA14790
OG0006304	APOSC_04870, APOSC_04871	ORYLA10170, ORYLA11894
OG0006305	APOSC_09305, APOSC_09304	ORYLA00895, ORYLA00418
OG0006306	APOSC_16571	ORYLA05428
OG0006307	APOSC_10245	ORYLA17332
OG0006309	APOSC_08275	ORYLA11286
OG0006311	APOSC_19031, APOSC_19032	ORYLA14691
OG0006312	APOSC_02920	ORYLA19224
OG0006313	APOSC_11157	ORYLA18940
OG0006314	APOSC_03446	ORYLA09968
OG0006315	APOSC_16530	ORYLA04829
OG0006318	APOSC_21042	ORYLA08694
OG0006320	APOSC_08286	ORYLA15063
OG0006321	APOSC_04793	ORYLA12059
OG0006322	APOSC_03517	ORYLA20137
OG0006323	APOSC_18189	ORYLA08641
OG0006324	APOSC_27096, APOSC_27097	ORYLA07027
OG0006326	APOSC_20354	ORYLA06678
OG0006327	APOSC_09302	ORYLA19841
OG0006328	APOSC_14875, APOSC_14876	ORYLA02179, ORYLA02180
OG0006329	APOSC_06676	ORYLA17793
OG0006330	APOSC_11664, APOSC_11665	ORYLA12144
OG0006331	APOSC_22141	ORYLA03044
OG0006332	APOSC_06680	ORYLA12489
OG0006333	APOSC_03450	ORYLA09732, ORYLA10226
OG0006334	APOSC_14348	ORYLA00853
OG0006335	APOSC_16776	ORYLA13756
OG0006338	APOSC_05885	ORYLA07080, ORYLA13064
OG0006339	APOSC_27213, APOSC_03533	ORYLA02765
OG0006340	APOSC_01676	ORYLA05277
OG0006341	APOSC_00352	ORYLA17094
OG0006343	APOSC_19586	ORYLA00514
OG0006344	APOSC_26452	ORYLA09235, ORYLA07107
OG0006345	APOSC_20819	ORYLA06394
OG0006346	APOSC_01817	ORYLA03560
OG0006347	APOSC_17743	ORYLA08655
OG0006348	APOSC_22289, APOSC_22288	ORYLA17683
OG0006350	APOSC_11362	ORYLA05826
OG0006351	APOSC_20662	ORYLA09454
OG0006352	APOSC_28135	ORYLA00408, ORYLA01498
OG0006353	APOSC_03902	ORYLA03383
OG0006354	APOSC_19593	ORYLA17693
OG0006355	APOSC_09992	ORYLA14059
OG0006356	APOSC_01236	ORYLA04352
OG0006359	APOSC_05942	ORYLA06276
OG0006360	APOSC_03655	ORYLA11287
OG0006361	APOSC_06699	ORYLA15180
OG0006362	APOSC_25966	ORYLA05430
OG0006363	APOSC_11350	ORYLA04345
OG0006364	APOSC_10348	ORYLA17402, ORYLA17403
OG0006365	APOSC_17335	ORYLA07547
OG0006366	APOSC_11800	ORYLA03615
OG0006367	APOSC_11043	ORYLA10820
OG0006370	APOSC_08924, APOSC_08925	ORYLA09199
OG0006372	APOSC_14360	ORYLA10156
OG0006375	APOSC_05177	ORYLA07773
OG0006376	APOSC_08625	ORYLA18136
OG0006377	APOSC_05358	ORYLA02527
OG0006379	APOSC_27898	ORYLA02129
OG0006380	APOSC_28690	ORYLA01349
OG0006381	APOSC_07173	ORYLA11043, ORYLA15094
OG0006382	APOSC_07977	ORYLA10097, ORYLA10098
OG0006383	APOSC_28852	ORYLA04517
OG0006384	APOSC_00707	ORYLA17068
OG0006386	APOSC_07212	ORYLA19015
OG0006388	APOSC_17676	ORYLA16292, ORYLA00766
OG0006389	APOSC_03797	ORYLA12499
OG0006390	APOSC_03325	ORYLA19642
OG0006391	APOSC_09539	ORYLA03666
OG0006392	APOSC_00974	ORYLA09388
OG0006393	APOSC_04034	ORYLA00411, ORYLA13211
OG0006394	APOSC_10095	ORYLA00283
OG0006395	APOSC_21447	ORYLA19863
OG0006396	APOSC_23836	ORYLA17433
OG0006399	APOSC_08943	ORYLA17610
OG0006401	APOSC_10571	ORYLA08618, ORYLA18378
OG0006402	APOSC_15840	ORYLA00429
OG0006404	APOSC_00229	ORYLA14845
OG0006405	APOSC_00520	ORYLA01525, ORYLA14866
OG0006407	APOSC_09135	ORYLA05579
OG0006408	APOSC_19771	ORYLA11884, ORYLA11885
OG0006442	APOSC_16841	ORYLA13339
OG0006443	APOSC_25767	ORYLA04866
OG0006446	APOSC_21886, APOSC_21887	ORYLA18017
OG0006447	APOSC_15689	ORYLA18018
OG0006448	APOSC_02936	ORYLA06428, ORYLA06429
OG0006449	APOSC_19909, APOSC_19908	ORYLA02199
OG0006452	APOSC_15838	ORYLA14233
OG0006454	APOSC_28104	ORYLA04312
OG0006456	APOSC_07276	ORYLA01861
OG0006457	APOSC_22597	ORYLA14262
OG0006459	APOSC_25637	ORYLA14803
OG0006460	APOSC_21182	ORYLA04920
OG0006461	APOSC_16902, APOSC_16903	ORYLA15523
OG0006463	APOSC_17852	ORYLA14103
OG0006464	APOSC_09006	ORYLA13278
OG0006465	APOSC_06897	ORYLA00104
OG0006467	APOSC_24310, APOSC_24309	ORYLA12385
OG0006468	APOSC_24678	ORYLA19099
OG0006469	APOSC_18314, APOSC_18315	ORYLA00255
OG0006470	APOSC_18031	ORYLA00368
OG0006471	APOSC_08459, APOSC_06162	ORYLA19660
OG0006472	APOSC_14649	ORYLA07638
OG0006474	APOSC_26113	ORYLA17369
OG0006475	APOSC_05034	ORYLA09150
OG0006476	APOSC_08315	ORYLA04028
OG0006477	APOSC_20898, APOSC_11124, APOSC_27052, APOSC_13712, APOSC_11125	ORYLA12051
OG0006479	APOSC_10681	ORYLA15648
OG0006480	APOSC_03945	ORYLA00896
OG0006481	APOSC_03150	ORYLA04413
OG0006482	APOSC_21043	ORYLA17211
OG0006483	APOSC_06154	ORYLA10393
OG0006485	APOSC_08620	ORYLA07384, ORYLA07383
OG0006486	APOSC_15012	ORYLA01412
OG0006487	APOSC_19270	ORYLA15532, ORYLA15531
OG0006488	APOSC_12358	ORYLA03055
OG0006490	APOSC_24017	ORYLA14766
OG0006491	APOSC_01687, APOSC_01688	ORYLA08851
OG0006492	APOSC_26486	ORYLA15208
OG0006493	APOSC_27613, APOSC_27614	ORYLA06218
OG0006494	APOSC_07778	ORYLA06580
OG0006495	APOSC_07380	ORYLA07421
OG0006496	APOSC_20816	ORYLA06776
OG0006497	APOSC_08623	ORYLA04913
OG0006498	APOSC_19797, APOSC_19796	ORYLA10742
OG0006499	APOSC_10389	ORYLA13225
OG0006500	APOSC_03098	ORYLA10496
OG0006501	APOSC_00765	ORYLA03041
OG0006502	APOSC_00883	ORYLA16801, ORYLA16800
OG0006503	APOSC_27770	ORYLA00936
OG0006505	APOSC_20445	ORYLA08906, ORYLA06614
OG0006506	APOSC_03691	ORYLA08840
OG0006507	APOSC_16527	ORYLA15791, ORYLA15790
OG0006508	APOSC_20054	ORYLA14077
OG0006509	APOSC_22187	ORYLA07227
OG0006510	APOSC_01079	ORYLA14338
OG0006511	APOSC_18848	ORYLA14129, ORYLA14130
OG0006512	APOSC_27881	ORYLA01466
OG0006513	APOSC_27513	ORYLA18476
OG0006514	APOSC_05533	ORYLA20423
OG0006515	APOSC_16228, APOSC_16229	ORYLA10705
OG0006516	APOSC_03896	ORYLA10111, ORYLA10110
OG0006517	APOSC_09680	ORYLA06301
OG0006518	APOSC_02599, APOSC_02598	ORYLA19034
OG0006519	APOSC_12765	ORYLA11456
OG0006520	APOSC_12169	ORYLA04037
OG0006523	APOSC_06060	ORYLA03670
OG0006524	APOSC_17843	ORYLA14673
OG0006525	APOSC_25884	ORYLA16237
OG0006526	APOSC_01306	ORYLA19079
OG0006527	APOSC_15642	ORYLA16408
OG0006528	APOSC_05534	ORYLA08757
OG0006530	APOSC_08727, APOSC_08726	ORYLA06110
OG0006532	APOSC_03775	ORYLA12770
OG0006536	APOSC_01707	ORYLA00277
OG0006537	APOSC_27228, APOSC_27227	ORYLA18614
OG0006538	APOSC_00849	ORYLA12235
OG0006540	APOSC_23072	ORYLA04334
OG0006542	APOSC_24422	ORYLA04038
OG0006543	APOSC_13261	ORYLA05121
OG0006544	APOSC_04216	ORYLA13799
OG0006545	APOSC_13229	ORYLA01750
OG0006547	APOSC_12567, APOSC_12568, APOSC_12569	ORYLA04432
OG0006549	APOSC_12936	ORYLA10840
OG0006550	APOSC_07594	ORYLA11254
OG0006551	APOSC_07615	ORYLA09374
OG0006552	APOSC_20548, APOSC_11862	ORYLA02423
OG0006553	APOSC_01403	ORYLA00553
OG0006554	APOSC_03164	ORYLA02770
OG0006555	APOSC_11232, APOSC_01108, APOSC_01891, APOSC_01892	ORYLA08557
OG0006556	APOSC_06362	ORYLA10590
OG0006557	APOSC_21049	ORYLA17641
OG0006559	APOSC_04167	ORYLA13088, ORYLA02615
OG0006560	APOSC_28832	ORYLA11992
OG0006561	APOSC_07744	ORYLA11401
OG0006562	APOSC_03887	ORYLA02977
OG0006563	APOSC_01550, APOSC_01549	ORYLA12120
OG0006564	APOSC_26209	ORYLA03066
OG0006565	APOSC_10866	ORYLA19532, ORYLA14158
OG0006566	APOSC_05704	ORYLA16816
OG0006567	APOSC_28410	ORYLA14215
OG0006568	APOSC_00682	ORYLA00111
OG0006569	APOSC_17737	ORYLA04751
OG0006571	APOSC_10825	ORYLA18093
OG0006573	APOSC_11659	ORYLA04375
OG0006574	APOSC_04366	ORYLA13477
OG0006577	APOSC_18358	ORYLA04095
OG0006578	APOSC_17434, APOSC_17435	ORYLA02514
OG0006579	APOSC_03156	ORYLA07356
OG0006580	APOSC_02262	ORYLA18562
OG0006581	APOSC_01334, APOSC_01333	ORYLA14939
OG0006583	APOSC_16840	ORYLA11606
OG0006584	APOSC_01906	ORYLA05604
OG0006585	APOSC_22262	ORYLA04761
OG0006586	APOSC_27380	ORYLA14580
OG0006587	APOSC_03008	ORYLA03374
OG0006588	APOSC_13782	ORYLA16204
OG0006589	APOSC_12803, APOSC_12804	ORYLA19520
OG0006590	APOSC_02109	ORYLA15302
OG0006591	APOSC_10735, APOSC_10736	ORYLA05510
OG0006592	APOSC_26274	ORYLA15483
OG0006593	APOSC_08283	ORYLA07057
OG0006594	APOSC_06372	ORYLA07714
OG0006595	APOSC_28606	ORYLA08079
OG0006597	APOSC_00355	ORYLA00971
OG0006598	APOSC_24420	ORYLA17695
OG0006599	APOSC_09671	ORYLA17550, ORYLA17318
OG0006600	APOSC_03012	ORYLA20055, ORYLA20054
OG0006602	APOSC_03273	ORYLA00714
OG0006603	APOSC_23879, APOSC_23880	ORYLA15058
OG0006604	APOSC_04100	ORYLA03264
OG0006605	APOSC_26667	ORYLA07521
OG0006606	APOSC_24910	ORYLA15309
OG0006607	APOSC_27888	ORYLA05978
OG0006609	APOSC_21438	ORYLA09197
OG0006610	APOSC_01833	ORYLA00548
OG0006611	APOSC_10966	ORYLA16098
OG0006612	APOSC_08295, APOSC_08294	ORYLA12921
OG0006613	APOSC_04709	ORYLA12182
OG0006614	APOSC_05907	ORYLA10829
OG0006615	APOSC_14961	ORYLA01747
OG0006616	APOSC_28056	ORYLA06592
OG0006619	APOSC_15031	ORYLA06288
OG0006620	APOSC_23639	ORYLA10618, ORYLA11720
OG0006621	APOSC_06277	ORYLA04538
OG0006622	APOSC_23407	ORYLA04282
OG0006623	APOSC_06502, APOSC_06503	ORYLA14630
OG0006624	APOSC_20035	ORYLA06131, ORYLA06132
OG0006625	APOSC_05965	ORYLA12231
OG0006626	APOSC_22608	ORYLA17629
OG0006627	APOSC_03480	ORYLA17509
OG0006628	APOSC_24051	ORYLA12154
OG0006630	APOSC_23460, APOSC_21363	ORYLA12196
OG0006631	APOSC_15797	ORYLA09701
OG0006632	APOSC_25276	ORYLA01518, ORYLA01497
OG0006633	APOSC_11289	ORYLA06549
OG0006634	APOSC_18770	ORYLA05221
OG0006635	APOSC_04079	ORYLA17870
OG0006636	APOSC_04041, APOSC_04040	ORYLA05802
OG0006637	APOSC_20385	ORYLA08373
OG0006640	APOSC_13996, APOSC_20915	ORYLA07344
OG0006641	APOSC_15539	ORYLA10252
OG0006642	APOSC_12346	ORYLA04894
OG0006645	APOSC_27655	ORYLA05680
OG0006646	APOSC_04284	ORYLA12692, ORYLA12691
OG0006647	APOSC_00971	ORYLA06525
OG0006648	APOSC_16882	ORYLA20356
OG0006649	APOSC_22574, APOSC_22573	ORYLA16663
OG0006650	APOSC_23176	ORYLA15299
OG0006651	APOSC_19150	ORYLA04105
OG0006653	APOSC_25952	ORYLA06299
OG0006654	APOSC_12253	ORYLA11524
OG0006655	APOSC_27832, APOSC_27831	ORYLA17342
OG0006657	APOSC_16689	ORYLA17971
OG0006658	APOSC_17811	ORYLA11434
OG0006660	APOSC_08166	ORYLA13850
OG0006661	APOSC_27742	ORYLA04185
OG0006662	APOSC_06587	ORYLA14512
OG0006663	APOSC_04731	ORYLA03621
OG0006664	APOSC_16959	ORYLA09332
OG0006666	APOSC_28091	ORYLA20165
OG0006667	APOSC_10610	ORYLA06327
OG0006668	APOSC_04760	ORYLA08545
OG0006669	APOSC_27486	ORYLA02526
OG0006671	APOSC_05278, APOSC_22046	ORYLA18969
OG0006672	APOSC_27437	ORYLA10362
OG0006673	APOSC_13958	ORYLA17788
OG0006675	APOSC_23095	ORYLA11228
OG0006677	APOSC_18451	ORYLA05809
OG0006678	APOSC_13342	ORYLA16789
OG0006679	APOSC_02477	ORYLA07862
OG0006680	APOSC_07702	ORYLA13976
OG0006681	APOSC_24454	ORYLA11715
OG0006683	APOSC_06938, APOSC_06937	ORYLA15512
OG0006684	APOSC_09053, APOSC_06226	ORYLA11012
OG0006686	APOSC_03178	ORYLA18912
OG0006687	APOSC_14192	ORYLA05969
OG0006688	APOSC_28132	ORYLA07474
OG0006689	APOSC_21490	ORYLA14988
OG0006690	APOSC_28918	ORYLA15449
OG0006692	APOSC_04233	ORYLA18541
OG0006693	APOSC_28629	ORYLA00439
OG0006694	APOSC_06064	ORYLA11331
OG0006695	APOSC_25904	ORYLA03032
OG0006696	APOSC_15077	ORYLA04969, ORYLA10116
OG0006697	APOSC_05032	ORYLA08123, ORYLA04932
OG0006698	APOSC_28657	ORYLA05714
OG0006702	APOSC_04633	ORYLA01940
OG0006703	APOSC_20561	ORYLA09239
OG0006705	APOSC_03745, APOSC_04954	ORYLA13053
OG0006706	APOSC_18731	ORYLA06274
OG0006707	APOSC_25256	ORYLA15902
OG0006708	APOSC_05756, APOSC_21947	ORYLA06046
OG0006709	APOSC_14577	ORYLA09857
OG0006710	APOSC_17610	ORYLA07507
OG0006711	APOSC_11023, APOSC_11022	ORYLA12230
OG0006712	APOSC_01301	ORYLA16175
OG0006713	APOSC_13866	ORYLA10516, ORYLA11956
OG0006714	APOSC_12262	ORYLA03957, ORYLA01323
OG0006715	APOSC_15810	ORYLA16203
OG0006716	APOSC_28917	ORYLA07108
OG0006717	APOSC_08108	ORYLA01078
OG0006718	APOSC_20387	ORYLA05056
OG0006719	APOSC_11596	ORYLA00231
OG0006720	APOSC_05336	ORYLA13526
OG0006721	APOSC_11479	ORYLA06875
OG0006722	APOSC_10310	ORYLA19383
OG0006723	APOSC_03821	ORYLA15389
OG0006724	APOSC_24700	ORYLA18498
OG0006725	APOSC_19453	ORYLA13855
OG0006726	APOSC_18316	ORYLA18866
OG0006727	APOSC_26994	ORYLA11933
OG0006728	APOSC_22576	ORYLA05670
OG0006729	APOSC_06113	ORYLA17444
OG0006730	APOSC_09155	ORYLA15663
OG0006731	APOSC_22149	ORYLA05562
OG0006732	APOSC_23950	ORYLA18287
OG0006733	APOSC_04981	ORYLA01038
OG0006734	APOSC_19244	ORYLA19310
OG0006735	APOSC_21826	ORYLA14353
OG0006737	APOSC_01534	ORYLA08275
OG0006738	APOSC_04135	ORYLA19668
OG0006739	APOSC_07843	ORYLA19509
OG0006741	APOSC_03216	ORYLA14536
OG0006742	APOSC_08953	ORYLA01030, ORYLA00302
OG0006743	APOSC_15027	ORYLA15287
OG0006744	APOSC_12295	ORYLA10819
OG0006745	APOSC_10325	ORYLA13304
OG0006748	APOSC_00908	ORYLA06901
OG0006749	APOSC_14278	ORYLA16853
OG0006750	APOSC_11672	ORYLA11676
OG0006752	APOSC_28200	ORYLA04133
OG0006753	APOSC_20682, APOSC_20681	ORYLA10479
OG0006754	APOSC_11821	ORYLA05668, ORYLA19170
OG0006755	APOSC_14956	ORYLA08778
OG0006757	APOSC_18094	ORYLA05170
OG0006759	APOSC_25234	ORYLA11258
OG0006760	APOSC_19037, APOSC_19036	ORYLA13106, ORYLA13107
OG0006761	APOSC_03290	ORYLA00833
OG0006762	APOSC_16740	ORYLA08143, ORYLA05165
OG0006763	APOSC_20026, APOSC_20025	ORYLA02127, ORYLA05928, ORYLA16452
OG0006764	APOSC_20869	ORYLA01520
OG0006765	APOSC_01940	ORYLA12661
OG0006766	APOSC_27131	ORYLA04462
OG0006768	APOSC_13809	ORYLA05533
OG0006769	APOSC_22100	ORYLA19703
OG0006770	APOSC_06423	ORYLA12620
OG0006772	APOSC_25051	ORYLA00394
OG0006775	APOSC_28615	ORYLA07771
OG0006776	APOSC_16675	ORYLA16494
OG0006777	APOSC_08802	ORYLA12364
OG0006780	APOSC_20477	ORYLA10161
OG0006784	APOSC_28941	ORYLA05674
OG0006826	APOSC_05008	ORYLA07190
OG0006827	APOSC_16610	ORYLA19112
OG0006828	APOSC_09038	ORYLA19553
OG0006829	APOSC_16030	ORYLA20486
OG0006830	APOSC_00845	ORYLA04099
OG0006831	APOSC_22111, APOSC_10261	ORYLA05295
OG0006832	APOSC_28825	ORYLA10081
OG0006833	APOSC_22162	ORYLA12166
OG0006837	APOSC_14057	ORYLA03273
OG0006838	APOSC_16437	ORYLA16929
OG0006842	APOSC_06507	ORYLA00868
OG0006843	APOSC_14144	ORYLA18591
OG0006844	APOSC_11535	ORYLA12172
OG0006845	APOSC_12608	ORYLA04346
OG0006846	APOSC_05736, APOSC_05737	ORYLA10163
OG0006848	APOSC_26271	ORYLA03872
OG0006849	APOSC_20947	ORYLA04862
OG0006850	APOSC_10380	ORYLA00398, ORYLA00397
OG0006851	APOSC_24551	ORYLA08359
OG0006852	APOSC_14573	ORYLA11028
OG0006853	APOSC_07788	ORYLA19226
OG0006856	APOSC_28793	ORYLA07978
OG0006857	APOSC_12395	ORYLA09522
OG0006860	APOSC_01094	ORYLA12394
OG0006861	APOSC_11661	ORYLA10051
OG0006862	APOSC_00866	ORYLA10430
OG0006863	APOSC_05257	ORYLA09121
OG0006864	APOSC_16067	ORYLA16704, ORYLA00881
OG0006865	APOSC_09348	ORYLA08635
OG0006866	APOSC_20923	ORYLA06893, ORYLA16133
OG0006869	APOSC_04651	ORYLA15879
OG0006870	APOSC_12633	ORYLA09718
OG0006871	APOSC_01977	ORYLA13504
OG0006872	APOSC_08701	ORYLA15278, ORYLA15279
OG0006873	APOSC_23503	ORYLA17413
OG0006874	APOSC_11485	ORYLA14058
OG0006875	APOSC_10381	ORYLA04531
OG0006876	APOSC_18254	ORYLA13231
OG0006877	APOSC_18293	ORYLA14665
