Orthogroup	APOSC_ok	MOUSE
OG0005603	APOSC_25874	MOUSE36209, MOUSE36211
OG0005604	APOSC_28715	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906
OG0005605	APOSC_26356	MOUSE36876, MOUSE36877
OG0005606	APOSC_20708, APOSC_28857	MOUSE13143, MOUSE13142, MOUSE13140, MOUSE13144, MOUSE13141
OG0005607	APOSC_00434	MOUSE54462, MOUSE00215
OG0005608	APOSC_07942	MOUSE07551, MOUSE07553
OG0005609	APOSC_07013	MOUSE51555
OG0005610	APOSC_18623	MOUSE54699
OG0005611	APOSC_23394	MOUSE03796, MOUSE03797, MOUSE03795
OG0005612	APOSC_08907	MOUSE07615
OG0005613	APOSC_22849	MOUSE03012
OG0005614	APOSC_17688	MOUSE08201, MOUSE08202, MOUSE08200, MOUSE08199
OG0005615	APOSC_22875	MOUSE41849, MOUSE41848
OG0005616	APOSC_01017	MOUSE19033, MOUSE19032, MOUSE19034
OG0005617	APOSC_28064	MOUSE33208, MOUSE33209, MOUSE33206, MOUSE20824, MOUSE20823
OG0005618	APOSC_13510, APOSC_13509	MOUSE09424
OG0005619	APOSC_06500	MOUSE15606
OG0005620	APOSC_13245	MOUSE40619, MOUSE39306, MOUSE39307
OG0005621	APOSC_20480	MOUSE27557, MOUSE27556, MOUSE27558
OG0005622	APOSC_25982, APOSC_25983	MOUSE27983
OG0005623	APOSC_10313	MOUSE24087
OG0005624	APOSC_19457	MOUSE06891
OG0005625	APOSC_26327	MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059
OG0005626	APOSC_18946	MOUSE38207, MOUSE38206
OG0005627	APOSC_22205	MOUSE44327
OG0005628	APOSC_10168	MOUSE10271, MOUSE10269, MOUSE10268, MOUSE10270, MOUSE10272
OG0005629	APOSC_23153	MOUSE35116, MOUSE35115, MOUSE35114
OG0005630	APOSC_04512	MOUSE39943, MOUSE39942
OG0005631	APOSC_14983	MOUSE53040, MOUSE53039, MOUSE53041
OG0005632	APOSC_03653, APOSC_03652	MOUSE18683
OG0005633	APOSC_09079	MOUSE27481, MOUSE27480
OG0005634	APOSC_25657	MOUSE25895, MOUSE25896
OG0005636	APOSC_16065	MOUSE47057, MOUSE47058
OG0005637	APOSC_04197	MOUSE26591, MOUSE26590, MOUSE45961
OG0005638	APOSC_03748	MOUSE02282, MOUSE02281
OG0005639	APOSC_04226, APOSC_29003	MOUSE27352
OG0005640	APOSC_28133	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768
OG0005641	APOSC_09084	MOUSE49959, MOUSE49960
OG0005642	APOSC_27637	MOUSE52645, MOUSE31207, MOUSE31206
OG0005643	APOSC_10799	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842
OG0005644	APOSC_15900	MOUSE04463, MOUSE04462
OG0005645	APOSC_21057, APOSC_21058, APOSC_00031	MOUSE35758
OG0005646	APOSC_16215	MOUSE23045, MOUSE23043
OG0005649	APOSC_24376	MOUSE15810
OG0005650	APOSC_11309	MOUSE14559, MOUSE14558
OG0005651	APOSC_14645	MOUSE15638
OG0005652	APOSC_07517	MOUSE31213
OG0005655	APOSC_00469	MOUSE13552, MOUSE29239
OG0005656	APOSC_01197	MOUSE40194
OG0005659	APOSC_07396, APOSC_07395	MOUSE14519, MOUSE14518
OG0005660	APOSC_15651	MOUSE03876
OG0005685	APOSC_21208	MOUSE06675, MOUSE06676, MOUSE06674
OG0005690	APOSC_14449	MOUSE30847, MOUSE30846, MOUSE30844, MOUSE24493, MOUSE30845
OG0005691	APOSC_26540	MOUSE41238, MOUSE41236
OG0005692	APOSC_19561	MOUSE40981, MOUSE40980
OG0005694	APOSC_04885	MOUSE51450, MOUSE51449
OG0005695	APOSC_27641	MOUSE44012, MOUSE44006, MOUSE44004, MOUSE44013, MOUSE44009, MOUSE44007, MOUSE44011, MOUSE44010, MOUSE44005, MOUSE44008
OG0005696	APOSC_09323	MOUSE12983, MOUSE12980, MOUSE12982, MOUSE12981
OG0005697	APOSC_20324	MOUSE44809, MOUSE44810, MOUSE44812, MOUSE44808
OG0005698	APOSC_19673	MOUSE49473
OG0005699	APOSC_23745	MOUSE20418, MOUSE20420, MOUSE20419, MOUSE20421, MOUSE20417
OG0005701	APOSC_01491	MOUSE11437, MOUSE11436
OG0005702	APOSC_24974	MOUSE50035
OG0005702	APOSC_11433	MOUSE50036
OG0005703	APOSC_08960	MOUSE25239
OG0005704	APOSC_07076	MOUSE12508, MOUSE12510, MOUSE12509
OG0005707	APOSC_28310	MOUSE47467
OG0005708	APOSC_05297	MOUSE53004, MOUSE53005, MOUSE53003, MOUSE53002
OG0005709	APOSC_00831, APOSC_26449	MOUSE07354
OG0005710	APOSC_21123	MOUSE48846, MOUSE48845
OG0005711	APOSC_16560	MOUSE38842, MOUSE38841, MOUSE38843, MOUSE38839, MOUSE38840, MOUSE38837, MOUSE38838
OG0005712	APOSC_23304	MOUSE06243, MOUSE06247, MOUSE06246, MOUSE06244
OG0005713	APOSC_25239	MOUSE45885, MOUSE45886, MOUSE45887
OG0005714	APOSC_17478	MOUSE26001, MOUSE25998
OG0005715	APOSC_14522	MOUSE20698
OG0005717	APOSC_16010	MOUSE52141, MOUSE52140
OG0005718	APOSC_06051	MOUSE51203
OG0005719	APOSC_28924	MOUSE34481
OG0005720	APOSC_19959, APOSC_26191	MOUSE27884, MOUSE27887, MOUSE27885, MOUSE27886, MOUSE27883, MOUSE27882
OG0005721	APOSC_05124	MOUSE38074
OG0005723	APOSC_21586	MOUSE52812, MOUSE52818
OG0005724	APOSC_25400	MOUSE19172, MOUSE19171
OG0005725	APOSC_05326	MOUSE38671
OG0005726	APOSC_03386	MOUSE13353
OG0005727	APOSC_23323	MOUSE37853, MOUSE37848, MOUSE37849, MOUSE37847, MOUSE37850
OG0005728	APOSC_04529, APOSC_04530	MOUSE28822
OG0005729	APOSC_20673	MOUSE00534
OG0005730	APOSC_20292	MOUSE14173
OG0005731	APOSC_26549	MOUSE03783, MOUSE03785, MOUSE03786, MOUSE03782, MOUSE03784
OG0005732	APOSC_25969	MOUSE16964
OG0005733	APOSC_22245	MOUSE21350, MOUSE21349, MOUSE21348, MOUSE21346, MOUSE21347
OG0005734	APOSC_05153	MOUSE34566
OG0005735	APOSC_21923	MOUSE26087, MOUSE26089
OG0005736	APOSC_22731	MOUSE55176, MOUSE40853, MOUSE39020
OG0005738	APOSC_15849	MOUSE52272, MOUSE52271
OG0005739	APOSC_09607, APOSC_16501	MOUSE29093, MOUSE29092, MOUSE09224, MOUSE09223
OG0005740	APOSC_01806	MOUSE04743, MOUSE04741, MOUSE04740
OG0005741	APOSC_22589	MOUSE05378, MOUSE05380, MOUSE05379, MOUSE05377
OG0005742	APOSC_07832, APOSC_07831, APOSC_09467, APOSC_07830	MOUSE39835, MOUSE39836
OG0005744	APOSC_13513	MOUSE32597
OG0005745	APOSC_26996	MOUSE03898, MOUSE03899, MOUSE03900, MOUSE03897
OG0005746	APOSC_07740	MOUSE31574
OG0005747	APOSC_22397, APOSC_22398, APOSC_22400	MOUSE34833, MOUSE34832
OG0005748	APOSC_27133	MOUSE52315
OG0005749	APOSC_24856	MOUSE02162, MOUSE02161
OG0005750	APOSC_14361	MOUSE03273, MOUSE03269, MOUSE03268, MOUSE03272, MOUSE03271, MOUSE03270
OG0005751	APOSC_15772	MOUSE27382, MOUSE27381
OG0005752	APOSC_18749, APOSC_27855	MOUSE27872, MOUSE27873
OG0005753	APOSC_04333	MOUSE50891
OG0005755	APOSC_25757, APOSC_25758, APOSC_25759	MOUSE28753, MOUSE28752, MOUSE28751, MOUSE28754
OG0005756	APOSC_07134, APOSC_07135	MOUSE30501, MOUSE30498, MOUSE30494, MOUSE30499, MOUSE30496, MOUSE30500, MOUSE30497, MOUSE30495
OG0005757	APOSC_02884	MOUSE10035, MOUSE10033, MOUSE10032, MOUSE10034, MOUSE10036
OG0005758	APOSC_26035	MOUSE29987, MOUSE29985
OG0005759	APOSC_09093, APOSC_09094, APOSC_09092	MOUSE05135
OG0005761	APOSC_23921	MOUSE15321
OG0005762	APOSC_10439	MOUSE29829, MOUSE29830
OG0005763	APOSC_02764	MOUSE19514
OG0005764	APOSC_01694	MOUSE45695, MOUSE45694, MOUSE45697, MOUSE45693, MOUSE45696
OG0005765	APOSC_20569	MOUSE21255, MOUSE21256, MOUSE21257, MOUSE21258
OG0005766	APOSC_20156	MOUSE29950
OG0005767	APOSC_14276	MOUSE18919
OG0005768	APOSC_09708	MOUSE15730
OG0005769	APOSC_24988	MOUSE24029, MOUSE24027, MOUSE24028
OG0005770	APOSC_19297	MOUSE49711, MOUSE49713, MOUSE49712, MOUSE49714, MOUSE49715
OG0005771	APOSC_25613	MOUSE30260, MOUSE30261, MOUSE30259, MOUSE30256
OG0005772	APOSC_20636	MOUSE15300, MOUSE15304, MOUSE15303, MOUSE15302, MOUSE15301
OG0005773	APOSC_00738	MOUSE19628
OG0005774	APOSC_02770, APOSC_02769, APOSC_02768	MOUSE14620
OG0005775	APOSC_10449	MOUSE14235
OG0005778	APOSC_24577	MOUSE27440, MOUSE27439
OG0005779	APOSC_01313, APOSC_01314	MOUSE02825, MOUSE02824
OG0005781	APOSC_22013	MOUSE13114
OG0005782	APOSC_00143	MOUSE35834, MOUSE35833
OG0005783	APOSC_28920	MOUSE27843
OG0005784	APOSC_12819	MOUSE21069
OG0005785	APOSC_08165, APOSC_06396	MOUSE03145, MOUSE03144
OG0005786	APOSC_08673	MOUSE39044, MOUSE39042, MOUSE53782, MOUSE53783
OG0005787	APOSC_26671	MOUSE51852, MOUSE51856, MOUSE51853, MOUSE51855, MOUSE51854, MOUSE51851
OG0005788	APOSC_09747, APOSC_20820	MOUSE29202, MOUSE29203
OG0005789	APOSC_27439	MOUSE49552, MOUSE49559, MOUSE49558, MOUSE49555
OG0005790	APOSC_00830	MOUSE03111, MOUSE03112, MOUSE03110
OG0005791	APOSC_19223	MOUSE36617, MOUSE36619, MOUSE36618, MOUSE36620
OG0005792	APOSC_18422	MOUSE20396, MOUSE20395, MOUSE20397
OG0005793	APOSC_16953, APOSC_01413	MOUSE03696
OG0005794	APOSC_03548	MOUSE39908, MOUSE39909
OG0005795	APOSC_07066	MOUSE21846, MOUSE21845
OG0005796	APOSC_04697, APOSC_04696	MOUSE40257
OG0005797	APOSC_22130	MOUSE09433
OG0005798	APOSC_08893	MOUSE52512
OG0005799	APOSC_09897	MOUSE20188
OG0005800	APOSC_19568	MOUSE18364, MOUSE18363
OG0005801	APOSC_28088	MOUSE13512, MOUSE13514
OG0005802	APOSC_14088	MOUSE01179, MOUSE01180, MOUSE01181, MOUSE01182
OG0005803	APOSC_02519	MOUSE55345, MOUSE55344
OG0005804	APOSC_19822	MOUSE16105, MOUSE33565, MOUSE33564
OG0005805	APOSC_13123, APOSC_13122	MOUSE04358
OG0005806	APOSC_05497	MOUSE37229, MOUSE37227, MOUSE37228
OG0005807	APOSC_05357, APOSC_26421, APOSC_02941	MOUSE16334, MOUSE16333
OG0005808	APOSC_11121, APOSC_11120	MOUSE40760, MOUSE40759
OG0005810	APOSC_27164	MOUSE19911, MOUSE19912, MOUSE19908, MOUSE19910
OG0005811	APOSC_08624	MOUSE18246, MOUSE18245, MOUSE18244, MOUSE18243
OG0005812	APOSC_05502, APOSC_05503, APOSC_07480	MOUSE20449
OG0005813	APOSC_25713	MOUSE37235, MOUSE37233, MOUSE37234
OG0005814	APOSC_00259	MOUSE20797
OG0005815	APOSC_24616	MOUSE37926, MOUSE37929, MOUSE37928
OG0005816	APOSC_06539	MOUSE02992
OG0005817	APOSC_01250	MOUSE13251, MOUSE13248, MOUSE13249, MOUSE13250, MOUSE13247
OG0005818	APOSC_20410	MOUSE01762, MOUSE01763
OG0005819	APOSC_11104, APOSC_11105	MOUSE50349, MOUSE50348
OG0005820	APOSC_03903	MOUSE32066, MOUSE32067, MOUSE32065
OG0005821	APOSC_01531, APOSC_01530	MOUSE43001, MOUSE43000, MOUSE43002
OG0005822	APOSC_13151	MOUSE08144, MOUSE08141, MOUSE08140, MOUSE08147, MOUSE08145, MOUSE08143, MOUSE08146, MOUSE08142
OG0005823	APOSC_08122	MOUSE04685
OG0005824	APOSC_18418	MOUSE48407, MOUSE48405, MOUSE48409, MOUSE48406, MOUSE48408
OG0005825	APOSC_15999	MOUSE40602, MOUSE40600
OG0005826	APOSC_18421, APOSC_14975, APOSC_19348	MOUSE41248
OG0005827	APOSC_16635	MOUSE18759, MOUSE18758
OG0005828	APOSC_20393	MOUSE37568, MOUSE37567, MOUSE37565, MOUSE37566
OG0005829	APOSC_10617	MOUSE00184, MOUSE00183
OG0005830	APOSC_08551	MOUSE14203
OG0005831	APOSC_06668	MOUSE06090, MOUSE06091, MOUSE06092
OG0005832	APOSC_09479	MOUSE49608
OG0005833	APOSC_11988	MOUSE24738, MOUSE24737, MOUSE43193
OG0005834	APOSC_25411	MOUSE32412, MOUSE32411, MOUSE32410
OG0005835	APOSC_24228	MOUSE02461, MOUSE02462
OG0005836	APOSC_21075	MOUSE27772, MOUSE27771, MOUSE27773
OG0005837	APOSC_10247	MOUSE48882, MOUSE48881, MOUSE48880
OG0005838	APOSC_07612	MOUSE42074, MOUSE42076, MOUSE42079, MOUSE42077, MOUSE42078, MOUSE42075
OG0005839	APOSC_22252	MOUSE20859, MOUSE31566, MOUSE47773
OG0005840	APOSC_14345	MOUSE21324
OG0005841	APOSC_01962	MOUSE36053
OG0005842	APOSC_03169	MOUSE28812, MOUSE28814, MOUSE28815
OG0005843	APOSC_09769	MOUSE21541, MOUSE21537
OG0005844	APOSC_24642	MOUSE11416, MOUSE11413, MOUSE11417, MOUSE11415, MOUSE11414, MOUSE11410, MOUSE11412, MOUSE11411
OG0005845	APOSC_23422	MOUSE04473
OG0005846	APOSC_22781	MOUSE03064
OG0005847	APOSC_18012, APOSC_18011	MOUSE24586
OG0005848	APOSC_01932	MOUSE05612, MOUSE18911, MOUSE05611
OG0005849	APOSC_08086	MOUSE22097, MOUSE22096
OG0005850	APOSC_23071	MOUSE33785, MOUSE33784
OG0005851	APOSC_09575, APOSC_09574	MOUSE33454
OG0005852	APOSC_16258	MOUSE31081
OG0005853	APOSC_03228	MOUSE07627
OG0005854	APOSC_22934	MOUSE49612, MOUSE49611
OG0005855	APOSC_21559	MOUSE05749
OG0005856	APOSC_15748	MOUSE18621, MOUSE18620, MOUSE18619
OG0005857	APOSC_07313	MOUSE04700, MOUSE04699
OG0005858	APOSC_24348	MOUSE37403, MOUSE37400
OG0005860	APOSC_08867	MOUSE20692
OG0005861	APOSC_19100	MOUSE33700
OG0005863	APOSC_27616, APOSC_14006	MOUSE16980, MOUSE16979
OG0005864	APOSC_18321	MOUSE02844, MOUSE02845
OG0005865	APOSC_08539	MOUSE50053, MOUSE34615
OG0005866	APOSC_21893	MOUSE27445
OG0005867	APOSC_15005	MOUSE24968, MOUSE24966, MOUSE24965, MOUSE24967
OG0005869	APOSC_16070	MOUSE28362, MOUSE28363
OG0005870	APOSC_07229	MOUSE31359
OG0005871	APOSC_00511	MOUSE36369, MOUSE36368, MOUSE36367
OG0005872	APOSC_13227	MOUSE38976
OG0005874	APOSC_08988	MOUSE22485, MOUSE22486
OG0005875	APOSC_02723	MOUSE45109
OG0005876	APOSC_28176	MOUSE40708, MOUSE40709
OG0005877	APOSC_01448	MOUSE01409, MOUSE01408
OG0005878	APOSC_15744	MOUSE07579
OG0005879	APOSC_17887, APOSC_17886	MOUSE32049
OG0005880	APOSC_00093	MOUSE10866
OG0005881	APOSC_16762, APOSC_16761	MOUSE00340, MOUSE00341, MOUSE00339, MOUSE00343, MOUSE00342, MOUSE00344
OG0005882	APOSC_06651	MOUSE41989, MOUSE41990, MOUSE41988, MOUSE41991
OG0005883	APOSC_18377	MOUSE15202, MOUSE15199
OG0005884	APOSC_15015	MOUSE24783, MOUSE24785, MOUSE24784
OG0005885	APOSC_03276	MOUSE34795
OG0005886	APOSC_21774	MOUSE07662, MOUSE07661
OG0005887	APOSC_17298	MOUSE46553, MOUSE46550, MOUSE46552, MOUSE46549, MOUSE46551, MOUSE46548
OG0005888	APOSC_07345	MOUSE50312, MOUSE50313
OG0005889	APOSC_01805	MOUSE54433, MOUSE54434
OG0005890	APOSC_19743	MOUSE17343
OG0005891	APOSC_16652	MOUSE05939, MOUSE05938, MOUSE05940, MOUSE05937
OG0005892	APOSC_05235	MOUSE49067, MOUSE49066, MOUSE49064, MOUSE49065
OG0005893	APOSC_05799	MOUSE13001, MOUSE13002
OG0005894	APOSC_02144	MOUSE13056, MOUSE13057, MOUSE19376
OG0005895	APOSC_06307	MOUSE04970, MOUSE04969
OG0005896	APOSC_25068	MOUSE00284, MOUSE00283, MOUSE21618
OG0005897	APOSC_27162	MOUSE32554, MOUSE32553, MOUSE32556, MOUSE32555
OG0005898	APOSC_20862	MOUSE42784, MOUSE42783, MOUSE42786
OG0005899	APOSC_03217	MOUSE48385
OG0005900	APOSC_04251	MOUSE33624
OG0005901	APOSC_24423	MOUSE49551
OG0005902	APOSC_11317	MOUSE32103
OG0005903	APOSC_11136, APOSC_11137	MOUSE45092
OG0005906	APOSC_12671	MOUSE26302, MOUSE26300, MOUSE26301, MOUSE26304, MOUSE26303
OG0005907	APOSC_18441	MOUSE01951
OG0005908	APOSC_05364	MOUSE51660, MOUSE51661, MOUSE51662, MOUSE51663, MOUSE51664
OG0005909	APOSC_04657	MOUSE48449, MOUSE48448, MOUSE48445, MOUSE48446
OG0005910	APOSC_28495	MOUSE45054, MOUSE45055, MOUSE45051, MOUSE45052
OG0005911	APOSC_29017	MOUSE32346, MOUSE32347, MOUSE32350, MOUSE32351
OG0005912	APOSC_18884	MOUSE35138, MOUSE23020, MOUSE23019
OG0005914	APOSC_24621	MOUSE10911, MOUSE10909, MOUSE10907, MOUSE10910
OG0005916	APOSC_03301	MOUSE42400, MOUSE42401, MOUSE54039, MOUSE22509, MOUSE22510
OG0005917	APOSC_28676	MOUSE25460, MOUSE25461
OG0005918	APOSC_11569	MOUSE23763, MOUSE23760, MOUSE23761, MOUSE23762
OG0005919	APOSC_22101	MOUSE24007
OG0005920	APOSC_20160, APOSC_01058	MOUSE53431, MOUSE53432
OG0005921	APOSC_28876, APOSC_28877	MOUSE16134, MOUSE16133, MOUSE16135
OG0005922	APOSC_21484	MOUSE40613, MOUSE40614, MOUSE40612, MOUSE40609, MOUSE40611
OG0005923	APOSC_12977	MOUSE04049, MOUSE04048
OG0005924	APOSC_21618	MOUSE53383, MOUSE53381, MOUSE53382, MOUSE53384
OG0005926	APOSC_10186	MOUSE13286, MOUSE13285, MOUSE13284
OG0005927	APOSC_03693, APOSC_03694	MOUSE15506
OG0005928	APOSC_09087	MOUSE48504, MOUSE48505, MOUSE48502, MOUSE48503
OG0005929	APOSC_04039	MOUSE48886, MOUSE48887
OG0005930	APOSC_11297	MOUSE10266
OG0005931	APOSC_25624	MOUSE44698
OG0005932	APOSC_11918	MOUSE24910, MOUSE24909
OG0005933	APOSC_05031	MOUSE20167
OG0005935	APOSC_03566, APOSC_03568, APOSC_03567	MOUSE13850, MOUSE13849
OG0005936	APOSC_16898	MOUSE19946, MOUSE19947
OG0005937	APOSC_28255	MOUSE14417, MOUSE14414, MOUSE14415
OG0005938	APOSC_22222	MOUSE13211, MOUSE13212, MOUSE13210
OG0005939	APOSC_10255	MOUSE46998, MOUSE46999, MOUSE47000
OG0005940	APOSC_18203	MOUSE27467
OG0005941	APOSC_23440	MOUSE18684
OG0005942	APOSC_14200	MOUSE04978, MOUSE04980, MOUSE04977, MOUSE04979
OG0005943	APOSC_12411	MOUSE14299, MOUSE14298, MOUSE14296, MOUSE14297
OG0005944	APOSC_10534	MOUSE18174
OG0005946	APOSC_07072	MOUSE53517, MOUSE53518
OG0005947	APOSC_24373	MOUSE13123
OG0005947	APOSC_24956	MOUSE13120, MOUSE13122
OG0005948	APOSC_02754	MOUSE21172
OG0005950	APOSC_24602	MOUSE06852, MOUSE06853, MOUSE06850
OG0005951	APOSC_11340	MOUSE48577, MOUSE48576
OG0005952	APOSC_12678	MOUSE02830
OG0005953	APOSC_21471	MOUSE10404, MOUSE10401
OG0005954	APOSC_02694	MOUSE49217, MOUSE49216, MOUSE49215
OG0005955	APOSC_03332	MOUSE12785
OG0005956	APOSC_04472	MOUSE32844
OG0005957	APOSC_24812	MOUSE32426
OG0005959	APOSC_12990	MOUSE30215, MOUSE30216, MOUSE30219, MOUSE30217, MOUSE30218, MOUSE30214
OG0005960	APOSC_12544	MOUSE36097, MOUSE36098
OG0005961	APOSC_13234	MOUSE40919, MOUSE40920, MOUSE40922, MOUSE40921, MOUSE40918, MOUSE40923
OG0005962	APOSC_16780	MOUSE17277, MOUSE17275, MOUSE17276, MOUSE17270, MOUSE17271, MOUSE17273, MOUSE17274, MOUSE17272
OG0005963	APOSC_15197	MOUSE09064
OG0005964	APOSC_15963	MOUSE02251, MOUSE02249, MOUSE02253, MOUSE02250, MOUSE02252
OG0005965	APOSC_24080	MOUSE36148
OG0005966	APOSC_06823	MOUSE16974, MOUSE16973
OG0005967	APOSC_28428	MOUSE14023
OG0005968	APOSC_11947	MOUSE29105, MOUSE19001
OG0005969	APOSC_23668	MOUSE18215
OG0005970	APOSC_16656	MOUSE31327, MOUSE31324, MOUSE31323, MOUSE31325, MOUSE31322, MOUSE31326
OG0005971	APOSC_19489	MOUSE22460, MOUSE22457, MOUSE22459, MOUSE22458
OG0005972	APOSC_28791	MOUSE09256, MOUSE09255, MOUSE09251, MOUSE09254, MOUSE09252, MOUSE09250, MOUSE09253
OG0005973	APOSC_15072	MOUSE07223, MOUSE07222
OG0005974	APOSC_03829	MOUSE24031, MOUSE24032
OG0005975	APOSC_19763	MOUSE53724, MOUSE53723, MOUSE53725, MOUSE29688, MOUSE54426
OG0005976	APOSC_07723	MOUSE22127
OG0005977	APOSC_21684	MOUSE39172, MOUSE39171
OG0005978	APOSC_08116, APOSC_08115	MOUSE05375, MOUSE05374
OG0005979	APOSC_09892	MOUSE35577, MOUSE35576, MOUSE35575, MOUSE35579, MOUSE35580, MOUSE35578, MOUSE35581
OG0005980	APOSC_09705	MOUSE18255
OG0005981	APOSC_18066	MOUSE09114, MOUSE09115
OG0005982	APOSC_12060	MOUSE10476, MOUSE10478, MOUSE10475, MOUSE10477
OG0005983	APOSC_20935	MOUSE44475, MOUSE44473
OG0005984	APOSC_26001, APOSC_26002	MOUSE13162
OG0005986	APOSC_21852	MOUSE20132, MOUSE20134, MOUSE20136, MOUSE20133, MOUSE20135
OG0005987	APOSC_01066	MOUSE19110, MOUSE55047
OG0005988	APOSC_24144	MOUSE46877, MOUSE46879, MOUSE46878
OG0005989	APOSC_14635	MOUSE45928, MOUSE45929
OG0005991	APOSC_06633	MOUSE39457, MOUSE39459, MOUSE39456, MOUSE39458
OG0005993	APOSC_18888	MOUSE17253
OG0005994	APOSC_20937	MOUSE33621, MOUSE48840
OG0005995	APOSC_13878	MOUSE18219, MOUSE18218, MOUSE18220
OG0005998	APOSC_10776	MOUSE01071, MOUSE01072
OG0006000	APOSC_12077	MOUSE24686, MOUSE24684, MOUSE24685
OG0006001	APOSC_15895	MOUSE51403, MOUSE51401, MOUSE51407, MOUSE51404
OG0006002	APOSC_13869	MOUSE02125, MOUSE02124
OG0006003	APOSC_25976	MOUSE50331, MOUSE50334
OG0006004	APOSC_09562	MOUSE26214, MOUSE14772
OG0006005	APOSC_12391	MOUSE03622
OG0006007	APOSC_06185	MOUSE23161, MOUSE23160, MOUSE44667, MOUSE44666, MOUSE01446
OG0006008	APOSC_18804, APOSC_18805	MOUSE06292
OG0006009	APOSC_00850, APOSC_00851	MOUSE32966, MOUSE32967, MOUSE32968
OG0006010	APOSC_17125	MOUSE26647, MOUSE26648
OG0006011	APOSC_06335	MOUSE05003
OG0006012	APOSC_05086, APOSC_05087	MOUSE27648, MOUSE19422
OG0006013	APOSC_12859	MOUSE17849, MOUSE17848, MOUSE17851, MOUSE17850, MOUSE17847
OG0006014	APOSC_07289	MOUSE55282, MOUSE55284, MOUSE55285, MOUSE55283
OG0006015	APOSC_09564	MOUSE32558, MOUSE32559, MOUSE32560
OG0006059	APOSC_20657	MOUSE13895, MOUSE13894
OG0006061	APOSC_05103	MOUSE44598, MOUSE44601, MOUSE44599, MOUSE44605, MOUSE44604, MOUSE44602, MOUSE44603, MOUSE44600
OG0006062	APOSC_08657	MOUSE14967
OG0006063	APOSC_25055	MOUSE09559, MOUSE09560
OG0006064	APOSC_16645	MOUSE19231
OG0006065	APOSC_24770	MOUSE10503, MOUSE10504
OG0006066	APOSC_00456	MOUSE15817
OG0006068	APOSC_24631	MOUSE19160, MOUSE21153
OG0006069	APOSC_10043	MOUSE38708, MOUSE38709
OG0006070	APOSC_27385	MOUSE06223
OG0006071	APOSC_19417	MOUSE25922, MOUSE25924, MOUSE25923
OG0006072	APOSC_27063, APOSC_27064	MOUSE44551
OG0006073	APOSC_13294	MOUSE42655, MOUSE42654
OG0006074	APOSC_26778	MOUSE07769
OG0006075	APOSC_28510	MOUSE18180, MOUSE18181, MOUSE18182
OG0006076	APOSC_26527, APOSC_14196, APOSC_14197	MOUSE32641, MOUSE32642, MOUSE32644, MOUSE32643
OG0006077	APOSC_23531, APOSC_01276	MOUSE26516
OG0006078	APOSC_17814	MOUSE16717, MOUSE30843
OG0006079	APOSC_12851	MOUSE44737, MOUSE44734
OG0006081	APOSC_04732	MOUSE39161, MOUSE39160
OG0006082	APOSC_11170	MOUSE35174, MOUSE35175, MOUSE35176
OG0006083	APOSC_17176	MOUSE39295, MOUSE39293, MOUSE39296, MOUSE39297, MOUSE39294, MOUSE39292
OG0006084	APOSC_16434	MOUSE30094
OG0006085	APOSC_28275	MOUSE41521, MOUSE41520
OG0006087	APOSC_15292	MOUSE27350
OG0006090	APOSC_28758	MOUSE24615
OG0006092	APOSC_18412	MOUSE17080, MOUSE17081, MOUSE17082, MOUSE17079, MOUSE17083
OG0006095	APOSC_05048	MOUSE27229, MOUSE50304
OG0006096	APOSC_23249	MOUSE37864, MOUSE37863
OG0006097	APOSC_05185	MOUSE12411, MOUSE12412, MOUSE12413, MOUSE12415, MOUSE12416, MOUSE12414
OG0006098	APOSC_25956	MOUSE09150, MOUSE09152, MOUSE09149
OG0006099	APOSC_20927	MOUSE14237, MOUSE15047
OG0006100	APOSC_17808	MOUSE49850, MOUSE49849
OG0006101	APOSC_22145	MOUSE44922, MOUSE44921
OG0006102	APOSC_22067	MOUSE01672, MOUSE01671, MOUSE01673
OG0006103	APOSC_08410	MOUSE00226, MOUSE00227
OG0006104	APOSC_06210, APOSC_19494	MOUSE06095, MOUSE06094
OG0006106	APOSC_06595	MOUSE31379, MOUSE31376
OG0006107	APOSC_07294	MOUSE02191
OG0006108	APOSC_15898	MOUSE29211, MOUSE17732
OG0006111	APOSC_03391	MOUSE45682, MOUSE45687, MOUSE45684
OG0006112	APOSC_24403	MOUSE49115, MOUSE49114, MOUSE49116
OG0006113	APOSC_26235	MOUSE15176
OG0006114	APOSC_22417	MOUSE52848
OG0006115	APOSC_09124	MOUSE00531
OG0006116	APOSC_26592	MOUSE20130
OG0006117	APOSC_07439	MOUSE06195, MOUSE06196
OG0006118	APOSC_07828	MOUSE09999
OG0006119	APOSC_11399	MOUSE35847
OG0006120	APOSC_20718	MOUSE40195
OG0006121	APOSC_27870	MOUSE09447, MOUSE09446
OG0006122	APOSC_16541	MOUSE05144
OG0006123	APOSC_12556	MOUSE40394, MOUSE40393
OG0006124	APOSC_22257	MOUSE40352
OG0006125	APOSC_04763	MOUSE43457, MOUSE43455, MOUSE43456
