Orthogroup	APOSC_ok	CAEEL
OG0005747	APOSC_22399, APOSC_22397, APOSC_22398, APOSC_22400	CAEEL11656
OG0005748	APOSC_27133	CAEEL05688
OG0005749	APOSC_24856	CAEEL14477
OG0005750	APOSC_14361	CAEEL02930
OG0005758	APOSC_26035	CAEEL07383, CAEEL07219
OG0005759	APOSC_09093, APOSC_09094, APOSC_09092	CAEEL04976
OG0005760	APOSC_18040	CAEEL11990
OG0005761	APOSC_23921	CAEEL02084
OG0005764	APOSC_01694	CAEEL00440
OG0005766	APOSC_20156	CAEEL03004
OG0005771	APOSC_25613	CAEEL18103
OG0005774	APOSC_02770, APOSC_02769, APOSC_02768	CAEEL07710
OG0005775	APOSC_10449	CAEEL08185
OG0005776	APOSC_17509	CAEEL08611, CAEEL02852
OG0005779	APOSC_01313, APOSC_01314	CAEEL11742
OG0005781	APOSC_22013	CAEEL16564
OG0005783	APOSC_28920	CAEEL15350
OG0005784	APOSC_12819	CAEEL06573
OG0005786	APOSC_08673	CAEEL10727
OG0005787	APOSC_26671	CAEEL09127, CAEEL07672
OG0005788	APOSC_09747, APOSC_20820	CAEEL10819
OG0005789	APOSC_27439	CAEEL03291
OG0005790	APOSC_00830	CAEEL02850
OG0005792	APOSC_18422	CAEEL16683
OG0005793	APOSC_16953, APOSC_01413	CAEEL01631
OG0005794	APOSC_03548	CAEEL07859
OG0005796	APOSC_04697, APOSC_04696	CAEEL03619
OG0005797	APOSC_22130	CAEEL01710
OG0005798	APOSC_08893	CAEEL07896
OG0005799	APOSC_09897	CAEEL16039
OG0005800	APOSC_19568	CAEEL07429
OG0005802	APOSC_14088	CAEEL08747
OG0005803	APOSC_02519	CAEEL05218
OG0005804	APOSC_19822	CAEEL00293
OG0005805	APOSC_13123, APOSC_13122	CAEEL07935
OG0005807	APOSC_05357, APOSC_26421, APOSC_02941	CAEEL00886
OG0005811	APOSC_08624	CAEEL09170
OG0005812	APOSC_05502, APOSC_05503, APOSC_07480	CAEEL15514
OG0005813	APOSC_25713	CAEEL04957
OG0005814	APOSC_00259	CAEEL05572
OG0005815	APOSC_24616	CAEEL08558
OG0005816	APOSC_06539	CAEEL07974
OG0005817	APOSC_01250	CAEEL09003
OG0005818	APOSC_20410	CAEEL06548
OG0005819	APOSC_11104, APOSC_11105	CAEEL05194
OG0005821	APOSC_01529, APOSC_01531, APOSC_01530	CAEEL06500
OG0005822	APOSC_13151	CAEEL08544
OG0005823	APOSC_08122	CAEEL11398
OG0005824	APOSC_18418	CAEEL01511
OG0005826	APOSC_18421, APOSC_14975, APOSC_19348	CAEEL11564
OG0005827	APOSC_16635	CAEEL15915
OG0005829	APOSC_10617	CAEEL01850, CAEEL14048
OG0005831	APOSC_06668	CAEEL07627
OG0005832	APOSC_09479	CAEEL01641
OG0005833	APOSC_11987, APOSC_11988	CAEEL14838
OG0005834	APOSC_25411	CAEEL18574
OG0005835	APOSC_24228	CAEEL06739, CAEEL08580
OG0005836	APOSC_21075	CAEEL15554
OG0005837	APOSC_10247	CAEEL01073
OG0005838	APOSC_07612	CAEEL01222
OG0005840	APOSC_14345	CAEEL06791
OG0005843	APOSC_09769	CAEEL06200
OG0005845	APOSC_23422	CAEEL04187
OG0005846	APOSC_22781, APOSC_04895, APOSC_03511	CAEEL06779
OG0005847	APOSC_18012, APOSC_18011	CAEEL00400
OG0005848	APOSC_01932, APOSC_12632, APOSC_01931	CAEEL00240
OG0005849	APOSC_08086	CAEEL07640
OG0005850	APOSC_23071	CAEEL07059
OG0005851	APOSC_09575, APOSC_09574	CAEEL19454, CAEEL03023
OG0005853	APOSC_03228	CAEEL05937
OG0005854	APOSC_22934	CAEEL10962
OG0005857	APOSC_07313	CAEEL08143
OG0005858	APOSC_24348	CAEEL08865
OG0005859	APOSC_22884	CAEEL09237
OG0005860	APOSC_08867	CAEEL11464
OG0005861	APOSC_19100	CAEEL07847
OG0005863	APOSC_27616, APOSC_14006	CAEEL02059
OG0005864	APOSC_18321	CAEEL03066
OG0005865	APOSC_08539	CAEEL10526
OG0005866	APOSC_21893	CAEEL03116
OG0005867	APOSC_15005	CAEEL20688
OG0005869	APOSC_16070	CAEEL01472
OG0005870	APOSC_07229	CAEEL18863
OG0005871	APOSC_00511	CAEEL07046
OG0005874	APOSC_08988	CAEEL06734
OG0005875	APOSC_02723	CAEEL11121
OG0005876	APOSC_28176	CAEEL12583
OG0005877	APOSC_01448	CAEEL03535
OG0005878	APOSC_15744	CAEEL00506
OG0005879	APOSC_17887, APOSC_17886	CAEEL05884
OG0005880	APOSC_00093	CAEEL09863
OG0005883	APOSC_18377	CAEEL06255
OG0005884	APOSC_15015	CAEEL16531
OG0005886	APOSC_21774	CAEEL01824
OG0005888	APOSC_07345	CAEEL00435
OG0005889	APOSC_01805	CAEEL02553
OG0005890	APOSC_19743	CAEEL06540
OG0005892	APOSC_05235	CAEEL01618
OG0005893	APOSC_05798, APOSC_05799	CAEEL11380
OG0005895	APOSC_06307	CAEEL06441
OG0005896	APOSC_25068	CAEEL15064
OG0005897	APOSC_27162	CAEEL01303
OG0005898	APOSC_20862	CAEEL01957
OG0005899	APOSC_03217	CAEEL11728
OG0005903	APOSC_11136, APOSC_11137	CAEEL02733
OG0005904	APOSC_23496, APOSC_23497	CAEEL18351
OG0005909	APOSC_04657	CAEEL09260
OG0005914	APOSC_24621	CAEEL12252
OG0005918	APOSC_11569	CAEEL07911
OG0005919	APOSC_22101	CAEEL15775
OG0005921	APOSC_28876, APOSC_28877	CAEEL07408
OG0005922	APOSC_21484	CAEEL15520
OG0005924	APOSC_21618	CAEEL10631
OG0005925	APOSC_11363, APOSC_06879, APOSC_10713, APOSC_10712	CAEEL18159
OG0005928	APOSC_09087	CAEEL04878
OG0005929	APOSC_04039	CAEEL05898
OG0005930	APOSC_11297	CAEEL00275
OG0005931	APOSC_25624	CAEEL09476
OG0005932	APOSC_11918	CAEEL11316
OG0005933	APOSC_05031	CAEEL14434
OG0005936	APOSC_03027, APOSC_16898	CAEEL07303
OG0005937	APOSC_28255	CAEEL10539
OG0005938	APOSC_22222	CAEEL06000, CAEEL09583
OG0005940	APOSC_18203	CAEEL04134
OG0005941	APOSC_23440	CAEEL08713
OG0005943	APOSC_12411	CAEEL02014
OG0005946	APOSC_07072	CAEEL11452, CAEEL11968
OG0005947	APOSC_24373, APOSC_24956	CAEEL19240
OG0005949	APOSC_10473	CAEEL12005
OG0005950	APOSC_24602	CAEEL02721
OG0005952	APOSC_12678	CAEEL08042
OG0005953	APOSC_21471	CAEEL01826
OG0005957	APOSC_24812	CAEEL13678, CAEEL02860
OG0005960	APOSC_12544	CAEEL18529, CAEEL16584
OG0005963	APOSC_15197	CAEEL02429, CAEEL11102
OG0005965	APOSC_24080	CAEEL17925
OG0005966	APOSC_06823	CAEEL05490
OG0005967	APOSC_28428	CAEEL08429
OG0005968	APOSC_11947	CAEEL01646
OG0005969	APOSC_23668	CAEEL01577
OG0005970	APOSC_16656	CAEEL16383
OG0005973	APOSC_15072	CAEEL13364
OG0005974	APOSC_03829	CAEEL11184
OG0005975	APOSC_19763	CAEEL05822
OG0005976	APOSC_07723	CAEEL15581
OG0005977	APOSC_21684	CAEEL04186
OG0005978	APOSC_08116, APOSC_08115	CAEEL08320
OG0005980	APOSC_09705	CAEEL05471
OG0005982	APOSC_12060	CAEEL04709
OG0005984	APOSC_26001, APOSC_26002	CAEEL06514, CAEEL07173
OG0005986	APOSC_22794	CAEEL15169
OG0005987	APOSC_01066	CAEEL05677
OG0005989	APOSC_14635	CAEEL14108
OG0005991	APOSC_06633	CAEEL07604
OG0005992	APOSC_26332, APOSC_09383, APOSC_17264, APOSC_17260, APOSC_17262, APOSC_17261, APOSC_17263, APOSC_17259	CAEEL01122
OG0005993	APOSC_18888	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	APOSC_13878	CAEEL09469
OG0005998	APOSC_10776	CAEEL12651
OG0005999	APOSC_25093, APOSC_27137	CAEEL06284
OG0006000	APOSC_12077	CAEEL06731
OG0006003	APOSC_25976	CAEEL12475
OG0006004	APOSC_09562	CAEEL01451
OG0006005	APOSC_12391	CAEEL08818
OG0006008	APOSC_18804, APOSC_18805	CAEEL11432
OG0006009	APOSC_00850, APOSC_00851	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	APOSC_17125	CAEEL07462
OG0006011	APOSC_06335	CAEEL06588
OG0006059	APOSC_20657	CAEEL09710
OG0006062	APOSC_01581, APOSC_08657	CAEEL08027
OG0006063	APOSC_25055	CAEEL09563
OG0006064	APOSC_16645	CAEEL11646
OG0006066	APOSC_00456	CAEEL07776
OG0006069	APOSC_10043	CAEEL08597
OG0006072	APOSC_27063, APOSC_27064	CAEEL09063
OG0006073	APOSC_13294	CAEEL15279
OG0006074	APOSC_26778	CAEEL15694
OG0006075	APOSC_28510	CAEEL05481
OG0006079	APOSC_12851	CAEEL06022
OG0006083	APOSC_17176	CAEEL10880
OG0006085	APOSC_28275	CAEEL07121
OG0006087	APOSC_27471, APOSC_15292	CAEEL10339
OG0006090	APOSC_28758	CAEEL06249
OG0006095	APOSC_06175, APOSC_05048	CAEEL03714
OG0006096	APOSC_23249	CAEEL08930
OG0006098	APOSC_25956	CAEEL17792
OG0006101	APOSC_22145	CAEEL04363
OG0006102	APOSC_22067	CAEEL01860
OG0006104	APOSC_09268, APOSC_06210, APOSC_19494	CAEEL15552
OG0006106	APOSC_06595	CAEEL09939
OG0006108	APOSC_15898	CAEEL07908
OG0006111	APOSC_03391	CAEEL06592
OG0006113	APOSC_26235	CAEEL00297
OG0006116	APOSC_26592	CAEEL14600
OG0006117	APOSC_07439	CAEEL15839
OG0006118	APOSC_07828	CAEEL05175
OG0006120	APOSC_20718	CAEEL19875
OG0006121	APOSC_27870	CAEEL01535
OG0006122	APOSC_16541	CAEEL06423
OG0006124	APOSC_22257	CAEEL00683
OG0006125	APOSC_04763	CAEEL12098
OG0006127	APOSC_15621	CAEEL08699
OG0006128	APOSC_06200	CAEEL01734
OG0006129	APOSC_02978	CAEEL15436
OG0006130	APOSC_06548, APOSC_13669	CAEEL19047
OG0006131	APOSC_09740	CAEEL08997
OG0006134	APOSC_24225	CAEEL05080
OG0006135	APOSC_10242	CAEEL16406
OG0006137	APOSC_12184	CAEEL01021
OG0006140	APOSC_23359	CAEEL06530
OG0006141	APOSC_21752, APOSC_05712	CAEEL00813
OG0006144	APOSC_11441	CAEEL12775
OG0006145	APOSC_09691	CAEEL00765, CAEEL00923
OG0006148	APOSC_19000	CAEEL05997
OG0006152	APOSC_28211	CAEEL01636
OG0006153	APOSC_25551	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	APOSC_24618	CAEEL13825
OG0006160	APOSC_05551	CAEEL08936
OG0006163	APOSC_12748	CAEEL00653
OG0006164	APOSC_18639	CAEEL01158
OG0006165	APOSC_18182	CAEEL15774
OG0006168	APOSC_24765	CAEEL05152
OG0006169	APOSC_09033	CAEEL08537
OG0006176	APOSC_15825	CAEEL05930
OG0006177	APOSC_12821	CAEEL04212
OG0006180	APOSC_03152	CAEEL09925
OG0006181	APOSC_03481	CAEEL14722
OG0006182	APOSC_28042	CAEEL06387
OG0006183	APOSC_19486	CAEEL19366
OG0006185	APOSC_09138	CAEEL01692
OG0006187	APOSC_02281	CAEEL00902
OG0006188	APOSC_16452	CAEEL02058
OG0006191	APOSC_13840	CAEEL06280, CAEEL06279
OG0006192	APOSC_15421	CAEEL01776
OG0006195	APOSC_15441	CAEEL08079
OG0006200	APOSC_15844	CAEEL11329
OG0006202	APOSC_24490	CAEEL07568
OG0006208	APOSC_00172	CAEEL00204
OG0006209	APOSC_02034	CAEEL11287
OG0006210	APOSC_24919	CAEEL00160
OG0006213	APOSC_21384	CAEEL01145
OG0006214	APOSC_01407	CAEEL12120
OG0006216	APOSC_06952	CAEEL16326
OG0006217	APOSC_18136, APOSC_18135, APOSC_27262	CAEEL05235
OG0006220	APOSC_19990	CAEEL08309
OG0006224	APOSC_19657, APOSC_26870	CAEEL11548
OG0006226	APOSC_17729	CAEEL02716
OG0006229	APOSC_01024, APOSC_01023	CAEEL06963
OG0006230	APOSC_07027, APOSC_19352	CAEEL08542
OG0006231	APOSC_21161	CAEEL20582
OG0006232	APOSC_24357	CAEEL07512, CAEEL07511
OG0006234	APOSC_21894	CAEEL05918
OG0006235	APOSC_24879	CAEEL04462
OG0006237	APOSC_24918	CAEEL04160
OG0006239	APOSC_06762	CAEEL01539
OG0006240	APOSC_04652	CAEEL08852
OG0006245	APOSC_00921	CAEEL00941
OG0006247	APOSC_13444, APOSC_13445, APOSC_13443	CAEEL11988
OG0006248	APOSC_05903	CAEEL05883
OG0006249	APOSC_25692	CAEEL10060
OG0006254	APOSC_09754	CAEEL11539
OG0006257	APOSC_22535	CAEEL15240
OG0006259	APOSC_27968, APOSC_27967	CAEEL09792
OG0006260	APOSC_09774	CAEEL09587
OG0006262	APOSC_16097	CAEEL01377
OG0006263	APOSC_28291	CAEEL09474
OG0006264	APOSC_09598	CAEEL11589
OG0006265	APOSC_06482	CAEEL01463
OG0006267	APOSC_20000	CAEEL09521
OG0006268	APOSC_23154	CAEEL09373, CAEEL09395
OG0006269	APOSC_18341, APOSC_18340	CAEEL11344
OG0006270	APOSC_24411	CAEEL01876
OG0006271	APOSC_01767	CAEEL08264
OG0006275	APOSC_03010	CAEEL01989
OG0006277	APOSC_18887	CAEEL08057
OG0006279	APOSC_21488	CAEEL00237
OG0006280	APOSC_05701	CAEEL17987
OG0006281	APOSC_16932	CAEEL04765
OG0006283	APOSC_21898	CAEEL00881
OG0006284	APOSC_17077	CAEEL08923
OG0006285	APOSC_26526	CAEEL04794
OG0006286	APOSC_10357	CAEEL00158
OG0006288	APOSC_09696	CAEEL08712
OG0006289	APOSC_23398	CAEEL07964
OG0006290	APOSC_09719, APOSC_09720	CAEEL04712
OG0006291	APOSC_15695	CAEEL00609
OG0006293	APOSC_21478	CAEEL07928
OG0006294	APOSC_25798	CAEEL14462
OG0006295	APOSC_27816	CAEEL09568
OG0006297	APOSC_06137	CAEEL11872
OG0006301	APOSC_14170	CAEEL17598
OG0006306	APOSC_16571	CAEEL01065
OG0006307	APOSC_10245	CAEEL06264
OG0006309	APOSC_08275	CAEEL05232
OG0006311	APOSC_19031, APOSC_19032	CAEEL17612
OG0006313	APOSC_11157	CAEEL05123
OG0006315	APOSC_16530	CAEEL15905
OG0006319	APOSC_13656	CAEEL13894
OG0006322	APOSC_03517	CAEEL09507
OG0006323	APOSC_18189	CAEEL02251
OG0006326	APOSC_20354	CAEEL15323
OG0006329	APOSC_06676	CAEEL02571
OG0006331	APOSC_22141	CAEEL13794
OG0006332	APOSC_06680	CAEEL10865
OG0006334	APOSC_14348	CAEEL08411, CAEEL18378
OG0006339	APOSC_27213, APOSC_03533	CAEEL08069
OG0006340	APOSC_01676	CAEEL11454
OG0006341	APOSC_00352	CAEEL06023
OG0006343	APOSC_19586	CAEEL05583, CAEEL02498
OG0006344	APOSC_26452	CAEEL14876
OG0006345	APOSC_20819	CAEEL06549
OG0006346	APOSC_01817	CAEEL05783
OG0006347	APOSC_17743	CAEEL07567
OG0006350	APOSC_11362	CAEEL07674
OG0006352	APOSC_28135	CAEEL02603
OG0006353	APOSC_03902	CAEEL19140, CAEEL05676
OG0006354	APOSC_19593	CAEEL18116
OG0006355	APOSC_09992	CAEEL16514
OG0006356	APOSC_01236	CAEEL07675
OG0006360	APOSC_03655	CAEEL05277
OG0006361	APOSC_06699	CAEEL09060
OG0006362	APOSC_25966	CAEEL00998
OG0006363	APOSC_11350	CAEEL00971
OG0006365	APOSC_17335	CAEEL12631
OG0006370	APOSC_08924, APOSC_08925	CAEEL05220
OG0006372	APOSC_14360	CAEEL09848
OG0006375	APOSC_05177	CAEEL00741
OG0006376	APOSC_08625	CAEEL15051
OG0006377	APOSC_05358	CAEEL09247
OG0006378	APOSC_20942	CAEEL04747
OG0006381	APOSC_07173	CAEEL09800
OG0006385	APOSC_27944	CAEEL17878
OG0006386	APOSC_07212	CAEEL02065
OG0006389	APOSC_03797	CAEEL07348
OG0006390	APOSC_03325	CAEEL13360
OG0006391	APOSC_09539	CAEEL16380, CAEEL11908
OG0006392	APOSC_00974	CAEEL07571
OG0006393	APOSC_04034	CAEEL14337
OG0006395	APOSC_21447	CAEEL11636
OG0006402	APOSC_15840	CAEEL14843
OG0006405	APOSC_00520	CAEEL04608
OG0006406	APOSC_05139	CAEEL04927, CAEEL07538
OG0006407	APOSC_09135	CAEEL20555
OG0006408	APOSC_19771	CAEEL15120
OG0006443	APOSC_25767	CAEEL07304
OG0006448	APOSC_02936	CAEEL07841
OG0006449	APOSC_19909, APOSC_19908	CAEEL02036
OG0006454	APOSC_28104	CAEEL06995
OG0006456	APOSC_07276	CAEEL09794
OG0006457	APOSC_22597	CAEEL05605
OG0006459	APOSC_25637	CAEEL00244
OG0006461	APOSC_16902, APOSC_16903	CAEEL11863
OG0006464	APOSC_09006	CAEEL01413
OG0006465	APOSC_06897	CAEEL10921
OG0006467	APOSC_24310, APOSC_24309	CAEEL02861
OG0006468	APOSC_24678	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	APOSC_14649	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	APOSC_26113	CAEEL07206
OG0006475	APOSC_05034	CAEEL07548
OG0006476	APOSC_08315	CAEEL12092
OG0006479	APOSC_10681	CAEEL05626
OG0006480	APOSC_03945	CAEEL10265, CAEEL10266
OG0006481	APOSC_03150	CAEEL19099, CAEEL01638
OG0006482	APOSC_21043	CAEEL10834
OG0006485	APOSC_08620	CAEEL14223
OG0006488	APOSC_12358	CAEEL17648
OG0006490	APOSC_24017	CAEEL11637
OG0006491	APOSC_25623, APOSC_01687, APOSC_01688	CAEEL13015
OG0006496	APOSC_20816	CAEEL08493
OG0006497	APOSC_08623	CAEEL06461
OG0006498	APOSC_19797, APOSC_19796	CAEEL02503
OG0006499	APOSC_10389	CAEEL20101
OG0006501	APOSC_00765	CAEEL16016
OG0006503	APOSC_27770	CAEEL07188
OG0006505	APOSC_20445	CAEEL06783
OG0006506	APOSC_03691	CAEEL03029
OG0006509	APOSC_22187	CAEEL00006, CAEEL15373
OG0006511	APOSC_10649, APOSC_18848	CAEEL02676
OG0006512	APOSC_27881	CAEEL07313
OG0006514	APOSC_05533	CAEEL07858
OG0006515	APOSC_16228, APOSC_16229	CAEEL02554
OG0006516	APOSC_03896	CAEEL15132
OG0006517	APOSC_09680	CAEEL01423
OG0006520	APOSC_12169	CAEEL13792
OG0006522	APOSC_11508	CAEEL07957
OG0006523	APOSC_06060, APOSC_05538	CAEEL15760
OG0006525	APOSC_25884	CAEEL11800
OG0006528	APOSC_05534	CAEEL14466
OG0006532	APOSC_03775	CAEEL05678
OG0006533	APOSC_27947	CAEEL19649
OG0006536	APOSC_01707	CAEEL05174
OG0006538	APOSC_00849	CAEEL07903, CAEEL04060
OG0006540	APOSC_23072	CAEEL19898
OG0006542	APOSC_24422	CAEEL04749
OG0006543	APOSC_13261	CAEEL05304
OG0006544	APOSC_04216	CAEEL02597
OG0006545	APOSC_13229	CAEEL08394
OG0006546	APOSC_11101, APOSC_11100	CAEEL16446
OG0006547	APOSC_22551, APOSC_12567, APOSC_12568, APOSC_12569	CAEEL09736
OG0006550	APOSC_07594	CAEEL02186
OG0006552	APOSC_20548, APOSC_11862	CAEEL02725
OG0006553	APOSC_01403	CAEEL06508
OG0006554	APOSC_03164	CAEEL09071
OG0006556	APOSC_06362	CAEEL00553
OG0006557	APOSC_21049	CAEEL07597
OG0006560	APOSC_28832	CAEEL14360
OG0006561	APOSC_07744	CAEEL16404
OG0006565	APOSC_10866	CAEEL12176
OG0006567	APOSC_28410	CAEEL15749
OG0006568	APOSC_00682	CAEEL01944
OG0006569	APOSC_17737	CAEEL03290
OG0006570	APOSC_11820	CAEEL15966
OG0006571	APOSC_10825	CAEEL05447
OG0006572	APOSC_05321	CAEEL09940, CAEEL09371
OG0006573	APOSC_11659	CAEEL05442
OG0006574	APOSC_04366	CAEEL01738
OG0006577	APOSC_18358	CAEEL15281
OG0006578	APOSC_17434, APOSC_17435	CAEEL00045
OG0006579	APOSC_03156	CAEEL07922
OG0006583	APOSC_16840	CAEEL01627
OG0006584	APOSC_01906	CAEEL05880
OG0006587	APOSC_03008	CAEEL17957
OG0006588	APOSC_13782	CAEEL11640
OG0006589	APOSC_12803, APOSC_12804	CAEEL10276
OG0006590	APOSC_02109	CAEEL15655
OG0006591	APOSC_10735, APOSC_10736	CAEEL01066
OG0006594	APOSC_06372	CAEEL00833
OG0006595	APOSC_28606, APOSC_03725	CAEEL10661
OG0006596	APOSC_02900	CAEEL00560
OG0006597	APOSC_00355	CAEEL10448
OG0006598	APOSC_24420	CAEEL03295
OG0006602	APOSC_03273	CAEEL16562
OG0006603	APOSC_23879, APOSC_23880	CAEEL00624
OG0006604	APOSC_04100	CAEEL07198
OG0006606	APOSC_24910	CAEEL07376
OG0006607	APOSC_27888	CAEEL01560
OG0006608	APOSC_19691	CAEEL05698
OG0006609	APOSC_21438	CAEEL02187
OG0006610	APOSC_01833	CAEEL11386
OG0006611	APOSC_10966	CAEEL07953
OG0006613	APOSC_04709	CAEEL01845
OG0006614	APOSC_05907	CAEEL05124
OG0006615	APOSC_14961	CAEEL09131
OG0006621	APOSC_06277	CAEEL07639
OG0006622	APOSC_23407	CAEEL05834
OG0006624	APOSC_20035	CAEEL07631
OG0006625	APOSC_05965	CAEEL08791
OG0006626	APOSC_22608	CAEEL07560
OG0006627	APOSC_03480	CAEEL11375
OG0006628	APOSC_24051	CAEEL07329
OG0006630	APOSC_23460, APOSC_21363	CAEEL11696
OG0006631	APOSC_15797	CAEEL00720
OG0006632	APOSC_25276	CAEEL20160, CAEEL00199
OG0006633	APOSC_11289	CAEEL00427
OG0006634	APOSC_18770	CAEEL07770
OG0006636	APOSC_04041, APOSC_04040	CAEEL07724
OG0006637	APOSC_20385	CAEEL12125
OG0006645	APOSC_27655	CAEEL17855
OG0006646	APOSC_04284, APOSC_27020	CAEEL15891
OG0006647	APOSC_00971	CAEEL07174
OG0006648	APOSC_16882	CAEEL01435
OG0006649	APOSC_22574, APOSC_22573	CAEEL13032
OG0006651	APOSC_19150	CAEEL09522
OG0006655	APOSC_27832, APOSC_27831	CAEEL00324
OG0006658	APOSC_17811	CAEEL00269
OG0006660	APOSC_08166	CAEEL09560, CAEEL09561
OG0006662	APOSC_06587	CAEEL12773
OG0006663	APOSC_04731	CAEEL08458
OG0006664	APOSC_16959	CAEEL01906
OG0006666	APOSC_28091	CAEEL05999
OG0006667	APOSC_10610	CAEEL01250
OG0006668	APOSC_04760	CAEEL06992
OG0006669	APOSC_27486	CAEEL08205
OG0006670	APOSC_28849	CAEEL05160
OG0006673	APOSC_13958	CAEEL00769
OG0006675	APOSC_23095	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	APOSC_13342	CAEEL12368
OG0006680	APOSC_07702	CAEEL09390
OG0006681	APOSC_24454	CAEEL05335
OG0006683	APOSC_06938, APOSC_06937	CAEEL00441
OG0006684	APOSC_09053, APOSC_06226	CAEEL11224
OG0006686	APOSC_03178	CAEEL20085
OG0006690	APOSC_28918	CAEEL11346
OG0006691	APOSC_16914	CAEEL07500
OG0006692	APOSC_04233	CAEEL00770
OG0006693	APOSC_28629	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	APOSC_06064	CAEEL01422
OG0006695	APOSC_25904	CAEEL17851
OG0006702	APOSC_04633	CAEEL08311
OG0006703	APOSC_20561	CAEEL00186
OG0006705	APOSC_03745, APOSC_04954	CAEEL04478
OG0006706	APOSC_18731	CAEEL11633
OG0006709	APOSC_14577	CAEEL07440
OG0006710	APOSC_17610	CAEEL07165
OG0006712	APOSC_01301	CAEEL01534
OG0006714	APOSC_12262	CAEEL06631
OG0006716	APOSC_28917	CAEEL01171
OG0006717	APOSC_08108	CAEEL00315
OG0006718	APOSC_20388	CAEEL08308
OG0006720	APOSC_05336	CAEEL09628
OG0006722	APOSC_10310	CAEEL04109
OG0006723	APOSC_03820, APOSC_03821	CAEEL07804
OG0006726	APOSC_18316	CAEEL18959
OG0006727	APOSC_26994	CAEEL10628
OG0006730	APOSC_09155	CAEEL07386, CAEEL18705
OG0006732	APOSC_23950	CAEEL07406
OG0006735	APOSC_21826	CAEEL20573
OG0006736	APOSC_16368, APOSC_13551, APOSC_27964, APOSC_20253, APOSC_00501	CAEEL01882
OG0006737	APOSC_01534	CAEEL18816
OG0006741	APOSC_03216	CAEEL11903
OG0006742	APOSC_08953	CAEEL06688, CAEEL06689
OG0006749	APOSC_14278	CAEEL08028
OG0006750	APOSC_11672	CAEEL02998
OG0006752	APOSC_28200	CAEEL12417
OG0006753	APOSC_20682, APOSC_20681	CAEEL06421
OG0006754	APOSC_11821	CAEEL15551
OG0006755	APOSC_14956	CAEEL08754
OG0006757	APOSC_18094	CAEEL05691
OG0006758	APOSC_29158, APOSC_15760, APOSC_03449	CAEEL05308
OG0006760	APOSC_19037, APOSC_19036	CAEEL14472
OG0006763	APOSC_20026, APOSC_20025	CAEEL12476
OG0006765	APOSC_01940	CAEEL01561
OG0006766	APOSC_27131	CAEEL04604
OG0006768	APOSC_13809	CAEEL07976
OG0006769	APOSC_22100	CAEEL00344
OG0006772	APOSC_25051	CAEEL06744, CAEEL20464
OG0006774	APOSC_28313, APOSC_28314	CAEEL01586
OG0006777	APOSC_08802	CAEEL17985
OG0006780	APOSC_20477	CAEEL03293
OG0006784	APOSC_28941	CAEEL12328
OG0006826	APOSC_05008	CAEEL07305
OG0006828	APOSC_09038	CAEEL01547
OG0006830	APOSC_00845	CAEEL01610
OG0006832	APOSC_28825	CAEEL18365
OG0006833	APOSC_22162	CAEEL01607
OG0006838	APOSC_16437	CAEEL04815
OG0006842	APOSC_06507	CAEEL01401
OG0006843	APOSC_14144	CAEEL01030
OG0006844	APOSC_11535	CAEEL01019
OG0006845	APOSC_12608	CAEEL16127
OG0006846	APOSC_05736, APOSC_05737	CAEEL15729
OG0006849	APOSC_20947	CAEEL06259
OG0006851	APOSC_24551	CAEEL12983
OG0006853	APOSC_07788	CAEEL10839
OG0006860	APOSC_01094	CAEEL08670
OG0006864	APOSC_16067	CAEEL08583
OG0006867	APOSC_11115	CAEEL15109
OG0006868	APOSC_01683	CAEEL07835
OG0006870	APOSC_12633	CAEEL08613
OG0006875	APOSC_10381	CAEEL10848
OG0006876	APOSC_18254	CAEEL04447
OG0006878	APOSC_01773	CAEEL06314
OG0006881	APOSC_09150	CAEEL09403
OG0006882	APOSC_06091	CAEEL09595
OG0006886	APOSC_04387	CAEEL05972, CAEEL05973
OG0006887	APOSC_00826, APOSC_11505	CAEEL04262
OG0006888	APOSC_22590	CAEEL07944
OG0006890	APOSC_27999	CAEEL05820
OG0006891	APOSC_00967	CAEEL07412
OG0006892	APOSC_26125	CAEEL07307
OG0006894	APOSC_04510	CAEEL12154
OG0006895	APOSC_20287	CAEEL18907
OG0006897	APOSC_06582	CAEEL00287
OG0006898	APOSC_16657	CAEEL01473
OG0006901	APOSC_25494	CAEEL06883
OG0006902	APOSC_16017	CAEEL02536
OG0006905	APOSC_11319	CAEEL08307
OG0006906	APOSC_00341	CAEEL05830
OG0006908	APOSC_26806, APOSC_26807	CAEEL07115
OG0006914	APOSC_17323	CAEEL01820
OG0006917	APOSC_21814, APOSC_21813	CAEEL05784
OG0006918	APOSC_20144, APOSC_14855	CAEEL01349
OG0006919	APOSC_28693	CAEEL05782
OG0006920	APOSC_14677	CAEEL08877
OG0006923	APOSC_09975	CAEEL09234
OG0006924	APOSC_17355	CAEEL12241
