Orthogroup	APOSC_ok	CAPO3
OG0006145	APOSC_09691	CAPO304370
OG0006148	APOSC_19000	CAPO302407
OG0006149	APOSC_14242	CAPO301175
OG0006151	APOSC_09261, APOSC_09262	CAPO304128
OG0006152	APOSC_28211	CAPO306493
OG0006153	APOSC_25551	CAPO305107
OG0006155	APOSC_02722	CAPO301956
OG0006156	APOSC_24618	CAPO304652
OG0006157	APOSC_17822	CAPO300095, CAPO303951
OG0006158	APOSC_27578	CAPO307937
OG0006159	APOSC_15246	CAPO307030
OG0006160	APOSC_05551	CAPO304978
OG0006161	APOSC_05129	CAPO301615
OG0006162	APOSC_18054	CAPO300392
OG0006164	APOSC_18639	CAPO307640
OG0006168	APOSC_24765	CAPO306154
OG0006169	APOSC_09033	CAPO305149
OG0006176	APOSC_15825	CAPO304797
OG0006177	APOSC_12821	CAPO306017
OG0006178	APOSC_07148, APOSC_07147	CAPO306742
OG0006178	APOSC_17549	CAPO304841
OG0006179	APOSC_23268	CAPO307840
OG0006180	APOSC_03152	CAPO308064
OG0006181	APOSC_03481	CAPO308207
OG0006182	APOSC_28042	CAPO300329
OG0006183	APOSC_19486	CAPO306749
OG0006185	APOSC_09138	CAPO301640
OG0006186	APOSC_20197	CAPO304672
OG0006187	APOSC_02281	CAPO303722
OG0006188	APOSC_16452	CAPO307979
OG0006190	APOSC_03905	CAPO304791
OG0006191	APOSC_13840	CAPO301907
OG0006192	APOSC_15421	CAPO308099
OG0006195	APOSC_15441	CAPO308346, CAPO305489
OG0006196	APOSC_22172	CAPO304854
OG0006198	APOSC_19038	CAPO306368
OG0006199	APOSC_27250	CAPO307861
OG0006200	APOSC_15844	CAPO306047
OG0006202	APOSC_24490	CAPO307311
OG0006204	APOSC_17513	CAPO307074
OG0006205	APOSC_06222	CAPO306928
OG0006206	APOSC_07404	CAPO308060
OG0006209	APOSC_02034	CAPO303208
OG0006210	APOSC_24919	CAPO301051
OG0006211	APOSC_27330	CAPO305755
OG0006213	APOSC_21384	CAPO301176
OG0006214	APOSC_01407	CAPO305313
OG0006216	APOSC_06952	CAPO304328
OG0006224	APOSC_19657	CAPO304007
OG0006225	APOSC_24236	CAPO307529
OG0006226	APOSC_17729	CAPO303955
OG0006227	APOSC_13147, APOSC_13146	CAPO304192
OG0006229	APOSC_01024, APOSC_01023	CAPO306729
OG0006230	APOSC_07027, APOSC_19352	CAPO303003
OG0006233	APOSC_15042	CAPO307263
OG0006234	APOSC_21894	CAPO305546
OG0006235	APOSC_24879	CAPO300217
OG0006237	APOSC_24918	CAPO302524
OG0006239	APOSC_06762	CAPO305262
OG0006243	APOSC_01950, APOSC_01949	CAPO301646
OG0006244	APOSC_24967	CAPO306900
OG0006245	APOSC_00921	CAPO307777
OG0006248	APOSC_05903	CAPO307601
OG0006249	APOSC_25692	CAPO304667
OG0006250	APOSC_27267	CAPO301165
OG0006251	APOSC_15876	CAPO302342
OG0006252	APOSC_17057	CAPO304131
OG0006253	APOSC_15972, APOSC_15973, APOSC_15971	CAPO307341
OG0006254	APOSC_09754	CAPO305073
OG0006257	APOSC_22535	CAPO305440
OG0006258	APOSC_28143	CAPO300398
OG0006260	APOSC_09774	CAPO300587
OG0006261	APOSC_06934	CAPO305676
OG0006262	APOSC_16097	CAPO307596
OG0006263	APOSC_28291	CAPO307994
OG0006264	APOSC_09598	CAPO304943
OG0006267	APOSC_20000	CAPO300629
OG0006268	APOSC_23154	CAPO305663
OG0006271	APOSC_01767	CAPO306714
OG0006275	APOSC_03010	CAPO304219
OG0006276	APOSC_28046, APOSC_25253	CAPO306041
OG0006277	APOSC_18887	CAPO307602
OG0006278	APOSC_26547	CAPO305153
OG0006279	APOSC_21488	CAPO307288
OG0006280	APOSC_05701	CAPO308182
OG0006281	APOSC_16932	CAPO302129
OG0006284	APOSC_17077	CAPO301681
OG0006285	APOSC_26526	CAPO301258
OG0006286	APOSC_10357	CAPO304212
OG0006287	APOSC_17884	CAPO302795
OG0006288	APOSC_09696	CAPO300129
OG0006289	APOSC_23398	CAPO306652
OG0006291	APOSC_15695	CAPO308081
OG0006293	APOSC_21478	CAPO307067
OG0006294	APOSC_25798	CAPO301151
OG0006295	APOSC_27816	CAPO307143
OG0006297	APOSC_06137	CAPO301937
OG0006298	APOSC_23078, APOSC_21654	CAPO306805
OG0006299	APOSC_15235	CAPO305899
OG0006301	APOSC_14170	CAPO306072
OG0006305	APOSC_09305, APOSC_09304	CAPO303850
OG0006306	APOSC_16571	CAPO303905
OG0006309	APOSC_08275	CAPO304441
OG0006311	APOSC_19031, APOSC_19032	CAPO300748
OG0006313	APOSC_11157	CAPO306539
OG0006314	APOSC_03446	CAPO308085, CAPO301326
OG0006319	APOSC_13656	CAPO306239
OG0006320	APOSC_08286, APOSC_08287	CAPO303864
OG0006322	APOSC_03517	CAPO305971
OG0006323	APOSC_18189	CAPO300361
OG0006324	APOSC_27096, APOSC_27097	CAPO307431
OG0006329	APOSC_06676	CAPO306283
OG0006330	APOSC_11664, APOSC_11665	CAPO301590
OG0006331	APOSC_22141	CAPO301721
OG0006332	APOSC_06680	CAPO306801
OG0006334	APOSC_14348	CAPO302140
OG0006335	APOSC_16776	CAPO305790
OG0006338	APOSC_05885	CAPO300367
OG0006339	APOSC_27213, APOSC_03533	CAPO306751
OG0006340	APOSC_01676	CAPO306725
OG0006341	APOSC_00352	CAPO303256
OG0006344	APOSC_26452	CAPO307345
OG0006346	APOSC_01817	CAPO305832
OG0006347	APOSC_17743	CAPO305184
OG0006349	APOSC_09628	CAPO304057
OG0006350	APOSC_11362	CAPO302433
OG0006352	APOSC_28135	CAPO301346
OG0006353	APOSC_03902	CAPO301517
OG0006355	APOSC_09992	CAPO307129
OG0006356	APOSC_01236	CAPO305164
OG0006358	APOSC_14623	CAPO303299
OG0006359	APOSC_05942	CAPO300583
OG0006360	APOSC_03655	CAPO304103
OG0006361	APOSC_06699	CAPO308070
OG0006362	APOSC_25966	CAPO308308
OG0006363	APOSC_11350	CAPO301002
OG0006365	APOSC_17335	CAPO300671
OG0006370	APOSC_08924, APOSC_08925	CAPO300348
OG0006371	APOSC_18694, APOSC_15978	CAPO302658
OG0006372	APOSC_14360	CAPO304608
OG0006375	APOSC_05177	CAPO306256
OG0006377	APOSC_05358	CAPO307494
OG0006378	APOSC_20942	CAPO304918
OG0006381	APOSC_07173	CAPO301472
OG0006382	APOSC_07977	CAPO307026
OG0006383	APOSC_28852	CAPO303174
OG0006384	APOSC_00707	CAPO305941
OG0006385	APOSC_27944	CAPO301074
OG0006386	APOSC_07212	CAPO303165
OG0006389	APOSC_03797	CAPO302170
OG0006390	APOSC_03325	CAPO308093
OG0006392	APOSC_00974	CAPO305806
OG0006394	APOSC_10095	CAPO302470
OG0006395	APOSC_21447	CAPO300149
OG0006399	APOSC_08943	CAPO307228
OG0006443	APOSC_25767	CAPO300234
OG0006447	APOSC_15689	CAPO302283
OG0006448	APOSC_02936	CAPO301094
OG0006449	APOSC_19909, APOSC_19908, APOSC_27290	CAPO305961
OG0006456	APOSC_07276	CAPO300992
OG0006457	APOSC_22597	CAPO306648
OG0006459	APOSC_25637	CAPO307843
OG0006460	APOSC_21182	CAPO308313
OG0006461	APOSC_16902, APOSC_16903	CAPO306350
OG0006464	APOSC_09006	CAPO307754
OG0006465	APOSC_06897	CAPO307052
OG0006467	APOSC_24310, APOSC_24309	CAPO301292
OG0006468	APOSC_24678	CAPO303390
OG0006469	APOSC_18314, APOSC_18315	CAPO302486
OG0006470	APOSC_18031	CAPO300984
OG0006471	APOSC_08459, APOSC_06162	CAPO303440
OG0006474	APOSC_26113	CAPO300155
OG0006475	APOSC_05034	CAPO301888
OG0006476	APOSC_08315	CAPO300216
OG0006479	APOSC_10681	CAPO304002
OG0006480	APOSC_03945	CAPO300197
OG0006481	APOSC_03150	CAPO307580
OG0006482	APOSC_21043	CAPO305654
OG0006485	APOSC_08620	CAPO307612
OG0006487	APOSC_19270	CAPO300649
OG0006488	APOSC_12358	CAPO301772
OG0006490	APOSC_24017	CAPO301539
OG0006491	APOSC_25623, APOSC_01687, APOSC_01688	CAPO300606
OG0006493	APOSC_27613, APOSC_27614	CAPO306548
OG0006496	APOSC_20816	CAPO304473
OG0006498	APOSC_19797, APOSC_19796	CAPO301440
OG0006501	APOSC_00765	CAPO307734
OG0006502	APOSC_00883	CAPO301087
OG0006503	APOSC_27770	CAPO304660
OG0006504	APOSC_01156	CAPO302154
OG0006505	APOSC_20445	CAPO301510
OG0006507	APOSC_16527	CAPO301032
OG0006508	APOSC_20054	CAPO301635
OG0006509	APOSC_22187	CAPO304681
OG0006510	APOSC_01079	CAPO300081
OG0006512	APOSC_27881	CAPO301701
OG0006514	APOSC_05533	CAPO304095
OG0006515	APOSC_16228, APOSC_16229	CAPO306459
OG0006516	APOSC_03896	CAPO305607
OG0006517	APOSC_09680	CAPO300477
OG0006519	APOSC_12765	CAPO308006
OG0006520	APOSC_12169	CAPO300668
OG0006523	APOSC_06060, APOSC_05538	CAPO302914
OG0006526	APOSC_01306	CAPO303623
OG0006532	APOSC_03775	CAPO304147
OG0006533	APOSC_27947	CAPO305463
OG0006534	APOSC_20823	CAPO305714
OG0006536	APOSC_01707	CAPO305735
OG0006538	APOSC_00849	CAPO305091
OG0006540	APOSC_23072	CAPO304760
OG0006541	APOSC_13544	CAPO302376, CAPO304688, CAPO300243
OG0006542	APOSC_24422	CAPO305168
OG0006543	APOSC_13261	CAPO305452
OG0006544	APOSC_04216	CAPO306101
OG0006545	APOSC_13229	CAPO307929
OG0006546	APOSC_11101, APOSC_11100	CAPO305234
OG0006547	APOSC_22551, APOSC_12567, APOSC_12568, APOSC_12569	CAPO301259
OG0006549	APOSC_12936	CAPO306040
OG0006550	APOSC_07594	CAPO307487
OG0006552	APOSC_20548, APOSC_11862	CAPO301957
OG0006553	APOSC_01403	CAPO308128
OG0006554	APOSC_03164	CAPO306525
OG0006555	APOSC_11232, APOSC_01108, APOSC_01891, APOSC_01892	CAPO305951
OG0006556	APOSC_06362	CAPO304941
OG0006557	APOSC_21049	CAPO300124
OG0006561	APOSC_07744	CAPO300890
OG0006562	APOSC_03887	CAPO303607
OG0006566	APOSC_05704	CAPO303944
OG0006568	APOSC_00682	CAPO303043
OG0006569	APOSC_17737	CAPO300856
OG0006570	APOSC_11820	CAPO302571
OG0006571	APOSC_10825	CAPO306740
OG0006572	APOSC_05321	CAPO302175
OG0006573	APOSC_11659	CAPO306413
OG0006575	APOSC_05762, APOSC_17215	CAPO304950
OG0006577	APOSC_18358	CAPO300858
OG0006578	APOSC_17434, APOSC_17435	CAPO303393
OG0006580	APOSC_02262	CAPO306179
OG0006581	APOSC_01334, APOSC_01333	CAPO300223
OG0006582	APOSC_16021	CAPO305399
OG0006583	APOSC_16840	CAPO308147
OG0006584	APOSC_01906	CAPO304380
OG0006586	APOSC_27380	CAPO300241
OG0006590	APOSC_02109	CAPO304634
OG0006591	APOSC_10735, APOSC_10736	CAPO306654
OG0006592	APOSC_26274	CAPO302105
OG0006594	APOSC_06372	CAPO305352
OG0006595	APOSC_28606, APOSC_03725	CAPO306726
OG0006596	APOSC_02900	CAPO305496
OG0006597	APOSC_00355	CAPO306143
OG0006598	APOSC_24420	CAPO303505
OG0006600	APOSC_03012	CAPO300993
OG0006602	APOSC_03273	CAPO306545
OG0006603	APOSC_23879, APOSC_23880	CAPO305246
OG0006604	APOSC_04100	CAPO301632
OG0006606	APOSC_24910	CAPO300627, CAPO305047
OG0006607	APOSC_27888	CAPO302836
OG0006608	APOSC_19691	CAPO304829
OG0006609	APOSC_21438	CAPO304156
OG0006610	APOSC_01833	CAPO305635
OG0006611	APOSC_10966	CAPO303370
OG0006612	APOSC_08295, APOSC_08294	CAPO303674
OG0006613	APOSC_04709	CAPO305926
OG0006614	APOSC_05907	CAPO307923
OG0006615	APOSC_14961	CAPO300892
OG0006616	APOSC_28056	CAPO302496
OG0006617	APOSC_10296	CAPO302667
OG0006619	APOSC_15031	CAPO305225
OG0006622	APOSC_23407	CAPO307274
OG0006625	APOSC_05965	CAPO304287
OG0006627	APOSC_03480	CAPO300634
OG0006630	APOSC_23460, APOSC_21363	CAPO301318
OG0006631	APOSC_15797	CAPO302816
OG0006633	APOSC_11289	CAPO306794
OG0006636	APOSC_04041, APOSC_04040	CAPO304383
OG0006637	APOSC_20385	CAPO304312
OG0006638	APOSC_01074	CAPO302167
OG0006640	APOSC_13996, APOSC_20915	CAPO308241
OG0006642	APOSC_12346	CAPO303206
OG0006646	APOSC_04284, APOSC_27020	CAPO308061
OG0006648	APOSC_16882	CAPO300638
OG0006651	APOSC_19150	CAPO306376
OG0006655	APOSC_27832, APOSC_27831	CAPO306982
OG0006657	APOSC_16689	CAPO304665
OG0006658	APOSC_17811	CAPO301723
OG0006662	APOSC_06587	CAPO305585
OG0006663	APOSC_11568, APOSC_04731	CAPO301399
OG0006664	APOSC_16959	CAPO302941
OG0006666	APOSC_28091	CAPO301682
OG0006667	APOSC_10610	CAPO305573
OG0006668	APOSC_04760	CAPO301053
OG0006669	APOSC_27486	CAPO301280
OG0006670	APOSC_28849, APOSC_09168, APOSC_28850	CAPO306366
OG0006671	APOSC_05278, APOSC_22046	CAPO307485
OG0006673	APOSC_13958	CAPO302685
OG0006677	APOSC_18451	CAPO304250
OG0006678	APOSC_25310, APOSC_13342	CAPO300092
OG0006680	APOSC_07702	CAPO301748
OG0006681	APOSC_24454	CAPO305354
OG0006684	APOSC_09053, APOSC_06226	CAPO305512
OG0006686	APOSC_03178	CAPO307531
OG0006690	APOSC_28918	CAPO302172
OG0006691	APOSC_16914	CAPO305670
OG0006692	APOSC_04233	CAPO302647
OG0006693	APOSC_28629	CAPO302616
OG0006694	APOSC_06064	CAPO302438
OG0006695	APOSC_25904	CAPO302533
OG0006696	APOSC_15077	CAPO303681
OG0006698	APOSC_28657	CAPO305852
OG0006702	APOSC_04633	CAPO307269
OG0006703	APOSC_12408, APOSC_20561	CAPO302601
OG0006706	APOSC_18731	CAPO303773
OG0006707	APOSC_25256	CAPO304129
OG0006708	APOSC_05756, APOSC_21947	CAPO304327
OG0006709	APOSC_14577	CAPO302993
OG0006710	APOSC_17610	CAPO307958
OG0006712	APOSC_01301	CAPO307469
OG0006714	APOSC_12262	CAPO301000
OG0006716	APOSC_28917	CAPO302196
OG0006717	APOSC_08108	CAPO305633
OG0006718	APOSC_20388, APOSC_20387	CAPO306293
OG0006719	APOSC_11596	CAPO302454
OG0006721	APOSC_11479	CAPO307315
OG0006722	APOSC_10310	CAPO304555
OG0006723	APOSC_03820, APOSC_03821	CAPO300019
OG0006724	APOSC_24700	CAPO300231
OG0006725	APOSC_19453	CAPO301206
OG0006726	APOSC_18316	CAPO303375
OG0006727	APOSC_26994	CAPO306447
OG0006728	APOSC_22576	CAPO303411
OG0006729	APOSC_06113	CAPO302448
OG0006730	APOSC_09155	CAPO307696
OG0006732	APOSC_23950	CAPO301757
OG0006733	APOSC_04981	CAPO306420
OG0006735	APOSC_21826	CAPO307764
OG0006736	APOSC_16368, APOSC_13551, APOSC_27964, APOSC_20253, APOSC_00501	CAPO301670
OG0006737	APOSC_01534	CAPO302977
OG0006738	APOSC_04135	CAPO305285
OG0006740	APOSC_17524	CAPO304581
OG0006741	APOSC_03216	CAPO306132
OG0006745	APOSC_10325	CAPO304913
OG0006750	APOSC_11672	CAPO306076
OG0006751	APOSC_16556	CAPO305160
OG0006752	APOSC_28200	CAPO301753
OG0006753	APOSC_20682, APOSC_20681	CAPO304199
OG0006754	APOSC_11821	CAPO307231
OG0006755	APOSC_14956	CAPO304099
OG0006757	APOSC_18094	CAPO308250
OG0006758	APOSC_29158, APOSC_15760, APOSC_03449	CAPO303486
OG0006759	APOSC_25234	CAPO301178
OG0006760	APOSC_19037, APOSC_19036	CAPO300357
OG0006766	APOSC_27131	CAPO300327
OG0006769	APOSC_22100	CAPO304104
OG0006772	APOSC_25051	CAPO306103
OG0006775	APOSC_28615	CAPO303956
OG0006776	APOSC_16675	CAPO307354, CAPO307229
OG0006777	APOSC_08802	CAPO308320
OG0006826	APOSC_05008	CAPO306575
OG0006827	APOSC_16610	CAPO306579
OG0006830	APOSC_00845	CAPO304885
OG0006833	APOSC_22162	CAPO307011
OG0006838	APOSC_16437	CAPO304346
OG0006842	APOSC_06507	CAPO303033
OG0006843	APOSC_14144	CAPO301783
OG0006844	APOSC_11535	CAPO303858
OG0006845	APOSC_12608	CAPO304222
OG0006846	APOSC_05736, APOSC_05737	CAPO305985, CAPO301436
OG0006848	APOSC_26271	CAPO302750
OG0006849	APOSC_20947	CAPO306709
OG0006850	APOSC_10380	CAPO300307
OG0006853	APOSC_07789, APOSC_07790, APOSC_07788	CAPO305011
OG0006856	APOSC_28793	CAPO306926
OG0006857	APOSC_12395	CAPO304592
OG0006860	APOSC_01094	CAPO304880
OG0006862	APOSC_00866	CAPO306834
OG0006864	APOSC_16067	CAPO300266
OG0006865	APOSC_09348	CAPO300579
OG0006867	APOSC_11115	CAPO304561
OG0006868	APOSC_01683	CAPO304824
OG0006869	APOSC_04651	CAPO303718
OG0006870	APOSC_12633	CAPO305471
OG0006872	APOSC_08701	CAPO305763, CAPO306267
OG0006874	APOSC_11485	CAPO303002
OG0006875	APOSC_10381	CAPO300245
OG0006876	APOSC_18254	CAPO301384
OG0006877	APOSC_18293	CAPO303758
OG0006880	APOSC_03709	CAPO300637
OG0006881	APOSC_09150	CAPO307302
OG0006886	APOSC_04387	CAPO308008
OG0006887	APOSC_00826, APOSC_11505	CAPO303330
OG0006888	APOSC_22590	CAPO300481
OG0006889	APOSC_17662, APOSC_23087, APOSC_03839, APOSC_09552	CAPO305411
OG0006890	APOSC_27999	CAPO301774
OG0006892	APOSC_26125	CAPO306271
OG0006893	APOSC_22113	CAPO308281
OG0006894	APOSC_04510	CAPO305493
OG0006895	APOSC_20287	CAPO305321
OG0006897	APOSC_06582	CAPO305270
OG0006898	APOSC_16657	CAPO307616
OG0006901	APOSC_25494	CAPO301222
OG0006904	APOSC_20807	CAPO301235
OG0006906	APOSC_00341	CAPO307116
OG0006912	APOSC_10167	CAPO306387
OG0006914	APOSC_17323	CAPO302212
OG0006915	APOSC_26464	CAPO305363
OG0006916	APOSC_04270	CAPO306266
OG0006918	APOSC_20144, APOSC_14855	CAPO303362
OG0006920	APOSC_14677	CAPO306461
OG0006923	APOSC_09975	CAPO302381
OG0006924	APOSC_17355	CAPO304320
OG0006925	APOSC_12360	CAPO306734
OG0006926	APOSC_23235	CAPO303493
OG0006927	APOSC_12997	CAPO303700
OG0006931	APOSC_23620, APOSC_23621, APOSC_23622	CAPO300460
OG0006932	APOSC_14195	CAPO305813
OG0006934	APOSC_15892	CAPO304656
OG0006935	APOSC_24367	CAPO305404
OG0006936	APOSC_23709	CAPO301255
OG0006937	APOSC_10533	CAPO300724
OG0006938	APOSC_02071	CAPO307064
OG0006939	APOSC_21829	CAPO300423
OG0006940	APOSC_26678	CAPO308295
OG0006942	APOSC_15674	CAPO305131
OG0006943	APOSC_02744	CAPO300653
OG0006944	APOSC_23707	CAPO301423
OG0006945	APOSC_28020	CAPO304257
OG0006947	APOSC_20071	CAPO303778
OG0006948	APOSC_06730	CAPO307507
OG0006949	APOSC_17697, APOSC_14331	CAPO300866
OG0006951	APOSC_23643	CAPO302915
OG0006952	APOSC_15791	CAPO308002
OG0006953	APOSC_08950	CAPO302825
OG0006957	APOSC_00100	CAPO304410
OG0006959	APOSC_20494	CAPO305847
OG0006960	APOSC_19583	CAPO306688
OG0006962	APOSC_03262, APOSC_03263	CAPO307572
OG0006964	APOSC_10222	CAPO306352
OG0006966	APOSC_26275	CAPO304695
OG0006967	APOSC_12955	CAPO303820
OG0006968	APOSC_00698	CAPO301435
OG0006969	APOSC_07170	CAPO306618
OG0006970	APOSC_09941	CAPO304851
OG0006971	APOSC_04252	CAPO303658
OG0006973	APOSC_26245	CAPO306305
OG0006975	APOSC_14478, APOSC_15520	CAPO306893
OG0006977	APOSC_15264	CAPO305268
OG0006978	APOSC_00042	CAPO304336
OG0006979	APOSC_22138	CAPO300168
OG0006980	APOSC_11757	CAPO305562
OG0006982	APOSC_10252, APOSC_10251, APOSC_10253	CAPO305716
OG0006983	APOSC_00534, APOSC_00533	CAPO300916
OG0006989	APOSC_01479	CAPO302679
OG0006990	APOSC_13593, APOSC_13594	CAPO300763
OG0006991	APOSC_01763	CAPO303392
OG0006992	APOSC_25456	CAPO305740
OG0006993	APOSC_04772	CAPO305954
OG0006994	APOSC_08742	CAPO306564
OG0006995	APOSC_00344	CAPO306435
OG0006997	APOSC_28149	CAPO304873
OG0006998	APOSC_22383, APOSC_27149	CAPO301390
OG0006999	APOSC_09100	CAPO303913
OG0007001	APOSC_08849	CAPO305444
OG0007002	APOSC_27671	CAPO304225
OG0007003	APOSC_26380	CAPO302304
OG0007005	APOSC_24636	CAPO303654
OG0007007	APOSC_10434, APOSC_10435	CAPO302408
OG0007009	APOSC_07119	CAPO305960
OG0007010	APOSC_12136	CAPO301780
OG0007011	APOSC_20429	CAPO301128
OG0007012	APOSC_15867	CAPO304946
OG0007013	APOSC_09730	CAPO303300
OG0007015	APOSC_28647	CAPO305278
OG0007016	APOSC_25603	CAPO304972
OG0007017	APOSC_01241, APOSC_01242	CAPO301345
OG0007018	APOSC_00713	CAPO300889
OG0007019	APOSC_01409, APOSC_01410	CAPO304408
OG0007020	APOSC_18999	CAPO303562, CAPO308296
OG0007021	APOSC_04328	CAPO306622
OG0007022	APOSC_24349	CAPO303253
OG0007024	APOSC_27246	CAPO302054
OG0007025	APOSC_12694	CAPO302785
OG0007026	APOSC_28712, APOSC_21089	CAPO304159
OG0007029	APOSC_18912, APOSC_04107	CAPO302104
OG0007030	APOSC_08778	CAPO303845
OG0007032	APOSC_12833, APOSC_09407	CAPO304830
OG0007033	APOSC_24322	CAPO305180
OG0007034	APOSC_19528	CAPO306932
OG0007038	APOSC_21427	CAPO302068
OG0007040	APOSC_28613, APOSC_25165, APOSC_25164	CAPO306537
OG0007042	APOSC_26574, APOSC_10292	CAPO307996
OG0007043	APOSC_28626	CAPO305780
OG0007044	APOSC_05977	CAPO307221
OG0007045	APOSC_16504	CAPO305958
OG0007046	APOSC_23056	CAPO305591
OG0007047	APOSC_10550	CAPO305693
OG0007048	APOSC_00169, APOSC_00168, APOSC_25307	CAPO302164
OG0007049	APOSC_08006	CAPO305031
OG0007050	APOSC_16824	CAPO307898
OG0007055	APOSC_28893	CAPO304778
OG0007057	APOSC_06628	CAPO304630
OG0007058	APOSC_07588	CAPO301734, CAPO304572
OG0007059	APOSC_01188	CAPO303590, CAPO303318
OG0007061	APOSC_14209	CAPO305340
OG0007062	APOSC_14304, APOSC_14306, APOSC_14305	CAPO302545
OG0007063	APOSC_13274	CAPO308261
OG0007068	APOSC_27141	CAPO307887
OG0007069	APOSC_05193	CAPO307200
OG0007071	APOSC_27041	CAPO301761
OG0007072	APOSC_14835	CAPO306160
OG0007073	APOSC_00327	CAPO302936
OG0007074	APOSC_19473	CAPO306910
OG0007076	APOSC_05680, APOSC_05681	CAPO300474
OG0007081	APOSC_19187	CAPO305760
OG0007084	APOSC_07815	CAPO307673
OG0007086	APOSC_01919	CAPO306079
OG0007089	APOSC_22753	CAPO300706
OG0007090	APOSC_18836	CAPO300368
OG0007091	APOSC_23447	CAPO304945
OG0007092	APOSC_10609	CAPO304498, CAPO305528
OG0007093	APOSC_27296	CAPO308175
OG0007094	APOSC_17231	CAPO301835
OG0007095	APOSC_23242, APOSC_12306	CAPO304293
OG0007097	APOSC_22424	CAPO302515
OG0007098	APOSC_27550	CAPO301993
OG0007099	APOSC_13497	CAPO304218
OG0007100	APOSC_06224	CAPO302645
OG0007105	APOSC_00982	CAPO303780
OG0007106	APOSC_15406	CAPO302226
OG0007112	APOSC_07955	CAPO303793
OG0007114	APOSC_24702	CAPO305243
OG0007118	APOSC_04848	CAPO306502
OG0007119	APOSC_26478	CAPO303656
OG0007121	APOSC_06429, APOSC_06430	CAPO305337
OG0007122	APOSC_21045	CAPO302728
OG0007124	APOSC_18196	CAPO307876
OG0007127	APOSC_05902	CAPO305077
OG0007128	APOSC_00622, APOSC_24957	CAPO303539
OG0007130	APOSC_03999	CAPO302224
OG0007131	APOSC_10588	CAPO304315
OG0007132	APOSC_16704	CAPO301608
OG0007133	APOSC_06050	CAPO305338
OG0007134	APOSC_24007	CAPO302517
OG0007137	APOSC_15395, APOSC_28875	CAPO303287
OG0007138	APOSC_25998	CAPO307436
OG0007139	APOSC_13534	CAPO302325
OG0007141	APOSC_12832	CAPO306130
OG0007143	APOSC_09027	CAPO307276
OG0007144	APOSC_18396	CAPO301797
OG0007145	APOSC_05978	CAPO305008
OG0007146	APOSC_01991	CAPO306800
OG0007147	APOSC_00758	CAPO305032
OG0007150	APOSC_13696	CAPO304704
OG0007151	APOSC_16201	CAPO304299
OG0007154	APOSC_09623	CAPO302715
OG0007158	APOSC_06197, APOSC_06198	CAPO303011
OG0007160	APOSC_27732	CAPO301230
OG0007162	APOSC_04745, APOSC_06296	CAPO305815
OG0007163	APOSC_06910	CAPO306908
OG0007165	APOSC_19324, APOSC_07907	CAPO300764
OG0007166	APOSC_23211	CAPO301841
OG0007168	APOSC_08582, APOSC_08583, APOSC_15837, APOSC_15836, APOSC_28706	CAPO304836
OG0007173	APOSC_26787	CAPO305749, CAPO300679
OG0007174	APOSC_10018	CAPO304732
OG0007175	APOSC_18003	CAPO300929
OG0007176	APOSC_24850	CAPO305825
OG0007178	APOSC_26910	CAPO306843
OG0007180	APOSC_09778	CAPO300869
OG0007181	APOSC_25559	CAPO302549
OG0007182	APOSC_09478	CAPO302258
OG0007183	APOSC_18541	CAPO303453
OG0007184	APOSC_00822, APOSC_17205	CAPO304626
OG0007186	APOSC_13894	CAPO306272
OG0007191	APOSC_12579	CAPO307327
OG0007192	APOSC_09506	CAPO307148
OG0007194	APOSC_28026, APOSC_28345, APOSC_00461, APOSC_00885, APOSC_27005	CAPO304755
OG0007199	APOSC_10274	CAPO300510
OG0007201	APOSC_14691	CAPO305686
OG0007202	APOSC_28739	CAPO305939
OG0007248	APOSC_03737, APOSC_03736	CAPO305807
OG0007249	APOSC_16981	CAPO303771, CAPO304279
OG0007251	APOSC_28896	CAPO307515
OG0007254	APOSC_05592, APOSC_05593	CAPO300342
OG0007258	APOSC_09346	CAPO301895
OG0007261	APOSC_15857	CAPO306348
OG0007266	APOSC_11708	CAPO305560
OG0007272	APOSC_03969	CAPO303817, CAPO303673
OG0007273	APOSC_01670	CAPO305134
OG0007276	APOSC_28587	CAPO301595
OG0007279	APOSC_06293, APOSC_26833	CAPO302557
OG0007281	APOSC_24565	CAPO304423
OG0007282	APOSC_22102	CAPO300960
OG0007283	APOSC_17484	CAPO304757
OG0007291	APOSC_20720, APOSC_20719	CAPO307621
OG0007292	APOSC_15788	CAPO302024
OG0007293	APOSC_05980	CAPO301970
OG0007297	APOSC_18063	CAPO305876
OG0007299	APOSC_14198	CAPO308254
OG0007300	APOSC_25712	CAPO301046
OG0007301	APOSC_25373	CAPO301996
OG0007302	APOSC_29071	CAPO307174
OG0007303	APOSC_26419, APOSC_26418	CAPO302064
OG0007304	APOSC_17074	CAPO306505
OG0007305	APOSC_13539	CAPO303443
OG0007307	APOSC_26088	CAPO304518, CAPO304185
OG0007309	APOSC_15232	CAPO300726
OG0007313	APOSC_14585, APOSC_16230	CAPO302761
OG0007314	APOSC_00085	CAPO307151
OG0007317	APOSC_09236	CAPO306655
OG0007319	APOSC_28563	CAPO300742
OG0007320	APOSC_09070	CAPO300324
OG0007321	APOSC_08246	CAPO307651
OG0007322	APOSC_15004	CAPO301300
OG0007325	APOSC_16460	CAPO305675
