Orthogroup	APOSC_ok	YEAST
OG0004356	APOSC_15655	YEAST02877
OG0004357	APOSC_28000, APOSC_16304	YEAST02304
OG0004358	APOSC_02914	YEAST01304
OG0004359	APOSC_28538, APOSC_28537	YEAST01873
OG0004364	APOSC_27074, APOSC_02494, APOSC_02495, APOSC_29028	YEAST00647
OG0004366	APOSC_22180	YEAST01097
OG0004369	APOSC_11140, APOSC_23833, APOSC_02003	YEAST04013
OG0004370	APOSC_05468	YEAST02378
OG0004374	APOSC_11001, APOSC_28161	YEAST00556
OG0004377	APOSC_18261	YEAST05181
OG0004378	APOSC_06765	YEAST03291
OG0004379	APOSC_24408	YEAST02180, YEAST04152
OG0004380	APOSC_24668	YEAST04825
OG0004382	APOSC_14474, APOSC_08562, APOSC_05467	YEAST03218
OG0004394	APOSC_28384, APOSC_10596	YEAST00619
OG0004396	APOSC_03257	YEAST01668
OG0004400	APOSC_15952	YEAST03238, YEAST03731
OG0004401	APOSC_05845	YEAST04219
OG0004404	APOSC_24763, APOSC_15852, APOSC_18017, APOSC_07703, APOSC_27079, APOSC_07821	YEAST00833, YEAST00883
OG0004417	APOSC_07939	YEAST03358
OG0004425	APOSC_10602, APOSC_12826, APOSC_27479	YEAST04958
OG0004426	APOSC_18555	YEAST01028
OG0004460	APOSC_11378	YEAST06162
OG0004462	APOSC_03810	YEAST03397
OG0004468	APOSC_04083	YEAST04439
OG0004472	APOSC_24611	YEAST06199
OG0004479	APOSC_27243	YEAST00474
OG0004484	APOSC_26538	YEAST01989
OG0004486	APOSC_10573	YEAST00968
OG0004489	APOSC_02546	YEAST03700
OG0004490	APOSC_26766	YEAST02887
OG0004492	APOSC_27181, APOSC_17941, APOSC_01115, APOSC_15415, APOSC_10060, APOSC_04007	YEAST05415, YEAST01368
OG0004494	APOSC_17707	YEAST03738
OG0004495	APOSC_02433	YEAST00946
OG0004498	APOSC_15612, APOSC_17715	YEAST02716
OG0004500	APOSC_22983	YEAST04651
OG0004503	APOSC_02535	YEAST02385
OG0004505	APOSC_11357	YEAST01701
OG0004506	APOSC_05112	YEAST06061
OG0004507	APOSC_10102	YEAST04994
OG0004512	APOSC_16199	YEAST01510
OG0004513	APOSC_26165, APOSC_12773, APOSC_04598, APOSC_24273, APOSC_24274, APOSC_23756	YEAST04235
OG0004515	APOSC_19569	YEAST05737
OG0004519	APOSC_06794	YEAST01596
OG0004520	APOSC_05663, APOSC_12029, APOSC_26902, APOSC_13178, APOSC_06894, APOSC_06893, APOSC_05580, APOSC_25046	YEAST06001, YEAST05696
OG0004525	APOSC_21081	YEAST03937
OG0004526	APOSC_23081, APOSC_08516	YEAST02603
OG0004529	APOSC_09056, APOSC_09055	YEAST03981
OG0004535	APOSC_09549	YEAST02221
OG0004538	APOSC_06047	YEAST02750
OG0004541	APOSC_14569	YEAST02645, YEAST03788, YEAST04781
OG0004542	APOSC_22755	YEAST04816, YEAST04623
OG0004545	APOSC_24266, APOSC_24267	YEAST02071
OG0004546	APOSC_19042, APOSC_00630, APOSC_22280, APOSC_16773, APOSC_02200	YEAST04485
OG0004551	APOSC_02915	YEAST00426
OG0004554	APOSC_13446	YEAST05640, YEAST04172
OG0004559	APOSC_23773	YEAST04428
OG0004563	APOSC_14680	YEAST04325
OG0004566	APOSC_19237	YEAST02192
OG0004567	APOSC_19708, APOSC_19707	YEAST05747
OG0004571	APOSC_01633	YEAST02127
OG0004573	APOSC_22038	YEAST00677
OG0004577	APOSC_00393	YEAST02283
OG0004579	APOSC_17666	YEAST00134
OG0004581	APOSC_09764, APOSC_09765	YEAST03583, YEAST04618
OG0004582	APOSC_05848	YEAST04377
OG0004583	APOSC_26146, APOSC_24465, APOSC_25925, APOSC_23947, APOSC_28222, APOSC_01294	YEAST05833
OG0004584	APOSC_11244	YEAST03457
OG0004585	APOSC_08928, APOSC_08929	YEAST01153
OG0004590	APOSC_08746, APOSC_13381	YEAST03622, YEAST00886
OG0004593	APOSC_02700	YEAST01231
OG0004606	APOSC_14341, APOSC_20745	YEAST05926
OG0004609	APOSC_13910, APOSC_18308, APOSC_13911, APOSC_14861	YEAST05326
OG0004610	APOSC_02022, APOSC_03915, APOSC_21573	YEAST04487, YEAST01427
OG0004611	APOSC_04318, APOSC_04319	YEAST04613
OG0004612	APOSC_01071, APOSC_01073	YEAST02359
OG0004616	APOSC_12974, APOSC_12975	YEAST00250, YEAST02830
OG0004619	APOSC_17300	YEAST03531
OG0004621	APOSC_27624	YEAST00178
OG0004623	APOSC_10374	YEAST04421
OG0004626	APOSC_12611	YEAST00427
OG0004630	APOSC_15915	YEAST01322, YEAST02951
OG0004633	APOSC_09565, APOSC_09566	YEAST03510
OG0004634	APOSC_28548	YEAST00262, YEAST00249
OG0004635	APOSC_06308, APOSC_14663	YEAST02703
OG0004639	APOSC_13364	YEAST02924
OG0004648	APOSC_22091, APOSC_12036, APOSC_12035, APOSC_19767, APOSC_05964	YEAST04721, YEAST05892
OG0004649	APOSC_06462	YEAST02284
OG0004651	APOSC_27283	YEAST01146
OG0004654	APOSC_04791, APOSC_23822, APOSC_13565, APOSC_22271, APOSC_03786, APOSC_19555	YEAST00988
OG0004655	APOSC_14379, APOSC_14378	YEAST01640
OG0004656	APOSC_26188	YEAST04281
OG0004657	APOSC_19831	YEAST00473
OG0004658	APOSC_21482, APOSC_21483	YEAST04140
OG0004659	APOSC_07030	YEAST02251
OG0004660	APOSC_07764	YEAST06221, YEAST00721
OG0004663	APOSC_26347	YEAST01161
OG0004664	APOSC_07353	YEAST05162
OG0004668	APOSC_16668	YEAST01610
OG0004669	APOSC_00893, APOSC_19747	YEAST00949
OG0004670	APOSC_01653	YEAST03416
OG0004671	APOSC_26066, APOSC_26065	YEAST02606
OG0004674	APOSC_09218, APOSC_25614	YEAST05448
OG0004675	APOSC_16056	YEAST05072, YEAST02983
OG0004676	APOSC_10008	YEAST05785, YEAST00056, YEAST02694
OG0004678	APOSC_07378, APOSC_07379	YEAST02777, YEAST04846
OG0004682	APOSC_07397, APOSC_07398	YEAST02876
OG0004683	APOSC_17054	YEAST00676
OG0004684	APOSC_15120, APOSC_15121, APOSC_15119, APOSC_19559, APOSC_19558, APOSC_09429, APOSC_09475	YEAST05643
OG0004685	APOSC_22489	YEAST04200
OG0004687	APOSC_26487	YEAST00982
OG0004691	APOSC_22501	YEAST00819
OG0004699	APOSC_02077	YEAST05453
OG0004702	APOSC_27749	YEAST03387
OG0004703	APOSC_21024	YEAST00841
OG0004705	APOSC_15897	YEAST05591
OG0004708	APOSC_00517	YEAST04540
OG0004711	APOSC_01617	YEAST03281
OG0004728	APOSC_24873, APOSC_05914, APOSC_20520, APOSC_10742, APOSC_10935	YEAST04662, YEAST00882
OG0004733	APOSC_12459	YEAST06337
OG0004735	APOSC_29162	YEAST04508
OG0004739	APOSC_05760	YEAST01817
OG0004740	APOSC_28993	YEAST04029
OG0004743	APOSC_17648, APOSC_01602	YEAST04299
OG0004747	APOSC_21069	YEAST01134
OG0004748	APOSC_08268, APOSC_06622	YEAST03942
OG0004749	APOSC_14536, APOSC_28362	YEAST05904
OG0004753	APOSC_21783	YEAST04746
OG0004755	APOSC_11712	YEAST03690
OG0004756	APOSC_19091	YEAST03704
OG0004759	APOSC_17104	YEAST02912
OG0004760	APOSC_14625	YEAST01847
OG0004764	APOSC_02720	YEAST04443, YEAST04345
OG0004765	APOSC_21254	YEAST02487
OG0004766	APOSC_22855, APOSC_00741	YEAST01053
OG0004767	APOSC_13011	YEAST03559
OG0004768	APOSC_27912	YEAST02666
OG0004769	APOSC_17402, APOSC_17401	YEAST06228
OG0004770	APOSC_02747, APOSC_02748	YEAST03432
OG0004774	APOSC_03484	YEAST06062
OG0004785	APOSC_06497, APOSC_13596, APOSC_22739	YEAST04153
OG0004786	APOSC_17038	YEAST01015
OG0004787	APOSC_12775	YEAST02164
OG0004792	APOSC_11949, APOSC_02819, APOSC_02820	YEAST02299
OG0004795	APOSC_11957	YEAST02163
OG0004797	APOSC_18656	YEAST00371
OG0004805	APOSC_23984	YEAST03570
OG0004808	APOSC_00809	YEAST02354
OG0004811	APOSC_12677	YEAST01683
OG0004814	APOSC_17303	YEAST05710
OG0004816	APOSC_14528, APOSC_19782, APOSC_07651, APOSC_26175, APOSC_04126	YEAST04664
OG0004819	APOSC_01062, APOSC_01061	YEAST00279
OG0004820	APOSC_25668	YEAST05404
OG0004822	APOSC_28208, APOSC_11012	YEAST03199
OG0004833	APOSC_15028, APOSC_21026, APOSC_21025	YEAST01309
OG0004836	APOSC_28404, APOSC_28405	YEAST00658
OG0004840	APOSC_26796	YEAST01399
OG0004841	APOSC_24766	YEAST01375
OG0004842	APOSC_13259	YEAST05083
OG0004843	APOSC_12626, APOSC_12625	YEAST03163
OG0004844	APOSC_28841	YEAST01571
OG0004848	APOSC_16401, APOSC_04787, APOSC_16797, APOSC_23427, APOSC_09099, APOSC_03304	YEAST02387
OG0004849	APOSC_10424	YEAST06335
OG0004850	APOSC_27814	YEAST05082, YEAST02977
OG0004851	APOSC_20688, APOSC_12080	YEAST02907
OG0004852	APOSC_28800, APOSC_26971, APOSC_07413, APOSC_07415, APOSC_27457	YEAST00825
OG0004854	APOSC_20724, APOSC_00464, APOSC_11248, APOSC_11247, APOSC_24117	YEAST00889, YEAST04304
OG0004855	APOSC_25569, APOSC_29149	YEAST03252
OG0004856	APOSC_05989	YEAST05973
OG0004858	APOSC_00651, APOSC_00652	YEAST04268
OG0004863	APOSC_19314	YEAST00862
OG0004864	APOSC_21183, APOSC_11985	YEAST00264
OG0004874	APOSC_16765	YEAST04564
OG0004875	APOSC_23070	YEAST02491
OG0004877	APOSC_23571	YEAST05247
OG0004879	APOSC_24104	YEAST01311
OG0004880	APOSC_05578	YEAST06046
OG0004881	APOSC_01627	YEAST00141
OG0004886	APOSC_15318	YEAST05077
OG0004887	APOSC_23448	YEAST05734
OG0004893	APOSC_13538	YEAST04667
OG0004893	APOSC_22634	YEAST00405
OG0004896	APOSC_22241	YEAST06193
OG0004897	APOSC_28482, APOSC_03431, APOSC_03739, APOSC_02448	YEAST03127, YEAST00642
OG0004898	APOSC_15328, APOSC_15329	YEAST01269
OG0004902	APOSC_20205, APOSC_20206	YEAST00933
OG0004903	APOSC_28442	YEAST03539
OG0004906	APOSC_10829	YEAST02770
OG0004911	APOSC_24278	YEAST04765
OG0004913	APOSC_01879	YEAST01636
OG0004914	APOSC_15903	YEAST03369
OG0004917	APOSC_18872, APOSC_08997	YEAST00244
OG0004922	APOSC_01894	YEAST03302
OG0004924	APOSC_26407	YEAST03555, YEAST03277
OG0004928	APOSC_25338, APOSC_01712, APOSC_21753, APOSC_19239, APOSC_10850	YEAST00311
OG0004932	APOSC_00265	YEAST04654
OG0004935	APOSC_01395	YEAST02167
OG0004940	APOSC_21420, APOSC_09286, APOSC_27462, APOSC_09288, APOSC_09287	YEAST05107, YEAST05559
OG0004941	APOSC_07906	YEAST03194
OG0004947	APOSC_28433	YEAST05164
OG0004948	APOSC_27579	YEAST02275
OG0004949	APOSC_27093	YEAST04201
OG0004952	APOSC_23049	YEAST02477
OG0004954	APOSC_13369	YEAST06058
OG0004962	APOSC_28035	YEAST04400
OG0004963	APOSC_23225, APOSC_23226, APOSC_23224	YEAST04940
OG0004964	APOSC_07483	YEAST04104
OG0004968	APOSC_04019, APOSC_24867	YEAST03489
OG0004969	APOSC_15312	YEAST02591
OG0004970	APOSC_12399, APOSC_12401, APOSC_12400	YEAST04414
OG0004971	APOSC_15530	YEAST05364
OG0004972	APOSC_03315	YEAST03511
OG0004975	APOSC_00051	YEAST00144, YEAST01994
OG0004976	APOSC_02810, APOSC_02811	YEAST05983
OG0004977	APOSC_27347	YEAST06017
OG0004979	APOSC_19053	YEAST06027
OG0004980	APOSC_00410, APOSC_17279	YEAST05221
OG0004981	APOSC_26712, APOSC_14915, APOSC_14913, APOSC_14914, APOSC_18267	YEAST03914, YEAST04639
OG0004982	APOSC_17165	YEAST03625
OG0004985	APOSC_01917	YEAST03498
OG0004988	APOSC_24816	YEAST05990
OG0004989	APOSC_24768	YEAST04576
OG0004990	APOSC_08820	YEAST04419
OG0004992	APOSC_12574	YEAST05627
OG0004996	APOSC_06046	YEAST04793
OG0004997	APOSC_11799	YEAST01342
OG0005002	APOSC_27158, APOSC_00962, APOSC_22570, APOSC_03522, APOSC_24213	YEAST05414
OG0005003	APOSC_00926	YEAST02467, YEAST00216
OG0005006	APOSC_24900	YEAST06096
OG0005007	APOSC_16161	YEAST03893
OG0005014	APOSC_25977, APOSC_25978	YEAST02538
OG0005015	APOSC_07779, APOSC_27016, APOSC_27015	YEAST01649, YEAST01932
OG0005038	APOSC_06759	YEAST02861
OG0005040	APOSC_02779	YEAST04778
OG0005047	APOSC_11093	YEAST05907
OG0005047	APOSC_21980	YEAST01837
OG0005053	APOSC_16666	YEAST00680
OG0005055	APOSC_10162	YEAST02159
OG0005059	APOSC_11327	YEAST03737
OG0005067	APOSC_15855, APOSC_15854	YEAST06051
OG0005069	APOSC_18932, APOSC_24379, APOSC_24380	YEAST03130
OG0005073	APOSC_23801	YEAST00873
OG0005076	APOSC_19994	YEAST04563
OG0005081	APOSC_24378	YEAST03124
OG0005083	APOSC_23187	YEAST00678, YEAST05235
OG0005084	APOSC_03696	YEAST03782
OG0005085	APOSC_21911, APOSC_12342	YEAST06159
OG0005086	APOSC_02666, APOSC_02667	YEAST00205
OG0005087	APOSC_25593	YEAST00816
OG0005088	APOSC_21936, APOSC_06901	YEAST05769, YEAST03125
OG0005089	APOSC_10837	YEAST04644
OG0005090	APOSC_16737	YEAST00338
OG0005091	APOSC_11302	YEAST05089
OG0005093	APOSC_23767	YEAST01810
OG0005095	APOSC_08299	YEAST04437
OG0005096	APOSC_14882	YEAST00667
OG0005097	APOSC_07900	YEAST05071
OG0005099	APOSC_00270	YEAST01396
OG0005100	APOSC_27305	YEAST02389
OG0005104	APOSC_08795	YEAST05248
OG0005106	APOSC_09445, APOSC_18297, APOSC_27833, APOSC_27723, APOSC_09444, APOSC_09446, APOSC_09443, APOSC_08826	YEAST06065, YEAST00421
OG0005107	APOSC_07985	YEAST06099
OG0005109	APOSC_20304	YEAST05204, YEAST00612
OG0005111	APOSC_22230, APOSC_23587	YEAST06212, YEAST04032
OG0005114	APOSC_00254, APOSC_25577, APOSC_01758	YEAST02131
OG0005117	APOSC_15922	YEAST06050
OG0005121	APOSC_02873	YEAST02052
OG0005124	APOSC_11877	YEAST04099
OG0005130	APOSC_22518	YEAST03863
OG0005139	APOSC_20983	YEAST04015
OG0005142	APOSC_03160	YEAST03890
OG0005143	APOSC_28229	YEAST00443
OG0005144	APOSC_23591	YEAST04065
OG0005146	APOSC_08851, APOSC_08852	YEAST02971
OG0005149	APOSC_11564	YEAST03025, YEAST02738
OG0005151	APOSC_05387	YEAST03382
OG0005152	APOSC_03938	YEAST00847
OG0005157	APOSC_20579	YEAST02981
OG0005160	APOSC_07551, APOSC_07525, APOSC_07524, APOSC_07523	YEAST06113
OG0005164	APOSC_04082, APOSC_04081	YEAST06283
OG0005167	APOSC_28668, APOSC_15342	YEAST03924
OG0005168	APOSC_23189	YEAST06272
OG0005169	APOSC_18812	YEAST00459
OG0005175	APOSC_04557	YEAST05445
OG0005176	APOSC_10835	YEAST00218
OG0005178	APOSC_07458	YEAST04497
OG0005179	APOSC_17938	YEAST05659
OG0005183	APOSC_02247	YEAST05308
OG0005184	APOSC_08836	YEAST00492
OG0005187	APOSC_22345	YEAST05234
OG0005188	APOSC_01270	YEAST01554
OG0005191	APOSC_15284	YEAST00993
OG0005192	APOSC_10280	YEAST05720
OG0005194	APOSC_14176	YEAST04086
OG0005196	APOSC_23626	YEAST01388
OG0005198	APOSC_06398	YEAST00327
OG0005200	APOSC_02650	YEAST01016
OG0005201	APOSC_25032	YEAST00082
OG0005203	APOSC_16024	YEAST02207
OG0005204	APOSC_11657	YEAST01178
OG0005205	APOSC_12094	YEAST01046
OG0005208	APOSC_28717, APOSC_03593	YEAST01429
OG0005212	APOSC_02064, APOSC_26707	YEAST06147
OG0005220	APOSC_21177	YEAST04357
OG0005221	APOSC_04169	YEAST03209
OG0005222	APOSC_09853, APOSC_18699	YEAST05518
OG0005224	APOSC_01367	YEAST06324
OG0005225	APOSC_13244	YEAST05094
OG0005227	APOSC_25532	YEAST05529
OG0005228	APOSC_05215, APOSC_05216	YEAST05916
OG0005229	APOSC_07019	YEAST04766
OG0005231	APOSC_11920	YEAST02681
OG0005233	APOSC_01508	YEAST00564
OG0005237	APOSC_01769	YEAST05398
OG0005238	APOSC_20097	YEAST00351
OG0005239	APOSC_01099, APOSC_27645	YEAST04499
OG0005240	APOSC_18208	YEAST03058
OG0005244	APOSC_04805, APOSC_04804	YEAST06021
OG0005247	APOSC_00062	YEAST06314
OG0005249	APOSC_08128	YEAST03446
OG0005251	APOSC_02584	YEAST00934
OG0005254	APOSC_19056	YEAST00814
OG0005259	APOSC_17384	YEAST04276
OG0005261	APOSC_05476	YEAST01831
OG0005262	APOSC_23044	YEAST05458
OG0005264	APOSC_07360, APOSC_21606	YEAST03506
OG0005267	APOSC_21073	YEAST03513
OG0005269	APOSC_17989, APOSC_18360	YEAST03314
OG0005273	APOSC_26791, APOSC_17309	YEAST04916
OG0005275	APOSC_26865	YEAST03695
OG0005277	APOSC_00848	YEAST04186
OG0005279	APOSC_15390	YEAST05219
OG0005280	APOSC_23326, APOSC_25898	YEAST00305
OG0005281	APOSC_14340, APOSC_10918	YEAST05694
OG0005285	APOSC_00648, APOSC_00649	YEAST03115
OG0005289	APOSC_04681, APOSC_00709, APOSC_14321	YEAST03438
OG0005292	APOSC_15515	YEAST01718
OG0005293	APOSC_19487	YEAST03033
OG0005294	APOSC_10411	YEAST01981
OG0005298	APOSC_28447	YEAST03696
OG0005299	APOSC_07146	YEAST00788
OG0005300	APOSC_06284	YEAST04941
OG0005304	APOSC_03952, APOSC_12735	YEAST05397
OG0005309	APOSC_13912	YEAST03670
OG0005312	APOSC_18279	YEAST05201, YEAST04689
OG0005314	APOSC_00909	YEAST05231, YEAST01835
OG0005316	APOSC_02719	YEAST02690
OG0005317	APOSC_06639, APOSC_10096	YEAST03232
OG0005318	APOSC_15034	YEAST02932
OG0005319	APOSC_01868, APOSC_01867	YEAST00507
OG0005323	APOSC_15229	YEAST01809
OG0005324	APOSC_25734	YEAST02894
OG0005326	APOSC_16865, APOSC_16866	YEAST02113
OG0005360	APOSC_11549	YEAST05037
OG0005365	APOSC_23013	YEAST00555
OG0005366	APOSC_18159, APOSC_18158	YEAST05488
OG0005370	APOSC_19516, APOSC_19517	YEAST06092
OG0005371	APOSC_04544	YEAST06170
OG0005373	APOSC_24282, APOSC_23094, APOSC_12500	YEAST05422
OG0005374	APOSC_13436	YEAST05714
OG0005375	APOSC_15874	YEAST03962
OG0005379	APOSC_12666	YEAST03216
OG0005390	APOSC_26686	YEAST03532
OG0005391	APOSC_08891	YEAST02166
OG0005393	APOSC_02481	YEAST04280
OG0005394	APOSC_20423	YEAST00853
OG0005396	APOSC_19850	YEAST05100
OG0005399	APOSC_00331	YEAST03052
OG0005402	APOSC_05157	YEAST00454, YEAST00455
OG0005403	APOSC_22572	YEAST03894
OG0005406	APOSC_01761	YEAST00801
OG0005409	APOSC_19973	YEAST01305
OG0005412	APOSC_24830	YEAST00286
OG0005413	APOSC_00881, APOSC_09988	YEAST00212
OG0005417	APOSC_26063	YEAST02517
OG0005422	APOSC_15411	YEAST00744
OG0005430	APOSC_00253, APOSC_02038, APOSC_17625, APOSC_17624	YEAST02046
OG0005431	APOSC_09836	YEAST00653
OG0005432	APOSC_00828, APOSC_00829	YEAST00083
OG0005433	APOSC_02868, APOSC_19406	YEAST00126
OG0005435	APOSC_05679	YEAST02973
OG0005437	APOSC_22987	YEAST04554
OG0005438	APOSC_25592, APOSC_14497	YEAST03985
OG0005439	APOSC_07393	YEAST00480, YEAST02388
OG0005446	APOSC_24089	YEAST02856
OG0005448	APOSC_13808	YEAST00061
OG0005451	APOSC_17133	YEAST02174
OG0005455	APOSC_27105, APOSC_02718	YEAST01906
OG0005464	APOSC_13285	YEAST03289
OG0005465	APOSC_13790	YEAST02925
OG0005466	APOSC_21409	YEAST04413
OG0005468	APOSC_14026, APOSC_14025	YEAST03549
OG0005469	APOSC_12047, APOSC_12048	YEAST03750
OG0005470	APOSC_25929, APOSC_25928	YEAST05805
OG0005471	APOSC_09020, APOSC_09021	YEAST02704
OG0005474	APOSC_18607	YEAST05625
OG0005476	APOSC_27342	YEAST00929
OG0005479	APOSC_15360	YEAST06140
OG0005481	APOSC_07097	YEAST02988
OG0005482	APOSC_10124, APOSC_04261	YEAST06080
OG0005484	APOSC_28256	YEAST05993
OG0005488	APOSC_28867	YEAST02834
OG0005489	APOSC_28860, APOSC_06100, APOSC_12162, APOSC_06641	YEAST02006
OG0005490	APOSC_05837	YEAST02289
OG0005493	APOSC_17244	YEAST03669
OG0005495	APOSC_29139	YEAST04982
OG0005498	APOSC_27536	YEAST02944
OG0005499	APOSC_09979, APOSC_20319	YEAST00316
OG0005503	APOSC_02386	YEAST01883
OG0005504	APOSC_08715	YEAST02859
OG0005508	APOSC_13240	YEAST05735
OG0005511	APOSC_12481	YEAST04889
OG0005514	APOSC_06981	YEAST00756
OG0005524	APOSC_24851	YEAST04752
OG0005527	APOSC_07570	YEAST05177
OG0005531	APOSC_24677, APOSC_00674	YEAST02508
OG0005533	APOSC_09307	YEAST05670
OG0005535	APOSC_29103	YEAST03305
OG0005537	APOSC_00609	YEAST00932
OG0005539	APOSC_07113	YEAST01881
OG0005540	APOSC_21989	YEAST04214
OG0005545	APOSC_10001, APOSC_28880, APOSC_17488, APOSC_17873, APOSC_03692	YEAST06273
OG0005554	APOSC_24518	YEAST01003
OG0005556	APOSC_10450, APOSC_11770, APOSC_14425, APOSC_04868	YEAST01807
OG0005559	APOSC_11473	YEAST02680
OG0005560	APOSC_17985	YEAST01996
OG0005561	APOSC_16153, APOSC_16154	YEAST05048
OG0005562	APOSC_08357, APOSC_08358	YEAST02317
OG0005563	APOSC_28144	YEAST03552
OG0005564	APOSC_20209	YEAST02525
OG0005566	APOSC_19603	YEAST02934
OG0005569	APOSC_20016	YEAST01288
OG0005570	APOSC_06764	YEAST05155
OG0005572	APOSC_17569	YEAST04844
OG0005573	APOSC_01745	YEAST00059
OG0005574	APOSC_08231	YEAST02083
OG0005575	APOSC_09207, APOSC_24505	YEAST02256
OG0005580	APOSC_22347	YEAST03612
OG0005582	APOSC_18669	YEAST06134
OG0005584	APOSC_07208, APOSC_21383, APOSC_11834, APOSC_03363	YEAST03140, YEAST03524
OG0005586	APOSC_22411	YEAST00364
OG0005589	APOSC_03104	YEAST06142
OG0005590	APOSC_24905	YEAST05462
OG0005592	APOSC_23739	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	APOSC_05460	YEAST04980
OG0005595	APOSC_18442	YEAST01803
OG0005597	APOSC_10722	YEAST02753
OG0005598	APOSC_21335	YEAST01870
OG0005599	APOSC_10884	YEAST01798
OG0005600	APOSC_04102	YEAST00206
OG0005604	APOSC_28715	YEAST03276
OG0005605	APOSC_26467, APOSC_26356	YEAST01083
OG0005613	APOSC_22849	YEAST02714
OG0005617	APOSC_28064	YEAST02068
OG0005618	APOSC_13510, APOSC_13509	YEAST04830
OG0005620	APOSC_13245	YEAST04915
OG0005622	APOSC_25982, APOSC_25983	YEAST05142
OG0005623	APOSC_10313	YEAST01590
OG0005626	APOSC_02152, APOSC_18946	YEAST02896
OG0005632	APOSC_03653, APOSC_03652	YEAST01025
OG0005636	APOSC_16065	YEAST04250, YEAST02533
OG0005641	APOSC_09084, APOSC_05055	YEAST05413
OG0005643	APOSC_10799	YEAST05368
OG0005645	APOSC_21057, APOSC_21058, APOSC_00031	YEAST03386
OG0005649	APOSC_24376	YEAST03683
OG0005652	APOSC_07517	YEAST02748
OG0005656	APOSC_01197	YEAST05558
OG0005660	APOSC_15651	YEAST04813
OG0005694	APOSC_04885	YEAST02311
OG0005701	APOSC_01491	YEAST03349
OG0005702	APOSC_24974, APOSC_11433, APOSC_03733	YEAST02337
OG0005703	APOSC_08960	YEAST00484
OG0005707	APOSC_28310	YEAST01682
OG0005715	APOSC_14522	YEAST05111
OG0005719	APOSC_28924	YEAST01866
OG0005723	APOSC_21586	YEAST05629
OG0005724	APOSC_25400	YEAST03029
OG0005728	APOSC_04529, APOSC_04530	YEAST03877
OG0005729	APOSC_20673	YEAST04879
OG0005731	APOSC_26549	YEAST04127
OG0005732	APOSC_25969	YEAST05411, YEAST00067
OG0005734	APOSC_05153	YEAST03845
OG0005747	APOSC_22399, APOSC_22397, APOSC_22398, APOSC_22400	YEAST02338
OG0005749	APOSC_24856	YEAST00550
OG0005750	APOSC_14361	YEAST05318
OG0005758	APOSC_26035	YEAST03970
OG0005764	APOSC_01694	YEAST03256
OG0005769	APOSC_24988	YEAST05614
OG0005774	APOSC_02770, APOSC_02769, APOSC_02768	YEAST01218
OG0005775	APOSC_10449	YEAST04199
OG0005779	APOSC_01313, APOSC_01314	YEAST03322
OG0005783	APOSC_28920	YEAST04090
OG0005784	APOSC_12819	YEAST06131
OG0005787	APOSC_26671	YEAST03651
OG0005789	APOSC_27439	YEAST06245
OG0005790	APOSC_00830	YEAST01022
OG0005792	APOSC_18422	YEAST02379
OG0005793	APOSC_16953, APOSC_01413	YEAST03437
OG0005794	APOSC_03548	YEAST03999
OG0005796	APOSC_04697, APOSC_04696	YEAST02169
OG0005797	APOSC_22130	YEAST04949
OG0005799	APOSC_09897	YEAST05573
OG0005800	APOSC_19568	YEAST03278
OG0005801	APOSC_28088	YEAST00340
OG0005803	APOSC_02519	YEAST05968
OG0005805	APOSC_13123, APOSC_13122	YEAST01806
OG0005807	APOSC_05357, APOSC_26421, APOSC_02941	YEAST01275
OG0005811	APOSC_08624	YEAST01007
OG0005812	APOSC_05502, APOSC_05503, APOSC_07480	YEAST06095, YEAST02696, YEAST03626
OG0005814	APOSC_00259	YEAST01475
OG0005815	APOSC_24616	YEAST03739
OG0005819	APOSC_11104, APOSC_11105	YEAST04896
OG0005823	APOSC_08122	YEAST01415
OG0005828	APOSC_20393	YEAST00547
OG0005831	APOSC_06668	YEAST05339
OG0005832	APOSC_09479	YEAST00468
OG0005835	APOSC_24228	YEAST01714
OG0005837	APOSC_10247	YEAST02139
OG0005842	APOSC_03169	YEAST02254
OG0005843	APOSC_09769	YEAST02236
OG0005845	APOSC_23422	YEAST00903
OG0005848	APOSC_01932, APOSC_12632, APOSC_01931	YEAST01451, YEAST02858
OG0005849	APOSC_08086	YEAST01002
OG0005850	APOSC_23071	YEAST01618
OG0005860	APOSC_08867	YEAST01211
OG0005864	APOSC_18321	YEAST04171
OG0005865	APOSC_08539	YEAST02036
OG0005866	APOSC_21893	YEAST02662, YEAST00926, YEAST05389
OG0005869	APOSC_16070	YEAST04361
OG0005872	APOSC_13227	YEAST00119
OG0005874	APOSC_08988	YEAST05241
OG0005880	APOSC_00093	YEAST00456
OG0005886	APOSC_21774	YEAST01320
OG0005887	APOSC_17298	YEAST02429, YEAST01660
OG0005888	APOSC_07345	YEAST01289, YEAST02921
OG0005889	APOSC_01805	YEAST02568
OG0005893	APOSC_05798, APOSC_05799	YEAST05434
OG0005897	APOSC_27162	YEAST04730
OG0005898	APOSC_20862	YEAST04411
OG0005899	APOSC_03217	YEAST01832
OG0005901	APOSC_25535, APOSC_15308, APOSC_24424, APOSC_24423	YEAST04462
OG0005902	APOSC_11317	YEAST03800
OG0005906	APOSC_12671	YEAST01796
OG0005909	APOSC_04657	YEAST01623
OG0005919	APOSC_22101	YEAST06039
OG0005921	APOSC_28876, APOSC_28877	YEAST01856
