Orthogroup	APOSC_ok	SCHMD
OG0005763	APOSC_02764	SCHMD07552
OG0005764	APOSC_01694	SCHMD24702
OG0005765	APOSC_20569	SCHMD18072, SCHMD07191
OG0005770	APOSC_19297	SCHMD08433, SCHMD15883
OG0005771	APOSC_25613	SCHMD04988
OG0005772	APOSC_20636	SCHMD05049
OG0005774	APOSC_02770, APOSC_02769, APOSC_02768	SCHMD08709
OG0005775	APOSC_10449	SCHMD29828
OG0005776	APOSC_17509	SCHMD03919
OG0005779	APOSC_01313, APOSC_01314	SCHMD09046
OG0005781	APOSC_22013	SCHMD12803, SCHMD19512, SCHMD12804
OG0005783	APOSC_28920	SCHMD10823
OG0005788	APOSC_09747, APOSC_20820	SCHMD17492
OG0005789	APOSC_27439	SCHMD07616, SCHMD07618
OG0005790	APOSC_00830	SCHMD05737, SCHMD05738
OG0005791	APOSC_19223	SCHMD25739
OG0005793	APOSC_16953, APOSC_01413	SCHMD01801
OG0005795	APOSC_07066	SCHMD13893
OG0005796	APOSC_04697, APOSC_04696	SCHMD07390
OG0005797	APOSC_22130	SCHMD07039
OG0005799	APOSC_09897	SCHMD10267
OG0005800	APOSC_19568	SCHMD00983
OG0005801	APOSC_28088	SCHMD02270
OG0005802	APOSC_14088	SCHMD00774
OG0005803	APOSC_02519	SCHMD20737
OG0005804	APOSC_19822	SCHMD08064, SCHMD11360
OG0005806	APOSC_05497	SCHMD15358
OG0005807	APOSC_02941	SCHMD05422
OG0005809	APOSC_02656	SCHMD00240
OG0005811	APOSC_08624	SCHMD09652
OG0005812	APOSC_05502, APOSC_05503, APOSC_07480	SCHMD11310
OG0005813	APOSC_25713	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	APOSC_00259	SCHMD01776
OG0005815	APOSC_24616	SCHMD14928, SCHMD17547
OG0005816	APOSC_06539	SCHMD28319
OG0005817	APOSC_01250	SCHMD05597, SCHMD01856
OG0005818	APOSC_20410	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	APOSC_08122	SCHMD08649
OG0005824	APOSC_18418	SCHMD01009
OG0005828	APOSC_20393	SCHMD21164, SCHMD18882
OG0005829	APOSC_10617	SCHMD10491
OG0005831	APOSC_06668	SCHMD04560
OG0005835	APOSC_24228	SCHMD06972
OG0005836	APOSC_21075	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	APOSC_10247	SCHMD28753
OG0005840	APOSC_14345	SCHMD07247
OG0005842	APOSC_03169	SCHMD15622
OG0005843	APOSC_09769	SCHMD06491
OG0005845	APOSC_23422	SCHMD05449
OG0005846	APOSC_04895, APOSC_03511	SCHMD28275, SCHMD12099
OG0005847	APOSC_18012, APOSC_18011	SCHMD14907
OG0005848	APOSC_01932, APOSC_12632, APOSC_01931	SCHMD10194, SCHMD07261
OG0005849	APOSC_08086	SCHMD07252
OG0005850	APOSC_23071	SCHMD04093
OG0005851	APOSC_09575, APOSC_09574	SCHMD25831, SCHMD26851
OG0005852	APOSC_16258	SCHMD02557
OG0005853	APOSC_03228	SCHMD29663, SCHMD04997
OG0005854	APOSC_22934	SCHMD19253, SCHMD17372
OG0005856	APOSC_15748	SCHMD06135
OG0005858	APOSC_24348	SCHMD20485
OG0005860	APOSC_08867	SCHMD03591
OG0005863	APOSC_27616, APOSC_14006	SCHMD02497
OG0005864	APOSC_18321	SCHMD10925
OG0005865	APOSC_08539	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	APOSC_21893	SCHMD03734
OG0005869	APOSC_16070	SCHMD26507, SCHMD23591
OG0005870	APOSC_07229	SCHMD09476
OG0005871	APOSC_00511	SCHMD00778
OG0005874	APOSC_08988	SCHMD05420
OG0005875	APOSC_02723	SCHMD00264
OG0005876	APOSC_28176	SCHMD17997, SCHMD16591
OG0005877	APOSC_01448	SCHMD25314
OG0005880	APOSC_00093	SCHMD29444, SCHMD13249, SCHMD04126
OG0005882	APOSC_06651	SCHMD00272, SCHMD00273
OG0005883	APOSC_18377	SCHMD01141
OG0005884	APOSC_15015	SCHMD11959, SCHMD17761
OG0005886	APOSC_21774	SCHMD18383
OG0005887	APOSC_17298	SCHMD01687
OG0005888	APOSC_07345	SCHMD13482
OG0005889	APOSC_01805	SCHMD11972
OG0005890	APOSC_19743	SCHMD09184, SCHMD12140
OG0005891	APOSC_16652	SCHMD26926
OG0005892	APOSC_05235	SCHMD08931, SCHMD12929
OG0005895	APOSC_06307	SCHMD12191
OG0005897	APOSC_27162	SCHMD08042
OG0005899	APOSC_03217	SCHMD12882, SCHMD12880
OG0005900	APOSC_04251	SCHMD03686
OG0005901	APOSC_15308	SCHMD29058
OG0005903	APOSC_11136, APOSC_11137	SCHMD00050
OG0005909	APOSC_04657	SCHMD20781
OG0005910	APOSC_28495	SCHMD09520, SCHMD06408
OG0005913	APOSC_07198	SCHMD08000
OG0005918	APOSC_11569	SCHMD16076, SCHMD19461
OG0005919	APOSC_22101	SCHMD24140, SCHMD26763
OG0005921	APOSC_28876, APOSC_28877	SCHMD20283
OG0005922	APOSC_21484	SCHMD00392
OG0005923	APOSC_12977	SCHMD07170
OG0005924	APOSC_21618	SCHMD07545
OG0005926	APOSC_10186	SCHMD04836
OG0005927	APOSC_03693, APOSC_03694	SCHMD05874
OG0005928	APOSC_09087	SCHMD22733, SCHMD16359
OG0005929	APOSC_04039	SCHMD10353
OG0005930	APOSC_11297	SCHMD12780
OG0005932	APOSC_11918	SCHMD11131, SCHMD00511
OG0005933	APOSC_05031	SCHMD09471
OG0005935	APOSC_03566, APOSC_03568, APOSC_03567	SCHMD06109
OG0005936	APOSC_03027, APOSC_16898	SCHMD24148, SCHMD16917
OG0005937	APOSC_28255	SCHMD13453
OG0005939	APOSC_10255	SCHMD09857
OG0005940	APOSC_18203	SCHMD20079
OG0005942	APOSC_14200	SCHMD23166
OG0005946	APOSC_07072	SCHMD17764, SCHMD14112
OG0005947	APOSC_24373, APOSC_24956	SCHMD04554
OG0005948	APOSC_02754	SCHMD05630
OG0005949	APOSC_10473	SCHMD04688
OG0005950	APOSC_24602	SCHMD24842
OG0005952	APOSC_12678	SCHMD14057
OG0005955	APOSC_03332	SCHMD28997
OG0005956	APOSC_04472	SCHMD02817
OG0005959	APOSC_12990	SCHMD19013
OG0005963	APOSC_15197	SCHMD01826
OG0005965	APOSC_24080	SCHMD08437
OG0005966	APOSC_06823	SCHMD21323, SCHMD27755
OG0005967	APOSC_28428	SCHMD05472
OG0005969	APOSC_23668	SCHMD09557
OG0005970	APOSC_16656	SCHMD01213
OG0005971	APOSC_19489	SCHMD02682
OG0005973	APOSC_15072	SCHMD13962
OG0005974	APOSC_03829	SCHMD07776
OG0005977	APOSC_21684	SCHMD05711
OG0005978	APOSC_08116, APOSC_08115	SCHMD07295, SCHMD07297
OG0005979	APOSC_09892	SCHMD12835, SCHMD02124
OG0005982	APOSC_12060	SCHMD25871, SCHMD22233
OG0005984	APOSC_26001, APOSC_26002	SCHMD15039, SCHMD22394
OG0005986	APOSC_21852	SCHMD08044
OG0005987	APOSC_01066	SCHMD00944
OG0005989	APOSC_14635	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	APOSC_18888	SCHMD11427, SCHMD18715
OG0005994	APOSC_20937	SCHMD29551, SCHMD27858
OG0005995	APOSC_13878	SCHMD08037
OG0005998	APOSC_10776	SCHMD02380, SCHMD09950
OG0006000	APOSC_12077	SCHMD01538
OG0006001	APOSC_15895	SCHMD09797
OG0006002	APOSC_13869	SCHMD03942
OG0006003	APOSC_25976	SCHMD28801, SCHMD05202
OG0006005	APOSC_18550, APOSC_12391	SCHMD22182, SCHMD08878
OG0006009	APOSC_00850, APOSC_00851	SCHMD19529
OG0006010	APOSC_17125	SCHMD15502
OG0006011	APOSC_06335	SCHMD19974, SCHMD20066
OG0006012	APOSC_05086, APOSC_05087	SCHMD04480, SCHMD08297, SCHMD18940
OG0006062	APOSC_01581	SCHMD23812
OG0006062	APOSC_08657	SCHMD24107
OG0006063	APOSC_25055	SCHMD23310, SCHMD03030
OG0006064	APOSC_16645	SCHMD10442
OG0006065	APOSC_24770	SCHMD02636
OG0006066	APOSC_00456	SCHMD10156
OG0006070	APOSC_27385	SCHMD12482, SCHMD20456
OG0006074	APOSC_26778	SCHMD10253
OG0006075	APOSC_28510	SCHMD09391
OG0006079	APOSC_12851	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	APOSC_04732	SCHMD03767, SCHMD03768
OG0006083	APOSC_17176	SCHMD05588
OG0006084	APOSC_16434	SCHMD04050
OG0006085	APOSC_28275	SCHMD06820, SCHMD25134
OG0006087	APOSC_27471, APOSC_15292	SCHMD02837
OG0006094	APOSC_02557	SCHMD22247
OG0006095	APOSC_05048	SCHMD01933
OG0006097	APOSC_05185	SCHMD02082
OG0006098	APOSC_25956	SCHMD03761
OG0006099	APOSC_20927	SCHMD01333, SCHMD00446
OG0006100	APOSC_17808	SCHMD13497
OG0006101	APOSC_22145	SCHMD20998, SCHMD13053
OG0006102	APOSC_22067	SCHMD05671
OG0006104	APOSC_09268, APOSC_06210, APOSC_19494	SCHMD02621
OG0006106	APOSC_06595	SCHMD07924
OG0006108	APOSC_15898	SCHMD01135
OG0006111	APOSC_03391	SCHMD08002
OG0006112	APOSC_24403	SCHMD08098
OG0006113	APOSC_26235	SCHMD19939, SCHMD12223
OG0006115	APOSC_09124	SCHMD11076, SCHMD17247
OG0006116	APOSC_26592	SCHMD23071, SCHMD20841
OG0006118	APOSC_07828	SCHMD01132
OG0006119	APOSC_11399	SCHMD11970
OG0006120	APOSC_20718	SCHMD01574
OG0006121	APOSC_27870	SCHMD07418
OG0006122	APOSC_16541	SCHMD04954
OG0006123	APOSC_12556	SCHMD01986
OG0006124	APOSC_22257	SCHMD06412
OG0006125	APOSC_04763	SCHMD18618
OG0006127	APOSC_15621	SCHMD21305
OG0006128	APOSC_06200	SCHMD10897
OG0006129	APOSC_02978	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	APOSC_24225	SCHMD03678
OG0006136	APOSC_19976	SCHMD24287, SCHMD09864
OG0006137	APOSC_12184	SCHMD12111, SCHMD06962
OG0006141	APOSC_21752, APOSC_05712	SCHMD14525
OG0006144	APOSC_11441	SCHMD00428, SCHMD04861
OG0006145	APOSC_09691	SCHMD01605
OG0006146	APOSC_20265	SCHMD09246
OG0006148	APOSC_19000	SCHMD13560, SCHMD22230
OG0006152	APOSC_28211	SCHMD06866
OG0006153	APOSC_25551	SCHMD01641
OG0006155	APOSC_02722	SCHMD16795, SCHMD26962
OG0006156	APOSC_24618	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	APOSC_27578	SCHMD08900
OG0006159	APOSC_15246	SCHMD22266
OG0006160	APOSC_05551	SCHMD05454
OG0006163	APOSC_12748	SCHMD15384
OG0006164	APOSC_18639	SCHMD06001
OG0006165	APOSC_18182	SCHMD04333
OG0006167	APOSC_09956, APOSC_09955	SCHMD07995
OG0006168	APOSC_24765	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	APOSC_09033	SCHMD23567
OG0006171	APOSC_15964	SCHMD11398
OG0006177	APOSC_12821	SCHMD21293
OG0006178	APOSC_17549	SCHMD24387
OG0006180	APOSC_03152	SCHMD14399, SCHMD04884
OG0006181	APOSC_03481	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	APOSC_19486	SCHMD11899
OG0006184	APOSC_12695	SCHMD09309
OG0006185	APOSC_09138	SCHMD16220, SCHMD19381
OG0006186	APOSC_20197	SCHMD00394
OG0006187	APOSC_02281	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	APOSC_16452	SCHMD05423
OG0006189	APOSC_22882	SCHMD01559
OG0006191	APOSC_13840	SCHMD07313
OG0006192	APOSC_15421	SCHMD08338, SCHMD08339
OG0006199	APOSC_27250	SCHMD04415, SCHMD04413
OG0006202	APOSC_24490	SCHMD08868
OG0006204	APOSC_17513	SCHMD16863
OG0006205	APOSC_06222	SCHMD14314
OG0006208	APOSC_00172	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	APOSC_02034	SCHMD08326, SCHMD23138
OG0006216	APOSC_06952	SCHMD09510
OG0006217	APOSC_18136, APOSC_18135, APOSC_27262	SCHMD21927, SCHMD16840
OG0006219	APOSC_04016, APOSC_04015	SCHMD06440
OG0006220	APOSC_19990	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006224	APOSC_19657	SCHMD09262, SCHMD00470
OG0006224	APOSC_26870	SCHMD00469
OG0006226	APOSC_17729	SCHMD17067, SCHMD16763
OG0006227	APOSC_13147, APOSC_13146	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	APOSC_01024, APOSC_01023	SCHMD17318, SCHMD23866
OG0006230	APOSC_07027, APOSC_19352	SCHMD02493
OG0006232	APOSC_24357	SCHMD02032
OG0006233	APOSC_15042	SCHMD06980
OG0006234	APOSC_21894	SCHMD13683, SCHMD14118
OG0006235	APOSC_24879	SCHMD04538
OG0006239	APOSC_06762	SCHMD01406
OG0006240	APOSC_04652	SCHMD29814
OG0006246	APOSC_07736, APOSC_07735	SCHMD00484
OG0006247	APOSC_13444, APOSC_13445, APOSC_13443	SCHMD22174
OG0006248	APOSC_05903	SCHMD12206, SCHMD10060
OG0006249	APOSC_25692	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	APOSC_27267	SCHMD16390
OG0006252	APOSC_17057	SCHMD16745, SCHMD16993
OG0006253	APOSC_15972, APOSC_15973, APOSC_15971	SCHMD09135
OG0006254	APOSC_09754	SCHMD04705, SCHMD29411
OG0006258	APOSC_28143	SCHMD05887
OG0006259	APOSC_27968, APOSC_27967	SCHMD06837
OG0006260	APOSC_09774	SCHMD09985, SCHMD17439
OG0006261	APOSC_06934	SCHMD24384
OG0006263	APOSC_28291	SCHMD00121
OG0006267	APOSC_20000	SCHMD03685
OG0006268	APOSC_23154	SCHMD06847
OG0006269	APOSC_18341, APOSC_18340	SCHMD04607
OG0006271	APOSC_01767	SCHMD07857
OG0006275	APOSC_03010	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	APOSC_18887	SCHMD24774
OG0006279	APOSC_21488	SCHMD04231
OG0006280	APOSC_05701	SCHMD15524, SCHMD19210
OG0006281	APOSC_16932	SCHMD02340
OG0006282	APOSC_20699	SCHMD08230
OG0006283	APOSC_21898	SCHMD06325
OG0006284	APOSC_17077	SCHMD20607, SCHMD19598
OG0006285	APOSC_26526	SCHMD01607, SCHMD01606
OG0006286	APOSC_10357	SCHMD01297, SCHMD01298
OG0006287	APOSC_17884	SCHMD02772, SCHMD02771
OG0006289	APOSC_23398	SCHMD08039
OG0006290	APOSC_09719, APOSC_09720	SCHMD00955
OG0006291	APOSC_15695	SCHMD09043
OG0006293	APOSC_21478	SCHMD16297
OG0006294	APOSC_25798	SCHMD15450, SCHMD16229
OG0006295	APOSC_27816	SCHMD02966
OG0006297	APOSC_06137	SCHMD09759
OG0006298	APOSC_23078, APOSC_21654	SCHMD01046, SCHMD24624
OG0006301	APOSC_14170	SCHMD09923
OG0006304	APOSC_04870, APOSC_04871	SCHMD06368
OG0006305	APOSC_09305, APOSC_09304	SCHMD12627
OG0006306	APOSC_16571	SCHMD12510, SCHMD15396
OG0006309	APOSC_08275	SCHMD24369, SCHMD08923
OG0006310	APOSC_07796	SCHMD12354
OG0006311	APOSC_19031, APOSC_19032	SCHMD23312
OG0006313	APOSC_11157	SCHMD09169
OG0006314	APOSC_03446	SCHMD08096
OG0006315	APOSC_16530	SCHMD05407
OG0006316	APOSC_01457	SCHMD26139, SCHMD20052
OG0006319	APOSC_13656	SCHMD10541, SCHMD13166
OG0006321	APOSC_04793	SCHMD08365
OG0006322	APOSC_03517	SCHMD10221
OG0006323	APOSC_18189	SCHMD04105
OG0006325	APOSC_20822	SCHMD16004
OG0006327	APOSC_09302	SCHMD15773
OG0006329	APOSC_06676	SCHMD08342
OG0006330	APOSC_11664, APOSC_11665	SCHMD08411
OG0006331	APOSC_22141	SCHMD09182, SCHMD12138
OG0006332	APOSC_06680	SCHMD14581
OG0006334	APOSC_14348	SCHMD05752, SCHMD05753
OG0006335	APOSC_16776	SCHMD11650, SCHMD08469
OG0006337	APOSC_16182	SCHMD11989
OG0006340	APOSC_01676	SCHMD19432
OG0006341	APOSC_00352	SCHMD05125
OG0006344	APOSC_26452	SCHMD21084, SCHMD09358
OG0006347	APOSC_17743	SCHMD07723
OG0006349	APOSC_09628	SCHMD05182
OG0006350	APOSC_11362	SCHMD09296
OG0006351	APOSC_20662	SCHMD06816
OG0006352	APOSC_28135	SCHMD07373
OG0006353	APOSC_03902	SCHMD10639
OG0006360	APOSC_03655	SCHMD08060
OG0006362	APOSC_25966	SCHMD03337
OG0006363	APOSC_11350	SCHMD19238
OG0006364	APOSC_10348	SCHMD06510, SCHMD06511
OG0006365	APOSC_17335	SCHMD14860
OG0006370	APOSC_08924, APOSC_08925	SCHMD28920
OG0006372	APOSC_14360	SCHMD07447
OG0006373	APOSC_12191	SCHMD11946
OG0006375	APOSC_05177	SCHMD00652
OG0006376	APOSC_08625	SCHMD06608
OG0006377	APOSC_05358	SCHMD10116
OG0006378	APOSC_20942	SCHMD10668, SCHMD11255
OG0006379	APOSC_27898	SCHMD18267
OG0006381	APOSC_07173	SCHMD24227, SCHMD16114
OG0006383	APOSC_28852	SCHMD26033, SCHMD18774
OG0006386	APOSC_07212	SCHMD13835, SCHMD19804
OG0006392	APOSC_00974	SCHMD15116, SCHMD12579
OG0006395	APOSC_21447	SCHMD08199
OG0006401	APOSC_10571	SCHMD19581, SCHMD26470
OG0006402	APOSC_15840	SCHMD13826, SCHMD09114
OG0006406	APOSC_05139	SCHMD27566
OG0006408	APOSC_19771	SCHMD11225
OG0006443	APOSC_25767	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	APOSC_02936	SCHMD18654
OG0006449	APOSC_19909, APOSC_19908, APOSC_27290	SCHMD06362
OG0006452	APOSC_15838	SCHMD23102, SCHMD15046
OG0006454	APOSC_28104	SCHMD07698, SCHMD07699
OG0006456	APOSC_07276	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	APOSC_22597	SCHMD16313
OG0006459	APOSC_25637	SCHMD21368
OG0006461	APOSC_16902, APOSC_16903	SCHMD19693, SCHMD11861
OG0006463	APOSC_17852	SCHMD07130
OG0006464	APOSC_09006	SCHMD12787, SCHMD19777
OG0006465	APOSC_06897	SCHMD28077, SCHMD07507
OG0006467	APOSC_24310, APOSC_24309	SCHMD04209
OG0006469	APOSC_18314, APOSC_18315	SCHMD02780
OG0006470	APOSC_18031	SCHMD16861
OG0006472	APOSC_14649	SCHMD23852, SCHMD12162
OG0006474	APOSC_26113	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	APOSC_05034	SCHMD12763
OG0006476	APOSC_08315	SCHMD29103, SCHMD25388
OG0006479	APOSC_10681	SCHMD20030
OG0006480	APOSC_03945	SCHMD01088
OG0006481	APOSC_03150	SCHMD02855
OG0006482	APOSC_21043	SCHMD06492
OG0006486	APOSC_15012	SCHMD12934, SCHMD02395
OG0006488	APOSC_12358	SCHMD29514, SCHMD21588
OG0006490	APOSC_24017	SCHMD00433
OG0006494	APOSC_07778	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	APOSC_00765	SCHMD05406
OG0006503	APOSC_27770	SCHMD07908
OG0006504	APOSC_01156	SCHMD04702, SCHMD29580
OG0006505	APOSC_20445	SCHMD08554, SCHMD08796
OG0006507	APOSC_16527	SCHMD22063
OG0006509	APOSC_22187	SCHMD13705
OG0006510	APOSC_01079	SCHMD11921
OG0006511	APOSC_10649, APOSC_18848	SCHMD03048
OG0006512	APOSC_27881	SCHMD12217, SCHMD11205
OG0006514	APOSC_05533	SCHMD08264
OG0006515	APOSC_16228, APOSC_16229	SCHMD03249
OG0006517	APOSC_09680	SCHMD00950
OG0006518	APOSC_02599, APOSC_02598	SCHMD03959
OG0006519	APOSC_12765	SCHMD25528
OG0006520	APOSC_12169	SCHMD00155
OG0006521	APOSC_22438, APOSC_15138	SCHMD14196
OG0006523	APOSC_06060, APOSC_05538	SCHMD12246, SCHMD13301
OG0006525	APOSC_25884	SCHMD21904
OG0006526	APOSC_01306	SCHMD14233
OG0006527	APOSC_15642	SCHMD10447, SCHMD13054
OG0006528	APOSC_05534	SCHMD09670
OG0006531	APOSC_19373	SCHMD00423, SCHMD00419
OG0006532	APOSC_03775	SCHMD27245
OG0006533	APOSC_27947	SCHMD18625
OG0006536	APOSC_01707	SCHMD28548
OG0006537	APOSC_27228, APOSC_27227, APOSC_19643	SCHMD07012
OG0006538	APOSC_00849	SCHMD09434
OG0006540	APOSC_23072	SCHMD24252, SCHMD19265
OG0006542	APOSC_24422	SCHMD07956
OG0006543	APOSC_13261	SCHMD05909
OG0006544	APOSC_04216	SCHMD05488
OG0006545	APOSC_13229	SCHMD08819
OG0006546	APOSC_11101, APOSC_11100	SCHMD22666, SCHMD26503
OG0006547	APOSC_22551, APOSC_12567, APOSC_12568, APOSC_12569	SCHMD01454
OG0006548	APOSC_03509	SCHMD28704
OG0006549	APOSC_12936	SCHMD07432
OG0006550	APOSC_07594	SCHMD05608
OG0006552	APOSC_20548, APOSC_11862	SCHMD16090
OG0006553	APOSC_01403	SCHMD03817
OG0006554	APOSC_03164	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	APOSC_06362	SCHMD10898, SCHMD08118
OG0006557	APOSC_21049	SCHMD15751
OG0006561	APOSC_07744	SCHMD07629
OG0006563	APOSC_01550, APOSC_01549	SCHMD08352
OG0006564	APOSC_26209	SCHMD15011
OG0006566	APOSC_05704	SCHMD10136, SCHMD13813
OG0006567	APOSC_28410	SCHMD25728, SCHMD21897
OG0006571	APOSC_10825	SCHMD00180, SCHMD27487
OG0006573	APOSC_11659	SCHMD10554
OG0006574	APOSC_04366	SCHMD18201
OG0006579	APOSC_03156	SCHMD11335, SCHMD14843
OG0006583	APOSC_16840	SCHMD08738
OG0006586	APOSC_27380	SCHMD14590
OG0006588	APOSC_13782	SCHMD29130
OG0006590	APOSC_02109	SCHMD02740
OG0006593	APOSC_08283	SCHMD08560
OG0006594	APOSC_06372	SCHMD00507
OG0006595	APOSC_28606, APOSC_03725	SCHMD08252
OG0006596	APOSC_02900	SCHMD05657
OG0006597	APOSC_00355	SCHMD04098
OG0006598	APOSC_24420	SCHMD23134
OG0006599	APOSC_09671	SCHMD28680
OG0006600	APOSC_03012	SCHMD12543, SCHMD20580
OG0006603	APOSC_23879, APOSC_23880	SCHMD13311, SCHMD24906
OG0006604	APOSC_04100	SCHMD12610
OG0006606	APOSC_24910	SCHMD11990
OG0006607	APOSC_27888	SCHMD00025
OG0006608	APOSC_19691	SCHMD21063
OG0006610	APOSC_01833	SCHMD10412
OG0006614	APOSC_05907	SCHMD05476
OG0006615	APOSC_14961	SCHMD02189
OG0006616	APOSC_28056	SCHMD12397
OG0006619	APOSC_15031	SCHMD14686
OG0006621	APOSC_06277	SCHMD06932
OG0006622	APOSC_23407	SCHMD16418, SCHMD16456
OG0006623	APOSC_06502, APOSC_06503	SCHMD00154
OG0006624	APOSC_20035	SCHMD28658, SCHMD27359
OG0006626	APOSC_22608	SCHMD05850
OG0006628	APOSC_24051	SCHMD10378
OG0006630	APOSC_23460, APOSC_21363	SCHMD02436
OG0006631	APOSC_15797	SCHMD24627, SCHMD24745
OG0006632	APOSC_25276	SCHMD11914, SCHMD18633
OG0006633	APOSC_11289	SCHMD06460
OG0006636	APOSC_04041, APOSC_04040	SCHMD09363
OG0006637	APOSC_20385	SCHMD17064, SCHMD26047
OG0006640	APOSC_13996, APOSC_20915	SCHMD09877
OG0006646	APOSC_04284, APOSC_27020	SCHMD10329
OG0006647	APOSC_00971	SCHMD12770, SCHMD12371
OG0006648	APOSC_16882	SCHMD13489, SCHMD23341
OG0006651	APOSC_19150	SCHMD07289, SCHMD06082
OG0006653	APOSC_25952	SCHMD04276, SCHMD04275
OG0006655	APOSC_27832, APOSC_27831	SCHMD00645
OG0006656	APOSC_02190	SCHMD15425
OG0006658	APOSC_17811	SCHMD07703, SCHMD19832
OG0006659	APOSC_16628	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106, SCHMD00915
OG0006662	APOSC_06587	SCHMD11088, SCHMD02344
OG0006663	APOSC_11568, APOSC_04731	SCHMD05461
OG0006664	APOSC_16959	SCHMD01212
OG0006666	APOSC_28091	SCHMD00843
OG0006667	APOSC_10610	SCHMD02023
OG0006668	APOSC_04760	SCHMD00035
OG0006669	APOSC_27486	SCHMD15456
OG0006670	APOSC_28849	SCHMD06283
OG0006671	APOSC_05278, APOSC_22046	SCHMD02649
OG0006673	APOSC_13958	SCHMD11139, SCHMD01947
OG0006675	APOSC_23095	SCHMD10065, SCHMD21124
OG0006677	APOSC_18451	SCHMD28844
OG0006678	APOSC_25310, APOSC_13342	SCHMD02351
OG0006680	APOSC_07702	SCHMD07321, SCHMD04365
OG0006682	APOSC_14262	SCHMD01820
OG0006682	APOSC_06757, APOSC_05163	SCHMD13232
OG0006683	APOSC_06938, APOSC_06937	SCHMD12055
OG0006684	APOSC_09053, APOSC_06226	SCHMD03196
OG0006686	APOSC_03178	SCHMD05511
OG0006688	APOSC_28132	SCHMD02782
OG0006689	APOSC_21490	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	APOSC_28918	SCHMD02600
OG0006691	APOSC_16914	SCHMD14621
OG0006692	APOSC_04233	SCHMD15336
OG0006693	APOSC_28629	SCHMD00589
OG0006694	APOSC_06064	SCHMD05629
OG0006695	APOSC_25904	SCHMD06025
OG0006697	APOSC_05032	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	APOSC_28657	SCHMD12118
OG0006700	APOSC_16359	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	APOSC_04633	SCHMD29672
OG0006703	APOSC_20561	SCHMD00739
OG0006705	APOSC_03745, APOSC_04954	SCHMD14770, SCHMD13114
OG0006706	APOSC_18731	SCHMD12854
OG0006707	APOSC_25256	SCHMD19389
OG0006708	APOSC_05756, APOSC_21947	SCHMD01518
OG0006709	APOSC_14577	SCHMD06005
OG0006712	APOSC_01301	SCHMD13757
OG0006713	APOSC_13866	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	APOSC_08108	SCHMD09869
OG0006718	APOSC_20388	SCHMD01411
OG0006718	APOSC_20387	SCHMD28286
OG0006720	APOSC_05336	SCHMD15330, SCHMD18737
OG0006721	APOSC_11479	SCHMD06116
OG0006722	APOSC_10310	SCHMD18971, SCHMD24284
OG0006723	APOSC_03820, APOSC_03821	SCHMD12671
OG0006725	APOSC_19453	SCHMD15226
OG0006726	APOSC_18316	SCHMD22403
OG0006727	APOSC_26994	SCHMD01781
OG0006728	APOSC_22576	SCHMD09693
OG0006729	APOSC_06113	SCHMD09997, SCHMD07849
OG0006730	APOSC_09155	SCHMD15242
OG0006733	APOSC_04981	SCHMD02938
OG0006734	APOSC_19244	SCHMD13149, SCHMD15306
OG0006735	APOSC_21826	SCHMD23549, SCHMD18150, SCHMD22619
OG0006736	APOSC_13551	SCHMD17556
OG0006736	APOSC_20253, APOSC_00501	SCHMD11091
OG0006737	APOSC_01534	SCHMD05655
OG0006741	APOSC_03216	SCHMD21104, SCHMD16448
OG0006742	APOSC_08953	SCHMD14364
OG0006743	APOSC_15027	SCHMD06609
OG0006749	APOSC_14278	SCHMD17570, SCHMD17569
OG0006750	APOSC_11672	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	APOSC_28200	SCHMD12442
OG0006753	APOSC_20682, APOSC_20681	SCHMD08285
