Orthogroup	APOSC_ok	HUMAN
OG0005756	APOSC_07134, APOSC_07135	HUMAN01736
OG0005757	APOSC_02884	HUMAN23147, HUMAN11231
OG0005758	APOSC_26035	HUMAN21743
OG0005759	APOSC_09093, APOSC_09094, APOSC_09092	HUMAN12981
OG0005761	APOSC_23921	HUMAN19748
OG0005762	APOSC_10439	HUMAN21648, HUMAN21649
OG0005763	APOSC_02764	HUMAN23714
OG0005764	APOSC_01694	HUMAN04102
OG0005765	APOSC_20569	HUMAN03593, HUMAN03594
OG0005766	APOSC_20156	HUMAN21710, HUMAN21711, HUMAN21709, HUMAN21708
OG0005767	APOSC_14276	HUMAN02987
OG0005768	APOSC_09708	HUMAN21405, HUMAN21406, HUMAN21407
OG0005769	APOSC_24988	HUMAN02137
OG0005770	APOSC_19297	HUMAN11518
OG0005771	APOSC_25613	HUMAN01836, HUMAN01838
OG0005772	APOSC_20636	HUMAN19709, HUMAN19710, HUMAN19757, HUMAN19708, HUMAN30697
OG0005773	APOSC_00738	HUMAN19213, HUMAN13713, HUMAN13714, HUMAN19214
OG0005774	APOSC_02770, APOSC_02769, APOSC_02768	HUMAN06314
OG0005775	APOSC_10449	HUMAN20242
OG0005778	APOSC_24577	HUMAN09282
OG0005779	APOSC_01313, APOSC_01314	HUMAN26255
OG0005781	APOSC_22013	HUMAN07800, HUMAN07801, HUMAN07802
OG0005782	APOSC_00143	HUMAN22095, HUMAN22094
OG0005783	APOSC_28920	HUMAN18617
OG0005784	APOSC_12819	HUMAN03493
OG0005785	APOSC_08165, APOSC_06396	HUMAN10135
OG0005786	APOSC_08673	HUMAN26853, HUMAN26852
OG0005787	APOSC_26671	HUMAN09566
OG0005788	APOSC_09747, APOSC_20820	HUMAN19301
OG0005789	APOSC_27439	HUMAN11351
OG0005790	APOSC_00830	HUMAN16973
OG0005791	APOSC_19223	HUMAN22458, HUMAN22457
OG0005792	APOSC_18422	HUMAN04755
OG0005793	APOSC_16953, APOSC_01413	HUMAN02603
OG0005794	APOSC_03548	HUMAN26157
OG0005795	APOSC_07066	HUMAN17370
OG0005796	APOSC_04697, APOSC_04696	HUMAN17241, HUMAN17242
OG0005797	APOSC_22130	HUMAN24259, HUMAN24258, HUMAN24261, HUMAN24260
OG0005798	APOSC_08893	HUMAN20999, HUMAN21000
OG0005799	APOSC_09897	HUMAN04889
OG0005800	APOSC_19568	HUMAN20575
OG0005801	APOSC_28088	HUMAN28150, HUMAN28149
OG0005802	APOSC_14088	HUMAN19641, HUMAN19643, HUMAN19642, HUMAN19640
OG0005803	APOSC_02519	HUMAN29621, HUMAN29620
OG0005804	APOSC_19822	HUMAN21187, HUMAN00939
OG0005805	APOSC_13123, APOSC_13122	HUMAN11786
OG0005806	APOSC_05497	HUMAN07426, HUMAN07425
OG0005807	APOSC_05357, APOSC_26421, APOSC_02941	HUMAN19470, HUMAN19481
OG0005808	APOSC_11121, APOSC_11120	HUMAN20542
OG0005810	APOSC_27164	HUMAN28221, HUMAN14087
OG0005811	APOSC_08624	HUMAN25063
OG0005812	APOSC_05502, APOSC_05503, APOSC_07480	HUMAN04715
OG0005813	APOSC_25713	HUMAN07422
OG0005814	APOSC_00259	HUMAN28461
OG0005815	APOSC_24616	HUMAN07357, HUMAN07358, HUMAN07359
OG0005816	APOSC_06539	HUMAN17030
OG0005817	APOSC_01250	HUMAN23252, HUMAN23251
OG0005818	APOSC_20410	HUMAN07049
OG0005819	APOSC_11104, APOSC_11105	HUMAN14639
OG0005820	APOSC_03903	HUMAN28039
OG0005821	APOSC_01531, APOSC_01530	HUMAN15709, HUMAN15710
OG0005822	APOSC_13151	HUMAN08942, HUMAN08941
OG0005823	APOSC_08122	HUMAN12261
OG0005824	APOSC_18418	HUMAN15087
OG0005825	APOSC_15999	HUMAN17073
OG0005826	APOSC_18421, APOSC_14975, APOSC_19348	HUMAN19678
OG0005827	APOSC_16635	HUMAN16910
OG0005828	APOSC_20393	HUMAN07210, HUMAN07209, HUMAN07211
OG0005829	APOSC_10617	HUMAN25667
OG0005830	APOSC_08551	HUMAN20224, HUMAN20223
OG0005831	APOSC_06668	HUMAN13302
OG0005832	APOSC_09479	HUMAN11415
OG0005833	APOSC_11987	HUMAN15567, HUMAN02506
OG0005833	APOSC_11988	HUMAN02505, HUMAN15566
OG0005834	APOSC_25411	HUMAN28669
OG0005835	APOSC_24228	HUMAN06641
OG0005836	APOSC_21075	HUMAN17354
OG0005837	APOSC_10247	HUMAN14796, HUMAN14797, HUMAN14795
OG0005838	APOSC_07612	HUMAN06200
OG0005839	APOSC_22252	HUMAN03139, HUMAN22767, HUMAN22766, HUMAN27758
OG0005840	APOSC_14345	HUMAN03637
OG0005841	APOSC_01962	HUMAN22158
OG0005842	APOSC_03169	HUMAN19131
OG0005843	APOSC_09769	HUMAN27874
OG0005844	APOSC_24642	HUMAN03073
OG0005845	APOSC_23422	HUMAN11736
OG0005846	APOSC_22781	HUMAN16998
OG0005847	APOSC_18012, APOSC_18011	HUMAN02578
OG0005848	APOSC_01932	HUMAN12726, HUMAN12725
OG0005849	APOSC_08086	HUMAN17993, HUMAN17992, HUMAN17991, HUMAN17990
OG0005850	APOSC_23071	HUMAN00822
OG0005851	APOSC_09575, APOSC_09574	HUMAN00983
OG0005852	APOSC_16258	HUMAN01421
OG0005853	APOSC_03228	HUMAN08638
OG0005854	APOSC_22934	HUMAN11426, HUMAN11425
OG0005855	APOSC_21559	HUMAN12808
OG0005856	APOSC_15748	HUMAN04876, HUMAN16795
OG0005857	APOSC_07313	HUMAN12246
OG0005858	APOSC_24348	HUMAN07107
OG0005860	APOSC_08867	HUMAN28799, HUMAN28798
OG0005861	APOSC_19100	HUMAN00857, HUMAN00856
OG0005863	APOSC_27616, APOSC_14006	HUMAN10279, HUMAN10278
OG0005864	APOSC_18321	HUMAN26271, HUMAN26272
OG0005865	APOSC_08539	HUMAN05412, HUMAN00325
OG0005866	APOSC_21893	HUMAN09287
OG0005867	APOSC_15005	HUMAN02860
OG0005869	APOSC_16070	HUMAN18879
OG0005870	APOSC_07229	HUMAN01294
OG0005871	APOSC_00511	HUMAN22356
OG0005872	APOSC_13227	HUMAN25988
OG0005874	APOSC_08988	HUMAN18205, HUMAN18204
OG0005875	APOSC_02723	HUMAN05239
OG0005876	APOSC_28176	HUMAN21436
OG0005877	APOSC_01448	HUMAN14167, HUMAN14166
OG0005878	APOSC_15744	HUMAN08616
OG0005879	APOSC_17887, APOSC_17886	HUMAN28048, HUMAN28050, HUMAN28049
OG0005880	APOSC_00093	HUMAN21082, HUMAN21083
OG0005881	APOSC_16762, APOSC_16761	HUMAN25585, HUMAN25586
OG0005882	APOSC_06651	HUMAN06145
OG0005884	APOSC_15015	HUMAN02481
OG0005885	APOSC_03276	HUMAN00246
OG0005886	APOSC_21774	HUMAN08656, HUMAN08655
OG0005887	APOSC_17298	HUMAN10938, HUMAN10937
OG0005888	APOSC_07345	HUMAN14602, HUMAN14601
OG0005889	APOSC_01805	HUMAN30596, HUMAN30597
OG0005890	APOSC_19743	HUMAN24995
OG0005891	APOSC_16652	HUMAN13205, HUMAN13206
OG0005892	APOSC_05235	HUMAN11062
OG0005893	APOSC_05799	HUMAN07723
OG0005894	APOSC_02144	HUMAN07756, HUMAN23997
OG0005895	APOSC_06307	HUMAN13085
OG0005896	APOSC_25068	HUMAN25615, HUMAN27911
OG0005897	APOSC_27162	HUMAN28934, HUMAN28935
OG0005898	APOSC_20862	HUMAN15792
OG0005899	APOSC_03217	HUMAN15102, HUMAN15101
OG0005900	APOSC_04251	HUMAN00908
OG0005901	APOSC_24423	HUMAN11352
OG0005902	APOSC_11317	HUMAN28008
OG0005903	APOSC_11136, APOSC_11137	HUMAN05250
OG0005906	APOSC_12671	HUMAN17806
OG0005907	APOSC_18441	HUMAN06964
OG0005908	APOSC_05364	HUMAN09687, HUMAN09686
OG0005909	APOSC_04657	HUMAN15058
OG0005910	APOSC_28495	HUMAN05276, HUMAN05275
OG0005911	APOSC_29017	HUMAN28649
OG0005912	APOSC_18884	HUMAN00030, HUMAN18465, HUMAN18464
OG0005914	APOSC_24621	HUMAN21110
OG0005916	APOSC_03301	HUMAN16424, HUMAN30347, HUMAN18219
OG0005917	APOSC_28676	HUMAN29360
OG0005918	APOSC_11569	HUMAN02249
OG0005919	APOSC_22101	HUMAN02147
OG0005920	APOSC_20160, APOSC_01058	HUMAN20786
OG0005921	APOSC_28876, APOSC_28877	HUMAN21169
OG0005922	APOSC_21484	HUMAN21472, HUMAN21471
OG0005923	APOSC_12977	HUMAN11954
OG0005924	APOSC_21618	HUMAN20767, HUMAN20766
OG0005926	APOSC_10186	HUMAN23223, HUMAN23222
OG0005927	APOSC_03693, APOSC_03694	HUMAN21919
OG0005928	APOSC_09087	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021
OG0005929	APOSC_04039	HUMAN14787
OG0005930	APOSC_11297	HUMAN23533
OG0005931	APOSC_25624	HUMAN10003, HUMAN10001
OG0005932	APOSC_11918	HUMAN02887
OG0005933	APOSC_05031	HUMAN04904, HUMAN04903
OG0005935	APOSC_03566, APOSC_03568, APOSC_03567	HUMAN28359, HUMAN28358
OG0005936	APOSC_16898	HUMAN05060, HUMAN05059
OG0005937	APOSC_28255	HUMAN20373
OG0005938	APOSC_22222	HUMAN23271
OG0005939	APOSC_10255	HUMAN03861
OG0005940	APOSC_18203	HUMAN09306
OG0005941	APOSC_23440	HUMAN16850
OG0005942	APOSC_14200	HUMAN13074, HUMAN13075, HUMAN13073
OG0005943	APOSC_12411	HUMAN20273
OG0005944	APOSC_10534	HUMAN25114
OG0005946	APOSC_07072	HUMAN29857
OG0005947	APOSC_24373	HUMAN07807
OG0005947	APOSC_24956	HUMAN07805
OG0005948	APOSC_02754	HUMAN03557
OG0005950	APOSC_24602	HUMAN16572, HUMAN16573, HUMAN16574, HUMAN16571
OG0005951	APOSC_11340	HUMAN14961, HUMAN14960, HUMAN14959, HUMAN14958
OG0005952	APOSC_12678	HUMAN26262
OG0005953	APOSC_21471	HUMAN23466, HUMAN23460
OG0005954	APOSC_02694	HUMAN11144
OG0005955	APOSC_03332	HUMAN27556
OG0005956	APOSC_04472	HUMAN29076
OG0005957	APOSC_24812	HUMAN28675
OG0005959	APOSC_12990	HUMAN01860, HUMAN01861
OG0005960	APOSC_12544	HUMAN22222
OG0005961	APOSC_13234	HUMAN20444, HUMAN20443
OG0005962	APOSC_16780	HUMAN24946
OG0005963	APOSC_15197	HUMAN24419
OG0005964	APOSC_15963	HUMAN06772, HUMAN06773, HUMAN06771
OG0005965	APOSC_24080	HUMAN22249
OG0005966	APOSC_06823	HUMAN10284
OG0005967	APOSC_28428	HUMAN20085, HUMAN20084
OG0005968	APOSC_11947	HUMAN19241, HUMAN13818
OG0005969	APOSC_23668	HUMAN25091
OG0005970	APOSC_16656	HUMAN01307
OG0005971	APOSC_19489	HUMAN17982
OG0005972	APOSC_28791	HUMAN24535, HUMAN24534, HUMAN24533, HUMAN24532
OG0005973	APOSC_15072	HUMAN08375, HUMAN08374, HUMAN08373
OG0005974	APOSC_03829	HUMAN02132
OG0005975	APOSC_19763	HUMAN29764, HUMAN30591
OG0005976	APOSC_07723	HUMAN18021
OG0005977	APOSC_21684	HUMAN26922
OG0005978	APOSC_08116, APOSC_08115	HUMAN12549, HUMAN12548
OG0005979	APOSC_09892	HUMAN27318
OG0005980	APOSC_09705	HUMAN25057
OG0005981	APOSC_18066	HUMAN24436, HUMAN24437, HUMAN24439, HUMAN24438, HUMAN24435
OG0005982	APOSC_12060	HUMAN23416
OG0005983	APOSC_20935	HUMAN09153, HUMAN09152
OG0005984	APOSC_26001, APOSC_26002	HUMAN23298, HUMAN23297
OG0005986	APOSC_21852	HUMAN04923
OG0005987	APOSC_01066	HUMAN17615, HUMAN30224
OG0005988	APOSC_24144	HUMAN03816, HUMAN03817, HUMAN03818
OG0005989	APOSC_14635	HUMAN04205
OG0005991	APOSC_06633	HUMAN27054, HUMAN27055
OG0005993	APOSC_18888	HUMAN24934
OG0005994	APOSC_20937	HUMAN23396, HUMAN00910, HUMAN14824, HUMAN14825
OG0005995	APOSC_13878	HUMAN25084
OG0005998	APOSC_10776	HUMAN19908, HUMAN19909
OG0006000	APOSC_12077	HUMAN02530
OG0006001	APOSC_15895	HUMAN09832, HUMAN09831
OG0006002	APOSC_13869	HUMAN06869
OG0006003	APOSC_25976	HUMAN14618
OG0006004	APOSC_09562	HUMAN17755, HUMAN06434
OG0006005	APOSC_12391	HUMAN24132
OG0006007	APOSC_06185	HUMAN23629, HUMAN10074, HUMAN14199
OG0006008	APOSC_18804, APOSC_18805	HUMAN13449
OG0006009	APOSC_00850, APOSC_00851	HUMAN28513
OG0006010	APOSC_17125	HUMAN04565, HUMAN04564
OG0006011	APOSC_06335	HUMAN13057, HUMAN13058
OG0006012	APOSC_05086, APOSC_05087	HUMAN09413, HUMAN09412
OG0006013	APOSC_12859	HUMAN24739
OG0006014	APOSC_07289	HUMAN29649
OG0006015	APOSC_09564	HUMAN28939, HUMAN28940, HUMAN28937, HUMAN28938
OG0006018	APOSC_16605	HUMAN03367
OG0006059	APOSC_20657	HUMAN28374
OG0006061	APOSC_05103	HUMAN10107
OG0006062	APOSC_01581	HUMAN10403, HUMAN10404
OG0006062	APOSC_08657	HUMAN10402
OG0006063	APOSC_25055	HUMAN23816
OG0006064	APOSC_16645	HUMAN23900, HUMAN23901
OG0006065	APOSC_24770	HUMAN23399
OG0006066	APOSC_00456	HUMAN21362
OG0006068	APOSC_24631	HUMAN23852, HUMAN03541
OG0006069	APOSC_10043	HUMAN26614
OG0006070	APOSC_27385	HUMAN13404
OG0006071	APOSC_19417	HUMAN29164
OG0006072	APOSC_27063, APOSC_27064	HUMAN17123, HUMAN17124
OG0006073	APOSC_13294	HUMAN15872, HUMAN15873
OG0006074	APOSC_26778	HUMAN08735
OG0006075	APOSC_28510	HUMAN25111, HUMAN25113, HUMAN25112
OG0006076	APOSC_26527, APOSC_14196, APOSC_14197	HUMAN28987, HUMAN28988
OG0006077	APOSC_23531, APOSC_01276	HUMAN17920, HUMAN17919
OG0006078	APOSC_17814	HUMAN23620, HUMAN01532
OG0006079	APOSC_12851	HUMAN10020
OG0006081	APOSC_04732	HUMAN26915
OG0006082	APOSC_11170	HUMAN26545, HUMAN30106
OG0006083	APOSC_17176	HUMAN26973
OG0006084	APOSC_16434	HUMAN22958, HUMAN22957
OG0006085	APOSC_28275	HUMAN05831, HUMAN05833, HUMAN05832
OG0006087	APOSC_15292	HUMAN09228, HUMAN09229
OG0006090	APOSC_28758	HUMAN02549, HUMAN02551
OG0006092	APOSC_18412	HUMAN10224, HUMAN10222, HUMAN10221
OG0006095	APOSC_05048	HUMAN14590, HUMAN14591
OG0006096	APOSC_23249	HUMAN07332
OG0006097	APOSC_05185	HUMAN08203
OG0006098	APOSC_25956	HUMAN24463
OG0006099	APOSC_20927	HUMAN20246, HUMAN20247, HUMAN10485
OG0006100	APOSC_17808	HUMAN11634, HUMAN11631
OG0006101	APOSC_22145	HUMAN09927
OG0006102	APOSC_22067	HUMAN14312
OG0006103	APOSC_08410	HUMAN25641, HUMAN25642
OG0006104	APOSC_06210, APOSC_19494	HUMAN13307, HUMAN13306
OG0006106	APOSC_06595	HUMAN01288
OG0006107	APOSC_07294	HUMAN06814
OG0006108	APOSC_15898	HUMAN19308, HUMAN24804
OG0006111	APOSC_03391	HUMAN04097
OG0006112	APOSC_24403	HUMAN11099, HUMAN11100
OG0006113	APOSC_26235	HUMAN27782
OG0006114	APOSC_22417	HUMAN20880, HUMAN20878
OG0006115	APOSC_09124	HUMAN25466
OG0006116	APOSC_26592	HUMAN04926
OG0006117	APOSC_07439	HUMAN13387
OG0006118	APOSC_07828	HUMAN23165
OG0006119	APOSC_11399	HUMAN22102
OG0006120	APOSC_20718	HUMAN17280
OG0006121	APOSC_27870	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269
OG0006122	APOSC_16541	HUMAN12964, HUMAN12963
OG0006123	APOSC_12556	HUMAN17179
OG0006124	APOSC_22257	HUMAN17199
OG0006125	APOSC_04763	HUMAN15346
OG0006126	APOSC_20086	HUMAN14607
OG0006127	APOSC_15621	HUMAN11301
OG0006128	APOSC_06200	HUMAN11291
OG0006129	APOSC_02978	HUMAN22337
OG0006130	APOSC_06548, APOSC_13669	HUMAN24930
OG0006131	APOSC_09740	HUMAN10340, HUMAN10341
OG0006132	APOSC_13478	HUMAN03519
OG0006133	APOSC_18362	HUMAN14156
OG0006134	APOSC_24225	HUMAN23158, HUMAN23157
OG0006135	APOSC_10242	HUMAN03432
OG0006136	APOSC_19976	HUMAN22424, HUMAN17420
OG0006137	APOSC_12184	HUMAN00743
OG0006138	APOSC_12176, APOSC_27850, APOSC_27851	HUMAN25102, HUMAN25101
OG0006139	APOSC_02031	HUMAN06941
OG0006140	APOSC_23359	HUMAN26387
OG0006141	APOSC_05712	HUMAN09892
OG0006144	APOSC_11441	HUMAN04932
OG0006145	APOSC_09691	HUMAN00147
OG0006146	APOSC_20265	HUMAN03067, HUMAN03068
OG0006148	APOSC_19000	HUMAN23409, HUMAN23408
OG0006149	APOSC_14242	HUMAN08668, HUMAN08667
OG0006151	APOSC_09261, APOSC_09262	HUMAN00256
OG0006152	APOSC_28211	HUMAN25623
OG0006153	APOSC_25551	HUMAN22991
OG0006155	APOSC_02722	HUMAN01881, HUMAN01880
OG0006158	APOSC_27578	HUMAN08816
OG0006159	APOSC_15246	HUMAN18627
OG0006160	APOSC_05551	HUMAN02882
OG0006161	APOSC_05129	HUMAN26115, HUMAN26114, HUMAN26113
OG0006162	APOSC_18054	HUMAN14159
OG0006163	APOSC_12748	HUMAN09410
OG0006164	APOSC_18639	HUMAN04454, HUMAN04456
OG0006165	APOSC_18182	HUMAN18893
OG0006167	APOSC_09956, APOSC_09955	HUMAN17145
OG0006168	APOSC_24765	HUMAN14603
OG0006169	APOSC_09033	HUMAN05182
OG0006170	APOSC_23360, APOSC_08104	HUMAN18106
OG0006171	APOSC_15964	HUMAN00716
OG0006174	APOSC_00455	HUMAN23536, HUMAN09956
OG0006175	APOSC_14435	HUMAN13786, HUMAN13787
OG0006176	APOSC_15825	HUMAN15034
OG0006177	APOSC_12821	HUMAN04270, HUMAN04269
OG0006178	APOSC_07148, APOSC_07147	HUMAN24297
OG0006179	APOSC_23268	HUMAN19533, HUMAN19532, HUMAN19531, HUMAN19530
OG0006180	APOSC_03152	HUMAN14035
OG0006181	APOSC_03481	HUMAN15352
OG0006182	APOSC_28042	HUMAN12689
OG0006183	APOSC_19486	HUMAN20217, HUMAN20218
OG0006184	APOSC_12695	HUMAN10559
OG0006185	APOSC_09138	HUMAN27818
OG0006186	APOSC_20197	HUMAN21213, HUMAN21214
OG0006187	APOSC_02281	HUMAN01890
OG0006188	APOSC_16452	HUMAN28717
OG0006189	APOSC_22882	HUMAN20704
OG0006190	APOSC_03905	HUMAN01849, HUMAN01850, HUMAN01851, HUMAN01852, HUMAN01848
OG0006191	APOSC_13840	HUMAN23679
OG0006192	APOSC_15421	HUMAN17512
OG0006193	APOSC_13831	HUMAN14368, HUMAN14367
OG0006194	APOSC_10741	HUMAN10520
OG0006195	APOSC_15441	HUMAN10454, HUMAN10455
OG0006196	APOSC_22172	HUMAN21725
OG0006198	APOSC_19038	HUMAN03715
OG0006199	APOSC_27250	HUMAN10536
OG0006200	APOSC_15844	HUMAN23006, HUMAN23007, HUMAN23008
OG0006201	APOSC_06891	HUMAN19925, HUMAN10840
OG0006202	APOSC_24490	HUMAN08133
OG0006203	APOSC_10963	HUMAN25094, HUMAN25093
OG0006204	APOSC_17513	HUMAN18056
OG0006205	APOSC_06222	HUMAN30034
OG0006206	APOSC_07404	HUMAN02535, HUMAN02536, HUMAN08296
OG0006207	APOSC_13200	HUMAN11853, HUMAN11852
OG0006208	APOSC_00172	HUMAN15001
OG0006209	APOSC_02034	HUMAN23230
OG0006210	APOSC_24919	HUMAN23180
OG0006211	APOSC_27330	HUMAN06304
OG0006212	APOSC_20256	HUMAN10475, HUMAN10477, HUMAN10478
OG0006213	APOSC_21384	HUMAN21555
OG0006214	APOSC_01407	HUMAN07072
OG0006216	APOSC_06952	HUMAN14806
OG0006217	APOSC_18136, APOSC_18135	HUMAN22494
OG0006219	APOSC_04015	HUMAN18491
OG0006220	APOSC_19990	HUMAN17684, HUMAN17685, HUMAN17683
OG0006223	APOSC_09113, APOSC_09114	HUMAN00723
OG0006224	APOSC_26870	HUMAN00219
OG0006225	APOSC_24236	HUMAN25075
OG0006226	APOSC_17729	HUMAN23414
OG0006227	APOSC_13147, APOSC_13146	HUMAN17359
OG0006228	APOSC_05084	HUMAN03879
OG0006229	APOSC_01024, APOSC_01023	HUMAN22948
OG0006230	APOSC_19352	HUMAN17688
OG0006231	APOSC_21161	HUMAN27851
OG0006232	APOSC_24357	HUMAN17570, HUMAN17571
OG0006233	APOSC_15042	HUMAN21229, HUMAN21231
OG0006234	APOSC_21894	HUMAN01013
OG0006235	APOSC_24879	HUMAN06038
OG0006237	APOSC_24918	HUMAN00401
OG0006238	APOSC_06392	HUMAN19681, HUMAN19682
OG0006239	APOSC_06762	HUMAN11201
OG0006240	APOSC_04652	HUMAN29061
OG0006241	APOSC_10614, APOSC_10613	HUMAN02189
OG0006242	APOSC_10594	HUMAN10654, HUMAN10653
OG0006243	APOSC_01950, APOSC_01949	HUMAN30316, HUMAN30317, HUMAN28619
OG0006244	APOSC_24967	HUMAN07280
OG0006245	APOSC_00921	HUMAN18087
OG0006246	APOSC_07735	HUMAN13922
OG0006247	APOSC_13444, APOSC_13445, APOSC_13443	HUMAN23517
OG0006248	APOSC_05903	HUMAN30385
OG0006249	APOSC_25692	HUMAN11927
OG0006250	APOSC_27267	HUMAN23876
OG0006251	APOSC_15876	HUMAN12332
OG0006252	APOSC_17057	HUMAN05954, HUMAN05956, HUMAN05955
OG0006253	APOSC_15972, APOSC_15973, APOSC_15971	HUMAN01544
OG0006254	APOSC_09754	HUMAN20127, HUMAN20128
OG0006255	APOSC_12367	HUMAN03423
OG0006256	APOSC_27700	HUMAN21324, HUMAN21325
OG0006257	APOSC_22535	HUMAN18727, HUMAN18726
OG0006258	APOSC_28143	HUMAN14002
OG0006259	APOSC_27968, APOSC_27967	HUMAN28344
OG0006260	APOSC_09774	HUMAN20497
OG0006261	APOSC_06934	HUMAN26805
OG0006262	APOSC_16097	HUMAN20747
OG0006263	APOSC_28291	HUMAN14070, HUMAN14069, HUMAN14068
OG0006264	APOSC_09598	HUMAN07077
OG0006265	APOSC_06482	HUMAN17934, HUMAN21410
OG0006266	APOSC_04471	HUMAN22408
OG0006267	APOSC_20000	HUMAN22613, HUMAN22612
OG0006268	APOSC_23154	HUMAN29838
OG0006270	APOSC_24411	HUMAN29317, HUMAN29316
OG0006271	APOSC_01767	HUMAN17446
OG0006273	APOSC_14698	HUMAN13702, HUMAN13703
OG0006274	APOSC_05415	HUMAN04287
OG0006275	APOSC_03010	HUMAN02519
OG0006276	APOSC_25253	HUMAN03057
OG0006277	APOSC_18887	HUMAN12337
OG0006278	APOSC_26547	HUMAN00416
OG0006279	APOSC_21488	HUMAN19507
OG0006280	APOSC_05701	HUMAN25747
OG0006281	APOSC_16932	HUMAN00064, HUMAN00065
OG0006282	APOSC_20699	HUMAN14206, HUMAN14207
OG0006283	APOSC_21898	HUMAN02975
OG0006284	APOSC_17077	HUMAN14241
OG0006285	APOSC_26526	HUMAN18055, HUMAN18054
OG0006286	APOSC_10357	HUMAN27261
OG0006287	APOSC_17884	HUMAN18673
OG0006288	APOSC_09696	HUMAN07138
OG0006289	APOSC_23398	HUMAN21130
OG0006290	APOSC_09719, APOSC_09720	HUMAN00026, HUMAN00028, HUMAN00027
OG0006291	APOSC_15695	HUMAN01280
OG0006292	APOSC_13130	HUMAN11024, HUMAN11025, HUMAN19092
OG0006293	APOSC_21478	HUMAN07177
OG0006294	APOSC_25798	HUMAN08808
OG0006295	APOSC_27816	HUMAN26422
OG0006296	APOSC_09402, APOSC_09403	HUMAN26959
OG0006297	APOSC_06137	HUMAN20419
OG0006298	APOSC_23078, APOSC_21654	HUMAN06371
OG0006299	APOSC_15235	HUMAN00504
OG0006300	APOSC_06143	HUMAN02710
OG0006301	APOSC_14170	HUMAN09238
OG0006302	APOSC_07364	HUMAN09795, HUMAN09794
OG0006304	APOSC_04870, APOSC_04871	HUMAN08877
OG0006305	APOSC_09305, APOSC_09304	HUMAN03641
OG0006306	APOSC_16571	HUMAN00547
OG0006307	APOSC_10245	HUMAN23322
OG0006308	APOSC_18706	HUMAN11839
OG0006309	APOSC_08275	HUMAN06820
OG0006310	APOSC_07796	HUMAN05065
OG0006311	APOSC_19031, APOSC_19032	HUMAN06167
OG0006312	APOSC_02920	HUMAN20048
OG0006313	APOSC_11157	HUMAN00601, HUMAN00602
OG0006314	APOSC_03446	HUMAN01546
OG0006315	APOSC_16530	HUMAN17337
OG0006316	APOSC_01457	HUMAN23371
OG0006318	APOSC_21042	HUMAN05453
OG0006319	APOSC_13656	HUMAN04099
OG0006320	APOSC_08286	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778
OG0006321	APOSC_04793	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151
OG0006322	APOSC_03517	HUMAN20861
OG0006323	APOSC_18189	HUMAN07594
OG0006324	APOSC_27096, APOSC_27097	HUMAN27779, HUMAN27778
OG0006325	APOSC_20822	HUMAN29195
OG0006326	APOSC_20354	HUMAN02266, HUMAN02265
OG0006327	APOSC_09302	HUMAN21564, HUMAN21563
OG0006328	APOSC_14875, APOSC_14876	HUMAN24587
OG0006329	APOSC_06676	HUMAN17356
OG0006330	APOSC_11664, APOSC_11665	HUMAN09633
OG0006331	APOSC_22141	HUMAN15803, HUMAN15802
OG0006332	APOSC_06680	HUMAN04311
OG0006333	APOSC_03450	HUMAN21171, HUMAN25511
OG0006334	APOSC_14348	HUMAN14773
OG0006335	APOSC_16776	HUMAN06483
OG0006336	APOSC_00188	HUMAN15046, HUMAN15045
OG0006337	APOSC_16182	HUMAN09564, HUMAN09563, HUMAN23595
OG0006338	APOSC_05885	HUMAN01207, HUMAN01206
OG0006339	APOSC_27213, APOSC_03533	HUMAN07408, HUMAN07407
OG0006340	APOSC_01676	HUMAN03191
OG0006341	APOSC_00352	HUMAN14510
OG0006343	APOSC_19586	HUMAN27487
OG0006344	APOSC_26452	HUMAN28604
OG0006345	APOSC_20819	HUMAN27906
OG0006346	APOSC_01817	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485
OG0006347	APOSC_17743	HUMAN06637
OG0006348	APOSC_22289, APOSC_22288	HUMAN23566
OG0006349	APOSC_09628	HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437
OG0006350	APOSC_11362	HUMAN23685
OG0006351	APOSC_20662	HUMAN22851
OG0006352	APOSC_28135	HUMAN28597
OG0006353	APOSC_03902	HUMAN15771
OG0006354	APOSC_19593	HUMAN17172
OG0006355	APOSC_09992	HUMAN21127
OG0006356	APOSC_01236	HUMAN12204
OG0006358	APOSC_14623	HUMAN26475
OG0006359	APOSC_05942	HUMAN01182
OG0006360	APOSC_03655	HUMAN06791
OG0006361	APOSC_06699	HUMAN11008
OG0006362	APOSC_25966	HUMAN00550
OG0006363	APOSC_11350	HUMAN04865
OG0006364	APOSC_10348	HUMAN28809
OG0006365	APOSC_17335	HUMAN17577, HUMAN30443
OG0006366	APOSC_11800	HUMAN18333
OG0006367	APOSC_11043	HUMAN16619, HUMAN16620
OG0006368	APOSC_16127	HUMAN12731, HUMAN12730
OG0006369	APOSC_23599	HUMAN04390
