Orthogroup	APOSC_ok	ASTMX
OG0006349	APOSC_09628	ASTMX21417
OG0006350	APOSC_11362	ASTMX10119
OG0006351	APOSC_20662	ASTMX00069, ASTMX11619
OG0006352	APOSC_28135	ASTMX18568, ASTMX00324
OG0006353	APOSC_03902	ASTMX20203
OG0006354	APOSC_19593	ASTMX12076
OG0006355	APOSC_09992	ASTMX10746
OG0006356	APOSC_01236	ASTMX13066
OG0006358	APOSC_14623	ASTMX03055
OG0006359	APOSC_05942	ASTMX06500
OG0006360	APOSC_03655	ASTMX14422
OG0006361	APOSC_06699	ASTMX06246
OG0006362	APOSC_25966	ASTMX07490
OG0006363	APOSC_11350	ASTMX18537
OG0006364	APOSC_10348	ASTMX12481
OG0006365	APOSC_17335	ASTMX02702, ASTMX04108
OG0006366	APOSC_11800	ASTMX06324
OG0006367	APOSC_11043	ASTMX20819, ASTMX04562
OG0006369	APOSC_23599	ASTMX02208
OG0006370	APOSC_08924, APOSC_08925	ASTMX17423
OG0006372	APOSC_14360	ASTMX09546
OG0006375	APOSC_05177	ASTMX07697
OG0006376	APOSC_08625	ASTMX13354, ASTMX13353
OG0006377	APOSC_05358	ASTMX03390
OG0006378	APOSC_20942	ASTMX20075
OG0006379	APOSC_27898	ASTMX03283
OG0006380	APOSC_28690	ASTMX04671
OG0006381	APOSC_07173	ASTMX07268
OG0006382	APOSC_07977	ASTMX04600
OG0006383	APOSC_28852	ASTMX03733
OG0006384	APOSC_00707	ASTMX17353
OG0006385	APOSC_27944	ASTMX03955, ASTMX10459
OG0006386	APOSC_07212	ASTMX12433
OG0006388	APOSC_17676	ASTMX03637, ASTMX01564
OG0006390	APOSC_03325	ASTMX12951
OG0006391	APOSC_09539	ASTMX13826, ASTMX02973
OG0006392	APOSC_00974	ASTMX09822
OG0006393	APOSC_04034	ASTMX10085, ASTMX03992, ASTMX03991
OG0006394	APOSC_10095	ASTMX13173
OG0006395	APOSC_21447	ASTMX16987
OG0006396	APOSC_23836	ASTMX09039
OG0006399	APOSC_08943	ASTMX16353, ASTMX16352
OG0006401	APOSC_10571	ASTMX17015, ASTMX01922
OG0006402	APOSC_15840	ASTMX21779
OG0006405	APOSC_00520	ASTMX04722, ASTMX02186
OG0006406	APOSC_05139	ASTMX21683, ASTMX16175
OG0006407	APOSC_09135	ASTMX09544, ASTMX06711
OG0006408	APOSC_19771	ASTMX14791
OG0006443	APOSC_25767	ASTMX17383
OG0006446	APOSC_21886, APOSC_21887	ASTMX14441
OG0006447	APOSC_15689	ASTMX03343
OG0006448	APOSC_02936	ASTMX06552
OG0006449	APOSC_19909, APOSC_19908	ASTMX00867
OG0006452	APOSC_15838	ASTMX00706, ASTMX06385
OG0006454	APOSC_28104	ASTMX09892, ASTMX15753
OG0006456	APOSC_07276	ASTMX13571
OG0006458	APOSC_27252	ASTMX14899
OG0006459	APOSC_25637	ASTMX05149
OG0006460	APOSC_21182	ASTMX10934
OG0006461	APOSC_16902, APOSC_16903	ASTMX20285
OG0006463	APOSC_17852	ASTMX03382, ASTMX03381
OG0006464	APOSC_09006	ASTMX07158
OG0006465	APOSC_06897	ASTMX04889
OG0006467	APOSC_24310, APOSC_24309	ASTMX08996
OG0006468	APOSC_24678	ASTMX13923
OG0006469	APOSC_18314, APOSC_18315	ASTMX04166
OG0006470	APOSC_18031	ASTMX19812
OG0006471	APOSC_08459, APOSC_06162	ASTMX10543
OG0006472	APOSC_14649	ASTMX03121
OG0006474	APOSC_26113	ASTMX05105
OG0006475	APOSC_05034	ASTMX06213
OG0006476	APOSC_08315	ASTMX03680
OG0006477	APOSC_20898, APOSC_11124, APOSC_27052, APOSC_13712, APOSC_11125	ASTMX01733
OG0006479	APOSC_10681	ASTMX05244
OG0006480	APOSC_03945	ASTMX10507
OG0006481	APOSC_03150	ASTMX12810
OG0006482	APOSC_21043	ASTMX15100
OG0006483	APOSC_06154	ASTMX12268
OG0006485	APOSC_08620	ASTMX05625
OG0006486	APOSC_15012	ASTMX00970
OG0006487	APOSC_19270	ASTMX19663
OG0006488	APOSC_12358	ASTMX20556
OG0006490	APOSC_24017	ASTMX07123
OG0006491	APOSC_01687, APOSC_01688	ASTMX09131
OG0006492	APOSC_26486	ASTMX06268
OG0006493	APOSC_27613, APOSC_27614	ASTMX06078
OG0006494	APOSC_07778	ASTMX06517
OG0006495	APOSC_07380	ASTMX10481, ASTMX20222, ASTMX20221
OG0006496	APOSC_20816	ASTMX13132
OG0006497	APOSC_08623	ASTMX04148
OG0006498	APOSC_19797, APOSC_19796	ASTMX09105
OG0006499	APOSC_10389	ASTMX03118, ASTMX19284
OG0006500	APOSC_03098	ASTMX01354
OG0006501	APOSC_00765	ASTMX20489
OG0006502	APOSC_00883	ASTMX03641
OG0006503	APOSC_27770	ASTMX17879
OG0006505	APOSC_20445	ASTMX14118
OG0006506	APOSC_03691	ASTMX07943, ASTMX07944
OG0006507	APOSC_16527	ASTMX06390
OG0006508	APOSC_20054	ASTMX20868
OG0006509	APOSC_22187	ASTMX17571
OG0006510	APOSC_01079	ASTMX21327
OG0006511	APOSC_18848	ASTMX07468
OG0006512	APOSC_27881	ASTMX17346
OG0006513	APOSC_27513	ASTMX12836
OG0006514	APOSC_05533	ASTMX14865
OG0006515	APOSC_16228, APOSC_16229	ASTMX02761
OG0006516	APOSC_03896	ASTMX04545
OG0006517	APOSC_09680	ASTMX11934
OG0006518	APOSC_02599, APOSC_02598	ASTMX04564
OG0006519	APOSC_12765	ASTMX01289
OG0006520	APOSC_12169	ASTMX13980
OG0006522	APOSC_11508	ASTMX12222, ASTMX05880
OG0006523	APOSC_06060	ASTMX06331
OG0006524	APOSC_17843	ASTMX08327
OG0006525	APOSC_25884	ASTMX04027
OG0006526	APOSC_01306	ASTMX12578
OG0006527	APOSC_15642	ASTMX22946, ASTMX16450, ASTMX16451
OG0006528	APOSC_05534	ASTMX16747
OG0006530	APOSC_08727, APOSC_08726	ASTMX01859
OG0006531	APOSC_19373	ASTMX07225
OG0006532	APOSC_03775	ASTMX02900
OG0006534	APOSC_20823	ASTMX18494
OG0006536	APOSC_01707	ASTMX04129
OG0006537	APOSC_27228, APOSC_27227	ASTMX08262
OG0006540	APOSC_23072	ASTMX04121
OG0006541	APOSC_13544	ASTMX10564
OG0006542	APOSC_24422	ASTMX13981
OG0006543	APOSC_13261	ASTMX20456
OG0006544	APOSC_04216	ASTMX18699
OG0006545	APOSC_13229	ASTMX12257
OG0006546	APOSC_11101, APOSC_11100	ASTMX21843
OG0006547	APOSC_12567, APOSC_12568, APOSC_12569	ASTMX12162
OG0006549	APOSC_12936	ASTMX13289
OG0006550	APOSC_07594	ASTMX02023
OG0006551	APOSC_07615	ASTMX09829
OG0006552	APOSC_20548, APOSC_11862	ASTMX10359
OG0006553	APOSC_01403	ASTMX04960
OG0006554	APOSC_03164	ASTMX07799
OG0006555	APOSC_11232, APOSC_01108, APOSC_01891, APOSC_01892	ASTMX00532
OG0006556	APOSC_06362	ASTMX04835
OG0006557	APOSC_21049	ASTMX00610
OG0006559	APOSC_04167	ASTMX04929, ASTMX14718
OG0006560	APOSC_28832	ASTMX10786
OG0006561	APOSC_07744	ASTMX15649
OG0006562	APOSC_03887	ASTMX04124
OG0006563	APOSC_01550, APOSC_01549	ASTMX14853
OG0006564	APOSC_26209	ASTMX05891
OG0006565	APOSC_10866	ASTMX05183, ASTMX13946
OG0006566	APOSC_05704	ASTMX21272
OG0006567	APOSC_28410	ASTMX00688
OG0006568	APOSC_00682	ASTMX11588
OG0006569	APOSC_17737	ASTMX04216
OG0006571	APOSC_10825	ASTMX18330
OG0006573	APOSC_11659	ASTMX15993
OG0006574	APOSC_04366	ASTMX02442
OG0006575	APOSC_05762	ASTMX03347
OG0006576	APOSC_03834, APOSC_03835	ASTMX19578
OG0006577	APOSC_18358	ASTMX02962
OG0006578	APOSC_17434, APOSC_17435	ASTMX20623, ASTMX20624
OG0006579	APOSC_03156	ASTMX10487
OG0006581	APOSC_01334, APOSC_01333	ASTMX05136
OG0006583	APOSC_16840	ASTMX09907
OG0006584	APOSC_01906	ASTMX01917
OG0006585	APOSC_22262	ASTMX03264
OG0006586	APOSC_27380	ASTMX00582
OG0006587	APOSC_03008	ASTMX17293
OG0006588	APOSC_13782	ASTMX22543
OG0006589	APOSC_12803, APOSC_12804	ASTMX01982
OG0006590	APOSC_02109	ASTMX01101
OG0006591	APOSC_10735, APOSC_10736	ASTMX01816
OG0006592	APOSC_26274	ASTMX19848
OG0006593	APOSC_08283	ASTMX13747
OG0006594	APOSC_06372	ASTMX10490
OG0006595	APOSC_28606	ASTMX17451
OG0006596	APOSC_02900	ASTMX15703
OG0006597	APOSC_00355	ASTMX08816
OG0006598	APOSC_24420	ASTMX03337
OG0006599	APOSC_09671	ASTMX20311, ASTMX05087
OG0006600	APOSC_03012	ASTMX01495
OG0006602	APOSC_03273	ASTMX13176
OG0006603	APOSC_23879, APOSC_23880	ASTMX16596
OG0006604	APOSC_04100	ASTMX04380
OG0006605	APOSC_26667	ASTMX19206
OG0006606	APOSC_24910	ASTMX07238
OG0006607	APOSC_27888	ASTMX07493
OG0006608	APOSC_19691	ASTMX16691, ASTMX06296
OG0006609	APOSC_21438	ASTMX17421
OG0006610	APOSC_01833	ASTMX19699
OG0006611	APOSC_10966	ASTMX17727
OG0006612	APOSC_08295, APOSC_08294	ASTMX02924
OG0006613	APOSC_04709	ASTMX21383
OG0006614	APOSC_05907	ASTMX01993
OG0006615	APOSC_14961	ASTMX12256
OG0006616	APOSC_28056	ASTMX13105
OG0006618	APOSC_02966	ASTMX02646
OG0006619	APOSC_15031	ASTMX17174
OG0006620	APOSC_23639	ASTMX10793, ASTMX08180
OG0006621	APOSC_06277	ASTMX03527
OG0006622	APOSC_23407	ASTMX01144
OG0006623	APOSC_06502, APOSC_06503	ASTMX00578
OG0006624	APOSC_20035	ASTMX19460
OG0006625	APOSC_05965	ASTMX17003, ASTMX17004
OG0006626	APOSC_22608	ASTMX00608
OG0006627	APOSC_03480	ASTMX01364
OG0006628	APOSC_24051	ASTMX02213, ASTMX00249
OG0006630	APOSC_23460, APOSC_21363	ASTMX22622
OG0006631	APOSC_15797	ASTMX13615
OG0006632	APOSC_25276	ASTMX04725, ASTMX00323
OG0006633	APOSC_11289	ASTMX18345
OG0006635	APOSC_04079	ASTMX19723
OG0006636	APOSC_04041, APOSC_04040	ASTMX06791
OG0006637	APOSC_20385	ASTMX01565
OG0006638	APOSC_01074	ASTMX05476
OG0006640	APOSC_13996, APOSC_20915	ASTMX09650
OG0006641	APOSC_15539	ASTMX01398
OG0006642	APOSC_12346	ASTMX03226
OG0006645	APOSC_27655	ASTMX14608
OG0006646	APOSC_04284	ASTMX04908
OG0006647	APOSC_00971	ASTMX21895
OG0006648	APOSC_16882	ASTMX11425
OG0006649	APOSC_22574, APOSC_22573	ASTMX22278
OG0006650	APOSC_23176	ASTMX22454
OG0006651	APOSC_19150	ASTMX03710
OG0006653	APOSC_25952	ASTMX11926
OG0006654	APOSC_12253	ASTMX10252
OG0006655	APOSC_27832, APOSC_27831	ASTMX02610
OG0006657	APOSC_16689	ASTMX13430
OG0006658	APOSC_17811	ASTMX01278
OG0006660	APOSC_08166	ASTMX16840, ASTMX15712
OG0006661	APOSC_27742	ASTMX06079
OG0006662	APOSC_06587	ASTMX10852
OG0006663	APOSC_04731	ASTMX20793
OG0006664	APOSC_16959	ASTMX18894
OG0006666	APOSC_28091	ASTMX14266
OG0006667	APOSC_10610	ASTMX06457
OG0006668	APOSC_04760	ASTMX08555
OG0006669	APOSC_27486	ASTMX07762
OG0006670	APOSC_28849	ASTMX08852
OG0006671	APOSC_05278, APOSC_22046	ASTMX02120
OG0006672	APOSC_27437	ASTMX03220
OG0006673	APOSC_13958	ASTMX18034, ASTMX05111
OG0006675	APOSC_23095	ASTMX17949
OG0006677	APOSC_18451	ASTMX10112
OG0006678	APOSC_13342	ASTMX21609
OG0006679	APOSC_02477	ASTMX01521
OG0006680	APOSC_07702	ASTMX00952
OG0006681	APOSC_24454	ASTMX10798
OG0006683	APOSC_06938, APOSC_06937	ASTMX17752
OG0006684	APOSC_09053, APOSC_06226	ASTMX19788
OG0006686	APOSC_03178	ASTMX07806
OG0006687	APOSC_14192	ASTMX05776
OG0006688	APOSC_28132	ASTMX02675
OG0006689	APOSC_21490	ASTMX02612
OG0006690	APOSC_28918	ASTMX15458
OG0006692	APOSC_04233	ASTMX15358
OG0006693	APOSC_28629	ASTMX13879
OG0006694	APOSC_06064	ASTMX03870
OG0006695	APOSC_25904	ASTMX21264
OG0006696	APOSC_15077	ASTMX04210, ASTMX04552
OG0006697	APOSC_05032	ASTMX19949, ASTMX09481
OG0006698	APOSC_28657	ASTMX14552
OG0006700	APOSC_16359	ASTMX18394
OG0006702	APOSC_04633	ASTMX04300
OG0006703	APOSC_20561	ASTMX15261
OG0006705	APOSC_03745, APOSC_04954	ASTMX18210
OG0006706	APOSC_18731	ASTMX06498
OG0006707	APOSC_25256	ASTMX05711
OG0006708	APOSC_05756, APOSC_21947	ASTMX11423
OG0006709	APOSC_14577	ASTMX12695
OG0006710	APOSC_17610	ASTMX16956
OG0006711	APOSC_11023, APOSC_11022	ASTMX17012
OG0006712	APOSC_01301	ASTMX19601
OG0006713	APOSC_13866	ASTMX15643, ASTMX17218
OG0006714	APOSC_12262	ASTMX07976
OG0006715	APOSC_15810	ASTMX14563, ASTMX06410
OG0006716	APOSC_28917	ASTMX11731
OG0006717	APOSC_08108	ASTMX04689
OG0006718	APOSC_20387	ASTMX17392
OG0006719	APOSC_11596	ASTMX11390
OG0006720	APOSC_05336	ASTMX06026
OG0006721	APOSC_11479	ASTMX18174
OG0006722	APOSC_10310	ASTMX12405
OG0006723	APOSC_03821	ASTMX13335
OG0006724	APOSC_24700	ASTMX17753
OG0006725	APOSC_19453	ASTMX09476
OG0006726	APOSC_18316	ASTMX03873
OG0006727	APOSC_26994	ASTMX20841, ASTMX20842
OG0006728	APOSC_22576	ASTMX14617
OG0006729	APOSC_06113	ASTMX05077
OG0006731	APOSC_22149	ASTMX19985
OG0006732	APOSC_23950	ASTMX22779
OG0006733	APOSC_04981	ASTMX09373, ASTMX11811
OG0006734	APOSC_19244	ASTMX04829
OG0006735	APOSC_21826	ASTMX05292
OG0006736	APOSC_13551, APOSC_27964, APOSC_20253, APOSC_00501	ASTMX03650
OG0006737	APOSC_01534	ASTMX11682
OG0006738	APOSC_04135	ASTMX13600
OG0006739	APOSC_07843	ASTMX02177
OG0006741	APOSC_03216	ASTMX00781
OG0006742	APOSC_08953	ASTMX08794, ASTMX20354
OG0006743	APOSC_15027	ASTMX13436, ASTMX07092
OG0006744	APOSC_12295	ASTMX09205, ASTMX05381
OG0006745	APOSC_10325	ASTMX16122
OG0006748	APOSC_00908	ASTMX18321
OG0006749	APOSC_14278	ASTMX10213
OG0006750	APOSC_11672	ASTMX03816
OG0006751	APOSC_16556	ASTMX10960
OG0006752	APOSC_28200	ASTMX03481
OG0006753	APOSC_20682, APOSC_20681	ASTMX08486
OG0006754	APOSC_11821	ASTMX06832
OG0006755	APOSC_14956	ASTMX00482
OG0006757	APOSC_18094	ASTMX13935
OG0006758	APOSC_15760	ASTMX00799
OG0006759	APOSC_25234	ASTMX17468
OG0006760	APOSC_19037, APOSC_19036	ASTMX10010
OG0006761	APOSC_03290	ASTMX19006
OG0006762	APOSC_16740	ASTMX19374, ASTMX06557
OG0006763	APOSC_20026, APOSC_20025	ASTMX04265, ASTMX18089
OG0006764	APOSC_20869	ASTMX04734
OG0006765	APOSC_01940	ASTMX03547, ASTMX03548
OG0006766	APOSC_27131	ASTMX03906
OG0006768	APOSC_13809	ASTMX01848
OG0006769	APOSC_22100	ASTMX00239
OG0006770	APOSC_06423	ASTMX05163, ASTMX17797
OG0006772	APOSC_25051	ASTMX17412
OG0006775	APOSC_28615	ASTMX07700
OG0006776	APOSC_16675	ASTMX14097
OG0006777	APOSC_08802	ASTMX09376
OG0006780	APOSC_20477	ASTMX04854
OG0006784	APOSC_28941	ASTMX14614
OG0006827	APOSC_16610	ASTMX03162
OG0006828	APOSC_09038	ASTMX06916
OG0006829	APOSC_16030	ASTMX16614
OG0006830	APOSC_00845	ASTMX12230
OG0006831	APOSC_22111, APOSC_10261	ASTMX02537
OG0006832	APOSC_28825	ASTMX05805
OG0006833	APOSC_22162	ASTMX16981
OG0006837	APOSC_14057	ASTMX12356
OG0006838	APOSC_16437	ASTMX04988
OG0006839	APOSC_01680	ASTMX16275
OG0006842	APOSC_06507	ASTMX18470
OG0006843	APOSC_14144	ASTMX15344, ASTMX15343
OG0006844	APOSC_11535	ASTMX05150
OG0006845	APOSC_12608	ASTMX22497, ASTMX18536
OG0006846	APOSC_05736, APOSC_05737	ASTMX04852
OG0006847	APOSC_15685	ASTMX05035
OG0006848	APOSC_26271	ASTMX02777, ASTMX15411
OG0006849	APOSC_20947	ASTMX10597
OG0006850	APOSC_10380	ASTMX17410
OG0006851	APOSC_24551	ASTMX10431
OG0006852	APOSC_14573	ASTMX21034, ASTMX05169, ASTMX05168
OG0006853	APOSC_07788	ASTMX02147
OG0006856	APOSC_28793	ASTMX15975
OG0006857	APOSC_12395	ASTMX10533
OG0006860	APOSC_01094	ASTMX08893
OG0006861	APOSC_11661	ASTMX12683
OG0006862	APOSC_00866	ASTMX04586
OG0006863	APOSC_05257	ASTMX06189
OG0006864	APOSC_16067	ASTMX14844
OG0006865	APOSC_09348	ASTMX00544
OG0006866	APOSC_20923	ASTMX15118
OG0006867	APOSC_11115	ASTMX17195
OG0006869	APOSC_04651	ASTMX04037
OG0006870	APOSC_12633	ASTMX19219
OG0006871	APOSC_01977	ASTMX18202
OG0006872	APOSC_08701	ASTMX07240
OG0006873	APOSC_23503	ASTMX19378
OG0006874	APOSC_11485	ASTMX10745
OG0006875	APOSC_10381	ASTMX06127
OG0006876	APOSC_18254	ASTMX11416
OG0006877	APOSC_18293	ASTMX13244
OG0006878	APOSC_01773	ASTMX16892
OG0006879	APOSC_06604	ASTMX16173
OG0006880	APOSC_03709	ASTMX10742
OG0006881	APOSC_09150	ASTMX18811
OG0006882	APOSC_06091	ASTMX02554
OG0006885	APOSC_22492	ASTMX15506
OG0006886	APOSC_04387	ASTMX09095, ASTMX01120
OG0006887	APOSC_00826, APOSC_11505	ASTMX11439
OG0006888	APOSC_22590	ASTMX09251
OG0006889	APOSC_17662, APOSC_23087, APOSC_03839, APOSC_09552	ASTMX07203
OG0006890	APOSC_27999	ASTMX17391
OG0006891	APOSC_00967	ASTMX19493
OG0006892	APOSC_26125	ASTMX00090
OG0006893	APOSC_22113	ASTMX07824
OG0006894	APOSC_04510	ASTMX19536
OG0006895	APOSC_20287	ASTMX01494
OG0006896	APOSC_23139	ASTMX21118, ASTMX01593
OG0006897	APOSC_06582	ASTMX03361
OG0006898	APOSC_16657	ASTMX06272
OG0006899	APOSC_17275	ASTMX19445
OG0006901	APOSC_25494	ASTMX00087
OG0006902	APOSC_16017	ASTMX14454
OG0006903	APOSC_06899	ASTMX10135, ASTMX10443
OG0006904	APOSC_20807	ASTMX18096
OG0006905	APOSC_11319	ASTMX21329
OG0006906	APOSC_00341	ASTMX11180
OG0006907	APOSC_05174, APOSC_05175	ASTMX21343
OG0006908	APOSC_26806, APOSC_26807	ASTMX03466
OG0006909	APOSC_00946	ASTMX01775
OG0006911	APOSC_23502	ASTMX04692
OG0006912	APOSC_10167	ASTMX03849
OG0006914	APOSC_17323	ASTMX15342
OG0006916	APOSC_04270	ASTMX16770
OG0006917	APOSC_21814, APOSC_21813	ASTMX19078
OG0006918	APOSC_20144, APOSC_14855	ASTMX16285
OG0006919	APOSC_28693	ASTMX19164
OG0006920	APOSC_14677	ASTMX09808
OG0006922	APOSC_05237, APOSC_26054	ASTMX09149, ASTMX09150
OG0006923	APOSC_09975	ASTMX08705
OG0006924	APOSC_17355	ASTMX15741
OG0006925	APOSC_12360	ASTMX08108
OG0006926	APOSC_23235	ASTMX04276
OG0006928	APOSC_13798	ASTMX20820, ASTMX17417
OG0006929	APOSC_15538	ASTMX14469
OG0006931	APOSC_23620, APOSC_23621, APOSC_23622	ASTMX01266
OG0006932	APOSC_14195	ASTMX01417
OG0006934	APOSC_15892	ASTMX00025
OG0006935	APOSC_24367	ASTMX18496
OG0006936	APOSC_23709	ASTMX10953
OG0006937	APOSC_10533	ASTMX14042
OG0006938	APOSC_02071	ASTMX05289
OG0006939	APOSC_21829	ASTMX13531
OG0006942	APOSC_15674	ASTMX13442
OG0006943	APOSC_02744	ASTMX16314
OG0006944	APOSC_23707	ASTMX02091
OG0006945	APOSC_28020	ASTMX00086, ASTMX21538
OG0006946	APOSC_14039	ASTMX14240
OG0006948	APOSC_06730	ASTMX02465
OG0006949	APOSC_17697	ASTMX06229
OG0006951	APOSC_23643	ASTMX12012
OG0006952	APOSC_15791	ASTMX00883
OG0006953	APOSC_08950	ASTMX13999
OG0006954	APOSC_10218	ASTMX20718
OG0006955	APOSC_17210	ASTMX07198, ASTMX07110
OG0006956	APOSC_19164	ASTMX05793
OG0006957	APOSC_00100	ASTMX04737
OG0006958	APOSC_25823	ASTMX14580
OG0006959	APOSC_20494	ASTMX03957, ASTMX19214
OG0006960	APOSC_19583	ASTMX00079
OG0006962	APOSC_03262, APOSC_03263	ASTMX00716
OG0006964	APOSC_10222	ASTMX21391
OG0006965	APOSC_18545	ASTMX06957
OG0006966	APOSC_26275	ASTMX09198
OG0006967	APOSC_12955	ASTMX07737
OG0006968	APOSC_00698	ASTMX20101
OG0006969	APOSC_07170	ASTMX15725
OG0006970	APOSC_09941	ASTMX10956, ASTMX17588
OG0006971	APOSC_04252	ASTMX14444
OG0006972	APOSC_09616	ASTMX02142
OG0006972	APOSC_09617	ASTMX02143
OG0006974	APOSC_06682	ASTMX18253, ASTMX09496, ASTMX01542
OG0006975	APOSC_14478, APOSC_15520	ASTMX05767
OG0006976	APOSC_01644, APOSC_01645	ASTMX01198
OG0006977	APOSC_15264	ASTMX13939
OG0006978	APOSC_00042	ASTMX03349
OG0006979	APOSC_22138	ASTMX20387
OG0006980	APOSC_11757	ASTMX08911
OG0006981	APOSC_04390	ASTMX18249
OG0006982	APOSC_10252, APOSC_10251, APOSC_10253	ASTMX06903
OG0006983	APOSC_00534, APOSC_00533	ASTMX04803
OG0006984	APOSC_14602	ASTMX01069, ASTMX17758, ASTMX00621
OG0006985	APOSC_21926	ASTMX08374
OG0006987	APOSC_20794	ASTMX03786
OG0006988	APOSC_00895	ASTMX04994
OG0006989	APOSC_01479	ASTMX13258
OG0006990	APOSC_13593, APOSC_13594	ASTMX12780
OG0006991	APOSC_01763	ASTMX17290
OG0006992	APOSC_25456	ASTMX01520
OG0006993	APOSC_04772	ASTMX15549
OG0006994	APOSC_08742	ASTMX16722
OG0006995	APOSC_00344	ASTMX13568
OG0006997	APOSC_28149	ASTMX16081
OG0006998	APOSC_22383	ASTMX20511
OG0006999	APOSC_09100	ASTMX01835
OG0007000	APOSC_20337	ASTMX15934
OG0007001	APOSC_08849	ASTMX14381
OG0007002	APOSC_27671	ASTMX16784
OG0007003	APOSC_26380	ASTMX07209, ASTMX15526
OG0007004	APOSC_13857	ASTMX09577
OG0007005	APOSC_24636	ASTMX22123
OG0007006	APOSC_28366	ASTMX06196
OG0007007	APOSC_10435	ASTMX02970
OG0007008	APOSC_18746	ASTMX15324
OG0007009	APOSC_07119	ASTMX19873
OG0007010	APOSC_12136	ASTMX11111
OG0007011	APOSC_20429	ASTMX05849
OG0007012	APOSC_15867	ASTMX09660
OG0007013	APOSC_09730	ASTMX04505
OG0007014	APOSC_16895	ASTMX08585
OG0007015	APOSC_28647	ASTMX17285
OG0007018	APOSC_00713	ASTMX14959
OG0007020	APOSC_18999	ASTMX09751
OG0007021	APOSC_04328	ASTMX12977
OG0007022	APOSC_24349	ASTMX05294
OG0007023	APOSC_14309, APOSC_12375	ASTMX16844
OG0007024	APOSC_27246	ASTMX00414
OG0007025	APOSC_12694	ASTMX02047
OG0007026	APOSC_28712, APOSC_21089	ASTMX05189
OG0007027	APOSC_10461	ASTMX19969
OG0007029	APOSC_18912, APOSC_04107	ASTMX00701
OG0007031	APOSC_13081, APOSC_13080	ASTMX20247
OG0007032	APOSC_12833, APOSC_09407	ASTMX00154
OG0007033	APOSC_24322	ASTMX01258
OG0007034	APOSC_19528	ASTMX14249
OG0007035	APOSC_17691	ASTMX03494, ASTMX12369
OG0007036	APOSC_03069	ASTMX13788
OG0007037	APOSC_01629	ASTMX12701
OG0007038	APOSC_21427	ASTMX01792
OG0007039	APOSC_01662	ASTMX01368, ASTMX11134
OG0007040	APOSC_25165, APOSC_25164	ASTMX09108
OG0007041	APOSC_28485	ASTMX12415, ASTMX17229
OG0007042	APOSC_10292	ASTMX10661
OG0007043	APOSC_28626	ASTMX12586
OG0007044	APOSC_05977	ASTMX08265
OG0007045	APOSC_16504	ASTMX05785
OG0007046	APOSC_23056	ASTMX11335
OG0007047	APOSC_10550	ASTMX00903
OG0007048	APOSC_00169, APOSC_00168, APOSC_25307	ASTMX04983, ASTMX07732
OG0007049	APOSC_08006	ASTMX02583
OG0007050	APOSC_16824	ASTMX11641
OG0007053	APOSC_04174	ASTMX17068
OG0007054	APOSC_27121, APOSC_27122	ASTMX07334
OG0007055	APOSC_28893	ASTMX13195
OG0007056	APOSC_16544	ASTMX05882
OG0007057	APOSC_06628	ASTMX12425
OG0007058	APOSC_07588	ASTMX07059
OG0007059	APOSC_01188	ASTMX01512
OG0007061	APOSC_14209	ASTMX10503
OG0007062	APOSC_14304, APOSC_14306, APOSC_14305	ASTMX15159
OG0007063	APOSC_13274	ASTMX10117
OG0007064	APOSC_02456	ASTMX19560
OG0007066	APOSC_08408, APOSC_08407, APOSC_08406	ASTMX22476
OG0007067	APOSC_24526, APOSC_07802, APOSC_07803	ASTMX08892
OG0007068	APOSC_27141	ASTMX10090
OG0007071	APOSC_27041	ASTMX08483
OG0007072	APOSC_14835	ASTMX07084
OG0007073	APOSC_00327	ASTMX19088
OG0007074	APOSC_19473	ASTMX18317
OG0007075	APOSC_03866	ASTMX15828, ASTMX07345
OG0007076	APOSC_05680, APOSC_05681	ASTMX16160
OG0007077	APOSC_28490	ASTMX11100
OG0007078	APOSC_08234	ASTMX15143
OG0007079	APOSC_23613	ASTMX04560
OG0007080	APOSC_29043	ASTMX08945
OG0007081	APOSC_19187	ASTMX07386
OG0007082	APOSC_05786	ASTMX10303
OG0007083	APOSC_23920	ASTMX00902
OG0007084	APOSC_07815	ASTMX21153
OG0007085	APOSC_12901	ASTMX02625
OG0007086	APOSC_01919	ASTMX07211
OG0007087	APOSC_20929	ASTMX08152
OG0007088	APOSC_03055	ASTMX15682
OG0007089	APOSC_22753	ASTMX02285
OG0007090	APOSC_18836	ASTMX06534, ASTMX02841
OG0007091	APOSC_23447	ASTMX11325
OG0007092	APOSC_10609	ASTMX01277
OG0007093	APOSC_27296	ASTMX22411, ASTMX21833
OG0007094	APOSC_17231	ASTMX08477
OG0007095	APOSC_12306	ASTMX09063
OG0007096	APOSC_21381	ASTMX11766, ASTMX03776
OG0007097	APOSC_22424	ASTMX19019
OG0007098	APOSC_27550	ASTMX01065
OG0007099	APOSC_13497	ASTMX18631
OG0007100	APOSC_06224	ASTMX09252
OG0007102	APOSC_04717	ASTMX09794
OG0007103	APOSC_20501	ASTMX15827
OG0007104	APOSC_20485	ASTMX02246, ASTMX12173
OG0007105	APOSC_00982	ASTMX19209
OG0007106	APOSC_15406	ASTMX00806
OG0007107	APOSC_13860	ASTMX19243
OG0007108	APOSC_08652	ASTMX12153
OG0007111	APOSC_24673	ASTMX09580, ASTMX03137
OG0007112	APOSC_07955	ASTMX05122
