Orthogroup	BRALA	SCHMD
OG0006386	BRALA17118	SCHMD13835, SCHMD19804
OG0006387	BRALA30260	SCHMD14692
OG0006392	BRALA12289	SCHMD15116, SCHMD12579
OG0006395	BRALA16655	SCHMD08199
OG0006401	BRALA30659	SCHMD19581, SCHMD26470
OG0006402	BRALA16948	SCHMD13826, SCHMD09114
OG0006406	BRALA16985	SCHMD27566
OG0006408	BRALA30169, BRALA30167	SCHMD11225
OG0006414	BRALA21306	SCHMD18742
OG0006416	BRALA23596	SCHMD03354
OG0006443	BRALA15942	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	BRALA14481	SCHMD18654
OG0006449	BRALA12969	SCHMD06362
OG0006452	BRALA18059	SCHMD23102, SCHMD15046
OG0006454	BRALA31920	SCHMD07698, SCHMD07699
OG0006456	BRALA07627	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	BRALA14722	SCHMD16313
OG0006459	BRALA21741	SCHMD21368
OG0006461	BRALA17215	SCHMD19693, SCHMD11861
OG0006462	BRALA21972	SCHMD07729
OG0006463	BRALA15556	SCHMD07130
OG0006464	BRALA11660	SCHMD12787, SCHMD19777
OG0006465	BRALA11934	SCHMD28077, SCHMD07507
OG0006469	BRALA13138	SCHMD02780
OG0006470	BRALA03878	SCHMD16861
OG0006472	BRALA01349	SCHMD23852, SCHMD12162
OG0006474	BRALA29415	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	BRALA07446	SCHMD12763
OG0006476	BRALA08067	SCHMD29103, SCHMD25388
OG0006478	BRALA20796	SCHMD01744
OG0006479	BRALA32335	SCHMD20030
OG0006480	BRALA00269	SCHMD01088
OG0006481	BRALA01853	SCHMD02855
OG0006482	BRALA23441	SCHMD06492
OG0006486	BRALA17155	SCHMD12934, SCHMD02395
OG0006488	BRALA22110	SCHMD29514, SCHMD21588
OG0006490	BRALA09290	SCHMD00433
OG0006494	BRALA12242	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	BRALA21471	SCHMD05406
OG0006503	BRALA13583	SCHMD07908
OG0006504	BRALA17735	SCHMD04702, SCHMD29580
OG0006505	BRALA14552	SCHMD08554, SCHMD08796
OG0006507	BRALA24795	SCHMD22063
OG0006509	BRALA11787	SCHMD13705
OG0006510	BRALA26585	SCHMD11921
OG0006511	BRALA26583	SCHMD03048
OG0006512	BRALA15201	SCHMD12217, SCHMD11205
OG0006514	BRALA16975	SCHMD08264
OG0006517	BRALA05623	SCHMD00950
OG0006518	BRALA27980	SCHMD03959
OG0006519	BRALA30968	SCHMD25528
OG0006520	BRALA26806	SCHMD00155
OG0006523	BRALA28068	SCHMD12246, SCHMD13301
OG0006525	BRALA12796	SCHMD21904
OG0006526	BRALA03451	SCHMD14233
OG0006527	BRALA25277	SCHMD10447, SCHMD13054
OG0006528	BRALA07058	SCHMD09670
OG0006531	BRALA02175	SCHMD00423, SCHMD00419
OG0006532	BRALA05058	SCHMD27245
OG0006533	BRALA12416	SCHMD18625
OG0006536	BRALA24028	SCHMD28548
OG0006537	BRALA30762	SCHMD07012
OG0006538	BRALA05308	SCHMD09434
OG0006540	BRALA14264	SCHMD24252, SCHMD19265
OG0006542	BRALA26807	SCHMD07956
OG0006543	BRALA21134	SCHMD05909
OG0006544	BRALA08406	SCHMD05488
OG0006545	BRALA23681	SCHMD08819
OG0006546	BRALA13326	SCHMD22666, SCHMD26503
OG0006547	BRALA21713	SCHMD01454
OG0006548	BRALA24297	SCHMD28704
OG0006549	BRALA12819	SCHMD07432
OG0006550	BRALA27195	SCHMD05608
OG0006552	BRALA18527	SCHMD16090
OG0006553	BRALA06295	SCHMD03817
OG0006554	BRALA14992	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	BRALA24801	SCHMD10898, SCHMD08118
OG0006557	BRALA24618	SCHMD15751
OG0006561	BRALA12061	SCHMD07629
OG0006563	BRALA17770	SCHMD08352
OG0006564	BRALA23592	SCHMD15011
OG0006566	BRALA11134	SCHMD10136, SCHMD13813
OG0006567	BRALA30066	SCHMD25728, SCHMD21897
OG0006570	BRALA10044	SCHMD12205, SCHMD05328
OG0006571	BRALA01588	SCHMD00180, SCHMD27487
OG0006573	BRALA25563	SCHMD10554
OG0006574	BRALA09517	SCHMD18201
OG0006579	BRALA01184	SCHMD11335, SCHMD14843
OG0006583	BRALA12341	SCHMD08738
OG0006586	BRALA34705, BRALA34026	SCHMD14590
OG0006590	BRALA22902	SCHMD02740
OG0006593	BRALA00408, BRALA00407	SCHMD08560
OG0006594	BRALA24225	SCHMD00507
OG0006595	BRALA04703	SCHMD08252
OG0006596	BRALA26574	SCHMD05657
OG0006597	BRALA15919	SCHMD04098
OG0006598	BRALA18182	SCHMD23134
OG0006599	BRALA03707	SCHMD28680
OG0006600	BRALA25769, BRALA23296	SCHMD12543, SCHMD20580
OG0006603	BRALA03443	SCHMD13311, SCHMD24906
OG0006604	BRALA33757	SCHMD12610
OG0006606	BRALA27981	SCHMD11990
OG0006607	BRALA15151	SCHMD00025
OG0006608	BRALA16177	SCHMD21063
OG0006610	BRALA23008, BRALA25297	SCHMD10412
OG0006614	BRALA01003	SCHMD05476
OG0006615	BRALA13677	SCHMD02189
OG0006616	BRALA12229, BRALA16162	SCHMD12397
OG0006619	BRALA16699	SCHMD14686
OG0006621	BRALA28416	SCHMD06932
OG0006622	BRALA12099	SCHMD16418, SCHMD16456
OG0006623	BRALA32109	SCHMD00154
OG0006624	BRALA20284	SCHMD28658, SCHMD27359
OG0006626	BRALA15000	SCHMD05850
OG0006628	BRALA05802	SCHMD10378
OG0006630	BRALA04522	SCHMD02436
OG0006631	BRALA21370	SCHMD24627, SCHMD24745
OG0006632	BRALA11411	SCHMD11914, SCHMD18633
OG0006633	BRALA15776	SCHMD06460
OG0006636	BRALA13097	SCHMD09363
OG0006637	BRALA26648	SCHMD17064, SCHMD26047
OG0006640	BRALA03728	SCHMD09877
OG0006646	BRALA13446	SCHMD10329
OG0006647	BRALA03119	SCHMD12770, SCHMD12371
OG0006648	BRALA24820	SCHMD13489
OG0006651	BRALA18794	SCHMD07289, SCHMD06082
OG0006652	BRALA10835	SCHMD08119
OG0006653	BRALA16140	SCHMD04276, SCHMD04275
OG0006655	BRALA00574	SCHMD00645
OG0006656	BRALA07528	SCHMD15425
OG0006658	BRALA16629	SCHMD07703, SCHMD19832
OG0006659	BRALA15333	SCHMD00915
OG0006662	BRALA14712	SCHMD11088, SCHMD02344
OG0006663	BRALA16974	SCHMD05461
OG0006664	BRALA24834	SCHMD29653, SCHMD01212
OG0006666	BRALA34133	SCHMD00843
OG0006667	BRALA05144	SCHMD02023
OG0006668	BRALA08318	SCHMD00035
OG0006669	BRALA00985	SCHMD15456
OG0006670	BRALA02659	SCHMD06283
OG0006671	BRALA18774	SCHMD02649
OG0006673	BRALA29976	SCHMD11139, SCHMD01947
OG0006674	BRALA23672, BRALA33822, BRALA23673	SCHMD28901
OG0006675	BRALA09831	SCHMD10065, SCHMD21124
OG0006677	BRALA06236	SCHMD28844
OG0006678	BRALA06274	SCHMD02351
OG0006680	BRALA25853	SCHMD07321, SCHMD04365
OG0006682	BRALA13394	SCHMD13232
OG0006683	BRALA26678	SCHMD12055
OG0006684	BRALA12717	SCHMD03196
OG0006686	BRALA03046	SCHMD05511
OG0006688	BRALA20025	SCHMD02782
OG0006689	BRALA08372	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	BRALA17356	SCHMD02600
OG0006691	BRALA14546	SCHMD14621
OG0006692	BRALA17480	SCHMD15336
OG0006693	BRALA06823	SCHMD00589
OG0006694	BRALA16849	SCHMD05629
OG0006695	BRALA18862	SCHMD06025
OG0006697	BRALA31820	SCHMD19994, SCHMD13817, SCHMD29045
OG0006698	BRALA19125	SCHMD12118
OG0006700	BRALA11720	SCHMD29051, SCHMD15433, SCHMD27357
OG0006702	BRALA01475	SCHMD29672
OG0006704	BRALA34768	SCHMD28226
OG0006705	BRALA15796	SCHMD14770, SCHMD13114
OG0006706	BRALA02737	SCHMD12854
OG0006707	BRALA23645	SCHMD19389
OG0006708	BRALA20874	SCHMD01518
OG0006709	BRALA09059	SCHMD06005
OG0006712	BRALA20215, BRALA20214	SCHMD13757
OG0006713	BRALA22528	SCHMD16767, SCHMD28912, SCHMD01013, SCHMD16768
OG0006717	BRALA26122	SCHMD09869
OG0006718	BRALA31418	SCHMD28286
OG0006720	BRALA12683	SCHMD15330, SCHMD18737
OG0006721	BRALA21743	SCHMD06116
OG0006722	BRALA01042	SCHMD18971, SCHMD24284
OG0006723	BRALA05735	SCHMD12671
OG0006725	BRALA28234	SCHMD15226
OG0006726	BRALA16670	SCHMD22403
OG0006727	BRALA01476	SCHMD01781
OG0006728	BRALA14826	SCHMD09693
OG0006729	BRALA01063	SCHMD09997, SCHMD07849
OG0006730	BRALA02164	SCHMD15242
OG0006733	BRALA26251	SCHMD02938
OG0006734	BRALA30882	SCHMD13149, SCHMD15306
OG0006735	BRALA27074	SCHMD23549, SCHMD18150, SCHMD22619
OG0006737	BRALA03436	SCHMD05655
OG0006741	BRALA09365	SCHMD21104, SCHMD16448
OG0006742	BRALA11740	SCHMD14364
OG0006743	BRALA00242	SCHMD06609
OG0006749	BRALA22769	SCHMD17570, SCHMD17569
OG0006750	BRALA09668	SCHMD04443, SCHMD17273, SCHMD07663
OG0006752	BRALA22950	SCHMD12442
OG0006753	BRALA24992	SCHMD08285
OG0006754	BRALA20552	SCHMD13342
OG0006755	BRALA22940	SCHMD10228
OG0006758	BRALA00417	SCHMD05008, SCHMD10024
OG0006761	BRALA11904	SCHMD13526
OG0006764	BRALA12801, BRALA12802	SCHMD22289
OG0006766	BRALA12385	SCHMD07248
OG0006768	BRALA24120	SCHMD03977
OG0006772	BRALA21416	SCHMD01476
OG0006776	BRALA14483	SCHMD10792
OG0006777	BRALA21484	SCHMD08214
OG0006780	BRALA11976	SCHMD13525, SCHMD14457
OG0006791	BRALA16274	SCHMD15752
OG0006826	BRALA11906	SCHMD05426
OG0006829	BRALA28885	SCHMD18846
OG0006830	BRALA28939	SCHMD01740
OG0006833	BRALA25618	SCHMD25705, SCHMD22029
OG0006835	BRALA28202	SCHMD11727, SCHMD11726
OG0006839	BRALA06690	SCHMD11239
OG0006842	BRALA01039	SCHMD07853
OG0006843	BRALA21641	SCHMD10166
OG0006844	BRALA09600	SCHMD10998
OG0006846	BRALA29210	SCHMD24471
OG0006847	BRALA27665	SCHMD10920
OG0006848	BRALA20677	SCHMD15273, SCHMD24879
OG0006851	BRALA27931	SCHMD13891, SCHMD10310
OG0006856	BRALA24695	SCHMD03115
OG0006857	BRALA06099	SCHMD03719
OG0006858	BRALA05940	SCHMD17672
OG0006860	BRALA03297	SCHMD14888, SCHMD01768
OG0006862	BRALA29568	SCHMD08954
OG0006864	BRALA31204	SCHMD09900
OG0006867	BRALA30972	SCHMD19722
OG0006874	BRALA13013	SCHMD00242
OG0006875	BRALA22498	SCHMD14340
OG0006876	BRALA05364	SCHMD01180
OG0006877	BRALA07858	SCHMD28894, SCHMD14652
OG0006878	BRALA00734	SCHMD07673
OG0006881	BRALA19408	SCHMD13107
OG0006882	BRALA03081	SCHMD08215
OG0006883	BRALA16909	SCHMD04789
OG0006886	BRALA19017	SCHMD04628
OG0006887	BRALA23687	SCHMD02004
OG0006889	BRALA27317	SCHMD19490
OG0006890	BRALA31419	SCHMD09977
OG0006891	BRALA28938	SCHMD16311
OG0006892	BRALA09163	SCHMD06736, SCHMD03941
OG0006894	BRALA13030	SCHMD08244
OG0006895	BRALA08907	SCHMD25533, SCHMD25532
OG0006897	BRALA01574	SCHMD14554
OG0006900	BRALA19706	SCHMD12706, SCHMD20696, SCHMD15238
OG0006901	BRALA09160	SCHMD00150
OG0006902	BRALA18408	SCHMD09576
OG0006906	BRALA07226	SCHMD01345
OG0006909	BRALA33942	SCHMD08896
OG0006909	BRALA33141, BRALA19160, BRALA12740	SCHMD03475
OG0006914	BRALA21731	SCHMD02005
OG0006915	BRALA03155, BRALA15756	SCHMD17740
OG0006917	BRALA05537	SCHMD15444, SCHMD23496
OG0006918	BRALA16643	SCHMD02128
OG0006919	BRALA11547	SCHMD04163
OG0006920	BRALA32734	SCHMD07640
OG0006921	BRALA08122	SCHMD00179
OG0006924	BRALA11900	SCHMD07270
OG0006926	BRALA29464	SCHMD18025, SCHMD24077
OG0006927	BRALA05354, BRALA05352	SCHMD05483
OG0006928	BRALA35712	SCHMD24085
OG0006931	BRALA02116	SCHMD09823
OG0006934	BRALA05992	SCHMD02940
OG0006937	BRALA13456	SCHMD07394
OG0006938	BRALA12778	SCHMD13105
OG0006939	BRALA27730	SCHMD19736, SCHMD17847
OG0006942	BRALA15259	SCHMD05106
OG0006945	BRALA23683	SCHMD20350, SCHMD21540
OG0006946	BRALA10185	SCHMD03034
OG0006948	BRALA19464	SCHMD10039
OG0006949	BRALA07772	SCHMD04433
OG0006951	BRALA04665	SCHMD04285
OG0006952	BRALA19947, BRALA34472	SCHMD00571
OG0006954	BRALA28843	SCHMD05444
OG0006955	BRALA12723	SCHMD01359
OG0006956	BRALA34054, BRALA34484	SCHMD03205
OG0006957	BRALA24483	SCHMD21016, SCHMD16664
OG0006958	BRALA17528, BRALA08208	SCHMD10483
OG0006959	BRALA24691	SCHMD14675, SCHMD12735
OG0006960	BRALA13465	SCHMD15792, SCHMD13924
OG0006962	BRALA15450	SCHMD02602
OG0006964	BRALA27971	SCHMD05582, SCHMD05580
OG0006965	BRALA31941	SCHMD16583, SCHMD28209
OG0006966	BRALA16205	SCHMD17179
OG0006967	BRALA23027	SCHMD06876
OG0006968	BRALA12502	SCHMD05918
OG0006973	BRALA33702	SCHMD01554
OG0006975	BRALA33934	SCHMD29017
OG0006977	BRALA12753	SCHMD21617, SCHMD19289
OG0006979	BRALA04203	SCHMD02713
OG0006980	BRALA19616	SCHMD03927
OG0006984	BRALA23391	SCHMD21798
OG0006985	BRALA17311	SCHMD00305
OG0006987	BRALA10147	SCHMD04010
OG0006990	BRALA24376	SCHMD14019
OG0006991	BRALA01907	SCHMD09527
OG0006993	BRALA23797	SCHMD16078, SCHMD15851
OG0006995	BRALA04611	SCHMD08291
OG0006996	BRALA13347	SCHMD07655
OG0006999	BRALA12897	SCHMD09727, SCHMD09154
OG0007001	BRALA02208	SCHMD11191
OG0007002	BRALA10095	SCHMD00096
OG0007003	BRALA21239	SCHMD03229
OG0007005	BRALA23593	SCHMD03780
OG0007009	BRALA30026	SCHMD28218, SCHMD00500
OG0007012	BRALA25249	SCHMD16864
OG0007013	BRALA13128	SCHMD20292, SCHMD25075
OG0007015	BRALA34981	SCHMD09946
OG0007017	BRALA06141	SCHMD24290, SCHMD13895
OG0007020	BRALA29840	SCHMD29169
OG0007022	BRALA18137	SCHMD06207
OG0007023	BRALA17210	SCHMD13414
OG0007024	BRALA17168	SCHMD18147
OG0007025	BRALA11867	SCHMD00852
OG0007027	BRALA34106	SCHMD11009, SCHMD20294, SCHMD17664
OG0007028	BRALA14732	SCHMD16323
OG0007033	BRALA15267	SCHMD17177, SCHMD07596
OG0007037	BRALA14465	SCHMD08275
OG0007039	BRALA12001	SCHMD24759
OG0007040	BRALA10094	SCHMD17930
OG0007043	BRALA29990	SCHMD05387
OG0007046	BRALA28196	SCHMD16357, SCHMD12630
OG0007047	BRALA10122	SCHMD10322
OG0007049	BRALA19591	SCHMD09136, SCHMD15529
OG0007050	BRALA21668, BRALA21669	SCHMD12036
OG0007053	BRALA19607	SCHMD05149
OG0007055	BRALA27573	SCHMD11222
OG0007057	BRALA29582	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575
OG0007061	BRALA21466	SCHMD27956
OG0007062	BRALA05692	SCHMD05231
OG0007063	BRALA16766	SCHMD04487
OG0007064	BRALA08073	SCHMD12730, SCHMD12728
OG0007065	BRALA16383	SCHMD08144
OG0007066	BRALA06127	SCHMD15229, SCHMD16841
OG0007067	BRALA03281	SCHMD09674
OG0007068	BRALA03721	SCHMD10943
OG0007070	BRALA05975	SCHMD08393
OG0007073	BRALA15855	SCHMD06841
OG0007077	BRALA11892	SCHMD03291, SCHMD23670
OG0007084	BRALA12501	SCHMD10179
OG0007088	BRALA21736, BRALA20662	SCHMD06881
OG0007089	BRALA04691	SCHMD15126
OG0007090	BRALA00803	SCHMD24995
OG0007091	BRALA23753	SCHMD00684
OG0007092	BRALA10801, BRALA10923	SCHMD04952
OG0007093	BRALA16275	SCHMD00633
OG0007095	BRALA25279	SCHMD28386
OG0007096	BRALA32115	SCHMD14480
OG0007098	BRALA19999	SCHMD12814
OG0007102	BRALA28967	SCHMD00303
OG0007104	BRALA29967	SCHMD14802
OG0007105	BRALA14961	SCHMD08588
OG0007106	BRALA18050	SCHMD14679
OG0007107	BRALA11156	SCHMD10627
OG0007108	BRALA34762, BRALA34954, BRALA34329	SCHMD03383
OG0007109	BRALA02036	SCHMD14017, SCHMD14016
OG0007112	BRALA08342	SCHMD09113
OG0007113	BRALA22691	SCHMD27023, SCHMD20834
OG0007114	BRALA31771, BRALA16434	SCHMD05373
OG0007118	BRALA23004	SCHMD01480
OG0007119	BRALA00190, BRALA00189	SCHMD02099
OG0007122	BRALA15769	SCHMD04636
OG0007124	BRALA13189, BRALA13193	SCHMD20734
OG0007125	BRALA29057, BRALA29058	SCHMD04115
OG0007128	BRALA04403	SCHMD15975
OG0007130	BRALA15297	SCHMD02010
OG0007133	BRALA09605	SCHMD09895, SCHMD05400, SCHMD01884, SCHMD19102
OG0007135	BRALA07941	SCHMD14628
OG0007136	BRALA01589	SCHMD04055
OG0007137	BRALA16723	SCHMD09300
OG0007139	BRALA14595	SCHMD08033
OG0007140	BRALA00922	SCHMD14726, SCHMD14725
OG0007143	BRALA18546	SCHMD11402, SCHMD13435
OG0007144	BRALA14968	SCHMD09084, SCHMD13536
OG0007145	BRALA18502	SCHMD07094
OG0007148	BRALA20040	SCHMD23637, SCHMD07923, SCHMD00889
OG0007149	BRALA26968	SCHMD11054, SCHMD14232, SCHMD18987
OG0007151	BRALA18700	SCHMD20465, SCHMD17498
OG0007152	BRALA26948	SCHMD23531
OG0007154	BRALA30790	SCHMD03260
OG0007158	BRALA16495	SCHMD27790, SCHMD22647
OG0007159	BRALA02977	SCHMD06458, SCHMD24141
OG0007163	BRALA17109	SCHMD19963, SCHMD15559
OG0007164	BRALA24802	SCHMD21149
OG0007165	BRALA25940	SCHMD00948
OG0007166	BRALA26413	SCHMD23433, SCHMD23432
OG0007170	BRALA11265	SCHMD12398
OG0007173	BRALA35315	SCHMD27706, SCHMD26151
OG0007174	BRALA34219	SCHMD00679
OG0007175	BRALA09886	SCHMD13246, SCHMD11875
OG0007176	BRALA32780	SCHMD18255, SCHMD19246
OG0007179	BRALA00366	SCHMD02087
OG0007180	BRALA13499	SCHMD13286
OG0007181	BRALA28125	SCHMD07932
OG0007183	BRALA00051	SCHMD09362
OG0007184	BRALA16251	SCHMD06567
OG0007186	BRALA22761	SCHMD00266
OG0007189	BRALA23034	SCHMD17188, SCHMD14347, SCHMD08340, SCHMD09748, SCHMD18398
OG0007190	BRALA03952	SCHMD00716
OG0007191	BRALA05241	SCHMD11992
OG0007192	BRALA14056	SCHMD00342
OG0007199	BRALA13738	SCHMD17527, SCHMD16964
OG0007209	BRALA02539	SCHMD02470
OG0007248	BRALA16141	SCHMD14029
OG0007249	BRALA22910	SCHMD09627
OG0007252	BRALA03894	SCHMD26416, SCHMD26417
OG0007254	BRALA15786	SCHMD29104
OG0007255	BRALA14805	SCHMD08512, SCHMD09706
OG0007258	BRALA01613	SCHMD01759
OG0007264	BRALA12516	SCHMD06288
OG0007266	BRALA09231	SCHMD05229
OG0007267	BRALA05179	SCHMD15621
OG0007269	BRALA27876	SCHMD04821
OG0007270	BRALA26812	SCHMD29771, SCHMD26891
OG0007271	BRALA06361	SCHMD08508
OG0007274	BRALA24356	SCHMD10184
OG0007276	BRALA15590	SCHMD01128
OG0007279	BRALA33921	SCHMD14169, SCHMD22097
OG0007280	BRALA09494, BRALA26108	SCHMD26191
OG0007282	BRALA19380	SCHMD08071
OG0007288	BRALA06735	SCHMD11562
OG0007289	BRALA05887	SCHMD13675
OG0007291	BRALA21233	SCHMD01954
OG0007297	BRALA13069	SCHMD08767
OG0007300	BRALA14038	SCHMD08715, SCHMD12954
OG0007301	BRALA27287	SCHMD04999
OG0007304	BRALA14327	SCHMD06782
OG0007305	BRALA05988	SCHMD00236
OG0007306	BRALA29356	SCHMD03194
OG0007307	BRALA35494	SCHMD24523
OG0007310	BRALA21054	SCHMD07754
OG0007314	BRALA24702	SCHMD20349, SCHMD17621
OG0007317	BRALA16631	SCHMD05271
OG0007319	BRALA18245	SCHMD07451
OG0007320	BRALA13547	SCHMD04201, SCHMD04200
OG0007321	BRALA13420	SCHMD14656
OG0007323	BRALA14739, BRALA14738	SCHMD28323
OG0007325	BRALA03154	SCHMD13424
OG0007326	BRALA06343	SCHMD26648, SCHMD13997
OG0007327	BRALA12100	SCHMD03183
OG0007328	BRALA25600	SCHMD07822
OG0007330	BRALA18712	SCHMD01349
OG0007332	BRALA19243, BRALA11859	SCHMD29643
OG0007333	BRALA14246	SCHMD02278
OG0007334	BRALA04311	SCHMD01190
OG0007335	BRALA25943	SCHMD00787
OG0007337	BRALA18705	SCHMD25665, SCHMD21266, SCHMD23177
OG0007339	BRALA23677	SCHMD14813, SCHMD09117
OG0007341	BRALA10192	SCHMD01365
OG0007343	BRALA17838	SCHMD12161
OG0007344	BRALA24424	SCHMD17019, SCHMD17020
OG0007347	BRALA07020	SCHMD06807
OG0007349	BRALA14778	SCHMD22105
OG0007353	BRALA19998	SCHMD22439
OG0007354	BRALA00412	SCHMD09176
OG0007356	BRALA25647	SCHMD16766, SCHMD16762, SCHMD17068
OG0007357	BRALA17388	SCHMD05385
OG0007358	BRALA08494	SCHMD10648
OG0007359	BRALA12442	SCHMD04894
OG0007360	BRALA10063	SCHMD01042
OG0007361	BRALA13539	SCHMD02642
OG0007363	BRALA08293	SCHMD02234
OG0007367	BRALA00971	SCHMD09749
OG0007372	BRALA20327	SCHMD02515
OG0007373	BRALA16176	SCHMD11208, SCHMD11207
OG0007380	BRALA28437	SCHMD16057
OG0007382	BRALA16494	SCHMD06011
OG0007385	BRALA25387	SCHMD04159
OG0007386	BRALA15131	SCHMD00784
OG0007387	BRALA24094	SCHMD01904, SCHMD01903
OG0007389	BRALA20644	SCHMD07528
OG0007391	BRALA28883	SCHMD01653
OG0007393	BRALA13386	SCHMD00157
OG0007395	BRALA06410	SCHMD09491
OG0007396	BRALA03114	SCHMD01151
OG0007397	BRALA01278	SCHMD03095
OG0007399	BRALA14407	SCHMD13118
OG0007401	BRALA12586	SCHMD06026
OG0007402	BRALA19511	SCHMD10585, SCHMD06444
OG0007405	BRALA33876	SCHMD18973, SCHMD27327
OG0007407	BRALA06603	SCHMD14070
OG0007408	BRALA16019	SCHMD03954
OG0007412	BRALA24506	SCHMD14910, SCHMD20394
OG0007414	BRALA00794	SCHMD03104, SCHMD03103
OG0007415	BRALA11329	SCHMD29702, SCHMD13340
OG0007417	BRALA28685	SCHMD04581
OG0007419	BRALA32702	SCHMD12003, SCHMD14523
OG0007422	BRALA31055	SCHMD15449
OG0007425	BRALA18724	SCHMD18256
OG0007429	BRALA17344	SCHMD03140
OG0007431	BRALA00289	SCHMD02074
OG0007432	BRALA05560	SCHMD13608
OG0007434	BRALA19496	SCHMD00824, SCHMD24377, SCHMD14110
OG0007437	BRALA11467	SCHMD26347
OG0007442	BRALA00948	SCHMD10535
OG0007445	BRALA34871	SCHMD10725
OG0007446	BRALA24916	SCHMD06891
OG0007452	BRALA30585	SCHMD06690
OG0007453	BRALA02538	SCHMD22069
OG0007454	BRALA11674, BRALA11657	SCHMD02249
OG0007455	BRALA23733	SCHMD17462
OG0007456	BRALA10347	SCHMD11658
OG0007458	BRALA00936	SCHMD11828
OG0007459	BRALA25784	SCHMD04395
OG0007460	BRALA31050	SCHMD07322
OG0007463	BRALA34987	SCHMD17150, SCHMD29377
OG0007464	BRALA10754	SCHMD03973
OG0007465	BRALA29322	SCHMD06095
OG0007470	BRALA00749	SCHMD05817
OG0007471	BRALA03355	SCHMD29391
OG0007472	BRALA15060	SCHMD07414
OG0007473	BRALA14480	SCHMD18788, SCHMD20111
OG0007476	BRALA05145	SCHMD29552, SCHMD06042
OG0007478	BRALA07242	SCHMD08638, SCHMD14462
OG0007481	BRALA28931	SCHMD00234
OG0007482	BRALA05483	SCHMD16972, SCHMD28646
OG0007483	BRALA14638	SCHMD23530
OG0007488	BRALA07730	SCHMD04017, SCHMD01795, SCHMD10540
OG0007489	BRALA29818	SCHMD27800, SCHMD17535
OG0007490	BRALA09759	SCHMD25654
OG0007491	BRALA27933	SCHMD17539, SCHMD13726
OG0007492	BRALA34455	SCHMD00216, SCHMD10758, SCHMD00215
OG0007494	BRALA27579	SCHMD02157, SCHMD22482
OG0007495	BRALA07064	SCHMD07307, SCHMD18914
OG0007496	BRALA04764	SCHMD02753, SCHMD05117, SCHMD12648
OG0007498	BRALA18534	SCHMD13903
OG0007499	BRALA22115	SCHMD02341
OG0007500	BRALA11287	SCHMD06655
OG0007501	BRALA02351	SCHMD02284
OG0007503	BRALA05826	SCHMD02190
OG0007507	BRALA10832	SCHMD00792
OG0007509	BRALA01191	SCHMD00947
OG0007510	BRALA26388	SCHMD06196
OG0007516	BRALA09263	SCHMD07324, SCHMD01839
OG0007519	BRALA16478	SCHMD00238
OG0007522	BRALA23421	SCHMD20076
OG0007525	BRALA00802	SCHMD03649, SCHMD14793
OG0007528	BRALA02975	SCHMD08263
OG0007531	BRALA17602	SCHMD07206
OG0007533	BRALA21270	SCHMD05767
OG0007541	BRALA24666, BRALA31281	SCHMD18271
OG0007548	BRALA29916	SCHMD06064
OG0007583	BRALA23625	SCHMD28711
OG0007584	BRALA25296	SCHMD10868
OG0007586	BRALA09264	SCHMD00208
OG0007588	BRALA22913	SCHMD05957
OG0007591	BRALA06678	SCHMD19104
OG0007595	BRALA03796	SCHMD14709
OG0007597	BRALA14989	SCHMD00061
OG0007601	BRALA06275	SCHMD28220
OG0007602	BRALA01092	SCHMD03764
OG0007603	BRALA03223	SCHMD02707
OG0007607	BRALA18781	SCHMD25251
OG0007609	BRALA13610	SCHMD08824
OG0007610	BRALA10955	SCHMD02076, SCHMD12764
OG0007611	BRALA10782, BRALA10908	SCHMD04251
OG0007612	BRALA02328	SCHMD10036
OG0007613	BRALA26105, BRALA09491	SCHMD05026
OG0007615	BRALA18987	SCHMD10027
OG0007619	BRALA15804	SCHMD02768
OG0007621	BRALA05330	SCHMD00066
OG0007624	BRALA09011	SCHMD15354
OG0007625	BRALA22998	SCHMD19281, SCHMD20190
OG0007626	BRALA05808	SCHMD05939
OG0007628	BRALA22740	SCHMD01246, SCHMD01245
OG0007629	BRALA14609	SCHMD24454, SCHMD08697
OG0007630	BRALA05804	SCHMD22064
OG0007634	BRALA03596	SCHMD06239
OG0007639	BRALA03855	SCHMD12611
OG0007643	BRALA21368	SCHMD18394
OG0007645	BRALA24158	SCHMD00727
OG0007646	BRALA28662	SCHMD05492
OG0007656	BRALA28227	SCHMD00482
OG0007657	BRALA02507	SCHMD16543
OG0007659	BRALA00241	SCHMD19564, SCHMD12893
OG0007663	BRALA23722	SCHMD11554
OG0007664	BRALA16373	SCHMD16878, SCHMD02397, SCHMD03687
OG0007666	BRALA33167	SCHMD11299
OG0007667	BRALA11935	SCHMD25937
OG0007675	BRALA16652	SCHMD06327, SCHMD12514
OG0007676	BRALA24716	SCHMD08823
OG0007679	BRALA16387	SCHMD13638
OG0007683	BRALA31694	SCHMD04573
OG0007684	BRALA03746	SCHMD00102
