Orthogroup	BRALA	DROME
OG0005292	BRALA04825	DROME11303, DROME11304
OG0005293	BRALA32040	DROME18824
OG0005294	BRALA00740	DROME21633, DROME21631, DROME21632
OG0005295	BRALA18856	DROME18631, DROME18632
OG0005296	BRALA30885	DROME16680
OG0005298	BRALA09690	DROME06419
OG0005300	BRALA20319	DROME02618
OG0005301	BRALA31684	DROME13549
OG0005303	BRALA24721	DROME01514
OG0005304	BRALA18484	DROME13378
OG0005305	BRALA03385	DROME00028
OG0005307	BRALA27223	DROME10402
OG0005309	BRALA03669	DROME21996, DROME22002, DROME21999
OG0005310	BRALA06504	DROME16261, DROME16262
OG0005312	BRALA18034	DROME17116
OG0005314	BRALA15684	DROME10353
OG0005315	BRALA03016	DROME20516, DROME20515, DROME20517
OG0005316	BRALA20591	DROME02492
OG0005318	BRALA02514	DROME20590
OG0005319	BRALA14634	DROME02700, DROME01499
OG0005321	BRALA06933	DROME10451, DROME10452
OG0005322	BRALA07361, BRALA07360	DROME12599, DROME12598, DROME12600
OG0005323	BRALA01394	DROME08220, DROME08221
OG0005324	BRALA29868	DROME20416
OG0005325	BRALA01126	DROME12067
OG0005359	BRALA30179	DROME09862
OG0005360	BRALA34067, BRALA34694, BRALA35822	DROME11664
OG0005362	BRALA09252	DROME03399, DROME03398, DROME03400, DROME03397
OG0005364	BRALA17778	DROME01517, DROME01516
OG0005365	BRALA17931	DROME01607
OG0005366	BRALA29450	DROME00089
OG0005368	BRALA15034, BRALA15035	DROME20281, DROME20282
OG0005370	BRALA17106	DROME19849
OG0005371	BRALA15909, BRALA15908	DROME12636
OG0005372	BRALA14131	DROME21608
OG0005373	BRALA14190	DROME11662
OG0005374	BRALA12420	DROME09881
OG0005375	BRALA04834	DROME09535
OG0005376	BRALA14449	DROME02693
OG0005377	BRALA29372	DROME03217
OG0005378	BRALA27662, BRALA26637	DROME19277, DROME19276
OG0005379	BRALA28301	DROME19618, DROME15166
OG0005383	BRALA00591	DROME06443
OG0005384	BRALA01828	DROME05202, DROME05201
OG0005385	BRALA23246	DROME06183
OG0005386	BRALA11806	DROME11412
OG0005387	BRALA34860	DROME10654, DROME10653
OG0005388	BRALA01666	DROME21007, DROME17717
OG0005389	BRALA19447	DROME07204
OG0005390	BRALA00994	DROME18084
OG0005391	BRALA03409	DROME14955, DROME20632
OG0005392	BRALA12458	DROME15446
OG0005392	BRALA06331	DROME08731
OG0005393	BRALA16300, BRALA16301	DROME09489
OG0005394	BRALA22382	DROME06384
OG0005395	BRALA06349	DROME02476
OG0005396	BRALA23811	DROME16226
OG0005397	BRALA13747	DROME17328
OG0005398	BRALA14554	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825
OG0005399	BRALA05679	DROME08948
OG0005400	BRALA31197	DROME15813
OG0005401	BRALA34524, BRALA33251, BRALA33622	DROME13199
OG0005402	BRALA27277	DROME11740
OG0005403	BRALA14631	DROME14315
OG0005404	BRALA00192	DROME15277
OG0005405	BRALA03677	DROME11751
OG0005406	BRALA31709	DROME01944, DROME01943
OG0005407	BRALA33740, BRALA16268	DROME16210, DROME16209, DROME16207, DROME16208
OG0005408	BRALA35034, BRALA34288	DROME05105
OG0005409	BRALA03097	DROME11573, DROME11574
OG0005410	BRALA27321	DROME10686
OG0005412	BRALA10638	DROME14813
OG0005413	BRALA04317	DROME18095
OG0005414	BRALA06319	DROME07541
OG0005415	BRALA22991	DROME17647
OG0005416	BRALA34212	DROME05882, DROME05883
OG0005421	BRALA17390	DROME10396
OG0005427	BRALA17012	DROME00646
OG0005430	BRALA12553	DROME08640, DROME08641
OG0005431	BRALA16851	DROME10519
OG0005432	BRALA14965	DROME13664
OG0005433	BRALA32085, BRALA15081	DROME07842
OG0005434	BRALA11881	DROME01961
OG0005436	BRALA15037	DROME04381
OG0005437	BRALA13351	DROME05038, DROME05039
OG0005439	BRALA14740	DROME01210
OG0005440	BRALA18224	DROME13146, DROME13143, DROME13144, DROME13145
OG0005441	BRALA25636	DROME09657, DROME18854
OG0005442	BRALA07031	DROME09304
OG0005445	BRALA14597	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873
OG0005446	BRALA33714	DROME06564
OG0005448	BRALA32866	DROME01872
OG0005449	BRALA21940	DROME06889
OG0005450	BRALA11905	DROME00371, DROME00369, DROME00370
OG0005451	BRALA35308, BRALA23739	DROME01979
OG0005455	BRALA07441	DROME20906
OG0005456	BRALA28911	DROME01162
OG0005457	BRALA27309	DROME11164
OG0005461	BRALA14459	DROME03211
OG0005462	BRALA27849	DROME21497
OG0005463	BRALA07771	DROME18083
OG0005464	BRALA34473, BRALA19946	DROME13050
OG0005465	BRALA30794	DROME09126
OG0005466	BRALA00638	DROME16377
OG0005468	BRALA24471	DROME01889
OG0005469	BRALA21808	DROME11630
OG0005470	BRALA25622	DROME06057
OG0005471	BRALA33422	DROME10379
OG0005472	BRALA16188	DROME03320, DROME03319, DROME03325, DROME05720
OG0005474	BRALA21951	DROME12946
OG0005475	BRALA28038	DROME17508
OG0005476	BRALA12772	DROME18593
OG0005477	BRALA00937	DROME20889
OG0005479	BRALA21238	DROME10657
OG0005481	BRALA23894	DROME09611, DROME09612
OG0005482	BRALA20563, BRALA20564	DROME03827, DROME18948, DROME08539
OG0005483	BRALA08271	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042
OG0005484	BRALA11894	DROME20358
OG0005486	BRALA13490	DROME03539
OG0005487	BRALA09758	DROME08183, DROME08182
OG0005488	BRALA33275	DROME15752, DROME15753
OG0005489	BRALA00473	DROME07861
OG0005490	BRALA10737	DROME19466
OG0005491	BRALA04097	DROME04711
OG0005492	BRALA03310	DROME06578
OG0005493	BRALA33540, BRALA32174, BRALA32175	DROME12922
OG0005494	BRALA11462	DROME21649
OG0005495	BRALA05831	DROME17019
OG0005498	BRALA09125	DROME19676
OG0005499	BRALA03805	DROME03401, DROME07297
OG0005500	BRALA08684	DROME05919, DROME18022
OG0005502	BRALA31262	DROME00912
OG0005503	BRALA12882, BRALA12883	DROME16857
OG0005504	BRALA23212	DROME15054
OG0005505	BRALA33407	DROME09144
OG0005506	BRALA05033	DROME12679
OG0005508	BRALA00324	DROME17492
OG0005509	BRALA18357	DROME05301
OG0005510	BRALA24149	DROME15194
OG0005511	BRALA01366	DROME15312
OG0005512	BRALA18571, BRALA03233	DROME15424, DROME15423
OG0005513	BRALA09884	DROME21296, DROME09467
OG0005514	BRALA11232	DROME04631
OG0005516	BRALA24839	DROME19606
OG0005517	BRALA33770	DROME19919
OG0005518	BRALA28940	DROME14670
OG0005519	BRALA19132, BRALA19131	DROME18312
OG0005520	BRALA08804	DROME04068
OG0005521	BRALA22579	DROME16855, DROME16854
OG0005524	BRALA06358	DROME11985
OG0005525	BRALA06363	DROME19467
OG0005527	BRALA23837	DROME06165
OG0005528	BRALA28944	DROME12253
OG0005529	BRALA25395	DROME06637, DROME06638
OG0005531	BRALA00195	DROME06302
OG0005533	BRALA25544	DROME05452
OG0005535	BRALA35042, BRALA33785	DROME21244
OG0005536	BRALA13460	DROME18846
OG0005537	BRALA34021, BRALA34476	DROME13170
OG0005538	BRALA12504	DROME17495, DROME17493, DROME17494
OG0005539	BRALA01704	DROME00462, DROME00460, DROME02960
OG0005541	BRALA19241	DROME13352
OG0005543	BRALA02827	DROME01740, DROME17862, DROME17863
OG0005545	BRALA20093	DROME05987
OG0005550	BRALA22062, BRALA00647, BRALA17658, BRALA17657	DROME07358
OG0005551	BRALA18500	DROME07232, DROME17410
OG0005553	BRALA02873	DROME10357
OG0005554	BRALA19948	DROME19929, DROME19930
OG0005556	BRALA28862	DROME08193
OG0005557	BRALA34510	DROME17083
OG0005558	BRALA21567	DROME10652
OG0005559	BRALA08947	DROME11663
OG0005560	BRALA03091	DROME07606, DROME07948
OG0005561	BRALA03351	DROME09536
OG0005562	BRALA05109	DROME16835
OG0005563	BRALA12698	DROME12068
OG0005565	BRALA04656	DROME07683, DROME07684
OG0005566	BRALA24256	DROME17778, DROME19582, DROME08765
OG0005569	BRALA22900	DROME06020
OG0005570	BRALA16934	DROME12597
OG0005572	BRALA12106	DROME12985
OG0005573	BRALA25513	DROME00274, DROME00275
OG0005574	BRALA30070	DROME07973
OG0005575	BRALA35369, BRALA25442	DROME07769
OG0005576	BRALA33534, BRALA35620	DROME00716, DROME00717
OG0005577	BRALA14245	DROME13951
OG0005577	BRALA35958, BRALA29959	DROME13949, DROME13950
OG0005578	BRALA05480	DROME13162
OG0005579	BRALA33515	DROME01286
OG0005580	BRALA34383, BRALA35124	DROME06425
OG0005581	BRALA17731	DROME15143
OG0005582	BRALA13296	DROME17006
OG0005586	BRALA04348	DROME13746
OG0005587	BRALA08391	DROME13836
OG0005588	BRALA10749	DROME02584
OG0005589	BRALA18610	DROME13235
OG0005590	BRALA11343	DROME20583
OG0005592	BRALA03173	DROME20112
OG0005594	BRALA32663	DROME19266
OG0005595	BRALA11536	DROME10967
OG0005596	BRALA28926	DROME08093, DROME06032
OG0005597	BRALA27141, BRALA27142	DROME01657
OG0005598	BRALA12145	DROME14004
OG0005599	BRALA28103, BRALA03554	DROME21243
OG0005601	BRALA26549	DROME09490
OG0005603	BRALA11519	DROME13173, DROME13174, DROME13175
OG0005604	BRALA18274	DROME06435
OG0005605	BRALA03732	DROME13674
OG0005607	BRALA28322, BRALA28323	DROME16439, DROME16438
OG0005609	BRALA27606	DROME05252, DROME05251
OG0005610	BRALA11852	DROME17081, DROME17082
OG0005611	BRALA21970	DROME09603, DROME09604
OG0005613	BRALA32099	DROME01648
OG0005614	BRALA15217	DROME18745
OG0005615	BRALA23416	DROME05560
OG0005616	BRALA22405	DROME12151
OG0005617	BRALA01037	DROME14239
OG0005618	BRALA05369	DROME05739
OG0005619	BRALA18935	DROME08173
OG0005620	BRALA20033	DROME18122, DROME18121, DROME18124, DROME18123
OG0005622	BRALA28846	DROME01204
OG0005623	BRALA24263	DROME00550
OG0005625	BRALA16271	DROME16840
OG0005626	BRALA34323	DROME01163, DROME01164
OG0005627	BRALA21305	DROME05020
OG0005628	BRALA07888	DROME08416
OG0005629	BRALA05441	DROME11049
OG0005631	BRALA10696	DROME17841
OG0005632	BRALA17395	DROME10651
OG0005633	BRALA35097	DROME17761
OG0005634	BRALA10076	DROME21460
OG0005636	BRALA08890	DROME08136
OG0005637	BRALA15180	DROME21544
OG0005639	BRALA13288	DROME06385
OG0005640	BRALA11975	DROME13728
OG0005642	BRALA22683	DROME03379
OG0005644	BRALA23247	DROME06427
OG0005645	BRALA18342	DROME18577
OG0005646	BRALA14098	DROME16294
OG0005648	BRALA08600	DROME03181, DROME03182
OG0005649	BRALA18887	DROME10772
OG0005652	BRALA01979	DROME06700
OG0005655	BRALA25112	DROME06091
OG0005656	BRALA35004, BRALA35887	DROME07968
OG0005660	BRALA17720	DROME15890, DROME15891
OG0005661	BRALA24467	DROME08445, DROME08446
OG0005665	BRALA13511	DROME09179
OG0005668	BRALA27841, BRALA19915, BRALA19916, BRALA19888	DROME04352, DROME04353
OG0005681	BRALA14263	DROME00945
OG0005685	BRALA12967	DROME08832
OG0005690	BRALA34602, BRALA16216	DROME04761
OG0005692	BRALA24381	DROME13230
OG0005694	BRALA17179	DROME13864, DROME13863
OG0005696	BRALA12660, BRALA12659	DROME11286
OG0005697	BRALA07983	DROME17682
OG0005698	BRALA14828, BRALA14827	DROME09665
OG0005700	BRALA08071	DROME09873
OG0005702	BRALA16971	DROME10890
OG0005703	BRALA21952	DROME19473
OG0005704	BRALA22973	DROME03784, DROME03785
OG0005707	BRALA14659	DROME15744, DROME15745
OG0005708	BRALA04657	DROME14710
OG0005712	BRALA12191	DROME16333, DROME16334
OG0005714	BRALA02874	DROME20712, DROME20711, DROME20713
OG0005715	BRALA04368	DROME18763, DROME18764, DROME18762
OG0005717	BRALA23898	DROME06471
OG0005718	BRALA06773	DROME16901, DROME15117, DROME15116, DROME13404
OG0005719	BRALA05482	DROME19860
OG0005721	BRALA21175	DROME00178
OG0005723	BRALA28137	DROME17035
OG0005724	BRALA27289	DROME03509, DROME03507
OG0005725	BRALA35541, BRALA16743	DROME09268
OG0005727	BRALA22182, BRALA22181	DROME20877
OG0005728	BRALA03308	DROME04547
OG0005729	BRALA19644	DROME00800
OG0005731	BRALA06257	DROME03369
OG0005732	BRALA06368	DROME03588
OG0005733	BRALA18100	DROME14541, DROME14542, DROME10332
OG0005734	BRALA15823	DROME21588, DROME04119
OG0005735	BRALA21831	DROME09661, DROME09662, DROME09660
OG0005738	BRALA29956	DROME09090, DROME09091, DROME09093, DROME09092
OG0005740	BRALA22588	DROME12219, DROME12220
OG0005741	BRALA14058	DROME10077
OG0005742	BRALA15427, BRALA15426	DROME15851
OG0005744	BRALA06893, BRALA06946	DROME21042, DROME21041, DROME13505
OG0005746	BRALA18735	DROME19187
OG0005747	BRALA05558	DROME12400
OG0005748	BRALA05680	DROME17506
OG0005749	BRALA33198	DROME00192
OG0005750	BRALA12584	DROME14187
OG0005751	BRALA26940	DROME11468
OG0005752	BRALA23214	DROME20074
OG0005754	BRALA35534	DROME07364
OG0005755	BRALA03188	DROME09852
OG0005758	BRALA11683	DROME02962
OG0005759	BRALA27481	DROME06016
OG0005760	BRALA05398	DROME05727, DROME05728, DROME05730, DROME05729
OG0005761	BRALA02117	DROME18137, DROME18138
OG0005762	BRALA11583	DROME15581
OG0005764	BRALA07420	DROME08532
OG0005765	BRALA24062	DROME14596
OG0005766	BRALA05401	DROME09826, DROME09825, DROME09827
OG0005769	BRALA19551	DROME03529, DROME03528
OG0005770	BRALA25632	DROME01271, DROME01270
OG0005771	BRALA16619	DROME11559
OG0005772	BRALA30175	DROME11383
OG0005774	BRALA14466	DROME03197
OG0005775	BRALA13137	DROME14248, DROME03634
OG0005776	BRALA18974	DROME05892
OG0005777	BRALA33601, BRALA34541, BRALA02555, BRALA02556	DROME12481
OG0005778	BRALA25924	DROME21770, DROME21769, DROME21768, DROME21767
OG0005779	BRALA10414	DROME08845
OG0005783	BRALA11501	DROME16358
OG0005784	BRALA25587	DROME20576
OG0005787	BRALA30801, BRALA04456	DROME16644, DROME18583
OG0005788	BRALA27401	DROME01890
OG0005789	BRALA19084	DROME02052
OG0005790	BRALA11916	DROME02319
OG0005791	BRALA30143	DROME09196, DROME09195
OG0005792	BRALA22283	DROME04031
OG0005793	BRALA02122	DROME13741
OG0005794	BRALA14065	DROME20570
OG0005795	BRALA14247	DROME00921
OG0005796	BRALA03853	DROME21579
OG0005797	BRALA16284	DROME13677
OG0005798	BRALA17318	DROME00436
OG0005799	BRALA13423	DROME17772
OG0005800	BRALA00385	DROME14692
OG0005801	BRALA27324	DROME20251, DROME13442
OG0005802	BRALA00338	DROME18658
OG0005803	BRALA09014	DROME06804
OG0005804	BRALA16544, BRALA23077	DROME00221
OG0005805	BRALA14991	DROME18523
OG0005807	BRALA12255	DROME15016
OG0005808	BRALA12381	DROME15577
OG0005811	BRALA13358	DROME15005, DROME15004
OG0005812	BRALA24432	DROME17684
OG0005813	BRALA14935	DROME18740, DROME18739, DROME08278
OG0005815	BRALA30105	DROME17829
OG0005817	BRALA25567	DROME00446
OG0005818	BRALA20030	DROME21049
OG0005819	BRALA05131	DROME10881
OG0005821	BRALA20900	DROME18765
OG0005822	BRALA23444	DROME00384
OG0005824	BRALA17116	DROME14993
OG0005827	BRALA17772	DROME03179
OG0005829	BRALA19303	DROME17916, DROME17917, DROME17918
OG0005830	BRALA10477	DROME09394
OG0005831	BRALA21956	DROME02056
OG0005832	BRALA12528	DROME03903
OG0005833	BRALA21174	DROME14025
OG0005835	BRALA06897, BRALA06942	DROME10113
OG0005836	BRALA32790, BRALA29302	DROME02540
OG0005837	BRALA06744	DROME19685
OG0005840	BRALA16042	DROME12810, DROME12811
OG0005842	BRALA17078	DROME03001
OG0005843	BRALA10293	DROME07738
OG0005845	BRALA25738	DROME12524
OG0005847	BRALA24711	DROME12864
OG0005848	BRALA21006	DROME17120
OG0005849	BRALA10677	DROME15063, DROME15062
OG0005850	BRALA25474, BRALA00191	DROME15741, DROME15742
OG0005851	BRALA01150	DROME06389, DROME06388
OG0005853	BRALA10839	DROME18489, DROME18488
OG0005857	BRALA17703	DROME13133, DROME13132
OG0005858	BRALA21975	DROME10288, DROME10287
OG0005859	BRALA04279	DROME01874
OG0005860	BRALA04150	DROME13592
OG0005861	BRALA25786	DROME20036
OG0005863	BRALA06337	DROME00631
OG0005864	BRALA24581	DROME21983
OG0005865	BRALA05582	DROME21095
OG0005866	BRALA23872	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005867	BRALA11018, BRALA11017, BRALA11060	DROME18293
OG0005869	BRALA03523	DROME01674
OG0005870	BRALA01038	DROME19873
OG0005871	BRALA19437	DROME05632, DROME05631
OG0005872	BRALA09200	DROME00389
OG0005874	BRALA14156	DROME03501
OG0005875	BRALA05960	DROME06773
OG0005877	BRALA00760	DROME06392
OG0005878	BRALA22633	DROME19123
OG0005879	BRALA03313	DROME20321
OG0005880	BRALA12747	DROME17652, DROME17653
OG0005883	BRALA13840	DROME19395
OG0005884	BRALA30969	DROME08061
OG0005886	BRALA34303	DROME01867
OG0005888	BRALA10153	DROME16104
OG0005889	BRALA22990	DROME14304, DROME07617
OG0005890	BRALA25707	DROME19088
OG0005891	BRALA11662	DROME11287
OG0005892	BRALA17641	DROME10375, DROME10374
OG0005893	BRALA08108	DROME16783
OG0005894	BRALA28969	DROME11886
OG0005895	BRALA33695	DROME02103
OG0005896	BRALA18529, BRALA18530, BRALA18531	DROME06811
OG0005897	BRALA26845	DROME19090
OG0005898	BRALA19509	DROME06116
OG0005899	BRALA10069	DROME02184
OG0005902	BRALA19962	DROME12748
OG0005903	BRALA06128	DROME19765
OG0005904	BRALA34831, BRALA34174, BRALA35454	DROME00138
OG0005906	BRALA14471	DROME04737, DROME04735, DROME04736
OG0005909	BRALA01890	DROME01192
OG0005914	BRALA25653	DROME08503, DROME08502
OG0005919	BRALA02787	DROME03002
OG0005921	BRALA06798	DROME05740
OG0005922	BRALA18988	DROME13644, DROME13643
OG0005923	BRALA12142	DROME01141, DROME01142
OG0005925	BRALA13125, BRALA19319, BRALA06152, BRALA15672	DROME01094
OG0005926	BRALA22395	DROME12066, DROME12065
OG0005928	BRALA05644	DROME02019
OG0005929	BRALA01239	DROME01196
OG0005931	BRALA18962	DROME08847
OG0005932	BRALA22702	DROME15731
OG0005933	BRALA32133	DROME19096, DROME19097
OG0005936	BRALA20570	DROME12077
OG0005937	BRALA20317	DROME14657
OG0005938	BRALA00756	DROME04753, DROME04751, DROME04750, DROME04754, DROME04752
OG0005940	BRALA08107	DROME18687
OG0005941	BRALA24417	DROME14278
OG0005942	BRALA28162	DROME17395
OG0005943	BRALA04787	DROME01109
OG0005944	BRALA33719, BRALA29446	DROME21720
OG0005946	BRALA26890	DROME15326
OG0005949	BRALA33058	DROME10426
OG0005950	BRALA01794	DROME10950
OG0005952	BRALA21655	DROME19643
OG0005953	BRALA18225	DROME11680
OG0005957	BRALA15027	DROME02682, DROME02681, DROME02683, DROME02684
OG0005960	BRALA27463	DROME11094, DROME11095
OG0005963	BRALA20104, BRALA23156, BRALA03262	DROME00894
OG0005965	BRALA34261	DROME15552
OG0005966	BRALA13003	DROME04950
OG0005967	BRALA23015	DROME16596, DROME14482
OG0005968	BRALA21244	DROME21030, DROME16013, DROME08290
OG0005969	BRALA29569	DROME08256, DROME08257
OG0005970	BRALA05175	DROME13325
OG0005973	BRALA28986	DROME03261
OG0005974	BRALA28872	DROME09177
OG0005975	BRALA05898	DROME01949
OG0005976	BRALA18697	DROME19287
OG0005977	BRALA02503, BRALA02505	DROME08531
OG0005978	BRALA24850, BRALA30513	DROME03284
OG0005980	BRALA02131	DROME21461
OG0005982	BRALA22089, BRALA00674	DROME01959
OG0005984	BRALA01064	DROME20805
OG0005985	BRALA07951	DROME12892
OG0005986	BRALA17394	DROME07616
OG0005987	BRALA05961, BRALA05962	DROME16681
OG0005988	BRALA22289	DROME04858
OG0005989	BRALA02066	DROME01935, DROME02497
OG0005993	BRALA23689	DROME01845
OG0005995	BRALA18996	DROME10672
OG0005997	BRALA18701	DROME05226
OG0005998	BRALA11971	DROME05475
OG0006002	BRALA07483	DROME16784
OG0006003	BRALA00858	DROME10360
OG0006004	BRALA31968	DROME09659
OG0006005	BRALA19444	DROME21221
OG0006009	BRALA13530	DROME04529, DROME04530
OG0006010	BRALA16402	DROME07208
OG0006011	BRALA22172	DROME05625
OG0006012	BRALA13528	DROME04986
OG0006015	BRALA13536	DROME04440, DROME04441
OG0006031	BRALA18226	DROME15258
OG0006059	BRALA20592	DROME07767
OG0006061	BRALA15592	DROME04698
OG0006062	BRALA15941	DROME04067
OG0006063	BRALA06734	DROME20838
OG0006064	BRALA14773	DROME01128
OG0006065	BRALA13550	DROME06304
OG0006066	BRALA19215, BRALA08225, BRALA19214	DROME20062
OG0006069	BRALA18661	DROME20187
OG0006070	BRALA06176	DROME16601, DROME16602
OG0006072	BRALA21649	DROME01673
OG0006073	BRALA10787, BRALA10912	DROME14553
OG0006074	BRALA11978	DROME19848
OG0006077	BRALA07392	DROME09385
OG0006078	BRALA08020	DROME02001
OG0006079	BRALA15093	DROME02616
OG0006081	BRALA22890	DROME14279
OG0006085	BRALA07626	DROME12364
OG0006087	BRALA19067	DROME12774
OG0006090	BRALA24696	DROME09888, DROME09890, DROME09891, DROME09889
OG0006095	BRALA21272	DROME21969
OG0006096	BRALA22177	DROME21245
OG0006098	BRALA17662	DROME05931
OG0006099	BRALA11233	DROME11739
OG0006100	BRALA26595	DROME05018
OG0006101	BRALA15206	DROME04360
OG0006102	BRALA16591	DROME01980
OG0006103	BRALA28829	DROME10210
OG0006104	BRALA11198	DROME15737
OG0006106	BRALA01211, BRALA33233	DROME20870
OG0006108	BRALA21328	DROME09376
OG0006111	BRALA18696	DROME12496
OG0006113	BRALA03133	DROME04342
OG0006115	BRALA27978	DROME16296
OG0006116	BRALA25932	DROME02301, DROME02300
OG0006117	BRALA04726	DROME10279
OG0006118	BRALA16477	DROME20483
OG0006119	BRALA11813	DROME12941
OG0006120	BRALA33378, BRALA33685	DROME13128, DROME13130, DROME13129
OG0006121	BRALA05259	DROME18148
OG0006122	BRALA25033	DROME00796
OG0006123	BRALA16397	DROME16430
OG0006124	BRALA25408	DROME13739
OG0006125	BRALA32023	DROME02053
OG0006127	BRALA16273	DROME03260
OG0006128	BRALA13158, BRALA13157	DROME07922
OG0006129	BRALA07415	DROME09781
OG0006130	BRALA33305	DROME17498, DROME17499
OG0006131	BRALA32298	DROME15971
OG0006133	BRALA14697	DROME07717
OG0006134	BRALA19095	DROME13718
OG0006135	BRALA16417	DROME08697
OG0006136	BRALA13730	DROME10851
OG0006137	BRALA15657	DROME09569
OG0006140	BRALA12260	DROME15748
OG0006141	BRALA08424	DROME18067, DROME07431
OG0006144	BRALA13419	DROME00549
OG0006145	BRALA05627	DROME11050
OG0006148	BRALA02995	DROME10799
OG0006151	BRALA13670	DROME20478
OG0006152	BRALA01808	DROME08871
OG0006155	BRALA04202	DROME18085
OG0006156	BRALA13633	DROME10247
OG0006159	BRALA05824	DROME13858
OG0006161	BRALA10731	DROME18089, DROME18090, DROME18088
OG0006164	BRALA26593	DROME09119
OG0006165	BRALA35968	DROME18757, DROME18756
OG0006168	BRALA10032	DROME15944, DROME18911
OG0006169	BRALA30756	DROME10283
OG0006170	BRALA00202	DROME14914
OG0006171	BRALA30792	DROME09393
OG0006172	BRALA24107	DROME00114
OG0006176	BRALA35451, BRALA34545	DROME04325
OG0006179	BRALA19293	DROME10214
OG0006180	BRALA34420	DROME17033
OG0006181	BRALA23439	DROME14871
OG0006182	BRALA05121	DROME01649
OG0006183	BRALA06437	DROME14997
OG0006184	BRALA06377	DROME06994, DROME06993
OG0006185	BRALA17091	DROME15598
OG0006186	BRALA13463	DROME01316
OG0006187	BRALA18223	DROME00876
OG0006188	BRALA05015	DROME00301
OG0006191	BRALA21722	DROME00877, DROME00878
OG0006192	BRALA07356	DROME00106
OG0006193	BRALA04868	DROME02189
OG0006195	BRALA07312	DROME11802, DROME11801
OG0006196	BRALA13696	DROME01357
OG0006199	BRALA15509, BRALA15507	DROME19122
OG0006200	BRALA06667	DROME03216, DROME03215
OG0006202	BRALA22394	DROME06452, DROME06451
OG0006204	BRALA26638	DROME02906
OG0006206	BRALA26945	DROME19558
OG0006208	BRALA13508	DROME15732
OG0006210	BRALA20208	DROME19094
OG0006211	BRALA00198	DROME17799, DROME17798, DROME17797
OG0006213	BRALA04557	DROME10052
OG0006214	BRALA03387	DROME05227
OG0006216	BRALA06312	DROME02380
OG0006217	BRALA05528	DROME19224
OG0006220	BRALA18564	DROME10027
OG0006224	BRALA05440	DROME18810
OG0006226	BRALA01075	DROME08310
OG0006227	BRALA22358	DROME03457
OG0006228	BRALA02124	DROME12195, DROME12196, DROME12194, DROME12193
OG0006229	BRALA22434	DROME16720
OG0006230	BRALA00506	DROME05693
OG0006231	BRALA34256	DROME06401, DROME06402, DROME06407
OG0006232	BRALA14521	DROME06119
OG0006233	BRALA10666	DROME13881
OG0006234	BRALA05039	DROME22062, DROME22061
OG0006235	BRALA02255	DROME20311
OG0006238	BRALA18241	DROME09754
OG0006239	BRALA12452	DROME10114
OG0006240	BRALA21843	DROME19140, DROME08600
OG0006242	BRALA23178	DROME07675, DROME07676
OG0006243	BRALA08525	DROME14457
OG0006244	BRALA27763	DROME17166, DROME17165
OG0006245	BRALA06871	DROME02108, DROME02107
OG0006246	BRALA18204	DROME19004
OG0006247	BRALA35139, BRALA09607	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	BRALA24689	DROME03264
OG0006250	BRALA30686	DROME17023
OG0006251	BRALA24626	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	BRALA06528	DROME10801
OG0006258	BRALA04326	DROME18180, DROME18181, DROME18179
OG0006259	BRALA09660	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	BRALA19733	DROME16552
OG0006262	BRALA19086	DROME05994
OG0006263	BRALA19960	DROME01003
OG0006264	BRALA14988	DROME01178
OG0006265	BRALA04894, BRALA07067	DROME08925, DROME08926
OG0006267	BRALA27926	DROME04482
OG0006268	BRALA05496	DROME16986
OG0006270	BRALA21824	DROME07884
OG0006271	BRALA30606	DROME13584
OG0006273	BRALA16138	DROME19288, DROME09384, DROME20348
OG0006275	BRALA22474	DROME11545
OG0006277	BRALA28928	DROME15668
OG0006278	BRALA22168	DROME09293
OG0006279	BRALA23718	DROME05154
OG0006280	BRALA11947	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	BRALA05664	DROME21723, DROME21724
OG0006283	BRALA10662	DROME18093
OG0006284	BRALA24402	DROME06978
OG0006285	BRALA02914	DROME05155
OG0006286	BRALA20294	DROME20409
OG0006287	BRALA24709	DROME15138
OG0006288	BRALA24258	DROME00223
OG0006289	BRALA19745	DROME05895
OG0006290	BRALA15792	DROME15754
OG0006291	BRALA11851	DROME16421
OG0006292	BRALA03311	DROME00480, DROME00481
OG0006293	BRALA33794, BRALA34618, BRALA34423	DROME15892
OG0006294	BRALA15247	DROME17637
OG0006295	BRALA22152	DROME09339
OG0006296	BRALA24792	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	BRALA25722	DROME14064
OG0006298	BRALA29366	DROME10104, DROME10103
OG0006301	BRALA22608	DROME14417, DROME14418
OG0006302	BRALA17113, BRALA17112	DROME11859
OG0006305	BRALA11410	DROME20608
OG0006306	BRALA28080	DROME06607
OG0006308	BRALA16885	DROME01926
OG0006309	BRALA08741	DROME22059, DROME22060
OG0006311	BRALA04781	DROME09053
OG0006313	BRALA04098	DROME09638
OG0006315	BRALA17398	DROME12826
