Orthogroup	BRALA	MOUSE
OG0006311	BRALA04781	MOUSE42034
OG0006312	BRALA03698	MOUSE01807, MOUSE01811, MOUSE01810
OG0006313	BRALA04098	MOUSE34183, MOUSE34185, MOUSE34184
OG0006314	BRALA04224	MOUSE30884
OG0006315	BRALA17398	MOUSE27789, MOUSE27788
OG0006316	BRALA05253	MOUSE10556, MOUSE10555
OG0006317	BRALA04048, BRALA23514	MOUSE30611, MOUSE30613, MOUSE30612
OG0006318	BRALA19707	MOUSE51285, MOUSE51286, MOUSE51284
OG0006319	BRALA18740	MOUSE45688
OG0006320	BRALA08392	MOUSE41214, MOUSE41212, MOUSE41213
OG0006321	BRALA16122	MOUSE49369, MOUSE10030, MOUSE10028, MOUSE10029
OG0006322	BRALA15375	MOUSE52872
OG0006323	BRALA22948	MOUSE12964, MOUSE12965
OG0006324	BRALA34114, BRALA33979	MOUSE15180
OG0006325	BRALA18370	MOUSE25844, MOUSE25845, MOUSE25843
OG0006326	BRALA10024	MOUSE23732
OG0006327	BRALA00337	MOUSE52333, MOUSE52331, MOUSE52329, MOUSE52334, MOUSE52332, MOUSE52330
OG0006328	BRALA21269	MOUSE08970, MOUSE08967, MOUSE08968, MOUSE08969
OG0006329	BRALA25075	MOUSE27767, MOUSE27765, MOUSE27766, MOUSE27764
OG0006330	BRALA18518	MOUSE51758, MOUSE51757
OG0006331	BRALA23061	MOUSE42771, MOUSE42772
OG0006332	BRALA15040	MOUSE27257, MOUSE27256
OG0006333	BRALA15716	MOUSE16124, MOUSE16123, MOUSE00654, MOUSE00655
OG0006334	BRALA05128	MOUSE48911, MOUSE48912
OG0006335	BRALA00520	MOUSE14829
OG0006336	BRALA01194	MOUSE48468, MOUSE48467
OG0006337	BRALA21642	MOUSE51858, MOUSE10096
OG0006338	BRALA01557	MOUSE31793, MOUSE31791, MOUSE31792, MOUSE31794
OG0006339	BRALA07229	MOUSE37259
OG0006340	BRALA03730	MOUSE00903, MOUSE00904, MOUSE00905, MOUSE00902
OG0006341	BRALA04141	MOUSE47414
OG0006343	BRALA30764, BRALA30765, BRALA13148	MOUSE48088
OG0006344	BRALA00595	MOUSE32264
OG0006345	BRALA13758	MOUSE21609
OG0006346	BRALA12899	MOUSE51221
OG0006347	BRALA09195	MOUSE02467
OG0006348	BRALA07962	MOUSE10201, MOUSE10200, MOUSE10198, MOUSE10199
OG0006349	BRALA01289	MOUSE20753
OG0006350	BRALA04268	MOUSE19460
OG0006352	BRALA04530	MOUSE32257
OG0006353	BRALA13425	MOUSE42828
OG0006354	BRALA11438	MOUSE40413, MOUSE40412
OG0006355	BRALA19757	MOUSE40806
OG0006356	BRALA22173	MOUSE03845, MOUSE03847, MOUSE03846
OG0006357	BRALA18742	MOUSE22850
OG0006358	BRALA28059	MOUSE35406, MOUSE35402, MOUSE35405, MOUSE35404, MOUSE35403, MOUSE35401
OG0006359	BRALA10059	MOUSE31884, MOUSE31886, MOUSE31887, MOUSE31885
OG0006360	BRALA02301	MOUSE02221
OG0006361	BRALA14582, BRALA35163	MOUSE48963, MOUSE48964
OG0006362	BRALA22988	MOUSE34247, MOUSE34248
OG0006363	BRALA27462	MOUSE20221
OG0006364	BRALA04293, BRALA04292	MOUSE20680
OG0006365	BRALA11762	MOUSE23279, MOUSE54173, MOUSE54172
OG0006366	BRALA05885, BRALA35453	MOUSE22776, MOUSE22775, MOUSE22774
OG0006367	BRALA30719	MOUSE06752, MOUSE06748, MOUSE06749, MOUSE06750
OG0006368	BRALA07339, BRALA07342	MOUSE05618, MOUSE05617, MOUSE05620
OG0006370	BRALA01047	MOUSE35591, MOUSE35592
OG0006372	BRALA03212	MOUSE45009, MOUSE45008, MOUSE45007, MOUSE45010, MOUSE45012, MOUSE45011
OG0006375	BRALA35312	MOUSE16929
OG0006376	BRALA02582	MOUSE25552, MOUSE25550, MOUSE25549, MOUSE25548, MOUSE25547
OG0006377	BRALA12745	MOUSE13243
OG0006378	BRALA21690	MOUSE36964, MOUSE36966, MOUSE36963
OG0006379	BRALA13357	MOUSE07595, MOUSE07594, MOUSE07596, MOUSE07597
OG0006381	BRALA28145	MOUSE02021, MOUSE02020
OG0006382	BRALA17399	MOUSE07504, MOUSE07502, MOUSE07505, MOUSE07501, MOUSE07503
OG0006383	BRALA03662	MOUSE16422
OG0006384	BRALA02373	MOUSE50412, MOUSE50410, MOUSE50411, MOUSE50409
OG0006385	BRALA13372	MOUSE20071, MOUSE20069, MOUSE20070, MOUSE20066, MOUSE20067, MOUSE20068
OG0006386	BRALA17118	MOUSE47125, MOUSE47128, MOUSE47127, MOUSE47126
OG0006387	BRALA30260	MOUSE16306, MOUSE34335
OG0006388	BRALA21976	MOUSE17131, MOUSE17130, MOUSE17129, MOUSE06529
OG0006389	BRALA15656	MOUSE16581, MOUSE16586, MOUSE16584, MOUSE16585, MOUSE16582, MOUSE16583
OG0006390	BRALA18000	MOUSE24929, MOUSE24930, MOUSE24928, MOUSE24927
OG0006391	BRALA25117	MOUSE50989, MOUSE50991, MOUSE50988
OG0006392	BRALA12289	MOUSE30923, MOUSE30926, MOUSE30924, MOUSE30925
OG0006393	BRALA13557	MOUSE33021, MOUSE33020, MOUSE18469
OG0006394	BRALA06374	MOUSE14264, MOUSE14265
OG0006395	BRALA16655	MOUSE28238, MOUSE28236, MOUSE28237, MOUSE28235
OG0006396	BRALA00796	MOUSE09804, MOUSE09803
OG0006398	BRALA00645, BRALA22061	MOUSE33324, MOUSE33323, MOUSE33316, MOUSE33321
OG0006399	BRALA34381	MOUSE37406, MOUSE37404, MOUSE37405
OG0006401	BRALA30659	MOUSE22412, MOUSE22413, MOUSE39948, MOUSE39947
OG0006402	BRALA16948	MOUSE31582
OG0006404	BRALA27329	MOUSE47119, MOUSE47120
OG0006405	BRALA02502	MOUSE20487, MOUSE20488, MOUSE47054, MOUSE47053
OG0006406	BRALA16985	MOUSE05088, MOUSE05087, MOUSE44266, MOUSE05086, MOUSE05085
OG0006407	BRALA14528	MOUSE15997, MOUSE15998, MOUSE43472, MOUSE43473
OG0006408	BRALA30169, BRALA30167	MOUSE08267, MOUSE08266, MOUSE08265
OG0006410	BRALA28629	MOUSE16019, MOUSE16020, MOUSE52105, MOUSE52107, MOUSE52106
OG0006412	BRALA18539	MOUSE28200, MOUSE32009, MOUSE32008, MOUSE06874
OG0006414	BRALA21306	MOUSE20902
OG0006416	BRALA23596	MOUSE13356, MOUSE13354, MOUSE13355, MOUSE13357
OG0006442	BRALA26582	MOUSE09109
OG0006443	BRALA15942	MOUSE20211
OG0006446	BRALA02593	MOUSE26085, MOUSE26086, MOUSE26084, MOUSE26083, MOUSE26082
OG0006447	BRALA18461	MOUSE25747
OG0006448	BRALA14481	MOUSE13317, MOUSE13318
OG0006449	BRALA12969	MOUSE13387, MOUSE13386
OG0006452	BRALA18059	MOUSE23482, MOUSE52797, MOUSE52796
OG0006454	BRALA31920	MOUSE04930, MOUSE04929
OG0006456	BRALA07627	MOUSE19867, MOUSE19868
OG0006457	BRALA14722	MOUSE48917
OG0006458	BRALA35777, BRALA35074	MOUSE51228, MOUSE51230, MOUSE51229, MOUSE51231, MOUSE51227
OG0006459	BRALA21741	MOUSE27714, MOUSE27717
OG0006460	BRALA17443	MOUSE49910
OG0006461	BRALA17215	MOUSE52644
OG0006462	BRALA21972	MOUSE14254, MOUSE14253
OG0006463	BRALA15556	MOUSE19085, MOUSE19086
OG0006464	BRALA11660	MOUSE15625, MOUSE15624
OG0006465	BRALA11934	MOUSE08683, MOUSE08684
OG0006467	BRALA25621	MOUSE40434, MOUSE40433, MOUSE40435
OG0006468	BRALA20024	MOUSE32105
OG0006469	BRALA13138	MOUSE03738
OG0006470	BRALA03878	MOUSE36168
OG0006471	BRALA01351	MOUSE28057, MOUSE28058
OG0006472	BRALA01349	MOUSE38447
OG0006474	BRALA29415	MOUSE15358, MOUSE15357, MOUSE15356
OG0006475	BRALA07446	MOUSE39872
OG0006476	BRALA08067	MOUSE38897
OG0006477	BRALA01024	MOUSE47325
OG0006478	BRALA20796	MOUSE18471, MOUSE18472
OG0006479	BRALA32335	MOUSE35163, MOUSE35164
OG0006480	BRALA00269	MOUSE21333
OG0006481	BRALA01853	MOUSE02030, MOUSE51052
OG0006482	BRALA23441	MOUSE07260, MOUSE07262
OG0006483	BRALA29449	MOUSE07206, MOUSE07204
OG0006485	BRALA20858	MOUSE20333
OG0006486	BRALA17155	MOUSE40716, MOUSE40715, MOUSE01974, MOUSE01975
OG0006487	BRALA09409	MOUSE52846, MOUSE52845, MOUSE52844
OG0006488	BRALA22110	MOUSE42690, MOUSE42689
OG0006490	BRALA09290	MOUSE01816
OG0006491	BRALA16671	MOUSE18971
OG0006492	BRALA28429	MOUSE49785, MOUSE49782, MOUSE49781, MOUSE49784
OG0006493	BRALA12232	MOUSE45214, MOUSE45215, MOUSE45212, MOUSE45216, MOUSE45213
OG0006494	BRALA12242	MOUSE29560
OG0006495	BRALA35340	MOUSE04122, MOUSE04123
OG0006496	BRALA20624	MOUSE23975, MOUSE23974, MOUSE23972, MOUSE23971
OG0006497	BRALA29776	MOUSE12999, MOUSE12998, MOUSE13000
OG0006498	BRALA29822	MOUSE54568, MOUSE54567
OG0006499	BRALA02653	MOUSE23782, MOUSE23784, MOUSE23783
OG0006501	BRALA21471	MOUSE43340, MOUSE43338, MOUSE43339, MOUSE43337
OG0006502	BRALA33701	MOUSE04763, MOUSE04764, MOUSE04765
OG0006503	BRALA13583	MOUSE47999
OG0006505	BRALA14552	MOUSE18917
OG0006506	BRALA02261	MOUSE15973, MOUSE15972
OG0006507	BRALA24795	MOUSE21775
OG0006508	BRALA28414	MOUSE36086, MOUSE36085
OG0006509	BRALA11787	MOUSE48743
OG0006510	BRALA26585	MOUSE28964, MOUSE28965
OG0006511	BRALA26583	MOUSE27840, MOUSE44519
OG0006512	BRALA15201	MOUSE48697
OG0006513	BRALA03556, BRALA28101	MOUSE48944, MOUSE48943
OG0006514	BRALA16975	MOUSE30039, MOUSE30040
OG0006516	BRALA22526	MOUSE27482
OG0006517	BRALA05623	MOUSE18538
OG0006518	BRALA27980	MOUSE00593, MOUSE00594, MOUSE00592, MOUSE00595
OG0006519	BRALA30968	MOUSE24786
OG0006520	BRALA26806	MOUSE29790, MOUSE29789
OG0006522	BRALA19190	MOUSE04682
OG0006523	BRALA28068	MOUSE42761
OG0006524	BRALA09322	MOUSE39018, MOUSE39019
OG0006525	BRALA12796	MOUSE09825, MOUSE09824
OG0006526	BRALA03451	MOUSE13960
OG0006527	BRALA25277	MOUSE06472, MOUSE06471, MOUSE06470
OG0006528	BRALA07058	MOUSE22560, MOUSE22559, MOUSE22558
OG0006530	BRALA21307	MOUSE30223, MOUSE30222
OG0006531	BRALA02175	MOUSE41542
OG0006532	BRALA05058	MOUSE01404
OG0006534	BRALA16302	MOUSE21167
OG0006535	BRALA07744	MOUSE41980, MOUSE41979, MOUSE41981
OG0006536	BRALA24028	MOUSE48901, MOUSE48899, MOUSE48900, MOUSE48898
OG0006537	BRALA30762	MOUSE48761
OG0006538	BRALA05308	MOUSE26266
OG0006540	BRALA14264	MOUSE55045, MOUSE55046, MOUSE55043, MOUSE55042, MOUSE55044
OG0006541	BRALA24036	MOUSE10561, MOUSE10557, MOUSE10558, MOUSE10559, MOUSE10560
OG0006542	BRALA26807	MOUSE29787, MOUSE29788, MOUSE29786
OG0006543	BRALA21134	MOUSE52038
OG0006544	BRALA08406	MOUSE28396, MOUSE28393
OG0006545	BRALA23681	MOUSE32676, MOUSE32674
OG0006546	BRALA13326	MOUSE08071
OG0006547	BRALA21713	MOUSE14774
OG0006548	BRALA24297	MOUSE15932, MOUSE15934, MOUSE15933
OG0006549	BRALA12819	MOUSE14545
OG0006550	BRALA27195	MOUSE24976
OG0006551	BRALA18331	MOUSE30944, MOUSE30943, MOUSE30942
OG0006552	BRALA18527	MOUSE10340, MOUSE10339
OG0006553	BRALA06295	MOUSE38559, MOUSE38560
OG0006554	BRALA14992	MOUSE37728, MOUSE37726, MOUSE37727
OG0006555	BRALA00368	MOUSE22556
OG0006556	BRALA24801	MOUSE16511
OG0006557	BRALA24618	MOUSE02772, MOUSE02771, MOUSE02773
OG0006559	BRALA00767	MOUSE18425, MOUSE18426, MOUSE20855, MOUSE20856
OG0006560	BRALA24104, BRALA34102	MOUSE07751, MOUSE07752
OG0006561	BRALA12061	MOUSE07407, MOUSE07406
OG0006562	BRALA11584	MOUSE54431, MOUSE02138, MOUSE54430, MOUSE54429
OG0006563	BRALA17770	MOUSE11016, MOUSE11018, MOUSE11017
OG0006564	BRALA23592	MOUSE38057
OG0006565	BRALA12752	MOUSE39122, MOUSE10893, MOUSE10894
OG0006566	BRALA11134	MOUSE05111, MOUSE05110, MOUSE05119, MOUSE05121, MOUSE05120, MOUSE05118
OG0006568	BRALA01715	MOUSE00150
OG0006569	BRALA10919, BRALA10793	MOUSE02949, MOUSE02948
OG0006570	BRALA10044	MOUSE17869, MOUSE17870
OG0006571	BRALA01588	MOUSE10425, MOUSE10423
OG0006572	BRALA01125	MOUSE33656, MOUSE33655, MOUSE33654
OG0006573	BRALA25563	MOUSE04658
OG0006574	BRALA09517	MOUSE18407
OG0006575	BRALA03279	MOUSE25413, MOUSE25411, MOUSE25410, MOUSE25409, MOUSE25412
OG0006576	BRALA03868	MOUSE30033
OG0006577	BRALA10957	MOUSE51174, MOUSE51175, MOUSE51176, MOUSE51173
OG0006578	BRALA24046	MOUSE35928, MOUSE35927
OG0006579	BRALA01184	MOUSE32954, MOUSE32953, MOUSE32952, MOUSE32955
OG0006580	BRALA07037	MOUSE05305, MOUSE05304, MOUSE05303
OG0006581	BRALA07413	MOUSE51836
OG0006583	BRALA12341	MOUSE00099
OG0006584	BRALA19370	MOUSE11385, MOUSE11380, MOUSE11382, MOUSE11381
OG0006586	BRALA34705	MOUSE49584
OG0006587	BRALA22287	MOUSE43220, MOUSE43217, MOUSE43218, MOUSE43219, MOUSE43216
OG0006588	BRALA25723	MOUSE55160, MOUSE55159
OG0006589	BRALA28041	MOUSE40526, MOUSE40528, MOUSE40527, MOUSE40525, MOUSE40524
OG0006590	BRALA22902	MOUSE41529, MOUSE41530
OG0006591	BRALA17121	MOUSE13632
OG0006592	BRALA26584	MOUSE31031, MOUSE31033, MOUSE31034, MOUSE31030, MOUSE31032
OG0006593	BRALA00408, BRALA00407	MOUSE53333, MOUSE53332, MOUSE53331
OG0006594	BRALA24225	MOUSE46304, MOUSE46303
OG0006595	BRALA04703	MOUSE11155, MOUSE11154
OG0006596	BRALA26574	MOUSE28680, MOUSE28681, MOUSE28682, MOUSE28679
OG0006597	BRALA15919	MOUSE28239, MOUSE53941
OG0006598	BRALA18182	MOUSE32270
OG0006599	BRALA03707	MOUSE40426, MOUSE36734
OG0006600	BRALA25769, BRALA23296	MOUSE06170
OG0006601	BRALA24176	MOUSE22934, MOUSE22935, MOUSE22936
OG0006602	BRALA19036	MOUSE48843, MOUSE48842, MOUSE48844
OG0006603	BRALA03443	MOUSE49497
OG0006604	BRALA33757	MOUSE04487, MOUSE04486
OG0006605	BRALA02624	MOUSE32522, MOUSE32521, MOUSE32523
OG0006606	BRALA27981	MOUSE49675
OG0006607	BRALA15151	MOUSE33913, MOUSE33912
OG0006608	BRALA16177	MOUSE30020, MOUSE30018, MOUSE30019
OG0006609	BRALA07455	MOUSE35588
OG0006610	BRALA23008, BRALA25297	MOUSE17087, MOUSE17086, MOUSE17088
OG0006611	BRALA14061	MOUSE02492, MOUSE02494, MOUSE02493
OG0006612	BRALA01028	MOUSE18460
OG0006613	BRALA04025	MOUSE27701, MOUSE27702
OG0006614	BRALA01003	MOUSE41919
OG0006615	BRALA13677	MOUSE19081
OG0006617	BRALA14572	MOUSE06872, MOUSE06873
OG0006618	BRALA20589, BRALA12165, BRALA06279	MOUSE19921
OG0006619	BRALA16699	MOUSE09213
OG0006620	BRALA13727	MOUSE34069, MOUSE12640
OG0006621	BRALA28416	MOUSE38258, MOUSE38257, MOUSE38259, MOUSE38255, MOUSE38256
OG0006622	BRALA12099	MOUSE33010, MOUSE55184
OG0006623	BRALA32109	MOUSE27138
OG0006624	BRALA20284	MOUSE10945, MOUSE10944, MOUSE10946
OG0006625	BRALA20997	MOUSE22589, MOUSE22587, MOUSE22586, MOUSE22588, MOUSE22585, MOUSE22590
OG0006626	BRALA15000	MOUSE17467, MOUSE02715, MOUSE02716, MOUSE15964
OG0006627	BRALA28820	MOUSE18618
OG0006628	BRALA05802	MOUSE51627
OG0006630	BRALA04522	MOUSE51996
OG0006631	BRALA21370	MOUSE23336, MOUSE23337, MOUSE23338
OG0006632	BRALA11411	MOUSE09432, MOUSE37150, MOUSE37151
OG0006633	BRALA15776	MOUSE09178, MOUSE09174
OG0006635	BRALA08601	MOUSE12744, MOUSE12742, MOUSE12746, MOUSE12743, MOUSE12747
OG0006636	BRALA13097	MOUSE42187, MOUSE42189
OG0006637	BRALA26648	MOUSE05078, MOUSE05077
OG0006638	BRALA03533	MOUSE13820
OG0006639	BRALA10260, BRALA10259	MOUSE32544, MOUSE32543
OG0006641	BRALA22281	MOUSE07840, MOUSE07838, MOUSE07839
OG0006642	BRALA23312	MOUSE11001, MOUSE11000
OG0006644	BRALA20583	MOUSE52483, MOUSE52481, MOUSE52482, MOUSE52480
OG0006645	BRALA06945, BRALA06894	MOUSE32599, MOUSE32598
OG0006646	BRALA13446	MOUSE44700, MOUSE44699
OG0006647	BRALA03119	MOUSE49192
OG0006648	BRALA24820	MOUSE52136, MOUSE52135
OG0006649	BRALA19902	MOUSE08158
OG0006650	BRALA28585, BRALA25692	MOUSE49345, MOUSE49347, MOUSE49346
OG0006651	BRALA18794	MOUSE16196, MOUSE16198
OG0006652	BRALA10835	MOUSE07624, MOUSE07622, MOUSE07625, MOUSE07623
OG0006653	BRALA16140	MOUSE49822, MOUSE18541, MOUSE18540
OG0006654	BRALA19298	MOUSE00565
OG0006655	BRALA00574	MOUSE10356
OG0006656	BRALA07528	MOUSE41568, MOUSE41567
OG0006657	BRALA07213	MOUSE37737, MOUSE37736
OG0006658	BRALA16629	MOUSE07435
OG0006660	BRALA10958	MOUSE52656, MOUSE52657
OG0006661	BRALA12233	MOUSE55051, MOUSE55050, MOUSE55049, MOUSE45211, MOUSE45210, MOUSE45209
OG0006662	BRALA14712	MOUSE51152, MOUSE51153, MOUSE51154
OG0006663	BRALA16974	MOUSE22698
OG0006664	BRALA24834	MOUSE13287
OG0006666	BRALA34133	MOUSE09373, MOUSE09374, MOUSE09372
OG0006668	BRALA08318	MOUSE21920
OG0006669	BRALA00985	MOUSE13244
OG0006670	BRALA02659	MOUSE24192, MOUSE24191
OG0006672	BRALA25892, BRALA25898, BRALA21521, BRALA25891	MOUSE34328
OG0006673	BRALA29976	MOUSE27959
OG0006675	BRALA09831	MOUSE48029, MOUSE48028, MOUSE48027
OG0006677	BRALA06236	MOUSE42274, MOUSE42275, MOUSE42276, MOUSE42277
OG0006678	BRALA06274	MOUSE06118
OG0006680	BRALA25853	MOUSE28338, MOUSE28337
OG0006681	BRALA20996	MOUSE12651
OG0006683	BRALA26678	MOUSE35000, MOUSE34999, MOUSE34997, MOUSE34998
OG0006684	BRALA12717	MOUSE39139, MOUSE39138
OG0006685	BRALA18231	MOUSE35612, MOUSE19040
OG0006686	BRALA03046	MOUSE25607
OG0006687	BRALA25407	MOUSE33931, MOUSE33932, MOUSE33930, MOUSE33929
OG0006688	BRALA20025	MOUSE12007, MOUSE12001, MOUSE12000
OG0006689	BRALA08372	MOUSE44918, MOUSE44919, MOUSE44917
OG0006690	BRALA17356	MOUSE31222, MOUSE31224, MOUSE31225, MOUSE31223
OG0006691	BRALA14546	MOUSE05202, MOUSE05203
OG0006692	BRALA17480	MOUSE05269
OG0006693	BRALA06823	MOUSE31556
OG0006694	BRALA16849	MOUSE00171, MOUSE00170, MOUSE00172
OG0006695	BRALA18862	MOUSE50174, MOUSE50175, MOUSE50173
OG0006697	BRALA31820	MOUSE46752, MOUSE46753, MOUSE46751
OG0006698	BRALA19125	MOUSE32106, MOUSE32107
OG0006699	BRALA22179	MOUSE37865, MOUSE37866
OG0006700	BRALA11720	MOUSE22788
OG0006702	BRALA01475	MOUSE34380, MOUSE34381, MOUSE34382
OG0006704	BRALA34768	MOUSE37070
OG0006704	BRALA15008	MOUSE37071, MOUSE37068, MOUSE37069
OG0006705	BRALA15796	MOUSE29539, MOUSE29536, MOUSE29535, MOUSE29540, MOUSE29541
OG0006706	BRALA02737	MOUSE31890, MOUSE31891, MOUSE31893, MOUSE31892
OG0006707	BRALA23645	MOUSE40954
OG0006708	BRALA20874	MOUSE32301, MOUSE32300
OG0006709	BRALA09059	MOUSE26376, MOUSE26377
OG0006710	BRALA14570	MOUSE32429, MOUSE32428
OG0006711	BRALA08981	MOUSE16007, MOUSE16011, MOUSE16012, MOUSE16009
OG0006712	BRALA20215, BRALA20214	MOUSE28628
OG0006713	BRALA22528	MOUSE07554, MOUSE07555
OG0006715	BRALA12748	MOUSE09346, MOUSE55145
OG0006716	BRALA24459	MOUSE32261, MOUSE32263, MOUSE32262
OG0006717	BRALA26122	MOUSE20433
OG0006718	BRALA31418	MOUSE21129, MOUSE21128, MOUSE21127
OG0006719	BRALA13038	MOUSE03965, MOUSE03966, MOUSE03967
OG0006720	BRALA12683	MOUSE53739, MOUSE53741, MOUSE53742, MOUSE53740
OG0006721	BRALA21743	MOUSE48435, MOUSE48434
OG0006722	BRALA01042	MOUSE44584, MOUSE44583
OG0006723	BRALA05735	MOUSE31003
OG0006724	BRALA05734	MOUSE34776, MOUSE34778, MOUSE34777, MOUSE34779
OG0006725	BRALA28234	MOUSE52635, MOUSE52636
OG0006726	BRALA16670	MOUSE00160, MOUSE00159, MOUSE00161, MOUSE00158
OG0006727	BRALA01476	MOUSE32170, MOUSE32169
OG0006728	BRALA14826	MOUSE19071, MOUSE19070, MOUSE19068
OG0006729	BRALA01063	MOUSE13150
OG0006730	BRALA02164	MOUSE31099, MOUSE31097
OG0006731	BRALA20312	MOUSE43497, MOUSE43495, MOUSE43496
OG0006732	BRALA00142	MOUSE23249, MOUSE23247, MOUSE23248
OG0006733	BRALA26251	MOUSE20140, MOUSE20141
OG0006734	BRALA30882	MOUSE18229
OG0006735	BRALA27074	MOUSE02545
OG0006737	BRALA03436	MOUSE46126, MOUSE46125
OG0006738	BRALA14041	MOUSE23304, MOUSE23306, MOUSE23305
OG0006739	BRALA32679	MOUSE32563
OG0006740	BRALA30973	MOUSE07457, MOUSE07458
OG0006741	BRALA09365	MOUSE52752
OG0006742	BRALA11740	MOUSE54682, MOUSE36508
OG0006743	BRALA00242	MOUSE25506, MOUSE25507
OG0006743	BRALA12738	MOUSE51950
OG0006744	BRALA02757	MOUSE23065, MOUSE23068, MOUSE23070, MOUSE23610, MOUSE23609
OG0006745	BRALA15185	MOUSE29402, MOUSE29401
OG0006747	BRALA22644	MOUSE27492, MOUSE27491, MOUSE43136, MOUSE43138, MOUSE43137, MOUSE27808
OG0006748	BRALA01445	MOUSE23094, MOUSE23095, MOUSE23093
OG0006749	BRALA22769	MOUSE17020
OG0006750	BRALA09668	MOUSE06621, MOUSE06620
OG0006751	BRALA31855	MOUSE20034
OG0006752	BRALA22950	MOUSE51249, MOUSE51248, MOUSE51250, MOUSE51251
OG0006753	BRALA24992	MOUSE07646, MOUSE07644
OG0006754	BRALA20552	MOUSE13935, MOUSE13936
OG0006755	BRALA22940	MOUSE21891, MOUSE21890, MOUSE21889, MOUSE21888
OG0006756	BRALA16752	MOUSE17117, MOUSE17118
OG0006758	BRALA00417	MOUSE41066
OG0006759	BRALA25850	MOUSE02243
OG0006760	BRALA17052	MOUSE10493, MOUSE10494
OG0006761	BRALA11904	MOUSE29704, MOUSE29701, MOUSE29703
OG0006762	BRALA22489	MOUSE18804, MOUSE18805
OG0006763	BRALA14476	MOUSE53131, MOUSE05491, MOUSE05490
OG0006764	BRALA12801, BRALA12802	MOUSE03580
OG0006765	BRALA03187	MOUSE48980, MOUSE48979, MOUSE48978, MOUSE48977
OG0006766	BRALA12385	MOUSE54011
OG0006768	BRALA24120	MOUSE43544, MOUSE43541, MOUSE43545, MOUSE43542, MOUSE43543, MOUSE43540
OG0006769	BRALA16226	MOUSE47278, MOUSE47276
OG0006770	BRALA34824	MOUSE51480, MOUSE51483, MOUSE51482, MOUSE51481, MOUSE51478, MOUSE51479, MOUSE51477
OG0006772	BRALA21416	MOUSE40319
OG0006774	BRALA19991	MOUSE37175
OG0006776	BRALA14483	MOUSE05553, MOUSE05552
OG0006777	BRALA21484	MOUSE43306, MOUSE43305
OG0006780	BRALA11976	MOUSE07762, MOUSE07758
OG0006784	BRALA09110	MOUSE32682
OG0006786	BRALA15945	MOUSE48716, MOUSE13045
OG0006787	BRALA00476	MOUSE39792, MOUSE39794, MOUSE39795, MOUSE39793, MOUSE05229, MOUSE05230
OG0006791	BRALA16274	MOUSE39692, MOUSE39691, MOUSE17195
OG0006792	BRALA02590	MOUSE07388, MOUSE07389, MOUSE07387, MOUSE07390, MOUSE00013
OG0006796	BRALA13885	MOUSE23519, MOUSE45971, MOUSE45972, MOUSE45967, MOUSE45966, MOUSE45962, MOUSE45965, MOUSE45969, MOUSE45968, MOUSE45970, MOUSE45974
OG0006824	BRALA20052	MOUSE41067, MOUSE41069, MOUSE41068
OG0006826	BRALA11906	MOUSE19257
OG0006828	BRALA17108	MOUSE19446, MOUSE19445
OG0006829	BRALA28885	MOUSE40217, MOUSE40216
OG0006830	BRALA28939	MOUSE04883
OG0006831	BRALA20460	MOUSE21450
OG0006832	BRALA22293	MOUSE07236
OG0006833	BRALA25618	MOUSE49351, MOUSE49350, MOUSE49349, MOUSE49348
OG0006835	BRALA28202	MOUSE45015, MOUSE45014, MOUSE45016
OG0006837	BRALA35576	MOUSE51224, MOUSE51226, MOUSE51225, MOUSE51223
OG0006838	BRALA19458	MOUSE16969
OG0006842	BRALA01039	MOUSE48778
OG0006843	BRALA21641	MOUSE32360, MOUSE32362, MOUSE32361
OG0006844	BRALA09600	MOUSE27711, MOUSE27712, MOUSE27713
OG0006845	BRALA20898	MOUSE20190, MOUSE20189
OG0006846	BRALA29210	MOUSE07807
OG0006847	BRALA27665	MOUSE01040, MOUSE01041, MOUSE01042, MOUSE01044, MOUSE01043
OG0006848	BRALA20677	MOUSE00822, MOUSE09570, MOUSE09569
OG0006849	BRALA22479	MOUSE18767
OG0006850	BRALA31268	MOUSE31600, MOUSE31599
OG0006851	BRALA27931	MOUSE00928
OG0006852	BRALA03688	MOUSE39158, MOUSE39157, MOUSE39159
OG0006856	BRALA24695	MOUSE46141, MOUSE46142
OG0006857	BRALA06099	MOUSE53691
OG0006858	BRALA05940	MOUSE52288
OG0006860	BRALA03297	MOUSE49501
OG0006862	BRALA29568	MOUSE08221, MOUSE08220, MOUSE08219
OG0006863	BRALA01163	MOUSE15893
OG0006864	BRALA31204	MOUSE14979
OG0006865	BRALA11659	MOUSE12914
OG0006866	BRALA05670, BRALA05672	MOUSE34492, MOUSE34491
OG0006867	BRALA30972	MOUSE18748
OG0006868	BRALA31290, BRALA34596	MOUSE52669, MOUSE52667, MOUSE52668
OG0006869	BRALA19766	MOUSE40651
OG0006870	BRALA20394	MOUSE00722, MOUSE00723, MOUSE00718, MOUSE00720, MOUSE00721
OG0006872	BRALA16487	MOUSE49857, MOUSE49858, MOUSE49859, MOUSE49856
OG0006873	BRALA26820	MOUSE37651, MOUSE37646, MOUSE37647, MOUSE37649, MOUSE37648, MOUSE37644, MOUSE37645
OG0006874	BRALA13013	MOUSE40813, MOUSE40812
OG0006875	BRALA22498	MOUSE51191
OG0006876	BRALA05364	MOUSE33297, MOUSE33298, MOUSE33299
