Orthogroup	BRALA	YEAST
OG0004769	BRALA10097, BRALA07309	YEAST06228
OG0004770	BRALA19310	YEAST03432
OG0004774	BRALA06537	YEAST06062
OG0004785	BRALA09161	YEAST04153
OG0004786	BRALA14055	YEAST01015
OG0004787	BRALA12312	YEAST02164
OG0004795	BRALA35226, BRALA35282, BRALA33991	YEAST02163
OG0004797	BRALA16695	YEAST00371
OG0004805	BRALA11567	YEAST03570
OG0004808	BRALA05658	YEAST02354
OG0004811	BRALA17170	YEAST01683
OG0004814	BRALA09208	YEAST05710
OG0004816	BRALA22898	YEAST04664
OG0004819	BRALA13757	YEAST00279
OG0004820	BRALA28634	YEAST05404
OG0004822	BRALA24004	YEAST03199
OG0004833	BRALA03973	YEAST01309
OG0004836	BRALA34047	YEAST00658
OG0004840	BRALA10057	YEAST01399
OG0004841	BRALA03215	YEAST01375
OG0004842	BRALA13532	YEAST05083
OG0004843	BRALA26572, BRALA33348	YEAST03163
OG0004844	BRALA23632	YEAST01571
OG0004848	BRALA07685	YEAST02387
OG0004849	BRALA34656, BRALA23873	YEAST06335
OG0004850	BRALA12053	YEAST05082, YEAST02977
OG0004851	BRALA23176	YEAST02907
OG0004852	BRALA02596	YEAST00825
OG0004854	BRALA22738	YEAST00889, YEAST04304
OG0004855	BRALA19389	YEAST03252
OG0004856	BRALA22942	YEAST05973
OG0004858	BRALA14994	YEAST04268
OG0004863	BRALA29780	YEAST00862
OG0004864	BRALA15377	YEAST00264
OG0004874	BRALA03277	YEAST04564
OG0004875	BRALA01281	YEAST02491
OG0004877	BRALA16981	YEAST05247
OG0004879	BRALA14250	YEAST01311
OG0004880	BRALA16715	YEAST06046
OG0004881	BRALA05669	YEAST00141
OG0004886	BRALA13594	YEAST05077
OG0004887	BRALA18551, BRALA18550	YEAST05734
OG0004893	BRALA01439	YEAST04667, YEAST00405
OG0004896	BRALA02657	YEAST06193
OG0004897	BRALA06731	YEAST03127, YEAST00642
OG0004902	BRALA15203	YEAST00933
OG0004903	BRALA26597	YEAST03539
OG0004906	BRALA05859	YEAST02770
OG0004911	BRALA23612, BRALA33471	YEAST04765
OG0004913	BRALA13584	YEAST01636
OG0004914	BRALA07564	YEAST03369
OG0004917	BRALA17895	YEAST00244
OG0004922	BRALA16616	YEAST03302
OG0004924	BRALA09627	YEAST03555, YEAST03277
OG0004928	BRALA13743	YEAST00311
OG0004932	BRALA09812	YEAST04654
OG0004935	BRALA31718	YEAST02167
OG0004940	BRALA16635	YEAST05107, YEAST05559
OG0004941	BRALA17339	YEAST03194
OG0004947	BRALA09544	YEAST05164
OG0004948	BRALA29771	YEAST02275
OG0004949	BRALA23863	YEAST04201
OG0004952	BRALA31449	YEAST02477
OG0004954	BRALA01713	YEAST06058
OG0004962	BRALA14101	YEAST04400
OG0004963	BRALA04605	YEAST04940
OG0004964	BRALA14478	YEAST04104
OG0004968	BRALA29428	YEAST03489
OG0004969	BRALA05993	YEAST02591
OG0004970	BRALA27520	YEAST04414
OG0004971	BRALA33597, BRALA28635	YEAST05364
OG0004972	BRALA06415	YEAST03511
OG0004975	BRALA01236	YEAST00144, YEAST01994
OG0004976	BRALA08070	YEAST05983
OG0004977	BRALA14155	YEAST06017
OG0004979	BRALA20271	YEAST06027
OG0004980	BRALA06666	YEAST05221
OG0004981	BRALA07121	YEAST03914, YEAST04639
OG0004982	BRALA10028	YEAST03625
OG0004985	BRALA15016	YEAST03498
OG0004988	BRALA29383, BRALA27110	YEAST05990
OG0004989	BRALA08810	YEAST04576
OG0004990	BRALA19772	YEAST04419
OG0004992	BRALA18453	YEAST05627
OG0004996	BRALA17166	YEAST04793
OG0004997	BRALA24073	YEAST01342
OG0005002	BRALA01660	YEAST05414
OG0005003	BRALA21209, BRALA32328	YEAST02467, YEAST00216
OG0005006	BRALA10726	YEAST06096
OG0005007	BRALA14191	YEAST03893
OG0005014	BRALA29414	YEAST02538
OG0005015	BRALA06837	YEAST01649, YEAST01932
OG0005040	BRALA22055	YEAST04778
OG0005047	BRALA19446	YEAST01837
OG0005053	BRALA14037	YEAST00680
OG0005055	BRALA21470	YEAST02159
OG0005059	BRALA18360	YEAST03737
OG0005067	BRALA10674	YEAST06051
OG0005069	BRALA22169	YEAST03130
OG0005073	BRALA10284	YEAST00873
OG0005076	BRALA16542	YEAST04563
OG0005081	BRALA04559	YEAST03124
OG0005084	BRALA18989	YEAST03782
OG0005085	BRALA19510	YEAST06159
OG0005086	BRALA09381	YEAST00205
OG0005087	BRALA20901	YEAST00816
OG0005088	BRALA01303	YEAST05769, YEAST03125
OG0005089	BRALA14635	YEAST04644
OG0005090	BRALA11176	YEAST00338
OG0005091	BRALA18690	YEAST05089
OG0005093	BRALA09010	YEAST01810
OG0005095	BRALA24486	YEAST04437
OG0005096	BRALA10442	YEAST00667
OG0005097	BRALA06505	YEAST05071
OG0005099	BRALA06538	YEAST01396
OG0005100	BRALA13678	YEAST02389
OG0005104	BRALA09466	YEAST05248
OG0005106	BRALA20191	YEAST06065, YEAST00421
OG0005107	BRALA02107	YEAST06099
OG0005109	BRALA09181	YEAST05204, YEAST00612
OG0005111	BRALA08666	YEAST06212, YEAST04032
OG0005114	BRALA25886	YEAST02131
OG0005117	BRALA24439	YEAST06050
OG0005121	BRALA19194	YEAST02052
OG0005124	BRALA25908, BRALA21509	YEAST04099
OG0005130	BRALA12681	YEAST03863
OG0005139	BRALA30038, BRALA30039, BRALA30040	YEAST04015
OG0005142	BRALA14416	YEAST03890
OG0005143	BRALA13606	YEAST00443
OG0005144	BRALA01103	YEAST04065
OG0005146	BRALA35713, BRALA34099	YEAST02971
OG0005149	BRALA04404	YEAST03025, YEAST02738
OG0005151	BRALA06150	YEAST03382
OG0005152	BRALA35843, BRALA35676, BRALA35994, BRALA33965	YEAST00847
OG0005157	BRALA07429	YEAST02981
OG0005160	BRALA32456	YEAST06113
OG0005164	BRALA26111	YEAST06283
OG0005167	BRALA18625	YEAST03924
OG0005168	BRALA25927	YEAST06272
OG0005169	BRALA11938	YEAST00459
OG0005175	BRALA26154	YEAST05445
OG0005176	BRALA07188	YEAST00218
OG0005178	BRALA08227	YEAST04497
OG0005179	BRALA08226	YEAST05659
OG0005183	BRALA25396	YEAST05308
OG0005184	BRALA31284	YEAST00492
OG0005187	BRALA27874	YEAST05234
OG0005188	BRALA07448	YEAST01554
OG0005191	BRALA05242	YEAST00993
OG0005192	BRALA06601	YEAST05720
OG0005194	BRALA11540	YEAST04086
OG0005196	BRALA02216	YEAST01388
OG0005198	BRALA29770	YEAST00327
OG0005200	BRALA08688	YEAST01016
OG0005201	BRALA21190	YEAST00082
OG0005203	BRALA25404, BRALA25403	YEAST02207
OG0005204	BRALA10188	YEAST01178
OG0005205	BRALA09049	YEAST01046
OG0005208	BRALA11171	YEAST01429
OG0005212	BRALA21756	YEAST06147
OG0005220	BRALA30603, BRALA12573	YEAST04357
OG0005221	BRALA29622, BRALA29621, BRALA35688	YEAST03209
OG0005222	BRALA20017	YEAST05518
OG0005224	BRALA28981	YEAST06324
OG0005225	BRALA08607	YEAST05094
OG0005227	BRALA12644	YEAST05529
OG0005228	BRALA11409	YEAST05916
OG0005229	BRALA19740	YEAST04766
OG0005231	BRALA05111	YEAST02681
OG0005233	BRALA18001	YEAST00564
OG0005237	BRALA22124	YEAST05398
OG0005238	BRALA02843	YEAST00351
OG0005239	BRALA23447	YEAST04499
OG0005240	BRALA00223	YEAST03058
OG0005244	BRALA02782	YEAST06021
OG0005247	BRALA03180	YEAST06314
OG0005249	BRALA20640	YEAST03446
OG0005251	BRALA25411	YEAST00934
OG0005254	BRALA25289	YEAST00814
OG0005259	BRALA28056	YEAST04276
OG0005261	BRALA21136	YEAST01831
OG0005262	BRALA27286	YEAST05458
OG0005264	BRALA15290	YEAST03506
OG0005267	BRALA24431	YEAST03513
OG0005269	BRALA11073, BRALA11006	YEAST03314
OG0005273	BRALA15722	YEAST04916
OG0005275	BRALA17317	YEAST03695
OG0005277	BRALA00795	YEAST04186
OG0005279	BRALA22426	YEAST05219
OG0005280	BRALA25837	YEAST00305
OG0005281	BRALA30687	YEAST05694
OG0005285	BRALA14917	YEAST03115
OG0005289	BRALA18476	YEAST03438
OG0005292	BRALA04825	YEAST01718
OG0005293	BRALA32880, BRALA32040, BRALA35399	YEAST03033
OG0005294	BRALA00740	YEAST01981
OG0005298	BRALA09690	YEAST03696
OG0005299	BRALA20015	YEAST00788
OG0005300	BRALA20319	YEAST04941
OG0005304	BRALA18484	YEAST05397
OG0005309	BRALA03669	YEAST03670
OG0005312	BRALA18034	YEAST05201, YEAST04689
OG0005314	BRALA15684	YEAST05231, YEAST01835
OG0005316	BRALA20591	YEAST02690
OG0005317	BRALA31549, BRALA06294, BRALA30516	YEAST03232
OG0005318	BRALA02514	YEAST02932
OG0005319	BRALA14634	YEAST00507
OG0005323	BRALA01394	YEAST01809
OG0005324	BRALA29868	YEAST02894
OG0005326	BRALA27610	YEAST02113
OG0005360	BRALA34067, BRALA34694, BRALA35822	YEAST05037
OG0005365	BRALA17931	YEAST00555
OG0005366	BRALA29450	YEAST05488
OG0005370	BRALA17106	YEAST06092
OG0005371	BRALA15909, BRALA15908	YEAST06170
OG0005373	BRALA14190	YEAST05422
OG0005374	BRALA12420	YEAST05714
OG0005375	BRALA04834	YEAST03962
OG0005379	BRALA28301	YEAST03216
OG0005390	BRALA00994	YEAST03532
OG0005391	BRALA03409	YEAST02166
OG0005393	BRALA16300, BRALA16301	YEAST04280
OG0005394	BRALA22382	YEAST00853
OG0005396	BRALA23811	YEAST05100
OG0005399	BRALA05679	YEAST03052
OG0005402	BRALA27277	YEAST00454, YEAST00455
OG0005403	BRALA14631	YEAST03894
OG0005406	BRALA31709	YEAST00801
OG0005409	BRALA03097	YEAST01305
OG0005412	BRALA10638	YEAST00286
OG0005413	BRALA04317	YEAST00212
OG0005422	BRALA15241	YEAST00744
OG0005430	BRALA12553	YEAST02046
OG0005431	BRALA16851	YEAST00653
OG0005432	BRALA14965	YEAST00083
OG0005433	BRALA32085, BRALA15081	YEAST00126
OG0005435	BRALA21781	YEAST02973
OG0005437	BRALA13351	YEAST04554
OG0005438	BRALA07315	YEAST03985
OG0005439	BRALA14740	YEAST00480, YEAST02388
OG0005446	BRALA33714	YEAST02856
OG0005448	BRALA32866	YEAST00061
OG0005451	BRALA35308, BRALA23739	YEAST02174
OG0005455	BRALA07441	YEAST01906
OG0005464	BRALA34473, BRALA19946	YEAST03289
OG0005465	BRALA30794	YEAST02925
OG0005466	BRALA00638	YEAST04413
OG0005468	BRALA24471	YEAST03549
OG0005469	BRALA21808	YEAST03750
OG0005470	BRALA25622	YEAST05805
OG0005471	BRALA33422	YEAST02704
OG0005474	BRALA21951	YEAST05625
OG0005476	BRALA12772	YEAST00929
OG0005479	BRALA21238	YEAST06140
OG0005481	BRALA23894	YEAST02988
OG0005482	BRALA20563, BRALA20564	YEAST06080
OG0005484	BRALA11894	YEAST05993
OG0005488	BRALA33275	YEAST02834
OG0005489	BRALA00473	YEAST02006
OG0005490	BRALA10737	YEAST02289
OG0005493	BRALA33540, BRALA32174, BRALA32175	YEAST03669
OG0005495	BRALA05831	YEAST04982
OG0005498	BRALA09125	YEAST02944
OG0005499	BRALA03805	YEAST00316
OG0005503	BRALA12882, BRALA12883	YEAST01883
OG0005504	BRALA23212	YEAST02859
OG0005508	BRALA00324	YEAST05735
OG0005511	BRALA01366	YEAST04889
OG0005514	BRALA11232	YEAST00756
OG0005524	BRALA06358	YEAST04752
OG0005527	BRALA23837	YEAST05177
OG0005531	BRALA00195	YEAST02508
OG0005533	BRALA25544	YEAST05670
OG0005535	BRALA35042, BRALA33785	YEAST03305
OG0005537	BRALA35353, BRALA24525, BRALA34021, BRALA34476	YEAST00932
OG0005539	BRALA01704	YEAST01881
OG0005540	BRALA00874	YEAST04214
OG0005545	BRALA20093	YEAST06273
OG0005554	BRALA19948	YEAST01003
OG0005556	BRALA28862	YEAST01807
OG0005559	BRALA08947	YEAST02680
OG0005560	BRALA03091	YEAST01996
OG0005561	BRALA03351	YEAST05048
OG0005562	BRALA05109	YEAST02317
OG0005563	BRALA12698	YEAST03552
OG0005564	BRALA10145	YEAST02525
OG0005566	BRALA24256	YEAST02934
OG0005569	BRALA22900	YEAST01288
OG0005570	BRALA16934	YEAST05155
OG0005572	BRALA12106	YEAST04844
OG0005573	BRALA25513	YEAST00059
OG0005574	BRALA30070	YEAST02083
OG0005575	BRALA35369, BRALA25442	YEAST02256
OG0005580	BRALA34383, BRALA35124	YEAST03612
OG0005582	BRALA13296	YEAST06134
OG0005584	BRALA15042	YEAST03140, YEAST03524
OG0005586	BRALA04348	YEAST00364
OG0005589	BRALA18610	YEAST06142
OG0005590	BRALA11343	YEAST05462
OG0005592	BRALA03173	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	BRALA33347, BRALA33346, BRALA32663	YEAST04980
OG0005595	BRALA11536	YEAST01803
OG0005597	BRALA27141, BRALA27142	YEAST02753
OG0005598	BRALA12145	YEAST01870
OG0005599	BRALA28103, BRALA03554	YEAST01798
OG0005600	BRALA12754	YEAST00206
OG0005604	BRALA18274	YEAST03276
OG0005605	BRALA03732	YEAST01083
OG0005613	BRALA32099	YEAST02714
OG0005617	BRALA01037	YEAST02068
OG0005618	BRALA05369	YEAST04830
OG0005620	BRALA20033	YEAST04915
OG0005622	BRALA28846	YEAST05142
OG0005623	BRALA24263	YEAST01590
OG0005626	BRALA33637, BRALA34323	YEAST02896
OG0005632	BRALA17395	YEAST01025
OG0005636	BRALA08890	YEAST04250, YEAST02533
OG0005641	BRALA25936	YEAST05413
OG0005643	BRALA18738	YEAST05368
OG0005645	BRALA18342	YEAST03386
OG0005649	BRALA18887	YEAST03683
OG0005652	BRALA01979	YEAST02748
OG0005656	BRALA35004, BRALA35887	YEAST05558
OG0005660	BRALA17720	YEAST04813
OG0005665	BRALA13511	YEAST05074
OG0005681	BRALA14263	YEAST01514
OG0005694	BRALA17179	YEAST02311
OG0005701	BRALA06261	YEAST03349
OG0005702	BRALA16971	YEAST02337
OG0005703	BRALA21952	YEAST00484
OG0005707	BRALA14659	YEAST01682
OG0005715	BRALA04368	YEAST05111
OG0005719	BRALA05482	YEAST01866
OG0005723	BRALA28137	YEAST05629
OG0005724	BRALA27289	YEAST03029
OG0005728	BRALA03308	YEAST03877
OG0005729	BRALA19644	YEAST04879
OG0005731	BRALA06257	YEAST04127
OG0005732	BRALA06368	YEAST05411, YEAST00067
OG0005734	BRALA15823	YEAST03845
OG0005747	BRALA05558	YEAST02338
OG0005749	BRALA33198	YEAST00550
OG0005750	BRALA12584	YEAST05318
OG0005758	BRALA11683	YEAST03970
OG0005764	BRALA07420	YEAST03256
OG0005769	BRALA19551	YEAST05614
OG0005774	BRALA14466	YEAST01218
OG0005775	BRALA13137	YEAST04199
OG0005779	BRALA10414	YEAST03322
OG0005783	BRALA11501	YEAST04090
OG0005784	BRALA25587	YEAST06131
OG0005787	BRALA30801, BRALA04456	YEAST03651
OG0005789	BRALA19084	YEAST06245
OG0005790	BRALA11916	YEAST01022
OG0005792	BRALA22283	YEAST02379
OG0005793	BRALA02122	YEAST03437
OG0005794	BRALA14065	YEAST03999
OG0005796	BRALA03853	YEAST02169
OG0005797	BRALA16284	YEAST04949
OG0005799	BRALA13423	YEAST05573
OG0005800	BRALA00385	YEAST03278
OG0005801	BRALA27324	YEAST00340
OG0005803	BRALA09014	YEAST05968
OG0005805	BRALA14991	YEAST01806
OG0005807	BRALA12255	YEAST01275
OG0005811	BRALA13358	YEAST01007
OG0005812	BRALA24432	YEAST06095, YEAST02696, YEAST03626
OG0005814	BRALA01036	YEAST01475
OG0005815	BRALA30105	YEAST03739
OG0005819	BRALA05131	YEAST04896
OG0005828	BRALA22827	YEAST00547
OG0005831	BRALA21956	YEAST05339
OG0005832	BRALA12528	YEAST00468
OG0005835	BRALA06897, BRALA06942	YEAST01714
OG0005837	BRALA06744	YEAST02139
OG0005842	BRALA17078	YEAST02254
OG0005843	BRALA10293	YEAST02236
OG0005845	BRALA25738	YEAST00903
OG0005848	BRALA21006	YEAST01451, YEAST02858
OG0005849	BRALA10677	YEAST01002
OG0005850	BRALA25474, BRALA00191	YEAST01618
OG0005860	BRALA04150	YEAST01211
OG0005864	BRALA24581	YEAST04171
OG0005865	BRALA05582	YEAST02036
OG0005866	BRALA23872	YEAST02662, YEAST00926, YEAST05389
OG0005869	BRALA03523	YEAST04361
OG0005872	BRALA09200	YEAST00119
OG0005874	BRALA14156	YEAST05241
OG0005880	BRALA12747	YEAST00456
OG0005886	BRALA34303	YEAST01320
OG0005887	BRALA14946	YEAST02429, YEAST01660
OG0005888	BRALA10153	YEAST01289, YEAST02921
OG0005889	BRALA22990	YEAST02568
OG0005893	BRALA08108	YEAST05434
OG0005897	BRALA26845	YEAST04730
OG0005898	BRALA19509	YEAST04411
OG0005899	BRALA10069	YEAST01832
OG0005901	BRALA19085	YEAST04462
OG0005902	BRALA19962	YEAST03800
OG0005906	BRALA14471	YEAST01796
OG0005909	BRALA01890	YEAST01623
OG0005919	BRALA02787	YEAST06039
OG0005921	BRALA06798	YEAST01856
OG0005922	BRALA18988	YEAST03364
OG0005925	BRALA13125, BRALA19319, BRALA06152, BRALA15672	YEAST05583
OG0005928	BRALA05644	YEAST02001
OG0005931	BRALA18962	YEAST04950
OG0005932	BRALA22702	YEAST02495
OG0005933	BRALA32133	YEAST05705
OG0005936	BRALA20570	YEAST03224
OG0005940	BRALA08107	YEAST04035
OG0005943	BRALA04787	YEAST00579
OG0005944	BRALA33719, BRALA29446	YEAST01316
OG0005946	BRALA26890	YEAST05608
OG0005949	BRALA33058	YEAST06253
OG0005952	BRALA21655	YEAST03507
OG0005954	BRALA25011	YEAST01233
OG0005955	BRALA27932	YEAST00616
OG0005960	BRALA27463	YEAST04608
OG0005961	BRALA19722	YEAST00672
OG0005965	BRALA35092, BRALA34261	YEAST02033
OG0005966	BRALA13003	YEAST04113
OG0005968	BRALA21244	YEAST05417
OG0005969	BRALA29569	YEAST04558, YEAST04559
OG0005970	BRALA05175	YEAST05328
OG0005974	BRALA28872	YEAST06068
OG0005976	BRALA18697	YEAST02136
OG0005978	BRALA24850, BRALA30513	YEAST01891
OG0005980	BRALA02131	YEAST06132
OG0005984	BRALA01064	YEAST04078, YEAST01479
OG0005985	BRALA07951	YEAST00726
OG0005986	BRALA17394	YEAST02056
OG0005987	BRALA05961, BRALA05962	YEAST05748
OG0005989	BRALA02066	YEAST04850
OG0005991	BRALA18686	YEAST06034
OG0005993	BRALA23689	YEAST04496
OG0005995	BRALA18996	YEAST01813
OG0005996	BRALA17859	YEAST02670
OG0005998	BRALA11971	YEAST04034
OG0006001	BRALA08827	YEAST02335
OG0006003	BRALA00858	YEAST05889
OG0006005	BRALA19444	YEAST05024
OG0006011	BRALA22172	YEAST02553
OG0006031	BRALA18226	YEAST00879
OG0006059	BRALA20592	YEAST03490
OG0006063	BRALA06734	YEAST00475
OG0006064	BRALA14773	YEAST03138
OG0006065	BRALA13550	YEAST06018
OG0006069	BRALA18661	YEAST00670
OG0006071	BRALA02793	YEAST02732
OG0006072	BRALA21649	YEAST03317
OG0006073	BRALA10787, BRALA10912	YEAST06328
OG0006074	BRALA11977, BRALA11978	YEAST00045
OG0006079	BRALA15093	YEAST05794
OG0006084	BRALA22703	YEAST02308
OG0006087	BRALA19067	YEAST02260
OG0006090	BRALA24696	YEAST03852
OG0006095	BRALA21272	YEAST03334
OG0006096	BRALA22177	YEAST03331
OG0006098	BRALA17662	YEAST06192
OG0006103	BRALA28829	YEAST01110
OG0006104	BRALA11198	YEAST03697
OG0006106	BRALA01211, BRALA33233	YEAST00295
OG0006113	BRALA03133	YEAST06164
OG0006114	BRALA16283	YEAST05960
OG0006115	BRALA27978	YEAST01346
OG0006116	BRALA25932	YEAST05770
OG0006117	BRALA04726	YEAST05899
OG0006122	BRALA25033	YEAST05199
OG0006127	BRALA16273	YEAST04711
OG0006134	BRALA19095	YEAST00416
OG0006135	BRALA16417	YEAST00161
OG0006136	BRALA13730	YEAST05740
OG0006140	BRALA12260	YEAST05182
OG0006141	BRALA08424	YEAST02626
OG0006144	BRALA13419	YEAST04770
OG0006145	BRALA05627	YEAST01394
OG0006147	BRALA15350	YEAST05179
OG0006149	BRALA23452	YEAST05979
OG0006152	BRALA01808	YEAST03796
OG0006155	BRALA04202	YEAST04800
OG0006156	BRALA13633	YEAST00437
OG0006157	BRALA05522	YEAST02465
OG0006159	BRALA05824, BRALA35947	YEAST06098
OG0006161	BRALA10731	YEAST04301
OG0006168	BRALA10032	YEAST01411
OG0006169	BRALA30756	YEAST02933
OG0006176	BRALA35451, BRALA34545	YEAST03164
OG0006177	BRALA11337, BRALA11340	YEAST01871, YEAST01295
OG0006180	BRALA34420	YEAST00504
OG0006181	BRALA23439	YEAST02419
OG0006185	BRALA17091	YEAST05986
OG0006186	BRALA13463	YEAST01010
OG0006188	BRALA05015	YEAST05311
OG0006189	BRALA11205	YEAST00844, YEAST06269
OG0006191	BRALA21722	YEAST02336
OG0006192	BRALA07356	YEAST06153
OG0006196	BRALA13696	YEAST03954
OG0006199	BRALA15509, BRALA15507	YEAST06121
OG0006200	BRALA06667	YEAST05079
OG0006202	BRALA22394	YEAST00362
OG0006204	BRALA26638	YEAST02271
OG0006209	BRALA18227	YEAST04555
OG0006210	BRALA20208	YEAST00201
OG0006213	BRALA04557	YEAST03554
OG0006214	BRALA03387	YEAST04089
OG0006216	BRALA06312	YEAST01089
OG0006217	BRALA05528	YEAST00809
OG0006224	BRALA05440	YEAST02751, YEAST03048
OG0006225	BRALA26113	YEAST04875
OG0006227	BRALA22358	YEAST00128
OG0006229	BRALA22434	YEAST00143
OG0006230	BRALA00506	YEAST03869
OG0006233	BRALA10666	YEAST04247
OG0006237	BRALA19627	YEAST02126
OG0006240	BRALA21843	YEAST04649
OG0006245	BRALA06871	YEAST05732
OG0006247	BRALA35139, BRALA09607	YEAST04977
OG0006250	BRALA30686	YEAST05424
OG0006251	BRALA24626	YEAST04963
OG0006255	BRALA31165	YEAST03350
OG0006258	BRALA04326	YEAST05637
OG0006259	BRALA09660	YEAST05672
OG0006260	BRALA19733	YEAST04100
OG0006263	BRALA19960	YEAST02521
OG0006269	BRALA30664	YEAST03069
OG0006271	BRALA30606	YEAST00375
OG0006275	BRALA22474	YEAST06102
OG0006277	BRALA28928	YEAST02811
OG0006279	BRALA23718	YEAST04402
OG0006280	BRALA11947	YEAST04541
OG0006281	BRALA05664	YEAST04979
OG0006282	BRALA04135, BRALA26011, BRALA30507	YEAST01445
OG0006283	BRALA10662	YEAST00229
OG0006284	BRALA24402	YEAST04213
OG0006288	BRALA24258	YEAST02860
OG0006289	BRALA19745	YEAST06209
OG0006293	BRALA33794, BRALA34618, BRALA34423	YEAST05380
OG0006294	BRALA15247	YEAST04000
OG0006295	BRALA22152	YEAST05360
OG0006302	BRALA17113, BRALA17112	YEAST01852
OG0006306	BRALA28080	YEAST00230
OG0006311	BRALA04781	YEAST01145
OG0006313	BRALA04098	YEAST02392
OG0006315	BRALA17398	YEAST00489
OG0006317	BRALA04048, BRALA23514	YEAST02082
OG0006319	BRALA18740	YEAST01135
OG0006320	BRALA08392	YEAST04478
OG0006322	BRALA15375	YEAST00815
OG0006329	BRALA25075	YEAST01245
OG0006332	BRALA15040	YEAST06042
OG0006334	BRALA05128	YEAST00864
OG0006335	BRALA00520	YEAST02588
OG0006339	BRALA07229	YEAST06286
OG0006340	BRALA03730	YEAST00922, YEAST05387
OG0006341	BRALA04141	YEAST01452
OG0006344	BRALA00595	YEAST01465
OG0006347	BRALA09118, BRALA09195	YEAST03436
OG0006349	BRALA01289	YEAST05233
OG0006350	BRALA04268	YEAST00452
OG0006357	BRALA18742	YEAST02650
OG0006360	BRALA02301	YEAST01556
OG0006362	BRALA22988	YEAST05722
OG0006370	BRALA01047	YEAST02350
OG0006372	BRALA03212	YEAST05423
OG0006375	BRALA35312, BRALA16704	YEAST05198
OG0006377	BRALA12745	YEAST04974
OG0006378	BRALA21690	YEAST01924
OG0006381	BRALA28145	YEAST01058
OG0006382	BRALA17399	YEAST03313
OG0006385	BRALA13372	YEAST04806
OG0006387	BRALA30260	YEAST05324
OG0006389	BRALA15656	YEAST02409
OG0006390	BRALA18000	YEAST00339
OG0006392	BRALA12289	YEAST01246
OG0006395	BRALA16655	YEAST03605
OG0006396	BRALA23471	YEAST02281
OG0006396	BRALA00796	YEAST02453
OG0006398	BRALA00645, BRALA22061	YEAST04420, YEAST03553
OG0006407	BRALA14528	YEAST02250
OG0006416	BRALA23596	YEAST00023
OG0006447	BRALA18461	YEAST03459
OG0006448	BRALA14481	YEAST00505, YEAST04285
OG0006449	BRALA12969	YEAST02458
OG0006456	BRALA07627	YEAST06224
OG0006459	BRALA21741	YEAST00972, YEAST00245
OG0006461	BRALA17215	YEAST05346
OG0006462	BRALA21972	YEAST01838
OG0006464	BRALA11660	YEAST05965
OG0006465	BRALA11934	YEAST01875
OG0006470	BRALA03878	YEAST01306
OG0006474	BRALA29415	YEAST03988
OG0006475	BRALA07446	YEAST06223, YEAST00349
OG0006476	BRALA08067	YEAST00315
OG0006479	BRALA32335	YEAST05669
OG0006481	BRALA01853	YEAST06165
OG0006488	BRALA22110	YEAST02614
OG0006498	BRALA29822	YEAST02291
OG0006503	BRALA13583	YEAST06053
OG0006504	BRALA17735	YEAST02866
OG0006507	BRALA24795	YEAST02914
OG0006509	BRALA11787	YEAST02252
OG0006511	BRALA26583	YEAST01899
OG0006512	BRALA15201	YEAST04169
OG0006514	BRALA16975	YEAST05820
OG0006516	BRALA22526	YEAST02248
OG0006520	BRALA26806	YEAST05914
OG0006523	BRALA28068	YEAST04170
OG0006528	BRALA07058	YEAST02276
OG0006532	BRALA05058	YEAST05019
OG0006533	BRALA12416	YEAST00790
OG0006536	BRALA24028	YEAST05130
OG0006538	BRALA05308	YEAST02168
OG0006543	BRALA21134	YEAST03219
OG0006544	BRALA08406	YEAST06160
OG0006550	BRALA27195	YEAST05541
OG0006552	BRALA18527	YEAST02016
OG0006553	BRALA06295	YEAST05825
OG0006554	BRALA14992	YEAST04136
OG0006561	BRALA12061	YEAST00874
OG0006564	BRALA23592	YEAST05934
OG0006568	BRALA01715	YEAST03560
OG0006569	BRALA10919, BRALA10793	YEAST02940
OG0006571	BRALA01588	YEAST00795
OG0006574	BRALA09517	YEAST06163
OG0006577	BRALA10957	YEAST03945
OG0006578	BRALA24046	YEAST00813
OG0006580	BRALA07037	YEAST04957
OG0006582	BRALA02218, BRALA20732	YEAST04615
OG0006584	BRALA19370	YEAST01846
OG0006589	BRALA28041	YEAST04474
OG0006594	BRALA24225	YEAST00464
OG0006595	BRALA04703	YEAST05577
OG0006596	BRALA26574	YEAST03312
OG0006597	BRALA15919	YEAST01876
OG0006598	BRALA18182	YEAST02580
OG0006602	BRALA19036	YEAST06259
OG0006603	BRALA03443	YEAST05721
OG0006604	BRALA33757	YEAST01597
OG0006607	BRALA15151	YEAST05258
OG0006609	BRALA07455	YEAST04231
OG0006610	BRALA23008, BRALA25297	YEAST04593
OG0006611	BRALA14061	YEAST02395
OG0006613	BRALA04025	YEAST00490
OG0006615	BRALA13677	YEAST02695
OG0006617	BRALA14572	YEAST02864, YEAST02189
OG0006619	BRALA16699	YEAST03691
OG0006622	BRALA12099	YEAST04382
OG0006625	BRALA20997	YEAST05905
OG0006627	BRALA28820	YEAST01553
OG0006630	BRALA04522	YEAST05584
OG0006631	BRALA21370	YEAST01419, YEAST04493
OG0006633	BRALA15776	YEAST05580
OG0006636	BRALA13097	YEAST06190
OG0006637	BRALA26648	YEAST06011
OG0006651	BRALA18794	YEAST03308
