Orthogroup	BRALA	ORYLA
OG0005850	BRALA25474, BRALA00191	ORYLA13872
OG0005851	BRALA01150	ORYLA13639
OG0005852	BRALA12827	ORYLA15830
OG0005853	BRALA10839	ORYLA10472, ORYLA11336
OG0005854	BRALA19959	ORYLA15268
OG0005855	BRALA00317	ORYLA16421
OG0005857	BRALA17703	ORYLA03540
OG0005858	BRALA21975	ORYLA17612
OG0005859	BRALA04279	ORYLA17362
OG0005860	BRALA04150	ORYLA17529
OG0005861	BRALA25786	ORYLA12932
OG0005863	BRALA06337	ORYLA16762
OG0005864	BRALA24581	ORYLA02335, ORYLA02336
OG0005865	BRALA05582	ORYLA18711
OG0005866	BRALA23872	ORYLA10406
OG0005867	BRALA11018, BRALA11017, BRALA11060	ORYLA14750
OG0005869	BRALA03523	ORYLA14537
OG0005871	BRALA19437	ORYLA00937
OG0005872	BRALA09200	ORYLA06151
OG0005874	BRALA14156	ORYLA08436
OG0005875	BRALA05960	ORYLA03096
OG0005876	BRALA17147	ORYLA13721
OG0005877	BRALA00760	ORYLA12771
OG0005878	BRALA22633	ORYLA11425, ORYLA11426
OG0005879	BRALA03313	ORYLA06023
OG0005880	BRALA12747	ORYLA20156
OG0005883	BRALA13840	ORYLA18088
OG0005884	BRALA30969	ORYLA11455
OG0005885	BRALA08613	ORYLA17740
OG0005886	BRALA34303	ORYLA10508
OG0005887	BRALA14946	ORYLA04540
OG0005888	BRALA10153	ORYLA16571
OG0005889	BRALA22990	ORYLA07548
OG0005890	BRALA25707	ORYLA11535
OG0005891	BRALA23020	ORYLA00806
OG0005892	BRALA17641	ORYLA12431
OG0005893	BRALA08108	ORYLA04914
OG0005894	BRALA28969	ORYLA08719, ORYLA03910, ORYLA01239
OG0005895	BRALA33695	ORYLA04519
OG0005896	BRALA18529, BRALA18530, BRALA18531	ORYLA11728, ORYLA09070
OG0005897	BRALA26845	ORYLA19507
OG0005898	BRALA19509	ORYLA09769
OG0005899	BRALA10069	ORYLA16594
OG0005900	BRALA05288	ORYLA06266
OG0005902	BRALA19962	ORYLA02177
OG0005903	BRALA06128	ORYLA03025
OG0005904	BRALA35542	ORYLA14733
OG0005906	BRALA14471	ORYLA09828
OG0005907	BRALA28216	ORYLA10740, ORYLA15224
OG0005909	BRALA01890	ORYLA13661
OG0005911	BRALA07377	ORYLA19782
OG0005912	BRALA05780	ORYLA16145, ORYLA06495
OG0005913	BRALA33870, BRALA32110	ORYLA03195
OG0005914	BRALA25653	ORYLA14072
OG0005915	BRALA25443	ORYLA09945
OG0005916	BRALA04755	ORYLA09681
OG0005918	BRALA10112	ORYLA06801
OG0005919	BRALA02787	ORYLA06790
OG0005920	BRALA10692	ORYLA07096, ORYLA13575
OG0005921	BRALA06798	ORYLA03161
OG0005922	BRALA18988	ORYLA14270
OG0005923	BRALA12142	ORYLA07289
OG0005924	BRALA03255	ORYLA10431
OG0005926	BRALA22395	ORYLA06535
OG0005927	BRALA29420	ORYLA18549, ORYLA18257
OG0005928	BRALA05644	ORYLA13174
OG0005929	BRALA01239	ORYLA17102
OG0005931	BRALA18962	ORYLA12693
OG0005932	BRALA22702	ORYLA15050
OG0005933	BRALA32133	ORYLA04204
OG0005936	BRALA20570	ORYLA00036
OG0005937	BRALA20317	ORYLA15356
OG0005938	BRALA00756	ORYLA02948
OG0005939	BRALA07566	ORYLA14676
OG0005940	BRALA08107	ORYLA11953
OG0005941	BRALA24417	ORYLA11974
OG0005942	BRALA28162	ORYLA20255
OG0005943	BRALA04787	ORYLA17027
OG0005944	BRALA33719, BRALA29446	ORYLA05011
OG0005945	BRALA26131	ORYLA11391
OG0005946	BRALA26890	ORYLA16047
OG0005947	BRALA06034	ORYLA04618
OG0005948	BRALA28874	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210
OG0005949	BRALA33058	ORYLA17627
OG0005950	BRALA01794	ORYLA10694
OG0005951	BRALA00761	ORYLA13200
OG0005952	BRALA21655	ORYLA17339
OG0005953	BRALA18225	ORYLA17714
OG0005954	BRALA25011	ORYLA15255
OG0005955	BRALA27932	ORYLA17735
OG0005957	BRALA15027	ORYLA07508
OG0005958	BRALA12058	ORYLA11466, ORYLA11465, ORYLA10767
OG0005959	BRALA21730	ORYLA01636
OG0005960	BRALA27463	ORYLA14080
OG0005961	BRALA19722	ORYLA13699
OG0005962	BRALA16229	ORYLA15697
OG0005963	BRALA03262	ORYLA13333
OG0005964	BRALA17348	ORYLA11297
OG0005965	BRALA34261	ORYLA00501
OG0005966	BRALA13003	ORYLA16765
OG0005967	BRALA23015	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	BRALA21244	ORYLA06981
OG0005969	BRALA29569	ORYLA05253
OG0005970	BRALA05175	ORYLA12936
OG0005974	BRALA28872	ORYLA12871
OG0005975	BRALA05898	ORYLA09620
OG0005976	BRALA18697	ORYLA10048
OG0005977	BRALA02503, BRALA02505	ORYLA11110
OG0005978	BRALA24850, BRALA30513	ORYLA18813
OG0005979	BRALA10686	ORYLA09195
OG0005980	BRALA02131	ORYLA16160
OG0005982	BRALA22089, BRALA00674	ORYLA02398
OG0005983	BRALA27047	ORYLA13523
OG0005984	BRALA01064	ORYLA02487
OG0005985	BRALA07951	ORYLA17726
OG0005986	BRALA17394	ORYLA07662
OG0005987	BRALA05961, BRALA05962	ORYLA04335
OG0005988	BRALA22289	ORYLA05096
OG0005989	BRALA02066	ORYLA14612, ORYLA14611
OG0005993	BRALA23689	ORYLA15988
OG0005995	BRALA18996	ORYLA05250
OG0005996	BRALA17859	ORYLA05372
OG0005997	BRALA18701	ORYLA14583, ORYLA12455
OG0005998	BRALA11971	ORYLA02760
OG0006000	BRALA22625	ORYLA11444
OG0006001	BRALA08827	ORYLA14912
OG0006002	BRALA07483	ORYLA11186
OG0006003	BRALA00858	ORYLA00268
OG0006004	BRALA31968	ORYLA16105
OG0006005	BRALA19444	ORYLA04614
OG0006006	BRALA24915	ORYLA18043
OG0006007	BRALA31018	ORYLA13414
OG0006009	BRALA13530	ORYLA19597, ORYLA18623
OG0006010	BRALA16402	ORYLA01122
OG0006011	BRALA22172	ORYLA04360
OG0006012	BRALA13528	ORYLA12331
OG0006013	BRALA02792	ORYLA02083
OG0006014	BRALA08205	ORYLA13553, ORYLA12220
OG0006015	BRALA13536	ORYLA00450
OG0006023	BRALA04912, BRALA04685	ORYLA08599, ORYLA09661, ORYLA07045
OG0006024	BRALA12230, BRALA16164	ORYLA02223, ORYLA10573, ORYLA11422
OG0006025	BRALA16525	ORYLA01585, ORYLA20387, ORYLA01586, ORYLA14299, ORYLA15844
OG0006026	BRALA03870, BRALA14758, BRALA20168, BRALA14759, BRALA30675, BRALA35107, BRALA32764, BRALA27644	ORYLA19895
OG0006027	BRALA10195	ORYLA02568, ORYLA06779, ORYLA13318, ORYLA06674
OG0006028	BRALA10373	ORYLA09092, ORYLA06469, ORYLA09361
OG0006031	BRALA18226	ORYLA12601
OG0006032	BRALA29445	ORYLA20097, ORYLA12234
OG0006059	BRALA20592	ORYLA09031
OG0006061	BRALA15592	ORYLA19379
OG0006062	BRALA15941	ORYLA16708
OG0006063	BRALA06734	ORYLA03877
OG0006064	BRALA14773	ORYLA04445
OG0006065	BRALA13550	ORYLA17451
OG0006066	BRALA19215, BRALA08225, BRALA19214	ORYLA09975
OG0006067	BRALA05599	ORYLA05884
OG0006068	BRALA18087	ORYLA01339, ORYLA01340, ORYLA04996
OG0006069	BRALA18661	ORYLA16979
OG0006070	BRALA06176	ORYLA00067
OG0006071	BRALA02793	ORYLA02579
OG0006072	BRALA21649	ORYLA12315
OG0006073	BRALA10787, BRALA10912	ORYLA03080
OG0006074	BRALA11978	ORYLA11388
OG0006076	BRALA03105, BRALA03496	ORYLA20453
OG0006077	BRALA07392	ORYLA19036, ORYLA19037
OG0006078	BRALA08020	ORYLA17648, ORYLA01729
OG0006079	BRALA15093	ORYLA15110
OG0006082	BRALA04574	ORYLA01781
OG0006083	BRALA20328, BRALA35248, BRALA20329	ORYLA20342
OG0006084	BRALA22703	ORYLA00533
OG0006085	BRALA07626	ORYLA15317
OG0006086	BRALA22009	ORYLA01922, ORYLA01921
OG0006087	BRALA19067	ORYLA07572
OG0006092	BRALA06254	ORYLA18231
OG0006095	BRALA21272	ORYLA00577
OG0006096	BRALA22177	ORYLA02341
OG0006097	BRALA13786	ORYLA08979
OG0006098	BRALA17662	ORYLA08847
OG0006099	BRALA11233	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	BRALA26595	ORYLA15271
OG0006102	BRALA16591	ORYLA13664, ORYLA14108
OG0006103	BRALA28829	ORYLA11324
OG0006104	BRALA11198	ORYLA19385
OG0006106	BRALA01211, BRALA33233	ORYLA08883, ORYLA08882
OG0006107	BRALA02108	ORYLA14542
OG0006108	BRALA21328	ORYLA05895
OG0006110	BRALA26803	ORYLA14511, ORYLA14510
OG0006111	BRALA18696	ORYLA04074, ORYLA03212
OG0006112	BRALA19993	ORYLA15289
OG0006113	BRALA03133	ORYLA07029
OG0006114	BRALA16283	ORYLA15533
OG0006115	BRALA27978	ORYLA11548
OG0006117	BRALA04726	ORYLA00077
OG0006118	BRALA16477	ORYLA18840, ORYLA05452
OG0006119	BRALA11813	ORYLA20488
OG0006120	BRALA33378, BRALA33685	ORYLA10724
OG0006121	BRALA05259	ORYLA19436
OG0006122	BRALA25033	ORYLA08367
OG0006123	BRALA16397	ORYLA20495
OG0006124	BRALA25408	ORYLA11506
OG0006125	BRALA32023	ORYLA09691
OG0006127	BRALA16273	ORYLA15251
OG0006128	BRALA13158, BRALA13157	ORYLA15261
OG0006130	BRALA33305	ORYLA14031
OG0006131	BRALA32298	ORYLA16375, ORYLA07912
OG0006133	BRALA14697	ORYLA12772
OG0006134	BRALA19095	ORYLA05638
OG0006136	BRALA13730	ORYLA09430
OG0006137	BRALA15657	ORYLA02042
OG0006138	BRALA24126	ORYLA04799
OG0006140	BRALA12260	ORYLA15551
OG0006144	BRALA13419	ORYLA07543
OG0006145	BRALA05627	ORYLA20229
OG0006146	BRALA34369, BRALA34115	ORYLA05029
OG0006148	BRALA02995	ORYLA02358
OG0006149	BRALA23452	ORYLA10488
OG0006151	BRALA13670	ORYLA14513
OG0006152	BRALA01808	ORYLA11733
OG0006153	BRALA08321, BRALA08319	ORYLA20426
OG0006155	BRALA04202	ORYLA06089
OG0006156	BRALA13633	ORYLA00926
OG0006158	BRALA17379, BRALA25331	ORYLA10442
OG0006159	BRALA05824	ORYLA19153
OG0006161	BRALA10731	ORYLA01833, ORYLA05612
OG0006163	BRALA04410	ORYLA14800, ORYLA12332
OG0006164	BRALA26593	ORYLA19800
OG0006165	BRALA35762, BRALA35272, BRALA35968	ORYLA20003
OG0006167	BRALA28703	ORYLA07176, ORYLA00415
OG0006168	BRALA10032	ORYLA16569
OG0006169	BRALA30756	ORYLA04271
OG0006170	BRALA00202	ORYLA09909
OG0006171	BRALA30792	ORYLA02054
OG0006172	BRALA24107	ORYLA10481
OG0006174	BRALA23183	ORYLA17661, ORYLA02384, ORYLA12208
OG0006176	BRALA35451, BRALA34545	ORYLA10315
OG0006177	BRALA11337, BRALA11340	ORYLA12090
OG0006178	BRALA21683	ORYLA04504
OG0006179	BRALA19293	ORYLA03657
OG0006180	BRALA34420	ORYLA06973
OG0006181	BRALA23439	ORYLA03672
OG0006182	BRALA05121	ORYLA08344
OG0006183	BRALA06437	ORYLA16825
OG0006184	BRALA06377	ORYLA00792
OG0006185	BRALA17091	ORYLA06316
OG0006186	BRALA13463	ORYLA13046
OG0006187	BRALA18223	ORYLA18889
OG0006188	BRALA05015	ORYLA20449
OG0006189	BRALA11205	ORYLA17086, ORYLA00060
OG0006190	BRALA21760	ORYLA01121
OG0006191	BRALA21722	ORYLA17482
OG0006192	BRALA07356	ORYLA04658
OG0006193	BRALA04868	ORYLA12955
OG0006194	BRALA26371	ORYLA00610
OG0006195	BRALA07312	ORYLA17204
OG0006196	BRALA13696	ORYLA03362
OG0006197	BRALA01707	ORYLA20025, ORYLA15955
OG0006198	BRALA16352	ORYLA05262
OG0006199	BRALA15507	ORYLA07760
OG0006200	BRALA06667	ORYLA00176
OG0006201	BRALA06369	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	BRALA22394	ORYLA06744
OG0006203	BRALA20894	ORYLA04805
OG0006204	BRALA26638	ORYLA07934
OG0006205	BRALA16511, BRALA16512	ORYLA19412
OG0006206	BRALA26945	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	BRALA12879	ORYLA03254
OG0006208	BRALA13508	ORYLA03811, ORYLA13086
OG0006209	BRALA18227	ORYLA18078
OG0006210	BRALA20208	ORYLA02264
OG0006211	BRALA00198	ORYLA16185
OG0006214	BRALA03387	ORYLA11041
OG0006215	BRALA01061	ORYLA08889
OG0006216	BRALA06312	ORYLA19823
OG0006217	BRALA05528	ORYLA13873, ORYLA13874
OG0006219	BRALA13593	ORYLA13291
OG0006220	BRALA18564	ORYLA18843
OG0006223	BRALA00318	ORYLA10674
OG0006224	BRALA05440	ORYLA15635
OG0006225	BRALA26113	ORYLA00226
OG0006226	BRALA01075	ORYLA02359
OG0006227	BRALA22358	ORYLA17980
OG0006228	BRALA02124	ORYLA16946, ORYLA20325
OG0006229	BRALA22434	ORYLA00480
OG0006230	BRALA00506	ORYLA20084
OG0006231	BRALA34256	ORYLA08845
OG0006232	BRALA14521	ORYLA19680
OG0006233	BRALA10666	ORYLA13531
OG0006234	BRALA05039	ORYLA13453
OG0006235	BRALA02255	ORYLA14597
OG0006237	BRALA19627	ORYLA15408
OG0006240	BRALA21843	ORYLA20183
OG0006242	BRALA23178	ORYLA00598, ORYLA00599
OG0006243	BRALA08525	ORYLA14098
OG0006244	BRALA27763	ORYLA02710
OG0006245	BRALA06871	ORYLA08633
OG0006246	BRALA18204	ORYLA02819
OG0006247	BRALA09607	ORYLA14475
OG0006250	BRALA30686	ORYLA01481
OG0006251	BRALA24626	ORYLA03699
OG0006252	BRALA15784	ORYLA05842
OG0006253	BRALA22989	ORYLA12949
OG0006254	BRALA06528	ORYLA01467
OG0006255	BRALA31165	ORYLA04827
OG0006256	BRALA12052	ORYLA09128
OG0006257	BRALA22284	ORYLA05204
OG0006258	BRALA04326	ORYLA02984
OG0006259	BRALA09660	ORYLA13353
OG0006260	BRALA19733	ORYLA18938
OG0006261	BRALA15304	ORYLA11026, ORYLA14160
OG0006262	BRALA19086	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	BRALA19960	ORYLA09051
OG0006264	BRALA14988	ORYLA17584
OG0006266	BRALA24825	ORYLA12795
OG0006267	BRALA27926	ORYLA02355
OG0006268	BRALA05496	ORYLA16048
OG0006269	BRALA30664	ORYLA19375
OG0006270	BRALA21824	ORYLA02562, ORYLA02561
OG0006271	BRALA30606	ORYLA08585
OG0006272	BRALA14455	ORYLA17653, ORYLA02479, ORYLA07311
OG0006273	BRALA16138	ORYLA06300
OG0006275	BRALA22474	ORYLA10683
OG0006277	BRALA28928	ORYLA03972, ORYLA03476
OG0006278	BRALA22168	ORYLA06895, ORYLA16134
OG0006279	BRALA23718	ORYLA09965
OG0006280	BRALA11947	ORYLA11567
OG0006281	BRALA05664	ORYLA20123
OG0006282	BRALA04135	ORYLA13164
OG0006283	BRALA10662	ORYLA09291
OG0006285	BRALA02914	ORYLA17251
OG0006286	BRALA20294	ORYLA07043
OG0006288	BRALA24258	ORYLA10709
OG0006289	BRALA19745	ORYLA14057, ORYLA16007
OG0006290	BRALA15792	ORYLA16144
OG0006291	BRALA11851	ORYLA13632
OG0006292	BRALA03311	ORYLA19865
OG0006294	BRALA15247	ORYLA11427
OG0006295	BRALA22152	ORYLA20007
OG0006296	BRALA24792	ORYLA11079
OG0006297	BRALA25722	ORYLA13740
OG0006298	BRALA29366	ORYLA16187
OG0006301	BRALA22608	ORYLA10259
OG0006302	BRALA17113, BRALA17112	ORYLA12680, ORYLA14790
OG0006303	BRALA33654	ORYLA19425, ORYLA05900
OG0006304	BRALA18873	ORYLA10170, ORYLA11894
OG0006305	BRALA11410	ORYLA00895, ORYLA00418
OG0006306	BRALA28080	ORYLA05428
OG0006307	BRALA00986	ORYLA17332
OG0006309	BRALA08741	ORYLA11286
OG0006311	BRALA04781	ORYLA14691
OG0006312	BRALA03698	ORYLA19224
OG0006313	BRALA04098	ORYLA18940
OG0006314	BRALA04224	ORYLA09968
OG0006315	BRALA17398	ORYLA04829
OG0006317	BRALA04048, BRALA23514	ORYLA05717
OG0006318	BRALA19707	ORYLA08694
OG0006320	BRALA08392	ORYLA15063
OG0006321	BRALA16122	ORYLA12059
OG0006322	BRALA15375	ORYLA20137
OG0006323	BRALA22948	ORYLA08641
OG0006324	BRALA34114, BRALA33979	ORYLA07027
OG0006326	BRALA10024	ORYLA06678
OG0006327	BRALA00337	ORYLA19841
OG0006328	BRALA21269	ORYLA02179, ORYLA02180
OG0006329	BRALA25075	ORYLA17793
OG0006330	BRALA18518	ORYLA12144
OG0006331	BRALA23061	ORYLA03044
OG0006332	BRALA15040	ORYLA12489
OG0006333	BRALA15716	ORYLA09732, ORYLA10226
OG0006334	BRALA05128	ORYLA00853
OG0006335	BRALA00520	ORYLA13756
OG0006338	BRALA01557	ORYLA07080, ORYLA13064
OG0006339	BRALA07229	ORYLA02765
OG0006340	BRALA03730	ORYLA05277
OG0006341	BRALA04141	ORYLA17094
OG0006343	BRALA30764, BRALA30765, BRALA13148	ORYLA00514
OG0006344	BRALA00595	ORYLA09235, ORYLA07107
OG0006345	BRALA13758	ORYLA06394
OG0006346	BRALA12899	ORYLA03560
OG0006347	BRALA09195	ORYLA08655
OG0006348	BRALA07962	ORYLA17683
OG0006350	BRALA04268	ORYLA05826
OG0006352	BRALA04530	ORYLA00408, ORYLA01498
OG0006353	BRALA13425	ORYLA03383
OG0006354	BRALA11438	ORYLA17693
OG0006355	BRALA19757	ORYLA14059
OG0006356	BRALA22173	ORYLA04352
OG0006357	BRALA18742	ORYLA06338, ORYLA13109
OG0006359	BRALA10059	ORYLA06276
OG0006360	BRALA02301	ORYLA11287
OG0006361	BRALA14582, BRALA35163	ORYLA15180
OG0006362	BRALA22988	ORYLA05430
OG0006363	BRALA27462	ORYLA04345
OG0006364	BRALA04293, BRALA04292	ORYLA17402
OG0006365	BRALA11762	ORYLA07547
OG0006366	BRALA05885, BRALA35453	ORYLA03615
OG0006367	BRALA30719	ORYLA10820
OG0006368	BRALA07342	ORYLA07849
OG0006370	BRALA01047	ORYLA09199
OG0006372	BRALA03212	ORYLA10156
OG0006373	BRALA17065	ORYLA00612
OG0006375	BRALA35312	ORYLA07773
OG0006376	BRALA02582	ORYLA18136
OG0006377	BRALA12745	ORYLA02527
OG0006379	BRALA13357	ORYLA02129
OG0006381	BRALA28145	ORYLA11043, ORYLA15094
OG0006382	BRALA17399	ORYLA10097, ORYLA10098
OG0006383	BRALA03662	ORYLA04517
OG0006384	BRALA02373	ORYLA17068
OG0006386	BRALA17118	ORYLA19015
OG0006387	BRALA30260	ORYLA10627
OG0006388	BRALA21976	ORYLA16292, ORYLA00766
OG0006389	BRALA15656	ORYLA12499
OG0006390	BRALA18000	ORYLA19642
OG0006391	BRALA25117	ORYLA03666
OG0006392	BRALA12289	ORYLA09388
OG0006393	BRALA13557	ORYLA00411, ORYLA13211
OG0006394	BRALA06374	ORYLA00283
OG0006395	BRALA16655	ORYLA19863
OG0006396	BRALA00796	ORYLA17433
OG0006399	BRALA34381	ORYLA17610
OG0006401	BRALA30659	ORYLA08618, ORYLA18378
OG0006402	BRALA16948	ORYLA00429
OG0006404	BRALA27329	ORYLA14845
OG0006405	BRALA02502	ORYLA01525, ORYLA14866
OG0006407	BRALA14528	ORYLA05579
OG0006408	BRALA30169, BRALA30167	ORYLA11884, ORYLA11885
OG0006410	BRALA28629	ORYLA09527, ORYLA10379, ORYLA11808
OG0006412	BRALA18539	ORYLA15509, ORYLA06551, ORYLA05994, ORYLA11538
OG0006414	BRALA21306	ORYLA02371, ORYLA14953, ORYLA14955, ORYLA17953, ORYLA19069
OG0006416	BRALA23596	ORYLA09047
OG0006442	BRALA26582	ORYLA13339
OG0006443	BRALA15942	ORYLA04866
OG0006446	BRALA02593	ORYLA18017
OG0006447	BRALA18461	ORYLA18018
OG0006448	BRALA14481	ORYLA06428, ORYLA06429
OG0006449	BRALA12969	ORYLA02199
OG0006452	BRALA18059	ORYLA14233
OG0006454	BRALA31920	ORYLA04312
OG0006456	BRALA07627	ORYLA01861
OG0006457	BRALA14722	ORYLA14262
OG0006459	BRALA21741	ORYLA14803
OG0006460	BRALA17443	ORYLA04920
OG0006461	BRALA17215	ORYLA15523
OG0006462	BRALA21972	ORYLA07799
OG0006463	BRALA15556	ORYLA14103
OG0006464	BRALA11660	ORYLA13278
OG0006465	BRALA11934	ORYLA00104
OG0006467	BRALA25621	ORYLA12385
OG0006468	BRALA20024	ORYLA19099
OG0006469	BRALA13138	ORYLA00255
OG0006470	BRALA03878	ORYLA00368
OG0006471	BRALA01351	ORYLA19660
OG0006472	BRALA01349	ORYLA07638
OG0006474	BRALA29415	ORYLA17369
OG0006475	BRALA07446	ORYLA09150
OG0006476	BRALA08067	ORYLA04028
OG0006477	BRALA01024	ORYLA12051
OG0006478	BRALA20796	ORYLA18550
OG0006479	BRALA32335	ORYLA15648
OG0006480	BRALA00269	ORYLA00896
OG0006481	BRALA01853	ORYLA04413
OG0006482	BRALA23441	ORYLA17211
OG0006483	BRALA29449	ORYLA10393
OG0006485	BRALA20858	ORYLA07384, ORYLA07383
OG0006486	BRALA17155	ORYLA01412
OG0006487	BRALA09409	ORYLA15532, ORYLA15531
OG0006488	BRALA22110	ORYLA03055
OG0006490	BRALA09290	ORYLA14766
OG0006491	BRALA16671	ORYLA08851
OG0006492	BRALA28429	ORYLA15208
OG0006493	BRALA12232	ORYLA06218
OG0006494	BRALA12242	ORYLA06580
OG0006495	BRALA35340	ORYLA07421
OG0006496	BRALA20624	ORYLA06776
OG0006497	BRALA29776	ORYLA04913
OG0006498	BRALA29822	ORYLA10742
OG0006499	BRALA02653	ORYLA13225
OG0006500	BRALA23434	ORYLA10496
OG0006501	BRALA21471	ORYLA03041
OG0006502	BRALA33701	ORYLA16801, ORYLA16800
OG0006503	BRALA13583	ORYLA00936
OG0006505	BRALA14552	ORYLA08906, ORYLA06614
OG0006506	BRALA02261	ORYLA08840
OG0006507	BRALA24795	ORYLA15791, ORYLA15790
OG0006508	BRALA28414	ORYLA14077
OG0006509	BRALA11787	ORYLA07227
OG0006510	BRALA26585	ORYLA14338
OG0006511	BRALA26583	ORYLA14129, ORYLA14130
OG0006512	BRALA15201	ORYLA01466
OG0006513	BRALA03556, BRALA28101	ORYLA18476
OG0006514	BRALA16975	ORYLA20423
OG0006516	BRALA22526	ORYLA10111, ORYLA10110
OG0006517	BRALA05623	ORYLA06301
OG0006518	BRALA27980	ORYLA19034
OG0006519	BRALA30968	ORYLA11456
OG0006520	BRALA26806	ORYLA04037
OG0006523	BRALA28068	ORYLA03670
OG0006524	BRALA09322	ORYLA14673
OG0006525	BRALA12796	ORYLA16237
OG0006526	BRALA03451	ORYLA19079
OG0006527	BRALA25277	ORYLA16408
OG0006528	BRALA07058	ORYLA08757
OG0006530	BRALA21307	ORYLA06110
OG0006532	BRALA05058	ORYLA12770
OG0006536	BRALA24028	ORYLA00277
OG0006537	BRALA30762	ORYLA18614
OG0006538	BRALA05308	ORYLA12235
OG0006540	BRALA14264	ORYLA04334
OG0006542	BRALA26807	ORYLA04038
OG0006543	BRALA21134	ORYLA05121
OG0006544	BRALA08406	ORYLA13799
OG0006545	BRALA23681	ORYLA01750
OG0006547	BRALA21713	ORYLA04432
OG0006549	BRALA12819	ORYLA10840
OG0006550	BRALA27195	ORYLA11254
OG0006551	BRALA18331	ORYLA09374
OG0006552	BRALA18527	ORYLA02423
OG0006553	BRALA06295	ORYLA00553
OG0006554	BRALA14992	ORYLA02770
OG0006555	BRALA00368	ORYLA08557
OG0006556	BRALA24801	ORYLA10590
OG0006557	BRALA24618	ORYLA17641
OG0006559	BRALA00767	ORYLA13088, ORYLA02615
OG0006560	BRALA24104, BRALA34102	ORYLA11992
OG0006561	BRALA12061	ORYLA11401
OG0006562	BRALA11584	ORYLA02977
OG0006563	BRALA17770	ORYLA12120
OG0006564	BRALA23592	ORYLA03066
OG0006565	BRALA12752	ORYLA19532, ORYLA14158
OG0006566	BRALA11134	ORYLA16816
OG0006567	BRALA30066	ORYLA14215
OG0006568	BRALA01715	ORYLA00111
OG0006569	BRALA10919, BRALA10793	ORYLA04751
OG0006570	BRALA10044	ORYLA02088
OG0006571	BRALA01588	ORYLA18093
OG0006573	BRALA25563	ORYLA04375
OG0006574	BRALA09517	ORYLA13477
OG0006577	BRALA10957	ORYLA04095
OG0006578	BRALA24046	ORYLA02514
OG0006579	BRALA01184	ORYLA07356
OG0006580	BRALA07037	ORYLA18562
OG0006581	BRALA07413	ORYLA14939
OG0006583	BRALA12341	ORYLA11606
OG0006584	BRALA19370	ORYLA05604
OG0006585	BRALA35859, BRALA34372	ORYLA04761
OG0006586	BRALA34705	ORYLA14580
OG0006587	BRALA22287	ORYLA03374
OG0006588	BRALA25723	ORYLA16204
OG0006589	BRALA28041	ORYLA19520
OG0006590	BRALA22902	ORYLA15302
OG0006591	BRALA17121	ORYLA05510
OG0006592	BRALA26584	ORYLA15483
OG0006593	BRALA00408, BRALA00407	ORYLA07057
OG0006594	BRALA24225	ORYLA07714
OG0006595	BRALA04703	ORYLA08079
OG0006597	BRALA15919	ORYLA00971
OG0006598	BRALA18182	ORYLA17695
OG0006599	BRALA03707	ORYLA17550, ORYLA17318
OG0006600	BRALA25769, BRALA23296	ORYLA20055, ORYLA20054
OG0006601	BRALA24176	ORYLA10284
OG0006602	BRALA19036	ORYLA00714
OG0006603	BRALA03443	ORYLA15058
OG0006604	BRALA33757	ORYLA03264
OG0006605	BRALA02624	ORYLA07521
OG0006606	BRALA27981	ORYLA15309
OG0006607	BRALA15151	ORYLA05978
OG0006609	BRALA07455	ORYLA09197
OG0006610	BRALA23008, BRALA25297	ORYLA00548
OG0006611	BRALA14061	ORYLA16098
OG0006612	BRALA01028	ORYLA12921
OG0006613	BRALA04025	ORYLA12182
OG0006614	BRALA01003	ORYLA10829
OG0006615	BRALA13677	ORYLA01747
OG0006616	BRALA12229, BRALA16162	ORYLA06592
OG0006617	BRALA14572	ORYLA08547
OG0006619	BRALA16699	ORYLA06288
OG0006620	BRALA13727	ORYLA10618, ORYLA11720
OG0006621	BRALA28416	ORYLA04538
OG0006622	BRALA12099	ORYLA04282
OG0006623	BRALA32109	ORYLA14630
OG0006624	BRALA20284	ORYLA06131, ORYLA06132
OG0006625	BRALA20997	ORYLA12231
OG0006626	BRALA15000	ORYLA17629
OG0006627	BRALA28820	ORYLA17509
OG0006628	BRALA05802	ORYLA12154
OG0006630	BRALA04522	ORYLA12196
OG0006631	BRALA21370	ORYLA09701
OG0006632	BRALA11411	ORYLA01518, ORYLA01497
OG0006633	BRALA15776	ORYLA06549
OG0006634	BRALA34352	ORYLA05221
OG0006635	BRALA08601	ORYLA17870
OG0006636	BRALA13097	ORYLA05802
OG0006637	BRALA26648	ORYLA08373
OG0006639	BRALA10260, BRALA10259	ORYLA00861, ORYLA00862, ORYLA07297
OG0006641	BRALA22281	ORYLA10252
OG0006642	BRALA23312	ORYLA04894
OG0006645	BRALA06945, BRALA06894	ORYLA05680
OG0006646	BRALA13446	ORYLA12692, ORYLA12691
OG0006648	BRALA24820	ORYLA20356
OG0006649	BRALA19902	ORYLA16663
OG0006650	BRALA28585, BRALA25692	ORYLA15299
OG0006651	BRALA18794	ORYLA04105
OG0006652	BRALA10835	ORYLA10471
