Orthogroup	BRALA	APOSJ_ok
OG0006532	BRALA05058	APOSJ_28621
OG0006533	BRALA12416	APOSJ_62052
OG0006534	BRALA16302	APOSJ_33092, APOSJ_33090, APOSJ_33091, APOSJ_33093
OG0006535	BRALA07744	APOSJ_25390
OG0006537	BRALA30762	APOSJ_22129, APOSJ_58208, APOSJ_39171
OG0006538	BRALA05308	APOSJ_28426, APOSJ_28427
OG0006539	BRALA18917, BRALA18918	APOSJ_05757, APOSJ_51412, APOSJ_31837, APOSJ_49430, APOSJ_09117, APOSJ_60971, APOSJ_44669, APOSJ_44671
OG0006540	BRALA14264	APOSJ_62215
OG0006541	BRALA24036	APOSJ_48982
OG0006542	BRALA26807	APOSJ_15313, APOSJ_15312, APOSJ_15311, APOSJ_15310
OG0006543	BRALA21134	APOSJ_44995, APOSJ_28802
OG0006544	BRALA08406	APOSJ_18040
OG0006545	BRALA23681	APOSJ_59428
OG0006546	BRALA13326	APOSJ_06888, APOSJ_06889
OG0006547	BRALA21713	APOSJ_26008, APOSJ_14548, APOSJ_26009, APOSJ_14547
OG0006548	BRALA24297	APOSJ_37002, APOSJ_63997, APOSJ_10126, APOSJ_60770, APOSJ_59343
OG0006549	BRALA12819	APOSJ_13381, APOSJ_05256, APOSJ_05255
OG0006550	BRALA27195	APOSJ_11948
OG0006551	BRALA18331	APOSJ_49188, APOSJ_49190, APOSJ_38900, APOSJ_49189
OG0006552	BRALA18527	APOSJ_50686
OG0006553	BRALA06295	APOSJ_16537, APOSJ_38552
OG0006555	BRALA00368	APOSJ_06438, APOSJ_10963, APOSJ_10964
OG0006556	BRALA24801	APOSJ_38340, APOSJ_40089
OG0006557	BRALA24618	APOSJ_02447
OG0006559	BRALA00767	APOSJ_11025, APOSJ_11026, APOSJ_11024
OG0006560	BRALA24104, BRALA34102	APOSJ_30915
OG0006561	BRALA12061	APOSJ_40512, APOSJ_40511, APOSJ_40510, APOSJ_40509
OG0006562	BRALA11584	APOSJ_46456, APOSJ_46455, APOSJ_46457, APOSJ_46454
OG0006563	BRALA17770	APOSJ_13806, APOSJ_21302, APOSJ_13807, APOSJ_13805
OG0006564	BRALA23592	APOSJ_33440, APOSJ_41153, APOSJ_65187, APOSJ_05383
OG0006566	BRALA11134	APOSJ_37836
OG0006567	BRALA30066	APOSJ_46143, APOSJ_03387
OG0006568	BRALA01715	APOSJ_01640, APOSJ_11311, APOSJ_01643, APOSJ_01641
OG0006569	BRALA10919, BRALA10793	APOSJ_15129, APOSJ_02494, APOSJ_61842, APOSJ_02495
OG0006571	BRALA01588	APOSJ_08378, APOSJ_08377
OG0006572	BRALA01125	APOSJ_14489, APOSJ_14493, APOSJ_14492, APOSJ_14490, APOSJ_14491, APOSJ_14494, APOSJ_14488
OG0006573	BRALA25563	APOSJ_43277, APOSJ_43279
OG0006574	BRALA09517	APOSJ_61705
OG0006575	BRALA03279	APOSJ_00085, APOSJ_00086
OG0006576	BRALA03868	APOSJ_50963, APOSJ_46163, APOSJ_07402
OG0006577	BRALA10957	APOSJ_00939, APOSJ_00940
OG0006579	BRALA01184	APOSJ_11021, APOSJ_05791, APOSJ_11022, APOSJ_05804
OG0006580	BRALA07037	APOSJ_50989, APOSJ_50990
OG0006581	BRALA07413	APOSJ_64967, APOSJ_64965, APOSJ_64966, APOSJ_64968, APOSJ_62662, APOSJ_64964
OG0006582	BRALA20732	APOSJ_50439, APOSJ_50434, APOSJ_50440, APOSJ_50438, APOSJ_50436, APOSJ_50435
OG0006583	BRALA12341	APOSJ_06715, APOSJ_06710
OG0006584	BRALA19370	APOSJ_58429
OG0006586	BRALA34705	APOSJ_11688
OG0006587	BRALA22287	APOSJ_03048
OG0006588	BRALA25723	APOSJ_32107
OG0006589	BRALA28041	APOSJ_04336, APOSJ_23184, APOSJ_23186, APOSJ_23185
OG0006590	BRALA22902	APOSJ_31728
OG0006591	BRALA17121	APOSJ_19687
OG0006592	BRALA26584	APOSJ_43856, APOSJ_24603, APOSJ_24617
OG0006593	BRALA00407	APOSJ_58601, APOSJ_58597, APOSJ_58598, APOSJ_23731
OG0006594	BRALA24225	APOSJ_58318, APOSJ_42912
OG0006595	BRALA04703	APOSJ_22937
OG0006596	BRALA26574	APOSJ_25382
OG0006597	BRALA15919	APOSJ_18430, APOSJ_13338, APOSJ_13339
OG0006598	BRALA18182	APOSJ_65035, APOSJ_42262, APOSJ_65039
OG0006600	BRALA25769, BRALA23296	APOSJ_23108, APOSJ_23116, APOSJ_22282, APOSJ_22278
OG0006601	BRALA24176	APOSJ_08215
OG0006602	BRALA19036	APOSJ_18629, APOSJ_18628
OG0006603	BRALA03443	APOSJ_06735, APOSJ_06734
OG0006604	BRALA33757	APOSJ_33094
OG0006605	BRALA02624	APOSJ_37732, APOSJ_37727, APOSJ_32129, APOSJ_32128, APOSJ_37730, APOSJ_36324, APOSJ_37728, APOSJ_27922
OG0006606	BRALA27981	APOSJ_32174, APOSJ_32173
OG0006607	BRALA15151	APOSJ_27410
OG0006608	BRALA16177	APOSJ_28770
OG0006609	BRALA07455	APOSJ_09900, APOSJ_11962, APOSJ_11963
OG0006610	BRALA23008, BRALA25297	APOSJ_40165
OG0006611	BRALA14061	APOSJ_33235, APOSJ_33233
OG0006612	BRALA01028	APOSJ_58459, APOSJ_16472
OG0006613	BRALA04025	APOSJ_56982
OG0006614	BRALA01003	APOSJ_01742, APOSJ_10850
OG0006615	BRALA13677	APOSJ_56224
OG0006616	BRALA12229, BRALA16162	APOSJ_64772, APOSJ_42215, APOSJ_42213, APOSJ_42214
OG0006618	BRALA20589, BRALA12165, BRALA06279	APOSJ_34562
OG0006619	BRALA16699	APOSJ_54958, APOSJ_54959
OG0006620	BRALA13727	APOSJ_32782, APOSJ_41379
OG0006621	BRALA28416	APOSJ_45349, APOSJ_45347, APOSJ_45348
OG0006622	BRALA12099	APOSJ_58078, APOSJ_58079
OG0006623	BRALA32109	APOSJ_47572, APOSJ_15793
OG0006624	BRALA20284	APOSJ_28095
OG0006626	BRALA15000	APOSJ_16287, APOSJ_16288
OG0006627	BRALA28820	APOSJ_45289
OG0006628	BRALA05802	APOSJ_45946, APOSJ_45972
OG0006629	BRALA15395, BRALA03192	APOSJ_62419
OG0006630	BRALA04522	APOSJ_17512
OG0006631	BRALA21370	APOSJ_08387
OG0006632	BRALA11411	APOSJ_34209, APOSJ_34208
OG0006633	BRALA15776	APOSJ_49882
OG0006634	BRALA35230, BRALA34352, BRALA34022, BRALA34713, BRALA35261, BRALA34061	APOSJ_38064, APOSJ_38062, APOSJ_38063, APOSJ_38061, APOSJ_38060, APOSJ_38059
OG0006635	BRALA08601	APOSJ_40314
OG0006636	BRALA13097	APOSJ_44189, APOSJ_44188
OG0006637	BRALA26648	APOSJ_28692, APOSJ_28691
OG0006638	BRALA03533	APOSJ_17308, APOSJ_17309, APOSJ_17306, APOSJ_17307
OG0006640	BRALA03728	APOSJ_35122, APOSJ_35120, APOSJ_35123
OG0006641	BRALA22281	APOSJ_50701, APOSJ_50703, APOSJ_50704, APOSJ_50702
OG0006642	BRALA23312	APOSJ_59623
OG0006643	BRALA20298, BRALA01013, BRALA06835, BRALA01638, BRALA08738, BRALA08737	APOSJ_14132, APOSJ_12622, APOSJ_12623, APOSJ_12621
OG0006644	BRALA20583	APOSJ_48034
OG0006645	BRALA06945, BRALA06894	APOSJ_06760, APOSJ_06761, APOSJ_06759
OG0006646	BRALA13446	APOSJ_63820
OG0006647	BRALA03119	APOSJ_62958, APOSJ_20143
OG0006648	BRALA24820	APOSJ_52505
OG0006649	BRALA19902, BRALA28980	APOSJ_53005
OG0006650	BRALA28585, BRALA25692	APOSJ_55138, APOSJ_55141, APOSJ_55139, APOSJ_55142, APOSJ_55140
OG0006651	BRALA18794	APOSJ_08235
OG0006652	BRALA10835	APOSJ_40602
OG0006653	BRALA16140	APOSJ_47622, APOSJ_47621
OG0006654	BRALA19298	APOSJ_27319, APOSJ_40276
OG0006655	BRALA00574	APOSJ_00356, APOSJ_00357, APOSJ_00358, APOSJ_00359
OG0006656	BRALA07528	APOSJ_48875, APOSJ_01910, APOSJ_01907, APOSJ_09479, APOSJ_01909, APOSJ_01908, APOSJ_15337, APOSJ_60949, APOSJ_09480, APOSJ_09478
OG0006657	BRALA07213	APOSJ_46697, APOSJ_46709, APOSJ_18414
OG0006658	BRALA16629	APOSJ_49113
OG0006659	BRALA15333	APOSJ_27938, APOSJ_53801
OG0006660	BRALA10958	APOSJ_22562, APOSJ_35478
OG0006661	BRALA12233	APOSJ_12638
OG0006662	BRALA14712	APOSJ_31084
OG0006663	BRALA16974	APOSJ_47812, APOSJ_47813
OG0006664	BRALA24834	APOSJ_14184
OG0006666	BRALA34133	APOSJ_01542, APOSJ_01541
OG0006667	BRALA05144	APOSJ_64701, APOSJ_60811, APOSJ_64702
OG0006668	BRALA08318	APOSJ_62152, APOSJ_37718
OG0006669	BRALA00985	APOSJ_03766, APOSJ_03764
OG0006670	BRALA02659	APOSJ_35675, APOSJ_35674
OG0006671	BRALA18774	APOSJ_56149, APOSJ_18092, APOSJ_48480, APOSJ_18093
OG0006672	BRALA25892, BRALA25898, BRALA21521, BRALA25891	APOSJ_33176, APOSJ_33173, APOSJ_33174, APOSJ_33175, APOSJ_33178, APOSJ_33177
OG0006673	BRALA29976	APOSJ_60495, APOSJ_60496
OG0006675	BRALA09831	APOSJ_43347
OG0006676	BRALA17355	APOSJ_08718, APOSJ_44247, APOSJ_55503
OG0006677	BRALA06236	APOSJ_52813
OG0006678	BRALA06274	APOSJ_17723, APOSJ_17724
OG0006679	BRALA33912, BRALA35182, BRALA31586	APOSJ_61932
OG0006680	BRALA25853	APOSJ_03116, APOSJ_25124, APOSJ_25122, APOSJ_14403, APOSJ_28172, APOSJ_25121
OG0006681	BRALA20996	APOSJ_61068, APOSJ_61067
OG0006682	BRALA13394	APOSJ_13366, APOSJ_13367, APOSJ_13368, APOSJ_44659
OG0006683	BRALA26678	APOSJ_24537, APOSJ_24535
OG0006684	BRALA12717	APOSJ_36174
OG0006686	BRALA03046	APOSJ_02283, APOSJ_06897
OG0006687	BRALA25407	APOSJ_09834, APOSJ_09833
OG0006688	BRALA20025	APOSJ_27808
OG0006689	BRALA08372	APOSJ_40284, APOSJ_40285
OG0006690	BRALA17356	APOSJ_25656
OG0006691	BRALA14546	APOSJ_19044
OG0006692	BRALA17480	APOSJ_65340, APOSJ_52416
OG0006693	BRALA06823	APOSJ_21569
OG0006694	BRALA16849	APOSJ_03363, APOSJ_10796
OG0006695	BRALA18862	APOSJ_12815, APOSJ_12814
OG0006697	BRALA31820	APOSJ_03981
OG0006698	BRALA19125	APOSJ_09512, APOSJ_09513
OG0006699	BRALA22179	APOSJ_06232, APOSJ_39419, APOSJ_39420, APOSJ_06229, APOSJ_06230, APOSJ_06231, APOSJ_06234, APOSJ_06233
OG0006700	BRALA11720	APOSJ_61813, APOSJ_43358, APOSJ_61812, APOSJ_61814
OG0006702	BRALA01475	APOSJ_21810, APOSJ_22353, APOSJ_22355, APOSJ_22220, APOSJ_65345, APOSJ_22354
OG0006705	BRALA15796	APOSJ_29983
OG0006706	BRALA02737	APOSJ_36222, APOSJ_36223
OG0006707	BRALA23645	APOSJ_27464
OG0006708	BRALA20874	APOSJ_09750, APOSJ_56261, APOSJ_28589, APOSJ_56263
OG0006709	BRALA09059	APOSJ_62330
OG0006710	BRALA14570	APOSJ_14011, APOSJ_14009, APOSJ_14008, APOSJ_14010
OG0006711	BRALA08981	APOSJ_42606, APOSJ_34316
OG0006712	BRALA20215, BRALA20214	APOSJ_45419, APOSJ_28195
OG0006713	BRALA22528	APOSJ_53457
OG0006715	BRALA12748	APOSJ_33661
OG0006716	BRALA24459	APOSJ_50873, APOSJ_50871, APOSJ_50874, APOSJ_50872
OG0006717	BRALA26122	APOSJ_52799, APOSJ_52798
OG0006718	BRALA31418	APOSJ_31874
OG0006719	BRALA13038	APOSJ_40734
OG0006720	BRALA12683	APOSJ_54139, APOSJ_54138
OG0006721	BRALA21743	APOSJ_04692, APOSJ_29255, APOSJ_04695, APOSJ_04694
OG0006722	BRALA01042	APOSJ_00145, APOSJ_00146
OG0006723	BRALA05735	APOSJ_05687, APOSJ_60009, APOSJ_60010, APOSJ_36475
OG0006724	BRALA05734	APOSJ_59036, APOSJ_28247, APOSJ_28248, APOSJ_59035, APOSJ_59033
OG0006725	BRALA28234	APOSJ_30326, APOSJ_38927
OG0006727	BRALA01476	APOSJ_64986, APOSJ_65348
OG0006728	BRALA14826	APOSJ_21456
OG0006729	BRALA01063	APOSJ_47511, APOSJ_04884, APOSJ_47509, APOSJ_47512, APOSJ_47510, APOSJ_28841
OG0006730	BRALA02164	APOSJ_01719
OG0006731	BRALA20312	APOSJ_50140, APOSJ_50141
OG0006732	BRALA00142	APOSJ_61979, APOSJ_61978
OG0006733	BRALA26251	APOSJ_52800
OG0006734	BRALA30882	APOSJ_60384, APOSJ_60387
OG0006735	BRALA27074	APOSJ_00157, APOSJ_00156
OG0006737	BRALA03436	APOSJ_30527, APOSJ_30528, APOSJ_13799
OG0006738	BRALA14041	APOSJ_25025, APOSJ_26457, APOSJ_25026, APOSJ_25024
OG0006739	BRALA32679	APOSJ_18544, APOSJ_18546, APOSJ_03036, APOSJ_03035
OG0006740	BRALA30973	APOSJ_61076, APOSJ_00184, APOSJ_61077
OG0006741	BRALA09365	APOSJ_38664
OG0006742	BRALA11740	APOSJ_24626
OG0006743	BRALA00242, BRALA12738	APOSJ_63261, APOSJ_63262, APOSJ_63260
OG0006744	BRALA02757	APOSJ_01406, APOSJ_32223
OG0006745	BRALA15185	APOSJ_35317, APOSJ_50296, APOSJ_50297
OG0006746	BRALA34997, BRALA28860, BRALA35007	APOSJ_63404, APOSJ_52841
OG0006748	BRALA01445	APOSJ_24038
OG0006749	BRALA22769	APOSJ_27759, APOSJ_27758
OG0006750	BRALA09668	APOSJ_49152, APOSJ_49153
OG0006751	BRALA31855	APOSJ_14745, APOSJ_13461, APOSJ_13464, APOSJ_13458, APOSJ_13463, APOSJ_14747, APOSJ_13466, APOSJ_13462, APOSJ_14746, APOSJ_13459, APOSJ_19095, APOSJ_13460
OG0006752	BRALA22950	APOSJ_17882, APOSJ_17881
OG0006753	BRALA24992	APOSJ_38998
OG0006754	BRALA20552	APOSJ_05837
OG0006755	BRALA22940	APOSJ_44274, APOSJ_64561, APOSJ_64563, APOSJ_64564
OG0006756	BRALA16752	APOSJ_48467, APOSJ_62677, APOSJ_01763, APOSJ_48468
OG0006758	BRALA00417	APOSJ_28300
OG0006759	BRALA25850	APOSJ_16873, APOSJ_16872, APOSJ_16204, APOSJ_16870, APOSJ_40764, APOSJ_16871
OG0006760	BRALA17052	APOSJ_06943
OG0006761	BRALA11904	APOSJ_52356
OG0006762	BRALA22489	APOSJ_00245, APOSJ_01573
OG0006763	BRALA14476	APOSJ_20118, APOSJ_20120, APOSJ_20119
OG0006764	BRALA12801, BRALA12802	APOSJ_54919
OG0006765	BRALA03187	APOSJ_26199, APOSJ_36922, APOSJ_26197, APOSJ_36924
OG0006766	BRALA12385	APOSJ_06534, APOSJ_41319, APOSJ_06535
OG0006768	BRALA24120	APOSJ_06020, APOSJ_34792, APOSJ_06024
OG0006769	BRALA16226	APOSJ_16333
OG0006770	BRALA34824	APOSJ_24317, APOSJ_50176
OG0006772	BRALA21416	APOSJ_31036
OG0006774	BRALA19991	APOSJ_42783, APOSJ_03957
OG0006776	BRALA14483	APOSJ_12966, APOSJ_12967
OG0006777	BRALA21484	APOSJ_19246, APOSJ_19247, APOSJ_19248
OG0006778	BRALA33828, BRALA33829, BRALA08690, BRALA08695, BRALA05654, BRALA32385, BRALA05786, BRALA05938, BRALA09590, BRALA22834, BRALA08496, BRALA09617, BRALA34876	APOSJ_55891, APOSJ_55893, APOSJ_55892, APOSJ_30454
OG0006780	BRALA11976	APOSJ_26931, APOSJ_26932
OG0006784	BRALA09110	APOSJ_20374, APOSJ_20373, APOSJ_18434
OG0006824	BRALA20052	APOSJ_18000
OG0006826	BRALA11906	APOSJ_17237
OG0006828	BRALA17108	APOSJ_49734, APOSJ_55809
OG0006829	BRALA28885	APOSJ_20261, APOSJ_63729, APOSJ_20262, APOSJ_20263, APOSJ_20257
OG0006830	BRALA28939	APOSJ_62499, APOSJ_07449, APOSJ_01198, APOSJ_01199
OG0006831	BRALA20460	APOSJ_53442, APOSJ_40513, APOSJ_53450, APOSJ_33823, APOSJ_40515, APOSJ_40520, APOSJ_40514, APOSJ_40517
OG0006832	BRALA22293	APOSJ_13972, APOSJ_13971, APOSJ_13973, APOSJ_13970
OG0006833	BRALA25618	APOSJ_23443, APOSJ_23442
OG0006834	BRALA19606	APOSJ_63848, APOSJ_55480
OG0006835	BRALA28202	APOSJ_48117, APOSJ_48118
OG0006837	BRALA35576	APOSJ_45442, APOSJ_45443
OG0006838	BRALA19458	APOSJ_02122
OG0006839	BRALA06690	APOSJ_43558, APOSJ_43559
OG0006842	BRALA01039	APOSJ_07986, APOSJ_07987, APOSJ_07984, APOSJ_07985
OG0006843	BRALA21641	APOSJ_33620
OG0006845	BRALA20898	APOSJ_32433, APOSJ_61239
OG0006846	BRALA29210	APOSJ_25724
OG0006847	BRALA27665	APOSJ_54843
OG0006848	BRALA20677	APOSJ_03150
OG0006849	BRALA22479	APOSJ_26759, APOSJ_26758, APOSJ_04294, APOSJ_04292, APOSJ_04293, APOSJ_04291, APOSJ_26756
OG0006851	BRALA27931	APOSJ_32920, APOSJ_32921
OG0006852	BRALA03688	APOSJ_34420, APOSJ_34421
OG0006856	BRALA24695	APOSJ_27949, APOSJ_27947, APOSJ_27950
OG0006858	BRALA05940	APOSJ_39886, APOSJ_39884, APOSJ_18784, APOSJ_53859, APOSJ_39885, APOSJ_18786, APOSJ_53858, APOSJ_18783, APOSJ_18788
OG0006860	BRALA03297	APOSJ_56395
OG0006861	BRALA11330	APOSJ_48735
OG0006862	BRALA29568	APOSJ_48347, APOSJ_48348
OG0006863	BRALA01163	APOSJ_38397, APOSJ_38399, APOSJ_31721, APOSJ_38398, APOSJ_38404, APOSJ_40542, APOSJ_38401, APOSJ_31722
OG0006864	BRALA31204	APOSJ_32877
OG0006865	BRALA11659	APOSJ_64462, APOSJ_59053
OG0006866	BRALA05670, BRALA05672	APOSJ_18489, APOSJ_18490
OG0006867	BRALA30972	APOSJ_33171, APOSJ_44359, APOSJ_44361
OG0006869	BRALA19766	APOSJ_45611, APOSJ_45604, APOSJ_22739
OG0006870	BRALA20394	APOSJ_50951
OG0006872	BRALA16487	APOSJ_27980, APOSJ_27981
OG0006873	BRALA26820	APOSJ_45962
OG0006874	BRALA13013	APOSJ_64944, APOSJ_64943
OG0006875	BRALA22498	APOSJ_11128
OG0006876	BRALA05364	APOSJ_24646
OG0006877	BRALA07858	APOSJ_59586, APOSJ_59585, APOSJ_59587
OG0006878	BRALA00734	APOSJ_49223, APOSJ_05734, APOSJ_49224, APOSJ_49221
OG0006880	BRALA05805	APOSJ_63743, APOSJ_63741, APOSJ_63742, APOSJ_63740
OG0006881	BRALA19408	APOSJ_26247, APOSJ_26246
OG0006882	BRALA03081	APOSJ_01809, APOSJ_01807, APOSJ_01806, APOSJ_01810, APOSJ_01808, APOSJ_18571, APOSJ_01811
OG0006883	BRALA16909	APOSJ_07729, APOSJ_48479, APOSJ_57269, APOSJ_57270, APOSJ_62790, APOSJ_07727, APOSJ_07728, APOSJ_19028
OG0006884	BRALA16908	APOSJ_59766
OG0006885	BRALA12873	APOSJ_30168
OG0006886	BRALA19017	APOSJ_49253, APOSJ_49252
OG0006887	BRALA23687	APOSJ_27115
OG0006888	BRALA29964	APOSJ_14838
OG0006889	BRALA27317	APOSJ_15610, APOSJ_15612, APOSJ_15611
OG0006890	BRALA31419	APOSJ_60946, APOSJ_59956
OG0006891	BRALA28938	APOSJ_65427, APOSJ_65426, APOSJ_65425, APOSJ_65370
OG0006893	BRALA13970	APOSJ_21809, APOSJ_26982
OG0006894	BRALA13030	APOSJ_09632
OG0006895	BRALA08907	APOSJ_49994, APOSJ_28846
OG0006896	BRALA03671	APOSJ_58706
OG0006897	BRALA01574	APOSJ_01491, APOSJ_01490
OG0006898	BRALA03096	APOSJ_06421, APOSJ_29915
OG0006899	BRALA07712	APOSJ_40716
OG0006900	BRALA19706	APOSJ_18531
OG0006901	BRALA09160	APOSJ_17690
OG0006902	BRALA18408	APOSJ_25544, APOSJ_25546, APOSJ_36073, APOSJ_36069, APOSJ_43144
OG0006903	BRALA05792, BRALA21365	APOSJ_35838
OG0006904	BRALA11508	APOSJ_41310, APOSJ_41312, APOSJ_41311, APOSJ_41309, APOSJ_41308
OG0006905	BRALA27319	APOSJ_45918
OG0006906	BRALA07226	APOSJ_05156
OG0006907	BRALA21911	APOSJ_26515, APOSJ_34159
OG0006908	BRALA30098	APOSJ_40264
OG0006909	BRALA33942, BRALA33141, BRALA19160, BRALA12740	APOSJ_53856
OG0006911	BRALA18398	APOSJ_43934, APOSJ_43936, APOSJ_43935
OG0006913	BRALA23670	APOSJ_43044, APOSJ_55898, APOSJ_43046, APOSJ_55896, APOSJ_43057
OG0006914	BRALA21731	APOSJ_03410
OG0006915	BRALA03155, BRALA15756	APOSJ_62444, APOSJ_10752, APOSJ_03157
OG0006916	BRALA16553	APOSJ_47423, APOSJ_64350, APOSJ_47422
OG0006917	BRALA05537	APOSJ_37702, APOSJ_37701
OG0006919	BRALA11547	APOSJ_09226, APOSJ_09225, APOSJ_09223, APOSJ_09224
OG0006920	BRALA32734	APOSJ_50381, APOSJ_50380, APOSJ_50384, APOSJ_50382, APOSJ_50379, APOSJ_45653, APOSJ_50377, APOSJ_50378, APOSJ_61750, APOSJ_61751
OG0006921	BRALA08122, BRALA20896	APOSJ_43906
OG0006924	BRALA11900	APOSJ_62477, APOSJ_09705
OG0006925	BRALA18547	APOSJ_50920
OG0006926	BRALA29464	APOSJ_22826
OG0006927	BRALA05354, BRALA05352	APOSJ_51313, APOSJ_34133, APOSJ_63788
OG0006928	BRALA14949, BRALA35712	APOSJ_28420, APOSJ_28421, APOSJ_28422
OG0006930	BRALA22987	APOSJ_23322, APOSJ_23324
OG0006931	BRALA02116	APOSJ_01177
OG0006932	BRALA06550	APOSJ_35892, APOSJ_35891
OG0006933	BRALA28499	APOSJ_46053, APOSJ_17717, APOSJ_17718
OG0006934	BRALA05992	APOSJ_56368
OG0006935	BRALA25077	APOSJ_55531, APOSJ_55532
OG0006936	BRALA23621	APOSJ_19875
OG0006937	BRALA13456	APOSJ_63843, APOSJ_10217
OG0006938	BRALA12778	APOSJ_18988, APOSJ_18985
OG0006939	BRALA27730	APOSJ_61018
OG0006940	BRALA00085	APOSJ_42534
OG0006942	BRALA15259	APOSJ_23645, APOSJ_23646
OG0006943	BRALA21727	APOSJ_00830, APOSJ_00829
OG0006944	BRALA28146	APOSJ_28952
OG0006945	BRALA23683	APOSJ_03559
OG0006946	BRALA10185	APOSJ_08475
OG0006948	BRALA19464	APOSJ_22618, APOSJ_13524
OG0006949	BRALA07772	APOSJ_13101
OG0006950	BRALA28221	APOSJ_38633, APOSJ_61955, APOSJ_64347
OG0006951	BRALA04665	APOSJ_28100, APOSJ_28099
OG0006952	BRALA19947, BRALA34472	APOSJ_40243, APOSJ_51453
OG0006953	BRALA06329	APOSJ_36543, APOSJ_21697, APOSJ_28368
OG0006954	BRALA28843	APOSJ_24055, APOSJ_24056, APOSJ_61168, APOSJ_24057, APOSJ_20339
OG0006955	BRALA12723	APOSJ_47404
OG0006956	BRALA34054, BRALA34484	APOSJ_02475
OG0006957	BRALA24483	APOSJ_20028
OG0006958	BRALA17528, BRALA08208	APOSJ_26116, APOSJ_26120, APOSJ_26119, APOSJ_26118
OG0006959	BRALA24691	APOSJ_61981, APOSJ_61980
OG0006961	BRALA00237	APOSJ_19727, APOSJ_59934, APOSJ_19726, APOSJ_19725, APOSJ_54477, APOSJ_51879, APOSJ_54476
OG0006962	BRALA15450	APOSJ_34230, APOSJ_34231
OG0006964	BRALA27971	APOSJ_09573, APOSJ_09572
OG0006965	BRALA31941	APOSJ_32449
OG0006966	BRALA16205	APOSJ_53307
OG0006967	BRALA23027	APOSJ_22231
OG0006968	BRALA12502	APOSJ_23282
OG0006969	BRALA29846	APOSJ_25946
OG0006970	BRALA28927	APOSJ_01125
OG0006971	BRALA23591	APOSJ_24320, APOSJ_24319
OG0006972	BRALA17677	APOSJ_43927, APOSJ_43926
OG0006973	BRALA33702	APOSJ_26316
OG0006975	BRALA33934	APOSJ_42307, APOSJ_16860, APOSJ_42306
OG0006976	BRALA27970	APOSJ_56175
OG0006977	BRALA12753	APOSJ_05269, APOSJ_26690
OG0006978	BRALA30073	APOSJ_54706, APOSJ_54708, APOSJ_54710, APOSJ_54709, APOSJ_04481
OG0006979	BRALA04203	APOSJ_06778
OG0006980	BRALA19616	APOSJ_61662, APOSJ_61663
OG0006981	BRALA18263	APOSJ_60669, APOSJ_42913, APOSJ_62660
OG0006983	BRALA05383	APOSJ_24250, APOSJ_24251, APOSJ_24249
OG0006985	BRALA17311	APOSJ_32747, APOSJ_63924, APOSJ_63920
OG0006986	BRALA02489, BRALA14621	APOSJ_58688, APOSJ_52655, APOSJ_58689, APOSJ_21317, APOSJ_04346, APOSJ_01152, APOSJ_12991, APOSJ_01154, APOSJ_09814, APOSJ_07126, APOSJ_01151, APOSJ_07119, APOSJ_01153, APOSJ_07121, APOSJ_12994
OG0006987	BRALA10147	APOSJ_39258, APOSJ_39253, APOSJ_25762, APOSJ_25779, APOSJ_25769
OG0006988	BRALA32102	APOSJ_54423, APOSJ_13199
OG0006990	BRALA24376	APOSJ_03032
OG0006991	BRALA01907	APOSJ_46537
OG0006993	BRALA23797	APOSJ_36192, APOSJ_36191
OG0006994	BRALA04795	APOSJ_10380, APOSJ_10381
OG0006995	BRALA04611	APOSJ_22637
OG0006997	BRALA25727	APOSJ_53210, APOSJ_56310
OG0006998	BRALA22667	APOSJ_57837, APOSJ_57838
OG0006999	BRALA12897	APOSJ_46842
OG0007000	BRALA07643	APOSJ_45018, APOSJ_45017
OG0007001	BRALA02208	APOSJ_19177, APOSJ_12423, APOSJ_40320
OG0007002	BRALA10095	APOSJ_45658, APOSJ_45659
OG0007003	BRALA21239	APOSJ_61780, APOSJ_17005
OG0007004	BRALA03379, BRALA03381	APOSJ_08992, APOSJ_08988, APOSJ_02520
OG0007005	BRALA23593	APOSJ_48701, APOSJ_28138
OG0007006	BRALA02592	APOSJ_11749
OG0007007	BRALA31860	APOSJ_56908, APOSJ_64095
OG0007009	BRALA30026	APOSJ_10045
OG0007010	BRALA31317	APOSJ_62140, APOSJ_45122
OG0007011	BRALA15920	APOSJ_16444, APOSJ_19860, APOSJ_16457
OG0007012	BRALA25249	APOSJ_00889
OG0007013	BRALA13128	APOSJ_58627
OG0007014	BRALA11522	APOSJ_10189, APOSJ_10187, APOSJ_10186, APOSJ_10188, APOSJ_10190
OG0007015	BRALA34981	APOSJ_58087
OG0007016	BRALA22412	APOSJ_33383, APOSJ_33386, APOSJ_33384, APOSJ_33385
OG0007018	BRALA27379	APOSJ_48306, APOSJ_48302, APOSJ_48301, APOSJ_48304, APOSJ_48305, APOSJ_48300, APOSJ_48303
OG0007020	BRALA29840	APOSJ_09751
OG0007021	BRALA06075	APOSJ_34361, APOSJ_34359
OG0007022	BRALA18137	APOSJ_13494, APOSJ_13493
OG0007023	BRALA17210	APOSJ_42692, APOSJ_42691
OG0007024	BRALA17168	APOSJ_58666
OG0007025	BRALA11867	APOSJ_61019
OG0007026	BRALA23387	APOSJ_43042, APOSJ_61132, APOSJ_61131
OG0007027	BRALA34106	APOSJ_25183, APOSJ_00515
