Orthogroup	BRALA	CAPO3
OG0006127	BRALA16273	CAPO301362
OG0006128	BRALA13158, BRALA13157	CAPO301150
OG0006129	BRALA07415	CAPO300938
OG0006131	BRALA32298	CAPO303965
OG0006133	BRALA14697	CAPO304297
OG0006134	BRALA19095	CAPO307652
OG0006135	BRALA16417	CAPO307747
OG0006136	BRALA13730	CAPO304577
OG0006137	BRALA15657	CAPO303566
OG0006139	BRALA18046	CAPO301488
OG0006140	BRALA12260	CAPO301396
OG0006141	BRALA08424	CAPO302378
OG0006144	BRALA13419	CAPO307727
OG0006145	BRALA05627	CAPO304370
OG0006147	BRALA15350	CAPO306222
OG0006148	BRALA02995	CAPO302407
OG0006149	BRALA23452	CAPO301175
OG0006151	BRALA13670	CAPO304128
OG0006152	BRALA01808	CAPO306493
OG0006153	BRALA08321, BRALA08319	CAPO305107
OG0006155	BRALA04202	CAPO301956
OG0006156	BRALA13633	CAPO304652
OG0006157	BRALA05522	CAPO300095, CAPO303951
OG0006158	BRALA17379, BRALA25331	CAPO307937
OG0006159	BRALA05824	CAPO307030
OG0006161	BRALA10731	CAPO301615
OG0006164	BRALA26593	CAPO307640
OG0006168	BRALA10032	CAPO306154
OG0006169	BRALA30756	CAPO305149
OG0006176	BRALA35451, BRALA34545	CAPO304797
OG0006177	BRALA11337, BRALA11340	CAPO306017
OG0006178	BRALA21683	CAPO306742
OG0006179	BRALA19293	CAPO307840
OG0006180	BRALA34420	CAPO308064
OG0006181	BRALA23439	CAPO308207
OG0006182	BRALA05121	CAPO300329
OG0006183	BRALA06437	CAPO306749
OG0006185	BRALA17091	CAPO301640
OG0006186	BRALA13463	CAPO304672
OG0006187	BRALA18223	CAPO303722
OG0006188	BRALA05015	CAPO307979
OG0006190	BRALA21760	CAPO304791
OG0006191	BRALA21722	CAPO301907
OG0006192	BRALA07356	CAPO308099
OG0006195	BRALA07312	CAPO308346, CAPO305489
OG0006196	BRALA13696	CAPO304854
OG0006198	BRALA16352	CAPO306368
OG0006199	BRALA15509, BRALA15507	CAPO307861
OG0006200	BRALA06667	CAPO306047
OG0006202	BRALA22394	CAPO307311
OG0006204	BRALA26638	CAPO307074
OG0006205	BRALA16511, BRALA16512	CAPO306928
OG0006206	BRALA26945	CAPO308060
OG0006209	BRALA18227	CAPO303208
OG0006210	BRALA20208	CAPO301051
OG0006211	BRALA00198	CAPO305755
OG0006213	BRALA04557	CAPO301176
OG0006214	BRALA03387	CAPO305313
OG0006216	BRALA06312	CAPO304328
OG0006225	BRALA26113	CAPO307529
OG0006226	BRALA01075	CAPO303955
OG0006227	BRALA22358	CAPO304192
OG0006229	BRALA22434	CAPO306729
OG0006230	BRALA00506	CAPO303003
OG0006233	BRALA10666	CAPO307263
OG0006234	BRALA05039	CAPO305546
OG0006235	BRALA02255	CAPO300217
OG0006237	BRALA19627	CAPO302524
OG0006239	BRALA12452	CAPO305262
OG0006243	BRALA08525	CAPO301646
OG0006244	BRALA27763, BRALA34129	CAPO306900
OG0006245	BRALA06871	CAPO307777
OG0006248	BRALA24689	CAPO307601
OG0006250	BRALA30686	CAPO301165
OG0006251	BRALA24626	CAPO302342
OG0006252	BRALA15784	CAPO304131
OG0006253	BRALA22989	CAPO307341
OG0006254	BRALA06528	CAPO305073
OG0006257	BRALA22284	CAPO305440
OG0006258	BRALA04326	CAPO300398
OG0006260	BRALA19733	CAPO300587
OG0006261	BRALA15304	CAPO305676
OG0006262	BRALA19086	CAPO307596
OG0006263	BRALA19960	CAPO307994
OG0006264	BRALA25885	CAPO307537
OG0006264	BRALA14988, BRALA27081	CAPO304943
OG0006267	BRALA27926	CAPO300629
OG0006268	BRALA05496	CAPO305663
OG0006271	BRALA30606	CAPO306714
OG0006272	BRALA14455	CAPO300074
OG0006275	BRALA22474	CAPO304219
OG0006276	BRALA03734	CAPO306041
OG0006277	BRALA28928	CAPO307602
OG0006278	BRALA22168	CAPO305153
OG0006279	BRALA23718	CAPO307288
OG0006280	BRALA11947	CAPO308182
OG0006281	BRALA05664	CAPO302129
OG0006284	BRALA24402	CAPO301681
OG0006285	BRALA02914	CAPO301258
OG0006286	BRALA20294	CAPO304212
OG0006287	BRALA24709, BRALA24708	CAPO302795
OG0006288	BRALA24258	CAPO300129
OG0006289	BRALA19745	CAPO306652
OG0006291	BRALA11851	CAPO308081
OG0006293	BRALA34618, BRALA34423	CAPO307067
OG0006294	BRALA15247	CAPO301151
OG0006295	BRALA22152	CAPO307143
OG0006297	BRALA25722	CAPO301937
OG0006298	BRALA29366	CAPO306805
OG0006301	BRALA22608	CAPO306072
OG0006305	BRALA11410	CAPO303850
OG0006306	BRALA28080	CAPO303905
OG0006309	BRALA08741	CAPO304441
OG0006311	BRALA04781	CAPO300748
OG0006313	BRALA04098	CAPO306539
OG0006314	BRALA04224	CAPO308085, CAPO301326
OG0006317	BRALA04048, BRALA23514	CAPO301551
OG0006319	BRALA18740	CAPO306239
OG0006320	BRALA08392	CAPO303864
OG0006322	BRALA15375	CAPO305971
OG0006323	BRALA22948	CAPO300361
OG0006324	BRALA34114, BRALA33979	CAPO307431
OG0006329	BRALA25075	CAPO306283
OG0006330	BRALA18518	CAPO301590
OG0006331	BRALA23061	CAPO301721
OG0006332	BRALA15040	CAPO306801
OG0006334	BRALA05128	CAPO302140
OG0006335	BRALA00520	CAPO305790
OG0006338	BRALA01557	CAPO300367
OG0006339	BRALA07229	CAPO306751
OG0006340	BRALA03730	CAPO306725
OG0006341	BRALA04141	CAPO303256
OG0006344	BRALA00595	CAPO307345
OG0006346	BRALA12899	CAPO305832
OG0006347	BRALA09118, BRALA09195	CAPO305184
OG0006349	BRALA01289	CAPO304057
OG0006350	BRALA04268	CAPO302433
OG0006352	BRALA04530	CAPO301346
OG0006353	BRALA13425	CAPO301517
OG0006355	BRALA19754, BRALA19757	CAPO307129
OG0006356	BRALA22173	CAPO305164
OG0006358	BRALA28059	CAPO303299
OG0006359	BRALA10059	CAPO300583
OG0006360	BRALA02301	CAPO304103
OG0006361	BRALA14582, BRALA35163	CAPO308070
OG0006362	BRALA22988	CAPO308308
OG0006363	BRALA27462	CAPO301002
OG0006365	BRALA11762	CAPO300671
OG0006370	BRALA01047	CAPO300348
OG0006371	BRALA30501, BRALA35210, BRALA27656	CAPO302658
OG0006372	BRALA03212	CAPO304608
OG0006375	BRALA35312, BRALA16704	CAPO306256
OG0006377	BRALA12745	CAPO307494
OG0006378	BRALA21690	CAPO304918
OG0006381	BRALA28145	CAPO301472
OG0006382	BRALA17399	CAPO307026
OG0006383	BRALA03662	CAPO303174
OG0006384	BRALA02373	CAPO305941
OG0006385	BRALA13372	CAPO301074
OG0006386	BRALA17118	CAPO303165
OG0006387	BRALA30260	CAPO306319
OG0006389	BRALA15656	CAPO302170
OG0006390	BRALA18000	CAPO308093
OG0006392	BRALA12289	CAPO305806
OG0006394	BRALA06374	CAPO302470
OG0006395	BRALA16655	CAPO300149
OG0006399	BRALA34381	CAPO307228
OG0006443	BRALA15942	CAPO300234
OG0006447	BRALA18461	CAPO302283
OG0006448	BRALA14481	CAPO301094
OG0006449	BRALA12969	CAPO305961
OG0006456	BRALA07627	CAPO300992
OG0006457	BRALA14722	CAPO306648
OG0006459	BRALA21741	CAPO307843
OG0006460	BRALA17443	CAPO308313
OG0006461	BRALA17215	CAPO306350
OG0006462	BRALA21972	CAPO300662
OG0006464	BRALA11660	CAPO307754
OG0006465	BRALA11934	CAPO307052
OG0006467	BRALA25621	CAPO301292
OG0006468	BRALA20024	CAPO303390
OG0006469	BRALA13138	CAPO302486
OG0006470	BRALA03878	CAPO300984
OG0006471	BRALA01351	CAPO303440
OG0006474	BRALA29415	CAPO300155
OG0006475	BRALA07446	CAPO301888
OG0006476	BRALA08067	CAPO300216
OG0006478	BRALA20796	CAPO301079
OG0006479	BRALA32335	CAPO304002
OG0006480	BRALA00269	CAPO300197
OG0006481	BRALA01853	CAPO307580
OG0006482	BRALA23441	CAPO305654
OG0006485	BRALA20858	CAPO307612
OG0006487	BRALA09409	CAPO300649
OG0006488	BRALA22110	CAPO301772
OG0006490	BRALA09290	CAPO301539
OG0006491	BRALA16671	CAPO300606
OG0006493	BRALA12232	CAPO306548
OG0006496	BRALA20624	CAPO304473
OG0006498	BRALA29822	CAPO301440
OG0006501	BRALA21471	CAPO307734
OG0006502	BRALA33701	CAPO301087
OG0006503	BRALA13583	CAPO304660
OG0006504	BRALA17735	CAPO302154
OG0006505	BRALA14552	CAPO301510
OG0006507	BRALA24795	CAPO301032
OG0006508	BRALA28414	CAPO301635
OG0006509	BRALA11787	CAPO304681
OG0006510	BRALA26585	CAPO300081
OG0006512	BRALA15201	CAPO301701
OG0006514	BRALA16975	CAPO304095
OG0006516	BRALA22526	CAPO305607
OG0006517	BRALA05623	CAPO300477
OG0006519	BRALA30968	CAPO308006
OG0006520	BRALA26806	CAPO300668
OG0006523	BRALA28068	CAPO302914
OG0006526	BRALA03451	CAPO303623
OG0006532	BRALA05058	CAPO304147
OG0006533	BRALA12416	CAPO305463
OG0006534	BRALA16302	CAPO305714
OG0006536	BRALA24028	CAPO305735
OG0006538	BRALA05308	CAPO305091
OG0006540	BRALA14264	CAPO304760
OG0006541	BRALA24036	CAPO302376, CAPO304688, CAPO300243
OG0006542	BRALA26807	CAPO305168
OG0006543	BRALA21134	CAPO305452
OG0006544	BRALA08406	CAPO306101
OG0006545	BRALA23681	CAPO307929
OG0006546	BRALA13326	CAPO305234
OG0006547	BRALA21713	CAPO301259
OG0006549	BRALA12819	CAPO306040
OG0006550	BRALA27195	CAPO307487
OG0006552	BRALA18527	CAPO301957
OG0006553	BRALA06295	CAPO308128
OG0006554	BRALA14992	CAPO306525
OG0006555	BRALA00368	CAPO305951
OG0006556	BRALA24801	CAPO304941
OG0006557	BRALA24618	CAPO300124
OG0006561	BRALA12061	CAPO300890
OG0006562	BRALA11584	CAPO303607
OG0006566	BRALA11134	CAPO303944
OG0006568	BRALA01715	CAPO303043
OG0006569	BRALA10919, BRALA10793	CAPO300856
OG0006570	BRALA10044	CAPO302571
OG0006571	BRALA01588	CAPO306740
OG0006572	BRALA01125	CAPO302175
OG0006573	BRALA25563	CAPO306413
OG0006575	BRALA03279	CAPO304950
OG0006577	BRALA10957	CAPO300858
OG0006578	BRALA24046	CAPO303393
OG0006580	BRALA07037	CAPO306179
OG0006581	BRALA07413	CAPO300223
OG0006582	BRALA20732	CAPO305399
OG0006583	BRALA12341	CAPO308147
OG0006584	BRALA19370	CAPO304380
OG0006586	BRALA34705, BRALA34026	CAPO300241
OG0006590	BRALA22902	CAPO304634
OG0006591	BRALA17121	CAPO306654
OG0006592	BRALA26584	CAPO302105
OG0006594	BRALA24225	CAPO305352
OG0006595	BRALA04703	CAPO306726
OG0006596	BRALA26574	CAPO305496
OG0006597	BRALA15919	CAPO306143
OG0006598	BRALA18182	CAPO303505
OG0006600	BRALA25769, BRALA23296	CAPO300993
OG0006602	BRALA19036	CAPO306545
OG0006603	BRALA03443	CAPO305246
OG0006604	BRALA33757	CAPO301632
OG0006606	BRALA27981	CAPO300627, CAPO305047
OG0006607	BRALA15151	CAPO302836
OG0006608	BRALA16177	CAPO304829
OG0006609	BRALA07455	CAPO304156
OG0006610	BRALA23008, BRALA25297	CAPO305635
OG0006611	BRALA14061	CAPO303370
OG0006612	BRALA01028	CAPO303674
OG0006613	BRALA04025	CAPO305926
OG0006614	BRALA01003	CAPO307923
OG0006615	BRALA13677	CAPO300892
OG0006616	BRALA12229, BRALA16162	CAPO302496
OG0006617	BRALA14572	CAPO304084
OG0006619	BRALA16699	CAPO305225
OG0006622	BRALA12099	CAPO307274
OG0006625	BRALA20997	CAPO304287
OG0006627	BRALA28820	CAPO300634
OG0006630	BRALA04522	CAPO301318
OG0006631	BRALA21370	CAPO302816
OG0006633	BRALA15776	CAPO306794
OG0006636	BRALA13097	CAPO304383
OG0006637	BRALA26648	CAPO304312
OG0006638	BRALA03532, BRALA03533	CAPO302167
OG0006640	BRALA03728	CAPO308241
OG0006642	BRALA23312	CAPO303206
OG0006646	BRALA13446	CAPO308061
OG0006648	BRALA24820	CAPO300638
OG0006651	BRALA18794	CAPO306376
OG0006655	BRALA00574	CAPO306982
OG0006657	BRALA07213	CAPO304665
OG0006658	BRALA16629	CAPO301723
OG0006662	BRALA14712	CAPO305585
OG0006663	BRALA16974	CAPO301399
OG0006664	BRALA24834	CAPO302941
OG0006666	BRALA34133	CAPO301682
OG0006667	BRALA05144	CAPO305573
OG0006668	BRALA08318	CAPO301053
OG0006669	BRALA00985	CAPO301280
OG0006670	BRALA02659	CAPO306366
OG0006671	BRALA18774	CAPO307485
OG0006673	BRALA29976	CAPO302685
OG0006677	BRALA06236	CAPO304250
OG0006678	BRALA06274	CAPO300092
OG0006680	BRALA25853	CAPO301748
OG0006681	BRALA20996	CAPO305354
OG0006684	BRALA12717	CAPO305512
OG0006686	BRALA03046	CAPO307531
OG0006690	BRALA17356	CAPO302172
OG0006691	BRALA14546	CAPO305670
OG0006692	BRALA17480	CAPO302647
OG0006693	BRALA06823	CAPO302616
OG0006694	BRALA16849	CAPO302438
OG0006695	BRALA18862	CAPO302533
OG0006698	BRALA19125	CAPO305852
OG0006702	BRALA01475	CAPO307269
OG0006704	BRALA15008	CAPO305136
OG0006706	BRALA02737	CAPO303773
OG0006707	BRALA23645	CAPO304129
OG0006708	BRALA20874	CAPO304327
OG0006709	BRALA09059	CAPO302993
OG0006710	BRALA14570	CAPO307958
OG0006712	BRALA20215, BRALA20214	CAPO307469
OG0006716	BRALA24459	CAPO302196
OG0006717	BRALA26122	CAPO305633
OG0006718	BRALA31418	CAPO306293
OG0006719	BRALA13038	CAPO302454
OG0006721	BRALA21743	CAPO307315
OG0006722	BRALA01042	CAPO304555
OG0006723	BRALA05735	CAPO300019
OG0006724	BRALA05734	CAPO300231
OG0006725	BRALA28234	CAPO301206
OG0006726	BRALA16670	CAPO303375
OG0006727	BRALA01476	CAPO306447
OG0006728	BRALA14826	CAPO303411
OG0006729	BRALA01063	CAPO302448
OG0006730	BRALA02164	CAPO307696
OG0006732	BRALA00142	CAPO301757
OG0006733	BRALA26251	CAPO306420
OG0006735	BRALA27074	CAPO307764
OG0006737	BRALA03436	CAPO302977
OG0006738	BRALA14041	CAPO305285
OG0006740	BRALA30973	CAPO304581
OG0006741	BRALA09365	CAPO306132
OG0006745	BRALA15185	CAPO304913
OG0006750	BRALA09668	CAPO306076
OG0006751	BRALA31855	CAPO305160
OG0006752	BRALA22950	CAPO301753
OG0006753	BRALA24992	CAPO304199
OG0006754	BRALA20552	CAPO307231
OG0006755	BRALA22940	CAPO304099
OG0006758	BRALA00417	CAPO303486
OG0006759	BRALA25850	CAPO301178
OG0006760	BRALA17052	CAPO300357
OG0006766	BRALA12385	CAPO300327
OG0006769	BRALA16226	CAPO304104
OG0006772	BRALA21416	CAPO306103
OG0006776	BRALA14483	CAPO307354, CAPO307229
OG0006777	BRALA21484	CAPO308320
OG0006791	BRALA16274	CAPO302265
OG0006796	BRALA13885	CAPO306698, CAPO305329
OG0006826	BRALA11906	CAPO306575
OG0006830	BRALA28939	CAPO304885
OG0006833	BRALA25618	CAPO307011
OG0006838	BRALA19458	CAPO304346
OG0006842	BRALA01039	CAPO303033
OG0006843	BRALA21641	CAPO301783
OG0006844	BRALA09600	CAPO303858
OG0006845	BRALA20898	CAPO304222
OG0006846	BRALA29210	CAPO305985, CAPO301436
OG0006848	BRALA20677	CAPO302750
OG0006849	BRALA22479	CAPO306709
OG0006850	BRALA31268	CAPO300307
OG0006856	BRALA24695	CAPO306926
OG0006857	BRALA06099	CAPO304592
OG0006860	BRALA03297	CAPO304880
OG0006862	BRALA29568	CAPO306834
OG0006864	BRALA31204	CAPO300266
OG0006865	BRALA11659	CAPO300579
OG0006867	BRALA30972	CAPO304561
OG0006868	BRALA31290, BRALA34596	CAPO304824
OG0006869	BRALA19766	CAPO303718
OG0006870	BRALA20395, BRALA20394	CAPO305471
OG0006872	BRALA16487	CAPO305763, CAPO306267
OG0006874	BRALA13013	CAPO303002
OG0006875	BRALA22498	CAPO300245
OG0006876	BRALA05364	CAPO301384
OG0006877	BRALA07858	CAPO303758
OG0006880	BRALA05805	CAPO300637
OG0006881	BRALA19408	CAPO307302
OG0006886	BRALA19017	CAPO308008
OG0006887	BRALA23687	CAPO303330
OG0006888	BRALA29964	CAPO300481
OG0006889	BRALA27317	CAPO305411
OG0006890	BRALA31419	CAPO301774
OG0006892	BRALA09163	CAPO306271
OG0006893	BRALA13970	CAPO308281
OG0006894	BRALA13030	CAPO305493
OG0006895	BRALA08907	CAPO305321
OG0006897	BRALA01574	CAPO305270
OG0006898	BRALA03096	CAPO307616
OG0006901	BRALA09160	CAPO301222
OG0006904	BRALA11508	CAPO301235
OG0006906	BRALA07226	CAPO307116
OG0006914	BRALA21731	CAPO302212
OG0006915	BRALA03155, BRALA15756	CAPO305363
OG0006916	BRALA16553	CAPO306266
OG0006918	BRALA16643	CAPO303362
OG0006920	BRALA32734	CAPO306461
OG0006923	BRALA19056	CAPO303076
OG0006924	BRALA11900	CAPO304320
OG0006925	BRALA18547	CAPO306734
OG0006926	BRALA29464	CAPO303493
OG0006927	BRALA05354, BRALA05352	CAPO303700
OG0006930	BRALA22987	CAPO301522
OG0006931	BRALA02116	CAPO300460
OG0006932	BRALA06550	CAPO305813
OG0006934	BRALA05992	CAPO304656
OG0006935	BRALA25077	CAPO305404
OG0006936	BRALA23621	CAPO301255
OG0006937	BRALA13456	CAPO300724
OG0006938	BRALA12778	CAPO307064
OG0006939	BRALA27730	CAPO300423
OG0006940	BRALA00085	CAPO308295
OG0006942	BRALA15259	CAPO305131
OG0006943	BRALA21727	CAPO300653
OG0006944	BRALA28146	CAPO301423
OG0006945	BRALA23683	CAPO304257
OG0006947	BRALA10407	CAPO303778
OG0006948	BRALA19464	CAPO307507
OG0006949	BRALA07772	CAPO300866
OG0006951	BRALA04665	CAPO302915
OG0006952	BRALA19947, BRALA34472	CAPO308002
OG0006953	BRALA06329	CAPO302825
OG0006957	BRALA24483	CAPO304410
OG0006959	BRALA24691	CAPO305847
OG0006960	BRALA13465	CAPO306688
OG0006962	BRALA15450	CAPO307572
OG0006964	BRALA27971	CAPO306352
OG0006966	BRALA16205	CAPO304695
OG0006967	BRALA23027	CAPO303820
OG0006968	BRALA12502	CAPO301435
OG0006969	BRALA29846	CAPO306618
OG0006970	BRALA28927	CAPO304851
OG0006971	BRALA23591	CAPO303658
OG0006973	BRALA33702	CAPO306305
OG0006975	BRALA33934	CAPO306893
OG0006977	BRALA12753	CAPO305268
OG0006978	BRALA30073	CAPO304336
OG0006979	BRALA04203	CAPO300168
OG0006980	BRALA19616	CAPO305562
OG0006983	BRALA05383	CAPO300916
OG0006990	BRALA24376	CAPO300763
OG0006991	BRALA01907	CAPO303392
OG0006993	BRALA23797	CAPO305954
OG0006994	BRALA04795	CAPO306564
OG0006995	BRALA04611	CAPO306435
OG0006997	BRALA25727	CAPO304873
OG0006998	BRALA22667	CAPO301390
OG0006999	BRALA12897	CAPO303913
OG0007001	BRALA02208	CAPO305444
OG0007002	BRALA10095	CAPO304225
OG0007003	BRALA21239	CAPO302304
OG0007005	BRALA23593	CAPO303654
OG0007007	BRALA31860	CAPO302408
OG0007009	BRALA30026	CAPO305960
OG0007010	BRALA31317	CAPO301780
OG0007011	BRALA15920	CAPO301128
OG0007012	BRALA25249	CAPO304946
OG0007013	BRALA13128	CAPO303300
OG0007015	BRALA34981	CAPO305278
OG0007016	BRALA22412	CAPO304972
OG0007017	BRALA06141	CAPO301345
OG0007018	BRALA27379	CAPO300889
OG0007019	BRALA06320	CAPO304408
OG0007020	BRALA29840	CAPO303562, CAPO308296
OG0007021	BRALA06075	CAPO306622
OG0007022	BRALA18137	CAPO303253
OG0007024	BRALA17168	CAPO302054
OG0007025	BRALA11867	CAPO302785
OG0007026	BRALA23387	CAPO304159
OG0007029	BRALA02101	CAPO302104
OG0007032	BRALA16865	CAPO304830
OG0007033	BRALA15267	CAPO305180
OG0007034	BRALA09189	CAPO306932
OG0007038	BRALA17300	CAPO302068
OG0007040	BRALA10094	CAPO306537
OG0007042	BRALA06916	CAPO307996
OG0007043	BRALA29990	CAPO305780
OG0007044	BRALA08279	CAPO307221
OG0007045	BRALA29234	CAPO305958
OG0007046	BRALA28196	CAPO305591
OG0007047	BRALA10122	CAPO305693
OG0007048	BRALA18662	CAPO302164
OG0007049	BRALA19591	CAPO305031
OG0007050	BRALA21668, BRALA21669	CAPO307898
OG0007055	BRALA27573	CAPO304778
OG0007057	BRALA29582	CAPO304630
OG0007058	BRALA23895	CAPO301734, CAPO304572
OG0007059	BRALA27465	CAPO303590, CAPO303318
OG0007061	BRALA21466	CAPO305340
OG0007062	BRALA05692	CAPO302545
OG0007063	BRALA16766	CAPO308261
OG0007065	BRALA16383	CAPO301537
OG0007068	BRALA03721	CAPO307887
OG0007069	BRALA31451, BRALA33696	CAPO307200
OG0007071	BRALA34937, BRALA13812	CAPO301761
OG0007072	BRALA16137	CAPO306160
OG0007073	BRALA15855	CAPO302936
OG0007074	BRALA01990	CAPO306910
OG0007076	BRALA20649	CAPO300474
OG0007081	BRALA22949	CAPO305760
OG0007084	BRALA12501	CAPO307673
OG0007086	BRALA15363	CAPO306079
OG0007089	BRALA04691	CAPO300706
OG0007090	BRALA00803	CAPO300368
OG0007091	BRALA23753	CAPO304945
OG0007092	BRALA10801, BRALA10923	CAPO304498, CAPO305528
OG0007093	BRALA16275	CAPO308175
OG0007094	BRALA21518, BRALA25900	CAPO301835
OG0007095	BRALA25279	CAPO304293
OG0007097	BRALA04240	CAPO302515
OG0007098	BRALA19999	CAPO301993
OG0007099	BRALA17437	CAPO304218
OG0007100	BRALA17146	CAPO302645
OG0007105	BRALA14961	CAPO303780
OG0007106	BRALA18050	CAPO302226
OG0007112	BRALA08342	CAPO303793
OG0007114	BRALA31771, BRALA16434	CAPO305243
OG0007118	BRALA23004	CAPO306502
OG0007119	BRALA00190, BRALA00189	CAPO303656
OG0007121	BRALA13421	CAPO305337
OG0007122	BRALA15769	CAPO302728
OG0007124	BRALA13189, BRALA13193	CAPO307876
OG0007127	BRALA00288	CAPO305077
OG0007128	BRALA04403	CAPO303539
OG0007130	BRALA15297	CAPO302224
OG0007131	BRALA20793	CAPO304315
OG0007132	BRALA01544	CAPO301608
OG0007133	BRALA09605	CAPO305338
OG0007134	BRALA13846	CAPO302517
OG0007137	BRALA16723	CAPO303287
OG0007138	BRALA10025	CAPO307436
OG0007139	BRALA14595	CAPO302325
OG0007143	BRALA18546	CAPO307276
OG0007144	BRALA14968	CAPO301797
OG0007145	BRALA18502	CAPO305008
OG0007146	BRALA14239	CAPO306800
OG0007147	BRALA14352	CAPO305032
OG0007150	BRALA28102, BRALA03555	CAPO304704
OG0007151	BRALA18700	CAPO304299
OG0007154	BRALA30790	CAPO302715
OG0007158	BRALA16495	CAPO303011
OG0007160	BRALA26571	CAPO301230
OG0007163	BRALA17109	CAPO306908
OG0007165	BRALA25940	CAPO300764
OG0007166	BRALA26413	CAPO301841
OG0007168	BRALA07437	CAPO304836
OG0007173	BRALA35315	CAPO305749, CAPO300679
OG0007174	BRALA34219	CAPO304732
OG0007175	BRALA09886	CAPO300929
OG0007176	BRALA32780	CAPO305825
OG0007178	BRALA02696	CAPO306843
OG0007180	BRALA13499	CAPO300869
OG0007181	BRALA28125	CAPO302549
OG0007182	BRALA14277	CAPO302258
OG0007183	BRALA00051	CAPO303453
OG0007184	BRALA16251, BRALA12218	CAPO304626
OG0007186	BRALA22761	CAPO306272
OG0007191	BRALA05241	CAPO307327
OG0007192	BRALA14056	CAPO307148
OG0007194	BRALA30305	CAPO304755
OG0007199	BRALA13738	CAPO300510
OG0007201	BRALA13129	CAPO305686
OG0007204	BRALA00866	CAPO305874
OG0007248	BRALA16141	CAPO305807
OG0007249	BRALA22910	CAPO304279
OG0007251	BRALA15601	CAPO307515
OG0007254	BRALA15786	CAPO300342
OG0007258	BRALA01613	CAPO301895
OG0007261	BRALA01249	CAPO306348
OG0007266	BRALA09231	CAPO305560
OG0007269	BRALA27876	CAPO305691
OG0007272	BRALA05677	CAPO303817, CAPO303673
OG0007273	BRALA08923	CAPO305134
OG0007276	BRALA15590	CAPO301595
OG0007279	BRALA33921	CAPO302557
OG0007281	BRALA06305, BRALA06306	CAPO304423
OG0007282	BRALA19380	CAPO300960
OG0007283	BRALA33333, BRALA33331, BRALA19278	CAPO304757
OG0007291	BRALA21233	CAPO307621
OG0007292	BRALA02935	CAPO302024
OG0007293	BRALA17074	CAPO301970
OG0007297	BRALA13069	CAPO305876
OG0007299	BRALA28383	CAPO308254
OG0007300	BRALA14038	CAPO301046
OG0007301	BRALA27287	CAPO301996
OG0007302	BRALA08130	CAPO307174
OG0007303	BRALA32134	CAPO302064
OG0007304	BRALA14327	CAPO306505
OG0007305	BRALA05988	CAPO303443
OG0007307	BRALA35494, BRALA32131	CAPO304518, CAPO304185
OG0007309	BRALA20888	CAPO300726
OG0007313	BRALA10093	CAPO302761
OG0007314	BRALA24702	CAPO307151
OG0007315	BRALA26846, BRALA26848, BRALA26847, BRALA34775	CAPO300478
OG0007317	BRALA16631	CAPO306655
OG0007319	BRALA18245	CAPO300742
OG0007320	BRALA13547	CAPO300324
OG0007321	BRALA13420	CAPO307651
OG0007322	BRALA16163	CAPO301300
OG0007325	BRALA03154	CAPO305675
OG0007326	BRALA06343	CAPO304342
OG0007329	BRALA02913	CAPO306408
OG0007330	BRALA18712	CAPO300366
OG0007335	BRALA25943	CAPO304929
OG0007336	BRALA30607	CAPO304895
OG0007339	BRALA23677	CAPO300192
OG0007341	BRALA10192	CAPO300898
OG0007343	BRALA17838	CAPO305744
OG0007347	BRALA07020	CAPO302872
OG0007348	BRALA05809	CAPO307161
OG0007350	BRALA06364	CAPO306078
OG0007352	BRALA35566	CAPO306052
OG0007353	BRALA19998	CAPO302025
OG0007354	BRALA00412	CAPO303485
OG0007355	BRALA02332	CAPO307111
OG0007356	BRALA25647	CAPO306331
OG0007357	BRALA17388	CAPO304967
OG0007358	BRALA08494	CAPO304741
OG0007361	BRALA13539	CAPO305039
OG0007363	BRALA08293	CAPO304834
OG0007364	BRALA08059	CAPO303075
OG0007365	BRALA05325	CAPO306500
OG0007366	BRALA31025	CAPO305485
OG0007367	BRALA00971	CAPO305088
OG0007368	BRALA07746	CAPO305250
OG0007369	BRALA09020	CAPO300391
OG0007371	BRALA11443	CAPO305453
OG0007372	BRALA20327	CAPO307960
OG0007373	BRALA16176	CAPO301099
OG0007376	BRALA21288	CAPO302556
OG0007377	BRALA03029	CAPO306927
OG0007378	BRALA13639	CAPO307557
OG0007379	BRALA24434	CAPO305130
OG0007380	BRALA28437	CAPO300141
OG0007381	BRALA13126	CAPO303646
OG0007382	BRALA16494	CAPO305525
OG0007385	BRALA25387	CAPO304120
OG0007387	BRALA24094	CAPO304030
OG0007388	BRALA05214	CAPO306166
OG0007391	BRALA28883	CAPO304827
OG0007392	BRALA00840	CAPO303501
OG0007393	BRALA13386	CAPO301859
OG0007395	BRALA06410	CAPO302788
OG0007396	BRALA03114	CAPO302581
OG0007397	BRALA01278	CAPO300434
OG0007399	BRALA14407	CAPO306050
OG0007401	BRALA12586, BRALA22765	CAPO302124
OG0007402	BRALA19511	CAPO306401
OG0007405	BRALA33876	CAPO303800
OG0007407	BRALA06603	CAPO306953
OG0007408	BRALA16019	CAPO303491
OG0007409	BRALA16018	CAPO305402
OG0007411	BRALA07828	CAPO300699
OG0007412	BRALA24506	CAPO302107
OG0007413	BRALA14117	CAPO305882
OG0007414	BRALA00794	CAPO300363
OG0007415	BRALA11329	CAPO307758, CAPO301270
