Orthogroup	BRALA	NEMVE
OG0007999	BRALA09129	NEMVE06729
OG0008000	BRALA16665	NEMVE09345, NEMVE20611
OG0008001	BRALA06623	NEMVE25418
OG0008002	BRALA09632	NEMVE25367
OG0008003	BRALA05438	NEMVE22529
OG0008004	BRALA19538	NEMVE20153, NEMVE13316, NEMVE21249
OG0008005	BRALA10917, BRALA10791	NEMVE25176
OG0008006	BRALA06060	NEMVE23911
OG0008007	BRALA05135	NEMVE25115
OG0008008	BRALA18635	NEMVE06561
OG0008009	BRALA03592	NEMVE24576
OG0008011	BRALA20521	NEMVE18294
OG0008012	BRALA14487, BRALA14488	NEMVE24882
OG0008013	BRALA23684	NEMVE04911
OG0008016	BRALA15634	NEMVE08957
OG0008017	BRALA17211	NEMVE18181
OG0008019	BRALA15822	NEMVE25415
OG0008020	BRALA27130	NEMVE13173
OG0008021	BRALA07357	NEMVE22596
OG0008022	BRALA30758	NEMVE07871
OG0008023	BRALA05506	NEMVE07050
OG0008025	BRALA06316	NEMVE23311
OG0008026	BRALA01545	NEMVE25695
OG0008027	BRALA25111	NEMVE01124
OG0008028	BRALA21166	NEMVE08557
OG0008029	BRALA14999	NEMVE24281
OG0008030	BRALA07301	NEMVE17479
OG0008031	BRALA30757	NEMVE09401
OG0008034	BRALA34357, BRALA24556, BRALA25359	NEMVE17277
OG0008036	BRALA11170	NEMVE06791
OG0008037	BRALA13459	NEMVE25946
OG0008038	BRALA00052	NEMVE05260
OG0008039	BRALA25573, BRALA25574	NEMVE01393
OG0008040	BRALA35286	NEMVE13650
OG0008041	BRALA15327	NEMVE18872
OG0008042	BRALA01614	NEMVE13490
OG0008043	BRALA11778	NEMVE24564
OG0008044	BRALA03153	NEMVE16270
OG0008046	BRALA12449	NEMVE15065
OG0008048	BRALA17625	NEMVE12973
OG0008049	BRALA28424	NEMVE01869
OG0008050	BRALA05347	NEMVE17669
OG0008051	BRALA06514	NEMVE13844
OG0008052	BRALA15223	NEMVE22576
OG0008053	BRALA27848	NEMVE06850
OG0008054	BRALA09180	NEMVE22146
OG0008055	BRALA18953	NEMVE09826, NEMVE20692
OG0008056	BRALA12095	NEMVE22900
OG0008057	BRALA09187	NEMVE13357
OG0008058	BRALA01759	NEMVE24600
OG0008059	BRALA11716	NEMVE00213, NEMVE07562
OG0008061	BRALA13560, BRALA13559, BRALA13562	NEMVE01400
OG0008062	BRALA29465	NEMVE10166
OG0008064	BRALA16954	NEMVE19831
OG0008065	BRALA26405	NEMVE04900, NEMVE13327
OG0008069	BRALA05254	NEMVE14728
OG0008070	BRALA21954	NEMVE13074
OG0008071	BRALA07291	NEMVE15806
OG0008072	BRALA18765	NEMVE17950
OG0008073	BRALA18358	NEMVE13515
OG0008074	BRALA28413	NEMVE18779
OG0008075	BRALA16942	NEMVE14443
OG0008077	BRALA25001	NEMVE10448
OG0008079	BRALA08589	NEMVE10412
OG0008081	BRALA03257	NEMVE17317
OG0008082	BRALA15693	NEMVE14186
OG0008083	BRALA28836	NEMVE23989
OG0008084	BRALA24665	NEMVE23003
OG0008085	BRALA16435, BRALA31770	NEMVE22309
OG0008088	BRALA28845	NEMVE09143
OG0008090	BRALA14829	NEMVE07296
OG0008091	BRALA30103	NEMVE24934
OG0008094	BRALA15291	NEMVE05228
OG0008098	BRALA30312	NEMVE13839
OG0008100	BRALA16672	NEMVE09715
OG0008102	BRALA02796	NEMVE05914
OG0008103	BRALA34312	NEMVE05057
OG0008104	BRALA06606	NEMVE04771
OG0008105	BRALA33680	NEMVE21942
OG0008106	BRALA26078, BRALA26076	NEMVE09754, NEMVE19826
OG0008107	BRALA07036	NEMVE04951
OG0008108	BRALA03352	NEMVE07420
OG0008109	BRALA30499	NEMVE24545
OG0008110	BRALA13888	NEMVE05743
OG0008111	BRALA15647	NEMVE07727
OG0008112	BRALA22113	NEMVE09048
OG0008113	BRALA07943	NEMVE10318
OG0008117	BRALA02820	NEMVE18767
OG0008119	BRALA28937	NEMVE13736
OG0008120	BRALA23874	NEMVE22599
OG0008124	BRALA13418	NEMVE02297
OG0008126	BRALA14557	NEMVE22642
OG0008127	BRALA11884	NEMVE22668
OG0008136	BRALA20212	NEMVE22687
OG0008138	BRALA35675	NEMVE03920, NEMVE07163
OG0008138	BRALA35944	NEMVE02909
OG0008138	BRALA35674	NEMVE12828, NEMVE11818, NEMVE11909, NEMVE12449
OG0008143	BRALA28781	NEMVE12162
OG0008156	BRALA17414, BRALA35179	NEMVE06523, NEMVE16455
OG0008161	BRALA20877	NEMVE11441, NEMVE03474, NEMVE25737
OG0008163	BRALA20194	NEMVE24724
OG0008194	BRALA06931	NEMVE07079
OG0008194	BRALA06613	NEMVE19018
OG0008194	BRALA18858, BRALA18857	NEMVE19530
OG0008196	BRALA17122	NEMVE25681
OG0008202	BRALA16861	NEMVE22079
OG0008203	BRALA03991	NEMVE25423
OG0008205	BRALA21784	NEMVE06832
OG0008206	BRALA17145	NEMVE22519, NEMVE12130
OG0008208	BRALA20062	NEMVE15800
OG0008209	BRALA06023	NEMVE24399
OG0008211	BRALA18220	NEMVE24869
OG0008212	BRALA24855, BRALA00330	NEMVE24884
OG0008213	BRALA28821	NEMVE06358, NEMVE12480
OG0008214	BRALA34414, BRALA05477	NEMVE17191
OG0008215	BRALA22956	NEMVE05583
OG0008216	BRALA22497	NEMVE01716
OG0008217	BRALA06238	NEMVE05131
OG0008219	BRALA06408	NEMVE07971
OG0008220	BRALA11793	NEMVE14539
OG0008221	BRALA03267	NEMVE15711
OG0008223	BRALA22730	NEMVE21473, NEMVE14007
OG0008225	BRALA08069	NEMVE21899, NEMVE20595
OG0008227	BRALA14669	NEMVE16143
OG0008228	BRALA09327	NEMVE08177
OG0008229	BRALA02656	NEMVE25333
OG0008230	BRALA28895	NEMVE18242
OG0008231	BRALA34426	NEMVE15184
OG0008232	BRALA31720	NEMVE14148
OG0008233	BRALA31421, BRALA20248	NEMVE25594
OG0008234	BRALA06578	NEMVE07566
OG0008235	BRALA05497	NEMVE14636
OG0008236	BRALA09019	NEMVE07107, NEMVE20294
OG0008237	BRALA07954	NEMVE24150
OG0008238	BRALA15105	NEMVE23486
OG0008240	BRALA09089	NEMVE14050
OG0008241	BRALA09191	NEMVE21828
OG0008244	BRALA10429	NEMVE19525
OG0008245	BRALA23605	NEMVE06377
OG0008246	BRALA04540	NEMVE13099
OG0008249	BRALA05292	NEMVE25364
OG0008250	BRALA22870	NEMVE25890
OG0008251	BRALA07938	NEMVE25689
OG0008253	BRALA16363	NEMVE08540
OG0008254	BRALA18783	NEMVE25670
OG0008255	BRALA20264	NEMVE14574
OG0008256	BRALA25076	NEMVE22958
OG0008257	BRALA06162	NEMVE24826
OG0008258	BRALA22506	NEMVE25567
OG0008259	BRALA13760	NEMVE16553
OG0008260	BRALA22417	NEMVE00888
OG0008262	BRALA02776	NEMVE01887
OG0008263	BRALA30316	NEMVE07916
OG0008264	BRALA08405	NEMVE07155
OG0008266	BRALA16480	NEMVE13343
OG0008267	BRALA28040	NEMVE17564
OG0008268	BRALA03654	NEMVE01321
OG0008269	BRALA18372	NEMVE10105
OG0008270	BRALA21257	NEMVE21725, NEMVE21733
OG0008271	BRALA13152	NEMVE16549
OG0008272	BRALA16559	NEMVE09402
OG0008273	BRALA05439	NEMVE12232
OG0008275	BRALA28211	NEMVE16981
OG0008276	BRALA14561	NEMVE15838
OG0008277	BRALA23402	NEMVE07710
OG0008278	BRALA28148	NEMVE14533
OG0008279	BRALA05426	NEMVE24904
OG0008281	BRALA11926	NEMVE24642
OG0008282	BRALA00732	NEMVE13187
OG0008283	BRALA17761	NEMVE08120
OG0008288	BRALA05446	NEMVE15738
OG0008290	BRALA32558	NEMVE21697
OG0008292	BRALA17573	NEMVE17607
OG0008294	BRALA16279	NEMVE25650
OG0008295	BRALA31051	NEMVE23337
OG0008296	BRALA13383, BRALA17745	NEMVE01829
OG0008297	BRALA03422	NEMVE24309
OG0008298	BRALA08665	NEMVE23136
OG0008299	BRALA00329	NEMVE13573
OG0008300	BRALA03675	NEMVE06439
OG0008301	BRALA16291	NEMVE05011
OG0008303	BRALA20895	NEMVE07919
OG0008304	BRALA31258	NEMVE16043
OG0008305	BRALA04867	NEMVE18097
OG0008307	BRALA26874	NEMVE05421
OG0008308	BRALA22670	NEMVE25859
OG0008309	BRALA14664	NEMVE22503
OG0008312	BRALA16716	NEMVE03436
OG0008313	BRALA13109	NEMVE13998
OG0008314	BRALA07442	NEMVE20605, NEMVE03422
OG0008315	BRALA26641, BRALA26640	NEMVE22753
OG0008316	BRALA31850, BRALA35094	NEMVE05962
OG0008317	BRALA19545	NEMVE03363
OG0008318	BRALA10037	NEMVE06801
OG0008319	BRALA25887, BRALA25888	NEMVE14402
OG0008320	BRALA29154	NEMVE01620
OG0008321	BRALA05519	NEMVE07290
OG0008322	BRALA02247, BRALA34608, BRALA20463	NEMVE05413
OG0008324	BRALA28417	NEMVE05417
OG0008325	BRALA19943	NEMVE14879
OG0008326	BRALA10239	NEMVE11429
OG0008327	BRALA18892	NEMVE15591
OG0008328	BRALA28850	NEMVE14718
OG0008329	BRALA14806	NEMVE02236
OG0008331	BRALA15204	NEMVE01852
OG0008332	BRALA29844	NEMVE03236
OG0008333	BRALA14313	NEMVE24255
OG0008335	BRALA05150	NEMVE24652
OG0008336	BRALA15357	NEMVE04688
OG0008337	BRALA25417	NEMVE22628
OG0008338	BRALA01559	NEMVE20504, NEMVE01990
OG0008341	BRALA24420	NEMVE06947, NEMVE19995
OG0008344	BRALA09206	NEMVE22921
OG0008345	BRALA04347	NEMVE05829
OG0008346	BRALA10836	NEMVE22837
OG0008347	BRALA07053	NEMVE06716
OG0008348	BRALA02881	NEMVE13454
OG0008350	BRALA06366	NEMVE23102
OG0008351	BRALA02173	NEMVE13763
OG0008352	BRALA08491	NEMVE08435
OG0008353	BRALA20086	NEMVE03427
OG0008354	BRALA31017, BRALA32314	NEMVE21284
OG0008355	BRALA31283	NEMVE15123
OG0008356	BRALA20022, BRALA20023	NEMVE26001, NEMVE23081
OG0008357	BRALA18497	NEMVE06016
OG0008358	BRALA33771	NEMVE09418
OG0008359	BRALA15128, BRALA15129	NEMVE23193
OG0008360	BRALA21258	NEMVE22894
OG0008361	BRALA16691	NEMVE23200
OG0008364	BRALA09903	NEMVE25717
OG0008365	BRALA14255	NEMVE03762
OG0008368	BRALA11399	NEMVE13421
OG0008371	BRALA24474	NEMVE01091
OG0008374	BRALA09241	NEMVE13827
OG0008376	BRALA00681, BRALA22097	NEMVE06388
OG0008377	BRALA07328	NEMVE21921
OG0008378	BRALA00143	NEMVE05932
OG0008381	BRALA34490	NEMVE14757
OG0008382	BRALA03358	NEMVE24022
OG0008383	BRALA34425, BRALA34686	NEMVE05320
OG0008384	BRALA13373, BRALA13374	NEMVE13561
OG0008386	BRALA01056	NEMVE03630
OG0008388	BRALA22482	NEMVE13484
OG0008389	BRALA06574	NEMVE08687
OG0008391	BRALA02821	NEMVE14213
OG0008398	BRALA15412, BRALA27278	NEMVE07450
OG0008399	BRALA33684	NEMVE23704
OG0008400	BRALA29815, BRALA00697	NEMVE13407
OG0008401	BRALA17999	NEMVE09990
OG0008404	BRALA23651	NEMVE00255
OG0008405	BRALA04805, BRALA04782	NEMVE22061
OG0008406	BRALA01198	NEMVE13155
OG0008410	BRALA17049	NEMVE13542
OG0008412	BRALA13554	NEMVE25691
OG0008413	BRALA05006, BRALA02152	NEMVE20884
OG0008413	BRALA08928	NEMVE20362
OG0008414	BRALA04459	NEMVE23366
OG0008415	BRALA11890	NEMVE24203
OG0008416	BRALA17626	NEMVE18536
OG0008417	BRALA18262	NEMVE22824
OG0008418	BRALA06091	NEMVE10633
OG0008419	BRALA13393	NEMVE25180
OG0008422	BRALA18880	NEMVE10466
OG0008424	BRALA14612	NEMVE22481
OG0008427	BRALA08333	NEMVE19248
OG0008432	BRALA18703	NEMVE18587
OG0008443	BRALA19003	NEMVE23347
OG0008444	BRALA22302	NEMVE00472, NEMVE15154
OG0008448	BRALA11933	NEMVE08650
OG0008453	BRALA07678	NEMVE13263
OG0008460	BRALA24281, BRALA24283	NEMVE25831
OG0008468	BRALA17335	NEMVE22563
OG0008475	BRALA34990	NEMVE18509
OG0008475	BRALA35037, BRALA34164, BRALA25675, BRALA32429	NEMVE24692, NEMVE23454, NEMVE18510, NEMVE18757, NEMVE24972
OG0008478	BRALA07281	NEMVE12551, NEMVE03843
OG0008507	BRALA15057	NEMVE23548
OG0008509	BRALA05523	NEMVE24848
OG0008512	BRALA02962, BRALA02961, BRALA02964	NEMVE01085, NEMVE22190
OG0008513	BRALA15101	NEMVE23772
OG0008514	BRALA15921	NEMVE07954
OG0008515	BRALA11973	NEMVE14721
OG0008516	BRALA10786, BRALA10911	NEMVE24923
OG0008524	BRALA34791, BRALA35810	NEMVE08942
OG0008526	BRALA01004	NEMVE05005
OG0008528	BRALA01940	NEMVE18744
OG0008529	BRALA09012	NEMVE23344
OG0008530	BRALA03989	NEMVE14076
OG0008532	BRALA28388	NEMVE22851
OG0008533	BRALA28209	NEMVE14654
OG0008534	BRALA27649	NEMVE25794
OG0008535	BRALA22563	NEMVE02986
OG0008536	BRALA00357, BRALA00355, BRALA00356	NEMVE07110
OG0008538	BRALA11832	NEMVE22562
OG0008539	BRALA31052	NEMVE20331, NEMVE24445
OG0008540	BRALA07940	NEMVE13698
OG0008542	BRALA16597	NEMVE23528
OG0008543	BRALA04550	NEMVE23492
OG0008544	BRALA17943	NEMVE25090
OG0008545	BRALA17948	NEMVE22652
OG0008546	BRALA20223	NEMVE09008
OG0008547	BRALA05481	NEMVE05307, NEMVE15615
OG0008550	BRALA03273	NEMVE02008
OG0008551	BRALA15706	NEMVE17840
OG0008554	BRALA03353	NEMVE08384
OG0008557	BRALA03028	NEMVE10366
OG0008559	BRALA00268	NEMVE16554
OG0008560	BRALA01988	NEMVE15191, NEMVE10222
OG0008561	BRALA28153	NEMVE01691
OG0008562	BRALA08959	NEMVE18414
OG0008563	BRALA29273	NEMVE14418
OG0008564	BRALA17330	NEMVE01000
OG0008565	BRALA21746	NEMVE08499, NEMVE19384
OG0008566	BRALA11541	NEMVE06878
OG0008569	BRALA12037	NEMVE20507, NEMVE03034
OG0008570	BRALA21939	NEMVE11670, NEMVE09705
OG0008572	BRALA19309	NEMVE16357
OG0008573	BRALA09463	NEMVE25781
OG0008574	BRALA11419	NEMVE24557
OG0008575	BRALA18250	NEMVE01012
OG0008576	BRALA11515, BRALA11513	NEMVE22319
OG0008577	BRALA06350	NEMVE07448
OG0008579	BRALA15115	NEMVE23697
OG0008580	BRALA06915	NEMVE16162
OG0008583	BRALA10200	NEMVE00007
OG0008587	BRALA17930	NEMVE23850
OG0008588	BRALA10465	NEMVE16313
OG0008589	BRALA12750	NEMVE16206
OG0008590	BRALA27378	NEMVE20336, NEMVE06282
OG0008592	BRALA18436	NEMVE23818, NEMVE06605
OG0008596	BRALA09201	NEMVE22506
OG0008597	BRALA28968	NEMVE11500, NEMVE24375
OG0008600	BRALA22361	NEMVE22366
OG0008601	BRALA20388	NEMVE22610
OG0008602	BRALA34147	NEMVE07908
OG0008603	BRALA30099	NEMVE25178
OG0008607	BRALA27393	NEMVE22525
OG0008608	BRALA15840	NEMVE06815, NEMVE13001, NEMVE20808
OG0008611	BRALA10116	NEMVE12141, NEMVE22359
OG0008612	BRALA21312	NEMVE16329, NEMVE16328, NEMVE18634
OG0008613	BRALA15326	NEMVE06475
OG0008614	BRALA11854	NEMVE23737
OG0008617	BRALA15315	NEMVE23327
OG0008620	BRALA09482	NEMVE09312
OG0008621	BRALA15922	NEMVE23279
OG0008622	BRALA03092	NEMVE25590
OG0008623	BRALA10665	NEMVE24602
OG0008624	BRALA16482	NEMVE24986
OG0008625	BRALA03065	NEMVE06748
OG0008626	BRALA19975	NEMVE25563
OG0008627	BRALA11795	NEMVE22795
OG0008628	BRALA15875	NEMVE23285
OG0008629	BRALA21752	NEMVE09319
OG0008630	BRALA24237, BRALA28920	NEMVE01080
OG0008633	BRALA22271	NEMVE10982
OG0008634	BRALA22279	NEMVE17397
OG0008637	BRALA15802	NEMVE14857
OG0008638	BRALA04155	NEMVE22850
OG0008639	BRALA29796	NEMVE21171, NEMVE12268
OG0008641	BRALA29471	NEMVE23562
OG0008642	BRALA28732	NEMVE24420
OG0008643	BRALA19720	NEMVE23065
OG0008644	BRALA16311	NEMVE24046
OG0008645	BRALA27600	NEMVE22648
OG0008646	BRALA18831, BRALA18832	NEMVE07234, NEMVE20723
OG0008647	BRALA09658	NEMVE14049
OG0008648	BRALA34884, BRALA30218	NEMVE10181
OG0008649	BRALA22634	NEMVE17297
OG0008651	BRALA00594	NEMVE08227
OG0008653	BRALA29819	NEMVE19895
OG0008654	BRALA27377	NEMVE10286
OG0008655	BRALA20532	NEMVE20852, NEMVE23305
OG0008657	BRALA32006	NEMVE15312
OG0008658	BRALA21119	NEMVE21840
OG0008660	BRALA16548	NEMVE25509
OG0008666	BRALA25113	NEMVE16034
OG0008669	BRALA16331	NEMVE15256
OG0008670	BRALA06998	NEMVE00629
OG0008671	BRALA20873	NEMVE23500
OG0008672	BRALA18524, BRALA29802	NEMVE15025
OG0008674	BRALA15953	NEMVE25341
OG0008675	BRALA22504	NEMVE09494
OG0008676	BRALA07254	NEMVE15691
OG0008677	BRALA05307	NEMVE03819
OG0008680	BRALA21682	NEMVE05250
OG0008681	BRALA10215	NEMVE21715
OG0008682	BRALA02229	NEMVE20684
OG0008684	BRALA10687	NEMVE18907
OG0008698	BRALA03650	NEMVE22870
OG0008705	BRALA18575	NEMVE18622, NEMVE15948
OG0008760	BRALA14035	NEMVE23306
OG0008762	BRALA21759	NEMVE13502
OG0008765	BRALA00158	NEMVE05722
OG0008766	BRALA13488	NEMVE18267
OG0008767	BRALA09777	NEMVE00346, NEMVE24728
OG0008771	BRALA29707	NEMVE18021
OG0008772	BRALA21472	NEMVE24987
OG0008773	BRALA28978, BRALA34139	NEMVE19145
OG0008774	BRALA20726	NEMVE24527
OG0008779	BRALA13753	NEMVE18889
OG0008780	BRALA17416	NEMVE10258
OG0008781	BRALA24780, BRALA19813	NEMVE25127
OG0008782	BRALA28545	NEMVE25361
OG0008784	BRALA00992	NEMVE23625
OG0008786	BRALA20053	NEMVE04596
OG0008789	BRALA22759	NEMVE02946
OG0008792	BRALA04071	NEMVE24560
OG0008794	BRALA31199	NEMVE13692
OG0008797	BRALA14918	NEMVE02425
OG0008798	BRALA18668	NEMVE03471
OG0008799	BRALA31717	NEMVE01885
OG0008800	BRALA12044	NEMVE24734
OG0008801	BRALA35445, BRALA32559, BRALA29232	NEMVE07367
OG0008802	BRALA13112	NEMVE24980
OG0008803	BRALA35904, BRALA21165	NEMVE07399
OG0008804	BRALA13316	NEMVE24643
OG0008808	BRALA29294, BRALA23631, BRALA29839	NEMVE12340
OG0008809	BRALA32116, BRALA32117, BRALA32118, BRALA25009, BRALA25008	NEMVE23164
OG0008811	BRALA21997	NEMVE22500
OG0008812	BRALA23463	NEMVE20858
OG0008816	BRALA13552	NEMVE14491
OG0008818	BRALA23356	NEMVE04994
OG0008821	BRALA19308	NEMVE09368
OG0008822	BRALA06559	NEMVE17023, NEMVE00443
OG0008824	BRALA02996	NEMVE10117
OG0008825	BRALA22801, BRALA32453	NEMVE24499
OG0008826	BRALA05017	NEMVE22979
OG0008827	BRALA06277	NEMVE06926
OG0008828	BRALA04831	NEMVE14527
OG0008829	BRALA04028	NEMVE13410
OG0008831	BRALA23986	NEMVE23959
OG0008832	BRALA05684	NEMVE15116
OG0008833	BRALA13348	NEMVE13511
OG0008834	BRALA01773	NEMVE17736
OG0008835	BRALA13701	NEMVE24188
OG0008836	BRALA24617	NEMVE21572, NEMVE24925
OG0008838	BRALA22701	NEMVE21811
OG0008840	BRALA03104	NEMVE24969
OG0008841	BRALA16713	NEMVE09802
OG0008844	BRALA03082	NEMVE15923
OG0008845	BRALA29479	NEMVE25073
OG0008847	BRALA24430	NEMVE21949
OG0008849	BRALA09832, BRALA31508, BRALA26560, BRALA11617, BRALA26969, BRALA28343, BRALA21158, BRALA14343, BRALA22265, BRALA27946, BRALA12855, BRALA16968, BRALA06878, BRALA31479	NEMVE09039
OG0008850	BRALA11452	NEMVE22858
OG0008851	BRALA28866	NEMVE15128
OG0008853	BRALA19593	NEMVE24891
OG0008855	BRALA02652	NEMVE14784
OG0008856	BRALA13489	NEMVE24718
OG0008857	BRALA08584	NEMVE23148
OG0008859	BRALA33386	NEMVE22947
OG0008861	BRALA26569	NEMVE13686
OG0008862	BRALA01344	NEMVE13832
OG0008864	BRALA27875	NEMVE06626
OG0008866	BRALA16223	NEMVE01590
OG0008868	BRALA11155	NEMVE17919
OG0008871	BRALA08064	NEMVE15359
OG0008872	BRALA05136	NEMVE18394
OG0008873	BRALA06718, BRALA16425, BRALA24736, BRALA05045	NEMVE15304, NEMVE14994
OG0008875	BRALA14660	NEMVE23545
OG0008876	BRALA03931	NEMVE18124
OG0008877	BRALA06180	NEMVE08680
OG0008878	BRALA09412	NEMVE22956
OG0008879	BRALA06508	NEMVE23362, NEMVE20066
OG0008880	BRALA12367	NEMVE13802
OG0008881	BRALA27062	NEMVE22144
OG0008883	BRALA17730	NEMVE11560, NEMVE06298
OG0008884	BRALA35082, BRALA35156	NEMVE03777
OG0008884	BRALA02176	NEMVE04855
OG0008885	BRALA00293	NEMVE01728
OG0008886	BRALA24293, BRALA24291	NEMVE24860
OG0008888	BRALA20889	NEMVE21296, NEMVE15442
OG0008889	BRALA01153	NEMVE23586
OG0008892	BRALA11439	NEMVE20121, NEMVE22953
OG0008893	BRALA08588	NEMVE16874
OG0008894	BRALA24688	NEMVE19509
OG0008896	BRALA03211	NEMVE11625
OG0008897	BRALA06370	NEMVE09429
OG0008900	BRALA31034	NEMVE25048
OG0008901	BRALA20056	NEMVE05337
OG0008903	BRALA17180	NEMVE15545
OG0008906	BRALA19494	NEMVE17129
OG0008907	BRALA06239	NEMVE15561, NEMVE23098
OG0008908	BRALA24125, BRALA24124	NEMVE12317, NEMVE08002
OG0008909	BRALA29912	NEMVE15912
OG0008910	BRALA21579	NEMVE08652
OG0008911	BRALA27205	NEMVE15422
OG0008913	BRALA18540	NEMVE08029
OG0008914	BRALA28778	NEMVE22768
OG0008915	BRALA21243	NEMVE16801
OG0008922	BRALA02188	NEMVE00825
OG0008923	BRALA24473	NEMVE11826, NEMVE22474
OG0008924	BRALA22720	NEMVE06034
OG0008925	BRALA17172, BRALA17171	NEMVE06125
OG0008927	BRALA01077	NEMVE06465
OG0008929	BRALA26241	NEMVE23325
OG0008931	BRALA01562	NEMVE14692
OG0008934	BRALA21575	NEMVE07552
OG0008936	BRALA21719, BRALA35448	NEMVE01680
OG0008937	BRALA27864	NEMVE24703
OG0008938	BRALA33318	NEMVE15314
OG0008940	BRALA19012	NEMVE17127
OG0008941	BRALA18433	NEMVE07363
OG0008942	BRALA24416	NEMVE13682
OG0008946	BRALA28598	NEMVE22543
OG0008951	BRALA12901	NEMVE06756
OG0008953	BRALA17142	NEMVE04939
OG0008977	BRALA26321, BRALA12665	NEMVE08157
OG0008985	BRALA12439	NEMVE15113
OG0008990	BRALA07068	NEMVE21680
OG0008999	BRALA16368, BRALA16367, BRALA26685, BRALA07470, BRALA16366, BRALA16364, BRALA16365, BRALA18264	NEMVE24456
OG0009000	BRALA21543, BRALA29116, BRALA05868, BRALA33669, BRALA11569, BRALA19862, BRALA19853, BRALA30561, BRALA19824, BRALA32037	NEMVE16003, NEMVE20088, NEMVE19654
OG0009003	BRALA34754, BRALA12231	NEMVE24591
OG0009044	BRALA31022	NEMVE17552
OG0009045	BRALA09452	NEMVE09504
OG0009048	BRALA22478	NEMVE17145
OG0009052	BRALA06022	NEMVE22170
OG0009053	BRALA00425	NEMVE20227
OG0009054	BRALA18713	NEMVE23753
OG0009055	BRALA30859, BRALA27360	NEMVE23919
OG0009056	BRALA10921, BRALA10799	NEMVE06944
OG0009057	BRALA27551	NEMVE22655
OG0009059	BRALA16515	NEMVE25837
OG0009062	BRALA16907	NEMVE24704
OG0009063	BRALA25042	NEMVE06303
OG0009064	BRALA05527	NEMVE14107
OG0009067	BRALA12094	NEMVE24091
OG0009069	BRALA10186	NEMVE25330
OG0009070	BRALA20738	NEMVE19901
OG0009074	BRALA30722	NEMVE19968, NEMVE24432
OG0009076	BRALA22486	NEMVE05526
OG0009078	BRALA27983	NEMVE21973
OG0009082	BRALA04176	NEMVE18671
OG0009083	BRALA23740	NEMVE01706
OG0009084	BRALA15370	NEMVE23371
OG0009085	BRALA05507	NEMVE13932
OG0009086	BRALA34742, BRALA35502, BRALA34003, BRALA34844, BRALA18106	NEMVE19089
OG0009087	BRALA25628	NEMVE22159
OG0009089	BRALA03720	NEMVE07195
OG0009090	BRALA18004	NEMVE14902, NEMVE07093, NEMVE02969, NEMVE21247, NEMVE23309
OG0009091	BRALA16726	NEMVE24985
OG0009093	BRALA10058	NEMVE18478
OG0009094	BRALA21937	NEMVE13184
OG0009095	BRALA03346	NEMVE00935
OG0009096	BRALA05732, BRALA05733	NEMVE02034
OG0009098	BRALA09390	NEMVE23425
OG0009098	BRALA09387	NEMVE24490
OG0009099	BRALA23133	NEMVE15307
OG0009100	BRALA05613	NEMVE25582
OG0009102	BRALA17636	NEMVE25125
OG0009105	BRALA20875	NEMVE09034
OG0009106	BRALA13469, BRALA13470	NEMVE02506
OG0009107	BRALA29623	NEMVE13219, NEMVE17941
OG0009111	BRALA29048	NEMVE15303
OG0009113	BRALA34324	NEMVE14241
OG0009115	BRALA05149	NEMVE12320
OG0009117	BRALA22488	NEMVE13894
OG0009119	BRALA20080	NEMVE16587
OG0009120	BRALA14613	NEMVE25786
OG0009126	BRALA09289	NEMVE13004, NEMVE21966
OG0009129	BRALA02651	NEMVE23939
OG0009132	BRALA15923	NEMVE23280
OG0009133	BRALA17890, BRALA17889	NEMVE14940
OG0009134	BRALA00279	NEMVE14566
OG0009135	BRALA19626	NEMVE09950
OG0009136	BRALA11941	NEMVE09245
OG0009137	BRALA10897	NEMVE23013
OG0009138	BRALA35311, BRALA34689, BRALA30845, BRALA35523	NEMVE24315
OG0009141	BRALA34716, BRALA34760	NEMVE13943
OG0009143	BRALA12756	NEMVE21916
OG0009145	BRALA16160	NEMVE25059
OG0009148	BRALA01566	NEMVE22060
OG0009149	BRALA09242	NEMVE14849
OG0009150	BRALA30166	NEMVE17649
OG0009151	BRALA06692	NEMVE22001
OG0009154	BRALA00153	NEMVE09952
OG0009157	BRALA28876	NEMVE14412
OG0009158	BRALA10838	NEMVE22842
OG0009162	BRALA35837	NEMVE12850
OG0009162	BRALA19514	NEMVE00697
OG0009162	BRALA19762	NEMVE08776
OG0009163	BRALA25034	NEMVE05603
OG0009164	BRALA00857	NEMVE06188
OG0009165	BRALA18726	NEMVE13240, NEMVE07810
OG0009168	BRALA27400	NEMVE22215
OG0009174	BRALA16276	NEMVE25243
OG0009176	BRALA27004, BRALA05657	NEMVE21822, NEMVE00675
OG0009178	BRALA15388	NEMVE21747
OG0009180	BRALA16224	NEMVE13456
OG0009182	BRALA23079	NEMVE15605, NEMVE05517
OG0009183	BRALA18833	NEMVE07161
OG0009185	BRALA04149	NEMVE17685
OG0009190	BRALA27671	NEMVE16861
OG0009195	BRALA01482	NEMVE19124
OG0009196	BRALA11271	NEMVE13098
OG0009197	BRALA16159	NEMVE13939
OG0009203	BRALA20170, BRALA18997	NEMVE22510
OG0009216	BRALA30435, BRALA15135	NEMVE14209
OG0009217	BRALA25581, BRALA29700	NEMVE23796
OG0009222	BRALA04399	NEMVE15982
OG0009225	BRALA00399	NEMVE14643
OG0009231	BRALA12023	NEMVE24461
