Orthogroup	BRALA	ASTMX
OG0005762	BRALA11583	ASTMX16116
OG0005763	BRALA18521	ASTMX13628
OG0005764	BRALA07420	ASTMX16221
OG0005765	BRALA24062	ASTMX18105
OG0005766	BRALA05401	ASTMX15164
OG0005767	BRALA07012	ASTMX21666
OG0005768	BRALA06934	ASTMX05458
OG0005769	BRALA19551	ASTMX20051, ASTMX19409
OG0005770	BRALA25632	ASTMX06264
OG0005771	BRALA16619	ASTMX18560
OG0005772	BRALA30175	ASTMX17944
OG0005773	BRALA27221	ASTMX00511, ASTMX18360, ASTMX21310
OG0005774	BRALA14466	ASTMX13739
OG0005775	BRALA13137	ASTMX14322, ASTMX07738
OG0005776	BRALA18974	ASTMX05832
OG0005777	BRALA34541, BRALA02555, BRALA02556	ASTMX04242
OG0005778	BRALA25924	ASTMX16487
OG0005779	BRALA10414	ASTMX05027
OG0005781	BRALA14280	ASTMX00100
OG0005782	BRALA27586	ASTMX20740
OG0005783	BRALA11501	ASTMX03385
OG0005784	BRALA25587	ASTMX06658
OG0005785	BRALA21981	ASTMX18716
OG0005787	BRALA30801, BRALA04456	ASTMX21620
OG0005788	BRALA27401	ASTMX02885
OG0005790	BRALA11916	ASTMX01629
OG0005791	BRALA30143	ASTMX13552
OG0005792	BRALA22283	ASTMX21053
OG0005793	BRALA02122	ASTMX15045
OG0005794	BRALA14065	ASTMX22973
OG0005795	BRALA14247	ASTMX19722
OG0005796	BRALA03853	ASTMX17980
OG0005797	BRALA16284	ASTMX18725, ASTMX04724
OG0005798	BRALA17318	ASTMX19366
OG0005799	BRALA13423	ASTMX04694
OG0005800	BRALA00385	ASTMX19939
OG0005801	BRALA27324	ASTMX09055
OG0005802	BRALA00338	ASTMX07877
OG0005803	BRALA09014	ASTMX00035
OG0005804	BRALA16544	ASTMX04182
OG0005805	BRALA14991	ASTMX19263
OG0005806	BRALA07245	ASTMX20802, ASTMX20800
OG0005807	BRALA12255	ASTMX00062
OG0005808	BRALA12381	ASTMX09423
OG0005811	BRALA13358	ASTMX20920
OG0005812	BRALA24432	ASTMX04748, ASTMX06754
OG0005813	BRALA14935	ASTMX20803
OG0005814	BRALA01036	ASTMX10027
OG0005815	BRALA30105	ASTMX19022
OG0005816	BRALA24265	ASTMX10623, ASTMX05188
OG0005817	BRALA25567	ASTMX04424
OG0005818	BRALA20030	ASTMX05192
OG0005819	BRALA05131	ASTMX17354
OG0005820	BRALA12443	ASTMX18399
OG0005821	BRALA20900	ASTMX06716
OG0005822	BRALA23444	ASTMX09677
OG0005824	BRALA17116	ASTMX22745, ASTMX19708
OG0005827	BRALA17772	ASTMX10593
OG0005828	BRALA22827	ASTMX19688
OG0005829	BRALA19303	ASTMX03865
OG0005830	BRALA10477	ASTMX16026, ASTMX20899
OG0005831	BRALA21956	ASTMX11648
OG0005832	BRALA12528	ASTMX10891
OG0005835	BRALA06897, BRALA06942	ASTMX06426
OG0005836	BRALA32790, BRALA29302	ASTMX10318
OG0005837	BRALA06744	ASTMX21697
OG0005838	BRALA26875, BRALA35802	ASTMX05195
OG0005839	BRALA03694	ASTMX15613, ASTMX02791, ASTMX17306
OG0005840	BRALA16042	ASTMX12287
OG0005841	BRALA11539	ASTMX22790
OG0005842	BRALA17078	ASTMX11260
OG0005843	BRALA10293	ASTMX18756
OG0005844	BRALA20680	ASTMX04238
OG0005845	BRALA25738	ASTMX04382
OG0005847	BRALA24711	ASTMX08949
OG0005848	BRALA21006	ASTMX19733
OG0005849	BRALA10677	ASTMX07876
OG0005850	BRALA25474, BRALA00191	ASTMX15848
OG0005851	BRALA01150	ASTMX14047
OG0005852	BRALA12827	ASTMX08843
OG0005853	BRALA10839	ASTMX16546
OG0005854	BRALA19959	ASTMX21173
OG0005855	BRALA00317	ASTMX17050
OG0005856	BRALA26153	ASTMX11310
OG0005857	BRALA17703	ASTMX16007, ASTMX04410
OG0005859	BRALA04279	ASTMX13468, ASTMX13466
OG0005860	BRALA04150	ASTMX12500
OG0005861	BRALA25786	ASTMX00506
OG0005864	BRALA24581	ASTMX05926
OG0005865	BRALA05582	ASTMX09430
OG0005866	BRALA23872	ASTMX18464
OG0005867	BRALA11018, BRALA11017, BRALA11060	ASTMX02025
OG0005869	BRALA03523	ASTMX11468
OG0005871	BRALA19437	ASTMX17242
OG0005872	BRALA09200	ASTMX01886
OG0005874	BRALA14156	ASTMX22939
OG0005875	BRALA05960	ASTMX03020, ASTMX09190
OG0005876	BRALA17147	ASTMX09416
OG0005877	BRALA00760	ASTMX02902
OG0005878	BRALA22633	ASTMX01268
OG0005879	BRALA03313	ASTMX13909
OG0005880	BRALA12747	ASTMX14254
OG0005881	BRALA17870, BRALA01340	ASTMX12383
OG0005883	BRALA13840	ASTMX13202
OG0005884	BRALA30969	ASTMX01288
OG0005885	BRALA08613	ASTMX17564
OG0005886	BRALA34303	ASTMX01343
OG0005887	BRALA14946	ASTMX03529
OG0005889	BRALA22990	ASTMX07012
OG0005890	BRALA25707	ASTMX17642
OG0005892	BRALA17641	ASTMX10888
OG0005893	BRALA08108	ASTMX04147, ASTMX20266, ASTMX04146
OG0005894	BRALA28969	ASTMX14500, ASTMX04093, ASTMX11487
OG0005895	BRALA33695	ASTMX13988
OG0005896	BRALA18529, BRALA18530, BRALA18531	ASTMX11038, ASTMX12748
OG0005897	BRALA26845	ASTMX21129
OG0005898	BRALA19509	ASTMX00076
OG0005899	BRALA10069	ASTMX14192
OG0005900	BRALA05288	ASTMX03171
OG0005902	BRALA19962	ASTMX00896
OG0005903	BRALA06128	ASTMX09187
OG0005904	BRALA34831, BRALA34174, BRALA35454	ASTMX08292
OG0005906	BRALA14471	ASTMX12059
OG0005907	BRALA28216	ASTMX19447
OG0005908	BRALA17111	ASTMX06222
OG0005909	BRALA01890	ASTMX06496
OG0005911	BRALA07377	ASTMX15345
OG0005912	BRALA05780	ASTMX17616, ASTMX15553
OG0005913	BRALA33870, BRALA32110	ASTMX11248
OG0005914	BRALA25653	ASTMX13941
OG0005915	BRALA25443	ASTMX00008
OG0005916	BRALA04755	ASTMX12727
OG0005918	BRALA10112	ASTMX03112
OG0005919	BRALA02787	ASTMX17322
OG0005920	BRALA10692	ASTMX21809, ASTMX21810, ASTMX22494, ASTMX01935
OG0005921	BRALA06798	ASTMX02238
OG0005922	BRALA18988	ASTMX14273
OG0005923	BRALA12142	ASTMX06971
OG0005924	BRALA03255	ASTMX04587
OG0005926	BRALA22395	ASTMX16056
OG0005927	BRALA29420	ASTMX12991
OG0005928	BRALA05644	ASTMX02357
OG0005929	BRALA01239	ASTMX21522
OG0005931	BRALA18962	ASTMX04907
OG0005932	BRALA22702	ASTMX16557
OG0005933	BRALA32133	ASTMX09736
OG0005936	BRALA20570	ASTMX12418
OG0005937	BRALA20317	ASTMX07248
OG0005938	BRALA00756	ASTMX06092
OG0005939	BRALA07566	ASTMX02141
OG0005940	BRALA08107	ASTMX15640
OG0005941	BRALA24417	ASTMX01249
OG0005942	BRALA28162	ASTMX12161
OG0005943	BRALA04787	ASTMX17665
OG0005944	BRALA33719, BRALA29446	ASTMX17388
OG0005946	BRALA26890	ASTMX17105
OG0005947	BRALA06034	ASTMX04158
OG0005948	BRALA28874	ASTMX18689, ASTMX19504
OG0005949	BRALA33058	ASTMX01038
OG0005950	BRALA01794	ASTMX01327
OG0005951	BRALA00761	ASTMX02936
OG0005952	BRALA21655	ASTMX15940, ASTMX05925
OG0005953	BRALA18225	ASTMX12080
OG0005954	BRALA25011	ASTMX01107
OG0005955	BRALA27932	ASTMX17769
OG0005956	BRALA02568	ASTMX15076
OG0005957	BRALA15027	ASTMX16955
OG0005958	BRALA12058	ASTMX16538
OG0005959	BRALA21730	ASTMX22073
OG0005960	BRALA27463	ASTMX11608
OG0005961	BRALA19722	ASTMX09478
OG0005962	BRALA16229	ASTMX01779
OG0005964	BRALA17348	ASTMX16095
OG0005965	BRALA34261	ASTMX19565, ASTMX01612
OG0005966	BRALA13003	ASTMX21448
OG0005967	BRALA23015	ASTMX15403
OG0005968	BRALA21244	ASTMX16410
OG0005969	BRALA29569	ASTMX05797, ASTMX16905
OG0005970	BRALA05175	ASTMX02839
OG0005971	BRALA02172	ASTMX07870
OG0005974	BRALA28872	ASTMX20049
OG0005975	BRALA05898	ASTMX00556, ASTMX00123, ASTMX04122
OG0005976	BRALA18697	ASTMX19859
OG0005977	BRALA02503, BRALA02505	ASTMX03076
OG0005978	BRALA24850, BRALA30513	ASTMX15362
OG0005979	BRALA10686	ASTMX22917
OG0005980	BRALA02131	ASTMX11783
OG0005982	BRALA22089, BRALA00674	ASTMX10015
OG0005983	BRALA27047	ASTMX06029
OG0005984	BRALA01064	ASTMX10388
OG0005986	BRALA17394	ASTMX08502, ASTMX01602
OG0005987	BRALA05961, BRALA05962	ASTMX04120
OG0005988	BRALA22289	ASTMX05836
OG0005989	BRALA02066	ASTMX20821
OG0005993	BRALA23689	ASTMX19846
OG0005995	BRALA18996	ASTMX04613
OG0005996	BRALA17859	ASTMX01828
OG0005997	BRALA18701	ASTMX11085, ASTMX00585, ASTMX02576
OG0005998	BRALA11971	ASTMX16012
OG0006000	BRALA22625	ASTMX10236
OG0006001	BRALA08827	ASTMX00461
OG0006002	BRALA07483	ASTMX15878
OG0006003	BRALA00858	ASTMX15486
OG0006004	BRALA31968	ASTMX05388, ASTMX08408, ASTMX17736
OG0006005	BRALA19444	ASTMX03888
OG0006006	BRALA24915	ASTMX06953
OG0006007	BRALA31018	ASTMX09016, ASTMX02907
OG0006010	BRALA16402	ASTMX17586, ASTMX10955
OG0006011	BRALA22172	ASTMX09627
OG0006012	BRALA13528	ASTMX05158, ASTMX03554
OG0006013	BRALA02792	ASTMX00899
OG0006014	BRALA08205	ASTMX18686, ASTMX11839
OG0006023	BRALA04912, BRALA04685	ASTMX18066, ASTMX00573, ASTMX14777, ASTMX17171
OG0006024	BRALA12230, BRALA16164	ASTMX00863, ASTMX08496, ASTMX08068
OG0006025	BRALA16525	ASTMX14978, ASTMX06741, ASTMX01817, ASTMX15802
OG0006026	BRALA03870, BRALA14758, BRALA20168, BRALA14759, BRALA30675, BRALA35107, BRALA32764, BRALA27644	ASTMX05652, ASTMX05651, ASTMX05650
OG0006027	BRALA10195	ASTMX17833, ASTMX17325, ASTMX06008, ASTMX06007, ASTMX06539
OG0006028	BRALA10373	ASTMX06432, ASTMX06144, ASTMX18754, ASTMX11447
OG0006031	BRALA18226	ASTMX09024
OG0006032	BRALA29445	ASTMX12682, ASTMX17007
OG0006061	BRALA15592	ASTMX18424
OG0006062	BRALA15941	ASTMX21362
OG0006063	BRALA06734	ASTMX19817
OG0006064	BRALA14773	ASTMX09308
OG0006065	BRALA13550	ASTMX05085
OG0006066	BRALA19215, BRALA08225, BRALA19214	ASTMX16436, ASTMX07300
OG0006067	BRALA05599	ASTMX09142
OG0006068	BRALA18087	ASTMX16575, ASTMX16576, ASTMX06625
OG0006069	BRALA18661	ASTMX04982
OG0006070	BRALA06176	ASTMX07840
OG0006071	BRALA02793	ASTMX06918
OG0006072	BRALA21649	ASTMX14707
OG0006073	BRALA10787, BRALA10912	ASTMX04426
OG0006074	BRALA11978	ASTMX21669
OG0006076	BRALA03105, BRALA03496	ASTMX00330
OG0006077	BRALA07392	ASTMX12045
OG0006078	BRALA08020	ASTMX03321, ASTMX15383
OG0006079	BRALA15093	ASTMX00383
OG0006081	BRALA22890	ASTMX03064
OG0006083	BRALA20328, BRALA35248, BRALA20329	ASTMX16624
OG0006084	BRALA22703	ASTMX19893
OG0006085	BRALA07626	ASTMX01099
OG0006086	BRALA22009	ASTMX08737
OG0006087	BRALA19067	ASTMX01650
OG0006088	BRALA06231	ASTMX21983
OG0006090	BRALA24696	ASTMX08457
OG0006092	BRALA06254	ASTMX16137
OG0006095	BRALA21272	ASTMX19132
OG0006096	BRALA22177	ASTMX05943
OG0006097	BRALA13786	ASTMX09114
OG0006098	BRALA17662	ASTMX02650
OG0006099	BRALA11233	ASTMX07739, ASTMX14324
OG0006100	BRALA26595	ASTMX21678
OG0006101	BRALA15206	ASTMX11023
OG0006102	BRALA16591	ASTMX04950, ASTMX03409
OG0006103	BRALA28829	ASTMX01227
OG0006104	BRALA11198	ASTMX08557, ASTMX17341
OG0006106	BRALA01211, BRALA33233	ASTMX07404
OG0006107	BRALA02108	ASTMX22003, ASTMX22002
OG0006108	BRALA21328	ASTMX06756
OG0006110	BRALA26803	ASTMX05269, ASTMX13689
OG0006111	BRALA18696	ASTMX03721
OG0006112	BRALA19993	ASTMX06240
OG0006113	BRALA03133	ASTMX17162
OG0006114	BRALA16283	ASTMX17743
OG0006115	BRALA27978	ASTMX10240
OG0006116	BRALA25932	ASTMX03933
OG0006117	BRALA04726	ASTMX07833
OG0006118	BRALA16477	ASTMX12556, ASTMX07434, ASTMX12555
OG0006119	BRALA11813	ASTMX17889
OG0006120	BRALA33378, BRALA33685	ASTMX22300
OG0006121	BRALA05259	ASTMX03893
OG0006122	BRALA25033	ASTMX13828
OG0006123	BRALA16397	ASTMX03174
OG0006124	BRALA25408	ASTMX13027
OG0006125	BRALA32023	ASTMX10686
OG0006127	BRALA16273	ASTMX06270
OG0006128	BRALA13158, BRALA13157	ASTMX01066
OG0006130	BRALA33305	ASTMX15707, ASTMX16989
OG0006131	BRALA32298	ASTMX17497, ASTMX07320
OG0006133	BRALA14697	ASTMX02903
OG0006134	BRALA19095	ASTMX16827
OG0006135	BRALA16417	ASTMX03245
OG0006136	BRALA13730	ASTMX16704
OG0006137	BRALA15657	ASTMX16809
OG0006138	BRALA24126	ASTMX04230
OG0006140	BRALA12260	ASTMX13985
OG0006141	BRALA08424	ASTMX02158
OG0006144	BRALA13419	ASTMX17865
OG0006145	BRALA05627	ASTMX05270
OG0006146	BRALA34369, BRALA34115	ASTMX02740
OG0006148	BRALA02995	ASTMX10011
OG0006149	BRALA23452	ASTMX17620
OG0006151	BRALA13670	ASTMX13690
OG0006152	BRALA01808	ASTMX11033
OG0006153	BRALA08321, BRALA08319	ASTMX03761
OG0006154	BRALA04200	ASTMX00230
OG0006155	BRALA04202	ASTMX06842
OG0006156	BRALA13633	ASTMX21711
OG0006158	BRALA17379, BRALA25331	ASTMX11131, ASTMX08488
OG0006159	BRALA05824	ASTMX05463
OG0006161	BRALA10731	ASTMX01910
OG0006163	BRALA04410	ASTMX05146, ASTMX03552
OG0006164	BRALA26593	ASTMX03574
OG0006165	BRALA35762, BRALA35272, BRALA35968	ASTMX15294
OG0006167	BRALA28703	ASTMX19188, ASTMX19828
OG0006169	BRALA30756	ASTMX09379
OG0006170	BRALA00202	ASTMX12052
OG0006171	BRALA30792	ASTMX05008
OG0006172	BRALA24107	ASTMX01366
OG0006174	BRALA23183	ASTMX07778
OG0006175	BRALA29221, BRALA29222	ASTMX09118
OG0006176	BRALA35451	ASTMX21334
OG0006177	BRALA11337, BRALA11340	ASTMX17757
OG0006178	BRALA21683	ASTMX03903
OG0006179	BRALA19293	ASTMX20678
OG0006180	BRALA34420	ASTMX13102
OG0006181	BRALA23439	ASTMX06332
OG0006182	BRALA05121	ASTMX17800
OG0006183	BRALA06437	ASTMX21206
OG0006184	BRALA06377	ASTMX15502
OG0006185	BRALA17091	ASTMX16064
OG0006186	BRALA13463	ASTMX16800
OG0006187	BRALA18223	ASTMX15380
OG0006188	BRALA05015	ASTMX15568
OG0006189	BRALA11205	ASTMX14317, ASTMX11398
OG0006190	BRALA21760	ASTMX17587
OG0006191	BRALA21722	ASTMX13647
OG0006192	BRALA07356	ASTMX12101
OG0006193	BRALA04868	ASTMX16796
OG0006194	BRALA26371	ASTMX19230
OG0006195	BRALA07312	ASTMX16392
OG0006196	BRALA13696	ASTMX11702
OG0006197	BRALA01707	ASTMX06586, ASTMX15912, ASTMX15911
OG0006198	BRALA16352	ASTMX18414
OG0006199	BRALA15507	ASTMX07716
OG0006200	BRALA06667	ASTMX07126
OG0006201	BRALA06369	ASTMX05058, ASTMX17080
OG0006202	BRALA22394	ASTMX10060
OG0006203	BRALA20894	ASTMX04233
OG0006204	BRALA26638	ASTMX04464
OG0006205	BRALA16511, BRALA16512	ASTMX20252
OG0006206	BRALA26945	ASTMX08099
OG0006207	BRALA12879	ASTMX09894, ASTMX22141
OG0006208	BRALA13508	ASTMX02052
OG0006209	BRALA18227	ASTMX06935, ASTMX12864
OG0006210	BRALA20208	ASTMX15807
OG0006211	BRALA00198	ASTMX17619
OG0006213	BRALA04557	ASTMX12993
OG0006214	BRALA03387	ASTMX14394
OG0006215	BRALA01061	ASTMX13559
OG0006216	BRALA06312	ASTMX14522
OG0006217	BRALA05528	ASTMX15849
OG0006219	BRALA13593	ASTMX07894
OG0006220	BRALA18564	ASTMX06670
OG0006223	BRALA00318	ASTMX09676
OG0006224	BRALA05440	ASTMX04794
OG0006225	BRALA26113	ASTMX16115
OG0006226	BRALA01075	ASTMX10013
OG0006227	BRALA22358	ASTMX18928
OG0006228	BRALA02124	ASTMX21289, ASTMX02196
OG0006229	BRALA22434	ASTMX01633
OG0006230	BRALA00506	ASTMX15185
OG0006231	BRALA34256	ASTMX15248
OG0006232	BRALA14521	ASTMX12958
OG0006233	BRALA10666	ASTMX06021
OG0006234	BRALA05039	ASTMX12448
OG0006235	BRALA02255	ASTMX16631
OG0006237	BRALA19627	ASTMX05214
OG0006238	BRALA18241	ASTMX01095
OG0006239	BRALA12452	ASTMX06263
OG0006240	BRALA21843	ASTMX09461
OG0006241	BRALA10126	ASTMX02817
OG0006243	BRALA08525	ASTMX03387
OG0006244	BRALA27763	ASTMX15329
OG0006245	BRALA06871	ASTMX05448
OG0006246	BRALA18204	ASTMX13362
OG0006247	BRALA09607	ASTMX04057
OG0006248	BRALA24689	ASTMX11835
OG0006250	BRALA30686	ASTMX17884
OG0006251	BRALA24626	ASTMX02311
OG0006252	BRALA15784	ASTMX06888
OG0006253	BRALA22989	ASTMX06015
OG0006254	BRALA06528	ASTMX17345
OG0006255	BRALA31165	ASTMX07647
OG0006256	BRALA12052	ASTMX06197
OG0006257	BRALA22284	ASTMX02479
OG0006258	BRALA04326	ASTMX07763
OG0006259	BRALA09660	ASTMX10232
OG0006260	BRALA19733	ASTMX00800
OG0006261	BRALA15304	ASTMX20674, ASTMX13944
OG0006262	BRALA19086	ASTMX07419
OG0006263	BRALA19960	ASTMX09582
OG0006264	BRALA14988	ASTMX18801
OG0006265	BRALA07067	ASTMX00660
OG0006266	BRALA24825	ASTMX11103
OG0006267	BRALA27926	ASTMX10007
OG0006268	BRALA05496	ASTMX22171
OG0006269	BRALA30664	ASTMX19370
OG0006270	BRALA21824	ASTMX17198
OG0006271	BRALA30606	ASTMX19101
OG0006272	BRALA14455	ASTMX03363, ASTMX07014
OG0006273	BRALA16138	ASTMX11927, ASTMX18357
OG0006274	BRALA08897	ASTMX00599
OG0006275	BRALA22474	ASTMX11336
OG0006277	BRALA28928	ASTMX04405
OG0006278	BRALA22168	ASTMX15116, ASTMX20655
OG0006279	BRALA23718	ASTMX00059
OG0006280	BRALA11947	ASTMX08931
OG0006281	BRALA05664	ASTMX09240
OG0006282	BRALA04135	ASTMX02944
OG0006282	BRALA26011, BRALA30507	ASTMX22682
OG0006283	BRALA10662	ASTMX21521
OG0006285	BRALA02914	ASTMX03323
OG0006286	BRALA20294	ASTMX19660
OG0006288	BRALA24258	ASTMX07795
OG0006289	BRALA19745	ASTMX06413
OG0006290	BRALA15792	ASTMX17617
OG0006291	BRALA11851	ASTMX17063
OG0006292	BRALA03311	ASTMX00426, ASTMX17287
OG0006293	BRALA34618, BRALA34423	ASTMX05974
OG0006294	BRALA15247	ASTMX01270
OG0006295	BRALA22152	ASTMX09386
OG0006296	BRALA24792	ASTMX18579
OG0006297	BRALA25722	ASTMX09427
OG0006298	BRALA29366	ASTMX05352
OG0006300	BRALA26246, BRALA26245	ASTMX17712
OG0006301	BRALA22608	ASTMX01384
OG0006302	BRALA17113, BRALA17112	ASTMX08308
OG0006303	BRALA33654	ASTMX02065, ASTMX06761
OG0006304	BRALA18873	ASTMX18842, ASTMX01237
OG0006305	BRALA11410	ASTMX10505, ASTMX21775
OG0006306	BRALA28080	ASTMX07488
OG0006307	BRALA00986	ASTMX21749
OG0006308	BRALA16885	ASTMX09635
OG0006309	BRALA08741	ASTMX17488
OG0006310	BRALA08934	ASTMX08982
OG0006311	BRALA04781	ASTMX15780
OG0006312	BRALA03698	ASTMX02149
OG0006313	BRALA04098	ASTMX07483
OG0006314	BRALA04224	ASTMX00057
OG0006315	BRALA17398	ASTMX14142
OG0006316	BRALA05253	ASTMX10565
OG0006317	BRALA04048, BRALA23514	ASTMX06895
OG0006318	BRALA19707	ASTMX09099, ASTMX09535
OG0006319	BRALA18740	ASTMX08869
OG0006320	BRALA08392	ASTMX08316
OG0006321	BRALA16122	ASTMX00205
OG0006322	BRALA15375	ASTMX22209, ASTMX09224
OG0006323	BRALA22948	ASTMX00548
OG0006324	BRALA34114, BRALA33979	ASTMX17164
OG0006325	BRALA18370	ASTMX08604
OG0006326	BRALA10024	ASTMX13124
OG0006327	BRALA00337	ASTMX13254
OG0006328	BRALA21269	ASTMX00841
OG0006329	BRALA25075	ASTMX05107
OG0006330	BRALA18518	ASTMX01722
OG0006331	BRALA23061	ASTMX13932
OG0006332	BRALA15040	ASTMX20059
OG0006333	BRALA15716	ASTMX07559, ASTMX19920, ASTMX01196
OG0006334	BRALA05128	ASTMX04134
OG0006335	BRALA00520	ASTMX09406
OG0006336	BRALA01194	ASTMX02422
OG0006337	BRALA21642	ASTMX03335
OG0006338	BRALA01557	ASTMX02377
OG0006339	BRALA07229	ASTMX03417
OG0006340	BRALA03730	ASTMX02502
OG0006341	BRALA04141	ASTMX08564
OG0006343	BRALA30764, BRALA30765, BRALA13148	ASTMX11794, ASTMX15900
OG0006344	BRALA00595	ASTMX22591, ASTMX22499, ASTMX11732
OG0006345	BRALA13758	ASTMX18765
OG0006346	BRALA12899	ASTMX12353
OG0006347	BRALA09195	ASTMX02893
OG0006348	BRALA07962	ASTMX21253
OG0006349	BRALA01289	ASTMX21417
OG0006350	BRALA04268	ASTMX10119
OG0006352	BRALA04530	ASTMX18568, ASTMX00324
OG0006353	BRALA13425	ASTMX20203
OG0006354	BRALA11438	ASTMX12076
OG0006355	BRALA19757	ASTMX10746
OG0006356	BRALA22173	ASTMX13066
OG0006357	BRALA18742	ASTMX11161
OG0006358	BRALA28059	ASTMX03055
OG0006359	BRALA10059	ASTMX06500
OG0006360	BRALA02301	ASTMX14422
OG0006361	BRALA14582, BRALA35163	ASTMX06246
OG0006362	BRALA22988	ASTMX07490
OG0006363	BRALA27462	ASTMX18537
OG0006364	BRALA04293, BRALA04292	ASTMX12481
OG0006365	BRALA11762	ASTMX02702, ASTMX04108
OG0006366	BRALA05885, BRALA35453	ASTMX06324
OG0006367	BRALA30719	ASTMX20819, ASTMX04562
OG0006368	BRALA07342	ASTMX18294
OG0006370	BRALA01047	ASTMX17423
OG0006372	BRALA03212	ASTMX09546
OG0006375	BRALA35312	ASTMX07697
OG0006376	BRALA02582	ASTMX13354, ASTMX13353
OG0006377	BRALA12745	ASTMX03390
OG0006378	BRALA21690	ASTMX20075
OG0006379	BRALA13357	ASTMX03283
OG0006381	BRALA28145	ASTMX07268
OG0006382	BRALA17399	ASTMX04600
OG0006383	BRALA03662	ASTMX03733
OG0006384	BRALA02373	ASTMX17353
OG0006385	BRALA13372	ASTMX03955, ASTMX10459
OG0006386	BRALA17118	ASTMX12433
OG0006387	BRALA30260	ASTMX02531
OG0006388	BRALA21976	ASTMX03637, ASTMX01564
OG0006390	BRALA18000	ASTMX12951
OG0006391	BRALA25117	ASTMX13826, ASTMX02973
OG0006392	BRALA12289	ASTMX09822
OG0006393	BRALA13557	ASTMX10085, ASTMX03992, ASTMX03991
OG0006394	BRALA06374	ASTMX13173
OG0006395	BRALA16655	ASTMX16987
OG0006396	BRALA00796	ASTMX09039
OG0006399	BRALA34381	ASTMX16353, ASTMX16352
OG0006401	BRALA30659	ASTMX17015, ASTMX01922
OG0006402	BRALA16948	ASTMX21779
OG0006405	BRALA02502	ASTMX04722, ASTMX02186
OG0006406	BRALA16985	ASTMX21683, ASTMX16175
OG0006407	BRALA14528	ASTMX09544, ASTMX06711
OG0006408	BRALA30169, BRALA30167	ASTMX14791
OG0006410	BRALA28629	ASTMX00045, ASTMX10523, ASTMX07585, ASTMX09936
OG0006412	BRALA18539	ASTMX19358, ASTMX06397, ASTMX03151, ASTMX22449, ASTMX20416
OG0006414	BRALA21306	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659
OG0006416	BRALA23596	ASTMX09587
OG0006443	BRALA15942	ASTMX17383
OG0006446	BRALA02593	ASTMX14441
OG0006447	BRALA18461	ASTMX03343
OG0006448	BRALA14481	ASTMX06552
OG0006449	BRALA12969	ASTMX00867
OG0006452	BRALA18059	ASTMX00706, ASTMX06385
OG0006454	BRALA31920	ASTMX09892, ASTMX15753
OG0006456	BRALA07627	ASTMX13571
OG0006458	BRALA35777, BRALA35074	ASTMX14899
OG0006459	BRALA21741	ASTMX05149
OG0006460	BRALA17443	ASTMX10934
OG0006461	BRALA17215	ASTMX20285
OG0006462	BRALA21972	ASTMX07745, ASTMX16027
OG0006463	BRALA15556	ASTMX03382, ASTMX03381
OG0006464	BRALA11660	ASTMX07158
OG0006465	BRALA11934	ASTMX04889
OG0006467	BRALA25621	ASTMX08996
OG0006468	BRALA20024	ASTMX13923
OG0006469	BRALA13138	ASTMX04166
OG0006470	BRALA03878	ASTMX19812
OG0006471	BRALA01351	ASTMX10543
OG0006472	BRALA01349	ASTMX03121
OG0006473	BRALA29224, BRALA29929, BRALA21520	ASTMX23049
OG0006474	BRALA29415	ASTMX05105
OG0006475	BRALA07446	ASTMX06213
OG0006476	BRALA08067	ASTMX03680
OG0006477	BRALA01024	ASTMX01733
OG0006478	BRALA20796	ASTMX19975
OG0006479	BRALA32335	ASTMX05244
OG0006480	BRALA00269	ASTMX10507
OG0006481	BRALA01853	ASTMX12810
OG0006482	BRALA23441	ASTMX15100
OG0006483	BRALA29449	ASTMX12268
OG0006485	BRALA20858	ASTMX05625
OG0006486	BRALA17155	ASTMX00970
OG0006487	BRALA09409	ASTMX19663
OG0006488	BRALA22110	ASTMX20556
OG0006490	BRALA09290	ASTMX07123
OG0006491	BRALA16671	ASTMX09131
OG0006492	BRALA28429	ASTMX06268
OG0006493	BRALA12232	ASTMX06078
OG0006494	BRALA12242	ASTMX06517
OG0006495	BRALA35340	ASTMX10481, ASTMX20222
OG0006495	BRALA35579, BRALA34785	ASTMX20221
OG0006496	BRALA20624	ASTMX13132
OG0006497	BRALA29776	ASTMX04148
OG0006498	BRALA29822	ASTMX09105
OG0006499	BRALA02653	ASTMX03118, ASTMX19284
OG0006500	BRALA23434	ASTMX01354
OG0006501	BRALA21471	ASTMX20489
OG0006502	BRALA33701	ASTMX03641
OG0006503	BRALA13583	ASTMX17879
OG0006505	BRALA14552	ASTMX14118
OG0006506	BRALA02261	ASTMX07943, ASTMX07944
OG0006507	BRALA24795	ASTMX06390
OG0006508	BRALA28414	ASTMX20868
OG0006509	BRALA11787	ASTMX17571
OG0006510	BRALA26585	ASTMX21327
OG0006511	BRALA26583	ASTMX07468
OG0006512	BRALA15201	ASTMX17346
OG0006513	BRALA03556, BRALA28101	ASTMX12836
OG0006514	BRALA16975	ASTMX14865
OG0006516	BRALA22526	ASTMX04545
OG0006517	BRALA05623	ASTMX11934
OG0006518	BRALA27980	ASTMX04564
OG0006519	BRALA30968	ASTMX01289
OG0006520	BRALA26806	ASTMX13980
OG0006522	BRALA19190	ASTMX12222, ASTMX05880
OG0006523	BRALA28068	ASTMX06331
OG0006524	BRALA09322	ASTMX08327
