Orthogroup	BRALA	CAEEL
OG0005805	BRALA14991	CAEEL07935
OG0005807	BRALA12255	CAEEL00886
OG0005811	BRALA13358	CAEEL09170
OG0005812	BRALA24432	CAEEL15514
OG0005813	BRALA14935	CAEEL04957
OG0005814	BRALA01036	CAEEL05572
OG0005815	BRALA30105	CAEEL08558
OG0005816	BRALA24265	CAEEL07974
OG0005817	BRALA25567	CAEEL09003
OG0005818	BRALA20030	CAEEL06548
OG0005819	BRALA05131	CAEEL05194
OG0005821	BRALA20900	CAEEL06500
OG0005822	BRALA23444	CAEEL08544
OG0005824	BRALA17116	CAEEL01511
OG0005826	BRALA16406	CAEEL11564
OG0005827	BRALA17772	CAEEL15915
OG0005829	BRALA19303	CAEEL01850, CAEEL14048
OG0005831	BRALA21956	CAEEL07627
OG0005832	BRALA12528	CAEEL01641
OG0005833	BRALA21174	CAEEL14838
OG0005835	BRALA06897, BRALA06942	CAEEL06739, CAEEL08580
OG0005836	BRALA32790, BRALA29302	CAEEL15554
OG0005837	BRALA06744	CAEEL01073
OG0005838	BRALA26875, BRALA35802	CAEEL01222
OG0005840	BRALA16042	CAEEL06791
OG0005843	BRALA10293	CAEEL06200
OG0005845	BRALA25738	CAEEL04187
OG0005846	BRALA21182	CAEEL06779
OG0005847	BRALA24711	CAEEL00400
OG0005848	BRALA21006	CAEEL00240
OG0005849	BRALA10677	CAEEL07640
OG0005850	BRALA25474, BRALA00191	CAEEL07059
OG0005851	BRALA01150	CAEEL19454, CAEEL03023
OG0005853	BRALA10839	CAEEL05937
OG0005854	BRALA19959	CAEEL10962
OG0005857	BRALA17703	CAEEL08143
OG0005858	BRALA21975	CAEEL08865
OG0005859	BRALA04279	CAEEL09237
OG0005860	BRALA04150	CAEEL11464
OG0005861	BRALA25786	CAEEL07847
OG0005863	BRALA06337	CAEEL02059
OG0005864	BRALA24581	CAEEL03066
OG0005865	BRALA05582	CAEEL10526
OG0005866	BRALA23872	CAEEL03116
OG0005867	BRALA11018, BRALA11017, BRALA11060	CAEEL20688
OG0005869	BRALA03523	CAEEL01472
OG0005870	BRALA01038	CAEEL18863
OG0005871	BRALA19437	CAEEL07046
OG0005874	BRALA14156	CAEEL06734
OG0005875	BRALA05960	CAEEL11121
OG0005876	BRALA17147	CAEEL12583
OG0005877	BRALA00760	CAEEL03535
OG0005878	BRALA22633	CAEEL00506
OG0005879	BRALA03313	CAEEL05884
OG0005880	BRALA12747	CAEEL09863
OG0005883	BRALA13840	CAEEL06255
OG0005884	BRALA30969	CAEEL16531
OG0005886	BRALA34303	CAEEL01824
OG0005888	BRALA10153	CAEEL00435, CAEEL00746
OG0005889	BRALA22990	CAEEL02553
OG0005890	BRALA25707	CAEEL06540
OG0005892	BRALA17641	CAEEL01618
OG0005893	BRALA08108	CAEEL11380
OG0005895	BRALA33695	CAEEL06441
OG0005897	BRALA26845	CAEEL01303
OG0005898	BRALA19509	CAEEL01957
OG0005899	BRALA10069	CAEEL11728
OG0005903	BRALA06128	CAEEL02733
OG0005904	BRALA34831, BRALA34174, BRALA35454	CAEEL18351
OG0005909	BRALA01890	CAEEL09260
OG0005914	BRALA25653	CAEEL12252
OG0005918	BRALA10112	CAEEL07911
OG0005919	BRALA02787	CAEEL15775
OG0005921	BRALA06798	CAEEL07408
OG0005922	BRALA18988	CAEEL15520
OG0005924	BRALA03255	CAEEL10631
OG0005925	BRALA13125, BRALA19319	CAEEL18159
OG0005928	BRALA05644	CAEEL04878
OG0005929	BRALA01239	CAEEL05898
OG0005930	BRALA17578, BRALA17576	CAEEL00275
OG0005931	BRALA18962	CAEEL09476
OG0005932	BRALA22702	CAEEL11316
OG0005933	BRALA32133	CAEEL14434
OG0005936	BRALA20570	CAEEL07303
OG0005937	BRALA20317	CAEEL10539
OG0005938	BRALA00756	CAEEL06000, CAEEL09583
OG0005940	BRALA08107	CAEEL04134
OG0005941	BRALA24417	CAEEL08713
OG0005943	BRALA04787	CAEEL02014
OG0005946	BRALA26890	CAEEL11452, CAEEL11968
OG0005947	BRALA06034	CAEEL19240
OG0005949	BRALA33058	CAEEL12005
OG0005950	BRALA01794	CAEEL02721
OG0005952	BRALA21655	CAEEL08042
OG0005953	BRALA18225	CAEEL01826
OG0005957	BRALA15027	CAEEL13678, CAEEL02860
OG0005960	BRALA27463	CAEEL18529, CAEEL16584
OG0005963	BRALA20104, BRALA23156, BRALA03262	CAEEL02429, CAEEL11102
OG0005965	BRALA34261	CAEEL17925
OG0005966	BRALA13003	CAEEL05490
OG0005967	BRALA23015	CAEEL08429
OG0005968	BRALA21244	CAEEL01646
OG0005969	BRALA29569	CAEEL01577
OG0005970	BRALA05175	CAEEL16383
OG0005973	BRALA28986	CAEEL13364
OG0005974	BRALA28872	CAEEL11184
OG0005975	BRALA05898	CAEEL05822
OG0005976	BRALA18697	CAEEL15581
OG0005977	BRALA02503, BRALA02505	CAEEL04186
OG0005978	BRALA24850, BRALA30513	CAEEL08320
OG0005980	BRALA02131	CAEEL05471
OG0005982	BRALA22089, BRALA00674	CAEEL04709
OG0005984	BRALA01064	CAEEL06514, CAEEL07173
OG0005985	BRALA07951	CAEEL11206
OG0005987	BRALA05961, BRALA05962	CAEEL05677
OG0005989	BRALA02066	CAEEL14108
OG0005991	BRALA18686	CAEEL07604
OG0005993	BRALA23689	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	BRALA18996	CAEEL09469
OG0005997	BRALA18701	CAEEL11505, CAEEL13118
OG0005998	BRALA11971	CAEEL12651
OG0005999	BRALA07873, BRALA07865, BRALA08222, BRALA07558, BRALA26698, BRALA27272, BRALA24541, BRALA26030, BRALA24542, BRALA21404, BRALA31306, BRALA17433, BRALA19133	CAEEL06284
OG0006000	BRALA22625	CAEEL06731
OG0006003	BRALA00858	CAEEL12475
OG0006004	BRALA31968	CAEEL01451
OG0006005	BRALA19444	CAEEL08818
OG0006009	BRALA13530	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	BRALA16402	CAEEL07462
OG0006011	BRALA22172	CAEEL06588
OG0006025	BRALA16525	CAEEL03361, CAEEL12698
OG0006031	BRALA18226	CAEEL00264
OG0006059	BRALA20592	CAEEL09710
OG0006060	BRALA28512, BRALA06251, BRALA02655, BRALA13303, BRALA06248, BRALA06253, BRALA06240	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082
OG0006062	BRALA15941	CAEEL08027
OG0006063	BRALA06734	CAEEL09563
OG0006064	BRALA14773	CAEEL11646
OG0006066	BRALA19215, BRALA08225, BRALA19214	CAEEL07776
OG0006069	BRALA18661	CAEEL08597
OG0006072	BRALA21649	CAEEL09063
OG0006073	BRALA10787, BRALA10912	CAEEL15279
OG0006074	BRALA11978	CAEEL15694
OG0006075	BRALA35365, BRALA35269	CAEEL05481
OG0006079	BRALA15093	CAEEL06022
OG0006083	BRALA20328, BRALA35248, BRALA20329	CAEEL10880
OG0006085	BRALA07626	CAEEL07121
OG0006086	BRALA22009	CAEEL05357
OG0006087	BRALA19067	CAEEL10339
OG0006090	BRALA24696	CAEEL06249
OG0006095	BRALA21272	CAEEL03714
OG0006096	BRALA22177	CAEEL08930
OG0006098	BRALA17662	CAEEL17792
OG0006101	BRALA15206	CAEEL04363
OG0006102	BRALA16591	CAEEL01860
OG0006104	BRALA11198	CAEEL15552
OG0006106	BRALA01211, BRALA33233	CAEEL09939
OG0006108	BRALA21328	CAEEL07908
OG0006110	BRALA26803	CAEEL15606
OG0006111	BRALA18696	CAEEL06592
OG0006113	BRALA03133	CAEEL00297
OG0006116	BRALA25932	CAEEL14600
OG0006117	BRALA04726	CAEEL15839
OG0006118	BRALA16477	CAEEL05175
OG0006120	BRALA33378, BRALA33685	CAEEL19875
OG0006121	BRALA05259	CAEEL01535
OG0006122	BRALA25033	CAEEL06423
OG0006124	BRALA25408	CAEEL00683
OG0006125	BRALA32023	CAEEL12098
OG0006126	BRALA11842	CAEEL09062
OG0006127	BRALA16273	CAEEL08699
OG0006128	BRALA13158, BRALA13157	CAEEL01734
OG0006129	BRALA07415	CAEEL15436
OG0006130	BRALA33305	CAEEL19047
OG0006131	BRALA32298	CAEEL08997
OG0006134	BRALA19095	CAEEL05080
OG0006135	BRALA16417	CAEEL16406
OG0006137	BRALA15657	CAEEL01021
OG0006140	BRALA12260	CAEEL06530
OG0006141	BRALA08424	CAEEL00813
OG0006144	BRALA13419	CAEEL12775
OG0006145	BRALA05627	CAEEL00765, CAEEL00923
OG0006147	BRALA15350	CAEEL11314
OG0006152	BRALA01808	CAEEL01636
OG0006153	BRALA08321, BRALA08319	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	BRALA13633	CAEEL13825
OG0006159	BRALA35947	CAEEL07854
OG0006163	BRALA04410	CAEEL00653
OG0006164	BRALA26593	CAEEL01158
OG0006165	BRALA35762, BRALA35272, BRALA35968	CAEEL15774
OG0006168	BRALA10032	CAEEL05152
OG0006169	BRALA30756	CAEEL08537
OG0006172	BRALA24107	CAEEL14351
OG0006176	BRALA35451, BRALA34545	CAEEL05930
OG0006177	BRALA11337, BRALA11340	CAEEL04212
OG0006180	BRALA34420	CAEEL09925
OG0006181	BRALA23439	CAEEL14722
OG0006182	BRALA05121	CAEEL06387
OG0006183	BRALA06437	CAEEL19366
OG0006185	BRALA17091	CAEEL01692
OG0006187	BRALA18223	CAEEL00902
OG0006188	BRALA05015	CAEEL02058
OG0006191	BRALA21722	CAEEL06280, CAEEL06279
OG0006192	BRALA07356	CAEEL01776
OG0006195	BRALA07312	CAEEL08079
OG0006199	BRALA15509	CAEEL05929
OG0006200	BRALA06667	CAEEL11329
OG0006202	BRALA22394	CAEEL07568
OG0006208	BRALA13508	CAEEL00204
OG0006209	BRALA18227	CAEEL11287
OG0006210	BRALA20208	CAEEL00160
OG0006213	BRALA04557	CAEEL01145
OG0006214	BRALA03387	CAEEL12120
OG0006215	BRALA01061	CAEEL04734
OG0006216	BRALA06312	CAEEL16326
OG0006217	BRALA05528	CAEEL05235
OG0006220	BRALA18564	CAEEL08309
OG0006224	BRALA05440	CAEEL11548
OG0006226	BRALA01075	CAEEL02716
OG0006229	BRALA22434	CAEEL06963
OG0006230	BRALA00506	CAEEL08542
OG0006231	BRALA34256	CAEEL20582
OG0006234	BRALA05039	CAEEL05918
OG0006235	BRALA02255	CAEEL04462
OG0006237	BRALA19627	CAEEL04160
OG0006239	BRALA12452	CAEEL01539
OG0006240	BRALA21843	CAEEL08852
OG0006245	BRALA06871	CAEEL00941
OG0006247	BRALA35139, BRALA09607	CAEEL11988
OG0006248	BRALA24689	CAEEL05883
OG0006254	BRALA06528	CAEEL11539
OG0006257	BRALA22284	CAEEL15240
OG0006259	BRALA09660	CAEEL09792
OG0006260	BRALA19733	CAEEL09587
OG0006262	BRALA19086	CAEEL01377
OG0006263	BRALA19960	CAEEL09474
OG0006264	BRALA14988	CAEEL11589
OG0006265	BRALA04894	CAEEL01463
OG0006267	BRALA27926	CAEEL09521
OG0006268	BRALA05496	CAEEL09373, CAEEL09395
OG0006269	BRALA30664	CAEEL11344
OG0006270	BRALA21824	CAEEL01876
OG0006271	BRALA30606	CAEEL08264
OG0006275	BRALA22474	CAEEL01989
OG0006277	BRALA28928	CAEEL08057
OG0006279	BRALA23718	CAEEL00237
OG0006280	BRALA11947	CAEEL17987
OG0006281	BRALA05664	CAEEL04765
OG0006283	BRALA10662	CAEEL00881
OG0006284	BRALA24402	CAEEL08923
OG0006285	BRALA02914	CAEEL04794
OG0006286	BRALA20294	CAEEL00158
OG0006288	BRALA24258	CAEEL08712
OG0006289	BRALA19745	CAEEL07964
OG0006290	BRALA15792	CAEEL04712
OG0006291	BRALA11851	CAEEL00609
OG0006293	BRALA33794, BRALA34618, BRALA34423	CAEEL07928
OG0006294	BRALA15247	CAEEL14462
OG0006295	BRALA22152	CAEEL09568
OG0006297	BRALA25722	CAEEL11872
OG0006301	BRALA22608	CAEEL17598
OG0006306	BRALA28080	CAEEL01065
OG0006307	BRALA00986	CAEEL06264
OG0006309	BRALA08741	CAEEL05232
OG0006311	BRALA04781	CAEEL17612
OG0006313	BRALA04098	CAEEL05123
OG0006315	BRALA17398	CAEEL15905
OG0006319	BRALA18740	CAEEL13894
OG0006322	BRALA15375	CAEEL09507
OG0006323	BRALA22948	CAEEL02251
OG0006326	BRALA10024	CAEEL15323
OG0006329	BRALA25075	CAEEL02571
OG0006331	BRALA23061	CAEEL13794
OG0006332	BRALA15040	CAEEL10865
OG0006334	BRALA05128	CAEEL08411, CAEEL18378
OG0006339	BRALA07229	CAEEL08069
OG0006340	BRALA03730	CAEEL11454
OG0006341	BRALA04141	CAEEL06023
OG0006343	BRALA30764, BRALA30765, BRALA13148	CAEEL05583, CAEEL02498
OG0006344	BRALA00595	CAEEL14876
OG0006345	BRALA13758	CAEEL06549
OG0006346	BRALA12899	CAEEL05783
OG0006347	BRALA09195	CAEEL07567
OG0006350	BRALA04268	CAEEL07674
OG0006352	BRALA04530	CAEEL02603
OG0006353	BRALA13425	CAEEL19140, CAEEL05676
OG0006354	BRALA11438	CAEEL18116
OG0006355	BRALA19754	CAEEL16514
OG0006356	BRALA22173	CAEEL07675
OG0006360	BRALA02301	CAEEL05277
OG0006361	BRALA14582, BRALA35163	CAEEL09060
OG0006362	BRALA22988	CAEEL00998
OG0006363	BRALA27462	CAEEL00971
OG0006365	BRALA11762	CAEEL12631
OG0006370	BRALA01047	CAEEL05220
OG0006372	BRALA03212	CAEEL09848
OG0006375	BRALA35312, BRALA16704	CAEEL00741
OG0006376	BRALA02582	CAEEL15051
OG0006377	BRALA12745	CAEEL09247
OG0006378	BRALA21690	CAEEL04747
OG0006381	BRALA28145	CAEEL09800
OG0006385	BRALA13372	CAEEL17878
OG0006386	BRALA17118	CAEEL02065
OG0006387	BRALA30260	CAEEL00319
OG0006389	BRALA15656	CAEEL07348
OG0006390	BRALA18000	CAEEL13360
OG0006391	BRALA25117	CAEEL16380, CAEEL11908
OG0006392	BRALA12289	CAEEL07571
OG0006393	BRALA13557	CAEEL14337
OG0006395	BRALA16655	CAEEL11636
OG0006402	BRALA16948	CAEEL14843
OG0006405	BRALA02502	CAEEL04608
OG0006406	BRALA16985	CAEEL04927, CAEEL07538
OG0006407	BRALA14528	CAEEL20555
OG0006408	BRALA30169, BRALA30167	CAEEL15120
OG0006414	BRALA21306	CAEEL18847
OG0006443	BRALA15942	CAEEL07304
OG0006448	BRALA14481	CAEEL07841
OG0006449	BRALA12969	CAEEL02036
OG0006454	BRALA31920	CAEEL06995
OG0006456	BRALA07627	CAEEL09794
OG0006457	BRALA14722	CAEEL05605
OG0006459	BRALA21741	CAEEL00244
OG0006461	BRALA17215	CAEEL11863
OG0006462	BRALA21972	CAEEL05709
OG0006464	BRALA11660	CAEEL01413
OG0006465	BRALA11934	CAEEL10921
OG0006468	BRALA20024	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	BRALA01349	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006473	BRALA31811, BRALA25330, BRALA29726, BRALA29224, BRALA29929, BRALA21520	CAEEL02240
OG0006474	BRALA29415	CAEEL07206
OG0006475	BRALA07446	CAEEL07548
OG0006476	BRALA08067	CAEEL12092
OG0006478	BRALA20796	CAEEL06158
OG0006479	BRALA32335	CAEEL05626
OG0006480	BRALA00269	CAEEL10265, CAEEL10266
OG0006481	BRALA01853	CAEEL19099, CAEEL01638
OG0006482	BRALA23441	CAEEL10834
OG0006485	BRALA20858	CAEEL14223
OG0006488	BRALA22110	CAEEL17648
OG0006490	BRALA09290	CAEEL11637
OG0006491	BRALA16671	CAEEL13015
OG0006496	BRALA20624	CAEEL08493
OG0006497	BRALA29776	CAEEL06461
OG0006498	BRALA29822	CAEEL02503
OG0006499	BRALA02653	CAEEL20101
OG0006501	BRALA21471	CAEEL16016
OG0006503	BRALA13583	CAEEL07188
OG0006505	BRALA14552	CAEEL06783
OG0006506	BRALA02261	CAEEL03029
OG0006509	BRALA11787	CAEEL00006, CAEEL15373
OG0006511	BRALA26583	CAEEL02676
OG0006512	BRALA15201	CAEEL07313
OG0006514	BRALA16975	CAEEL07858
OG0006516	BRALA22526	CAEEL15132
OG0006517	BRALA05623	CAEEL01423
OG0006520	BRALA26806	CAEEL13792
OG0006522	BRALA19190	CAEEL07957
OG0006523	BRALA28068	CAEEL15760
OG0006528	BRALA07058	CAEEL14466
OG0006532	BRALA05058	CAEEL05678
OG0006533	BRALA12416	CAEEL19649
OG0006536	BRALA24028	CAEEL05174
OG0006538	BRALA05308	CAEEL07903, CAEEL04060
OG0006540	BRALA14264	CAEEL19898
OG0006542	BRALA26807	CAEEL04749
OG0006543	BRALA21134	CAEEL05304
OG0006544	BRALA08406	CAEEL02597
OG0006545	BRALA23681	CAEEL08394
OG0006546	BRALA13326	CAEEL16446
OG0006547	BRALA21713	CAEEL09736
OG0006550	BRALA27195	CAEEL02186
OG0006552	BRALA18527	CAEEL02725
OG0006553	BRALA06295	CAEEL06508
OG0006554	BRALA14992	CAEEL09071
OG0006556	BRALA24801	CAEEL00553
OG0006557	BRALA24618	CAEEL07597
OG0006560	BRALA24104, BRALA34102	CAEEL14360
OG0006561	BRALA12061	CAEEL16404
OG0006565	BRALA12752	CAEEL12176
OG0006567	BRALA30066	CAEEL15749
OG0006568	BRALA01715	CAEEL01944
OG0006569	BRALA10919, BRALA10793	CAEEL03290
OG0006570	BRALA10044	CAEEL15966
OG0006571	BRALA01588	CAEEL05447
OG0006572	BRALA01125	CAEEL09940, CAEEL09371
OG0006573	BRALA25563	CAEEL05442
OG0006574	BRALA09517	CAEEL01738
OG0006577	BRALA10957	CAEEL15281
OG0006578	BRALA24046	CAEEL00045
OG0006579	BRALA01184	CAEEL07922
OG0006583	BRALA12341	CAEEL01627
OG0006584	BRALA19370	CAEEL05880
OG0006587	BRALA22287	CAEEL17957
OG0006589	BRALA28041	CAEEL10276
OG0006590	BRALA22902	CAEEL15655
OG0006591	BRALA17121	CAEEL01066
OG0006594	BRALA24225	CAEEL00833
OG0006595	BRALA04703	CAEEL10661
OG0006596	BRALA26574	CAEEL00560
OG0006597	BRALA15919	CAEEL10448
OG0006598	BRALA18182	CAEEL03295
OG0006602	BRALA19036	CAEEL16562
OG0006603	BRALA03443	CAEEL00624
OG0006604	BRALA33757	CAEEL07198
OG0006606	BRALA27981	CAEEL07376
OG0006607	BRALA15151	CAEEL01560
OG0006608	BRALA16177	CAEEL05698
OG0006609	BRALA07455	CAEEL02187
OG0006610	BRALA23008, BRALA25297	CAEEL11386
OG0006611	BRALA14061	CAEEL07953
OG0006613	BRALA04025	CAEEL01845
OG0006614	BRALA01003	CAEEL05124
OG0006615	BRALA13677	CAEEL09131
OG0006621	BRALA28416	CAEEL07639
OG0006622	BRALA12099	CAEEL05834
OG0006624	BRALA20284	CAEEL07631
OG0006625	BRALA20997	CAEEL08791
OG0006626	BRALA15000	CAEEL07560
OG0006627	BRALA28820	CAEEL11375
OG0006628	BRALA05802	CAEEL07329
OG0006630	BRALA04522	CAEEL11696
OG0006631	BRALA21370	CAEEL00720
OG0006632	BRALA11411	CAEEL20160, CAEEL00199
OG0006633	BRALA15776	CAEEL00427
OG0006634	BRALA35230	CAEEL07770
OG0006636	BRALA13097	CAEEL07724
OG0006637	BRALA26648	CAEEL12125
OG0006645	BRALA06945, BRALA06894	CAEEL17855
OG0006646	BRALA13446	CAEEL15891
OG0006647	BRALA03119	CAEEL07174
OG0006648	BRALA24820	CAEEL01435
OG0006649	BRALA28980	CAEEL13032
OG0006651	BRALA18794	CAEEL09522
OG0006655	BRALA00574	CAEEL00324
OG0006658	BRALA16629	CAEEL00269
OG0006660	BRALA10958	CAEEL09560, CAEEL09561
OG0006662	BRALA14712	CAEEL12773
OG0006663	BRALA16974	CAEEL08458
OG0006664	BRALA24834	CAEEL01906
OG0006666	BRALA34133	CAEEL05999
OG0006667	BRALA05144	CAEEL01250
OG0006668	BRALA08318	CAEEL06992
OG0006669	BRALA00985	CAEEL08205
OG0006670	BRALA02659	CAEEL05160
OG0006673	BRALA29976	CAEEL00769
OG0006675	BRALA09831	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	BRALA06274	CAEEL12368
OG0006680	BRALA25853	CAEEL09390
OG0006681	BRALA20996	CAEEL05335
OG0006683	BRALA26678	CAEEL00441
OG0006684	BRALA12717	CAEEL11224
OG0006686	BRALA03046	CAEEL20085
OG0006690	BRALA17356	CAEEL11346
OG0006691	BRALA14546	CAEEL07500
OG0006692	BRALA17480	CAEEL00770
OG0006693	BRALA06823	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	BRALA16849	CAEEL01422
OG0006695	BRALA18862	CAEEL17851
OG0006702	BRALA01475	CAEEL08311
OG0006705	BRALA15796	CAEEL04478
OG0006706	BRALA02737	CAEEL11633
OG0006709	BRALA09059	CAEEL07440
OG0006710	BRALA14570	CAEEL07165
OG0006712	BRALA20215, BRALA20214	CAEEL01534
OG0006716	BRALA24459	CAEEL01171
OG0006717	BRALA26122	CAEEL00315
OG0006720	BRALA12683	CAEEL09628
OG0006722	BRALA01042	CAEEL04109
OG0006723	BRALA05735	CAEEL07804
OG0006726	BRALA16670	CAEEL18959
OG0006727	BRALA01476	CAEEL10628
OG0006730	BRALA02164	CAEEL07386, CAEEL18705
OG0006732	BRALA00142	CAEEL07406
OG0006735	BRALA27074	CAEEL20573
OG0006737	BRALA03436	CAEEL18816
OG0006741	BRALA09365	CAEEL11903
OG0006742	BRALA11740	CAEEL06688, CAEEL06689
OG0006749	BRALA22769	CAEEL08028
OG0006750	BRALA09668	CAEEL02998
OG0006752	BRALA22950	CAEEL12417
OG0006753	BRALA24992	CAEEL06421
OG0006754	BRALA20552	CAEEL15551
OG0006755	BRALA22940	CAEEL08754
OG0006758	BRALA00417	CAEEL05308
OG0006760	BRALA17052	CAEEL14472
OG0006762	BRALA22489	CAEEL06780, CAEEL14299
OG0006763	BRALA14476	CAEEL12476
OG0006765	BRALA03187	CAEEL01561
OG0006766	BRALA12385	CAEEL04604
OG0006768	BRALA24120	CAEEL07976
OG0006769	BRALA16226	CAEEL00344
OG0006772	BRALA21416	CAEEL06744, CAEEL20464
OG0006774	BRALA19991	CAEEL01586
OG0006777	BRALA21484	CAEEL17985
OG0006780	BRALA11976	CAEEL03293
OG0006784	BRALA09110	CAEEL12328
OG0006791	BRALA16274	CAEEL11174
OG0006826	BRALA11906	CAEEL07305
OG0006828	BRALA17108	CAEEL01547
OG0006830	BRALA28939	CAEEL01610
OG0006832	BRALA22293	CAEEL18365
OG0006833	BRALA25618	CAEEL01607
OG0006835	BRALA28202	CAEEL10984
OG0006838	BRALA19458	CAEEL04815
OG0006842	BRALA01039	CAEEL01401
OG0006843	BRALA21641	CAEEL01030
OG0006844	BRALA09600	CAEEL01019
OG0006845	BRALA20898	CAEEL16127
OG0006846	BRALA29210	CAEEL15729
OG0006849	BRALA22479	CAEEL06259
OG0006851	BRALA27931	CAEEL12983
OG0006860	BRALA03297	CAEEL08670
OG0006864	BRALA31204	CAEEL08583
OG0006867	BRALA30972	CAEEL15109
OG0006868	BRALA31290, BRALA34596	CAEEL07835
OG0006870	BRALA20395, BRALA20394	CAEEL08613
OG0006875	BRALA22498	CAEEL10848
OG0006876	BRALA05364	CAEEL04447
OG0006878	BRALA00734	CAEEL06314
OG0006881	BRALA19408	CAEEL09403
OG0006882	BRALA03081	CAEEL09595
OG0006886	BRALA19017	CAEEL05972, CAEEL05973
OG0006887	BRALA23687	CAEEL04262
OG0006888	BRALA29964	CAEEL07944
OG0006890	BRALA31419	CAEEL05820
OG0006891	BRALA28938	CAEEL07412
OG0006892	BRALA09163	CAEEL07307
OG0006894	BRALA13030	CAEEL12154
OG0006895	BRALA08907	CAEEL18907
OG0006897	BRALA01574	CAEEL00287
OG0006898	BRALA03096	CAEEL01473
OG0006901	BRALA09160	CAEEL06883
OG0006902	BRALA18408	CAEEL02536
OG0006905	BRALA27319	CAEEL08307
OG0006906	BRALA07226	CAEEL05830
OG0006914	BRALA21731	CAEEL01820
OG0006917	BRALA05537	CAEEL05784
OG0006918	BRALA16643	CAEEL01349
OG0006919	BRALA11547	CAEEL05782
OG0006920	BRALA32734	CAEEL08877
OG0006924	BRALA11900	CAEEL12241
OG0006926	BRALA29464	CAEEL19851, CAEEL00630
OG0006927	BRALA05354, BRALA05352	CAEEL11861
OG0006931	BRALA02116	CAEEL14601
OG0006934	BRALA05992	CAEEL00405
OG0006936	BRALA23621	CAEEL11645
OG0006937	BRALA13456	CAEEL00825
OG0006938	BRALA12778	CAEEL00362
OG0006939	BRALA27730	CAEEL14723
OG0006942	BRALA15259	CAEEL08740
OG0006943	BRALA21727	CAEEL14228
OG0006944	BRALA28146	CAEEL11263
OG0006945	BRALA23683	CAEEL08245
OG0006948	BRALA19464	CAEEL04453
OG0006949	BRALA07772	CAEEL00718
OG0006952	BRALA19947, BRALA34472	CAEEL11032
OG0006953	BRALA06329	CAEEL11948
OG0006954	BRALA28843	CAEEL16023
OG0006957	BRALA24483	CAEEL08617
OG0006959	BRALA24691	CAEEL04110
OG0006960	BRALA13465	CAEEL12630
OG0006962	BRALA15450	CAEEL05048
OG0006964	BRALA27971	CAEEL00220
OG0006966	BRALA16205	CAEEL05641
OG0006967	BRALA23027	CAEEL06996
OG0006969	BRALA29846	CAEEL02753
OG0006970	BRALA28927	CAEEL07035
OG0006971	BRALA23591	CAEEL08956
OG0006973	BRALA33702	CAEEL00443
OG0006975	BRALA33934	CAEEL06258
OG0006976	BRALA27970	CAEEL02822
OG0006977	BRALA12753	CAEEL11170
OG0006979	BRALA04203	CAEEL01624
OG0006980	BRALA19616	CAEEL07784
OG0006983	BRALA05383	CAEEL05835
OG0006985	BRALA17311	CAEEL09608
OG0006988	BRALA32102	CAEEL16268
OG0006990	BRALA24376	CAEEL10497, CAEEL10492
OG0006991	BRALA01907	CAEEL04823
OG0006994	BRALA04795	CAEEL01434
OG0006995	BRALA04611	CAEEL02252
OG0006996	BRALA13347	CAEEL16529
OG0006999	BRALA12897	CAEEL04127
OG0007002	BRALA10095	CAEEL02243
OG0007003	BRALA21239	CAEEL10884
OG0007005	BRALA23593	CAEEL06687
OG0007007	BRALA31860	CAEEL08012
OG0007009	BRALA30026	CAEEL01782
OG0007010	BRALA31317	CAEEL15343
OG0007011	BRALA15920	CAEEL08044
OG0007012	BRALA25249	CAEEL11328
OG0007013	BRALA13128	CAEEL06144
OG0007015	BRALA34981	CAEEL15511
OG0007016	BRALA22412	CAEEL00075
OG0007017	BRALA06141	CAEEL12138
OG0007024	BRALA17168	CAEEL10553, CAEEL11101
OG0007025	BRALA11867	CAEEL06876
OG0007027	BRALA34106	CAEEL09519
OG0007028	BRALA14732	CAEEL05606
OG0007029	BRALA02101	CAEEL09103
OG0007033	BRALA15267	CAEEL14194
OG0007034	BRALA09189	CAEEL08733
OG0007037	BRALA14465	CAEEL08744
OG0007039	BRALA12001	CAEEL13025
OG0007040	BRALA10094	CAEEL08972
OG0007042	BRALA06916	CAEEL08206
OG0007043	BRALA29990	CAEEL13822
OG0007046	BRALA28196	CAEEL09633
OG0007049	BRALA19591	CAEEL00647
OG0007050	BRALA21668, BRALA21669	CAEEL06277
OG0007053	BRALA19607	CAEEL09135
OG0007055	BRALA27573	CAEEL08098
OG0007056	BRALA28152	CAEEL07277
OG0007057	BRALA29582	CAEEL00263
OG0007059	BRALA27465	CAEEL14078
OG0007061	BRALA21466	CAEEL08933
OG0007062	BRALA05692	CAEEL09707
OG0007063	BRALA16766	CAEEL07545
OG0007064	BRALA08073	CAEEL09068
OG0007065	BRALA16383	CAEEL20267
OG0007071	BRALA34937, BRALA13812	CAEEL04826
