Orthogroup	BRALA	DANRE
OG0005452	BRALA04413	DANRE25984, DANRE25985, DANRE25983
OG0005453	BRALA12685	DANRE20136, DANRE20135
OG0005454	BRALA26412	DANRE08856, DANRE08857
OG0005455	BRALA07441	DANRE27358, DANRE27359, DANRE38815
OG0005456	BRALA28911	DANRE10714, DANRE10713
OG0005457	BRALA27309	DANRE38620, DANRE38621
OG0005458	BRALA06930	DANRE09409, DANRE15046, DANRE15047, DANRE15045
OG0005459	BRALA09219	DANRE12592, DANRE12590, DANRE12591
OG0005460	BRALA04289	DANRE24305, DANRE24304
OG0005461	BRALA14459	DANRE29223, DANRE29222, DANRE03827, DANRE03828
OG0005462	BRALA27849	DANRE29636, DANRE29637, DANRE29638
OG0005463	BRALA07771	DANRE12733
OG0005464	BRALA34473, BRALA19946	DANRE22331
OG0005465	BRALA30794	DANRE05457
OG0005466	BRALA00638	DANRE36578
OG0005467	BRALA28979	DANRE05926, DANRE05927
OG0005468	BRALA24471	DANRE27698, DANRE27699, DANRE27700, DANRE27697
OG0005469	BRALA21808	DANRE30812
OG0005471	BRALA33422	DANRE07422
OG0005472	BRALA16188	DANRE36260, DANRE36259
OG0005474	BRALA21951	DANRE03400
OG0005475	BRALA28038	DANRE23370, DANRE23369
OG0005476	BRALA12772	DANRE31627
OG0005477	BRALA00937	DANRE35368
OG0005478	BRALA03216	DANRE22774, DANRE22775, DANRE02394, DANRE02395, DANRE02396
OG0005479	BRALA21238	DANRE38869, DANRE38870
OG0005480	BRALA03659	DANRE25077, DANRE25076
OG0005481	BRALA23894	DANRE33798, DANRE33799
OG0005482	BRALA20563, BRALA20564	DANRE08077
OG0005483	BRALA08271	DANRE36514, DANRE36513
OG0005484	BRALA11894	DANRE15956, DANRE15955, DANRE15954
OG0005486	BRALA13490	DANRE19600
OG0005487	BRALA09758	DANRE42927, DANRE42926
OG0005488	BRALA33275	DANRE00136, DANRE00135
OG0005489	BRALA00473	DANRE29709
OG0005490	BRALA10737	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832
OG0005491	BRALA04097	DANRE19088, DANRE19089
OG0005492	BRALA03310	DANRE14266, DANRE14269, DANRE14267, DANRE14270, DANRE14268
OG0005493	BRALA32175	DANRE11814
OG0005494	BRALA11462	DANRE13317, DANRE13316
OG0005495	BRALA05831	DANRE34985, DANRE34986
OG0005498	BRALA09125	DANRE09835, DANRE09834
OG0005499	BRALA03805	DANRE01400, DANRE01401
OG0005500	BRALA08684	DANRE02835, DANRE02834
OG0005502	BRALA31262	DANRE13277, DANRE13275, DANRE13276, DANRE26573, DANRE26572, DANRE26571, DANRE06519, DANRE06518, DANRE06516, DANRE06515, DANRE06517
OG0005503	BRALA12882, BRALA12883	DANRE10305
OG0005504	BRALA23212	DANRE07863, DANRE07864
OG0005505	BRALA34744, BRALA33407	DANRE06243, DANRE06244
OG0005507	BRALA20651, BRALA20652	DANRE28650, DANRE36200
OG0005508	BRALA00324	DANRE14976, DANRE14977
OG0005509	BRALA18357	DANRE14408
OG0005510	BRALA24149	DANRE30486, DANRE43061
OG0005511	BRALA01366	DANRE21520
OG0005512	BRALA18571, BRALA03233	DANRE43266, DANRE41560
OG0005513	BRALA09884	DANRE33222, DANRE33224, DANRE33223
OG0005514	BRALA11232	DANRE39609, DANRE39607, DANRE39610, DANRE39608
OG0005516	BRALA24839	DANRE34104, DANRE34103, DANRE34106, DANRE34105
OG0005517	BRALA33770	DANRE24916, DANRE24915
OG0005518	BRALA28940	DANRE13477, DANRE13476
OG0005519	BRALA19132, BRALA19131	DANRE12764
OG0005520	BRALA08804	DANRE30676, DANRE30675
OG0005521	BRALA22579	DANRE13150, DANRE13151
OG0005522	BRALA23643	DANRE34303, DANRE34304, DANRE34302
OG0005523	BRALA05328	DANRE21306
OG0005524	BRALA06358	DANRE03090
OG0005525	BRALA06363	DANRE04356, DANRE04355
OG0005527	BRALA23837	DANRE25598, DANRE30947
OG0005528	BRALA28944	DANRE25797, DANRE25798
OG0005529	BRALA25395	DANRE33058
OG0005530	BRALA20067	DANRE22881
OG0005531	BRALA00195	DANRE31418, DANRE31417
OG0005532	BRALA23433	DANRE11541, DANRE11540
OG0005533	BRALA25544	DANRE12566
OG0005534	BRALA35296	DANRE13330
OG0005534	BRALA34516	DANRE13329
OG0005535	BRALA33785	DANRE20126
OG0005536	BRALA13460	DANRE34862
OG0005537	BRALA34021, BRALA34476	DANRE14245, DANRE14246
OG0005538	BRALA12504	DANRE29221
OG0005539	BRALA01704	DANRE15118, DANRE15119
OG0005540	BRALA00874	DANRE13556, DANRE13552, DANRE13553, DANRE13554
OG0005541	BRALA19241	DANRE15122
OG0005542	BRALA09628	DANRE05235
OG0005543	BRALA02827	DANRE19467, DANRE18254, DANRE19468, DANRE19469
OG0005544	BRALA04609	DANRE29689, DANRE03844, DANRE03845
OG0005545	BRALA20093	DANRE02887
OG0005547	BRALA14971	DANRE04337, DANRE05009, DANRE05007, DANRE05008, DANRE05006
OG0005548	BRALA06742	DANRE05419, DANRE03109, DANRE34545
OG0005550	BRALA17657	DANRE24061
OG0005551	BRALA18500	DANRE03834
OG0005552	BRALA10108	DANRE14554, DANRE14556, DANRE14555, DANRE14558, DANRE14557
OG0005553	BRALA02873	DANRE00372
OG0005554	BRALA19948	DANRE39338, DANRE39339, DANRE39340
OG0005555	BRALA14351	DANRE30999, DANRE01795, DANRE01794
OG0005556	BRALA28862	DANRE34261
OG0005557	BRALA34510	DANRE36491, DANRE36492
OG0005558	BRALA21567	DANRE11734, DANRE35234, DANRE35233
OG0005559	BRALA08947	DANRE14662
OG0005560	BRALA03091	DANRE36070, DANRE36069
OG0005561	BRALA03351	DANRE23494
OG0005562	BRALA05109	DANRE19787
OG0005563	BRALA12698	DANRE41618, DANRE41621, DANRE41622, DANRE41619
OG0005564	BRALA10145	DANRE19104, DANRE19105
OG0005565	BRALA04656	DANRE29042
OG0005566	BRALA24256	DANRE39659, DANRE00333
OG0005567	BRALA14153	DANRE17037, DANRE17036, DANRE17038
OG0005568	BRALA21847	DANRE30878, DANRE25717
OG0005569	BRALA22900	DANRE25030
OG0005570	BRALA16934	DANRE16077, DANRE16079, DANRE16078
OG0005572	BRALA12106	DANRE15331, DANRE15330
OG0005573	BRALA25513	DANRE25229
OG0005574	BRALA30070	DANRE37569, DANRE37570
OG0005575	BRALA35369, BRALA25442	DANRE03463, DANRE03462
OG0005576	BRALA33534, BRALA35620	DANRE15201, DANRE15200, DANRE15202
OG0005577	BRALA35958, BRALA29959	DANRE02646, DANRE23480
OG0005578	BRALA05480	DANRE10384
OG0005579	BRALA34273, BRALA34113	DANRE05882, DANRE05883, DANRE10626
OG0005580	BRALA34383, BRALA35124	DANRE28264
OG0005581	BRALA17731	DANRE16480, DANRE06576, DANRE06577
OG0005583	BRALA13471	DANRE00285, DANRE00286, DANRE25147, DANRE25148
OG0005584	BRALA15042	DANRE19587, DANRE19588
OG0005585	BRALA00390	DANRE27900, DANRE23458, DANRE16091, DANRE16092, DANRE42837, DANRE42836
OG0005587	BRALA08391	DANRE25681
OG0005588	BRALA10749	DANRE24588, DANRE24587
OG0005589	BRALA18610	DANRE41477
OG0005590	BRALA11343	DANRE16067
OG0005591	BRALA17669	DANRE18532, DANRE18533
OG0005592	BRALA03173	DANRE30249
OG0005593	BRALA15683, BRALA15682	DANRE41927, DANRE41929, DANRE41928
OG0005594	BRALA32663	DANRE10635
OG0005595	BRALA11536	DANRE30852
OG0005596	BRALA28926	DANRE43374, DANRE42738, DANRE42739, DANRE34936, DANRE34937
OG0005597	BRALA27141, BRALA27142	DANRE15269, DANRE15270
OG0005598	BRALA12145	DANRE25018
OG0005599	BRALA03554	DANRE36072
OG0005600	BRALA12754	DANRE40275
OG0005602	BRALA20550, BRALA18193	DANRE11049, DANRE11048
OG0005603	BRALA11519	DANRE39411
OG0005604	BRALA18274	DANRE16557
OG0005605	BRALA03732	DANRE34529
OG0005606	BRALA00984	DANRE40630, DANRE27161, DANRE27162
OG0005607	BRALA28322, BRALA28323	DANRE40098, DANRE04474
OG0005608	BRALA22529	DANRE18051, DANRE09029, DANRE09028
OG0005609	BRALA27606	DANRE25008, DANRE25007
OG0005610	BRALA11852	DANRE06351, DANRE06350, DANRE33795
OG0005611	BRALA21970	DANRE28958, DANRE28959
OG0005612	BRALA12039	DANRE16824, DANRE16823, DANRE11866, DANRE11865
OG0005613	BRALA32099	DANRE11321, DANRE16822, DANRE16821
OG0005614	BRALA15217	DANRE04930
OG0005615	BRALA23416	DANRE31126
OG0005616	BRALA22405	DANRE17489
OG0005617	BRALA01037	DANRE36363, DANRE00407
OG0005618	BRALA05369	DANRE00178, DANRE00176, DANRE00177
OG0005619	BRALA18935	DANRE02647
OG0005620	BRALA20033	DANRE31254
OG0005621	BRALA26946	DANRE11716, DANRE11715
OG0005622	BRALA28846	DANRE18660
OG0005623	BRALA24263	DANRE05432, DANRE05431
OG0005624	BRALA08859	DANRE30721
OG0005625	BRALA16271	DANRE06001
OG0005626	BRALA34323	DANRE01117, DANRE07553
OG0005627	BRALA21305	DANRE35938
OG0005628	BRALA07888	DANRE34835, DANRE19005, DANRE19006
OG0005629	BRALA05441	DANRE20590
OG0005630	BRALA01440	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632
OG0005631	BRALA10696	DANRE09424
OG0005632	BRALA17395	DANRE17405
OG0005633	BRALA35097	DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516
OG0005634	BRALA10076	DANRE33369, DANRE40678, DANRE33370
OG0005636	BRALA08890	DANRE13481, DANRE13482
OG0005637	BRALA15180	DANRE41703, DANRE41700, DANRE41702, DANRE41701
OG0005638	BRALA16862	DANRE31127
OG0005639	BRALA13288	DANRE10666, DANRE18080, DANRE18081
OG0005640	BRALA11975	DANRE11136
OG0005641	BRALA25936	DANRE02949, DANRE02948, DANRE02947
OG0005642	BRALA22683	DANRE21297, DANRE02697
OG0005643	BRALA18738	DANRE36781
OG0005644	BRALA23247	DANRE20309, DANRE08252
OG0005645	BRALA18342	DANRE10983
OG0005646	BRALA14098	DANRE42080, DANRE42078, DANRE42079
OG0005648	BRALA08600	DANRE23229, DANRE23227, DANRE23226, DANRE23228, DANRE21829, DANRE21830
OG0005649	BRALA18887	DANRE42185, DANRE42183, DANRE42184
OG0005650	BRALA00321	DANRE23343, DANRE36528, DANRE36529
OG0005651	BRALA13969	DANRE20915, DANRE20916
OG0005652	BRALA01979	DANRE02692, DANRE02690, DANRE02691
OG0005654	BRALA02033	DANRE24074, DANRE24075, DANRE33243
OG0005655	BRALA25112	DANRE15099, DANRE15098, DANRE22619, DANRE40294
OG0005656	BRALA35887	DANRE04885, DANRE04886, DANRE04884
OG0005659	BRALA10984	DANRE31196, DANRE31197, DANRE31194, DANRE31195, DANRE31192, DANRE31193
OG0005660	BRALA17720	DANRE34620
OG0005661	BRALA24467	DANRE02833, DANRE02830, DANRE02831, DANRE02832, DANRE22883, DANRE28070, DANRE28072, DANRE28071, DANRE08818
OG0005663	BRALA22360	DANRE15910, DANRE15909, DANRE15912, DANRE15913, DANRE15911, DANRE22122, DANRE22121, DANRE04443
OG0005664	BRALA11357	DANRE36556, DANRE36555, DANRE23153, DANRE27239, DANRE27240, DANRE24306, DANRE24307
OG0005665	BRALA13511	DANRE20987, DANRE20989, DANRE20988, DANRE28322, DANRE20990, DANRE20991, DANRE28323, DANRE12305, DANRE29818
OG0005666	BRALA02613	DANRE37874, DANRE07405, DANRE24942
OG0005681	BRALA14263	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168
OG0005685	BRALA12967	DANRE05474
OG0005690	BRALA34602, BRALA16216	DANRE10416
OG0005691	BRALA11038	DANRE25058, DANRE25057, DANRE25059
OG0005692	BRALA24381	DANRE21996, DANRE21995, DANRE42270
OG0005694	BRALA17179	DANRE12317
OG0005695	BRALA04509	DANRE29499
OG0005696	BRALA12660, BRALA12659	DANRE02901, DANRE02900
OG0005698	BRALA14828, BRALA14827	DANRE26205, DANRE26204
OG0005699	BRALA15228	DANRE37803
OG0005700	BRALA08071	DANRE03723
OG0005701	BRALA06261	DANRE05393, DANRE05394
OG0005702	BRALA16971	DANRE08887
OG0005703	BRALA21952	DANRE33923
OG0005704	BRALA22973	DANRE41933, DANRE41932, DANRE41934
OG0005707	BRALA14659	DANRE20947
OG0005708	BRALA04657	DANRE10185, DANRE10184, DANRE10183
OG0005709	BRALA25000	DANRE38135, DANRE05676, DANRE05677
OG0005711	BRALA10344	DANRE01182
OG0005712	BRALA12191	DANRE30485
OG0005713	BRALA02517	DANRE39302, DANRE39301
OG0005714	BRALA02874	DANRE00374, DANRE00373
OG0005715	BRALA04368	DANRE43098
OG0005717	BRALA23898	DANRE09066, DANRE09067, DANRE09065
OG0005718	BRALA06773	DANRE08143, DANRE08142
OG0005719	BRALA05482	DANRE22979
OG0005720	BRALA34468	DANRE04877, DANRE04878
OG0005721	BRALA21175	DANRE35044
OG0005722	BRALA25959, BRALA12071, BRALA12069, BRALA12068, BRALA12070	DANRE24733
OG0005723	BRALA28137	DANRE41011, DANRE41012, DANRE41010
OG0005724	BRALA27289	DANRE20202
OG0005725	BRALA35541, BRALA16743	DANRE03552, DANRE03553
OG0005727	BRALA22182	DANRE35244, DANRE35245
OG0005728	BRALA03308	DANRE37055
OG0005730	BRALA06259	DANRE29260, DANRE35444
OG0005731	BRALA06257	DANRE30002
OG0005732	BRALA06368	DANRE16848
OG0005733	BRALA18100	DANRE03975
OG0005734	BRALA15823	DANRE20594
OG0005735	BRALA21831	DANRE34218
OG0005736	BRALA09308	DANRE40325, DANRE36760, DANRE30877
OG0005738	BRALA29956	DANRE26761
OG0005739	BRALA01770, BRALA01769, BRALA01768	DANRE23960
OG0005740	BRALA22588	DANRE29852, DANRE36136
OG0005741	BRALA14058	DANRE03389
OG0005742	BRALA15427, BRALA15426	DANRE09529
OG0005744	BRALA06893, BRALA06946	DANRE09821
OG0005745	BRALA06746	DANRE04124
OG0005746	BRALA18735	DANRE16685, DANRE16686
OG0005747	BRALA05558	DANRE23184, DANRE23183
OG0005748	BRALA05680	DANRE07742, DANRE07743
OG0005749	BRALA33198	DANRE30710
OG0005750	BRALA12584	DANRE07024
OG0005751	BRALA26940	DANRE12107, DANRE12106
OG0005752	BRALA23214	DANRE33307
OG0005753	BRALA33502, BRALA20399	DANRE08124, DANRE08123
OG0005754	BRALA35534	DANRE17368, DANRE17369, DANRE17367
OG0005755	BRALA03188	DANRE37037
OG0005756	BRALA07945	DANRE09882, DANRE14479, DANRE14480
OG0005757	BRALA27615, BRALA27620	DANRE10576
OG0005759	BRALA27481	DANRE03860
OG0005761	BRALA02117	DANRE33898
OG0005762	BRALA11583	DANRE22206
OG0005763	BRALA18521	DANRE39518, DANRE39519, DANRE39517
OG0005764	BRALA07420	DANRE09780
OG0005765	BRALA24062	DANRE04820, DANRE04821, DANRE04819
OG0005766	BRALA05401	DANRE13270
OG0005767	BRALA07012	DANRE03737, DANRE03736
OG0005768	BRALA06934	DANRE35685
OG0005769	BRALA19551	DANRE17644, DANRE17643, DANRE17645
OG0005770	BRALA25632	DANRE12661, DANRE12660
OG0005771	BRALA16619	DANRE14116, DANRE14114, DANRE14115
OG0005772	BRALA30175	DANRE39577, DANRE39576
OG0005773	BRALA27221	DANRE36863, DANRE28398
OG0005774	BRALA14466	DANRE22637
OG0005775	BRALA13137	DANRE03621
OG0005776	BRALA18974	DANRE05180
OG0005777	BRALA33601	DANRE04533
OG0005777	BRALA34541, BRALA02555, BRALA02556	DANRE04532
OG0005778	BRALA25924	DANRE18976, DANRE11584
OG0005779	BRALA10414	DANRE40753, DANRE40752
OG0005781	BRALA14280	DANRE42324, DANRE42323
OG0005782	BRALA27586	DANRE06437
OG0005783	BRALA11501	DANRE19394, DANRE19393
OG0005784	BRALA25587	DANRE05427, DANRE05426, DANRE05425
OG0005785	BRALA21981	DANRE30308
OG0005787	BRALA30801, BRALA04456	DANRE38319
OG0005788	BRALA27401	DANRE02080
OG0005789	BRALA19084	DANRE38286
OG0005790	BRALA11916	DANRE05586
OG0005791	BRALA30143	DANRE35362
OG0005792	BRALA22283	DANRE00903
OG0005793	BRALA02122	DANRE26367
OG0005794	BRALA14065	DANRE03459, DANRE03461, DANRE03460
OG0005795	BRALA14247	DANRE41201
OG0005796	BRALA03853	DANRE35301
OG0005797	BRALA16284	DANRE06686
OG0005798	BRALA17318	DANRE36742, DANRE36741, DANRE36740, DANRE36739
OG0005799	BRALA13423	DANRE07255, DANRE07256
OG0005800	BRALA00385	DANRE14375, DANRE14374
OG0005801	BRALA27324	DANRE10200
OG0005802	BRALA00338	DANRE42619
OG0005803	BRALA09014	DANRE42298
OG0005804	BRALA16544	DANRE16177
OG0005804	BRALA23077	DANRE26612
OG0005805	BRALA14991	DANRE33433, DANRE33434
OG0005806	BRALA07245	DANRE33644, DANRE33645, DANRE33646, DANRE33642, DANRE33643
OG0005807	BRALA12255	DANRE42401
OG0005808	BRALA12381	DANRE36615
OG0005811	BRALA13358	DANRE30619
OG0005812	BRALA24432	DANRE06734, DANRE06736, DANRE06735
OG0005813	BRALA14935	DANRE33638
OG0005814	BRALA01036	DANRE00480, DANRE00481, DANRE00482
OG0005815	BRALA30105	DANRE35338, DANRE35339
OG0005816	BRALA24265	DANRE33494, DANRE25870
OG0005817	BRALA25567	DANRE08196
OG0005818	BRALA20030	DANRE25883
OG0005819	BRALA05131	DANRE29106
OG0005820	BRALA12443	DANRE09807, DANRE09805, DANRE09806
OG0005821	BRALA20900	DANRE09701, DANRE09702
OG0005822	BRALA23444	DANRE11599, DANRE11598
OG0005824	BRALA17116	DANRE28405, DANRE28404, DANRE28406
OG0005826	BRALA16406	DANRE31098
OG0005827	BRALA17772	DANRE04786
OG0005828	BRALA22827	DANRE11026
OG0005829	BRALA19303	DANRE18381, DANRE18383
OG0005830	BRALA10477	DANRE30479, DANRE29292, DANRE29293, DANRE29294
OG0005831	BRALA21956	DANRE03042, DANRE03041
OG0005832	BRALA12528	DANRE12840
OG0005835	BRALA06897, BRALA06942	DANRE22723
OG0005836	BRALA32790, BRALA29302	DANRE00571
OG0005837	BRALA06744	DANRE28876
OG0005838	BRALA26875, BRALA35802	DANRE25892, DANRE25891
OG0005839	BRALA03694	DANRE03272, DANRE03273, DANRE05764, DANRE16688
OG0005840	BRALA16042	DANRE11184
OG0005842	BRALA17078	DANRE01807
OG0005843	BRALA10293	DANRE27852, DANRE27853
OG0005844	BRALA20680	DANRE04542
OG0005845	BRALA25738	DANRE08278, DANRE08279, DANRE08276, DANRE08277
OG0005846	BRALA21182	DANRE43439
OG0005847	BRALA24711	DANRE18614
OG0005848	BRALA21006	DANRE29474
OG0005849	BRALA10677	DANRE42620
OG0005850	BRALA25474, BRALA00191	DANRE02454
OG0005851	BRALA01150	DANRE39994, DANRE39993
OG0005852	BRALA12827	DANRE40523, DANRE40522
OG0005853	BRALA10839	DANRE11871, DANRE11872, DANRE11870
OG0005854	BRALA19959	DANRE26034, DANRE26032, DANRE26031, DANRE26033
OG0005855	BRALA00317	DANRE03475
OG0005856	BRALA26153	DANRE11367, DANRE11368, DANRE11366
OG0005857	BRALA17703	DANRE08223, DANRE08222
OG0005858	BRALA21975	DANRE33663
OG0005859	BRALA04279	DANRE39604, DANRE43327
OG0005860	BRALA04150	DANRE40800
OG0005861	BRALA25786	DANRE35512, DANRE35510, DANRE35511
OG0005863	BRALA06337	DANRE29066
OG0005864	BRALA24581	DANRE00114
OG0005865	BRALA05582	DANRE36625, DANRE36626
OG0005866	BRALA23872	DANRE11579
OG0005867	BRALA11018, BRALA11017, BRALA11060	DANRE31525
OG0005869	BRALA03523	DANRE36892, DANRE36893
OG0005870	BRALA01038	DANRE24558
OG0005871	BRALA19437	DANRE07208, DANRE07207, DANRE07206
OG0005872	BRALA09200	DANRE10465, DANRE10464
OG0005875	BRALA05960	DANRE12228
OG0005876	BRALA17147	DANRE36601, DANRE36602, DANRE36600
OG0005877	BRALA00760	DANRE02122
OG0005878	BRALA22633	DANRE18819, DANRE18818
OG0005879	BRALA03313	DANRE10234
OG0005880	BRALA12747	DANRE21270, DANRE21271
OG0005881	BRALA17870, BRALA01340	DANRE17358
OG0005883	BRALA13840	DANRE33540
OG0005884	BRALA30969	DANRE17605
OG0005885	BRALA08613	DANRE41185, DANRE41184, DANRE41186
OG0005886	BRALA34303	DANRE11989
OG0005887	BRALA14946	DANRE35050
OG0005888	BRALA10153	DANRE30287
OG0005889	BRALA22990	DANRE38035
OG0005890	BRALA25707	DANRE23385, DANRE23386
OG0005892	BRALA17641	DANRE12851
OG0005893	BRALA08108	DANRE16112
OG0005894	BRALA28969	DANRE15347, DANRE20229, DANRE20228, DANRE06636
OG0005895	BRALA33695	DANRE01111
OG0005896	BRALA18529, BRALA18530, BRALA18531	DANRE23277, DANRE24079
OG0005897	BRALA26845	DANRE15609
OG0005898	BRALA19509	DANRE42374
OG0005899	BRALA10069	DANRE30256
OG0005900	BRALA05288	DANRE27122, DANRE27121, DANRE27123
OG0005902	BRALA19962	DANRE14687
OG0005903	BRALA06128	DANRE12234
OG0005904	BRALA34831, BRALA34174, BRALA35454	DANRE25660, DANRE25661
OG0005906	BRALA14471	DANRE42799
OG0005907	BRALA28216	DANRE25622, DANRE25623
OG0005908	BRALA17111	DANRE12740, DANRE12741
OG0005909	BRALA01890	DANRE26562, DANRE26561
OG0005911	BRALA07377	DANRE00577, DANRE00578
OG0005912	BRALA05780	DANRE23007, DANRE26433, DANRE26434, DANRE26435
OG0005913	BRALA33870, BRALA32110	DANRE08503, DANRE08504
OG0005914	BRALA25653	DANRE02261
OG0005915	BRALA25443	DANRE42907, DANRE42908, DANRE42906
OG0005916	BRALA04755	DANRE41384, DANRE41385, DANRE41386
OG0005917	BRALA24367	DANRE37251
OG0005918	BRALA10112	DANRE26860, DANRE26859
OG0005919	BRALA02787	DANRE27437
OG0005920	BRALA10692	DANRE23524, DANRE28192, DANRE23523
OG0005921	BRALA06798	DANRE00770, DANRE00771, DANRE07756, DANRE07757
OG0005922	BRALA18988	DANRE01622
OG0005923	BRALA12142	DANRE37950
OG0005924	BRALA03255	DANRE26067, DANRE26068, DANRE26069
OG0005926	BRALA22395	DANRE27181
OG0005927	BRALA29420	DANRE42189
OG0005928	BRALA05644	DANRE01870, DANRE01871
OG0005929	BRALA01239	DANRE28882, DANRE28881, DANRE35644
OG0005931	BRALA18962	DANRE37655
OG0005932	BRALA22702	DANRE12427, DANRE12426
OG0005933	BRALA32133	DANRE33836, DANRE33835, DANRE35227
OG0005936	BRALA20570	DANRE39451, DANRE39450
OG0005937	BRALA20317	DANRE12548, DANRE12547, DANRE12549
OG0005938	BRALA00756	DANRE19752, DANRE19751, DANRE19753
OG0005939	BRALA07566	DANRE25188
OG0005940	BRALA08107	DANRE18047
OG0005941	BRALA24417	DANRE17403, DANRE17402
OG0005942	BRALA28162	DANRE01018, DANRE01019
OG0005943	BRALA04787	DANRE28508
OG0005944	BRALA33719, BRALA29446	DANRE04523, DANRE04524
OG0005946	BRALA26890	DANRE40755, DANRE40756
OG0005947	BRALA06034	DANRE16088
OG0005948	BRALA28874	DANRE04336, DANRE05014, DANRE05013, DANRE05011, DANRE05012
OG0005949	BRALA33058	DANRE36776
OG0005950	BRALA01794	DANRE12068
OG0005951	BRALA00761	DANRE01837, DANRE01838, DANRE01839, DANRE01836
OG0005952	BRALA21655	DANRE00112, DANRE00113
OG0005953	BRALA18225	DANRE34696, DANRE34697
OG0005954	BRALA25011	DANRE25527
OG0005955	BRALA27932	DANRE41176
OG0005956	BRALA02568	DANRE19452
OG0005957	BRALA15027	DANRE38099, DANRE38097
OG0005958	BRALA12058	DANRE17947, DANRE11895
OG0005959	BRALA21730	DANRE13565
OG0005960	BRALA27463	DANRE06005
OG0005961	BRALA19722	DANRE36709, DANRE36708
OG0005962	BRALA16229	DANRE40347, DANRE40346
OG0005963	BRALA03262	DANRE17985
OG0005964	BRALA17348	DANRE31154, DANRE31155, DANRE31156
OG0005965	BRALA34261	DANRE07318, DANRE07317, DANRE15870
OG0005966	BRALA13003	DANRE30542, DANRE30541
OG0005967	BRALA23015	DANRE29460, DANRE29461
OG0005968	BRALA21244	DANRE17712
OG0005969	BRALA29569	DANRE05968, DANRE22135, DANRE22134, DANRE22133
OG0005970	BRALA05175	DANRE21493
OG0005971	BRALA02172	DANRE42629
OG0005974	BRALA28872	DANRE17648
OG0005975	BRALA05898	DANRE42437, DANRE42436, DANRE20525
OG0005976	BRALA18697	DANRE42119, DANRE42118
OG0005977	BRALA02503, BRALA02505	DANRE31405, DANRE31403, DANRE31404
OG0005978	BRALA24850, BRALA30513	DANRE15157
OG0005979	BRALA10686	DANRE38778, DANRE38776, DANRE38777
OG0005980	BRALA02131	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332
OG0005982	BRALA22089, BRALA00674	DANRE00484, DANRE00483
OG0005983	BRALA27047	DANRE36502
OG0005984	BRALA01064	DANRE19178, DANRE19177
OG0005985	BRALA07951	DANRE33946
OG0005986	BRALA17394	DANRE11830, DANRE37149
OG0005987	BRALA05961, BRALA05962	DANRE20527
OG0005988	BRALA22289	DANRE05183
OG0005989	BRALA02066	DANRE26234
OG0005993	BRALA23689	DANRE22273, DANRE22274
OG0005995	BRALA18996	DANRE05970
OG0005996	BRALA17859	DANRE13892, DANRE13893, DANRE10358
OG0005997	BRALA18701	DANRE17481, DANRE17483, DANRE17482, DANRE26191, DANRE12999, DANRE13000
OG0005998	BRALA11971	DANRE40594, DANRE19430
OG0006000	BRALA22625	DANRE18864
OG0006001	BRALA08827	DANRE25824
OG0006002	BRALA07483	DANRE31475, DANRE31474, DANRE31473
OG0006003	BRALA00858	DANRE35433, DANRE35432, DANRE35431
OG0006004	BRALA31968	DANRE35808, DANRE41519, DANRE23322
OG0006005	BRALA19444	DANRE20235
OG0006006	BRALA24915	DANRE34557
OG0006007	BRALA31018	DANRE12881, DANRE12882, DANRE02139, DANRE02140
OG0006009	BRALA13530	DANRE16038, DANRE16039
OG0006010	BRALA16402	DANRE06602, DANRE06603, DANRE16464
OG0006011	BRALA22172	DANRE33317
OG0006012	BRALA13528	DANRE25962, DANRE25963, DANRE25961, DANRE38412
OG0006013	BRALA02792	DANRE14651, DANRE14650
OG0006014	BRALA08205	DANRE02557, DANRE02556
OG0006015	BRALA13536	DANRE16012, DANRE16011
OG0006018	BRALA23770	DANRE05806
OG0006023	BRALA04912, BRALA04685	DANRE36028, DANRE42654, DANRE42653, DANRE24672, DANRE24670, DANRE24671, DANRE24674
OG0006024	BRALA12230, BRALA16164	DANRE14725, DANRE14724, DANRE14723, DANRE11819, DANRE17552, DANRE05471
OG0006025	BRALA16525	DANRE13510, DANRE09758, DANRE02407, DANRE22360, DANRE22361
OG0006026	BRALA03870, BRALA14758, BRALA20168, BRALA14759, BRALA30675, BRALA35107, BRALA32764, BRALA27644	DANRE38183, DANRE38182, DANRE38180
OG0006027	BRALA10195	DANRE35373, DANRE27441, DANRE27440, DANRE36466, DANRE36465, DANRE36464, DANRE26499
OG0006028	BRALA10373	DANRE22716, DANRE24380, DANRE27855, DANRE18457, DANRE18458, DANRE35921, DANRE42095
OG0006031	BRALA18226	DANRE12894, DANRE38362
OG0006032	BRALA29445	DANRE41786, DANRE41787, DANRE15354, DANRE15356, DANRE15355, DANRE15357
OG0006059	BRALA20592	DANRE03446
OG0006061	BRALA15592	DANRE37561, DANRE37562
OG0006062	BRALA15941	DANRE28758, DANRE28759
OG0006063	BRALA06734	DANRE20565, DANRE20567, DANRE20566
OG0006064	BRALA14773	DANRE20071
