Orthogroup	DANRE	XENTR
OG0007863	DANRE21281, DANRE22817	XENTR04839
OG0007863	DANRE31261, DANRE31262	XENTR09282
OG0007863	DANRE02316	XENTR02527
OG0007867	DANRE42272, DANRE42274, DANRE42273, DANRE42275, DANRE21991	XENTR03957
OG0007868	DANRE30994, DANRE12489, DANRE12487, DANRE12488	XENTR14056
OG0007868	DANRE25451, DANRE12954, DANRE12953	XENTR10887, XENTR10886
OG0007870	DANRE21745, DANRE28270, DANRE28271	XENTR08087
OG0007871	DANRE41230	XENTR02205
OG0007872	DANRE43072	XENTR09942
OG0007873	DANRE08147, DANRE08146	XENTR10098
OG0007873	DANRE10283, DANRE10280, DANRE10282, DANRE10281, DANRE10286, DANRE13517	XENTR14581
OG0007874	DANRE04283, DANRE04276, DANRE04265, DANRE04275, DANRE04282, DANRE04266, DANRE04274, DANRE04281, DANRE04273, DANRE04272, DANRE04269, DANRE04270, DANRE04268, DANRE04267, DANRE04271, DANRE28630, DANRE28631, DANRE04174, DANRE28632, DANRE28600	XENTR00998
OG0007875	DANRE14363, DANRE14361	XENTR03361
OG0007875	DANRE23399, DANRE23398, DANRE01754, DANRE01753	XENTR05218
OG0007908	DANRE39192	XENTR07798
OG0007911	DANRE10002	XENTR11190
OG0007913	DANRE12739	XENTR02655
OG0007915	DANRE18151	XENTR10693
OG0007916	DANRE41547, DANRE41546	XENTR05182
OG0007917	DANRE42311, DANRE42310	XENTR00915
OG0007918	DANRE06819	XENTR11754
OG0007920	DANRE31168, DANRE31166, DANRE31167	XENTR08961
OG0007924	DANRE11767, DANRE11768	XENTR11372
OG0007925	DANRE35390, DANRE39562	XENTR08045, XENTR08046
OG0007926	DANRE11595	XENTR03828
OG0007927	DANRE31434, DANRE31433, DANRE31435	XENTR02854
OG0007929	DANRE09742	XENTR08354
OG0007931	DANRE08886	XENTR05786
OG0007931	DANRE15965, DANRE15964	XENTR03537
OG0007932	DANRE09754, DANRE14710	XENTR02158
OG0007933	DANRE12410	XENTR16299
OG0007934	DANRE42581, DANRE42582	XENTR17047
OG0007935	DANRE30643, DANRE05485, DANRE05486	XENTR09394
OG0007936	DANRE18507, DANRE18508	XENTR07631
OG0007937	DANRE10952	XENTR00174, XENTR00175
OG0007939	DANRE23916	XENTR02914
OG0007940	DANRE18079, DANRE18077, DANRE18076	XENTR09589
OG0007941	DANRE30090, DANRE30089	XENTR11333
OG0007942	DANRE28892	XENTR12219
OG0007943	DANRE19851	XENTR05797
OG0007944	DANRE34868	XENTR08298
OG0007945	DANRE08217, DANRE08216	XENTR04935
OG0007946	DANRE23335, DANRE23334, DANRE23333	XENTR02534
OG0007947	DANRE30186, DANRE30187	XENTR09798
OG0007948	DANRE35016	XENTR08888
OG0007949	DANRE21500	XENTR04521
OG0007951	DANRE03577	XENTR01715
OG0007952	DANRE23982	XENTR10420
OG0007955	DANRE10662	XENTR10965
OG0007956	DANRE00513	XENTR00552
OG0007957	DANRE43440	XENTR13036
OG0007958	DANRE30163	XENTR11070
OG0007959	DANRE27159	XENTR00298
OG0007960	DANRE41738, DANRE41737, DANRE41739	XENTR10383
OG0007961	DANRE26537, DANRE26538, DANRE22150	XENTR06254
OG0007962	DANRE20515	XENTR13797
OG0007964	DANRE01563	XENTR01940
OG0007965	DANRE03000, DANRE02999	XENTR01384
OG0007966	DANRE43416, DANRE43415	XENTR00581
OG0007967	DANRE30273	XENTR04931
OG0007968	DANRE05367	XENTR07552
OG0007969	DANRE01846	XENTR11152
OG0007971	DANRE01642	XENTR17300, XENTR17301
OG0007972	DANRE27696, DANRE27695	XENTR04607
OG0007973	DANRE22704	XENTR18672
OG0007974	DANRE27091, DANRE27089, DANRE27090	XENTR13640
OG0007975	DANRE41055	XENTR08436
OG0007976	DANRE17213, DANRE17211, DANRE17212	XENTR10402
OG0007977	DANRE30080, DANRE30079, DANRE30078	XENTR01009
OG0007979	DANRE06335, DANRE06336	XENTR05250
OG0007980	DANRE05800	XENTR17620
OG0007983	DANRE05917	XENTR16037
OG0007984	DANRE38168	XENTR13814
OG0007985	DANRE06065	XENTR15302
OG0007987	DANRE33524, DANRE29365, DANRE29364	XENTR18668
OG0007988	DANRE33287	XENTR15923
OG0007990	DANRE09108	XENTR11787
OG0007991	DANRE18046	XENTR13088
OG0007992	DANRE38803, DANRE38804, DANRE38805	XENTR15680
OG0007992	DANRE12276	XENTR05050
OG0007993	DANRE17625, DANRE17626	XENTR05533
OG0007994	DANRE04091	XENTR05525
OG0007996	DANRE09458, DANRE09457	XENTR15283
OG0007997	DANRE07075, DANRE07074	XENTR10426
OG0007999	DANRE29574	XENTR06951
OG0008001	DANRE35300	XENTR01930
OG0008002	DANRE43272	XENTR02134, XENTR02133
OG0008003	DANRE37946	XENTR14885
OG0008004	DANRE27703, DANRE27701, DANRE27702	XENTR04573
OG0008006	DANRE07161	XENTR12594
OG0008007	DANRE39501, DANRE39500	XENTR04295
OG0008008	DANRE30055	XENTR18597
OG0008011	DANRE43318	XENTR02801
OG0008014	DANRE07959	XENTR16102
OG0008016	DANRE38388, DANRE38387	XENTR09313
OG0008018	DANRE05741, DANRE05740	XENTR08274
OG0008019	DANRE18978	XENTR17876
OG0008020	DANRE05165	XENTR00191
OG0008021	DANRE21369	XENTR08617
OG0008022	DANRE10906	XENTR06675
OG0008023	DANRE20610	XENTR17830
OG0008026	DANRE31319, DANRE31320	XENTR08941
OG0008027	DANRE10671	XENTR13080
OG0008028	DANRE24687	XENTR04519
OG0008029	DANRE35038	XENTR06544
OG0008030	DANRE00570	XENTR00882
OG0008031	DANRE07952	XENTR12706
OG0008033	DANRE06622	XENTR07921
OG0008035	DANRE02513, DANRE22923	XENTR10036
OG0008035	DANRE17688, DANRE26351	XENTR03937
OG0008036	DANRE43279	XENTR16276
OG0008039	DANRE33599, DANRE33600	XENTR00527
OG0008040	DANRE18236	XENTR14621
OG0008041	DANRE31092	XENTR18188
OG0008043	DANRE12128	XENTR13090, XENTR13089
OG0008045	DANRE14902, DANRE14904, DANRE14903	XENTR11803
OG0008048	DANRE14758, DANRE14756	XENTR05142
OG0008049	DANRE35018	XENTR06531
OG0008051	DANRE29845	XENTR01785
OG0008052	DANRE05521, DANRE05522	XENTR13093
OG0008053	DANRE13614, DANRE13613	XENTR03171
OG0008054	DANRE14366, DANRE14364, DANRE14365	XENTR02300
OG0008055	DANRE30653	XENTR02343
OG0008056	DANRE34362	XENTR05929
OG0008057	DANRE21382	XENTR01103
OG0008059	DANRE10600, DANRE10601	XENTR05460
OG0008062	DANRE12289	XENTR08530
OG0008063	DANRE12935, DANRE12936	XENTR12672
OG0008064	DANRE14122	XENTR12946
OG0008065	DANRE30969, DANRE12348	XENTR12888
OG0008066	DANRE25010, DANRE25009	XENTR11095
OG0008067	DANRE23278	XENTR07473
OG0008068	DANRE16266	XENTR03293
OG0008069	DANRE21600	XENTR09820
OG0008070	DANRE39169, DANRE39168, DANRE39167	XENTR04503
OG0008071	DANRE27128	XENTR00077
OG0008072	DANRE23515	XENTR16479
OG0008075	DANRE40333, DANRE40332	XENTR15145
OG0008076	DANRE23122, DANRE23121, DANRE23120	XENTR01791
OG0008077	DANRE00744	XENTR16541
OG0008078	DANRE23451	XENTR08566
OG0008079	DANRE24318	XENTR13201
OG0008080	DANRE25081	XENTR10162
OG0008081	DANRE10209, DANRE10210	XENTR10425
OG0008082	DANRE23942, DANRE23943	XENTR02138, XENTR02137
OG0008083	DANRE11447	XENTR03038
OG0008084	DANRE18083	XENTR06650
OG0008085	DANRE30916	XENTR06383
OG0008086	DANRE03403, DANRE03404	XENTR10502, XENTR10503
OG0008087	DANRE35823, DANRE35822, DANRE41735	XENTR10380
OG0008088	DANRE17946	XENTR09004
OG0008089	DANRE13493, DANRE13492	XENTR02865
OG0008090	DANRE14082, DANRE14081, DANRE14083	XENTR12430
OG0008098	DANRE05259	XENTR08899
OG0008099	DANRE30076	XENTR15326
OG0008100	DANRE11355	XENTR13894
OG0008102	DANRE34899	XENTR11039
OG0008103	DANRE06236, DANRE06237	XENTR14105
OG0008104	DANRE04052	XENTR11834
OG0008105	DANRE05576	XENTR00182
OG0008106	DANRE43427, DANRE43321	XENTR11126
OG0008107	DANRE24308	XENTR11212
OG0008108	DANRE38276	XENTR00468
OG0008109	DANRE20116	XENTR06543
OG0008110	DANRE26439	XENTR18890
OG0008111	DANRE38509, DANRE38508	XENTR02658
OG0008112	DANRE11605	XENTR02402
OG0008113	DANRE19318	XENTR08629
OG0008115	DANRE11727	XENTR06677
OG0008116	DANRE29056	XENTR07381, XENTR07380
OG0008116	DANRE17240	XENTR01767
OG0008117	DANRE14481	XENTR18637
OG0008119	DANRE34164	XENTR17669, XENTR06528
OG0008120	DANRE12139	XENTR11888
OG0008123	DANRE19889, DANRE19890, DANRE06823	XENTR12795
OG0008124	DANRE36543	XENTR07109
OG0008125	DANRE07128	XENTR10329
OG0008126	DANRE43381, DANRE09629	XENTR18938
OG0008127	DANRE06837, DANRE01181, DANRE01180	XENTR04380
OG0008136	DANRE01715	XENTR02981
OG0008143	DANRE20470	XENTR06411
OG0008148	DANRE11343	XENTR08450
OG0008148	DANRE11985, DANRE11986, DANRE17260	XENTR04228
OG0008149	DANRE23565	XENTR18844
OG0008150	DANRE35220, DANRE19320	XENTR08628
OG0008150	DANRE28319	XENTR15728
OG0008151	DANRE00366, DANRE00365, DANRE05421, DANRE34541	XENTR04330
OG0008154	DANRE40550, DANRE40551	XENTR09703
OG0008154	DANRE03413, DANRE03414, DANRE11431, DANRE11429	XENTR10116, XENTR10117
OG0008156	DANRE04904, DANRE04906, DANRE04907, DANRE04905	XENTR08049
OG0008157	DANRE03211, DANRE03209, DANRE03210	XENTR06947
OG0008194	DANRE39488	XENTR09689
OG0008196	DANRE12924	XENTR05316
OG0008199	DANRE16267	XENTR03291
OG0008201	DANRE36656	XENTR02829
OG0008202	DANRE00001	XENTR09753
OG0008203	DANRE20578	XENTR07528
OG0008204	DANRE19232	XENTR08937
OG0008205	DANRE34114	XENTR07731
OG0008208	DANRE22091	XENTR11124
OG0008209	DANRE38195	XENTR15514
OG0008213	DANRE16175, DANRE16174, DANRE16176	XENTR12606, XENTR00651
OG0008215	DANRE00844	XENTR08813
OG0008217	DANRE35437	XENTR03890
OG0008218	DANRE03029, DANRE03030, DANRE03031	XENTR07362
OG0008220	DANRE27985	XENTR12599
OG0008222	DANRE04724, DANRE04725, DANRE05738, DANRE05739	XENTR08273
OG0008223	DANRE06940	XENTR05245
OG0008224	DANRE39132, DANRE39131	XENTR03726
OG0008225	DANRE06607	XENTR07518
OG0008227	DANRE41137, DANRE41138, DANRE41139	XENTR05711
OG0008228	DANRE22573, DANRE22572	XENTR11910
OG0008230	DANRE38056	XENTR15917
OG0008231	DANRE05034	XENTR17320
OG0008232	DANRE33295	XENTR01508
OG0008234	DANRE03864	XENTR07376
OG0008235	DANRE40508	XENTR09235
OG0008236	DANRE09853	XENTR12434
OG0008237	DANRE34955, DANRE34956, DANRE34957	XENTR06770
OG0008238	DANRE10005	XENTR11188
OG0008239	DANRE05050	XENTR07288
OG0008240	DANRE30162	XENTR11069
OG0008242	DANRE40049, DANRE40050	XENTR17426
OG0008243	DANRE05481	XENTR09391
OG0008244	DANRE24754	XENTR01796, XENTR01795
OG0008246	DANRE23325	XENTR05230
OG0008247	DANRE16623	XENTR08654, XENTR08656, XENTR08655
OG0008249	DANRE29808	XENTR17513
OG0008250	DANRE01830	XENTR08113
OG0008251	DANRE00160	XENTR00537
OG0008252	DANRE14625	XENTR00568
OG0008254	DANRE13562	XENTR18327
OG0008256	DANRE18101, DANRE18100	XENTR12140
OG0008257	DANRE27092, DANRE24473	XENTR13641
OG0008258	DANRE21931	XENTR15402
OG0008259	DANRE11647, DANRE11646	XENTR12735
OG0008262	DANRE40610	XENTR06791
OG0008263	DANRE06277	XENTR14542
OG0008264	DANRE19001	XENTR00573
OG0008265	DANRE22829	XENTR14446
OG0008266	DANRE37136	XENTR06901
OG0008267	DANRE31631	XENTR01352
OG0008268	DANRE00378	XENTR15406
OG0008269	DANRE42531	XENTR17860
OG0008271	DANRE21764	XENTR04352
OG0008272	DANRE11348, DANRE11349	XENTR09866
OG0008273	DANRE34879	XENTR17915
OG0008275	DANRE10033	XENTR05891
OG0008277	DANRE38260, DANRE38259	XENTR17427
OG0008278	DANRE33588, DANRE33589, DANRE33590	XENTR10940
OG0008280	DANRE07625	XENTR17743
OG0008281	DANRE06733	XENTR11627
OG0008283	DANRE33504, DANRE33505	XENTR08251
OG0008284	DANRE10929	XENTR03848
OG0008284	DANRE07860	XENTR02074
OG0008285	DANRE12523	XENTR05957
OG0008286	DANRE23611	XENTR02486
OG0008289	DANRE34245, DANRE34246	XENTR06153
OG0008291	DANRE29335	XENTR09122
OG0008292	DANRE38343	XENTR05323
OG0008293	DANRE25619	XENTR13222
OG0008294	DANRE06188	XENTR18970
OG0008295	DANRE16713, DANRE16712	XENTR00184
OG0008297	DANRE35409, DANRE35410	XENTR04554
OG0008298	DANRE41286	XENTR14480
OG0008300	DANRE15842	XENTR07452
OG0008301	DANRE05945	XENTR14215
OG0008304	DANRE42146	XENTR06190
OG0008305	DANRE42094	XENTR08211
OG0008306	DANRE13764, DANRE13763	XENTR18942, XENTR14197
OG0008307	DANRE30680	XENTR18959
OG0008309	DANRE21775, DANRE21776	XENTR01300
OG0008312	DANRE29069	XENTR06572
OG0008315	DANRE29533, DANRE29532	XENTR14695
OG0008318	DANRE11606	XENTR02401
OG0008319	DANRE22912	XENTR16661
OG0008320	DANRE20218, DANRE43277, DANRE20217	XENTR13174
OG0008323	DANRE16787, DANRE16786	XENTR04337
OG0008324	DANRE01115	XENTR04032
OG0008325	DANRE26133	XENTR05952
OG0008328	DANRE39274	XENTR12166
OG0008331	DANRE11899, DANRE11900	XENTR05539
OG0008333	DANRE08930, DANRE08929	XENTR06251
OG0008334	DANRE41256, DANRE41255	XENTR16763
OG0008336	DANRE25716	XENTR02376
OG0008337	DANRE42264	XENTR13556
OG0008338	DANRE01716	XENTR02980
OG0008338	DANRE23279, DANRE23280	XENTR07472
OG0008339	DANRE18405, DANRE18404, DANRE18403	XENTR09613
OG0008340	DANRE12777, DANRE12776	XENTR10709
OG0008341	DANRE11036	XENTR09053
OG0008342	DANRE12654	XENTR07758
OG0008342	DANRE10363, DANRE10362	XENTR00242
OG0008343	DANRE14708	XENTR08200
OG0008345	DANRE38973	XENTR01459
OG0008346	DANRE11370	XENTR11364
OG0008347	DANRE29708	XENTR06930
OG0008349	DANRE33780	XENTR05258
OG0008350	DANRE30027	XENTR17287
OG0008351	DANRE34946, DANRE34944	XENTR13343
OG0008352	DANRE00522, DANRE00521	XENTR00548
OG0008353	DANRE25854, DANRE25853	XENTR16294
OG0008354	DANRE23706, DANRE23705, DANRE23704	XENTR16532
OG0008355	DANRE04472	XENTR00614
OG0008357	DANRE12718, DANRE12719	XENTR11247
OG0008358	DANRE12537	XENTR18534
OG0008359	DANRE36931	XENTR03009
OG0008360	DANRE15139, DANRE15138	XENTR17756
OG0008361	DANRE09045, DANRE14230	XENTR12088
OG0008363	DANRE19998	XENTR12798
OG0008364	DANRE16372, DANRE16371	XENTR11314
OG0008365	DANRE15403, DANRE42161	XENTR02735
OG0008367	DANRE05372, DANRE04344	XENTR08139
OG0008368	DANRE15383	XENTR01067
OG0008371	DANRE04306	XENTR00300
OG0008374	DANRE31187, DANRE31186	XENTR02364
OG0008376	DANRE35274, DANRE35275, DANRE24291	XENTR13904
OG0008377	DANRE42123	XENTR10390
OG0008378	DANRE15372, DANRE15373, DANRE15374	XENTR09428
OG0008379	DANRE01808	XENTR05029
OG0008380	DANRE17412	XENTR00197
OG0008382	DANRE38269, DANRE38270	XENTR13570
OG0008383	DANRE41070	XENTR10091
OG0008384	DANRE09003, DANRE09002, DANRE09004	XENTR07626
OG0008386	DANRE03808	XENTR13717
OG0008387	DANRE35613	XENTR06213
OG0008388	DANRE18843, DANRE18842, DANRE18844	XENTR16568
OG0008391	DANRE01919, DANRE01921, DANRE01920	XENTR00428
OG0008392	DANRE04087, DANRE30010	XENTR00129
OG0008394	DANRE22106, DANRE22105	XENTR08381
OG0008395	DANRE09558, DANRE09557	XENTR03353
OG0008396	DANRE25934	XENTR07759
OG0008399	DANRE19508, DANRE19509	XENTR00533
OG0008400	DANRE02590, DANRE02589	XENTR14794
OG0008401	DANRE02750	XENTR01244
OG0008403	DANRE10132	XENTR12767
OG0008404	DANRE19259	XENTR06168
OG0008406	DANRE40069, DANRE40070	XENTR00299
OG0008410	DANRE23915	XENTR02915
OG0008412	DANRE13905	XENTR12300
OG0008414	DANRE09923, DANRE09924	XENTR09684
OG0008415	DANRE17838	XENTR05488
OG0008416	DANRE05682	XENTR12955
OG0008418	DANRE24591	XENTR12382
OG0008419	DANRE04782	XENTR01646
OG0008421	DANRE40091	XENTR13250
OG0008422	DANRE38131	XENTR09498
OG0008424	DANRE34570	XENTR15296, XENTR15295
OG0008425	DANRE09741, DANRE09740	XENTR01396
OG0008426	DANRE02892, DANRE02893	XENTR13473
OG0008427	DANRE18195	XENTR09397
OG0008432	DANRE42164	XENTR14433
OG0008437	DANRE39110	XENTR04479
OG0008443	DANRE17447	XENTR00168
OG0008444	DANRE07067, DANRE07068, DANRE07066	XENTR12799
OG0008448	DANRE11510, DANRE11508, DANRE11509	XENTR02405
OG0008453	DANRE30591	XENTR16648
OG0008457	DANRE11784, DANRE11783	XENTR12984
OG0008459	DANRE40409, DANRE40408	XENTR02557
OG0008459	DANRE22107, DANRE22108, DANRE22800	XENTR02346
OG0008460	DANRE02916, DANRE36481	XENTR01208, XENTR09150, XENTR01209
OG0008461	DANRE19785, DANRE19784, DANRE19777, DANRE19780, DANRE19781, DANRE19778, DANRE19779, DANRE19782, DANRE19783, DANRE19786, DANRE27785, DANRE34983, DANRE34142	XENTR02653
OG0008462	DANRE24986	XENTR02662
OG0008463	DANRE18848	XENTR09082, XENTR09083
OG0008463	DANRE11909	XENTR09081
OG0008463	DANRE37813, DANRE19943, DANRE19942	XENTR12788, XENTR12789
OG0008464	DANRE08029, DANRE08028, DANRE00978, DANRE14063, DANRE14064, DANRE10515	XENTR11058
OG0008465	DANRE39554	XENTR05818
OG0008465	DANRE12900, DANRE12899, DANRE38358, DANRE38357	XENTR01445
OG0008466	DANRE18950, DANRE18951, DANRE18948, DANRE18949, DANRE18947, DANRE18952, DANRE42513, DANRE35718	XENTR13553, XENTR13554, XENTR09735, XENTR09736
OG0008468	DANRE22771, DANRE22770, DANRE22769	XENTR06374
OG0008469	DANRE30825, DANRE38047, DANRE38046, DANRE30604, DANRE30605, DANRE30603, DANRE30821, DANRE30820, DANRE43036	XENTR03754
OG0008470	DANRE34449, DANRE07568, DANRE07569	XENTR13491
OG0008470	DANRE00983, DANRE00984	XENTR13692
OG0008471	DANRE13955	XENTR14881
OG0008472	DANRE00318, DANRE00319, DANRE00313, DANRE00312, DANRE00314, DANRE00310, DANRE00311, DANRE00317, DANRE00315, DANRE00316	XENTR05438, XENTR05439, XENTR05437
OG0008507	DANRE39040, DANRE39039	XENTR01430, XENTR01429
OG0008509	DANRE22991	XENTR18633
OG0008514	DANRE16268, DANRE16269	XENTR03290
OG0008516	DANRE10694	XENTR02387
OG0008522	DANRE19243	XENTR15051
OG0008526	DANRE34698	XENTR00080
OG0008527	DANRE18594, DANRE10776	XENTR09697
OG0008528	DANRE13105	XENTR03107
OG0008529	DANRE08618	XENTR02098
OG0008530	DANRE06780, DANRE06781	XENTR04917
OG0008531	DANRE12269	XENTR00247
OG0008532	DANRE02784, DANRE02783	XENTR09247
OG0008533	DANRE18543, DANRE18542	XENTR01211
OG0008534	DANRE25231	XENTR17291, XENTR17292
OG0008536	DANRE29560	XENTR12616, XENTR06872, XENTR15937
OG0008538	DANRE20514	XENTR18860
OG0008539	DANRE25406	XENTR00471
OG0008542	DANRE21467	XENTR15730
OG0008544	DANRE39597	XENTR06640
OG0008546	DANRE14151	XENTR07676
OG0008550	DANRE36778	XENTR08428
OG0008551	DANRE00943	XENTR09711
OG0008554	DANRE38277	XENTR00467
OG0008554	DANRE24105, DANRE24106	XENTR06581, XENTR13244
OG0008555	DANRE04481	XENTR05744
OG0008556	DANRE10853, DANRE18326	XENTR15403
OG0008557	DANRE37865	XENTR04600
OG0008558	DANRE25066, DANRE25067	XENTR10140
OG0008561	DANRE20325, DANRE07921	XENTR04937
OG0008562	DANRE17268	XENTR11390
OG0008563	DANRE40836	XENTR01203
OG0008564	DANRE02471, DANRE02472	XENTR17125
OG0008566	DANRE38077	XENTR08865
OG0008567	DANRE04605, DANRE04606	XENTR00194
OG0008571	DANRE12509	XENTR05962
OG0008572	DANRE00022	XENTR11873
OG0008573	DANRE19385	XENTR14331
OG0008576	DANRE05957	XENTR09218
OG0008577	DANRE03648	XENTR10407
OG0008578	DANRE37031, DANRE37030	XENTR01712
OG0008579	DANRE15081, DANRE15082	XENTR02161
OG0008582	DANRE25587, DANRE31232	XENTR00739
OG0008587	DANRE11955	XENTR06654
OG0008588	DANRE03686	XENTR07394
OG0008591	DANRE28969	XENTR01773
OG0008592	DANRE00377, DANRE00376	XENTR15407
OG0008595	DANRE17295, DANRE17294	XENTR07876
OG0008596	DANRE14530	XENTR11812
OG0008597	DANRE07096	XENTR03283
OG0008601	DANRE07138	XENTR06414
OG0008602	DANRE05943	XENTR08161
OG0008603	DANRE28372, DANRE28371	XENTR13283
OG0008604	DANRE29551	XENTR01374
OG0008606	DANRE20257	XENTR07130
OG0008607	DANRE27459, DANRE27460	XENTR04696
OG0008609	DANRE03557	XENTR00940
OG0008611	DANRE17674	XENTR09930
OG0008612	DANRE26593	XENTR03918, XENTR03919
OG0008613	DANRE31245	XENTR00748
OG0008614	DANRE26105	XENTR16119
OG0008616	DANRE10334, DANRE10333, DANRE10332	XENTR12832
OG0008618	DANRE01660	XENTR18926
OG0008619	DANRE11600	XENTR08491
OG0008622	DANRE25585, DANRE25586	XENTR02858
OG0008623	DANRE35007	XENTR02601
OG0008624	DANRE43287	XENTR04822
OG0008626	DANRE28396	XENTR09686
OG0008627	DANRE20508	XENTR13790
OG0008628	DANRE35278, DANRE35279	XENTR15960
OG0008629	DANRE19769, DANRE19768	XENTR08329
OG0008630	DANRE08236	XENTR07701
OG0008631	DANRE31962	XENTR08789
OG0008632	DANRE29958	XENTR06853
OG0008633	DANRE11269	XENTR18778
OG0008634	DANRE11925, DANRE11924, DANRE10953, DANRE18320	XENTR00176
OG0008636	DANRE24944	XENTR12117
OG0008637	DANRE36329, DANRE36328	XENTR09639
OG0008638	DANRE38763, DANRE38762	XENTR06292
OG0008639	DANRE02162	XENTR10525
OG0008640	DANRE05356, DANRE05355, DANRE05354	XENTR08146
OG0008644	DANRE11817	XENTR09774
OG0008645	DANRE37027	XENTR01722
OG0008648	DANRE06620	XENTR14108
OG0008649	DANRE43143	XENTR09593
OG0008651	DANRE35010, DANRE08156	XENTR06051
OG0008653	DANRE15446	XENTR00123
OG0008654	DANRE03633	XENTR04792
OG0008655	DANRE30950	XENTR10795
OG0008656	DANRE03767	XENTR01636
OG0008658	DANRE18377	XENTR12731
OG0008660	DANRE25813	XENTR16507
OG0008661	DANRE03370	XENTR02006
OG0008662	DANRE39605	XENTR00815
OG0008665	DANRE00277	XENTR12695
OG0008668	DANRE24049, DANRE24048, DANRE26487	XENTR12424
OG0008669	DANRE26357	XENTR12612
OG0008670	DANRE07072	XENTR14404
OG0008670	DANRE42293	XENTR02325
OG0008672	DANRE34933	XENTR06769
OG0008673	DANRE17542	XENTR17073
OG0008674	DANRE15733	XENTR04911
OG0008675	DANRE11878, DANRE11879	XENTR12099
OG0008675	DANRE38115	XENTR16216
OG0008676	DANRE15892, DANRE15891	XENTR03487
OG0008677	DANRE10643	XENTR01728
OG0008678	DANRE00301, DANRE00302	XENTR00530
OG0008680	DANRE06212	XENTR07520
OG0008681	DANRE41523	XENTR02732
OG0008683	DANRE27629	XENTR00255
OG0008684	DANRE42050	XENTR17487
OG0008685	DANRE12963	XENTR10990
OG0008688	DANRE31441	XENTR10721, XENTR10720
OG0008689	DANRE43435	XENTR17820
OG0008692	DANRE27860, DANRE27859, DANRE24624	XENTR06551
OG0008692	DANRE35668, DANRE35669, DANRE42129	XENTR10012
OG0008693	DANRE35999, DANRE36000	XENTR13743
OG0008696	DANRE43031, DANRE28463, DANRE28464	XENTR03916
OG0008698	DANRE10051	XENTR11893
OG0008702	DANRE14162, DANRE09938, DANRE09939	XENTR07672
OG0008702	DANRE37117, DANRE37116	XENTR15806
OG0008704	DANRE13673	XENTR02117
OG0008705	DANRE17512, DANRE17511, DANRE28893	XENTR12231
OG0008706	DANRE37623	XENTR11233
OG0008706	DANRE14943, DANRE14942, DANRE10168	XENTR11434
OG0008707	DANRE41038, DANRE41039	XENTR04068
OG0008708	DANRE13698, DANRE10130	XENTR19283
OG0008708	DANRE11629, DANRE18769	XENTR07610, XENTR07611
OG0008710	DANRE27335	XENTR02940
OG0008711	DANRE04802	XENTR07488
OG0008714	DANRE13337, DANRE13336	XENTR16321
OG0008758	DANRE25447	XENTR11825
OG0008762	DANRE07808	XENTR02066
OG0008763	DANRE15129, DANRE18089, DANRE15128	XENTR02427
OG0008764	DANRE16853	XENTR01847
OG0008764	DANRE03704, DANRE03703	XENTR13125
OG0008765	DANRE42705	XENTR01115
OG0008770	DANRE04001	XENTR13131
OG0008771	DANRE14678, DANRE08594, DANRE08593	XENTR03183
OG0008778	DANRE38517	XENTR11252
OG0008780	DANRE18957, DANRE18953, DANRE18955, DANRE18954, DANRE18956	XENTR14575
OG0008782	DANRE10205	XENTR16876
OG0008785	DANRE40047, DANRE40048	XENTR07791
OG0008786	DANRE30978	XENTR06387
OG0008788	DANRE41461	XENTR05389
OG0008790	DANRE04440	XENTR13441
OG0008797	DANRE40748, DANRE40749	XENTR04552
OG0008798	DANRE09043, DANRE09044	XENTR12196
OG0008800	DANRE16057, DANRE16059, DANRE16058	XENTR17354
OG0008804	DANRE11733	XENTR06681
OG0008805	DANRE21729, DANRE21728	XENTR05035
OG0008810	DANRE24341	XENTR05795
OG0008816	DANRE00451	XENTR08319
OG0008820	DANRE14984	XENTR12860
OG0008821	DANRE09036	XENTR12995
OG0008823	DANRE08198	XENTR12534
OG0008826	DANRE28903	XENTR12223
OG0008827	DANRE30017	XENTR00125
OG0008828	DANRE42365, DANRE42366	XENTR10006
OG0008829	DANRE00441	XENTR02771
OG0008830	DANRE10522, DANRE21598, DANRE21599	XENTR09819
OG0008831	DANRE19423, DANRE19424	XENTR06786
OG0008832	DANRE02516	XENTR10035
OG0008835	DANRE20917	XENTR08026
OG0008837	DANRE08220, DANRE08221	XENTR09454
OG0008838	DANRE41615	XENTR02727
OG0008840	DANRE01624, DANRE01623	XENTR17338
OG0008841	DANRE28816	XENTR01013
OG0008844	DANRE27006	XENTR08180, XENTR08179
OG0008845	DANRE07162	XENTR12608
OG0008847	DANRE10944	XENTR04146
OG0008850	DANRE20420	XENTR08720
OG0008856	DANRE29191	XENTR04432
OG0008861	DANRE26272	XENTR04985
OG0008864	DANRE21016	XENTR11291
OG0008865	DANRE33969, DANRE33968, DANRE33967	XENTR05801
OG0008866	DANRE36316	XENTR02743
OG0008867	DANRE19167, DANRE39550	XENTR08303
OG0008868	DANRE04359	XENTR09129, XENTR01825
OG0008876	DANRE03533, DANRE03534	XENTR06703
OG0008878	DANRE36788, DANRE36787	XENTR05995
OG0008883	DANRE15937	XENTR14680
OG0008885	DANRE15048	XENTR05361
OG0008888	DANRE17423	XENTR16929
OG0008889	DANRE20978, DANRE20977	XENTR16790
OG0008891	DANRE17257	XENTR04230
OG0008893	DANRE12529	XENTR05960
OG0008894	DANRE03025	XENTR04142
