Orthogroup	DANRE	BRALA
OG0007117	DANRE31482	BRALA19759
OG0007118	DANRE10021, DANRE10022	BRALA23004
OG0007119	DANRE36376, DANRE36377	BRALA00190, BRALA00189
OG0007120	DANRE19755, DANRE19754	BRALA01237
OG0007121	DANRE21444	BRALA13421
OG0007122	DANRE23206	BRALA15769
OG0007123	DANRE03239, DANRE03237, DANRE03238, DANRE03240	BRALA27474
OG0007124	DANRE41957	BRALA13189, BRALA13193
OG0007125	DANRE36299, DANRE36298	BRALA29057, BRALA29058
OG0007126	DANRE17417, DANRE00882	BRALA17434, BRALA17435
OG0007127	DANRE14792, DANRE14793, DANRE14791, DANRE10353	BRALA00288
OG0007128	DANRE19019	BRALA04403
OG0007129	DANRE20067, DANRE20068, DANRE05951	BRALA27464
OG0007130	DANRE30904	BRALA15297
OG0007131	DANRE40030, DANRE40031	BRALA20793
OG0007132	DANRE15088, DANRE15087	BRALA01544
OG0007133	DANRE01479	BRALA09605
OG0007134	DANRE22130, DANRE22129	BRALA13846
OG0007135	DANRE38477	BRALA07941
OG0007136	DANRE25959	BRALA01589
OG0007137	DANRE27979	BRALA16723
OG0007138	DANRE26666, DANRE26667	BRALA10025
OG0007139	DANRE39772, DANRE39771	BRALA14595
OG0007140	DANRE27837, DANRE35428	BRALA00922
OG0007142	DANRE33554	BRALA22930
OG0007143	DANRE12075	BRALA18546
OG0007144	DANRE17418	BRALA14968
OG0007146	DANRE06482, DANRE06480, DANRE06481	BRALA14239
OG0007147	DANRE01796	BRALA14352
OG0007148	DANRE41181	BRALA20040
OG0007149	DANRE35764	BRALA26968
OG0007150	DANRE38611, DANRE38612	BRALA28102, BRALA03555
OG0007151	DANRE10301	BRALA18700
OG0007152	DANRE13979, DANRE13981, DANRE13980	BRALA26948
OG0007153	DANRE04392, DANRE04391	BRALA22622
OG0007154	DANRE05456	BRALA30790
OG0007158	DANRE14540	BRALA16495
OG0007159	DANRE39955, DANRE39956	BRALA02977
OG0007160	DANRE38832, DANRE38833, DANRE38831	BRALA26571
OG0007161	DANRE04179, DANRE04180, DANRE12817	BRALA34728, BRALA17627
OG0007163	DANRE09124	BRALA17109
OG0007164	DANRE16181	BRALA24802
OG0007165	DANRE01262, DANRE01263	BRALA25940
OG0007166	DANRE37616	BRALA26413
OG0007168	DANRE42575, DANRE42574	BRALA07437
OG0007171	DANRE05910, DANRE05911	BRALA22109
OG0007173	DANRE07590	BRALA35315
OG0007174	DANRE22362	BRALA34219
OG0007175	DANRE39288	BRALA09886
OG0007176	DANRE08683	BRALA32780
OG0007177	DANRE10701, DANRE10700, DANRE10702	BRALA22645
OG0007178	DANRE18259, DANRE18258	BRALA02696
OG0007179	DANRE23985	BRALA00366
OG0007180	DANRE21576, DANRE21577	BRALA13499
OG0007181	DANRE22763, DANRE22762	BRALA28125
OG0007182	DANRE35013	BRALA14277
OG0007183	DANRE09025, DANRE09026	BRALA00051
OG0007184	DANRE15058, DANRE15059	BRALA16251, BRALA12218
OG0007185	DANRE30304, DANRE36004, DANRE36003	BRALA34535, BRALA34427, BRALA34517
OG0007186	DANRE03876	BRALA22761
OG0007187	DANRE01702	BRALA00112
OG0007188	DANRE42159, DANRE42158	BRALA17130
OG0007189	DANRE29276, DANRE21865	BRALA23034
OG0007190	DANRE01561, DANRE01562	BRALA03952
OG0007191	DANRE40013	BRALA05241
OG0007192	DANRE42628	BRALA14056
OG0007195	DANRE33602, DANRE33603	BRALA16325, BRALA16326
OG0007198	DANRE20648	BRALA18279
OG0007199	DANRE14796, DANRE14795, DANRE14148	BRALA13738
OG0007200	DANRE04259	BRALA16225
OG0007201	DANRE21446	BRALA13129
OG0007204	DANRE36365, DANRE30170, DANRE30172, DANRE30169, DANRE30171	BRALA00866
OG0007205	DANRE30286, DANRE17682, DANRE17681, DANRE43402, DANRE43401, DANRE33365, DANRE33405, DANRE40673, DANRE40674	BRALA03054
OG0007209	DANRE34309, DANRE35451	BRALA02539
OG0007248	DANRE28303	BRALA16141
OG0007250	DANRE16084, DANRE16083, DANRE16082	BRALA13592
OG0007251	DANRE28156	BRALA15601
OG0007252	DANRE33397, DANRE33396	BRALA03894
OG0007254	DANRE17415	BRALA15786
OG0007255	DANRE14351	BRALA14805
OG0007256	DANRE35626	BRALA01128
OG0007258	DANRE19018	BRALA01613
OG0007260	DANRE38136	BRALA20373, BRALA35407
OG0007261	DANRE15986, DANRE15985, DANRE43125	BRALA01249
OG0007263	DANRE41060	BRALA29199
OG0007264	DANRE25424	BRALA12516
OG0007266	DANRE30633	BRALA09231
OG0007267	DANRE26686, DANRE26687	BRALA05179
OG0007268	DANRE42444, DANRE42443	BRALA12188
OG0007269	DANRE12063	BRALA27876
OG0007270	DANRE16191, DANRE16192	BRALA26812
OG0007271	DANRE04167, DANRE04136, DANRE04135	BRALA06361
OG0007272	DANRE22978	BRALA05677
OG0007273	DANRE29589	BRALA08923
OG0007274	DANRE01276	BRALA24356
OG0007275	DANRE31136, DANRE31135	BRALA09361
OG0007276	DANRE33385, DANRE33386	BRALA15590
OG0007277	DANRE05579, DANRE05577, DANRE05578	BRALA22637
OG0007277	DANRE05580	BRALA22636
OG0007279	DANRE20338	BRALA33921
OG0007280	DANRE26658	BRALA09494, BRALA26108
OG0007281	DANRE30501, DANRE30500	BRALA06305, BRALA06306
OG0007282	DANRE33520	BRALA19380
OG0007283	DANRE30003, DANRE15438	BRALA33333, BRALA33331, BRALA19278
OG0007284	DANRE10645, DANRE14201, DANRE02530	BRALA33311, BRALA16651
OG0007285	DANRE10034, DANRE10035	BRALA28210
OG0007286	DANRE37560	BRALA33636, BRALA21723, BRALA21724, BRALA21725
OG0007288	DANRE07196, DANRE07197	BRALA06735
OG0007289	DANRE38281, DANRE38283, DANRE38282, DANRE38284	BRALA05887
OG0007290	DANRE26147, DANRE26146	BRALA03132
OG0007291	DANRE28295, DANRE28294	BRALA21233
OG0007292	DANRE09241, DANRE09240	BRALA02935
OG0007293	DANRE14743	BRALA17074
OG0007294	DANRE24046, DANRE24044, DANRE24045	BRALA10694
OG0007295	DANRE06178, DANRE06177	BRALA03986
OG0007297	DANRE39713, DANRE39710, DANRE39712, DANRE39711	BRALA13069
OG0007299	DANRE34012, DANRE34011	BRALA28383
OG0007300	DANRE14858	BRALA14038
OG0007301	DANRE14613, DANRE14612	BRALA27287
OG0007302	DANRE36522	BRALA08130
OG0007303	DANRE21868	BRALA32134
OG0007304	DANRE23396	BRALA14327
OG0007305	DANRE34982	BRALA05988
OG0007306	DANRE01049	BRALA29356
OG0007307	DANRE04470	BRALA35494
OG0007308	DANRE09523, DANRE14313	BRALA04705
OG0007309	DANRE16826	BRALA20888
OG0007310	DANRE42767, DANRE42766	BRALA21054
OG0007312	DANRE29986, DANRE29987	BRALA10433
OG0007314	DANRE18859	BRALA24702
OG0007316	DANRE39257, DANRE39258, DANRE39255, DANRE39256	BRALA07238
OG0007317	DANRE11318	BRALA16631
OG0007319	DANRE37045, DANRE37047, DANRE37046	BRALA18245
OG0007320	DANRE37628, DANRE37627	BRALA13547
OG0007321	DANRE06820	BRALA13420
OG0007322	DANRE34262	BRALA16163
OG0007323	DANRE21933, DANRE21932	BRALA14738
OG0007325	DANRE12985	BRALA03154
OG0007326	DANRE26003	BRALA06343
OG0007329	DANRE09561, DANRE09562	BRALA02913
OG0007330	DANRE07790, DANRE07791	BRALA18712
OG0007331	DANRE31231	BRALA30460
OG0007333	DANRE22246, DANRE22247, DANRE16144	BRALA14246
OG0007334	DANRE14827	BRALA04311
OG0007335	DANRE17585	BRALA25943
OG0007336	DANRE10061	BRALA30607
OG0007337	DANRE17263, DANRE17262	BRALA18705
OG0007338	DANRE12380, DANRE12381	BRALA02099
OG0007339	DANRE23834	BRALA23677
OG0007340	DANRE13852, DANRE13850, DANRE13851	BRALA02660
OG0007341	DANRE04473	BRALA10192
OG0007343	DANRE21557, DANRE28341	BRALA17838
OG0007344	DANRE05827, DANRE05828	BRALA24424
OG0007345	DANRE15610, DANRE15612, DANRE15613, DANRE15611	BRALA25248
OG0007347	DANRE36745	BRALA07020
OG0007348	DANRE16194	BRALA05809
OG0007349	DANRE39606	BRALA14778
OG0007351	DANRE14677, DANRE14676, DANRE14675, DANRE08595	BRALA00217
OG0007352	DANRE16773	BRALA35566
OG0007353	DANRE38574, DANRE26140	BRALA19998
OG0007354	DANRE24128	BRALA00412
OG0007355	DANRE13636	BRALA02332
OG0007356	DANRE36634	BRALA25647
OG0007357	DANRE38560	BRALA17388
OG0007358	DANRE43184	BRALA08494
OG0007359	DANRE23813, DANRE23812, DANRE26870, DANRE26868	BRALA12442
OG0007360	DANRE27456	BRALA10063
OG0007361	DANRE14944	BRALA13539
OG0007363	DANRE16032	BRALA08293
OG0007364	DANRE29303	BRALA08059
OG0007365	DANRE36420	BRALA05325
OG0007366	DANRE21573, DANRE21572	BRALA31025
OG0007367	DANRE27165	BRALA00971
OG0007368	DANRE13338	BRALA07746
OG0007369	DANRE42613, DANRE42614	BRALA09020
OG0007370	DANRE08197	BRALA14953
OG0007371	DANRE16865	BRALA11443
OG0007372	DANRE34402, DANRE34400, DANRE34401	BRALA20327
OG0007373	DANRE18640	BRALA16176
OG0007374	DANRE00280	BRALA18990
OG0007376	DANRE39201	BRALA21288
OG0007377	DANRE18290, DANRE18289	BRALA03029
OG0007378	DANRE00748	BRALA13639
OG0007379	DANRE17790, DANRE17791	BRALA24434
OG0007380	DANRE20920, DANRE20919	BRALA28437
OG0007381	DANRE28840	BRALA13126
OG0007382	DANRE15296	BRALA16494
OG0007384	DANRE18642, DANRE18643	BRALA03269
OG0007385	DANRE13349	BRALA25387
OG0007386	DANRE18467	BRALA15131
OG0007387	DANRE34966	BRALA24094
OG0007388	DANRE38076, DANRE38075	BRALA05214
OG0007389	DANRE19186, DANRE19187, DANRE19185	BRALA20644
OG0007390	DANRE30054	BRALA11138
OG0007391	DANRE35086	BRALA28883
OG0007392	DANRE04860, DANRE04858, DANRE04859	BRALA00840
OG0007393	DANRE12093	BRALA13386
OG0007394	DANRE07734, DANRE07733	BRALA12036
OG0007395	DANRE04069	BRALA06410
OG0007396	DANRE38842, DANRE38841, DANRE38843	BRALA03114
OG0007397	DANRE38807, DANRE38808	BRALA01278
OG0007399	DANRE39639, DANRE39640	BRALA14407
OG0007400	DANRE24512	BRALA06164
OG0007401	DANRE34136	BRALA12586
OG0007401	DANRE07139	BRALA22765
OG0007402	DANRE24730	BRALA19511
OG0007403	DANRE06465	BRALA16422
OG0007405	DANRE12349	BRALA33876
OG0007406	DANRE01446	BRALA15019
OG0007407	DANRE04761	BRALA06603
OG0007408	DANRE10196	BRALA16019
OG0007409	DANRE10224, DANRE10225	BRALA16018
OG0007410	DANRE28511, DANRE30430, DANRE03053	BRALA25283
OG0007411	DANRE39541	BRALA07828
OG0007412	DANRE42558	BRALA24506
OG0007413	DANRE10248	BRALA14117
OG0007414	DANRE36351	BRALA00794
OG0007415	DANRE29208	BRALA11329
OG0007416	DANRE07209, DANRE07210	BRALA22926
OG0007417	DANRE35348, DANRE35349	BRALA28685
OG0007418	DANRE08205, DANRE08204	BRALA07233
OG0007419	DANRE29996	BRALA32702
OG0007420	DANRE22876	BRALA05649
OG0007422	DANRE11021, DANRE11020	BRALA31055
OG0007423	DANRE15453, DANRE29404	BRALA06360
OG0007424	DANRE24729, DANRE24728	BRALA19512
OG0007425	DANRE12333	BRALA18724
OG0007427	DANRE11179, DANRE11178	BRALA13862
OG0007428	DANRE24212	BRALA14474
OG0007429	DANRE31428, DANRE31429	BRALA17344
OG0007430	DANRE00002, DANRE00003	BRALA18805
OG0007431	DANRE10354	BRALA00289
OG0007432	DANRE13294	BRALA05560
OG0007433	DANRE37715, DANRE37716	BRALA02285
OG0007436	DANRE41656, DANRE41655	BRALA04652
OG0007437	DANRE04900, DANRE07235	BRALA11467
OG0007438	DANRE24144	BRALA35881, BRALA35657, BRALA35687, BRALA29625
OG0007440	DANRE02292, DANRE02291	BRALA15364
OG0007441	DANRE24681	BRALA25793
OG0007442	DANRE26604, DANRE26605, DANRE26603	BRALA00948
OG0007443	DANRE00331	BRALA28425
OG0007444	DANRE38408, DANRE38407, DANRE41111	BRALA08462
OG0007445	DANRE24240	BRALA34871
OG0007446	DANRE39669, DANRE39668	BRALA24916
OG0007448	DANRE38975	BRALA01881
OG0007449	DANRE23310, DANRE23308, DANRE23309	BRALA03186
OG0007450	DANRE05621, DANRE05622	BRALA35694, BRALA30877
OG0007451	DANRE24091	BRALA19075
OG0007452	DANRE18998	BRALA30585
OG0007453	DANRE30091, DANRE30092	BRALA02538
OG0007454	DANRE42564, DANRE42563	BRALA11674, BRALA11657
OG0007455	DANRE24416	BRALA23733
OG0007456	DANRE35403	BRALA10347
OG0007457	DANRE25169	BRALA01396
OG0007458	DANRE15779	BRALA00936
OG0007459	DANRE11769	BRALA25784
OG0007460	DANRE11272	BRALA31050
OG0007461	DANRE11529, DANRE11530	BRALA26165, BRALA26166
OG0007462	DANRE21378	BRALA04774
OG0007463	DANRE30867	BRALA34987
OG0007465	DANRE07967, DANRE07968	BRALA29322
OG0007466	DANRE38355, DANRE38356	BRALA04313
OG0007467	DANRE23717, DANRE23718, DANRE23716, DANRE23710	BRALA26104, BRALA09490
OG0007468	DANRE16250, DANRE16251	BRALA29159
OG0007470	DANRE35526, DANRE35524, DANRE35525	BRALA00749
OG0007471	DANRE37864	BRALA03355
OG0007472	DANRE00512	BRALA15060
OG0007473	DANRE02983	BRALA14480
OG0007474	DANRE08159	BRALA13792
OG0007475	DANRE24743, DANRE24744	BRALA07629
OG0007476	DANRE29800, DANRE29801	BRALA05145
OG0007477	DANRE29475	BRALA20995
OG0007478	DANRE33485	BRALA07242
OG0007479	DANRE15593, DANRE15594	BRALA23042
OG0007480	DANRE05240, DANRE05239, DANRE05238	BRALA27468
OG0007481	DANRE33331, DANRE33330	BRALA28931
OG0007482	DANRE13898	BRALA05483
OG0007483	DANRE22340	BRALA14638
OG0007484	DANRE08931	BRALA34970, BRALA25018
OG0007485	DANRE11067	BRALA17403
OG0007487	DANRE08241, DANRE08242	BRALA12117
OG0007488	DANRE36992	BRALA07730
OG0007489	DANRE11003	BRALA29818
OG0007490	DANRE36909, DANRE36908	BRALA09759
OG0007491	DANRE29088	BRALA27933
OG0007492	DANRE30846	BRALA34455
OG0007493	DANRE06586, DANRE06508, DANRE06507	BRALA18995, BRALA33487, BRALA33486
OG0007494	DANRE29007	BRALA27579
OG0007495	DANRE35662	BRALA07064
OG0007496	DANRE02885	BRALA04764
OG0007497	DANRE35601, DANRE42448	BRALA11633
OG0007498	DANRE09394	BRALA18534
OG0007499	DANRE19954	BRALA22115
OG0007500	DANRE16100, DANRE41707	BRALA11287
OG0007501	DANRE31037	BRALA02351
OG0007503	DANRE04343	BRALA05826
OG0007504	DANRE15442	BRALA06373
OG0007506	DANRE04411, DANRE43326	BRALA21570
OG0007507	DANRE10948, DANRE10947	BRALA10832
OG0007509	DANRE33335	BRALA01191
OG0007510	DANRE05836	BRALA26388
OG0007513	DANRE31001, DANRE31000	BRALA26098
OG0007515	DANRE30056	BRALA19434
OG0007516	DANRE31183, DANRE41298	BRALA09263
OG0007517	DANRE25778, DANRE25779, DANRE25777	BRALA23390
OG0007518	DANRE31580	BRALA11045
OG0007519	DANRE13007	BRALA16478
OG0007520	DANRE00088, DANRE00090, DANRE00089, DANRE00087	BRALA00804
OG0007521	DANRE05735, DANRE05734, DANRE16880, DANRE16879	BRALA26589, BRALA15415, BRALA15417
OG0007522	DANRE11801	BRALA23421
OG0007523	DANRE20696, DANRE34478, DANRE32185, DANRE26266, DANRE26264, DANRE26270, DANRE32149	BRALA15253, BRALA11581
OG0007524	DANRE06877, DANRE06876	BRALA12115
OG0007525	DANRE21489	BRALA00802
OG0007527	DANRE27156	BRALA03350
OG0007528	DANRE26651	BRALA02975
OG0007529	DANRE04034, DANRE04035	BRALA16768
OG0007531	DANRE19264	BRALA17602
OG0007533	DANRE16508, DANRE37545	BRALA21270
OG0007540	DANRE24597, DANRE24596, DANRE36808, DANRE42695, DANRE42696	BRALA34575
OG0007541	DANRE17621, DANRE17622, DANRE17624	BRALA24666, BRALA31281
OG0007543	DANRE35162	BRALA17372, BRALA17373, BRALA03035
OG0007546	DANRE16541	BRALA06575
OG0007548	DANRE12233, DANRE12232	BRALA29916
OG0007550	DANRE39366, DANRE26260, DANRE39364, DANRE39365	BRALA12482
OG0007551	DANRE42253, DANRE42255, DANRE42254, DANRE42256, DANRE06869, DANRE06872, DANRE06871, DANRE06870, DANRE06873	BRALA16228
OG0007553	DANRE31331	BRALA12789, BRALA26526, BRALA26523, BRALA26525, BRALA21226, BRALA21230, BRALA26363, BRALA21223, BRALA30307, BRALA10280
OG0007582	DANRE16130, DANRE16129	BRALA17102
OG0007583	DANRE22119, DANRE22120	BRALA23625
OG0007584	DANRE29844	BRALA25296
OG0007586	DANRE41141, DANRE41142	BRALA09264
OG0007588	DANRE31329	BRALA22913
OG0007589	DANRE15653	BRALA11876
OG0007591	DANRE28953	BRALA06678
OG0007592	DANRE41713, DANRE41714, DANRE35664, DANRE35663	BRALA11294
OG0007593	DANRE41033, DANRE41035, DANRE41034, DANRE41032	BRALA12415
OG0007594	DANRE33947	BRALA01388
OG0007595	DANRE25584	BRALA03796
OG0007596	DANRE37090	BRALA00378
OG0007597	DANRE41110, DANRE41109	BRALA14989
OG0007598	DANRE15966	BRALA33645, BRALA16967
OG0007601	DANRE30199, DANRE30198	BRALA06275
OG0007602	DANRE17332	BRALA01092
OG0007603	DANRE12686	BRALA03223
OG0007604	DANRE12964	BRALA03083
OG0007605	DANRE05829	BRALA22620
OG0007606	DANRE04412, DANRE04413	BRALA22619
OG0007607	DANRE41103	BRALA18781
OG0007608	DANRE08975, DANRE08974, DANRE14619	BRALA17891, BRALA01779
OG0007609	DANRE39845	BRALA13610
OG0007610	DANRE15863	BRALA10955
OG0007611	DANRE11952, DANRE11954, DANRE11953	BRALA10782, BRALA10908
OG0007612	DANRE25890, DANRE25889	BRALA02328
OG0007613	DANRE21468	BRALA26105, BRALA09491
OG0007614	DANRE13006	BRALA19107
OG0007615	DANRE34001	BRALA18987
OG0007616	DANRE09001	BRALA21884
OG0007617	DANRE39217, DANRE39216	BRALA14633
OG0007619	DANRE36323	BRALA15804
OG0007621	DANRE40211	BRALA05330
OG0007622	DANRE36978, DANRE01804	BRALA12768
OG0007624	DANRE10072, DANRE10071	BRALA09011
OG0007626	DANRE06752	BRALA05808
OG0007628	DANRE23638, DANRE23637	BRALA22740
OG0007629	DANRE00353	BRALA14609
OG0007630	DANRE00946, DANRE00945	BRALA05804
OG0007631	DANRE17269, DANRE41541	BRALA34085
OG0007632	DANRE11577, DANRE04527, DANRE04526	BRALA28977
OG0007634	DANRE04843	BRALA03596
OG0007635	DANRE22334	BRALA03646
OG0007637	DANRE05443	BRALA13282
OG0007638	DANRE09456	BRALA15707
OG0007639	DANRE04331	BRALA03855
OG0007640	DANRE28291, DANRE28290, DANRE01829	BRALA13545
OG0007642	DANRE24589, DANRE24590	BRALA00230
OG0007643	DANRE35807, DANRE35806	BRALA21368
OG0007645	DANRE35773	BRALA24158
OG0007646	DANRE42483	BRALA28662
OG0007647	DANRE39426	BRALA07390
OG0007648	DANRE33753	BRALA16886
OG0007649	DANRE24527, DANRE24526	BRALA25057
OG0007650	DANRE24724, DANRE24717	BRALA08919
OG0007652	DANRE40621, DANRE33376	BRALA02699
OG0007653	DANRE16807	BRALA01387
OG0007655	DANRE25995, DANRE28273, DANRE21755	BRALA08398, BRALA08376
OG0007657	DANRE38249	BRALA02507
OG0007658	DANRE06949, DANRE06948	BRALA19665
OG0007659	DANRE20397	BRALA00241
OG0007660	DANRE26242, DANRE26241	BRALA24102
OG0007662	DANRE01198	BRALA33820
OG0007663	DANRE41864	BRALA23722
OG0007664	DANRE25031, DANRE43355	BRALA16373
OG0007665	DANRE01416, DANRE01414, DANRE43222, DANRE01415, DANRE01417	BRALA09676
OG0007666	DANRE28753, DANRE43046	BRALA33167
OG0007667	DANRE19703	BRALA11935
OG0007669	DANRE25051	BRALA15303
OG0007670	DANRE05713, DANRE05712	BRALA27732
OG0007671	DANRE42117, DANRE10499, DANRE10501, DANRE10500	BRALA11310
OG0007672	DANRE42449, DANRE42450, DANRE42451	BRALA19316
OG0007675	DANRE03549	BRALA16652
OG0007676	DANRE41267	BRALA24716
OG0007677	DANRE00397	BRALA27552
OG0007679	DANRE06163	BRALA16387
OG0007680	DANRE35766	BRALA00113
OG0007681	DANRE37636, DANRE37638, DANRE37637	BRALA14645
OG0007684	DANRE19672, DANRE19671, DANRE19673	BRALA03746
OG0007685	DANRE04773	BRALA23469
OG0007686	DANRE39133	BRALA03570
OG0007687	DANRE28499	BRALA27367
OG0007689	DANRE33672	BRALA07296
OG0007690	DANRE40980, DANRE40981	BRALA07457
OG0007691	DANRE07949	BRALA07253
OG0007692	DANRE01628, DANRE01629, DANRE01627	BRALA06346
OG0007694	DANRE09163	BRALA20549
OG0007695	DANRE15123, DANRE15095, DANRE15096	BRALA26267
OG0007696	DANRE30938, DANRE25694	BRALA35435
OG0007697	DANRE19573	BRALA26633
OG0007698	DANRE19150	BRALA16601
OG0007701	DANRE33601	BRALA24156
OG0007702	DANRE33057	BRALA23855
OG0007703	DANRE39178	BRALA06713
OG0007704	DANRE42203, DANRE42204	BRALA04558
OG0007705	DANRE04338	BRALA25250
OG0007706	DANRE29546, DANRE29547	BRALA13007
OG0007707	DANRE26456, DANRE08897, DANRE37976	BRALA07684
OG0007708	DANRE41337	BRALA21010
OG0007709	DANRE00175, DANRE10180	BRALA04067
OG0007711	DANRE18140	BRALA30419
OG0007712	DANRE03501	BRALA21710
OG0007713	DANRE39528, DANRE39529	BRALA14454
OG0007714	DANRE06420, DANRE06419	BRALA19211
OG0007715	DANRE34222, DANRE34223	BRALA24223
OG0007716	DANRE24766, DANRE24767	BRALA18986
OG0007717	DANRE03335, DANRE03333, DANRE03336, DANRE03334, DANRE03332	BRALA00050
OG0007718	DANRE24155	BRALA07350
OG0007719	DANRE26903	BRALA15824
OG0007721	DANRE05192, DANRE05193	BRALA22357
OG0007722	DANRE02829	BRALA21943
OG0007723	DANRE15072, DANRE15073	BRALA06924
OG0007724	DANRE38732, DANRE38734	BRALA10331, BRALA24088, BRALA10326, BRALA10324, BRALA35284, BRALA10325
OG0007725	DANRE19211	BRALA28869
OG0007726	DANRE12762, DANRE12761, DANRE12760	BRALA08687
OG0007727	DANRE09851, DANRE09852	BRALA21003
OG0007729	DANRE25403	BRALA03408
OG0007730	DANRE24583	BRALA03106
OG0007732	DANRE20060, DANRE20061	BRALA11518
OG0007733	DANRE40356	BRALA10960
OG0007734	DANRE33248, DANRE40144	BRALA05301
OG0007736	DANRE08414, DANRE08413	BRALA27663
OG0007738	DANRE15281	BRALA13436, BRALA29831
OG0007739	DANRE22859	BRALA18839
OG0007740	DANRE34978	BRALA01795
OG0007741	DANRE11637, DANRE11636, DANRE06285, DANRE06284	BRALA28913
OG0007743	DANRE23141	BRALA11275
OG0007744	DANRE30723	BRALA05195
OG0007745	DANRE25726	BRALA16524
OG0007746	DANRE18835	BRALA31450
OG0007748	DANRE16835, DANRE16834, DANRE05160	BRALA31000, BRALA29527
OG0007749	DANRE25829	BRALA18940
OG0007750	DANRE16845	BRALA01225
OG0007751	DANRE37539	BRALA33971
OG0007752	DANRE33832	BRALA16189
OG0007753	DANRE33431, DANRE33430	BRALA23820
OG0007754	DANRE07572	BRALA01279
OG0007755	DANRE25512, DANRE02769	BRALA22886
OG0007756	DANRE05776	BRALA15251
OG0007757	DANRE36374, DANRE36373	BRALA05183
OG0007758	DANRE39766, DANRE39765	BRALA28225
OG0007759	DANRE36189	BRALA10072
OG0007760	DANRE22468	BRALA03356
OG0007761	DANRE01779, DANRE23485	BRALA05585
OG0007762	DANRE00030	BRALA28379, BRALA10332, BRALA20693, BRALA11717
OG0007763	DANRE23619, DANRE23618	BRALA05304
OG0007766	DANRE03643	BRALA25273
OG0007767	DANRE26292	BRALA19625
OG0007768	DANRE35286	BRALA19624
OG0007769	DANRE24756	BRALA10426
OG0007770	DANRE33815, DANRE33814	BRALA26856
OG0007771	DANRE37851	BRALA17154
OG0007772	DANRE35600	BRALA14256
OG0007774	DANRE41452	BRALA09169, BRALA09172
OG0007775	DANRE01021	BRALA29374
OG0007776	DANRE19172	BRALA01389
OG0007779	DANRE35838	BRALA18122
OG0007780	DANRE17571, DANRE17572	BRALA29571
OG0007782	DANRE29657, DANRE29656	BRALA03653
OG0007783	DANRE29889, DANRE29890	BRALA06375
OG0007784	DANRE24714	BRALA31814, BRALA33762
OG0007785	DANRE30996	BRALA20355
OG0007786	DANRE16722	BRALA26160
OG0007787	DANRE39944	BRALA12709
OG0007788	DANRE03890, DANRE03889	BRALA19369
OG0007789	DANRE03223, DANRE03224	BRALA27109
OG0007790	DANRE15507, DANRE15506	BRALA09357
OG0007791	DANRE02817, DANRE02815, DANRE02816, DANRE02818	BRALA05718
OG0007793	DANRE36342, DANRE36341	BRALA05293
OG0007794	DANRE33634, DANRE33633	BRALA27571
OG0007795	DANRE27405, DANRE27404, DANRE27406	BRALA20173
OG0007796	DANRE10639, DANRE10640	BRALA09475
OG0007797	DANRE03146	BRALA27108
OG0007798	DANRE15789	BRALA28212
OG0007799	DANRE09846, DANRE09847	BRALA00336
OG0007800	DANRE07803	BRALA18715
OG0007801	DANRE30539	BRALA18634
OG0007802	DANRE09355, DANRE09354	BRALA13990
OG0007803	DANRE16825	BRALA12041
OG0007804	DANRE04614	BRALA17552
OG0007806	DANRE14422, DANRE10197, DANRE36907, DANRE36906	BRALA01784
OG0007807	DANRE03231, DANRE03232	BRALA11441
OG0007808	DANRE36716	BRALA15358
OG0007809	DANRE43187	BRALA02166
OG0007810	DANRE02679	BRALA25717
OG0007811	DANRE22151	BRALA27274
OG0007812	DANRE23799, DANRE26904	BRALA10744
OG0007813	DANRE09038	BRALA13378
OG0007814	DANRE04379	BRALA21286
OG0007816	DANRE41106	BRALA08675
OG0007817	DANRE18041, DANRE18040	BRALA13360, BRALA16623
OG0007818	DANRE24277, DANRE24276	BRALA15899
OG0007820	DANRE34636, DANRE34637	BRALA30054
OG0007823	DANRE03242, DANRE03241	BRALA17117
OG0007825	DANRE21307	BRALA04064
OG0007826	DANRE01436	BRALA33633
OG0007827	DANRE03768	BRALA26239
OG0007830	DANRE12914, DANRE12915	BRALA07914
OG0007831	DANRE06160, DANRE06161, DANRE06159	BRALA34154
OG0007832	DANRE05608, DANRE05607	BRALA02310, BRALA10819
OG0007833	DANRE40826	BRALA14984
OG0007834	DANRE06456	BRALA31696
OG0007836	DANRE06757	BRALA00326
OG0007837	DANRE16053	BRALA32021
OG0007838	DANRE39665, DANRE39666, DANRE39664, DANRE39663	BRALA12878
OG0007839	DANRE30015, DANRE15449	BRALA24461
OG0007841	DANRE03297, DANRE11199	BRALA03622
OG0007842	DANRE26364, DANRE26363	BRALA23992
OG0007843	DANRE20583	BRALA11887
OG0007845	DANRE22109, DANRE22110	BRALA22766, BRALA19874
OG0007847	DANRE40577	BRALA10639
OG0007848	DANRE04583	BRALA12256
OG0007849	DANRE12087	BRALA31006
OG0007851	DANRE38882, DANRE38883	BRALA22411
OG0007852	DANRE01671	BRALA22715
OG0007854	DANRE10752, DANRE10753, DANRE10751	BRALA24517
OG0007858	DANRE40953	BRALA11551
OG0007859	DANRE42777	BRALA14553
OG0007860	DANRE02681, DANRE02680, DANRE36712, DANRE40413, DANRE40412	BRALA24576, BRALA16292
OG0007862	DANRE26361, DANRE26362, DANRE29931	BRALA07059
OG0007866	DANRE04141	BRALA13127
