Orthogroup	DANRE	DROME
OG0006074	DANRE17468, DANRE17467	DROME19848
OG0006077	DANRE41419, DANRE41418	DROME09385
OG0006078	DANRE35152, DANRE35153, DANRE13907, DANRE13908	DROME02001
OG0006079	DANRE25248, DANRE25247	DROME02616
OG0006081	DANRE31421	DROME14279
OG0006085	DANRE25506, DANRE25507, DANRE00323	DROME12364
OG0006087	DANRE37182, DANRE43283, DANRE37181	DROME12774
OG0006090	DANRE04442	DROME09888, DROME09890, DROME09891, DROME09889
OG0006094	DANRE07517, DANRE07516	DROME09863, DROME00849, DROME00848
OG0006095	DANRE17173	DROME21969
OG0006096	DANRE01527	DROME21245
OG0006098	DANRE23818	DROME05931
OG0006099	DANRE03620, DANRE28627, DANRE29421	DROME11739
OG0006100	DANRE26042, DANRE26043	DROME05018
OG0006101	DANRE37584, DANRE37582, DANRE37583	DROME04360
OG0006102	DANRE19412	DROME01980
OG0006103	DANRE18499, DANRE18498	DROME10210
OG0006104	DANRE30099	DROME15737
OG0006106	DANRE24568	DROME20870
OG0006108	DANRE09233	DROME09376
OG0006111	DANRE00805	DROME12496
OG0006113	DANRE24651, DANRE24652, DANRE24653	DROME04342
OG0006115	DANRE18916	DROME16296
OG0006116	DANRE19983	DROME02301, DROME02300
OG0006117	DANRE35996	DROME10279
OG0006118	DANRE13598	DROME20483
OG0006119	DANRE06328, DANRE06329	DROME12941
OG0006120	DANRE04888, DANRE04887	DROME13128, DROME13130, DROME13129
OG0006121	DANRE20242	DROME18148
OG0006122	DANRE03702	DROME00796
OG0006123	DANRE06435	DROME16430
OG0006124	DANRE17897, DANRE17898	DROME13739
OG0006125	DANRE34373	DROME02053
OG0006127	DANRE12645, DANRE12644	DROME03260
OG0006128	DANRE25427	DROME07922
OG0006129	DANRE15890	DROME09781
OG0006130	DANRE36988	DROME17498, DROME17499
OG0006131	DANRE29539, DANRE29540, DANRE29541	DROME15971
OG0006132	DANRE05752, DANRE05754, DANRE05753	DROME06118
OG0006133	DANRE02123	DROME07717
OG0006134	DANRE10582, DANRE10584, DANRE10583	DROME13718
OG0006135	DANRE11159	DROME08697
OG0006136	DANRE43216, DANRE43217	DROME10851
OG0006137	DANRE13724, DANRE13723	DROME09569
OG0006140	DANRE01106, DANRE01107	DROME15748
OG0006141	DANRE25157	DROME18067, DROME07431
OG0006144	DANRE37479	DROME00549
OG0006145	DANRE22910	DROME11050
OG0006147	DANRE01485	DROME21657
OG0006148	DANRE00422	DROME10799
OG0006151	DANRE02178, DANRE02179, DANRE02177	DROME20478
OG0006152	DANRE23287, DANRE23286	DROME08871
OG0006155	DANRE09888, DANRE09887	DROME18085
OG0006156	DANRE05993, DANRE05992	DROME10247
OG0006159	DANRE35670	DROME13858
OG0006160	DANRE30910	DROME03637
OG0006161	DANRE09532, DANRE14318	DROME18089, DROME18090, DROME18088
OG0006164	DANRE38641	DROME09119
OG0006165	DANRE22494, DANRE22493, DANRE22492	DROME18757, DROME18756
OG0006168	DANRE30290, DANRE30289	DROME15944, DROME18911
OG0006169	DANRE19880, DANRE19879	DROME10283
OG0006170	DANRE41407, DANRE35856, DANRE41405, DANRE41406	DROME14914
OG0006179	DANRE07721	DROME10214
OG0006180	DANRE26681, DANRE26680	DROME17033
OG0006181	DANRE13257	DROME14871
OG0006182	DANRE24692	DROME01649
OG0006183	DANRE29713, DANRE29714	DROME14997
OG0006184	DANRE35470, DANRE35469, DANRE35467, DANRE35468	DROME06994, DROME06993
OG0006185	DANRE27169, DANRE27168, DANRE27167	DROME15598
OG0006186	DANRE40100, DANRE40101	DROME01316
OG0006187	DANRE13904	DROME00876
OG0006188	DANRE07386, DANRE43366	DROME00301
OG0006191	DANRE39537	DROME00877, DROME00878
OG0006192	DANRE05771, DANRE05775	DROME00106
OG0006193	DANRE40110, DANRE40111	DROME02189
OG0006195	DANRE29880	DROME11802, DROME11801
OG0006196	DANRE07513	DROME01357
OG0006199	DANRE03649	DROME19122
OG0006200	DANRE31009	DROME03216, DROME03215
OG0006202	DANRE27776	DROME06452, DROME06451
OG0006204	DANRE03153, DANRE03154	DROME02906
OG0006206	DANRE11004, DANRE17600	DROME19558
OG0006210	DANRE14604, DANRE14603	DROME19094
OG0006211	DANRE23001, DANRE23002, DANRE23000	DROME17799, DROME17798, DROME17797
OG0006212	DANRE29423	DROME12458
OG0006213	DANRE42202	DROME10052
OG0006214	DANRE30688	DROME05227
OG0006216	DANRE02603	DROME02380
OG0006217	DANRE02455	DROME19224
OG0006220	DANRE42935	DROME10027
OG0006224	DANRE23192	DROME18810
OG0006226	DANRE00424	DROME08310
OG0006227	DANRE34044	DROME03457
OG0006228	DANRE25100	DROME12195, DROME12196, DROME12194, DROME12193
OG0006229	DANRE15936	DROME16720
OG0006230	DANRE41674	DROME05693
OG0006231	DANRE39194	DROME06401, DROME06402, DROME06407
OG0006232	DANRE42234, DANRE42233	DROME06119
OG0006233	DANRE36490	DROME13881
OG0006234	DANRE17683	DROME22062, DROME22061
OG0006235	DANRE25558, DANRE25557	DROME20311
OG0006238	DANRE25499	DROME09754
OG0006239	DANRE12665, DANRE12667, DANRE12666	DROME10114
OG0006240	DANRE36672, DANRE36673	DROME19140, DROME08600
OG0006241	DANRE21529	DROME06012
OG0006242	DANRE17210	DROME07675, DROME07676
OG0006243	DANRE19390, DANRE19389	DROME14457
OG0006244	DANRE00556, DANRE00555	DROME17166, DROME17165
OG0006245	DANRE35696	DROME02108, DROME02107
OG0006246	DANRE00449	DROME19004
OG0006247	DANRE19272	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006248	DANRE06880, DANRE06881	DROME03264
OG0006249	DANRE03718, DANRE03719	DROME20245
OG0006250	DANRE07127	DROME17023
OG0006251	DANRE08349	DROME19735, DROME19738, DROME19736, DROME19737
OG0006254	DANRE29341	DROME10801
OG0006258	DANRE19030	DROME18180, DROME18181, DROME18179
OG0006259	DANRE18871	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	DANRE22086	DROME16552
OG0006262	DANRE25390, DANRE09162	DROME05994
OG0006263	DANRE24117, DANRE24118	DROME01003
OG0006264	DANRE33703	DROME01178
OG0006265	DANRE42683, DANRE42684	DROME08925, DROME08926
OG0006267	DANRE00418	DROME04482
OG0006268	DANRE40754	DROME16986
OG0006270	DANRE35384, DANRE35383	DROME07884
OG0006271	DANRE35905	DROME13584
OG0006273	DANRE28307, DANRE28308, DANRE43425	DROME19288, DROME09384, DROME20348
OG0006275	DANRE11416	DROME11545
OG0006276	DANRE05390, DANRE05391	DROME12088
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	DROME15668
OG0006278	DANRE28007, DANRE23479	DROME09293
OG0006279	DANRE42307	DROME05154
OG0006280	DANRE17962	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	DANRE20618	DROME21723, DROME21724
OG0006283	DANRE23890	DROME18093
OG0006284	DANRE42627	DROME06978
OG0006285	DANRE35155	DROME05155
OG0006286	DANRE24625, DANRE24626	DROME20409
OG0006288	DANRE19521	DROME00223
OG0006289	DANRE02205, DANRE02206	DROME05895
OG0006290	DANRE23006	DROME15754
OG0006291	DANRE39977	DROME16421
OG0006292	DANRE26135	DROME00480, DROME00481
OG0006293	DANRE00138, DANRE00137	DROME15892
OG0006294	DANRE18822, DANRE18821	DROME17637
OG0006295	DANRE19856	DROME09339
OG0006296	DANRE31238	DROME18450, DROME18451, DROME18457, DROME01938
OG0006297	DANRE36621	DROME14064
OG0006298	DANRE01607, DANRE01606	DROME10104, DROME10103
OG0006301	DANRE12054, DANRE12053, DANRE12051	DROME14417, DROME14418
OG0006302	DANRE25685	DROME11859
OG0006305	DANRE22040, DANRE22039, DANRE15982	DROME20608
OG0006306	DANRE10076	DROME06607
OG0006308	DANRE33329, DANRE33328, DANRE33327	DROME01926
OG0006309	DANRE33045	DROME22059, DROME22060
OG0006311	DANRE25002	DROME09053
OG0006313	DANRE10086	DROME09638
OG0006315	DANRE11260	DROME12826
OG0006318	DANRE33755, DANRE42244, DANRE42245	DROME09391
OG0006319	DANRE40452, DANRE40453	DROME00483, DROME00484
OG0006321	DANRE38570, DANRE10578	DROME00074
OG0006322	DANRE20598	DROME19674
OG0006323	DANRE37133, DANRE37132, DANRE37131	DROME00186
OG0006328	DANRE14694, DANRE14693	DROME04072
OG0006329	DANRE39682	DROME06117
OG0006330	DANRE39085	DROME21856, DROME21857
OG0006331	DANRE13138	DROME16655, DROME16654, DROME16657, DROME16656
OG0006332	DANRE37684, DANRE37685, DANRE37686	DROME01006
OG0006333	DANRE41845, DANRE11474, DANRE18551	DROME05697
OG0006334	DANRE16756	DROME04357
OG0006339	DANRE19470, DANRE19472, DANRE19471	DROME19031, DROME19030
OG0006340	DANRE05946	DROME02471
OG0006341	DANRE16542	DROME06095
OG0006344	DANRE39214, DANRE27258	DROME11878
OG0006345	DANRE43395	DROME01528
OG0006346	DANRE34134, DANRE08127, DANRE34135	DROME16623
OG0006347	DANRE02099	DROME18372, DROME18373
OG0006350	DANRE09366, DANRE09365	DROME10882
OG0006351	DANRE06008, DANRE42386, DANRE42388, DANRE42387, DANRE06007	DROME17575
OG0006352	DANRE16502, DANRE16503, DANRE06201	DROME15718
OG0006353	DANRE07948	DROME00751
OG0006356	DANRE35082, DANRE35081	DROME02890
OG0006358	DANRE31437, DANRE31438	DROME03318, DROME03317
OG0006359	DANRE26555, DANRE26554	DROME01311
OG0006360	DANRE43226	DROME19840
OG0006362	DANRE10073	DROME11093
OG0006363	DANRE00890	DROME07012
OG0006364	DANRE41213, DANRE41212	DROME14912
OG0006365	DANRE20484	DROME21616, DROME21617
OG0006367	DANRE05487	DROME09374
OG0006370	DANRE38769, DANRE38768	DROME08234
OG0006372	DANRE15208	DROME08788
OG0006375	DANRE03585, DANRE03583, DANRE03582, DANRE03584	DROME19928
OG0006376	DANRE39853	DROME13198
OG0006377	DANRE19336	DROME08417
OG0006378	DANRE19595	DROME17931
OG0006379	DANRE11669	DROME02858, DROME04856
OG0006381	DANRE30686, DANRE12585	DROME02707, DROME20650
OG0006382	DANRE05618	DROME15024
OG0006383	DANRE00009	DROME12394
OG0006385	DANRE19944, DANRE37812	DROME09556
OG0006387	DANRE05852, DANRE05851	DROME09390
OG0006388	DANRE04007, DANRE29388, DANRE04006	DROME20388, DROME20387
OG0006389	DANRE04415, DANRE04414	DROME15710
OG0006392	DANRE41904	DROME11920
OG0006393	DANRE39415, DANRE40157	DROME03463, DROME03462
OG0006395	DANRE22284, DANRE22283	DROME00130
OG0006402	DANRE15996	DROME17310
OG0006405	DANRE06676, DANRE06675	DROME13750, DROME13751
OG0006406	DANRE03695, DANRE29832, DANRE29833, DANRE03697, DANRE03696	DROME19952, DROME19616
OG0006408	DANRE17799	DROME17398, DROME17397
OG0006442	DANRE43200	DROME16371
OG0006443	DANRE00893, DANRE00894	DROME16038
OG0006447	DANRE34812	DROME10748
OG0006448	DANRE27832	DROME21414
OG0006449	DANRE14730, DANRE14731	DROME03272
OG0006454	DANRE08298, DANRE34951	DROME19164
OG0006456	DANRE14385	DROME00779
OG0006458	DANRE07992	DROME10373
OG0006459	DANRE25979, DANRE25980	DROME10282
OG0006460	DANRE05152	DROME15064
OG0006461	DANRE40456	DROME01188
OG0006462	DANRE03375, DANRE30415	DROME01832
OG0006463	DANRE19402, DANRE19401	DROME10850
OG0006464	DANRE22250	DROME15553
OG0006465	DANRE02945, DANRE02946, DANRE02944	DROME04025
OG0006469	DANRE16763	DROME02304
OG0006470	DANRE15907	DROME05726, DROME05725
OG0006471	DANRE21870, DANRE21871	DROME03198
OG0006472	DANRE38202, DANRE38201	DROME01113
OG0006474	DANRE39677	DROME18594
OG0006475	DANRE24226	DROME11340, DROME11339
OG0006476	DANRE01065, DANRE01064	DROME02188
OG0006477	DANRE39101	DROME16299
OG0006478	DANRE29720	DROME10803
OG0006479	DANRE22957, DANRE22955, DANRE22956	DROME03631
OG0006480	DANRE22037	DROME15425, DROME15426
OG0006481	DANRE34163	DROME02142, DROME01455
OG0006482	DANRE18945, DANRE18946	DROME21719
OG0006483	DANRE43261, DANRE43260, DANRE43262	DROME04426
OG0006485	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127	DROME17756
OG0006487	DANRE40466	DROME20891
OG0006488	DANRE07587, DANRE07586	DROME14000
OG0006490	DANRE30998, DANRE30997	DROME17521
OG0006491	DANRE24615	DROME09727
OG0006492	DANRE12650, DANRE12649, DANRE12651	DROME19565, DROME19566
OG0006497	DANRE16111, DANRE16110	DROME11986
OG0006498	DANRE34352, DANRE34351	DROME00774
OG0006501	DANRE08955	DROME07620
OG0006504	DANRE20127, DANRE20128	DROME01726
OG0006505	DANRE03734, DANRE26394	DROME19279
OG0006507	DANRE22794	DROME11241, DROME13160
OG0006509	DANRE23625	DROME06735
OG0006510	DANRE36871	DROME21078
OG0006511	DANRE37056	DROME02030
OG0006512	DANRE29342	DROME14203
OG0006514	DANRE07332	DROME04973
OG0006515	DANRE04926, DANRE04925, DANRE04924	DROME17220
OG0006516	DANRE05513, DANRE05512	DROME07746
OG0006517	DANRE28275, DANRE28276	DROME16077, DROME16076
OG0006518	DANRE05484	DROME12457
OG0006519	DANRE17603, DANRE17604	DROME10463
OG0006520	DANRE01097, DANRE01098	DROME01601
OG0006522	DANRE20324, DANRE07918	DROME21565, DROME21563, DROME21564
OG0006523	DANRE13254	DROME13324
OG0006524	DANRE25718	DROME08322
OG0006525	DANRE39739	DROME16242
OG0006526	DANRE13639	DROME10066
OG0006528	DANRE15366	DROME03901, DROME03902, DROME03900
OG0006530	DANRE10408	DROME02632
OG0006532	DANRE02116	DROME18743
OG0006535	DANRE31306, DANRE31307	DROME21449, DROME21448
OG0006536	DANRE16746, DANRE16747	DROME00110
OG0006537	DANRE16803, DANRE16802, DANRE16800, DANRE16801	DROME17569
OG0006538	DANRE01948	DROME00930
OG0006540	DANRE43223	DROME04024
OG0006543	DANRE04511	DROME19675
OG0006544	DANRE36922, DANRE36923, DANRE36921	DROME08098
OG0006545	DANRE14779	DROME14793
OG0006546	DANRE17452, DANRE17453, DANRE17454	DROME03836
OG0006547	DANRE01017, DANRE01016	DROME21566
OG0006549	DANRE30654	DROME08226
OG0006550	DANRE31528, DANRE31529, DANRE31527	DROME12314
OG0006551	DANRE41890, DANRE41889	DROME01560
OG0006552	DANRE19095	DROME02022
OG0006553	DANRE15584, DANRE15585, DANRE30044	DROME06750
OG0006554	DANRE19522	DROME13465
OG0006556	DANRE11973, DANRE11974, DANRE11975	DROME10784
OG0006557	DANRE25073, DANRE25074, DANRE25072	DROME08144
OG0006560	DANRE17717, DANRE17715, DANRE17716	DROME17786
OG0006561	DANRE18058	DROME15269
OG0006567	DANRE01679	DROME01202
OG0006568	DANRE16829	DROME05220
OG0006569	DANRE04566	DROME20993
OG0006570	DANRE14648	DROME20261
OG0006571	DANRE33971	DROME05601
OG0006573	DANRE34641	DROME14640
OG0006574	DANRE21767, DANRE21766, DANRE21765	DROME19778
OG0006577	DANRE01281	DROME16628
OG0006578	DANRE19007, DANRE19008	DROME15457
OG0006580	DANRE26459	DROME00474
OG0006583	DANRE17390	DROME16903
OG0006584	DANRE09521	DROME07289
OG0006585	DANRE11331, DANRE11330	DROME00295, DROME00294
OG0006586	DANRE26201, DANRE26199, DANRE26200	DROME11738, DROME02891
OG0006587	DANRE13162, DANRE13161	DROME02493
OG0006588	DANRE22756	DROME21457
OG0006590	DANRE25511	DROME17574
OG0006591	DANRE10350	DROME11557, DROME11556
OG0006593	DANRE26311, DANRE26312	DROME11713
OG0006594	DANRE39229, DANRE39227, DANRE39230, DANRE39228	DROME12981
OG0006595	DANRE04332, DANRE04333	DROME20933
OG0006596	DANRE36993	DROME13730, DROME13731
OG0006597	DANRE06998	DROME19349
OG0006598	DANRE34799, DANRE34800	DROME15235
OG0006599	DANRE35346, DANRE40652, DANRE40653, DANRE40651	DROME13830, DROME13829
OG0006602	DANRE16908, DANRE16909	DROME18117
OG0006603	DANRE39335	DROME08268, DROME08267
OG0006604	DANRE08282, DANRE08283	DROME10779
OG0006607	DANRE10066, DANRE10065	DROME06763
OG0006608	DANRE12270, DANRE27630	DROME15074
OG0006609	DANRE38772, DANRE38771	DROME08965
OG0006610	DANRE15476, DANRE15475	DROME00685
OG0006611	DANRE23305	DROME04706, DROME04707
OG0006612	DANRE01859	DROME07454
OG0006613	DANRE43420	DROME02162, DROME02161
OG0006614	DANRE32921, DANRE32922, DANRE32923, DANRE32924	DROME03471
OG0006615	DANRE14777, DANRE14778	DROME05191
OG0006616	DANRE26673	DROME04436, DROME04435
OG0006619	DANRE24678	DROME20837, DROME20836
OG0006621	DANRE35047	DROME01854
OG0006622	DANRE06401	DROME13807
OG0006623	DANRE25920	DROME03084
OG0006625	DANRE15350, DANRE15349	DROME13491
OG0006628	DANRE25218, DANRE38495	DROME04083, DROME04082
OG0006630	DANRE13211	DROME13179
OG0006633	DANRE26873, DANRE26872, DANRE26871	DROME10769
OG0006635	DANRE01468, DANRE41203, DANRE41204, DANRE41202	DROME12947
OG0006636	DANRE09302	DROME02119
OG0006637	DANRE04008, DANRE04009	DROME01008
OG0006638	DANRE36392, DANRE36393	DROME10155
OG0006640	DANRE39218	DROME00615
OG0006642	DANRE11176	DROME08951
OG0006646	DANRE37654, DANRE37653	DROME15373
OG0006648	DANRE09069, DANRE09068	DROME03907, DROME03908
OG0006649	DANRE30372, DANRE30371	DROME00086
OG0006650	DANRE25536	DROME04683, DROME04682
OG0006651	DANRE00823, DANRE00822	DROME04694
OG0006653	DANRE28304, DANRE28305, DANRE28306	DROME10989, DROME10990
OG0006654	DANRE18186	DROME20173
OG0006655	DANRE12365	DROME18847
OG0006657	DANRE39849, DANRE39850	DROME19456, DROME19455
OG0006658	DANRE11677, DANRE18834	DROME21096
OG0006662	DANRE00965	DROME19864
OG0006663	DANRE08633, DANRE08634	DROME13134
OG0006664	DANRE03439	DROME04463
OG0006666	DANRE21287	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	DANRE26598	DROME06736
OG0006668	DANRE16558, DANRE16559	DROME09203, DROME09202, DROME09204
OG0006669	DANRE19000, DANRE18999	DROME09383
OG0006670	DANRE40208, DANRE40209	DROME03282
OG0006673	DANRE00592, DANRE39690	DROME03524
OG0006676	DANRE12779	DROME04549
OG0006677	DANRE09349	DROME21382
OG0006678	DANRE28792	DROME02009
OG0006679	DANRE03939, DANRE03938	DROME03949, DROME03948
OG0006681	DANRE17737	DROME07359, DROME07360
OG0006684	DANRE30786	DROME10607
OG0006686	DANRE18994, DANRE18993, DANRE18992	DROME10194
OG0006689	DANRE12368	DROME16220, DROME06540
OG0006690	DANRE23373, DANRE23374, DANRE23375	DROME00556
OG0006691	DANRE03684	DROME16256
OG0006692	DANRE15155, DANRE15154	DROME03538
OG0006694	DANRE18391	DROME08808
OG0006695	DANRE07414	DROME15570
OG0006697	DANRE04313, DANRE10885	DROME13987
OG0006698	DANRE09646, DANRE09648, DANRE09647	DROME10462, DROME10461
OG0006702	DANRE15041	DROME02407
OG0006703	DANRE39207	DROME12345
OG0006705	DANRE36324	DROME10883
OG0006706	DANRE26557	DROME18775
OG0006707	DANRE41014, DANRE41015	DROME19785
OG0006708	DANRE09074, DANRE09073	DROME07913
OG0006709	DANRE42754, DANRE42753	DROME12082
OG0006710	DANRE38095	DROME13063, DROME13065, DROME13064
OG0006712	DANRE23043	DROME09518, DROME09519
OG0006714	DANRE20419, DANRE06658	DROME13246
OG0006717	DANRE07244, DANRE07245, DANRE07243	DROME10030
OG0006719	DANRE36176	DROME11683
OG0006721	DANRE28349	DROME06897
OG0006722	DANRE37554, DANRE37553	DROME04394
OG0006723	DANRE39823	DROME17509
OG0006724	DANRE40260	DROME13169
OG0006725	DANRE36705	DROME01185
OG0006726	DANRE18406, DANRE18407	DROME11357
OG0006728	DANRE09817	DROME19775
OG0006730	DANRE40426	DROME10467
OG0006731	DANRE08686, DANRE08687, DANRE08688, DANRE08689	DROME07141
OG0006732	DANRE42548, DANRE42549	DROME16398
OG0006733	DANRE19895, DANRE19894, DANRE19893, DANRE06825	DROME12191, DROME12192
OG0006734	DANRE11967	DROME14590
OG0006735	DANRE01761	DROME21577
OG0006736	DANRE15188	DROME10186
OG0006737	DANRE03073, DANRE03074, DANRE03072	DROME08119
OG0006739	DANRE25130, DANRE15633	DROME14549
OG0006741	DANRE22261	DROME13025
OG0006742	DANRE06943, DANRE15666	DROME17425
OG0006745	DANRE22218, DANRE22215, DANRE22216, DANRE22217	DROME12660
OG0006748	DANRE27992	DROME00422
OG0006749	DANRE28961, DANRE28962	DROME18950
OG0006750	DANRE18340	DROME09705
OG0006753	DANRE11805, DANRE11806	DROME16826
OG0006754	DANRE09950, DANRE13577	DROME03000
OG0006755	DANRE35544	DROME13740
OG0006757	DANRE13143, DANRE13144	DROME14155
OG0006758	DANRE22084	DROME17868, DROME17867
OG0006760	DANRE00421	DROME19427
OG0006762	DANRE05906, DANRE05907, DANRE03761, DANRE05905	DROME14028
OG0006765	DANRE38619, DANRE38618	DROME10592, DROME10591
OG0006766	DANRE20282, DANRE20283	DROME03426
OG0006768	DANRE10387	DROME02900
OG0006769	DANRE38421, DANRE38420	DROME06420
OG0006770	DANRE25957, DANRE13458, DANRE13459	DROME13620
OG0006772	DANRE16400	DROME15798, DROME09251
OG0006777	DANRE19888	DROME18870, DROME18871
OG0006780	DANRE11139, DANRE11138	DROME20962
OG0006791	DANRE22117, DANRE07395	DROME09378, DROME09358, DROME12573
OG0006791	DANRE22118	DROME15344
OG0006826	DANRE20199, DANRE20200	DROME14383
OG0006828	DANRE33264	DROME08100, DROME08101, DROME21318
OG0006830	DANRE20293	DROME11906
OG0006832	DANRE05650, DANRE05651	DROME16492, DROME16493
OG0006833	DANRE39031	DROME06375
OG0006835	DANRE15207	DROME02280, DROME02306
OG0006838	DANRE29999, DANRE30000	DROME08307
OG0006842	DANRE16946	DROME20782
OG0006843	DANRE00575	DROME06952
OG0006844	DANRE25978, DANRE25977	DROME01743
OG0006845	DANRE00889	DROME17007
OG0006846	DANRE11134	DROME08329
OG0006849	DANRE04779	DROME03499
OG0006851	DANRE11826, DANRE11827, DANRE11012, DANRE03308	DROME10053
OG0006852	DANRE25832, DANRE30743	DROME13239
OG0006856	DANRE24719	DROME17826
OG0006857	DANRE21322, DANRE21323, DANRE21320, DANRE21321	DROME13855
OG0006860	DANRE39348	DROME20680, DROME20679
OG0006862	DANRE05434, DANRE05435	DROME15144
OG0006864	DANRE30356	DROME02889
OG0006865	DANRE37107, DANRE37108	DROME12006
OG0006868	DANRE40480, DANRE40481	DROME14011, DROME14010
OG0006871	DANRE36314	DROME13968
OG0006874	DANRE02204	DROME19509
OG0006875	DANRE19819	DROME18909
OG0006876	DANRE36350	DROME04074
OG0006877	DANRE25161	DROME14060
OG0006878	DANRE26618	DROME10685, DROME10684
OG0006880	DANRE02192, DANRE02193, DANRE02191	DROME13822
OG0006881	DANRE07877	DROME07121
OG0006882	DANRE12968, DANRE12967	DROME09123
OG0006885	DANRE36038	DROME10284
OG0006886	DANRE33750	DROME21253
OG0006887	DANRE35935	DROME13817
OG0006888	DANRE20632	DROME19638
OG0006889	DANRE12508	DROME21560, DROME21559
OG0006890	DANRE04449	DROME08143
OG0006891	DANRE15280, DANRE15279	DROME18748
OG0006892	DANRE42353	DROME00140
OG0006893	DANRE35990, DANRE35991, DANRE35992	DROME12133
OG0006894	DANRE04254, DANRE04253	DROME05303
OG0006895	DANRE04051	DROME01866
OG0006897	DANRE34848, DANRE34849, DANRE34850	DROME19217
OG0006898	DANRE12640	DROME10588, DROME10587
OG0006900	DANRE17615, DANRE17616	DROME09764, DROME09765
OG0006901	DANRE42359, DANRE42358	DROME11048, DROME14826
OG0006902	DANRE40997	DROME14332
OG0006905	DANRE36867	DROME14624, DROME14623
OG0006906	DANRE35097	DROME15670
OG0006907	DANRE30638	DROME02137, DROME02136
OG0006909	DANRE40335	DROME06225
OG0006911	DANRE07250	DROME14763
OG0006914	DANRE00540, DANRE00539	DROME08141
OG0006918	DANRE09402	DROME03248
OG0006919	DANRE03724	DROME06069
OG0006920	DANRE41930	DROME01129
OG0006923	DANRE14202	DROME11746
OG0006924	DANRE34932	DROME14721
OG0006925	DANRE10925, DANRE10926	DROME11109
OG0006926	DANRE14985	DROME00053
OG0006927	DANRE28369	DROME11010
OG0006931	DANRE18816	DROME11546
OG0006932	DANRE03602, DANRE03603, DANRE29298	DROME16429
OG0006934	DANRE42873	DROME00627
OG0006935	DANRE04751	DROME17600
OG0006936	DANRE05124	DROME12923
OG0006937	DANRE39416	DROME00527
OG0006938	DANRE01654	DROME14949
OG0006940	DANRE03264, DANRE03263	DROME19018, DROME19017
OG0006942	DANRE40029	DROME17406
OG0006943	DANRE31332	DROME05311, DROME05310, DROME05312
OG0006945	DANRE42360	DROME04092, DROME04093
OG0006946	DANRE00393, DANRE00394, DANRE00392	DROME06810
OG0006948	DANRE05810	DROME10887
OG0006949	DANRE12732	DROME17510
OG0006951	DANRE14887, DANRE14889, DANRE14888	DROME19073
OG0006952	DANRE14759	DROME11379
OG0006953	DANRE01132	DROME15970
OG0006954	DANRE11015	DROME13996, DROME13995
OG0006957	DANRE06715, DANRE06716	DROME16961
OG0006958	DANRE35182	DROME12297
OG0006959	DANRE37495	DROME10650
OG0006960	DANRE42368, DANRE42367	DROME21228
OG0006962	DANRE02782	DROME03277
OG0006964	DANRE09142	DROME19570
OG0006965	DANRE34544, DANRE34543	DROME01022, DROME14680, DROME01021
OG0006966	DANRE12258	DROME12638, DROME12639
OG0006967	DANRE03623, DANRE03622	DROME01193
OG0006968	DANRE26323	DROME19323
OG0006969	DANRE06563	DROME16910
OG0006970	DANRE16466, DANRE16465, DANRE06600	DROME11918
OG0006971	DANRE40878, DANRE40877	DROME11799, DROME11798
OG0006973	DANRE17252	DROME15580
OG0006975	DANRE09037	DROME07368
OG0006977	DANRE02258	DROME16367
OG0006979	DANRE38972	DROME08887
OG0006982	DANRE33288	DROME16125
OG0006983	DANRE23215	DROME07189
OG0006985	DANRE02673	DROME14217
OG0006988	DANRE29990	DROME01608
OG0006989	DANRE21381	DROME21716, DROME21715, DROME01750
OG0006990	DANRE17525, DANRE17526, DANRE17527	DROME10642
OG0006991	DANRE22662, DANRE22663, DANRE22661	DROME04692
OG0006992	DANRE03940	DROME13157
OG0006994	DANRE41698	DROME04632
OG0006995	DANRE14381, DANRE14382	DROME04021
OG0006996	DANRE04792	DROME01798
OG0006997	DANRE31374, DANRE31375	DROME06801
OG0006998	DANRE03324, DANRE43324	DROME01960
OG0006999	DANRE10373, DANRE10372	DROME11377
OG0007000	DANRE40871, DANRE40870	DROME11064, DROME16292
OG0007001	DANRE31299	DROME08011
OG0007002	DANRE19224, DANRE19223	DROME07791
OG0007003	DANRE38881	DROME00287
OG0007005	DANRE07555, DANRE07554	DROME09757
OG0007007	DANRE01269, DANRE01270	DROME00847
OG0007009	DANRE35325	DROME17681
OG0007010	DANRE17817	DROME01605
OG0007011	DANRE08885, DANRE08884, DANRE08883	DROME20885
OG0007012	DANRE37825, DANRE37827, DANRE37828, DANRE37826	DROME22023
OG0007013	DANRE04152	DROME01987
OG0007014	DANRE16137, DANRE16136	DROME08628
OG0007015	DANRE22599, DANRE22598	DROME19728
OG0007016	DANRE25387, DANRE25386	DROME20048
OG0007018	DANRE07063	DROME04944
OG0007021	DANRE42260	DROME20584
OG0007022	DANRE01733	DROME14811
OG0007023	DANRE21295	DROME06431
OG0007024	DANRE25046	DROME17667, DROME19376
OG0007025	DANRE39883	DROME04842
OG0007027	DANRE41272	DROME20714
OG0007028	DANRE27455	DROME21651
OG0007029	DANRE02752, DANRE02753, DANRE02754	DROME01489
