Orthogroup	DANRE	MOUSE
OG0007179	DANRE23985	MOUSE52436, MOUSE52434, MOUSE52435, MOUSE52432, MOUSE52433, MOUSE52431
OG0007180	DANRE21576, DANRE21577	MOUSE48420, MOUSE48421, MOUSE48419
OG0007181	DANRE22763, DANRE22762	MOUSE54274, MOUSE54273
OG0007182	DANRE35013	MOUSE04317
OG0007183	DANRE09025, DANRE09026	MOUSE52163, MOUSE52162
OG0007184	DANRE15058, DANRE15059	MOUSE09858
OG0007185	DANRE30304, DANRE36004, DANRE36003	MOUSE06224, MOUSE06225
OG0007186	DANRE03876	MOUSE05260, MOUSE05261
OG0007187	DANRE01702	MOUSE14892
OG0007188	DANRE42159, DANRE42158	MOUSE26110, MOUSE26112, MOUSE26111
OG0007189	DANRE29276, DANRE21865	MOUSE14133, MOUSE14134
OG0007190	DANRE01561, DANRE01562	MOUSE02812
OG0007191	DANRE40013	MOUSE10517, MOUSE10515, MOUSE10516, MOUSE10514
OG0007192	DANRE42628	MOUSE22113, MOUSE22112, MOUSE22111
OG0007193	DANRE03626, DANRE28613, DANRE28612, DANRE28611	MOUSE14227
OG0007193	DANRE30071	MOUSE15095, MOUSE15096, MOUSE15101, MOUSE15100, MOUSE15099, MOUSE15098, MOUSE15097, MOUSE15094
OG0007195	DANRE33602, DANRE33603	MOUSE02799
OG0007198	DANRE20648	MOUSE17325
OG0007199	DANRE14796, DANRE14795, DANRE14148	MOUSE13429
OG0007200	DANRE04259	MOUSE21248
OG0007201	DANRE21446	MOUSE17912
OG0007203	DANRE05824	MOUSE07197, MOUSE17355, MOUSE17354, MOUSE17352, MOUSE17351
OG0007203	DANRE11495	MOUSE07198, MOUSE07196, MOUSE07192, MOUSE07199, MOUSE07195
OG0007204	DANRE36365	MOUSE33203, MOUSE33202
OG0007204	DANRE30170, DANRE30172, DANRE30169, DANRE30171	MOUSE50332, MOUSE50333
OG0007205	DANRE17682, DANRE17681, DANRE43402, DANRE43401	MOUSE23939, MOUSE23938
OG0007205	DANRE33365, DANRE33405, DANRE40673, DANRE40674	MOUSE25886
OG0007206	DANRE26533, DANRE01929	MOUSE29511, MOUSE29510
OG0007207	DANRE13782, DANRE14492, DANRE14491, DANRE14490, DANRE14494, DANRE29527, DANRE29526	MOUSE00804
OG0007208	DANRE34269, DANRE34270	MOUSE20788, MOUSE20782, MOUSE20769, MOUSE20768, MOUSE20770, MOUSE20773, MOUSE20783, MOUSE20781, MOUSE20786, MOUSE20787, MOUSE20780, MOUSE20779, MOUSE20771, MOUSE20784, MOUSE20772, MOUSE20774, MOUSE20775, MOUSE20778, MOUSE20777
OG0007209	DANRE34309	MOUSE25936, MOUSE25935
OG0007209	DANRE35451	MOUSE17208, MOUSE17209
OG0007210	DANRE09659, DANRE14094, DANRE14093, DANRE09655, DANRE09656, DANRE09654, DANRE09653, DANRE09657, DANRE09658, DANRE14095, DANRE14096, DANRE09660, DANRE09661	MOUSE51146
OG0007211	DANRE18682, DANRE18683, DANRE18685, DANRE43357, DANRE43358, DANRE18684, DANRE18686, DANRE18688, DANRE18687, DANRE18681, DANRE18680	MOUSE00300
OG0007212	DANRE22138, DANRE22139, DANRE26611, DANRE26609, DANRE26610	MOUSE29843, MOUSE29844, MOUSE29842
OG0007212	DANRE23677	MOUSE04261, MOUSE04263, MOUSE04262, MOUSE54544, MOUSE09527
OG0007213	DANRE30188, DANRE30189, DANRE29054	MOUSE17123, MOUSE17125, MOUSE17121, MOUSE17124, MOUSE17122
OG0007214	DANRE30732, DANRE30733, DANRE30735, DANRE30734	MOUSE41887, MOUSE41889, MOUSE41890, MOUSE41891, MOUSE41888, MOUSE41881, MOUSE41884, MOUSE41885, MOUSE41883, MOUSE41886
OG0007227	DANRE09122	MOUSE19894, MOUSE19896, MOUSE19898, MOUSE19899, MOUSE19907, MOUSE19903, MOUSE19902, MOUSE19906, MOUSE19905, MOUSE19897, MOUSE19901, MOUSE19900, MOUSE19904, MOUSE19893, MOUSE19895
OG0007248	DANRE28303	MOUSE18543, MOUSE18542
OG0007250	DANRE16084, DANRE16083, DANRE16082	MOUSE12898, MOUSE12897
OG0007251	DANRE28156	MOUSE01636
OG0007252	DANRE33397, DANRE33396	MOUSE31689, MOUSE31688
OG0007253	DANRE24848	MOUSE09257
OG0007253	DANRE38288	MOUSE49391
OG0007254	DANRE17415	MOUSE49930
OG0007255	DANRE14351	MOUSE39758, MOUSE39757, MOUSE39759
OG0007256	DANRE35626	MOUSE39410
OG0007258	DANRE19018	MOUSE19644
OG0007260	DANRE38136	MOUSE20244
OG0007261	DANRE15986, DANRE15985, DANRE43125	MOUSE32244
OG0007264	DANRE25424	MOUSE49132, MOUSE49130, MOUSE49131
OG0007266	DANRE30633	MOUSE01804
OG0007267	DANRE26686, DANRE26687	MOUSE33724
OG0007268	DANRE42444, DANRE42443	MOUSE15922, MOUSE15920, MOUSE15923, MOUSE15921, MOUSE15919
OG0007269	DANRE12063	MOUSE06847
OG0007270	DANRE16191, DANRE16192	MOUSE13004
OG0007271	DANRE04167, DANRE04136, DANRE04135	MOUSE06041, MOUSE06040
OG0007272	DANRE22978	MOUSE34613, MOUSE34614
OG0007273	DANRE29589	MOUSE44138, MOUSE44137, MOUSE44139
OG0007274	DANRE01276	MOUSE50595, MOUSE50596, MOUSE50594
OG0007275	DANRE31136, DANRE31135	MOUSE02295, MOUSE02296
OG0007276	DANRE33385, DANRE33386	MOUSE20695
OG0007277	DANRE05579, DANRE05577, DANRE05578	MOUSE16674
OG0007277	DANRE05580	MOUSE16675
OG0007279	DANRE20338	MOUSE04341
OG0007280	DANRE26658	MOUSE32007
OG0007281	DANRE30501, DANRE30500	MOUSE38663, MOUSE38662
OG0007282	DANRE33520	MOUSE37535
OG0007283	DANRE30003	MOUSE03788, MOUSE03787
OG0007284	DANRE10645, DANRE14201	MOUSE34245
OG0007284	DANRE02530	MOUSE54478
OG0007285	DANRE10034, DANRE10035	MOUSE32145, MOUSE32146, MOUSE32144
OG0007286	DANRE37560	MOUSE44596, MOUSE44597
OG0007288	DANRE07196, DANRE07197	MOUSE31526, MOUSE31527, MOUSE31525
OG0007289	DANRE38281, DANRE38283, DANRE38282, DANRE38284	MOUSE49689
OG0007290	DANRE26147, DANRE26146	MOUSE43717
OG0007291	DANRE28295, DANRE28294	MOUSE28540
OG0007292	DANRE09241, DANRE09240	MOUSE43053, MOUSE43052
OG0007293	DANRE14743	MOUSE13613
OG0007294	DANRE24046, DANRE24044, DANRE24045	MOUSE53430, MOUSE53427, MOUSE53425, MOUSE53429, MOUSE53426, MOUSE53428
OG0007295	DANRE06178, DANRE06177	MOUSE31498, MOUSE31497, MOUSE31496
OG0007296	DANRE38101	MOUSE49540
OG0007297	DANRE39713, DANRE39710	MOUSE53604
OG0007297	DANRE39712, DANRE39711	MOUSE53603, MOUSE53601
OG0007298	DANRE16677	MOUSE31581
OG0007299	DANRE34012, DANRE34011	MOUSE47838, MOUSE47840, MOUSE47839
OG0007300	DANRE14858	MOUSE35183, MOUSE35181
OG0007301	DANRE14613, DANRE14612	MOUSE09989, MOUSE09991, MOUSE09990, MOUSE09992
OG0007302	DANRE36522	MOUSE44506, MOUSE44507, MOUSE44510
OG0007303	DANRE21868	MOUSE28066, MOUSE28065
OG0007304	DANRE23396	MOUSE06867
OG0007305	DANRE34982	MOUSE24298, MOUSE24297
OG0007306	DANRE01049	MOUSE16276, MOUSE16275, MOUSE16273, MOUSE16272
OG0007307	DANRE04470	MOUSE02947
OG0007308	DANRE09523	MOUSE11376, MOUSE11377
OG0007309	DANRE16826	MOUSE03035
OG0007310	DANRE42767, DANRE42766	MOUSE45035
OG0007312	DANRE29986, DANRE29987	MOUSE03829, MOUSE03828
OG0007314	DANRE18859	MOUSE24672
OG0007316	DANRE39257, DANRE39258, DANRE39255, DANRE39256	MOUSE48208, MOUSE48210, MOUSE48209
OG0007317	DANRE11318	MOUSE03033
OG0007318	DANRE22103	MOUSE52776
OG0007319	DANRE37045, DANRE37047, DANRE37046	MOUSE28912
OG0007320	DANRE37628, DANRE37627	MOUSE51738, MOUSE51739, MOUSE51737
OG0007321	DANRE06820	MOUSE20101
OG0007322	DANRE34262	MOUSE32818
OG0007323	DANRE21933, DANRE21932	MOUSE29290
OG0007325	DANRE12985	MOUSE49722
OG0007326	DANRE26003	MOUSE51801, MOUSE51802
OG0007328	DANRE04726	MOUSE46798
OG0007329	DANRE09561, DANRE09562	MOUSE17878
OG0007330	DANRE07790, DANRE07791	MOUSE45076, MOUSE45075
OG0007331	DANRE31231	MOUSE39235
OG0007334	DANRE14827	MOUSE30490
OG0007335	DANRE17585	MOUSE08020, MOUSE08021
OG0007336	DANRE10061	MOUSE33887
OG0007337	DANRE17263	MOUSE00482
OG0007338	DANRE12380, DANRE12381	MOUSE02170, MOUSE02169
OG0007339	DANRE23834	MOUSE08716
OG0007340	DANRE13852, DANRE13850, DANRE13851	MOUSE17534, MOUSE17532, MOUSE17531, MOUSE17533
OG0007341	DANRE04473	MOUSE16696
OG0007342	DANRE35323	MOUSE09679, MOUSE09680, MOUSE08805
OG0007343	DANRE21557	MOUSE01417
OG0007344	DANRE05827, DANRE05828	MOUSE17358
OG0007345	DANRE15613	MOUSE31648, MOUSE31647
OG0007347	DANRE36745	MOUSE40881, MOUSE40884, MOUSE40882
OG0007348	DANRE16193, DANRE16195	MOUSE12913
OG0007349	DANRE39606	MOUSE15367, MOUSE15365, MOUSE15368, MOUSE15366
OG0007351	DANRE14677, DANRE14676, DANRE14675, DANRE08595	MOUSE06954
OG0007352	DANRE16773	MOUSE20513
OG0007353	DANRE38574, DANRE26140	MOUSE49062
OG0007354	DANRE24128	MOUSE13358
OG0007355	DANRE13636	MOUSE13914
OG0007356	DANRE36634	MOUSE17323
OG0007357	DANRE38560	MOUSE49428
OG0007358	DANRE43184	MOUSE19466
OG0007359	DANRE23813, DANRE23812, DANRE26870, DANRE26868	MOUSE09163, MOUSE09166, MOUSE09162
OG0007360	DANRE27456	MOUSE23987, MOUSE23986
OG0007361	DANRE14944	MOUSE30812
OG0007363	DANRE16032	MOUSE12968
OG0007364	DANRE29303	MOUSE14210, MOUSE14209
OG0007365	DANRE36420	MOUSE33407
OG0007366	DANRE21573, DANRE21572	MOUSE48417, MOUSE48418
OG0007367	DANRE27165	MOUSE33622
OG0007368	DANRE13338	MOUSE27087
OG0007369	DANRE42613, DANRE42614	MOUSE22430
OG0007370	DANRE08197	MOUSE04703, MOUSE04702
OG0007371	DANRE16865	MOUSE21071, MOUSE21072
OG0007372	DANRE34402, DANRE34400, DANRE34401	MOUSE42627
OG0007373	DANRE18640	MOUSE18067
OG0007374	DANRE00280	MOUSE40539
OG0007375	DANRE11069	MOUSE00658, MOUSE00657, MOUSE00656, MOUSE00659
OG0007376	DANRE39201	MOUSE32000, MOUSE31998, MOUSE31999, MOUSE31997, MOUSE31996
OG0007377	DANRE18290, DANRE18289	MOUSE24074, MOUSE24073
OG0007378	DANRE00748	MOUSE04222, MOUSE04221
OG0007379	DANRE17790, DANRE17791	MOUSE08208, MOUSE08209
OG0007380	DANRE20920, DANRE20919	MOUSE18994
OG0007381	DANRE28840	MOUSE06415, MOUSE06416, MOUSE06414
OG0007382	DANRE15296	MOUSE16189, MOUSE16187, MOUSE16188, MOUSE16186
OG0007384	DANRE18642, DANRE18643	MOUSE06624, MOUSE06627, MOUSE06626, MOUSE06625
OG0007385	DANRE13349	MOUSE27240, MOUSE27239, MOUSE27238
OG0007386	DANRE18467	MOUSE35741, MOUSE35743, MOUSE35742
OG0007387	DANRE34966	MOUSE32806
OG0007388	DANRE38076, DANRE38075	MOUSE35885, MOUSE35884
OG0007389	DANRE19186, DANRE19187, DANRE19185	MOUSE25933
OG0007390	DANRE30054	MOUSE38551, MOUSE38550, MOUSE38552
OG0007391	DANRE35086	MOUSE50178, MOUSE50176, MOUSE50177
OG0007392	DANRE04860, DANRE04858, DANRE04859	MOUSE32236, MOUSE32238, MOUSE32237
OG0007393	DANRE12093	MOUSE07668
OG0007394	DANRE07734, DANRE07733	MOUSE42619
OG0007395	DANRE04069	MOUSE06300, MOUSE06302, MOUSE06301
OG0007396	DANRE38842, DANRE38841, DANRE38843	MOUSE48951
OG0007397	DANRE38807, DANRE38808	MOUSE33684
OG0007399	DANRE39639, DANRE39640	MOUSE43864
OG0007400	DANRE24512	MOUSE15646
OG0007401	DANRE34136	MOUSE51222
OG0007401	DANRE07139	MOUSE13110, MOUSE54883
OG0007402	DANRE24730	MOUSE17044, MOUSE17045
OG0007403	DANRE06465	MOUSE40241, MOUSE40240
OG0007405	DANRE12349	MOUSE14443, MOUSE14442
OG0007406	DANRE01446	MOUSE15290, MOUSE15291, MOUSE15289, MOUSE15292, MOUSE15288
OG0007407	DANRE04761	MOUSE21054
OG0007408	DANRE10196	MOUSE13504
OG0007409	DANRE10224, DANRE10225	MOUSE00404, MOUSE00402
OG0007410	DANRE28511	MOUSE12955, MOUSE14285, MOUSE14286
OG0007411	DANRE39541	MOUSE19154, MOUSE19155
OG0007412	DANRE42558	MOUSE23326, MOUSE23325
OG0007413	DANRE10248	MOUSE53007
OG0007414	DANRE36351	MOUSE33295, MOUSE33294, MOUSE33296
OG0007415	DANRE29208	MOUSE05666
OG0007416	DANRE07209, DANRE07210	MOUSE36386
OG0007417	DANRE35348, DANRE35349	MOUSE37895, MOUSE37894
OG0007418	DANRE08205, DANRE08204	MOUSE04928
OG0007419	DANRE29996	MOUSE03772
OG0007421	DANRE01616, DANRE01615	MOUSE02352
OG0007422	DANRE11021	MOUSE07286
OG0007422	DANRE11020	MOUSE40322, MOUSE07287, MOUSE07288
OG0007423	DANRE15453, DANRE29404	MOUSE15054
OG0007424	DANRE24729, DANRE24728	MOUSE17046
OG0007425	DANRE12333	MOUSE18550, MOUSE18548
OG0007426	DANRE37555	MOUSE44588, MOUSE44585, MOUSE44586
OG0007427	DANRE11179, DANRE11178	MOUSE46815
OG0007428	DANRE24212	MOUSE53225, MOUSE53224, MOUSE53223, MOUSE53209
OG0007429	DANRE31428, DANRE31429	MOUSE02008
OG0007430	DANRE00002, DANRE00003	MOUSE16094, MOUSE16096, MOUSE16095, MOUSE16097
OG0007431	DANRE10354	MOUSE08705
OG0007432	DANRE13294	MOUSE51045
OG0007433	DANRE37715, DANRE37716	MOUSE44443, MOUSE44444
OG0007436	DANRE41656, DANRE41655	MOUSE01136, MOUSE01138
OG0007437	DANRE04900, DANRE07235	MOUSE40494, MOUSE40495
OG0007438	DANRE24144	MOUSE25113, MOUSE25112
OG0007439	DANRE05901	MOUSE18803
OG0007440	DANRE02292, DANRE02291	MOUSE23442
OG0007441	DANRE24681	MOUSE18962
OG0007442	DANRE26604, DANRE26605, DANRE26603	MOUSE33512
OG0007443	DANRE00331	MOUSE37706, MOUSE37709, MOUSE37707, MOUSE37708
OG0007444	DANRE38408, DANRE38407	MOUSE27639, MOUSE27643, MOUSE27640, MOUSE27642, MOUSE27641
OG0007444	DANRE41111	MOUSE09669
OG0007445	DANRE24240	MOUSE15761, MOUSE15762, MOUSE15760
OG0007446	DANRE39669, DANRE39668	MOUSE37963, MOUSE37961
OG0007447	DANRE16222, DANRE16223	MOUSE48737, MOUSE48736
OG0007448	DANRE38975	MOUSE01474, MOUSE01473
OG0007449	DANRE23310, DANRE23308, DANRE23309	MOUSE28249
OG0007450	DANRE05621, DANRE05622	MOUSE07464
OG0007451	DANRE24091	MOUSE12346
OG0007452	DANRE18998	MOUSE36786
OG0007453	DANRE30091, DANRE30092	MOUSE46202, MOUSE46201
OG0007454	DANRE42564, DANRE42563	MOUSE22524
OG0007455	DANRE24416	MOUSE55231, MOUSE55229, MOUSE55228
OG0007456	DANRE35403	MOUSE37583
OG0007457	DANRE25169	MOUSE51393
OG0007458	DANRE15779	MOUSE32631, MOUSE32630
OG0007459	DANRE11769	MOUSE35765, MOUSE35764, MOUSE35766
OG0007460	DANRE11272	MOUSE18660
OG0007461	DANRE11529, DANRE11530	MOUSE08148
OG0007462	DANRE21378	MOUSE01188, MOUSE01187
OG0007463	DANRE30867	MOUSE01879, MOUSE01878
OG0007465	DANRE07967, DANRE07968	MOUSE04958, MOUSE04957, MOUSE04956
OG0007466	DANRE38355, DANRE38356	MOUSE27626, MOUSE27627, MOUSE27628
OG0007467	DANRE23717, DANRE23718, DANRE23716, DANRE23710	MOUSE32975, MOUSE32976, MOUSE32974
OG0007468	DANRE16250, DANRE16251	MOUSE35897, MOUSE35894, MOUSE35895, MOUSE35898, MOUSE35896
OG0007470	DANRE35526, DANRE35524, DANRE35525	MOUSE33567, MOUSE33568
OG0007471	DANRE37864	MOUSE11862, MOUSE11861, MOUSE11859
OG0007472	DANRE00512	MOUSE19520, MOUSE19519, MOUSE19518
OG0007473	DANRE02983	MOUSE22462, MOUSE22461
OG0007474	DANRE08159	MOUSE50949, MOUSE50951, MOUSE50948, MOUSE50950, MOUSE50953, MOUSE50954, MOUSE50952
OG0007475	DANRE24743, DANRE24744	MOUSE15012
OG0007476	DANRE29800, DANRE29801	MOUSE18470
OG0007477	DANRE29475	MOUSE05610
OG0007478	DANRE33485	MOUSE37279, MOUSE37280, MOUSE37278
OG0007479	DANRE15593, DANRE15594	MOUSE38571, MOUSE38570, MOUSE38569, MOUSE38573, MOUSE38572
OG0007480	DANRE05240, DANRE05239, DANRE05238	MOUSE46625, MOUSE46626
OG0007481	DANRE33331, DANRE33330	MOUSE04304
OG0007482	DANRE13898	MOUSE30818
OG0007483	DANRE22340	MOUSE16635, MOUSE16636
OG0007484	DANRE08931	MOUSE43277
OG0007485	DANRE11067	MOUSE11693, MOUSE11694, MOUSE11691, MOUSE11692, MOUSE11690, MOUSE54164, MOUSE11689
OG0007486	DANRE04345	MOUSE00806
OG0007487	DANRE08241, DANRE08242	MOUSE33817, MOUSE33818, MOUSE33819
OG0007488	DANRE36992	MOUSE17251
OG0007489	DANRE11003	MOUSE07091
OG0007490	DANRE36909, DANRE36908	MOUSE28196
OG0007491	DANRE29088	MOUSE16994
OG0007492	DANRE30846	MOUSE18165, MOUSE18164
OG0007493	DANRE06586, DANRE06508, DANRE06507	MOUSE35818, MOUSE35819
OG0007494	DANRE29007	MOUSE43929, MOUSE43928, MOUSE43931, MOUSE43927
OG0007495	DANRE35662	MOUSE01208
OG0007496	DANRE02885	MOUSE11212
OG0007497	DANRE35601, DANRE42448	MOUSE24117, MOUSE24116
OG0007498	DANRE09394	MOUSE13566, MOUSE13567
OG0007499	DANRE19954	MOUSE20297, MOUSE20299, MOUSE20298
OG0007500	DANRE16100, DANRE41707	MOUSE15489
OG0007501	DANRE31037	MOUSE02118
OG0007503	DANRE04343	MOUSE00760
OG0007504	DANRE15442	MOUSE38710
OG0007506	DANRE04411, DANRE43326	MOUSE03077, MOUSE03078
OG0007507	DANRE10948, DANRE10947	MOUSE24531
OG0007508	DANRE35140	MOUSE25338
OG0007509	DANRE33335	MOUSE04914
OG0007510	DANRE05836	MOUSE34054, MOUSE34055, MOUSE34053
OG0007513	DANRE31001, DANRE31000	MOUSE25012, MOUSE25011
OG0007514	DANRE36408	MOUSE10549, MOUSE10548, MOUSE10547, MOUSE33590
OG0007515	DANRE30056	MOUSE38546
OG0007516	DANRE31183, DANRE41298	MOUSE15129, MOUSE14514, MOUSE14513, MOUSE14512
OG0007517	DANRE25778, DANRE25779, DANRE25777	MOUSE44406
OG0007518	DANRE31580	MOUSE02001, MOUSE01999, MOUSE02000
OG0007519	DANRE13007	MOUSE43742, MOUSE43741
OG0007520	DANRE00088, DANRE00090, DANRE00089, DANRE00087	MOUSE53065, MOUSE21784, MOUSE53066, MOUSE53064
OG0007521	DANRE05735, DANRE05734	MOUSE21105
OG0007522	DANRE11801	MOUSE08043, MOUSE08042
OG0007523	DANRE26264	MOUSE37208, MOUSE21477, MOUSE09853, MOUSE09851, MOUSE21471, MOUSE03115
OG0007524	DANRE06876	MOUSE38356, MOUSE38357, MOUSE38358, MOUSE54054, MOUSE54055
OG0007525	DANRE21489	MOUSE31316, MOUSE31314
OG0007527	DANRE27156	MOUSE19940
OG0007528	DANRE26651	MOUSE31925, MOUSE31924, MOUSE31923
OG0007529	DANRE04034, DANRE04035	MOUSE06522, MOUSE06523, MOUSE06521, MOUSE06520
OG0007531	DANRE19264	MOUSE10279, MOUSE10277
OG0007533	DANRE16508, DANRE37545	MOUSE27910, MOUSE27914, MOUSE27911, MOUSE27913
OG0007540	DANRE36808	MOUSE02659, MOUSE02658
OG0007540	DANRE42696	MOUSE26573, MOUSE26575, MOUSE26574
OG0007541	DANRE17621, DANRE17622, DANRE17624	MOUSE24792, MOUSE24790, MOUSE24791
OG0007541	DANRE17623	MOUSE24789
OG0007542	DANRE35795	MOUSE26602
OG0007542	DANRE09858, DANRE09857	MOUSE24869, MOUSE24872, MOUSE24870
OG0007542	DANRE29166, DANRE24715	MOUSE05712
OG0007543	DANRE35162	MOUSE26004
OG0007545	DANRE06785, DANRE06786, DANRE06788, DANRE06784, DANRE15740, DANRE15741	MOUSE48120, MOUSE48119, MOUSE48122, MOUSE48140, MOUSE48139, MOUSE48121, MOUSE48128, MOUSE48130, MOUSE48135, MOUSE48138, MOUSE48141, MOUSE48118, MOUSE48123, MOUSE48124
OG0007546	DANRE16541	MOUSE14292, MOUSE14294, MOUSE14295, MOUSE14293, MOUSE14291, MOUSE14290
OG0007547	DANRE39300	MOUSE49638
OG0007547	DANRE13634	MOUSE53405
OG0007548	DANRE12233, DANRE12232	MOUSE45094, MOUSE45102, MOUSE45095, MOUSE45103, MOUSE45104, MOUSE45096, MOUSE45100
OG0007549	DANRE28842, DANRE28843, DANRE28841, DANRE21918, DANRE21916, DANRE21917	MOUSE38485, MOUSE38484
OG0007549	DANRE29265, DANRE22035, DANRE22034	MOUSE14161
OG0007550	DANRE26260	MOUSE23206
OG0007550	DANRE39364, DANRE39365	MOUSE49522, MOUSE49523
OG0007551	DANRE06869, DANRE06872, DANRE06871, DANRE06870	MOUSE54046, MOUSE54045, MOUSE54047
OG0007552	DANRE29343	MOUSE48696
OG0007553	DANRE31331	MOUSE42038
OG0007582	DANRE16130, DANRE16129	MOUSE10485, MOUSE10483, MOUSE10486, MOUSE10484
OG0007583	DANRE22119, DANRE22120	MOUSE21092, MOUSE21091
OG0007584	DANRE29844	MOUSE17090
OG0007586	DANRE41141, DANRE41142	MOUSE09618
OG0007588	DANRE31329	MOUSE41580, MOUSE41579, MOUSE41577, MOUSE41575, MOUSE41578
OG0007589	DANRE15653	MOUSE48279
OG0007591	DANRE28953	MOUSE05188, MOUSE05187
OG0007592	DANRE41713, DANRE41714, DANRE35664, DANRE35663	MOUSE01212
OG0007593	DANRE41033, DANRE41035, DANRE41034, DANRE41032	MOUSE34964, MOUSE34967, MOUSE34966, MOUSE34965
OG0007594	DANRE33947	MOUSE20721, MOUSE20718, MOUSE20717, MOUSE20719
OG0007595	DANRE25584	MOUSE35412, MOUSE35411
OG0007596	DANRE37090	MOUSE02395
OG0007597	DANRE41110, DANRE41109	MOUSE37260
OG0007598	DANRE15966	MOUSE30066, MOUSE30065
OG0007601	DANRE30199, DANRE30198	MOUSE05139
OG0007602	DANRE17332	MOUSE33601
OG0007603	DANRE12686	MOUSE49112, MOUSE49111
OG0007604	DANRE12964	MOUSE49654, MOUSE49653, MOUSE49655
OG0007605	DANRE05829	MOUSE17359
OG0007607	DANRE41103	MOUSE35013, MOUSE35014
OG0007608	DANRE08975, DANRE08974	MOUSE08984
OG0007609	DANRE39845	MOUSE37742, MOUSE37741
OG0007610	DANRE15863	MOUSE52650
OG0007611	DANRE11952, DANRE11954, DANRE11953	MOUSE07480
OG0007612	DANRE25890, DANRE25889	MOUSE42082, MOUSE42083, MOUSE42081, MOUSE42080
OG0007613	DANRE21468	MOUSE48648
OG0007614	DANRE13006	MOUSE49787, MOUSE49788
OG0007615	DANRE34001	MOUSE21778, MOUSE21777, MOUSE21776
OG0007616	DANRE09001	MOUSE35669, MOUSE35667, MOUSE35670, MOUSE35668
OG0007617	DANRE39217, DANRE39216	MOUSE33012, MOUSE33011
OG0007619	DANRE36323	MOUSE29534
OG0007621	DANRE40211	MOUSE33365, MOUSE41694, MOUSE41696
OG0007622	DANRE01804	MOUSE10876, MOUSE10875, MOUSE10877, MOUSE10878, MOUSE10879
OG0007624	DANRE10072, DANRE10071	MOUSE33915
OG0007626	DANRE06752	MOUSE54649
OG0007628	DANRE23638, DANRE23637	MOUSE36423, MOUSE36425, MOUSE36424
OG0007629	DANRE00353	MOUSE10615, MOUSE10614, MOUSE10616, MOUSE10617
OG0007630	DANRE00946, DANRE00945	MOUSE45043, MOUSE45042
OG0007631	DANRE17269	MOUSE32167
OG0007631	DANRE41541	MOUSE21995
OG0007632	DANRE11577, DANRE04527, DANRE04526	MOUSE18734, MOUSE18733
OG0007634	DANRE04843	MOUSE31641
OG0007635	DANRE22334	MOUSE40010
OG0007637	DANRE05443	MOUSE07297
OG0007638	DANRE09456	MOUSE00511, MOUSE00512, MOUSE00515, MOUSE00514, MOUSE00513
OG0007639	DANRE04331	MOUSE11559, MOUSE11561, MOUSE11560
OG0007640	DANRE28291, DANRE28290, DANRE01829	MOUSE48580
OG0007641	DANRE43086	MOUSE19517
OG0007642	DANRE24589, DANRE24590	MOUSE25042
OG0007643	DANRE35807, DANRE35806	MOUSE02891
OG0007645	DANRE35773	MOUSE46004, MOUSE46005, MOUSE46003
OG0007647	DANRE39426	MOUSE25065, MOUSE25067, MOUSE25066
OG0007648	DANRE33753	MOUSE54552, MOUSE54551
OG0007649	DANRE24527, DANRE24526	MOUSE31287, MOUSE31289, MOUSE31288
OG0007650	DANRE24724, DANRE24717	MOUSE42230
OG0007652	DANRE40621, DANRE33376	MOUSE25344, MOUSE25343
OG0007653	DANRE16807	MOUSE02998, MOUSE03000, MOUSE02999, MOUSE02994, MOUSE02997
OG0007655	DANRE28273, DANRE21755	MOUSE01329
OG0007657	DANRE38249	MOUSE45927
OG0007658	DANRE06949, DANRE06948	MOUSE54600, MOUSE54601, MOUSE54602
OG0007659	DANRE20397	MOUSE22426, MOUSE22425
OG0007660	DANRE26242, DANRE26241	MOUSE24172
OG0007662	DANRE01198	MOUSE45245, MOUSE45249, MOUSE45248, MOUSE45247, MOUSE45250, MOUSE45243
OG0007663	DANRE41864	MOUSE17385, MOUSE17387
OG0007664	DANRE25031, DANRE43355	MOUSE44791
OG0007665	DANRE01416, DANRE01414, DANRE43222, DANRE01415, DANRE01417	MOUSE47944, MOUSE47942
OG0007666	DANRE28753, DANRE43046	MOUSE16916, MOUSE16917
OG0007667	DANRE19703	MOUSE43126
OG0007668	DANRE35347	MOUSE37881, MOUSE37882, MOUSE37883
OG0007669	DANRE25051	MOUSE06899, MOUSE06900, MOUSE06902, MOUSE06903, MOUSE06901, MOUSE06898, MOUSE06897
OG0007670	DANRE05713, DANRE05712	MOUSE21722, MOUSE21721, MOUSE21718
OG0007671	DANRE42117	MOUSE22168
OG0007672	DANRE42449, DANRE42450, DANRE42451	MOUSE24118
OG0007673	DANRE09062, DANRE09061	MOUSE34212
OG0007674	DANRE10891	MOUSE07068, MOUSE07067, MOUSE07066, MOUSE07065, MOUSE07064
OG0007675	DANRE03549	MOUSE38670, MOUSE38669, MOUSE38668
OG0007676	DANRE41267	MOUSE17543
OG0007677	DANRE00397	MOUSE25756, MOUSE25754, MOUSE25755, MOUSE25757, MOUSE25758
OG0007679	DANRE06163	MOUSE48155, MOUSE48156, MOUSE48157
OG0007680	DANRE35766	MOUSE26498
OG0007681	DANRE37636, DANRE37638, DANRE37637	MOUSE51734, MOUSE51732, MOUSE51733
OG0007684	DANRE19672, DANRE19671, DANRE19673	MOUSE42736, MOUSE42733, MOUSE42735
OG0007685	DANRE04773	MOUSE28172
