Orthogroup	DANRE	ORYLA
OG0006211	DANRE23001, DANRE23002, DANRE23000	ORYLA16185
OG0006214	DANRE30688	ORYLA11041
OG0006215	DANRE33253, DANRE33254	ORYLA08889
OG0006216	DANRE02603	ORYLA19823
OG0006217	DANRE02455	ORYLA13873, ORYLA13874
OG0006219	DANRE21451, DANRE21452, DANRE21450	ORYLA13291
OG0006220	DANRE42935	ORYLA18843
OG0006221	DANRE10344	ORYLA05707
OG0006221	DANRE29145, DANRE29144	ORYLA16392
OG0006221	DANRE03350	ORYLA07903
OG0006223	DANRE11597	ORYLA10674
OG0006224	DANRE23192	ORYLA15635
OG0006225	DANRE22204, DANRE22205	ORYLA00226
OG0006226	DANRE00424	ORYLA02359
OG0006227	DANRE34044	ORYLA17980
OG0006228	DANRE25100	ORYLA20325
OG0006229	DANRE15936	ORYLA00480
OG0006230	DANRE41674	ORYLA20084
OG0006231	DANRE39194	ORYLA08845
OG0006232	DANRE42234, DANRE42233	ORYLA19680
OG0006233	DANRE36490	ORYLA13531
OG0006234	DANRE17683	ORYLA13453
OG0006235	DANRE25558, DANRE25557	ORYLA14597
OG0006237	DANRE23513, DANRE23512	ORYLA15408
OG0006240	DANRE36672, DANRE36673	ORYLA20183
OG0006243	DANRE19390, DANRE19389	ORYLA14098
OG0006244	DANRE00556, DANRE00555	ORYLA02710
OG0006245	DANRE35696	ORYLA08633
OG0006246	DANRE00449	ORYLA02819
OG0006247	DANRE19272	ORYLA14475
OG0006249	DANRE03718, DANRE03719	ORYLA07428
OG0006250	DANRE07127	ORYLA01481
OG0006251	DANRE08349	ORYLA03699
OG0006252	DANRE09470, DANRE09471	ORYLA05842
OG0006253	DANRE36480, DANRE36479	ORYLA12949
OG0006254	DANRE29341	ORYLA01467
OG0006255	DANRE03495, DANRE03496	ORYLA04827
OG0006256	DANRE24249, DANRE24250	ORYLA09128
OG0006257	DANRE05553, DANRE05552	ORYLA05204
OG0006258	DANRE19030	ORYLA02984
OG0006259	DANRE18871	ORYLA13353
OG0006260	DANRE22086	ORYLA18938
OG0006261	DANRE13096, DANRE30739	ORYLA11026
OG0006261	DANRE02264	ORYLA14160
OG0006262	DANRE25390	ORYLA15136
OG0006262	DANRE09162	ORYLA05395
OG0006263	DANRE24117, DANRE24118	ORYLA09051
OG0006264	DANRE33703	ORYLA17584
OG0006265	DANRE42683	ORYLA09470
OG0006266	DANRE17830, DANRE17831	ORYLA12795
OG0006267	DANRE00418	ORYLA02355
OG0006268	DANRE40754	ORYLA16048
OG0006269	DANRE36731, DANRE36732	ORYLA19375
OG0006270	DANRE35384, DANRE35383	ORYLA02562, ORYLA02561
OG0006271	DANRE35905	ORYLA08585
OG0006272	DANRE34854, DANRE34853	ORYLA17653
OG0006272	DANRE38037	ORYLA07311
OG0006273	DANRE28307, DANRE28308	ORYLA06300
OG0006275	DANRE11416	ORYLA10683
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	ORYLA03972, ORYLA03476
OG0006278	DANRE28007	ORYLA06895
OG0006278	DANRE23479	ORYLA16134
OG0006279	DANRE42307	ORYLA09965
OG0006280	DANRE17962	ORYLA11567
OG0006281	DANRE20618	ORYLA20123
OG0006282	DANRE01823	ORYLA13164
OG0006283	DANRE23890	ORYLA09291
OG0006284	DANRE42627	ORYLA09690
OG0006285	DANRE35155	ORYLA17251
OG0006286	DANRE24625, DANRE24626	ORYLA07043
OG0006287	DANRE10740	ORYLA04687
OG0006288	DANRE19521	ORYLA10709
OG0006289	DANRE02205	ORYLA14057
OG0006289	DANRE02206	ORYLA16007
OG0006290	DANRE23006	ORYLA16144
OG0006291	DANRE39977	ORYLA13632
OG0006292	DANRE22601	ORYLA19865
OG0006294	DANRE18822, DANRE18821	ORYLA11427
OG0006295	DANRE19856	ORYLA20007
OG0006296	DANRE31238	ORYLA11079
OG0006297	DANRE36621	ORYLA13740
OG0006298	DANRE01607, DANRE01606	ORYLA16187
OG0006299	DANRE05858	ORYLA10630
OG0006299	DANRE14627, DANRE14628	ORYLA02251
OG0006299	DANRE17744, DANRE17743	ORYLA11710
OG0006301	DANRE12054, DANRE12053, DANRE12051	ORYLA10259
OG0006302	DANRE25685	ORYLA12680, ORYLA14790
OG0006303	DANRE39937	ORYLA19425
OG0006303	DANRE09243, DANRE09242	ORYLA05900
OG0006304	DANRE11152, DANRE17438, DANRE17440, DANRE17439	ORYLA10170, ORYLA11894
OG0006305	DANRE22040, DANRE22039	ORYLA00895
OG0006305	DANRE15982	ORYLA00418
OG0006306	DANRE10076	ORYLA05428
OG0006307	DANRE33432	ORYLA17332
OG0006309	DANRE33045	ORYLA11286
OG0006311	DANRE25002	ORYLA14691
OG0006312	DANRE30635	ORYLA19224
OG0006313	DANRE10086	ORYLA18940
OG0006314	DANRE42304	ORYLA09968
OG0006315	DANRE11260	ORYLA04829
OG0006317	DANRE09482, DANRE09481	ORYLA05717
OG0006318	DANRE42244	ORYLA08694
OG0006320	DANRE25698, DANRE25697	ORYLA15063
OG0006321	DANRE38570	ORYLA12059
OG0006322	DANRE20598	ORYLA20137
OG0006323	DANRE37133, DANRE37132, DANRE37131	ORYLA08641
OG0006326	DANRE26665, DANRE26664, DANRE26663	ORYLA06678
OG0006327	DANRE21374	ORYLA19841
OG0006328	DANRE14694, DANRE14693	ORYLA02179, ORYLA02180
OG0006329	DANRE39682	ORYLA17793
OG0006330	DANRE39085	ORYLA12144
OG0006331	DANRE13138	ORYLA03044
OG0006332	DANRE37684, DANRE37685, DANRE37686	ORYLA12489
OG0006333	DANRE41845	ORYLA09732
OG0006333	DANRE11474, DANRE18551	ORYLA10226
OG0006334	DANRE16756	ORYLA00853
OG0006335	DANRE36579	ORYLA13756
OG0006338	DANRE26304, DANRE26305	ORYLA07080
OG0006338	DANRE21841, DANRE21842	ORYLA13064
OG0006339	DANRE19470, DANRE19472, DANRE19471	ORYLA02765
OG0006340	DANRE05946	ORYLA05277
OG0006341	DANRE16542	ORYLA17094
OG0006343	DANRE06799, DANRE15712	ORYLA00514
OG0006344	DANRE39214	ORYLA09235
OG0006344	DANRE27258	ORYLA07107
OG0006345	DANRE43395	ORYLA06394
OG0006346	DANRE08127	ORYLA03560
OG0006347	DANRE02099	ORYLA08655
OG0006348	DANRE01487	ORYLA17683
OG0006350	DANRE09366, DANRE09365	ORYLA05826
OG0006351	DANRE42386, DANRE42388	ORYLA09454
OG0006352	DANRE16502, DANRE16503	ORYLA00408
OG0006352	DANRE06201	ORYLA01498
OG0006353	DANRE07948	ORYLA03383
OG0006354	DANRE34687	ORYLA17693
OG0006355	DANRE02203	ORYLA14059
OG0006356	DANRE35082, DANRE35081	ORYLA04352
OG0006357	DANRE22157, DANRE22156, DANRE22158	ORYLA13109
OG0006359	DANRE26555, DANRE26554	ORYLA06276
OG0006360	DANRE43226	ORYLA11287
OG0006361	DANRE12700	ORYLA15180
OG0006362	DANRE10073	ORYLA05430
OG0006363	DANRE00890	ORYLA04345
OG0006364	DANRE41213, DANRE41212	ORYLA17402
OG0006365	DANRE20484	ORYLA07547
OG0006366	DANRE13399, DANRE13400, DANRE13398	ORYLA03615
OG0006367	DANRE05487	ORYLA10820
OG0006370	DANRE38769, DANRE38768	ORYLA09199
OG0006372	DANRE15208	ORYLA10156
OG0006375	DANRE03585, DANRE03583, DANRE03582	ORYLA07773
OG0006376	DANRE39853	ORYLA18136
OG0006377	DANRE19336	ORYLA02527
OG0006379	DANRE11669	ORYLA02129
OG0006380	DANRE06769, DANRE06770, DANRE06768, DANRE06771	ORYLA01349
OG0006381	DANRE30686, DANRE12585	ORYLA15094
OG0006382	DANRE05618	ORYLA10097, ORYLA10098
OG0006383	DANRE00009	ORYLA04517
OG0006384	DANRE29107	ORYLA17068
OG0006386	DANRE39443, DANRE39444	ORYLA19015
OG0006387	DANRE05852, DANRE05851	ORYLA10627
OG0006388	DANRE29388	ORYLA16292
OG0006388	DANRE04006	ORYLA00766
OG0006389	DANRE04415, DANRE04414	ORYLA12499
OG0006390	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911	ORYLA19642
OG0006391	DANRE07782	ORYLA03666
OG0006392	DANRE41904	ORYLA09388
OG0006393	DANRE39415	ORYLA00411
OG0006393	DANRE40157	ORYLA13211
OG0006394	DANRE16905, DANRE16906	ORYLA00283
OG0006395	DANRE22284, DANRE22283	ORYLA19863
OG0006396	DANRE39566	ORYLA17433
OG0006399	DANRE33665	ORYLA17610
OG0006401	DANRE15389	ORYLA08618
OG0006401	DANRE23781	ORYLA18378
OG0006402	DANRE15996	ORYLA00429
OG0006404	DANRE25233, DANRE39448, DANRE25237, DANRE25238, DANRE43194	ORYLA14845
OG0006405	DANRE06676, DANRE06675	ORYLA01525
OG0006408	DANRE17799	ORYLA11884, ORYLA11885
OG0006410	DANRE21986, DANRE21989	ORYLA09527
OG0006410	DANRE11698, DANRE11697	ORYLA10379
OG0006410	DANRE17291, DANRE17292	ORYLA11808
OG0006411	DANRE27917	ORYLA06445
OG0006411	DANRE40430	ORYLA15413
OG0006412	DANRE41119, DANRE41118	ORYLA15509
OG0006412	DANRE26914	ORYLA06551
OG0006412	DANRE10546	ORYLA05994
OG0006412	DANRE23390, DANRE23391	ORYLA11538
OG0006413	DANRE39785	ORYLA16234
OG0006413	DANRE36743	ORYLA14330
OG0006413	DANRE02308, DANRE02309	ORYLA14388
OG0006413	DANRE25712, DANRE30887	ORYLA10909
OG0006414	DANRE19245	ORYLA02371
OG0006414	DANRE12927	ORYLA14953
OG0006414	DANRE12923	ORYLA14955
OG0006414	DANRE34345	ORYLA17953
OG0006414	DANRE03526	ORYLA19069
OG0006415	DANRE16461	ORYLA00661
OG0006415	DANRE06501	ORYLA01125
OG0006415	DANRE01133	ORYLA04012
OG0006415	DANRE08284	ORYLA03262
OG0006416	DANRE24129	ORYLA09047
OG0006442	DANRE43200	ORYLA13339
OG0006443	DANRE00893, DANRE00894	ORYLA04866
OG0006446	DANRE40885, DANRE40884, DANRE40883	ORYLA18017
OG0006447	DANRE34812	ORYLA18018
OG0006448	DANRE27832	ORYLA06428, ORYLA06429
OG0006449	DANRE14730	ORYLA02199
OG0006452	DANRE02762	ORYLA14233
OG0006454	DANRE08298, DANRE34951	ORYLA04312
OG0006456	DANRE14385	ORYLA01861
OG0006457	DANRE28856	ORYLA14262
OG0006459	DANRE25979, DANRE25980	ORYLA14803
OG0006460	DANRE05152	ORYLA04920
OG0006461	DANRE40456	ORYLA15523
OG0006462	DANRE30415	ORYLA07799
OG0006463	DANRE19402, DANRE19401	ORYLA14103
OG0006464	DANRE22250	ORYLA13278
OG0006465	DANRE02945, DANRE02946, DANRE02944	ORYLA00104
OG0006467	DANRE39297	ORYLA12385
OG0006468	DANRE10143	ORYLA19099
OG0006469	DANRE16763	ORYLA00255
OG0006470	DANRE15907	ORYLA00368
OG0006471	DANRE21870, DANRE21871	ORYLA19660
OG0006472	DANRE38202, DANRE38201	ORYLA07638
OG0006474	DANRE39677	ORYLA17369
OG0006475	DANRE24226	ORYLA09150
OG0006476	DANRE01065, DANRE01064	ORYLA04028
OG0006477	DANRE39101	ORYLA12051
OG0006478	DANRE29720	ORYLA18550
OG0006479	DANRE22957, DANRE22955, DANRE22956	ORYLA15648
OG0006480	DANRE22037	ORYLA00896
OG0006481	DANRE34163	ORYLA04413
OG0006482	DANRE18945, DANRE18946	ORYLA17211
OG0006483	DANRE43261, DANRE43260, DANRE43262	ORYLA10393
OG0006484	DANRE40128, DANRE40556, DANRE40561, DANRE40560	ORYLA17475
OG0006485	DANRE38124, DANRE38127	ORYLA07384, ORYLA07383
OG0006486	DANRE36064, DANRE35988	ORYLA01412
OG0006487	DANRE40466	ORYLA15532, ORYLA15531
OG0006488	DANRE07586	ORYLA03055
OG0006490	DANRE30998, DANRE30997	ORYLA14766
OG0006491	DANRE24615	ORYLA08851
OG0006492	DANRE12650, DANRE12649, DANRE12651	ORYLA15208
OG0006493	DANRE19720	ORYLA06218
OG0006494	DANRE26527	ORYLA06580
OG0006495	DANRE33872	ORYLA07421
OG0006496	DANRE27447	ORYLA06776
OG0006497	DANRE16111, DANRE16110	ORYLA04913
OG0006498	DANRE34352, DANRE34351	ORYLA10742
OG0006499	DANRE26978, DANRE26977, DANRE18277	ORYLA13225
OG0006501	DANRE08955	ORYLA03041
OG0006502	DANRE29381, DANRE29382, DANRE29383	ORYLA16800
OG0006503	DANRE07132, DANRE07133, DANRE07134	ORYLA00936
OG0006504	DANRE20127	ORYLA03965
OG0006505	DANRE03734, DANRE26394	ORYLA08906, ORYLA06614
OG0006506	DANRE24402, DANRE24403, DANRE24401	ORYLA08840
OG0006507	DANRE22794	ORYLA15791, ORYLA15790
OG0006508	DANRE05986, DANRE05987	ORYLA14077
OG0006509	DANRE23625	ORYLA07227
OG0006510	DANRE36871	ORYLA14338
OG0006511	DANRE37056	ORYLA14130
OG0006512	DANRE29342	ORYLA01466
OG0006513	DANRE38837, DANRE38836	ORYLA18476
OG0006514	DANRE07332	ORYLA20423
OG0006515	DANRE04926, DANRE04925, DANRE04924	ORYLA10705
OG0006516	DANRE05513, DANRE05512	ORYLA10111, ORYLA10110
OG0006517	DANRE28275, DANRE28276	ORYLA06301
OG0006518	DANRE05484	ORYLA19034
OG0006519	DANRE17604	ORYLA11456
OG0006520	DANRE01097, DANRE01098	ORYLA04037
OG0006523	DANRE13254	ORYLA03670
OG0006524	DANRE25718	ORYLA14673
OG0006525	DANRE39739	ORYLA16237
OG0006526	DANRE13639	ORYLA19079
OG0006527	DANRE03126	ORYLA16408
OG0006528	DANRE15366	ORYLA08757
OG0006530	DANRE10408	ORYLA06110
OG0006532	DANRE02116	ORYLA12770
OG0006536	DANRE16746	ORYLA00277
OG0006537	DANRE16803, DANRE16802, DANRE16800, DANRE16801	ORYLA18614
OG0006538	DANRE01948	ORYLA12235
OG0006540	DANRE43223	ORYLA04334
OG0006542	DANRE01099	ORYLA04038
OG0006543	DANRE04511	ORYLA05121
OG0006544	DANRE36921	ORYLA13799
OG0006545	DANRE14779	ORYLA01750
OG0006547	DANRE01017, DANRE01016	ORYLA04432
OG0006549	DANRE30654	ORYLA10840
OG0006550	DANRE31528, DANRE31529, DANRE31527	ORYLA11254
OG0006551	DANRE41890, DANRE41889	ORYLA09374
OG0006552	DANRE19095	ORYLA02423
OG0006553	DANRE15584, DANRE15585, DANRE30044	ORYLA00553
OG0006554	DANRE19522	ORYLA02770
OG0006555	DANRE35599, DANRE35598	ORYLA08557
OG0006556	DANRE11973, DANRE11974, DANRE11975	ORYLA10590
OG0006557	DANRE25072	ORYLA17641
OG0006559	DANRE20945, DANRE20944	ORYLA13088
OG0006560	DANRE17717, DANRE17715, DANRE17716	ORYLA11992
OG0006561	DANRE18058	ORYLA11401
OG0006562	DANRE20523, DANRE20522	ORYLA02977
OG0006563	DANRE28810, DANRE28809	ORYLA12120
OG0006564	DANRE07932, DANRE07931	ORYLA03066
OG0006565	DANRE25862	ORYLA19532
OG0006565	DANRE02268	ORYLA14158
OG0006566	DANRE29055	ORYLA16816
OG0006567	DANRE01679	ORYLA14215
OG0006568	DANRE16829	ORYLA00111
OG0006569	DANRE04566	ORYLA04751
OG0006570	DANRE14648	ORYLA02088
OG0006571	DANRE33971	ORYLA18093
OG0006573	DANRE34641	ORYLA04375
OG0006574	DANRE21767, DANRE21766, DANRE21765	ORYLA13477
OG0006577	DANRE01281	ORYLA04095
OG0006578	DANRE19007, DANRE19008	ORYLA02514
OG0006579	DANRE39282	ORYLA07356
OG0006580	DANRE26459	ORYLA18562
OG0006581	DANRE26007	ORYLA14939
OG0006583	DANRE17390	ORYLA11606
OG0006584	DANRE09521	ORYLA05604
OG0006585	DANRE11331, DANRE11330	ORYLA04761
OG0006586	DANRE26201, DANRE26199, DANRE26200	ORYLA14580
OG0006587	DANRE13162, DANRE13161	ORYLA03374
OG0006588	DANRE22756	ORYLA16204
OG0006589	DANRE31630	ORYLA19520
OG0006590	DANRE25511	ORYLA15302
OG0006591	DANRE10350	ORYLA05510
OG0006592	DANRE22277	ORYLA15483
OG0006593	DANRE26311, DANRE26312	ORYLA07057
OG0006594	DANRE39229, DANRE39227, DANRE39230, DANRE39228	ORYLA07714
OG0006595	DANRE04332, DANRE04333	ORYLA08079
OG0006597	DANRE06998	ORYLA00971
OG0006598	DANRE34799, DANRE34800	ORYLA17695
OG0006599	DANRE35346	ORYLA17550
OG0006599	DANRE40652, DANRE40653, DANRE40651	ORYLA17318
OG0006600	DANRE04050	ORYLA20055, ORYLA20054
OG0006601	DANRE35665	ORYLA10284
OG0006602	DANRE16908, DANRE16909	ORYLA00714
OG0006603	DANRE39335	ORYLA15058
OG0006604	DANRE08282	ORYLA03264
OG0006605	DANRE37509	ORYLA07521
OG0006606	DANRE12518	ORYLA15309
OG0006607	DANRE10066, DANRE10065	ORYLA05978
OG0006609	DANRE38772, DANRE38771	ORYLA09197
OG0006610	DANRE15476, DANRE15475	ORYLA00548
OG0006611	DANRE23305	ORYLA16098
OG0006612	DANRE01859	ORYLA12921
OG0006613	DANRE43420	ORYLA12182
OG0006614	DANRE32921, DANRE32922, DANRE32923, DANRE32924	ORYLA10829
OG0006615	DANRE14777, DANRE14778	ORYLA01747
OG0006616	DANRE26673	ORYLA06592
OG0006617	DANRE11557, DANRE11556	ORYLA08547
OG0006619	DANRE24678	ORYLA06288
OG0006620	DANRE11400	ORYLA10618
OG0006620	DANRE17728	ORYLA11720
OG0006621	DANRE35047	ORYLA04538
OG0006622	DANRE06401	ORYLA04282
OG0006623	DANRE25920	ORYLA14630
OG0006624	DANRE10511, DANRE10512	ORYLA06131, ORYLA06132
OG0006625	DANRE15350, DANRE15349	ORYLA12231
OG0006626	DANRE25071	ORYLA17629
OG0006627	DANRE03368	ORYLA17509
OG0006628	DANRE25218, DANRE38495	ORYLA12154
OG0006630	DANRE13211	ORYLA12196
OG0006632	DANRE06687, DANRE06688	ORYLA01518
OG0006632	DANRE07374	ORYLA01497
OG0006633	DANRE26873, DANRE26872, DANRE26871	ORYLA06549
OG0006635	DANRE01468, DANRE41203, DANRE41204, DANRE41202	ORYLA17870
OG0006636	DANRE09302	ORYLA05802
OG0006637	DANRE04008, DANRE04009	ORYLA08373
OG0006639	DANRE15622, DANRE15623, DANRE15624, DANRE15625	ORYLA00862
OG0006639	DANRE39267	ORYLA07297
OG0006640	DANRE39218	ORYLA07344
OG0006641	DANRE10715	ORYLA10252
OG0006642	DANRE11176	ORYLA04894
OG0006645	DANRE09833, DANRE09832	ORYLA05680
OG0006646	DANRE37654, DANRE37653	ORYLA12692, ORYLA12691
OG0006649	DANRE30372, DANRE30371	ORYLA16663
OG0006650	DANRE25536	ORYLA15299
OG0006651	DANRE00823, DANRE00822	ORYLA04105
OG0006652	DANRE04727, DANRE04728, DANRE40360	ORYLA10471
OG0006653	DANRE28304, DANRE28305	ORYLA06299
OG0006654	DANRE18186	ORYLA11524
OG0006655	DANRE12365	ORYLA17342
OG0006657	DANRE39849, DANRE39850	ORYLA17971
OG0006658	DANRE11677, DANRE18834	ORYLA11434
OG0006660	DANRE21300, DANRE36980	ORYLA13850
OG0006661	DANRE19721	ORYLA04185
OG0006662	DANRE00965	ORYLA14512
OG0006663	DANRE08633, DANRE08634	ORYLA03621
OG0006664	DANRE03439	ORYLA09332
OG0006666	DANRE21287	ORYLA20165
OG0006667	DANRE26598	ORYLA06327
OG0006668	DANRE16558, DANRE16559	ORYLA08545
OG0006669	DANRE19000, DANRE18999	ORYLA02526
OG0006672	DANRE11357, DANRE11356	ORYLA10362
OG0006673	DANRE00592, DANRE39690	ORYLA17788
OG0006675	DANRE19617, DANRE19618	ORYLA11228
OG0006676	DANRE12779	ORYLA20332, ORYLA20330
OG0006677	DANRE09349	ORYLA05809
OG0006678	DANRE28792	ORYLA16789
OG0006679	DANRE03939, DANRE03938	ORYLA07862
OG0006680	DANRE35503	ORYLA13976
OG0006681	DANRE17737	ORYLA11715
OG0006683	DANRE40259	ORYLA15512
OG0006684	DANRE30786	ORYLA11012
OG0006685	DANRE18783, DANRE18784	ORYLA11878
OG0006685	DANRE38812, DANRE38811	ORYLA08944
OG0006686	DANRE18994, DANRE18993, DANRE18992	ORYLA18912
OG0006687	DANRE10137	ORYLA05969
OG0006688	DANRE37962	ORYLA07474
OG0006689	DANRE12368	ORYLA14988
OG0006690	DANRE23373, DANRE23374, DANRE23375	ORYLA15449
OG0006691	DANRE03684	ORYLA08252
OG0006692	DANRE15155, DANRE15154	ORYLA18541
OG0006693	DANRE16672	ORYLA00439
OG0006694	DANRE18391	ORYLA11331
OG0006695	DANRE07414	ORYLA03032
OG0006696	DANRE04465	ORYLA04969
OG0006696	DANRE05504	ORYLA10116
OG0006697	DANRE04313	ORYLA08123
OG0006697	DANRE10885	ORYLA04932
OG0006698	DANRE09646, DANRE09648, DANRE09647	ORYLA05714
OG0006702	DANRE15041	ORYLA01940
OG0006703	DANRE39207	ORYLA09239
OG0006705	DANRE36324	ORYLA13053
OG0006706	DANRE26557	ORYLA06274
OG0006707	DANRE41014, DANRE41015	ORYLA15902
OG0006708	DANRE09074, DANRE09073	ORYLA06046
OG0006709	DANRE42754, DANRE42753	ORYLA09857
OG0006710	DANRE38095	ORYLA07507
OG0006711	DANRE15395, DANRE15393, DANRE15394, DANRE15396	ORYLA12230
OG0006712	DANRE23043	ORYLA16175
OG0006713	DANRE18050	ORYLA10516, ORYLA11956
OG0006714	DANRE20419	ORYLA03957
OG0006714	DANRE06658	ORYLA01323
OG0006715	DANRE22758, DANRE22757	ORYLA16203
OG0006716	DANRE27259	ORYLA07108
OG0006717	DANRE07244, DANRE07245, DANRE07243	ORYLA01078
OG0006718	DANRE04447	ORYLA05056
OG0006719	DANRE36175	ORYLA00231
OG0006720	DANRE36497	ORYLA13526
OG0006721	DANRE28349	ORYLA06875
OG0006722	DANRE37553	ORYLA19383
OG0006723	DANRE39823	ORYLA15389
OG0006724	DANRE40260	ORYLA18498
OG0006725	DANRE36705	ORYLA13855
OG0006726	DANRE18406, DANRE18407	ORYLA18866
OG0006727	DANRE17270	ORYLA11933
OG0006728	DANRE09817	ORYLA05670
OG0006729	DANRE40632	ORYLA17444
OG0006730	DANRE40426	ORYLA15663
OG0006731	DANRE08686, DANRE08687, DANRE08688, DANRE08689	ORYLA05562
OG0006732	DANRE42548, DANRE42549	ORYLA18287
OG0006733	DANRE19895, DANRE19894, DANRE19893, DANRE06825	ORYLA01038
OG0006734	DANRE11967	ORYLA19310
OG0006735	DANRE01761	ORYLA14353
OG0006737	DANRE03073, DANRE03074, DANRE03072	ORYLA08275
OG0006738	DANRE41395	ORYLA19668
OG0006739	DANRE15633	ORYLA19509
OG0006741	DANRE22261	ORYLA14536
OG0006742	DANRE06943	ORYLA01030
OG0006742	DANRE15666	ORYLA00302
OG0006744	DANRE13367	ORYLA10819
OG0006745	DANRE22218, DANRE22215, DANRE22216, DANRE22217	ORYLA13304
OG0006747	DANRE10912, DANRE10913, DANRE10914, DANRE10915	ORYLA10130
OG0006748	DANRE27992	ORYLA06901
OG0006749	DANRE28961, DANRE28962	ORYLA16853
OG0006750	DANRE18340	ORYLA11676
OG0006752	DANRE34984	ORYLA04133
OG0006753	DANRE11805, DANRE11806	ORYLA10479
OG0006754	DANRE09950	ORYLA05668
OG0006754	DANRE13577	ORYLA19170
OG0006755	DANRE35544	ORYLA08778
OG0006756	DANRE24740	ORYLA08007
OG0006757	DANRE13143, DANRE13144	ORYLA05170
OG0006759	DANRE31502	ORYLA11258
OG0006760	DANRE00421	ORYLA13106, ORYLA13107
OG0006761	DANRE15637, DANRE15639, DANRE15638	ORYLA00833
OG0006762	DANRE05906, DANRE05907, DANRE03761	ORYLA08143, ORYLA05165
OG0006763	DANRE14963	ORYLA02127
OG0006763	DANRE14279, DANRE14280	ORYLA05928, ORYLA16452
OG0006764	DANRE06709, DANRE06710, DANRE06711	ORYLA01520
OG0006765	DANRE38619, DANRE38618	ORYLA12661
OG0006766	DANRE20282, DANRE20283	ORYLA04462
OG0006768	DANRE10387	ORYLA05533
OG0006769	DANRE38421, DANRE38420	ORYLA19703
OG0006770	DANRE25957, DANRE13458, DANRE13459	ORYLA12620
OG0006771	DANRE22622, DANRE22623	ORYLA15857
OG0006771	DANRE18444, DANRE18443	ORYLA11311
OG0006772	DANRE16400	ORYLA00394
OG0006774	DANRE27767	ORYLA06740
OG0006775	DANRE03588, DANRE03589, DANRE03590	ORYLA07771
OG0006776	DANRE29920, DANRE29919, DANRE29918	ORYLA16494
OG0006777	DANRE19888	ORYLA12364
OG0006780	DANRE11139, DANRE11138	ORYLA10161
OG0006784	DANRE09776	ORYLA05674
OG0006786	DANRE23746, DANRE23748, DANRE23749, DANRE23747, DANRE23745, DANRE16232	ORYLA00466
OG0006786	DANRE16042	ORYLA06681
OG0006786	DANRE42872, DANRE42871	ORYLA09929
OG0006787	DANRE14271, DANRE09543	ORYLA05621, ORYLA05622
OG0006787	DANRE03678	ORYLA08245
OG0006788	DANRE24270	ORYLA09114
OG0006788	DANRE20491, DANRE38024, DANRE38023	ORYLA07553
OG0006788	DANRE18913	ORYLA11546
OG0006788	DANRE15017	ORYLA02108
OG0006789	DANRE18355, DANRE18350, DANRE18351, DANRE18353, DANRE18352	ORYLA11626, ORYLA11633
OG0006790	DANRE26491, DANRE26489, DANRE26490	ORYLA06926, ORYLA06927
OG0006790	DANRE10712, DANRE10709, DANRE10708, DANRE10710, DANRE10711, DANRE18255, DANRE18256, DANRE29573	ORYLA08762, ORYLA15045, ORYLA18872, ORYLA03749
OG0006791	DANRE22117, DANRE07395	ORYLA01324
OG0006792	DANRE18037	ORYLA11646
OG0006792	DANRE17963	ORYLA11566
OG0006793	DANRE09177	ORYLA05488
OG0006793	DANRE09151, DANRE09152, DANRE09175, DANRE09174, DANRE09173	ORYLA05487
OG0006794	DANRE00937, DANRE00936, DANRE00935	ORYLA04111
OG0006794	DANRE08043, DANRE08042	ORYLA03298
OG0006794	DANRE00962, DANRE00961, DANRE08033, DANRE08034	ORYLA03295
OG0006794	DANRE08137	ORYLA03428
OG0006795	DANRE28640	ORYLA06379, ORYLA06126
OG0006796	DANRE12937, DANRE12939, DANRE12938	ORYLA14619
OG0006796	DANRE38236, DANRE38235	ORYLA12348
OG0006826	DANRE20199, DANRE20200	ORYLA07190
OG0006827	DANRE27134	ORYLA19112
OG0006828	DANRE33264	ORYLA19553
OG0006829	DANRE06462	ORYLA20486
OG0006830	DANRE20293	ORYLA04099
OG0006831	DANRE05025	ORYLA05295
OG0006832	DANRE05650, DANRE05651	ORYLA10081
OG0006833	DANRE39031	ORYLA12166
OG0006837	DANRE08129, DANRE08130	ORYLA03273
OG0006838	DANRE29999, DANRE30000	ORYLA16929
OG0006842	DANRE16946	ORYLA00868
OG0006843	DANRE00575	ORYLA18591
OG0006844	DANRE25978, DANRE25977	ORYLA12172
OG0006845	DANRE00889	ORYLA04346
OG0006846	DANRE11134	ORYLA10163
OG0006848	DANRE20561	ORYLA03872
OG0006849	DANRE04779	ORYLA04862
OG0006850	DANRE16405	ORYLA00398
OG0006850	DANRE16404	ORYLA00397
OG0006851	DANRE11826, DANRE11827, DANRE11012, DANRE03308	ORYLA08359
OG0006852	DANRE25832	ORYLA11028
OG0006853	DANRE30632	ORYLA19226
OG0006856	DANRE24719	ORYLA07978
OG0006857	DANRE21323, DANRE21320, DANRE21321	ORYLA09522
OG0006859	DANRE37523, DANRE37522, DANRE37521, DANRE37525, DANRE37532, DANRE37533, DANRE37531, DANRE37534, DANRE37536, DANRE37535, DANRE37527, DANRE37526, DANRE37524, DANRE37529, DANRE37528, DANRE37530	ORYLA10057, ORYLA18642, ORYLA18641, ORYLA18661, ORYLA19936, ORYLA18987, ORYLA18295
