Orthogroup	DANRE	AMPFI_ok
OG0005791	DANRE35362	AMPFI_05116
OG0005792	DANRE00903	AMPFI_01360
OG0005793	DANRE26367	AMPFI_00669
OG0005794	DANRE03459, DANRE03461, DANRE03460	AMPFI_12426
OG0005795	DANRE41201	AMPFI_22765
OG0005796	DANRE35301	AMPFI_06497
OG0005797	DANRE06686	AMPFI_05925
OG0005798	DANRE36742, DANRE36741, DANRE36740, DANRE36739	AMPFI_20521
OG0005799	DANRE07255, DANRE07256	AMPFI_06285
OG0005801	DANRE10200	AMPFI_10438
OG0005802	DANRE42619	AMPFI_06847
OG0005803	DANRE42298	AMPFI_15963
OG0005804	DANRE16177, DANRE26612	AMPFI_18167
OG0005805	DANRE33433, DANRE33434	AMPFI_10030
OG0005806	DANRE33644, DANRE33645, DANRE33646, DANRE33642, DANRE33643	AMPFI_23372
OG0005807	DANRE42401	AMPFI_06203
OG0005808	DANRE36615	AMPFI_11669
OG0005810	DANRE09119, DANRE09118	AMPFI_22032
OG0005811	DANRE30619	AMPFI_11672
OG0005812	DANRE06734, DANRE06736, DANRE06735	AMPFI_07294
OG0005813	DANRE33638	AMPFI_11130
OG0005814	DANRE00480, DANRE00481, DANRE00482	AMPFI_10557
OG0005815	DANRE35338, DANRE35339	AMPFI_08919
OG0005816	DANRE33494, DANRE25870	AMPFI_11791
OG0005817	DANRE08196	AMPFI_13154
OG0005818	DANRE25883	AMPFI_12530
OG0005819	DANRE29106	AMPFI_11841
OG0005820	DANRE09807, DANRE09805, DANRE09806	AMPFI_22784
OG0005821	DANRE09701, DANRE09702	AMPFI_10420
OG0005822	DANRE11599, DANRE11598	AMPFI_19839
OG0005823	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319	AMPFI_09872
OG0005824	DANRE28405, DANRE28404, DANRE28406	AMPFI_21619
OG0005825	DANRE16741, DANRE16740, DANRE16743	AMPFI_11390
OG0005826	DANRE31098	AMPFI_11203
OG0005827	DANRE04786	AMPFI_07624
OG0005828	DANRE11026	AMPFI_11110
OG0005830	DANRE30479, DANRE29292, DANRE29293, DANRE29294	AMPFI_11255
OG0005832	DANRE12840	AMPFI_09133
OG0005833	DANRE11533, DANRE13426	AMPFI_15825
OG0005834	DANRE31116, DANRE31115, DANRE31117	AMPFI_16427
OG0005835	DANRE22723	AMPFI_07548
OG0005836	DANRE00571	AMPFI_04323
OG0005837	DANRE28876	AMPFI_24762
OG0005839	DANRE03272, DANRE03273, DANRE05764, DANRE16688	AMPFI_00485
OG0005840	DANRE11184	AMPFI_05520
OG0005842	DANRE01807	AMPFI_14150
OG0005843	DANRE27852, DANRE27853	AMPFI_14005
OG0005844	DANRE04542	AMPFI_06355
OG0005845	DANRE08278, DANRE08279, DANRE08276, DANRE08277	AMPFI_17578
OG0005847	DANRE18614	AMPFI_23539, AMPFI_22660, AMPFI_00017
OG0005848	DANRE29474	AMPFI_06719
OG0005849	DANRE42620	AMPFI_11348
OG0005850	DANRE02454	AMPFI_24439
OG0005851	DANRE39994, DANRE39993	AMPFI_25319
OG0005852	DANRE40523, DANRE40522	AMPFI_13042
OG0005853	DANRE11871, DANRE11872, DANRE11870	AMPFI_08346
OG0005854	DANRE26034, DANRE26032, DANRE26031, DANRE26033	AMPFI_08661
OG0005855	DANRE03475	AMPFI_11257
OG0005857	DANRE08223, DANRE08222	AMPFI_12043
OG0005858	DANRE33663	AMPFI_25602
OG0005860	DANRE40800	AMPFI_25002
OG0005861	DANRE35512, DANRE35510, DANRE35511	AMPFI_12088
OG0005863	DANRE29066	AMPFI_11911
OG0005864	DANRE00114	AMPFI_07558
OG0005865	DANRE36625, DANRE36626	AMPFI_18702
OG0005866	DANRE11579	AMPFI_06903
OG0005867	DANRE31525	AMPFI_11525, AMPFI_01370
OG0005868	DANRE06901, DANRE06900, DANRE06902, DANRE06904, DANRE06903	AMPFI_06547
OG0005869	DANRE36892, DANRE36893	AMPFI_12200
OG0005870	DANRE26828, DANRE26829, DANRE24559, DANRE24560	AMPFI_13611
OG0005871	DANRE07208, DANRE07207, DANRE07206	AMPFI_06117
OG0005872	DANRE10465, DANRE10464	AMPFI_23922
OG0005875	DANRE12228	AMPFI_06350
OG0005876	DANRE36601, DANRE36602, DANRE36600	AMPFI_24444
OG0005877	DANRE02122	AMPFI_23009
OG0005878	DANRE18819, DANRE18818	AMPFI_08841
OG0005879	DANRE10234	AMPFI_22803
OG0005880	DANRE21270, DANRE21271	AMPFI_10332
OG0005881	DANRE17358	AMPFI_11098
OG0005883	DANRE33540	AMPFI_03130
OG0005884	DANRE17605	AMPFI_02965
OG0005885	DANRE41185, DANRE41184, DANRE41186	AMPFI_02527, AMPFI_23550, AMPFI_14992
OG0005886	DANRE11989	AMPFI_23551
OG0005887	DANRE35050	AMPFI_10470
OG0005888	DANRE30287	AMPFI_02169
OG0005889	DANRE38035	AMPFI_10713
OG0005890	DANRE23385, DANRE23386	AMPFI_10248
OG0005892	DANRE12851	AMPFI_08156
OG0005895	DANRE01111	AMPFI_16693
OG0005897	DANRE15609	AMPFI_15099
OG0005899	DANRE30256	AMPFI_20021
OG0005900	DANRE27122, DANRE27121, DANRE27123	AMPFI_02500, AMPFI_00677
OG0005901	DANRE12702	AMPFI_04784
OG0005903	DANRE12234	AMPFI_10045
OG0005904	DANRE25660, DANRE25661	AMPFI_15256
OG0005906	DANRE42799	AMPFI_20490
OG0005907	DANRE25622, DANRE25623	AMPFI_09778
OG0005908	DANRE12740, DANRE12741	AMPFI_07112
OG0005909	DANRE26562, DANRE26561	AMPFI_13997
OG0005911	DANRE00577, DANRE00578	AMPFI_25366
OG0005912	DANRE23007, DANRE26433, DANRE26434, DANRE26435	AMPFI_13071
OG0005913	DANRE08503, DANRE08504	AMPFI_06678, AMPFI_00948
OG0005914	DANRE02261	AMPFI_14453
OG0005916	DANRE41384, DANRE41385, DANRE41386	AMPFI_08080, AMPFI_25194
OG0005918	DANRE26860, DANRE26859	AMPFI_06552, AMPFI_24827
OG0005919	DANRE27437	AMPFI_14223
OG0005920	DANRE23524, DANRE28192, DANRE23523	AMPFI_21030, AMPFI_22380, AMPFI_02872
OG0005921	DANRE00770, DANRE00771, DANRE07756, DANRE07757	AMPFI_15068
OG0005922	DANRE01622	AMPFI_21840
OG0005923	DANRE37950	AMPFI_16185
OG0005924	DANRE26067, DANRE26068, DANRE26069	AMPFI_01732
OG0005926	DANRE27181	AMPFI_08860
OG0005927	DANRE42189	AMPFI_03560, AMPFI_02911
OG0005928	DANRE01870, DANRE01871	AMPFI_11498
OG0005929	DANRE28882, DANRE28881, DANRE35644	AMPFI_10207
OG0005930	DANRE18990, DANRE18989	AMPFI_21713
OG0005931	DANRE37655	AMPFI_25311
OG0005932	DANRE12427, DANRE12426	AMPFI_07308
OG0005933	DANRE33836, DANRE33835, DANRE35227	AMPFI_09258
OG0005936	DANRE39451, DANRE39450	AMPFI_10646
OG0005937	DANRE12548, DANRE12547, DANRE12549	AMPFI_18365
OG0005938	DANRE19752, DANRE19751, DANRE19753	AMPFI_10894
OG0005939	DANRE25188	AMPFI_23475
OG0005940	DANRE18047	AMPFI_15882
OG0005941	DANRE17403, DANRE17402	AMPFI_19410
OG0005942	DANRE01018, DANRE01019	AMPFI_15391
OG0005943	DANRE28508	AMPFI_06122
OG0005944	DANRE04523, DANRE04524	AMPFI_09325
OG0005946	DANRE40755, DANRE40756	AMPFI_02248
OG0005947	DANRE16088	AMPFI_07847
OG0005948	DANRE04336, DANRE05014, DANRE05013, DANRE05011, DANRE05012	AMPFI_01836
OG0005949	DANRE36776	AMPFI_00381
OG0005950	DANRE12068	AMPFI_08191
OG0005951	DANRE01837, DANRE01838, DANRE01839, DANRE01836	AMPFI_24131
OG0005952	DANRE00112, DANRE00113	AMPFI_08552
OG0005953	DANRE34696, DANRE34697	AMPFI_23074
OG0005954	DANRE25527	AMPFI_00246
OG0005955	DANRE41176	AMPFI_10511
OG0005956	DANRE19452	AMPFI_11976
OG0005957	DANRE38099, DANRE38097	AMPFI_13292
OG0005959	DANRE13565	AMPFI_17636, AMPFI_17188
OG0005960	DANRE06005	AMPFI_21562
OG0005961	DANRE36709, DANRE36708	AMPFI_06441
OG0005962	DANRE40347, DANRE40346	AMPFI_22529
OG0005963	DANRE17985, DANRE17983, DANRE17984	AMPFI_09480
OG0005964	DANRE31154, DANRE31155, DANRE31156	AMPFI_11507
OG0005965	DANRE07318, DANRE07317, DANRE15870	AMPFI_25841
OG0005966	DANRE30542, DANRE30541	AMPFI_00202
OG0005967	DANRE29460, DANRE29461	AMPFI_07645
OG0005968	DANRE17712	AMPFI_02265
OG0005969	DANRE05968, DANRE22135, DANRE22134, DANRE22133	AMPFI_05971
OG0005970	DANRE21493	AMPFI_08520
OG0005971	DANRE42629	AMPFI_12097
OG0005972	DANRE18881	AMPFI_22709
OG0005973	DANRE05641	AMPFI_24156
OG0005974	DANRE17648	AMPFI_23260
OG0005975	DANRE42437, DANRE42436, DANRE20525	AMPFI_05524
OG0005976	DANRE42119, DANRE42118	AMPFI_12033, AMPFI_00199
OG0005977	DANRE31405, DANRE31403, DANRE31404	AMPFI_22794
OG0005978	DANRE15157	AMPFI_25985
OG0005979	DANRE38778, DANRE38776, DANRE38777	AMPFI_08189
OG0005980	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332	AMPFI_09676
OG0005982	DANRE00484, DANRE00483	AMPFI_06280
OG0005983	DANRE36502	AMPFI_09310
OG0005984	DANRE19178, DANRE19177	AMPFI_24385
OG0005985	DANRE33946	AMPFI_02791
OG0005986	DANRE11830, DANRE37149	AMPFI_14970
OG0005987	DANRE20527	AMPFI_21081
OG0005989	DANRE26234	AMPFI_00165
OG0005991	DANRE25006	AMPFI_01419
OG0005993	DANRE22273, DANRE22274	AMPFI_06032
OG0005994	DANRE01522, DANRE27164	AMPFI_07225
OG0005995	DANRE05970	AMPFI_08072
OG0005996	DANRE13892, DANRE13893, DANRE10358	AMPFI_25425, AMPFI_16927, AMPFI_09019
OG0005997	DANRE17481, DANRE17483, DANRE17482	AMPFI_09215
OG0005998	DANRE40594, DANRE19430	AMPFI_10189
OG0006000	DANRE18864	AMPFI_13395
OG0006001	DANRE25824	AMPFI_13702, AMPFI_21077
OG0006002	DANRE31475, DANRE31474, DANRE31473	AMPFI_13724
OG0006003	DANRE35433, DANRE35432, DANRE35431	AMPFI_14194
OG0006004	DANRE35808, DANRE41519, DANRE23322	AMPFI_14518
OG0006005	DANRE20235	AMPFI_15191
OG0006007	DANRE12881, DANRE12882, DANRE02139, DANRE02140	AMPFI_15668
OG0006008	DANRE02968, DANRE02967	AMPFI_15988
OG0006009	DANRE16038, DANRE16039	AMPFI_16082
OG0006010	DANRE06602, DANRE06603, DANRE16464	AMPFI_16750
OG0006011	DANRE33317	AMPFI_19165
OG0006012	DANRE25962, DANRE25963, DANRE25961, DANRE38412	AMPFI_20017
OG0006013	DANRE14651, DANRE14650	AMPFI_20123
OG0006014	DANRE02557, DANRE02556	AMPFI_22379
OG0006015	DANRE16012, DANRE16011	AMPFI_23792
OG0006059	DANRE03446	AMPFI_19289, AMPFI_07653
OG0006062	DANRE28758, DANRE28759	AMPFI_15800
OG0006063	DANRE20565, DANRE20567, DANRE20566	AMPFI_10125
OG0006064	DANRE20071	AMPFI_10479
OG0006065	DANRE40647, DANRE40645, DANRE40646, DANRE40648	AMPFI_00707
OG0006066	DANRE41650, DANRE16622	AMPFI_19701
OG0006067	DANRE09566, DANRE09565, DANRE09564	AMPFI_10411
OG0006069	DANRE30008	AMPFI_24819
OG0006070	DANRE09408, DANRE36005	AMPFI_18117, AMPFI_13971, AMPFI_19027
OG0006071	DANRE33309	AMPFI_06844
OG0006072	DANRE38386	AMPFI_25885
OG0006073	DANRE08194	AMPFI_18545
OG0006074	DANRE17468, DANRE17467	AMPFI_01066
OG0006075	DANRE04543	AMPFI_10508
OG0006076	DANRE06211	AMPFI_00903
OG0006077	DANRE41419, DANRE41418	AMPFI_16056
OG0006078	DANRE35152, DANRE35153	AMPFI_14356
OG0006081	DANRE31421	AMPFI_06176
OG0006082	DANRE14868, DANRE14870, DANRE14871, DANRE14869	AMPFI_22608
OG0006083	DANRE25571, DANRE25570	AMPFI_02840
OG0006084	DANRE15943, DANRE15942	AMPFI_21479
OG0006085	DANRE25506, DANRE25507, DANRE00323	AMPFI_12724
OG0006086	DANRE13830	AMPFI_20798
OG0006087	DANRE37182, DANRE43283, DANRE37181	AMPFI_17531
OG0006088	DANRE13208	AMPFI_10951
OG0006090	DANRE04442	AMPFI_09756
OG0006092	DANRE03082, DANRE03081	AMPFI_00688, AMPFI_16416
OG0006094	DANRE07517, DANRE07516	AMPFI_14580
OG0006095	DANRE17173	AMPFI_05328
OG0006096	DANRE01527	AMPFI_15060
OG0006097	DANRE24039	AMPFI_23191
OG0006098	DANRE23818	AMPFI_18314
OG0006099	DANRE03620, DANRE28627, DANRE29421	AMPFI_24240
OG0006100	DANRE26042, DANRE26043	AMPFI_08247
OG0006101	DANRE37584, DANRE37582, DANRE37583	AMPFI_24203
OG0006102	DANRE21001, DANRE21000, DANRE19412	AMPFI_22372
OG0006103	DANRE18499, DANRE18498	AMPFI_03153
OG0006104	DANRE30099	AMPFI_13805
OG0006106	DANRE24568	AMPFI_21458
OG0006108	DANRE09233	AMPFI_05510
OG0006110	DANRE22911, DANRE02528, DANRE02529	AMPFI_15361, AMPFI_22999
OG0006111	DANRE00805	AMPFI_08928
OG0006112	DANRE12711	AMPFI_06094
OG0006113	DANRE24651, DANRE24652, DANRE24653	AMPFI_22280
OG0006114	DANRE40472	AMPFI_02697
OG0006115	DANRE18916	AMPFI_05027
OG0006116	DANRE19983	AMPFI_12560
OG0006117	DANRE35996	AMPFI_07331
OG0006118	DANRE13598	AMPFI_01625
OG0006119	DANRE06328, DANRE06329	AMPFI_12632
OG0006120	DANRE04888, DANRE04887	AMPFI_09581
OG0006121	DANRE20242	AMPFI_08623
OG0006123	DANRE06435	AMPFI_20795
OG0006124	DANRE17897, DANRE17898	AMPFI_07050
OG0006125	DANRE34373	AMPFI_03499
OG0006127	DANRE12645, DANRE12644	AMPFI_02019
OG0006128	DANRE25427	AMPFI_13981
OG0006129	DANRE15890	AMPFI_05212
OG0006130	DANRE36988	AMPFI_25932
OG0006131	DANRE29540, DANRE29541	AMPFI_13673, AMPFI_13674
OG0006132	DANRE05752, DANRE05754, DANRE05753	AMPFI_06640
OG0006133	DANRE02123	AMPFI_04080
OG0006134	DANRE10582, DANRE10584, DANRE10583	AMPFI_06352
OG0006136	DANRE43216, DANRE43217	AMPFI_11966
OG0006137	DANRE13724, DANRE13723	AMPFI_23575
OG0006138	DANRE04554	AMPFI_10915
OG0006139	DANRE31584, DANRE31583, DANRE36623	AMPFI_04819
OG0006140	DANRE01106, DANRE01107	AMPFI_08309
OG0006141	DANRE25157	AMPFI_05969
OG0006144	DANRE37479	AMPFI_06238
OG0006145	DANRE22910	AMPFI_23447, AMPFI_19918
OG0006146	DANRE04972, DANRE04971	AMPFI_16230
OG0006147	DANRE01741	AMPFI_23905
OG0006148	DANRE00422	AMPFI_08258
OG0006149	DANRE22999, DANRE22998	AMPFI_00527, AMPFI_00771, AMPFI_19561
OG0006151	DANRE02178, DANRE02179, DANRE02177	AMPFI_07849
OG0006152	DANRE23287, DANRE23286	AMPFI_08291, AMPFI_08292
OG0006154	DANRE21590, DANRE38444	AMPFI_14183
OG0006155	DANRE09888, DANRE09887	AMPFI_06316
OG0006156	DANRE05993, DANRE05992	AMPFI_00402
OG0006158	DANRE18011, DANRE11810	AMPFI_13685
OG0006159	DANRE35670	AMPFI_07707
OG0006160	DANRE30910	AMPFI_14878
OG0006161	DANRE09532, DANRE14318	AMPFI_22307
OG0006162	DANRE01817	AMPFI_01274
OG0006163	DANRE25987, DANRE25986, DANRE38409	AMPFI_25469
OG0006164	DANRE38641	AMPFI_12889
OG0006165	DANRE22494, DANRE22493, DANRE22492	AMPFI_06300
OG0006168	DANRE30290, DANRE30289	AMPFI_05556
OG0006169	DANRE19880, DANRE19879	AMPFI_11768
OG0006170	DANRE41407, DANRE35856, DANRE41405, DANRE41406	AMPFI_12994, AMPFI_22006
OG0006174	DANRE12145	AMPFI_00422
OG0006175	DANRE43382, DANRE24685, DANRE24686, DANRE24683, DANRE24684	AMPFI_24543
OG0006177	DANRE37713, DANRE37714	AMPFI_05594, AMPFI_04013
OG0006178	DANRE20288	AMPFI_13097
OG0006179	DANRE07721	AMPFI_12364
OG0006180	DANRE26681, DANRE26680	AMPFI_00899
OG0006181	DANRE13257	AMPFI_03759
OG0006182	DANRE24692	AMPFI_12280
OG0006183	DANRE29713, DANRE29714	AMPFI_24216
OG0006184	DANRE35470, DANRE35469, DANRE35467, DANRE35468	AMPFI_24315
OG0006185	DANRE27169, DANRE27168, DANRE27167	AMPFI_09297
OG0006186	DANRE40100, DANRE40101	AMPFI_24925
OG0006187	DANRE13904	AMPFI_06260
OG0006188	DANRE07386, DANRE43366	AMPFI_07880
OG0006189	DANRE28624, DANRE35629, DANRE35630, DANRE35631	AMPFI_11168
OG0006190	DANRE06601	AMPFI_06360
OG0006191	DANRE39537	AMPFI_21306
OG0006192	DANRE05771, DANRE05775	AMPFI_12685
OG0006193	DANRE40110, DANRE40111	AMPFI_06596
OG0006194	DANRE17223, DANRE17222	AMPFI_15367
OG0006195	DANRE29880	AMPFI_22865
OG0006196	DANRE07513	AMPFI_02836
OG0006198	DANRE04521, DANRE04520	AMPFI_07883
OG0006199	DANRE03649	AMPFI_09853
OG0006200	DANRE31009	AMPFI_25110
OG0006201	DANRE40839, DANRE40838, DANRE28924	AMPFI_02013
OG0006202	DANRE27776	AMPFI_12051
OG0006203	DANRE04548	AMPFI_13657, AMPFI_13218
OG0006204	DANRE03153, DANRE03154	AMPFI_01294
OG0006205	DANRE33863	AMPFI_12052
OG0006206	DANRE11004, DANRE17600	AMPFI_09977
OG0006207	DANRE08294	AMPFI_08531
OG0006208	DANRE39893	AMPFI_00556
OG0006209	DANRE34587, DANRE00320	AMPFI_16406
OG0006210	DANRE14604, DANRE14603	AMPFI_09052
OG0006211	DANRE23001, DANRE23002, DANRE23000	AMPFI_06849
OG0006213	DANRE42202	AMPFI_05568
OG0006214	DANRE30688	AMPFI_01488
OG0006216	DANRE02603	AMPFI_10203
OG0006217	DANRE02455	AMPFI_17673
OG0006219	DANRE21451, DANRE21452, DANRE21450	AMPFI_07566
OG0006220	DANRE42935	AMPFI_07819
OG0006221	DANRE10344, DANRE29145, DANRE29144, DANRE03350	AMPFI_00150, AMPFI_21215
OG0006223	DANRE11597	AMPFI_07597
OG0006224	DANRE23192	AMPFI_06836
OG0006225	DANRE22204, DANRE22205	AMPFI_17092
OG0006226	DANRE00424	AMPFI_06544
OG0006227	DANRE34044	AMPFI_11009
OG0006228	DANRE25100	AMPFI_06507
OG0006229	DANRE15936	AMPFI_12998
OG0006230	DANRE41674	AMPFI_23278
OG0006231	DANRE39194	AMPFI_07940
OG0006232	DANRE42234, DANRE42233	AMPFI_18260
OG0006233	DANRE36490	AMPFI_19163
OG0006234	DANRE17683	AMPFI_04221
OG0006235	DANRE25558, DANRE25557	AMPFI_04700
OG0006237	DANRE23513, DANRE23512	AMPFI_22763, AMPFI_25948
OG0006238	DANRE25499	AMPFI_19131
OG0006239	DANRE12665, DANRE12667, DANRE12666	AMPFI_24438
OG0006240	DANRE36672, DANRE36673	AMPFI_03635
OG0006241	DANRE21529	AMPFI_00986
OG0006242	DANRE17210	AMPFI_24255
OG0006243	DANRE19390, DANRE19389	AMPFI_09339
OG0006244	DANRE00556, DANRE00555	AMPFI_12017
OG0006245	DANRE35696	AMPFI_05666
OG0006246	DANRE00449	AMPFI_06509
OG0006248	DANRE06880, DANRE06881	AMPFI_12231
OG0006249	DANRE03718, DANRE03719	AMPFI_02549
OG0006250	DANRE07127	AMPFI_08516
OG0006251	DANRE08349	AMPFI_08696
OG0006252	DANRE09470, DANRE09471	AMPFI_07736
OG0006254	DANRE29341	AMPFI_10561
OG0006255	DANRE03495, DANRE03496	AMPFI_10712
OG0006256	DANRE24249, DANRE24250	AMPFI_07679
OG0006257	DANRE05553, DANRE05552	AMPFI_16037
OG0006258	DANRE19030	AMPFI_10117
OG0006259	DANRE18871	AMPFI_08846
OG0006260	DANRE22086	AMPFI_09166
OG0006261	DANRE13096, DANRE30739, DANRE02264	AMPFI_21809
OG0006262	DANRE25390, DANRE09162	AMPFI_21311
OG0006263	DANRE24117, DANRE24118	AMPFI_15958
OG0006264	DANRE33703	AMPFI_18486
OG0006265	DANRE42684	AMPFI_19166, AMPFI_19076
OG0006266	DANRE17830, DANRE17831	AMPFI_10633
OG0006266	DANRE17833, DANRE17832	AMPFI_02977
OG0006268	DANRE40754	AMPFI_22965
OG0006269	DANRE36731, DANRE36732	AMPFI_11603
OG0006270	DANRE35384, DANRE35383	AMPFI_11518, AMPFI_11517
OG0006271	DANRE35905	AMPFI_05497
OG0006273	DANRE28307, DANRE28308, DANRE43425	AMPFI_12803
OG0006274	DANRE43313, DANRE25054	AMPFI_18656, AMPFI_02692
OG0006275	DANRE11416	AMPFI_11056
OG0006276	DANRE05390, DANRE05391	AMPFI_22661
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	AMPFI_05401
OG0006278	DANRE28007, DANRE23479	AMPFI_13328
OG0006279	DANRE42307	AMPFI_12209
OG0006280	DANRE17962	AMPFI_13354
OG0006281	DANRE20618	AMPFI_08305
OG0006283	DANRE23890	AMPFI_09857
OG0006284	DANRE42627	AMPFI_15640
OG0006285	DANRE35155	AMPFI_09442
OG0006286	DANRE24625, DANRE24626	AMPFI_00384
OG0006287	DANRE10740, DANRE10741	AMPFI_23322
OG0006289	DANRE02206	AMPFI_07047
OG0006290	DANRE23006	AMPFI_15621
OG0006291	DANRE39977	AMPFI_03057
OG0006292	DANRE26134, DANRE26135, DANRE22601	AMPFI_02156
OG0006293	DANRE00138, DANRE00137	AMPFI_20336
OG0006294	DANRE18822, DANRE18821	AMPFI_08840
OG0006295	DANRE19856	AMPFI_12168
OG0006296	DANRE31238	AMPFI_00354
OG0006297	DANRE36621	AMPFI_03538
OG0006298	DANRE01607, DANRE01606	AMPFI_22421
OG0006299	DANRE05858, DANRE14627, DANRE14628, DANRE17744, DANRE17743	AMPFI_15652
OG0006300	DANRE04796, DANRE04797, DANRE04798, DANRE04799, DANRE04795	AMPFI_04147, AMPFI_18641
OG0006301	DANRE12054, DANRE12053, DANRE12051	AMPFI_05956
OG0006302	DANRE25685	AMPFI_24529
OG0006304	DANRE11152, DANRE17438, DANRE17440, DANRE17439	AMPFI_12955
OG0006305	DANRE22040, DANRE22039, DANRE15982	AMPFI_06288
OG0006307	DANRE33432	AMPFI_07621
OG0006308	DANRE33329, DANRE33328, DANRE33327	AMPFI_13919
OG0006309	DANRE33045	AMPFI_22246
OG0006310	DANRE39114, DANRE39115	AMPFI_18263, AMPFI_21010
OG0006311	DANRE25002	AMPFI_05300
OG0006312	DANRE30635	AMPFI_19065
OG0006313	DANRE10086	AMPFI_08699
OG0006314	DANRE42304	AMPFI_00274
OG0006315	DANRE11260	AMPFI_12726
OG0006316	DANRE00198, DANRE00199	AMPFI_25657
OG0006317	DANRE09482, DANRE09481	AMPFI_10347
OG0006319	DANRE40452, DANRE40453	AMPFI_18169
OG0006320	DANRE25698, DANRE25697	AMPFI_02196
OG0006321	DANRE38570, DANRE10578	AMPFI_06467, AMPFI_03793
OG0006322	DANRE20598	AMPFI_18871
OG0006323	DANRE37133, DANRE37132, DANRE37131	AMPFI_09840
OG0006325	DANRE35198, DANRE35197	AMPFI_00434, AMPFI_12380
OG0006326	DANRE26665, DANRE26664, DANRE26663	AMPFI_18484
OG0006327	DANRE21374	AMPFI_08527
OG0006328	DANRE14694, DANRE14693	AMPFI_12066
OG0006330	DANRE39085	AMPFI_04855
OG0006331	DANRE13138	AMPFI_14220
OG0006332	DANRE37684, DANRE37685, DANRE37686	AMPFI_14914
OG0006334	DANRE16756	AMPFI_25859
OG0006335	DANRE36579	AMPFI_07444
OG0006336	DANRE21727	AMPFI_10265
OG0006339	DANRE19470, DANRE19472, DANRE19471	AMPFI_08797
OG0006340	DANRE05946	AMPFI_12532
OG0006341	DANRE16542	AMPFI_15945
OG0006343	DANRE06799, DANRE15712	AMPFI_00277, AMPFI_00654, AMPFI_19184
OG0006344	DANRE39214, DANRE27258	AMPFI_17205
OG0006345	DANRE43395	AMPFI_19089, AMPFI_21303
OG0006346	DANRE34135	AMPFI_06366
OG0006347	DANRE02099	AMPFI_08973
OG0006348	DANRE01487	AMPFI_23765
OG0006350	DANRE09366, DANRE09365	AMPFI_24714
OG0006351	DANRE06008, DANRE42386, DANRE42388, DANRE42387, DANRE06007	AMPFI_03732
OG0006352	DANRE16502, DANRE16503, DANRE06201	AMPFI_00995
OG0006353	DANRE07948	AMPFI_06451
OG0006354	DANRE34687	AMPFI_07811
OG0006355	DANRE02203	AMPFI_04748
OG0006356	DANRE35082, DANRE35081	AMPFI_25376
OG0006357	DANRE22157, DANRE22156, DANRE22158	AMPFI_23363
OG0006358	DANRE31437, DANRE31438	AMPFI_00524, AMPFI_03642
OG0006359	DANRE26555, DANRE26554	AMPFI_13107
OG0006360	DANRE43226	AMPFI_21111
OG0006361	DANRE12700	AMPFI_13719
OG0006362	DANRE10073	AMPFI_21721
OG0006363	DANRE00890	AMPFI_07540
OG0006364	DANRE41213, DANRE41212	AMPFI_05920
OG0006365	DANRE20484	AMPFI_25333
OG0006367	DANRE05487	AMPFI_00225
OG0006369	DANRE25208	AMPFI_01929, AMPFI_23024, AMPFI_04376
OG0006370	DANRE38769, DANRE38768	AMPFI_02001
OG0006372	DANRE15208	AMPFI_02843
OG0006375	DANRE03585, DANRE03583, DANRE03582, DANRE03584	AMPFI_05100
OG0006376	DANRE39853	AMPFI_06042
OG0006377	DANRE19336	AMPFI_06121
OG0006378	DANRE19595	AMPFI_06173
OG0006379	DANRE11669	AMPFI_06346
OG0006380	DANRE06769, DANRE06770, DANRE06768, DANRE06771	AMPFI_14500
OG0006381	DANRE30686, DANRE12585	AMPFI_07193
OG0006382	DANRE05618	AMPFI_08946
OG0006383	DANRE00009	AMPFI_09418
OG0006384	DANRE29107	AMPFI_10036
OG0006385	DANRE19944, DANRE37812	AMPFI_10081
OG0006386	DANRE39443, DANRE39444	AMPFI_10106
OG0006387	DANRE05852, DANRE05851	AMPFI_10442
OG0006388	DANRE04007, DANRE29388, DANRE04006	AMPFI_10875
OG0006389	DANRE04415, DANRE04414	AMPFI_10944
OG0006390	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911	AMPFI_11153
OG0006391	DANRE07782, DANRE07781, DANRE01265, DANRE01266, DANRE01264, DANRE00371	AMPFI_19852
OG0006392	DANRE41904	AMPFI_11646
OG0006393	DANRE39415, DANRE40157	AMPFI_13332
OG0006394	DANRE16905, DANRE16906	AMPFI_13378
OG0006395	DANRE22284, DANRE22283	AMPFI_13661
OG0006396	DANRE39566	AMPFI_14971
OG0006399	DANRE33665	AMPFI_19186
OG0006400	DANRE37502	AMPFI_19854
OG0006401	DANRE15389, DANRE23781	AMPFI_20278
OG0006402	DANRE15996	AMPFI_21913
OG0006442	DANRE43200	AMPFI_22897
OG0006443	DANRE00893, DANRE00894	AMPFI_07202
OG0006446	DANRE40885, DANRE40884, DANRE40883	AMPFI_10817
OG0006447	DANRE34812	AMPFI_11947
OG0006448	DANRE27832	AMPFI_06560
OG0006452	DANRE02762, DANRE22799	AMPFI_16030
OG0006454	DANRE08298, DANRE34951	AMPFI_05834
OG0006457	DANRE28856	AMPFI_21736
OG0006458	DANRE07992	AMPFI_20948
