Orthogroup	DANRE	NEMVE
OG0006345	DANRE43395	NEMVE21962
OG0006346	DANRE34134, DANRE08127	NEMVE05891
OG0006347	DANRE02099	NEMVE21968
OG0006348	DANRE01487	NEMVE23591, NEMVE26005, NEMVE16247
OG0006349	DANRE40582	NEMVE06197
OG0006350	DANRE09366, DANRE09365	NEMVE14391
OG0006352	DANRE16502, DANRE16503, DANRE06201	NEMVE14684
OG0006353	DANRE07948	NEMVE13981, NEMVE21258
OG0006354	DANRE34687	NEMVE13631
OG0006355	DANRE02203	NEMVE04679
OG0006356	DANRE35082, DANRE35081	NEMVE09654
OG0006357	DANRE22157, DANRE22156, DANRE22158	NEMVE24732
OG0006358	DANRE31437, DANRE31438	NEMVE22790
OG0006359	DANRE26555, DANRE26554	NEMVE21463, NEMVE10116
OG0006360	DANRE43226	NEMVE11945, NEMVE14950, NEMVE09722
OG0006361	DANRE12700	NEMVE01570, NEMVE24246
OG0006362	DANRE10073	NEMVE15117
OG0006363	DANRE00890	NEMVE09625
OG0006364	DANRE41213, DANRE41212	NEMVE05230, NEMVE00679
OG0006365	DANRE20484	NEMVE21950
OG0006366	DANRE13399, DANRE13400, DANRE13398	NEMVE11264
OG0006370	DANRE38769, DANRE38768	NEMVE05218
OG0006372	DANRE15208	NEMVE09290
OG0006375	DANRE03585, DANRE03583, DANRE03582, DANRE03584	NEMVE11513
OG0006376	DANRE39853	NEMVE23782
OG0006377	DANRE19336	NEMVE16226
OG0006378	DANRE19595	NEMVE15636
OG0006379	DANRE11669	NEMVE15844
OG0006381	DANRE30686, DANRE12585	NEMVE22611
OG0006383	DANRE00009	NEMVE13729
OG0006384	DANRE29107	NEMVE25542
OG0006385	DANRE19944, DANRE37812	NEMVE19329
OG0006386	DANRE39443, DANRE39444	NEMVE01150, NEMVE00239
OG0006387	DANRE05852, DANRE05851	NEMVE24021
OG0006389	DANRE04415, DANRE04414	NEMVE21903
OG0006391	DANRE07782, DANRE07781, DANRE01265, DANRE01266, DANRE01264, DANRE00371	NEMVE13206
OG0006392	DANRE41904	NEMVE14704, NEMVE12102
OG0006393	DANRE39415, DANRE40157	NEMVE22326
OG0006394	DANRE16905, DANRE16906	NEMVE15490
OG0006395	DANRE22284, DANRE22283	NEMVE21779
OG0006396	DANRE39566	NEMVE07776
OG0006399	DANRE33665	NEMVE05412
OG0006401	DANRE15389, DANRE23781	NEMVE14644
OG0006402	DANRE15996	NEMVE11176
OG0006405	DANRE06676, DANRE06675	NEMVE14193
OG0006408	DANRE17799	NEMVE13922
OG0006442	DANRE43200	NEMVE04542, NEMVE04555
OG0006443	DANRE00893, DANRE00894	NEMVE24139
OG0006447	DANRE34812	NEMVE14227
OG0006448	DANRE27832	NEMVE14631
OG0006449	DANRE14730, DANRE14731	NEMVE14465
OG0006452	DANRE02762, DANRE22799	NEMVE22045
OG0006454	DANRE08298, DANRE34951	NEMVE01525
OG0006456	DANRE14385	NEMVE14689
OG0006457	DANRE28856	NEMVE02219
OG0006458	DANRE07992	NEMVE23830
OG0006459	DANRE25979, DANRE25980	NEMVE15405
OG0006460	DANRE05152	NEMVE05063
OG0006461	DANRE40456	NEMVE25171
OG0006462	DANRE03375, DANRE30415	NEMVE13915
OG0006463	DANRE19402, DANRE19401	NEMVE06047
OG0006464	DANRE22250	NEMVE13731
OG0006467	DANRE39298	NEMVE22709
OG0006468	DANRE10143	NEMVE22441, NEMVE22470
OG0006469	DANRE16763	NEMVE10571
OG0006470	DANRE15907	NEMVE04834
OG0006471	DANRE21870, DANRE21871	NEMVE19585
OG0006472	DANRE38202, DANRE38201	NEMVE04638
OG0006474	DANRE39677	NEMVE04607
OG0006475	DANRE24226	NEMVE13355
OG0006476	DANRE01065, DANRE01064	NEMVE13672
OG0006478	DANRE29720	NEMVE08604
OG0006479	DANRE22957, DANRE22955, DANRE22956	NEMVE25506
OG0006480	DANRE22037	NEMVE14859
OG0006481	DANRE34163	NEMVE14750
OG0006482	DANRE18945, DANRE18946	NEMVE03006
OG0006483	DANRE43261, DANRE43260, DANRE43262	NEMVE17969
OG0006484	DANRE40128, DANRE40556, DANRE40561, DANRE40560	NEMVE08744, NEMVE00650
OG0006485	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127	NEMVE22268
OG0006486	DANRE36064, DANRE35988	NEMVE14560
OG0006487	DANRE40466	NEMVE07085
OG0006488	DANRE07587, DANRE07586	NEMVE02068
OG0006490	DANRE30998, DANRE30997	NEMVE14501
OG0006491	DANRE24615	NEMVE05407
OG0006493	DANRE19720	NEMVE19349
OG0006494	DANRE26527	NEMVE14035
OG0006496	DANRE27447	NEMVE00019
OG0006497	DANRE16111, DANRE16110	NEMVE24844
OG0006498	DANRE34352, DANRE34351	NEMVE14543
OG0006501	DANRE08955	NEMVE11638, NEMVE12339, NEMVE13908
OG0006502	DANRE29381, DANRE29382, DANRE29383	NEMVE23114
OG0006503	DANRE07132, DANRE07133, DANRE07134	NEMVE13506
OG0006504	DANRE20127, DANRE20128	NEMVE14016
OG0006505	DANRE03734, DANRE26394	NEMVE14629
OG0006506	DANRE24402, DANRE24403, DANRE24401	NEMVE14719
OG0006507	DANRE22794	NEMVE00425, NEMVE01835
OG0006508	DANRE05986, DANRE05987	NEMVE08993, NEMVE21341
OG0006509	DANRE23625	NEMVE24726
OG0006510	DANRE36871	NEMVE15703
OG0006511	DANRE37056	NEMVE14251
OG0006512	DANRE29342	NEMVE22978
OG0006513	DANRE38837, DANRE38836	NEMVE15730
OG0006514	DANRE07332	NEMVE21783
OG0006515	DANRE04926, DANRE04925, DANRE04924	NEMVE04937
OG0006516	DANRE05513, DANRE05512	NEMVE06592
OG0006517	DANRE28275, DANRE28276	NEMVE18893, NEMVE20520
OG0006518	DANRE05484	NEMVE13789
OG0006519	DANRE17603, DANRE17604	NEMVE13465
OG0006520	DANRE01097, DANRE01098	NEMVE22333
OG0006522	DANRE20324, DANRE07918	NEMVE06557, NEMVE20051
OG0006523	DANRE13254	NEMVE25529
OG0006524	DANRE25718	NEMVE24587, NEMVE06481
OG0006525	DANRE39739	NEMVE22491
OG0006526	DANRE13639	NEMVE14152
OG0006527	DANRE03126	NEMVE08764
OG0006528	DANRE15366	NEMVE22210
OG0006530	DANRE10408	NEMVE02091
OG0006532	DANRE02116	NEMVE08321
OG0006534	DANRE04754, DANRE04753	NEMVE19297
OG0006535	DANRE31306, DANRE31307	NEMVE06896, NEMVE20581
OG0006536	DANRE16746, DANRE16747	NEMVE17923
OG0006537	DANRE16803, DANRE16802, DANRE16800, DANRE16801	NEMVE03134, NEMVE02559
OG0006538	DANRE01948	NEMVE23417
OG0006540	DANRE43223	NEMVE14709
OG0006541	DANRE00195	NEMVE16807
OG0006542	DANRE01099	NEMVE14992, NEMVE10018
OG0006543	DANRE04511	NEMVE14466, NEMVE04354
OG0006544	DANRE36922, DANRE36923	NEMVE14328
OG0006545	DANRE14779	NEMVE18966
OG0006546	DANRE17452, DANRE17453, DANRE17454	NEMVE05077
OG0006547	DANRE01017, DANRE01016	NEMVE14179
OG0006549	DANRE30654	NEMVE14235, NEMVE01817
OG0006550	DANRE31528, DANRE31529, DANRE31527	NEMVE08614
OG0006551	DANRE41890, DANRE41889	NEMVE18896
OG0006552	DANRE19095	NEMVE14982
OG0006553	DANRE15584, DANRE15585, DANRE30044	NEMVE08520
OG0006554	DANRE19522	NEMVE11077
OG0006555	DANRE35599, DANRE35598	NEMVE16609
OG0006556	DANRE11973, DANRE11974, DANRE11975	NEMVE14156
OG0006557	DANRE25072	NEMVE13737
OG0006559	DANRE20945, DANRE20944	NEMVE21703
OG0006560	DANRE17717, DANRE17715, DANRE17716	NEMVE18516
OG0006561	DANRE18058	NEMVE13352
OG0006562	DANRE20523, DANRE20522	NEMVE14938
OG0006563	DANRE28810, DANRE28809	NEMVE13142
OG0006564	DANRE07932, DANRE07931	NEMVE13427
OG0006565	DANRE21244, DANRE20701, DANRE25862, DANRE02268	NEMVE11088
OG0006566	DANRE29055	NEMVE18626
OG0006567	DANRE01679	NEMVE23190
OG0006568	DANRE16829	NEMVE19392, NEMVE19291
OG0006569	DANRE04566	NEMVE17890
OG0006570	DANRE14648	NEMVE14036
OG0006571	DANRE33971	NEMVE19259
OG0006573	DANRE34641	NEMVE24473
OG0006574	DANRE21767, DANRE21766, DANRE21765	NEMVE18114
OG0006575	DANRE34819, DANRE34820	NEMVE17612
OG0006576	DANRE07329	NEMVE17507
OG0006577	DANRE01281	NEMVE17589
OG0006578	DANRE19007, DANRE19008	NEMVE14360
OG0006580	DANRE26459	NEMVE13359
OG0006581	DANRE26007	NEMVE04969
OG0006583	DANRE17390	NEMVE06578
OG0006584	DANRE09521	NEMVE13873
OG0006585	DANRE11331, DANRE11330	NEMVE07777, NEMVE12311, NEMVE00796
OG0006586	DANRE26201, DANRE26199, DANRE26200	NEMVE02913, NEMVE05314
OG0006587	DANRE13162, DANRE13161	NEMVE23322
OG0006588	DANRE22756	NEMVE02714, NEMVE13440, NEMVE13441
OG0006589	DANRE31630	NEMVE08161
OG0006590	DANRE25511	NEMVE05361
OG0006591	DANRE10350	NEMVE14253, NEMVE07569
OG0006592	DANRE22277	NEMVE02392
OG0006593	DANRE26311, DANRE26312	NEMVE12550
OG0006594	DANRE39229, DANRE39227, DANRE39230, DANRE39228	NEMVE14133
OG0006595	DANRE04332, DANRE04333	NEMVE14900
OG0006596	DANRE36993	NEMVE21882
OG0006597	DANRE06998	NEMVE08474, NEMVE00517
OG0006598	DANRE34799, DANRE34800	NEMVE20869, NEMVE13702
OG0006600	DANRE04050	NEMVE09809, NEMVE00613
OG0006601	DANRE35665	NEMVE21238, NEMVE06630
OG0006602	DANRE16908, DANRE16909	NEMVE22737
OG0006603	DANRE39335	NEMVE13346
OG0006604	DANRE08282, DANRE08283	NEMVE25234
OG0006605	DANRE37509	NEMVE14469
OG0006606	DANRE12518	NEMVE08978
OG0006607	DANRE10066, DANRE10065	NEMVE07507
OG0006608	DANRE12270, DANRE27630	NEMVE25300, NEMVE11908
OG0006609	DANRE38772, DANRE38771	NEMVE01863
OG0006610	DANRE15476, DANRE15475	NEMVE05164
OG0006611	DANRE23305	NEMVE03049, NEMVE05376, NEMVE20908
OG0006612	DANRE01859	NEMVE25494
OG0006613	DANRE43420	NEMVE23363
OG0006614	DANRE32921, DANRE32922, DANRE32923, DANRE32924	NEMVE04847
OG0006615	DANRE14777, DANRE14778	NEMVE08793
OG0006616	DANRE26673	NEMVE20547, NEMVE13459
OG0006618	DANRE23824	NEMVE09184
OG0006619	DANRE24678	NEMVE24711
OG0006621	DANRE35047	NEMVE02138
OG0006622	DANRE06401	NEMVE14827
OG0006623	DANRE25920	NEMVE12206, NEMVE10717
OG0006624	DANRE10511, DANRE10512	NEMVE05837, NEMVE05866, NEMVE02389
OG0006625	DANRE15350, DANRE15349	NEMVE16423
OG0006626	DANRE25071	NEMVE13430
OG0006627	DANRE03368, DANRE03369	NEMVE24706, NEMVE17757
OG0006628	DANRE25218, DANRE38495	NEMVE05340
OG0006630	DANRE13211	NEMVE14529
OG0006633	DANRE26873, DANRE26872, DANRE26871	NEMVE10562
OG0006636	DANRE09302	NEMVE02023
OG0006637	DANRE04008, DANRE04009	NEMVE09116
OG0006638	DANRE36392, DANRE36393	NEMVE10130
OG0006639	DANRE15622, DANRE15623, DANRE15624, DANRE15625, DANRE39267, DANRE15626	NEMVE14232
OG0006640	DANRE39218	NEMVE16586
OG0006641	DANRE10715	NEMVE23007
OG0006642	DANRE11176	NEMVE24819, NEMVE00921
OG0006644	DANRE10255, DANRE10254	NEMVE09006
OG0006645	DANRE09833, DANRE09832	NEMVE09395
OG0006646	DANRE37654, DANRE37653	NEMVE12960
OG0006647	DANRE13576	NEMVE14917
OG0006648	DANRE09069, DANRE09068	NEMVE20212
OG0006649	DANRE30372, DANRE30371	NEMVE20949
OG0006651	DANRE00823, DANRE00822	NEMVE24687
OG0006652	DANRE04727, DANRE04728, DANRE40360	NEMVE18100, NEMVE08941
OG0006654	DANRE18186	NEMVE10531, NEMVE00967, NEMVE02443
OG0006655	DANRE12365	NEMVE21990
OG0006657	DANRE39849, DANRE39850	NEMVE07568
OG0006658	DANRE11677, DANRE18834	NEMVE08447, NEMVE14700
OG0006660	DANRE21300, DANRE36980, DANRE21301	NEMVE24206
OG0006661	DANRE19721	NEMVE20209
OG0006662	DANRE00965	NEMVE14723
OG0006663	DANRE08633, DANRE08634	NEMVE25118
OG0006664	DANRE03439	NEMVE00897
OG0006666	DANRE21287	NEMVE15097
OG0006667	DANRE26598	NEMVE14509
OG0006668	DANRE16558, DANRE16559	NEMVE13784
OG0006669	DANRE19000, DANRE18999	NEMVE01621, NEMVE12149
OG0006670	DANRE40208, DANRE40209	NEMVE14438
OG0006672	DANRE11357, DANRE11356	NEMVE07938
OG0006673	DANRE00592, DANRE39690	NEMVE13899
OG0006675	DANRE19617, DANRE19618	NEMVE04979
OG0006676	DANRE12779	NEMVE15782
OG0006677	DANRE09349	NEMVE22635
OG0006678	DANRE28792	NEMVE15058
OG0006679	DANRE03939, DANRE03938	NEMVE22315
OG0006681	DANRE17737	NEMVE24851
OG0006683	DANRE40259	NEMVE16605
OG0006684	DANRE30786	NEMVE17767
OG0006686	DANRE18994, DANRE18993, DANRE18992	NEMVE25052
OG0006687	DANRE10137	NEMVE14655
OG0006688	DANRE37962	NEMVE02085
OG0006689	DANRE12368	NEMVE24146, NEMVE12853
OG0006690	DANRE23373, DANRE23374, DANRE23375	NEMVE23260
OG0006691	DANRE03684	NEMVE14331
OG0006692	DANRE15155, DANRE15154	NEMVE14555
OG0006693	DANRE16672	NEMVE15971
OG0006694	DANRE18391	NEMVE06376
OG0006695	DANRE07414	NEMVE19387
OG0006696	DANRE04465, DANRE05504	NEMVE22693
OG0006696	DANRE04466	NEMVE17934
OG0006697	DANRE04313, DANRE10885	NEMVE13214
OG0006698	DANRE09646, DANRE09648, DANRE09647	NEMVE24243
OG0006699	DANRE01531, DANRE01530	NEMVE17955
OG0006700	DANRE13266, DANRE26751	NEMVE14095
OG0006702	DANRE15041	NEMVE14025
OG0006703	DANRE39207	NEMVE06399
OG0006704	DANRE26929, DANRE26930	NEMVE09753
OG0006706	DANRE26557	NEMVE08399
OG0006707	DANRE41014, DANRE41015	NEMVE18156, NEMVE12324
OG0006708	DANRE09074, DANRE09073	NEMVE23781
OG0006709	DANRE42754, DANRE42753	NEMVE06920
OG0006710	DANRE38095	NEMVE10954
OG0006711	DANRE15395, DANRE15393, DANRE15394, DANRE15396	NEMVE11839
OG0006712	DANRE23043	NEMVE05787
OG0006713	DANRE18050, DANRE07856	NEMVE06582
OG0006714	DANRE20419, DANRE06658	NEMVE13528
OG0006715	DANRE02490, DANRE22758, DANRE22757	NEMVE23580
OG0006716	DANRE27259	NEMVE16253
OG0006717	DANRE07244, DANRE07245, DANRE07243	NEMVE17875
OG0006718	DANRE04447	NEMVE09098
OG0006719	DANRE36176, DANRE36175	NEMVE25006
OG0006720	DANRE36497	NEMVE13949
OG0006721	DANRE28349	NEMVE24868
OG0006722	DANRE37554, DANRE37553	NEMVE22551
OG0006723	DANRE39823	NEMVE13754
OG0006724	DANRE40260	NEMVE17764, NEMVE10359
OG0006725	DANRE36705	NEMVE05867
OG0006726	DANRE18406, DANRE18407	NEMVE06858
OG0006727	DANRE17270	NEMVE14653
OG0006728	DANRE09817	NEMVE16075
OG0006729	DANRE40632	NEMVE17861
OG0006730	DANRE40426	NEMVE16598
OG0006731	DANRE08686, DANRE08687, DANRE08688, DANRE08689	NEMVE22494
OG0006732	DANRE42548, DANRE42549	NEMVE14487
OG0006733	DANRE19895, DANRE19894, DANRE19893, DANRE06825	NEMVE15467
OG0006734	DANRE11967	NEMVE14116
OG0006735	DANRE01761	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806
OG0006736	DANRE15188	NEMVE24623
OG0006737	DANRE03073, DANRE03074, DANRE03072	NEMVE09025
OG0006738	DANRE41395	NEMVE17102
OG0006739	DANRE25130, DANRE15633	NEMVE00721
OG0006740	DANRE17561, DANRE17560	NEMVE17377, NEMVE12915
OG0006741	DANRE22261	NEMVE13385
OG0006742	DANRE06943, DANRE15666	NEMVE25399
OG0006743	DANRE39842	NEMVE16849
OG0006745	DANRE22218, DANRE22215, DANRE22216, DANRE22217	NEMVE24739
OG0006749	DANRE28961, DANRE28962	NEMVE24563
OG0006750	DANRE18340	NEMVE25037
OG0006751	DANRE16470	NEMVE07529
OG0006752	DANRE34984	NEMVE20853, NEMVE23516
OG0006753	DANRE11805, DANRE11806	NEMVE10471
OG0006754	DANRE09950, DANRE13577	NEMVE23232
OG0006755	DANRE35544	NEMVE22112
OG0006756	DANRE24740	NEMVE02436
OG0006757	DANRE13143, DANRE13144	NEMVE06921
OG0006758	DANRE22084	NEMVE23646
OG0006759	DANRE31502	NEMVE13478
OG0006760	DANRE00421	NEMVE21302, NEMVE15995
OG0006762	DANRE05906, DANRE05907, DANRE03761, DANRE05905	NEMVE08950
OG0006764	DANRE06709, DANRE06710, DANRE06711	NEMVE18314, NEMVE06948
OG0006765	DANRE38619, DANRE38618	NEMVE11490
OG0006766	DANRE20282, DANRE20283	NEMVE03175
OG0006768	DANRE10387	NEMVE18868, NEMVE25762
OG0006770	DANRE25957, DANRE13458, DANRE13459	NEMVE23535
OG0006772	DANRE16400	NEMVE25240
OG0006774	DANRE27767	NEMVE16002
OG0006775	DANRE03588, DANRE03589, DANRE03590	NEMVE15139
OG0006776	DANRE29920, DANRE29919, DANRE29918	NEMVE15379
OG0006777	DANRE19888	NEMVE10884
OG0006780	DANRE11139, DANRE11138	NEMVE06625
OG0006787	DANRE14271, DANRE09543, DANRE03678	NEMVE09873, NEMVE15414
OG0006791	DANRE22117, DANRE07395	NEMVE14989
OG0006826	DANRE20199, DANRE20200	NEMVE13284
OG0006827	DANRE27134	NEMVE02172
OG0006828	DANRE33264	NEMVE07879
OG0006829	DANRE06462	NEMVE13112
OG0006830	DANRE20293	NEMVE08915
OG0006831	DANRE05025	NEMVE24859
OG0006832	DANRE05650, DANRE05651	NEMVE22982
OG0006833	DANRE39031	NEMVE24233
OG0006835	DANRE15207	NEMVE16968
OG0006837	DANRE08129, DANRE08130	NEMVE23801, NEMVE25442
OG0006838	DANRE29999, DANRE30000	NEMVE13721
OG0006839	DANRE15730	NEMVE18199, NEMVE20421
OG0006839	DANRE15731	NEMVE13308, NEMVE15904, NEMVE20489
OG0006842	DANRE16946	NEMVE22104, NEMVE04435
OG0006843	DANRE00575	NEMVE13226
OG0006844	DANRE25977	NEMVE13224
OG0006845	DANRE00889	NEMVE17371
OG0006846	DANRE11134	NEMVE24794
OG0006847	DANRE40951, DANRE40949, DANRE40950	NEMVE13304
OG0006848	DANRE04636, DANRE20561	NEMVE16167
OG0006849	DANRE04779	NEMVE22050
OG0006850	DANRE16405, DANRE16404	NEMVE06805
OG0006851	DANRE11826, DANRE11827, DANRE11012, DANRE03308	NEMVE25124
OG0006853	DANRE30632	NEMVE23764
OG0006856	DANRE24719	NEMVE09221
OG0006857	DANRE21322, DANRE21323, DANRE21320, DANRE21321	NEMVE25407
OG0006858	DANRE13260, DANRE13259	NEMVE23450
OG0006860	DANRE39348	NEMVE18531
OG0006861	DANRE41588, DANRE41589	NEMVE20619, NEMVE17024
OG0006862	DANRE05434, DANRE05435	NEMVE23812
OG0006864	DANRE30356	NEMVE08355
OG0006865	DANRE37107, DANRE37108	NEMVE25822
OG0006866	DANRE28013, DANRE28011, DANRE23478, DANRE23477	NEMVE08860
OG0006867	DANRE04670, DANRE04669	NEMVE14363
OG0006869	DANRE39720, DANRE39721	NEMVE16212, NEMVE00422
OG0006871	DANRE36314	NEMVE04605, NEMVE09898
OG0006873	DANRE35332, DANRE35331	NEMVE01547
OG0006875	DANRE19819	NEMVE25510
OG0006876	DANRE36350	NEMVE02088
OG0006877	DANRE25161	NEMVE14455
OG0006878	DANRE26618	NEMVE07083
OG0006880	DANRE02192, DANRE02193, DANRE02191	NEMVE06819
OG0006881	DANRE07877	NEMVE07356
OG0006882	DANRE12968, DANRE12967	NEMVE15924
OG0006883	DANRE11548	NEMVE02647
OG0006884	DANRE17895	NEMVE08457
OG0006885	DANRE36038	NEMVE22646
OG0006886	DANRE33750	NEMVE21731
OG0006887	DANRE35935	NEMVE06955
OG0006888	DANRE20632	NEMVE13701, NEMVE21293
OG0006889	DANRE12508	NEMVE13933
OG0006890	DANRE04449	NEMVE05014
OG0006891	DANRE15280, DANRE15279	NEMVE04359
OG0006892	DANRE42353	NEMVE24012, NEMVE20580
OG0006893	DANRE35990, DANRE35991, DANRE35992	NEMVE17795
OG0006894	DANRE04254, DANRE04253	NEMVE06286, NEMVE11857
OG0006895	DANRE04051	NEMVE06846, NEMVE12809
OG0006896	DANRE16360, DANRE16361, DANRE39466	NEMVE22792
OG0006897	DANRE34848, DANRE34849, DANRE34850	NEMVE10415
OG0006898	DANRE12640	NEMVE19257
OG0006899	DANRE25627, DANRE25626	NEMVE06869
OG0006900	DANRE17615, DANRE17616	NEMVE01654
OG0006901	DANRE42359, DANRE42358	NEMVE14333
OG0006902	DANRE40997	NEMVE18593, NEMVE20461
OG0006904	DANRE04837, DANRE04838	NEMVE14542
OG0006905	DANRE36867	NEMVE07398
OG0006906	DANRE35097	NEMVE13236
OG0006907	DANRE30638	NEMVE24857
OG0006908	DANRE34940	NEMVE17575
OG0006909	DANRE40335	NEMVE07072
OG0006911	DANRE07250	NEMVE19816
OG0006912	DANRE18257	NEMVE18786
OG0006914	DANRE00540, DANRE00539	NEMVE06049
OG0006916	DANRE19207, DANRE19208, DANRE19209	NEMVE23817
OG0006917	DANRE08924	NEMVE08132
OG0006918	DANRE09402	NEMVE15078
OG0006921	DANRE01091	NEMVE24812
OG0006922	DANRE09587, DANRE09586	NEMVE16294, NEMVE15894
OG0006923	DANRE14202, DANRE14203	NEMVE13295
OG0006924	DANRE34932	NEMVE01464
OG0006925	DANRE10925, DANRE10926	NEMVE13382, NEMVE02521
OG0006926	DANRE14985	NEMVE23407
OG0006927	DANRE28369	NEMVE24367
OG0006928	DANRE18223	NEMVE09174
OG0006929	DANRE10027	NEMVE08440
OG0006929	DANRE10028	NEMVE17744, NEMVE17746
OG0006930	DANRE41147	NEMVE25703, NEMVE25702
OG0006931	DANRE18816	NEMVE13787
OG0006932	DANRE03602, DANRE03603, DANRE29298	NEMVE05137
OG0006934	DANRE42873	NEMVE24344
OG0006935	DANRE04751	NEMVE13070
OG0006936	DANRE05124	NEMVE03459, NEMVE10607
OG0006937	DANRE39416	NEMVE21757
OG0006938	DANRE01654	NEMVE06983
OG0006940	DANRE03264, DANRE03263	NEMVE13137
OG0006942	DANRE40029	NEMVE13642
OG0006943	DANRE31332	NEMVE05334
OG0006945	DANRE42360	NEMVE08899
OG0006946	DANRE00393, DANRE00394, DANRE00392	NEMVE14167
OG0006947	DANRE03673	NEMVE01200
OG0006948	DANRE05810	NEMVE13841, NEMVE20539
OG0006949	DANRE12732	NEMVE22705
OG0006951	DANRE14887, DANRE14889, DANRE14888	NEMVE22939
OG0006952	DANRE14759	NEMVE05912
OG0006953	DANRE01132	NEMVE17873
OG0006954	DANRE11015	NEMVE22116
OG0006955	DANRE30983, DANRE12440, DANRE12439, DANRE12441, DANRE12442	NEMVE06612
OG0006957	DANRE06715, DANRE06716	NEMVE04985
OG0006959	DANRE37495	NEMVE12151
OG0006960	DANRE42368, DANRE42367	NEMVE13244
OG0006962	DANRE02782	NEMVE14216
OG0006964	DANRE09142	NEMVE09836
OG0006965	DANRE34544, DANRE34543	NEMVE21735, NEMVE20767
OG0006966	DANRE12258	NEMVE24481
OG0006967	DANRE03623, DANRE03622	NEMVE19421
OG0006968	DANRE26323	NEMVE00056
OG0006969	DANRE06563	NEMVE15089
OG0006970	DANRE16466, DANRE16465, DANRE06600	NEMVE23188
OG0006971	DANRE40878, DANRE40877	NEMVE23702, NEMVE20470
OG0006972	DANRE25189	NEMVE13779
OG0006973	DANRE17252	NEMVE21823
OG0006975	DANRE09037	NEMVE13294
OG0006976	DANRE18544, DANRE18545	NEMVE05707
OG0006977	DANRE02258	NEMVE15122
OG0006978	DANRE34823, DANRE34824	NEMVE08429, NEMVE20677
OG0006979	DANRE38972	NEMVE07666
OG0006980	DANRE26295	NEMVE14898
OG0006981	DANRE25411	NEMVE02175
OG0006982	DANRE33288	NEMVE06872
OG0006983	DANRE23215	NEMVE25267
OG0006985	DANRE02673	NEMVE04709
OG0006988	DANRE29990	NEMVE05095
OG0006989	DANRE21381	NEMVE14102
OG0006990	DANRE17525, DANRE17526, DANRE17527	NEMVE23992
OG0006991	DANRE22662, DANRE22663, DANRE22661	NEMVE25869
OG0006992	DANRE03940	NEMVE06904
OG0006993	DANRE08645	NEMVE25888
OG0006994	DANRE41698	NEMVE06963
OG0006995	DANRE14381, DANRE14382	NEMVE10340
OG0006996	DANRE04792	NEMVE23296
OG0006997	DANRE31374, DANRE31375	NEMVE23283
OG0006999	DANRE10373, DANRE10372	NEMVE22370, NEMVE03933
OG0007000	DANRE40871, DANRE40870	NEMVE24962
OG0007001	DANRE31299	NEMVE12371
OG0007002	DANRE19224, DANRE19223	NEMVE25316
OG0007003	DANRE38881	NEMVE18273
OG0007004	DANRE24109, DANRE24111	NEMVE25041
OG0007005	DANRE07555, DANRE07554	NEMVE06529
OG0007006	DANRE24251, DANRE33893, DANRE33894	NEMVE25078
OG0007007	DANRE01269, DANRE01270	NEMVE06743
OG0007008	DANRE00565	NEMVE08423
OG0007009	DANRE35325	NEMVE17080
OG0007010	DANRE17817	NEMVE07154
OG0007011	DANRE08885, DANRE08884, DANRE08883	NEMVE14439
OG0007012	DANRE37825, DANRE37827, DANRE37828, DANRE37826	NEMVE08741
OG0007013	DANRE04152	NEMVE23027, NEMVE20235
OG0007014	DANRE16137, DANRE16136	NEMVE07869
OG0007015	DANRE22599, DANRE22598	NEMVE01530
OG0007016	DANRE25387, DANRE25386	NEMVE14954
OG0007019	DANRE04085	NEMVE19601
OG0007020	DANRE35391, DANRE35392	NEMVE13872
OG0007021	DANRE42259	NEMVE19842, NEMVE16021
OG0007022	DANRE01733	NEMVE13989
OG0007023	DANRE21295	NEMVE19206
OG0007024	DANRE25046	NEMVE22348
OG0007025	DANRE39883	NEMVE24902
OG0007026	DANRE25877	NEMVE10600
OG0007027	DANRE41272	NEMVE14622
OG0007028	DANRE27455	NEMVE14345
OG0007029	DANRE02752, DANRE02753, DANRE02754	NEMVE14776
OG0007030	DANRE15794	NEMVE25363
OG0007031	DANRE40046	NEMVE10005
OG0007032	DANRE42519	NEMVE08495
OG0007033	DANRE18803, DANRE18804	NEMVE13356
OG0007034	DANRE21262	NEMVE13497
OG0007035	DANRE35003, DANRE08155	NEMVE14476
OG0007036	DANRE14569, DANRE14568, DANRE14567, DANRE14566	NEMVE22685
OG0007037	DANRE42762	NEMVE13503
OG0007038	DANRE40365	NEMVE05760
OG0007039	DANRE18016	NEMVE09028, NEMVE00545
OG0007040	DANRE34356	NEMVE13790
OG0007041	DANRE37642, DANRE25606	NEMVE25405, NEMVE18865
OG0007042	DANRE10636	NEMVE18027
OG0007043	DANRE04197	NEMVE05818
OG0007044	DANRE16211, DANRE16212	NEMVE13670
OG0007045	DANRE10111	NEMVE11342
OG0007047	DANRE14646	NEMVE23774
OG0007048	DANRE30007, DANRE03630	NEMVE22617
OG0007049	DANRE12279, DANRE12278	NEMVE24890
OG0007050	DANRE07382	NEMVE01542
OG0007052	DANRE12457, DANRE12458, DANRE30990	NEMVE08596
OG0007053	DANRE29142	NEMVE21766
OG0007054	DANRE29653, DANRE29652	NEMVE10860
OG0007055	DANRE33530	NEMVE15080
