Orthogroup	DANRE	HUMAN
OG0006361	DANRE12700	HUMAN11009, HUMAN11008
OG0006362	DANRE10073	HUMAN00550
OG0006363	DANRE00890	HUMAN04865
OG0006364	DANRE41213, DANRE41212	HUMAN28809
OG0006365	DANRE20484	HUMAN17577, HUMAN30443
OG0006366	DANRE13399, DANRE13400, DANRE13398	HUMAN18333
OG0006367	DANRE05487	HUMAN16619, HUMAN16620
OG0006369	DANRE25208	HUMAN04390
OG0006370	DANRE38769, DANRE38768	HUMAN27328
OG0006372	DANRE15208	HUMAN05301
OG0006375	DANRE03585, DANRE03583, DANRE03582	HUMAN10310, HUMAN10309
OG0006376	DANRE39853	HUMAN29330, HUMAN29329
OG0006377	DANRE19336	HUMAN23254
OG0006378	DANRE19595	HUMAN22618
OG0006379	DANRE11669	HUMAN08621
OG0006380	DANRE06769, DANRE06770, DANRE06768, DANRE06771	HUMAN24188
OG0006381	DANRE30686, DANRE12585	HUMAN30425, HUMAN06919
OG0006382	DANRE05618	HUMAN08589
OG0006383	DANRE00009	HUMAN19516
OG0006384	DANRE29107	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667
OG0006385	DANRE19944, DANRE37812	HUMAN04983
OG0006386	DANRE39443, DANRE39444	HUMAN03914, HUMAN03913
OG0006387	DANRE05852, DANRE05851	HUMAN19461, HUMAN19462, HUMAN00501
OG0006388	DANRE29388	HUMAN10177
OG0006388	DANRE04006	HUMAN30153, HUMAN30163, HUMAN13637
OG0006389	DANRE04415, DANRE04414	HUMAN25835
OG0006390	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911	HUMAN02874, HUMAN02872, HUMAN02873
OG0006391	DANRE07781, DANRE01265, DANRE01266	HUMAN05598
OG0006392	DANRE41904	HUMAN01485
OG0006393	DANRE39415	HUMAN28534
OG0006393	DANRE40157	HUMAN14443
OG0006394	DANRE16905, DANRE16906	HUMAN20260, HUMAN20262, HUMAN20261
OG0006395	DANRE22284, DANRE22283	HUMAN18809, HUMAN18808
OG0006396	DANRE39566	HUMAN28914
OG0006399	DANRE33665	HUMAN07113, HUMAN07112, HUMAN07111
OG0006401	DANRE15389	HUMAN18158
OG0006401	DANRE23781	HUMAN26324
OG0006402	DANRE15996	HUMAN22757, HUMAN22756
OG0006405	DANRE06676, DANRE06675	HUMAN04667
OG0006406	DANRE03695	HUMAN13006
OG0006406	DANRE29832, DANRE29833, DANRE03697	HUMAN15941
OG0006406	DANRE03696	HUMAN13007
OG0006407	DANRE15204, DANRE15205	HUMAN21252
OG0006408	DANRE17799	HUMAN09012, HUMAN09011
OG0006410	DANRE21986, DANRE21989, DANRE21988, DANRE21985	HUMAN21240
OG0006410	DANRE11698, DANRE11697, DANRE17291, DANRE17292	HUMAN25297, HUMAN25296
OG0006411	DANRE27917	HUMAN28244
OG0006411	DANRE40431, DANRE40430, DANRE37069	HUMAN19283
OG0006411	DANRE37070	HUMAN19284
OG0006412	DANRE41119, DANRE41118	HUMAN18577
OG0006412	DANRE26914	HUMAN27836
OG0006412	DANRE10546, DANRE23390, DANRE23391	HUMAN16552
OG0006413	DANRE36743	HUMAN20422
OG0006413	DANRE02308, DANRE02309	HUMAN02388
OG0006413	DANRE25712, DANRE30887	HUMAN26832
OG0006414	DANRE19245, DANRE12927, DANRE12923, DANRE34345, DANRE03526	HUMAN03409
OG0006415	DANRE33489, DANRE33490	HUMAN19756
OG0006415	DANRE01133, DANRE08284	HUMAN11729
OG0006416	DANRE24129	HUMAN23194
OG0006442	DANRE43200	HUMAN24430, HUMAN24429
OG0006443	DANRE00893, DANRE00894	HUMAN04869
OG0006446	DANRE40885, DANRE40884, DANRE40883	HUMAN29158
OG0006447	DANRE34812	HUMAN29322, HUMAN29323
OG0006448	DANRE27832	HUMAN23211
OG0006449	DANRE14730	HUMAN28069
OG0006452	DANRE02762	HUMAN02398
OG0006452	DANRE22799	HUMAN20893
OG0006454	DANRE08298, DANRE34951	HUMAN13113, HUMAN13112
OG0006456	DANRE14385	HUMAN14116, HUMAN14117, HUMAN14118
OG0006457	DANRE28856	HUMAN14767
OG0006458	DANRE07992	HUMAN05481
OG0006459	DANRE25979, DANRE25980	HUMAN09471
OG0006460	DANRE05152	HUMAN02631
OG0006461	DANRE40456	HUMAN20951
OG0006462	DANRE03375, DANRE30415	HUMAN20252
OG0006463	DANRE19402, DANRE19401	HUMAN13877, HUMAN13876, HUMAN13878, HUMAN13879, HUMAN13880, HUMAN13875
OG0006464	DANRE22250	HUMAN30209, HUMAN22027
OG0006465	DANRE02945, DANRE02946, DANRE02944	HUMAN02673
OG0006467	DANRE39297	HUMAN17163, HUMAN17162
OG0006468	DANRE10143	HUMAN28005
OG0006469	DANRE16763	HUMAN12113
OG0006470	DANRE15907	HUMAN22261
OG0006471	DANRE21870, DANRE21871	HUMAN18729
OG0006472	DANRE38202, DANRE38201	HUMAN26665
OG0006474	DANRE39677	HUMAN19727
OG0006475	DANRE24226	HUMAN26136
OG0006476	DANRE01065, DANRE01064	HUMAN07555, HUMAN07556
OG0006477	DANRE39101	HUMAN05076
OG0006478	DANRE29720	HUMAN14445
OG0006479	DANRE22957, DANRE22955, DANRE22956	HUMAN00009
OG0006480	DANRE22037	HUMAN03645
OG0006481	DANRE34163	HUMAN05570, HUMAN20279
OG0006482	DANRE18945, DANRE18946	HUMAN08453
OG0006483	DANRE43261, DANRE43260, DANRE43262	HUMAN08362
OG0006484	DANRE40128, DANRE40556, DANRE40561, DANRE40560	HUMAN04595
OG0006485	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127	HUMAN04789
OG0006486	DANRE36064, DANRE35988	HUMAN21434, HUMAN21433, HUMAN06954
OG0006487	DANRE40466	HUMAN20882
OG0006488	DANRE07587, DANRE07586	HUMAN15844
OG0006490	DANRE30998, DANRE30997	HUMAN07030
OG0006491	DANRE24615	HUMAN13791, HUMAN13790
OG0006492	DANRE12650, DANRE12649, DANRE12651	HUMAN11565
OG0006493	DANRE19720	HUMAN05188, HUMAN05190
OG0006494	DANRE26527	HUMAN21837
OG0006495	DANRE33872	HUMAN11902
OG0006496	DANRE27447	HUMAN02167
OG0006497	DANRE16111, DANRE16110	HUMAN07721, HUMAN07722
OG0006498	DANRE34352, DANRE34351	HUMAN29984
OG0006499	DANRE26978, DANRE26977, DANRE18277	HUMAN02242, HUMAN02243
OG0006499	DANRE18276	HUMAN02244
OG0006501	DANRE08955	HUMAN15460
OG0006502	DANRE29381, DANRE29382, DANRE29383	HUMAN12374, HUMAN12375
OG0006503	DANRE07132, DANRE07133, DANRE07134	HUMAN27658
OG0006504	DANRE20127, DANRE20128	HUMAN26364
OG0006505	DANRE03734, DANRE26394	HUMAN02985, HUMAN02984
OG0006506	DANRE24402, DANRE24403, DANRE24401	HUMAN21266
OG0006507	DANRE22794	HUMAN17635, HUMAN17633, HUMAN17634
OG0006508	DANRE05986, DANRE05987	HUMAN22149
OG0006509	DANRE23625	HUMAN22918, HUMAN22917
OG0006510	DANRE36871	HUMAN19222
OG0006511	DANRE37056	HUMAN18611, HUMAN09163
OG0006512	DANRE29342	HUMAN20060, HUMAN20059
OG0006513	DANRE38837, DANRE38836	HUMAN10996, HUMAN10995
OG0006514	DANRE07332	HUMAN22995
OG0006515	DANRE04926, DANRE04925, DANRE04924	HUMAN08961
OG0006516	DANRE05513, DANRE05512	HUMAN09318
OG0006517	DANRE28275, DANRE28276	HUMAN13704
OG0006518	DANRE05484	HUMAN25430, HUMAN25432, HUMAN25431
OG0006519	DANRE17604	HUMAN02479
OG0006520	DANRE01097, DANRE01098	HUMAN07570
OG0006522	DANRE20324, DANRE07918	HUMAN12255, HUMAN12266
OG0006523	DANRE13254	HUMAN15810
OG0006524	DANRE25718	HUMAN26841
OG0006525	DANRE39739	HUMAN28845
OG0006526	DANRE13639	HUMAN28412
OG0006527	DANRE03126	HUMAN13585
OG0006528	DANRE15366	HUMAN18246
OG0006530	DANRE10408	HUMAN01857
OG0006531	DANRE31049, DANRE31050, DANRE12470	HUMAN05816, HUMAN05815
OG0006532	DANRE02116	HUMAN14164
OG0006534	DANRE04753	HUMAN03548, HUMAN03546, HUMAN03547
OG0006535	DANRE31306, DANRE31307	HUMAN06136
OG0006536	DANRE16747	HUMAN14779
OG0006537	DANRE16803, DANRE16802, DANRE16800, DANRE16801	HUMAN22896
OG0006538	DANRE01948	HUMAN17787
OG0006540	DANRE43223	HUMAN30223
OG0006541	DANRE00195	HUMAN23369
OG0006542	DANRE01099	HUMAN07571
OG0006543	DANRE04511	HUMAN25209
OG0006544	DANRE36921	HUMAN18899
OG0006545	DANRE14779	HUMAN29010, HUMAN29009
OG0006546	DANRE17452, DANRE17453, DANRE17454	HUMAN08888
OG0006547	DANRE01017, DANRE01016	HUMAN06438
OG0006549	DANRE30654	HUMAN06269
OG0006550	DANRE31528, DANRE31529, DANRE31527	HUMAN02858
OG0006551	DANRE41890, DANRE41889	HUMAN01474
OG0006552	DANRE19095	HUMAN23496
OG0006553	DANRE15584, DANRE15585, DANRE30044	HUMAN25917
OG0006554	DANRE19522	HUMAN07135
OG0006555	DANRE35599, DANRE35598	HUMAN18243, HUMAN18244
OG0006556	DANRE11973, DANRE11974, DANRE11975	HUMAN25766
OG0006557	DANRE25072	HUMAN19957
OG0006559	DANRE20945, DANRE20944	HUMAN14395
OG0006560	DANRE17717, DANRE17715, DANRE17716	HUMAN08721
OG0006561	DANRE18058	HUMAN08528, HUMAN08523
OG0006562	DANRE20523, DANRE20522	HUMAN30594
OG0006563	DANRE28810, DANRE28809	HUMAN03286
OG0006564	DANRE07932, DANRE07931	HUMAN26384, HUMAN26375
OG0006565	DANRE25862	HUMAN26889
OG0006565	DANRE02268	HUMAN21101
OG0006566	DANRE29055	HUMAN12988
OG0006567	DANRE01679	HUMAN19016
OG0006568	DANRE16829	HUMAN25683
OG0006569	DANRE04566	HUMAN17062
OG0006570	DANRE14648	HUMAN24735
OG0006571	DANRE33971	HUMAN23449
OG0006573	DANRE34641	HUMAN12290, HUMAN12289
OG0006574	DANRE21767, DANRE21766, DANRE21765	HUMAN14370
OG0006575	DANRE34819, DANRE34820	HUMAN29419
OG0006576	DANRE07329	HUMAN23000
OG0006577	DANRE01281	HUMAN05518, HUMAN05517
OG0006578	DANRE19007, DANRE19008	HUMAN22134
OG0006579	DANRE39282	HUMAN28507
OG0006580	DANRE26459	HUMAN12502
OG0006581	DANRE26007	HUMAN09574
OG0006583	DANRE17390	HUMAN25717
OG0006584	DANRE09521	HUMAN20560
OG0006585	DANRE11331, DANRE11330	HUMAN17034, HUMAN17035
OG0006586	DANRE26201, DANRE26199, DANRE26200	HUMAN11398
OG0006587	DANRE13162, DANRE13161	HUMAN15554, HUMAN15555, HUMAN15553
OG0006588	DANRE22756	HUMAN29928
OG0006589	DANRE31630	HUMAN17150
OG0006590	DANRE25511	HUMAN05823
OG0006591	DANRE10350	HUMAN28224
OG0006592	DANRE22277	HUMAN01445
OG0006593	DANRE26311, DANRE26312	HUMAN20736
OG0006594	DANRE39229, DANRE39227, DANRE39230, DANRE39228	HUMAN10868, HUMAN10810
OG0006595	DANRE04332, DANRE04333	HUMAN03332
OG0006596	DANRE36993	HUMAN19063, HUMAN19062
OG0006597	DANRE06998	HUMAN30289
OG0006598	DANRE34799, DANRE34800	HUMAN28610
OG0006599	DANRE35346	HUMAN17165
OG0006599	DANRE40652, DANRE40653, DANRE40651	HUMAN22523
OG0006600	DANRE04050	HUMAN13359, HUMAN13358
OG0006601	DANRE35665	HUMAN18405, HUMAN18407, HUMAN18409
OG0006602	DANRE16908, DANRE16909	HUMAN14818
OG0006603	DANRE39335	HUMAN11393
OG0006604	DANRE08282	HUMAN11730
OG0006604	DANRE08283	HUMAN11731
OG0006605	DANRE37509	HUMAN28716, HUMAN28714, HUMAN28715
OG0006606	DANRE12518	HUMAN11489
OG0006607	DANRE10066	HUMAN00746
OG0006608	DANRE12270	HUMAN21771, HUMAN21770
OG0006609	DANRE38772, DANRE38771	HUMAN27322
OG0006610	DANRE15476, DANRE15475	HUMAN10217
OG0006611	DANRE23305	HUMAN06625
OG0006612	DANRE01859	HUMAN14430, HUMAN14428, HUMAN14426, HUMAN14425, HUMAN14427
OG0006613	DANRE43420	HUMAN09458, HUMAN09457, HUMAN09459
OG0006614	DANRE32921, DANRE32922, DANRE32923, DANRE32924	HUMAN06112, HUMAN06113
OG0006615	DANRE14777, DANRE14778	HUMAN13872
OG0006617	DANRE11557, DANRE11556	HUMAN16554, HUMAN16553
OG0006618	DANRE23824	HUMAN14073
OG0006619	DANRE24678	HUMAN24501
OG0006620	DANRE11400	HUMAN00655
OG0006620	DANRE17728	HUMAN27431
OG0006621	DANRE35047	HUMAN26752
OG0006622	DANRE06401	HUMAN28527, HUMAN29955
OG0006623	DANRE25920	HUMAN04365, HUMAN04366
OG0006624	DANRE10511, DANRE10512	HUMAN20606
OG0006625	DANRE15350	HUMAN18256
OG0006626	DANRE25071	HUMAN20006
OG0006627	DANRE03368	HUMAN13665
OG0006627	DANRE03369	HUMAN13667
OG0006628	DANRE25218, DANRE38495	HUMAN09710
OG0006630	DANRE13211	HUMAN09502
OG0006632	DANRE06687, DANRE06688	HUMAN24257
OG0006632	DANRE15628, DANRE07374	HUMAN22067
OG0006633	DANRE26872, DANRE26871	HUMAN24475
OG0006635	DANRE01468, DANRE41203, DANRE41204, DANRE41202	HUMAN27593
OG0006636	DANRE09302	HUMAN16299
OG0006637	DANRE04008, DANRE04009	HUMAN13012
OG0006638	DANRE36392, DANRE36393	HUMAN28339
OG0006639	DANRE15622, DANRE15623, DANRE15624, DANRE15625, DANRE39267	HUMAN28928
OG0006640	DANRE39218	HUMAN22776
OG0006641	DANRE10715	HUMAN08764, HUMAN08760
OG0006642	DANRE11176	HUMAN03282
OG0006644	DANRE10255, DANRE10254	HUMAN21498, HUMAN21497
OG0006645	DANRE09833, DANRE09832	HUMAN28961, HUMAN28960
OG0006646	DANRE37654, DANRE37653	HUMAN10004
OG0006647	DANRE13576	HUMAN11131
OG0006649	DANRE30372, DANRE30371	HUMAN08947
OG0006650	DANRE25536	HUMAN11219
OG0006651	DANRE00823, DANRE00822	HUMAN19384
OG0006652	DANRE04727, DANRE04728, DANRE40360	HUMAN08636, HUMAN08637
OG0006653	DANRE28304, DANRE28305	HUMAN13701
OG0006654	DANRE18186	HUMAN25445, HUMAN25444
OG0006655	DANRE12365	HUMAN23490
OG0006657	DANRE39849, DANRE39850	HUMAN07133
OG0006658	DANRE11677, DANRE18834	HUMAN08547
OG0006660	DANRE21300, DANRE36980	HUMAN20944, HUMAN20943
OG0006661	DANRE19721	HUMAN30226, HUMAN05192
OG0006662	DANRE00965	HUMAN05526
OG0006663	DANRE08633, DANRE08634	HUMAN18303
OG0006664	DANRE03439	HUMAN23221
OG0006666	DANRE21287	HUMAN28875
OG0006667	DANRE26598	HUMAN09839
OG0006668	DANRE16558, DANRE16559	HUMAN17409
OG0006669	DANRE19000, DANRE18999	HUMAN23253
OG0006670	DANRE40208, DANRE40209	HUMAN02070, HUMAN02071
OG0006672	DANRE11357, DANRE11356	HUMAN00506
OG0006673	DANRE00592, DANRE39690	HUMAN18662, HUMAN18663
OG0006675	DANRE19617, DANRE19618	HUMAN27405
OG0006676	DANRE12779	HUMAN26868
OG0006677	DANRE09349	HUMAN16360, HUMAN16361
OG0006678	DANRE28792	HUMAN13325, HUMAN13324
OG0006679	DANRE03939, DANRE03938	HUMAN03663
OG0006680	DANRE35503	HUMAN18867
OG0006681	DANRE17737	HUMAN27423, HUMAN27424
OG0006683	DANRE40259	HUMAN00125
OG0006684	DANRE30786	HUMAN26898, HUMAN26899, HUMAN26900
OG0006685	DANRE18783, DANRE18784	HUMAN16707
OG0006685	DANRE38812, DANRE38811	HUMAN13839
OG0006686	DANRE18994, DANRE18993, DANRE18992	HUMAN29261
OG0006687	DANRE10137	HUMAN00731, HUMAN00732
OG0006688	DANRE37962	HUMAN07994
OG0006689	DANRE12368	HUMAN09931
OG0006690	DANRE23373, DANRE23374, DANRE23375	HUMAN01353
OG0006691	DANRE03684	HUMAN12920
OG0006692	DANRE15155, DANRE15154	HUMAN12863, HUMAN12864
OG0006693	DANRE16672	HUMAN22772, HUMAN22771, HUMAN22773
OG0006694	DANRE18391	HUMAN25673
OG0006695	DANRE07414	HUMAN05347
OG0006696	DANRE04465	HUMAN17071
OG0006696	DANRE05504	HUMAN08548
OG0006697	DANRE04313	HUMAN03758
OG0006698	DANRE09646, DANRE09648, DANRE09647	HUMAN28004
OG0006699	DANRE01531, DANRE01530	HUMAN07333
OG0006700	DANRE13266, DANRE26751	HUMAN18335
OG0006702	DANRE15041	HUMAN00468
OG0006703	DANRE39207	HUMAN27810
OG0006704	DANRE26929, DANRE26930	HUMAN01256
OG0006705	DANRE36324	HUMAN21830, HUMAN21831
OG0006706	DANRE26557	HUMAN01180
OG0006707	DANRE41014, DANRE41015	HUMAN20459, HUMAN20457, HUMAN20458
OG0006708	DANRE09074, DANRE09073	HUMAN28636, HUMAN28634, HUMAN28635
OG0006709	DANRE42754, DANRE42753	HUMAN17846
OG0006710	DANRE38095	HUMAN28677
OG0006711	DANRE15395, DANRE15393, DANRE15394, DANRE15396	HUMAN21244
OG0006712	DANRE23043	HUMAN19027
OG0006713	DANRE18050	HUMAN08608
OG0006714	DANRE20419, DANRE06658	HUMAN24241
OG0006715	DANRE02490	HUMAN28884, HUMAN28887
OG0006715	DANRE22758, DANRE22757	HUMAN29933
OG0006716	DANRE27259	HUMAN28603, HUMAN28601
OG0006717	DANRE07244, DANRE07245, DANRE07243	HUMAN04735
OG0006718	DANRE04447	HUMAN03526
OG0006719	DANRE36175	HUMAN12021
OG0006720	DANRE36497	HUMAN29778
OG0006721	DANRE28349	HUMAN15069, HUMAN15065
OG0006722	DANRE37553	HUMAN10116
OG0006723	DANRE39823	HUMAN01452
OG0006724	DANRE40260	HUMAN00251, HUMAN00252
OG0006725	DANRE36705	HUMAN20956
OG0006726	DANRE18406, DANRE18407	HUMAN25679
OG0006727	DANRE17270	HUMAN25384
OG0006728	DANRE09817	HUMAN13864, HUMAN13865
OG0006729	DANRE40632	HUMAN23307
OG0006730	DANRE40426	HUMAN01413
OG0006731	DANRE08686, DANRE08687, DANRE08688, DANRE08689	HUMAN15325
OG0006732	DANRE42548, DANRE42549	HUMAN17586
OG0006733	DANRE19895, DANRE19894, DANRE19893, DANRE06825	HUMAN04919
OG0006734	DANRE11967	HUMAN25074
OG0006735	DANRE01761	HUMAN06599
OG0006736	DANRE15188	HUMAN20713
OG0006737	DANRE03073, DANRE03074, DANRE03072	HUMAN10669
OG0006738	DANRE41395	HUMAN17555, HUMAN17554
OG0006739	DANRE25130, DANRE15633	HUMAN28943
OG0006740	DANRE17561, DANRE17560	HUMAN08566
OG0006741	DANRE22261	HUMAN20918
OG0006742	DANRE06943	HUMAN30051
OG0006742	DANRE15666	HUMAN22412
OG0006743	DANRE39842	HUMAN29392
OG0006744	DANRE13367	HUMAN18493
OG0006744	DANRE02363, DANRE02364	HUMAN02331
OG0006745	DANRE22218, DANRE22215, DANRE22216, DANRE22217	HUMAN21637
OG0006747	DANRE10912, DANRE10913, DANRE10914, DANRE10915	HUMAN09322
OG0006747	DANRE05892	HUMAN17504, HUMAN17503
OG0006748	DANRE27992	HUMAN18508, HUMAN18509, HUMAN18510, HUMAN18507, HUMAN18505
OG0006749	DANRE28961, DANRE28962	HUMAN10255, HUMAN10254
OG0006750	DANRE18340	HUMAN16679
OG0006751	DANRE16470	HUMAN04997, HUMAN04996
OG0006752	DANRE34984	HUMAN05470
OG0006753	DANRE11805, DANRE11806	HUMAN08651
OG0006754	DANRE09950	HUMAN28391
OG0006755	DANRE35544	HUMAN17392
OG0006756	DANRE24740	HUMAN10187, HUMAN10189, HUMAN10186, HUMAN10188
OG0006757	DANRE13143, DANRE13144	HUMAN15606, HUMAN15607, HUMAN15605
OG0006758	DANRE22084	HUMAN20524
OG0006759	DANRE31502	HUMAN06777
OG0006760	DANRE00421	HUMAN23407
OG0006761	DANRE15637, DANRE15639, DANRE15638	HUMAN22866, HUMAN22865
OG0006762	DANRE05906, DANRE05907, DANRE03761	HUMAN16948
OG0006763	DANRE14963	HUMAN20641
OG0006763	DANRE14279, DANRE14280	HUMAN12652
OG0006764	DANRE06709, DANRE06710, DANRE06711	HUMAN24101, HUMAN24102
OG0006765	DANRE38618	HUMAN11017
OG0006766	DANRE20282, DANRE20283	HUMAN30336
OG0006768	DANRE10387	HUMAN15305
OG0006769	DANRE38421, DANRE38420	HUMAN03966
OG0006770	DANRE25957, DANRE13458, DANRE13459	HUMAN09788
OG0006771	DANRE22622, DANRE22623	HUMAN19313
OG0006772	DANRE16400	HUMAN17212
OG0006774	DANRE27767	HUMAN08153
OG0006775	DANRE03588, DANRE03589, DANRE03590	HUMAN25975
OG0006776	DANRE29920, DANRE29919, DANRE29918	HUMAN12695, HUMAN12694
OG0006777	DANRE19888	HUMAN15487
OG0006780	DANRE11139, DANRE11138	HUMAN08729
OG0006784	DANRE09776	HUMAN29013
OG0006786	DANRE23746, DANRE23748, DANRE23749, DANRE23747, DANRE23745, DANRE16232	HUMAN22933
OG0006786	DANRE16042, DANRE42872, DANRE42871	HUMAN07752
OG0006787	DANRE14271, DANRE09543	HUMAN26093, HUMAN26094
OG0006787	DANRE03678	HUMAN12889, HUMAN12890
OG0006788	DANRE18913	HUMAN25464
OG0006788	DANRE15017	HUMAN00571
OG0006789	DANRE18355, DANRE18350, DANRE18351, DANRE18353, DANRE18352	HUMAN25161, HUMAN25162, HUMAN25165, HUMAN25166
OG0006790	DANRE26491, DANRE26489, DANRE26490, DANRE10712, DANRE10709, DANRE10708, DANRE10710, DANRE10711, DANRE18255, DANRE18256, DANRE29573	HUMAN26467
OG0006791	DANRE22117	HUMAN27228, HUMAN27225, HUMAN27227, HUMAN27226
OG0006791	DANRE07395	HUMAN24239, HUMAN24238
OG0006792	DANRE18037	HUMAN08510
OG0006792	DANRE10833	HUMAN25745
OG0006793	DANRE09177	HUMAN20703
OG0006793	DANRE09151, DANRE09152, DANRE09175, DANRE09174, DANRE09173	HUMAN20789, HUMAN20790, HUMAN20792, HUMAN20791, HUMAN20793, HUMAN20637
OG0006794	DANRE00937, DANRE00936, DANRE00935	HUMAN21253
OG0006795	DANRE28640	HUMAN11799
OG0006796	DANRE12937, DANRE12939, DANRE12938, DANRE38236, DANRE38235	HUMAN04215
OG0006826	DANRE20199, DANRE20200	HUMAN23918
OG0006827	DANRE27134	HUMAN01037
OG0006828	DANRE33264	HUMAN23672
OG0006829	DANRE06462	HUMAN17262
OG0006830	DANRE20293	HUMAN12476
OG0006831	DANRE05025	HUMAN03695, HUMAN03694
OG0006832	DANRE05650, DANRE05651	HUMAN08383
OG0006833	DANRE39031	HUMAN11220
OG0006835	DANRE15207	HUMAN05300
OG0006837	DANRE08129, DANRE08130	HUMAN05482
OG0006838	DANRE29999, DANRE30000	HUMAN10291
OG0006842	DANRE16946	HUMAN14862
OG0006843	DANRE00575	HUMAN28655
OG0006844	DANRE25978, DANRE25977	HUMAN09468
OG0006845	DANRE00889	HUMAN04886
OG0006846	DANRE11134	HUMAN08740, HUMAN08738
OG0006847	DANRE40951, DANRE40949, DANRE40950	HUMAN19860, HUMAN19862
OG0006848	DANRE04636	HUMAN03233
OG0006848	DANRE20561	HUMAN23824
OG0006849	DANRE04779	HUMAN16918
OG0006850	DANRE16405, DANRE16404	HUMAN22747
OG0006851	DANRE11826, DANRE11827, DANRE11012, DANRE03308	HUMAN03180
OG0006852	DANRE25832	HUMAN26914
OG0006853	DANRE30632	HUMAN06735
OG0006856	DANRE24719	HUMAN10703, HUMAN10702, HUMAN10701
OG0006857	DANRE21322, DANRE21323, DANRE21320, DANRE21321	HUMAN29744
OG0006860	DANRE39348	HUMAN11386
OG0006861	DANRE41588, DANRE41589	HUMAN18239, HUMAN18240, HUMAN18241, HUMAN18238
OG0006862	DANRE05434, DANRE05435	HUMAN08983
OG0006864	DANRE30356	HUMAN10411
OG0006865	DANRE37107, DANRE37108	HUMAN07621
OG0006866	DANRE28013, DANRE28011, DANRE23478, DANRE23477	HUMAN00414, HUMAN00412
OG0006867	DANRE04670, DANRE04669	HUMAN16895
OG0006868	DANRE40480, DANRE40481	HUMAN20940
OG0006869	DANRE39720, DANRE39721	HUMAN21448, HUMAN21447
OG0006871	DANRE36314	HUMAN02101
OG0006872	DANRE12533, DANRE12534, DANRE12532	HUMAN11636
OG0006873	DANRE35332, DANRE35331	HUMAN07171
OG0006874	DANRE02204	HUMAN21129
OG0006875	DANRE19819	HUMAN05504
OG0006876	DANRE36350	HUMAN01056
OG0006877	DANRE25161	HUMAN09886
OG0006878	DANRE26618	HUMAN01136
OG0006879	DANRE30943	HUMAN20296
OG0006880	DANRE02192, DANRE02193, DANRE02191	HUMAN21476
OG0006881	DANRE07877	HUMAN04095
OG0006882	DANRE12968, DANRE12967	HUMAN11464
OG0006883	DANRE11548	HUMAN16684
OG0006884	DANRE17895	HUMAN16682, HUMAN16680, HUMAN16685, HUMAN16681
OG0006885	DANRE36038	HUMAN20135
OG0006886	DANRE33750	HUMAN29974
OG0006887	DANRE35935	HUMAN12500
OG0006888	DANRE20632	HUMAN25053
OG0006889	DANRE12508	HUMAN11509
OG0006890	DANRE04449	HUMAN03527
OG0006891	DANRE15280, DANRE15279	HUMAN04608
OG0006892	DANRE42353	HUMAN18023
OG0006893	DANRE35990, DANRE35991, DANRE35992	HUMAN13212, HUMAN13211
OG0006894	DANRE04254, DANRE04253	HUMAN13291
OG0006895	DANRE04051	HUMAN03555
OG0006896	DANRE16360, DANRE16361, DANRE39466	HUMAN22142
OG0006897	DANRE34848, DANRE34849, DANRE34850	HUMAN23447
OG0006898	DANRE12640	HUMAN11309
OG0006899	DANRE25627, DANRE25626	HUMAN07006
OG0006900	DANRE17615, DANRE17616	HUMAN25793
OG0006901	DANRE42359, DANRE42358	HUMAN18029, HUMAN18028
OG0006902	DANRE40997	HUMAN27525
OG0006903	DANRE03354, DANRE03353, DANRE29137	HUMAN12933
OG0006904	DANRE04837, DANRE04838	HUMAN22374
OG0006905	DANRE36867	HUMAN19217
OG0006906	DANRE35097	HUMAN11694
OG0006907	DANRE30638	HUMAN16729, HUMAN16728, HUMAN16727
OG0006908	DANRE34940	HUMAN13051, HUMAN13052, HUMAN13050
OG0006909	DANRE40335	HUMAN29823
OG0006911	DANRE07250	HUMAN04725
OG0006912	DANRE18257	HUMAN02108, HUMAN02109
OG0006914	DANRE00540, DANRE00539	HUMAN28656
OG0006916	DANRE19207, DANRE19208, DANRE19209	HUMAN11501
OG0006917	DANRE08924	HUMAN18466, HUMAN18467
OG0006918	DANRE09402	HUMAN28188
OG0006919	DANRE03724	HUMAN22288
OG0006920	DANRE41930	HUMAN07463
OG0006921	DANRE01091	HUMAN07563, HUMAN07564, HUMAN07562
OG0006922	DANRE09587, DANRE09586	HUMAN10671
OG0006923	DANRE14202	HUMAN00553, HUMAN00554
OG0006924	DANRE34932	HUMAN23650
OG0006925	DANRE10925, DANRE10926	HUMAN09328
OG0006926	DANRE14985	HUMAN00625
OG0006927	DANRE28369	HUMAN14265
OG0006928	DANRE18223	HUMAN16715
OG0006929	DANRE10027	HUMAN25390
OG0006930	DANRE41147	HUMAN28830
OG0006931	DANRE18816	HUMAN27632, HUMAN27633
OG0006932	DANRE03602, DANRE03603, DANRE29298	HUMAN20250
OG0006934	DANRE42873	HUMAN07628
OG0006935	DANRE04751	HUMAN28718
OG0006936	DANRE05124	HUMAN03224
OG0006937	DANRE39416	HUMAN13657
OG0006938	DANRE01654	HUMAN20508, HUMAN20507
OG0006939	DANRE05866, DANRE05865	HUMAN00665
