Orthogroup	DANRE	HELIO_ok
OG0007020	DANRE35391, DANRE35392	HELIO_10783
OG0007022	DANRE01733	HELIO_00686
OG0007023	DANRE21295	HELIO_05749
OG0007024	DANRE25046	HELIO_03505
OG0007025	DANRE39883	HELIO_12627
OG0007026	DANRE25877	HELIO_11609, HELIO_11608
OG0007028	DANRE27455	HELIO_09657
OG0007030	DANRE15794	HELIO_05278
OG0007031	DANRE40046	HELIO_11089
OG0007032	DANRE42519	HELIO_10519
OG0007033	DANRE18803, DANRE18804	HELIO_06756
OG0007034	DANRE21262	HELIO_05240
OG0007035	DANRE35003, DANRE08155	HELIO_05074
OG0007036	DANRE14569, DANRE14568, DANRE14567, DANRE14566	HELIO_08854
OG0007037	DANRE42762	HELIO_03215
OG0007038	DANRE40365	HELIO_07154
OG0007039	DANRE18016	HELIO_03673
OG0007040	DANRE34356	HELIO_09696
OG0007041	DANRE37642, DANRE25606	HELIO_00355
OG0007042	DANRE10636	HELIO_08465
OG0007043	DANRE04197	HELIO_10787
OG0007044	DANRE16211, DANRE16212	HELIO_03336
OG0007045	DANRE10111	HELIO_03028
OG0007046	DANRE11415	HELIO_06285
OG0007047	DANRE14646	HELIO_01873
OG0007048	DANRE30007, DANRE03630	HELIO_01435
OG0007049	DANRE12279, DANRE12278	HELIO_01113
OG0007050	DANRE07382	HELIO_10158
OG0007052	DANRE12457, DANRE12458, DANRE30990	HELIO_03698
OG0007053	DANRE29142	HELIO_01740
OG0007054	DANRE29653, DANRE29652	HELIO_03935
OG0007055	DANRE33530	HELIO_05430
OG0007056	DANRE07920	HELIO_04173
OG0007058	DANRE13123	HELIO_12181
OG0007059	DANRE03981	HELIO_11121
OG0007060	DANRE10375, DANRE10374	HELIO_03894
OG0007061	DANRE22042, DANRE22041	HELIO_03172
OG0007062	DANRE13114, DANRE13113	HELIO_03299
OG0007063	DANRE09361	HELIO_02537
OG0007064	DANRE07304	HELIO_02033
OG0007066	DANRE19801	HELIO_08282
OG0007067	DANRE39351	HELIO_06171
OG0007068	DANRE39233, DANRE39232	HELIO_11494
OG0007069	DANRE11002	HELIO_10927
OG0007070	DANRE26939	HELIO_05878
OG0007071	DANRE11842, DANRE11840	HELIO_10140
OG0007072	DANRE12173, DANRE12174, DANRE12175	HELIO_09568
OG0007073	DANRE08821	HELIO_12235
OG0007074	DANRE27996, DANRE27997, DANRE27999, DANRE27998	HELIO_10084
OG0007075	DANRE03285, DANRE43299	HELIO_12580
OG0007076	DANRE30964, DANRE30963	HELIO_04699
OG0007077	DANRE17836, DANRE17837	HELIO_03036
OG0007078	DANRE10502	HELIO_12420
OG0007079	DANRE05491	HELIO_12708
OG0007080	DANRE18620	HELIO_10930
OG0007081	DANRE29557, DANRE29558, DANRE29559	HELIO_01321
OG0007082	DANRE30592	HELIO_01470
OG0007083	DANRE14647	HELIO_01256
OG0007084	DANRE36884, DANRE36883	HELIO_06919
OG0007085	DANRE12395, DANRE12396	HELIO_09227, HELIO_06691, HELIO_06359
OG0007086	DANRE12497	HELIO_09327
OG0007087	DANRE10797, DANRE10795, DANRE10794	HELIO_06229
OG0007089	DANRE07652, DANRE07651	HELIO_01728
OG0007090	DANRE21490	HELIO_02778
OG0007091	DANRE11390, DANRE11389	HELIO_05646
OG0007093	DANRE38295	HELIO_04228
OG0007094	DANRE11853, DANRE11852	HELIO_03665
OG0007095	DANRE10009, DANRE10008	HELIO_05715
OG0007096	DANRE17506	HELIO_05063
OG0007098	DANRE25426, DANRE25425	HELIO_07500
OG0007099	DANRE16832	HELIO_11777
OG0007100	DANRE20633, DANRE20634	HELIO_02603
OG0007103	DANRE03284	HELIO_04990
OG0007104	DANRE00996	HELIO_08624
OG0007105	DANRE37505	HELIO_06453
OG0007106	DANRE21012, DANRE21013, DANRE21015, DANRE21014	HELIO_08071
OG0007107	DANRE15981, DANRE15980, DANRE15979	HELIO_08096
OG0007108	DANRE01033, DANRE01034	HELIO_10721
OG0007111	DANRE24115, DANRE24114, DANRE26940	HELIO_07676
OG0007112	DANRE25814	HELIO_05754
OG0007113	DANRE21296	HELIO_02963
OG0007114	DANRE10602, DANRE14572	HELIO_02430
OG0007116	DANRE28502, DANRE28501, DANRE43398	HELIO_03595
OG0007117	DANRE31482	HELIO_10452
OG0007118	DANRE10021, DANRE10022	HELIO_00216
OG0007119	DANRE36376, DANRE36377	HELIO_03351
OG0007120	DANRE19755, DANRE19754	HELIO_08636
OG0007121	DANRE21444	HELIO_08982
OG0007122	DANRE23206	HELIO_01530
OG0007123	DANRE03239, DANRE03237, DANRE03238, DANRE03240	HELIO_06300
OG0007124	DANRE41957	HELIO_03243
OG0007126	DANRE17417, DANRE00882	HELIO_07784
OG0007127	DANRE14792, DANRE14793, DANRE14791, DANRE10353	HELIO_02372
OG0007128	DANRE19019	HELIO_07471
OG0007129	DANRE20067, DANRE20068, DANRE05951	HELIO_01993
OG0007130	DANRE30904	HELIO_08635, HELIO_08634
OG0007131	DANRE40030, DANRE40031	HELIO_04431
OG0007132	DANRE15088, DANRE15087	HELIO_12686
OG0007133	DANRE01479	HELIO_05837
OG0007134	DANRE22130, DANRE22129	HELIO_02796
OG0007135	DANRE38477	HELIO_03512
OG0007136	DANRE25959	HELIO_11083
OG0007137	DANRE27979	HELIO_01264
OG0007138	DANRE26666, DANRE26667	HELIO_11268
OG0007139	DANRE39772, DANRE39771	HELIO_03311
OG0007140	DANRE27837, DANRE35428	HELIO_09262
OG0007141	DANRE29345	HELIO_02202
OG0007142	DANRE33554	HELIO_09138
OG0007143	DANRE12075	HELIO_02069
OG0007144	DANRE17418	HELIO_02773
OG0007145	DANRE26346	HELIO_02042
OG0007146	DANRE06482, DANRE06480, DANRE06481	HELIO_08477
OG0007148	DANRE41181	HELIO_11799
OG0007151	DANRE10301	HELIO_01847
OG0007152	DANRE13979, DANRE13981, DANRE13980	HELIO_07347
OG0007153	DANRE04392, DANRE04391	HELIO_04064
OG0007154	DANRE05456	HELIO_05052
OG0007158	DANRE14540	HELIO_04172
OG0007160	DANRE38832, DANRE38833, DANRE38831	HELIO_04515
OG0007161	DANRE04179, DANRE04180, DANRE12817	HELIO_03043
OG0007163	DANRE09124	HELIO_04816
OG0007164	DANRE16181	HELIO_04104
OG0007165	DANRE01262, DANRE01263	HELIO_07174
OG0007168	DANRE42575, DANRE42574	HELIO_01974
OG0007173	DANRE07590	HELIO_07975
OG0007174	DANRE22362	HELIO_10174
OG0007175	DANRE39288	HELIO_01496
OG0007176	DANRE08683	HELIO_09685
OG0007177	DANRE10701, DANRE10700, DANRE10702	HELIO_09991
OG0007178	DANRE18259, DANRE18258	HELIO_08375
OG0007179	DANRE23985	HELIO_01221
OG0007180	DANRE21576, DANRE21577	HELIO_05806
OG0007181	DANRE22763, DANRE22762	HELIO_00946
OG0007182	DANRE35013	HELIO_05171
OG0007183	DANRE09025, DANRE09026	HELIO_10857
OG0007187	DANRE01702	HELIO_08131
OG0007188	DANRE42159, DANRE42158	HELIO_00663
OG0007191	DANRE40013	HELIO_12367
OG0007192	DANRE42628	HELIO_11714
OG0007198	DANRE20648	HELIO_12458
OG0007200	DANRE04259	HELIO_01173
OG0007209	DANRE34309, DANRE35451	HELIO_03954
OG0007248	DANRE28303	HELIO_03566
OG0007250	DANRE16084, DANRE16083, DANRE16082	HELIO_11796
OG0007251	DANRE28156	HELIO_11645
OG0007252	DANRE33397, DANRE33396	HELIO_11869
OG0007253	DANRE24848, DANRE38288	HELIO_05519
OG0007254	DANRE17415	HELIO_04453
OG0007255	DANRE14351	HELIO_05330
OG0007256	DANRE35626	HELIO_08417
OG0007258	DANRE19018	HELIO_08742
OG0007260	DANRE38136	HELIO_06588
OG0007261	DANRE15986, DANRE15985, DANRE43125	HELIO_02263
OG0007264	DANRE25424	HELIO_05781
OG0007266	DANRE30633	HELIO_07853
OG0007267	DANRE26686, DANRE26687	HELIO_10107
OG0007268	DANRE42444, DANRE42443	HELIO_01343
OG0007269	DANRE12063	HELIO_06147
OG0007270	DANRE16191, DANRE16192	HELIO_02939
OG0007271	DANRE04167, DANRE04136, DANRE04135	HELIO_05682
OG0007272	DANRE22978	HELIO_10735
OG0007273	DANRE29589	HELIO_09450
OG0007275	DANRE31136, DANRE31135	HELIO_03674
OG0007276	DANRE33385, DANRE33386	HELIO_06599
OG0007277	DANRE05579, DANRE05577, DANRE05578	HELIO_09947
OG0007279	DANRE20338	HELIO_03749
OG0007280	DANRE26658	HELIO_00512
OG0007281	DANRE30501, DANRE30500	HELIO_07427
OG0007282	DANRE33520	HELIO_12150
OG0007283	DANRE30003, DANRE15438	HELIO_09223
OG0007285	DANRE10034, DANRE10035	HELIO_10648, HELIO_10649
OG0007286	DANRE37560	HELIO_00622
OG0007288	DANRE07196, DANRE07197	HELIO_09454
OG0007289	DANRE38284	HELIO_09914
OG0007290	DANRE26147, DANRE26146	HELIO_02482
OG0007291	DANRE28295, DANRE28294	HELIO_12578
OG0007292	DANRE09241, DANRE09240	HELIO_01083
OG0007295	DANRE06178, DANRE06177	HELIO_00595
OG0007296	DANRE38101	HELIO_03612
OG0007297	DANRE39713, DANRE39710, DANRE39712, DANRE39711	HELIO_08956
OG0007298	DANRE16677	HELIO_08869
OG0007299	DANRE34012, DANRE34011	HELIO_08694
OG0007300	DANRE14858	HELIO_02004
OG0007301	DANRE14613, DANRE14612	HELIO_00411
OG0007302	DANRE36522	HELIO_02030
OG0007304	DANRE23396	HELIO_12205
OG0007305	DANRE34982	HELIO_03112
OG0007307	DANRE04470	HELIO_05717
OG0007308	DANRE09523	HELIO_09689
OG0007309	DANRE16826	HELIO_10219
OG0007310	DANRE42767, DANRE42766	HELIO_05771
OG0007312	DANRE29986, DANRE29987	HELIO_09830
OG0007314	DANRE18859	HELIO_12687
OG0007316	DANRE39257, DANRE39258, DANRE39255, DANRE39256	HELIO_07362
OG0007317	DANRE11318	HELIO_09791
OG0007318	DANRE22103	HELIO_03980
OG0007319	DANRE37045, DANRE37047, DANRE37046	HELIO_07489
OG0007320	DANRE37628, DANRE37627	HELIO_09747
OG0007321	DANRE06820	HELIO_04170
OG0007322	DANRE34262	HELIO_07072
OG0007325	DANRE12985	HELIO_09200
OG0007326	DANRE26003	HELIO_09034
OG0007328	DANRE04726	HELIO_09442
OG0007329	DANRE09561, DANRE09562	HELIO_09968, HELIO_09969
OG0007330	DANRE07790, DANRE07791	HELIO_04133
OG0007331	DANRE31231	HELIO_08039
OG0007333	DANRE22246, DANRE22247, DANRE16144	HELIO_07199
OG0007334	DANRE14827	HELIO_03472
OG0007335	DANRE17585	HELIO_11949
OG0007336	DANRE10061	HELIO_06667
OG0007337	DANRE17263, DANRE17262	HELIO_10954
OG0007338	DANRE12380, DANRE12381	HELIO_10759
OG0007339	DANRE23834	HELIO_09640
OG0007340	DANRE13852, DANRE13850, DANRE13851	HELIO_03582
OG0007341	DANRE04473	HELIO_11684
OG0007343	DANRE21557, DANRE28341	HELIO_03412
OG0007344	DANRE05827, DANRE05828	HELIO_08609
OG0007345	DANRE15610, DANRE15612, DANRE15613, DANRE15611	HELIO_06260
OG0007347	DANRE36745	HELIO_09177
OG0007348	DANRE16193, DANRE16195	HELIO_09120
OG0007349	DANRE39606	HELIO_06468
OG0007351	DANRE14677, DANRE14676, DANRE14675, DANRE08595	HELIO_08688
OG0007352	DANRE16773	HELIO_08083
OG0007353	DANRE38574, DANRE26140	HELIO_01295
OG0007354	DANRE24128	HELIO_02659
OG0007355	DANRE13636	HELIO_04351
OG0007356	DANRE36634	HELIO_07064
OG0007357	DANRE38560	HELIO_06223
OG0007358	DANRE43184	HELIO_03013
OG0007359	DANRE23813, DANRE23812, DANRE26870, DANRE26868	HELIO_11166
OG0007360	DANRE27456	HELIO_05459
OG0007361	DANRE14944	HELIO_01627
OG0007363	DANRE16032	HELIO_01853
OG0007364	DANRE29303	HELIO_03012
OG0007365	DANRE36420	HELIO_09060
OG0007366	DANRE21573, DANRE21572	HELIO_05623
OG0007367	DANRE27165	HELIO_11916
OG0007368	DANRE13338	HELIO_09902
OG0007369	DANRE42613, DANRE42614	HELIO_07842
OG0007370	DANRE08197	HELIO_02554
OG0007371	DANRE16865	HELIO_02928
OG0007372	DANRE34402, DANRE34400, DANRE34401	HELIO_05741
OG0007373	DANRE18640	HELIO_10252
OG0007375	DANRE11069	HELIO_06007
OG0007377	DANRE18290, DANRE18289	HELIO_08244
OG0007378	DANRE00748	HELIO_05336
OG0007379	DANRE17790, DANRE17791	HELIO_03559
OG0007380	DANRE20920, DANRE20919	HELIO_02244, HELIO_04235
OG0007381	DANRE28840	HELIO_07625
OG0007384	DANRE18642, DANRE18643	HELIO_05152
OG0007385	DANRE13349	HELIO_03304
OG0007386	DANRE18467	HELIO_09551
OG0007387	DANRE34966	HELIO_09254
OG0007388	DANRE38076, DANRE38075	HELIO_11355
OG0007389	DANRE19186, DANRE19187, DANRE19185	HELIO_03631
OG0007390	DANRE30054	HELIO_04593
OG0007391	DANRE35086	HELIO_09468
OG0007392	DANRE04860, DANRE04858, DANRE04859	HELIO_06732
OG0007393	DANRE12093	HELIO_09515
OG0007395	DANRE04069	HELIO_10203
OG0007396	DANRE38842, DANRE38841, DANRE38843	HELIO_00896
OG0007397	DANRE38807, DANRE38808	HELIO_06855
OG0007399	DANRE39639, DANRE39640	HELIO_10834
OG0007400	DANRE24512	HELIO_02129
OG0007402	DANRE24730	HELIO_00636
OG0007403	DANRE06465	HELIO_01171
OG0007405	DANRE12349	HELIO_03624
OG0007406	DANRE01446	HELIO_00793
OG0007407	DANRE04761	HELIO_01901
OG0007408	DANRE10196	HELIO_09431
OG0007409	DANRE10224, DANRE10225	HELIO_06116
OG0007410	DANRE28511, DANRE30430, DANRE03053	HELIO_07916
OG0007411	DANRE39541	HELIO_05076
OG0007412	DANRE42558	HELIO_02238
OG0007413	DANRE10248	HELIO_09705
OG0007414	DANRE36351	HELIO_08640
OG0007415	DANRE29208	HELIO_02421
OG0007416	DANRE07209, DANRE07210	HELIO_02849
OG0007417	DANRE35348, DANRE35349	HELIO_08832
OG0007418	DANRE08205, DANRE08204	HELIO_11504
OG0007419	DANRE29996	HELIO_03480
OG0007420	DANRE22876	HELIO_09281
OG0007421	DANRE01616, DANRE01615	HELIO_09011
OG0007422	DANRE11021, DANRE11020	HELIO_02252
OG0007423	DANRE15453, DANRE29404	HELIO_11673
OG0007424	DANRE24729, DANRE24728	HELIO_07951
OG0007425	DANRE12333	HELIO_11448
OG0007427	DANRE11179, DANRE11178	HELIO_07421
OG0007428	DANRE24212	HELIO_08646
OG0007429	DANRE31428, DANRE31429	HELIO_00502, HELIO_04959
OG0007430	DANRE00002, DANRE00003	HELIO_03736
OG0007432	DANRE13294	HELIO_05478
OG0007433	DANRE37715, DANRE37716	HELIO_09161
OG0007436	DANRE41656, DANRE41655	HELIO_09859
OG0007437	DANRE04900, DANRE07235	HELIO_01196
OG0007438	DANRE24144	HELIO_06570
OG0007439	DANRE05901	HELIO_07267
OG0007440	DANRE02292, DANRE02291	HELIO_03640
OG0007441	DANRE24681	HELIO_06686
OG0007442	DANRE26604, DANRE26605, DANRE26603	HELIO_05360
OG0007443	DANRE00331	HELIO_11491
OG0007445	DANRE24240	HELIO_06761
OG0007446	DANRE39669, DANRE39668	HELIO_07395
OG0007447	DANRE16222, DANRE16223	HELIO_12442
OG0007449	DANRE23310, DANRE23308, DANRE23309	HELIO_12368
OG0007450	DANRE05621, DANRE05622	HELIO_00508
OG0007451	DANRE24091	HELIO_04606
OG0007452	DANRE18998	HELIO_07764
OG0007453	DANRE30091, DANRE30092	HELIO_06244
OG0007454	DANRE42564, DANRE42563	HELIO_11972
OG0007455	DANRE24416	HELIO_12355
OG0007456	DANRE35403	HELIO_09549
OG0007458	DANRE15779	HELIO_09868
OG0007459	DANRE11769	HELIO_01507
OG0007460	DANRE11272	HELIO_08692
OG0007461	DANRE11529, DANRE11530	HELIO_01865
OG0007463	DANRE30867	HELIO_00691
OG0007465	DANRE07967, DANRE07968	HELIO_12224
OG0007466	DANRE38355, DANRE38356	HELIO_11051
OG0007467	DANRE23717, DANRE23718, DANRE23716, DANRE23710	HELIO_08827
OG0007468	DANRE16250, DANRE16251	HELIO_07899, HELIO_07898, HELIO_07900
OG0007471	DANRE37864	HELIO_09730
OG0007472	DANRE00512	HELIO_11248
OG0007474	DANRE08159	HELIO_11271
OG0007475	DANRE24743, DANRE24744	HELIO_09366
OG0007476	DANRE29800, DANRE29801	HELIO_04585
OG0007477	DANRE29475	HELIO_10040
OG0007478	DANRE33485	HELIO_04114
OG0007479	DANRE15593, DANRE15594	HELIO_09941
OG0007480	DANRE05240, DANRE05239, DANRE05238	HELIO_07958
OG0007481	DANRE33331, DANRE33330	HELIO_12489
OG0007482	DANRE13898	HELIO_12170
OG0007483	DANRE22340	HELIO_09027
OG0007484	DANRE08931	HELIO_06327
OG0007485	DANRE11067	HELIO_11680
OG0007486	DANRE35303, DANRE19658, DANRE04345	HELIO_11596
OG0007487	DANRE08241, DANRE08242	HELIO_02561
OG0007488	DANRE36992	HELIO_09301
OG0007490	DANRE36909, DANRE36908	HELIO_03991
OG0007491	DANRE29088	HELIO_08829
OG0007492	DANRE30846	HELIO_02672
OG0007494	DANRE29007	HELIO_12427
OG0007495	DANRE35662	HELIO_09614
OG0007496	DANRE02885	HELIO_05033
OG0007497	DANRE35601, DANRE42448	HELIO_04536
OG0007498	DANRE09394	HELIO_11706
OG0007499	DANRE19954	HELIO_04404
OG0007500	DANRE16100, DANRE41707	HELIO_05327
OG0007501	DANRE31037	HELIO_06537
OG0007503	DANRE04343	HELIO_10821
OG0007504	DANRE15442	HELIO_07294
OG0007506	DANRE04411, DANRE43326	HELIO_00968
OG0007507	DANRE10948, DANRE10947	HELIO_05954
OG0007508	DANRE35140	HELIO_01803
OG0007509	DANRE33335	HELIO_08680
OG0007510	DANRE05836	HELIO_08253
OG0007513	DANRE31001, DANRE31000	HELIO_03291
OG0007514	DANRE36408	HELIO_08449
OG0007515	DANRE30056	HELIO_02726
OG0007517	DANRE25778, DANRE25779, DANRE25777	HELIO_00725
OG0007518	DANRE31580	HELIO_10823
OG0007519	DANRE13007	HELIO_05000
OG0007520	DANRE00088, DANRE00090, DANRE00089, DANRE00087	HELIO_01165
OG0007521	DANRE05735, DANRE05734, DANRE16880, DANRE16879	HELIO_08679
OG0007525	DANRE21489	HELIO_06830
OG0007527	DANRE27156	HELIO_08185
OG0007528	DANRE26651	HELIO_01539
OG0007529	DANRE04034, DANRE04035	HELIO_11571
OG0007531	DANRE19264	HELIO_12240
OG0007533	DANRE16508, DANRE37545	HELIO_06152
OG0007582	DANRE16130, DANRE16129	HELIO_04559
OG0007583	DANRE22119, DANRE22120	HELIO_07177
OG0007584	DANRE29844	HELIO_07569
OG0007586	DANRE41141, DANRE41142	HELIO_01877
OG0007588	DANRE31329	HELIO_09210
OG0007589	DANRE15653	HELIO_07736
OG0007591	DANRE28953	HELIO_10985
OG0007595	DANRE25584	HELIO_10971
OG0007596	DANRE37090	HELIO_01608
OG0007597	DANRE41110, DANRE41109	HELIO_09185
OG0007598	DANRE15966	HELIO_02686
OG0007601	DANRE30199, DANRE30198	HELIO_11037
OG0007602	DANRE17332	HELIO_07630
OG0007603	DANRE12686	HELIO_01392
OG0007604	DANRE12964	HELIO_03238
OG0007605	DANRE05829	HELIO_08599
OG0007606	DANRE04412, DANRE04413	HELIO_07848
OG0007607	DANRE41103	HELIO_03875
OG0007609	DANRE39845	HELIO_10263
OG0007610	DANRE15863	HELIO_03990
OG0007611	DANRE11952, DANRE11954, DANRE11953	HELIO_01122
OG0007612	DANRE25890, DANRE25889	HELIO_09265
OG0007614	DANRE13006	HELIO_12418
OG0007616	DANRE09001	HELIO_00580
OG0007617	DANRE39217, DANRE39216	HELIO_01514, HELIO_03303
OG0007619	DANRE36323	HELIO_00818
OG0007622	DANRE36978, DANRE01804	HELIO_08743
OG0007624	DANRE10072, DANRE10071	HELIO_03334
OG0007626	DANRE06752	HELIO_06920
OG0007628	DANRE23638, DANRE23637	HELIO_12259
OG0007629	DANRE00353	HELIO_03806
OG0007631	DANRE17269, DANRE41541	HELIO_09565
OG0007632	DANRE11577, DANRE04527, DANRE04526	HELIO_08772
OG0007634	DANRE04843	HELIO_08632
OG0007635	DANRE22334	HELIO_11841
OG0007637	DANRE05443	HELIO_09043
OG0007638	DANRE09456	HELIO_04448
OG0007639	DANRE04331	HELIO_03757
OG0007640	DANRE28291, DANRE28290, DANRE01829	HELIO_01947
OG0007641	DANRE43086	HELIO_06504
OG0007642	DANRE24589, DANRE24590	HELIO_09919
OG0007643	DANRE35807, DANRE35806	HELIO_05958
OG0007645	DANRE35773	HELIO_08180
OG0007646	DANRE42483	HELIO_09428
OG0007647	DANRE39426	HELIO_06564
OG0007648	DANRE33753	HELIO_11122
OG0007649	DANRE24527, DANRE24526	HELIO_02723
OG0007650	DANRE24724, DANRE24717	HELIO_07386
OG0007652	DANRE40621, DANRE33376	HELIO_06613, HELIO_09950
OG0007658	DANRE06949, DANRE06948	HELIO_08545
OG0007659	DANRE20397	HELIO_12061
OG0007660	DANRE26242, DANRE26241	HELIO_04891
OG0007662	DANRE01198	HELIO_05739
OG0007663	DANRE41864	HELIO_09052
OG0007664	DANRE25031, DANRE43355	HELIO_04897
OG0007665	DANRE01416, DANRE01414, DANRE43222, DANRE01415, DANRE01417	HELIO_01351
OG0007666	DANRE28753, DANRE43046	HELIO_07744
OG0007667	DANRE19703	HELIO_04334
OG0007668	DANRE35347	HELIO_03931
OG0007669	DANRE25051	HELIO_10621
OG0007670	DANRE05713, DANRE05712	HELIO_10218
OG0007671	DANRE42117, DANRE10499, DANRE10501, DANRE10500	HELIO_05540
OG0007673	DANRE09062, DANRE09061	HELIO_12156
OG0007675	DANRE03549	HELIO_03407
OG0007676	DANRE41267	HELIO_07836
OG0007679	DANRE06163	HELIO_00757
OG0007680	DANRE35766	HELIO_05007
OG0007681	DANRE37636, DANRE37638, DANRE37637	HELIO_11068
OG0007684	DANRE19672, DANRE19671, DANRE19673	HELIO_08826
OG0007686	DANRE39133	HELIO_07993
OG0007687	DANRE28499	HELIO_01462
OG0007688	DANRE38781, DANRE38780	HELIO_07498
OG0007689	DANRE33672	HELIO_05912
OG0007690	DANRE40980, DANRE40981	HELIO_01667
OG0007691	DANRE07949	HELIO_10851
OG0007692	DANRE01628, DANRE01629, DANRE01627	HELIO_12083
OG0007694	DANRE09163	HELIO_10450
OG0007695	DANRE15123, DANRE15095, DANRE15096	HELIO_05669
OG0007696	DANRE30938, DANRE25694	HELIO_08043
OG0007697	DANRE19573	HELIO_01887
OG0007698	DANRE19150	HELIO_02873
OG0007702	DANRE33057	HELIO_01625
OG0007703	DANRE39178	HELIO_00511
OG0007704	DANRE42203, DANRE42204	HELIO_10965
OG0007705	DANRE04338	HELIO_04144, HELIO_04748
OG0007708	DANRE41337	HELIO_02843
OG0007711	DANRE18140	HELIO_03322
OG0007712	DANRE03501	HELIO_06849
OG0007713	DANRE39528, DANRE39529	HELIO_05941
OG0007714	DANRE06420, DANRE06419	HELIO_10358
OG0007715	DANRE34222, DANRE34223	HELIO_04524
OG0007716	DANRE24766, DANRE24767	HELIO_10507
OG0007717	DANRE03335, DANRE03333, DANRE03336, DANRE03334, DANRE03332	HELIO_08633
OG0007718	DANRE24155	HELIO_07990
OG0007719	DANRE26903	HELIO_11950
OG0007722	DANRE02829	HELIO_05263
OG0007723	DANRE15072, DANRE15073	HELIO_12456
OG0007724	DANRE38732, DANRE38734	HELIO_00810
OG0007726	DANRE12762, DANRE12761, DANRE12760	HELIO_01023
OG0007727	DANRE09851, DANRE09852	HELIO_07106
OG0007729	DANRE25403	HELIO_03269
OG0007730	DANRE24583	HELIO_07341
OG0007732	DANRE20060, DANRE20061	HELIO_12689
OG0007733	DANRE40356	HELIO_07297
OG0007734	DANRE33248, DANRE40144	HELIO_11801
OG0007736	DANRE08414, DANRE08413	HELIO_07658
OG0007739	DANRE22859	HELIO_03035
OG0007740	DANRE34978	HELIO_09599
OG0007741	DANRE11637, DANRE11636, DANRE06285, DANRE06284	HELIO_09949
OG0007743	DANRE23141	HELIO_10929
OG0007745	DANRE25726	HELIO_04306
OG0007746	DANRE18835	HELIO_11155
OG0007748	DANRE16835, DANRE16834, DANRE05160	HELIO_10708
OG0007749	DANRE25829	HELIO_03431
OG0007750	DANRE16845	HELIO_09626
OG0007751	DANRE37539	HELIO_06655
OG0007753	DANRE33431, DANRE33430	HELIO_11261
OG0007754	DANRE07572	HELIO_02629
OG0007755	DANRE25512, DANRE02769	HELIO_12313
OG0007756	DANRE05776	HELIO_06807
OG0007757	DANRE36374, DANRE36373	HELIO_07988
OG0007759	DANRE36189	HELIO_12236
OG0007761	DANRE01779, DANRE23485	HELIO_10949
OG0007762	DANRE00030	HELIO_01739
OG0007763	DANRE23619, DANRE23618	HELIO_06612
OG0007767	DANRE26292	HELIO_03760
OG0007768	DANRE35286	HELIO_10681
OG0007769	DANRE24756	HELIO_12480
OG0007770	DANRE33815, DANRE33814	HELIO_10505
OG0007771	DANRE37851	HELIO_01646
OG0007772	DANRE35600	HELIO_01680
OG0007774	DANRE41452	HELIO_11728
OG0007775	DANRE01021	HELIO_01482
OG0007776	DANRE19172	HELIO_06697
OG0007779	DANRE35838	HELIO_02670
OG0007780	DANRE17571, DANRE17572	HELIO_10535
OG0007781	DANRE25227	HELIO_09673
OG0007782	DANRE29657, DANRE29656	HELIO_11482
OG0007783	DANRE29889, DANRE29890	HELIO_03457
OG0007784	DANRE24714	HELIO_06523
OG0007785	DANRE30996	HELIO_08627
OG0007786	DANRE16722	HELIO_09437
OG0007787	DANRE39944	HELIO_04230
OG0007788	DANRE03890, DANRE03889	HELIO_12530
OG0007790	DANRE15507, DANRE15506	HELIO_08844
OG0007791	DANRE02817, DANRE02815, DANRE02816, DANRE02818	HELIO_00183
OG0007794	DANRE33634, DANRE33633	HELIO_02740
OG0007795	DANRE27405, DANRE27404, DANRE27406	HELIO_09087
OG0007796	DANRE10639, DANRE10640	HELIO_02975
OG0007797	DANRE03146	HELIO_00566
OG0007798	DANRE15789	HELIO_11116
OG0007799	DANRE09846, DANRE09847	HELIO_07533
OG0007800	DANRE07803	HELIO_02307
OG0007801	DANRE30539	HELIO_01655
OG0007802	DANRE09355, DANRE09354	HELIO_11341
OG0007803	DANRE16825	HELIO_00912
OG0007804	DANRE04614	HELIO_02429
OG0007805	DANRE08167, DANRE08168	HELIO_08060
OG0007807	DANRE03231, DANRE03232	HELIO_01066
OG0007808	DANRE36716	HELIO_10874
OG0007809	DANRE43187	HELIO_07903
OG0007810	DANRE02679	HELIO_09745
OG0007811	DANRE22151	HELIO_00921
OG0007812	DANRE23799, DANRE26904	HELIO_04110
OG0007813	DANRE09038	HELIO_00743
OG0007816	DANRE41106	HELIO_07334
OG0007820	DANRE34636, DANRE34637	HELIO_11990
OG0007822	DANRE33856, DANRE20931	HELIO_05257
OG0007823	DANRE03242, DANRE03241	HELIO_08358
OG0007826	DANRE01436	HELIO_03122
OG0007827	DANRE03768	HELIO_06096
OG0007828	DANRE19405, DANRE19406, DANRE19407	HELIO_09070
OG0007830	DANRE12914, DANRE12915	HELIO_08878
OG0007831	DANRE06160, DANRE06161, DANRE06159	HELIO_12772
OG0007832	DANRE05608, DANRE05607	HELIO_11102
OG0007833	DANRE40826	HELIO_05559
OG0007834	DANRE06456	HELIO_01668
OG0007836	DANRE06757	HELIO_01070
OG0007837	DANRE16053	HELIO_03229
OG0007841	DANRE03297, DANRE11199	HELIO_12452
OG0007842	DANRE26364, DANRE26363	HELIO_11731
OG0007843	DANRE20583	HELIO_04963
OG0007845	DANRE22109, DANRE22110	HELIO_05450
