Orthogroup	DANRE	AENJA_ok
OG0005707	DANRE20947	AENJA_01197
OG0005708	DANRE10185, DANRE10184, DANRE10183	AENJA_01487
OG0005709	DANRE38135, DANRE05676, DANRE05677	AENJA_18525, AENJA_01551, AENJA_18524
OG0005710	DANRE21928, DANRE21925, DANRE21927, DANRE21926	AENJA_01723
OG0005711	DANRE01182	AENJA_01757
OG0005712	DANRE30485	AENJA_01759
OG0005713	DANRE39302, DANRE39301	AENJA_01966
OG0005714	DANRE00374, DANRE00373	AENJA_02013
OG0005715	DANRE43098	AENJA_02021
OG0005717	DANRE09066, DANRE09067, DANRE09065	AENJA_02389
OG0005718	DANRE08143, DANRE08142	AENJA_02397
OG0005719	DANRE22979	AENJA_02576, AENJA_21883, AENJA_16676, AENJA_06368, AENJA_14184, AENJA_03800, AENJA_16113
OG0005720	DANRE04877, DANRE04878	AENJA_02582
OG0005721	DANRE35044	AENJA_02598
OG0005722	DANRE24733	AENJA_02848
OG0005723	DANRE41011, DANRE41012, DANRE41010	AENJA_02860
OG0005724	DANRE20202	AENJA_02979
OG0005725	DANRE03552, DANRE03553	AENJA_03017
OG0005726	DANRE27236, DANRE27237	AENJA_03045
OG0005727	DANRE35244, DANRE35245	AENJA_03263
OG0005728	DANRE37055	AENJA_03321
OG0005730	DANRE29260, DANRE35444	AENJA_03375
OG0005731	DANRE30002	AENJA_03387
OG0005732	DANRE16848	AENJA_03425
OG0005733	DANRE03975	AENJA_03533, AENJA_24608
OG0005734	DANRE20594	AENJA_03577
OG0005735	DANRE34218	AENJA_03701
OG0005736	DANRE40325, DANRE36760, DANRE30877	AENJA_03784
OG0005737	DANRE08970	AENJA_18620
OG0005738	DANRE26761	AENJA_04092
OG0005739	DANRE23960	AENJA_04180
OG0005740	DANRE29852, DANRE36136	AENJA_04242
OG0005741	DANRE03389	AENJA_04268
OG0005742	DANRE09529	AENJA_04450
OG0005743	DANRE10560, DANRE20066, DANRE39556, DANRE39555, DANRE35393, DANRE12134, DANRE12135, DANRE10559	AENJA_04458
OG0005744	DANRE09821	AENJA_23925
OG0005745	DANRE04124	AENJA_04490
OG0005746	DANRE16685, DANRE16686	AENJA_04525
OG0005747	DANRE23184, DANRE23183	AENJA_04612
OG0005748	DANRE07742, DANRE07743	AENJA_04616
OG0005749	DANRE30710	AENJA_04691
OG0005750	DANRE07024	AENJA_04732
OG0005751	DANRE12107, DANRE12106	AENJA_05026
OG0005752	DANRE33307	AENJA_05094, AENJA_05157
OG0005753	DANRE08124, DANRE08123	AENJA_05248, AENJA_05245
OG0005755	DANRE37037	AENJA_05404
OG0005756	DANRE09882, DANRE14479, DANRE14480	AENJA_05494
OG0005757	DANRE10576	AENJA_05619
OG0005758	DANRE07527, DANRE07528	AENJA_05774
OG0005759	DANRE03860	AENJA_05846, AENJA_24843
OG0005761	DANRE33898	AENJA_06105
OG0005762	DANRE22206	AENJA_06148
OG0005763	DANRE39518, DANRE39519, DANRE39517	AENJA_06347
OG0005764	DANRE09780	AENJA_06405
OG0005765	DANRE04820, DANRE04821, DANRE04819	AENJA_06646
OG0005766	DANRE13270	AENJA_06695
OG0005767	DANRE03737, DANRE03736	AENJA_06764
OG0005768	DANRE35685	AENJA_06804
OG0005769	DANRE17644, DANRE17643, DANRE17645	AENJA_06901
OG0005770	DANRE12661, DANRE12660	AENJA_07018
OG0005771	DANRE14116, DANRE14114, DANRE14115	AENJA_07025
OG0005772	DANRE39577, DANRE39576	AENJA_07036
OG0005773	DANRE36863, DANRE28398	AENJA_07044
OG0005774	DANRE22637	AENJA_07195
OG0005775	DANRE03621	AENJA_07400
OG0005776	DANRE05180	AENJA_07415
OG0005777	DANRE04532	AENJA_07504
OG0005778	DANRE18976, DANRE11584	AENJA_07776
OG0005779	DANRE40753, DANRE40752	AENJA_22397, AENJA_07902
OG0005781	DANRE42324, DANRE42323	AENJA_08000
OG0005782	DANRE06437	AENJA_08153
OG0005783	DANRE19394, DANRE19393	AENJA_08164
OG0005784	DANRE05427, DANRE05426, DANRE05425	AENJA_08165
OG0005785	DANRE30308	AENJA_08235
OG0005786	DANRE25576, DANRE25575, DANRE25574	AENJA_08270
OG0005787	DANRE38319	AENJA_08283
OG0005788	DANRE02080	AENJA_08440
OG0005789	DANRE38286	AENJA_08496
OG0005790	DANRE05586	AENJA_08673
OG0005791	DANRE35362	AENJA_08706
OG0005792	DANRE00903	AENJA_08731
OG0005793	DANRE26367	AENJA_08802
OG0005794	DANRE03459, DANRE03461, DANRE03460	AENJA_08842
OG0005795	DANRE41201	AENJA_08944
OG0005796	DANRE35301	AENJA_09063
OG0005797	DANRE06686	AENJA_09169
OG0005798	DANRE36742, DANRE36741, DANRE36740, DANRE36739	AENJA_09182
OG0005799	DANRE07255, DANRE07256	AENJA_09278
OG0005800	DANRE14375, DANRE14374	AENJA_09323
OG0005801	DANRE10200	AENJA_09343
OG0005802	DANRE42619	AENJA_09405
OG0005803	DANRE42298	AENJA_09439
OG0005804	DANRE16177, DANRE26612	AENJA_09584
OG0005805	DANRE33433, DANRE33434	AENJA_09663
OG0005806	DANRE33644, DANRE33645, DANRE33646, DANRE33642, DANRE33643	AENJA_09664
OG0005807	DANRE42401	AENJA_09729
OG0005808	DANRE36615	AENJA_09894
OG0005810	DANRE09119, DANRE09118	AENJA_10076
OG0005811	DANRE30619	AENJA_10118
OG0005812	DANRE06734, DANRE06736, DANRE06735	AENJA_10119
OG0005813	DANRE33638	AENJA_10290
OG0005814	DANRE00480, DANRE00481, DANRE00482	AENJA_22012
OG0005815	DANRE35338, DANRE35339	AENJA_10315
OG0005816	DANRE33494, DANRE25870	AENJA_10317
OG0005817	DANRE08196	AENJA_10375
OG0005818	DANRE25883	AENJA_10465
OG0005819	DANRE29106	AENJA_10488
OG0005820	DANRE09807, DANRE09805, DANRE09806	AENJA_10612
OG0005821	DANRE09701, DANRE09702	AENJA_10736
OG0005822	DANRE11599, DANRE11598	AENJA_10737
OG0005823	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319	AENJA_10752
OG0005824	DANRE28405, DANRE28404, DANRE28406	AENJA_10964
OG0005825	DANRE16741, DANRE16740, DANRE16743	AENJA_10968
OG0005826	DANRE31098	AENJA_11037
OG0005827	DANRE04786	AENJA_11174
OG0005828	DANRE11026	AENJA_11255
OG0005829	DANRE18381, DANRE18383, DANRE18382	AENJA_11289
OG0005830	DANRE30479, DANRE29292, DANRE29293, DANRE29294	AENJA_11338
OG0005831	DANRE03042, DANRE03041	AENJA_11339
OG0005832	DANRE12840	AENJA_11664
OG0005833	DANRE11533, DANRE13426	AENJA_11697
OG0005834	DANRE31116, DANRE31115, DANRE31117	AENJA_11853
OG0005835	DANRE22723	AENJA_12042
OG0005836	DANRE00571	AENJA_12074
OG0005837	DANRE28876	AENJA_12096
OG0005838	DANRE25892, DANRE25891	AENJA_12196
OG0005839	DANRE03272, DANRE03273, DANRE05764, DANRE16688	AENJA_12231
OG0005840	DANRE11184	AENJA_12314
OG0005842	DANRE01807	AENJA_12408
OG0005843	DANRE27852, DANRE27853	AENJA_12497
OG0005844	DANRE04542	AENJA_12604
OG0005845	DANRE08278, DANRE08279, DANRE08276, DANRE08277	AENJA_14043, AENJA_12673
OG0005847	DANRE18614	AENJA_12923
OG0005848	DANRE29474	AENJA_12933
OG0005849	DANRE42620	AENJA_12988
OG0005850	DANRE02454	AENJA_12991
OG0005851	DANRE39994, DANRE39993	AENJA_13020
OG0005852	DANRE40523, DANRE40522	AENJA_13123
OG0005853	DANRE11871, DANRE11872, DANRE11870	AENJA_13254
OG0005854	DANRE26034, DANRE26032, DANRE26031, DANRE26033	AENJA_13288, AENJA_14689
OG0005855	DANRE03475	AENJA_13304
OG0005856	DANRE11367, DANRE11368, DANRE11366	AENJA_13377
OG0005857	DANRE08223, DANRE08222	AENJA_13419
OG0005858	DANRE33663	AENJA_13515
OG0005860	DANRE40800	AENJA_13676
OG0005861	DANRE35512, DANRE35510, DANRE35511	AENJA_13696
OG0005863	DANRE29066	AENJA_13758
OG0005864	DANRE00114	AENJA_13906
OG0005865	DANRE36625, DANRE36626	AENJA_14069
OG0005866	DANRE11579	AENJA_14163
OG0005867	DANRE31525	AENJA_14181
OG0005868	DANRE06901, DANRE06900, DANRE06902, DANRE06904, DANRE06903	AENJA_14232
OG0005869	DANRE36892, DANRE36893	AENJA_14469
OG0005870	DANRE26828, DANRE26829, DANRE24559, DANRE24560	AENJA_14501
OG0005871	DANRE07208, DANRE07207, DANRE07206	AENJA_21214, AENJA_14547
OG0005872	DANRE10465, DANRE10464	AENJA_14877
OG0005874	DANRE42750	AENJA_14913
OG0005875	DANRE12228	AENJA_14993
OG0005876	DANRE36601, DANRE36602, DANRE36600	AENJA_15097
OG0005877	DANRE02122	AENJA_15390
OG0005878	DANRE18819, DANRE18818	AENJA_15477
OG0005879	DANRE10234	AENJA_15537
OG0005880	DANRE21270	AENJA_15552
OG0005881	DANRE17358	AENJA_15669
OG0005884	DANRE17605	AENJA_15785
OG0005885	DANRE41185, DANRE41184, DANRE41186	AENJA_15896
OG0005886	DANRE11989	AENJA_16124
OG0005887	DANRE35050	AENJA_16413
OG0005888	DANRE30287	AENJA_16421
OG0005889	DANRE38035	AENJA_16715
OG0005890	DANRE23385, DANRE23386	AENJA_16817
OG0005891	DANRE30497, DANRE30496	AENJA_16932
OG0005892	DANRE12851	AENJA_17176
OG0005894	DANRE15347, DANRE20229, DANRE20228, DANRE06636	AENJA_17246
OG0005895	DANRE01111	AENJA_17367
OG0005896	DANRE23277, DANRE24079	AENJA_17573
OG0005897	DANRE15609	AENJA_17702
OG0005898	DANRE42374	AENJA_17852
OG0005899	DANRE30256	AENJA_18115
OG0005900	DANRE27122, DANRE27121, DANRE27123	AENJA_18119
OG0005901	DANRE12702	AENJA_18246
OG0005902	DANRE14687	AENJA_18247
OG0005903	DANRE12234	AENJA_18309
OG0005904	DANRE25660, DANRE25661	AENJA_18358
OG0005906	DANRE42799	AENJA_18627
OG0005907	DANRE25622, DANRE25623	AENJA_18661
OG0005908	DANRE12740, DANRE12741	AENJA_18676
OG0005909	DANRE26562, DANRE26561	AENJA_18683
OG0005911	DANRE00577, DANRE00578	AENJA_18847
OG0005912	DANRE23007, DANRE26433, DANRE26434, DANRE26435	AENJA_18853
OG0005913	DANRE08503, DANRE08504	AENJA_18975
OG0005914	DANRE02261	AENJA_18992
OG0005915	DANRE42907, DANRE42908, DANRE42906	AENJA_19170
OG0005916	DANRE41384, DANRE41385, DANRE41386	AENJA_19253
OG0005918	DANRE26860, DANRE26859	AENJA_19697
OG0005919	DANRE27437	AENJA_20070
OG0005920	DANRE23524, DANRE28192, DANRE23523	AENJA_20124
OG0005921	DANRE00770, DANRE00771, DANRE07756, DANRE07757	AENJA_20303
OG0005922	DANRE01622	AENJA_20511
OG0005923	DANRE37950	AENJA_20557
OG0005924	DANRE26067, DANRE26068, DANRE26069	AENJA_20629
OG0005926	DANRE27181	AENJA_20822
OG0005927	DANRE42189	AENJA_20883
OG0005928	DANRE01870, DANRE01871	AENJA_20891
OG0005929	DANRE28882, DANRE28881, DANRE35644	AENJA_20893
OG0005931	DANRE37655	AENJA_21193
OG0005932	DANRE12427, DANRE12426	AENJA_21195
OG0005933	DANRE33836, DANRE33835, DANRE35227	AENJA_21408
OG0005936	DANRE39451, DANRE39450	AENJA_21972
OG0005937	DANRE12548, DANRE12547, DANRE12549	AENJA_22276
OG0005938	DANRE19752, DANRE19751, DANRE19753	AENJA_22341
OG0005939	DANRE25188	AENJA_22470
OG0005940	DANRE18047	AENJA_22657
OG0005941	DANRE17403, DANRE17402	AENJA_22811
OG0005942	DANRE01018, DANRE01019	AENJA_22877
OG0005943	DANRE28508	AENJA_22968
OG0005944	DANRE04523, DANRE04524	AENJA_23015
OG0005945	DANRE17474, DANRE17475	AENJA_23020
OG0005946	DANRE40755, DANRE40756	AENJA_23033
OG0005947	DANRE16088	AENJA_23047
OG0005948	DANRE04336, DANRE05014, DANRE05013, DANRE05011, DANRE05012	AENJA_23221
OG0005949	DANRE36776	AENJA_23232
OG0005950	DANRE12068	AENJA_23330
OG0005951	DANRE01837, DANRE01838, DANRE01839, DANRE01836	AENJA_23374
OG0005952	DANRE00112, DANRE00113	AENJA_23383, AENJA_26242
OG0005953	DANRE34696, DANRE34697	AENJA_23477
OG0005954	DANRE25527	AENJA_23538
OG0005955	DANRE41176	AENJA_23541
OG0005956	DANRE19452	AENJA_23662
OG0005957	DANRE38099, DANRE38097	AENJA_23785
OG0005958	DANRE11895	AENJA_23875
OG0005959	DANRE13565	AENJA_24127
OG0005960	DANRE06005	AENJA_24360
OG0005961	DANRE36709, DANRE36708	AENJA_24367
OG0005962	DANRE40347, DANRE40346	AENJA_24387
OG0005963	DANRE17985, DANRE17983, DANRE17984	AENJA_24444
OG0005964	DANRE31154, DANRE31155, DANRE31156	AENJA_24480
OG0005965	DANRE07318, DANRE07317, DANRE15870	AENJA_24829
OG0005966	DANRE30542, DANRE30541	AENJA_24862
OG0005967	DANRE29460, DANRE29461	AENJA_24863
OG0005968	DANRE17712	AENJA_25169
OG0005969	DANRE05968, DANRE22135, DANRE22134, DANRE22133	AENJA_25218
OG0005970	DANRE21493	AENJA_25251
OG0005971	DANRE42629	AENJA_25411
OG0005972	DANRE18881	AENJA_25446
OG0005973	DANRE05641	AENJA_25486
OG0005974	DANRE17648	AENJA_25677
OG0005975	DANRE42437, DANRE42436, DANRE20525	AENJA_25725
OG0005976	DANRE42119, DANRE42118	AENJA_25735
OG0005977	DANRE31405, DANRE31403, DANRE31404	AENJA_25803
OG0005978	DANRE15157	AENJA_25870
OG0005979	DANRE38778, DANRE38776, DANRE38777	AENJA_25990
OG0005980	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332	AENJA_26209
OG0005981	DANRE18909	AENJA_26250
OG0005982	DANRE00484, DANRE00483	AENJA_26388
OG0005983	DANRE36502	AENJA_26615
OG0005984	DANRE19178, DANRE19177	AENJA_26630
OG0005985	DANRE33946	AENJA_26651, AENJA_26654
OG0005986	DANRE11830, DANRE37149	AENJA_26777
OG0005987	DANRE20527	AENJA_26832
OG0006059	DANRE03446	AENJA_07337, AENJA_00150
OG0006061	DANRE37561, DANRE37562	AENJA_00325
OG0006062	DANRE28758, DANRE28759	AENJA_00551
OG0006063	DANRE20565, DANRE20567, DANRE20566	AENJA_00605
OG0006064	DANRE20071	AENJA_00650
OG0006065	DANRE40647, DANRE40645, DANRE40646	AENJA_00665
OG0006066	DANRE41650, DANRE16622	AENJA_00700
OG0006067	DANRE09566, DANRE09565, DANRE09564	AENJA_00729
OG0006068	DANRE07031, DANRE07028, DANRE07030, DANRE07029, DANRE05358	AENJA_00748
OG0006070	DANRE09408, DANRE36005	AENJA_00972
OG0006071	DANRE33309	AENJA_01102
OG0006072	DANRE38386	AENJA_01191
OG0006073	DANRE08194	AENJA_01226
OG0006074	DANRE17468, DANRE17467	AENJA_01259
OG0006075	DANRE04543	AENJA_01270
OG0006076	DANRE06211	AENJA_01306
OG0006077	DANRE41419, DANRE41418	AENJA_01382
OG0006078	DANRE35152, DANRE35153	AENJA_22396
OG0006078	DANRE13907, DANRE13908	AENJA_01409
OG0006079	DANRE25248, DANRE25247	AENJA_01432
OG0006081	DANRE31421	AENJA_01461, AENJA_19612
OG0006082	DANRE14868, DANRE14870, DANRE14871, DANRE14869	AENJA_01510
OG0006083	DANRE25571, DANRE25570	AENJA_01529
OG0006084	DANRE15943, DANRE15942	AENJA_01643
OG0006085	DANRE25506, DANRE25507, DANRE00323	AENJA_01649
OG0006087	DANRE37182, DANRE43283, DANRE37181	AENJA_01889
OG0006088	DANRE13208	AENJA_12866, AENJA_02159, AENJA_07624, AENJA_17111, AENJA_23947, AENJA_06201, AENJA_20057, AENJA_03776, AENJA_18999, AENJA_07764
OG0006090	DANRE04442	AENJA_02180
OG0006092	DANRE03082, DANRE03081	AENJA_02316
OG0006094	DANRE07517, DANRE07516	AENJA_02642
OG0006095	DANRE17173	AENJA_02769
OG0006096	DANRE01527	AENJA_23191
OG0006097	DANRE24039	AENJA_02941
OG0006098	DANRE23818	AENJA_02992
OG0006099	DANRE03620, DANRE28627, DANRE29421	AENJA_03036
OG0006100	DANRE26042, DANRE26043	AENJA_03050
OG0006101	DANRE37584, DANRE37582, DANRE37583	AENJA_03058
OG0006102	DANRE21001, DANRE21000, DANRE19412	AENJA_03107
OG0006103	DANRE18499, DANRE18498	AENJA_03372
OG0006104	DANRE30099	AENJA_03385
OG0006106	DANRE24568	AENJA_03554
OG0006108	DANRE09233	AENJA_03797
OG0006110	DANRE22911, DANRE02528, DANRE02529	AENJA_03881
OG0006111	DANRE00805	AENJA_03939
OG0006112	DANRE12711	AENJA_03953
OG0006113	DANRE24651, DANRE24652, DANRE24653	AENJA_03955
OG0006114	DANRE40472	AENJA_04047
OG0006115	DANRE18916	AENJA_09142
OG0006116	DANRE19983	AENJA_04216
OG0006117	DANRE35996	AENJA_04248
OG0006118	DANRE13598	AENJA_04258
OG0006119	DANRE06328, DANRE06329	AENJA_04315
OG0006120	DANRE04888, DANRE04887	AENJA_04316
OG0006121	DANRE20242	AENJA_04319
OG0006122	DANRE03702	AENJA_04504
OG0006123	DANRE06435	AENJA_04576
OG0006124	DANRE17897, DANRE17898	AENJA_19597
OG0006125	DANRE34373	AENJA_05020
OG0006126	DANRE30293, DANRE30292, DANRE30291	AENJA_05396
OG0006127	DANRE12645, DANRE12644	AENJA_05400
OG0006128	DANRE25427	AENJA_05402
OG0006129	DANRE15890	AENJA_05595
OG0006130	DANRE36988	AENJA_05623
OG0006131	DANRE29540, DANRE29541	AENJA_05907
OG0006132	DANRE05752, DANRE05754, DANRE05753	AENJA_05951
OG0006133	DANRE02123	AENJA_06147
OG0006134	DANRE10582, DANRE10584, DANRE10583	AENJA_06166
OG0006135	DANRE11159	AENJA_06474
OG0006136	DANRE43216, DANRE43217	AENJA_06518
OG0006137	DANRE13724, DANRE13723	AENJA_06532
OG0006138	DANRE04554	AENJA_06557
OG0006139	DANRE31584, DANRE31583, DANRE36623	AENJA_06683
OG0006140	DANRE01106, DANRE01107	AENJA_06694
OG0006142	DANRE21725, DANRE21726, DANRE27838, DANRE00194, DANRE00193	AENJA_06737
OG0006144	DANRE37479	AENJA_06817
OG0006145	DANRE22910	AENJA_07241
OG0006146	DANRE04972, DANRE04971	AENJA_07422
OG0006148	DANRE00422	AENJA_07759
OG0006149	DANRE22999, DANRE22998	AENJA_07795, AENJA_26742
OG0006151	DANRE02178, DANRE02179, DANRE02177	AENJA_07811
OG0006152	DANRE23287, DANRE23286	AENJA_08046
OG0006153	DANRE15824, DANRE07083	AENJA_20634, AENJA_08225
OG0006154	DANRE38444	AENJA_08280
OG0006155	DANRE09888, DANRE09887	AENJA_10680, AENJA_08285
OG0006156	DANRE05993, DANRE05992	AENJA_08334
OG0006158	DANRE18011, DANRE11810	AENJA_24154
OG0006159	DANRE35670	AENJA_08791
OG0006160	DANRE30910	AENJA_08921
OG0006161	DANRE09532, DANRE14318	AENJA_08974
OG0006162	DANRE01817	AENJA_09008
OG0006163	DANRE25987, DANRE25986, DANRE38409	AENJA_09049
OG0006164	DANRE38641	AENJA_09092
OG0006165	DANRE22494, DANRE22493, DANRE22492	AENJA_09096
OG0006167	DANRE23739, DANRE23740, DANRE16382, DANRE16381	AENJA_09166
OG0006168	DANRE30290, DANRE30289	AENJA_09279
OG0006170	DANRE41407, DANRE35856, DANRE41405, DANRE41406	AENJA_09322
OG0006174	DANRE12145	AENJA_09876
OG0006175	DANRE43382, DANRE24685, DANRE24686	AENJA_09909
OG0006177	DANRE37713, DANRE37714	AENJA_10258
OG0006178	DANRE20288	AENJA_10275
OG0006179	DANRE07721	AENJA_10561
OG0006180	DANRE26681, DANRE26680	AENJA_10861
OG0006181	DANRE13257	AENJA_10967
OG0006182	DANRE24692	AENJA_10981
OG0006183	DANRE29713, DANRE29714	AENJA_10999
OG0006184	DANRE35470, DANRE35469, DANRE35467, DANRE35468	AENJA_11002
OG0006185	DANRE27169, DANRE27168, DANRE27167	AENJA_11023
OG0006186	DANRE40100, DANRE40101	AENJA_11147
OG0006187	DANRE13904	AENJA_11209
OG0006188	DANRE07386, DANRE43366	AENJA_11273
OG0006189	DANRE28624, DANRE35629, DANRE35630, DANRE35631	AENJA_11334
OG0006190	DANRE06601	AENJA_11350
OG0006191	DANRE39537	AENJA_11447
OG0006192	DANRE05771, DANRE05775	AENJA_11677
OG0006193	DANRE40110, DANRE40111	AENJA_11737
OG0006194	DANRE17223, DANRE17222	AENJA_11901
OG0006195	DANRE29880	AENJA_11917
OG0006196	DANRE07513	AENJA_11923
OG0006197	DANRE05289, DANRE05290, DANRE22291, DANRE02270, DANRE02271, DANRE02269	AENJA_11971
OG0006198	DANRE04521, DANRE04520	AENJA_12070
OG0006199	DANRE03649	AENJA_12139
OG0006200	DANRE31009	AENJA_12153
OG0006201	DANRE40839, DANRE40838, DANRE28924	AENJA_12203
OG0006202	DANRE27776	AENJA_12367
OG0006203	DANRE04548	AENJA_12535
OG0006204	DANRE03153, DANRE03154	AENJA_12686
OG0006205	DANRE33863	AENJA_12688
OG0006206	DANRE11004, DANRE17600	AENJA_12805
OG0006207	DANRE08294	AENJA_12948
OG0006208	DANRE39893	AENJA_13009
OG0006209	DANRE34587, DANRE00320	AENJA_23478
OG0006210	DANRE14604, DANRE14603	AENJA_13227
OG0006211	DANRE23001, DANRE23002, DANRE23000	AENJA_13228
OG0006212	DANRE29423	AENJA_13615
OG0006213	DANRE42202	AENJA_13784
OG0006214	DANRE30688	AENJA_13793
OG0006216	DANRE02603	AENJA_13923
OG0006217	DANRE02455	AENJA_14066
OG0006219	DANRE21451, DANRE21452, DANRE21450	AENJA_14548
OG0006220	DANRE42935	AENJA_14611
OG0006221	DANRE10344, DANRE29145, DANRE29144, DANRE03350	AENJA_14665
OG0006223	DANRE11597	AENJA_15092
OG0006224	DANRE23192	AENJA_15254
OG0006225	DANRE22204, DANRE22205	AENJA_15351
OG0006226	DANRE00424	AENJA_15385
OG0006227	DANRE34044	AENJA_15421
OG0006228	DANRE25100	AENJA_15504
OG0006229	DANRE15936	AENJA_15614
OG0006230	DANRE41674	AENJA_15684
OG0006231	DANRE39194	AENJA_15837
OG0006232	DANRE42234, DANRE42233	AENJA_15886
OG0006233	DANRE36490	AENJA_15946
OG0006234	DANRE17683	AENJA_16010
OG0006235	DANRE25558, DANRE25557	AENJA_16141
OG0006237	DANRE23513, DANRE23512	AENJA_16177
OG0006238	DANRE25499	AENJA_16302
OG0006239	DANRE12665, DANRE12667, DANRE12666	AENJA_16437
OG0006240	DANRE36672, DANRE36673	AENJA_16454
OG0006241	DANRE21529	AENJA_16564, AENJA_25127, AENJA_25133
OG0006242	DANRE17210	AENJA_16693
OG0006243	DANRE19390, DANRE19389	AENJA_16698
OG0006244	DANRE00556, DANRE00555	AENJA_16795
OG0006245	DANRE35696	AENJA_16829
OG0006246	DANRE00449	AENJA_17039
OG0006247	DANRE19272	AENJA_17041
OG0006248	DANRE06880, DANRE06881	AENJA_17259
OG0006249	DANRE03718, DANRE03719	AENJA_17261
OG0006250	DANRE07127	AENJA_17439
OG0006251	DANRE08349	AENJA_17441
OG0006252	DANRE09470, DANRE09471	AENJA_17447
OG0006253	DANRE36480, DANRE36479	AENJA_17599
OG0006254	DANRE29341	AENJA_17640
OG0006255	DANRE03495, DANRE03496	AENJA_17672
OG0006256	DANRE24249, DANRE24250	AENJA_17761
OG0006257	DANRE05553, DANRE05552	AENJA_17769
OG0006258	DANRE19030	AENJA_17969
OG0006259	DANRE18871	AENJA_18025
OG0006260	DANRE22086	AENJA_18129
OG0006261	DANRE13096, DANRE30739, DANRE02264	AENJA_18176, AENJA_20158
OG0006262	DANRE25390, DANRE09162	AENJA_18244
OG0006263	DANRE24117, DANRE24118	AENJA_18245
OG0006264	DANRE33703	AENJA_18267
OG0006265	DANRE42683, DANRE42684	AENJA_18276
OG0006266	DANRE17830, DANRE17831	AENJA_18308
OG0006268	DANRE40754	AENJA_18487
OG0006270	DANRE35384, DANRE35383	AENJA_18694
OG0006271	DANRE35905	AENJA_18740
OG0006272	DANRE34854, DANRE34853, DANRE38037	AENJA_18803
OG0006273	DANRE28307, DANRE28308, DANRE43425	AENJA_18828
OG0006274	DANRE43313, DANRE25054	AENJA_19064
OG0006275	DANRE11416	AENJA_19065
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	AENJA_19169
OG0006278	DANRE28007, DANRE23479	AENJA_19171
OG0006279	DANRE42307	AENJA_19295
OG0006280	DANRE17962	AENJA_19369
OG0006282	DANRE01823	AENJA_19605
OG0006283	DANRE23890	AENJA_19606
OG0006284	DANRE42627	AENJA_19713
OG0006285	DANRE35155	AENJA_19755
OG0006286	DANRE24625, DANRE24626	AENJA_19771
OG0006287	DANRE10740	AENJA_19820
OG0006288	DANRE19521	AENJA_19866
OG0006289	DANRE02205, DANRE02206	AENJA_19932
OG0006290	DANRE23006	AENJA_20061
OG0006291	DANRE39977	AENJA_20076
OG0006292	DANRE26134, DANRE26135, DANRE22601	AENJA_20113
OG0006293	DANRE00138, DANRE00137	AENJA_20143
OG0006294	DANRE18822, DANRE18821	AENJA_20284
OG0006295	DANRE19856	AENJA_20394
OG0006296	DANRE31238	AENJA_20618
OG0006297	DANRE36621	AENJA_20620
OG0006298	DANRE01607, DANRE01606	AENJA_20776
OG0006299	DANRE05858, DANRE14627, DANRE14628, DANRE17744, DANRE17743	AENJA_20827
OG0006300	DANRE04796, DANRE04797, DANRE04798, DANRE04799, DANRE04795	AENJA_20948
OG0006301	DANRE12054, DANRE12053, DANRE12051	AENJA_20996, AENJA_20997
OG0006302	DANRE25685	AENJA_21163
OG0006303	DANRE39937, DANRE09243, DANRE09242	AENJA_26774
OG0006304	DANRE11152, DANRE17438, DANRE17440, DANRE17439	AENJA_22197, AENJA_21343
OG0006305	DANRE22040, DANRE22039, DANRE15982	AENJA_21522
OG0006306	DANRE10076	AENJA_21664
OG0006307	DANRE33432	AENJA_21672
OG0006308	DANRE33329, DANRE33328, DANRE33327	AENJA_21750
OG0006309	DANRE33045	AENJA_21854
OG0006310	DANRE39114, DANRE39115	AENJA_21860, AENJA_21859
OG0006311	DANRE25002	AENJA_21861
OG0006312	DANRE30635	AENJA_21921
OG0006313	DANRE10086	AENJA_21937
OG0006314	DANRE42304	AENJA_22087
OG0006315	DANRE11260	AENJA_22252
OG0006316	DANRE00198, DANRE00199	AENJA_22338
OG0006317	DANRE09482, DANRE09481	AENJA_22566
OG0006318	DANRE33755, DANRE42244, DANRE42245	AENJA_22571
OG0006319	DANRE40452, DANRE40453	AENJA_22630
OG0006320	DANRE25698, DANRE25697	AENJA_22758
OG0006321	DANRE38570, DANRE10578	AENJA_22824
OG0006322	DANRE20598	AENJA_22831
OG0006323	DANRE37133, DANRE37132, DANRE37131	AENJA_22914
OG0006325	DANRE35198, DANRE35197	AENJA_22933
OG0006326	DANRE26665, DANRE26664, DANRE26663	AENJA_22955
OG0006327	DANRE21374	AENJA_22981
OG0006328	DANRE14694, DANRE14693	AENJA_22997
OG0006329	DANRE39682	AENJA_23040
OG0006330	DANRE39085	AENJA_23067
OG0006331	DANRE13138	AENJA_23112
OG0006332	DANRE37684, DANRE37685, DANRE37686	AENJA_23127
OG0006333	DANRE41845, DANRE11474, DANRE18551	AENJA_23164
OG0006334	DANRE16756	AENJA_23288
OG0006335	DANRE36579	AENJA_23454
OG0006336	DANRE21727	AENJA_23469
OG0006337	DANRE34797	AENJA_23475
OG0006338	DANRE26304, DANRE26305, DANRE21841, DANRE21842	AENJA_23490
