Orthogroup	DANRE	OWEFU
OG0005799	DANRE07255, DANRE07256	OFUSG21840.1.p1
OG0005800	DANRE14375, DANRE14374	OFUSG21338.4.p1, OFUSG21338.5.p1, OFUSG21338.1.p1, OFUSG21338.3.p1, OFUSG21338.2.p1
OG0005801	DANRE10200	OFUSG20252.1.p1
OG0005802	DANRE42619	OFUSG01814.1.p1
OG0005803	DANRE42298	OFUSG12897.1.p1
OG0005804	DANRE16177, DANRE26612	OFUSG00462.1.p1
OG0005805	DANRE33433, DANRE33434	OFUSG23874.1.p1
OG0005806	DANRE33644, DANRE33645, DANRE33646, DANRE33642, DANRE33643	OFUSG22309.2.p1, OFUSG22309.1.p1
OG0005807	DANRE42401	OFUSG00900.1.p1
OG0005808	DANRE36615	OFUSG00527.1.p1
OG0005811	DANRE30619	OFUSG11247.1.p1
OG0005812	DANRE06734, DANRE06736, DANRE06735	OFUSG11647.1.p1
OG0005813	DANRE33638	OFUSG22102.2.p1, OFUSG22102.1.p1, OFUSG22619.1.p1
OG0005814	DANRE00480, DANRE00481, DANRE00482	OFUSG26358.1.p1, OFUSG26358.2.p1
OG0005815	DANRE35338, DANRE35339	OFUSG24013.1.p1
OG0005816	DANRE33494, DANRE25870	OFUSG22586.1.p1
OG0005817	DANRE08196	OFUSG14857.1.p1
OG0005818	DANRE25883	OFUSG06441.1.p1, OFUSG06441.2.p1
OG0005819	DANRE29106	OFUSG17295.1.p1
OG0005821	DANRE09701, DANRE09702	OFUSG09342.1.p1, OFUSG09343.1.p1
OG0005822	DANRE11599, DANRE11598	OFUSG12585.1.p1
OG0005823	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319	OFUSG25743.1.p1
OG0005824	DANRE28405, DANRE28404, DANRE28406	OFUSG09743.1.p1
OG0005825	DANRE16741, DANRE16740, DANRE16743	OFUSG11320.1.p1
OG0005826	DANRE31098	OFUSG19121.1.p1
OG0005827	DANRE04786	OFUSG25115.1.p1
OG0005828	DANRE11026	OFUSG15157.1.p1
OG0005829	DANRE18381, DANRE18383	OFUSG01365.1.p1
OG0005830	DANRE30479, DANRE29292, DANRE29293, DANRE29294	OFUSG10185.1.p1
OG0005831	DANRE03042, DANRE03041	OFUSG20334.1.p1
OG0005832	DANRE12840	OFUSG20421.1.p1
OG0005833	DANRE11533, DANRE13426	OFUSG11209.1.p1
OG0005834	DANRE31116, DANRE31115, DANRE31117	OFUSG25449.1.p1, OFUSG25449.2.p1
OG0005835	DANRE22723	OFUSG24596.1.p1
OG0005836	DANRE00571	OFUSG06015.1.p1
OG0005837	DANRE28876	OFUSG26386.1.p1
OG0005838	DANRE25892, DANRE25891	OFUSG22578.1.p1
OG0005840	DANRE11184	OFUSG17218.1.p1
OG0005842	DANRE01807	OFUSG17014.1.p1
OG0005843	DANRE27852, DANRE27853	OFUSG13111.2.p1, OFUSG13111.1.p1
OG0005844	DANRE04542	OFUSG18340.1.p1
OG0005845	DANRE08278, DANRE08279, DANRE08276, DANRE08277	OFUSG18853.1.p1
OG0005847	DANRE18614	OFUSG21573.1.p1
OG0005849	DANRE42620	OFUSG13675.1.p1
OG0005850	DANRE02454	OFUSG13683.1.p1
OG0005851	DANRE39994, DANRE39993	OFUSG17159.1.p1
OG0005852	DANRE40523, DANRE40522	OFUSG19154.1.p1
OG0005853	DANRE11871, DANRE11872, DANRE11870	OFUSG12469.1.p1
OG0005854	DANRE26034, DANRE26032, DANRE26031, DANRE26033	OFUSG20549.1.p1
OG0005856	DANRE11367, DANRE11368, DANRE11366	OFUSG11607.1.p1
OG0005857	DANRE08223, DANRE08222	OFUSG15447.4.p1, OFUSG15447.3.p1, OFUSG15447.2.p1, OFUSG15447.1.p1
OG0005858	DANRE33663	OFUSG23890.1.p1
OG0005859	DANRE39604, DANRE43327	OFUSG25456.1.p1
OG0005860	DANRE40800	OFUSG16634.2.p1, OFUSG16634.1.p1
OG0005861	DANRE35512, DANRE35510, DANRE35511	OFUSG12753.1.p1
OG0005863	DANRE29066	OFUSG11072.1.p1
OG0005864	DANRE00114	OFUSG19504.1.p1
OG0005869	DANRE36892, DANRE36893	OFUSG03581.1.p1
OG0005870	DANRE26828, DANRE26829, DANRE24559, DANRE24560, DANRE24558	OFUSG23370.1.p1
OG0005871	DANRE07208, DANRE07207, DANRE07206	OFUSG02901.1.p1
OG0005872	DANRE10465, DANRE10464	OFUSG04199.1.p1
OG0005874	DANRE42750	OFUSG03952.1.p1
OG0005875	DANRE12228	OFUSG14727.1.p1
OG0005876	DANRE36601, DANRE36602, DANRE36600	OFUSG19535.1.p1
OG0005877	DANRE02122	OFUSG21409.1.p1
OG0005878	DANRE18819, DANRE18818	OFUSG25068.1.p1
OG0005879	DANRE10234	OFUSG20758.1.p1
OG0005880	DANRE21270, DANRE21271	OFUSG19008.1.p1
OG0005881	DANRE17358	OFUSG17494.2.p1, OFUSG17494.1.p1
OG0005883	DANRE33540	OFUSG07782.1.p1
OG0005884	DANRE17605	OFUSG11294.1.p1
OG0005885	DANRE41185, DANRE41184, DANRE41186	OFUSG16933.1.p1, OFUSG16931.1.p1, OFUSG16934.1.p1
OG0005886	DANRE11989	OFUSG12295.1.p1
OG0005887	DANRE35050	OFUSG22196.1.p1
OG0005888	DANRE30287	OFUSG10914.1.p1
OG0005889	DANRE38035	OFUSG00364.1.p1
OG0005890	DANRE23385, DANRE23386	OFUSG21628.1.p1
OG0005891	DANRE30497, DANRE30496	OFUSG10325.2.p1, OFUSG10325.1.p1, OFUSG10325.3.p1
OG0005892	DANRE12851	OFUSG04898.1.p1
OG0005893	DANRE16112	OFUSG03818.1.p1
OG0005894	DANRE15347, DANRE20229, DANRE20228, DANRE06636	OFUSG03001.1.p1
OG0005895	DANRE01111	OFUSG17312.1.p1
OG0005896	DANRE23277, DANRE24079	OFUSG13776.1.p1
OG0005897	DANRE15609	OFUSG08962.1.p1
OG0005898	DANRE42374	OFUSG11992.1.p1
OG0005899	DANRE30256	OFUSG07835.1.p1
OG0005900	DANRE27122, DANRE27121, DANRE27123	OFUSG16856.1.p1
OG0005901	DANRE12702	OFUSG04944.1.p1
OG0005902	DANRE14687	OFUSG23218.1.p1, OFUSG23218.2.p1
OG0005903	DANRE12234	OFUSG19287.1.p1
OG0005904	DANRE25660, DANRE25661	OFUSG26578.1.p1
OG0005906	DANRE42799	OFUSG16556.3.p1, OFUSG16556.2.p1, OFUSG16556.1.p1, OFUSG24412.1.p1
OG0005907	DANRE25622, DANRE25623	OFUSG05841.1.p1
OG0005908	DANRE12740, DANRE12741	OFUSG08875.1.p1, OFUSG08875.2.p1
OG0005909	DANRE26562, DANRE26561	OFUSG09455.1.p1
OG0005911	DANRE00577, DANRE00578	OFUSG12877.1.p1
OG0005912	DANRE23007, DANRE26433, DANRE26434, DANRE26435	OFUSG21385.1.p1, OFUSG21385.2.p1
OG0005913	DANRE08503, DANRE08504	OFUSG03204.1.p1
OG0005914	DANRE02261	OFUSG05820.1.p1
OG0005915	DANRE42907, DANRE42908, DANRE42906	OFUSG23995.1.p1
OG0005916	DANRE41384, DANRE41385, DANRE41386	OFUSG04552.1.p1
OG0005917	DANRE37251	OFUSG07108.2.p1, OFUSG07108.1.p1
OG0005918	DANRE26860, DANRE26859	OFUSG07171.1.p1
OG0005919	DANRE27437	OFUSG08279.1.p1
OG0005920	DANRE23524, DANRE28192, DANRE23523	OFUSG21411.1.p1
OG0005921	DANRE00770, DANRE00771, DANRE07756, DANRE07757	OFUSG07760.1.p1
OG0005922	DANRE01622	OFUSG06033.1.p1
OG0005923	DANRE37950	OFUSG14662.1.p1
OG0005924	DANRE26067, DANRE26068, DANRE26069	OFUSG20875.1.p1
OG0005926	DANRE27181	OFUSG20254.1.p1
OG0005927	DANRE42189	OFUSG15371.1.p1, OFUSG15370.2.p1, OFUSG15370.1.p1
OG0005929	DANRE28882, DANRE28881, DANRE35644	OFUSG17666.1.p1
OG0005931	DANRE37655	OFUSG05791.1.p1
OG0005932	DANRE12427, DANRE12426	OFUSG06461.1.p1
OG0005933	DANRE33836, DANRE33835, DANRE35227	OFUSG11758.1.p1
OG0005936	DANRE39451, DANRE39450	OFUSG01618.1.p1
OG0005937	DANRE12548, DANRE12547, DANRE12549	OFUSG19124.1.p1
OG0005938	DANRE19752, DANRE19751, DANRE19753	OFUSG13529.1.p1
OG0005939	DANRE25188	OFUSG07575.1.p1
OG0005940	DANRE18047	OFUSG08024.2.p1, OFUSG08024.1.p1
OG0005941	DANRE17403, DANRE17402	OFUSG12577.1.p1
OG0005942	DANRE01018, DANRE01019	OFUSG15333.1.p1, OFUSG15333.2.p1
OG0005943	DANRE28508	OFUSG10771.1.p1
OG0005944	DANRE04523, DANRE04524	OFUSG11270.1.p1
OG0005945	DANRE17475	OFUSG21617.1.p1
OG0005946	DANRE40755, DANRE40756	OFUSG06828.1.p1
OG0005947	DANRE16088	OFUSG25842.1.p1, OFUSG25842.2.p1
OG0005948	DANRE04336, DANRE05014, DANRE05013, DANRE05011, DANRE05012	OFUSG06575.1.p1
OG0005949	DANRE36776	OFUSG22404.1.p1
OG0005950	DANRE12068	OFUSG13388.1.p1
OG0005951	DANRE01837, DANRE01838, DANRE01839, DANRE01836	OFUSG21410.1.p1
OG0005952	DANRE00112, DANRE00113	OFUSG05541.1.p1
OG0005953	DANRE34696, DANRE34697	OFUSG08521.1.p1
OG0005954	DANRE25527	OFUSG22369.1.p1
OG0005955	DANRE41176	OFUSG19208.1.p1, OFUSG19208.2.p1
OG0005956	DANRE19452	OFUSG09865.1.p1
OG0005957	DANRE38099, DANRE38097	OFUSG09500.1.p1
OG0005958	DANRE17947, DANRE11895	OFUSG11216.1.p1
OG0005959	DANRE13565	OFUSG09671.1.p1
OG0005960	DANRE06005	OFUSG15605.1.p1
OG0005961	DANRE36709, DANRE36708	OFUSG18762.1.p1
OG0005962	DANRE40347, DANRE40346	OFUSG08003.1.p1
OG0005963	DANRE17985, DANRE17983, DANRE17984	OFUSG20536.1.p1
OG0005964	DANRE31154, DANRE31155, DANRE31156	OFUSG18765.1.p1
OG0005965	DANRE07318, DANRE07317, DANRE15870	OFUSG06524.1.p1
OG0005966	DANRE30542, DANRE30541	OFUSG10960.1.p1
OG0005967	DANRE29460, DANRE29461	OFUSG11067.1.p1
OG0005968	DANRE17712	OFUSG22986.1.p1
OG0005969	DANRE05968, DANRE22135, DANRE22134, DANRE22133	OFUSG11541.1.p1
OG0005970	DANRE21493	OFUSG26446.1.p1
OG0005971	DANRE42629	OFUSG16589.1.p1
OG0005972	DANRE18881	OFUSG26008.1.p1
OG0005973	DANRE05641	OFUSG12086.1.p1
OG0005974	DANRE17648	OFUSG07735.1.p1
OG0005975	DANRE42437, DANRE42436, DANRE20525	OFUSG02665.1.p1
OG0005976	DANRE42119, DANRE42118	OFUSG10552.1.p1
OG0005977	DANRE31405, DANRE31403, DANRE31404	OFUSG00577.1.p1
OG0005978	DANRE15157	OFUSG23255.1.p1
OG0005980	DANRE23331, DANRE23328, DANRE23330, DANRE23329, DANRE23332	OFUSG07813.1.p1
OG0005981	DANRE18909	OFUSG05221.1.p1
OG0005982	DANRE00484, DANRE00483	OFUSG21165.2.p1, OFUSG21165.1.p1
OG0005983	DANRE36502	OFUSG13573.1.p1
OG0005984	DANRE19178, DANRE19177	OFUSG13326.1.p2
OG0005985	DANRE33946	OFUSG15946.1.p1, OFUSG15946.2.p1
OG0005986	DANRE11830, DANRE37149	OFUSG11573.1.p1
OG0005987	DANRE20527	OFUSG25797.1.p1
OG0005988	DANRE05183	OFUSG21810.1.p1
OG0005989	DANRE26234	OFUSG01513.1.p1
OG0005993	DANRE22273, DANRE22274	OFUSG08243.1.p1, OFUSG09874.1.p1
OG0005994	DANRE01522, DANRE27164	OFUSG23514.1.p1
OG0005995	DANRE05970	OFUSG06297.2.p1, OFUSG06297.1.p1
OG0005997	DANRE26191, DANRE12999, DANRE13000	OFUSG03882.1.p1
OG0005998	DANRE40594, DANRE19430	OFUSG22178.1.p1
OG0006000	DANRE18864	OFUSG11468.1.p1
OG0006001	DANRE25824	OFUSG26198.3.p1, OFUSG26198.2.p1, OFUSG26198.1.p1
OG0006002	DANRE31475, DANRE31474, DANRE31473	OFUSG25385.2.p1, OFUSG25385.1.p1
OG0006003	DANRE35433, DANRE35432, DANRE35431	OFUSG13243.1.p1
OG0006004	DANRE35808, DANRE41519, DANRE23322	OFUSG04708.1.p1
OG0006005	DANRE20235	OFUSG03031.1.p1
OG0006007	DANRE12881, DANRE12882, DANRE02139, DANRE02140	OFUSG09738.1.p1
OG0006008	DANRE02968, DANRE02967	OFUSG18060.2.p1, OFUSG18060.1.p1
OG0006009	DANRE16038, DANRE16039	OFUSG08905.1.p1
OG0006010	DANRE06602, DANRE06603, DANRE16464	OFUSG15378.1.p1
OG0006011	DANRE33317	OFUSG14917.1.p1
OG0006012	DANRE25962, DANRE25963, DANRE25961, DANRE38412	OFUSG08437.1.p1
OG0006014	DANRE02557, DANRE02556	OFUSG03341.1.p1
OG0006015	DANRE16012, DANRE16011	OFUSG14070.1.p1
OG0006018	DANRE04378, DANRE05340, DANRE05339, DANRE05806	OFUSG09910.1.p1
OG0006022	DANRE42397, DANRE39484, DANRE39486, DANRE39487, DANRE39485, DANRE27739, DANRE27740, DANRE27741	OFUSG09481.1.p1
OG0006025	DANRE13510, DANRE09758, DANRE02407, DANRE22360, DANRE22361	OFUSG06296.1.p1
OG0006059	DANRE03446	OFUSG23068.1.p1
OG0006061	DANRE37561, DANRE37562	OFUSG19640.1.p1
OG0006062	DANRE28758, DANRE28759	OFUSG01991.1.p1
OG0006064	DANRE20071	OFUSG11055.1.p1
OG0006065	DANRE40647, DANRE40645, DANRE40646, DANRE40648	OFUSG08860.1.p1
OG0006066	DANRE41650, DANRE16622	OFUSG20129.1.p1
OG0006067	DANRE09566, DANRE09565, DANRE09564	OFUSG16904.1.p1
OG0006068	DANRE07031, DANRE07028, DANRE07030, DANRE07029, DANRE05358	OFUSG10979.1.p1
OG0006069	DANRE30008	OFUSG17874.1.p1
OG0006070	DANRE09408, DANRE36005	OFUSG18465.2.p1, OFUSG18465.1.p1
OG0006071	DANRE33309	OFUSG26702.1.p1
OG0006072	DANRE38386	OFUSG08554.1.p1
OG0006073	DANRE08194	OFUSG12465.1.p1
OG0006074	DANRE17468, DANRE17467	OFUSG21967.1.p1
OG0006075	DANRE04543	OFUSG07057.2.p1, OFUSG07057.1.p1
OG0006077	DANRE41419, DANRE41418	OFUSG04314.2.p1, OFUSG04314.1.p1
OG0006078	DANRE35152, DANRE35153, DANRE13907, DANRE13908	OFUSG08226.1.p1
OG0006079	DANRE25248, DANRE25247	OFUSG09712.1.p1
OG0006081	DANRE31421	OFUSG12054.1.p1
OG0006083	DANRE25571, DANRE25570	OFUSG19492.1.p1
OG0006084	DANRE15943, DANRE15942	OFUSG22503.1.p1
OG0006085	DANRE25506, DANRE25507, DANRE00323	OFUSG07767.1.p1
OG0006086	DANRE13830	OFUSG16952.1.p1, OFUSG16953.1.p1
OG0006087	DANRE37182, DANRE43283, DANRE37181	OFUSG04846.1.p1
OG0006088	DANRE13208	OFUSG08443.1.p1
OG0006090	DANRE04442	OFUSG11763.1.p1
OG0006092	DANRE03082, DANRE03081	OFUSG05669.1.p1
OG0006094	DANRE07517, DANRE07516	OFUSG14093.1.p1
OG0006095	DANRE17173	OFUSG07940.1.p1
OG0006096	DANRE01527	OFUSG24017.1.p1
OG0006097	DANRE24039	OFUSG23483.1.p1
OG0006098	DANRE23818	OFUSG23100.1.p1
OG0006099	DANRE03620, DANRE28627, DANRE29421	OFUSG10373.1.p1
OG0006100	DANRE26042, DANRE26043	OFUSG20683.1.p1, OFUSG20683.2.p1
OG0006101	DANRE37584, DANRE37582, DANRE37583	OFUSG03991.1.p1
OG0006102	DANRE21001, DANRE21000, DANRE19412	OFUSG19676.1.p1
OG0006103	DANRE18499, DANRE18498	OFUSG01720.1.p1
OG0006104	DANRE30099	OFUSG17815.1.p1
OG0006106	DANRE24568	OFUSG21364.1.p1
OG0006108	DANRE09233	OFUSG07116.2.p1, OFUSG07116.1.p1
OG0006110	DANRE22911, DANRE02528, DANRE02529	OFUSG21101.2.p1, OFUSG21101.3.p1, OFUSG21101.1.p1, OFUSG21101.4.p1
OG0006111	DANRE00805	OFUSG02888.1.p1, OFUSG02888.2.p1
OG0006112	DANRE12711	OFUSG20379.1.p1
OG0006113	DANRE24651, DANRE24652, DANRE24653	OFUSG23106.1.p1
OG0006114	DANRE40472	OFUSG19161.1.p1
OG0006115	DANRE18916	OFUSG00714.1.p1
OG0006116	DANRE19983	OFUSG25222.1.p1
OG0006117	DANRE35996	OFUSG18117.1.p1
OG0006118	DANRE13598	OFUSG20873.1.p1
OG0006119	DANRE06328, DANRE06329	OFUSG06087.1.p1
OG0006120	DANRE04888, DANRE04887	OFUSG09857.1.p1
OG0006121	DANRE20242	OFUSG19387.1.p1
OG0006122	DANRE03702	OFUSG09987.1.p1
OG0006123	DANRE06435	OFUSG06720.1.p1, OFUSG06720.2.p1
OG0006124	DANRE17897, DANRE17898	OFUSG00285.1.p1
OG0006125	DANRE34373	OFUSG11859.1.p1
OG0006126	DANRE30293, DANRE30292, DANRE30291	OFUSG25690.1.p1
OG0006127	DANRE12645, DANRE12644	OFUSG20864.1.p1
OG0006128	DANRE25427	OFUSG20481.1.p1
OG0006129	DANRE15890	OFUSG03702.1.p1
OG0006130	DANRE36988	OFUSG07866.1.p1, OFUSG07866.3.p1, OFUSG07866.2.p1
OG0006132	DANRE05752, DANRE05754, DANRE05753	OFUSG05598.1.p1
OG0006133	DANRE02123	OFUSG02487.2.p1, OFUSG02487.1.p1
OG0006134	DANRE10582, DANRE10584, DANRE10583	OFUSG20774.1.p1
OG0006135	DANRE11159	OFUSG06396.1.p1
OG0006136	DANRE43216, DANRE43217	OFUSG23390.1.p1
OG0006137	DANRE13724, DANRE13723	OFUSG00472.1.p1
OG0006138	DANRE04555, DANRE04554	OFUSG12575.1.p1
OG0006139	DANRE31584, DANRE31583, DANRE36623	OFUSG06411.1.p1
OG0006140	DANRE01106, DANRE01107	OFUSG21427.1.p1
OG0006141	DANRE25157	OFUSG08472.1.p1
OG0006144	DANRE37479	OFUSG11476.1.p1
OG0006145	DANRE22910	OFUSG26431.1.p1
OG0006146	DANRE04972, DANRE04971	OFUSG10156.1.p1
OG0006148	DANRE00422	OFUSG12608.2.p1, OFUSG12608.1.p1
OG0006149	DANRE22999, DANRE22998	OFUSG12325.1.p1
OG0006151	DANRE02178, DANRE02179, DANRE02177	OFUSG26365.1.p1
OG0006152	DANRE23287, DANRE23286	OFUSG17669.1.p1
OG0006153	DANRE15824, DANRE07083	OFUSG03173.1.p1
OG0006154	DANRE38444	OFUSG04390.1.p1
OG0006155	DANRE09888, DANRE09887	OFUSG16111.1.p1
OG0006156	DANRE05993, DANRE05992	OFUSG25901.1.p1
OG0006158	DANRE18011, DANRE11810	OFUSG11990.1.p1, OFUSG12061.1.p1
OG0006159	DANRE35670	OFUSG17578.1.p1
OG0006160	DANRE30910	OFUSG06311.1.p1
OG0006161	DANRE09532, DANRE14318	OFUSG26464.1.p1
OG0006162	DANRE01817	OFUSG13213.1.p1
OG0006163	DANRE25987, DANRE25986, DANRE38409	OFUSG15849.1.p1
OG0006164	DANRE38641	OFUSG20681.1.p1
OG0006165	DANRE22494, DANRE22493, DANRE22492	OFUSG08242.1.p1
OG0006167	DANRE23739, DANRE23740, DANRE16382, DANRE16381	OFUSG19282.1.p1
OG0006168	DANRE30290, DANRE30289	OFUSG09932.1.p1
OG0006169	DANRE19880, DANRE19879	OFUSG03654.1.p1
OG0006170	DANRE41407, DANRE35856, DANRE41405, DANRE41406	OFUSG12803.1.p1
OG0006172	DANRE43419	OFUSG12254.1.p1
OG0006174	DANRE12145	OFUSG19560.1.p1
OG0006175	DANRE43382, DANRE24685, DANRE24686	OFUSG13772.1.p1
OG0006177	DANRE37713, DANRE37714	OFUSG25522.1.p1
OG0006178	DANRE20288	OFUSG18904.1.p1, OFUSG18904.2.p1
OG0006179	DANRE07721	OFUSG00965.1.p1
OG0006180	DANRE26681, DANRE26680	OFUSG20562.1.p1
OG0006181	DANRE13257	OFUSG12429.1.p1
OG0006182	DANRE24692	OFUSG13754.1.p1
OG0006183	DANRE29713, DANRE29714	OFUSG10917.1.p1
OG0006184	DANRE35470, DANRE35469, DANRE35467, DANRE35468	OFUSG10581.1.p1, OFUSG10581.2.p1
OG0006185	DANRE27169, DANRE27168, DANRE27167	OFUSG20989.1.p1
OG0006186	DANRE40100, DANRE40101	OFUSG01099.1.p1
OG0006187	DANRE13904	OFUSG08513.1.p1, OFUSG08513.2.p1
OG0006188	DANRE07386, DANRE43366	OFUSG21112.1.p1
OG0006189	DANRE28624, DANRE35629, DANRE35630, DANRE35631	OFUSG10831.1.p1
OG0006190	DANRE06601	OFUSG19672.2.p1, OFUSG19672.1.p1
OG0006191	DANRE39537	OFUSG08997.1.p1
OG0006192	DANRE05771, DANRE05775	OFUSG16119.2.p1, OFUSG16119.1.p1
OG0006193	DANRE40110, DANRE40111	OFUSG04368.1.p1
OG0006194	DANRE17223, DANRE17222	OFUSG10043.1.p1
OG0006195	DANRE29880	OFUSG22190.1.p1
OG0006196	DANRE07513	OFUSG14687.1.p1
OG0006197	DANRE05289, DANRE05290, DANRE22291, DANRE02270, DANRE02271, DANRE02269	OFUSG07598.1.p1, OFUSG07598.2.p1
OG0006198	DANRE04521, DANRE04520	OFUSG06795.1.p1
OG0006199	DANRE03649	OFUSG26580.1.p1
OG0006200	DANRE31009	OFUSG10180.1.p1
OG0006201	DANRE40839, DANRE40838, DANRE28924	OFUSG15111.1.p1
OG0006202	DANRE27776	OFUSG23082.1.p1
OG0006203	DANRE04548	OFUSG25246.2.p1, OFUSG25246.1.p1
OG0006204	DANRE03153, DANRE03154	OFUSG22319.1.p1
OG0006205	DANRE33863	OFUSG14995.1.p1
OG0006206	DANRE11004, DANRE17600	OFUSG12324.1.p1
OG0006207	DANRE08294	OFUSG15756.1.p1
OG0006208	DANRE39893	OFUSG09617.1.p1
OG0006210	DANRE14604, DANRE14603	OFUSG23024.1.p1, OFUSG23007.1.p1
OG0006211	DANRE23001, DANRE23002, DANRE23000	OFUSG13258.3.p1, OFUSG13258.1.p1, OFUSG13258.2.p1
OG0006212	DANRE29423	OFUSG02207.1.p1, OFUSG02207.2.p1
OG0006213	DANRE42202	OFUSG04619.1.p1
OG0006214	DANRE30688	OFUSG00232.1.p1
OG0006215	DANRE33253, DANRE33254	OFUSG20745.1.p1
OG0006216	DANRE02603	OFUSG08899.1.p1
OG0006217	DANRE02455	OFUSG21430.1.p1
OG0006219	DANRE21451, DANRE21452, DANRE21450	OFUSG13784.1.p1, OFUSG13784.2.p1
OG0006220	DANRE42935	OFUSG13524.1.p1
OG0006221	DANRE10344, DANRE29145, DANRE29144, DANRE03350	OFUSG26424.1.p1
OG0006223	DANRE11597	OFUSG06879.1.p1
OG0006224	DANRE23192	OFUSG21235.1.p1
OG0006225	DANRE22204, DANRE22205	OFUSG12400.1.p1
OG0006226	DANRE00424	OFUSG17713.2.p1, OFUSG17713.1.p1
OG0006227	DANRE34044	OFUSG06764.1.p1
OG0006228	DANRE25100	OFUSG00684.1.p1
OG0006229	DANRE15936	OFUSG03312.1.p1, OFUSG03312.2.p1
OG0006230	DANRE41674	OFUSG13630.1.p1
OG0006231	DANRE39194	OFUSG13273.1.p1, OFUSG13275.1.p1
OG0006232	DANRE42234, DANRE42233	OFUSG16492.2.p1, OFUSG16492.1.p1
OG0006233	DANRE36490	OFUSG09219.1.p1
OG0006234	DANRE17683	OFUSG13071.1.p1
OG0006235	DANRE25558, DANRE25557	OFUSG04987.3.p1, OFUSG04987.1.p1, OFUSG04987.2.p1
OG0006237	DANRE23513, DANRE23512	OFUSG23373.1.p1
OG0006238	DANRE25499	OFUSG26669.1.p1
OG0006239	DANRE12665, DANRE12667, DANRE12666	OFUSG20238.1.p1
OG0006240	DANRE36672, DANRE36673	OFUSG07675.1.p1
OG0006241	DANRE21529	OFUSG07997.1.p1
OG0006242	DANRE17210	OFUSG10779.1.p1
OG0006243	DANRE19390, DANRE19389	OFUSG08426.1.p1
OG0006244	DANRE00556, DANRE00555	OFUSG15035.1.p1, OFUSG15035.2.p1
OG0006245	DANRE35696	OFUSG15791.1.p1
OG0006246	DANRE00449	OFUSG08845.1.p1
OG0006247	DANRE19272	OFUSG08877.1.p1, OFUSG08877.2.p1
OG0006248	DANRE06880, DANRE06881	OFUSG14183.1.p1
OG0006249	DANRE03718, DANRE03719	OFUSG24697.1.p1
OG0006250	DANRE07127	OFUSG20233.1.p1
OG0006251	DANRE08349	OFUSG24167.1.p1
OG0006252	DANRE09470, DANRE09471	OFUSG16937.1.p1
OG0006253	DANRE36480, DANRE36479	OFUSG07386.1.p1
OG0006254	DANRE29341	OFUSG09915.1.p1, OFUSG26243.1.p1
OG0006255	DANRE03495, DANRE03496	OFUSG06569.1.p1
OG0006256	DANRE24249, DANRE24250	OFUSG19644.1.p1
OG0006257	DANRE05553, DANRE05552	OFUSG13890.1.p1
OG0006258	DANRE19030	OFUSG03856.1.p1
OG0006259	DANRE18871	OFUSG23380.2.p1, OFUSG23380.1.p1
OG0006260	DANRE22086	OFUSG05929.1.p1
OG0006261	DANRE13096, DANRE30739, DANRE02264	OFUSG05622.1.p1
OG0006262	DANRE25390, DANRE09162	OFUSG05390.1.p1
OG0006263	DANRE24117, DANRE24118	OFUSG20709.1.p1
OG0006264	DANRE33703	OFUSG07824.1.p1
OG0006266	DANRE17830, DANRE17831	OFUSG07125.2.p1, OFUSG07125.1.p1
OG0006267	DANRE00418	OFUSG10940.1.p1
OG0006268	DANRE40754	OFUSG14220.1.p1
OG0006269	DANRE36731, DANRE36732	OFUSG19462.1.p1
OG0006270	DANRE35384, DANRE35383	OFUSG08585.1.p1
OG0006271	DANRE35905	OFUSG01027.1.p1
OG0006272	DANRE34854, DANRE34853, DANRE38037	OFUSG15517.1.p1, OFUSG15518.1.p1, OFUSG17920.1.p1, OFUSG03907.1.p1
OG0006273	DANRE28307, DANRE28308, DANRE43425	OFUSG20420.2.p1, OFUSG20420.1.p1
OG0006275	DANRE11416	OFUSG01454.1.p1
OG0006276	DANRE05390, DANRE05391	OFUSG12127.1.p1
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	OFUSG15168.1.p1
OG0006278	DANRE28007, DANRE23479	OFUSG23917.1.p1, OFUSG23916.1.p1, OFUSG23916.2.p1
OG0006279	DANRE42307	OFUSG00790.1.p1
OG0006280	DANRE17962	OFUSG25094.1.p1
OG0006281	DANRE20618	OFUSG00050.2.p1, OFUSG00050.1.p1
OG0006282	DANRE01823	OFUSG04147.1.p1
OG0006283	DANRE23890	OFUSG26352.1.p1
OG0006284	DANRE42627	OFUSG23445.1.p1
OG0006285	DANRE35155	OFUSG08179.1.p1
OG0006286	DANRE24625, DANRE24626	OFUSG08272.1.p1
OG0006287	DANRE10741	OFUSG11419.1.p1
OG0006288	DANRE19521	OFUSG15550.1.p1
OG0006289	DANRE02205, DANRE02206	OFUSG05692.1.p1
OG0006290	DANRE23006	OFUSG17255.1.p1, OFUSG17249.1.p1, OFUSG17253.1.p1
OG0006291	DANRE39977	OFUSG08297.1.p1
OG0006292	DANRE26134, DANRE26135, DANRE22601	OFUSG15723.1.p1
OG0006293	DANRE00138, DANRE00137	OFUSG15450.1.p1
OG0006294	DANRE18822, DANRE18821	OFUSG11961.1.p1
OG0006295	DANRE19856	OFUSG15765.2.p1, OFUSG15765.1.p1
OG0006296	DANRE31238	OFUSG06121.1.p1, OFUSG06121.2.p1
OG0006297	DANRE36621	OFUSG06255.1.p1
