Orthogroup	DANRE	SACKO_ok
OG0006163	DANRE25987, DANRE25986, DANRE38409	SACKO_11765
OG0006164	DANRE38641	SACKO_12121
OG0006165	DANRE22494, DANRE22493, DANRE22492	SACKO_23329, SACKO_23337
OG0006167	DANRE23739, DANRE23740, DANRE16382, DANRE16381	SACKO_10292
OG0006168	DANRE30290, DANRE30289	SACKO_32294
OG0006169	DANRE19880, DANRE19879	SACKO_10416
OG0006170	DANRE41407, DANRE35856, DANRE41405, DANRE41406	SACKO_18522
OG0006172	DANRE43419	SACKO_19396
OG0006174	DANRE12145	SACKO_04091
OG0006175	DANRE43382, DANRE24685, DANRE24686	SACKO_11475
OG0006177	DANRE37713, DANRE37714	SACKO_28221
OG0006178	DANRE20288	SACKO_03157
OG0006179	DANRE07721	SACKO_18920
OG0006180	DANRE26681, DANRE26680	SACKO_17407
OG0006181	DANRE13257	SACKO_06134
OG0006182	DANRE24692	SACKO_30955
OG0006183	DANRE29713, DANRE29714	SACKO_28026
OG0006184	DANRE35470, DANRE35469, DANRE35467, DANRE35468	SACKO_05697
OG0006185	DANRE27169, DANRE27168, DANRE27167	SACKO_13993
OG0006186	DANRE40100, DANRE40101	SACKO_31282
OG0006187	DANRE13904	SACKO_24252
OG0006188	DANRE07386, DANRE43366	SACKO_07194
OG0006189	DANRE28624, DANRE35629, DANRE35630, DANRE35631	SACKO_33366
OG0006190	DANRE06601	SACKO_02444
OG0006191	DANRE39537	SACKO_21296
OG0006192	DANRE05771, DANRE05775	SACKO_01391
OG0006194	DANRE17223, DANRE17222	SACKO_28666
OG0006195	DANRE29880	SACKO_11101, SACKO_11093
OG0006196	DANRE07513	SACKO_30856
OG0006197	DANRE05289, DANRE05290, DANRE22291, DANRE02270, DANRE02271, DANRE02269	SACKO_12874
OG0006198	DANRE04521, DANRE04520	SACKO_27166
OG0006199	DANRE03649	SACKO_06227
OG0006200	DANRE31009	SACKO_20572, SACKO_15696
OG0006201	DANRE40839, DANRE40838, DANRE28924	SACKO_24524
OG0006202	DANRE27776	SACKO_15491, SACKO_16355
OG0006203	DANRE04548	SACKO_17941, SACKO_17962, SACKO_09025
OG0006204	DANRE03153, DANRE03154	SACKO_10202
OG0006205	DANRE33863	SACKO_31370
OG0006206	DANRE11004, DANRE17600	SACKO_01243
OG0006207	DANRE08294	SACKO_07547
OG0006208	DANRE39893	SACKO_08608
OG0006209	DANRE34587, DANRE00320	SACKO_24255
OG0006210	DANRE14604, DANRE14603	SACKO_18778
OG0006211	DANRE23001, DANRE23002, DANRE23000	SACKO_04724
OG0006212	DANRE29423	SACKO_28014
OG0006213	DANRE42202	SACKO_21335
OG0006214	DANRE30688	SACKO_05862
OG0006216	DANRE02603	SACKO_24474
OG0006217	DANRE02455	SACKO_07207
OG0006219	DANRE21451, DANRE21452, DANRE21450	SACKO_20869
OG0006220	DANRE42935	SACKO_19675
OG0006223	DANRE11597	SACKO_30252
OG0006224	DANRE23192	SACKO_33216
OG0006225	DANRE22204, DANRE22205	SACKO_03137
OG0006226	DANRE00424	SACKO_33531
OG0006227	DANRE34044	SACKO_00360
OG0006228	DANRE25100	SACKO_22460
OG0006229	DANRE15936	SACKO_15856
OG0006230	DANRE41674	SACKO_09576
OG0006231	DANRE39194	SACKO_23230
OG0006232	DANRE42234, DANRE42233	SACKO_14279
OG0006233	DANRE36490	SACKO_11025
OG0006234	DANRE17683	SACKO_00141
OG0006235	DANRE25558, DANRE25557	SACKO_05415, SACKO_07827
OG0006237	DANRE23513, DANRE23512	SACKO_20298
OG0006238	DANRE25499	SACKO_31958
OG0006239	DANRE12665, DANRE12667, DANRE12666	SACKO_26765
OG0006240	DANRE36672, DANRE36673	SACKO_29884
OG0006241	DANRE21529	SACKO_19445, SACKO_19447
OG0006242	DANRE17210	SACKO_27227
OG0006243	DANRE19390, DANRE19389	SACKO_32257
OG0006244	DANRE00556, DANRE00555	SACKO_00718
OG0006245	DANRE35696	SACKO_13591, SACKO_13588
OG0006246	DANRE00449	SACKO_02460
OG0006247	DANRE19272	SACKO_04844
OG0006248	DANRE06880, DANRE06881	SACKO_29941
OG0006249	DANRE03718, DANRE03719	SACKO_12077, SACKO_06923
OG0006250	DANRE07127	SACKO_33637
OG0006251	DANRE08349	SACKO_13744
OG0006252	DANRE09470, DANRE09471	SACKO_31106
OG0006253	DANRE36480, DANRE36479	SACKO_22373
OG0006254	DANRE29341	SACKO_27243
OG0006255	DANRE03495, DANRE03496	SACKO_14174
OG0006256	DANRE24249, DANRE24250	SACKO_31452
OG0006257	DANRE05553, DANRE05552	SACKO_04006
OG0006258	DANRE19030	SACKO_33663, SACKO_28085
OG0006259	DANRE18871	SACKO_08122
OG0006260	DANRE22086	SACKO_01212
OG0006261	DANRE13096, DANRE30739, DANRE02264	SACKO_07532
OG0006262	DANRE25390, DANRE09162	SACKO_19943, SACKO_19933
OG0006263	DANRE24117, DANRE24118	SACKO_23315
OG0006264	DANRE33703	SACKO_27254
OG0006266	DANRE17830, DANRE17831	SACKO_23048
OG0006267	DANRE00418	SACKO_17470
OG0006268	DANRE40754	SACKO_21851
OG0006269	DANRE36731, DANRE36732	SACKO_23723
OG0006270	DANRE35384, DANRE35383	SACKO_27418
OG0006271	DANRE35905	SACKO_31553
OG0006272	DANRE34854, DANRE34853, DANRE38037	SACKO_14168
OG0006273	DANRE28307, DANRE28308, DANRE43425	SACKO_32080
OG0006275	DANRE11416	SACKO_08975
OG0006276	DANRE05390, DANRE05391	SACKO_33437
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	SACKO_31185
OG0006278	DANRE28007, DANRE23479	SACKO_30172
OG0006279	DANRE42307	SACKO_18919
OG0006280	DANRE17962	SACKO_03118
OG0006281	DANRE20618	SACKO_26666
OG0006282	DANRE01823	SACKO_23844
OG0006283	DANRE23890	SACKO_11202
OG0006284	DANRE42627	SACKO_01400
OG0006285	DANRE35155	SACKO_22768, SACKO_34081
OG0006286	DANRE24625, DANRE24626	SACKO_27133
OG0006287	DANRE10741	SACKO_22159
OG0006288	DANRE19521	SACKO_01301
OG0006289	DANRE02205, DANRE02206	SACKO_31445
OG0006290	DANRE23006	SACKO_04601
OG0006291	DANRE39977	SACKO_23043
OG0006292	DANRE26134, DANRE26135, DANRE22601	SACKO_04876
OG0006293	DANRE00138, DANRE00137	SACKO_20678
OG0006294	DANRE18822, DANRE18821	SACKO_33988
OG0006295	DANRE19856	SACKO_07537
OG0006296	DANRE31238	SACKO_21974
OG0006297	DANRE36621	SACKO_02405
OG0006298	DANRE01607, DANRE01606	SACKO_07970
OG0006299	DANRE05858, DANRE14627, DANRE14628, DANRE17744, DANRE17743	SACKO_12264
OG0006300	DANRE04796, DANRE04797, DANRE04798, DANRE04799, DANRE04795	SACKO_23128
OG0006301	DANRE12054, DANRE12053, DANRE12051	SACKO_14640
OG0006302	DANRE25685	SACKO_20695
OG0006303	DANRE39938, DANRE39937, DANRE09243, DANRE09242	SACKO_10052
OG0006304	DANRE11152, DANRE17438, DANRE17440, DANRE17439	SACKO_03519
OG0006305	DANRE22040, DANRE22039, DANRE15982	SACKO_24057
OG0006306	DANRE10076	SACKO_04334
OG0006307	DANRE33432	SACKO_27021
OG0006308	DANRE33329, DANRE33328, DANRE33327	SACKO_29735
OG0006309	DANRE33045	SACKO_13569
OG0006310	DANRE39114, DANRE39115	SACKO_24275
OG0006311	DANRE25002	SACKO_26809
OG0006312	DANRE30635	SACKO_10820
OG0006313	DANRE10086	SACKO_20864
OG0006314	DANRE42304	SACKO_06853, SACKO_28420, SACKO_05800, SACKO_16316, SACKO_33868, SACKO_33834
OG0006315	DANRE11260	SACKO_05661
OG0006316	DANRE00198, DANRE00199	SACKO_05383
OG0006317	DANRE09482, DANRE09481	SACKO_21312
OG0006318	DANRE33755, DANRE42244, DANRE42245	SACKO_33178
OG0006319	DANRE40452, DANRE40453	SACKO_09566
OG0006320	DANRE25698, DANRE25697	SACKO_23414
OG0006321	DANRE38570, DANRE10578	SACKO_05259
OG0006322	DANRE20598	SACKO_08927
OG0006323	DANRE37133, DANRE37132, DANRE37131	SACKO_26923
OG0006325	DANRE35198, DANRE35197	SACKO_04682
OG0006326	DANRE26665, DANRE26664, DANRE26663	SACKO_09219
OG0006327	DANRE21374	SACKO_19203, SACKO_13310
OG0006328	DANRE14694, DANRE14693	SACKO_25856, SACKO_13670
OG0006329	DANRE39682	SACKO_30287
OG0006330	DANRE39085	SACKO_08726
OG0006331	DANRE13138	SACKO_31398
OG0006332	DANRE37684, DANRE37685, DANRE37686	SACKO_08811
OG0006333	DANRE41845, DANRE11474, DANRE18551	SACKO_11667
OG0006334	DANRE16756	SACKO_00491
OG0006335	DANRE36579	SACKO_22904, SACKO_22906
OG0006336	DANRE21727	SACKO_09783
OG0006337	DANRE34797	SACKO_19367
OG0006338	DANRE26304, DANRE26305, DANRE21841, DANRE21842	SACKO_17070
OG0006339	DANRE19470, DANRE19472, DANRE19471	SACKO_04371
OG0006340	DANRE05946	SACKO_06436
OG0006341	DANRE16542	SACKO_03883
OG0006343	DANRE06799, DANRE15712	SACKO_30601
OG0006344	DANRE39214, DANRE27258	SACKO_19343, SACKO_19339
OG0006345	DANRE43395	SACKO_30868
OG0006346	DANRE08127	SACKO_27643
OG0006347	DANRE02099	SACKO_06194
OG0006348	DANRE01487	SACKO_14257
OG0006349	DANRE40582	SACKO_07506
OG0006350	DANRE09366, DANRE09365	SACKO_16257
OG0006351	DANRE06008, DANRE42386, DANRE42388, DANRE42387, DANRE06007	SACKO_11606
OG0006352	DANRE16502, DANRE16503, DANRE06201	SACKO_14534
OG0006353	DANRE07948	SACKO_28090
OG0006354	DANRE34687	SACKO_03385
OG0006355	DANRE02203	SACKO_30829
OG0006356	DANRE35082, DANRE35081	SACKO_26545
OG0006357	DANRE22157, DANRE22156, DANRE22158	SACKO_31096
OG0006358	DANRE31437, DANRE31438	SACKO_30824, SACKO_26082
OG0006359	DANRE26555, DANRE26554	SACKO_08209
OG0006360	DANRE43226	SACKO_25975
OG0006361	DANRE12700	SACKO_16411
OG0006362	DANRE10073	SACKO_15563
OG0006363	DANRE00890	SACKO_19522, SACKO_21880
OG0006364	DANRE41213, DANRE41212	SACKO_17091
OG0006365	DANRE20484	SACKO_13003
OG0006366	DANRE13399, DANRE13400, DANRE13398	SACKO_06614
OG0006367	DANRE05487	SACKO_13989
OG0006369	DANRE25208	SACKO_21343, SACKO_15938, SACKO_16506, SACKO_11213, SACKO_23854, SACKO_25542, SACKO_28801, SACKO_15112, SACKO_18654, SACKO_03101, SACKO_03096, SACKO_13538
OG0006370	DANRE38769, DANRE38768	SACKO_29230
OG0006372	DANRE15208	SACKO_18473, SACKO_17152
OG0006375	DANRE03585, DANRE03583, DANRE03582, DANRE03584	SACKO_15548
OG0006376	DANRE39853	SACKO_17514
OG0006377	DANRE19336	SACKO_19723
OG0006379	DANRE11669	SACKO_17686, SACKO_17696
OG0006380	DANRE06769, DANRE06770, DANRE06768, DANRE06771	SACKO_03771
OG0006381	DANRE30686, DANRE12585	SACKO_33730
OG0006382	DANRE05618	SACKO_05639
OG0006383	DANRE00009	SACKO_16569
OG0006384	DANRE29107	SACKO_08306
OG0006385	DANRE19944, DANRE37812	SACKO_02312
OG0006386	DANRE39443, DANRE39444	SACKO_01546
OG0006387	DANRE05852, DANRE05851	SACKO_32566, SACKO_32560
OG0006388	DANRE04007, DANRE29388, DANRE04006	SACKO_05668
OG0006389	DANRE04415, DANRE04414	SACKO_22546
OG0006390	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911	SACKO_32036
OG0006391	DANRE07782, DANRE07781, DANRE01265, DANRE01266, DANRE01264, DANRE00371	SACKO_27250
OG0006392	DANRE41904	SACKO_04750
OG0006393	DANRE39415, DANRE40157	SACKO_12179
OG0006394	DANRE16905, DANRE16906	SACKO_05702
OG0006396	DANRE39566	SACKO_27560
OG0006399	DANRE33665	SACKO_18224
OG0006400	DANRE37502	SACKO_04266, SACKO_01584, SACKO_23514, SACKO_22049, SACKO_32290, SACKO_32687, SACKO_30071, SACKO_00600, SACKO_32138, SACKO_28762, SACKO_11330, SACKO_14255, SACKO_32867, SACKO_12269, SACKO_20218
OG0006400	DANRE20537	SACKO_02776
OG0006401	DANRE15389, DANRE23781	SACKO_27260
OG0006402	DANRE15996	SACKO_22620
OG0006404	DANRE25233, DANRE39448, DANRE25237, DANRE25238, DANRE43194	SACKO_01108
OG0006407	DANRE15204, DANRE15205	SACKO_17793
OG0006408	DANRE17799	SACKO_11973
OG0006414	DANRE19245, DANRE12927, DANRE12923, DANRE34345, DANRE03526	SACKO_15972
OG0006416	DANRE24129	SACKO_08098, SACKO_08096
OG0006442	DANRE43200	SACKO_02156
OG0006443	DANRE00893, DANRE00894	SACKO_32632
OG0006446	DANRE40885, DANRE40884, DANRE40883	SACKO_13651
OG0006447	DANRE34812	SACKO_23062, SACKO_23074
OG0006448	DANRE27832	SACKO_32439
OG0006449	DANRE14730, DANRE14731	SACKO_08483
OG0006452	DANRE02762, DANRE22799	SACKO_00311
OG0006454	DANRE08298, DANRE34951	SACKO_15044
OG0006456	DANRE14385	SACKO_08294
OG0006457	DANRE28856	SACKO_20814
OG0006458	DANRE07992	SACKO_09247
OG0006459	DANRE25979, DANRE25980	SACKO_12069
OG0006460	DANRE05152	SACKO_13863
OG0006461	DANRE40456	SACKO_26093
OG0006462	DANRE03375, DANRE30415	SACKO_19260
OG0006463	DANRE19402, DANRE19401	SACKO_29245
OG0006464	DANRE22250	SACKO_17838
OG0006465	DANRE02945, DANRE02946, DANRE02944	SACKO_05184
OG0006468	DANRE10143	SACKO_21041
OG0006469	DANRE16763	SACKO_01034
OG0006470	DANRE15907	SACKO_26991
OG0006471	DANRE21870, DANRE21871	SACKO_25021
OG0006472	DANRE38202, DANRE38201	SACKO_22346, SACKO_33761
OG0006474	DANRE39677	SACKO_07123
OG0006475	DANRE24226	SACKO_09202
OG0006476	DANRE01065, DANRE01064	SACKO_06810
OG0006477	DANRE39101	SACKO_06452
OG0006478	DANRE29720	SACKO_19718
OG0006479	DANRE22957, DANRE22955, DANRE22956	SACKO_05515
OG0006480	DANRE22037	SACKO_32951
OG0006481	DANRE34163	SACKO_32596
OG0006482	DANRE18945, DANRE18946	SACKO_25746
OG0006483	DANRE43261, DANRE43260, DANRE43262	SACKO_03847
OG0006485	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127	SACKO_12497
OG0006486	DANRE36064, DANRE35988	SACKO_14101
OG0006487	DANRE40466	SACKO_26592
OG0006488	DANRE07587, DANRE07586	SACKO_14602
OG0006490	DANRE30998, DANRE30997	SACKO_01171
OG0006491	DANRE24615	SACKO_01653
OG0006492	DANRE12650, DANRE12649, DANRE12651	SACKO_04874
OG0006493	DANRE19720	SACKO_10566
OG0006494	DANRE26527	SACKO_08429
OG0006495	DANRE33872, DANRE33873	SACKO_10576
OG0006496	DANRE27447	SACKO_27963, SACKO_32312
OG0006497	DANRE16111, DANRE16110	SACKO_32931
OG0006498	DANRE34352, DANRE34351	SACKO_30648
OG0006499	DANRE26978, DANRE26977, DANRE18277, DANRE18276	SACKO_00231
OG0006501	DANRE08955	SACKO_33438
OG0006502	DANRE29381, DANRE29382, DANRE29383	SACKO_18119
OG0006503	DANRE07132, DANRE07133, DANRE07134	SACKO_26135
OG0006504	DANRE20128	SACKO_03303
OG0006505	DANRE03734, DANRE26394	SACKO_28225
OG0006506	DANRE24402, DANRE24403, DANRE24401	SACKO_33658, SACKO_13927, SACKO_23304
OG0006507	DANRE22794	SACKO_14097
OG0006508	DANRE05986, DANRE05987	SACKO_20542
OG0006509	DANRE23625	SACKO_24087
OG0006510	DANRE36871	SACKO_30732
OG0006511	DANRE37056	SACKO_30734
OG0006512	DANRE29342	SACKO_22144
OG0006513	DANRE38837, DANRE38836	SACKO_01815
OG0006514	DANRE07332	SACKO_14410
OG0006515	DANRE04926, DANRE04925, DANRE04924	SACKO_02186
OG0006516	DANRE05513, DANRE05512	SACKO_04666
OG0006517	DANRE28275, DANRE28276	SACKO_31036
OG0006518	DANRE05484	SACKO_14657
OG0006519	DANRE17604	SACKO_09142
OG0006520	DANRE01097, DANRE01098	SACKO_30114
OG0006522	DANRE20324, DANRE07918	SACKO_07540
OG0006523	DANRE13254	SACKO_32390
OG0006524	DANRE25718	SACKO_07943
OG0006525	DANRE39739	SACKO_26613
OG0006526	DANRE13639	SACKO_29622
OG0006527	DANRE03126	SACKO_17317
OG0006528	DANRE15366	SACKO_02110
OG0006530	DANRE10408	SACKO_11848, SACKO_11853
OG0006531	DANRE31049, DANRE31050, DANRE12470	SACKO_27297
OG0006532	DANRE02116	SACKO_08016, SACKO_03819
OG0006534	DANRE04753	SACKO_03373
OG0006535	DANRE31306, DANRE31307	SACKO_03598
OG0006536	DANRE16746, DANRE16747	SACKO_33595
OG0006537	DANRE16803, DANRE16802, DANRE16800, DANRE16801	SACKO_31057
OG0006538	DANRE01948	SACKO_18227
OG0006542	DANRE01099	SACKO_30115
OG0006543	DANRE04511	SACKO_04274
OG0006544	DANRE36922, DANRE36923	SACKO_23966
OG0006545	DANRE14779	SACKO_27776
OG0006546	DANRE17452, DANRE17453, DANRE17454	SACKO_31477
OG0006547	DANRE01017, DANRE01016	SACKO_04980
OG0006549	DANRE30654	SACKO_26105
OG0006550	DANRE31528, DANRE31529, DANRE31527	SACKO_32798
OG0006551	DANRE41890, DANRE41889	SACKO_28523
OG0006552	DANRE19095	SACKO_18574, SACKO_07811
OG0006553	DANRE15584, DANRE15585, DANRE30044	SACKO_15568
OG0006554	DANRE19522	SACKO_31239
OG0006555	DANRE35599, DANRE35598	SACKO_19125
OG0006556	DANRE11973, DANRE11974, DANRE11975	SACKO_06012
OG0006557	DANRE25072	SACKO_08582
OG0006559	DANRE20945, DANRE20944	SACKO_27620
OG0006560	DANRE17717, DANRE17715, DANRE17716	SACKO_31622
OG0006561	DANRE18058	SACKO_09099
OG0006562	DANRE20523, DANRE20522	SACKO_33810
OG0006563	DANRE28810, DANRE28809	SACKO_15320
OG0006564	DANRE07932, DANRE07931	SACKO_05452
OG0006565	DANRE21244, DANRE20701, DANRE25862, DANRE02268	SACKO_19582
OG0006566	DANRE29055	SACKO_22731
OG0006567	DANRE01679	SACKO_20834
OG0006568	DANRE16829	SACKO_27965
OG0006569	DANRE04566	SACKO_27176
OG0006571	DANRE33971	SACKO_32504
OG0006573	DANRE34641	SACKO_24507
OG0006574	DANRE21767, DANRE21766, DANRE21765	SACKO_15526
OG0006575	DANRE34819, DANRE34820	SACKO_11306
OG0006576	DANRE07329	SACKO_14772
OG0006577	DANRE01281	SACKO_14949
OG0006578	DANRE19007, DANRE19008	SACKO_29301
OG0006579	DANRE39282	SACKO_12197
OG0006580	DANRE26459	SACKO_05003
OG0006581	DANRE26007	SACKO_32446
OG0006583	DANRE17390	SACKO_04792
OG0006584	DANRE09521	SACKO_23948
OG0006585	DANRE11331, DANRE11330	SACKO_09086
OG0006586	DANRE26201, DANRE26199, DANRE26200	SACKO_27236
OG0006588	DANRE22756	SACKO_23697
OG0006589	DANRE31630	SACKO_16206
OG0006590	DANRE25511	SACKO_19100
OG0006591	DANRE10350	SACKO_34029
OG0006592	DANRE22277	SACKO_26488
OG0006593	DANRE26311, DANRE26312	SACKO_23846
OG0006594	DANRE39229, DANRE39227, DANRE39230, DANRE39228	SACKO_03277
OG0006595	DANRE04332, DANRE04333	SACKO_12199
OG0006596	DANRE36993	SACKO_19957
OG0006597	DANRE06998	SACKO_30631, SACKO_30596
OG0006598	DANRE34799, DANRE34800	SACKO_00853
OG0006599	DANRE35346, DANRE40652, DANRE40653, DANRE40651	SACKO_29697
OG0006601	DANRE35665	SACKO_32933
OG0006602	DANRE16908, DANRE16909	SACKO_02027
OG0006603	DANRE39335	SACKO_26785
OG0006604	DANRE08282, DANRE08283	SACKO_07557
OG0006605	DANRE37509	SACKO_33361
OG0006606	DANRE12518	SACKO_14668
OG0006607	DANRE10066, DANRE10065	SACKO_23822
OG0006608	DANRE12270, DANRE27630	SACKO_05137
OG0006609	DANRE38772, DANRE38771	SACKO_04167
OG0006610	DANRE15476, DANRE15475	SACKO_06748
OG0006611	DANRE23305	SACKO_24593
OG0006612	DANRE01859	SACKO_20949
OG0006613	DANRE43420	SACKO_13925
OG0006614	DANRE32921, DANRE32922, DANRE32923, DANRE32924	SACKO_03768
OG0006615	DANRE14777, DANRE14778	SACKO_30383, SACKO_14275
OG0006617	DANRE11557, DANRE11556	SACKO_03976
OG0006618	DANRE23824	SACKO_26784
OG0006619	DANRE24678	SACKO_23817
OG0006620	DANRE11400, DANRE17728, DANRE43368, DANRE10758, DANRE15071	SACKO_07261
OG0006621	DANRE35047	SACKO_16054
OG0006622	DANRE06401	SACKO_18492
OG0006623	DANRE25920	SACKO_03259, SACKO_12638
OG0006624	DANRE10511, DANRE10512	SACKO_27277
OG0006626	DANRE25071	SACKO_02165
OG0006627	DANRE03368, DANRE03369	SACKO_03660
OG0006628	DANRE25218, DANRE38495	SACKO_17452
OG0006630	DANRE13211	SACKO_09718
OG0006632	DANRE06687, DANRE06688, DANRE15628, DANRE07374	SACKO_11006
OG0006633	DANRE26873, DANRE26872, DANRE26871	SACKO_13776
OG0006635	DANRE01468, DANRE41203, DANRE41204, DANRE41202	SACKO_20545
OG0006636	DANRE09302	SACKO_20362
OG0006637	DANRE04008, DANRE04009	SACKO_18391
OG0006638	DANRE36392, DANRE36393	SACKO_29604
OG0006639	DANRE15622, DANRE15623, DANRE15624, DANRE15625, DANRE39267, DANRE15626	SACKO_11801
OG0006640	DANRE39218	SACKO_04468
OG0006641	DANRE10715	SACKO_22631, SACKO_14926
OG0006642	DANRE11176	SACKO_10000
OG0006644	DANRE10255, DANRE10254	SACKO_19969
OG0006645	DANRE09833, DANRE09832	SACKO_02573
OG0006646	DANRE37654, DANRE37653	SACKO_16491
OG0006648	DANRE09069, DANRE09068	SACKO_24105
OG0006649	DANRE30372, DANRE30371	SACKO_17731, SACKO_03126
OG0006650	DANRE25536	SACKO_25083
OG0006651	DANRE00823, DANRE00822	SACKO_18929
OG0006652	DANRE04727, DANRE04728, DANRE40360	SACKO_18062
OG0006653	DANRE28304, DANRE28305, DANRE28306	SACKO_02145, SACKO_32093
OG0006654	DANRE18186	SACKO_27363
OG0006655	DANRE12365	SACKO_02434
OG0006658	DANRE11677, DANRE18834	SACKO_26976
OG0006660	DANRE21300, DANRE36980, DANRE21301	SACKO_30823
OG0006661	DANRE19721	SACKO_10562
OG0006662	DANRE00965	SACKO_17036
OG0006663	DANRE08633, DANRE08634	SACKO_10196
OG0006664	DANRE03439	SACKO_17513
OG0006666	DANRE21287	SACKO_30813
OG0006667	DANRE26598	SACKO_22738, SACKO_25306, SACKO_25302
OG0006668	DANRE16558, DANRE16559	SACKO_24222
OG0006669	DANRE19000, DANRE18999	SACKO_27060
OG0006670	DANRE40208, DANRE40209	SACKO_27428
OG0006672	DANRE11357, DANRE11356	SACKO_20458
OG0006673	DANRE00592, DANRE39690	SACKO_18714
OG0006675	DANRE19617, DANRE19618	SACKO_01088
OG0006677	DANRE09349	SACKO_22059
OG0006678	DANRE28792	SACKO_28613
OG0006679	DANRE03939, DANRE03938	SACKO_30215
OG0006680	DANRE35503	SACKO_12693
OG0006681	DANRE17737	SACKO_28467
OG0006683	DANRE40259	SACKO_09544
OG0006684	DANRE30786	SACKO_22004, SACKO_16089
OG0006685	DANRE18783, DANRE18784, DANRE38812, DANRE38811	SACKO_31455, SACKO_30741
OG0006686	DANRE18994, DANRE18993, DANRE18992	SACKO_11003
OG0006687	DANRE10137	SACKO_03685
OG0006688	DANRE37962	SACKO_16160
OG0006689	DANRE12368	SACKO_12060
OG0006690	DANRE23373, DANRE23374, DANRE23375	SACKO_25519
OG0006692	DANRE15155, DANRE15154	SACKO_09418, SACKO_25158
OG0006693	DANRE16672	SACKO_24875
OG0006694	DANRE18391	SACKO_31335
OG0006695	DANRE07414	SACKO_20651
OG0006696	DANRE04465, DANRE05504	SACKO_06244
OG0006697	DANRE04313, DANRE10885	SACKO_24138
OG0006698	DANRE09646, DANRE09648, DANRE09647	SACKO_23873, SACKO_16414
OG0006699	DANRE01531, DANRE01530	SACKO_19092
OG0006700	DANRE13266, DANRE26751	SACKO_17845
OG0006702	DANRE15041	SACKO_34080
OG0006703	DANRE39207	SACKO_34078
OG0006704	DANRE26929, DANRE26930	SACKO_15216, SACKO_01683
OG0006705	DANRE36324	SACKO_22310
OG0006706	DANRE26557	SACKO_20095
OG0006707	DANRE41014, DANRE41015	SACKO_28521
OG0006708	DANRE09074, DANRE09073	SACKO_16483
OG0006709	DANRE42754, DANRE42753	SACKO_22652
OG0006710	DANRE38095	SACKO_29286
OG0006711	DANRE15395, DANRE15393, DANRE15394, DANRE15396	SACKO_24778
OG0006712	DANRE23043	SACKO_04882
OG0006713	DANRE18050, DANRE07856	SACKO_04677
OG0006714	DANRE20419, DANRE06658	SACKO_25679
OG0006715	DANRE02490, DANRE22758, DANRE22757	SACKO_32024
OG0006717	DANRE07244, DANRE07245, DANRE07243	SACKO_31616
OG0006718	DANRE04447	SACKO_33608
OG0006719	DANRE36176, DANRE36175	SACKO_19074, SACKO_20323, SACKO_34027, SACKO_16662
OG0006720	DANRE36497	SACKO_11232
OG0006721	DANRE28349	SACKO_12273
OG0006722	DANRE37554, DANRE37553	SACKO_14697
OG0006723	DANRE39823	SACKO_11222
OG0006724	DANRE40260	SACKO_11219
OG0006725	DANRE36705	SACKO_01532
OG0006726	DANRE18406, DANRE18407	SACKO_23805
OG0006727	DANRE17270	SACKO_33821
OG0006728	DANRE09817	SACKO_30037
OG0006729	DANRE40632	SACKO_27454
OG0006730	DANRE40426	SACKO_10591
OG0006731	DANRE08686, DANRE08687, DANRE08688, DANRE08689	SACKO_23635
OG0006732	DANRE42548, DANRE42549	SACKO_10379
OG0006733	DANRE19895, DANRE19894, DANRE19893, DANRE06825	SACKO_31600
OG0006734	DANRE11967	SACKO_31618
OG0006735	DANRE01761	SACKO_20230
OG0006736	DANRE15188	SACKO_26749
OG0006737	DANRE03073, DANRE03074, DANRE03072	SACKO_26724
OG0006738	DANRE41395	SACKO_30322
OG0006739	DANRE25130, DANRE15633	SACKO_07780, SACKO_09995
OG0006740	DANRE17561, DANRE17560	SACKO_14910
OG0006741	DANRE22261	SACKO_07967
OG0006742	DANRE06943, DANRE15666	SACKO_21657
OG0006743	DANRE39842	SACKO_08684
OG0006744	DANRE13367, DANRE02363, DANRE02364	SACKO_25299, SACKO_25305
OG0006745	DANRE22218, DANRE22215, DANRE22216, DANRE22217	SACKO_22286
OG0006747	DANRE10912, DANRE10913, DANRE10914, DANRE10915, DANRE05892	SACKO_16266
OG0006748	DANRE27992	SACKO_23148
OG0006749	DANRE28961, DANRE28962	SACKO_13004
OG0006750	DANRE18340	SACKO_21365
OG0006751	DANRE16470	SACKO_29728
OG0006752	DANRE34984	SACKO_10442
OG0006753	DANRE11805, DANRE11806	SACKO_32383
OG0006754	DANRE09950, DANRE13577	SACKO_05330
OG0006755	DANRE35544	SACKO_14460
OG0006756	DANRE24740	SACKO_26258
OG0006757	DANRE13143, DANRE13144	SACKO_00223
OG0006758	DANRE22084	SACKO_32935
OG0006759	DANRE31502	SACKO_21854, SACKO_21858
OG0006760	DANRE00421	SACKO_27037
OG0006761	DANRE15637, DANRE15639, DANRE15638	SACKO_25995, SACKO_09276
OG0006762	DANRE05906, DANRE05907, DANRE03761	SACKO_27822
OG0006764	DANRE06709, DANRE06710, DANRE06711	SACKO_30622
OG0006765	DANRE38619, DANRE38618	SACKO_07617
OG0006766	DANRE20282, DANRE20283	SACKO_26404
OG0006768	DANRE10387	SACKO_29429
