Orthogroup	DANRE	PFLAV
OG0006737	DANRE03073, DANRE03074, DANRE03072	TCONS_00007118.p1
OG0006738	DANRE41395	TCONS_00057052.p1
OG0006739	DANRE25130, DANRE15633	TCONS_00027123.p1
OG0006741	DANRE22261	TCONS_00047318.p1
OG0006742	DANRE06943, DANRE15666	TCONS_00043768.p1
OG0006743	DANRE39842	TCONS_00047854.p1
OG0006744	DANRE13367, DANRE02363, DANRE02364	TCONS_00015329.p1, TCONS_00015326.p1
OG0006745	DANRE22218, DANRE22215, DANRE22216, DANRE22217	TCONS_00050410.p1
OG0006747	DANRE10912, DANRE10913, DANRE10914, DANRE10915, DANRE05892	TCONS_00010637.p1
OG0006748	DANRE27992	TCONS_00018819.p1
OG0006749	DANRE28961, DANRE28962	TCONS_00042544.p1
OG0006750	DANRE18340	TCONS_00018018.p1
OG0006752	DANRE34984	TCONS_00040754.p1
OG0006753	DANRE11805, DANRE11806	TCONS_00011610.p1
OG0006754	DANRE09950, DANRE13577	TCONS_00008287.p1
OG0006755	DANRE35544	TCONS_00042769.p1
OG0006756	DANRE24740	TCONS_00012561.p1
OG0006757	DANRE13143, DANRE13144	TCONS_00011154.p1
OG0006758	DANRE22084	TCONS_00057241.p1
OG0006759	DANRE31502	TCONS_00049458.p1
OG0006760	DANRE00421	TCONS_00052472.p1
OG0006761	DANRE15637, DANRE15639, DANRE15638	TCONS_00041721.p1
OG0006762	DANRE05906, DANRE05907, DANRE03761	TCONS_00009970.p1
OG0006763	DANRE14963, DANRE14279, DANRE14280	TCONS_00054857.p1
OG0006764	DANRE06709, DANRE06710, DANRE06711	TCONS_00042688.p1, TCONS_00042687.p1
OG0006765	DANRE38619, DANRE38618	TCONS_00020825.p1
OG0006766	DANRE20282, DANRE20283	TCONS_00022745.p1
OG0006768	DANRE10387	TCONS_00040904.p1
OG0006769	DANRE38421, DANRE38420	TCONS_00023716.p1, TCONS_00029383.p1
OG0006770	DANRE25957, DANRE13458, DANRE13459	TCONS_00029250.p1
OG0006772	DANRE16400	TCONS_00026780.p1
OG0006775	DANRE03588, DANRE03589, DANRE03590	TCONS_00012501.p1
OG0006776	DANRE29920, DANRE29919, DANRE29918	TCONS_00055607.p1
OG0006777	DANRE19888	TCONS_00010464.p1
OG0006780	DANRE11139, DANRE11138	TCONS_00011880.p1
OG0006784	DANRE09776	TCONS_00043506.p1, TCONS_00056166.p1
OG0006826	DANRE20199, DANRE20200	TCONS_00041653.p1
OG0006827	DANRE27134	TCONS_00052486.p1
OG0006828	DANRE33264	TCONS_00028430.p1
OG0006829	DANRE06462	TCONS_00027627.p1
OG0006830	DANRE20293	TCONS_00010805.p1
OG0006832	DANRE05650, DANRE05651	TCONS_00009744.p1
OG0006833	DANRE39031	TCONS_00007887.p1
OG0006835	DANRE15207	TCONS_00000118.p1
OG0006837	DANRE08129, DANRE08130	TCONS_00035178.p1
OG0006838	DANRE29999, DANRE30000	TCONS_00012572.p1
OG0006839	DANRE15729, DANRE15728	TCONS_00031378.p1
OG0006842	DANRE16946	TCONS_00052911.p1
OG0006843	DANRE00575	TCONS_00029554.p1
OG0006844	DANRE25977	TCONS_00028350.p1
OG0006845	DANRE00889	TCONS_00010267.p1
OG0006846	DANRE11134	TCONS_00010501.p1
OG0006847	DANRE40951, DANRE40949, DANRE40950	TCONS_00016701.p1
OG0006848	DANRE04636, DANRE20561	TCONS_00031133.p1
OG0006849	DANRE04779	TCONS_00011426.p1
OG0006850	DANRE16405, DANRE16404	TCONS_00000533.p1, TCONS_00000535.p1, TCONS_00000530.p1
OG0006851	DANRE11826, DANRE11827, DANRE11012, DANRE03308	TCONS_00026166.p1
OG0006852	DANRE25832, DANRE30743	TCONS_00017237.p1
OG0006853	DANRE30632	TCONS_00049013.p1
OG0006856	DANRE24719	TCONS_00007016.p1
OG0006857	DANRE21322, DANRE21323, DANRE21320, DANRE21321	TCONS_00021829.p1
OG0006858	DANRE13260, DANRE13259	TCONS_00021389.p1
OG0006859	DANRE37523, DANRE37522, DANRE37521, DANRE37525, DANRE37532, DANRE37533, DANRE37531, DANRE37534, DANRE37536, DANRE37535, DANRE37527, DANRE37526, DANRE37524, DANRE37529, DANRE37528, DANRE37530	TCONS_00048000.p1
OG0006860	DANRE39348	TCONS_00008747.p1
OG0006862	DANRE05434, DANRE05435	TCONS_00011019.p1
OG0006864	DANRE30356	TCONS_00041648.p1
OG0006865	DANRE37107, DANRE37108	TCONS_00022194.p1
OG0006866	DANRE28013, DANRE28011, DANRE23478, DANRE23477	TCONS_00050259.p1
OG0006867	DANRE04670, DANRE04669	TCONS_00010725.p1
OG0006868	DANRE40480, DANRE40481	TCONS_00010919.p1
OG0006869	DANRE39720, DANRE39721	TCONS_00048793.p1
OG0006871	DANRE36314	TCONS_00022851.p1
OG0006872	DANRE12533, DANRE12534, DANRE12532	TCONS_00019934.p1
OG0006873	DANRE35332, DANRE35331	TCONS_00006389.p1
OG0006874	DANRE02204	TCONS_00013010.p1
OG0006875	DANRE19819	TCONS_00057246.p1
OG0006876	DANRE36350	TCONS_00054383.p1
OG0006877	DANRE25161	TCONS_00042767.p1
OG0006878	DANRE26618	TCONS_00054061.p1
OG0006879	DANRE30943	TCONS_00037030.p1
OG0006880	DANRE02192, DANRE02193, DANRE02191	TCONS_00014869.p1
OG0006881	DANRE07877	TCONS_00043849.p1
OG0006882	DANRE12968, DANRE12967	TCONS_00008216.p1
OG0006883	DANRE11548	TCONS_00000173.p1
OG0006885	DANRE36038	TCONS_00012966.p1
OG0006886	DANRE33750	TCONS_00023776.p1
OG0006887	DANRE35935	TCONS_00055244.p1
OG0006888	DANRE20632	TCONS_00017203.p1
OG0006889	DANRE12508	TCONS_00007492.p1
OG0006890	DANRE04449	TCONS_00026380.p1
OG0006891	DANRE15280, DANRE15279	TCONS_00005459.p1
OG0006892	DANRE42353	TCONS_00055599.p1
OG0006893	DANRE35990, DANRE35991, DANRE35992	TCONS_00013269.p1
OG0006894	DANRE04254, DANRE04253	TCONS_00013687.p1
OG0006895	DANRE04051	TCONS_00056044.p1
OG0006896	DANRE16360, DANRE16361, DANRE39466	TCONS_00030685.p1
OG0006897	DANRE34848, DANRE34849, DANRE34850	TCONS_00028324.p1
OG0006898	DANRE12640	TCONS_00008723.p1
OG0006899	DANRE25627, DANRE25626	TCONS_00024262.p1
OG0006900	DANRE17615, DANRE17616	TCONS_00000838.p1, TCONS_00000847.p1
OG0006901	DANRE42359, DANRE42358	TCONS_00056765.p1
OG0006902	DANRE40997	TCONS_00036412.p1
OG0006903	DANRE09420, DANRE03354, DANRE03353, DANRE29137	TCONS_00004437.p1
OG0006904	DANRE04837, DANRE04838	TCONS_00042496.p1
OG0006905	DANRE36867	TCONS_00008743.p1
OG0006906	DANRE35097	TCONS_00006172.p1
OG0006907	DANRE30638	TCONS_00045849.p1
OG0006908	DANRE34940	TCONS_00005913.p1
OG0006909	DANRE40335	TCONS_00049209.p1
OG0006911	DANRE07250	TCONS_00015301.p1
OG0006912	DANRE18257	TCONS_00015868.p1
OG0006914	DANRE00540, DANRE00539	TCONS_00028393.p1
OG0006916	DANRE19207, DANRE19208, DANRE19209	TCONS_00029180.p1
OG0006917	DANRE08924	TCONS_00050600.p1
OG0006918	DANRE09402	TCONS_00046489.p1
OG0006919	DANRE03724	TCONS_00026791.p1
OG0006920	DANRE41930	TCONS_00001003.p1
OG0006921	DANRE01091	TCONS_00042938.p1
OG0006922	DANRE09587, DANRE09586	TCONS_00013220.p1
OG0006923	DANRE14202, DANRE14203	TCONS_00002022.p1
OG0006924	DANRE34932	TCONS_00019814.p1
OG0006925	DANRE10925, DANRE10926	TCONS_00056528.p1
OG0006926	DANRE14985	TCONS_00017933.p1
OG0006927	DANRE28369	TCONS_00056916.p1
OG0006928	DANRE18223	TCONS_00017403.p1
OG0006929	DANRE10027	TCONS_00001534.p1
OG0006929	DANRE10028	TCONS_00001533.p1
OG0006930	DANRE41147	TCONS_00002013.p1
OG0006931	DANRE18816	TCONS_00016839.p1
OG0006932	DANRE03602, DANRE03603, DANRE29298	TCONS_00013192.p1
OG0006934	DANRE42873	TCONS_00021826.p1
OG0006935	DANRE04751	TCONS_00027216.p1
OG0006936	DANRE05124	TCONS_00026943.p1
OG0006937	DANRE39416	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1
OG0006938	DANRE01654	TCONS_00048561.p1
OG0006939	DANRE05866, DANRE05865	TCONS_00045731.p1, TCONS_00045732.p1
OG0006940	DANRE03264, DANRE03263	TCONS_00020637.p1
OG0006942	DANRE40029	TCONS_00011962.p1
OG0006943	DANRE31332	TCONS_00016606.p1
OG0006945	DANRE42360	TCONS_00057264.p1
OG0006946	DANRE00393, DANRE00394, DANRE00392	TCONS_00015357.p1
OG0006948	DANRE05810	TCONS_00012980.p1
OG0006949	DANRE12732	TCONS_00019352.p1
OG0006951	DANRE14887, DANRE14889, DANRE14888	TCONS_00004238.p1
OG0006952	DANRE14759	TCONS_00007043.p1
OG0006953	DANRE01132	TCONS_00057019.p1
OG0006954	DANRE11015	TCONS_00010499.p1
OG0006955	DANRE30983	TCONS_00048448.p1
OG0006957	DANRE06715, DANRE06716	TCONS_00026693.p1
OG0006958	DANRE35182	TCONS_00016237.p1
OG0006959	DANRE37495	TCONS_00017783.p1
OG0006960	DANRE42368, DANRE42367	TCONS_00000655.p1
OG0006962	DANRE02782	TCONS_00051747.p1
OG0006964	DANRE09142	TCONS_00013322.p1
OG0006965	DANRE34544, DANRE34543	TCONS_00030810.p1
OG0006966	DANRE12258	TCONS_00021949.p1
OG0006967	DANRE03623, DANRE03622	TCONS_00013925.p1, TCONS_00013924.p1
OG0006968	DANRE26323	TCONS_00008544.p1
OG0006969	DANRE06563	TCONS_00027604.p1
OG0006970	DANRE16466, DANRE16465, DANRE06600	TCONS_00006686.p1
OG0006971	DANRE40878, DANRE40877	TCONS_00006676.p1
OG0006972	DANRE25189	TCONS_00008627.p1
OG0006973	DANRE17252	TCONS_00001025.p1
OG0006974	DANRE13323, DANRE13322, DANRE12079, DANRE04090, DANRE04089, DANRE04088	TCONS_00055278.p1
OG0006975	DANRE09037	TCONS_00001197.p1
OG0006976	DANRE18544, DANRE18545	TCONS_00002169.p1, TCONS_00002172.p1
OG0006977	DANRE02258	TCONS_00047323.p1
OG0006978	DANRE34823, DANRE34824	TCONS_00028090.p1
OG0006979	DANRE38972	TCONS_00057104.p1, TCONS_00057116.p1
OG0006981	DANRE25411	TCONS_00056032.p1
OG0006982	DANRE33288	TCONS_00027060.p1
OG0006983	DANRE23215	TCONS_00051148.p1
OG0006984	DANRE37712, DANRE25429	TCONS_00024114.p1
OG0006985	DANRE02673	TCONS_00049518.p1
OG0006987	DANRE18282, DANRE18283	TCONS_00004775.p1, TCONS_00031258.p1, TCONS_00016667.p1
OG0006988	DANRE29990	TCONS_00010329.p1
OG0006989	DANRE21381	TCONS_00055897.p1
OG0006990	DANRE17525, DANRE17526, DANRE17527	TCONS_00030941.p1
OG0006991	DANRE22662, DANRE22663, DANRE22661	TCONS_00045078.p1
OG0006992	DANRE03940	TCONS_00052895.p1
OG0006993	DANRE08645	TCONS_00022435.p1
OG0006994	DANRE41698	TCONS_00002645.p1
OG0006995	DANRE14381, DANRE14382	TCONS_00001363.p1
OG0006996	DANRE04792	TCONS_00010926.p1
OG0006997	DANRE31374, DANRE31375	TCONS_00048268.p1
OG0006998	DANRE03324, DANRE43324	TCONS_00056048.p1
OG0006999	DANRE10373, DANRE10372	TCONS_00018389.p1
OG0007000	DANRE40871, DANRE40870	TCONS_00026369.p1, TCONS_00026368.p1
OG0007001	DANRE31299	TCONS_00035924.p1
OG0007002	DANRE19224, DANRE19223	TCONS_00016683.p1
OG0007003	DANRE38881	TCONS_00007710.p1
OG0007004	DANRE24109, DANRE24111	TCONS_00007966.p1
OG0007005	DANRE07555, DANRE07554	TCONS_00005914.p1
OG0007006	DANRE24251, DANRE33893, DANRE33894	TCONS_00042060.p1
OG0007007	DANRE01269, DANRE01270	TCONS_00047237.p1
OG0007008	DANRE00565	TCONS_00029015.p1
OG0007009	DANRE35325	TCONS_00031874.p1
OG0007010	DANRE17817	TCONS_00042742.p1
OG0007011	DANRE08885, DANRE08884, DANRE08883	TCONS_00043983.p1
OG0007012	DANRE37825, DANRE37827, DANRE37828, DANRE37826	TCONS_00030131.p1
OG0007013	DANRE04152	TCONS_00013691.p1
OG0007014	DANRE16137, DANRE16136	TCONS_00026656.p1
OG0007015	DANRE22599, DANRE22598	TCONS_00009257.p1
OG0007016	DANRE25387, DANRE25386	TCONS_00007491.p1
OG0007018	DANRE07063	TCONS_00013158.p1
OG0007019	DANRE04085	TCONS_00014248.p1
OG0007020	DANRE35391, DANRE35392	TCONS_00025884.p1
OG0007021	DANRE42259	TCONS_00020938.p1
OG0007022	DANRE01733	TCONS_00056686.p1
OG0007023	DANRE21295	TCONS_00049329.p1
OG0007024	DANRE25046	TCONS_00048088.p1
OG0007025	DANRE39883	TCONS_00055826.p1
OG0007026	DANRE25877	TCONS_00025829.p1, TCONS_00024459.p1
OG0007027	DANRE41272	TCONS_00047558.p1
OG0007030	DANRE15794	TCONS_00030781.p1
OG0007031	DANRE40046	TCONS_00046498.p1
OG0007032	DANRE42519	TCONS_00000637.p1
OG0007033	DANRE18803, DANRE18804	TCONS_00011250.p1
OG0007034	DANRE21262	TCONS_00054961.p1
OG0007035	DANRE35003, DANRE08155	TCONS_00034953.p1
OG0007036	DANRE14569, DANRE14568, DANRE14567, DANRE14566	TCONS_00014868.p1
OG0007037	DANRE42762	TCONS_00055622.p1
OG0007038	DANRE40365	TCONS_00048491.p1
OG0007039	DANRE18016	TCONS_00011868.p1
OG0007040	DANRE34356	TCONS_00015577.p1
OG0007041	DANRE37642, DANRE25606	TCONS_00033170.p1
OG0007042	DANRE10636	TCONS_00003604.p1
OG0007043	DANRE04197	TCONS_00027745.p1
OG0007044	DANRE16211, DANRE16212	TCONS_00043439.p1
OG0007045	DANRE10111	TCONS_00054903.p1
OG0007046	DANRE11415	TCONS_00001135.p1
OG0007047	DANRE14646	TCONS_00015352.p1
OG0007048	DANRE30007, DANRE03630	TCONS_00013693.p1
OG0007049	DANRE12279	TCONS_00051136.p1
OG0007050	DANRE07382	TCONS_00027092.p1
OG0007052	DANRE12457, DANRE12458, DANRE30990	TCONS_00037844.p1
OG0007053	DANRE29142	TCONS_00033075.p1
OG0007054	DANRE29653, DANRE29652	TCONS_00006174.p1
OG0007055	DANRE33530	TCONS_00006739.p1
OG0007056	DANRE07920	TCONS_00003503.p1
OG0007058	DANRE13123	TCONS_00040470.p1
OG0007059	DANRE03981	TCONS_00027327.p1
OG0007060	DANRE10375, DANRE10374	TCONS_00055756.p1
OG0007061	DANRE22042, DANRE22041	TCONS_00026381.p1
OG0007062	DANRE13114, DANRE13113	TCONS_00051560.p1
OG0007063	DANRE09361	TCONS_00013713.p1
OG0007064	DANRE07304	TCONS_00042533.p1
OG0007065	DANRE12615, DANRE12616	TCONS_00023245.p1
OG0007066	DANRE19801	TCONS_00022269.p1
OG0007067	DANRE39351	TCONS_00008009.p1
OG0007068	DANRE39233, DANRE39232	TCONS_00030207.p1
OG0007069	DANRE11002	TCONS_00009852.p1
OG0007070	DANRE26939	TCONS_00022825.p1, TCONS_00021624.p1
OG0007071	DANRE11842, DANRE11840	TCONS_00054222.p1
OG0007072	DANRE12173, DANRE12174, DANRE12175	TCONS_00007191.p1
OG0007073	DANRE08821	TCONS_00051978.p1
OG0007074	DANRE27996, DANRE27997, DANRE27999, DANRE27998	TCONS_00036890.p1
OG0007075	DANRE03285, DANRE43299	TCONS_00031214.p1, TCONS_00031191.p1
OG0007076	DANRE30964, DANRE30963	TCONS_00016847.p1
OG0007077	DANRE17836, DANRE17837	TCONS_00042859.p1
OG0007078	DANRE10502	TCONS_00003826.p1, TCONS_00003804.p1
OG0007079	DANRE05491	TCONS_00018783.p1
OG0007080	DANRE18620	TCONS_00017745.p1
OG0007081	DANRE29557, DANRE29558, DANRE29559	TCONS_00016796.p1
OG0007082	DANRE30592	TCONS_00017347.p1, TCONS_00017363.p1
OG0007083	DANRE14647	TCONS_00016430.p1
OG0007084	DANRE36884, DANRE36883	TCONS_00007233.p1
OG0007085	DANRE12395, DANRE12396	TCONS_00023439.p1
OG0007086	DANRE12497	TCONS_00049476.p1
OG0007087	DANRE10796	TCONS_00046843.p1
OG0007087	DANRE10797, DANRE10795, DANRE10794	TCONS_00045677.p2, TCONS_00046754.p1
OG0007089	DANRE07652, DANRE07651	TCONS_00022106.p1
OG0007090	DANRE21490	TCONS_00054332.p1
OG0007091	DANRE11390, DANRE11389	TCONS_00046618.p1
OG0007092	DANRE18833	TCONS_00009665.p1
OG0007093	DANRE38295	TCONS_00053768.p1
OG0007094	DANRE11853, DANRE11852	TCONS_00009578.p1
OG0007095	DANRE10009, DANRE10008	TCONS_00012814.p1
OG0007096	DANRE17506	TCONS_00003040.p1
OG0007097	DANRE39435	TCONS_00052445.p1, TCONS_00040903.p1
OG0007098	DANRE25426, DANRE25425	TCONS_00033201.p1, TCONS_00008826.p1
OG0007099	DANRE16832	TCONS_00009517.p1
OG0007100	DANRE20633, DANRE20634	TCONS_00049528.p1
OG0007102	DANRE41563, DANRE41565, DANRE41564	TCONS_00042851.p1
OG0007103	DANRE03284	TCONS_00030082.p1
OG0007105	DANRE37505	TCONS_00006169.p1
OG0007106	DANRE21012, DANRE21013, DANRE21015, DANRE21014	TCONS_00047227.p1
OG0007107	DANRE15981, DANRE15980, DANRE15979	TCONS_00014572.p1
OG0007108	DANRE01033, DANRE01034	TCONS_00006170.p1
OG0007111	DANRE24115, DANRE24114, DANRE26940	TCONS_00007529.p1
OG0007112	DANRE25814	TCONS_00029738.p1
OG0007113	DANRE21296	TCONS_00047530.p1
OG0007114	DANRE10602, DANRE14572	TCONS_00008157.p1
OG0007115	DANRE09404, DANRE09403, DANRE09405	TCONS_00008987.p1
OG0007116	DANRE28502, DANRE28501, DANRE43398	TCONS_00013947.p1
OG0007117	DANRE31482	TCONS_00047577.p1
OG0007118	DANRE10021, DANRE10022	TCONS_00001877.p1
OG0007119	DANRE36376, DANRE36377	TCONS_00052985.p1, TCONS_00052977.p1
OG0007120	DANRE19755, DANRE19754	TCONS_00053428.p1
OG0007121	DANRE21444	TCONS_00011260.p1
OG0007122	DANRE23206	TCONS_00050924.p1
OG0007123	DANRE03239, DANRE03237, DANRE03238, DANRE03240	TCONS_00026911.p1
OG0007124	DANRE41957	TCONS_00043163.p1
OG0007125	DANRE36299, DANRE36298	TCONS_00034395.p1, TCONS_00034463.p1
OG0007126	DANRE17417, DANRE00882	TCONS_00010845.p1
OG0007127	DANRE14792, DANRE14793, DANRE14791, DANRE10353	TCONS_00019274.p1
OG0007128	DANRE19019	TCONS_00054786.p1, TCONS_00038866.p1
OG0007129	DANRE20067, DANRE20068, DANRE05951	TCONS_00026026.p1
OG0007130	DANRE30904	TCONS_00047510.p1
OG0007131	DANRE40030, DANRE40031	TCONS_00053264.p1
OG0007132	DANRE15088, DANRE15087	TCONS_00046363.p1
OG0007133	DANRE01479	TCONS_00029153.p1
OG0007134	DANRE22130, DANRE22129	TCONS_00041920.p1
OG0007135	DANRE38477	TCONS_00018971.p1
OG0007136	DANRE25959	TCONS_00028952.p1
OG0007137	DANRE27979	TCONS_00014362.p1
OG0007138	DANRE26666, DANRE26667	TCONS_00015362.p1
OG0007139	DANRE39772, DANRE39771	TCONS_00016896.p1
OG0007140	DANRE27837, DANRE35428	TCONS_00053561.p1
OG0007141	DANRE29345	TCONS_00012294.p1
OG0007142	DANRE33554	TCONS_00044220.p1, TCONS_00042910.p1
OG0007143	DANRE12075	TCONS_00045330.p1
OG0007144	DANRE17418	TCONS_00011322.p1
OG0007145	DANRE26346	TCONS_00046303.p1
OG0007146	DANRE06482, DANRE06480, DANRE06481	TCONS_00017342.p1, TCONS_00017359.p1
OG0007147	DANRE01796	TCONS_00050872.p1
OG0007148	DANRE41181	TCONS_00048638.p1
OG0007149	DANRE15852, DANRE35764	TCONS_00051414.p1, TCONS_00051411.p1
OG0007150	DANRE38611, DANRE38612	TCONS_00008146.p1
OG0007151	DANRE10301	TCONS_00042529.p1
OG0007152	DANRE13979, DANRE13981, DANRE13980	TCONS_00019894.p1
OG0007153	DANRE04392, DANRE04391	TCONS_00011695.p1
OG0007154	DANRE05456	TCONS_00009690.p1
OG0007158	DANRE14540	TCONS_00007848.p1
OG0007159	DANRE39955, DANRE39956	TCONS_00015808.p1
OG0007160	DANRE38832, DANRE38833, DANRE38831	TCONS_00009021.p1
OG0007161	DANRE04179, DANRE04180, DANRE12817	TCONS_00007008.p1
OG0007163	DANRE09124	TCONS_00029121.p1
OG0007164	DANRE16181	TCONS_00002256.p1
OG0007165	DANRE01262, DANRE01263	TCONS_00017776.p1
OG0007166	DANRE37616	TCONS_00024144.p1
OG0007168	DANRE42575, DANRE42574	TCONS_00055660.p1
OG0007171	DANRE05910, DANRE05911	TCONS_00010138.p1
OG0007173	DANRE07590	TCONS_00051896.p1
OG0007174	DANRE22362	TCONS_00007979.p1
OG0007175	DANRE39288	TCONS_00023372.p1, TCONS_00023371.p1, TCONS_00023408.p1
OG0007176	DANRE08683	TCONS_00040411.p1
OG0007177	DANRE10701, DANRE10700, DANRE10702	TCONS_00010636.p1
OG0007178	DANRE18259, DANRE18258	TCONS_00016052.p1
OG0007179	DANRE23985	TCONS_00019736.p1, TCONS_00019726.p1
OG0007180	DANRE21576, DANRE21577	TCONS_00029666.p1, TCONS_00028776.p1
OG0007181	DANRE22763, DANRE22762	TCONS_00038911.p1, TCONS_00041145.p1
OG0007182	DANRE35013	TCONS_00022331.p1
OG0007183	DANRE09025, DANRE09026	TCONS_00046337.p1
OG0007184	DANRE15058, DANRE15059	TCONS_00018313.p1
OG0007185	DANRE30304, DANRE36004, DANRE36003	TCONS_00035310.p1, TCONS_00035096.p1, TCONS_00045105.p1, TCONS_00045100.p1
OG0007186	DANRE03876	TCONS_00003055.p1
OG0007187	DANRE01702	TCONS_00019991.p1
OG0007188	DANRE42159, DANRE42158	TCONS_00056408.p1
OG0007189	DANRE29276, DANRE21865	TCONS_00012994.p1
OG0007191	DANRE40013	TCONS_00054320.p1
OG0007192	DANRE42628	TCONS_00056981.p1
OG0007195	DANRE33602, DANRE33603	TCONS_00003009.p1
OG0007198	DANRE20648	TCONS_00029381.p1, TCONS_00023717.p1
OG0007200	DANRE04259	TCONS_00031248.p1
OG0007201	DANRE21446	TCONS_00012488.p1
OG0007204	DANRE36365, DANRE30170, DANRE30172, DANRE30169, DANRE30171, DANRE30173	TCONS_00053739.p1
OG0007209	DANRE34309, DANRE35451	TCONS_00005099.p1
OG0007213	DANRE30188, DANRE30189, DANRE29054, DANRE29053	TCONS_00012239.p1
OG0007214	DANRE30732, DANRE30733, DANRE30735, DANRE30734, DANRE30736	TCONS_00025552.p1
OG0007248	DANRE28303	TCONS_00008889.p1
OG0007250	DANRE16084, DANRE16083, DANRE16082	TCONS_00022493.p1
OG0007251	DANRE28156	TCONS_00029700.p1
OG0007252	DANRE33397, DANRE33396	TCONS_00030064.p1
OG0007253	DANRE24848, DANRE38288	TCONS_00007438.p1
OG0007254	DANRE17415	TCONS_00050275.p1
OG0007255	DANRE14351	TCONS_00056623.p1
OG0007256	DANRE35626	TCONS_00013533.p1
OG0007258	DANRE19018	TCONS_00029836.p1
OG0007260	DANRE38136	TCONS_00010130.p1
OG0007261	DANRE15986, DANRE15985, DANRE43125	TCONS_00054521.p1
OG0007262	DANRE07506	TCONS_00044673.p1, TCONS_00044674.p1, TCONS_00018793.p1, TCONS_00033790.p1, TCONS_00023554.p1, TCONS_00056078.p1
OG0007264	DANRE25424	TCONS_00009451.p1
OG0007266	DANRE30633	TCONS_00049668.p1
OG0007267	DANRE26686, DANRE26687	TCONS_00053410.p1
OG0007268	DANRE42444, DANRE42443	TCONS_00021568.p1
OG0007269	DANRE12063	TCONS_00017528.p1, TCONS_00018132.p1
OG0007270	DANRE16191, DANRE16192	TCONS_00042829.p1
OG0007271	DANRE04167, DANRE04136, DANRE04135	TCONS_00013933.p1
OG0007272	DANRE22978	TCONS_00052083.p1
OG0007273	DANRE29589	TCONS_00038194.p1
OG0007274	DANRE01276	TCONS_00004667.p1
OG0007275	DANRE31136, DANRE31135	TCONS_00005999.p1
OG0007276	DANRE33385, DANRE33386	TCONS_00028742.p1
OG0007277	DANRE05579, DANRE05577, DANRE05578	TCONS_00010642.p1
OG0007279	DANRE20338	TCONS_00005992.p1
OG0007280	DANRE26658	TCONS_00045995.p1
OG0007281	DANRE30501, DANRE30500	TCONS_00012551.p1
OG0007282	DANRE33520	TCONS_00006842.p1
OG0007283	DANRE30003, DANRE15438	TCONS_00002100.p1
OG0007284	DANRE10645, DANRE14201, DANRE02530	TCONS_00002347.p1
OG0007285	DANRE10034, DANRE10035	TCONS_00002156.p1
OG0007286	DANRE37560	TCONS_00028996.p1
OG0007288	DANRE07196, DANRE07197	TCONS_00031264.p1
OG0007289	DANRE38284	TCONS_00054996.p1
OG0007290	DANRE26147, DANRE26146	TCONS_00007187.p1
OG0007291	DANRE28295, DANRE28294	TCONS_00008947.p1
OG0007292	DANRE09241, DANRE09240	TCONS_00035530.p1, TCONS_00035602.p1
OG0007293	DANRE14743	TCONS_00045187.p1
OG0007294	DANRE24046, DANRE24044, DANRE24045	TCONS_00019618.p1
OG0007295	DANRE06178, DANRE06177	TCONS_00030149.p1
OG0007296	DANRE38101	TCONS_00004477.p1
OG0007297	DANRE39713, DANRE39710, DANRE39712, DANRE39711	TCONS_00013759.p1
OG0007298	DANRE16677	TCONS_00043853.p1
OG0007299	DANRE34012, DANRE34011	TCONS_00026956.p1
OG0007300	DANRE14858	TCONS_00055881.p1
OG0007302	DANRE36522	TCONS_00042008.p1
OG0007303	DANRE21868	TCONS_00021677.p1
OG0007304	DANRE23396	TCONS_00017068.p1
OG0007305	DANRE34982	TCONS_00039824.p1
OG0007306	DANRE01049	TCONS_00002187.p1
OG0007307	DANRE04470	TCONS_00003884.p1
OG0007308	DANRE09523, DANRE14313	TCONS_00004027.p1
OG0007309	DANRE16826	TCONS_00010691.p1
OG0007310	DANRE42767, DANRE42766	TCONS_00055647.p1
OG0007312	DANRE29986, DANRE29987	TCONS_00012482.p1
OG0007314	DANRE18859	TCONS_00010379.p1
OG0007316	DANRE39257, DANRE39258, DANRE39255, DANRE39256	TCONS_00006026.p1
OG0007317	DANRE11318	TCONS_00046686.p1
OG0007318	DANRE22103	TCONS_00049203.p1
OG0007319	DANRE37045, DANRE37047, DANRE37046	TCONS_00045987.p1
OG0007320	DANRE37628, DANRE37627	TCONS_00029160.p1
OG0007322	DANRE34262	TCONS_00015457.p1
OG0007323	DANRE21933, DANRE21932	TCONS_00018010.p1
OG0007325	DANRE12985	TCONS_00007263.p1
OG0007326	DANRE26003	TCONS_00019324.p1
OG0007328	DANRE04726	TCONS_00025891.p1
OG0007329	DANRE09561, DANRE09562	TCONS_00015001.p1
OG0007330	DANRE07790, DANRE07791	TCONS_00042612.p1
OG0007331	DANRE31231	TCONS_00017202.p1
OG0007333	DANRE22246, DANRE22247, DANRE16144	TCONS_00022881.p1
OG0007334	DANRE14827	TCONS_00020764.p1
OG0007335	DANRE17585	TCONS_00012140.p1
OG0007336	DANRE10061	TCONS_00001393.p1, TCONS_00001399.p1
OG0007337	DANRE17263, DANRE17262	TCONS_00018627.p1
OG0007338	DANRE12380, DANRE12381	TCONS_00050471.p1
OG0007339	DANRE23834	TCONS_00055656.p1
OG0007340	DANRE13852, DANRE13850, DANRE13851	TCONS_00016057.p1
OG0007341	DANRE04473	TCONS_00016545.p1
